energy_ev,total_up,Ag_p_up,Ag_d_up,C_s_up,C_p_up,Mn_p_up,Mn_d_up,Se_s_up,Se_p_up
-5.24362181,2.23203574,0.20135386,1.71071829,0.00219863,0.04329749,0.23158456,0.17446928,0.01110086,0.29266420
-5.23761881,2.31292356,0.20827010,1.76324112,0.00216241,0.04640003,0.24652991,0.18478848,0.01170817,0.30604036
-5.23161581,2.39414906,0.21530268,1.81598172,0.00215755,0.04944804,0.26133950,0.19540984,0.01228463,0.31951136
-5.22561281,2.47526242,0.22243294,1.86864991,0.00218688,0.05240353,0.27587132,0.20633040,0.01282156,0.33301670
-5.21960980,2.55586563,0.22964573,1.92098891,0.00225301,0.05522966,0.28998930,0.21755533,0.01331089,0.34650375
-5.21360680,2.63562852,0.23693009,1.97278533,0.00235823,0.05789191,0.30356711,0.22909901,0.01374554,0.35992964
-5.20760380,2.71430132,0.24427966,2.02387686,0.00250441,0.06035917,0.31649168,0.24098575,0.01411967,0.37326268
-5.20160080,2.79172246,0.25169260,2.07415676,0.00269298,0.06260478,0.32866599,0.25324978,0.01442895,0.38648300
-5.19559780,2.86782095,0.25917097,2.12357473,0.00292478,0.06460736,0.34001116,0.26593458,0.01467071,0.39958235
-5.18959480,2.94261266,0.26671969,2.17213379,0.00320000,0.06635144,0.35046759,0.27909142,0.01484414,0.41256304
-5.18359180,3.01619033,0.27434490,2.21988308,0.00351812,0.06782789,0.35999527,0.29277704,0.01495029,0.42543598
-5.17758879,3.08870756,0.28205189,2.26690682,0.00387778,0.06903400,0.36857306,0.30705057,0.01499206,0.43821778
-5.17158579,3.16035752,0.28984272,2.31330993,0.00427676,0.06997337,0.37619713,0.32196974,0.01497408,0.45092735
-5.16558279,3.23134727,0.29771356,2.35920096,0.00471194,0.07065548,0.38287866,0.33758649,0.01490258,0.46358173
-5.15957979,3.30186929,0.30565215,2.40467340,0.00517921,0.07109501,0.38864089,0.35394230,0.01478506,0.47619186
-5.15357679,3.37207189,0.31363523,2.44978652,0.00567354,0.07131102,0.39351589,0.37106335,0.01463004,0.48875824
-5.14757379,3.44203025,0.32162653,2.49454694,0.00618897,0.07132586,0.39754101,0.38895576,0.01444671,0.50126689
-5.14157079,3.51172031,0.32957519,2.53889221,0.00671867,0.07116410,0.40075562,0.40760145,0.01424455,0.51368594
-5.13556778,3.58099701,0.33741494,2.58267767,0.00725507,0.07085132,0.40319796,0.42695452,0.01403293,0.52596306
-5.12956478,3.64957886,0.34506419,2.62566753,0.00778995,0.07041304,0.40490268,0.44693872,0.01382080,0.53802402
-5.12356178,3.71703985,0.35242703,2.66753113,0.00831463,0.06987361,0.40589895,0.46744612,0.01361636,0.54977245
-5.11755878,3.78280985,0.35939518,2.70784472,0.00882015,0.06925536,0.40620949,0.48833713,0.01342673,0.56109097
-5.11155578,3.84618373,0.36585093,2.74609912,0.00929749,0.06857792,0.40585037,0.50944201,0.01325783,0.57184375
-5.10555278,3.90633914,0.37167094,2.78171293,0.00973782,0.06785772,0.40483178,0.53056382,0.01311417,0.58188025
-5.09954977,3.96236226,0.37673067,2.81405093,0.01013272,0.06710778,0.40315952,0.55148296,0.01299883,0.59104020
-5.09354677,4.01328043,0.38090945,2.84244665,0.01047442,0.06633777,0.40083730,0.57196285,0.01291350,0.59915943
-5.08754377,4.05810017,0.38409569,2.86622827,0.01075607,0.06555424,0.39786953,0.59175683,0.01285855,0.60607635
-5.08154077,4.09584855,0.38619225,2.88474622,0.01097190,0.06476116,0.39426444,0.61061589,0.01283325,0.61163882
-5.07553777,4.12561602,0.38712152,2.89740141,0.01111744,0.06396057,0.39003740,0.62829686,0.01283597,0.61571090
-5.06953477,4.14659861,0.38683003,2.90367240,0.01118964,0.06315340,0.38521413,0.64457086,0.01286453,0.61817936
-5.06353177,4.15813720,0.38529250,2.90314039,0.01118699,0.06234039,0.37983362,0.65923150,0.01291645,0.61895950
-5.05752876,4.15975221,0.38251487,2.89551056,0.01110954,0.06152302,0.37395058,0.67210252,0.01298933,0.61800013
-5.05152576,4.15117192,0.37853647,2.88062899,0.01095894,0.06070443,0.36763723,0.68304461,0.01308121,0.61528731
-5.04552276,4.13235322,0.37343107,2.85849414,0.01073834,0.05989031,0.36098431,0.69196095,0.01319079,0.61084701
-5.03951976,4.10349375,0.36730686,2.82926277,0.01045230,0.05908960,0.35410127,0.69880139,0.01331779,0.60474621
-5.03351676,4.06503520,0.36030524,2.79324973,0.01010668,0.05831515,0.34711553,0.70356489,0.01346312,0.59709281
-5.02751376,4.01765745,0.35259876,2.75092208,0.00970839,0.05758407,0.34017083,0.70630032,0.01362902,0.58803407
-5.02151076,3.96226404,0.34438792,2.70288765,0.00926521,0.05691801,0.33342478,0.70710532,0.01381916,0.57775386
-5.01550775,3.89995963,0.33589727,2.64987891,0.00878557,0.05634309,0.32704555,0.70612346,0.01403858,0.56646875
-5.00950475,3.83202035,0.32737076,2.59273264,0.00827826,0.05588969,0.32120796,0.70353961,0.01429362,0.55442311
-5.00350175,3.75985840,0.31906652,2.53236654,0.00775219,0.05559199,0.31608896,0.69957384,0.01459171,0.54188339
-4.99749875,3.68498207,0.31125123,2.46975367,0.00721620,0.05548727,0.31186275,0.69447390,0.01494107,0.52913181
-4.99149575,3.60895275,0.30419411,2.40589573,0.00667875,0.05561505,0.30869563,0.68850664,0.01535041,0.51645947
-4.98549275,3.53334050,0.29816073,2.34179617,0.00614781,0.05601595,0.30674072,0.68194870,0.01582850,0.50415925
-4.97948974,3.45967951,0.29340678,2.27843408,0.00563065,0.05673053,0.30613285,0.67507670,0.01638368,0.49251854
-4.97348674,3.38942498,0.29017168,2.21673973,0.00513369,0.05779783,0.30698359,0.66815740,0.01702342,0.48181201
-4.96748374,3.32391280,0.28867242,2.15757239,0.00466243,0.05925399,0.30937670,0.66143810,0.01775380,0.47229445
-4.96148074,3.26432316,0.28909751,2.10170120,0.00422140,0.06113069,0.31336422,0.65513774,0.01857907,0.46419408
-4.95547774,3.21164923,0.29160122,2.04978949,0.00381408,0.06345361,0.31896308,0.64943897,0.01950117,0.45770618
-4.94947474,3.16667185,0.29629825,2.00238287,0.00344299,0.06624099,0.32615271,0.64448149,0.02051935,0.45298744
-4.94347174,3.12994095,0.30325898,1.95990140,0.00310963,0.06950221,0.33487348,0.64035707,0.02162990,0.45015101
-4.93746873,3.10176422,0.31250543,1.92263587,0.00281462,0.07323661,0.34502624,0.63710629,0.02282591,0.44926252
-4.93146573,3.08220356,0.32400807,1.89074820,0.00255776,0.07743245,0.35647293,0.63471732,0.02409721,0.45033724
-4.92546273,3.07107925,0.33768383,1.86427581,0.00233811,0.08206619,0.36903844,0.63312669,0.02543036,0.45333839
-4.91945973,3.06798188,0.35339529,1.84313970,0.00215411,0.08710210,0.38251356,0.63222220,0.02680884,0.45817693
-4.91345673,3.07229182,0.37095144,1.82715594,0.00200369,0.09249227,0.39665921,0.63184774,0.02821331,0.46471282
-4.90745373,3.08320553,0.39010989,1.81605015,0.00188440,0.09817692,0.41121167,0.63181001,0.02962206,0.47275786
-4.90145073,3.09976812,0.41058099,1.80947444,0.00179354,0.10408534,0.42588894,0.63188678,0.03101151,0.48208015
-4.89544772,3.12091114,0.43203355,1.80702634,0.00172822,0.11013713,0.44039791,0.63183642,0.03235687,0.49241011
-4.88944472,3.14549437,0.45410234,1.80826901,0.00168549,0.11624391,0.45444226,0.63140840,0.03363281,0.50344799
-4.88344172,3.17235042,0.47639724,1.81275223,0.00166248,0.12231151,0.46773079,0.63035419,0.03481426,0.51487268
-4.87743872,3.20033053,0.49851372,1.82003339,0.00165639,0.12824243,0.47998602,0.62843821,0.03587715,0.52635166
-4.87143572,3.22834996,0.52004444,1.82969785,0.00166465,0.13393860,0.49095270,0.62544838,0.03679926,0.53755155
-4.86543272,3.25543149,0.54059161,1.84137798,0.00168493,0.13930435,0.50040597,0.62120573,0.03756087,0.54814922
-4.85942971,3.28074516,0.55977947,1.85477018,0.00171518,0.14424948,0.50815877,0.61557275,0.03814552,0.55784276
-4.85342671,3.30364278,0.57726665,1.86964935,0.00175369,0.14869216,0.51406841,0.60846007,0.03854049,0.56636200
-4.84742371,3.32368569,0.59275755,1.88587999,0.00179907,0.15256180,0.51804178,0.59983112,0.03873734,0.57347808
-4.84142071,3.34066446,0.60601251,1.90342360,0.00185026,0.15580149,0.52003907,0.58970469,0.03873216,0.57901167
-4.83541771,3.35460950,0.61685592,1.92234179,0.00190655,0.15837010,0.52007588,0.57815514,0.03852572,0.58283935
-4.82941471,3.36579164,0.62518215,1.94279480,0.00196747,0.16024379,0.51822337,0.56531034,0.03812349,0.58489797
-4.82341171,3.37471257,0.63095868,1.96503521,0.00203282,0.16141686,0.51460659,0.55134734,0.03753540,0.58518655
-4.81740870,3.38208481,0.63422635,1.98939675,0.00210260,0.16190198,0.50940088,0.53648608,0.03677557,0.58376571
-4.81140570,3.38880180,0.63509655,2.01627833,0.00217693,0.16172967,0.50282640,0.52098127,0.03586177,0.58075455
-4.80540270,3.39589882,0.63374550,2.04612370,0.00225599,0.16094704,0.49514113,0.50511288,0.03481483,0.57632509
-4.79939970,3.40450610,0.63040568,2.07939709,0.00233999,0.15961589,0.48663223,0.48917566,0.03365796,0.57069439
-4.79339670,3.41579572,0.62535496,2.11655574,0.00242903,0.15781019,0.47760650,0.47346810,0.03241593,0.56411491
-4.78739370,3.43092428,0.61890385,2.15802017,0.00252311,0.15561309,0.46837987,0.45828126,0.03111429,0.55686322
-4.78139070,3.45097375,0.61138138,2.20414339,0.00262202,0.15311356,0.45926664,0.44388807,0.02977856,0.54922783
-4.77538769,3.47689282,0.60312046,2.25518022,0.00272531,0.15040280,0.45056862,0.43053342,0.02843338,0.54149663
-4.76938469,3.50944158,0.59444337,2.31125830,0.00283227,0.14757067,0.44256482,0.41842553,0.02710188,0.53394442
-4.76338169,3.54914174,0.58564802,2.37235198,0.00294191,0.14470218,0.43550189,0.40772881,0.02580492,0.52682129
-4.75737869,3.59623519,0.57699580,2.43826071,0.00305292,0.14187431,0.42958580,0.39855870,0.02456066,0.52034230
-4.75137569,3.65065272,0.56870149,2.50859308,0.00316375,0.13915325,0.42497505,0.39097849,0.02338404,0.51467889
-4.74537269,3.71199486,0.56092577,2.58275780,0.00327257,0.13659218,0.42177561,0.38499822,0.02228659,0.50995257
-4.73936968,3.77952602,0.55377066,2.65996231,0.00337739,0.13422975,0.42003784,0.38057580,0.02127623,0.50623102
-4.73336668,3.85218268,0.54727798,2.73921984,0.00347608,0.13208920,0.41975542,0.37762013,0.02035730,0.50352676
-4.72736368,3.92859564,0.54143094,2.81936494,0.00356645,0.13017826,0.42086641,0.37599609,0.01953067,0.50179860
-4.72136068,4.00712602,0.53615870,2.89907752,0.00364634,0.12848978,0.42325623,0.37553114,0.01879402,0.50095540
-4.71535768,4.08591352,0.53134341,2.97691464,0.00371370,0.12700300,0.42676252,0.37602324,0.01814216,0.50086232
-4.70935468,4.16293544,0.52682953,3.05134930,0.00376670,0.12568538,0.43118161,0.37724967,0.01756750,0.50134881
-4.70335168,4.23607416,0.52243471,3.12081489,0.00380378,0.12449503,0.43627641,0.37897644,0.01706054,0.50221823
-4.69734867,4.30319032,0.51796163,3.18375358,0.00382373,0.12338330,0.44178522,0.38096777,0.01661041,0.50325836
-4.69134567,4.36219885,0.51321020,3.23866698,0.00382577,0.12229781,0.44743138,0.38299543,0.01620542,0.50425239
-4.68534267,4.41114482,0.50798952,3.28416712,0.00380961,0.12118532,0.45293308,0.38484731,0.01583363,0.50498985
-4.67933967,4.44827589,0.50212879,3.31902552,0.00377546,0.11999466,0.45801325,0.38633516,0.01548332,0.50527682
-4.67333667,4.47210859,0.49548693,3.34221866,0.00372405,0.11867943,0.46240898,0.38730102,0.01514353,0.50494513
-4.66733367,4.48148575,0.48796025,3.35296771,0.00365666,0.11720030,0.46588024,0.38762221,0.01480442,0.50386006
-4.66133067,4.47562276,0.47948800,3.35077119,0.00357510,0.11552696,0.46821760,0.38721481,0.01445762,0.50192617
-4.65532766,4.45414110,0.47005561,3.33542901,0.00348165,0.11363954,0.46924865,0.38603538,0.01409649,0.49909123
-4.64932466,4.41708788,0.45969549,3.30705699,0.00337908,0.11152949,0.46884305,0.38408119,0.01371631,0.49534797
-4.64332166,4.36494070,0.44848563,3.26609139,0.00327056,0.10919993,0.46691599,0.38138883,0.01331435,0.49073382
