energy_ev,total_up,N_s_up,N_p_up,S_s_up,S_p_up,V_p_up,V_d_up,Y_p_up,Y_d_up
-5.71785893,0.63952709,0.00122786,0.03582392,0.00060139,0.44479302,0.30015961,0.12393155,0.05579516,0.06789523
-5.71185593,0.69620781,0.00133203,0.03893194,0.00064932,0.48406470,0.32454016,0.13617182,0.06220006,0.07383307
-5.70585293,0.75728946,0.00146823,0.04216928,0.00071164,0.52634085,0.35028942,0.14983439,0.06942208,0.08006721
-5.69984992,0.82259483,0.00163528,0.04552551,0.00078777,0.57150780,0.37731368,0.16489352,0.07744455,0.08658661
-5.69384692,0.89192188,0.00183185,0.04898890,0.00087709,0.61943536,0.40550975,0.18131800,0.08624228,0.09337914
-5.68784392,0.96503675,0.00205635,0.05254619,0.00097893,0.66997156,0.43476125,0.19906994,0.09577940,0.10043112
-5.68184092,1.04166674,0.00230691,0.05618249,0.00109254,0.72293755,0.46493487,0.21810368,0.10600739,0.10772677
-5.67583792,1.12149399,0.00258123,0.05988105,0.00121700,0.77812274,0.49587689,0.23836466,0.11686357,0.11524757
-5.66983492,1.20415013,0.00287659,0.06362319,0.00135124,0.83528086,0.52741039,0.25978851,0.12827015,0.12297174
-5.66383192,1.28921258,0.00318977,0.06738815,0.00149398,0.89412697,0.55933319,0.28230024,0.14013384,0.13087359
-5.65782891,1.37620271,0.00351704,0.07115302,0.00164376,0.95433601,0.59141709,0.30581376,0.15234626,0.13892309
-5.65182591,1.46458636,0.00385419,0.07489282,0.00179887,1.01554291,0.62340834,0.33023163,0.16478502,0.14708539
-5.64582291,1.55377689,0.00419652,0.07858052,0.00195740,1.07734466,0.65502974,0.35544505,0.17731569,0.15532058
-5.63981991,1.64314088,0.00453892,0.08218729,0.00211726,1.13930428,0.68598421,0.38133424,0.18979442,0.16358362
-5.63381691,1.73200640,0.00487597,0.08568273,0.00227621,1.20095664,0.71596008,0.40776908,0.20207126,0.17182436
-5.62781391,1.81967369,0.00520203,0.08903524,0.00243188,1.26181617,0.74463770,0.43461000,0.21399408,0.17998790
-5.62181091,1.90542788,0.00551137,0.09221251,0.00258188,1.32138601,0.77169732,0.46170918,0.22541285,0.18801508
-5.61580790,1.98855324,0.00579833,0.09518203,0.00272378,1.37916828,0.79682781,0.48891188,0.23618419,0.19584322
-5.60980490,2.06834842,0.00605750,0.09791170,0.00285525,1.43467514,0.81973591,0.51605804,0.24617586,0.20340703
-5.60380190,2.14414192,0.00628384,0.10037047,0.00297409,1.48744005,0.84015547,0.54298395,0.25527109,0.21063973
-5.59779890,2.21530721,0.00647286,0.10252901,0.00307832,1.53702869,0.85785623,0.56952400,0.26337249,0.21747423
-5.59179590,2.28127677,0.00662080,0.10436038,0.00316620,1.58304915,0.87265178,0.59551247,0.27040528,0.22384452
-5.58579290,2.34155442,0.00672471,0.10584069,0.00323635,1.62516085,0.88440610,0.62078539,0.27631973,0.22968698
-5.57978989,2.39572544,0.00678261,0.10694968,0.00328774,1.66308178,0.89303847,0.64518227,0.28109271,0.23494185
-5.57378689,2.44346422,0.00679355,0.10767126,0.00331975,1.69659395,0.89852651,0.66854788,0.28472818,0.23955450
-5.56778389,2.48453904,0.00675766,0.10799402,0.00333217,1.72554672,0.90090706,0.69073388,0.28725664,0.24347673
-5.56178089,2.51881410,0.00667617,0.10791151,0.00332521,1.74985806,0.90027517,0.71160046,0.28873365,0.24666793
-5.55577789,2.54624888,0.00655139,0.10742254,0.00329951,1.76951385,0.89678098,0.73101789,0.28923742,0.24909606
-5.54977489,2.56689512,0.00638667,0.10653130,0.00325604,1.78456551,0.89062501,0.74886797,0.28886565,0.25073848
-5.54377189,2.58089178,0.00618629,0.10524740,0.00319616,1.79512604,0.88205204,0.76504553,0.28773183,0.25158258
-5.53776888,2.58845856,0.00595535,0.10358574,0.00312149,1.80136515,0.87134395,0.77945981,0.28596127,0.25162620
-5.53176588,2.58988843,0.00569968,0.10156630,0.00303386,1.80350367,0.85881200,0.79203582,0.28368692,0.25087786
-5.52576288,2.58553973,0.00542563,0.09921382,0.00293530,1.80180765,0.84478898,0.80271571,0.28104538,0.24935677
-5.51975988,2.57582832,0.00513998,0.09655741,0.00282789,1.79658266,0.82962155,0.81146001,0.27817326,0.24709261
-5.51375688,2.56122016,0.00484971,0.09362999,0.00271380,1.78816840,0.81366321,0.81824889,0.27520399,0.24412520
-5.50775388,2.54222460,0.00456188,0.09046773,0.00259514,1.77693393,0.79726803,0.82308323,0.27226525,0.24050389
-5.50175088,2.51938846,0.00428347,0.08710942,0.00247396,1.76327352,0.78078545,0.82598552,0.26947709,0.23628688
-5.49574787,2.49329102,0.00402124,0.08359578,0.00235220,1.74760325,0.76455605,0.82700059,0.26695076,0.23154031
-5.48974487,2.46453969,0.00378160,0.07996876,0.00223169,1.73035808,0.74890838,0.82619593,0.26478813,0.22633734
-5.48374187,2.43376609,0.00357049,0.07627080,0.00211408,1.71198930,0.73415666,0.82366172,0.26308175,0.22075698
-5.47773887,2.40162237,0.00339330,0.07254417,0.00200089,1.69296205,0.72059920,0.81951031,0.26191519,0.21488299
-5.47173587,2.36877735,0.00325477,0.06883024,0.00189350,1.67375278,0.70851724,0.81387522,0.26136378,0.20880261
-5.46573287,2.33591204,0.00315893,0.06516894,0.00179318,1.65484609,0.69817411,0.80690959,0.26149534,0.20260530
-5.45972986,2.30371450,0.00310906,0.06159810,0.00170110,1.63673111,0.68981433,0.79878393,0.26237090,0.19638154
-5.45372686,2.27287368,0.00310761,0.05815304,0.00161840,1.61989695,0.68366259,0.78968341,0.26404517,0.19022155
-5.44772386,2.24407221,0.00315623,0.05486617,0.00154619,1.60482740,0.67992235,0.77980454,0.26656677,0.18421415
-5.44172086,2.21797825,0.00325569,0.05176668,0.00148564,1.59199482,0.67877424,0.76935140,0.26997804,0.17844571
-5.43571786,2.19523662,0.00340588,0.04888037,0.00143799,1.58185343,0.68037401,0.75853154,0.27431450,0.17299917
-5.42971486,2.17645944,0.00360583,0.04622954,0.00140459,1.57483225,0.68485031,0.74755171,0.27960398,0.16795322
-5.42371186,2.16221690,0.00385372,0.04383309,0.00138697,1.57132808,0.69230247,0.73661347,0.28586552,0.16338168
-5.41770885,2.15302839,0.00414685,0.04170653,0.00138683,1.57169882,0.70279840,0.72590914,0.29310813,0.15935299
-5.41170585,2.14935469,0.00448172,0.03986228,0.00140609,1.57625760,0.71637286,0.71561785,0.30132957,0.15592986
-5.40570285,2.15159152,0.00485406,0.03830984,0.00144689,1.58526793,0.73302637,0.70590233,0.31051530,0.15316914
-5.39969985,2.16006479,0.00525891,0.03705614,0.00151155,1.59894033,0.75272489,0.69690616,0.32063772,0.15112175
-5.39369685,2.17502778,0.00569068,0.03610584,0.00160265,1.61743040,0.77540038,0.68875181,0.33165588,0.14983272
-5.38769385,2.19666019,0.00614325,0.03546161,0.00172288,1.64083840,0.80095235,0.68153955,0.34351566,0.14934131
-5.38169085,2.22506895,0.00661013,0.03512442,0.00187509,1.66921025,0.82925025,0.67534694,0.35615050,0.14968107
-5.37568784,2.26029033,0.00708456,0.03509376,0.00206218,1.70253962,0.86013662,0.67022926,0.36948262,0.15087990
-5.36968484,2.30229291,0.00755966,0.03536771,0.00228704,1.74077064,0.89343068,0.66622035,0.38342478,0.15295992
-5.36368184,2.35098072,0.00802860,0.03594307,0.00255244,1.78380084,0.92893226,0.66333402,0.39788225,0.15593727
-5.35767884,2.40619589,0.00848476,0.03681520,0.00286092,1.83148372,0.96642546,0.66156569,0.41275505,0.15982159
-5.35167584,2.46772015,0.00892187,0.03797793,0.00321470,1.88363040,1.00568188,0.66089411,0.42794017,0.16461537
-5.34567284,2.53527468,0.00933417,0.03942327,0.00361550,1.94000991,1.04646304,0.66128297,0.44333355,0.17031304
-5.33966983,2.60851776,0.00971657,0.04114108,0.00406444,2.00034787,1.08852172,0.66268228,0.45883178,0.17689978
-5.33366683,2.68704029,0.01006471,0.04311869,0.00456188,2.06432329,1.13160209,0.66502934,0.47433323,0.18435028
-5.32766383,2.77035923,0.01037509,0.04534047,0.00510730,2.13156371,1.17543854,0.66824925,0.48973864,0.19262732
-5.32166083,2.85790928,0.01064512,0.04778746,0.00569916,2.20163888,1.21975333,0.67225499,0.50495102,0.20168039
-5.31565783,2.94903380,0.01087311,0.05043704,0.00633481,2.27405366,1.26425338,0.67694710,0.51987496,0.21144439
-5.30965483,3.04297568,0.01105831,0.05326261,0.00701039,2.34824073,1.30862636,0.68221307,0.53441541,0.22183863
-5.30365183,3.13886953,0.01120088,0.05623356,0.00772078,2.42355419,1.35253680,0.68792666,0.54847608,0.23276610
-5.29764882,3.23573644,0.01130176,0.05931526,0.00845964,2.49926491,1.39562260,0.69394721,0.56195765,0.24411328
-5.29164582,3.33248250,0.01136265,0.06246929,0.00921935,2.57455872,1.43749253,0.70011940,0.57475603,0.25575056
-5.28564282,3.42790237,0.01138586,0.06565388,0.00999119,2.64853836,1.47772538,0.70627345,0.58676090,0.26753329
-5.27963982,3.52068876,0.01137423,0.06882453,0.01076539,2.72022983,1.51587113,0.71222606,0.59785481,0.27930351
-5.27363682,3.60944842,0.01133097,0.07193480,0.01153134,2.78859384,1.55145452,0.71778220,0.60791297,0.29089253
-5.26763382,3.69272482,0.01125953,0.07493735,0.01227784,2.85254229,1.58398131,0.72273789,0.61680395,0.30212405
-5.26163082,3.76902730,0.01116349,0.07778500,0.01299329,2.91095984,1.61294710,0.72688387,0.62439130,0.31281800
-5.25562781,3.83686584,0.01104646,0.08043193,0.01366605,2.96272987,1.63784866,0.73001020,0.63053623,0.32279482
-5.24962481,3.89479024,0.01091195,0.08283497,0.01428473,3.00676397,1.65819725,0.73191157,0.63510109,0.33188006
-5.24362181,3.94143223,0.01076329,0.08495474,0.01483849,3.04203376,1.67353346,0.73239307,0.63795375,0.33990911
-5.23761881,3.97554835,0.01060355,0.08675683,0.01531742,3.06760356,1.68344282,0.73127634,0.63897237,0.34673192
-5.23161581,3.99606173,0.01043550,0.08821280,0.01571278,3.08266233,1.68757134,0.72840546,0.63805056,0.35221739
-5.22561281,4.00210053,0.01026155,0.08930099,0.01601728,3.08655317,1.68564009,0.72365260,0.63510240,0.35625726
-5.21960980,3.99303100,0.01008372,0.09000715,0.01622535,3.07879890,1.67745812,0.71692290,0.63006722,0.35876946
-5.21360680,3.96848346,0.00990365,0.09032485,0.01633329,3.05912227,1.66293274,0.70815835,0.62291360,0.35970049
-5.20760380,3.92836971,0.00972256,0.09025557,0.01633935,3.02745971,1.64207678,0.69734048,0.61364255,0.35902700
-5.20160080,3.87289097,0.00954125,0.08980862,0.01624382,2.98396781,1.61501210,0.68449176,0.60228946,0.35675642
-5.19559780,3.80253598,0.00936017,0.08900081,0.01604900,2.92902230,1.58196941,0.66967543,0.58892484,0.35292650
-5.18959480,3.71806924,0.00917936,0.08785592,0.01575908,2.86320943,1.54328413,0.65299406,0.57365368,0.34760400
-5.18359180,3.62051030,0.00899855,0.08640401,0.01538002,2.78731039,1.49938863,0.63458671,0.55661350,0.34088255
-5.17758879,3.51110498,0.00881715,0.08468062,0.01491932,2.70227954,1.45080124,0.61462497,0.53797117,0.33287974
-5.17158579,3.39129022,0.00863432,0.08272582,0.01438578,2.60921756,1.39811257,0.59330805,0.51791874,0.32373365
-5.16558279,3.26265422,0.00844899,0.08058335,0.01378920,2.50934102,1.34196986,0.57085728,0.49666835,0.31359905
-5.15957979,3.12689392,0.00825996,0.07829965,0.01314009,2.40394969,1.28306018,0.54751012,0.47444670,0.30264328
-5.15357679,2.98577159,0.00806592,0.07592295,0.01244934,2.29439323,1.22209312,0.52351422,0.45148915,0.29104218
-5.14757379,2.84107250,0.00786556,0.07350242,0.01172792,2.18203857,1.15978394,0.49912151,0.42803393,0.27897609
-5.14157079,2.69456511,0.00765763,0.07108738,0.01098661,2.06823927,1.09683771,0.47458276,0.40431650,0.26662604
-5.13556778,2.54796523,0.00744098,0.06872656,0.01023572,1.95430792,1.03393502,0.45014274,0.38056455,0.25417035
-5.12956478,2.40290494,0.00721469,0.06646741,0.00948487,1.84149222,0.97171966,0.42603592,0.35699352,0.24178155
-5.12356178,2.26090691,0.00697809,0.06435551,0.00874281,1.73095534,0.91078868,0.40248308,0.33380301,0.22962377
-5.11755878,2.12336430,0.00673086,0.06243394,0.00801732,1.62376059,0.85168466,0.37968859,0.31117403,0.21785058
-5.11155578,1.99152609,0.00647304,0.06074270,0.00731508,1.52086043,0.79489047,0.35783833,0.28926708,0.20660315
-5.10555278,1.86648747,0.00620509,0.05931817,0.00664163,1.42308942,0.74082606,0.33709839,0.26822105,0.19600890
-5.09954977,1.74918471,0.00592790,0.05819253,0.00600140,1.33116073,0.68984733,0.31761417,0.24815292,0.18618036
-5.09354677,1.64039365,0.00564278,0.05739316,0.00539772,1.24566557,0.64224645,0.29950998,0.22915800,0.17721443
-5.08754377,1.54073134,0.00535146,0.05694208,0.00483289,1.16707500,0.59825361,0.28288884,0.21131078,0.16919172
-5.08154077,1.45065978,0.00505607,0.05685541,0.00430828,1.09574348,0.55803958,0.26783264,0.19466607,0.16217618
-5.07553777,1.37049132,0.00475904,0.05714284,0.00382440,1.03191361,0.52171896,0.25440226,0.17926046,0.15621486
-5.06953477,1.30039512,0.00446308,0.05780719,0.00338105,0.97572164,0.48935375,0.24263792,0.16511386,0.15133780
-5.06353177,1.24040429,0.00417109,0.05884408,0.00297742,0.92720343,0.46095702,0.23255942,0.15223115,0.14755806
-5.05752876,1.19042339,0.00388604,0.06024171,0.00261222,0.88630049,0.43649660,0.22416655,0.14060370,0.14487193
-5.05152576,1.15023631,0.00361097,0.06198079,0.00228377,0.85286614,0.41589858,0.21743948,0.13021096,0.14325929
-5.04552276,1.11951431,0.00334878,0.06403476,0.00199009,0.82667162,0.39905069,0.21233924,0.12102174,0.14268413
-5.03951976,1.09782449,0.00310225,0.06637010,0.00172905,0.80741225,0.38580549,0.20880834,0.11299560,0.14309536
-5.03351676,1.08463861,0.00287390,0.06894694,0.00149837,0.79471364,0.37598338,0.20677156,0.10608391,0.14442776
-5.02751376,1.07934250,0.00266591,0.07171989,0.00129574,0.78813812,0.36937561,0.20613688,0.10023095,0.14660325
-5.02151076,1.08124601,0.00248009,0.07463903,0.00111885,0.78719143,0.36574717,0.20679669,0.09537484,0.14953230
-5.01550775,1.08959372,0.00231783,0.07765114,0.00096542,0.79132970,0.36483980,0.20862923,0.09144849,0.15311566
-5.00950475,1.10357632,0.00218001,0.08070108,0.00083328,0.79996691,0.36637505,0.21150021,0.08838046,0.15724623
-5.00350175,1.12234254,0.00206704,0.08373319,0.00072030,0.81248273,0.37005746,0.21526475,0.08609578,0.16181109
-4.99749875,1.14501180,0.00197882,0.08669291,0.00062450,0.82823074,0.37557803,0.21976943,0.08451686,0.16669373
-4.99149575,1.17068714,0.00191474,0.08952822,0.00054401,0.84654713,0.38261770,0.22485461,0.08356431,0.17177624
-4.98549275,1.19846849,0.00187372,0.09219117,0.00047707,0.86675955,0.39085123,0.23035683,0.08315782,0.17694164
-4.97948974,1.22746607,0.00185420,0.09463918,0.00042204,0.88819641,0.39995115,0.23611134,0.08321710,0.18207614
-4.97348674,1.25681363,0.00185424,0.09683633,0.00037740,0.91019621,0.40959193,0.24195468,0.08366274,0.18707129
-4.96748374,1.28568153,0.00187151,0.09875429,0.00034174,0.93211699,0.41945431,0.24772732,0.08441720,0.19182606
-4.96148074,1.31328929,0.00190340,0.10037313,0.00031378,0.95334576,0.42922978,0.25327625,0.08540568,0.19624876
-4.95547774,1.33891758,0.00194704,0.10168182,0.00029232,0.97330775,0.43862508,0.25845758,0.08655712,0.20025872
-4.94947474,1.36191934,0.00199942,0.10267845,0.00027628,0.99147540,0.44736666,0.26313893,0.08780506,0.20378775
-4.94347174,1.38172993,0.00205743,0.10337017,0.00026469,1.00737687,0.45520518,0.26720187,0.08908856,0.20678129
-4.93746873,1.39787599,0.00211794,0.10377285,0.00025666,1.02060392,0.46191968,0.27054399,0.09035298,0.20919930
-4.93146573,1.40998282,0.00217790,0.10391045,0.00025141,1.03081891,0.46732147,0.27308083,0.09155078,0.21101683
-4.92546273,1.41778009,0.00223442,0.10381411,0.00024826,1.03776075,0.47125759,0.27474755,0.09264213,0.21222410
-4.91945973,1.42110546,0.00228479,0.10352107,0.00024663,1.04124943,0.47361364,0.27550011,0.09359545,0.21282639
-4.91345673,1.41990604,0.00232659,0.10307329,0.00024602,1.04118903,0.47431588,0.27531620,0.09438780,0.21284339
-4.90745373,1.41423737,0.00235774,0.10251600,0.00024605,1.03756885,0.47333244,0.27419554,0.09500502,0.21230818
-4.90145073,1.40425973,0.00237653,0.10189604,0.00024642,1.03046250,0.47067348,0.27215975,0.09544173,0.21126589
-4.89544772,1.39023188,0.00238168,0.10126019,0.00024693,1.02002488,0.46639039,0.26925163,0.09570115,0.20977193
-4.88944472,1.37250197,0.00237231,0.10065347,0.00024748,1.00648696,0.46057371,0.26553387,0.09579457,0.20788990
-4.88344172,1.35149602,0.00234801,0.10011739,0.00024806,0.99014827,0.45335005,0.26108718,0.09574071,0.20568923
-4.87743872,1.32770403,0.00230878,0.09968846,0.00024874,0.97136756,0.44487784,0.25600787,0.09556484,0.20324268
-4.87143572,1.30166436,0.00225503,0.09939672,0.00024968,0.95055152,0.43534223,0.25040505,0.09529764,0.20062364
-4.86543272,1.27394657,0.00218756,0.09926452,0.00025109,0.92814220,0.42494911,0.24439732,0.09497401,0.19790352
-4.85942971,1.24513369,0.00210749,0.09930562,0.00025329,0.90460347,0.41391864,0.23810926,0.09463169,0.19514920
-4.85342671,1.21580434,0.00201624,0.09952456,0.00025661,0.88040701,0.40247843,0.23166783,0.09430986,0.19242072
-4.84742371,1.18651560,0.00191541,0.09991641,0.00026145,0.85601847,0.39085666,0.22519863,0.09404766,0.18976930
-4.84142071,1.15778715,0.00180680,0.10046688,0.00026823,0.83188421,0.37927544,0.21882244,0.09388287,0.18723577
-4.83541771,1.13008748,0.00169228,0.10115280,0.00027740,0.80841937,0.36794466,0.21265196,0.09385055,0.18484954
-4.82941471,1.10382262,0.00157376,0.10194303,0.00028938,0.78599746,0.35705656,0.20678898,0.09398196,0.18262805
-4.82341171,1.07932778,0.00145312,0.10279964,0.00030461,0.76494204,0.34678119,0.20132201,0.09430352,0.18057687
-4.81740870,1.05686214,0.00133215,0.10367944,0.00032346,0.74552065,0.33726296,0.19632452,0.09483610,0.17869027
-4.81140570,1.03660677,0.00121253,0.10453564,0.00034627,0.72794108,0.32861824,0.19185374,0.09559444,0.17695236
-4.80540270,1.01866573,0.00109575,0.10531981,0.00037329,0.71235005,0.32093417,0.18795009,0.09658687,0.17533866
-4.79939970,1.00306976,0.00098312,0.10598371,0.00040471,0.69883401,0.31426849,0.18463722,0.09781513,0.17381794
-4.79339670,0.98978242,0.00087575,0.10648126,0.00044058,0.68742194,0.30865035,0.18192248,0.09927451,0.17235433
-4.78739370,0.97870791,0.00077452,0.10677026,0.00048087,0.67808982,0.30408199,0.17979797,0.10095404,0.17090952
-4.78139070,0.96970008,0.00068007,0.10681393,0.00052540,0.67076613,0.30054103,0.17824181,0.10283690,0.16944490
-4.77538769,0.96257208,0.00059286,0.10658224,0.00057387,0.66533832,0.29798323,0.17721981,0.10490080,0.16792352
-4.76938469,0.95710591,0.00051312,0.10605282,0.00062584,0.66165955,0.29634550,0.17668716,0.10711857,0.16631178
-4.76338169,0.95306155,0.00044092,0.10521150,0.00068072,0.65955537,0.29554906,0.17659032,0.10945868,0.16458087
-4.75737869,0.95018521,0.00037616,0.10405257,0.00073781,0.65883025,0.29550247,0.17686877,0.11188576,0.16270762
-4.75137569,0.94821637,0.00031861,0.10257855,0.00079629,0.65927338,0.29610457,0.17745684,0.11436120,0.16067515
-4.74537269,0.94689369,0.00026792,0.10079971,0.00085523,0.66066392,0.29724707,0.17828529,0.11684366,0.15847293
-4.73936968,0.94595957,0.00022369,0.09873329,0.00091362,0.66277549,0.29881701,0.17928288,0.11928963,0.15609656
-4.73336668,0.94516373,0.00018541,0.09640243,0.00097040,0.66537999,0.30069882,0.18037775,0.12165395,0.15354726
-4.72736368,0.94426581,0.00015258,0.09383509,0.00102448,0.66825083,0.30277624,0.18149870,0.12389042,0.15083102
-4.72136068,0.94303749,0.00012466,0.09106279,0.00107479,0.67116589,0.30493403,0.18257644,0.12595236,0.14795775
-4.71535768,0.94126434,0.00010112,0.08811937,0.00112026,0.67391013,0.30705965,0.18354468,0.12779331,0.14494032
-4.70935468,0.93874770,0.00008144,0.08503990,0.00115994,0.67627827,0.30904484,0.18434131,0.12936775,0.14179364
-4.70335168,0.93530686,0.00006511,0.08185966,0.00119294,0.67807764,0.31078733,0.18490946,0.13063194,0.13853386
-4.69734867,0.93078179,0.00005169,0.07861330,0.00121855,0.67913122,0.31219263,0.18519867,0.13154478,0.13517782
-4.69134567,0.92503638,0.00004074,0.07533427,0.00123618,0.67928105,0.31317584,0.18516599,0.13206879,0.13174263
-4.68534267,0.91796221,0.00003187,0.07205437,0.00124543,0.67839184,0.31366366,0.18477703,0.13217114,0.12824553
-4.67933967,0.90948275,0.00002476,0.06880362,0.00124614,0.67635481,0.31359636,0.18400710,0.13182464,0.12470398
-4.67333667,0.89955769,0.00001910,0.06561021,0.00123830,0.67309145,0.31292968,0.18284203,0.13100877,0.12113592
-4.66733367,0.88818706,0.00001462,0.06250072,0.00122215,0.66855699,0.31163660,0.18127905,0.12971064,0.11756018
-4.66133067,0.87541489,0.00001112,0.05950036,0.00119815,0.66274339,0.30970872,0.17932723,0.12792579,0.11399698
-4.65532766,0.86133184,0.00000839,0.05663340,0.00116694,0.65568138,0.30715731,0.17700781,0.12565894,0.11046844
-4.64932466,0.84607655,0.00000629,0.05392353,0.00112937,0.64744137,0.30401363,0.17435404,0.12292444,0.10699905
-4.64332166,0.82983534,0.00000469,0.05139428,0.00108646,0.63813299,0.30032866,0.17141072,0.11974652,0.10361602
