energy_ev,total_up,Hg_p_up,Hg_d_up,Sb_p_up,Sb_d_up,Se_s_up,Se_p_up
-5.86793397,2.45785250,2.32257068,0.38253084,0.72014993,0.02031411,0.18740791,0.62524704
-5.86193097,2.33996503,2.22945130,0.36270180,0.69416936,0.01938282,0.17502414,0.59057899
-5.85592796,2.21561649,2.12758563,0.34211101,0.66503767,0.01839116,0.16260667,0.55496535
-5.84992496,2.08619511,2.01826816,0.32096626,0.63315726,0.01735079,0.15027533,0.51875925
-5.84392196,1.95315808,1.90292496,0.29948196,0.59898248,0.01627408,0.13814121,0.48231397
-5.83791896,1.81799452,1.78307118,0.27787405,0.56300490,0.01517376,0.12630520,0.44597588
-5.83191596,1.68218789,1.66026656,0.25635491,0.52573770,0.01406261,0.11485681,0.41007739
-5.82591296,1.54717934,1.53607079,0.23512846,0.48770002,0.01295310,0.10387336,0.37493051
-5.81990995,1.41433368,1.41200092,0.21438555,0.44940183,0.01185712,0.09341943,0.34082096
-5.81390695,1.28490901,1.28949225,0.19430004,0.41133003,0.01078569,0.08354665,0.30800325
-5.80790395,1.16003134,1.16986436,0.17502546,0.37393632,0.00974874,0.07429378,0.27669682
-5.80190095,1.04067487,1.05429339,0.15669253,0.33762705,0.00875490,0.06568712,0.24708334
-5.79589795,0.92764836,0.94379110,0.13940755,0.30275562,0.00781141,0.05774110,0.21930529
-5.78989495,0.82158784,0.83919130,0.12325158,0.26961719,0.00692402,0.05045913,0.19346568
-5.78389195,0.72295541,0.74114346,0.10828057,0.23844603,0.00609699,0.04383464,0.16962905
-5.77788894,0.63204369,0.65011309,0.09452625,0.20941512,0.00533311,0.03785225,0.14782346
-5.77188594,0.54898530,0.56638827,0.08199762,0.18263794,0.00463377,0.03248901,0.12804341
-5.76588294,0.47376647,0.49009143,0.07068309,0.15817207,0.00399908,0.02771574,0.11025350
-5.75987994,0.40624385,0.42119528,0.06055302,0.13602421,0.00342801,0.02349832,0.09439258
-5.75387694,0.34616346,0.35954177,0.05156254,0.11615634,0.00291854,0.01979902,0.08037828
-5.74787394,0.29318094,0.30486301,0.04365450,0.09849256,0.00246785,0.01657768,0.06811160
-5.74187094,0.24688195,0.25680288,0.03676243,0.08292622,0.00207247,0.01379288,0.05748145
-5.73586793,0.20680204,0.21493867,0.03081344,0.06932710,0.00172849,0.01140291,0.04836897
-5.72986493,0.17244526,0.17880155,0.02573086,0.05754828,0.00143169,0.00936667,0.04065147
-5.72386193,0.14330096,0.14789553,0.02143660,0.04743244,0.00117767,0.00764441,0.03420586
-5.71785893,0.11885834,0.12171418,0.01785326,0.03881759,0.00096204,0.00619831,0.02891159
-5.71185593,0.09861861,0.09975492,0.01490576,0.03154194,0.00078047,0.00499293,0.02465293
-5.70585293,0.08210459,0.08153072,0.01252266,0.02544789,0.00062881,0.00399551,0.02132074
-5.69984992,0.06886779,0.06657916,0.01063714,0.02038525,0.00050315,0.00317621,0.01881353
-5.69384692,0.05849321,0.05446894,0.00918756,0.01621356,0.00039986,0.00250814,0.01703814
-5.68784392,0.05060195,0.04480420,0.00811776,0.01280374,0.00031565,0.00196735,0.01590976
-5.68184092,0.04485197,0.03722667,0.00737710,0.01003897,0.00024754,0.00153281,0.01535173
-5.67583792,0.04093735,0.03141617,0.00692021,0.00781508,0.00019289,0.00118621,0.01529485
-5.66983492,0.03858631,0.02708978,0.00670668,0.00604043,0.00014940,0.00091176,0.01567655
-5.66383192,0.03755844,0.02399982,0.00670057,0.00463544,0.00011508,0.00069605,0.01643985
-5.65782891,0.03764122,0.02193115,0.00686980,0.00353184,0.00008822,0.00052776,0.01753226
-5.65182591,0.03864644,0.02069804,0.00718559,0.00267176,0.00006737,0.00039741,0.01890474
-5.64582291,0.04040649,0.02014074,0.00762192,0.00200668,0.00005134,0.00029721,0.02051060
-5.63981991,0.04277083,0.02012210,0.00815493,0.00149639,0.00003912,0.00022074,0.02230471
-5.63381691,0.04560289,0.02052425,0.00876249,0.00110788,0.00002990,0.00016281,0.02424272
-5.62781391,0.04877736,0.02124566,0.00942383,0.00081437,0.00002301,0.00011926,0.02628060
-5.62181091,0.05217808,0.02219848,0.01011921,0.00059434,0.00001792,0.00008675,0.02837436
-5.61580790,0.05569650,0.02330626,0.01082979,0.00043066,0.00001422,0.00006266,0.03048005
-5.60980490,0.05923074,0.02450216,0.01153752,0.00030982,0.00001155,0.00004495,0.03255396
-5.60380190,0.06268520,0.02572749,0.01222516,0.00022131,0.00000967,0.00003202,0.03455302
-5.59779890,0.06597064,0.02693070,0.01287639,0.00015697,0.00000838,0.00002265,0.03643544
-5.59179590,0.06900472,0.02806662,0.01347598,0.00011056,0.00000751,0.00001591,0.03816142
-5.58579290,0.07171283,0.02909607,0.01400998,0.00007735,0.00000697,0.00001109,0.03969401
-5.57978989,0.07402906,0.02998562,0.01446599,0.00005380,0.00000667,0.00000768,0.04099993
-5.57378689,0.07589737,0.03070754,0.01483340,0.00003724,0.00000655,0.00000528,0.04205052
-5.56778389,0.07727260,0.03123980,0.01510364,0.00002575,0.00000658,0.00000361,0.04282242
-5.56178089,0.07812148,0.03156615,0.01527037,0.00001791,0.00000677,0.00000245,0.04329832
-5.55577789,0.07842332,0.03167617,0.01532964,0.00001271,0.00000711,0.00000165,0.04346744
-5.54977489,0.07817048,0.03156521,0.01528000,0.00000947,0.00000764,0.00000110,0.04332582
-5.54377189,0.07736844,0.03123433,0.01512252,0.00000773,0.00000841,0.00000073,0.04287645
-5.53776888,0.07603561,0.03069005,0.01486073,0.00000724,0.00000951,0.00000048,0.04212914
-5.53176588,0.07420271,0.02994402,0.01450055,0.00000791,0.00001106,0.00000032,0.04110018
-5.52576288,0.07191184,0.02901262,0.01405003,0.00000979,0.00001321,0.00000021,0.03981177
-5.51975988,0.06921533,0.02791639,0.01351917,0.00001310,0.00001615,0.00000015,0.03829129
-5.51375688,0.06617430,0.02667943,0.01291962,0.00001820,0.00002016,0.00000011,0.03657047
-5.50775388,0.06285715,0.02532878,0.01226434,0.00002566,0.00002557,0.00000009,0.03468438
-5.50175088,0.05933799,0.02389376,0.01156730,0.00003629,0.00003279,0.00000009,0.03267043
-5.49574787,0.05569508,0.02240537,0.01084314,0.00005119,0.00004236,0.00000010,0.03056734
-5.48974487,0.05200951,0.02089573,0.01010689,0.00007184,0.00005490,0.00000014,0.02841416
-5.48374187,0.04836394,0.01939763,0.00937368,0.00010020,0.00007120,0.00000020,0.02624941
-5.47773887,0.04484172,0.01794427,0.00865855,0.00013882,0.00009221,0.00000030,0.02411023
-5.47173587,0.04152629,0.01656904,0.00797629,0.00019098,0.00011907,0.00000045,0.02203183
-5.46573287,0.03850091,0.01530560,0.00734132,0.00026088,0.00015309,0.00000068,0.02004698
-5.45972986,0.03584874,0.01418804,0.00676771,0.00035385,0.00019585,0.00000102,0.01818575
-5.45372686,0.03365322,0.01325124,0.00626918,0.00047653,0.00024914,0.00000151,0.01647533
-5.44772386,0.03199873,0.01253144,0.00585919,0.00063719,0.00031502,0.00000222,0.01494015
-5.44172086,0.03097144,0.01206692,0.00555110,0.00084597,0.00039580,0.00000325,0.01360196
-5.43571786,0.03066038,0.01189877,0.00535832,0.00111518,0.00049405,0.00000473,0.01248019
-5.42971486,0.03115835,0.01207180,0.00529445,0.00145965,0.00061256,0.00000683,0.01159229
-5.42371186,0.03256299,0.01263546,0.00537356,0.00189700,0.00075438,0.00000979,0.01095411
-5.41770885,0.03497751,0.01364477,0.00561025,0.00244797,0.00092270,0.00001392,0.01058043
-5.41170585,0.03851122,0.01516119,0.00601984,0.00313668,0.00112084,0.00001966,0.01048530
-5.40570285,0.04327965,0.01725340,0.00661842,0.00399087,0.00135218,0.00002758,0.01068253
-5.39969985,0.04940428,0.01999793,0.00742286,0.00504199,0.00162005,0.00003840,0.01118597
-5.39369685,0.05701166,0.02347957,0.00845078,0.00632531,0.00192765,0.00005308,0.01200983
-5.38769385,0.06623208,0.02779153,0.00972036,0.00787980,0.00227791,0.00007284,0.01316893
-5.38169085,0.07719759,0.03303541,0.01125013,0.00974788,0.00267339,0.00009925,0.01467879
-5.37568784,0.09003948,0.03932073,0.01305868,0.01197502,0.00311612,0.00013427,0.01655580
-5.36968484,0.10488535,0.04676423,0.01516423,0.01460915,0.00360748,0.00018033,0.01881722
-5.36368184,0.12185565,0.05548881,0.01758418,0.01769975,0.00414805,0.00024046,0.02148125
-5.35767884,0.14106000,0.06562217,0.02033465,0.02129689,0.00473750,0.00031835,0.02456703
-5.35167584,0.16259337,0.07729507,0.02342988,0.02544992,0.00537449,0.00041843,0.02809476
-5.34567284,0.18653215,0.09063947,0.02688175,0.03020601,0.00605658,0.00054604,0.03208572
-5.33966983,0.21293062,0.10578631,0.03069924,0.03560857,0.00678020,0.00070746,0.03656250
-5.33366683,0.24181757,0.12286324,0.03488790,0.04169546,0.00754061,0.00091003,0.04154915
-5.32766383,0.27319362,0.14199216,0.03944952,0.04849725,0.00833195,0.00116222,0.04707152
-5.32166083,0.30702921,0.16328684,0.04438175,0.05603543,0.00914732,0.00147368,0.05315756
-5.31565783,0.34326335,0.18685047,0.04967786,0.06432071,0.00997890,0.00185523,0.05983762
-5.30965483,0.38180343,0.21277336,0.05532669,0.07335152,0.01081810,0.00231887,0.06714480
-5.30365183,0.42252586,0.24113072,0.06131261,0.08311283,0.01165579,0.00287767,0.07511513
-5.29764882,0.46527766,0.27198062,0.06761567,0.09357523,0.01248251,0.00354562,0.08378767
-5.29164582,0.50987904,0.30536212,0.07421180,0.10469451,0.01328875,0.00433745,0.09320426
-5.28564282,0.55612648,0.34129347,0.08107315,0.11641174,0.01406521,0.00526829,0.10340912
-5.27963982,0.60379655,0.37977045,0.08816846,0.12865377,0.01480310,0.00635333,0.11444794
-5.27363682,0.65264991,0.42076482,0.09546344,0.14133443,0.01549436,0.00760736,0.12636661
-5.26763382,0.70243539,0.46422266,0.10292122,0.15435612,0.01613192,0.00904424,0.13920941
-5.26163082,0.75289391,0.51006275,0.11050267,0.16761193,0.01670993,0.01067628,0.15301677
-5.25562781,0.80376189,0.55817486,0.11816678,0.18098820,0.01722383,0.01251366,0.16782245
-5.24962481,0.85477407,0.60841794,0.12587087,0.19436731,0.01767054,0.01456370,0.18365043
-5.24362181,0.90566545,0.66061823,0.13357080,0.20763077,0.01804843,0.01683023,0.20051131
-5.23761881,0.95617245,0.71456744,0.14122101,0.22066224,0.01835735,0.01931293,0.21839864
-5.23161581,1.00603314,0.77002101,0.14877457,0.23335062,0.01859852,0.02200675,0.23728515
-5.22561281,1.05498672,0.82669671,0.15618317,0.24559281,0.01877441,0.02490149,0.25711915
-5.21960980,1.10277241,0.88427371,0.16339709,0.25729621,0.01888857,0.02798140,0.27782139
-5.21360680,1.14912807,0.94239251,0.17036521,0.26838073,0.01894543,0.03122507,0.29928245
-5.20760380,1.19378878,1.00065577,0.17703516,0.27878034,0.01895005,0.03460543,0.32136113
-5.20160080,1.23648587,1.05863052,0.18335356,0.28844401,0.01890792,0.03809008,0.34388381
-5.19559780,1.27694653,1.11585187,0.18926649,0.29733604,0.01882470,0.04164168,0.36664511
-5.18959480,1.31489468,1.17182831,0.19472015,0.30543592,0.01870603,0.04521875,0.38940991
-5.18359180,1.35005298,1.22604894,0.19966183,0.31273751,0.01855736,0.04877661,0.41191683
-5.17758879,1.38214641,1.27799226,0.20404105,0.31924788,0.01838378,0.05226843,0.43388315
-5.17158579,1.41090737,1.32713676,0.20781099,0.32498575,0.01818993,0.05564658,0.45501103
-5.16558279,1.43608229,1.37297275,0.21093008,0.32997957,0.01797995,0.05886399,0.47499495
-5.15957979,1.45743938,1.41501521,0.21336369,0.33426553,0.01775740,0.06187550,0.49353006
-5.15357679,1.47477734,1.45281718,0.21508590,0.33788545,0.01752535,0.06463934,0.51032112
-5.14757379,1.48793453,1.48598299,0.21608118,0.34088471,0.01728635,0.06711832,0.52509179
-5.14157079,1.49679798,1.51418085,0.21634589,0.34331020,0.01704248,0.06928102,0.53759372
-5.13556778,1.50131175,1.53715400,0.21588952,0.34520855,0.01679549,0.07110265,0.54761515
-5.12956478,1.50148397,1.55472996,0.21473553,0.34662450,0.01654676,0.07256573,0.55498866
-5.12356178,1.49739218,1.56682717,0.21292175,0.34759943,0.01629743,0.07366042,0.55959757
-5.11755878,1.48918622,1.57345872,0.21050021,0.34817033,0.01604839,0.07438455,0.56138091
-5.11155578,1.47708866,1.57473276,0.20753648,0.34836875,0.01580036,0.07474330,0.56033648
-5.10555278,1.46139229,1.57084953,0.20410834,0.34822024,0.01555383,0.07474869,0.55652211
-5.09954977,1.44245479,1.56209499,0.20030399,0.34774382,0.01530909,0.07441869,0.55005486
-5.09354677,1.42069074,1.54883137,0.19621972,0.34695179,0.01506617,0.07377618,0.54110833
-5.08754377,1.39656106,1.53148496,0.19195723,0.34584961,0.01482485,0.07284781,0.52990804
-5.08154077,1.37056058,1.51053173,0.18762065,0.34443612,0.01458458,0.07166271,0.51672530
-5.07553777,1.34320408,1.48648141,0.18331338,0.34270378,0.01434446,0.07025124,0.50186954
-5.06953477,1.31501145,1.45986082,0.17913492,0.34063923,0.01410324,0.06864381,0.48567967
-5.06353177,1.28649269,1.43119708,0.17517786,0.33822391,0.01385930,0.06686981,0.46851464
-5.05752876,1.25813335,1.40100155,0.17152502,0.33543496,0.01361067,0.06495675,0.45074351
-5.05152576,1.23038093,1.36975521,0.16824704,0.33224618,0.01335513,0.06292957,0.43273557
-5.04552276,1.20363287,1.33789590,0.16540036,0.32862923,0.01309021,0.06081026,0.41485060
-5.03951976,1.17822650,1.30580803,0.16302570,0.32455497,0.01281337,0.05861761,0.39742966
-5.03351676,1.15443126,1.27381502,0.16114717,0.31999481,0.01252208,0.05636729,0.38078675
-5.02751376,1.13244334,1.24217462,0.15977185,0.31492228,0.01221393,0.05407208,0.36520136
-5.02151076,1.11238291,1.21107725,0.15888999,0.30931451,0.01188683,0.05174227,0.35091225
-5.01550775,1.09429372,1.18064698,0.15847573,0.30315379,0.01153910,0.04938617,0.33811250
-5.00950475,1.07814520,1.15094528,0.15848824,0.29642897,0.01116959,0.04701070,0.32694594
-5.00350175,1.06383662,1.12197689,0.15887333,0.28913679,0.01077779,0.04462196,0.31750496
-4.99749875,1.05120318,1.09369761,0.15956531,0.28128304,0.01036388,0.04222583,0.30982983
-4.99149575,1.04002374,1.06602346,0.16048920,0.27288345,0.00992879,0.03982845,0.30390935
-4.98549275,1.03002996,1.03884084,0.16156304,0.26396439,0.00947420,0.03743660,0.29968298
-4.97948974,1.02091637,1.01201723,0.16270033,0.25456321,0.00900247,0.03505797,0.29704415
-4.97348674,1.01235130,0.98541191,0.16381248,0.24472835,0.00851662,0.03270132,0.29584491
-4.96748374,1.00398828,0.95888649,0.16481129,0.23451912,0.00802018,0.03037646,0.29590165
-4.96148074,0.99547768,0.93231482,0.16561126,0.22400518,0.00751713,0.02809417,0.29700169
-4.95547774,0.98647831,0.90559190,0.16613187,0.21326581,0.00701168,0.02586593,0.29891081
-4.94947474,0.97666878,0.87864186,0.16629959,0.20238886,0.00650822,0.02370370,0.30138120
-4.94347174,0.96575828,0.85142445,0.16604973,0.19146960,0.00601109,0.02161954,0.30415995
-4.93746873,0.95349663,0.82394027,0.16532807,0.18060928,0.00552448,0.01962524,0.30699745
-4.93146573,0.93968322,0.79623434,0.16409215,0.16991374,0.00505230,0.01773200,0.30965583
-4.92546273,0.92417470,0.76839811,0.16231229,0.15949174,0.00459808,0.01595008,0.31191685
-4.91945973,0.90689098,0.74056987,0.15997234,0.14945339,0.00416488,0.01428852,0.31358908
-4.91345673,0.88781947,0.71293338,0.15706999,0.13990843,0.00375520,0.01275493,0.31451415
-4.90745373,0.86701723,0.68571498,0.15361676,0.13096460,0.00337101,0.01135532,0.31457171
-4.90145073,0.84461083,0.65917892,0.14963767,0.12272585,0.00301370,0.01009406,0.31368299
-4.89544772,0.82079395,0.63362119,0.14517051,0.11529071,0.00268410,0.00897381,0.31181272
-4.88944472,0.79582243,0.60936182,0.14026471,0.10875050,0.00238252,0.00799562,0.30896934
-4.88344172,0.77000705,0.58673586,0.13498001,0.10318768,0.00210881,0.00715897,0.30520349
-4.87743872,0.74370404,0.56608303,0.12938470,0.09867401,0.00186239,0.00646194,0.30060481
-4.87143572,0.71730367,0.54773662,0.12355374,0.09526890,0.00164235,0.00590134,0.29529709
-4.86543272,0.69121710,0.53201152,0.11756662,0.09301763,0.00144752,0.00547291,0.28943213
-4.85942971,0.66586217,0.51919202,0.11150515,0.09194969,0.00127652,0.00517143,0.28318234
-4.85342671,0.64164850,0.50951964,0.10545119,0.09207718,0.00112783,0.00499093,0.27673271
-4.84742371,0.61896248,0.50318149,0.09948445,0.09339335,0.00099988,0.00492487,0.27027212
-4.84142071,0.59815288,0.50029958,0.09368040,0.09587138,0.00089108,0.00496619,0.26398477
-4.83541771,0.57951760,0.50092162,0.08810839,0.09946341,0.00079986,0.00510753,0.25804181
-4.82941471,0.56329225,0.50501371,0.08283006,0.10409997,0.00072474,0.00534132,0.25259372
-4.82341171,0.54964099,0.51245555,0.07789803,0.10968994,0.00066433,0.00565985,0.24776380
-4.81740870,0.53865029,0.52303831,0.07335504,0.11612092,0.00061736,0.00605545,0.24364288
-4.81140570,0.53032565,0.53646565,0.06923342,0.12326042,0.00058271,0.00652057,0.24028577
-4.80540270,0.52459180,0.55235803,0.06555507,0.13095756,0.00055944,0.00704788,0.23770936
-4.79939970,0.52129622,0.57026036,0.06233169,0.13904559,0.00054672,0.00763044,0.23589252
-4.79339670,0.52021593,0.58965286,0.05956558,0.14734504,0.00054394,0.00826181,0.23477789
-4.78739370,0.52106731,0.60996498,0.05725057,0.15566764,0.00055062,0.00893623,0.23427525
-4.78139070,0.52351848,0.63059190,0.05537337,0.16382067,0.00056647,0.00964870,0.23426650
-4.77538769,0.52720377,0.65091303,0.05391502,0.17161187,0.00059136,0.01039518,0.23461183
-4.76938469,0.53173949,0.67031189,0.05285250,0.17885468,0.00062530,0.01117271,0.23515685
-4.76338169,0.53674041,0.68819659,0.05216031,0.18537348,0.00066848,0.01197947,0.23574032
-4.75737869,0.54183607,0.70401996,0.05181207,0.19100888,0.00072120,0.01281488,0.23620207
-4.75137569,0.54668626,0.71729861,0.05178190,0.19562264,0.00078390,0.01367958,0.23639077
-4.74537269,0.55099486,0.72762991,0.05204562,0.19910204,0.00085712,0.01457540,0.23617114
-4.73936968,0.55452145,0.73470628,0.05258172,0.20136364,0.00094147,0.01550527,0.23543036
-4.73336668,0.55709012,0.73832600,0.05337196,0.20235603,0.00103762,0.01647297,0.23408326
-4.72736368,0.55859520,0.73840015,0.05440171,0.20206166,0.00114629,0.01748297,0.23207619
-4.72136068,0.55900359,0.73495518,0.05565985,0.20049741,0.00126815,0.01854002,0.22938943
-4.71535768,0.55835366,0.72813123,0.05713851,0.19771411,0.00140385,0.01964886,0.22603794
-4.70935468,0.55675086,0.71817602,0.05883237,0.19379480,0.00155393,0.02081377,0.22207059
-4.70335168,0.55436039,0.70543475,0.06073786,0.18885195,0.00171883,0.02203814,0.21756793
-4.69734867,0.55139716,0.69033648,0.06285207,0.18302360,0.00189881,0.02332406,0.21263853
-4.69134567,0.54811380,0.67337741,0.06517165,0.17646877,0.00209391,0.02467188,0.20741422
-4.68534267,0.54478713,0.65510207,0.06769165,0.16936211,0.00230395,0.02607989,0.20204445
-4.67933967,0.54170397,0.63608299,0.07040438,0.16188816,0.00252848,0.02754396,0.19668995
-4.67333667,0.53914670,0.61689987,0.07329845,0.15423537,0.00276674,0.02905739,0.19151607
-4.66733367,0.53737940,0.59811895,0.07635791,0.14659016,0.00301769,0.03061080,0.18668602
-4.66133067,0.53663521,0.58027350,0.07956166,0.13913119,0.00327994,0.03219207,0.18235440
-4.65532766,0.53710511,0.56384607,0.08288312,0.13202407,0.00355179,0.03378656,0.17866105
-4.64932466,0.53892893,0.54925307,0.08629018,0.12541661,0.00383124,0.03537725,0.17572571
-4.64332166,0.54218861,0.53683235,0.08974537,0.11943498,0.00411598,0.03694516,0.17364344
-4.63731866,0.54690398,0.52683390,0.09320639,0.11418055,0.00440347,0.03846976,0.17248116
-4.63131566,0.55303115,0.51941403,0.09662684,0.10972778,0.00469089,0.03992949,0.17227522
-4.62531266,0.56046356,0.51463312,0.09995715,0.10612305,0.00497529,0.04130230,0.17303019
-4.61930965,0.56903541,0.51245686,0.10314573,0.10338450,0.00525357,0.04256630,0.17471887
-4.61330665,0.57852742,0.51276079,0.10614018,0.10150274,0.00552257,0.04370031,0.17728347
-4.60730365,0.58867461,0.51533803,0.10888860,0.10044258,0.00577911,0.04468447,0.18063798
-4.60130065,0.59917587,0.51990973,0.11134098,0.10014547,0.00602012,0.04550075,0.18467157
-4.59529765,0.60970486,0.52613796,0.11345048,0.10053270,0.00624266,0.04613348,0.18925296
-4.58929465,0.61992205,0.53364046,0.11517472,0.10150920,0.00644407,0.04656969,0.19423562
-4.58329165,0.62948741,0.54200694,0.11647697,0.10296775,0.00662198,0.04679944,0.19946360
-4.57728864,0.63807338,0.55081619,0.11732719,0.10479361,0.00677448,0.04681610,0.20477783
-4.57128564,0.64537784,0.55965361,0.11770300,0.10686915,0.00690017,0.04661639,0.21002268
-4.56528264,0.65113663,0.56812851,0.11759040,0.10907860,0.00699826,0.04620048,0.21505254
-4.55927964,0.65513519,0.57589072,0.11698442,0.11131263,0.00706870,0.04557194,0.21973822
-4.55327664,0.65721915,0.58264579,0.11588953,0.11347255,0.00711223,0.04473760,0.22397291
-4.54727364,0.65730340,0.58816855,0.11431992,0.11547416,0.00713050,0.04370735,0.22767748
-4.54127064,0.65537941,0.59231430,0.11229959,0.11725095,0.00712613,0.04249394,0.23080493
-4.53526763,0.65152059,0.59502742,0.10986224,0.11875664,0.00710284,0.04111264,0.23334380
-4.52926463,0.64588550,0.59634709,0.10705103,0.11996704,0.00706546,0.03958095,0.23532036
-4.52326163,0.63871879,0.59640991,0.10391818,0.12088096,0.00702004,0.03791821,0.23679953
-4.51725863,0.63034998,0.59544931,0.10052438,0.12152045,0.00697389,0.03614532,0.23788444
-4.51125563,0.62118998,0.59379196,0.09693818,0.12193019,0.00693564,0.03428428,0.23871465
-4.50525263,0.61172569,0.59185126,0.09323511,0.12217613,0.00691526,0.03235790,0.23946312
-4.49924962,0.60251287,0.59011828,0.08949687,0.12234351,0.00692412,0.03038945,0.24033199
-4.49324662,0.59416762,0.58915058,0.08581042,0.12253442,0.00697499,0.02840233,0.24154741
-4.48724362,0.58735694,0.58955957,0.08226701,0.12286493,0.00708208,0.02641980,0.24335369
-4.48124062,0.58278880,0.59199683,0.07896126,0.12346204,0.00726103,0.02446472,0.24600693
-4.47523762,0.58120208,0.59714024,0.07599031,0.12446071,0.00752895,0.02255941,0.24976846
-4.46923462,0.58335705,0.60568040,0.07345296,0.12600091,0.00790435,0.02072544,0.25489849
-4.46323162,0.59002651,0.61830809,0.07144900,0.12822510,0.00840718,0.01898362,0.26165014
-4.45722861,0.60198815,0.63570319,0.07007850,0.13127613,0.00905874,0.01735393,0.27026413
-4.45122561,0.62001807,0.65852548,0.06944137,0.13529566,0.00988164,0.01585561,0.28096439
-4.44522261,0.64488574,0.68740754,0.06963680,0.14042324,0.01089967,0.01450724,0.29395481
-4.43921961,0.67735007,0.72294988,0.07076294,0.14679595,0.01213765,0.01332691,0.30941702
-4.43321661,0.71815646,0.76571801,0.07291642,0.15454857,0.01362123,0.01233242,0.32750944
-4.42721361,0.76803424,0.81624118,0.07619194,0.16381421,0.01537659,0.01154155,0.34836734
-4.42121061,0.82769408,0.87501234,0.08068171,0.17472517,0.01743008,0.01097227,0.37210390
-4.41520760,0.89782449,0.94248844,0.08647465,0.18741383,0.01980775,0.01064305,0.39881188
-4.40920460,0.97908677,1.01909041,0.09365545,0.20201331,0.02253480,0.01057308,0.42856582
-4.40320160,1.07210759,1.10520193,0.10230322,0.21865771,0.02563489,0.01078250,0.46142415
-4.39719860,1.17746849,1.20116609,0.11248979,0.23748152,0.02912939,0.01129250,0.49743117
-4.39119560,1.29569172,1.30727923,0.12427767,0.25861806,0.03303643,0.01212543,0.53661823
-4.38519260,1.42722201,1.42378122,0.13771749,0.28219673,0.03737003,0.01330478,0.57900408
-4.37918959,1.57240425,1.55084199,0.15284518,0.30833890,0.04213895,0.01485499,0.62459394
-4.37318659,1.73145718,1.68854402,0.16967868,0.33715244,0.04734568,0.01680120,0.67337710
-4.36718359,1.90444368,1.83686118,0.18821455,0.36872488,0.05298533,0.01916887,0.72532321
-4.36118059,2.09123871,1.99563443,0.20842434,0.40311549,0.05904459,0.02198316,0.78037695
-4.35517759,2.29149614,2.16454547,0.23025111,0.44034635,0.06550079,0.02526833,0.83845164
-4.34917459,2.50461610,2.34308973,0.25360614,0.48039304,0.07232110,0.02904684,0.89942171
-4.34317159,2.72971497,2.53055016,0.27836609,0.52317530,0.07946197,0.03333847,0.96311480
-4.33716858,2.96559992,2.72597394,0.30437090,0.56854824,0.08686877,0.03815922,1.02930377
-4.33116558,3.21075031,2.92815396,0.33142253,0.61629473,0.09447586,0.04352028,1.09769919
-4.32516258,3.46330799,3.13561704,0.35928480,0.66611962,0.10220689,0.04942678,1.16794313
-4.31915958,3.72107849,3.34662082,0.38768454,0.71764630,0.10997567,0.05587671,1.23960463
-4.31315658,3.98154441,3.55916072,0.41631414,0.77041620,0.11768726,0.06285973,1.31217746
-4.30715358,4.24189225,3.77098815,0.44483552,0.82389149,0.12523966,0.07035615,1.38508067
