energy_ev,total_up,total_down,B_p_up,B_p_down,B_d_up,B_d_down,Ni_p_up,Ni_p_down,Ni_d_up,Ni_d_down,S_s_up,S_s_down,S_p_up,S_p_down
-5.84992496,0.22557410,-0.22559168,0.05814409,-0.05814834,0.00000000,-0.00000000,0.04590316,-0.04590612,0.06245368,-0.06245747,0.00028606,-0.00028611,0.03578636,-0.03579023
-5.84392196,0.24106096,-0.24107792,0.06215180,-0.06215587,0.00000000,-0.00000000,0.04903574,-0.04903854,0.06676913,-0.06677268,0.00032328,-0.00032333,0.03822996,-0.03823380
-5.83791896,0.25586572,-0.25588179,0.06598866,-0.06599249,0.00000000,-0.00000000,0.05203484,-0.05203743,0.07089702,-0.07090026,0.00036482,-0.00036488,0.04056232,-0.04056608
-5.83191596,0.26975446,-0.26976939,0.06959515,-0.06959868,0.00000000,-0.00000000,0.05485559,-0.05485793,0.07477153,-0.07477439,0.00041127,-0.00041133,0.04274612,-0.04274977
-5.82591296,0.28250398,-0.28251754,0.07291449,-0.07291766,0.00000000,-0.00000000,0.05745561,-0.05745765,0.07832960,-0.07833201,0.00046324,-0.00046331,0.04474583,-0.04474931
-5.81990995,0.29390916,-0.29392114,0.07589452,-0.07589729,0.00000000,-0.00000000,0.05979637,-0.05979808,0.08151301,-0.08151493,0.00052143,-0.00052151,0.04652885,-0.04653213
-5.81390695,0.30379004,-0.30380026,0.07848951,-0.07849182,0.00000000,-0.00000000,0.06184457,-0.06184591,0.08427039,-0.08427177,0.00058660,-0.00058670,0.04806674,-0.04806978
-5.80790395,0.31199819,-0.31200651,0.08066171,-0.08066353,0.00000000,-0.00000000,0.06357324,-0.06357421,0.08655900,-0.08655981,0.00065958,-0.00065968,0.04933617,-0.04933895
-5.80190095,0.31842212,-0.31842845,0.08238272,-0.08238403,0.00000000,-0.00000000,0.06496277,-0.06496335,0.08834630,-0.08834653,0.00074119,-0.00074130,0.05031991,-0.05032238
-5.79589795,0.32299149,-0.32299578,0.08363453,-0.08363533,0.00000000,-0.00000000,0.06600152,-0.06600170,0.08961119,-0.08961082,0.00083230,-0.00083243,0.05100743,-0.05100959
-5.78989495,0.32567971,-0.32568197,0.08441014,-0.08441042,0.00000000,-0.00000000,0.06668620,-0.06668600,0.09034477,-0.09034382,0.00093375,-0.00093389,0.05139542,-0.05139727
-5.78389195,0.32650504,-0.32650531,0.08471375,-0.08471354,0.00000000,-0.00000000,0.06702194,-0.06702138,0.09055071,-0.09054920,0.00104632,-0.00104647,0.05148797,-0.05148950
-5.77788894,0.32552984,-0.32552822,0.08456056,-0.08455988,0.00000000,-0.00000000,0.06702191,-0.06702101,0.09024514,-0.09024310,0.00117071,-0.00117088,0.05129644,-0.05129766
-5.77188594,0.32285818,-0.32285483,0.08397612,-0.08397501,0.00000000,-0.00000000,0.06670675,-0.06670554,0.08945602,-0.08945351,0.00130749,-0.00130768,0.05083916,-0.05084008
-5.76588294,0.31863187,-0.31862695,0.08299523,-0.08299373,0.00000000,-0.00000000,0.06610356,-0.06610208,0.08822213,-0.08821920,0.00145706,-0.00145726,0.05014072,-0.05014137
-5.75987994,0.31302494,-0.31301868,0.08166055,-0.08165872,0.00000000,-0.00000000,0.06524475,-0.06524306,0.08659153,-0.08658825,0.00161960,-0.00161981,0.04923115,-0.04923155
-5.75387694,0.30623710,-0.30622973,0.08002090,-0.08001880,0.00000000,-0.00000000,0.06416666,-0.06416479,0.08461986,-0.08461630,0.00179502,-0.00179525,0.04814481,-0.04814501
-5.74787394,0.29848620,-0.29847797,0.07812934,-0.07812703,0.00000000,-0.00000000,0.06290801,-0.06290601,0.08236818,-0.08236442,0.00198297,-0.00198321,0.04691919,-0.04691922
-5.74187094,0.29000027,-0.28999142,0.07604119,-0.07603874,0.00000000,-0.00000000,0.06150839,-0.06150631,0.07990085,-0.07989696,0.00218275,-0.00218300,0.04559353,-0.04559343
-5.73586793,0.28100934,-0.28100014,0.07381199,-0.07380945,0.00000000,-0.00000000,0.06000673,-0.06000461,0.07728318,-0.07727924,0.00239334,-0.00239360,0.04420747,-0.04420727
-5.72986493,0.27173759,-0.27172826,0.07149557,-0.07149300,0.00000000,-0.00000000,0.05843992,-0.05843780,0.07457927,-0.07457535,0.00261336,-0.00261363,0.04279965,-0.04279940
-5.72386193,0.26239596,-0.26238673,0.06914228,-0.06913973,0.00000000,-0.00000000,0.05684156,-0.05683947,0.07184989,-0.07184604,0.00284110,-0.00284138,0.04140649,-0.04140622
-5.71785893,0.25317578,-0.25316683,0.06679752,-0.06679504,0.00000000,-0.00000000,0.05524102,-0.05523899,0.06915061,-0.06914690,0.00307454,-0.00307482,0.04006095,-0.04006070
-5.71185593,0.24424339,-0.24423488,0.06450051,-0.06449813,0.00000000,-0.00000000,0.05366269,-0.05366074,0.06653032,-0.06652679,0.00331135,-0.00331163,0.03879158,-0.03879137
-5.70585293,0.23573625,-0.23572830,0.06228346,-0.06228121,0.00000000,-0.00000000,0.05212564,-0.05212378,0.06402997,-0.06402666,0.00354898,-0.00354926,0.03762171,-0.03762157
-5.69984992,0.22776036,-0.22775305,0.06017111,-0.06016901,0.00000000,-0.00000000,0.05064349,-0.05064173,0.06168180,-0.06167873,0.00378473,-0.00378500,0.03656893,-0.03656887
-5.69384692,0.22038921,-0.22038260,0.05818065,-0.05817870,0.00000000,-0.00000000,0.04922464,-0.04922298,0.05950895,-0.05950614,0.00401578,-0.00401604,0.03564472,-0.03564476
-5.68784392,0.21366420,-0.21365829,0.05632196,-0.05632017,0.00000000,-0.00000000,0.04787275,-0.04787119,0.05752547,-0.05752291,0.00423933,-0.00423958,0.03485444,-0.03485458
-5.68184092,0.20759629,-0.20759108,0.05459821,-0.05459658,0.00000000,-0.00000000,0.04658744,-0.04658597,0.05573666,-0.05573436,0.00445266,-0.00445289,0.03419746,-0.03419769
-5.67583792,0.20216895,-0.20216438,0.05300675,-0.05300526,0.00000000,-0.00000000,0.04536519,-0.04536380,0.05413984,-0.05413778,0.00465323,-0.00465344,0.03366758,-0.03366790
-5.66983492,0.19734192,-0.19733792,0.05154011,-0.05153874,0.00000000,-0.00000000,0.04420032,-0.04419901,0.05272530,-0.05272345,0.00483878,-0.00483897,0.03325362,-0.03325401
-5.66383192,0.19305576,-0.19305224,0.05018722,-0.05018596,0.00000000,-0.00000000,0.04308605,-0.04308479,0.05147751,-0.05147584,0.00500744,-0.00500760,0.03294012,-0.03294057
-5.65782891,0.18923685,-0.18923372,0.04893467,-0.04893351,0.00000000,-0.00000000,0.04201548,-0.04201427,0.05037645,-0.05037494,0.00515775,-0.00515789,0.03270829,-0.03270877
-5.65182591,0.18580253,-0.18579968,0.04776793,-0.04776684,0.00000000,-0.00000000,0.04098255,-0.04098138,0.04939907,-0.04939768,0.00528881,-0.00528892,0.03253687,-0.03253736
-5.64582291,0.18266616,-0.18266349,0.04667254,-0.04667150,0.00000000,-0.00000000,0.03998287,-0.03998173,0.04852065,-0.04851934,0.00540023,-0.00540031,0.03240318,-0.03240366
-5.63981991,0.17974189,-0.17973931,0.04563508,-0.04563409,0.00000000,-0.00000000,0.03901428,-0.03901318,0.04771616,-0.04771492,0.00549223,-0.00549229,0.03228408,-0.03228452
-5.63381691,0.17694893,-0.17694635,0.04464410,-0.04464313,0.00000000,-0.00000000,0.03807731,-0.03807625,0.04696152,-0.04696031,0.00556560,-0.00556564,0.03215693,-0.03215730
-5.62781391,0.17421510,-0.17421245,0.04369066,-0.04368971,0.00000000,-0.00000000,0.03717535,-0.03717433,0.04623464,-0.04623343,0.00562172,-0.00562173,0.03200043,-0.03200072
-5.62181091,0.17147961,-0.17147683,0.04276880,-0.04276787,0.00000000,-0.00000000,0.03631458,-0.03631362,0.04551624,-0.04551502,0.00566244,-0.00566244,0.03179542,-0.03179561
-5.61580790,0.16869498,-0.16869203,0.04187565,-0.04187475,0.00000000,-0.00000000,0.03550371,-0.03550282,0.04479056,-0.04478931,0.00569008,-0.00569006,0.03152547,-0.03152554
-5.60980490,0.16582806,-0.16582492,0.04101138,-0.04101050,0.00000000,-0.00000000,0.03475352,-0.03475272,0.04404565,-0.04404437,0.00570730,-0.00570727,0.03117740,-0.03117734
-5.60380190,0.16286018,-0.16285686,0.04017887,-0.04017803,0.00000000,-0.00000000,0.03407616,-0.03407547,0.04327364,-0.04327231,0.00571700,-0.00571697,0.03074159,-0.03074138
-5.59779890,0.15978655,-0.15978305,0.03938331,-0.03938251,0.00000000,-0.00000000,0.03348445,-0.03348388,0.04247057,-0.04246920,0.00572219,-0.00572216,0.03021212,-0.03021177
-5.59179590,0.15661485,-0.15661121,0.03863149,-0.03863075,0.00000000,-0.00000000,0.03299097,-0.03299053,0.04163620,-0.04163479,0.00572586,-0.00572583,0.02958683,-0.02958634
-5.58579290,0.15336341,-0.15335967,0.03793119,-0.03793052,0.00000000,-0.00000000,0.03260720,-0.03260692,0.04077357,-0.04077214,0.00573083,-0.00573080,0.02886714,-0.02886652
-5.57978989,0.15005885,-0.15005504,0.03729037,-0.03728978,0.00000000,-0.00000000,0.03234273,-0.03234260,0.03988848,-0.03988703,0.00573965,-0.00573963,0.02805780,-0.02805706
-5.57378689,0.14673356,-0.14672973,0.03671642,-0.03671592,0.00000000,-0.00000000,0.03220440,-0.03220445,0.03898884,-0.03898738,0.00575443,-0.00575442,0.02716653,-0.02716567
-5.56778389,0.14342309,-0.14341928,0.03621554,-0.03621513,0.00000000,-0.00000000,0.03219578,-0.03219599,0.03808403,-0.03808258,0.00577678,-0.00577678,0.02620353,-0.02620258
-5.56178089,0.14016370,-0.14015997,0.03579205,-0.03579175,0.00000000,-0.00000000,0.03231661,-0.03231699,0.03718433,-0.03718290,0.00580768,-0.00580769,0.02518104,-0.02518000
-5.55577789,0.13699020,-0.13698659,0.03544806,-0.03544786,0.00000000,-0.00000000,0.03256267,-0.03256320,0.03630033,-0.03629892,0.00584745,-0.00584747,0.02411275,-0.02411165
-5.54977489,0.13393419,-0.13393072,0.03518314,-0.03518304,0.00000000,-0.00000000,0.03292566,-0.03292632,0.03544250,-0.03544114,0.00589572,-0.00589576,0.02301336,-0.02301221
-5.54377189,0.13102294,-0.13101963,0.03499431,-0.03499430,0.00000000,-0.00000000,0.03339352,-0.03339430,0.03462096,-0.03461964,0.00595143,-0.00595147,0.02189804,-0.02189687
-5.53776888,0.12827892,-0.12827578,0.03487620,-0.03487625,0.00000000,-0.00000000,0.03395095,-0.03395182,0.03384532,-0.03384406,0.00601285,-0.00601289,0.02078209,-0.02078091
-5.53176588,0.12572004,-0.12571708,0.03482143,-0.03482155,0.00000000,-0.00000000,0.03458010,-0.03458103,0.03312488,-0.03312368,0.00607769,-0.00607773,0.01968059,-0.01967942
-5.52576288,0.12336080,-0.12335800,0.03482131,-0.03482147,0.00000000,-0.00000000,0.03526164,-0.03526258,0.03246893,-0.03246779,0.00614318,-0.00614322,0.01860822,-0.01860707
-5.51975988,0.12121401,-0.12121137,0.03486659,-0.03486677,0.00000000,-0.00000000,0.03597592,-0.03597685,0.03188731,-0.03188624,0.00620621,-0.00620624,0.01757915,-0.01757804
-5.51375688,0.11929344,-0.11929094,0.03494853,-0.03494871,0.00000000,-0.00000000,0.03670439,-0.03670528,0.03139127,-0.03139026,0.00626351,-0.00626352,0.01660709,-0.01660604
-5.50775388,0.11761699,-0.11761461,0.03506009,-0.03506024,0.00000000,-0.00000000,0.03743109,-0.03743190,0.03099441,-0.03099347,0.00631178,-0.00631177,0.01570549,-0.01570451
-5.50175088,0.11621045,-0.11620820,0.03519714,-0.03519726,0.00000000,-0.00000000,0.03814426,-0.03814497,0.03071388,-0.03071300,0.00634792,-0.00634790,0.01488777,-0.01488687
-5.49574787,0.11511172,-0.11510959,0.03535989,-0.03535997,0.00000000,-0.00000000,0.03883796,-0.03883854,0.03057166,-0.03057086,0.00636922,-0.00636917,0.01416778,-0.01416697
-5.48974487,0.11437517,-0.11437318,0.03555422,-0.03555424,0.00000000,-0.00000000,0.03951368,-0.03951412,0.03059601,-0.03059530,0.00637351,-0.00637343,0.01356024,-0.01355955
-5.48374187,0.11407617,-0.11407435,0.03579298,-0.03579294,0.00000000,-0.00000000,0.04018180,-0.04018211,0.03082289,-0.03082229,0.00635936,-0.00635924,0.01308135,-0.01308078
-5.47773887,0.11431543,-0.11431384,0.03609725,-0.03609717,0.00000000,-0.00000000,0.04086303,-0.04086320,0.03129737,-0.03129689,0.00632623,-0.00632608,0.01274935,-0.01274892
-5.47173587,0.11522306,-0.11522179,0.03649741,-0.03649730,0.00000000,-0.00000000,0.04158949,-0.04158954,0.03207494,-0.03207463,0.00627460,-0.00627442,0.01258515,-0.01258488
-5.46573287,0.11696203,-0.11696119,0.03703400,-0.03703389,0.00000000,-0.00000000,0.04240566,-0.04240563,0.03322272,-0.03322261,0.00620608,-0.00620587,0.01261296,-0.01261287
-5.45972986,0.11973099,-0.11973072,0.03775838,-0.03775830,0.00000000,-0.00000000,0.04336896,-0.04336888,0.03482036,-0.03482050,0.00612344,-0.00612320,0.01286079,-0.01286092
-5.45372686,0.12376604,-0.12376652,0.03873303,-0.03873302,0.00000000,-0.00000000,0.04455001,-0.04454994,0.03696065,-0.03696110,0.00603069,-0.00603043,0.01336097,-0.01336134
-5.44772386,0.12934143,-0.12934287,0.04003153,-0.04003166,0.00000000,-0.00000000,0.04603248,-0.04603248,0.03974975,-0.03975058,0.00593301,-0.00593273,0.01415043,-0.01415108
-5.44172086,0.13676894,-0.13677159,0.04173820,-0.04173854,0.00000000,-0.00000000,0.04791252,-0.04791267,0.04330695,-0.04330823,0.00583677,-0.00583648,0.01527090,-0.01527186
-5.43571786,0.14639576,-0.14639990,0.04394731,-0.04394791,0.00000000,-0.00000000,0.05029776,-0.05029815,0.04776389,-0.04776570,0.00574939,-0.00574910,0.01676888,-0.01677022
-5.42971486,0.15860076,-0.15860668,0.04676180,-0.04676276,0.00000000,-0.00000000,0.05330581,-0.05330652,0.05326319,-0.05326562,0.00567926,-0.00567898,0.01869545,-0.01869721
-5.42371186,0.17378905,-0.17379708,0.05029166,-0.05029306,0.00000000,-0.00000000,0.05706231,-0.05706344,0.05995640,-0.05995954,0.00563558,-0.00563531,0.02110566,-0.02110790
-5.41770885,0.19238473,-0.19239519,0.05465182,-0.05465374,0.00000000,-0.00000000,0.06169844,-0.06170009,0.06800136,-0.06800531,0.00562817,-0.00562793,0.02405785,-0.02406065
-5.41170585,0.21482187,-0.21483510,0.05995952,-0.05996207,0.00000000,-0.00000000,0.06734805,-0.06735033,0.07755876,-0.07756362,0.00566729,-0.00566709,0.02761254,-0.02761595
-5.40570285,0.24153367,-0.24155001,0.06633144,-0.06633469,0.00000000,-0.00000000,0.07414429,-0.07414728,0.08878809,-0.08879394,0.00576342,-0.00576327,0.03183105,-0.03183514
-5.39969985,0.27294009,-0.27295986,0.07388027,-0.07388430,0.00000000,-0.00000000,0.08221583,-0.08221963,0.10184291,-0.10184984,0.00592699,-0.00592690,0.03677380,-0.03677865
-5.39369685,0.30943387,-0.30945738,0.08271106,-0.08271595,0.00000000,-0.00000000,0.09168280,-0.09168749,0.11686563,-0.11687370,0.00616816,-0.00616814,0.04249843,-0.04250411
-5.38769385,0.35136554,-0.35139305,0.09291732,-0.09292314,0.00000000,-0.00000000,0.10265244,-0.10265810,0.13398175,-0.13399102,0.00649655,-0.00649660,0.04905754,-0.04906411
-5.38169085,0.39902749,-0.39905922,0.10457698,-0.10458378,0.00000000,-0.00000000,0.11521463,-0.11522131,0.15329384,-0.15330435,0.00692095,-0.00692109,0.05649627,-0.05650381
-5.37568784,0.45263775,-0.45267386,0.11774826,-0.11775608,0.00000000,-0.00000000,0.12943738,-0.12944512,0.17487544,-0.17488720,0.00744910,-0.00744933,0.06484984,-0.06485839
-5.36968484,0.51232400,-0.51236457,0.13246575,-0.13247461,0.00000000,-0.00000000,0.14536248,-0.14537129,0.19876501,-0.19877800,0.00808738,-0.00808770,0.07414084,-0.07415045
-5.36368184,0.57810830,-0.57815334,0.14873666,-0.14874655,0.00000000,-0.00000000,0.16300141,-0.16301129,0.22496023,-0.22497441,0.00884057,-0.00884099,0.08437674,-0.08438744
-5.35767884,0.64989332,-0.64994273,0.16653755,-0.16654843,0.00000000,-0.00000000,0.18233176,-0.18234268,0.25341298,-0.25342827,0.00971165,-0.00971217,0.09554743,-0.09555925
-5.35167584,0.72745073,-0.72750434,0.18581158,-0.18582342,0.00000000,-0.00000000,0.20329421,-0.20330612,0.28402507,-0.28404135,0.01070154,-0.01070216,0.10762305,-0.10763597
-5.34567284,0.81041246,-0.81046997,0.20646661,-0.20647933,0.00000000,-0.00000000,0.22579045,-0.22580326,0.31664525,-0.31666239,0.01180896,-0.01180967,0.12055218,-0.12056619
-5.33966983,0.89826535,-0.89832637,0.22837409,-0.22838759,0.00000000,-0.00000000,0.24968197,-0.24969557,0.35106753,-0.35108534,0.01303028,-0.01303109,0.13426057,-0.13427562
-5.33366683,0.99034999,-0.99041399,0.25136901,-0.25138316,0.00000000,-0.00000000,0.27478998,-0.27480424,0.38703116,-0.38704941,0.01435943,-0.01436033,0.14865040,-0.14866643
-5.32766383,1.08586393,-1.08593031,0.27525098,-0.27526564,0.00000000,-0.00000000,0.30089660,-0.30091136,0.42422226,-0.42424070,0.01578790,-0.01578887,0.16360034,-0.16361726
-5.32166083,1.18386990,-1.18393793,0.29978650,-0.29980149,0.00000000,-0.00000000,0.32774729,-0.32776237,0.46227748,-0.46229584,0.01730470,-0.01730573,0.17896630,-0.17898399
-5.31565783,1.28330880,-1.28337767,0.32471237,-0.32472750,0.00000000,-0.00000000,0.35505459,-0.35506978,0.50078942,-0.50080739,0.01889654,-0.01889762,0.19458307,-0.19460140
-5.30965483,1.38301769,-1.38308652,0.34974032,-0.34975539,0.00000000,-0.00000000,0.38250305,-0.38251815,0.53931393,-0.53933118,0.02054794,-0.02054906,0.21026680,-0.21028560
-5.30365183,1.48175231,-1.48182015,0.37456266,-0.37457746,0.00000000,-0.00000000,0.40975547,-0.40977024,0.57737908,-0.57739528,0.02224151,-0.02224264,0.22581830,-0.22583739
-5.29764882,1.57821368,-1.57827955,0.39885893,-0.39887322,0.00000000,-0.00000000,0.43645995,-0.43647417,0.61449566,-0.61451046,0.02395820,-0.02395934,0.24102713,-0.24104632
-5.29164582,1.67107802,-1.67114094,0.42230318,-0.42231675,0.00000000,-0.00000000,0.46225791,-0.46227134,0.65016871,-0.65018179,0.02567774,-0.02567886,0.25567634,-0.25569541
-5.28564282,1.75902912,-1.75908808,0.44457190,-0.44458452,0.00000000,-0.00000000,0.48679256,-0.48680497,0.68390999,-0.68392103,0.02737899,-0.02738007,0.26954779,-0.26956653
-5.27963982,1.84079195,-1.84084601,0.46535207,-0.46536354,0.00000000,-0.00000000,0.50971766,-0.50972884,0.71525071,-0.71525940,0.02904045,-0.02904148,0.28242781,-0.28244600
-5.27363682,1.91516658,-1.91521484,0.48434933,-0.48435945,0.00000000,-0.00000000,0.53070629,-0.53071605,0.74375415,-0.74376024,0.03064075,-0.03064170,0.29411304,-0.29413046
-5.26763382,1.98106085,-1.98110250,0.50129565,-0.50130425,0.00000000,-0.00000000,0.54945924,-0.54946740,0.76902781,-0.76903107,0.03215910,-0.03215997,0.30441624,-0.30443269
-5.26163082,2.03752082,-2.03755515,0.51595653,-0.51596346,0.00000000,-0.00000000,0.56571269,-0.56571910,0.79073439,-0.79073464,0.03357588,-0.03357663,0.31317181,-0.31318709
-5.25562781,2.08375764,-2.08378407,0.52813728,-0.52814243,0.00000000,-0.00000000,0.57924511,-0.57924965,0.80860139,-0.80859850,0.03487303,-0.03487366,0.32024084,-0.32025479
-5.24962481,2.11916987,-2.11918798,0.53768817,-0.53769145,0.00000000,-0.00000000,0.58988280,-0.58988539,0.82242881,-0.82242270,0.03603454,-0.03603504,0.32551544,-0.32552790
-5.24362181,2.14336034,-2.14336985,0.54450827,-0.54450963,0.00000000,-0.00000000,0.59750422,-0.59750481,0.83209469,-0.83208536,0.03704685,-0.03704720,0.32892215,-0.32893300
-5.23761881,2.15614686,-2.15614765,0.54854792,-0.54854735,0.00000000,-0.00000000,0.60204265,-0.60204123,0.83755829,-0.83754579,0.03789911,-0.03789930,0.33042437,-0.33043353
-5.23161581,2.15756634,-2.15755846,0.54980958,-0.54980709,0.00000000,-0.00000000,0.60348737,-0.60348397,0.83886074,-0.83884517,0.03858348,-0.03858352,0.33002355,-0.33003096
-5.22561281,2.14787223,-2.14785591,0.54834718,-0.54834284,0.00000000,-0.00000000,0.60188316,-0.60187784,0.83612315,-0.83610467,0.03909524,-0.03909512,0.32775920,-0.32776484
-5.21960980,2.12752536,-2.12750096,0.54426400,-0.54425790,0.00000000,-0.00000000,0.59732825,-0.59732109,0.82954230,-0.82952112,0.03943288,-0.03943261,0.32370767,-0.32371157
-5.21360680,2.09717855,-2.09714659,0.53770910,-0.53770135,0.00000000,-0.00000000,0.58997077,-0.58996190,0.81938406,-0.81936044,0.03959804,-0.03959762,0.31797972,-0.31798193
-5.20760380,2.05765568,-2.05761679,0.52887249,-0.52886324,0.00000000,-0.00000000,0.58000399,-0.57999356,0.80597482,-0.80594905,0.03959540,-0.03959483,0.31071704,-0.31071764
-5.20160080,2.00992603,-2.00988097,0.51797931,-0.51796873,0.00000000,-0.00000000,0.56766036,-0.56764855,0.78969123,-0.78966364,0.03943245,-0.03943175,0.30208773,-0.30208683
-5.19559780,1.95507500,-1.95502460,0.50528311,-0.50527139,0.00000000,-0.00000000,0.55320474,-0.55319173,0.77094880,-0.77091972,0.03911922,-0.03911840,0.29228115,-0.29227889
-5.18959480,1.89427217,-1.89421732,0.49105863,-0.49104596,0.00000000,-0.00000000,0.53692700,-0.53691300,0.75018955,-0.75015936,0.03866792,-0.03866699,0.28150208,-0.28149861
-5.18359180,1.82873818,-1.82867982,0.47559417,-0.47558075,0.00000000,-0.00000000,0.51913427,-0.51911947,0.72786951,-0.72783855,0.03809253,-0.03809150,0.26996466,-0.26996016
-5.17758879,1.75971139,-1.75965044,0.45918404,-0.45917008,0.00000000,-0.00000000,0.50014308,-0.50012770,0.70444618,-0.70441479,0.03740834,-0.03740724,0.25788623,-0.25788087
-5.17158579,1.68841569,-1.68835308,0.44212113,-0.44210683,0.00000000,-0.00000000,0.48027174,-0.48025598,0.68036662,-0.68033515,0.03663153,-0.03663036,0.24548126,-0.24547523
-5.16558279,1.61603046,-1.61596706,0.42468996,-0.42467550,0.00000000,-0.00000000,0.45983302,-0.45981707,0.65605655,-0.65602531,0.03577867,-0.03577745,0.23295582,-0.23294930
