energy_ev,total_up,total_down,Cr_p_up,Cr_p_down,Cr_d_up,Cr_d_down,N_s_up,N_s_down,N_p_up,N_p_down,Te_p_up,Te_p_down,Te_d_up,Te_d_down
-5.93996998,2.88635810,-1.50831254,2.40442032,-1.45691579,0.92105974,-0.29025324,0.00106739,-0.00096287,1.11834171,-0.50765799,0.50227765,-0.43381385,0.00000000,-0.00000000
-5.93396698,2.89523969,-1.51978465,2.43863748,-1.45456526,0.91170597,-0.30322403,0.00112608,-0.00096165,1.11424924,-0.51943148,0.51379265,-0.42758536,0.00000000,-0.00000000
-5.92796398,2.90447122,-1.54062059,2.47624374,-1.46015691,0.89991260,-0.31786694,0.00119759,-0.00097274,1.10822270,-0.53409629,0.52841601,-0.42429616,0.00000000,-0.00000000
-5.92196098,2.91465107,-1.57233584,2.51741454,-1.47535857,0.88600262,-0.33434482,0.00128242,-0.00099833,1.10052894,-0.55205211,0.54624197,-0.42454829,0.00000000,-0.00000000
-5.91595798,2.92628511,-1.61632603,2.56217651,-1.50169683,0.87032020,-0.35281608,0.00138098,-0.00104055,1.09143617,-0.57367090,0.56729456,-0.42889405,0.00000000,-0.00000000
-5.90995498,2.93976889,-1.67382006,2.61040684,-1.54050578,0.85321903,-0.37342828,0.00149351,-0.00110151,1.08120541,-0.59928264,0.59152578,-0.43782016,0.00000000,-0.00000000
-5.90395198,2.95537377,-1.74583307,2.66183786,-1.59287778,0.83505133,-0.39631062,0.00162015,-0.00118319,1.07008307,-0.62916046,0.61881503,-0.45173255,0.00000000,-0.00000000
-5.89794897,2.97323756,-1.83312060,2.71606650,-1.65961780,0.81615782,-0.42156553,0.00176094,-0.00128747,1.05829517,-0.66350556,0.64896961,-0.47094227,0.00000000,-0.00000000
-5.89194597,2.99335990,-1.93613493,2.77256805,-1.74120251,0.79685931,-0.44925952,0.00191576,-0.00141602,1.04604320,-0.70243226,0.68172645,-0.49565264,0.00000000,-0.00000000
-5.88594297,3.01560264,-2.05498531,2.83071359,-1.83774569,0.77745006,-0.47941365,0.00208441,-0.00157028,1.03350195,-0.74595391,0.71675492,-0.52594829,0.00000000,-0.00000000
-5.87993997,3.03969522,-2.18940354,2.88979018,-1.94897146,0.75819321,-0.51199411,0.00226655,-0.00175138,1.02081915,-0.79397011,0.75366065,-0.56178607,0.00000000,-0.00000000
-5.87393697,3.06524474,-2.33871678,2.94902309,-2.07419643,0.73931826,-0.54690323,0.00246174,-0.00196013,1.00811694,-0.84625611,0.79199063,-0.60298863,0.00000000,-0.00000000
-5.86793397,3.09175044,-2.50182928,3.00759908,-2.21232233,0.72102068,-0.58397173,0.00266941,-0.00219690,0.99549488,-0.90245499,0.83123931,-0.64924065,0.00000000,-0.00000000
-5.86193097,3.11862198,-2.67721477,3.06468995,-2.36183986,0.70346333,-0.62295256,0.00288885,-0.00246163,0.98303418,-0.96207331,0.87085601,-0.70008843,0.00000000,-0.00000000
-5.85592796,3.14520090,-2.86292114,3.11947573,-2.52084487,0.68677949,-0.66351711,0.00311919,-0.00275370,0.97080288,-1.02448102,0.91025343,-0.75494283,0.00000000,-0.00000000
-5.84992496,3.17078450,-3.05658855,3.17116664,-2.68706695,0.67107717,-0.70525412,0.00335943,-0.00307196,0.95886150,-1.08891595,0.94881752,-0.81308610,0.00000000,-0.00000000
-5.84392196,3.19465131,-3.25548179,3.21902352,-2.85791072,0.65644421,-0.74767195,0.00360837,-0.00341463,0.94726875,-1.15449340,0.98591839,-0.87368255,0.00000000,-0.00000000
-5.83791896,3.21608728,-3.45653733,3.26237616,-3.03050925,0.64295380,-0.79020428,0.00386464,-0.00377930,0.93608696,-1.22022096,1.02092241,-0.93579312,0.00000000,-0.00000000
-5.83191596,3.23441175,-3.65642443,3.30063929,-3.20178860,0.63067000,-0.83221953,0.00412665,-0.00416293,0.92538679,-1.28501835,1.05320520,-0.99839378,0.00000000,-0.00000000
-5.82591296,3.24900239,-3.85161945,3.33332590,-3.36854195,0.61965268,-0.87303391,0.00439259,-0.00456182,0.91525089,-1.34774213,1.08216536,-1.06039742,0.00000000,-0.00000000
-5.81990995,3.25931804,-4.03849151,3.36005784,-3.52751144,0.60996176,-0.91192774,0.00466045,-0.00497165,0.90577632,-1.40721454,1.10723851,-1.12067871,0.00000000,-0.00000000
-5.81390695,3.26491887,-4.21339703,3.38057336,-3.67547507,0.60166024,-0.94816479,0.00492798,-0.00538753,0.89707551,-1.46225550,1.12791139,-1.17810145,0.00000000,-0.00000000
-5.80790395,3.26548283,-4.37278006,3.39473169,-3.80933591,0.59481584,-0.98101367,0.00519271,-0.00580409,0.88927556,-1.51171697,1.14373550,-1.23154739,0.00000000,-0.00000000
-5.80190095,3.26081789,-4.51327484,3.40251437,-3.92621047,0.58950124,-1.00977078,0.00545195,-0.00621552,0.88251604,-1.55451800,1.15433982,-1.27994577,0.00000000,-0.00000000
-5.79589795,3.25086956,-4.63180673,3.40402334,-4.02351310,0.58579263,-1.03378358,0.00570286,-0.00661572,0.87694520,-1.58967937,1.15944206,-1.32230254,0.00000000,-0.00000000
-5.78989495,3.23572321,-4.72568737,3.39947583,-4.09903310,0.58376697,-1.05247337,0.00594242,-0.00699842,0.87271481,-1.61635623,1.15885807,-1.35772805,0.00000000,-0.00000000
-5.78389195,3.21560114,-4.79270030,3.38919595,-4.15100167,0.58349778,-1.06535642,0.00616752,-0.00735733,0.86997379,-1.63386730,1.15250884,-1.38546238,0.00000000,-0.00000000
-5.77788894,3.19085450,-4.83117326,3.37360328,-4.17814608,0.58505001,-1.07206256,0.00637500,-0.00768629,0.86886111,-1.64171952,1.14042478,-1.40489706,0.00000000,-0.00000000
-5.77188594,3.16195030,-4.84003405,3.35319859,-4.17972886,0.58847419,-1.07235022,0.00656172,-0.00797945,0.86949809,-1.63962676,1.12274707,-1.41559256,0.00000000,-0.00000000
-5.76588294,3.12945419,-4.81884769,3.32854723,-4.15557059,0.59380020,-1.06611739,0.00672461,-0.00823139,0.87198068,-1.62752206,1.09972580,-1.41729059,0.00000000,-0.00000000
-5.75987994,3.09400974,-4.76783302,3.30026070,-4.10605541,0.60103131,-1.05340777,0.00686079,-0.00843735,0.87637209,-1.60556258,1.07171504,-1.40992080,0.00000000,-0.00000000
-5.75387694,3.05631535,-4.68785828,3.26897717,-4.03211925,0.61013874,-1.03441198,0.00696763,-0.00859332,0.88269633,-1.57412731,1.03916489,-1.39360172,0.00000000,-0.00000000
-5.74787394,3.01709987,-4.58041589,3.23534179,-3.93522142,0.62105737,-1.00946373,0.00704283,-0.00869615,0.89093302,-1.53380749,1.00261079,-1.36863563,0.00000000,-0.00000000
-5.74187094,2.97709830,-4.44757763,3.19998780,-3.81730087,0.63368291,-0.97903113,0.00708450,-0.00874371,0.90101385,-1.48539032,0.96266057,-1.33549792,0.00000000,-0.00000000
-5.73586793,2.93702882,-4.29193243,3.16351932,-3.68071921,0.64787088,-0.94370370,0.00709128,-0.00873492,0.91282126,-1.42983675,0.91997962,-1.29482117,0.00000000,-0.00000000
-5.72986493,2.89757247,-4.11650939,3.12649698,-3.52819281,0.66343776,-0.90417553,0.00706231,-0.00866978,0.92618931,-1.36825432,0.87527486,-1.24737478,0.00000000,-0.00000000
-5.72386193,2.85935647,-3.92468967,3.08942695,-3.36271699,0.68016432,-0.86122555,0.00699739,-0.00854943,0.94090706,-1.30186630,0.82927808,-1.19404099,0.00000000,-0.00000000
-5.71785893,2.82294198,-3.72011078,3.05275428,-3.18748513,0.69780127,-0.81569574,0.00689692,-0.00837604,0.95672454,-1.23197843,0.78272927,-1.13578828,0.00000000,-0.00000000
-5.71185593,2.78881703,-3.50656721,3.01686065,-3.00580585,0.71607691,-0.76846822,0.00676198,-0.00815281,0.97336085,-1.15994465,0.73636055,-1.07364327,0.00000000,-0.00000000
-5.70585293,2.75739453,-3.28791129,2.98206688,-2.82102121,0.73470667,-0.72044213,0.00659430,-0.00788385,0.99051450,-1.08713299,0.69088119,-1.00866217,0.00000000,-0.00000000
-5.69984992,2.72901529,-3.06795773,2.94863957,-2.63642853,0.75340396,-0.67251125,0.00639623,-0.00757402,1.00787519,-1.01489306,0.64696416,-0.94190297,0.00000000,-0.00000000
-5.69384692,2.70395536,-2.85039500,2.91680151,-2.45520817,0.77189191,-0.62554310,0.00617067,-0.00722887,1.02513670,-0.94452581,0.60523457,-0.87439914,0.00000000,-0.00000000
-5.68784392,2.68243680,-2.63870620,2.88674470,-2.28035919,0.78991522,-0.58036004,0.00592107,-0.00685439,1.04200999,-0.87725677,0.56626011,-0.80713602,0.00000000,-0.00000000
-5.68184092,2.66464056,-2.43610123,2.85864473,-2.11464406,0.80725146,-0.53772309,0.00565129,-0.00645689,1.05823591,-0.81421294,0.53054361,-0.74103017,0.00000000,-0.00000000
-5.67583792,2.65071998,-2.24546162,2.83267522,-1.96054354,0.82372113,-0.49831852,0.00536550,-0.00604280,1.07359672,-0.75640406,0.49851772,-0.67691268,0.00000000,-0.00000000
-5.66983492,2.64081346,-2.06929861,2.80902065,-1.82022180,0.83919580,-0.46274748,0.00506812,-0.00561853,1.08792552,-0.70470811,0.47054145,-0.61551629,0.00000000,-0.00000000
-5.66383192,2.63505479,-1.90972442,2.78788620,-1.69550193,0.85360354,-0.43151860,0.00476365,-0.00519029,1.10111313,-0.65986104,0.44689838,-0.55746680,0.00000000,-0.00000000
-5.65782891,2.63357958,-1.76843624,2.76950329,-1.58785127,0.86693149,-0.40504355,0.00445658,-0.00476393,1.11311166,-0.62245063,0.42779627,-0.50327851,0.00000000,-0.00000000
-5.65182591,2.63652701,-1.64671194,2.75412975,-1.49837583,0.87922484,-0.38363506,0.00415128,-0.00434486,1.12393456,-0.59291385,0.41336781,-0.45335352,0.00000000,-0.00000000
-5.64582291,2.64403590,-1.54541618,2.74204399,-1.42782298,0.89058242,-0.36750735,0.00385190,-0.00393794,1.13365283,-0.57153759,0.40367199,-0.40798458,0.00000000,-0.00000000
-5.63981991,2.65623495,-1.46501561,2.73353298,-1.37659123,0.90114883,-0.35677854,0.00356225,-0.00354737,1.14238763,-0.55846209,0.39869608,-0.36736098,0.00000000,-0.00000000
-5.63381691,2.67322744,-1.40560144,2.72887436,-1.34474612,0.91110340,-0.35147460,0.00328571,-0.00317669,1.15029937,-0.55368673,0.39835782,-0.33157692,0.00000000,-0.00000000
-5.62781391,2.69507091,-1.36691795,2.72831342,-1.33204122,0.92064656,-0.35153468,0.00302520,-0.00282875,1.15757392,-0.55707775,0.40250774,-0.30064186,0.00000000,-0.00000000
-5.62181091,2.72175321,-1.34839558,2.73203630,-1.33794320,0.92998425,-0.35681743,0.00278312,-0.00250571,1.16440672,-0.56837756,0.41093149,-0.27449218,0.00000000,-0.00000000
-5.61580790,2.75316640,-1.34918714,2.74014096,-1.36166017,0.93931127,-0.36710813,0.00256129,-0.00220904,1.17098551,-0.58721536,0.42335234,-0.25300362,0.00000000,-0.00000000
-5.60980490,2.78908046,-1.36820620,2.75260800,-1.40217250,0.94879448,-0.38212641,0.00236095,-0.00193961,1.17747286,-0.61311879,0.43943381,-0.23600395,0.00000000,-0.00000000
-5.60380190,2.82911888,-1.40416656,2.76927346,-1.45826551,0.95855689,-0.40153441,0.00218280,-0.00169772,1.18398942,-0.64552661,0.45878271,-0.22328530,0.00000000,-0.00000000
-5.59779890,2.87273831,-1.45562199,2.78980557,-1.52856330,0.96866353,-0.42494537,0.00202695,-0.00148317,1.19059900,-0.68380209,0.48095275,-0.21461578,0.00000000,-0.00000000
-5.59179590,2.91921428,-1.52100558,2.81368780,-1.61156332,0.97911013,-0.45193240,0.00189303,-0.00129535,1.19729652,-0.72724706,0.50544909,-0.20975007,0.00000000,-0.00000000
-5.58579290,2.96763469,-1.59866798,2.84020967,-1.70567083,0.98981530,-0.48203757,0.00178019,-0.00113330,1.20399948,-0.77511655,0.53173393,-0.20843848,0.00000000,-0.00000000
-5.57978989,3.01690260,-1.68691391,2.86846688,-1.80923298,1.00061682,-0.51478094,0.00168715,-0.00099578,1.21054374,-0.82663370,0.55923342,-0.21043451,0.00000000,-0.00000000
-5.57378689,3.06574903,-1.78403645,2.89737149,-1.92057146,1.01127234,-0.54966973,0.00161233,-0.00088138,1.21668400,-0.88100479,0.58734611,-0.21550051,0.00000000,-0.00000000
-5.56778389,3.11275615,-1.88834826,2.92567245,-2.03801336,1.02146477,-0.58620723,0.00155383,-0.00078852,1.22209900,-0.93743413,0.61545276,-0.22341151,0.00000000,-0.00000000
-5.56178089,3.15639041,-1.99820936,2.95198617,-2.15991920,1.03081197,-0.62390137,0.00150958,-0.00071558,1.22640140,-0.99513834,0.64292780,-0.23395722,0.00000000,-0.00000000
-5.55577789,3.19504461,-2.11205065,2.97483599,-2.28470761,1.03888051,-0.66227272,0.00147737,-0.00066089,1.22915184,-1.05335976,0.66915185,-0.24694214,0.00000000,-0.00000000
-5.54977489,3.22708736,-2.22839277,2.99269913,-2.41087579,1.04520281,-0.70086173,0.00145493,-0.00062281,1.22987663,-1.11137843,0.69352533,-0.26218394,0.00000000,-0.00000000
-5.54377189,3.25091760,-2.34585968,3.00405899,-2.53701523,1.04929666,-0.73923485,0.00144001,-0.00059972,1.22808800,-1.16852240,0.71548252,-0.27951047,0.00000000,-0.00000000
-5.53776888,3.26502189,-2.46318680,3.00746033,-2.66182228,1.05068641,-0.77698945,0.00143044,-0.00059005,1.22330603,-1.22417572,0.73450574,-0.29875538,0.00000000,-0.00000000
-5.53176588,3.26803144,-2.57922347,3.00156472,-2.78410323,1.04892442,-0.81375731,0.00142416,-0.00059231,1.21508102,-1.27778416,0.75013877,-0.31975287,0.00000000,-0.00000000
-5.52576288,3.25877604,-2.69292993,2.98520345,-2.90277401,1.04361186,-0.84920649,0.00141930,-0.00060508,1.20301516,-1.32885814,0.76199929,-0.34233188,0.00000000,-0.00000000
-5.51975988,3.23633225,-2.80336925,2.95742524,-3.01685496,1.03441775,-0.88304164,0.00141420,-0.00062700,1.18678241,-1.37697302,0.76978933,-0.36631001,0.00000000,-0.00000000
-5.51375688,3.20006300,-2.90969487,2.91753638,-3.12546108,1.02109516,-0.91500278,0.00140744,-0.00065676,1.16614549,-1.42176674,0.77330350,-0.39148782,0.00000000,-0.00000000
-5.50775388,3.14964685,-3.01113482,2.86513123,-3.22778891,1.00349388,-0.94486262,0.00139788,-0.00069313,1.14096912,-1.46293510,0.77243425,-0.41764360,0.00000000,-0.00000000
-5.50175088,3.08509504,-3.10697385,2.80011153,-3.32310114,0.98156887,-0.97242279,0.00138463,-0.00073490,1.11122896,-1.50022515,0.76717408,-0.44452930,0.00000000,-0.00000000
-5.49574787,3.00675554,-3.19653484,2.72269372,-3.41071041,0.95538414,-0.99750923,0.00136706,-0.00078091,1.07701576,-1.53342707,0.75761429,-0.47186785,0.00000000,-0.00000000
-5.48974487,2.91530396,-3.27916115,2.63340382,-3.48996361,0.92511199,-1.01996708,0.00134484,-0.00083002,1.03853456,-1.56236544,0.74394036,-0.49935218,0.00000000,-0.00000000
-5.48374187,2.81172165,-3.35420128,2.53306044,-3.56022835,0.89102761,-1.03965576,0.00131783,-0.00088111,0.99609918,-1.58689031,0.72642413,-0.52664608,0.00000000,-0.00000000
-5.47773887,2.69726225,-3.42099741,2.42274670,-3.62088287,0.85349960,-1.05644427,0.00128615,-0.00093310,0.95012228,-1.60686909,0.70541304,-0.55338720,0.00000000,-0.00000000
-5.47173587,2.57340842,-3.47887892,2.30377268,-3.67131049,0.81297682,-1.07020759,0.00125007,-0.00098493,0.90110160,-1.62217965,0.68131694,-0.57919204,0.00000000,-0.00000000
-5.46573287,2.44182093,-3.52716178,2.17763041,-3.71089953,0.76997243,-1.08082418,0.00121004,-0.00103557,0.84960314,-1.63270545,0.65459316,-0.60366280,0.00000000,-0.00000000
-5.45972986,2.30428273,-3.56515432,2.04594346,-3.73904903,0.72504591,-1.08817503,0.00116660,-0.00108402,0.79624227,-1.63833297,0.62573039,-0.62639601,0.00000000,-0.00000000
-5.45372686,2.16264060,-3.59216939,1.91041381,-3.75518035,0.67878405,-1.09214441,0.00112040,-0.00112934,0.74166351,-1.63895175,0.59523219,-0.64699248,0.00000000,-0.00000000
-5.44772386,2.01874719,-3.60754251,1.77276824,-3.75875415,0.63178179,-1.09262230,0.00107209,-0.00117066,0.68652023,-1.63445712,0.56360090,-0.66506810,0.00000000,-0.00000000
-5.44172086,1.87440599,-3.61065496,1.63470669,-3.74929185,0.58462381,-1.08950840,0.00102238,-0.00120717,0.63145493,-1.62475537,0.53132260,-0.68026522,0.00000000,-0.00000000
-5.43571786,1.73132143,-3.60096081,1.49785471,-3.72640038,0.53786760,-1.08271752,0.00097191,-0.00123816,0.57708107,-1.60977118,0.49885371,-0.69226373,0.00000000,-0.00000000
-5.42971486,1.59105611,-3.57801588,1.36372158,-3.68979852,0.49202876,-1.07218597,0.00092130,-0.00126303,0.52396712,-1.58945653,0.46660976,-0.70079165,0.00000000,-0.00000000
-5.42371186,1.45499645,-3.54150718,1.23366576,-3.63934316,0.44756895,-1.05787854,0.00087111,-0.00128130,0.47262333,-1.56380065,0.43495675,-0.70563440,0.00000000,-0.00000000
-5.41770885,1.32432753,-3.49128050,1.10886825,-3.57505362,0.40488677,-1.03979544,0.00082182,-0.00129259,0.42349157,-1.53284009,0.40420511,-0.70664247,0.00000000,-0.00000000
-5.41170585,1.20001771,-3.42736470,0.99031448,-3.49713223,0.36431186,-1.01797888,0.00077379,-0.00129668,0.37693844,-1.49666821,0.37460656,-0.70373706,0.00000000,-0.00000000
-5.40570285,1.08281249,-3.34999053,0.87878465,-3.40597958,0.32610191,-0.99251860,0.00072734,-0.00129347,0.33325166,-1.45544322,0.34635353,-0.69691334,0.00000000,-0.00000000
-5.39969985,0.97323724,-3.25960291,0.77485214,-3.30220315,0.29044276,-0.96355597,0.00068266,-0.00128300,0.29263946,-1.40939419,0.31958105,-0.68624121,0.00000000,-0.00000000
-5.39369685,0.87160755,-3.15686541,0.67888915,-3.18661845,0.25745093,-0.93128621,0.00063989,-0.00126544,0.25523285,-1.35882439,0.29437073,-0.67186358,0.00000000,-0.00000000
-5.38769385,0.77804609,-3.04265643,0.59107859,-3.06024199,0.22717843,-0.89595862,0.00059907,-0.00124109,0.22109022,-1.30411158,0.27075638,-0.65399213,0.00000000,-0.00000000
-5.38169085,0.69250433,-2.91805695,0.51143107,-2.92427643,0.19961923,-0.85787449,0.00056020,-0.00121036,0.19020392,-1.24570511,0.24873087,-0.63290087,0.00000000,-0.00000000
-5.37568784,0.61478765,-2.78433021,0.43980552,-2.78008798,0.17471700,-0.81738283,0.00052323,-0.00117375,0.16250825,-1.18411971,0.22825363,-0.60891778,0.00000000,-0.00000000
-5.36968484,0.54458225,-2.64289425,0.37593234,-2.62917730,0.15237359,-0.77487404,0.00048807,-0.00113186,0.13788835,-1.11992636,0.20925850,-0.58241493,0.00000000,-0.00000000
-5.36368184,0.48148253,-2.49528834,0.31943767,-2.47314491,0.13245768,-0.73077172,0.00045461,-0.00108535,0.11618957,-1.05374047,0.19166131,-0.55379747,0.00000000,-0.00000000
-5.35767884,0.42501748,-2.34313509,0.26986770,-2.31365283,0.11481347,-0.68552302,0.00042274,-0.00103493,0.09722688,-0.98620797,0.17536702,-0.52349209,0.00000000,-0.00000000
-5.35167584,0.37467534,-2.18809977,0.22671204,-2.15238407,0.09926872,-0.63958808,0.00039235,-0.00098134,0.08079382,-0.91799005,0.16027599,-0.49193535,0.00000000,-0.00000000
-5.34567284,0.32992546,-2.03184878,0.18942537,-1.99100187,0.08564218,-0.59342886,0.00036333,-0.00092533,0.06667091,-0.84974717,0.14628930,-0.45956231,0.00000000,-0.00000000
-5.33966983,0.29023700,-1.87600898,0.15744682,-1.83111026,0.07374996,-0.54749802,0.00033559,-0.00086766,0.05463309,-0.78212309,0.13331289,-0.42679600,0.00000000,-0.00000000
-5.33366683,0.25509417,-1.72212969,0.13021660,-1.67421784,0.06341096,-0.50222827,0.00030907,-0.00080905,0.04445616,-0.71572973,0.12126061,-0.39403792,0.00000000,-0.00000000
-5.32766383,0.22400793,-1.57164867,0.10718980,-1.52170584,0.05445115,-0.45802271,0.00028372,-0.00075020,0.03592212,-0.65113345,0.11005618,-0.36165996,0.00000000,-0.00000000
-5.32166083,0.19652430,-1.42586343,0.08784724,-1.37480181,0.04670681,-0.41524641,0.00025952,-0.00069175,0.02882335,-0.58884322,0.09963408,-0.32999790,0.00000000,-0.00000000
-5.31565783,0.17222960,-1.28590853,0.07170358,-1.23455959,0.04002675,-0.37421966,0.00023647,-0.00063430,0.02296578,-0.52930128,0.08993969,-0.29934650,0.00000000,-0.00000000
-5.30965483,0.15075301,-1.15273960,0.05831280,-1.10184597,0.03427366,-0.33521296,0.00021456,-0.00057837,0.01817099,-0.47287637,0.08092870,-0.26995633,0.00000000,-0.00000000
-5.30365183,0.13176690,-1.02712400,0.04727144,-0.97733411,0.02932470,-0.29844399,0.00019384,-0.00052441,0.01427750,-0.41985970,0.07256601,-0.24203225,0.00000000,-0.00000000
-5.29764882,0.11498549,-0.90963811,0.03821985,-0.86150348,0.02507146,-0.26407632,0.00017431,-0.00047282,0.01114118,-0.37046376,0.06482442,-0.21573331,0.00000000,-0.00000000
-5.29164582,0.10016226,-0.80067079,0.03084193,-0.75464579,0.02141943,-0.23222006,0.00015603,-0.00042390,0.00863520,-0.32482363,0.05768308,-0.19117409,0.00000000,-0.00000000
-5.28564282,0.08708662,-0.70043215,0.02486359,-0.65687606,0.01828723,-0.20293399,0.00013904,-0.00037789,0.00664934,-0.28300059,0.05112611,-0.16842711,0.00000000,-0.00000000
-5.27963982,0.07558022,-0.60896696,0.02005040,-0.56814805,0.01560545,-0.17622915,0.00012335,-0.00033495,0.00508903,-0.24498774,0.04514122,-0.14752624,0.00000000,-0.00000000
-5.27363682,0.06549325,-0.52617158,0.01620459,-0.48827287,0.01331561,-0.15207349,0.00010902,-0.00029520,0.00387414,-0.21071716,0.03971873,-0.12847066,0.00000000,-0.00000000
-5.26763382,0.05670093,-0.45181347,0.01316184,-0.41693984,0.01136891,-0.13039737,0.00009607,-0.00025867,0.00293758,-0.18006813,0.03485077,-0.11122945,0.00000000,-0.00000000
-5.26163082,0.04910046,-0.38555222,0.01078786,-0.35373853,0.00972513,-0.11109954,0.00008451,-0.00022536,0.00222387,-0.15287612,0.03053090,-0.09574632,0.00000000,-0.00000000
-5.25562781,0.04260852,-0.32696117,0.00897515,-0.29818103,0.00835165,-0.09405338,0.00007439,-0.00019520,0.00168777,-0.12894193,0.02675404,-0.08194444,0.00000000,-0.00000000
-5.24962481,0.03715928,-0.27554877,0.00763992,-0.24972353,0.00722250,-0.07911308,0.00006571,-0.00016809,0.00129288,-0.10804079,0.02351668,-0.06973116,0.00000000,-0.00000000
-5.24362181,0.03270302,-0.23077891,0.00671929,-0.20778677,0.00631763,-0.06611961,0.00005850,-0.00014392,0.00101038,-0.08993097,0.02081745,-0.05900252,0.00000000,-0.00000000
-5.23761881,0.02920527,-0.19208979,0.00616881,-0.17177443,0.00562230,-0.05490621,0.00005278,-0.00012250,0.00081791,-0.07436172,0.01865777,-0.04964742,0.00000000,-0.00000000
-5.23161581,0.02664632,-0.15891072,0.00596036,-0.14108950,0.00512656,-0.04530338,0.00004859,-0.00010369,0.00069854,-0.06108032,0.01704277,-0.04155140,0.00000000,-0.00000000
-5.22561281,0.02502114,-0.13067679,0.00608038,-0.11514802,0.00482488,-0.03714313,0.00004598,-0.00008728,0.00063992,-0.04983807,0.01598215,-0.03459998,0.00000000,-0.00000000
-5.21960980,0.02433938,-0.10684106,0.00652837,-0.09339046,0.00471580,-0.03026259,0.00004499,-0.00007308,0.00063348,-0.04039530,0.01549113,-0.02868158,0.00000000,-0.00000000
-5.21360680,0.02462552,-0.08688451,0.00731571,-0.07529045,0.00480171,-0.02450688,0.00004569,-0.00006091,0.00067386,-0.03252520,0.01559123,-0.02368992,0.00000000,-0.00000000
-5.20760380,0.02591886,-0.07032364,0.00846466,-0.06036131,0.00508858,-0.01973130,0.00004819,-0.00005057,0.00075839,-0.02601672,0.01631092,-0.01952614,0.00000000,-0.00000000
-5.20160080,0.02827343,-0.05671602,0.01000760,-0.04816033,0.00558569,-0.01580285,0.00005257,-0.00004189,0.00088663,-0.02067645,0.01768603,-0.01610040,0.00000000,-0.00000000
-5.19559780,0.03175746,-0.04566400,0.01198627,-0.03829127,0.00630536,-0.01260122,0.00005897,-0.00003471,0.00106010,-0.01632971,0.01975991,-0.01333329,0.00000000,-0.00000000
-5.18959480,0.03645258,-0.03681683,0.01445119,-0.03040530,0.00726258,-0.01001923,0.00006751,-0.00002886,0.00128201,-0.01282083,0.02258315,-0.01115684,0.00000000,-0.00000000
-5.18359180,0.04245253,-0.02987150,0.01746108,-0.02420060,0.00847462,-0.00796293,0.00007835,-0.00002424,0.00155708,-0.01001300,0.02621308,-0.00951540,0.00000000,-0.00000000
-5.17758879,0.04986130,-0.02457251,0.02108222,-0.01942110,0.00996046,-0.00635127,0.00009164,-0.00002072,0.00189137,-0.00778748,0.03071281,-0.00836630,0.00000000,-0.00000000
-5.17158579,0.05879095,-0.02071094,0.02538788,-0.01585452,0.01174024,-0.00511560,0.00010753,-0.00001821,0.00229228,-0.00604257,0.03614990,-0.00768035,0.00000000,-0.00000000
-5.16558279,0.06935876,-0.01812292,0.03045763,-0.01332989,0.01383457,-0.00419901,0.00012619,-0.00001666,0.00276843,-0.00469237,0.04259470,-0.00744229,0.00000000,-0.00000000
