energy_ev,total_up,N_s_up,N_p_up,Rh_p_up,Rh_d_up,Sc_p_up,Sc_d_up,Se_s_up,Se_p_up
-5.68184092,2.96035461,0.03705170,0.29879696,1.38287813,0.93139022,0.68381177,0.24683160,0.00639576,1.45716132
-5.67583792,2.90702344,0.03683469,0.30360664,1.37233468,0.91915807,0.66114817,0.23858002,0.00627621,1.41641543
-5.66983492,2.85248697,0.03652029,0.30753434,1.36225381,0.90710298,0.63838714,0.23000208,0.00615764,1.37587269
-5.66383192,2.79851936,0.03613334,0.31057909,1.35333680,0.89577216,0.61598391,0.22127668,0.00604348,1.33660126
-5.65782891,2.74686045,0.03569975,0.31275327,1.34623556,0.88570658,0.59436492,0.21258301,0.00593703,1.29962620
-5.65182591,2.69917128,0.03524553,0.31408187,1.34153258,0.87742857,0.57391744,0.20409635,0.00584132,1.26590326
-5.64582291,2.65699141,0.03479570,0.31460167,1.33972283,0.87142958,0.55498059,0.19598397,0.00575907,1.23629443
-5.63981991,2.62169979,0.03437339,0.31436021,1.34119813,0.86815846,0.53783788,0.18840134,0.00569261,1.21154600
-5.63381691,2.59448041,0.03399887,0.31341476,1.34623484,0.86801077,0.52271156,0.18148868,0.00564383,1.19226987
-5.62781391,2.57629425,0.03368886,0.31183133,1.35498518,0.87131948,0.50975903,0.17536816,0.00561414,1.17892890
-5.62181091,2.56785859,0.03345589,0.30968371,1.36747256,0.87834745,0.49907144,0.17014156,0.00560448,1.17182668
-5.61580790,2.56963434,0.03330796,0.30705279,1.38359138,0.88928194,0.49067435,0.16588872,0.00561529,1.17110234
-5.60980490,2.58182219,0.03324836,0.30402596,1.40311098,0.90423156,0.48453064,0.16266674,0.00564658,1.17673042
-5.60380190,2.60436738,0.03327569,0.30069670,1.42568398,0.92322560,0.48054534,0.16050981,0.00569796,1.18852593
-5.59779890,2.63697311,0.03338414,0.29716440,1.45085847,0.94621594,0.47857232,0.15942984,0.00576870,1.20615442
-5.59179590,2.67912180,0.03356393,0.29353421,1.47809376,0.97308146,0.47842246,0.15941777,0.00585781,1.22914657
-5.58579290,2.73010329,0.03380191,0.28991699,1.50677898,1.00363467,0.47987297,0.16044533,0.00596417,1.25691694
-5.57978989,2.78904867,0.03408235,0.28642912,1.53625395,1.03763038,0.48267752,0.16246742,0.00608657,1.28878589
-5.57378689,2.85496826,0.03438773,0.28319235,1.56583137,1.07477590,0.48657676,0.16542470,0.00622383,1.32400408
-5.56778389,2.92679181,0.03469963,0.28033324,1.59481961,1.11474247,0.49130868,0.16924651,0.00637488,1.36177822
-5.56178089,3.00340936,0.03499961,0.27798240,1.62254510,1.15717710,0.49661852,0.17385377,0.00653882,1.40129746
-5.55577789,3.08371063,0.03527002,0.27627334,1.64837364,1.20171455,0.50226783,0.17916184,0.00671501,1.44175892
-5.54977489,3.16662137,0.03549474,0.27534079,1.67172959,1.24798856,0.50804212,0.18508323,0.00690304,1.48239174
-5.54377189,3.25113487,0.03565977,0.27531867,1.69211243,1.29564198,0.51375715,0.19152991,0.00710280,1.52247843
-5.53776888,3.33633754,0.03575375,0.27633749,1.70911002,1.34433523,0.51926325,0.19841532,0.00731440,1.56137286
-5.53176588,3.42142719,0.03576817,0.27852137,1.72240816,1.39375267,0.52444792,0.20565585,0.00753817,1.59851420
-5.52576288,3.50572376,0.03569758,0.28198461,1.73179609,1.44360655,0.52923635,0.21317192,0.00777457,1.63343646
-5.51975988,3.58867201,0.03553949,0.28682806,1.73716800,1.49363847,0.53359013,0.22088845,0.00802407,1.66577329
-5.51375688,3.66983655,0.03529423,0.29313525,1.73852052,1.54361836,0.53750423,0.22873498,0.00828708,1.69525815
-5.50775388,3.74888994,0.03496460,0.30096855,1.73594653,1.59334109,0.54100244,0.23664530,0.00856384,1.72172014
-5.50175088,3.82559474,0.03455547,0.31036553,1.72962571,1.64262105,0.54413168,0.24455686,0.00885423,1.74507589
-5.49574787,3.89978129,0.03407331,0.32133558,1.71981245,1.69128527,0.54695544,0.25240987,0.00915773,1.76531823
-5.48974487,3.97132252,0.03352566,0.33385716,1.70682179,1.73916553,0.54954684,0.26014635,0.00947329,1.78250249
-5.48374187,4.04010798,0.03292063,0.34787573,1.69101410,1.78609023,0.55198163,0.26770923,0.00979924,1.79673127
-5.47773887,4.10601878,0.03226643,0.36330257,1.67277947,1.83187671,0.55433159,0.27504148,0.01013325,1.80813878
-5.47173587,4.16890537,0.03157096,0.38001471,1.65252237,1.87632470,0.55665877,0.28208565,0.01047231,1.81687554
-5.46573287,4.22856984,0.03084150,0.39785590,1.63064747,1.91921149,0.55901064,0.28878356,0.01081278,1.82309458
-5.45972986,4.28475393,0.03008444,0.41663884,1.60754718,1.96028955,0.56141670,0.29507657,0.01115040,1.82693966
-5.45372686,4.33713390,0.02930523,0.43614865,1.58359142,1.99928674,0.56388646,0.30090609,0.01148044,1.82853630
-5.44772386,4.38532265,0.02850830,0.45614742,1.55911991,2.03590952,0.56640905,0.30621464,0.01179779,1.82798596
-5.44172086,4.42887912,0.02769713,0.47637989,1.53443723,2.06984904,0.56895419,0.31094723,0.01209719,1.82536360
-5.43571786,4.46732445,0.02687444,0.49657984,1.50981059,2.10079002,0.57147468,0.31505305,0.01237337,1.82071844
-5.42971486,4.50016398,0.02604236,0.51647727,1.48547009,2.12842191,0.57390997,0.31848743,0.01262126,1.81407785
-5.42371186,4.52691359,0.02520268,0.53580580,1.46161116,2.15245181,0.57619066,0.32121378,0.01283624,1.80545382
-5.41770885,4.54712875,0.02435708,0.55431013,1.43839876,2.17261836,0.57824356,0.32320562,0.01301427,1.79485130
-5.41170585,4.56043425,0.02350738,0.57175318,1.41597275,2.18870575,0.57999702,0.32444832,0.01315214,1.78227781
-5.40570285,4.56655266,0.02265572,0.58792257,1.39445385,2.20055701,0.58138607,0.32494061,0.01324756,1.76775347
-5.39969985,4.56532942,0.02180474,0.60263615,1.37394960,2.20808554,0.58235717,0.32469560,0.01329930,1.75132060
-5.39369685,4.55675290,0.02095761,0.61574631,1.35455982,2.21128420,0.58287223,0.32374130,0.01330723,1.73305220
-5.38769385,4.54096786,0.02011811,0.62714281,1.33638112,2.21023116,0.58291161,0.32212057,0.01327235,1.71305863
-5.38169085,4.51828120,0.01929050,0.63675410,1.31951003,2.20509205,0.58247603,0.31989040,0.01319673,1.69149194
-5.37568784,4.48915963,0.01847945,0.64454694,1.30404468,2.19611805,0.58158729,0.31712068,0.01308343,1.66854762
-5.36968484,4.45421886,0.01768987,0.65052454,1.29008493,2.18363985,0.58028778,0.31389227,0.01293636,1.64446346
-5.36368184,4.41420511,0.01692666,0.65472318,1.27773099,2.16805776,0.57863887,0.31029472,0.01276009,1.61951575
-5.35767884,4.36996979,0.01619446,0.65720771,1.26708081,2.14982826,0.57671834,0.30642355,0.01255966,1.59401282
-5.35167584,4.32243861,0.01549748,0.65806609,1.25822651,2.12944767,0.57461703,0.30237733,0.01234034,1.56828658
-5.34567284,4.27257711,0.01483916,0.65740338,1.25125031,2.10743387,0.57243499,0.29825463,0.01210742,1.54268230
-5.33966983,4.22135424,0.01422206,0.65533556,1.24622019,2.08430678,0.57027726,0.29415106,0.01186601,1.51754737
-5.33366683,4.16970618,0.01364763,0.65198348,1.24318591,2.06056880,0.56824974,0.29015649,0.01162076,1.49321968
-5.32766383,4.11850215,0.01311613,0.64746742,1.24217555,2.03668605,0.56645510,0.28635259,0.01137581,1.47001610
-5.32166083,4.06851408,0.01262661,0.64190241,1.24319285,2.01307145,0.56498914,0.28281076,0.01113453,1.44822181
-5.31565783,4.02039138,0.01217689,0.63539461,1.24621559,1.99007032,0.56393764,0.27959062,0.01089952,1.42808085
-5.30965483,3.97464197,0.01176365,0.62803893,1.25119500,1.96794926,0.56337380,0.27673890,0.01067254,1.40978833
-5.30365183,3.93162011,0.01138260,0.61991782,1.25805603,1.94688859,0.56335621,0.27428901,0.01045448,1.39348450
-5.29764882,3.89152120,0.01102866,0.61110128,1.26669851,1.92697876,0.56392754,0.27226094,0.01024544,1.37925090
-5.29164582,3.85438334,0.01069621,0.60164791,1.27699882,1.90822060,0.56511366,0.27066181,0.01004481,1.36710857
-5.28564282,3.82009497,0.01037928,0.59160683,1.28881176,1.89052915,0.56692324,0.26948659,0.00985135,1.35701821
-5.27963982,3.78840776,0.01007191,0.58102013,1.30197249,1.87374095,0.56934771,0.26871930,0.00966335,1.34888215
-5.27363682,3.75895366,0.00976835,0.56992570,1.31629818,1.85762400,0.57236143,0.26833434,0.00947876,1.34254796
-5.26763382,3.73126497,0.00946332,0.55836003,1.33158926,1.84188997,0.57592210,0.26829793,0.00929536,1.33781335
-5.26163082,3.70479621,0.00915222,0.54636077,1.34763021,1.82620791,0.57997124,0.26856969,0.00911088,1.33443223
-5.25562781,3.67894683,0.00883131,0.53396884,1.36418990,1.81021894,0.58443488,0.26910412,0.00892313,1.33212165
-5.24962481,3.65308377,0.00849783,0.52122992,1.38102171,1.79355107,0.58922430,0.26985218,0.00873015,1.33056938
-5.24362181,3.62656334,0.00815008,0.50819524,1.39786367,1.77583391,0.59423707,0.27076263,0.00853025,1.32944211
-5.23761881,3.59875166,0.00778745,0.49492158,1.41443892,1.75671257,0.59935835,0.27178343,0.00832209,1.32839395
-5.23161581,3.56904373,0.00741036,0.48147074,1.43045701,1.73586036,0.60446259,0.27286301,0.00810475,1.32707527
-5.22561281,3.53688069,0.00702025,0.46790826,1.44561624,1.71299031,0.60941572,0.27395150,0.00787768,1.32514179
-5.21960980,3.50176549,0.00661942,0.45430193,1.45960752,1.68786490,0.61407790,0.27500185,0.00764077,1.32226369
-5.21360680,3.46327695,0.00621092,0.44071998,1.47211990,1.66030425,0.61830689,0.27597100,0.00739426,1.31813477
-5.20760380,3.42108233,0.00579840,0.42722927,1.48284787,1.63019245,0.62196198,0.27682091,0.00713873,1.31248145
-5.20160080,3.37494827,0.00538592,0.41389367,1.49150037,1.59748222,0.62490848,0.27751957,0.00687505,1.30507130
-5.19559780,3.32475031,0.00497778,0.40077269,1.49781125,1.56219767,0.62702257,0.27804196,0.00660436,1.29572114
-5.18959480,3.27048048,0.00457841,0.38792065,1.50155075,1.52443537,0.62819642,0.27837086,0.00632795,1.28430405
-5.18359180,3.21225303,0.00419215,0.37538618,1.50253744,1.48436365,0.62834322,0.27849751,0.00604729,1.27075530
-5.17758879,3.15030761,0.00382320,0.36321231,1.50064990,1.44222014,0.62740204,0.27842209,0.00576395,1.25507675
-5.17158579,3.08500980,0.00347543,0.35143700,1.49583747,1.39830768,0.62534205,0.27815389,0.00547957,1.23733939
-5.16558279,3.01684835,0.00315241,0.34009397,1.48812917,1.35298846,0.62216599,0.27771130,0.00519584,1.21768388
-5.15957979,2.94642905,0.00285725,0.32921385,1.47764022,1.30667668,0.61791252,0.27712137,0.00491450,1.19631881
-5.15357679,2.87446478,0.00259268,0.31882537,1.46457553,1.25982976,0.61265741,0.27641912,0.00463731,1.17351670
-5.14757379,2.80176193,0.00236098,0.30895660,1.44922961,1.21293824,0.60651322,0.27564648,0.00436604,1.14960770
-5.14157079,2.72920321,0.00216401,0.29963598,1.43198290,1.16651457,0.59962769,0.27485101,0.00410250,1.12497120
-5.13556778,2.65772737,0.00200329,0.29089310,1.41329420,1.12108126,0.59218058,0.27408434,0.00384851,1.10002552
-5.12956478,2.58830621,0.00187999,0.28275912,1.39368972,1.07715846,0.58437934,0.27340045,0.00360592,1.07521621
-5.12356178,2.52191996,0.00179504,0.27526685,1.37374888,1.03525154,0.57645352,0.27285394,0.00337659,1.05100329
-5.11755878,2.45953165,0.00174914,0.26845035,1.35408763,0.99583891,0.56864839,0.27249825,0.00316239,1.02784806
-5.11155578,2.40206166,0.00174284,0.26234421,1.33533998,0.95936060,0.56121785,0.27238405,0.00296519,1.00619988
-5.10555278,2.35036330,0.00177660,0.25698249,1.31813846,0.92620788,0.55441708,0.27255777,0.00278686,0.98648361
-5.09954977,2.30520050,0.00185078,0.25239735,1.30309453,0.89671430,0.54849508,0.27306045,0.00262921,0.96908807
-5.09354677,2.26722829,0.00196575,0.24861761,1.29077948,0.87114838,0.54368753,0.27392690,0.00249400,0.95435605
-5.08754377,2.23697679,0.00212181,0.24566708,1.28170683,0.84970815,0.54021003,0.27518510,0.00238287,0.94257600
-5.08154077,2.21483907,0.00231927,0.24356305,1.27631665,0.83251768,0.53825211,0.27685610,0.00229734,0.93397577
-5.07553777,2.20106310,0.00255839,0.24231478,1.27496234,0.81962559,0.53797199,0.27895401,0.00223874,0.92871837
-5.06953477,2.19574771,0.00283936,0.24192212,1.27790020,0.81100547,0.53949223,0.28148640,0.00220817,0.92689963
-5.06353177,2.19884239,0.00316225,0.24237443,1.28528184,0.80655803,0.54289639,0.28445472,0.00220646,0.92854782
-5.05752876,2.21015031,0.00352694,0.24364960,1.29714959,0.80611492,0.54822654,0.28785491,0.00223413,0.93362472
-5.05152576,2.22933431,0.00393308,0.24571350,1.31343474,0.80944368,0.55548173,0.29167788,0.00229132,0.94202801
-5.04552276,2.25592500,0.00437995,0.24851950,1.33395831,0.81625393,0.56461729,0.29591000,0.00237778,0.95359473
-5.03951976,2.28933050,0.00486644,0.25200847,1.35843435,0.82620415,0.57554491,0.30053329,0.00249281,0.96810525
-5.03351676,2.32884730,0.00539091,0.25610886,1.38647522,0.83890902,0.58813352,0.30552551,0.00263525,0.98528778
-5.02751376,2.37367177,0.00595109,0.26073719,1.41759885,0.85394704,0.60221082,0.31085990,0.00280347,1.00482301
-5.02151076,2.42291204,0.00654405,0.26579875,1.45123761,0.87086820,0.61756558,0.31650471,0.00299534,1.02634888
-5.01550775,2.47560012,0.00716607,0.27118856,1.48674860,0.88920165,0.63395060,0.32242253,0.00320826,1.04946532
-5.00950475,2.53070430,0.00781263,0.27679261,1.52342534,0.90846317,0.65108647,0.32856945,0.00343918,1.07373912
-5.00350175,2.58714191,0.00847836,0.28248943,1.56051068,0.92816259,0.66866606,0.33489418,0.00368465,1.09870896
-4.99749875,2.64379275,0.00915701,0.28815187,1.59721079,0.94781100,0.68635976,0.34133716,0.00394087,1.12389073
-4.99149575,2.69951345,0.00984153,0.29364918,1.63271031,0.96692789,0.70382162,0.34782988,0.00420375,1.14878342
-4.98549275,2.75315306,0.01052408,0.29884938,1.66618842,0.98504825,0.72069618,0.35429446,0.00446904,1.17287570
-4.97948974,2.80357003,0.01119617,0.30362182,1.69683571,1.00172965,0.73662602,0.36064357,0.00473239,1.19565322
-4.97348674,2.84965083,0.01184876,0.30783993,1.72387161,1.01655937,0.75125995,0.36678090,0.00498950,1.21660697
-4.96748374,2.89033002,0.01247248,0.31138413,1.74656214,1.02916153,0.76426152,0.37260205,0.00523619,1.23524241
-4.96148074,2.92461172,0.01305779,0.31414475,1.76423751,1.03920424,0.77531783,0.37799614,0.00546857,1.25108949
-4.95547774,2.95159194,0.01359524,0.31602489,1.77630909,1.04640655,0.78414819,0.38284787,0.00568309,1.26371327
-4.94947474,2.97048127,0.01407572,0.31694315,1.78228528,1.05054525,0.79051234,0.38704018,0.00587672,1.27272481
-4.94347174,2.98062713,0.01449076,0.31683609,1.78178564,1.05146106,0.79421804,0.39045738,0.00604697,1.27779208
-4.93746873,2.98153481,0.01483272,0.31566024,1.77455278,1.04906427,0.79512747,0.39298864,0.00619198,1.27865028
-4.93146573,2.97288619,0.01509513,0.31339374,1.76046138,1.04333936,0.79316235,0.39453166,0.00631061,1.27511129
-4.92546273,2.95455530,0.01527285,0.31003730,1.73952391,1.03434841,0.78830731,0.39499651,0.00640240,1.26707154
-4.91945973,2.92661989,0.01536235,0.30561460,1.71189277,1.02223313,0.78061139,0.39430930,0.00646761,1.25451807
-4.91345673,2.88936799,0.01536178,0.30017195,1.67785847,1.00721513,0.77018760,0.39241558,0.00650717,1.23753229
-4.90745373,2.84329909,0.01527114,0.29377731,1.63784395,0.98959437,0.75721029,0.38928336,0.00652265,1.21629112
-4.90145073,2.78911934,0.01509228,0.28651862,1.59239512,0.96974563,0.74191063,0.38490550,0.00651612,1.19106536
-4.89544772,2.72773085,0.01482891,0.27850153,1.54216784,0.94811299,0.72457016,0.37930138,0.00649015,1.16221533
-4.88944472,2.66021489,0.01448648,0.26984666,1.48791196,0.92520220,0.70551269,0.37251775,0.00644760,1.13018368
-4.88344172,2.58780971,0.01407206,0.26068634,1.43045278,0.90157125,0.68509497,0.36462871,0.00639156,1.09548570
-4.87743872,2.51188328,0.01359414,0.25116122,1.37067092,0.87781921,0.66369637,0.35573479,0.00632519,1.05869746
-4.87143572,2.43390204,0.01306234,0.24141659,1.30948101,0.85457347,0.64170809,0.34596104,0.00625162,1.02044215
-4.86543272,2.35539643,0.01248717,0.23159883,1.24781032,0.83247600,0.61952225,0.33545436,0.00617381,0.98137507
-4.85942971,2.27792439,0.01187967,0.22185189,1.18657775,0.81216859,0.59752132,0.32438006,0.00609446,0.94216793
-4.85342671,2.20303401,0.01125111,0.21231408,1.12667407,0.79427779,0.57606838,0.31291770,0.00601591,0.90349285
-4.84742371,2.13222634,0.01061266,0.20311517,1.06894386,0.77939964,0.55549829,0.30125647,0.00594009,0.86600660
-4.84142071,2.06691944,0.00997507,0.19437397,1.01416956,0.76808487,0.53611032,0.28959024,0.00586845,0.83033563
-4.83541771,2.00841478,0.00934839,0.18619628,0.96305797,0.76082467,0.51816221,0.27811239,0.00580195,0.79706214
-4.82941471,1.95786654,0.00874170,0.17867338,0.91622934,0.75803756,0.50186588,0.26701065,0.00574104,0.76671161
-4.82341171,1.91625476,0.00816294,0.17188099,0.87420887,0.76005757,0.48738476,0.25646209,0.00568573,0.73974193
-4.81740870,1.88436255,0.00761875,0.16587860,0.83742080,0.76712403,0.47483260,0.24662846,0.00563554,0.71653440
-4.81140570,1.86275798,0.00711435,0.16070923,0.80618451,0.77937328,0.46427378,0.23765195,0.00558965,0.69738645
-4.80540270,1.85178061,0.00665352,0.15639947,0.78071262,0.79683230,0.45572476,0.22965153,0.00554690,0.68250636
-4.79939970,1.85153292,0.00623858,0.15295975,0.76111073,0.81941460,0.44915664,0.22271994,0.00550587,0.67200970
-4.79339670,1.86187651,0.00587048,0.15038484,0.74737842,0.84691840,0.44449836,0.21692148,0.00546498,0.66591755
-4.78739370,1.88243318,0.00554887,0.14865440,0.73941139,0.87902717,0.44164059,0.21229055,0.00542258,0.66415645
-4.78139070,1.91259053,0.00527226,0.14773366,0.73700452,0.91531261,0.44043987,0.20883096,0.00537697,0.66655995
-4.77538769,1.95151232,0.00503813,0.14757415,0.73985582,0.95524011,0.44072298,0.20651616,0.00532653,0.67287171
-4.76938469,1.99815309,0.00484317,0.14811449,0.74757117,0.99817661,0.44229138,0.20529014,0.00526972,0.68275025
-4.76338169,2.05127728,0.00468341,0.14928120,0.75967012,1.04340089,0.44492559,0.20506918,0.00520520,0.69577518
-4.75737869,2.10948236,0.00455443,0.15098971,0.77559264,1.09011611,0.44838960,0.20574429,0.00513182,0.71145502
-4.75137569,2.17122606,0.00445155,0.15314543,0.79470733,1.13746456,0.45243511,0.20718426,0.00504867,0.72923656
-4.74537269,2.23485720,0.00436997,0.15564502,0.81632099,1.18454434,0.45680594,0.20923926,0.00495508,0.74851578
-4.73936968,2.29865001,0.00430494,0.15837789,0.83968987,1.23042772,0.46124234,0.21174499,0.00485066,0.76865024
-4.73336668,2.36084116,0.00425192,0.16122800,0.86403263,1.27418090,0.46548547,0.21452712,0.00473529,0.78897281
-4.72736368,2.41966916,0.00420662,0.16407588,0.88854504,1.31488465,0.46928204,0.21740600,0.00460910,0.80880661
-4.72136068,2.47341520,0.00416516,0.16680092,0.91241625,1.35165550,0.47238908,0.22020153,0.00447246,0.82748078
-4.71535768,2.52044447,0.00412412,0.16928395,0.93484644,1.38366680,0.47457883,0.22273804,0.00432598,0.84434690
-4.70935468,2.55924701,0.00408054,0.17141000,0.95506533,1.41016921,0.47564382,0.22484902,0.00417050,0.85879547
-4.70335168,2.58847674,0.00403201,0.17307112,0.97235116,1.43050979,0.47540178,0.22638161,0.00400702,0.87027202
-4.69734867,2.60698756,0.00397666,0.17416928,0.98604947,1.44414934,0.47370055,0.22720074,0.00383673,0.87829236
-4.69134567,2.61386522,0.00391313,0.17461918,0.99559093,1.45067712,0.47042254,0.22719271,0.00366096,0.88245637
-4.68534267,2.60845370,0.00384059,0.17435076,1.00050762,1.44982259,0.46548877,0.22626817,0.00348114,0.88245971
-4.67933967,2.59037510,0.00375868,0.17331150,1.00044697,1.44146350,0.45886212,0.22436442,0.00329884,0.87810325
-4.67333667,2.55954214,0.00366752,0.17146819,0.99518277,1.42563023,0.45054969,0.22144690,0.00311566,0.86929938
-4.66733367,2.51616265,0.00356763,0.16880820,0.98462276,1.40250577,0.44060412,0.21750984,0.00293329,0.85607533
-4.66133067,2.46073569,0.00345989,0.16534015,0.96881235,1.37242163,0.42912365,0.21257613,0.00275343,0.83857303
-4.65532766,2.39403936,0.00334551,0.16109392,0.94793436,1.33584943,0.41625089,0.20669623,0.00257779,0.81704562
-4.64932466,2.31711062,0.00322594,0.15612003,0.92230467,1.29338862,0.40217034,0.19994647,0.00240807,0.79185070
-4.64332166,2.23121781,0.00310287,0.15048838,0.89236416,1.24575060,0.38710447,0.19242649,0.00224593,0.76344059
