energy_ev,total_up,Cd_p_up,Cd_d_up,N_s_up,N_p_up,S_s_up,S_p_up,Ti_p_up,Ti_d_up
-5.70585293,1.10441089,0.15563696,0.14957499,0.02652201,0.03879297,0.01973959,0.55781389,0.36396953,0.16350926
-5.69984992,1.16839732,0.16373648,0.15400953,0.02758332,0.04009905,0.02150754,0.59459382,0.37700450,0.17971376
-5.69384692,1.23683204,0.17323609,0.15870693,0.02865757,0.04163812,0.02335759,0.63403079,0.39144596,0.19666832
-5.68784392,1.30974106,0.18430391,0.16369582,0.02974474,0.04344577,0.02527758,0.67611924,0.40747334,0.21424097
-5.68184092,1.38703464,0.19708613,0.16899648,0.03084389,0.04555315,0.02725266,0.72078813,0.42523796,0.23227537
-5.67583792,1.46849154,0.21169834,0.17461860,0.03195308,0.04798515,0.02926543,0.76789266,0.44485289,0.25059222
-5.66983492,1.55374690,0.22821716,0.18055932,0.03306928,0.05075880,0.03129612,0.81720806,0.46638347,0.26899148
-5.66383192,1.64228443,0.24667251,0.18680176,0.03418827,0.05388172,0.03332292,0.86842552,0.48983886,0.28725551
-5.65782891,1.73343347,0.26704084,0.19331406,0.03530467,0.05735083,0.03532239,0.92115079,0.51516503,0.30515297
-5.65182591,1.82637112,0.28923978,0.20004884,0.03641186,0.06115141,0.03726995,0.97490547,0.54223942,0.32244340
-5.64582291,1.92012991,0.31312441,0.20694338,0.03750208,0.06525650,0.03914035,1.02913138,0.57086783,0.33888244
-5.63981991,2.01361074,0.33848561,0.21392016,0.03856643,0.06962664,0.04090834,1.08319775,0.60078350,0.35422737
-5.63381691,2.10560121,0.36505054,0.22088812,0.03959498,0.07421018,0.04254916,1.13641140,0.63164885,0.36824300
-5.62781391,2.19479871,0.39248557,0.22774437,0.04057687,0.07894398,0.04403922,1.18802969,0.66305977,0.38070745
-5.62181091,2.27983806,0.42040170,0.23437634,0.04150043,0.08375457,0.04535658,1.23727594,0.69455263,0.39141792
-5.61580790,2.35932275,0.44836233,0.24066439,0.04235338,0.08855986,0.04648156,1.28335698,0.72561388,0.40019595
-5.60980490,2.43185904,0.47589345,0.24648480,0.04312297,0.09327111,0.04739713,1.32548234,0.75569200,0.40689223
-5.60380190,2.49609205,0.50249575,0.25171296,0.04379623,0.09779545,0.04808935,1.36288463,0.78421164,0.41139061
-5.59779890,2.55074247,0.52765846,0.25622675,0.04436023,0.10203850,0.04854766,1.39484028,0.81058929,0.41361129
-5.59179590,2.59464295,0.55087437,0.25991003,0.04480234,0.10590734,0.04876508,1.42069024,0.83425032,0.41351302
-5.58579290,2.62677292,0.57165548,0.26265609,0.04511059,0.10931340,0.04873837,1.43985963,0.85464638,0.41109422
-5.57978989,2.64629041,0.58954870,0.26437091,0.04527393,0.11217543,0.04846800,1.45187593,0.87127294,0.40639308
-5.57378689,2.65256003,0.60415089,0.26497626,0.04528266,0.11442230,0.04795816,1.45638474,0.88368594,0.39948653
-5.56778389,2.64517572,0.61512270,0.26441232,0.04512871,0.11599542,0.04721656,1.45316269,0.89151707,0.39048825
-5.56178089,2.62397767,0.62220052,0.26264000,0.04480606,0.11685092,0.04625423,1.44212692,0.89448700,0.37954571
-5.55577789,2.58906237,0.62520604,0.25964257,0.04431100,0.11696128,0.04508525,1.42334068,0.89241599,0.36683642
-5.54977489,2.54078567,0.62405311,0.25542680,0.04364245,0.11631641,0.04372639,1.39701473,0.88523133,0.35256347
-5.54377189,2.47975839,0.61875138,0.25002339,0.04280222,0.11492420,0.04219675,1.36350465,0.87297151,0.33695068
-5.53776888,2.40683477,0.60940680,0.24348669,0.04179510,0.11281040,0.04051735,1.32330394,0.85578664,0.32023732
-5.53176588,2.32309401,0.59621887,0.23589389,0.04062907,0.11001799,0.03871071,1.27703313,0.83393542,0.30267277
-5.52576288,2.22981576,0.57947482,0.22734333,0.03931519,0.10660590,0.03680041,1.22542558,0.80777854,0.28451117
-5.51975988,2.12845033,0.55954099,0.21795247,0.03786758,0.10264730,0.03481066,1.16931021,0.77776901,0.26600637
-5.51375688,2.02058484,0.53685195,0.20785518,0.03630323,0.09822750,0.03276589,1.10959198,0.74443974,0.24740717
-5.50775388,1.90790662,0.51189769,0.19719864,0.03464171,0.09344149,0.03069033,1.04723098,0.70838908,0.22895310
-5.50175088,1.79216510,0.48520959,0.18614004,0.03290482,0.08839131,0.02860768,0.98322065,0.67026471,0.21087078
-5.49574787,1.67513367,0.45734575,0.17484301,0.03111615,0.08318332,0.02654073,0.91856618,0.63074683,0.19337095
-5.48974487,1.55857273,0.42887615,0.16347401,0.02930064,0.07792549,0.02451109,0.85426366,0.59053111,0.17664618
-5.48374187,1.44419509,0.40036838,0.15219882,0.02748396,0.07272480,0.02253890,0.79128070,0.55031215,0.16086931
-5.47773887,1.33363467,0.37237428,0.14117925,0.02569206,0.06768484,0.02064267,0.73053903,0.51076794,0.14619253
-5.47173587,1.22841929,0.34541780,0.13057000,0.02395055,0.06290361,0.01883905,0.67289949,0.47254582,0.13274709
-5.46573287,1.12994797,0.31998461,0.12051599,0.02228417,0.05847168,0.01714276,0.61914964,0.43625032,0.12064350
-5.45972986,1.03947286,0.29651334,0.11115010,0.02071629,0.05447064,0.01556650,0.56999407,0.40243305,0.10997220
-5.45372686,0.95808603,0.27538874,0.10259123,0.01926847,0.05097182,0.01412093,0.52604732,0.37158468,0.10080452
-5.44772386,0.88671053,0.25693654,0.09494290,0.01795999,0.04803543,0.01281465,0.48782937,0.34412921,0.09319385
-5.44172086,0.82609553,0.24142007,0.08829227,0.01680758,0.04570982,0.01165426,0.45576316,0.32042012,0.08717686
-5.43571786,0.77681488,0.22903835,0.08270955,0.01582508,0.04403115,0.01064444,0.43017411,0.30073841,0.08277476
-5.42971486,0.73926847,0.21992552,0.07824771,0.01502333,0.04302314,0.00978804,0.41129096,0.28529217,0.07999440
-5.42371186,0.71368578,0.21415141,0.07494262,0.01440994,0.04269709,0.00908616,0.39924776,0.27421749,0.07882921
-5.41770885,0.70013108,0.21172296,0.07281336,0.01398936,0.04305199,0.00853832,0.39408658,0.26758034,0.07925988
-5.41170585,0.69850964,0.21258650,0.07186273,0.01376280,0.04407477,0.00814252,0.39576071,0.26537920,0.08125485
-5.40570285,0.70857488,0.21663054,0.07207805,0.01372841,0.04574070,0.00789541,0.40413811,0.26754827,0.08477056
-5.39969985,0.72993586,0.22368925,0.07343193,0.01388137,0.04801383,0.00779239,0.41900504,0.27396103,0.08975139
-5.39369685,0.76206543,0.23354631,0.07588330,0.01421414,0.05084761,0.00782773,0.44006985,0.28443417,0.09612963
-5.38769385,0.80430889,0.24593935,0.07937845,0.01471672,0.05418558,0.00799462,0.46696705,0.29873168,0.10382519
-5.38169085,0.85589335,0.26056495,0.08385223,0.01537697,0.05796231,0.00828537,0.49926168,0.31656933,0.11274549
-5.37568784,0.91593814,0.27708418,0.08922926,0.01618094,0.06210434,0.00869137,0.53645438,0.33761941,0.12278535
-5.36968484,0.98346660,0.29512875,0.09542536,0.01711331,0.06653149,0.00920328,0.57798718,0.36151593,0.13382714
-5.36368184,1.05741933,0.31430784,0.10234897,0.01815776,0.07115819,0.00981105,0.62325034,0.38786038,0.14574123
-5.35767884,1.13666933,0.33421551,0.10990280,0.01929746,0.07589507,0.01050402,0.67159035,0.41622802,0.15838682
-5.35167584,1.22003898,0.35443871,0.11798546,0.02051542,0.08065074,0.01127100,0.72231919,0.44617482,0.17161319
-5.34567284,1.30631892,0.37456570,0.12649327,0.02179501,0.08533366,0.01210037,0.77472492,0.47724508,0.18526141
-5.33966983,1.39428862,0.39419473,0.13532211,0.02312030,0.08985408,0.01298019,0.82808348,0.50897957,0.19916657
-5.33366683,1.48273816,0.41294277,0.14436926,0.02447646,0.09412614,0.01389830,0.88167142,0.54092416,0.21316035
-5.32766383,1.57049084,0.43045405,0.15353529,0.02585006,0.09806977,0.01484244,0.93477948,0.57263864,0.22707408
-5.32166083,1.65642585,0.44640808,0.16272577,0.02722934,0.10161265,0.01580040,0.98672632,0.60370560,0.24074205
-5.31565783,1.73950023,0.46052679,0.17185295,0.02860436,0.10469189,0.01676016,1.03687219,0.63373896,0.25400489
-5.30965483,1.81876924,0.47258061,0.18083715,0.02996713,0.10725554,0.01771002,1.08463189,0.66239192,0.26671318
-5.30365183,1.89340439,0.48239316,0.18960793,0.03131156,0.10926369,0.01863877,1.12948648,0.68936392,0.27873078
-5.29764882,1.96270820,0.48984431,0.19810495,0.03263344,0.11068931,0.01953581,1.17099320,0.71440625,0.28993797
-5.29164582,2.02612498,0.49487152,0.20627844,0.03393024,0.11151860,0.02039136,1.20879326,0.73732617,0.30023415
-5.28564282,2.08324727,0.49746925,0.21408933,0.03520086,0.11175099,0.02119653,1.24261687,0.75798916,0.30954003
-5.27963982,2.13381735,0.49768664,0.22150903,0.03644539,0.11139862,0.02194347,1.27228549,0.77631919,0.31779910
-5.27363682,2.17772387,0.49562338,0.22851874,0.03766472,0.11048550,0.02262552,1.29771100,0.79229700,0.32497836
-5.26763382,2.21499372,0.49142409,0.23510857,0.03886021,0.10904623,0.02323724,1.31889190,0.80595638,0.33106832
-5.26163082,2.24577951,0.48527132,0.24127630,0.04003335,0.10712447,0.02377455,1.33590672,0.81737867,0.33608211
-5.25562781,2.27034329,0.47737765,0.24702597,0.04118539,0.10477117,0.02423475,1.34890484,0.82668566,0.34005388
-5.24962481,2.28903735,0.46797714,0.25236636,0.04231711,0.10204256,0.02461657,1.35809547,0.83403135,0.34303649
-5.24362181,2.30228312,0.45731652,0.25730943,0.04342856,0.09899816,0.02492018,1.36373506,0.83959288,0.34509862
-5.23761881,2.31054923,0.44564666,0.26186881,0.04451891,0.09569882,0.02514717,1.36611402,0.84356121,0.34632143
-5.23161581,2.31432978,0.43321438,0.26605850,0.04558642,0.09220475,0.02530052,1.36554336,0.84613205,0.34679498
-5.22561281,2.31412407,0.42025535,0.26989168,0.04662839,0.08857389,0.02538455,1.36234195,0.84749739,0.34661456
-5.21960980,2.31041859,0.40698792,0.27337988,0.04764130,0.08486038,0.02540478,1.35682505,0.84783832,0.34587706
-5.21360680,2.30367222,0.39360845,0.27653240,0.04862097,0.08111343,0.02536786,1.34929466,0.84731927,0.34467766
-5.20760380,2.29430509,0.38028798,0.27935614,0.04956273,0.07737642,0.02528139,1.34003217,0.84608415,0.34310691
-5.20160080,2.28269166,0.36717049,0.28185561,0.05046170,0.07368642,0.02515373,1.32929341,0.84425445,0.34124836
-5.19559780,2.26915793,0.35437257,0.28403338,0.05131305,0.07007398,0.02499384,1.31730651,0.84192935,0.33917684
-5.18959480,2.25398262,0.34198447,0.28589064,0.05211225,0.06656326,0.02481096,1.30427217,0.83918772,0.33695739
-5.18359180,2.23740202,0.33007232,0.28742801,0.05285531,0.06317240,0.02461444,1.29036637,0.83609189,0.33464488
-5.17758879,2.21961765,0.31868120,0.28864643,0.05353897,0.05991417,0.02441342,1.27574497,0.83269264,0.33228434
-5.17158579,2.20080611,0.30783901,0.28954809,0.05416084,0.05679668,0.02421655,1.26054975,0.82903522,0.32991179
-5.16558279,2.18113005,0.29756057,0.29013726,0.05471945,0.05382435,0.02403171,1.24491530,0.82516566,0.32755560
-5.15957979,2.16074932,0.28785191,0.29042103,0.05521432,0.05099877,0.02386575,1.22897611,0.82113696,0.32523817
-5.15357679,2.13983135,0.27871426,0.29040986,0.05564584,0.04831964,0.02372421,1.21287317,0.81701467,0.32297779
-5.14757379,2.11855994,0.27014769,0.29011789,0.05601521,0.04578563,0.02361113,1.19675956,0.81288124,0.32079057
-5.14157079,2.09714153,0.26215402,0.28956296,0.05632423,0.04339510,0.02352886,1.18080441,0.80883879,0.31869222
-5.13556778,2.07580865,0.25473897,0.28876640,0.05657516,0.04114668,0.02347794,1.16519496,0.80501004,0.31669966
-5.12956478,2.05482002,0.24791339,0.28775255,0.05677050,0.03903970,0.02345707,1.15013627,0.80153709,0.31483221
-5.12356178,2.03445727,0.24169358,0.28654799,0.05691275,0.03707443,0.02346308,1.13584876,0.79857814,0.31311237
-5.11755878,2.01501850,0.23610068,0.28518065,0.05700425,0.03525211,0.02349107,1.12256329,0.79630211,0.31156616
-5.11155578,1.99680884,0.23115929,0.28367871,0.05704697,0.03357489,0.02353452,1.11051441,0.79488152,0.31022291
-5.10555278,1.98012889,0.22689533,0.28206948,0.05704242,0.03204554,0.02358559,1.09993183,0.79448389,0.30911462
-5.09954977,1.96526149,0.22333345,0.28037823,0.05699153,0.03066707,0.02363535,1.09103085,0.79526226,0.30827493
-5.09354677,1.95245783,0.22049417,0.27862708,0.05689461,0.02944232,0.02367415,1.08400221,0.79734523,0.30773775
-5.08754377,1.94192392,0.21839084,0.27683404,0.05675138,0.02837346,0.02369203,1.07900213,0.80082725,0.30753570
-5.08154077,1.93380816,0.21702683,0.27501223,0.05656101,0.02746151,0.02367907,1.07614317,0.80575979,0.30769852
-5.07553777,1.92819116,0.21639307,0.27316931,0.05632221,0.02670589,0.02362582,1.07548662,0.81214387,0.30825150
-5.06953477,1.92507844,0.21646612,0.27130727,0.05603340,0.02610404,0.02352370,1.07703698,0.81992462,0.30921421
-5.06353177,1.92439696,0.21720700,0.26942243,0.05569289,0.02565122,0.02336533,1.08073910,0.82898827,0.31059951
-5.05752876,1.92599566,0.21856082,0.26750589,0.05529902,0.02534028,0.02314487,1.08647830,0.83916193,0.31241311
-5.05152576,1.92965061,0.22045742,0.26554424,0.05485046,0.02516177,0.02285824,1.09408381,0.85021628,0.31465367
-5.04552276,1.93507468,0.22281281,0.26352062,0.05434638,0.02510401,0.02250332,1.10333534,0.86187141,0.31731348
-5.03951976,1.94193144,0.22553167,0.26141608,0.05378668,0.02515343,0.02208004,1.11397299,0.87380540,0.32037988
-5.03351676,1.94985299,0.22851052,0.25921116,0.05317227,0.02529499,0.02159041,1.12570976,0.88566564,0.32383714
-5.02751376,1.95846088,0.23164160,0.25688770,0.05250523,0.02551267,0.02103850,1.13824646,0.89708218,0.32766905
-5.02151076,1.96738906,0.23481727,0.25443070,0.05178905,0.02579014,0.02043024,1.15128814,0.90768277,0.33186175
-5.01550775,1.97630789,0.23793458,0.25183020,0.05102875,0.02611136,0.01977333,1.16456128,0.91710866,0.33640691
-5.00950475,1.98494771,0.24089990,0.24908310,0.05023104,0.02646126,0.01907691,1.17783076,0.92503060,0.34130484
-5.00350175,1.99312062,0.24363325,0.24619469,0.04940438,0.02682636,0.01835134,1.19091562,0.93116401,0.34656751
-4.99749875,2.00073909,0.24607210,0.24317997,0.04855900,0.02719537,0.01760785,1.20370270,0.93528271,0.35222099
-4.99149575,2.00782998,0.24817452,0.24006445,0.04770683,0.02755960,0.01685821,1.21615703,0.93723027,0.35830726
-4.98549275,2.01454283,0.24992124,0.23688446,0.04686134,0.02791336,0.01611440,1.22832831,0.93692840,0.36488509
-4.97948974,2.02115143,0.25131674,0.23368693,0.04603734,0.02825410,0.01538828,1.24035277,0.93438186,0.37202970
-4.97348674,2.02804813,0.25238903,0.23052840,0.04525062,0.02858250,0.01469123,1.25244990,0.92967946,0.37983123
-4.96748374,2.03573042,0.25318830,0.22747356,0.04451753,0.02890226,0.01403388,1.26491398,0.92299102,0.38839175
-4.96148074,2.04478028,0.25378430,0.22459298,0.04385450,0.02921991,0.01342584,1.27810047,0.91456041,0.39782100
-4.95547774,2.05583655,0.25426273,0.22196042,0.04327743,0.02954431,0.01287543,1.29240771,0.90469479,0.40823073
-4.94947474,2.06956169,0.25472065,0.21964962,0.04280108,0.02988610,0.01238952,1.30825462,0.89375071,0.41972806
-4.94347174,2.08660424,0.25526130,0.21773078,0.04243839,0.03025713,0.01197334,1.32605543,0.88211763,0.43240785
-4.93746873,2.10755881,0.25598843,0.21626687,0.04219987,0.03066971,0.01163037,1.34619274,0.87019974,0.44634472
-4.93146573,2.13292573,0.25700065,0.21531005,0.04209292,0.03113592,0.01136231,1.36899012,0.85839699,0.46158484
-4.92546273,2.16307259,0.25838594,0.21489826,0.04212133,0.03166699,0.01116901,1.39468604,0.84708634,0.47813822
-4.91945973,2.19819976,0.26021667,0.21505228,0.04228482,0.03227262,0.01104853,1.42341037,0.83660423,0.49597173
-4.91345673,2.23831227,0.26254550,0.21577351,0.04257876,0.03296053,0.01099721,1.45516509,0.82723117,0.51500350
-4.90745373,2.28319970,0.26540227,0.21704239,0.04299403,0.03373606,0.01100980,1.48981033,0.81917926,0.53509899
-4.90145073,2.33242566,0.26879207,0.21881791,0.04351706,0.03460194,0.01107962,1.52705689,0.81258330,0.55606927
-4.89544772,2.38532788,0.27269468,0.22103798,0.04413010,0.03555821,0.01119877,1.56646577,0.80749588,0.57767153
-4.88944472,2.44102941,0.27706532,0.22362091,0.04481164,0.03660231,0.01135838,1.60745528,0.80388682,0.59961224
-4.88344172,2.49846058,0.28183666,0.22646783,0.04553704,0.03772932,0.01154886,1.64931528,0.80164660,0.62155277
-4.87743872,2.55639125,0.28692200,0.22946600,0.04627929,0.03893228,0.01176024,1.69122844,0.80059390,0.64311752
-4.87143572,2.61347172,0.29221939,0.23249283,0.04700992,0.04020269,0.01198240,1.73229737,0.80048648,0.66390417
-4.86543272,2.66828063,0.29761647,0.23542050,0.04769997,0.04153100,0.01220543,1.77157650,0.80103485,0.68349577
-4.85942971,2.71937749,0.30299570,0.23812080,0.04832098,0.04290718,0.01241990,1.80810720,0.80191795,0.70147414
-4.85342671,2.76535737,0.30823974,0.24047014,0.04884603,0.04432126,0.01261713,1.84095447,0.80279985,0.71743401
-4.84742371,2.80490499,0.31323665,0.24235433,0.04925062,0.04576380,0.01278940,1.86924331,0.80334666,0.73099724
-4.84142071,2.83684569,0.31788456,0.24367292,0.04951352,0.04722633,0.01293021,1.89219321,0.80324278,0.74182648
-4.83541771,2.86019078,0.32209576,0.24434296,0.04961741,0.04870163,0.01303437,1.90914892,0.80220550,0.74963772
-4.82941471,2.87417511,0.32579978,0.24430192,0.04954943,0.05018389,0.01309810,1.91960616,0.79999755,0.75421097
-4.82341171,2.87828537,0.32894553,0.24350969,0.04930143,0.05166877,0.01311915,1.92323117,0.79643684,0.75539877
-4.81740870,2.87227781,0.33150238,0.24194964,0.04887007,0.05315328,0.01309669,1.91987316,0.79140319,0.75313201
-4.81140570,2.85618493,0.33346013,0.23962860,0.04825678,0.05463551,0.01303133,1.90956953,0.78484195,0.74742291
-4.80540270,2.83031129,0.33482808,0.23657595,0.04746741,0.05611433,0.01292500,1.89254356,0.77676440,0.73836497
-4.79939970,2.79521901,0.33563317,0.23284183,0.04651185,0.05758894,0.01278083,1.86919522,0.76724534,0.72613004
-4.79339670,2.75170413,0.33591759,0.22849465,0.04540348,0.05905844,0.01260298,1.84008573,0.75641814,0.71096268
-4.78739370,2.70076551,0.33573582,0.22361804,0.04415853,0.06052131,0.01239650,1.80591688,0.74446781,0.69317204
-4.78139070,2.64356809,0.33515152,0.21830752,0.04279542,0.06197502,0.01216712,1.76750642,0.73162254,0.67312185
-4.77538769,2.58140265,0.33423438,0.21266694,0.04133411,0.06341566,0.01192117,1.72576089,0.71814442,0.65121890
-4.76938469,2.51564409,0.33305720,0.20680503,0.03979545,0.06483771,0.01166537,1.68164725,0.70431985,0.62790059
-4.76338169,2.44771038,0.33169328,0.20083209,0.03820060,0.06623389,0.01140673,1.63616464,0.69045018,0.60362216
-4.75737869,2.37902387,0.33021433,0.19485714,0.03657061,0.06759527,0.01115248,1.59031761,0.67684296,0.57884412
-4.75137569,2.31097642,0.32868897,0.18898541,0.03492596,0.06891142,0.01091000,1.54509175,0.66380427,0.55402027
-4.74537269,2.24489967,0.32718175,0.18331641,0.03328634,0.07017079,0.01068678,1.50143250,0.65163216,0.52958693
-4.73936968,2.18204079,0.32575281,0.17794251,0.03167044,0.07136125,0.01049046,1.46022769,0.64061154,0.50595349
-4.73336668,2.12354432,0.32445796,0.17294803,0.03009585,0.07247066,0.01032877,1.42229398,0.63101018,0.48349469
-4.72736368,2.07043963,0.32334921,0.16840878,0.02857908,0.07348758,0.01020965,1.38836720,0.62307605,0.46254454
-4.72136068,2.02363366,0.32247546,0.16439200,0.02713549,0.07440203,0.01014119,1.35909622,0.61703547,0.44339212
-4.71535768,1.98390806,0.32188337,0.16095651,0.02577945,0.07520615,0.01013171,1.33503986,0.61309199,0.42627896
-4.70935468,1.95191962,0.32161803,0.15815307,0.02452425,0.07589491,0.01018974,1.31666621,0.61142569,0.41139798
-4.70335168,1.92820294,0.32172350,0.15602470,0.02338222,0.07646656,0.01032398,1.30435359,0.61219246,0.39889371
-4.69734867,1.91317406,0.32224295,0.15460697,0.02236465,0.07692309,0.01054324,1.29839242,0.61552318,0.38886352
-4.69134567,1.90713407,0.32321830,0.15392815,0.02148172,0.07727032,0.01085632,1.29898714,0.62152237,0.38135963
-4.68534267,1.91027164,0.32468943,0.15400908,0.02074237,0.07751790,0.01127183,1.30625781,0.63026625,0.37639159
-4.67933967,1.92266387,0.32669271,0.15486279,0.02015408,0.07767904,0.01179799,1.32024061,0.64180018,0.37392903
-4.67333667,1.94427500,0.32925915,0.15649388,0.01972265,0.07776993,0.01244233,1.34088725,0.65613538,0.37390443
-4.66733367,1.97495294,0.33241202,0.15889760,0.01945190,0.07780906,0.01321134,1.36806292,0.67324501,0.37621579
-4.66133067,2.01442375,0.33616419,0.16205878,0.01934336,0.07781627,0.01411018,1.40154315,0.69306007,0.38072915
-4.65532766,2.06228482,0.34051536,0.16595067,0.01939596,0.07781169,0.01514219,1.44100978,0.71546499,0.38728090
-4.64932466,2.11799729,0.34544922,0.17053373,0.01960572,0.07781456,0.01630858,1.48604667,0.74029368,0.39567990
-4.64332166,2.18087909,0.35093095,0.17575460,0.01996559,0.07784212,0.01760796,1.53613571,0.76732608,0.40570952
