energy_ev,total_up,C_s_up,C_p_up,S_s_up,S_p_up,Y_p_up,Y_d_up,Zn_p_up,Zn_d_up
-4.98549275,2.65885627,0.04545907,0.03021607,0.01525734,1.87694000,0.70540540,0.19862489,1.46502196,0.04821060
-4.97948974,2.74204915,0.04660256,0.03091524,0.01557173,1.93124119,0.73985030,0.20438239,1.48441400,0.05036340
-4.97348674,2.81824736,0.04764604,0.03150089,0.01581828,1.98055327,0.77275040,0.20973310,1.49922577,0.05240424
-4.96748374,2.88586901,0.04857436,0.03195610,0.01598982,2.02381093,0.80359120,0.21455752,1.50891799,0.05429558
-4.96148074,2.94341225,0.04937229,0.03226599,0.01608042,2.06000862,0.83186310,0.21873881,1.51302916,0.05600066
-4.95547774,2.98949959,0.05002492,0.03241835,0.01608568,2.08823061,0.85707379,0.22216645,1.51119090,0.05748462
-4.94947474,3.02291950,0.05051804,0.03240407,0.01600293,2.10767902,0.87876078,0.22473980,1.50314015,0.05871544
-4.94347174,3.04266380,0.05083854,0.03221757,0.01583139,2.11769876,0.89650381,0.22637139,1.48872790,0.05966495
-4.93746873,3.04795948,0.05097482,0.03185700,0.01557223,2.11779841,0.90993668,0.22698990,1.46792409,0.06030969
-4.93146573,3.03829389,0.05091719,0.03132440,0.01522866,2.10766647,0.91875801,0.22654261,1.44081879,0.06063164
-4.92546273,3.01343238,0.05065826,0.03062563,0.01480583,2.08718233,0.92274071,0.22499730,1.40761969,0.06061881
-4.91945973,2.97342775,0.05019326,0.02977024,0.01431073,2.05642165,0.92173956,0.22234353,1.36864613,0.06026567
-4.91345673,2.91862135,0.04952036,0.02877118,0.01375204,2.01565593,0.91569680,0.21859325,1.32432015,0.05957332
-4.90745373,2.84963571,0.04864086,0.02764439,0.01313991,1.96534650,0.90464519,0.21378063,1.27515481,0.05854951
-4.90145073,2.76735913,0.04755938,0.02640833,0.01248569,1.90613302,0.88870869,0.20796132,1.22174050,0.05720845
-4.89544772,2.67292282,0.04628390,0.02508342,0.01180163,1.83881710,0.86810035,0.20121099,1.16472968,0.05557040
-4.88944472,2.56767142,0.04482572,0.02369149,0.01110064,1.76434154,0.84311766,0.19362327,1.10482068,0.05366109
-4.88344172,2.45312809,0.04319931,0.02225512,0.01039592,1.68376611,0.81413538,0.18530727,1.04274104,0.05151102
-4.87743872,2.33095541,0.04142211,0.02079713,0.00970071,1.59824063,0.78159611,0.17638458,0.97923094,0.04915453
-4.87143572,2.20291345,0.03951413,0.01933997,0.00902800,1.50897628,0.74599890,0.16698609,0.91502725,0.04662892
-4.86543272,2.07081641,0.03749758,0.01790523,0.00839031,1.41721625,0.70788634,0.15724856,0.85084853,0.04397339
-4.85942971,1.93648939,0.03539635,0.01651319,0.00779940,1.32420643,0.66783060,0.14731117,0.78738135,0.04122802
-4.85342671,1.80172651,0.03323543,0.01518247,0.00726617,1.23116737,0.62641892,0.13731212,0.72526821,0.03843278
-4.84742371,1.66825162,0.03104037,0.01392970,0.00680044,1.13926793,0.58423902,0.12738542,0.66509721,0.03562652
-4.84142071,1.53768277,0.02883662,0.01276932,0.00641084,1.04960165,0.54186505,0.11765792,0.60739369,0.03284615
-4.83541771,1.41150124,0.02664896,0.01171343,0.00610468,0.96316616,0.49984446,0.10824666,0.55261376,0.03012582
-4.82941471,1.29102567,0.02450094,0.01077167,0.00588791,0.88084619,0.45868625,0.09925668,0.50113982,0.02749631
-4.82341171,1.17739189,0.02241431,0.00995124,0.00576501,0.80340031,0.41885092,0.09077925,0.45327794,0.02498448
-4.81740870,1.07153855,0.02040866,0.00925686,0.00573894,0.73145159,0.38074239,0.08289047,0.40925700,0.02261296
-4.81140570,0.97419839,0.01850096,0.00869087,0.00581109,0.66548208,0.34470202,0.07565049,0.36922953,0.02039992
-4.80540270,0.88589519,0.01670537,0.00825330,0.00598122,0.60583103,0.31100483,0.06910303,0.33327392,0.01835896
-4.79939970,0.80694579,0.01503299,0.00794197,0.00624745,0.55269644,0.27985785,0.06327546,0.30139795,0.01649922
-4.79339670,0.73746684,0.01349187,0.00775261,0.00660621,0.50613988,0.25140049,0.05817913,0.27354341,0.01482550
-4.78739370,0.67738562,0.01208693,0.00767900,0.00705222,0.46609387,0.22570678,0.05381013,0.24959156,0.01333855
-4.78139070,0.62645443,0.01082016,0.00771314,0.00757852,0.43237173,0.20278925,0.05015039,0.22936942,0.01203541
-4.77538769,0.58426775,0.00969073,0.00784540,0.00817646,0.40467926,0.18260411,0.04716891,0.21265643,0.01090984
-4.76938469,0.55028170,0.00869530,0.00806467,0.00883582,0.38262795,0.16505756,0.04482325,0.19919167,0.00995273
-4.76338169,0.52383521,0.00782829,0.00835860,0.00954484,0.36574940,0.15001276,0.04306125,0.18868123,0.00915263
-4.75737869,0.50417222,0.00708223,0.00871378,0.01029046,0.35351044,0.13729741,0.04182273,0.18080577,0.00849620
-4.75137569,0.49046458,0.00644812,0.00911600,0.01105843,0.34532878,0.12671146,0.04104135,0.17522803,0.00796869
-4.74537269,0.48183509,0.00591580,0.00955048,0.01183362,0.34058878,0.11803479,0.04064651,0.17160041,0.00755448
-4.73936968,0.47738030,0.00547432,0.01000218,0.01260030,0.33865722,0.11103477,0.04056517,0.16957220,0.00723743
-4.73336668,0.47619271,0.00511231,0.01045605,0.01334246,0.33889855,0.10547326,0.04072377,0.16879672,0.00700138
-4.72736368,0.47738192,0.00481831,0.01089739,0.01404423,0.34068968,0.10111320,0.04104995,0.16893802,0.00683049
-4.72136068,0.48009455,0.00458105,0.01131216,0.01469025,0.34343382,0.09772452,0.04147426,0.16967713,0.00670960
-4.71535768,0.48353246,0.00438975,0.01168726,0.01526607,0.34657329,0.09508930,0.04193178,0.17071788,0.00662450
-4.70935468,0.48696903,0.00423436,0.01201085,0.01575859,0.34960105,0.09300621,0.04236344,0.17179194,0.00656222
-4.70335168,0.48976322,0.00410570,0.01227264,0.01615641,0.35207062,0.09129415,0.04271737,0.17266327,0.00651119
-4.69734867,0.49137122,0.00399568,0.01246413,0.01645016,0.35360443,0.08979507,0.04294986,0.17313170,0.00646145
-4.69134567,0.49135534,0.00389736,0.01257879,0.01663283,0.35390026,0.08837607,0.04302620,0.17303563,0.00640471
-4.68534267,0.48939024,0.00380506,0.01261222,0.01669994,0.35273573,0.08693071,0.04292131,0.17225386,0.00633443
-4.67933967,0.48526617,0.00371440,0.01256226,0.01664967,0.34997077,0.08537964,0.04262000,0.17070639,0.00624585
-4.67333667,0.47888944,0.00362227,0.01242893,0.01648295,0.34554809,0.08367058,0.04211714,0.16835435,0.00613596
-4.66733367,0.47028019,0.00352689,0.01221450,0.01620338,0.33949173,0.08177772,0.04141748,0.16519897,0.00600345
-4.66133067,0.45956749,0.00342770,0.01192325,0.01581709,0.33190368,0.07970062,0.04053525,0.16127972,0.00584860
-4.65532766,0.44698222,0.00332535,0.01156141,0.01533256,0.32295901,0.07746274,0.03949366,0.15667166,0.00567315
-4.64932466,0.43284803,0.00322164,0.01113688,0.01476032,0.31289941,0.07510948,0.03832405,0.15148219,0.00548018
-4.64332166,0.41757065,0.00311941,0.01065896,0.01411260,0.30202575,0.07270617,0.03706509,0.14584730,0.00527393
