energy_ev,total_up,Ag_p_up,Ag_d_up,N_s_up,N_p_up,Pd_p_up,Pd_d_up,Te_p_up,Te_d_up
-5.90995498,3.26006043,0.79694986,1.45137582,0.01717114,0.07220993,0.99915415,1.25908624,0.41795878,0.00000000
-5.90395198,3.16288032,0.78143127,1.39769523,0.01800328,0.07191110,0.97436768,1.22437279,0.40466050,0.00000000
-5.89794897,3.07485117,0.76766519,1.34911560,0.01879682,0.07175894,0.95083223,1.19284423,0.39202276,0.00000000
-5.89194597,2.99604245,0.75567604,1.30555151,0.01954222,0.07176582,0.92881088,1.16462315,0.38011685,0.00000000
-5.88594297,2.92635266,0.74544183,1.26683551,0.02023057,0.07193868,0.90851126,1.13976990,0.36899228,0.00000000
-5.87993997,2.86551337,0.73689443,1.23272699,0.02085372,0.07227814,0.89007739,1.11827975,0.35867558,0.00000000
-5.87393697,2.81309591,0.72992135,1.20292166,0.02140435,0.07277784,0.87358350,1.10008117,0.34916979,0.00000000
-5.86793397,2.76852074,0.72436901,1.17706123,0.02187609,0.07342406,0.85903037,1.08503542,0.34045473,0.00000000
-5.86193097,2.73106970,0.72004737,1.15474326,0.02226355,0.07419559,0.84634438,1.07293775,0.33248806,0.00000000
-5.85592796,2.69990127,0.71673613,1.13553089,0.02256236,0.07506397,0.83537947,1.06352036,0.32520714,0.00000000
-5.84992496,2.67406865,0.71419190,1.11896253,0.02276922,0.07599409,0.82592201,1.05645715,0.31853162,0.00000000
-5.84392196,2.65254086,0.71215660,1.10456120,0.02288192,0.07694507,0.81769844,1.05137054,0.31236665,0.00000000
-5.83791896,2.63422616,0.71036631,1.09184365,0.02289935,0.07787147,0.81038544,1.04784001,0.30660666,0.00000000
-5.83191596,2.61799778,0.70856059,1.08032912,0.02282148,0.07872479,0.80362228,1.04541239,0.30113956,0.00000000
-5.82591296,2.60272103,0.70649162,1.06954773,0.02264945,0.07945512,0.79702473,1.04361363,0.29585110,0.00000000
-5.81990995,2.58728123,0.70393287,1.05904836,0.02238551,0.08001294,0.79020006,1.04196154,0.29062938,0.00000000
-5.81390695,2.57061164,0.70068686,1.04840604,0.02203303,0.08035102,0.78276249,1.03997932,0.28536908,0.00000000
-5.80790395,2.55172028,0.69659161,1.03722865,0.02159652,0.08042620,0.77434822,1.03720912,0.27997550,0.00000000
-5.80190095,2.52971486,0.69152546,1.02516294,0.02108158,0.08020115,0.76462972,1.03322532,0.27436804,0.00000000
-5.79589795,2.50382486,0.68541005,1.01189967,0.02049488,0.07964582,0.75332830,1.02764686,0.26848302,0.00000000
-5.78989495,2.47341991,0.67821123,0.99717773,0.01984412,0.07873872,0.74022474,1.02014828,0.26227577,0.00000000
-5.78389195,2.43802378,0.66993792,0.98078731,0.01913789,0.07746781,0.72516741,1.01046889,0.25572189,0.00000000
-5.77788894,2.39732356,0.66063901,0.96257184,0.01838564,0.07583107,0.70807756,0.99841984,0.24881762,0.00000000
-5.77188594,2.35117373,0.65039836,0.94242885,0.01759751,0.07383666,0.68895181,0.98388880,0.24157934,0.00000000
-5.76588294,2.29959512,0.63932839,0.92030962,0.01678420,0.07150267,0.66786163,0.96684222,0.23404236,0.00000000
-5.75987994,2.24276896,0.62756251,0.89621768,0.01595677,0.06885655,0.64495009,0.94732502,0.22625888,0.00000000
-5.75387694,2.18102654,0.61524679,0.87020631,0.01512651,0.06593415,0.62042618,0.92545806,0.21829553,0.00000000
-5.74787394,2.11483499,0.60253155,0.84237514,0.01430467,0.06277854,0.59455685,0.90143340,0.21023037,0.00000000
-5.74187094,2.04478021,0.58956322,0.81286588,0.01350236,0.05943853,0.56765754,0.87550781,0.20214976,0.00000000
-5.73586793,1.97154752,0.57647688,0.78185753,0.01273028,0.05596711,0.54008134,0.84799491,0.19414511,0.00000000
-5.72986493,1.89590121,0.56339013,0.74956118,0.01199859,0.05241975,0.51220763,0.81925619,0.18630975,0.00000000
-5.72386193,1.81866370,0.55039831,0.71621448,0.01131673,0.04885276,0.48443036,0.78969156,0.17873604,0.00000000
-5.71785893,1.74069518,0.53757154,0.68207612,0.01069329,0.04532160,0.45714666,0.75972958,0.17151287,0.00000000
-5.71185593,1.66287440,0.52495357,0.64742043,0.01013591,0.04187943,0.43074606,0.72981791,0.16472358,0.00000000
-5.70585293,1.58608111,0.51256243,0.61253211,0.00965115,0.03857574,0.40560065,0.70041417,0.15844441,0.00000000
-5.69984992,1.51118046,0.50039273,0.57770135,0.00924448,0.03545519,0.38205633,0.67197737,0.15274340,0.00000000
-5.69384692,1.43900961,0.48841949,0.54321933,0.00892020,0.03255670,0.36042546,0.64496017,0.14767989,0.00000000
-5.68784392,1.37036653,0.47660293,0.50937409,0.00868145,0.02991274,0.34098077,0.61980195,0.14330429,0.00000000
-5.68184092,1.30600078,0.46489414,0.47644693,0.00853017,0.02754891,0.32395076,0.59692269,0.13965831,0.00000000
-5.67583792,1.24660613,0.45324094,0.44470916,0.00846716,0.02548364,0.30951624,0.57671767,0.13677539,0.00000000
-5.66983492,1.19281465,0.44159366,0.41441920,0.00849202,0.02372819,0.29780827,0.55955269,0.13468129,0.00000000
-5.66383192,1.14519193,0.42991044,0.38582012,0.00860326,0.02228679,0.28890704,0.54576004,0.13339467,0.00000000
-5.65782891,1.10423309,0.41816164,0.35913735,0.00879825,0.02115694,0.28284190,0.53563472,0.13292769,0.00000000
-5.65182591,1.07035925,0.40633313,0.33457660,0.00907328,0.02032985,0.27959216,0.52943105,0.13328643,0.00000000
-5.64582291,1.04391421,0.39442840,0.31232205,0.00942359,0.01979098,0.27908876,0.52735948,0.13447115,0.00000000
-5.63981991,1.02516111,0.38246912,0.29253449,0.00984341,0.01952066,0.28121662,0.52958345,0.13647634,0.00000000
-5.63381691,1.01427913,0.37049457,0.27534962,0.01032595,0.01949479,0.28581765,0.53621648,0.13929049,0.00000000
-5.62781391,1.01135996,0.35855964,0.26087634,0.01086355,0.01968557,0.29269440,0.54731927,0.14289576,0.00000000
-5.62181091,1.01640435,0.34673195,0.24919514,0.01144764,0.02006229,0.30161425,0.56289693,0.14726739,0.00000000
-5.61580790,1.02931881,0.33508801,0.24035638,0.01206891,0.02059208,0.31231416,0.58289647,0.15237302,0.00000000
-5.60980490,1.04991251,0.32370899,0.23437885,0.01271738,0.02124076,0.32450587,0.60720454,0.15817201,0.00000000
-5.60380190,1.07789493,0.31267619,0.23124824,0.01338252,0.02197363,0.33788157,0.63564565,0.16461470,0.00000000
-5.59779890,1.11287429,0.30206663,0.23091596,0.01405343,0.02275624,0.35211988,0.66798086,0.17164181,0.00000000
-5.59179590,1.15435712,0.29194900,0.23329815,0.01471899,0.02355518,0.36689207,0.70390733,0.17918401,0.00000000
-5.58579290,1.20174940,0.28238015,0.23827511,0.01536804,0.02433881,0.38186839,0.74305863,0.18716166,0.00000000
-5.57978989,1.25435933,0.27340246,0.24569129,0.01598960,0.02507794,0.39672438,0.78500617,0.19548489,0.00000000
-5.57378689,1.31140232,0.26504206,0.25535577,0.01657305,0.02574648,0.41114695,0.82926183,0.20405397,0.00000000
-5.56778389,1.37200803,0.25730803,0.26704365,0.01710836,0.02632194,0.42484018,0.87528194,0.21276002,0.00000000
-5.56178089,1.43523005,0.25019263,0.28049824,0.01758625,0.02678592,0.43753056,0.92247281,0.22148608,0.00000000
-5.55577789,1.50005811,0.24367246,0.29543411,0.01799840,0.02712446,0.44897161,0.97019776,0.23010858,0.00000000
-5.54977489,1.56543287,0.23771052,0.31154133,0.01833758,0.02732825,0.45894778,1.01778595,0.23849916,0.00000000
-5.54377189,1.63026335,0.23225895,0.32849059,0.01859779,0.02739274,0.46727755,1.06454269,0.24652675,0.00000000
-5.53776888,1.69344679,0.22726241,0.34593941,0.01877438,0.02731815,0.47381558,1.10976155,0.25406012,0.00000000
-5.53176588,1.75389059,0.22266181,0.36353918,0.01886408,0.02710931,0.47845412,1.15273772,0.26097048,0.00000000
-5.52576288,1.81053600,0.21839837,0.38094309,0.01886506,0.02677540,0.48112348,1.19278279,0.26713445,0.00000000
-5.51975988,1.86238298,0.21441762,0.39781450,0.01877693,0.02632957,0.48179177,1.22924027,0.27243700,0.00000000
-5.51375688,1.90851549,0.21067338,0.41383572,0.01860069,0.02578847,0.48046393,1.26150170,0.27677458,0.00000000
-5.50775388,1.94812647,0.20713139,0.42871674,0.01833870,0.02517171,0.47718016,1.28902277,0.28005803,0.00000000
-5.50175088,1.98054154,0.20377254,0.44220363,0.01799455,0.02450124,0.47201382,1.31133881,0.28221544,0.00000000
-5.49574787,2.00524059,0.20059557,0.45408629,0.01757300,0.02380069,0.46506896,1.32807919,0.28319472,0.00000000
-5.48974487,2.02187608,0.19761903,0.46420510,0.01707986,0.02309467,0.45647750,1.33897992,0.28296571,0.00000000
-5.48374187,2.03028734,0.19488251,0.47245618,0.01652180,0.02240811,0.44639618,1.34389390,0.28152193,0.00000000
-5.47773887,2.03050991,0.19244708,0.47879497,0.01590630,0.02176562,0.43500334,1.34279821,0.27888163,0.00000000
-5.47173587,2.02277929,0.19039480,0.48323793,0.01524139,0.02119079,0.42249553,1.33579806,0.27508830,0.00000000
-5.46573287,2.00752860,0.18882730,0.48586201,0.01453560,0.02070569,0.40908401,1.32312708,0.27021032,0.00000000
-5.45972986,1.98538000,0.18786353,0.48680214,0.01379775,0.02033028,0.39499122,1.30514368,0.26434001,0.00000000
-5.45372686,1.95712975,0.18763655,0.48624639,0.01303682,0.02008204,0.38044709,1.28232359,0.25759181,0.00000000
-5.44772386,1.92372750,0.18828960,0.48442930,0.01226177,0.01997556,0.36568539,1.25524876,0.25009984,0.00000000
-5.44172086,1.88625023,0.18997136,0.48162331,0.01148146,0.02002229,0.35093996,1.22459280,0.24201472,0.00000000
-5.43571786,1.84587182,0.19283068,0.47812876,0.01070444,0.02023037,0.33644104,1.19110379,0.23349987,0.00000000
-5.42971486,1.80382941,0.19701080,0.47426287,0.00993889,0.02060456,0.32241160,1.15558478,0.22472736,0.00000000
-5.42371186,1.76138776,0.20264341,0.47034808,0.00919243,0.02114624,0.30906379,1.11887303,0.21587347,0.00000000
-5.41770885,1.71980298,0.20984260,0.46670020,0.00847207,0.02185355,0.29659562,1.08181853,0.20711407,0.00000000
-5.41170585,1.68028720,0.21869909,0.46361701,0.00778409,0.02272162,0.28518785,1.04526283,0.19862009,0.00000000
-5.40570285,1.64397531,0.22927483,0.46136763,0.00713397,0.02374283,0.27500129,1.01001885,0.19055312,0.00000000
-5.39969985,1.61189526,0.24159841,0.46018321,0.00652631,0.02490720,0.26617445,0.97685241,0.18306136,0.00000000
-5.39369685,1.58494274,0.25566143,0.46024922,0.00596483,0.02620290,0.25882179,0.94646596,0.17627615,0.00000000
-5.38769385,1.56386128,0.27141604,0.46169967,0.00545229,0.02761665,0.25303245,0.91948516,0.17030895,0.00000000
-5.38169085,1.54922816,0.28877397,0.46461355,0.00499052,0.02913436,0.24886957,0.89644837,0.16524919,0.00000000
-5.37568784,1.54144653,0.30760707,0.46901340,0.00458044,0.03074163,0.24637031,0.87779932,0.16116272,0.00000000
-5.36968484,1.54074360,0.32774959,0.47486620,0.00422208,0.03242433,0.24554634,0.86388285,0.15809120,0.00000000
-5.36368184,1.54717476,0.34900213,0.48208636,0.00391460,0.03416913,0.24638507,0.85494363,0.15605215,0.00000000
-5.35767884,1.56063301,0.37113726,0.49054069,0.00365644,0.03596402,0.24885122,0.85112754,0.15503981,0.00000000
-5.35167584,1.58086301,0.39390667,0.50005503,0.00344530,0.03779868,0.25288903,0.85248537,0.15502670,0.00000000
-5.34567284,1.60747901,0.41704960,0.51042218,0.00327829,0.03966492,0.25842471,0.85897849,0.15596569,0.00000000
-5.33966983,1.63998549,0.44030230,0.52141087,0.00315201,0.04155687,0.26536922,0.87048604,0.15779269,0.00000000
-5.33366683,1.67779983,0.46340810,0.53277524,0.00306267,0.04347114,0.27362128,0.88681327,0.16042961,0.00000000
-5.32766383,1.72027576,0.48612759,0.54426444,0.00300615,0.04540691,0.28307031,0.90770066,0.16378757,0.00000000
-5.32166083,1.76672692,0.50824864,0.55563193,0.00297814,0.04736584,0.29359956,0.93283360,0.16777029,0.00000000
-5.31565783,1.81644942,0.52959546,0.56664424,0.00297426,0.04935191,0.30508893,0.96185214,0.17227738,0.00000000
-5.30965483,1.86874298,0.55003645,0.57708860,0.00299008,0.05137116,0.31741772,0.99436093,0.17720752,0.00000000
-5.30365183,1.92292971,0.56949032,0.58677940,0.00302131,0.05343136,0.33046704,1.02993881,0.18246142,0.00000000
-5.29764882,1.97837033,0.58792997,0.59556312,0.00306382,0.05554158,0.34412197,1.06814824,0.18794437,0.00000000
-5.29164582,2.03447725,0.60538398,0.60332170,0.00311371,0.05771176,0.35827324,1.10854420,0.19356843,0.00000000
-5.28564282,2.09072443,0.62193544,0.60997415,0.00316741,0.05995220,0.37281860,1.15068253,0.19925407,0.00000000
-5.27963982,2.14665379,0.63771802,0.61547660,0.00322170,0.06227303,0.38766364,1.19412765,0.20493139,0.00000000
-5.27363682,2.20187829,0.65290944,0.61982069,0.00327377,0.06468367,0.40272232,1.23845931,0.21054079,0.00000000
-5.26763382,2.25608163,0.66772249,0.62303066,0.00332123,0.06719237,0.41791692,1.28327851,0.21603304,0.00000000
-5.26163082,2.30901501,0.68239392,0.62515914,0.00336213,0.06980561,0.43317770,1.32821213,0.22136906,0.00000000
-5.25562781,2.36049110,0.69717185,0.62628211,0.00339496,0.07252766,0.44844215,1.37291645,0.22651915,0.00000000
-5.24962481,2.41037561,0.71230201,0.62649324,0.00341868,0.07536008,0.46365397,1.41707925,0.23146194,0.00000000
-5.24362181,2.45857721,0.72801377,0.62589791,0.00343261,0.07830128,0.47876180,1.46042044,0.23618308,0.00000000
-5.23761881,2.50503607,0.74450639,0.62460731,0.00343652,0.08134611,0.49371786,1.50269146,0.24067380,0.00000000
-5.23161581,2.54971194,0.76193650,0.62273289,0.00343050,0.08448551,0.50847655,1.54367321,0.24492941,0.00000000
-5.22561281,2.59257225,0.78040713,0.62038146,0.00341496,0.08770621,0.52299313,1.58317303,0.24894785,0.00000000
-5.21960980,2.63358113,0.79995932,0.61765120,0.00339057,0.09099048,0.53722263,1.62102073,0.25272843,0.00000000
-5.21360680,2.67268990,0.82056644,0.61462870,0.00335823,0.09431603,0.55111906,1.65706416,0.25627076,0.00000000
-5.20760380,2.70982969,0.84213189,0.61138730,0.00331902,0.09765598,0.56463507,1.69116463,0.25957407,0.00000000
-5.20160080,2.74490682,0.86449029,0.60798659,0.00327412,0.10097900,0.57772203,1.72319271,0.26263676,0.00000000
-5.19559780,2.77780118,0.88741212,0.60447321,0.00322482,0.10424957,0.59033080,1.75302463,0.26545651,0.00000000
-5.18959480,2.80836802,0.91061197,0.60088272,0.00317244,0.10742846,0.60241300,1.78053983,0.26803058,0.00000000
-5.18359180,2.83644299,0.93375975,0.59724250,0.00311833,0.11047342,0.61392282,1.80561988,0.27035664,0.00000000
-5.17758879,2.86185043,0.95649471,0.59357526,0.00306381,0.11333999,0.62481947,1.82814890,0.27243383,0.00000000
-5.17158579,2.88441434,0.97844140,0.58990319,0.00301021,0.11598255,0.63506989,1.84801569,0.27426403,0.00000000
-5.16558279,2.90397147,0.99922713,0.58625203,0.00295882,0.11835560,0.64465187,1.86511721,0.27585334,0.00000000
-5.15957979,2.92038578,1.01849983,0.58265520,0.00291089,0.12041507,0.65355718,1.87936354,0.27721356,0.00000000
-5.15357679,2.93356322,1.03594566,0.57915729,0.00286764,0.12211980,0.66179463,1.89068360,0.27836360,0.00000000
-5.14757379,2.94346589,1.05130552,0.57581693,0.00283029,0.12343309,0.66939278,1.89903141,0.27933070,0.00000000
-5.14157079,2.95012451,1.06438948,0.57270857,0.00280003,0.12432416,0.67640213,1.90439225,0.28015136,0.00000000
-5.13556778,2.95364820,1.07508860,0.56992321,0.00277803,0.12476958,0.68289651,1.90678813,0.28087189,0.00000000
-5.12956478,2.95423071,1.08338345,0.56756782,0.00276547,0.12475452,0.68897354,1.90628205,0.28154843,0.00000000
-5.12356178,2.95215239,1.08934875,0.56576348,0.00276350,0.12427376,0.69475391,1.90298059,0.28224654,0.00000000
-5.11755878,2.94777750,1.09315408,0.56464228,0.00277326,0.12333242,0.70037958,1.89703432,0.28304014,0.00000000
-5.11155578,2.94154663,1.09506020,0.56434317,0.00279584,0.12194634,0.70601055,1.88863599,0.28400993,0.00000000
-5.10555278,2.93396438,1.09541144,0.56500681,0.00283225,0.12014204,0.71182055,1.87801616,0.28524134,0.00000000
-5.09954977,2.92558262,1.09462401,0.56676982,0.00288338,0.11795632,0.71799149,1.86543656,0.28682192,0.00000000
-5.09354677,2.91698018,1.09317105,0.56975853,0.00294999,0.11543543,0.72470702,1.85118137,0.28883838,0.00000000
-5.08754377,2.90873963,1.09156466,0.57408276,0.00303260,0.11263383,0.73214520,1.83554675,0.29137339,0.00000000
-5.08154077,2.90142244,1.09033585,0.57982963,0.00313146,0.10961262,0.74047087,1.81882935,0.29450214,0.00000000
-5.07553777,2.89554361,1.09001312,0.58705803,0.00324651,0.10643770,0.74982766,1.80131421,0.29828894,0.00000000
-5.06953477,2.89154695,1.09110051,0.59579366,0.00337731,0.10317767,0.76033032,1.78326286,0.30278388,0.00000000
-5.06353177,2.88978238,1.09405605,0.60602514,0.00352302,0.09990163,0.77205751,1.76490227,0.30801975,0.00000000
-5.05752876,2.89048624,1.09927149,0.61770119,0.00368230,0.09667693,0.78504550,1.74641526,0.31400932,0.00000000
-5.05152576,2.89376560,1.10705406,0.63072904,0.00385340,0.09356701,0.79928299,1.72793288,0.32074315,0.00000000
-5.04552276,2.89958741,1.11761106,0.64497411,0.00403408,0.09062937,0.81470755,1.70952934,0.32818796,0.00000000
-5.03951976,2.90777296,1.13103790,0.66026109,0.00422164,0.08791374,0.83120366,1.69121960,0.33628576,0.00000000
-5.03351676,2.91799812,1.14731009,0.67637617,0.00441302,0.08546070,0.84860277,1.67295990,0.34495365,0.00000000
-5.02751376,2.92979932,1.16627950,0.69307057,0.00460482,0.08330053,0.86668532,1.65465119,0.35408453,0.00000000
-5.02151076,2.94258510,1.18767516,0.71006514,0.00479339,0.08145255,0.88518485,1.63614526,0.36354859,0.00000000
-5.01550775,2.95565305,1.21110856,0.72705595,0.00497498,0.07992497,0.90379412,1.61725336,0.37319565,0.00000000
-5.00950475,2.96821144,1.23608337,0.74372077,0.00514579,0.07871504,0.92217319,1.59775693,0.38285832,0.00000000
-5.00350175,2.97940480,1.26200926,0.75972623,0.00530221,0.07780977,0.93995910,1.57741980,0.39235585,0.00000000
-4.99749875,2.98834281,1.28821944,0.77473556,0.00544085,0.07718700,0.95677708,1.55600161,0.40149876,0.00000000
-4.99149575,2.99413125,1.31399122,0.78841672,0.00555875,0.07681683,0.97225279,1.53327159,0.41009384,0.00000000
-4.98549275,2.99590430,1.33856904,0.80045077,0.00565350,0.07666331,0.98602527,1.50902226,0.41794976,0.00000000
-4.97948974,2.99285684,1.36118905,0.81054021,0.00572331,0.07668632,0.99776007,1.48308261,0.42488272,0.00000000
-4.97348674,2.98427574,1.38110452,0.81841727,0.00576719,0.07684368,1.00716215,1.45532989,0.43072233,0.00000000
-4.96748374,2.96956903,1.39761091,0.82385159,0.00578495,0.07709312,1.01398792,1.42569990,0.43531721,0.00000000
-4.96148074,2.94829186,1.41006997,0.82665751,0.00577729,0.07739430,1.01805602,1.39419507,0.43854025,0.00000000
-4.95547774,2.92016812,1.41793174,0.82670024,0.00574577,0.07771065,1.01925622,1.36089016,0.44029335,0.00000000
-4.94947474,2.88510680,1.42075364,0.82390100,0.00569285,0.07801093,1.01755605,1.32593519,0.44051122,0.00000000
-4.94347174,2.84321231,1.41821598,0.81824072,0.00562177,0.07827053,1.01300473,1.28955540,0.43916437,0.00000000
-4.93746873,2.79478799,1.41013310,0.80976210,0.00553651,0.07847239,1.00573401,1.25204830,0.43626073,0.00000000
-4.93146573,2.74033241,1.39645974,0.79856981,0.00544165,0.07860744,0.99595592,1.21377752,0.43184616,0.00000000
-4.92546273,2.68052821,1.37729238,0.78482879,0.00534223,0.07867469,0.98395703,1.17516388,0.42600349,0.00000000
-4.91945973,2.61622360,1.35286533,0.76876039,0.00524359,0.07868087,0.97008961,1.13667364,0.41885015,0.00000000
-4.91345673,2.54840682,1.32354189,0.75063659,0.00515120,0.07863955,0.95475967,1.09880436,0.41053457,0.00000000
-4.90745373,2.47817437,1.28980069,0.73077221,0.00507044,0.07857001,0.93841242,1.06206882,0.40123116,0.00000000
-4.90145073,2.40669395,1.25221801,0.70951548,0.00500646,0.07849569,0.92151549,1.02697741,0.39113437,0.00000000
-4.89544772,2.33516348,1.21144668,0.68723710,0.00496394,0.07844242,0.90454075,0.99401980,0.38045181,0.00000000
-4.88944472,2.26476784,1.16819257,0.66431841,0.00494696,0.07843652,0.88794542,0.96364641,0.36939685,0.00000000
-4.88344172,2.19663504,1.12318956,0.64113891,0.00495882,0.07850278,0.87215330,0.93625053,0.35818095,0.00000000
-4.87743872,2.13179382,1.07717429,0.61806380,0.00500192,0.07866256,0.85753696,0.91215187,0.34700612,0.00000000
-4.87143572,2.07113463,1.03086168,0.59543209,0.00507764,0.07893200,0.84440192,0.89158228,0.33605777,0.00000000
-4.86543272,2.01537580,0.98492227,0.57354571,0.00518632,0.07932050,0.83297348,0.87467435,0.32549841,0.00000000
-4.85942971,1.96503673,0.93996244,0.55266028,0.00532718,0.07982954,0.82338699,0.86145364,0.31546240,0.00000000
-4.85342671,1.92041939,0.89650828,0.53297792,0.00549836,0.08045193,0.81568216,0.85183486,0.30605204,0.00000000
-4.84742371,1.88159941,0.85499371,0.51464234,0.00569696,0.08117148,0.80980171,0.84562254,0.29733515,0.00000000
-4.84142071,1.84842711,0.81575338,0.49773673,0.00591914,0.08196327,0.80559466,0.84251632,0.28934437,0.00000000
-4.83541771,1.82053887,0.77902029,0.48228422,0.00616026,0.08279426,0.80282410,0.84212070,0.28207803,0.00000000
-4.82941471,1.79737827,0.74492823,0.46825113,0.00641500,0.08362452,0.80117913,0.84395915,0.27550268,0.00000000
-4.82341171,1.77822622,0.71351862,0.45555265,0.00667760,0.08440878,0.80029066,0.84749205,0.26955705,0.00000000
-4.81740870,1.76223863,0.68475118,0.44406080,0.00694207,0.08509836,0.79975003,0.85213769,0.26415726,0.00000000
-4.81140570,1.74848993,0.65851767,0.43361407,0.00720236,0.08564333,0.79912983,0.85729563,0.25920297,0.00000000
-4.80540270,1.73602027,0.63465792,0.42402835,0.00745265,0.08599484,0.79800578,0.86237136,0.25458417,0.00000000
-4.79939970,1.72388418,0.61297709,0.41510852,0.00768754,0.08610745,0.79597862,0.86680106,0.25018818,0.00000000
-4.79339670,1.71119823,0.59326312,0.40666010,0.00790227,0.08594137,0.79269492,0.87007563,0.24590663,0.00000000
-4.78739370,1.69718544,0.57530360,0.39850035,0.00809288,0.08546455,0.78786586,0.87176255,0.24164189,0.00000000
-4.78139070,1.68121430,0.55890094,0.39046826,0.00825638,0.08465440,0.78128290,0.87152488,0.23731273,0.00000000
-4.77538769,1.66283041,0.54388519,0.38243297,0.00839083,0.08349918,0.77282976,0.86913630,0.23285899,0.00000000
-4.76938469,1.64177955,0.53012401,0.37430019,0.00849541,0.08199897,0.76249005,0.86449167,0.22824483,0.00000000
-4.76338169,1.61802089,0.51752915,0.36601637,0.00857042,0.08016609,0.75035029,0.85761248,0.22346074,0.00000000
-4.75737869,1.59173007,0.50605951,0.35757049,0.00861724,0.07802514,0.73659812,0.84864720,0.21852396,0.00000000
-4.75137569,1.56329216,0.49572061,0.34899340,0.00863820,0.07561247,0.72151602,0.83786626,0.21347751,0.00000000
-4.74537269,1.53328496,0.48656081,0.34035490,0.00863648,0.07297526,0.70547084,0.82565229,0.20838782,0.00000000
-4.73936968,1.50245380,0.47866459,0.33175871,0.00861589,0.07017021,0.68889962,0.81248579,0.20334130,0.00000000
-4.73336668,1.47167916,0.47214347,0.32333582,0.00858069,0.06726187,0.67229271,0.79892716,0.19843980,0.00000000
-4.72736368,1.44193881,0.46712524,0.31523641,0.00853535,0.06432080,0.65617472,0.78559587,0.19379545,0.00000000
-4.72136068,1.41426641,0.46374220,0.30762101,0.00848427,0.06142152,0.64108439,0.77314763,0.18952509,0.00000000
-4.71535768,1.38970862,0.46211911,0.30065130,0.00843162,0.05864033,0.62755435,0.76225071,0.18574456,0.00000000
-4.70935468,1.36928246,0.46236163,0.29448102,0.00838108,0.05605326,0.61609150,0.75356222,0.18256312,0.00000000
-4.70335168,1.35393505,0.46454586,0.28924750,0.00833566,0.05373395,0.60715885,0.74770542,0.18007834,0.00000000
-4.69734867,1.34450709,0.46870956,0.28506420,0.00829757,0.05175171,0.60115965,0.74524879,0.17837165,0.00000000
-4.69134567,1.34170158,0.47484547,0.28201458,0.00826814,0.05016976,0.59842412,0.74668755,0.17750463,0.00000000
-4.68534267,1.34605874,0.48289700,0.28014759,0.00824771,0.04904367,0.59919938,0.75242832,0.17751641,0.00000000
-4.67933967,1.35793778,0.49275648,0.27947485,0.00823573,0.04841995,0.60364263,0.76277699,0.17842195,0.00000000
-4.67333667,1.37750589,0.50426596,0.27996975,0.00823077,0.04833500,0.61181782,0.77793038,0.18021151,0.00000000
-4.66733367,1.40473436,0.51722035,0.28156821,0.00823067,0.04881421,0.62369553,0.79797134,0.18285110,0.00000000
-4.66133067,1.43940153,0.53137278,0.28417127,0.00823268,0.04987130,0.63915607,0.82286759,0.18628388,0.00000000
-4.65532766,1.48110201,0.54644162,0.28764900,0.00823367,0.05150796,0.65799531,0.85247378,0.19043244,0.00000000
-4.64932466,1.52926147,0.56211897,0.29184573,0.00823037,0.05371368,0.67993301,0.88653664,0.19520181,0.00000000
-4.64332166,1.58315589,0.57807995,0.29658624,0.00821959,0.05646579,0.70462301,0.92470278,0.20048294,0.00000000
