energy_ev,total_up,Co_p_up,Co_d_up,Hf_p_up,Hf_d_up,N_s_up,N_p_up,Te_p_up,Te_d_up
-5.74787394,3.25408803,0.69278219,0.62740234,1.73547779,0.70444586,0.00104152,0.82933980,1.12686158,0.00000000
-5.74187094,3.22463450,0.68288668,0.62865040,1.70779340,0.69772126,0.00097876,0.81992258,1.11394094,0.00000000
-5.73586793,3.18277821,0.67059307,0.62709624,1.67501258,0.68810949,0.00092344,0.80757990,1.09696328,0.00000000
-5.72986493,3.12934649,0.65617692,0.62281238,1.63764197,0.67574342,0.00087398,0.79249267,1.07634672,0.00000000
-5.72386193,3.06545782,0.63997430,0.61593849,1.59631592,0.66082034,0.00082910,0.77490963,1.05260797,0.00000000
-5.71785893,2.99248138,0.62236818,0.60667540,1.55177579,0.64359564,0.00078786,0.75514029,1.02634177,0.00000000
-5.71185593,2.91198795,0.60377315,0.59527698,1.50484506,0.62437458,0.00074957,0.73354571,0.99819757,0.00000000
-5.70585293,2.82569439,0.58461931,0.58204016,1.45640159,0.60350256,0.00071377,0.71052767,0.96885451,0.00000000
-5.69984992,2.73540404,0.56533604,0.56729376,1.40734798,0.58135420,0.00068019,0.68651652,0.93899579,0.00000000
-5.69384692,2.64294565,0.54633626,0.55138641,1.35858150,0.55832170,0.00064870,0.66195819,0.90928357,0.00000000
-5.68784392,2.55011342,0.52800196,0.53467416,1.31096491,0.53480305,0.00061925,0.63730100,0.88033563,0.00000000
-5.68184092,2.45861060,0.51067162,0.51750840,1.26529915,0.51119038,0.00059191,0.61298266,0.85270456,0.00000000
-5.67583792,2.36999886,0.49462991,0.50022449,1.22229938,0.48785912,0.00056674,0.58941799,0.82686057,0.00000000
-5.66983492,2.28565540,0.48010009,0.48313166,1.18257486,0.46515809,0.00054385,0.56698786,0.80317834,0.00000000
-5.66383192,2.20673917,0.46723943,0.46650444,1.14661380,0.44340112,0.00052333,0.54602959,0.78192859,0.00000000
-5.65782891,2.13416737,0.45613757,0.45057608,1.11477327,0.42286026,0.00050529,0.52682923,0.76327439,0.00000000
-5.65182591,2.06860248,0.44681788,0.43553398,1.08727471,0.40376081,0.00048979,0.50961594,0.74727230,0.00000000
-5.64582291,2.01045009,0.43924162,0.42151739,1.06420480,0.38627832,0.00047690,0.49455843,0.73387813,0.00000000
-5.63981991,1.95986682,0.43331458,0.40861721,1.04552147,0.37053741,0.00046665,0.48176362,0.72295669,0.00000000
-5.63381691,1.91677751,0.42889579,0.39687776,1.03106459,0.35661250,0.00045908,0.47127745,0.71429517,0.00000000
-5.62781391,1.88090031,0.42580775,0.38630045,1.02057063,0.34453014,0.00045422,0.46308758,0.70761917,0.00000000
-5.62181091,1.85177814,0.42384781,0.37684885,1.01369049,0.33427279,0.00045211,0.45712780,0.70261068,0.00000000
-5.61580790,1.82881468,0.42279995,0.36845494,1.01000951,0.32578387,0.00045284,0.45328402,0.69892697,0.00000000
-5.60980490,1.81131304,0.42244654,0.36102613,1.00906874,0.31897362,0.00045648,0.45140123,0.69621961,0.00000000
-5.60380190,1.79851522,0.42257944,0.35445260,1.01038644,0.31372568,0.00046319,0.45129142,0.69415267,0.00000000
-5.59779890,1.78964059,0.42301006,0.34861470,1.01347886,0.30990384,0.00047316,0.45274188,0.69241924,0.00000000
-5.59179590,1.78392168,0.42357791,0.34338992,1.01787941,0.30735897,0.00048664,0.45552362,0.69075582,0.00000000
-5.58579290,1.78063607,0.42415733,0.33865931,1.02315548,0.30593555,0.00050390,0.45939967,0.68895368,0.00000000
-5.57978989,1.77913310,0.42466211,0.33431298,1.02892220,0.30547785,0.00052531,0.46413282,0.68686716,0.00000000
-5.57378689,1.77885477,0.42504809,0.33025458,1.03485281,0.30583538,0.00055124,0.46949273,0.68441838,0.00000000
-5.56778389,1.77935021,0.42531335,0.32640476,1.04068528,0.30686749,0.00058210,0.47526204,0.68159857,0.00000000
-5.56178089,1.78028383,0.42549648,0.32270335,1.04622511,0.30844710,0.00061832,0.48124148,0.67846587,0.00000000
-5.55577789,1.78143707,0.42567276,0.31911068,1.05134441,0.31046340,0.00066031,0.48725378,0.67514007,0.00000000
-5.54977489,1.78270446,0.42594869,0.31560771,1.05597755,0.31282352,0.00070845,0.49314641,0.67179456,0.00000000
-5.54377189,1.78408446,0.42645518,0.31219552,1.06011380,0.31545327,0.00076307,0.49879306,0.66864598,0.00000000
-5.53776888,1.78566610,0.42733961,0.30889398,1.06378750,0.31829684,0.00082443,0.50409404,0.66594219,0.00000000
-5.53176588,1.78761247,0.42875737,0.30574003,1.06706648,0.32131580,0.00089268,0.50897561,0.66394916,0.00000000
-5.52576288,1.79014199,0.43086320,0.30278557,1.07003944,0.32448723,0.00096783,0.51338839,0.66293741,0.00000000
-5.51975988,1.79350877,0.43380267,0.30009531,1.07280308,0.32780140,0.00104979,0.51730507,0.66316863,0.00000000
-5.51375688,1.79798304,0.43770436,0.29774445,1.07544972,0.33125898,0.00113827,0.52071754,0.66488313,0.00000000
-5.50775388,1.80383275,0.44267297,0.29581670,1.07805618,0.33486802,0.00123286,0.52363372,0.66828866,0.00000000
-5.50175088,1.81130729,0.44878372,0.29440226,1.08067455,0.33864089,0.00133296,0.52607427,0.67355105,0.00000000
-5.49574787,1.82062398,0.45607826,0.29359623,1.08332536,0.34259138,0.00143780,0.52806937,0.68078705,0.00000000
-5.48974487,1.83195804,0.46456236,0.29349723,1.08599369,0.34673203,0.00154649,0.52965586,0.69005975,0.00000000
-5.48374187,1.84543642,0.47420529,0.29420621,1.08862823,0.35107199,0.00165798,0.53087478,0.70137653,0.00000000
-5.47773887,1.86113561,0.48494111,0.29582550,1.09114361,0.35561535,0.00177115,0.53176952,0.71468986,0.00000000
-5.47173587,1.87908328,0.49667167,0.29845799,1.09342569,0.36036026,0.00188478,0.53238468,0.72990055,0.00000000
-5.46573287,1.89926370,0.50927111,0.30220627,1.09533972,0.36529859,0.00199763,0.53276567,0.74686350,0.00000000
-5.45972986,1.92162619,0.52259185,0.30717172,1.09674074,0.37041647,0.00210845,0.53295893,0.76539549,0.00000000
-5.45372686,1.94609601,0.53647152,0.31345338,1.09748583,0.37569540,0.00221606,0.53301296,0.78528455,0.00000000
-5.44772386,1.97258693,0.55074061,0.32114655,1.09744744,0.38111392,0.00231935,0.53297973,0.80630053,0.00000000
-5.44172086,2.00101443,0.56523050,0.33034090,1.09652702,0.38664988,0.00241734,0.53291654,0.82820627,0.00000000
-5.43571786,2.03130857,0.57978137,0.34111829,1.09466837,0.39228281,0.00250922,0.53288808,0.85076868,0.00000000
-5.42971486,2.06342573,0.59424964,0.35354993,1.09186970,0.39799659,0.00259437,0.53296842,0.87376936,0.00000000
-5.42371186,2.09735813,0.60851470,0.36769323,1.08819404,0.40378195,0.00267241,0.53324282,0.89701402,0.00000000
-5.41770885,2.13314060,0.62248443,0.38358816,1.08377709,0.40963870,0.00274317,0.53380910,0.92034036,0.00000000
-5.41170585,2.17085400,0.63609942,0.40125339,1.07883237,0.41557759,0.00280674,0.53477841,0.94362404,0.00000000
-5.40570285,2.21062500,0.64933575,0.42068227,1.07365314,0.42162152,0.00286347,0.53627525,0.96678243,0.00000000
-5.39969985,2.25262226,0.66220607,0.44183898,1.06861117,0.42780611,0.00291392,0.53843676,0.98977604,0.00000000
-5.39369685,2.29704919,0.67475931,0.46465496,1.06415226,0.43417947,0.00295890,0.54141110,1.01260779,0.00000000
-5.38769385,2.34413383,0.68707878,0.48902598,1.06078882,0.44080126,0.00299942,0.54535505,1.03532006,0.00000000
-5.38169085,2.39411654,0.69927917,0.51481013,1.05908980,0.44774098,0.00303664,0.55043091,1.05798998,0.00000000
-5.37568784,2.44723637,0.71150240,0.54182686,1.05966853,0.45507565,0.00307190,0.55680286,1.08072333,0.00000000
-5.36968484,2.50371697,0.72391274,0.56985748,1.06316876,0.46288702,0.00310660,0.56463278,1.10364737,0.00000000
-5.36368184,2.56375309,0.73669152,0.59864709,1.07024984,0.47125829,0.00314226,0.57407596,1.12690319,0.00000000
-5.35767884,2.62749842,0.75003148,0.62790813,1.08157112,0.48027080,0.00318040,0.58527677,1.15063805,0.00000000
-5.35167584,2.69505551,0.76413121,0.65732550,1.09777654,0.49000054,0.00322256,0.59836437,1.17499796,0.00000000
-5.34567284,2.76646825,0.77918979,0.68656315,1.11947939,0.50051489,0.00327021,0.61344884,1.20012103,0.00000000
-5.33966983,2.84171718,0.79540157,0.71527188,1.14724790,0.51186954,0.00332478,0.63061765,1.22613172,0.00000000
-5.33366683,2.92071741,0.81295149,0.74309820,1.18159169,0.52410580,0.00338759,0.64993270,1.25313599,0.00000000
-5.32766383,3.00331914,0.83201050,0.76969362,1.22294921,0.53724830,0.00345980,0.67142787,1.28121759,0.00000000
-5.32166083,3.08930997,0.85273136,0.79472416,1.27167631,0.55130316,0.00354243,0.69510704,1.31043514,0.00000000
-5.31565783,3.17841841,0.87524453,0.81787945,1.32803568,0.56625652,0.00363629,0.72094272,1.34081989,0.00000000
-5.30965483,3.27031792,0.89965401,0.83888109,1.39218732,0.58207359,0.00374197,0.74887501,1.37237396,0.00000000
-5.30365183,3.36463049,0.92603317,0.85748976,1.46417983,0.59869793,0.00385982,0.77881097,1.40506871,0.00000000
-5.29764882,3.46092929,0.95442039,0.87351061,1.54394253,0.61605111,0.00398987,0.81062419,1.43884306,0.00000000
-5.29164582,3.55873979,0.98481455,0.88679700,1.63127847,0.63403264,0.00413188,0.84415475,1.47360157,0.00000000
-5.28564282,3.65753916,1.01717039,0.89725200,1.72585854,0.65252010,0.00428526,0.87920921,1.50921225,0.00000000
-5.27963982,3.75675390,1.05139401,0.90482795,1.82721679,0.67136954,0.00444908,0.91556101,1.54550402,0.00000000
-5.27363682,3.85575626,1.08733862,0.90952409,1.93474749,0.69041611,0.00462203,0.95295108,1.58226418,0.00000000
-5.26763382,3.95385982,1.12480100,0.91138237,2.04770431,0.70947510,0.00480245,0.99108887,1.61923594,0.00000000
-5.26163082,4.05031540,1.16351883,0.91048196,2.16520210,0.72834327,0.00498830,1.02965398,1.65611657,0.00000000
-5.25562781,4.14430800,1.20316952,0.90693268,2.28622183,0.74680080,0.00517720,1.06829842,1.69255649,0.00000000
-5.24962481,4.23495625,1.24337073,0.90086796,2.40961919,0.76461370,0.00536645,1.10664978,1.72815976,0.00000000
-5.24362181,4.32131505,1.28368298,0.89243768,2.53413716,0.78153698,0.00555305,1.14431530,1.76248647,0.00000000
-5.23761881,4.40238254,1.32361457,0.88180142,2.65842281,0.79731853,0.00573380,1.18088708,1.79505729,0.00000000
-5.23161581,4.47711182,1.36262898,0.86912245,2.78104833,0.81170367,0.00590535,1.21594835,1.82536039,0.00000000
-5.22561281,4.54442791,1.40015467,0.85456279,2.90053606,0.82444047,0.00606427,1.24908076,1.85286093,0.00000000
-5.21960980,4.60324959,1.43559712,0.83827959,3.01538708,0.83528556,0.00620716,1.27987263,1.87701280,0.00000000
-5.21360680,4.65251567,1.46835282,0.82042289,3.12411258,0.84401046,0.00633072,1.30792789,1.89727253,0.00000000
-5.20760380,4.69121482,1.49782471,0.80113472,3.22526704,0.85040805,0.00643188,1.33287540,1.91311470,0.00000000
-5.20160080,4.71841750,1.52343852,0.78054948,3.31748222,0.85429898,0.00650790,1.35437839,1.92404837,0.00000000
-5.19559780,4.73330851,1.54465922,0.75879540,3.39950046,0.85553781,0.00655643,1.37214349,1.92963368,0.00000000
-5.18959480,4.73521846,1.56100702,0.73599672,3.47020624,0.85401840,0.00657560,1.38592907,1.92949785,0.00000000
-5.18359180,4.72365236,1.57207210,0.71227634,3.52865448,0.84967840,0.00656412,1.39555237,1.92334982,0.00000000
-5.17758879,4.69831368,1.57752732,0.68775861,3.57409466,0.84250256,0.00652129,1.40089516,1.91099259,0.00000000
-5.17158579,4.65912250,1.57713854,0.66257190,3.60598952,0.83252456,0.00644703,1.40190748,1.89233279,0.00000000
-5.16558279,4.60622654,1.57077188,0.63685069,3.62402780,0.81982731,0.00634190,1.39860948,1.86738677,0.00000000
-5.15957979,4.54000443,1.55839772,0.61073695,3.62813040,0.80454163,0.00620708,1.39109096,1.83628301,0.00000000
-5.15357679,4.46106090,1.54009130,0.58438064,3.61844989,0.78684328,0.00604433,1.37950897,1.79926060,0.00000000
-5.14757379,4.37021400,1.51602990,0.55793925,3.59536347,0.76694856,0.00585594,1.36408313,1.75666384,0.00000000
-5.14157079,4.26847505,1.48648684,0.53157643,3.55945970,0.74510849,0.00564464,1.34508940,1.70893336,0.00000000
-5.13556778,4.15702214,1.45182272,0.50545968,3.51151980,0.72160202,0.00541351,1.32285207,1.65659395,0.00000000
-5.12956478,4.03716854,1.41247413,0.47975727,3.45249414,0.69672841,0.00516590,1.29773479,1.60023998,0.00000000
-5.12356178,3.91032735,1.36894067,0.45463469,3.38347505,0.67079918,0.00490535,1.27013060,1.54051870,0.00000000
-5.11755878,3.77797411,1.32177063,0.43025059,3.30566692,0.64412997,0.00463541,1.24045175,1.47811256,0.00000000
-5.11155578,3.64160867,1.27154604,0.40675275,3.22035450,0.61703259,0.00435965,1.20911933,1.41372097,0.00000000
-5.10555278,3.50271799,1.21886767,0.38427402,3.12887061,0.58980759,0.00408147,1.17655328,1.34804241,0.00000000
-5.09954977,3.36274113,1.16434051,0.36292870,3.03256402,0.56273762,0.00380409,1.14316301,1.28175742,0.00000000
-5.09354677,3.22303740,1.10856012,0.34280938,2.93276848,0.53608165,0.00353045,1.10933876,1.21551321,0.00000000
-5.08754377,3.08485876,1.05210032,0.32398446,2.83077346,0.51007042,0.00326319,1.07544404,1.14991014,0.00000000
-5.08154077,2.94932682,0.99550247,0.30649658,2.72779747,0.48490290,0.00300457,1.04180903,1.08549056,0.00000000
-5.07553777,2.81741507,0.93926659,0.29036179,2.62496429,0.46074401,0.00275648,1.00872527,1.02273028,0.00000000
-5.06953477,2.68993636,0.88384428,0.27556977,2.52328264,0.43772346,0.00252043,0.97644137,0.96203259,0.00000000
-5.06353177,2.56753562,0.82963367,0.26208494,2.42362962,0.41593562,0.00229754,0.94515999,0.90372505,0.00000000
-5.05752876,2.45068771,0.77697629,0.24984843,2.32673833,0.39544042,0.00208859,0.91503588,0.84805882,0.00000000
-5.05152576,2.33970012,0.72615570,0.23878086,2.23318960,0.37626501,0.00189399,0.88617509,0.79521049,0.00000000
-5.04552276,2.23472012,0.67739792,0.22878587,2.14340838,0.35840616,0.00171388,0.85863531,0.74528603,0.00000000
-5.03951976,2.13574592,0.63087333,0.21975413,2.05766441,0.34183328,0.00154812,0.83242720,0.69832676,0.00000000
-5.03351676,2.04264151,0.58669996,0.21156787,1.97607748,0.32649184,0.00139635,0.80751695,0.65431687,0.00000000
-5.02751376,1.95515448,0.54494795,0.20410559,1.89862695,0.31230716,0.00125803,0.78382978,0.61319226,0.00000000
-5.02151076,1.87293643,0.50564492,0.19724692,1.82516525,0.29918840,0.00113246,0.76125459,0.57485024,0.00000000
-5.01550775,1.79556529,0.46878210,0.19087740,1.75543510,0.28703275,0.00101887,0.73964953,0.53915985,0.00000000
-5.00950475,1.72256904,0.43432088,0.18489302,1.68908973,0.27572963,0.00091640,0.71884846,0.50597230,0.00000000
-5.00350175,1.65345007,0.40219966,0.17920436,1.62571553,0.26516485,0.00082417,0.69866831,0.47513132,0.00000000
-4.99749875,1.58770953,0.37234075,0.17374031,1.56485633,0.25522471,0.00074127,0.67891687,0.44648297,0.00000000
-4.99149575,1.52487103,0.34465703,0.16845099,1.50603849,0.24579987,0.00066683,0.65940112,0.41988473,0.00000000
-4.98549275,1.46450291,0.31905829,0.16331012,1.44879581,0.23678896,0.00060001,0.63993556,0.39521345,0.00000000
-4.97948974,1.40623843,0.29545695,0.15831650,1.39269342,0.22810187,0.00054002,0.62035051,0.37237216,0.00000000
-4.97348674,1.34979327,0.27377315,0.15349469,1.33734970,0.21966256,0.00048614,0.60049986,0.35129540,0.00000000
-4.96748374,1.29497979,0.25393893,0.14889488,1.28245557,0.21141147,0.00043771,0.58026803,0.33195301,0.00000000
-4.96148074,1.24171754,0.23590157,0.14459193,1.22779032,0.20330730,0.00039415,0.55957600,0.31435244,0.00000000
-4.95547774,1.19003984,0.21962590,0.14068372,1.17323357,0.19532820,0.00035494,0.53838591,0.29853939,0.00000000
-4.94947474,1.14009612,0.20509569,0.13728876,1.11877309,0.18747239,0.00031966,0.51670423,0.28459704,0.00000000
-4.94347174,1.09215015,0.19231411,0.13454330,1.06450814,0.17975803,0.00028795,0.49458329,0.27264386,0.00000000
-4.93746873,1.04657418,0.18130322,0.13259792,1.01064862,0.17222252,0.00025951,0.47212110,0.26283021,0.00000000
-4.93146573,1.00383941,0.17210271,0.13161386,0.95751011,0.16492120,0.00023410,0.44945948,0.25533389,0.00000000
-4.92546273,0.96450316,0.16476793,0.13175915,0.90550527,0.15792539,0.00021156,0.42678065,0.25035485,0.00000000
-4.91945973,0.92919326,0.15936729,0.13320462,0.85513197,0.15132009,0.00019174,0.40430236,0.24810932,0.00000000
-4.91345673,0.89859032,0.15597924,0.13612006,0.80695894,0.14520111,0.00017458,0.38227179,0.24882340,0.00000000
-4.90745373,0.87340853,0.15468884,0.14067050,0.76160936,0.13967201,0.00016001,0.36095849,0.25272665,0.00000000
-4.90145073,0.85437566,0.15558413,0.14701283,0.71974315,0.13484079,0.00014801,0.34064664,0.26004546,0.00000000
-4.89544772,0.84221284,0.15875237,0.15529276,0.68203854,0.13081648,0.00013859,0.32162693,0.27099669,0.00000000
-4.88944472,0.83761480,0.16427621,0.16564218,0.64917340,0.12770570,0.00013177,0.30418828,0.28578156,0.00000000
-4.88344172,0.84123108,0.17222999,0.17817706,0.62180693,0.12560942,0.00012758,0.28860977,0.30457985,0.00000000
-4.87743872,0.85364849,0.18267603,0.19299578,0.60056196,0.12461974,0.00012605,0.27515290,0.32754472,0.00000000
-4.87143572,0.87537545,0.19566123,0.21017796,0.58600833,0.12481707,0.00012721,0.26405445,0.35479790,0.00000000
-4.86543272,0.90682814,0.21121380,0.22978372,0.57864743,0.12626757,0.00013110,0.25552012,0.38642553,0.00000000
-4.85942971,0.94831886,0.22934036,0.25185336,0.57889828,0.12902093,0.00013773,0.24971899,0.42247454,0.00000000
-4.85342671,1.00004643,0.25002323,0.27640735,0.58708505,0.13310859,0.00014711,0.24677895,0.46294962,0.00000000
-4.84742371,1.06208891,0.27321822,0.30344655,0.60342642,0.13854231,0.00015920,0.24678313,0.50781074,0.00000000
-4.84142071,1.13439840,0.29885274,0.33295256,0.62802666,0.14531329,0.00017397,0.24976731,0.55697130,0.00000000
-4.83541771,1.21679783,0.32682437,0.36488814,0.66086869,0.15339159,0.00019134,0.25571846,0.61029671,0.00000000
-4.82941471,1.30897984,0.35699993,0.39919757,0.70180920,0.16272606,0.00021118,0.26457424,0.66760368,0.00000000
-4.82341171,1.41050737,0.38921511,0.43580683,0.75057592,0.17324472,0.00023336,0.27622345,0.72865991,0.00000000
-4.81740870,1.52081614,0.42327467,0.47462359,0.80676731,0.18485547,0.00025768,0.29050758,0.79318442,0.00000000
-4.81140570,1.63921868,0.45895318,0.51553687,0.86985463,0.19744730,0.00028390,0.30722320,0.86084838,0.00000000
-4.80540270,1.76490992,0.49599653,0.55841648,0.93918664,0.21089178,0.00031177,0.32612525,0.93127651,0.00000000
-4.79939970,1.89697437,0.53412396,0.60311212,1.01399689,0.22504495,0.00034096,0.34693117,1.00404908,0.00000000
-4.79339670,2.03439458,0.57303074,0.64945222,1.09341355,0.23974956,0.00037115,0.36932580,1.07870442,0.00000000
-4.78739370,2.17606108,0.61239151,0.69724272,1.17647187,0.25483747,0.00040195,0.39296687,1.15474209,0.00000000
-4.78139070,2.32078349,0.65186410,0.74626573,1.26212883,0.27013238,0.00043299,0.41749111,1.23162666,0.00000000
-4.77538769,2.46730298,0.69109381,0.79627840,1.34927994,0.28545267,0.00046384,0.44252072,1.30879203,0.00000000
-4.76938469,2.61430577,0.72971819,0.84701208,1.43677765,0.30061435,0.00049411,0.46767013,1.38564645,0.00000000
-4.76338169,2.76043783,0.76737199,0.89817204,1.52345101,0.31543402,0.00052338,0.49255289,1.46157815,0.00000000
-4.75737869,2.90432052,0.80369232,0.94943791,1.60812609,0.32973189,0.00055127,0.51678847,1.53596158,0.00000000
-4.75137569,3.04456716,0.83832395,1.00046502,1.68964658,0.34333456,0.00057742,0.54000884,1.60816427,0.00000000
-4.74537269,3.17980036,0.87092446,1.05088691,1.76689409,0.35607781,0.00060150,0.56186469,1.67755424,0.00000000
-4.73936968,3.30867011,0.90116936,1.10031890,1.83880754,0.36780900,0.00062325,0.58203113,1.74350802,0.00000000
-4.73336668,3.42987227,0.92875683,1.14836310,1.90440131,0.37838937,0.00064242,0.60021272,1.80541908,0.00000000
-4.72736368,3.54216746,0.95341233,1.19461446,1.96278156,0.38769594,0.00065888,0.61614778,1.86270672,0.00000000
-4.72136068,3.64439993,0.97489268,1.23866813,2.01316061,0.39562320,0.00067254,0.62961188,1.91482518,0.00000000
-4.71535768,3.73551632,0.99298977,1.28012762,2.05486891,0.40208438,0.00068339,0.64042052,1.96127296,0.00000000
-4.70935468,3.81458377,1.00753387,1.31861377,2.08736464,0.40701247,0.00069151,0.64843097,2.00160200,0.00000000
-4.70335168,3.88080710,1.01839633,1.35377392,2.11024078,0.41036095,0.00069705,0.65354325,2.03542671,0.00000000
-4.69734867,3.93354457,1.02549189,1.38529115,2.12322954,0.41210413,0.00070025,0.65570042,2.06243232,0.00000000
-4.69134567,3.97232166,1.02878032,1.41289295,2.12620447,0.41223733,0.00070145,0.65488809,2.08238262,0.00000000
-4.68534267,3.99684245,1.02826763,1.43635894,2.11917996,0.41077671,0.00070105,0.65113328,2.09512639,0.00000000
-4.67933967,4.00699788,1.02400655,1.45552726,2.10230858,0.40775891,0.00069954,0.64450276,2.10060267,0.00000000
-4.67333667,4.00287057,1.01609640,1.47029918,2.07587608,0.40324036,0.00069749,0.63510079,2.09884407,0.00000000
-4.66733367,3.98473560,1.00468231,1.48064166,2.04029439,0.39729642,0.00069553,0.62306644,2.08997836,0.00000000
-4.66133067,3.95305694,0.98995362,1.48658763,1.99609258,0.39002025,0.00069438,0.60857046,2.07422772,0.00000000
-4.65532766,3.90847929,0.97214149,1.48823396,1.94390597,0.38152133,0.00069479,0.59181181,2.05190580,0.00000000
-4.64932466,3.85181534,0.95151575,1.48573704,1.88446358,0.37192384,0.00069755,0.57301381,2.02341227,0.00000000
-4.64332166,3.78402842,0.92838076,1.47930628,1.81857404,0.36136463,0.00070352,0.55242001,1.98922512,0.00000000
