energy_ev,total_up,total_down,C_s_up,C_s_down,C_p_up,C_p_down,Cr_p_up,Cr_p_down,Cr_d_up,Cr_d_down,S_s_up,S_s_down,S_p_up,S_p_down,Sc_p_up,Sc_p_down,Sc_d_up,Sc_d_down
-5.93996998,6.42576321,-3.92316688,0.13063804,-0.06132355,0.62886587,-0.32001707,1.86180081,-0.77406665,1.18158358,-0.39016349,0.05038539,-0.04756107,2.70866495,-1.90164585,0.91047443,-0.68476353,0.15384920,-0.14067084
-5.93396698,6.56443649,-3.95728951,0.13116604,-0.06314372,0.63044172,-0.33446003,1.95319686,-0.76713814,1.19022860,-0.40348347,0.05147610,-0.04903477,2.79044043,-1.90155766,0.93567386,-0.68208611,0.15775880,-0.14252119
-5.92796398,6.71988166,-3.99529536,0.13145081,-0.06500780,0.63295074,-0.35007773,2.05105865,-0.76286604,1.19948343,-0.41759563,0.05304312,-0.05054096,2.88101550,-1.90225364,0.96245578,-0.67970792,0.16273177,-0.14436691
-5.92196098,6.89018978,-4.03854007,0.13145463,-0.06694806,0.63626827,-0.36685245,2.15472304,-0.76184639,1.20908739,-0.43257496,0.05507808,-0.05207912,2.97947947,-1.90457898,0.99040754,-0.67800106,0.16871699,-0.14622849
-5.91595798,7.07311628,-4.08850824,0.13114359,-0.06899894,0.64023937,-0.38475197,2.26339750,-0.76470224,1.21875652,-0.44849731,0.05756381,-0.05365031,3.08476274,-1.90947534,1.01907939,-0.67735114,0.17564119,-0.14813341
-5.90995498,7.26612557,-4.14678063,0.13048908,-0.07119605,0.64468395,-0.40372915,2.37616243,-0.77207712,1.22819311,-0.46543644,0.06047466,-0.05525703,3.19565340,-1.91796234,1.04799291,-0.67814916,0.18341041,-0.15011553
-5.90395198,7.46643528,-4.21499794,0.12946902,-0.07357520,0.64940190,-0.42372182,2.49197502,-0.78462759,1.23709440,-0.48346089,0.06377690,-0.05690298,3.31081395,-1.93111646,1.07664951,-0.68078354,0.19191176,-0.15221430
-5.89794897,7.67105978,-4.29482204,0.12806883,-0.07617127,0.65417837,-0.44465316,2.60967524,-0.80301495,1.24516021,-0.50263101,0.06742925,-0.05859278,3.42879799,-1.95004781,1.10453894,-0.68563240,0.20101552,-0.15447382
-5.89194597,7.87685303,-4.38789558,0.12628205,-0.07901709,0.65878879,-0.46643255,2.72799442,-0.82789577,1.25209937,-0.52299595,0.07138345,-0.06033174,3.54806745,-1.97587527,1.13114774,-0.69305625,0.21057765,-0.15694171
-5.88594297,8.08055147,-4.49580049,0.12411060,-0.08214230,0.66300385,-0.48895675,2.84556717,-0.85991128,1.25763485,-0.54459088,0.07558505,-0.06212544,3.66701047,-2.00970050,1.15596775,-0.70339116,0.22044247,-0.15966794
-5.87993997,8.27881764,-4.62001587,0.12156477,-0.08557223,0.66659422,-0.51211138,2.96094714,-0.89967527,1.26150783,-0.56743443,0.07997421,-0.06397949,3.78396071,-2.05258104,1.17850454,-0.71694231,0.23044578,-0.16270352
-5.87393697,8.46828575,-4.76187557,0.11866283,-0.08932670,0.66933519,-0.53577262,3.07262697,-0.94776046,1.26348078,-0.59152625,0.08448669,-0.06589918,3.89721856,-2.10550279,1.19828597,-0.73397793,0.24041806,-0.16609909
-5.86793397,8.64560995,-4.92252564,0.11543037,-0.09341899,0.67101114,-0.55980899,3.17906276,-1.00468325,1.26333973,-0.61684477,0.08905490,-0.06788912,4.00507456,-2.16935226,1.21487080,-0.75472348,0.25018804,-0.16990354
-5.86193097,8.80751618,-5.10288179,0.11189944,-0.09785475,0.67141997,-0.58408296,3.27870280,-1.07088670,1.26089615,-0.64334523,0.09360911,-0.06995295,4.10583554,-2.24488868,1.22785734,-0.77935590,0.25958628,-0.17416247
-5.85592796,8.95085771,-5.30358713,0.10810741,-0.10263109,0.67037738,-0.60845253,3.37002051,-1.14672216,1.25598849,-0.67095778,0.09807868,-0.07209299,4.19785338,-2.33271634,1.23689202,-0.80799782,0.26844891,-0.17891668
-5.84992496,9.07267443,-5.52497077,0.10409579,-0.10773574,0.66772117,-0.63277242,3.45155063,-1.23242967,1.24848368,-0.69958584,0.10239338,-0.07431001,4.27955615,-2.43325762,1.24167778,-0.84071172,0.27662133,-0.18420059
-5.84392196,9.17025483,-5.76700779,0.09990895,-0.11314635,0.66331535,-0.65689493,3.52192789,-1.32811762,1.23827884,-0.72910474,0.10648478,-0.07660290,4.34948118,-2.54672712,1.24198205,-0.87749388,0.28396185,-0.19004071
-5.83791896,9.24119955,-6.02928183,0.09559278,-0.11883004,0.65705417,-0.68067050,3.57992697,-1.43374255,1.22530310,-0.75936054,0.11028760,-0.07896843,4.40630915,-2.67310767,1.23764411,-0.91826844,0.29034507,-0.19645408
-5.83191596,9.28348442,-6.31095169,0.09119343,-0.12474311,0.64886577,-0.70394778,3.62450206,-1.54908984,1.20951969,-0.79016939,0.11374104,-0.08140110,4.44889812,-2.81212903,1.22858134,-0.96288144,0.29566501,-0.20344686
-5.82591296,9.29552071,-6.61072358,0.08675617,-0.13083107,0.63871557,-0.72657359,3.65482478,-1.67375623,1.19092819,-0.82131729,0.11679004,-0.08389291,4.47631616,-2.96325028,1.21479429,-1.01109550,0.29983781,-0.21101298
-5.81990995,9.27620995,-6.92683114,0.08232434,-0.13702897,0.62660907,-0.74839256,3.67031840,-1.80713556,1.16956687,-0.85256063,0.11938641,-0.08643336,4.48787129,-3.12564696,1.19637006,-1.06258522,0.30280394,-0.21913305
-5.81390695,9.22499056,-7.25702536,0.07793847,-0.14326206,0.61259397,-0.76924685,3.67068719,-1.94840869,1.14551483,-0.88362746,0.12148990,-0.08900936,4.48313699,-3.29820416,1.17348367,-1.11693401,0.30452985,-0.22777342
-5.80790395,9.14187373,-7.59857655,0.07363557,-0.14944679,0.59676153,-0.78897590,3.65593900,-2.09653879,1.11889383,-0.91421975,0.12306898,-0.09160538,4.46197221,-3.47951667,1.14639730,-1.17363276,0.30500893,-0.23688565
-5.80190095,9.02746615,-7.94829027,0.06944871,-0.15549223,0.57924699,-0.80741664,3.62640018,-2.25027310,1.08986960,-0.94401681,0.12410149,-0.09420355,4.42453450,-3.66789712,1.11545716,-1.23208091,0.30426186,-0.24640639
-5.79589795,8.88297786,-8.30253888,0.06540668,-0.16130182,0.56022895,-0.82440409,3.58272169,-2.40815196,1.05865233,-0.97267975,0.12457512,-0.09678399,4.37128534,-3.86139302,1.08108789,-1.29159044,0.30233622,-0.25625757
-5.78989495,8.71021394,-8.65730966,0.06153395,-0.16677542,0.53992769,-0.83977259,3.52587596,-2.56852557,1.02549622,-0.99985729,0.12448759,-0.09932514,4.30298717,-4.05781301,1.04378458,-1.35139319,0.29930542,-0.26634722
-5.78389195,8.51154974,-9.00826974,0.05785076,-0.17181173,0.51860243,-0.85335783,3.45714427,-2.72957882,0.99069801,-1.02519258,0.12384668,-0.10180429,4.22069182,-4.25476254,1.00410260,-1.41065169,0.29526708,-0.27657073
-5.77788894,8.28988982,-9.35084729,0.05437339,-0.17631085,0.49654754,-0.86499957,3.37809493,-2.88936402,0.95459429,-1.04833111,0.12267002,-0.10419806,4.12572065,-4.44968849,0.96264543,-1.46847377,0.29034071,-0.28681261
-5.77188594,8.04861184,-9.68032731,0.05111457,-0.18017709,0.47408774,-0.87454520,3.29055292,-3.04584071,0.91755773,-1.06892947,0.12098471,-0.10648308,4.01963688,-4.63993193,0.92005102,-1.52393058,0.28466501,-0.29694880
-5.76588294,7.79149715,-9.99195959,0.04808398,-0.18332166,0.45157254,-0.88185389,3.19656189,-3.19692180,0.87999215,-1.08666455,0.11882673,-0.10863660,3.90421117,-4.82278760,0.87697700,-1.57607791,0.27839475,-0.30684933
-5.75987994,7.52265039,-10.28107540,0.04528887,-0.18566552,0.42936994,-0.88680127,3.09833979,-3.34052444,0.84232667,-1.10124297,0.11624026,-0.11063718,3.78138160,-4.99556834,0.83408535,-1.62398004,0.27169731,-0.31638140
-5.75387694,7.24641086,-10.54320869,0.04273459,-0.18714181,0.40785959,-0.88928446,2.99822955,-3.47462396,0.80500891,-1.11241025,0.11327679,-0.11246531,3.65320962,-5.15567219,0.79202709,-1.66673538,0.26474913,-0.32541270
-5.74787394,6.96725872,-10.77421721,0.04042528,-0.18769824,0.38742562,-0.88922701,2.89864636,-3.59730873,0.76849773,-1.11995930,0.10999416,-0.11410402,3.52183336,-5.30064971,0.75142750,-1.70350297,0.25773203,-0.33381485
-5.74187094,6.68971880,-10.97039837,0.03836436,-0.18729886,0.36844926,-0.88658367,2.80202290,-3.70683401,0.73325530,-1.12373785,0.10645549,-0.11553929,3.38941997,-5.42826886,0.71287238,-1.73352863,0.25082952,-0.34146682
-5.73586793,6.41826503,-11.12859492,0.03655504,-0.18592557,0.35130143,-0.88134454,2.71075429,-3.80167229,0.69973904,-1.12365426,0.10272804,-0.11676046,3.25811848,-5.53657472,0.67689581,-1.75616955,0.24422322,-0.34825825
-5.72986493,6.15722791,-11.24628569,0.03500069,-0.18357887,0.33633541,-0.87353836,2.62714368,-3.88055831,0.66839346,-1.11968158,0.09888200,-0.11776042,3.13001442,-5.62394158,0.64396975,-1.77091632,0.23808945,-0.35409243
-5.72386193,5.91070720,-11.32165713,0.03370503,-0.18027817,0.32387971,-0.86323460,2.55335004,-3.94252659,0.63964202,-1.11185939,0.09498916,-0.11853563,3.00708745,-5.68911518,0.61449568,-1.77741103,0.23259591,-0.35888893
-5.71785893,5.68249145,-11.35365255,0.03267227,-0.17606143,0.31423116,-0.85054437,2.49133876,-3.98694003,0.61387921,-1.10029339,0.09112165,-0.11908598,2.89117276,-5.73124325,0.58879851,-1.77546064,0.22789863,-0.36258566
-5.71185593,5.47598558,-11.34199662,0.03190696,-0.17098412,0.30764839,-0.83561969,2.44283620,-4.01350836,0.59146292,-1.08515265,0.08735051,-0.11941453,2.78392691,-5.74989317,0.56712264,-1.76504493,0.22413910,-0.36514036
-5.70585293,5.29414729,-11.28719438,0.03141377,-0.16511779,0.30434566,-0.81865136,2.40928845,-4.02229577,0.57270719,-1.06666455,0.08374434,-0.11952702,2.68679851,-5.74505612,0.54963022,-1.74631831,0.22144158,-0.36653142
-5.69984992,5.13943263,-11.19050481,0.03119710,-0.15854791,0.30448704,-0.79986528,2.39182525,-4.01371749,0.55787529,-1.04510780,0.08036784,-0.11943132,2.60100385,-5.71713776,0.53640136,-1.71960561,0.21991067,-0.36675802
-5.69384692,5.01375102,-11.05389082,0.03126046,-0.15137151,0.30818119,-0.77951751,2.39122916,-3.98852569,0.54717339,-1.02080361,0.07728043,-0.11913677,2.52750757,-5.66693617,0.52743613,-1.68539177,0.21962898,-0.36583970
-5.68784392,4.91842966,-10.87994816,0.03160586,-0.14369432,0.31547653,-0.75788814,2.40791078,-3.94778558,0.54074471,-0.99410563,0.07453487,-0.11865351,2.46700821,-5.59560837,0.52265800,-1.64430607,0.22065515,-0.36381525
-5.68184092,4.85418740,-10.67181733,0.03223305,-0.13562792,0.32635720,-0.73527435,2.44189030,-3.89284283,0.53866428,-0.96538914,0.07217594,-0.11799181,2.41992864,-5.50462730,0.52191860,-1.59710146,0.22302192,-0.36074110
-5.67583792,4.82111823,-10.43308266,0.03313872,-0.12728660,0.34073970,-0.71198295,2.49278608,-3.82528412,0.54093454,-0.93503986,0.07023920,-0.11716145,2.38641109,-5.39573146,0.52500335,-1.54463016,0.22673467,-0.35668937
-5.66983492,4.81868471,-10.16766393,0.03431576,-0.11878450,0.35847058,-0.68832281,2.55981087,-3.74689254,0.54748181,-0.90344310,0.06874995,-0.11617119,2.36631692,-5.27086979,0.53163792,-1.48781664,0.23177011,-0.35174561
-5.66383192,4.84572173,-9.87970534,0.03575250,-0.11023273,0.37932525,-0.66459748,2.64177636,-3.65959977,0.55815387,-0.87097371,0.06772232,-0.11502847,2.35923092,-5.13214438,0.54149525,-1.42762912,0.23807549,-0.34600631
-5.65782891,4.90045146,-9.57346700,0.03743215,-0.10173687,0.40300819,-0.64109846,2.73710675,-3.56543714,0.57271889,-0.83798721,0.06715859,-0.11373916,2.36447046,-4.98175352,0.55420297,-1.36505118,0.24556825,-0.33957655
-5.65182591,4.98050998,-9.25322334,0.03933235,-0.09339480,0.42915483,-0.61809925,2.84386205,-3.46648733,0.59086602,-0.80481258,0.06704887,-0.11230760,2.38109943,-4.82193750,0.56935124,-1.30105440,0.25413631,-0.33256757
-5.64582291,5.08298671,-8.92317226,0.04142490,-0.08529492,0.45733525,-0.59585060,2.95977142,-3.36483828,0.61220770,-0.77174688,0.06737097,-0.11073683,2.40794727,-4.65492913,0.58650088,-1.23657344,0.26363895,-0.32509465
-5.63981991,5.20447691,-8.58735772,0.04367581,-0.07751480,0.48705987,-0.57457705,3.08227698,-3.26254082,0.63628410,-0.73905191,0.06809074,-0.10902893,2.44363314,-4.48291048,0.60519187,-1.17248426,0.27390857,-0.31727517
-5.63381691,5.34114789,-8.24960781,0.04604552,-0.07012036,0.51778732,-0.55447474,3.20858787,-3.16157071,0.66256969,-0.70695288,0.06916267,-0.10718561,2.48659529,-4.30797691,0.62495215,-1.10958643,0.28475314,-0.30922700
-5.62781391,5.48881860,-7.91348872,0.04848944,-0.06316544,0.54893445,-0.53571061,3.33574392,-3.06379596,0.69048217,-0.67563903,0.07053096,-0.10520885,2.53512548,-4.13210900,0.64530674,-1.04858968,0.29595966,-0.30106721
-5.62181091,5.64305196,-7.58227443,0.05095875,-0.05669181,0.57988839,-0.51842287,3.46068814,-2.97094945,0.71939356,-0.64526590,0.07213088,-0.10310168,2.58740818,-3.95715208,0.66578719,-0.99010518,0.30729829,-0.29291100
-5.61580790,5.79925861,-7.25893079,0.05340146,-0.05072954,0.61002049,-0.50272236,3.58034619,-2.88460681,0.74864357,-0.61595905,0.07389051,-0.10086891,2.64156386,-3.78480317,0.68594125,-0.93464115,0.31852742,-0.28487097
-5.60980490,5.95280976,-6.94611190,0.05576366,-0.04529778,0.63870186,-0.48869490,3.69171080,-2.80616904,0.77755464,-0.58781884,0.07573275,-0.09851785,2.69569564,-3.61660429,0.70534267,-0.88260276,0.32939929,-0.27705644
-5.60380190,6.09915643,-6.64616607,0.05799099,-0.04040565,0.66531994,-0.47640398,3.79192868,-2.73684950,0.80544865,-0.56092571,0.07757755,-0.09605898,2.74793799,-3.45394085,0.72360090,-0.83429552,0.33966627,-0.26957300
-5.59779890,6.23395137,-6.36114863,0.06003014,-0.03605344,0.68929568,-0.46589376,3.87838673,-2.67766420,0.83166447,-0.53534577,0.07934434,-0.09350636,2.79650624,-3.29804405,0.74037055,-0.78993172,0.34908733,-0.26252197
-5.59179590,6.35316962,-6.09283834,0.06183051,-0.03223389,0.71010059,-0.45719196,3.94879448,-2.62942490,0.85557591,-0.51113614,0.08095445,-0.09087791,2.83974525,-3.14999565,0.75536018,-0.74963899,0.35743472,-0.25599984
-5.58579290,6.45322335,-5.84275475,0.06334574,-0.02893349,0.72727306,-0.45031238,4.00125921,-2.59273427,0.87660932,-0.48834966,0.08233358,-0.08819549,2.87617542,-3.01073384,0.76834029,-0.71347036,0.36450048,-0.25009757
-5.57978989,6.53106615,-5.61217409,0.06453525,-0.02613380,0.74043317,-0.44525688,4.03435074,-2.56798247,0.89426022,-0.46703882,0.08341411,-0.08548468,2.90453448,-2.88105912,0.77914999,-0.68141489,0.37010246,-0.24489970
-5.57378689,6.58428264,-5.40214172,0.06536550,-0.02381277,0.74929535,-0.44201663,4.04715260,-2.55534485,0.90810804,-0.44725853,0.08413719,-0.08277432,2.92381312,-2.76163922,0.78770207,-0.65340826,0.37408978,-0.24048328
-5.56778389,6.61115915,-5.21348008,0.06581113,-0.02194582,0.75367819,-0.44057260,4.03929716,-2.55478074,0.91782853,-0.42906771,0.08445454,-0.08009584,2.93328305,-2.65301245,0.79398625,-0.62934284,0.37634723,-0.23691662
-5.56178089,6.61073224,-5.04679159,0.06585576,-0.02050699,0.75351102,-0.44089524,4.01098281,-2.56603335,0.92320314,-0.41252967,0.08432984,-0.07748238,2.93251627,-2.55558927,0.79807016,-0.60907661,0.37679869,-0.23425779
-5.55577789,6.58281248,-4.90245687,0.06549251,-0.01946975,0.74883672,-0.44294350,3.96297182,-2.58863108,0.92412486,-0.39771120,0.08373977,-0.07496773,2.92139438,-2.46965204,0.80009808,-0.59244077,0.37540921,-0.23255312
-5.54977489,6.52798218,-4.78062904,0.06472415,-0.01880784,0.73981065,-0.44666331,3.89656870,-2.62189105,0.92060035,-0.38468072,0.08267446,-0.07258519,2.90010769,-2.39535342,0.80028713,-0.57924599,0.37218571,-0.23183564
-5.54377189,6.44756676,-4.68122559,0.06356296,-0.01849578,0.72669568,-0.45198574,3.81357948,-2.66492521,0.91274814,-0.37350550,0.08113756,-0.07036638,2.86914382,-2.33271394,0.79892099,-0.56928704,0.36717635,-0.23212355
-5.53776888,6.34358068,-4.60391965,0.06203020,-0.01850940,0.70985331,-0.45882508,3.71625336,-2.71665002,0.90079291,-0.36424827,0.07914580,-0.06834002,2.82926637,-2.28161945,0.79634131,-0.56234628,0.36046846,-0.23341895
-5.53176588,6.21865015,-4.54813248,0.06015534,-0.01882605,0.68973152,-0.46707720,3.60720890,-2.77580027,0.88505624,-0.35696352,0.07672806,-0.06653092,2.78148431,-2.24181941,0.79293683,-0.55819592,0.35218533,-0.23570677
-5.52576288,6.07591574,-4.51302933,0.05797501,-0.01942485,0.66684948,-0.47661825,3.48934778,-2.84094774,0.86594407,-0.35169366,0.07392415,-0.06495892,2.72701358,-2.21292680,0.78913073,-0.55659964,0.34248180,-0.23895417
-5.51975988,5.91891905,-4.49752027,0.05553174,-0.02028670,0.64178010,-0.48730421,3.36575953,-2.91052505,0.84393153,-0.34846540,0.07078316,-0.06363822,2.66723229,-2.19442042,0.78536641,-0.55731360,0.33153906,-0.24311032
-5.51375688,5.75147820,-4.50026763,0.05287258,-0.02139420,0.61513094,-0.49897118,3.23962118,-2.98285488,0.81954580,-0.34728648,0.06736164,-0.06257679,2.60363153,-2.18565025,0.78209230,-0.56008744,0.31955877,-0.24810674
-5.50775388,5.57755738,-4.51970090,0.05004764,-0.02273155,0.58752447,-0.51143679,3.11409590,-3.05618448,0.79334771,-0.34814301,0.06372163,-0.06177608,2.53776377,-2.18584616,0.77974616,-0.56466537,0.30675684,-0.25385822
-5.50175088,5.40113590,-4.55403965,0.04710862,-0.02428431,0.55957830,-0.52450262,2.99223478,-3.12872484,0.76591292,-0.35099750,0.05992856,-0.06123108,2.47119095,-2.19413038,0.77873953,-0.57078772,0.29335710,-0.26026420
-5.49574787,5.22608207,-4.60132428,0.04410745,-0.02603904,0.53188645,-0.53795764,2.87688552,-3.19869379,0.73781346,-0.35578764,0.05604931,-0.06093048,2.40543449,-2.20953344,0.77944278,-0.57819302,0.27958515,-0.26721079
-5.48974487,5.05603687,-4.65945399,0.04109496,-0.02798302,0.50500223,-0.55158256,2.77061167,-3.26436185,0.70960042,-0.36242593,0.05215026,-0.06085719,2.34192893,-2.23101334,0.78217150,-0.58662086,0.26566264,-0.27457313
-5.48374187,4.89431191,-4.72623075,0.03811978,-0.03010379,0.47942345,-0.56515488,2.67562539,-3.32409932,0.68178833,-0.37079998,0.04829563,-0.06098905,2.28198121,-2.25747752,0.78717473,-0.59581541,0.25180209,-0.28221817
-5.47773887,4.74380520,-4.79940768,0.03522742,-0.03238872,0.45558047,-0.57845449,2.59373599,-3.37642306,0.65484208,-0.38077360,0.04454603,-0.06129965,2.22673689,-2.28780674,0.79462546,-0.60552963,0.23820260,-0.29000773
-5.47173587,4.60693772,-4.87673997,0.03245960,-0.03482454,0.43382754,-0.59126938,2.52631593,-3.42004107,0.62916647,-0.39218843,0.04095731,-0.06175935,2.17715452,-2.32088016,0.80461401,-0.61553005,0.22504633,-0.29780164
-5.46573287,4.48561233,-4.95603624,0.02985374,-0.03739687,0.41443757,-0.60340131,2.47428500,-3.45389305,0.60509901,-0.40486608,0.03757970,-0.06233629,2.13398883,-2.35560064,0.81714446,-0.62560189,0.21249604,-0.30546099
-5.45972986,4.38119579,-5.03520838,0.02744275,-0.04008976,0.39760038,-0.61467102,2.43811266,-3.47718533,0.58290595,-0.41861067,0.03445732,-0.06299747,2.09778314,-2.39091936,0.83213441,-0.63555435,0.20069346,-0.31285114
-5.45372686,4.29452368,-5.11231784,0.02525500,-0.04288528,0.38342440,-0.62492284,2.41783768,-3.48941834,0.56278153,-0.43321158,0.03162794,-0.06370977,2.06887082,-2.42585893,0.84941817,-0.64522581,0.18975870,-0.31984470
-5.44772386,4.22592650,-5.18561668,0.02331448,-0.04576313,0.37194147,-0.63402835,2.41310353,-3.49040553,0.54485041,-0.44844651,0.02912307,-0.06444088,2.04738539,-2.45953416,0.86875331,-0.65448867,0.17979037,-0.32632402
-5.44172086,4.17527495,-5.25358214,0.02164110,-0.04870043,0.36311444,-0.64188896,2.42320714,-3.48028271,0.52917284,-0.46408454,0.02696821,-0.06516020,2.03327815,-2.49116984,0.88983026,-0.66325361,0.17086654,-0.33218347
-5.43571786,4.14204102,-5.31494362,0.02025112,-0.05167147,0.35684695,-0.64843737,2.44715833,-3.45950714,0.51575235,-0.47988935,0.02518336,-0.06583946,2.02634243,-2.52011519,0.91228472,-0.67147296,0.16304611,-0.33733121
-5.42971486,4.12537115,-5.36870169,0.01915763,-0.05464779,0.35299488,-0.65363784,2.48374642,-3.42884645,0.50454526,-0.49562253,0.02378358,-0.06645339,2.02624252,-2.54585451,0.93571225,-0.67914310,0.15637074,-0.34169059
-5.42371186,4.12416711,-5.41413888,0.01837106,-0.05759825,0.35137887,-0.65748532,2.53161081,-3.38935754,0.49547160,-0.51104689,0.02277969,-0.06698008,2.03254592,-2.56801402,0.95968443,-0.68630555,0.15086684,-0.34520106
-5.41770885,4.13717005,-5.45082268,0.01789967,-0.06048939,0.35179711,-0.66000362,2.58931150,-3.34235637,0.48842669,-0.52592986,0.02217887,-0.06740130,2.04475665,-2.58636489,0.98376587,-0.69304682,0.14654777,-0.34781881
-5.41170585,4.16304309,-5.47860121,0.01775002,-0.06328594,0.35403789,-0.66124277,2.65539627,-3.28937983,0.48329287,-0.54004706,0.02198532,-0.06770268,2.06234799,-2.60082264,1.00753112,-0.69949672,0.14341578,-0.34951695
-5.40570285,4.20044796,-5.49759247,0.01792727,-0.06595149,0.35789125,-0.66127575,2.72846105,-3.23214102,0.47995067,-0.55318577,0.02220074,-0.06787377,2.08479261,-2.61144310,1.03058089,-0.70582530,0.14146380,-0.35028547
-5.39969985,4.24811167,-5.50816809,0.01843545,-0.06844939,0.36315916,-0.66019491,2.80720063,-3.17247995,0.47828885,-0.56514863,0.02282471,-0.06790806,2.11158839,-2.61841542,1.05255648,-0.71223833,0.14067683,-0.35013092
-5.39369685,4.30487983,-5.51093258,0.01927756,-0.07074374,0.36966381,-0.65810821,2.89044728,-3.11231142,0.47821282,-0.57575723,0.02385492,-0.06780296,2.14227855,-2.62205234,1.07315193,-0.71897139,0.14103286,-0.34907595
-5.38769385,4.36975395,-5.50669920,0.02045554,-0.07280055,0.37725376,-0.65513567,2.97719588,-3.05357209,0.47965104,-0.58485569,0.02528717,-0.06755969,2.17646494,-2.62277820,1.09212311,-0.72628276,0.14250333,-0.34715864
-5.38169085,4.44191122,-5.49646307,0.02197014,-0.07458890,0.38580752,-0.65140596,3.06661455,-2.99816874,0.48255902,-0.59231401,0.02711527,-0.06718320,2.21381390,-2.62111504,1.10929336,-0.73444524,0.14505307,-0.34443182
-5.37568784,4.52070600,-5.48137260,0.02382056,-0.07608221,0.39523476,-0.64705346,3.15804087,-2.94792940,0.48692082,-0.59803120,0.02933077,-0.06668212,2.25405431,-2.61766714,1.12455541,-0.74373711,0.14863977,-0.34096219
-5.36968484,4.60565382,-5.46269942,0.02600412,-0.07725937,0.40547505,-0.64221582,3.25096470,-2.90455902,0.49274802,-0.60193784,0.03192249,-0.06606863,2.29696841,-2.61310426,1.13786959,-0.75443250,0.15321305,-0.33682934
-5.36368184,4.69639940,-5.44180757,0.02851576,-0.07810580,0.41649432,-0.63703193,3.34499923,-2.86960101,0.50007611,-0.60399817,0.03487604,-0.06535833,2.34237594,-2.60814390,1.14925836,-0.76679147,0.15871328,-0.33212474
-5.35767884,4.79267126,-5.42012195,0.03134750,-0.07861434,0.42827948,-0.63164040,3.43984271,-2.84440545,0.50895881,-0.60421131,0.03817323,-0.06457017,2.39011298,-2.60353273,1.15879776,-0.78105007,0.16507022,-0.32695045
-5.35167584,4.89422667,-5.39909633,0.03448790,-0.07878591,0.44083147,-0.62617842,3.53523395,-2.83010474,0.51946037,-0.60261163,0.04179151,-0.06372622,2.44000708,-2.60002762,1.16660616,-0.79741078,0.17220167,-0.32141770
-5.34567284,5.00079076,-5.38018091,0.03792153,-0.07862984,0.45415735,-0.62078075,3.63090489,-2.82759679,0.53164662,-0.59926815,0.04570342,-0.06285147,2.49185061,-2.59837618,1.17283121,-0.81603355,0.18001229,-0.31564525
