energy_ev,total_up,C_s_up,C_p_up,Ni_p_up,Ni_d_up,Re_p_up,Re_d_up,S_s_up,S_p_up
-5.86793397,3.95405766,0.02671335,0.33184129,0.56349723,0.10550967,1.81689969,0.85425036,0.07091736,1.75501946
-5.86193097,3.92895780,0.02752605,0.33085050,0.55723802,0.10716423,1.81297594,0.86098034,0.06981297,1.73222595
-5.85592796,3.92703943,0.02845073,0.33233036,0.55251450,0.10967941,1.82015437,0.87499271,0.06914799,1.71755182
-5.84992496,3.94831036,0.02947919,0.33623022,0.54939253,0.11305503,1.83877540,0.89629762,0.06890639,1.71102449
-5.84392196,3.99249585,0.03060031,0.34248424,0.54791392,0.11728626,1.86912864,0.92481507,0.06906477,1.71255456
-5.83791896,4.05906042,0.03180014,0.35101435,0.54809642,0.12236476,1.91145541,0.96037872,0.06959320,1.72194577
-5.83191596,4.14723434,0.03306225,0.36173342,0.54993417,0.12827983,1.96595106,1.00274134,0.07045616,1.73890696
-5.82591296,4.25604331,0.03436804,0.37454837,0.55339828,0.13501947,2.03276622,1.05158153,0.07161366,1.76306528
-5.81990995,4.38433947,0.03569722,0.38936297,0.55843765,0.14257138,2.11200635,1.10651134,0.07302246,1.79397995
-5.81390695,4.53083235,0.03702824,0.40608021,0.56497981,0.15092370,2.20372895,1.16708467,0.07463734,1.83115596
-5.80790395,4.69411824,0.03833890,0.42460411,0.57293186,0.16006549,2.30793795,1.23280581,0.07641233,1.87405704
-5.80190095,4.87270668,0.03960692,0.44484066,0.58218135,0.16998692,2.42457493,1.30313814,0.07830190,1.92211747
-5.79589795,5.06504313,0.04081047,0.46669800,0.59259722,0.18067919,2.55350714,1.37751242,0.08026215,1.97475233
-5.78989495,5.26952705,0.04192882,0.49008563,0.60403065,0.19213393,2.69451241,1.45533452,0.08225172,2.03136598
-5.78389195,5.48452500,0.04294286,0.51491270,0.61631612,0.20434245,2.84726147,1.53599240,0.08423271,2.09135857
-5.77788894,5.70837870,0.04383562,0.54108547,0.62927243,0.21729456,3.01129842,1.61886212,0.08617128,2.15413063
-5.77188594,5.93940833,0.04459272,0.56850394,0.64270397,0.23097709,3.18602023,1.70331282,0.08803818,2.21908587
-5.76588294,6.17591164,0.04520272,0.59705801,0.65640225,0.24537229,3.37065660,1.78871061,0.08980899,2.28563228
-5.75987994,6.41615969,0.04565738,0.62662323,0.67014770,0.26045599,3.56425153,1.87442151,0.09146421,2.35318207
-5.75387694,6.65839045,0.04595189,0.65705643,0.68371189,0.27619581,3.76564789,1.95981340,0.09298911,2.42115052
-5.74787394,6.90080139,0.04608485,0.68819164,0.69686017,0.29254933,3.97347671,2.04425736,0.09437348,2.48895441
-5.74187094,7.14154258,0.04605827,0.71983643,0.70935475,0.30946244,4.18615223,2.12712848,0.09561110,2.55601038
-5.73586793,7.37871167,0.04587739,0.75176908,0.72095833,0.32686799,4.40187409,2.20780657,0.09669923,2.62173361
-5.72986493,7.61035201,0.04555042,0.78373685,0.73143806,0.34468470,4.61863732,2.28567695,0.09763786,2.68553733
-5.72386193,7.83445525,0.04508817,0.81545551,0.74057001,0.36281649,4.83425090,2.36013164,0.09842908,2.74683342
-5.71785893,8.04896924,0.04450363,0.84661039,0.74814389,0.38115238,5.04636460,2.43057140,0.09907626,2.80503456
-5.71185593,8.25181202,0.04381147,0.87685902,0.75396802,0.39956679,5.25250417,2.49640857,0.09958340,2.85955785
-5.70585293,8.44089207,0.04302752,0.90583537,0.75787430,0.41792043,5.45011381,2.55707116,0.09995449,2.90983029
-5.69984992,8.61413487,0.04216820,0.93315572,0.75972310,0.43606175,5.63660476,2.61200810,0.10019300,2.95529586
-5.69384692,8.76951523,0.04125000,0.95842588,0.75940790,0.45382889,5.80940863,2.66069578,0.10030149,2.99542417
-5.68784392,8.90509460,0.04028896,0.98124976,0.75685937,0.47105203,5.96603344,2.70264569,0.10028137,3.02972043
-5.68184092,9.01906208,0.03930019,1.00123881,0.75204876,0.48755629,6.10412055,2.73741309,0.10013289,3.05773635
-5.67583792,9.10977785,0.03829749,1.01802212,0.74499049,0.50316484,6.22150027,2.76460641,0.09985516,3.07908149
-5.66983492,9.17581718,0.03729303,1.03125682,0.73574363,0.51770234,6.31624428,2.78389703,0.09944649,3.09343471
-5.66383192,9.21601340,0.03629712,1.04063826,0.72441220,0.53099850,6.38671293,2.79502913,0.09890474,3.10055508
-5.65782891,9.22949798,0.03531807,1.04590975,0.71114427,0.54289178,6.43159576,2.79782916,0.09822781,3.10029182
-5.65182591,9.21573592,0.03436217,1.04687136,0.69612972,0.55323297,6.44994406,2.79221453,0.09741423,3.09259266
-5.64582291,9.17455503,0.03343375,1.04338752,0.67959669,0.56188874,6.44119440,2.77820108,0.09646371,3.07751029
-5.63981991,9.10616758,0.03253531,1.03539308,0.66180689,0.56874494,6.40518264,2.75590902,0.09537768,3.05520655
-5.63381691,9.01118341,0.03166774,1.02289765,0.64304978,0.57370961,6.34214819,2.72556696,0.09415983,3.02595393
-5.62781391,8.89061362,0.03083054,1.00598798,0.62363584,0.57671559,6.25272873,2.68751377,0.09281643,2.99013437
-5.62181091,8.74586449,0.03002220,0.98482847,0.60388928,0.57772273,6.13794591,2.64219803,0.09135661,2.94823529
-5.61580790,8.57872168,0.02924043,0.95965957,0.58414021,0.57671949,5.99918261,2.59017511,0.08979239,2.90084274
-5.60980490,8.39132500,0.02848250,0.93079443,0.56471686,0.57372403,5.83815291,2.53210169,0.08813856,2.84863213
-5.60380190,8.18613442,0.02774552,0.89861361,0.54593785,0.56878458,5.65686577,2.46872788,0.08641239,2.79235656
-5.59779890,7.96588846,0.02702671,0.86355840,0.52810510,0.56197923,5.45758353,2.40088708,0.08463314,2.73283332
-5.59179590,7.73355604,0.02632354,0.82612264,0.51149734,0.55341492,5.24277661,2.32948393,0.08282139,2.67092888
-5.58579290,7.49228361,0.02563393,0.78684365,0.49636479,0.54322581,5.01507537,2.25548042,0.08099832,2.60754300
-5.57978989,7.24533887,0.02495628,0.74629229,0.48292494,0.53157099,4.77722067,2.17988090,0.07918484,2.54359244
-5.57378689,6.99605310,0.02428955,0.70506261,0.47135974,0.51863155,4.53201389,2.10371607,0.07740071,2.47999488
-5.56778389,6.74776365,0.02363317,0.66376127,0.46181418,0.50460708,4.28226775,2.02802664,0.07566370,2.41765357
-5.56178089,6.50375833,0.02298699,0.62299712,0.45439638,0.48971177,4.03075879,1.95384697,0.07398879,2.35744314
-5.55577789,6.26722295,0.02235118,0.58337093,0.44917895,0.47417014,3.78018244,1.88218911,0.07238752,2.30019705
-5.54977489,6.04119345,0.02172606,0.54546572,0.44620173,0.45821257,3.53311144,1.81402766,0.07086747,2.24669692
-5.54377189,5.82851318,0.02111202,0.50983758,0.44547544,0.44207067,3.29195837,1.75028563,0.06943200,2.19766389
-5.53776888,5.63179588,0.02050933,0.47700716,0.44698619,0.42597281,3.05894278,1.69182147,0.06808008,2.15375187
-5.53176588,5.45339451,0.01991808,0.44745192,0.45070043,0.41013967,2.83606331,1.63941741,0.06680650,2.11554274
-5.52576288,5.29537532,0.01933806,0.42159895,0.45656997,0.39478014,2.62507519,1.59376905,0.06560219,2.08354297
-5.51975988,5.15949678,0.01876873,0.39981853,0.46453676,0.38008752,2.42747306,1.55547603,0.06445475,2.05818124
-5.51375688,5.04719215,0.01820920,0.38241829,0.47453705,0.36623620,2.24447933,1.52503365,0.06334920,2.03980663
-5.50775388,4.95955484,0.01765827,0.36963786,0.48650453,0.35337867,2.07703760,1.50282516,0.06226876,2.02868659
-5.50175088,4.89732529,0.01711446,0.36164419,0.50037225,0.34164318,1.92581118,1.48911463,0.06119581,2.02500435
-5.49574787,4.86087853,0.01657615,0.35852733,0.51607307,0.33113171,1.79118605,1.48404007,0.06011281,2.02885509
-5.48974487,4.85021173,0.01604160,0.36029692,0.53353842,0.32191851,1.67327806,1.48760682,0.05900313,2.04024070
-5.48374187,4.86493158,0.01550918,0.36687936,0.55269558,0.31404912,1.57194370,1.49968136,0.05785195,2.05906290
-5.47773887,4.90424177,0.01497737,0.37811593,0.57346338,0.30753975,1.48679411,1.51998552,0.05664687,2.08511493
-5.47173587,4.96693146,0.01444495,0.39376201,0.59574673,0.30237718,1.41721193,1.54809177,0.05537845,2.11807218
-5.46573287,5.05136623,0.01391105,0.41348768,0.61943027,0.29851908,1.36237055,1.58341983,0.05404056,2.15748250
-5.45972986,5.15548348,0.01337519,0.43687994,0.64437156,0.29589476,1.32125558,1.62523558,0.05263046,2.20275719
-5.45372686,5.27679464,0.01283739,0.46344686,0.67039458,0.29440646,1.29268825,1.67265272,0.05114879,2.25316368
-5.44772386,5.41239672,0.01229809,0.49262382,0.69728390,0.29393110,1.27535078,1.72463829,0.04959933,2.30782141
-5.44172086,5.55899573,0.01175819,0.52378206,0.72478032,0.29432268,1.26781342,1.78002250,0.04798858,2.36570200
-5.43571786,5.71294411,0.01121895,0.55623958,0.75257847,0.29541521,1.26856323,1.83751366,0.04632526,2.42563513
-5.42971486,5.87029389,0.01068199,0.58927439,0.78032698,0.29702626,1.27603447,1.89571855,0.04461976,2.48632097
-5.42371186,6.02686642,0.01014915,0.62213992,0.80763147,0.29896114,1.28864029,1.95316837,0.04288349,2.54634997
-5.41770885,6.17833847,0.00962242,0.65408232,0.83406067,0.30101771,1.30480560,2.00834997,0.04112826,2.60423023
-5.41170585,6.32034355,0.00910388,0.68435909,0.85915576,0.30299158,1.32300046,2.05974193,0.03936575,2.65842222
-5.40570285,6.44858586,0.00859559,0.71225870,0.88244260,0.30468190,1.34177366,2.10585441,0.03760702,2.70738022
-5.39969985,6.55896364,0.00809957,0.73712031,0.90344661,0.30589721,1.35978542,2.14527154,0.03586210,2.74959908
-5.39369685,6.64769702,0.00761772,0.75835293,0.92170970,0.30646152,1.37583866,2.17669469,0.03413979,2.78366465
-5.38769385,6.71145546,0.00715179,0.77545330,0.93680844,0.30622021,1.38890758,2.19898502,0.03244748,2.80830582
-5.38169085,6.74747883,0.00670341,0.78802159,0.94837267,0.30504559,1.39816270,2.21120313,0.03079118,2.82244563
-5.37568784,6.75368641,0.00627411,0.79577435,0.95610352,0.30284184,1.40299116,2.21264420,0.02917558,2.82524908
-5.36968484,6.72876821,0.00586530,0.79855398,0.95979000,0.29954920,1.40301157,2.20286668,0.02760434,2.81616504
-5.36368184,6.67225369,0.00547838,0.79633431,0.95932300,0.29514718,1.39808230,2.18171311,0.02608025,2.79495997
-5.35767884,6.58455374,0.00511477,0.78922199,0.95470610,0.28965658,1.38830289,2.14932190,0.02460562,2.76174146
-5.35167584,6.46697338,0.00477599,0.77745351,0.94606227,0.28314025,1.37400794,2.10612930,0.02318259,2.71697013
-5.34567284,6.32169357,0.00446370,0.76138802,0.93363615,0.27570259,1.35575364,2.05286133,0.02181342,2.66145888
-5.33966983,6.15172238,0.00417978,0.74149621,0.91779153,0.26748768,1.33429712,1.99051585,0.02050081,2.59635918
-5.33366683,5.96081705,0.00392640,0.71834560,0.89900393,0.25867622,1.31056904,1.92033559,0.01924811,2.52313471
-5.32766383,5.75338009,0.00370600,0.69258305,0.87784875,0.24948122,1.28564054,1.84377307,0.01805946,2.44352336
-5.32166083,5.53433337,0.00352140,0.66491505,0.85498507,0.24014287,1.26068533,1.76244914,0.01693992,2.35948896
-5.31565783,5.30897566,0.00337573,0.63608664,0.83113607,0.23092245,1.23693862,1.67810667,0.01589542,2.27316488
-5.30965483,5.08282911,0.00327247,0.60685985,0.80706665,0.22209582,1.21565402,1.59256147,0.01493274,2.18679162
-5.30365183,4.86148103,0.00321540,0.57799242,0.78355934,0.21394647,1.19806019,1.50765229,0.01405931,2.10265112
-5.29764882,4.65042682,0.00320854,0.55021756,0.76138937,0.20675857,1.18531881,1.42519181,0.01328304,2.02300021
-5.29164582,4.45492004,0.00325611,0.52422548,0.74129995,0.20081004,1.17848522,1.34692045,0.01261204,1.95000592
-5.28564282,4.27983456,0.00336243,0.50064725,0.72397887,0.19636610,1.17847333,1.27446437,0.01205436,1.88568488
-5.27963982,4.12954348,0.00353181,0.48004135,0.71003704,0.19367325,1.18602598,1.20929900,0.01161766,1.83184893
-5.27363682,4.00781804,0.00376845,0.46288336,0.69999004,0.19295397,1.20169165,1.15271899,0.01130891,1.79005879
-5.26763382,3.91774917,0.00407630,0.44955877,0.69424314,0.19440229,1.22580847,1.10581506,0.01113408,1.76158693
-5.26163082,3.86169305,0.00445894,0.44035904,0.69308034,0.19818026,1.25849579,1.06945813,0.01109789,1.74739069
-5.25562781,3.84124121,0.00491946,0.43548076,0.69665764,0.20441540,1.29965371,1.04429066,0.01120358,1.74809612
-5.24962481,3.85721467,0.00546026,0.43502773,0.70500080,0.21319924,1.34897028,1.03072476,0.01145267,1.76399242
-5.24362181,3.90968103,0.00608302,0.43901561,0.71800742,0.22458690,1.40593612,1.02894676,0.01184491,1.79503698
-5.23761881,3.99799234,0.00678849,0.44737887,0.73545313,0.23859764,1.46986569,1.03892740,0.01237813,1.84087000
-5.23161581,4.12084157,0.00757647,0.45997948,0.75700162,0.25521646,1.53992438,1.06043695,0.01304831,1.90083800
-5.22561281,4.27633457,0.00844566,0.47661709,0.78221798,0.27439658,1.61516033,1.09306427,0.01384956,1.97402499
-5.21960980,4.46207439,0.00939366,0.49704006,0.81058477,0.29606268,1.69453962,1.13623897,0.01477429,2.05928985
-5.21360680,4.67525458,0.01041693,0.52095704,0.84152017,0.32011482,1.77698357,1.18925577,0.01581340,2.15530844
-5.20760380,4.91275796,0.01151079,0.54804861,0.87439754,0.34643280,1.86140657,1.25130007,0.01695645,2.26061891
-5.20160080,5.17125731,0.01266948,0.57797853,0.90856570,0.37488082,1.94675308,1.32147389,0.01819200,2.37366852
-5.19559780,5.44731464,0.01388621,0.61040435,0.94336902,0.40531222,2.03203236,1.39882145,0.01950788,2.49286036
-5.18959480,5.73747576,0.01515329,0.64498695,0.97816695,0.43757399,2.11634952,1.48235349,0.02089154,2.61659832
-5.18359180,6.03835726,0.01646224,0.68139881,1.01235194,0.47151104,2.19893197,1.57106977,0.02233033,2.74332900
-5.17758879,6.34672323,0.01780395,0.71933077,1.04536555,0.50696973,2.27915002,1.66397922,0.02381188,2.87157902
-5.17158579,6.65954965,0.01916885,0.75849715,1.07671192,0.54380075,2.35653127,1.76011720,0.02532436,2.99998681
-5.16558279,6.97407479,0.02054706,0.79863923,1.10596853,0.58186105,2.43076805,1.85855959,0.02685671,3.12732781
-5.15957979,7.28783478,0.02192858,0.83952694,1.13279364,0.62101475,2.50171814,1.95843356,0.02839891,3.25253264
-5.15357679,7.59868379,0.02330347,0.88095897,1.15693063,0.66113307,2.56939864,2.05892503,0.02994206,3.37469788
-5.14757379,7.90479940,0.02466197,0.92276145,1.17820899,0.70209330,2.63397372,2.15928281,0.03147849,3.49308939
-5.14157079,8.20467403,0.02599464,0.96478522,1.19654216,0.74377685,2.69573682,2.25881991,0.03300177,3.60713882
-5.13556778,8.49709404,0.02729251,1.00690219,1.21192259,0.78606663,2.75508838,2.35691214,0.03450664,3.71643366
-5.12956478,8.78110870,0.02854709,1.04900084,1.22441420,0.82884398,2.81250998,2.45299487,0.03598891,3.82070198
-5.12356178,9.05599145,0.02975052,1.09098127,1.23414289,0.87198537,2.86853643,2.54655811,0.03744529,3.91979291
-5.11755878,9.32119615,0.03089553,1.13275002,1.24128554,0.91535909,2.92372666,2.63714085,0.03887318,4.01365422
-5.11155578,9.57631114,0.03197555,1.17421502,1.24605799,0.95882237,2.97863482,2.72432508,0.04027046,4.10230830
-5.10555278,9.82101366,0.03298462,1.21528078,1.24870278,1.00221901,3.03378266,2.80772994,0.04163523,4.18582785
-5.09954977,10.05502697,0.03391749,1.25584408,1.24947690,1.04537765,3.08963394,2.88700667,0.04296561,4.26431250
-5.09354677,10.27808200,0.03476954,1.29579028,1.24864034,1.08811109,3.14657188,2.96183430,0.04425949,4.33786753
-5.08754377,10.48988500,0.03553682,1.33499033,1.24644561,1.13021638,3.20487998,3.03191656,0.04551437,4.40658519
-5.08154077,10.69009181,0.03621601,1.37329853,1.24312868,1.17147582,3.26472664,3.09697978,0.04672723,4.47052952
-5.07553777,10.87828907,0.03680448,1.41055098,1.23890151,1.21165884,3.32615381,3.15677168,0.04789441,4.52972463
-5.06953477,11.05398205,0.03730025,1.44656476,1.23394633,1.25052440,3.38906957,3.21106088,0.04901158,4.58414663
-5.06353177,11.21658840,0.03770200,1.48113774,1.22841161,1.28782393,3.45324458,3.25963678,0.05007368,4.63371894
-5.05752876,11.36543701,0.03800911,1.51404899,1.22240974,1.32330452,3.51831223,3.30230938,0.05107504,4.67831055
-5.05152576,11.49977089,0.03822168,1.54505978,1.21601628,1.35671209,3.58377227,3.33890897,0.05200936,4.71773685
-5.04552276,11.61875305,0.03834047,1.57391512,1.20927050,1.38779452,3.64899761,3.36928518,0.05286989,4.75176247
-5.03951976,11.72147492,0.03836698,1.60034594,1.20217721,1.41630447,3.71324427,3.39330561,0.05364947,4.78010569
-5.03351676,11.80696652,0.03830335,1.62407182,1.19470942,1.44200196,3.77566407,3.41085377,0.05434075,4.80244399
-5.02751376,11.87420854,0.03815236,1.64480448,1.18681192,1.46465658,3.83532015,3.42182677,0.05493626,4.81842062
-5.02151076,11.92214637,0.03791737,1.66225206,1.17840531,1.48404957,3.89120503,3.42613295,0.05542863,4.82765194
-5.01550775,11.94970664,0.03760225,1.67612414,1.16939056,1.49997568,3.94226112,3.42368985,0.05581072,4.82973562
-5.00950475,11.95581695,0.03721127,1.68613768,1.15965386,1.51224511,3.98740352,3.41442317,0.05607579,4.82425981
-5.00350175,11.93942926,0.03674904,1.69202373,1.14907168,1.52068566,4.02554475,3.39826695,0.05621771,4.81081334
-4.99749875,11.89954769,0.03622036,1.69353493,1.13751592,1.52514523,4.05562107,3.37516563,0.05623107,4.78899731
-4.99149575,11.83526069,0.03563015,1.69045343,1.12485918,1.52549465,4.07661982,3.34507816,0.05611143,4.75843784
-4.98549275,11.74577762,0.03498333,1.68259928,1.11097982,1.52163120,4.08760716,3.30798434,0.05585552,4.71880027
-4.97948974,11.63046886,0.03428474,1.66983867,1.09576707,1.51348239,4.08775528,3.26389335,0.05546136,4.66980431
-4.97348674,11.48890841,0.03353910,1.65209186,1.07912566,1.50101027,4.07636832,3.21285415,0.05492857,4.61124008
-4.96748374,11.32091712,0.03275093,1.62934023,1.06098020,1.48421581,4.05290585,3.15496741,0.05425848,4.54298414
-4.96148074,11.12660464,0.03192453,1.60163219,1.04127890,1.46314330,4.01700314,3.09039812,0.05345435,4.46501516
-4.95547774,10.90640770,0.03106405,1.56908737,1.01999671,1.43788440,3.96848701,3.01938830,0.05252154,4.37742825
-4.94947474,10.66112229,0.03017343,1.53189889,0.99713757,1.40858149,3.90738681,2.94226884,0.05146763,4.28044707
-4.94347174,10.39192758,0.02925656,1.49033349,0.97273571,1.37543014,3.83393965,2.85946965,0.05030255,4.17443315
-4.93746873,10.10039958,0.02831729,1.44472920,0.94685606,1.33868034,3.74858967,2.77152739,0.04903859,4.05989143
-4.93146573,9.78851315,0.02735953,1.39549073,0.91959345,1.29863628,3.65198122,2.67908996,0.04769043,3.93747173
-4.92546273,9.45863142,0.02638739,1.34308267,0.89107098,1.25565462,3.54494627,2.58291747,0.04627507,3.80796563
-4.91945973,9.11348266,0.02540525,1.28802061,0.86143728,1.21014111,3.42848634,2.48387920,0.04481171,3.67229876
-4.91345673,8.75612490,0.02441786,1.23086080,0.83086312,1.16254571,3.30374988,2.38294665,0.04332154,3.53151874
-4.90745373,8.38989972,0.02343041,1.17218859,0.79953725,1.11335621,3.17200608,2.28118273,0.04182749,3.38677892
-4.90145073,8.01837670,0.02244861,1.11260621,0.76766187,1.06309067,3.03461602,2.17972744,0.04035391,3.23931883
-4.89544772,7.64529089,0.02147869,1.05272058,0.73544787,1.01228894,2.89300252,2.07978059,0.03892620,3.09044186
-4.88944472,7.27447533,0.02052742,0.99313138,0.70311009,0.96150344,2.74861974,1.98258205,0.03757034,2.94149113
-4.88344172,6.90979128,0.01960204,0.93442009,0.67086279,0.91128967,2.60292375,1.88939027,0.03631246,2.79382438
-4.87743872,6.55505816,0.01871020,0.87714021,0.63891547,0.86219658,2.45734477,1.80145966,0.03517826,2.64878877
-4.87143572,6.21398538,0.01785982,0.82180903,0.60746921,0.81475731,2.31326220,1.72001742,0.03419252,2.50769632
-4.86543272,5.89010754,0.01705896,0.76890101,0.57671368,0.76948019,2.17198262,1.64624044,0.03337849,2.37180059
-4.85942971,5.58672440,0.01631560,0.71884286,0.54682467,0.72684056,2.03472145,1.58123261,0.03275735,2.24227521
-4.85342671,5.30684635,0.01563743,0.67201018,0.51796224,0.68727322,1.90258805,1.52600306,0.03234760,2.12019454
-4.84742371,5.05314588,0.01503161,0.62872560,0.49026952,0.65116579,1.77657447,1.48144549,0.03216456,2.00651673
-4.84142071,4.82791537,0.01450452,0.58925792,0.46387179,0.61885294,1.65754743,1.44831898,0.03221981,1.90206922
-4.83541771,4.63303117,0.01406149,0.55382235,0.43887608,0.59061149,1.54624333,1.42723043,0.03252075,1.80753685
-4.82941471,4.46992404,0.01370657,0.52258112,0.41537090,0.56665651,1.44326580,1.41861896,0.03307022,1.72345244
-4.82341171,4.33955591,0.01344230,0.49564455,0.39342615,0.54713821,1.34908536,1.42274250,0.03386619,1.65019000
-4.81740870,4.24240323,0.01326951,0.47307217,0.37309314,0.53213991,1.26404100,1.43966697,0.03490156,1.58796038
-4.81140570,4.17844719,0.01318718,0.45487366,0.35440453,0.52167685,1.18834306,1.46925840,0.03616413,1.53680959
-4.80540270,4.14717126,0.01319233,0.44100986,0.33737444,0.51569609,1.12207741,1.51117849,0.03763665,1.49661981
-4.79939970,4.14756683,0.01328000,0.43139338,0.32199841,0.51407755,1.06521059,1.56488400,0.03929709,1.46711317
-4.79339670,4.17814748,0.01344330,0.42588938,0.30825362,0.51663614,1.01759591,1.62963047,0.04111900,1.44785853
-4.78739370,4.23697269,0.01367345,0.42431630,0.29609909,0.52312524,0.97898054,1.70448061,0.04307211,1.43828124
-4.78139070,4.32168140,0.01396005,0.42644696,0.28547621,0.53324147,0.94901346,1.78831759,0.04512301,1.43767616
-4.77538769,4.42953577,0.01429125,0.43201021,0.27630954,0.54663089,0.92725444,1.87986337,0.04723601,1.44522365
-4.76938469,4.55747488,0.01465408,0.44069330,0.26850799,0.56289647,0.91318419,1.97770183,0.04937408,1.46000862
-4.76338169,4.70217775,0.01503483,0.45214527,0.26196633,0.58160695,0.90621543,2.08030648,0.05149986,1.48104223
-4.75737869,4.86013466,0.01541940,0.46598144,0.25656725,0.60230674,0.90570512,2.18607191,0.05357677,1.50728587
-4.75137569,5.02772492,0.01579378,0.48178909,0.25218378,0.62452690,0.91096764,2.29334828,0.05557001,1.53767679
-4.74537269,5.20129898,0.01614441,0.49913443,0.24868201,0.64779661,0.92128872,2.40047765,0.05744759,1.57115466
-4.73936968,5.37726235,0.01645866,0.51757056,0.24592422,0.67165513,0.93593994,2.50583097,0.05918121,1.60668819
-4.73336668,5.55215830,0.01672521,0.53664648,0.24377211,0.69566349,0.95419339,2.60784426,0.06074705,1.64330107
-4.72736368,5.72274664,0.01693437,0.55591668,0.24209012,0.71941585,0.97533624,2.70505272,0.06212628,1.68009596
-4.72136068,5.88607535,0.01707839,0.57495114,0.24074868,0.74254981,0.99868475,2.79612140,0.06330550,1.71627607
-4.71535768,6.03954266,0.01715166,0.59334526,0.23962727,0.76475540,1.02359717,2.87987138,0.06427683,1.75116312
-4.70935468,6.18094720,0.01715091,0.61072929,0.23861717,0.78578236,1.04948537,2.95530033,0.06503789,1.78421137
-4.70335168,6.30852456,0.01707520,0.62677706,0.23762380,0.80544537,1.07582465,3.02159718,0.06559146,1.81501694
-4.69734867,6.42096939,0.01692593,0.64121334,0.23656855,0.82362701,1.10216137,3.07815023,0.06594500,1.84332249
-4.69134567,6.51744261,0.01670673,0.65381985,0.23539017,0.84027836,1.12811838,3.12454905,0.06611001,1.86901691
-4.68534267,6.59756439,0.01642328,0.66443938,0.23404555,0.85541720,1.15339785,3.16058043,0.06610124,1.89213050
-4.67933967,6.66139397,0.01608309,0.67297809,0.23251003,0.86912389,1.17778166,3.18621914,0.06593583,1.91282596
-4.67333667,6.70939819,0.01569520,0.67940580,0.23077730,0.88153518,1.20112926,3.20161434,0.06563244,1.93138581
-4.66733367,6.74241108,0.01526985,0.68375439,0.22885880,0.89283623,1.22337329,3.20707289,0.06521039,1.94819710
-4.66133067,6.76158692,0.01481818,0.68611438,0.22678297,0.90325124,1.24451315,3.20304061,0.06468887,1.96373417
-4.65532766,6.76834966,0.01435185,0.68662997,0.22459421,0.91303314,1.26460688,3.19008280,0.06408629,1.97854052
-4.64932466,6.76434129,0.01388278,0.68549270,0.22235172,0.92245278,1.28376173,3.16886491,0.06341973,1.99321056
-4.64332166,6.75137160,0.01342281,0.68293417,0.22012836,0.93178823,1.30212396,3.14013454,0.06270459,2.00837225
