energy_ev,total_up,C_s_up,C_p_up,Hg_p_up,Hg_d_up,Se_s_up,Se_p_up
-5.57978989,1.04410327,0.07563527,0.01441382,0.23615161,0.37815093,0.04906350,0.36743455
-5.57378689,1.04444754,0.07641161,0.01505186,0.24025438,0.37269962,0.04724571,0.37121701
-5.56778389,1.04660925,0.07705717,0.01575481,0.24431635,0.36757995,0.04550251,0.37614648
-5.56178089,1.05049760,0.07754419,0.01651711,0.24824385,0.36278696,0.04384740,0.38218459
-5.55577789,1.05596964,0.07784625,0.01733182,0.25194243,0.35829880,0.04229145,0.38926731
-5.54977489,1.06284121,0.07793974,0.01819079,0.25532125,0.35408043,0.04084355,0.39730909
-5.54377189,1.07089792,0.07780512,0.01908463,0.25829716,0.35008738,0.03951074,0.40620724
-5.53776888,1.07990523,0.07742809,0.02000296,0.26079840,0.34626916,0.03829839,0.41584596
-5.53176588,1.08961724,0.07680038,0.02093440,0.26276749,0.34257228,0.03721041,0.42609998
-5.52576288,1.09978365,0.07592031,0.02186686,0.26416336,0.33894271,0.03624932,0.43683759
-5.51975988,1.11015486,0.07479297,0.02278762,0.26496244,0.33532766,0.03541625,0.44792281
-5.51375688,1.12048510,0.07343005,0.02368357,0.26515878,0.33167688,0.03471090,0.45921694
-5.50775388,1.13053385,0.07184941,0.02454140,0.26476316,0.32794331,0.03413144,0.47057932
-5.50175088,1.14006594,0.07007427,0.02534782,0.26380140,0.32408341,0.03367440,0.48186759
-5.49574787,1.14885075,0.06813221,0.02608987,0.26231184,0.32005714,0.03333455,0.49293756
-5.48974487,1.15666108,0.06605399,0.02675511,0.26034238,0.31582784,0.03310481,0.50364299
-5.48374187,1.16327238,0.06387222,0.02733193,0.25794715,0.31136214,0.03297624,0.51383548
-5.47773887,1.16846255,0.06162008,0.02780986,0.25518317,0.30662993,0.03293814,0.52336471
-5.47173587,1.17201307,0.05933002,0.02817986,0.25210712,0.30160467,0.03297814,0.53207930
-5.46573287,1.17371153,0.05703263,0.02843458,0.24877256,0.29626390,0.03308256,0.53982828
-5.45972986,1.17335580,0.05475566,0.02856866,0.24522760,0.29059012,0.03323676,0.54646348
-5.45372686,1.17075981,0.05252326,0.02857900,0.24151341,0.28457190,0.03342564,0.55184265
-5.44772386,1.16576061,0.05035553,0.02846492,0.23766333,0.27820526,0.03363425,0.55583331
-5.44172086,1.15822657,0.04826831,0.02822834,0.23370282,0.27149508,0.03384844,0.55831719
-5.43571786,1.14806600,0.04627320,0.02787390,0.22965020,0.26445659,0.03405559,0.55919495
-5.42971486,1.13523582,0.04437789,0.02740892,0.22551786,0.25711666,0.03424530,0.55839102
-5.42371186,1.11974940,0.04258670,0.02684343,0.22131410,0.24951481,0.03441013,0.55585811
-5.41770885,1.10168326,0.04090122,0.02618998,0.21704517,0.24170388,0.03454622,0.55158119
-5.41170585,1.08118170,0.03932110,0.02546343,0.21271749,0.23375010,0.03465387,0.54558047
-5.40570285,1.05845913,0.03784493,0.02468070,0.20833970,0.22573266,0.03473801,0.53791333
-5.39969985,1.03379962,0.03647099,0.02386037,0.20392448,0.21774262,0.03480846,0.52867473
-5.39369685,1.00755343,0.03519805,0.02302233,0.19948994,0.20988119,0.03488013,0.51799619
-5.38769385,0.98013050,0.03402599,0.02218726,0.19506035,0.20225746,0.03497297,0.50604309
-5.38169085,0.95199113,0.03295619,0.02137622,0.19066640,0.19498552,0.03511176,0.49301054
-5.37568784,0.92363389,0.03199189,0.02061011,0.18634457,0.18818130,0.03532577,0.47911779
-5.36968484,0.89558157,0.03113814,0.01990922,0.18213603,0.18195891,0.03564812,0.46460147
-5.36368184,0.86836536,0.03040171,0.01929275,0.17808489,0.17642701,0.03611512,0.44970801
-5.35767884,0.84250820,0.02979068,0.01877840,0.17423596,0.17168501,0.03676535,0.43468554
-5.35167584,0.81850793,0.02931389,0.01838196,0.17063233,0.16781954,0.03763864,0.41977561
-5.34567284,0.79682087,0.02898028,0.01811698,0.16731269,0.16490110,0.03877491,0.40520528
-5.33966983,0.77784667,0.02879806,0.01799452,0.16430875,0.16298120,0.04021295,0.39117982
-5.33366683,0.76191496,0.02877390,0.01802291,0.16164296,0.16208998,0.04198911,0.37787641
-5.32766383,0.74927442,0.02891208,0.01820759,0.15932656,0.16223453,0.04413598,0.36543918
-5.32166083,0.74008462,0.02921368,0.01855102,0.15735818,0.16339784,0.04668099,0.35397572
-5.31565783,0.73441094,0.02967597,0.01905263,0.15572320,0.16553855,0.04964512,0.34355529
-5.30965483,0.73222287,0.03029183,0.01970886,0.15439365,0.16859145,0.05304166,0.33420869
-5.30365183,0.73339545,0.03104944,0.02051316,0.15332906,0.17246872,0.05687503,0.32592980
-5.29764882,0.73771399,0.03193218,0.02145617,0.15247785,0.17706190,0.06113982,0.31867867
-5.29164582,0.74488177,0.03291872,0.02252578,0.15177950,0.18224458,0.06581997,0.31238598
-5.28564282,0.75453035,0.03398342,0.02370743,0.15116719,0.18787556,0.07088828,0.30695853
-5.27963982,0.76623220,0.03509688,0.02498428,0.15057093,0.19380265,0.07630612,0.30228565
-5.27363682,0.77951514,0.03622678,0.02633752,0.14992089,0.19986672,0.08202359,0.29824607
-5.26763382,0.79387816,0.03733882,0.02774672,0.14915088,0.20590613,0.08797994,0.29471496
-5.26163082,0.80880797,0.03839783,0.02919021,0.14820175,0.21176122,0.09410452,0.29157102
-5.25562781,0.82379605,0.03936899,0.03064556,0.14702457,0.21727883,0.10031803,0.28870297
-5.24962481,0.83835531,0.04021907,0.03209000,0.14558339,0.22231667,0.10653427,0.28601565
-5.24362181,0.85203622,0.04091755,0.03350103,0.14385758,0.22674747,0.11266222,0.28343510
-5.23761881,0.86444166,0.04143785,0.03485694,0.14184348,0.23046262,0.11860846,0.28091278
-5.23161581,0.87524014,0.04175821,0.03613743,0.13955542,0.23337542,0.12427987,0.27842859
-5.22561281,0.88417704,0.04186256,0.03732418,0.13702601,0.23542361,0.12958651,0.27599272
-5.21960980,0.89108323,0.04174107,0.03840141,0.13430569,0.23657115,0.13444450,0.27364621
-5.21360680,0.89588100,0.04139049,0.03935644,0.13146156,0.23680928,0.13877891,0.27146030
-5.20760380,0.89858684,0.04081422,0.04018008,0.12857549,0.23615663,0.14252641,0.26953449
-5.20160080,0.89931082,0.04002215,0.04086705,0.12574168,0.23465848,0.14563758,0.26799334
-5.19559780,0.89825263,0.03903021,0.04141613,0.12306359,0.23238509,0.14807878,0.26698226
-5.18959480,0.89569399,0.03785967,0.04183031,0.12065043,0.22942924,0.14983342,0.26666204
-5.18359180,0.89198772,0.03653633,0.04211661,0.11861340,0.22590283,0.15090259,0.26720266
-5.17758879,0.88754360,0.03508948,0.04228589,0.11706157,0.22193291,0.15130497,0.26877614
-5.17158579,0.88281137,0.03355078,0.04235237,0.11609775,0.21765702,0.15107597,0.27154886
-5.16558279,0.87826144,0.03195309,0.04233302,0.11581433,0.21321814,0.15026620,0.27567348
-5.15957979,0.87436394,0.03032926,0.04224680,0.11628937,0.20875934,0.14893919,0.28128072
-5.15357679,0.87156680,0.02871102,0.04211382,0.11758287,0.20441840,0.14716858,0.28847128
-5.14757379,0.87027389,0.02712794,0.04195435,0.11973358,0.20032254,0.14503492,0.29730822
-5.14157079,0.87082406,0.02560650,0.04178783,0.12275631,0.19658350,0.14262208,0.30781011
-5.13556778,0.87347208,0.02416935,0.04163195,0.12663993,0.19329319,0.14001361,0.31994539
-5.12956478,0.87837243,0.02283471,0.04150165,0.13134617,0.19052006,0.13728917,0.33362810
-5.12356178,0.88556684,0.02161605,0.04140840,0.13680930,0.18830635,0.13452119,0.34871543
-5.11755878,0.89497632,0.02052191,0.04135957,0.14293673,0.18666648,0.13177201,0.36500725
-5.11155578,0.90639822,0.01955590,0.04135794,0.14961054,0.18558640,0.12909152,0.38224790
-5.10555278,0.91950874,0.01871697,0.04140158,0.15669008,0.18502427,0.12651553,0.40013026
-5.09954977,0.93387093,0.01799973,0.04148384,0.16401538,0.18491220,0.12406488,0.41830206
-5.09354677,0.94894807,0.01739502,0.04159371,0.17141150,0.18515911,0.12174536,0.43637444
-5.08754377,0.96412188,0.01689054,0.04171633,0.17869354,0.18565457,0.11954841,0.45393249
-5.08154077,0.97871500,0.01647151,0.04183375,0.18567226,0.18627349,0.11745249,0.47054724
-5.07553777,0.99201666,0.01612148,0.04192594,0.19216003,0.18688137,0.11542516,0.48578901
-5.06953477,1.00331048,0.01582304,0.04197181,0.19797698,0.18734001,0.11342559,0.49924119
-5.06353177,1.01190314,0.01555862,0.04195049,0.20295702,0.18751326,0.11140751,0.51051424
-5.05752876,1.01715258,0.01531112,0.04184242,0.20695358,0.18727280,0.10932221,0.51925895
-5.05152576,1.01849439,0.01506459,0.04163065,0.20984477,0.18650335,0.10712171,0.52517869
-5.04552276,1.01546528,0.01480471,0.04130189,0.21153772,0.18510746,0.10476168,0.52803976
-5.03951976,1.00772238,0.01451926,0.04084743,0.21197204,0.18300941,0.10220409,0.52767967
-5.03351676,0.99505773,0.01419839,0.04026401,0.21112209,0.18015812,0.09941946,0.52401272
-5.02751376,0.97740712,0.01383482,0.03955429,0.20899809,0.17652909,0.09638858,0.51703273
-5.02151076,0.95485315,0.01342393,0.03872722,0.20564594,0.17212517,0.09310362,0.50681288
-5.01550775,0.92762239,0.01296368,0.03779808,0.20114583,0.16697618,0.08956869,0.49350254
-5.00950475,0.89607698,0.01245451,0.03678826,0.19560967,0.16113750,0.08579976,0.47732139
-5.00350175,0.86070107,0.01189907,0.03572487,0.18917745,0.15468774,0.08182399,0.45855112
-4.99749875,0.82208306,0.01130197,0.03463999,0.18201269,0.14772551,0.07767861,0.43752514
-4.99149575,0.78089439,0.01066939,0.03356985,0.17429724,0.14036557,0.07340933,0.41461680
-4.98549275,0.73786600,0.01000875,0.03255374,0.16622550,0.13273457,0.06906851,0.39022665
-4.97948974,0.69376351,0.00932827,0.03163285,0.15799844,0.12496644,0.06471301,0.36476947
-4.97348674,0.64936236,0.00863660,0.03084899,0.14981757,0.11719784,0.06040205,0.33866141
-4.96748374,0.60542361,0.00794251,0.03024324,0.14187904,0.10956361,0.05619499,0.31230802
-4.96148074,0.56267163,0.00725448,0.02985466,0.13436815,0.10219264,0.05214927,0.28609341
-4.95547774,0.52177424,0.00658046,0.02971894,0.12745436,0.09520404,0.04831847,0.26037104
-4.94947474,0.48332595,0.00592765,0.02986720,0.12128697,0.08870397,0.04475067,0.23545638
-4.94347174,0.44783466,0.00530232,0.03032482,0.11599166,0.08278301,0.04148706,0.21162152
-4.93746873,0.41571214,0.00470967,0.03111050,0.11166779,0.07751423,0.03856087,0.18909187
-4.93146573,0.38726823,0.00415378,0.03223542,0.10838669,0.07295191,0.03599661,0.16804487
-4.92546273,0.36270876,0.00363761,0.03370268,0.10619085,0.06913097,0.03380970,0.14861051
-4.91945973,0.34213696,0.00316304,0.03550690,0.10509406,0.06606704,0.03200633,0.13087359
-4.91345673,0.32555808,0.00273090,0.03763413,0.10508246,0.06375710,0.03058369,0.11487730
-4.90745373,0.31288684,0.00234113,0.04006208,0.10611650,0.06218067,0.02953036,0.10062791
-4.90145073,0.30395724,0.00199283,0.04276055,0.10813364,0.06130153,0.02882703,0.08810038
-4.89544772,0.29853445,0.00168446,0.04569228,0.11105188,0.06106979,0.02844735,0.07724431
-4.88944472,0.29632820,0.00141392,0.04881396,0.11477384,0.06142430,0.02835895,0.06799021
-4.88344172,0.29700719,0.00117875,0.05207769,0.11919151,0.06229534,0.02852460,0.06025576
-4.87743872,0.30021426,0.00097617,0.05543254,0.12419122,0.06360748,0.02890340,0.05395177
-4.87143572,0.30558169,0.00080330,0.05882639,0.12965905,0.06528249,0.02945210,0.04898767
-4.86543272,0.31274625,0.00065719,0.06220793,0.13548615,0.06724235,0.03012638,0.04527648
-4.85942971,0.32136356,0.00053493,0.06552867,0.14157409,0.06941209,0.03088212,0.04273899
-4.85342671,0.33112142,0.00043372,0.06874506,0.14783975,0.07172254,0.03167665,0.04130722
-4.84742371,0.34175147,0.00035094,0.07182034,0.15421975,0.07411281,0.03246992,0.04092694
-4.84142071,0.35303901,0.00028419,0.07472637,0.16067413,0.07653238,0.03322551,0.04155933
-4.83541771,0.36483045,0.00023128,0.07744504,0.16718900,0.07894291,0.03391156,0.04318176
-4.82941471,0.37703811,0.00019030,0.07996938,0.17377808,0.08131937,0.03450152,0.04578762
-4.82341171,0.38964217,0.00015957,0.08230413,0.18048293,0.08365083,0.03497467,0.04938527
-4.81740870,0.40268941,0.00013769,0.08446585,0.18737171,0.08594047,0.03531649,0.05399615
-4.81140570,0.41628895,0.00012352,0.08648245,0.19453652,0.08820510,0.03551879,0.05965208
-4.80540270,0.43060472,0.00011613,0.08839216,0.20208917,0.09047401,0.03557958,0.06639191
-4.79939970,0.44584522,0.00011486,0.09024187,0.21015571,0.09278726,0.03550281,0.07425747
-4.79339670,0.46225048,0.00011928,0.09208506,0.21886958,0.09519341,0.03529779,0.08328913
-4.78739370,0.48007717,0.00012915,0.09397923,0.22836390,0.09774685,0.03497859,0.09352101
-4.78139070,0.49958207,0.00014450,0.09598304,0.23876298,0.10050480,0.03456312,0.10497608
-4.77538769,0.52100493,0.00016558,0.09815321,0.25017362,0.10352409,0.03407222,0.11766136
-4.76938469,0.54455139,0.00019288,0.10054139,0.26267646,0.10685792,0.03352868,0.13156342
-4.76338169,0.57037682,0.00022718,0.10319115,0.27631791,0.11055275,0.03295616,0.14664449
-4.75737869,0.59857216,0.00026954,0.10613521,0.29110313,0.11464549,0.03237824,0.16283938
-4.75137569,0.62915230,0.00032139,0.10939307,0.30699039,0.11916107,0.03181753,0.18005337
-4.74537269,0.66204794,0.00038453,0.11296924,0.32388731,0.12411065,0.03129483,0.19816148
-4.73936968,0.69710151,0.00046121,0.11685209,0.34164926,0.12949047,0.03082853,0.21700901
-4.73336668,0.73406748,0.00055416,0.12101342,0.36008008,0.13528150,0.03043415,0.23641371
-4.72736368,0.77261721,0.00066669,0.12540889,0.37893532,0.14144982,0.03012410,0.25616938
-4.72136068,0.81234849,0.00080270,0.12997915,0.39792795,0.14794783,0.02990760,0.27605103
-4.71535768,0.85279906,0.00096676,0.13465176,0.41673633,0.15471620,0.02979082,0.29582137
-4.70935468,0.89346393,0.00116412,0.13934374,0.43501431,0.16168633,0.02977721,0.31523839
-4.70335168,0.93381532,0.00140078,0.14396470,0.45240287,0.16878344,0.02986792,0.33406373
-4.69734867,0.97332443,0.00168343,0.14842028,0.46854295,0.17592986,0.03006233,0.35207156
-4.69134567,1.01148379,0.00201943,0.15261590,0.48308877,0.18304846,0.03035871,0.36905732
-4.68534267,1.04782889,0.00241677,0.15646043,0.49572111,0.19006601,0.03075476,0.38484607
-4.67933967,1.08195798,0.00288390,0.15986980,0.50615975,0.19691622,0.03124823,0.39929980
-4.67333667,1.11354869,0.00342961,0.16277016,0.51417464,0.20354227,0.03183740,0.41232335
-4.66733367,1.14237062,0.00406279,0.16510063,0.51959500,0.20989874,0.03252139,0.42386848
-4.66133067,1.16829287,0.00479218,0.16681535,0.52231607,0.21595271,0.03330041,0.43393584
-4.65532766,1.19128626,0.00562604,0.16788482,0.52230301,0.22168411,0.03417576,0.44257454
-4.64932466,1.21141967,0.00657176,0.16829644,0.51959190,0.22708506,0.03514966,0.44987923
-4.64332166,1.22885095,0.00763550,0.16805432,0.51428760,0.23215853,0.03622489,0.45598487
-4.63731866,1.24381259,0.00882177,0.16717826,0.50655870,0.23691613,0.03740431,0.46105924
-4.63131566,1.25659314,0.01013294,0.16570210,0.49662989,0.24137541,0.03869014,0.46529353
-4.62531266,1.26751524,0.01156887,0.16367152,0.48477199,0.24555661,0.04008328,0.46889157
-4.61930965,1.27691171,0.01312650,0.16114139,0.47129029,0.24947935,0.04158248,0.47205810
-4.61330665,1.28510099,0.01479954,0.15817292,0.45651182,0.25315922,0.04318353,0.47498686
-4.60730365,1.29236338,0.01657822,0.15483064,0.44077208,0.25660463,0.04487861,0.47784897
-4.60130065,1.29891970,0.01844911,0.15117952,0.42440207,0.25981419,0.04665562,0.48078245
-4.59529765,1.30491341,0.02039517,0.14728233,0.40771611,0.26277472,0.04849782,0.48388327
-4.58929465,1.31039747,0.02239588,0.14319729,0.39100106,0.26545999,0.05038357,0.48719865
-4.58329165,1.31532673,0.02442747,0.13897622,0.37450747,0.26783048,0.05228641,0.49072292
-4.57728864,1.31955629,0.02646347,0.13466324,0.35844288,0.26983402,0.05417537,0.49439617
-4.57128564,1.32284608,0.02847525,0.13029395,0.34296767,0.27140744,0.05601552,0.49810590
-4.56528264,1.32487129,0.03043282,0.12589527,0.32819326,0.27247897,0.05776884,0.50169153
-4.55927964,1.32523828,0.03230571,0.12148571,0.31418295,0.27297155,0.05939527,0.50495164
-4.55327664,1.32350485,0.03406397,0.11707615,0.30095480,0.27280658,0.06085396,0.50765340
-4.54727364,1.31920393,0.03567919,0.11267095,0.28848660,0.27190811,0.06210463,0.50954391
-4.54127064,1.31186929,0.03712557,0.10826940,0.27672233,0.27020714,0.06310901,0.51036263
-4.53526763,1.30106182,0.03838098,0.10386724,0.26557967,0.26764582,0.06383229,0.50985443
-4.52926463,1.28639496,0.03942784,0.09945829,0.25495819,0.26418135,0.06424444,0.50778244
-4.52326163,1.26755790,0.04025401,0.09503600,0.24474765,0.25978929,0.06432144,0.50394001
-4.51725863,1.24433535,0.04085340,0.09059490,0.23483599,0.25446613,0.06404625,0.49816139
-4.51125563,1.21662278,0.04122642,0.08613177,0.22511657,0.24823102,0.06340958,0.49033027
-4.50525263,1.18443648,0.04138016,0.08164658,0.21549446,0.24112649,0.06241030,0.48038605
-4.49924962,1.14791796,0.04132833,0.07714310,0.20589138,0.23321817,0.06105560,0.46832751
-4.49324662,1.10733255,0.04109095,0.07262924,0.19624927,0.22459344,0.05936077,0.45421363
-4.48724362,1.06306239,0.04069373,0.06811703,0.18653231,0.21535927,0.05734870,0.43816184
-4.48124062,1.01559440,0.04016724,0.06362234,0.17672758,0.20563904,0.05504915,0.42034368
-4.47523762,0.96550374,0.03954587,0.05916436,0.16684433,0.19556883,0.05249765,0.40097823
-4.46923462,0.91343401,0.03886661,0.05476491,0.15691208,0.18529313,0.04973438,0.38032381
-4.46323162,0.86007500,0.03816770,0.05044761,0.14697780,0.17496022,0.04680281,0.35866837
-4.45722861,0.80613926,0.03748721,0.04623698,0.13710240,0.16471753,0.04374831,0.33631902
-4.45122561,0.75233873,0.03686166,0.04215752,0.12735680,0.15470704,0.04061680,0.31359143
-4.44522261,0.69936231,0.03632463,0.03823289,0.11781780,0.14506107,0.03745338,0.29079943
-4.43921961,0.64785566,0.03590550,0.03448512,0.10856413,0.13589850,0.03430119,0.26824545
-4.43321661,0.59840383,0.03562845,0.03093401,0.09967274,0.12732168,0.03120037,0.24621203
-4.42721361,0.55151756,0.03551153,0.02759668,0.09121562,0.11941405,0.02818718,0.22495490
-4.42121061,0.50762351,0.03556613,0.02448727,0.08325720,0.11223872,0.02529341,0.20469770
-4.41520760,0.46705892,0.03579665,0.02161687,0.07585253,0.10583776,0.02254601,0.18562853
-4.40920460,0.43007043,0.03620052,0.01899361,0.06904615,0.10023259,0.01996688,0.16789841
-4.40320160,0.39681719,0.03676855,0.01662297,0.06287175,0.09542503,0.01757297,0.15162139
-4.39719860,0.36737762,0.03748552,0.01450816,0.05735252,0.09139930,0.01537647,0.13687643
-4.39119560,0.34175960,0.03833110,0.01265074,0.05250216,0.08812459,0.01338529,0.12371059
-4.38519260,0.31991332,0.03928102,0.01105125,0.04832640,0.08555833,0.01160355,0.11214342
-4.37918959,0.30174610,0.04030838,0.00971000,0.04482489,0.08364974,0.01003224,0.10217223
-4.37318659,0.28713859,0.04138516,0.00862783,0.04199347,0.08234375,0.00866994,0.09377785
-4.36718359,0.27596134,0.04248376,0.00780691,0.03982648,0.08158500,0.00751358,0.08693073
-4.36118059,0.26809129,0.04357858,0.00725156,0.03831911,0.08132175,0.00655913,0.08159684
-4.35517759,0.26342707,0.04464747,0.00696893,0.03746961,0.08150955,0.00580240,0.07774340
-4.34917459,0.26190289,0.04567310,0.00696965,0.03728125,0.08211452,0.00523962,0.07534388
-4.34317159,0.26349989,0.04664406,0.00726833,0.03776391,0.08311609,0.00486808,0.07438227
-4.33716858,0.26825495,0.04755575,0.00788397,0.03893519,0.08450905,0.00468665,0.07485636
-4.33116558,0.27626605,0.04841089,0.00884007,0.04082105,0.08630479,0.00469616,0.07677996
-4.32516258,0.28769419,0.04921968,0.01016462,0.04345578,0.08853172,0.00489973,0.08018381
-4.31915958,0.30276154,0.04999964,0.01188988,0.04688143,0.09123477,0.00530294,0.08511546
-4.31315658,0.32174569,0.05077495,0.01405177,0.05114659,0.09447391,0.00591395,0.09163774
-4.30715358,0.34497019,0.05157555,0.01668911,0.05630457,0.09832180,0.00674345,0.09982617
