energy_ev,total_up,Au_p_up,Au_d_up,C_s_up,C_p_up,Te_p_up,Te_d_up,V_p_up,V_d_up
-5.87393697,2.03860715,0.35842793,1.52265371,0.00504489,0.04147375,0.33893647,0.00000000,0.22824341,0.08923906
-5.86793397,2.02626248,0.34979201,1.52261469,0.00465369,0.03929719,0.33105113,0.00000000,0.22143696,0.08735933
-5.86193097,2.01661614,0.34195714,1.52501876,0.00430223,0.03723260,0.32337312,0.00000000,0.21468386,0.08561638
-5.85592796,2.00841089,0.33470891,1.52879150,0.00398569,0.03527459,0.31575509,0.00000000,0.20792505,0.08394795
-5.84992496,2.00038524,0.32783404,1.53285011,0.00369926,0.03341600,0.30805576,0.00000000,0.20110333,0.08229538
-5.84392196,1.99131271,0.32112757,1.53613498,0.00343840,0.03164850,0.30014543,0.00000000,0.19416675,0.08060545
-5.83791896,1.98003873,0.31439932,1.53763976,0.00319893,0.02996293,0.29191084,0.00000000,0.18707145,0.07883185
-5.83191596,1.96551390,0.30747938,1.53643879,0.00297713,0.02834988,0.28325913,0.00000000,0.17978401,0.07693638
-5.82591296,1.94682273,0.30022255,1.53171127,0.00276982,0.02680008,0.27412080,0.00000000,0.17228319,0.07488962
-5.81990995,1.92320701,0.29251163,1.52276140,0.00257436,0.02530486,0.26445163,0.00000000,0.16456098,0.07267145
-5.81390695,1.89408319,0.28425943,1.50903399,0.00238867,0.02385648,0.25423353,0.00000000,0.15662295,0.07027094
-5.80790395,1.85905339,0.27540972,1.49012521,0.00221121,0.02244842,0.24347423,0.00000000,0.14848794,0.06768614
-5.80190095,1.81791005,0.26593685,1.46578832,0.00204092,0.02107560,0.23220604,0.00000000,0.14018716,0.06492344
-5.79589795,1.77063426,0.25584450,1.43593448,0.00187716,0.01973451,0.22048367,0.00000000,0.13176274,0.06199670
-5.78989495,1.71738835,0.24516338,1.40062878,0.00171965,0.01842321,0.20838134,0.00000000,0.12326582,0.05892622
-5.78389195,1.65850321,0.23394829,1.36008198,0.00156838,0.01714133,0.19598927,0.00000000,0.11475444,0.05573752
-5.77788894,1.59446130,0.22227449,1.31463855,0.00142357,0.01588990,0.18340980,0.00000000,0.10629113,0.05246012
-5.77188594,1.52587620,0.21023380,1.26476156,0.00128556,0.01467126,0.17075335,0.00000000,0.09794059,0.04912623
-5.76588294,1.45346984,0.19793049,1.21101540,0.00115479,0.01348876,0.15813434,0.00000000,0.08976735,0.04576950
-5.75987994,1.37804831,0.18547716,1.15404682,0.00103170,0.01234655,0.14566731,0.00000000,0.08183364,0.04242393
-5.75387694,1.30047742,0.17299075,1.09456538,0.00091672,0.01124938,0.13346344,0.00000000,0.07419757,0.03912275
-5.74787394,1.22165887,0.16058899,1.03332387,0.00081026,0.01020227,0.12162743,0.00000000,0.06691165,0.03589762
-5.74187094,1.14250782,0.14838715,0.97109941,0.00071262,0.00921038,0.11025507,0.00000000,0.06002166,0.03277792
-5.73586793,1.06393262,0.13649537,0.90867588,0.00062407,0.00827875,0.09943133,0.00000000,0.05356594,0.02979025
-5.72986493,0.98681716,0.12501655,0.84682798,0.00054477,0.00741226,0.08922920,0.00000000,0.04757517,0.02695810
-5.72386193,0.91200617,0.11404483,0.78630742,0.00047487,0.00661546,0.07970909,0.00000000,0.04207241,0.02430180
-5.71785893,0.84029353,0.10366467,0.72783128,0.00041444,0.00589260,0.07091890,0.00000000,0.03707356,0.02183847
-5.71185593,0.77241381,0.09395045,0.67207272,0.00036356,0.00524761,0.06289462,0.00000000,0.03258816,0.01958232
-5.70585293,0.70903659,0.08496658,0.61965389,0.00032233,0.00468422,0.05566135,0.00000000,0.02862030,0.01754492
-5.69984992,0.65076355,0.07676806,0.57114100,0.00029090,0.00420606,0.04923477,0.00000000,0.02516980,0.01573567
-5.69384692,0.59812772,0.06940134,0.52704116,0.00026948,0.00381676,0.04362279,0.00000000,0.02223347,0.01416226
-5.68784392,0.55159467,0.06290549,0.48780096,0.00025845,0.00352020,0.03882745,0.00000000,0.01980640,0.01283127
-5.68184092,0.51156505,0.05731348,0.45380618,0.00025832,0.00332060,0.03484679,0.00000000,0.01788317,0.01174870
-5.67583792,0.47837809,0.05265354,0.42538256,0.00026976,0.00322274,0.03167680,0.00000000,0.01645910,0.01092052
-5.66983492,0.45231550,0.04895055,0.40279718,0.00029371,0.00323210,0.02931314,0.00000000,0.01553124,0.01035321
-5.66383192,0.43360561,0.04622733,0.38626022,0.00033130,0.00335495,0.02775279,0.00000000,0.01509926,0.01005418
-5.65782891,0.42242720,0.04450569,0.37592684,0.00038395,0.00359846,0.02699537,0.00000000,0.01516616,0.01003212
-5.65182591,0.41891285,0.04380743,0.37189914,0.00045332,0.00397066,0.02704427,0.00000000,0.01573873,0.01029735
-5.64582291,0.42315174,0.04415496,0.37422783,0.00054136,0.00448048,0.02790738,0.00000000,0.01682777,0.01086189
-5.63981991,0.43519167,0.04557175,0.38291386,0.00065030,0.00513755,0.02959759,0.00000000,0.01844813,0.01173956
-5.63381691,0.45504046,0.04808243,0.39790988,0.00078263,0.00595211,0.03213294,0.00000000,0.02061853,0.01294586
-5.62781391,0.48266666,0.05171272,0.41912156,0.00094107,0.00693468,0.03553649,0.00000000,0.02336109,0.01449775
-5.62181091,0.51799995,0.05648908,0.44640909,0.00112859,0.00809581,0.03983587,0.00000000,0.02670080,0.01641327
-5.61580790,0.56093121,0.06243816,0.47958885,0.00134832,0.00944569,0.04506269,0.00000000,0.03066478,0.01871110
-5.60980490,0.61131263,0.06958613,0.51843549,0.00160358,0.01099376,0.05125166,0.00000000,0.03528139,0.02140992
-5.60380190,0.66895819,0.07795796,0.56268460,0.00189776,0.01274829,0.05843967,0.00000000,0.04057933,0.02452770
-5.59779890,0.73364459,0.08757662,0.61203615,0.00223433,0.01471591,0.06666468,0.00000000,0.04658666,0.02808095
-5.59179590,0.80511298,0.09846244,0.66615877,0.00261674,0.01690120,0.07596471,0.00000000,0.05332986,0.03208382
-5.58579290,0.88307160,0.11063247,0.72469492,0.00304841,0.01930633,0.08637672,0.00000000,0.06083288,0.03654728
-5.57978989,0.96719950,0.12410012,0.78726699,0.00353265,0.02193066,0.09793567,0.00000000,0.06911631,0.04147823
-5.57378689,1.05715121,0.13887495,0.85348424,0.00407258,0.02477052,0.11067360,0.00000000,0.07819668,0.04687867
-5.56778389,1.15256239,0.15496267,0.92295032,0.00467113,0.02781902,0.12461894,0.00000000,0.08808582,0.05274499
-5.56178089,1.25305619,0.17236541,0.99527115,0.00533097,0.03106596,0.13979581,0.00000000,0.09879042,0.05906729
-5.55577789,1.35824994,0.19108213,1.07006286,0.00605445,0.03449785,0.15622357,0.00000000,0.11031168,0.06582896
-5.54977489,1.46776191,0.21110911,1.14695925,0.00684356,0.03809807,0.17391646,0.00000000,0.12264507,0.07300633
-5.54377189,1.58121745,0.23244049,1.22561849,0.00769994,0.04184708,0.19288318,0.00000000,0.13578019,0.08056858
-5.53776888,1.69825410,0.25506870,1.30572836,0.00862477,0.04572277,0.21312656,0.00000000,0.14970068,0.08847787
-5.53176588,1.81852499,0.27898462,1.38700980,0.00961880,0.04970081,0.23464310,0.00000000,0.16438409,0.09668962
-5.52576288,1.94170014,0.30417735,1.46921811,0.01068225,0.05375513,0.25742236,0.00000000,0.17980173,0.10515307
-5.51975988,2.06746498,0.33063353,1.55214169,0.01181482,0.05785836,0.28144604,0.00000000,0.19591838,0.11381200
-5.51375688,2.19551593,0.35833595,1.63559794,0.01301561,0.06198230,0.30668680,0.00000000,0.21269193,0.12260557
-5.50775388,2.32555279,0.38726146,1.71942633,0.01428302,0.06609835,0.33310672,0.00000000,0.23007277,0.13146936
-5.50175088,2.45726796,0.41737819,1.80347872,0.01561476,0.07017789,0.36065531,0.00000000,0.24800311,0.14033643
-5.49574787,2.59033279,0.44864200,1.88760730,0.01700766,0.07419260,0.38926722,0.00000000,0.26641608,0.14913843
-5.48974487,2.72438160,0.48099229,1.97165051,0.01845767,0.07811465,0.41885964,0.00000000,0.28523478,0.15780675
-5.48374187,2.85899419,0.51434744,2.05541781,0.01995968,0.08191694,0.44932946,0.00000000,0.30437127,0.16627355
-5.47773887,2.99367777,0.54859989,2.13867400,0.02150750,0.08557310,0.48055049,0.00000000,0.32372569,0.17447272
-5.47173587,3.12784969,0.58361143,2.22112417,0.02309369,0.08905752,0.51237075,0.00000000,0.34318544,0.18234082
-5.46573287,3.26082221,0.61920884,2.30240032,0.02470956,0.09234538,0.54461026,0.00000000,0.36262484,0.18981775
-5.45972986,3.39179075,0.65518037,2.38205065,0.02634507,0.09541255,0.57705940,0.00000000,0.38190507,0.19684746
-5.45372686,3.51982702,0.69127342,2.45953269,0.02798889,0.09823560,0.60947830,0.00000000,0.40087473,0.20337841
-5.44772386,3.64387827,0.72719374,2.53421102,0.02962839,0.10079181,0.64159730,0.00000000,0.41937107,0.20936404
-5.44172086,3.76277361,0.76260662,2.60536034,0.03124981,0.10305923,0.67311883,0.00000000,0.43722186,0.21476313
-5.43571786,3.87523804,0.79714007,2.67217434,0.03283839,0.10501688,0.70372082,0.00000000,0.45424807,0.21954023
-5.42971486,3.97991459,0.83039045,2.73378047,0.03437864,0.10664502,0.73306173,0.00000000,0.47026725,0.22366593
-5.42371186,4.07539412,0.86193022,2.78926039,0.03585469,0.10792548,0.76078719,0.00000000,0.48509749,0.22711743
-5.41770885,4.16025226,0.89131801,2.83767557,0.03725064,0.10884220,0.78653809,0.00000000,0.49856202,0.22987893
-5.41170585,4.23309220,0.91811056,2.87809705,0.03855105,0.10938172,0.80996002,0.00000000,0.51049405,0.23194233
-5.40570285,4.29259168,0.94187625,2.90963827,0.03974141,0.10953385,0.83071366,0.00000000,0.52074180,0.23330784
-5.39969985,4.33755228,0.96220962,2.93148937,0.04080870,0.10929231,0.84848581,0.00000000,0.52917349,0.23398478
-5.39369685,4.36694859,0.97874645,2.94295145,0.04174189,0.10865536,0.86300050,0.00000000,0.53568190,0.23399233
-5.38769385,4.37997502,0.99117858,2.94346903,0.04253251,0.10762644,0.87402982,0.00000000,0.54018842,0.23336029
-5.38169085,4.37608769,0.99926785,2.93265908,0.04317508,0.10621467,0.88140376,0.00000000,0.54264633,0.23212975
-5.37568784,4.35503937,1.00285855,2.91033508,0.04366756,0.10443534,0.88501884,0.00000000,0.54304309,0.23035358
-5.36968484,4.31690534,1.00188770,2.87652471,0.04401167,0.10231013,0.88484473,0.00000000,0.54140149,0.22809667
-5.36368184,4.26209878,0.99639264,2.83148035,0.04421311,0.09986731,0.88092883,0.00000000,0.53777968,0.22543589
-5.35767884,4.19137463,0.98651556,2.77568157,0.04428165,0.09714170,0.87339826,0.00000000,0.53227002,0.22245957
-5.35167584,4.10582148,0.97250471,2.70982947,0.04423112,0.09417449,0.86245920,0.00000000,0.52499681,0.21926665
-5.34567284,4.00684175,0.95471213,2.63483308,0.04407918,0.09101289,0.84839363,0.00000000,0.51611296,0.21596527
-5.33966983,3.89612072,0.93358805,2.55178829,0.04384705,0.08770964,0.83155337,0.00000000,0.50579592,0.21267087
-5.33366683,3.77558592,0.90967200,2.46195035,0.04355904,0.08432240,0.81235178,0.00000000,0.49424290,0.20950387
-5.32766383,3.64735833,0.88358120,2.36670122,0.04324198,0.08091298,0.79125338,0.00000000,0.48166575,0.20658688
-5.32166083,3.51369775,0.85599639,2.26751297,0.04292454,0.07754660,0.76876178,0.00000000,0.46828564,0.20404151
-5.31565783,3.37694423,0.82764584,2.16590910,0.04263648,0.07429090,0.74540645,0.00000000,0.45432789,0.20198502
-5.30965483,3.23945817,0.79928799,2.06342516,0.04240782,0.07121508,0.72172875,0.00000000,0.44001694,0.20052665
-5.30365183,3.10356119,0.77169326,1.96157022,0.04226800,0.06838887,0.69826777,0.00000000,0.42557191,0.19976414
-5.29764882,2.97147984,0.74562577,1.86179073,0.04224500,0.06588153,0.67554649,0.00000000,0.41120265,0.19978015
-5.29164582,2.84529408,0.72182516,1.76543769,0.04236447,0.06376079,0.65405869,0.00000000,0.39710643,0.20063911
-5.28564282,2.72689179,0.70098932,1.67373830,0.04264898,0.06209181,0.63425692,0.00000000,0.38346533,0.20238439
-5.27963982,2.61793059,0.68375816,1.58777265,0.04311718,0.06093600,0.61654201,0.00000000,0.37044425,0.20503608
-5.27363682,2.51980755,0.67069885,1.50845579,0.04378321,0.06034997,0.60125422,0.00000000,0.35818950,0.20858932
-5.26763382,2.43363718,0.66229277,1.43652536,0.04465606,0.06038429,0.58866627,0.00000000,0.34682797,0.21301350
-5.26163082,2.36023762,0.65892435,1.37253464,0.04573919,0.06108237,0.57897827,0.00000000,0.33646658,0.21825219
-5.25562781,2.30012476,0.66087189,1.31685072,0.04703013,0.06247922,0.57231467,0.00000000,0.32719217,0.22422393
-5.24962481,2.25351380,0.66830063,1.26965725,0.04852036,0.06460034,0.56872308,0.00000000,0.31907146,0.23082389
-5.24362181,2.22032756,0.68125795,1.23096135,0.05019522,0.06746057,0.56817501,0.00000000,0.31215127,0.23792632
-5.23761881,2.20021073,0.69967099,1.20060389,0.05203410,0.07106311,0.57056834,0.00000000,0.30645875,0.24538771
-5.23161581,2.19254928,0.72334657,1.17827271,0.05401069,0.07539865,0.57573133,0.00000000,0.30200162,0.25305062
-5.22561281,2.19649426,0.75197363,1.16351800,0.05609343,0.08044467,0.58342817,0.00000000,0.29876855,0.26074802
-5.21960980,2.21098909,0.78512811,1.15576933,0.05824610,0.08616508,0.59336581,0.00000000,0.29672952,0.26830790
-5.21360680,2.23479966,0.82228039,1.15435391,0.06042861,0.09251007,0.60520182,0.00000000,0.29583634,0.27555816
-5.20760380,2.26654651,0.86280513,1.15851548,0.06259783,0.09941632,0.61855325,0.00000000,0.29602328,0.28233139
-5.20160080,2.30473844,0.90599359,1.16743355,0.06470861,0.10680764,0.63300621,0.00000000,0.29720798,0.28846954
-5.19559780,2.34780677,0.95106803,1.18024257,0.06671485,0.11459591,0.64812585,0.00000000,0.29929253,0.29382818
-5.18959480,2.39413978,0.99719823,1.19605075,0.06857065,0.12268247,0.66346679,0.00000000,0.30216487,0.29828027
-5.18359180,2.44211655,1.04351946,1.21395826,0.07023147,0.13095985,0.67858339,0.00000000,0.30570054,0.30171924
-5.17758879,2.49013959,1.08915178,1.23307456,0.07165530,0.13931382,0.69303999,0.00000000,0.30976461,0.30406135
-5.17158579,2.53666566,1.13321988,1.25253449,0.07280379,0.14762566,0.70642056,0.00000000,0.31421400,0.30524720
-5.16558279,2.58023412,1.17487306,1.27151304,0.07364327,0.15577472,0.71833766,0.00000000,0.31889990,0.30524235
-5.15957979,2.61949229,1.21330457,1.28923853,0.07414567,0.16364091,0.72844049,0.00000000,0.32367044,0.30403711
-5.15357679,2.65321716,1.24776982,1.30500395,0.07428932,0.17110737,0.73642167,0.00000000,0.32837330,0.30164556
-5.14757379,2.68033324,1.27760278,1.31817631,0.07405950,0.17806288,0.74202282,0.00000000,0.33285840,0.29810373
-5.14157079,2.69992606,1.30222992,1.32820404,0.07344888,0.18440423,0.74503846,0.00000000,0.33698048,0.29346725
-5.13556778,2.71125122,1.32118141,1.33462208,0.07245763,0.19003821,0.74531851,0.00000000,0.34060144,0.28780847
-5.12956478,2.71373905,1.33409911,1.33705496,0.07109346,0.19488337,0.74276908,0.00000000,0.34359256,0.28121327
-5.12356178,2.70699491,1.34074119,1.33521782,0.06937129,0.19887134,0.73735181,0.00000000,0.34583632,0.27377762
-5.11755878,2.69079556,1.34098328,1.32891539,0.06731279,0.20194778,0.72908165,0.00000000,0.34722806,0.26560422
-5.11155578,2.66508195,1.33481642,1.31803934,0.06494573,0.20407298,0.71802349,0.00000000,0.34767726,0.25679916
-5.10555278,2.62994908,1.32234180,1.30256407,0.06230315,0.20522201,0.70428757,0.00000000,0.34710855,0.24746890
-5.09954977,2.58563352,1.30376291,1.28254128,0.05942238,0.20538454,0.68802417,0.00000000,0.34546250,0.23771757
-5.09354677,2.53249924,1.27937542,1.25809366,0.05634403,0.20456437,0.66941763,0.00000000,0.34269612,0.22764475
-5.08754377,2.47102249,1.24955538,1.22940785,0.05311084,0.20277874,0.64868010,0.00000000,0.33878322,0.21734373
-5.08154077,2.40177624,1.21474635,1.19672714,0.04976657,0.20005732,0.62604526,0.00000000,0.33371450,0.20690027
-5.07553777,2.32541480,1.17544588,1.16034392,0.04635495,0.19644122,0.60176209,0.00000000,0.32749758,0.19639188
-5.06953477,2.24265905,1.13219208,1.12059234,0.04291858,0.19198176,0.57608919,0.00000000,0.32015681,0.18588757
-5.06353177,2.15428244,1.08555050,1.07784111,0.03949807,0.18673925,0.54928945,0.00000000,0.31173297,0.17544802
-5.05752876,2.06109816,1.03610190,1.03248667,0.03613119,0.18078177,0.52162544,0.00000000,0.30228270,0.16512612
-5.05152576,1.96394737,0.98443114,0.98494674,0.03285222,0.17418386,0.49335548,0.00000000,0.29187791,0.15496768
-5.04552276,1.86368860,0.93111724,0.93565425,0.02969148,0.16702529,0.46473040,0.00000000,0.28060482,0.14501241
-5.03951976,1.76118806,0.87672500,0.88505170,0.02667495,0.15938980,0.43599098,0.00000000,0.26856289,0.13529498
-5.03351676,1.65731096,0.82179788,0.83358585,0.02382414,0.15136392,0.40736604,0.00000000,0.25586343,0.12584602
-5.02751376,1.55291343,0.76685233,0.78170276,0.02115607,0.14303568,0.37907108,0.00000000,0.24262804,0.11669313
-5.02151076,1.44883521,0.71237338,0.72984317,0.01868338,0.13449347,0.35130741,0.00000000,0.22898682,0.10786180
-5.01550775,1.34589278,0.65881141,0.67843815,0.01641465,0.12582484,0.32426172,0.00000000,0.21507636,0.09937615
-5.00950475,1.24487304,0.60657989,0.62790507,0.01435472,0.11711534,0.29810595,0.00000000,0.20103767,0.09125956
-5.00350175,1.14652758,0.55605407,0.57864397,0.01250516,0.10844744,0.27299740,0.00000000,0.18701400,0.08353517
-4.99749875,1.05156755,0.50757046,0.53103436,0.01086477,0.09989949,0.24907916,0.00000000,0.17314869,0.07622618
-4.99149575,0.96065939,0.46142695,0.48543245,0.00943011,0.09154478,0.22648062,0.00000000,0.15958313,0.06935614
-4.98549275,0.87442142,0.41788356,0.44216900,0.00819604,0.08345068,0.20531820,0.00000000,0.14645490,0.06294912
-4.97948974,0.79342154,0.37716371,0.40154775,0.00715622,0.07567806,0.18569624,0.00000000,0.13389620,0.05702987
-4.97348674,0.71817619,0.33945593,0.36384455,0.00630362,0.06828070,0.16770797,0.00000000,0.12203260,0.05162396
-4.96748374,0.64915054,0.30491603,0.32930714,0.00563090,0.06130506,0.15143664,0.00000000,0.11098214,0.04675802
-4.96148074,0.58675999,0.27366960,0.29815559,0.00513079,0.05479017,0.13695673,0.00000000,0.10085494,0.04245993
-4.95547774,0.53137287,0.24581475,0.27058334,0.00479630,0.04876775,0.12433527,0.00000000,0.09175311,0.03875922
-4.94947474,0.48331419,0.22142514,0.24675865,0.00462095,0.04326258,0.11363310,0.00000000,0.08377110,0.03568739
-4.94347174,0.44287015,0.20055296,0.22682648,0.00459879,0.03829298,0.10490618,0.00000000,0.07699637,0.03327843
-4.93746873,0.41029310,0.18323207,0.21091042,0.00472442,0.03387154,0.09820677,0.00000000,0.07151035,0.03156923
-4.93146573,0.38580657,0.16948083,0.19911460,0.00499288,0.03000590,0.09358446,0.00000000,0.06738947,0.03060009
-4.92546273,0.36960984,0.15930479,0.19152537,0.00539950,0.02669969,0.09108690,0.00000000,0.06470630,0.03041512
-4.91945973,0.36188180,0.15269893,0.18821246,0.00593958,0.02395343,0.09076024,0.00000000,0.06353062,0.03106251
-4.91345673,0.36278348,0.14964936,0.18922954,0.00660821,0.02176548,0.09264917,0.00000000,0.06393028,0.03259467
-4.90745373,0.37245904,0.15013450,0.19461402,0.00739985,0.02013291,0.09679640,0.00000000,0.06597172,0.03506811
-4.90145073,0.39103482,0.15412549,0.20438593,0.00830803,0.01905220,0.10324177,0.00000000,0.06972009,0.03854298
-4.89544772,0.41861628,0.16158598,0.21854593,0.00932506,0.01851988,0.11202072,0.00000000,0.07523896,0.04308239
-4.88944472,0.45528282,0.17247114,0.23707245,0.01044167,0.01853291,0.12316224,0.00000000,0.08258928,0.04875121
-4.88344172,0.50108037,0.18672602,0.25991801,0.01164679,0.01908889,0.13668634,0.00000000,0.09182795,0.05561451
-4.87743872,0.55601203,0.20428328,0.28700498,0.01292741,0.02018602,0.15260111,0.00000000,0.10300567,0.06373559
-4.87143572,0.62002707,0.22506048,0.31822088,0.01426842,0.02182283,0.17089933,0.00000000,0.11616421,0.07317359
-4.86543272,0.69300851,0.24895691,0.35341354,0.01565269,0.02399767,0.19155496,0.00000000,0.13133329,0.08398066
-4.85942971,0.77476006,0.27585028,0.39238638,0.01706114,0.02670803,0.21451940,0.00000000,0.14852688,0.09619884
-4.85342671,0.86499269,0.30559333,0.43489419,0.01847300,0.02994966,0.23971792,0.00000000,0.16773940,0.10985669
-4.84742371,0.96331180,0.33801061,0.48063960,0.01986614,0.03371553,0.26704613,0.00000000,0.18894161,0.12496576
-4.84142071,1.06920543,0.37289555,0.52927068,0.02121752,0.03799475,0.29636704,0.00000000,0.21207667,0.14151694
-4.83541771,1.18203430,0.41000808,0.58037982,0.02250369,0.04277141,0.32750844,0.00000000,0.23705633,0.15947709
-4.82941471,1.30102440,0.44907291,0.63350420,0.02370142,0.04802347,0.36026116,0.00000000,0.26375766,0.17878575
-4.82341171,1.42526268,0.48977863,0.68812800,0.02478833,0.05372175,0.39437810,0.00000000,0.29202035,0.19935246
-4.81740870,1.55369649,0.53177783,0.74368641,0.02574351,0.05982905,0.42957431,0.00000000,0.32164483,0.22105454
-4.81140570,1.68513722,0.57468825,0.79957162,0.02654820,0.06629953,0.46552810,0.00000000,0.35239152,0.24373576
-4.80540270,1.81826850,0.61809517,0.85514055,0.02718636,0.07307831,0.50188343,0.00000000,0.38398116,0.26720592
-4.79939970,1.95165915,0.66155498,0.90972438,0.02764518,0.08010143,0.53825345,0.00000000,0.41609653,0.29124147
-4.79339670,2.08378100,0.70460006,0.96263965,0.02791550,0.08729619,0.57422538,0.00000000,0.44838555,0.31558737
-4.78739370,2.21303137,0.74674484,1.01320058,0.02799212,0.09458181,0.60936649,0.00000000,0.48046585,0.33996011
-4.78139070,2.33776003,0.78749310,1.06073244,0.02787396,0.10187056,0.64323131,0.00000000,0.51193072,0.36405210
-4.77538769,2.45629995,0.82634626,1.10458553,0.02756405,0.10906920,0.67536978,0.00000000,0.54235644,0.38753714
-4.76938469,2.56700127,0.86281265,1.14414929,0.02706944,0.11608078,0.70533625,0.00000000,0.57131078,0.41007712
-4.76338169,2.66826753,0.89641743,1.17886625,0.02640089,0.12280681,0.73269904,0.00000000,0.59836250,0.43132959
-4.75737869,2.75859304,0.92671288,1.20824521,0.02557253,0.12914955,0.75705043,0.00000000,0.62309153,0.45095615
-4.75137569,2.83660036,0.95328891,1.23187332,0.02460132,0.13501454,0.77801655,0.00000000,0.64509955,0.46863123
-4.74537269,2.90107631,0.97578326,1.24942649,0.02350650,0.14031313,0.79526707,0.00000000,0.66402063,0.48405106
-4.73936968,2.95100533,0.99389100,1.26067787,0.02230894,0.14496497,0.80852416,0.00000000,0.67953137,0.49694247
-4.73336668,2.98559891,1.00737316,1.26550393,0.02103048,0.14890038,0.81757052,0.00000000,0.69136043,0.50707116
-4.72736368,3.00431952,1.01606383,1.26388791,0.01969330,0.15206237,0.82225602,0.00000000,0.69929672,0.51424899
-4.72136068,3.00689822,1.01987552,1.25592042,0.01831927,0.15440838,0.82250274,0.00000000,0.70319622,0.51834022
-4.71535768,2.99334491,1.01880243,1.24179710,0.01692939,0.15591154,0.81830807,0.00000000,0.70298682,0.51926609
-4.70935468,2.96395046,1.01292146,1.22181335,0.01554329,0.15656144,0.80974581,0.00000000,0.69867110,0.51700779
-4.70335168,2.91928063,1.00239067,1.19635619,0.01417881,0.15636430,0.79696503,0.00000000,0.69032696,0.51160746
-4.69734867,2.86016157,0.98744536,1.16589359,0.01285170,0.15534264,0.78018674,0.00000000,0.67810577,0.50316732
-4.69134567,2.78765744,0.96839162,1.13096153,0.01157542,0.15353438,0.75969847,0.00000000,0.66222837,0.49184679
-4.68534267,2.70304092,0.94559780,1.09214927,0.01036098,0.15099141,0.73584690,0.00000000,0.64297887,0.47785789
-4.67933967,2.60775763,0.91948404,1.05008330,0.00921697,0.14777769,0.70902874,0.00000000,0.62069659,0.46145887
-4.67333667,2.50338587,0.89051037,1.00541071,0.00814961,0.14396712,0.67968041,0.00000000,0.59576637,0.44294665
-4.66733367,2.39159344,0.85916391,0.95878238,0.00716285,0.13964099,0.64826669,0.00000000,0.56860774,0.42264810
-4.66133067,2.27409301,0.82594559,0.91083685,0.00625862,0.13488543,0.61526893,0.00000000,0.53966339,0.40091072
-4.65532766,2.15259821,0.79135720,0.86218529,0.00543701,0.12978884,0.58117325,0.00000000,0.50938730,0.37809312
-4.64932466,2.02878175,0.75588912,0.81339819,0.00469655,0.12443931,0.54645919,0.00000000,0.47823309,0.35455553
-4.64332166,1.90423761,0.72000936,0.76499428,0.00403448,0.11892243,0.51158925,0.00000000,0.44664312,0.33065093
