energy_ev,total_up,As_p_up,As_d_up,Mo_p_up,Mo_d_up,S_s_up,S_p_up
-5.78389195,7.09912660,3.59091895,0.00000000,5.82720747,4.06842616,0.01618104,1.13524864
-5.77788894,7.20052647,3.65925280,0.00000000,5.97191806,4.12789890,0.01674862,1.13346361
-5.77188594,7.28100946,3.71661352,0.00000000,6.09730772,4.17626460,0.01723456,1.12829235
-5.76588294,7.34008190,3.76246866,0.00000000,6.20278610,4.21312469,0.01763139,1.11987263
-5.75987994,7.37768742,3.79646072,0.00000000,6.28831974,4.23825261,0.01793344,1.10844530
-5.75387694,7.39421758,3.81841302,0.00000000,6.35444267,4.25160125,0.01813694,1.09435478
-5.74787394,7.39050999,3.82833159,0.00000000,6.40224798,4.25330680,0.01824024,1.07804578
-5.74187094,7.36783373,3.82640319,0.00000000,6.43335985,4.24368892,0.01824383,1.06005623
-5.73586793,7.32786212,3.81298949,0.00000000,6.44988646,4.22324712,0.01815039,1.04100644
-5.72986493,7.27263356,3.78861762,0.00000000,6.45435474,4.19265333,0.01796477,1.02158489
-5.72386193,7.20450128,3.75396732,0.00000000,6.44962890,4.15274080,0.01769385,1.00253077
-5.71785893,7.12607325,3.70985498,0.00000000,6.43881502,4.10448919,0.01734641,0.98461407
-5.71185593,7.04014393,3.65721489,0.00000000,6.42515490,4.04900631,0.01693290,0.96861362
-5.70585293,6.94961977,3.59707814,0.00000000,6.41191258,3.98750648,0.01646523,0.95529403
-5.69984992,6.85744046,3.53054955,0.00000000,6.40225751,3.92128603,0.01595644,0.94538212
-5.69384692,6.76649833,3.45878326,0.00000000,6.39914858,3.85169622,0.01542045,0.93954372
-5.68784392,6.67955822,3.38295728,0.00000000,6.40522315,3.78011417,0.01487172,0.93836176
-5.68184092,6.59918038,3.30424788,0.00000000,6.42269539,3.70791242,0.01432492,0.94231627
-5.67583792,6.52764861,3.22380417,0.00000000,6.45326780,3.63642783,0.01379465,0.95176708
-5.66983492,6.46690626,3.14272375,0.00000000,6.49805961,3.56693061,0.01329515,0.96694000
-5.66383192,6.41850190,3.06202979,0.00000000,6.55755492,3.50059435,0.01284001,0.98791671
-5.65782891,6.38354668,2.98265049,0.00000000,6.63157301,3.43846797,0.01244194,1.01462915
-5.65182591,6.36268494,2.90540122,0.00000000,6.71926236,3.38145054,0.01211255,1.04685836
-5.64582291,6.35607895,2.83097006,0.00000000,6.81911887,3.33026968,0.01186214,1.08423799
-5.63981991,6.36340852,2.75990705,0.00000000,6.92902799,3.28546447,0.01169960,1.12626251
-5.63381691,6.38388551,2.69261750,0.00000000,7.04632939,3.24737349,0.01163220,1.17229964
-5.62781391,6.41628262,2.62935956,0.00000000,7.16790177,3.21612834,0.01166550,1.22160688
-5.62181091,6.45897565,2.57024604,0.00000000,7.29026477,3.19165307,0.01180328,1.27335133
-5.61580790,6.50999731,2.51525035,0.00000000,7.40969385,3.17366961,0.01204742,1.32663228
-5.60980490,6.56710089,2.46421630,0.00000000,7.52234375,3.16170883,0.01239788,1.38050570
-5.60380190,6.62783114,2.41687135,0.00000000,7.62437550,3.15512710,0.01285258,1.43400969
-5.59779890,6.68959980,2.37284266,0.00000000,7.71208207,3.15312758,0.01340745,1.48619007
-5.59179590,6.74976291,2.33167550,0.00000000,7.78200756,3.15478558,0.01405633,1.53612516
-5.58579290,6.80569716,2.29285305,0.00000000,7.83105540,3.15907699,0.01479106,1.58294877
-5.57978989,6.85487247,2.25581708,0.00000000,7.85658153,3.16490890,0.01560144,1.62587083
-5.57378689,6.89491855,2.21998864,0.00000000,7.85646918,3.17115116,0.01647538,1.66419468
-5.56778389,6.92368314,2.18478804,0.00000000,7.82918297,3.17666799,0.01739898,1.69733078
-5.56178089,6.93928049,2.14965365,0.00000000,7.77380093,3.18034850,0.01835671,1.72480636
-5.55577789,6.94012883,2.11405866,0.00000000,7.69002399,3.18113530,0.01933164,1.74627081
-5.54977489,6.92497632,2.07752565,0.00000000,7.57816381,3.17805013,0.02030570,1.76149689
-5.54377189,6.89291522,2.03963849,0.00000000,7.43911043,3.17021619,0.02126008,1.77037804
-5.53776888,6.84338488,2.00005124,0.00000000,7.27428220,3.15687620,0.02217554,1.77292197
-5.53176588,6.77616417,1.95849428,0.00000000,7.08556104,3.13740631,0.02303289,1.76924119
-5.52576288,6.69135460,1.91477724,0.00000000,6.87521658,3.11132522,0.02381346,1.75954101
-5.51975988,6.58935557,1.86878930,0.00000000,6.64582291,3.07829883,0.02449953,1.74410569
-5.51375688,6.47083324,1.82049670,0.00000000,6.40017169,3.03814042,0.02507486,1.72328352
-5.50775388,6.33668487,1.76993799,0.00000000,6.14118523,2.99080669,0.02552514,1.69747131
-5.50175088,6.18800013,1.71721732,0.00000000,5.87183300,2.93638999,0.02583836,1.66709923
-5.49574787,6.02602115,1.66249608,0.00000000,5.59505418,2.87510745,0.02600523,1.63261634
-5.48974487,5.85210277,1.60598346,0.00000000,5.31368870,2.80728744,0.02601945,1.59447746
-5.48374187,5.66767424,1.54792635,0.00000000,5.03041852,2.73335418,0.02587787,1.55313172
-5.47773887,5.47420370,1.48859892,0.00000000,4.74772007,2.65381106,0.02558061,1.50901301
-5.47173587,5.27316613,1.42829253,0.00000000,4.46782849,2.56922349,0.02513105,1.46253261
-5.46573287,5.06601563,1.36730611,0.00000000,4.19271357,2.48020190,0.02453569,1.41407402
-5.45972986,4.85416241,1.30593758,0.00000000,3.92406687,2.38738547,0.02380397,1.36398982
-5.45372686,4.63895474,1.24447648,0.00000000,3.66329907,2.29142729,0.02294790,1.31260064
-5.44772386,4.42166590,1.18319796,0.00000000,3.41154638,2.19298112,0.02198171,1.26019584
-5.44172086,4.20348589,1.12235841,0.00000000,3.16968453,2.09269035,0.02092138,1.20703575
-5.43571786,3.98551762,1.06219266,0.00000000,2.93834891,1.99117910,0.01978415,1.15335504
-5.42971486,3.76877705,1.00291271,0.00000000,2.71795913,1.88904574,0.01858800,1.09936709
-5.42371186,3.55419663,0.94470787,0.00000000,2.50874665,1.78685855,0.01735114,1.04526875
-5.41770885,3.34263142,0.88774619,0.00000000,2.31078397,1.68515352,0.01609153,0.99124538
-5.41170585,3.13486705,0.83217684,0.00000000,2.12401402,1.58443383,0.01482641,0.93747579
-5.40570285,2.93162885,0.77813320,0.00000000,1.94827888,1.48517091,0.01357188,0.88413670
-5.39969985,2.73359139,0.72573644,0.00000000,1.78334669,1.38780643,0.01234263,0.83140672
-5.39369685,2.54138787,0.67509921,0.00000000,1.62893627,1.29275506,0.01115161,0.77946944
-5.38769385,2.35561866,0.62632925,0.00000000,1.48473888,1.20040746,0.01000992,0.72851571
-5.38169085,2.17685880,0.57953268,0.00000000,1.35043683,1.11113330,0.00892663,0.67874486
-5.37568784,2.00566394,0.53481681,0.00000000,1.22571904,1.02528394,0.00790882,0.63036510
-5.36968484,1.84257479,0.49229236,0.00000000,1.11029339,0.94319462,0.00696157,0.58359297
-5.36368184,1.68811992,0.45207504,0.00000000,1.00389633,0.86518603,0.00608809,0.53865195
-5.35767884,1.54281712,0.41428646,0.00000000,0.90629981,0.79156526,0.00528985,0.49577056
-5.35167584,1.40717345,0.37905454,0.00000000,0.81731618,0.72262600,0.00456676,0.45517980
-5.34567284,1.28168418,0.34651329,0.00000000,0.73680125,0.65864822,0.00391737,0.41711043
-5.33966983,1.16683106,0.31680230,0.00000000,0.66465600,0.59989731,0.00333913,0.38178998
-5.33366683,1.06307994,0.29006585,0.00000000,0.60082733,0.54662286,0.00282857,0.34943975
-5.32766383,0.97087814,0.26645193,0.00000000,0.54530809,0.49905710,0.00238156,0.32027197
-5.32166083,0.89065163,0.24611104,0.00000000,0.49813669,0.45741319,0.00199348,0.29448709
-5.31565783,0.82280205,0.22919514,0.00000000,0.45939632,0.42188338,0.00165945,0.27227133
-5.30965483,0.76770371,0.21585635,0.00000000,0.42921389,0.39263698,0.00137447,0.25379450
-5.30365183,0.72570031,0.20624592,0.00000000,0.40775865,0.36981837,0.00113360,0.23920793
-5.29764882,0.69710137,0.20051291,0.00000000,0.39524016,0.35354482,0.00093202,0.22864277
-5.29164582,0.68217814,0.19880296,0.00000000,0.39190565,0.34390419,0.00076519,0.22220821
-5.28564282,0.68115882,0.20125673,0.00000000,0.39803627,0.34095247,0.00062886,0.21998990
-5.27963982,0.69422294,0.20800823,0.00000000,0.41394205,0.34471116,0.00051919,0.22204819
-5.27363682,0.72149478,0.21918265,0.00000000,0.43995520,0.35516449,0.00043268,0.22841647
-5.26763382,0.76303575,0.23489382,0.00000000,0.47642157,0.37225645,0.00036629,0.23909926
-5.26163082,0.81883594,0.25524121,0.00000000,0.52368992,0.39588782,0.00031734,0.25407028
-5.25562781,0.88880469,0.28030634,0.00000000,0.58209899,0.42591325,0.00028355,0.27327041
-5.24962481,0.97276072,0.31014872,0.00000000,0.65196227,0.46213855,0.00026303,0.29660564
-5.24362181,1.07042198,0.34480124,0.00000000,0.73355050,0.50431829,0.00025419,0.32394513
-5.23761881,1.18139553,0.38426520,0.00000000,0.82707228,0.55215405,0.00025575,0.35511939
-5.23161581,1.30516815,0.42850497,0.00000000,0.93265299,0.60529333,0.00026670,0.38991886
-5.22561281,1.44109785,0.47744256,0.00000000,1.05031261,0.66332936,0.00028625,0.42809278
-5.21960980,1.58840693,0.53095209,0.00000000,1.17994308,0.72580198,0.00031380,0.46934878
-5.21360680,1.74617694,0.58885455,0.00000000,1.32128599,0.79219957,0.00034889,0.51335301
-5.20760380,1.91334602,0.65091298,0.00000000,1.47391144,0.86196215,0.00039117,0.55973106
-5.20160080,2.08870884,0.71682827,0.00000000,1.63719914,0.93448567,0.00044037,0.60806973
-5.19559780,2.27091950,0.78623600,0.00000000,1.81032267,1.00912724,0.00049626,0.65791959
-5.18959480,2.45849768,0.85870431,0.00000000,1.99223799,1.08521150,0.00055864,0.70879855
-5.18359180,2.64983793,0.93373333,0.00000000,2.18167721,1.16203762,0.00062726,0.76019614
-5.17758879,2.84322248,1.01075615,0.00000000,2.37714848,1.23888711,0.00070185,0.81157884
-5.17158579,3.03683743,1.08914166,0.00000000,2.57694275,1.31503204,0.00078211,0.86239603
-5.16558279,3.22879221,1.16819944,0.00000000,2.77914804,1.38974361,0.00086762,0.91208692
-5.15957979,3.41714243,1.24718663,0.00000000,2.98167139,1.46230093,0.00095793,0.96008799
-5.15357679,3.59991570,1.32531706,0.00000000,3.18226870,1.53199986,0.00105245,1.00584128
-5.14757379,3.77514045,1.40177234,0.00000000,3.37858192,1.59816181,0.00115054,1.04880305
-5.14157079,3.94087715,1.47571503,0.00000000,3.56818311,1.66014255,0.00125147,1.08845306
-5.13556778,4.09525170,1.54630348,0.00000000,3.74862438,1.71734091,0.00135443,1.12430411
-5.12956478,4.23649049,1.61270820,0.00000000,3.91749229,1.76920730,0.00145857,1.15591186
-5.12356178,4.36295625,1.67412926,0.00000000,4.07246517,1.81525216,0.00156299,1.18288465
-5.11755878,4.47318422,1.72981425,0.00000000,4.21137150,1.85505426,0.00166677,1.20489314
-5.11155578,4.56591749,1.77907644,0.00000000,4.33224747,1.88826872,0.00176902,1.22167961
-5.10555278,4.64014073,1.82131234,0.00000000,4.43339145,1.91463470,0.00186889,1.23306657
-5.09954977,4.69511110,1.85601820,0.00000000,4.51341351,1.93398263,0.00196560,1.23896428
-5.09354677,4.73038523,1.88280479,0.00000000,4.57127799,1.94624073,0.00205847,1.23937714
-5.08754377,4.74584128,1.90141001,0.00000000,4.60633741,1.95144063,0.00214695,1.23440834
-5.08154077,4.74169488,1.91170862,0.00000000,4.61835636,1.94972176,0.00223065,1.22426257
-5.07553777,4.71850806,1.91371884,0.00000000,4.60752429,1.94133423,0.00230935,1.20924657
-5.06953477,4.67719044,1.90760539,0.00000000,4.57445664,1.92663989,0.00238304,1.18976717
-5.06353177,4.61899198,1.89367884,0.00000000,4.52018413,1.90611131,0.00245188,1.16632676
-5.05752876,4.54548710,1.87239105,0.00000000,4.44613048,1.88032835,0.00251626,1.13951603
-5.05152576,4.45855017,1.84432690,0.00000000,4.35407940,1.84997218,0.00257676,1.11000407
-5.04552276,4.36032245,1.81019245,0.00000000,4.24613196,1.81581671,0.00263412,1.07852594
-5.03951976,4.25317146,1.77079977,0.00000000,4.12465567,1.77871721,0.00268926,1.04586793
-5.03351676,4.13964325,1.72704891,0.00000000,3.99222733,1.73959639,0.00274321,1.01285089
-5.02751376,4.02240911,1.67990758,0.00000000,3.85157119,1.69942805,0.00279710,0.98031198
-5.02151076,3.90420785,1.63038902,0.00000000,3.70549476,1.65921862,0.00285209,0.94908553
-5.01550775,3.78778546,1.57952871,0.00000000,3.55682398,1.61998689,0.00290932,0.91998333
-5.00950475,3.67583356,1.52836068,0.00000000,3.40833994,1.58274260,0.00296991,0.89377524
-5.00350175,3.57092864,1.47789393,0.00000000,3.26271865,1.54846424,0.00303481,0.87117045
-4.99749875,3.47547363,1.42908971,0.00000000,3.12247560,1.51807677,0.00310484,0.85280021
-4.99149575,3.39164348,1.38284022,0.00000000,2.98991636,1.49242990,0.00318059,0.83920245
-4.98549275,3.32133628,1.33994931,0.00000000,2.86709413,1.47227746,0.00326239,0.83080882
-4.97948974,3.26613116,1.30111560,0.00000000,2.75577510,1.45825859,0.00335026,0.82793449
-4.97348674,3.22725407,1.26691845,0.00000000,2.65741197,1.45088116,0.00344392,0.83077106
-4.96748374,3.20555220,1.23780708,0.00000000,2.57312575,1.45050812,0.00354276,0.83938270
-4.96148074,3.20147767,1.21409311,0.00000000,2.50369585,1.45734699,0.00364582,0.85370563
-4.95547774,3.21508052,1.19594650,0.00000000,2.44955792,1.47144292,0.00375185,0.87355077
-4.94947474,3.24601126,1.18339500,0.00000000,2.41080920,1.49267551,0.00385933,0.89860956
-4.94347174,3.29353230,1.17632703,0.00000000,2.38722051,1.52075947,0.00396648,0.92846245
-4.93746873,3.35653810,1.17449783,0.00000000,2.37825415,1.55524922,0.00407137,0.96258993
-4.93146573,3.43358297,1.17753850,0.00000000,2.38308704,1.59554708,0.00417199,1.00038560
-4.92546273,3.52291593,1.18496783,0.00000000,2.40063804,1.64091519,0.00426631,1.04117075
-4.91945973,3.62252135,1.19620636,0.00000000,2.42959885,1.69049054,0.00435240,1.08421020
-4.91345673,3.73016453,1.21059239,0.00000000,2.46846745,1.74330299,0.00442848,1.12872867
-4.90745373,3.84344102,1.22739939,0.00000000,2.51558351,1.79829577,0.00449310,1.17392755
-4.90145073,3.95982859,1.24585439,0.00000000,2.56916512,1.85434803,0.00454514,1.21900146
-4.89544772,4.07674085,1.26515703,0.00000000,2.62734606,1.91029897,0.00458397,1.26315438
-4.88944472,4.19158148,1.28449853,0.00000000,2.68821329,1.96497302,0.00460947,1.30561504
-4.88344172,4.30179820,1.30308053,0.00000000,2.74984412,2.01720558,0.00462214,1.34565143
-4.87743872,4.40493540,1.32013311,0.00000000,2.81034259,2.06586888,0.00462312,1.38258416
-4.87143572,4.49868493,1.33493182,0.00000000,2.86787476,2.10989722,0.00461422,1.41579863
-4.86543272,4.58093376,1.34681332,0.00000000,2.92070254,2.14831129,0.00459790,1.44475591
-4.85942971,4.64980822,1.35518942,0.00000000,2.96721554,2.18024092,0.00457732,1.46900229
-4.85342671,4.70371355,1.35955920,0.00000000,3.00596066,2.20494571,0.00455625,1.48817732
-4.84742371,4.74136825,1.35951908,0.00000000,3.03566892,2.22183310,0.00453902,1.50202042
-4.84142071,4.76183236,1.35477058,0.00000000,3.05527900,2.23047326,0.00453047,1.51037582
-4.83541771,4.76452873,1.34512579,0.00000000,3.06395699,2.23061047,0.00453582,1.51319585
-4.82941471,4.74925681,1.33051019,0.00000000,3.06111186,2.22217037,0.00456059,1.51054231
-4.82341171,4.71619802,1.31096303,0.00000000,3.04640613,2.20526292,0.00461047,1.50258588
-4.81740870,4.66591238,1.28663505,0.00000000,3.01976118,2.18018067,0.00469117,1.48960342
-4.81140570,4.59932601,1.25778366,0.00000000,2.98135700,2.14739227,0.00480830,1.47197299
-4.80540270,4.51770934,1.22476558,0.00000000,2.93162603,2.10753116,0.00496722,1.45016658
-4.79939970,4.42264635,1.18802719,0.00000000,2.87124099,2.06137973,0.00517288,1.42474057
-4.79339670,4.31599523,1.14809269,0.00000000,2.80109695,2.00984905,0.00542973,1.39632385
-4.78739370,4.19984136,1.10555041,0.00000000,2.72228770,1.95395494,0.00574153,1.36560398
-4.78139070,4.07644380,1.06103756,0.00000000,2.63607731,1.89479077,0.00611125,1.33331143
-4.77538769,3.94817667,1.01522386,0.00000000,2.54386727,1.83349808,0.00654100,1.30020240
-4.76938469,3.81746732,0.96879447,0.00000000,2.44716032,1.77123566,0.00703189,1.26704063
-4.76338169,3.68673308,0.92243275,0.00000000,2.34752204,1.70914832,0.00758400,1.23457863
-4.75737869,3.55831866,0.87680327,0.00000000,2.24654131,1.64833633,0.00819631,1.20353911
-4.75137569,3.43443637,0.83253570,0.00000000,2.14579094,1.58982647,0.00886671,1.17459696
-4.74537269,3.31711093,0.79020995,0.00000000,2.04678961,1.53454590,0.00959197,1.14836256
-4.73936968,3.20813096,0.75034311,0.00000000,1.95096640,1.48329944,0.01036778,1.12536685
-4.73336668,3.10900846,0.71337849,0.00000000,1.85962892,1.43675127,0.01118879,1.10604883
-4.72736368,3.02094761,0.67967715,0.00000000,1.77393590,1.39541145,0.01204869,1.09074569
-4.72136068,2.94482377,0.64951201,0.00000000,1.69487503,1.35962764,0.01294025,1.07968604
-4.71535768,2.88117302,0.62306481,0.00000000,1.62324647,1.32958221,0.01385548,1.07298634
-4.70935468,2.83019226,0.60042579,0.00000000,1.55965228,1.30529469,0.01478568,1.07065070
-4.70335168,2.79174956,0.58159607,0.00000000,1.50449187,1.28662911,0.01572156,1.07257378
-4.69734867,2.76540377,0.56649249,0.00000000,1.45796320,1.27330601,0.01665340,1.07854682
-4.69134567,2.75043255,0.55495464,0.00000000,1.42006938,1.26491835,0.01757112,1.08826639
-4.68534267,2.74586721,0.54675375,0.00000000,1.39063012,1.26095057,0.01846446,1.10134546
-4.67933967,2.75053302,0.54160297,0.00000000,1.36929736,1.26080003,0.01932304,1.11732643
-4.67333667,2.76309320,0.53916869,0.00000000,1.35557432,1.26379995,0.02013657,1.13569554
-4.66733367,2.78209500,0.53908239,0.00000000,1.34883718,1.26924298,0.02089492,1.15589812
-4.66133067,2.80601623,0.54095257,0.00000000,1.34835853,1.27640449,0.02158830,1.17735430
-4.65532766,2.83331067,0.54437647,0.00000000,1.35333183,1.28456495,0.02220737,1.19947445
-4.64932466,2.86245108,0.54895104,0.00000000,1.36289618,1.29303066,0.02274342,1.22167411
-4.64332166,2.89196858,0.55428303,0.00000000,1.37616063,1.30115217,0.02318850,1.24338783
-4.63731866,2.92048743,0.55999778,0.00000000,1.39222744,1.30834015,0.02353561,1.26408161
-4.63131566,2.94675456,0.56574681,0.00000000,1.41021391,1.31407827,0.02377881,1.28326370
-4.62531266,2.96966334,0.57121374,0.00000000,1.42927220,1.31793290,0.02391338,1.30049348
-4.61930965,2.98827134,0.57611890,0.00000000,1.44860686,1.31955962,0.02393600,1.31538835
-4.61330665,3.00181202,0.58022233,0.00000000,1.46748989,1.31870664,0.02384482,1.32762852
-4.60730365,3.00970060,0.58332552,0.00000000,1.48527302,1.31521514,0.02363958,1.33695976
-4.60130065,3.01153429,0.58527174,0.00000000,1.50139724,1.30901684,0.02332168,1.34319420
-4.59529765,3.00708744,0.58594535,0.00000000,1.51539936,1.30012908,0.02289420,1.34620932
-4.58929465,2.99630225,0.58527013,0.00000000,1.52691583,1.28864775,0.02236190,1.34594534
-4.58329165,2.97927552,0.58320681,0.00000000,1.53568361,1.27473840,0.02173114,1.34240126
-4.57728864,2.95624232,0.57974994,0.00000000,1.54153845,1.25862593,0.02100977,1.33562989
-4.57128564,2.92755727,0.57492438,0.00000000,1.54441048,1.24058326,0.02020700,1.32573206
-4.56528264,2.89367421,0.56878142,0.00000000,1.54431752,1.22091937,0.01933320,1.31285041
-4.55927964,2.85512493,0.56139470,0.00000000,1.54135623,1.19996710,0.01839963,1.29716293
-4.55327664,2.81249780,0.55285611,0.00000000,1.53569144,1.17807099,0.01741822,1.27887676
-4.54727364,2.76641683,0.54327160,0.00000000,1.52754400,1.15557566,0.01640127,1.25822207
-4.54127064,2.71752179,0.53275718,0.00000000,1.51717750,1.13281487,0.01536116,1.23544667
-4.53526763,2.66645003,0.52143497,0.00000000,1.50488430,1.11010170,0.01431009,1.21081103
-4.52926463,2.61382018,0.50942953,0.00000000,1.49097145,1.08771998,0.01325976,1.18458419
-4.52326163,2.56021835,0.49686441,0.00000000,1.47574671,1.06591727,0.01222118,1.15704025
-4.51725863,2.50618690,0.48385896,0.00000000,1.45950543,1.04489949,0.01120444,1.12845564
-4.51125563,2.45221607,0.47052554,0.00000000,1.44251861,1.02482745,0.01021852,1.09910698
-4.50525263,2.39873841,0.45696713,0.00000000,1.42502259,1.00581516,0.00927118,1.06926952
-4.49924962,2.34612610,0.44327526,0.00000000,1.40721088,0.98793011,0.00836890,1.03921594
-4.49324662,2.29469112,0.42952856,0.00000000,1.38922824,0.97119539,0.00751680,1.00921558
-4.48724362,2.24468783,0.41579172,0.00000000,1.37116751,0.95559357,0.00671871,0.97953368
-4.48124062,2.19631797,0.40211501,0.00000000,1.35306907,0.94107211,0.00597716,0.95043083
-4.47523762,2.14973760,0.38853441,0.00000000,1.33492312,0.92755019,0.00529350,0.92216232
-4.46923462,2.10506549,0.37507214,0.00000000,1.31667453,0.91492646,0.00466800,0.89497738
-4.46323162,2.06239273,0.36173793,0.00000000,1.29823015,0.90308762,0.00409999,0.86911820
-4.45722861,2.02179268,0.34853054,0.00000000,1.27946802,0.89191721,0.00358796,0.84481882
-4.45122561,1.98333108,0.33543990,0.00000000,1.26024819,0.88130433,0.00312978,0.82230361
-4.44522261,1.94707546,0.32244941,0.00000000,1.24042449,0.87115185,0.00272275,0.80178557
-4.43921961,1.91310344,0.30953861,0.00000000,1.21985659,0.86138375,0.00236385,0.78346429
-4.43321661,1.88150943,0.29668581,0.00000000,1.19842178,0.85195110,0.00204976,0.76752366
-4.42721361,1.85240917,0.28387082,0.00000000,1.17602577,0.84283657,0.00177707,0.75412925
-4.42121061,1.82594200,0.27107744,0.00000000,1.15261194,0.83405704,0.00154233,0.74342553
-4.41520760,1.80227043,0.25829572,0.00000000,1.12816848,0.82566441,0.00134219,0.73553282
-4.40920460,1.78157711,0.24552384,0.00000000,1.10273320,0.81774432,0.00117343,0.73054417
-4.40320160,1.76405928,0.23276949,0.00000000,1.07639547,0.81041310,0.00103304,0.72852217
-4.39719860,1.74992102,0.22005078,0.00000000,1.04929552,0.80381300,0.00091829,0.72949589
-4.39119560,1.73936365,0.20739655,0.00000000,1.02162092,0.79810606,0.00082678,0.73345794
-4.38519260,1.73257495,0.19484615,0.00000000,0.99360071,0.79346693,0.00075646,0.74036202
-4.37918959,1.72971791,0.18244872,0.00000000,0.96549729,0.79007520,0.00070565,0.75012091
-4.37318659,1.73091967,0.17026202,0.00000000,0.93759684,0.78810751,0.00067311,0.76260531
-4.36718359,1.73626151,0.15835084,0.00000000,0.91019872,0.78773016,0.00065803,0.77764343
-4.36118059,1.74577060,0.14678528,0.00000000,0.88360441,0.78909246,0.00066004,0.79502183
-4.35517759,1.75941421,0.13563872,0.00000000,0.85810681,0.79232141,0.00067927,0.81448734
-4.34917459,1.77709683,0.12498593,0.00000000,0.83398037,0.79751784,0.00071631,0.83575029
-4.34317159,1.79866063,0.11490111,0.00000000,0.81147253,0.80475437,0.00077226,0.85848908
-4.33716858,1.82388941,0.10545622,0.00000000,0.79079708,0.81407527,0.00084868,0.88235604
-4.33116558,1.85251585,0.09671947,0.00000000,0.77212950,0.82549812,0.00094761,0.90698446
-4.32516258,1.88423195,0.08875420,0.00000000,0.75560453,0.83901727,0.00107154,0.93199656
-4.31915958,1.91870206,0.08161800,0.00000000,0.74131609,0.85460866,0.00122336,0.95701232
-4.31315658,1.95557769,0.07536218,0.00000000,0.72931911,0.87223582,0.00140631,0.98165867
-4.30715358,1.99451356,0.07003157,0.00000000,0.71963330,0.89185648,0.00162391,1.00557883
