energy_ev,total_up,N_s_up,N_p_up,Pd_p_up,Pd_d_up,Se_s_up,Se_p_up,V_p_up,V_d_up
-4.76938469,0.93973209,0.00001254,0.03885378,0.41459148,0.58843161,0.00003731,0.28051806,0.05992050,0.09834955
-4.76338169,0.99396891,0.00001200,0.04173719,0.44249991,0.62148870,0.00004544,0.29659529,0.06371247,0.10403406
-4.75737869,1.04707610,0.00001227,0.04468906,0.47050974,0.65367272,0.00005645,0.31225813,0.06763474,0.10959936
-4.75137569,1.09864169,0.00001332,0.04769477,0.49843488,0.68472442,0.00007083,0.32737803,0.07165364,0.11500796
-4.74537269,1.14831709,0.00001518,0.05073961,0.52609459,0.71443429,0.00008918,0.34183919,0.07573901,0.12022674
-4.73936968,1.19582375,0.00001790,0.05380880,0.55331498,0.74264765,0.00011221,0.35554019,0.07986409,0.12522732
-4.73336668,1.24095753,0.00002155,0.05688757,0.57993033,0.76926793,0.00014070,0.36839522,0.08400533,0.12998629
-4.72736368,1.28359091,0.00002621,0.05996124,0.60578451,0.79425808,0.00017556,0.38033495,0.08814237,0.13448530
-4.72136068,1.32367270,0.00003200,0.06301530,0.63073225,0.81763985,0.00021778,0.39130695,0.09225779,0.13871102
-4.71535768,1.36122535,0.00003905,0.06603562,0.65464064,0.83949090,0.00026843,0.40127581,0.09633711,0.14265497
-4.70935468,1.39633988,0.00004749,0.06900860,0.67739058,0.85993984,0.00032864,0.41022288,0.10036865,0.14631330
-4.70335168,1.42916866,0.00005747,0.07192145,0.69887839,0.87915927,0.00039957,0.41814587,0.10434345,0.14968647
-4.69734867,1.45991609,0.00006915,0.07476240,0.71901748,0.89735695,0.00048241,0.42505800,0.10825518,0.15277891
-4.69134567,1.48882768,0.00008267,0.07752104,0.73774001,0.91476556,0.00057829,0.43098713,0.11210004,0.15559858
-4.68534267,1.51617765,0.00009816,0.08018852,0.75499839,0.93163117,0.00068830,0.43597459,0.11587660,0.15815657
-4.67933967,1.54225553,0.00011576,0.08275784,0.77076659,0.94820101,0.00081339,0.44007380,0.11958561,0.16046661
-4.67333667,1.56735208,0.00013555,0.08522399,0.78504096,0.96471077,0.00095433,0.44334873,0.12322967,0.16254461
-4.66733367,1.59174486,0.00015759,0.08758408,0.79784050,0.98137204,0.00111167,0.44587210,0.12681284,0.16440805
-4.66133067,1.61568395,0.00018192,0.08983732,0.80920632,0.99836024,0.00128568,0.44772339,0.13034016,0.16607544
-4.65532766,1.63937821,0.00020851,0.09198490,0.81920025,1.01580349,0.00147626,0.44898655,0.13381697,0.16756564
-4.64932466,1.66298247,0.00023726,0.09402974,0.82790249,1.03377288,0.00168294,0.44974750,0.13724816,0.16889711
-4.64332166,1.68658606,0.00026805,0.09597614,0.83540826,1.05227456,0.00190480,0.45009144,0.14063739,0.17008721
