energy_ev,total_up,Fe_p_up,Fe_d_up,Mo_p_up,Mo_d_up,N_s_up,N_p_up,S_s_up,S_p_up
-5.86793397,3.72552353,0.42094241,0.20400077,2.53777375,0.86275632,0.01307469,0.80388520,0.03965001,1.38177679
-5.86193097,3.62760038,0.42150621,0.20374993,2.45171959,0.82686997,0.01307821,0.77710603,0.03853821,1.35207119
-5.85592796,3.53396418,0.42056570,0.20321783,2.36798186,0.79465533,0.01315019,0.75263542,0.03746658,1.32207288
-5.84992496,3.44428351,0.41810562,0.20240309,2.28666316,0.76588901,0.01329361,0.73043921,0.03643399,1.29173459
-5.84392196,3.35833753,0.41415355,0.20131805,2.20797267,0.74034766,0.01351118,0.71048469,0.03543978,1.26107961
-5.83791896,3.27604282,0.40878137,0.19999033,2.13223480,0.71781779,0.01380524,0.69274819,0.03448396,1.23020817
-5.83191596,3.19747349,0.40210546,0.19846368,2.05989323,0.69810450,0.01417770,0.67722172,0.03356738,1.19930063
-5.82591296,3.12287358,0.39428527,0.19679845,1.99151032,0.68103871,0.01462988,0.66391838,0.03269186,1.16861725
-5.81990995,3.05266110,0.38552059,0.19507123,1.92776239,0.66648278,0.01516235,0.65287651,0.03186028,1.13849445
-5.81390695,2.98742363,0.37604735,0.19337396,1.86943125,0.65433445,0.01577481,0.64416229,0.03107646,1.10933765
-5.80790395,2.92790597,0.36613226,0.19181224,1.81739293,0.64452883,0.01646586,0.63787094,0.03034514,1.08161095
-5.80190095,2.87499058,0.35606644,0.19050307,1.77260415,0.63703888,0.01723289,0.63412665,0.02967177,1.05582404
-5.79589795,2.82967205,0.34615832,0.18957200,1.73608740,0.63187431,0.01807186,0.63308127,0.02906228,1.03251709
-5.78989495,2.79302712,0.33672596,0.18914984,1.70891530,0.62907929,0.01897721,0.63491200,0.02852285,1.01224408
-5.78389195,2.76618168,0.32808930,0.18936905,1.69219478,0.62872914,0.01994173,0.63981834,0.02805962,0.99555540
-5.77788894,2.75027654,0.32056232,0.19035991,1.68705135,0.63092643,0.02095659,0.64801845,0.02767838,0.98298038
-5.77188594,2.74643329,0.31444561,0.19224670,1.69461361,0.63579654,0.02201131,0.65974508,0.02738439,0.97501045
-5.76588294,2.75572161,0.31001938,0.19514385,1.71599785,0.64348322,0.02309391,0.67524117,0.02718213,0.97208356
-5.75987994,2.77912909,0.30753719,0.19915242,1.75229241,0.65414394,0.02419109,0.69475523,0.02707512,0.97457020
-5.75387694,2.81753418,0.30722048,0.20435678,1.80454120,0.66794538,0.02528850,0.71853650,0.02706587,0.98276158
-5.74787394,2.87168259,0.30925394,0.21082176,1.87372586,0.68505900,0.02637113,0.74682975,0.02715580,0.99686013
-5.74187094,2.94216727,0.31378192,0.21859023,1.96074572,0.70565654,0.02742364,0.77986964,0.02734525,1.01697238
-5.73586793,3.02941165,0.32090566,0.22768121,2.06639504,0.72990538,0.02843092,0.81787452,0.02763360,1.04310440
-5.72986493,3.13365573,0.33068153,0.23808858,2.19133708,0.75796360,0.02937846,0.86103955,0.02801931,1.07515953
-5.72386193,3.25494435,0.34312012,0.24978032,2.33607459,0.78997455,0.03025292,0.90952885,0.02850004,1.11293849
-5.71785893,3.39311736,0.35818623,0.26269844,2.50091710,0.82606066,0.03104253,0.96346677,0.02907283,1.15614156
-5.71185593,3.54780084,0.37579961,0.27675953,2.68594523,0.86631650,0.03173751,1.02292820,0.02973409,1.20437267
-5.70585293,3.71839943,0.39583658,0.29185592,2.89097316,0.91080102,0.03233037,1.08792793,0.03047978,1.25714539
-5.69984992,3.90408945,0.41813232,0.30785758,3.11551060,0.95952887,0.03281616,1.15840943,0.03130534,1.31389049
-5.69384692,4.10381331,0.44248399,0.32461462,3.35872596,1.01246120,0.03319253,1.23423328,0.03220575,1.37396514
-5.68784392,4.31627548,0.46865450,0.34196055,3.61941304,1.06949606,0.03345978,1.31516565,0.03317538,1.43666367
-5.68184092,4.53994112,0.49637702,0.35971605,3.89596348,1.13045891,0.03362067,1.40086762,0.03420797,1.50122966
-5.67583792,4.77303821,0.52536019,0.37769347,4.18634764,1.19509372,0.03368020,1.49088578,0.03529641,1.56686966
-5.66983492,5.01356442,0.55529392,0.39570177,4.48810621,1.26305528,0.03364525,1.58464493,0.03643266,1.63276807
-5.66383192,5.25929989,0.58585571,0.41355197,4.79835487,1.33390340,0.03352417,1.68144365,0.03760763,1.69810336
-5.65782891,5.50782706,0.61671752,0.43106275,5.11380377,1.40709958,0.03332627,1.78045339,0.03881106,1.76206538
-5.65182591,5.75655827,0.64755282,0.44806636,5.43079313,1.48200685,0.03306133,1.88072168,0.04003149,1.82387331
-5.64582291,6.00277176,0.67804386,0.46441428,5.74534535,1.55789311,0.03273908,1.98117994,0.04125641,1.88279417
-5.63981991,6.24365599,0.70788888,0.47998265,6.05323344,1.63393859,0.03236881,2.08065625,0.04247233,1.93816114
-5.63381691,6.47636192,0.73680899,0.49467713,6.35006450,1.70924730,0.03195887,2.17789302,0.04366512,1.98939126
-5.62781391,6.69806210,0.76455467,0.50843698,6.63137604,1.78286266,0.03151647,2.27156944,0.04482037,2.03600197
-5.62181091,6.90601511,0.79091141,0.52123800,6.89274244,1.85378686,0.03104738,2.36032836,0.04592391,2.07762551
-5.61580790,7.09763315,0.81570456,0.53309440,7.12988756,1.92100359,0.03055590,2.44280670,0.04696236,2.11402081
-5.60980490,7.27055031,0.83880297,0.54405904,7.33879960,1.98350327,0.03004487,2.51766870,0.04792381,2.14508206
-5.60380190,7.42268887,0.86012149,0.55422231,7.51584341,2.04031007,0.02951575,2.58364071,0.04879843,2.17084333
-5.59779890,7.55232042,0.87962202,0.56370930,7.65786564,2.09050935,0.02896890,2.63954636,0.04957917,2.19147897
-5.59179590,7.65811923,0.89731328,0.57267549,7.76228833,2.13327481,0.02840382,2.68434077,0.05026234,2.20729927
-5.58579290,7.73920494,0.91324906,0.58130090,7.82718674,2.16789375,0.02781949,2.71714234,0.05084806,2.21874142
-5.57978989,7.79517229,0.92752533,0.58978297,7.85134802,2.19378972,0.02721475,2.73726092,0.05134065,2.22635585
-5.57378689,7.82610623,0.94027598,0.59832846,7.83430820,2.21054123,0.02658862,2.74422112,0.05174879,2.23078820
-5.56778389,7.83258103,0.95166758,0.60714449,7.77636579,2.21789587,0.02594062,2.73777972,0.05208547,2.23275746
-5.56178089,7.81564315,0.96189327,0.61642926,7.67857165,2.21577915,0.02527104,2.71793647,0.05236775,2.23303114
-5.55577789,7.77677810,0.97116602,0.62636279,7.54269560,2.20429762,0.02458113,2.68493774,0.05261629,2.23239820
-5.54977489,7.71786248,0.97971146,0.63709798,7.37117148,2.18373617,0.02387321,2.63927280,0.05285469,2.23164085
-5.54377189,7.64110309,0.98776057,0.64875252,7.16702339,2.15454970,0.02315066,2.58166293,0.05310861,2.23150645
-5.53776888,7.54896559,0.99554252,0.66140193,6.93377629,2.11734945,0.02241788,2.51304360,0.05340482,2.23268057
-5.53176588,7.44409573,1.00327789,0.67507413,6.67535516,2.07288469,0.02168013,2.43454059,0.05377007,2.23576243
-5.52576288,7.32923672,1.01117245,0.68974574,6.39597696,2.02202057,0.02094329,2.34744084,0.05423001,2.24124387
-5.51975988,7.20714613,1.01941188,0.70534036,6.10003980,1.96571308,0.02021362,2.25315919,0.05480809,2.24949274
-5.51375688,7.08051613,1.02815756,0.72172898,5.79201376,1.90498218,0.01949743,2.15320230,0.05552459,2.26074168
-5.50775388,6.95190035,1.03754354,0.73873249,5.47633712,1.84088408,0.01880079,2.04913097,0.05639574,2.27508264
-5.50175088,6.82365045,1.04767492,0.75612635,5.15732154,1.77448395,0.01812921,1.94252240,0.05743315,2.29246775
-5.49574787,6.69786486,1.05862769,0.77364714,4.83906895,1.70682979,0.01748738,1.83493336,0.05864339,2.31271637
-5.48974487,6.57635146,1.07044998,0.79100088,4.52540188,1.63892846,0.01687895,1.72786580,0.06002789,2.33552819
-5.48374187,6.46060524,1.08316472,0.80787278,4.21980865,1.57172457,0.01630639,1.62273567,0.06158313,2.36050175
-5.47773887,6.35180106,1.09677342,0.82393806,3.92540347,1.50608277,0.01577084,1.52084589,0.06330106,2.38715755
-5.47173587,6.25080081,1.11126109,0.83887329,3.64490119,1.44277370,0.01527220,1.42336408,0.06516983,2.41496462
-5.46573287,6.15817356,1.12660167,0.85236803,3.38060549,1.38246385,0.01480906,1.33130539,0.06717466,2.44336919
-5.45972986,6.07422632,1.14276378,0.86413605,3.13440902,1.32570933,0.01437896,1.24552066,0.06929890,2.47182397
-5.45372686,5.99904289,1.15971628,0.87392569,2.90780341,1.27295320,0.01397845,1.16668972,0.07152510,2.49981648
-5.44772386,5.93252738,1.17743317,0.88152903,2.70189696,1.22452622,0.01360341,1.09531959,0.07383612,2.52689469
-5.44172086,5.87444927,1.19589733,0.88678924,2.51743786,1.18065047,0.01324926,1.03174728,0.07621616,2.55268870
-5.43571786,5.82448662,1.21510267,0.88960596,2.35484075,1.14144534,0.01291123,0.97614630,0.07865154,2.57692697
-5.42971486,5.78226444,1.23505431,0.88993830,2.21421469,1.10693546,0.01258463,0.92853653,0.08113136,2.59944605
-5.42371186,5.74738570,1.25576658,0.88780537,2.09539102,1.07705983,0.01226511,0.88879653,0.08364778,2.62019332
-5.41770885,5.71945309,1.27725862,0.88328427,1.99795000,1.05168187,0.01194884,0.85667771,0.08619607,2.63922226
-5.41170585,5.69808056,1.29954774,0.87650563,1.92124547,1.03059973,0.01163274,0.83181954,0.08877430,2.65668060
-5.40570285,5.68289445,1.32264078,0.86764700,1.86442738,1.01355672,0.01131453,0.81376537,0.09138270,2.67279196
-5.39969985,5.67352490,1.34652386,0.85692417,1.82646231,1.00025138,0.01099286,0.80197829,0.09402286,2.68783217
-5.39369685,5.66958942,1.37115110,0.84458121,1.80615271,0.99034721,0.01066734,0.79585660,0.09669668,2.70210177
-5.38769385,5.67067077,1.39643327,0.83087937,1.80215555,0.98348185,0.01033845,0.79474877,0.09940517,2.71589661
-5.38169085,5.67629237,1.42222705,0.81608569,1.81300157,0.97927592,0.01000755,0.79796768,0.10214736,2.72947854
-5.37568784,5.68589445,1.44832591,0.80046185,1.83711620,0.97734147,0.00967676,0.80480406,0.10491923,2.74304851
-5.36968484,5.69881443,1.47445357,0.78425368,1.87284310,0.97729026,0.00934881,0.81453937,0.10771283,2.75672399
-5.36368184,5.71427488,1.50026081,0.76768219,1.91847135,0.97874204,0.00902694,0.82645804,0.11051576,2.77052277
-5.35767884,5.73138158,1.52532637,0.75093625,1.97226661,0.98133300,0.00871476,0.83985933,0.11331099,2.78435451
-5.35167584,5.74913402,1.54916233,0.73416753,2.03250651,0.98472444,0.00841613,0.85406885,0.11607707,2.79802113
-5.34567284,5.76644920,1.57122429,0.71748785,2.09751997,0.98861171,0.00813503,0.86844988,0.11878887,2.81122658
-5.33966983,5.78219873,1.59092608,0.70096893,2.16572949,0.99273337,0.00787546,0.88241435,0.12141863,2.82359552
-5.33366683,5.79525819,1.60765867,0.68464465,2.23569516,0.99688034,0.00764136,0.89543363,0.12393756,2.83470038
-5.32766383,5.80456624,1.62081253,0.66851546,2.30615861,1.00090473,0.00743658,0.90704859,0.12631761,2.84409501
-5.32166083,5.80919024,1.62980237,0.65255465,2.37608481,1.00472793,0.00726480,0.91687897,0.12853353,2.85135296
-5.31565783,5.80839411,1.63409308,0.63671603,2.44469912,1.00834745,0.00712953,0.92463143,0.13056498,2.85610793
-5.30965483,5.80170370,1.63322539,0.62094246,2.51151741,1.01184194,0.00703404,0.93010594,0.13239854,2.85809350
-5.30365183,5.78896459,1.62683985,0.60517461,2.57636656,1.01537366,0.00698140,0.93320009,0.13402956,2.85717936
-5.29764882,5.77038750,1.61469777,0.58935950,2.63939325,1.01918808,0.00697439,0.93391073,0.13546362,2.85340109
-5.29164582,5.74657692,1.59669765,0.57345802,2.70105941,1.02360983,0.00701552,0.93233272,0.13671743,2.84698120
-5.28564282,5.71853930,1.57288624,0.55745123,2.76212290,1.02903481,0.00710690,0.92865436,0.13781925,2.83833925
-5.27963982,5.68766840,1.54346332,0.54134486,2.82360324,1.03591824,0.00725021,0.92314945,0.13880853,2.82808973
-5.27363682,5.65570691,1.50877981,0.52517183,2.88673250,1.04475861,0.00744659,0.91616600,0.13973486,2.81702708
-5.26763382,5.62468446,1.46932922,0.50899263,2.95289283,1.05607791,0.00769652,0.90811174,0.14065630,2.80609797
-5.26163082,5.59683437,1.42573272,0.49289373,3.02354245,1.07039862,0.00799971,0.89943698,0.14163696,2.79636198
-5.25562781,5.57449238,1.37871858,0.47698399,3.10013319,1.08821817,0.00835495,0.89061524,0.14274407,2.78894236
-5.24962481,5.55998233,1.32909707,0.46138957,3.18402303,1.10998205,0.00875999,0.88212263,0.14404468,2.78496942
-5.24362181,5.55549457,1.27773202,0.44624759,3.27638772,1.13605663,0.00921146,0.87441675,0.14560208,2.78551962
-5.23761881,5.56296363,1.22551060,0.43169914,3.37813602,1.16670306,0.00970473,0.86791609,0.14747214,2.79155377
-5.23161581,5.58395222,1.17331278,0.41788203,3.48983276,1.20205362,0.01023392,0.86298095,0.14969982,2.80385790
-5.22561281,5.61954813,1.12198208,0.40492392,3.61163427,1.24209200,0.01079191,0.85989693,0.15231602,2.82299037
-5.21960980,5.67028047,1.07229896,0.39293617,3.74323992,1.28663856,0.01137033,0.85886167,0.15533497,2.84923845
-5.21360680,5.73606050,1.02495809,0.38200896,3.88386290,1.33534192,0.01195977,0.85997572,0.15875224,2.88258711
-5.20760380,5.81615113,0.98055047,0.37220786,4.03222259,1.38767746,0.01254990,0.86323799,0.16254367,2.92270219
-5.20160080,5.90916765,0.93955105,0.36357217,4.18655983,1.44295343,0.01312975,0.86854601,0.16666517,2.96892924
-5.19559780,6.01311053,0.90231211,0.35611501,4.34467500,1.50032472,0.01368799,0.87570109,0.17105341,3.02030856
-5.18959480,6.12542930,0.86906248,0.34982516,4.50398801,1.55881402,0.01421330,0.88441806,0.17562760,3.07560589
-5.18359180,6.24311490,0.83991216,0.34467053,4.66161774,1.61733977,0.01469467,0.89433916,0.18029202,3.13335754
-5.17758879,6.36281618,0.81486174,0.34060284,4.81447777,1.67474985,0.01512189,0.90505122,0.18493945,3.19192771
-5.17158579,6.48097486,0.79381574,0.33756332,4.95938401,1.72985966,0.01548585,0.91610537,0.18945519,3.24957535
-5.16558279,6.59397244,0.77659894,0.33548897,5.09316931,1.78149296,0.01577893,0.92703809,0.19372156,3.30452706
-5.15957979,6.69828153,0.76297441,0.33431878,5.21279982,1.82852360,0.01599530,0.93739256,0.19762267,3.35505248
-5.15357679,6.79061424,0.75266222,0.33399978,5.31548743,1.86991636,0.01613122,0.94673911,0.20104922,3.39953835
-5.14757379,6.86806002,0.74535764,0.33449218,5.39879309,1.90476486,0.01618517,0.95469378,0.20390311,3.43655756
-5.14157079,6.92820642,0.74074794,0.33577354,5.46071611,1.93232486,0.01615798,0.96093400,0.20610164,3.46492978
-5.13556778,6.96923660,0.73852686,0.33784145,5.49976531,1.95204140,0.01605283,0.96521055,0.20758116,3.48377069
-5.12956478,6.98999943,0.73840609,0.34071472,5.51500884,1.96356839,0.01587515,0.96735545,0.20829988,3.49252772
-5.12356178,6.99004874,0.74012356,0.34443297,5.50610064,1.96677991,0.01563244,0.96728522,0.20823981,3.49100043
-5.11755878,6.96965059,0.74344810,0.34905455,5.47328263,1.96177269,0.01533401,0.96499968,0.20740769,3.47934506
-5.11155578,6.92975857,0.74818074,0.35465309,5.41736315,1.94885967,0.01499062,0.96057643,0.20583488,3.45806313
-5.10555278,6.87195924,0.75415284,0.36131277,5.33967315,1.92855517,0.01461408,0.95416149,0.20357623,3.42797511
-5.09954977,6.79839080,0.76122147,0.36912266,5.24200280,1.90155237,0.01421682,0.94595669,0.20070793,3.39018057
-5.09354677,6.71163981,0.76926281,0.37817051,5.12652231,1.86869436,0.01381139,0.93620482,0.19732451,3.34600720
-5.08754377,6.61462132,0.77816409,0.38853630,4.99569090,1.83094011,0.01341003,0.92517333,0.19353504,3.29695128
-5.08154077,6.51044871,0.78781486,0.40028599,4.85215897,1.78932716,0.01302418,0.91313762,0.18945882,3.24461260
-5.07553777,6.40229958,0.79809849,0.41346575,4.69866800,1.74493268,0.01266412,0.90036490,0.18522061,3.19062708
-5.06953477,6.29328414,0.80888436,0.42809711,4.53795314,1.69883464,0.01233858,0.88709960,0.18094569,3.13660005
-5.06353177,6.18632204,0.82002154,0.44417311,4.37265269,1.65207497,0.01205446,0.87355090,0.17675503,3.08404340
-5.05752876,6.08403290,0.83133437,0.46165584,4.20522827,1.60562594,0.01181665,0.85988333,0.17276058,3.03431899
-5.05152576,5.98864487,0.84262029,0.48047517,4.03789871,1.56036132,0.01162791,0.84621057,0.16906115,2.98859072
-5.04552276,5.90192458,0.85365008,0.50052903,3.87258972,1.51703306,0.01148883,0.83259280,0.16573875,2.94778696
-5.03951976,5.82513034,0.86417054,0.52168481,3.71090048,1.47625438,0.01139791,0.81903759,0.16285585,2.91257428
-5.03351676,5.75898970,0.87390945,0.54378201,3.55408750,1.43848944,0.01135168,0.80550407,0.16045340,2.88334342
-5.02751376,5.70370077,0.88258256,0.56663574,3.40306492,1.40404963,0.01134495,0.79191003,0.15854985,2.86020707
-5.02151076,5.65895603,0.88990208,0.59004096,3.25841993,1.37309627,0.01137105,0.77814139,0.15714114,2.84300928
-5.01550775,5.62398629,0.89558632,0.61377712,3.12044109,1.34564911,0.01142217,0.76406330,0.15620166,2.83134522
-5.00950475,5.59762154,0.89936980,0.63761291,2.98915707,1.32159976,0.01148970,0.74953227,0.15568608,2.82459014
-5.00350175,5.57836523,0.90101336,0.66131102,2.86438286,1.30072940,0.01156460,0.73440850,0.15553203,2.82193556
-4.99749875,5.56447783,0.90031365,0.68463255,2.74577035,1.28272947,0.01163776,0.71856765,0.15566342,2.82243107
-4.99149575,5.55406563,0.89711148,0.70734099,2.63286058,1.26722439,0.01170037,0.70191153,0.15599429,2.82502949
-4.98549275,5.54517083,0.89129864,0.72920572,2.52513457,1.25379533,0.01174421,0.68437704,0.15643299,2.82863364
-4.97948974,5.53585889,0.88282292,0.75000491,2.42206056,1.24200389,0.01176192,0.66594293,0.15688648,2.83214249
-4.97348674,5.52430006,0.87169093,0.76952791,2.32313561,1.23141484,0.01174727,0.64663420,0.15726454,2.83449519
-4.96748374,5.50884192,0.85796882,0.78757722,2.22792002,1.22161714,0.01169531,0.62652390,0.15748381,2.83471120
-4.96148074,5.48807080,0.84178080,0.80397009,2.13606370,1.21224254,0.01160249,0.60573242,0.15747126,2.83192532
-4.95547774,5.46086032,0.82330559,0.81853992,2.04732397,1.20298115,0.01146669,0.58442441,0.15716712,2.82541657
-4.94947474,5.42640605,0.80277112,0.83113765,1.96157491,1.19359384,0.01128729,0.56280352,0.15652717,2.81463015
-4.94347174,5.38424577,0.78044765,0.84163313,1.87880866,1.18392091,0.01106505,0.54110548,0.15552405,2.79919220
-4.93746873,5.33426570,0.75663968,0.84991666,1.79912966,1.17388723,0.01080207,0.51958982,0.15414786,2.77891711
-4.93146573,5.27669315,0.73167721,0.85590078,1.72274273,1.16350369,0.01050162,0.49853068,0.15240588,2.75380772
-4.92546273,5.21207693,0.70590642,0.85952212,1.64993651,1.15286523,0.01016801,0.47820737,0.15032143,2.72404876
-4.91945973,5.14125702,0.67968041,0.86074351,1.58106347,1.14214568,0.00980640,0.45889486,0.14793203,2.68999429
-4.91345673,5.06532528,0.65335027,0.85955600,1.51651800,1.13158976,0.00942259,0.44085487,0.14528701,2.65214983
-4.90745373,4.98557925,0.62725664,0.85598075,1.45671383,1.12150275,0.00902286,0.42432771,0.14244455,2.61115043
-4.90145073,4.90347120,0.60172221,0.85007064,1.40206209,1.11223821,0.00861377,0.40952535,0.13946849,2.56773550
-4.89544772,4.82055456,0.57704512,0.84191127,1.35295086,1.10418450,0.00820197,0.39662570,0.13642502,2.52272164
-4.88944472,4.73842983,0.55349350,0.83162128,1.30972721,1.09775042,0.00779404,0.38576845,0.13337935,2.47697459
-4.88344172,4.65869185,0.53130116,0.81935164,1.27268220,1.09335083,0.00739636,0.37705236,0.13039269,2.43138124
-4.87743872,4.58288034,0.51066435,0.80528403,1.24203925,1.09139251,0.00701497,0.37053396,0.12751949,2.38682275
-4.87143572,4.51243498,0.49173968,0.78962790,1.21794600,1.09226099,0.00665547,0.36622772,0.12480520,2.34414950
-4.86543272,4.44865635,0.47464292,0.77261645,1.20046964,1.09630868,0.00632292,0.36410740,0.12228461,2.30415864
-4.85942971,4.39267354,0.45944876,0.75450146,1.18959543,1.10384462,0.00602182,0.36410839,0.11998079,2.26757465
-4.85342671,4.34541888,0.44619131,0.73554707,1.18522816,1.11512624,0.00575599,0.36613097,0.11790462,2.23503327
-4.84742371,4.30761013,0.43486524,0.71602279,1.18719588,1.13035312,0.00552859,0.37004414,0.11605499,2.20706889
-4.84142071,4.27973972,0.42542747,0.69619591,1.19525565,1.14966282,0.00534205,0.37568984,0.11441952,2.18410552
-4.83541771,4.26207101,0.41779933,0.67632373,1.20910057,1.17312885,0.00519808,0.38288739,0.11297582,2.16645104
-4.82941471,4.25464056,0.41186911,0.65664576,1.22836762,1.20076037,0.00509765,0.39143796,0.11169305,2.15429449
-4.82341171,4.25726595,0.40749495,0.63737648,1.25264580,1.23250359,0.00504095,0.40112886,0.11053383,2.14770623
-4.81740870,4.26955801,0.40450809,0.61869880,1.28148425,1.26824446,0.00502742,0.41173767,0.10945626,2.14664034
-4.81140570,4.29093668,0.40271638,0.60075866,1.31439983,1.30781236,0.00505575,0.42303595,0.10841601,2.15093900
-4.80540270,4.32064958,0.40190816,0.58366104,1.35088402,1.35098439,0.00512386,0.43479271,0.10736834,2.16033848
-4.79939970,4.35779226,0.40185642,0.56746744,1.39040905,1.39749005,0.00522893,0.44677735,0.10626992,2.17447633
-4.79339670,4.40132968,0.40232323,0.55219530,1.43243296,1.44701588,0.00536744,0.45876245,0.10508047,2.19289947
-4.78739370,4.45011800,0.40306452,0.53781897,1.47640392,1.49920995,0.00553516,0.47052603,0.10376411,2.21507309
-4.78139070,4.50292636,0.40383505,0.52427263,1.52176363,1.55368598,0.00572726,0.48185377,0.10229034,2.24039002
-4.77538769,4.55845830,0.40439356,0.51145472,1.56795012,1.61002690,0.00593832,0.49254088,0.10063474,2.26818058
-4.76938469,4.61537253,0.40450800,0.49923389,1.61440009,1.66778803,0.00616245,0.50239387,0.09877933,2.29772291
-4.76338169,4.67230286,0.40396077,0.48745602,1.66055088,1.72649968,0.00639340,0.51123233,0.09671265,2.32825362
-4.75737869,4.72787738,0.40255373,0.47595215,1.70584240,1.78566939,0.00662464,0.51889051,0.09442954,2.35897884
-4.75137569,4.78073669,0.40011289,0.46454685,1.74971924,1.84478394,0.00684955,0.52521895,0.09193082,2.38908575
-4.74537269,4.82955125,0.39649264,0.45306665,1.79163287,1.90331120,0.00706153,0.53008608,0.08922265,2.41775431
-4.73936968,4.87303779,0.39157928,0.44134812,1.83104432,1.96070211,0.00725418,0.53337969,0.08631598,2.44416943
-4.73336668,4.90997480,0.38529376,0.42924536,1.86742733,2.01639293,0.00742148,0.53500829,0.08322577,2.46753323
-4.72736368,4.93921688,0.37759346,0.41663632,1.90027202,2.06980789,0.00755790,0.53490240,0.07997030,2.48707737
-4.72136068,4.95970815,0.36847290,0.40342799,1.92908904,2.12036250,0.00765860,0.53301541,0.07657049,2.50207531
-4.71535768,4.97049429,0.35796336,0.38955995,1.95341436,2.16746768,0.00771958,0.52932437,0.07304923,2.51185413
-4.70935468,4.97073348,0.34613140,0.37500646,1.97281452,2.21053473,0.00773773,0.52383018,0.06943077,2.51580591
-4.70335168,4.95970600,0.33307624,0.35977675,1.98689236,2.24898134,0.00771100,0.51655757,0.06574022,2.51339830
-4.69734867,4.93682250,0.31892622,0.34391384,1.99529318,2.28223870,0.00763838,0.50755453,0.06200310,2.50418412
-4.69134567,4.90163105,0.30383431,0.32749189,1.99771120,2.30975966,0.00751999,0.49689133,0.05824490,2.48780986
-4.68534267,4.85382304,0.28797303,0.31061224,1.99389626,2.33102798,0.00735703,0.48465913,0.05449078,2.46402285
-4.67933967,4.79323797,0.27152887,0.29339853,1.98366068,2.34556855,0.00715176,0.47096818,0.05076527,2.43267705
-4.67333667,4.71986734,0.25469645,0.27599109,1.96688607,2.35295844,0.00690738,0.45594577,0.04709199,2.39373741
-4.66733367,4.63385783,0.23767274,0.25854106,1.94353007,2.35283863,0.00662796,0.43973385,0.04349340,2.34728265
-4.66133067,4.53551376,0.22065151,0.24120433,1.91363273,2.34492605,0.00631828,0.42248658,0.03999067,2.29350663
-4.65532766,4.42529907,0.20381825,0.22413590,1.87732246,2.32902566,0.00598371,0.40436782,0.03660342,2.23271816
-4.64932466,4.30383880,0.18734572,0.20748470,1.83482125,2.30504222,0.00563002,0.38554865,0.03334958,2.16533946
-4.64332166,4.17192013,0.17139036,0.19138928,1.78644920,2.27299128,0.00526325,0.36620509,0.03024527,2.09190325
