energy_ev,total_up,total_down,Cr_p_up,Cr_p_down,Cr_d_up,Cr_d_down,N_s_up,N_s_down,N_p_up,N_p_down,Ni_p_up,Ni_p_down,Ni_d_up,Ni_d_down,Se_s_up,Se_s_down,Se_p_up,Se_p_down
-5.80190095,2.18111196,-2.16945310,1.20296033,-1.23467202,0.26179468,-0.27544022,0.00326505,-0.00347251,0.10559756,-0.08064666,0.66207614,-0.61164480,0.35395589,-0.33630667,0.02997539,-0.03178178,1.20891486,-1.23223291
-5.79589795,2.22665413,-2.23928504,1.21805278,-1.26745974,0.27464064,-0.29069833,0.00352388,-0.00374414,0.10829637,-0.08337689,0.67764632,-0.63230216,0.35821288,-0.34501901,0.03130575,-0.03309627,1.23288402,-1.27114582
-5.78989495,2.26890614,-2.30453695,1.23036599,-1.29642109,0.28763430,-0.30606591,0.00378468,-0.00401458,0.11087013,-0.08597758,0.69229064,-0.65171796,0.36169713,-0.35275239,0.03266175,-0.03442758,1.25491653,-1.30728836
-5.78389195,2.30792675,-2.36483119,1.24016041,-1.32152884,0.30068033,-0.32141696,0.00404468,-0.00428063,0.11331699,-0.08843858,0.70604859,-0.66984250,0.36447832,-0.35949261,0.03401648,-0.03574546,1.27507940,-1.34047041
-5.77788894,2.34377564,-2.41987060,1.24771024,-1.34282318,0.31367049,-0.33661773,0.00430094,-0.00453901,0.11563451,-0.09075216,0.71895457,-0.68664562,0.36663026,-0.36524246,0.03534281,-0.03702011,1.29344197,-1.37055075
-5.77188594,2.37649428,-2.46942811,1.25328706,-1.36040084,0.32648371,-0.35152708,0.00455037,-0.00478639,0.11781909,-0.09291240,0.73103158,-0.70211165,0.36822629,-0.37001875,0.03661385,-0.03822274,1.31006412,-1.39743059
-5.76588294,2.40608954,-2.51333427,1.25714475,-1.37440260,0.33898685,-0.36599716,0.00478983,-0.00501949,0.11986557,-0.09491465,0.74228622,-0.71623402,0.36933516,-0.37384892,0.03780353,-0.03932630,1.32498598,-1.42104583
-5.75987994,2.43252144,-2.55146389,1.25950650,-1.38499981,0.35103614,-0.37987449,0.00501620,-0.00523515,0.12176717,-0.09675495,0.75270512,-0.72901000,0.37001749,-0.37676742,0.03888711,-0.04030601,1.33821981,-1.44135870
-5.75387694,2.45569550,-2.58372289,1.26055448,-1.39238101,0.36247946,-0.39300148,0.00522642,-0.00543045,0.12351570,-0.09842948,0.76225325,-0.74043600,0.37032314,-0.37881208,0.03984169,-0.04113994,1.34974437,-1.45834947
-5.74787394,2.47546041,-2.61003645,1.26042273,-1.39673917,0.37315914,-0.40521846,0.00541760,-0.00560270,0.12510201,-0.09993420,0.77087394,-0.75050373,0.37028961,-0.38002076,0.04064677,-0.04180938,1.35950221,-1.47200880
-5.74187094,2.49161075,-2.63033924,1.25919328,-1.39826054,0.38291551,-0.41636612,0.00558708,-0.00574958,0.12651673,-0.10126458,0.77849075,-0.75919749,0.36994146,-0.38042838,0.04128464,-0.04229926,1.36739991,-1.48233135
-5.73586793,2.50389473,-2.64456856,1.25689558,-1.39711542,0.39159079,-0.42628849,0.00573248,-0.00586919,0.12775125,-0.10241550,0.78501085,-0.76649272,0.36929078,-0.38006470,0.04174081,-0.04259837,1.37331104,-1.48931099
-5.72986493,2.51202617,-2.65266066,1.25350909,-1.39345144,0.39903332,-0.43483621,0.00585177,-0.00596003,0.12879879,-0.10338129,0.79032972,-0.77235598,0.36833879,-0.37895264,0.04200430,-0.04269945,1.37708170,-1.49293789
-5.72386193,2.51569978,-2.65455045,1.24896852,-1.38738943,0.40510191,-0.44187003,0.00594333,-0.00602110,0.12965557,-0.10415595,0.79433680,-0.77674617,0.36707817,-0.37710762,0.04206786,-0.04259928,1.37853810,-1.49319755
-5.71785893,2.51460883,-2.65017431,1.24317130,-1.37902202,0.40967008,-0.44726453,0.00600595,-0.00605187,0.13032200,-0.10473347,0.79692155,-0.77961697,0.36549620,-0.37453753,0.04192805,-0.04229854,1.37749562,-1.49007184
-5.71185593,2.50846392,-2.63947584,1.23598663,-1.36841464,0.41263003,-0.45091168,0.00603886,-0.00605231,0.13080370,-0.10510823,0.79797970,-0.78092010,0.36357834,-0.37124354,0.04158529,-0.04180164,1.37376883,-1.48354169
-5.70585293,2.49701175,-2.62241364,1.22726548,-1.35560876,0.41389618,-0.45272426,0.00604175,-0.00602282,0.13111247,-0.10527551,0.79741908,-0.78060932,0.36131217,-0.36722159,0.04104370,-0.04111637,1.36718170,-1.47359122
-5.69984992,2.48005277,-2.59897061,1.21685100,-1.34062683,0.41340804,-0.45263889,0.00601479,-0.00596427,0.13126696,-0.10523196,0.79516476,-0.77864457,0.35869120,-0.36246434,0.04031093,-0.04025360,1.35757760,-1.46021281
-5.69384692,2.45745671,-2.56916386,1.20458865,-1.32347848,0.41113245,-0.45061852,0.00595853,-0.00587792,0.13129308,-0.10497597,0.79116327,-0.77499604,0.35571869,-0.35696357,0.03939780,-0.03922680,1.34482838,-1.44341276
-5.68784392,2.42917539,-2.53305428,1.19033557,-1.30416729,0.40706487,-0.44665427,0.00587398,-0.00576537,0.13122416,-0.10450813,0.78538562,-0.76964790,0.35241092,-0.35071272,0.03831800,-0.03805156,1.32884219,-1.42321688
-5.68184092,2.39525210,-2.49075522,1.17396895,-1.28269783,0.40122993,-0.44076648,0.00576250,-0.00562852,0.13110081,-0.10383140,0.77782906,-0.76260121,0.34879998,-0.34370948,0.03708755,-0.03674511,1.30956982,-1.39967579
-5.67583792,2.35582749,-2.44243932,1.15539296,-1.25908216,0.39368104,-0.43300497,0.00562578,-0.00546953,0.13097045,-0.10295125,0.76851764,-0.75387594,0.34493584,-0.33595824,0.03572443,-0.03532579,1.28700912,-1.37286931
-5.66983492,2.31114168,-2.38834328,1.13454418,-1.23334570,0.38449913,-0.42344838,0.00546581,-0.00529072,0.13088670,-0.10187567,0.75750163,-0.74351194,0.34088768,-0.32747224,0.03424802,-0.03381260,1.26120773,-1.34290977
-5.66383192,2.26153313,-2.32877004,1.11139553,-1.20553195,0.37379077,-0.41220269,0.00528482,-0.00509456,0.13090853,-0.10061502,0.74485608,-0.73156882,0.33674441,-0.31827537,0.03267860,-0.03222470,1.23226393,-1.30994400
-5.65782891,2.20743429,-2.26408826,1.08595863,-1.17570594,0.36168544,-0.39939892,0.00508523,-0.00488359,0.13109939,-0.09918174,0.73067862,-0.71812473,0.33261440,-0.30840344,0.03103694,-0.03058109,1.20032588,-1.27415379
-5.65182591,2.14936479,-2.19472935,1.05828489,-1.14395637,0.34833238,-0.38519015,0.00486960,-0.00466037,0.13152622,-0.09759005,0.71508697,-0.70327429,0.32862455,-0.29790498,0.02934382,-0.02890016,1.16558938,-1.23575499
-5.64582291,2.08792276,-2.12118204,1.02846537,-1.11039637,0.33389701,-0.36974792,0.00464057,-0.00442747,0.13225865,-0.09585557,0.69821624,-0.68712579,0.32491866,-0.28684154,0.02761966,-0.02719952,1.12829448,-1.19499524
-5.63981991,2.02377480,-2.04398513,0.99662970,-1.07516309,0.31855703,-0.35325821,0.00440084,-0.00418738,0.13336832,-0.09399497,0.68021655,-0.66979791,0.32165546,-0.27528746,0.02588417,-0.02549571,1.08872113,-1.15215052
-5.63381691,1.95764540,-1.96371875,0.96294416,-1.03841632,0.30249847,-0.33591706,0.00415311,-0.00394253,0.13492842,-0.09202560,0.66125090,-0.65141629,0.31900624,-0.26332927,0.02415611,-0.02380409,1.04718420,-1.10752077
-5.62781391,1.89030631,-1.88099473,0.92760926,-1.00033624,0.28591170,-0.31792618,0.00390004,-0.00369523,0.13701356,-0.08996531,0.64149365,-0.63211022,0.31715240,-0.25106469,0.02245309,-0.02213875,1.00402812,-1.06142495
-5.62181091,1.82256640,-1.79644669,0.89085684,-0.96112071,0.26898762,-0.29948851,0.00364419,-0.00344768,0.13970005,-0.08783232,0.62112971,-0.61200961,0.31628302,-0.23860141,0.02079139,-0.02051245,0.95962129,-1.01419564
-5.61580790,1.75526243,-1.71072033,0.85294687,-0.92098224,0.25191410,-0.28080399,0.00338805,-0.00320191,0.14306647,-0.08564531,0.60035430,-0.59124259,0.31659268,-0.22605573,0.01918586,-0.01893666,0.91435058,-0.96617369
-5.60980490,1.68925098,-1.62446444,0.81416399,-0.88014488,0.23487271,-0.26206566,0.00313394,-0.00295980,0.14719468,-0.08342362,0.57937342,-0.56993379,0.31827962,-0.21355103,0.01764992,-0.01742159,0.86861585,-0.91770299
-5.60380190,1.62540158,-1.53832294,0.77481395,-0.83884123,0.21803599,-0.24345624,0.00288401,-0.00272306,0.15217119,-0.08118769,0.55840470,-0.54820342,0.32154436,-0.20121643,0.01619550,-0.01597627,0.82282476,-0.86912565
-5.59779890,1.56459122,-1.45292826,0.73521976,-0.79730964,0.20156503,-0.22514518,0.00264023,-0.00249322,0.15808879,-0.07895963,0.53767862,-0.52616717,0.32658886,-0.18918541,0.01483311,-0.01460862,0.77738782,-0.82077783
-5.59179590,1.50769987,-1.36889618,0.69571772,-0.75579172,0.18560766,-0.20728631,0.00240435,-0.00227161,0.16504836,-0.07676393,0.51743977,-0.50393683,0.33361617,-0.17759463,0.01357180,-0.01332556,0.73271361,-0.77298607
-5.58579290,1.45560686,-1.28682214,0.65665324,-0.71453017,0.17029710,-0.19001616,0.00217792,-0.00205940,0.17316079,-0.07462832,0.49794785,-0.48162157,0.34283061,-0.16658294,0.01241928,-0.01213310,0.68920429,-0.72606441
-5.57978989,1.40918773,-1.20727892,0.61837636,-0.67376685,0.15575105,-0.17345284,0.00196223,-0.00185755,0.18254875,-0.07258469,0.47947835,-0.45932971,0.35443827,-0.15629057,0.01138195,-0.01103641,0.64725125,-0.68031209
-5.57378689,1.36931100,-1.13081546,0.58123710,-0.63374105,0.14207129,-0.15769551,0.00175835,-0.00166682,0.19334820,-0.07067002,0.46232232,-0.43717070,0.36864766,-0.14685851,0.01046491,-0.01003991,0.60723091,-0.63601190
-5.56778389,1.33683442,-1.05795668,0.54558051,-0.59468796,0.12934364,-0.14282450,0.00156712,-0.00148781,0.20570945,-0.06892734,0.44678537,-0.41525723,0.38567029,-0.13842810,0.00967206,-0.00914736,0.56950050,-0.59342889
-5.56178089,1.31260011,-0.98920383,0.51174144,-0.55683709,0.11763830,-0.12890183,0.00138915,-0.00132089,0.21979740,-0.06740656,0.43318541,-0.39370716,0.40572095,-0.13114067,0.00900606,-0.00836182,0.53439398,-0.55280949
-5.55577789,1.29742809,-0.92503524,0.48003924,-0.52041060,0.10701041,-0.11597216,0.00122482,-0.00116631,0.23579105,-0.06616531,0.42184922,-0.37264514,0.42901722,-0.12513734,0.00846840,-0.00768577,0.50221787,-0.51438075
-5.54977489,1.29210769,-0.86590703,0.45077222,-0.48562158,0.09750089,-0.10406411,0.00107434,-0.00102411,0.25388174,-0.06526953,0.41310762,-0.35220375,0.45577806,-0.12055885,0.00805936,-0.00712105,0.47324712,-0.47834973
-5.54377189,1.29738650,-0.81225364,0.42421219,-0.45267200,0.08913736,-0.09319185,0.00093771,-0.00089418,0.27427020,-0.06479401,0.40728938,-0.33252413,0.48622111,-0.11754533,0.00777802,-0.00666886,0.44772099,-0.44490270
-5.53776888,1.31395654,-0.76448791,0.40059902,-0.42175057,0.08193516,-0.08335677,0.00081480,-0.00077630,0.29716220,-0.06482273,0.40471380,-0.31375587,0.52055845,-0.11623611,0.00762223,-0.00632972,0.42583903,-0.41420429
-5.53176588,1.34243766,-0.72300069,0.38013553,-0.39303025,0.07589837,-0.07454934,0.00070533,-0.00067009,0.32276272,-0.06544907,0.40568227,-0.29605641,0.55899059,-0.11676941,0.00758859,-0.00610342,0.40775715,-0.38639639
-5.52576288,1.38335830,-0.68815982,0.36298274,-0.36666574,0.07102077,-0.06675096,0.00060896,-0.00057509,0.35126868,-0.06677580,0.41046888,-0.27958978,0.60169882,-0.11928194,0.00767242,-0.00598897,0.39358406,-0.36159686
-5.51975988,1.43713383,-0.66030866,0.34925562,-0.34279079,0.06728677,-0.05993572,0.00052523,-0.00049074,0.38286038,-0.06891504,0.41931045,-0.26452488,0.64883570,-0.12390847,0.00786778,-0.00598447,0.38337798,-0.33989809
-5.51375688,1.50404329,-0.63976418,0.33901967,-0.32151559,0.06467218,-0.05407214,0.00045370,-0.00041642,0.41769176,-0.07198806,0.43239632,-0.25103346,0.70051411,-0.13078132,0.00816741,-0.00608707,0.37714400,-0.32136541
-5.50775388,1.58420517,-0.62681488,0.33228825,-0.30292435,0.06314486,-0.04912472,0.00039388,-0.00035148,0.45587980,-0.07612494,0.44985827,-0.23928783,0.75679511,-0.14002979,0.00856282,-0.00629287,0.37483202,-0.30603556
-5.50175088,1.67755341,-0.62171864,0.32902101,-0.28707315,0.06266529,-0.04505542,0.00034535,-0.00029523,0.49749357,-0.08146423,0.47176093,-0.22945850,0.81767508,-0.15177966,0.00904428,-0.00659684,0.37633566,-0.29391525
-5.49574787,1.78381474,-0.62470080,0.32912338,-0.27398823,0.06318702,-0.04182486,0.00030771,-0.00024699,0.54254320,-0.08815246,0.49809327,-0.22171194,0.88307279,-0.16615269,0.00960096,-0.00699272,0.38149209,-0.28498007
-5.48974487,1.90248888,-0.63595267,0.33244729,-0.26366492,0.06465704,-0.03939343,0.00028067,-0.00020608,0.59096949,-0.09634359,0.52876145,-0.21620844,0.95281717,-0.18326625,0.01022100,-0.00747305,0.39008304,-0.27917378
-5.48374187,2.03283278,-0.65563056,0.33879315,-0.25606717,0.06701609,-0.03772220,0.00026401,-0.00017187,0.64263466,-0.10619836,0.56358359,-0.21310031,1.02663641,-0.20323301,0.01089169,-0.00802906,0.40183705,-0.27640822
-5.47773887,2.17385060,-0.68385551,0.34791315,-0.25112796,0.07019906,-0.03677362,0.00025767,-0.00014377,0.69731482,-0.11788335,0.60228671,-0.21253033,1.10414936,-0.22616080,0.01159965,-0.00865078,0.41643299,-0.27656386
-5.47173587,2.32429033,-0.72071363,0.35951575,-0.24875040,0.07413530,-0.03651210,0.00026170,-0.00012127,0.75469484,-0.13156998,0.64450628,-0.21463048,1.18485995,-0.25215248,0.01233109,-0.00932702,0.43350503,-0.27949123
-5.46573287,2.48264847,-0.76625705,0.37327139,-0.24880976,0.07874917,-0.03690443,0.00027629,-0.00010391,0.81436596,-0.14743304,0.68978856,-0.21952095,1.26815529,-0.28130588,0.01307202,-0.01004555,0.45264880,-0.28501306
-5.45972986,2.64718326,-0.82050524,0.38881930,-0.25115619,0.08396056,-0.03791999,0.00030177,-0.00009134,0.87582676,-0.16564884,0.73759583,-0.22730925,1.35330794,-0.31371365,0.01380857,-0.01079320,0.47342878,-0.29292729
-5.45372686,2.81593704,-0.88344637,0.40577509,-0.25561819,0.08968569,-0.03953093,0.00033861,-0.00008330,0.93848761,-0.18639287,0.78731465,-0.23808943,1.43948298,-0.34946287,0.01452723,-0.01155614,0.49538687,-0.30301089
-5.44772386,2.98676752,-0.95503841,0.42373919,-0.26200658,0.09583798,-0.04171214,0.00038741,-0.00007963,1.00167884,-0.20983679,0.83826691,-0.25194112,1.52574966,-0.38863433,0.01521521,-0.01232007,0.51805161,-0.31502424
-5.44172086,3.15738766,-1.03520954,0.44230551,-0.27011901,0.10232907,-0.04444108,0.00044887,-0.00008029,1.06466252,-0.23614475,0.88972355,-0.26892834,1.61109785,-0.43130117,0.01586065,-0.01307055,0.54094816,-0.32871607
-5.43571786,3.32541305,-1.12385733,0.46107048,-0.27974452,0.10907004,-0.04769760,0.00052373,-0.00008533,1.12664766,-0.26546887,0.94092049,-0.28909793,1.69445876,-0.47752692,0.01645293,-0.01379334,0.56360849,-0.34382869
-5.42971486,3.48841537,-1.22084641,0.47964178,-0.29066828,0.11597263,-0.05146349,0.00061282,-0.00009494,1.18680842,-0.29794397,0.99107641,-0.31247752,1.77472940,-0.52736253,0.01698287,-0.01447471,0.58558145,-0.36010329
-5.42371186,3.64398032,-1.32600420,0.49764668,-0.30267613,0.12295060,-0.05572204,0.00071693,-0.00010941,1.24430470,-0.33368157,1.03941163,-0.33907284,1.85079993,-0.58084238,0.01744289,-0.01510187,0.60644251,-0.37728511
-5.41770885,3.78976763,-1.43911453,0.51473973,-0.31555867,0.12992100,-0.06045746,0.00083680,-0.00012913,1.29830444,-0.37276306,1.08516761,-0.36886455,1.92158291,-0.63797920,0.01782716,-0.01566325,0.62580267,-0.39512822
-5.41170585,3.92357110,-1.55990902,0.53060933,-0.32911493,0.13680542,-0.06565415,0.00097307,-0.00015462,1.34800671,-0.41523249,1.12762623,-0.40180450,1.98604338,-0.69875785,0.01813166,-0.01614885,0.64331632,-0.41339962
-5.40570285,4.04337622,-1.68805639,0.54498319,-0.34315532,0.14353107,-0.07129603,0.00112622,-0.00018648,1.39266474,-0.46108893,1.16612820,-0.43781154,2.04322839,-0.76312810,0.01835416,-0.01655054,0.65868763,-0.43188271
-5.39969985,4.14741305,-1.82315005,0.55763238,-0.35750379,0.15003168,-0.07736559,0.00129649,-0.00022538,1.43160797,-0.51027884,1.20008989,-0.47676713,2.09229501,-0.83099649,0.01849416,-0.01686227,0.67167543,-0.45037960
-5.39369685,4.23420221,-1.96469446,0.56837388,-0.37199921,0.15624813,-0.08384315,0.00148385,-0.00027209,1.46426211,-0.56268872,1.22901794,-0.51851093,2.13253539,-0.90221770,0.01855282,-0.01708026,0.68209622,-0.46871262
-5.38769385,4.30259229,-2.11209107,0.57707162,-0.38649585,0.16212881,-0.09070589,0.00168792,-0.00032738,1.49016653,-0.61813846,1.25252110,-0.56283669,2.16339814,-0.97658578,0.01853270,-0.01720303,0.68982541,-0.48672463
-5.38169085,4.35178705,-2.26462477,0.58363606,-0.40086317,0.16762973,-0.09792700,0.00190793,-0.00039207,1.50898816,-0.67637583,1.27031889,-0.60948872,2.18450497,-1.05382564,0.01843765,-0.01723150,0.69479670,-0.50427837
-5.37568784,4.38136173,-2.42145190,0.58802239,-0.41498483,0.17271420,-0.10547489,0.00214269,-0.00046697,1.52053137,-0.73707245,1.28224682,-0.65815929,2.19566194,-1.13358552,0.01827251,-0.01716882,0.69699973,-0.52125493
-5.36968484,4.39126777,-2.58159083,0.59022751,-0.42875719,0.17735242,-0.11331245,0.00239053,-0.00055282,1.52474354,-0.79982179,1.28825796,-0.70848733,2.19686516,-1.21543093,0.01804285,-0.01702027,0.69647620,-0.53755141
-5.36368184,4.38182623,-2.74391645,0.59028615,-0.44208735,0.18152072,-0.12139644,0.00264931,-0.00065030,1.52171601,-0.86413936,1.28842100,-0.76005864,2.18830048,-1.29884058,0.01775476,-0.01679300,0.69331467,-0.55307808
-5.35767884,4.35371038,-2.90715929,0.58826614,-0.45489101,0.18520072,-0.12967702,0.00291641,-0.00075995,1.51168055,-0.92946558,1.28291492,-0.81240791,2.17033755,-1.38320515,0.01741459,-0.01649576,0.68764447,-0.56775521
-5.35167584,4.30791860,-3.06991040,0.58426342,-0.46709022,0.18837837,-0.13809752,0.00318877,-0.00088214,1.49500153,-0.99517135,1.27202051,-0.86502263,2.14351840,-1.46782896,0.01702871,-0.01613852,0.67962880,-0.58150978
-5.34567284,4.24573877,-3.23063237,0.57839684,-0.47861130,0.19104304,-0.14659440,0.00346289,-0.00101704,1.47216414,-1.06056652,1.25610939,-0.91734906,2.10854119,-1.55193534,0.01660334,-0.01573212,0.66945775,-0.59427241
