energy_ev,total_up,C_s_up,C_p_up,Mn_p_up,Mn_d_up,S_s_up,S_p_up,V_p_up,V_d_up
-5.87993997,2.76193237,0.00511955,0.11110436,0.84809296,0.23597125,0.01761252,1.49188388,0.31069186,0.21054063
-5.87393697,2.71842429,0.00475415,0.10720379,0.83399819,0.23499797,0.01706374,1.47123139,0.30322800,0.20743953
-5.86793397,2.67008543,0.00447501,0.10344944,0.81749098,0.23354733,0.01670668,1.44742637,0.29521534,0.20411117
-5.86193097,2.61734648,0.00427952,0.09989490,0.79866800,0.23167920,0.01654668,1.42065798,0.28678183,0.20056269
-5.85592796,2.56085920,0.00416574,0.09659447,0.77769490,0.22947710,0.01659024,1.39124860,0.27808195,0.19681271
-5.84992496,2.50146900,0.00413251,0.09360146,0.75479791,0.22704624,0.01684484,1.35963951,0.26929121,0.19289010
-5.84392196,2.44018403,0.00417942,0.09096672,0.73025458,0.22451084,0.01731876,1.32637419,0.26060041,0.18883263
-5.83791896,2.37814168,0.00430678,0.08873736,0.70438379,0.22201088,0.01802081,1.29207961,0.25220972,0.18468576
-5.83191596,2.31657299,0.00451554,0.08695586,0.67753539,0.21969819,0.01895996,1.25744584,0.24432264,0.18050136
-5.82591296,2.25676600,0.00480716,0.08565932,0.65007959,0.21773212,0.02014491,1.22320453,0.23714025,0.17633648
-5.81990995,2.20002854,0.00518348,0.08487917,0.62239650,0.21627482,0.02158366,1.19010667,0.23085571,0.17225220
-5.81390695,2.14765153,0.00564653,0.08464106,0.59486588,0.21548631,0.02328299,1.15890014,0.22564919,0.16831258
-5.80790395,2.10087353,0.00619834,0.08496512,0.56785739,0.21551935,0.02524787,1.13030769,0.22168345,0.16458362
-5.80190095,2.06084744,0.00684073,0.08586641,0.54172152,0.21651460,0.02748097,1.10500580,0.21910012,0.16113234
-5.79589795,2.02861045,0.00757510,0.08735566,0.51678140,0.21859588,0.02998208,1.08360531,0.21801684,0.15802599
-5.78989495,2.00505803,0.00840228,0.08944009,0.49332569,0.22186603,0.03274768,1.06663421,0.21852537,0.15533128
-5.78389195,1.99092307,0.00932231,0.09212455,0.47160269,0.22640343,0.03577048,1.05452336,0.22069076,0.15311386
-5.77788894,1.98676094,0.01033436,0.09541261,0.45181587,0.23225939,0.03903921,1.04759574,0.22455165,0.15143781
-5.77188594,1.99294119,0.01143665,0.09930789,0.43412097,0.23945653,0.04253839,1.04605960,0.23012178,0.15036536
-5.76588294,2.00964656,0.01262641,0.10381536,0.41862466,0.24798833,0.04624838,1.05000608,0.23739267,0.14995674
-5.75987994,2.03687938,0.01389990,0.10894272,0.40538499,0.25781992,0.05014554,1.05941129,0.24633755,0.15027016
-5.75387694,2.07447541,0.01525253,0.11470172,0.39441340,0.26888998,0.05420259,1.07414305,0.25691635,0.15136198
-5.74787394,2.12212464,0.01667900,0.12110950,0.38567845,0.28111392,0.05838912,1.09397196,0.26908171,0.15328691
-5.74187094,2.17939822,0.01817347,0.12818969,0.37911095,0.29438799,0.06267231,1.11858645,0.28278574,0.15609837
-5.73586793,2.24578019,0.01972977,0.13597353,0.37461036,0.30859426,0.06701769,1.14761106,0.29798743,0.15984876
-5.72986493,2.32070262,0.02134167,0.14450052,0.37205216,0.32360615,0.07139008,1.18062718,0.31466017,0.16458977
-5.72386193,2.40358198,0.02300309,0.15381896,0.37129595,0.33929428,0.07575448,1.21719508,0.33279922,0.17037247
-5.71785893,2.49385496,0.02470830,0.16398594,0.37219375,0.35553219,0.08007701,1.25687616,0.35242868,0.17724719
-5.71185593,2.59101128,0.02645213,0.17506693,0.37459827,0.37220172,0.08432574,1.29925422,0.37360744,0.18526317
-5.70585293,2.69462157,0.02823001,0.18713480,0.37837066,0.38919759,0.08847142,1.34395436,0.39643378,0.19446779
-5.69984992,2.80435833,0.03003807,0.20026824,0.38338744,0.40643094,0.09248799,1.39065872,0.42104823,0.20490532
-5.69384692,2.92000839,0.03187304,0.21454953,0.38954620,0.42383168,0.09635292,1.43911782,0.44763417,0.21661541
-5.68784392,3.04147584,0.03373210,0.23006174,0.39676984,0.44134926,0.10004729,1.48915701,0.47641609,0.22963097
-5.68184092,3.16877476,0.03561267,0.24688525,0.40500924,0.45895203,0.10355567,1.54067753,0.50765517,0.24397577
-5.67583792,3.30201202,0.03751212,0.26509380,0.41424404,0.47662506,0.10686569,1.59365220,0.54164205,0.25966172
-5.66983492,3.44136075,0.03942733,0.28475009,0.42448180,0.49436659,0.10996748,1.64811588,0.57868706,0.27668595
-5.66383192,3.58702596,0.04135436,0.30590111,0.43575534,0.51218340,0.11285298,1.70415143,0.61910777,0.29502790
-5.65782891,3.73920410,0.04328800,0.32857343,0.44811866,0.53008533,0.11551511,1.76187193,0.66321450,0.31464645
-5.65182591,3.89803907,0.04522139,0.35276847,0.46164153,0.54807930,0.11794692,1.82140038,0.71129401,0.33547750
-5.64582291,4.06357720,0.04714571,0.37845825,0.47640311,0.56616340,0.12014092,1.88284810,0.76359207,0.35743188
-5.63981991,4.23572395,0.04904993,0.40558159,0.49248491,0.58432124,0.12208835,1.94629313,0.82029559,0.38039409
-5.63381691,4.41420509,0.05092074,0.43404107,0.50996347,0.60251717,0.12377886,2.01176007,0.88151496,0.40422171
-5.62781391,4.59853473,0.05274249,0.46370102,0.52890309,0.62069260,0.12520028,2.07920248,0.94726761,0.42874576
-5.62181091,4.78799217,0.05449749,0.49438651,0.54934887,0.63876368,0.12633876,2.14848889,1.01746331,0.45377209
-5.61580790,4.98160922,0.05616624,0.52588367,0.57132047,0.65662067,0.12717917,2.21939317,1.09189223,0.47908363
-5.60980490,5.17816857,0.05772799,0.55794124,0.59480666,0.67412890,0.12770576,2.29158982,1.17021626,0.50444365
-5.60380190,5.37621377,0.05916133,0.59027344,0.61976100,0.69113133,0.12790311,2.36465417,1.25196433,0.52959978
-5.59779890,5.57406995,0.06044492,0.62256408,0.64609856,0.70745270,0.12775718,2.43806754,1.33653200,0.55428881
-5.59179590,5.76987456,0.06155828,0.65447189,0.67369393,0.72290483,0.12725658,2.51122673,1.42318577,0.57824186
-5.58579290,5.96161627,0.06248261,0.68563677,0.70238040,0.73729286,0.12639370,2.58345725,1.51107198,0.60118990
-5.57978989,6.14718032,0.06320160,0.71568692,0.73195032,0.75042208,0.12516593,2.65402948,1.59923043,0.62286940
-5.57378689,6.32439789,0.06370215,0.74424655,0.76215664,0.76210486,0.12357662,2.72217665,1.68661220,0.64302769
-5.56778389,6.49109735,0.06397502,0.77094390,0.79271540,0.77216737,0.12163582,2.78711385,1.77210126,0.66142810
-5.56178089,6.64515522,0.06401529,0.79541936,0.82330930,0.78045562,0.11936069,2.84805696,1.85453926,0.67785450
-5.55577789,6.78454468,0.06382271,0.81733350,0.85359219,0.78684063,0.11677567,2.90424074,1.93275252,0.69211520
-5.54977489,6.90738012,0.06340179,0.83637456,0.88319436,0.79122233,0.11391208,2.95493552,2.00558059,0.70404613
-5.54377189,7.01195632,0.06276172,0.85226545,0.91172864,0.79353216,0.11080758,2.99946172,2.07190509,0.71351315
-5.53776888,7.09678138,0.06191610,0.86476981,0.93879732,0.79373420,0.10750507,3.03720219,2.13067806,0.72041364
-5.53176588,7.16060301,0.06088247,0.87369718,0.96399963,0.79182488,0.10405146,3.06761216,2.18094884,0.72467724
-5.52576288,7.20242795,0.05968167,0.87890702,0.98693995,0.78783142,0.10049610,3.09022682,2.22188834,0.72626597
-5.51975988,7.22153499,0.05833707,0.88031166,1.00723642,0.78180906,0.09688915,3.10466681,2.25281024,0.72517371
-5.51375688,7.21748186,0.05687373,0.87787786,1.02453001,0.77383743,0.09327978,3.11064192,2.27318815,0.72142515
-5.50775388,7.19010683,0.05531749,0.87162736,1.03849365,0.76401625,0.08971454,3.10795330,2.28266838,0.71507441
-5.50175088,7.13952569,0.05369404,0.86163609,1.04884148,0.75246068,0.08623570,3.09649457,2.28107792,0.70620335
-5.49574787,7.06612480,0.05202804,0.84803229,1.05533764,0.73929653,0.08287993,3.07625202,2.26842747,0.69491964
-5.48974487,6.97055100,0.05034238,0.83099369,1.05780453,0.72465578,0.07967710,3.04730433,2.24490962,0.68135472
-5.48374187,6.85369880,0.04865740,0.81074353,1.05613011,0.70867237,0.07664955,3.00982172,2.21089225,0.66566171
-5.47773887,6.71669525,0.04699043,0.78754598,1.05027387,0.69147867,0.07381152,2.96406470,2.16690760,0.64801315
-5.47173587,6.56088284,0.04535535,0.76170071,1.04027122,0.67320266,0.07116913,2.91038232,2.11363751,0.62859878
-5.46573287,6.38780043,0.04376240,0.73353693,1.02623593,0.65396589,0.06872056,2.84920975,2.05189530,0.60762317
-5.45972986,6.19916224,0.04221812,0.70340703,1.00836037,0.63388230,0.06645663,2.78106500,1.98260514,0.58530326
-5.45372686,5.99683493,0.04072550,0.67167989,0.98691349,0.61305779,0.06436163,2.70654455,1.90677944,0.56186580
-5.44772386,5.78281255,0.03928422,0.63873409,0.96223622,0.59159054,0.06241444,2.62631769,1.82549513,0.53754460
-5.44172086,5.55918949,0.03789110,0.60495107,0.93473457,0.56957191,0.06058973,2.54111924,1.73986955,0.51257763
-5.43571786,5.32813146,0.03654057,0.57070848,0.90487037,0.54708779,0.05885939,2.45174075,1.65103657,0.48720399
-5.42971486,5.09184461,0.03522532,0.53637374,0.87314993,0.52422033,0.05719392,2.35901993,1.56012366,0.46166066
-5.42371186,4.85254324,0.03393687,0.50229804,0.84011107,0.50104975,0.05556378,2.26382849,1.46823044,0.43617922
-5.41770885,4.61241654,0.03266624,0.46881079,0.80630875,0.47765623,0.05394078,2.16705852,1.37640928,0.41098250
-5.41170585,4.37359503,0.03140456,0.43621482,0.77229999,0.45412155,0.05229916,2.06960775,1.28564832,0.38628127
-5.40570285,4.13811751,0.03014367,0.40478215,0.73862856,0.43053062,0.05061669,1.97236403,1.19685715,0.36227105
-5.39969985,3.90789939,0.02887659,0.37475065,0.70581002,0.40697257,0.04887537,1.87618953,1.11085558,0.33912912
-5.39369685,3.68470337,0.02759793,0.34632160,0.67431767,0.38354145,0.04706203,1.78190524,1.02836539,0.31701195
-5.38769385,3.47011352,0.02630419,0.31965801,0.64457010,0.36033650,0.04516863,1.69027627,0.95000528,0.29605295
-5.38169085,3.26551356,0.02499393,0.29488408,0.61692060,0.33746193,0.04319234,1.60199860,0.87628888,0.27636079
-5.37568784,3.07207033,0.02366789,0.27208543,0.59164907,0.31502635,0.04113541,1.51768782,0.80762566,0.25801834
-5.36968484,2.89072306,0.02232889,0.25131031,0.56895667,0.29314174,0.03900480,1.43787027,0.74432464,0.24108222
-5.36368184,2.72217889,0.02098171,0.23257165,0.54896330,0.27192216,0.03681166,1.36297710,0.68660046,0.22558307
-5.35767884,2.56691500,0.01963286,0.21584988,0.53170818,0.25148214,0.03457066,1.29334135,0.63458156,0.21152649
-5.35167584,2.42518718,0.01829032,0.20109643,0.51715332,0.23193502,0.03229928,1.22919834,0.58832000,0.19889460
-5.34567284,2.29704460,0.01696312,0.18823780,0.50518973,0.21339112,0.03001695,1.17068918,0.54780248,0.18764835
-5.33966983,2.18235005,0.01566103,0.17717996,0.49564613,0.19595593,0.02774422,1.11786727,0.51296206,0.17773016
-5.33366683,2.08080483,0.01439416,0.16781311,0.48829956,0.17972838,0.02550199,1.07070740,0.48369005,0.16906713
-5.32766383,1.99197699,0.01317255,0.16001639,0.48288765,0.16479918,0.02331073,1.02911694,0.45984758,0.16157452
-5.32166083,1.91533165,0.01200587,0.15366262,0.47912163,0.15124934,0.02118979,0.99294841,0.44127625,0.15515931
-5.31565783,1.85026185,0.01090307,0.14862267,0.47669981,0.13914879,0.01915686,0.96201282,0.42780745,0.14972381
-5.30965483,1.79611828,0.00987214,0.14476945,0.47532062,0.12855525,0.01722751,0.93609282,0.41926999,0.14516917
-5.30365183,1.75223650,0.00891987,0.14198136,0.47469476,0.11951314,0.01541484,0.91495506,0.41549547,0.14139849
-5.29764882,1.71796017,0.00805172,0.14014503,0.47455588,0.11205269,0.01372932,0.89836086,0.41632146,0.13831961
-5.29164582,1.69265909,0.00727172,0.13915727,0.47466929,0.10618914,0.01217867,0.88607467,0.42159201,0.13584730
-5.28564282,1.67574131,0.00658243,0.13892628,0.47483841,0.10192202,0.01076794,0.87786983,0.43115587,0.13390490
-5.27963982,1.66665873,0.00598492,0.13937201,0.47490861,0.09923452,0.00949961,0.87353122,0.44486224,0.13242528
-5.27363682,1.66490624,0.00547888,0.14042571,0.47476856,0.09809294,0.00837385,0.87285494,0.46255457,0.13135121
-5.26763382,1.67001480,0.00506263,0.14202888,0.47434890,0.09844630,0.00738881,0.87564499,0.48406278,0.13063499
-5.26163082,1.68153926,0.00473332,0.14413151,0.47361873,0.10022600,0.00654098,0.88170751,0.50919445,0.13023770
-5.25562781,1.69904242,0.00448702,0.14669009,0.47257996,0.10334581,0.00582560,0.89084305,0.53772573,0.13012788
-5.24962481,1.72207666,0.00431893,0.14966516,0.47126023,0.10770206,0.00523707,0.90283783,0.56939257,0.13028000
-5.24362181,1.75016522,0.00422351,0.15301900,0.46970477,0.11317425,0.00476940,0.91745473,0.60388321,0.13067268
-5.23761881,1.78278498,0.00419473,0.15671336,0.46796786,0.11962608,0.00441669,0.93442525,0.64083250,0.13128702
-5.23161581,1.81935269,0.00422627,0.16070760,0.46610446,0.12690702,0.00417360,0.95344308,0.67981886,0.13210505
-5.22561281,1.85921641,0.00431168,0.16495725,0.46416255,0.13485454,0.00403575,0.97416057,0.72036428,0.13310849
-5.21960980,1.90165363,0.00444467,0.16941331,0.46217670,0.14329690,0.00400024,0.99618850,0.76193787,0.13427802
-5.21360680,1.94587703,0.00461931,0.17402220,0.46016331,0.15205666,0.00406607,1.01909987,0.80396300,0.13559300
-5.20760380,1.99104837,0.00483026,0.17872650,0.45811768,0.16095478,0.00423452,1.04243797,0.84582808,0.13703194
-5.20160080,2.03630050,0.00507304,0.18346644,0.45601323,0.16981528,0.00450963,1.06572850,0.88690059,0.13857340
-5.19559780,2.08076660,0.00534419,0.18818207,0.45380264,0.17847033,0.00489852,1.08849561,0.92654387,0.14019764
-5.18959480,2.12361553,0.00564156,0.19281592,0.45142103,0.18676565,0.00541174,1.11028097,0.96413589,0.14188869
-5.18359180,2.16409133,0.00596450,0.19731618,0.44879061,0.19456592,0.00606353,1.13066509,0.99908915,0.14363676
-5.17758879,2.20155472,0.00631401,0.20163988,0.44582672,0.20176007,0.00687204,1.14928961,1.03087054,0.14544096
-5.17158579,2.23552401,0.00669294,0.20575619,0.44244454,0.20826619,0.00785943,1.16587928,1.05902028,0.14731202
-5.16558279,2.26571288,0.00710605,0.20964933,0.43856617,0.21403570,0.00905187,1.18026223,1.08316871,0.14927480
-5.15957979,2.29206231,0.00756006,0.21332107,0.43412748,0.21905671,0.01047937,1.19238729,1.10305001,0.15137055
-5.15357679,2.31476447,0.00806367,0.21679252,0.42908427,0.22335623,0.01217548,1.20233685,1.11851214,0.15365853
-5.14757379,2.33427651,0.00862744,0.22010511,0.42341735,0.22700103,0.01417681,1.21033458,1.12952225,0.15621698
-5.14157079,2.35132286,0.00926361,0.22332059,0.41713626,0.23009716,0.01652231,1.21674691,1.13616741,0.15914321
-5.13556778,2.36688518,0.00998587,0.22652015,0.41028130,0.23278791,0.01925238,1.22207804,1.13865050,0.16255285
-5.12956478,2.38218000,0.01080902,0.22980246,0.40292395,0.23525034,0.02240772,1.22695832,1.13728162,0.16657806
-5.12356178,2.39862447,0.01174852,0.23328092,0.39516554,0.23769031,0.02602807,1.23212638,1.13246541,0.17136487
-5.11755878,2.41779165,0.01282002,0.23708015,0.38713448,0.24033639,0.03015063,1.23840556,1.12468523,0.17706960
-5.11155578,2.44135722,0.01403877,0.24133180,0.37898211,0.24343254,0.03480844,1.24667570,1.11448498,0.18385459
-5.10555278,2.47103994,0.01541907,0.24617017,0.37087761,0.24723016,0.04002863,1.25784157,1.10244974,0.19188331
-5.09954977,2.50853875,0.01697358,0.25172749,0.36300231,0.25197962,0.04583062,1.27279941,1.08918615,0.20131515
-5.09354677,2.55546933,0.01871270,0.25812944,0.35554367,0.25792158,0.05222439,1.29240304,1.07530381,0.21229997
-5.08754377,2.61330326,0.02064401,0.26549090,0.34868941,0.26527870,0.05920881,1.31743135,1.06139840,0.22497280
-5.08154077,2.68331243,0.02277163,0.27391221,0.34262207,0.27424778,0.06677027,1.34855846,1.04803743,0.23944880
-5.07553777,2.76652137,0.02509579,0.28347602,0.33751416,0.28499283,0.07488150,1.38632813,1.03574902,0.25581876
-5.06953477,2.86366946,0.02761244,0.29424499,0.33352430,0.29763938,0.08350089,1.43113346,1.02501412,0.27414528
-5.06353177,2.97518450,0.03031298,0.30626017,0.33079419,0.31227005,0.09257216,1.48320272,1.01626202,0.29445980
-5.05752876,3.10116858,0.03318415,0.31954019,0.32944667,0.32892178,0.10202463,1.54259192,1.00986903,0.31676055
-5.05152576,3.24139631,0.03620805,0.33408124,0.32958459,0.34758461,0.11177396,1.60918410,1.00615987,0.34101150
-5.04552276,3.39532498,0.03936233,0.34985756,0.33129056,0.36820216,0.12172356,1.68269537,1.00541106,0.36714230
-5.03951976,3.56211563,0.04262054,0.36682249,0.33462724,0.39067350,0.13176642,1.76268689,1.00785575,0.39504903
-5.03351676,3.74066320,0.04595259,0.38490991,0.33963811,0.41485662,0.14178748,1.84858219,1.01368909,0.42459594
-5.02751376,3.92963414,0.04932536,0.40403571,0.34634833,0.44057287,0.15166649,1.93968859,1.02307349,0.45561768
-5.02151076,4.12750876,0.05270339,0.42409952,0.35476575,0.46761248,0.16128101,2.03522154,1.03614324,0.48792224
-5.01550775,4.33262648,0.05604967,0.44498616,0.36488169,0.49574058,0.17050973,2.13433061,1.05300779,0.52129410
-5.00950475,4.54323134,0.05932643,0.46656712,0.37667146,0.52470368,0.17923575,2.23612577,1.07375368,0.55549773
-5.00350175,4.75751595,0.06249599,0.48870174,0.39009471,0.55423608,0.18734978,2.33970269,1.09844487,0.59028113
-4.99749875,4.97366215,0.06552151,0.51123828,0.40509538,0.58406611,0.19475301,2.44416615,1.12712161,0.62537937
-4.99149575,5.18987709,0.06836779,0.53401487,0.42160164,0.61392190,0.20135962,2.54865062,1.15979828,0.66051810
-4.98549275,5.40442408,0.07100188,0.55686046,0.43952569,0.64353653,0.20709879,2.65233745,1.19646057,0.69541698
-4.97948974,5.61564790,0.07339370,0.57959594,0.45876380,0.67265246,0.21191606,2.75446843,1.23706254,0.72979309
-4.97348674,5.82199498,0.07551650,0.60203550,0.47919670,0.70102516,0.21577408,2.85435571,1.28152434,0.76336437
-4.96748374,6.02202889,0.07734721,0.62398845,0.50069060,0.72842598,0.21865263,2.95138830,1.32973102,0.79585319
-4.96148074,6.21444239,0.07886669,0.64526168,0.52309887,0.75464436,0.22054806,3.04503569,1.38153289,0.82699015
-4.95547774,6.39806699,0.08005991,0.66566268,0.54626477,0.77948935,0.22147214,3.13484909,1.43674803,0.85651820
-4.94947474,6.57188120,0.08091598,0.68500336,0.57002500,0.80279079,0.22145041,3.22046109,1.49516682,0.88419709
-4.94347174,6.73501857,0.08142820,0.70310456,0.59421431,0.82440010,0.22052018,3.30158431,1.55655859,0.90980829
-4.93746873,6.88677614,0.08159392,0.71980109,0.61867088,0.84419087,0.21872829,3.37800974,1.62068012,0.93316020
-4.93146573,7.02662382,0.08141452,0.73494724,0.64324243,0.86205936,0.21612883,3.44960513,1.68728537,0.95409362
-4.92546273,7.15421441,0.08089521,0.74842243,0.66779263,0.87792507,0.21278086,3.51631370,1.75613584,0.97248727
-4.91945973,7.26939387,0.08004494,0.76013676,0.69220754,0.89173121,0.20874633,3.57815325,1.82701064,0.98826314
-4.91345673,7.37221077,0.07887618,0.77003601,0.71640163,0.90344521,0.20408831,3.63521551,1.89971549,1.00139127
-4.90745373,7.46292359,0.07740478,0.77810582,0.74032298,0.91305919,0.19886945,3.68766518,1.97408947,1.01189379
-4.90145073,7.54200418,0.07564978,0.78437467,0.76395714,0.92059021,0.19315100,3.73573834,2.05000898,1.01984758
-4.89544772,7.61013584,0.07363315,0.78891526,0.78732927,0.92608026,0.18699207,3.77973940,2.12738794,1.02538552
-4.88944472,7.66820432,0.07137964,0.79184411,0.81050428,0.92959582,0.18044936,3.82003605,2.20617389,1.02869577
-4.88344172,7.71728048,0.06891640,0.79331919,0.83358462,0.93122690,0.17357715,3.85705156,2.28633973,1.03001891
-4.87743872,7.75859366,0.06627273,0.79353544,0.85670561,0.93108536,0.16642758,3.89125399,2.36787116,1.02964288
-4.87143572,7.79349565,0.06347965,0.79271833,0.88002841,0.92930268,0.15905109,3.92314213,2.45075030,1.02789559
-4.86543272,7.82341538,0.06056953,0.79111554,0.90373061,0.92602683,0.15149690,3.95322806,2.53493621,1.02513539
-4.85942971,7.84980569,0.05757555,0.78898707,0.92799497,0.92141862,0.14381357,3.98201688,2.62034326,1.02173950
-4.85342671,7.87408395,0.05453121,0.78659428,0.95299651,0.91564739,0.13604933,4.00998408,2.70681873,1.01809105
-4.84742371,7.89756884,0.05146974,0.78418821,0.97888878,0.90888635,0.12825243,4.03755155,2.79412102,1.01456494
-4.84142071,7.92141660,0.04842355,0.78199779,1.00578978,0.90130770,0.12047115,4.06506341,2.88189991,1.01151324
-4.83541771,7.94655973,0.04542362,0.78021865,1.03376839,0.89307770,0.11275374,4.09276298,2.96968045,1.00925090
-4.82941471,7.97365191,0.04249897,0.77900284,1.06283205,0.88435209,0.10514798,4.12077233,3.05685188,1.00804222
-4.82341171,8.00302225,0.03967606,0.77845034,1.09291638,0.87527201,0.09770073,4.14907580,3.14266260,1.00808899
-4.81740870,8.03464216,0.03697841,0.77860261,1.12387756,0.86596056,0.09045719,4.17750878,3.22622227,1.00952074
-4.81140570,8.06810704,0.03442616,0.77943866,1.15548790,0.85652035,0.08346011,4.20575278,3.30651140,1.01238784
-4.80540270,8.10263481,0.03203574,0.78087386,1.18743511,0.84703201,0.07674896,4.23333753,3.38239866,1.01665761
-4.79939970,8.13708192,0.02981974,0.78276165,1.21932560,0.83755385,0.07035906,4.25965049,3.45266551,1.02221402
-4.79339670,8.16997694,0.02778677,0.78489814,1.25069174,0.82812249,0.06432083,4.28395373,3.51603750,1.02886073
-4.78739370,8.19957041,0.02594145,0.78702934,1.28100302,0.81875458,0.05865911,4.30540749,3.57122098,1.03632770
-4.78139070,8.22389906,0.02428459,0.78886082,1.30968076,0.80944928,0.05339264,4.32309974,3.61694384,1.04428085
-4.77538769,8.24086142,0.02281335,0.79006929,1.33611575,0.80019141,0.04853379,4.33608019,3.65199841,1.05233457
-4.76938469,8.24830114,0.02152157,0.79031555,1.35968818,0.79095500,0.04408837,4.34339721,3.67528464,1.06006631
-4.76338169,8.24409414,0.02040012,0.78925836,1.37978889,0.78170694,0.04005571,4.34413575,3.68585153,1.06703267
-4.75737869,8.22623495,0.01943730,0.78656838,1.39584106,0.77241054,0.03642897,4.33745436,3.68293475,1.07278630
-4.75137569,8.19291818,0.01861938,0.78194168,1.40732131,0.76302865,0.03319553,4.32261930,3.66598870,1.07689263
-4.74537269,8.14261099,0.01793096,0.77511222,1.41377920,0.75352621,0.03033763,4.29903404,3.63471131,1.07894590
-4.73936968,8.07411311,0.01735555,0.76586269,1.41485421,0.74387208,0.02783302,4.26626250,3.58906054,1.07858356
-4.73336668,7.98660155,0.01687602,0.75403324,1.41028947,0.73403994,0.02565583,4.22404504,3.52926141,1.07549861
-4.72736368,7.87965833,0.01647502,0.73952791,1.39994154,0.72400839,0.02377736,4.17230634,3.45580365,1.06944924
-4.72136068,7.75328028,0.01613545,0.72231831,1.38378582,0.71376024,0.02216696,4.11115503,3.36942960,1.06026556
-4.71535768,7.60787121,0.01584078,0.70244477,1.36191754,0.70328108,0.02079288,4.04087537,3.27111342,1.04785325
-4.70935468,7.44421764,0.01557544,0.68001467,1.33454815,0.69255736,0.01962313,3.96191181,3.16203227,1.03219401
-4.70335168,7.26345031,0.01532508,0.65519844,1.30199766,0.68157425,0.01862617,3.87484747,3.04353116,1.01334322
-4.69734867,7.06699438,0.01507680,0.62822333,1.26468323,0.67031350,0.01777161,3.78037837,2.91708300,0.99142497
-4.69134567,6.85651173,0.01481933,0.59936537,1.22310482,0.65875153,0.01703083,3.67928495,2.78424577,0.96662492
-4.68534267,6.63383923,0.01454315,0.56894005,1.17782864,0.64685809,0.01637743,3.57240301,2.64661895,0.93918169
-4.67933967,6.40092672,0.01424060,0.53729203,1.12946935,0.63459572,0.01578764,3.46059575,2.50580087,0.90937714
-4.67333667,6.15977830,0.01390587,0.50478455,1.07867194,0.62192006,0.01524061,3.34472884,2.36334908,0.87752629
-4.66733367,5.91240020,0.01353499,0.47178892,1.02609410,0.60878119,0.01471858,3.22564979,2.22074507,0.84396745
-4.66133067,5.66075764,0.01312577,0.43867452,0.97239004,0.59512607,0.01420697,3.10417284,2.07936479,0.80905291
-4.65532766,5.40674251,0.01267774,0.40579979,0.91819625,0.58090184,0.01369440,2.98106991,1.94045567,0.77314085
-4.64932466,5.15215283,0.01219196,0.37350436,0.86411994,0.56606005,0.01317259,2.85706794,1.80512076,0.73658852
-4.64332166,4.89868394,0.01167090,0.34210270,0.81073022,0.55056139,0.01263621,2.73285218,1.67431005,0.69974699
