energy_ev,total_up,total_down,Mn_p_up,Mn_p_down,Mn_d_up,Mn_d_down,Pb_p_up,Pb_p_down,Pb_d_up,Pb_d_down,Se_s_up,Se_s_down,Se_p_up,Se_p_down
-5.93996998,2.96900256,-3.20858172,0.54221158,-0.59347597,1.45383670,-1.57417878,0.10100788,-0.10764772,0.00158964,-0.00168557,0.05920491,-0.06540565,1.94026768,-2.10573613
-5.93396698,2.83781032,-3.09993447,0.51716087,-0.57141972,1.38584648,-1.51710449,0.09749753,-0.10477097,0.00152727,-0.00163950,0.05633348,-0.06278409,1.85308764,-2.03329720
-5.92796398,2.69890658,-2.97883451,0.49130073,-0.54764488,1.31423827,-1.45414323,0.09379309,-0.10151897,0.00145875,-0.00158484,0.05339416,-0.05999552,1.76074444,-1.95260618
-5.92196098,2.55490326,-2.84754409,0.46510747,-0.52258043,1.24023934,-1.38635850,0.09000121,-0.09798290,0.00138554,-0.00152278,0.05043873,-0.05708640,1.66491620,-1.86512293
-5.91595798,2.40848872,-2.70853496,0.43906528,-0.49668561,1.16511010,-1.31490735,0.08623269,-0.09426346,0.00130913,-0.00145468,0.04752006,-0.05410671,1.56732847,-1.77244098
-5.90995498,2.26235752,-2.56442171,0.41365470,-0.47043884,1.09011278,-1.24101055,0.08259941,-0.09046813,0.00123105,-0.00138199,0.04469091,-0.05110872,1.46970942,-1.67624457
-5.90395198,2.11914181,-2.41789200,0.38934109,-0.44432607,1.01648099,-1.16592149,0.07921124,-0.08670812,0.00115277,-0.00130620,0.04200268,-0.04814574,1.37374613,-1.57826387
-5.89794897,1.98134650,-2.27163613,0.36656367,-0.41882908,0.94539118,-1.09089507,0.07617296,-0.08309524,0.00107571,-0.00122883,0.03950426,-0.04527088,1.28104337,-1.48022984
-5.89194597,1.85128994,-2.12827844,0.34572529,-0.39441382,0.87793662,-1.01715745,0.07358142,-0.07973879,0.00100118,-0.00115135,0.03724094,-0.04253578,1.19308628,-1.38383041
-5.88594297,1.73105179,-1.99031255,0.32718323,-0.37151944,0.81510466,-0.94587777,0.07152282,-0.07674247,0.00093035,-0.00107516,0.03525338,-0.03998947,1.11120763,-1.29066930
-5.87993997,1.62242914,-1.86004247,0.31124113,-0.35054797,0.75775773,-0.87814248,0.07007038,-0.07420156,0.00086423,-0.00100155,0.03357681,-0.03767727,1.03656055,-1.20222873
-5.87393697,1.52690166,-1.73953099,0.29814241,-0.33185513,0.70661816,-0.81493294,0.06928220,-0.07220025,0.00080364,-0.00093168,0.03224021,-0.03563982,0.97009719,-1.11983696
-5.86793397,1.44560606,-1.63055654,0.28806503,-0.31574242,0.66225718,-0.75710682,0.06919966,-0.07080927,0.00074922,-0.00086654,0.03126572,-0.03391222,0.91255336,-1.04464132
-5.86193097,1.37932014,-1.53457918,0.28111789,-0.30245054,0.62508783,-0.70538339,0.06984612,-0.07008398,0.00070139,-0.00080693,0.03066818,-0.03252332,0.86443938,-0.97758736
-5.85592796,1.32845604,-1.45271625,0.27733876,-0.29215441,0.59536171,-0.66033296,0.07122609,-0.07006271,0.00066039,-0.00075346,0.03045477,-0.03149514,0.82603670,-0.91940404
-5.84992496,1.29306240,-1.38572749,0.27669394,-0.28495978,0.57316936,-0.62237020,0.07332488,-0.07076565,0.00062626,-0.00070654,0.03062485,-0.03084242,0.79740019,-0.87059516
-5.84392196,1.27283478,-1.33400961,0.27907939,-0.28090145,0.55844392,-0.59175136,0.07610869,-0.07219410,0.00059885,-0.00066638,0.03116986,-0.03057233,0.77836559,-0.83143675
-5.83791896,1.26713386,-1.29759967,0.28432356,-0.27994315,0.55096778,-0.56857494,0.07952521,-0.07433028,0.00057785,-0.00063300,0.03207348,-0.03068431,0.76856158,-0.80198002
-5.83191596,1.27501060,-1.27618684,0.29219177,-0.28197911,0.55038198,-0.55278567,0.08350469,-0.07713754,0.00056279,-0.00060621,0.03331182,-0.03117007,0.76742620,-0.78205952
-5.82591296,1.29523771,-1.26913167,0.30239208,-0.28683712,0.55619801,-0.54418132,0.08796149,-0.08056110,0.00055310,-0.00058571,0.03485386,-0.03201370,0.77422686,-0.77130587
-5.81990995,1.32634671,-1.27549221,0.31458260,-0.29428323,0.56781187,-0.54242206,0.09279603,-0.08452924,0.00054809,-0.00057100,0.03666199,-0.03319193,0.78808367,-0.76916268
-5.81390695,1.36666995,-1.29405617,0.32838016,-0.30402787,0.58452011,-0.54704213,0.09789728,-0.08895493,0.00054701,-0.00056149,0.03869273,-0.03467459,0.80799553,-0.77490701
-5.80790395,1.41438663,-1.32337839,0.34337018,-0.31573338,0.60553764,-0.55746355,0.10314551,-0.09373799,0.00054905,-0.00055649,0.04089757,-0.03642509,0.83286849,-0.78767289
-5.80190095,1.46757230,-1.36182274,0.35911754,-0.32902273,0.63001724,-0.57301156,0.10841539,-0.09876748,0.00055341,-0.00055523,0.04322401,-0.03840114,0.86154599,-0.80647735
-5.79589795,1.52425072,-1.40760781,0.37517836,-0.34348941,0.65707042,-0.59293170,0.11357939,-0.10392463,0.00055927,-0.00055692,0.04561668,-0.04055560,0.89284041,-0.83024867
-5.78989495,1.58244735,-1.45885546,0.39111230,-0.35870827,0.68578943,-0.61640834,0.11851125,-0.10908586,0.00056586,-0.00056075,0.04801864,-0.04283742,0.92556538,-0.85785601
-5.78389195,1.64024320,-1.51364140,0.40649518,-0.37424703,0.71527017,-0.64258446,0.12308956,-0.11412617,0.00057248,-0.00056592,0.05037271,-0.04519275,0.95856835,-0.88814029
-5.77788894,1.69582801,-1.57004696,0.42093154,-0.38967827,0.74463547,-0.67058238,0.12720126,-0.11892254,0.00057850,-0.00057167,0.05262294,-0.04756611,0.99076261,-0.91994559
-5.77188594,1.74755145,-1.62621095,0.43406684,-0.40459170,0.77305834,-0.69952538,0.13074496,-0.12335738,0.00058338,-0.00057731,0.05471598,-0.04990171,1.02115819,-0.95215055
-5.76588294,1.79397087,-1.68038056,0.44559881,-0.41860620,0.79978472,-0.72855970,0.13363395,-0.12732190,0.00058672,-0.00058225,0.05660260,-0.05214475,1.04889080,-0.98369919
-5.75987994,1.83389442,-1.73096016,0.45528769,-0.43138148,0.82415484,-0.75687655,0.13579887,-0.13071928,0.00058823,-0.00058598,0.05823900,-0.05424286,1.07324793,-1.01363055
-5.75387694,1.86641794,-1.77655677,0.46296491,-0.44262893,0.84562286,-0.78373372,0.13718980,-0.13346748,0.00058777,-0.00058811,0.05958803,-0.05614739,1.09369152,-1.04110625
-5.74787394,1.89095450,-1.81602087,0.46853988,-0.45212129,0.86377378,-0.80847616,0.13777781,-0.13550173,0.00058532,-0.00058841,0.06062035,-0.05781477,1.10987613,-1.06543557
-5.74187094,1.90725530,-1.84848142,0.47200457,-0.45970083,0.87833710,-0.83055498,0.13755581,-0.13677643,0.00058102,-0.00058676,0.06131519,-0.05920767,1.12166222,-1.08609693
-5.73586793,1.91542098,-1.87337374,0.47343564,-0.46528567,0.88919657,-0.84954411,0.13653875,-0.13726651,0.00057513,-0.00058318,0.06166105,-0.06029610,1.12912356,-1.10275542
-5.72986493,1.91590269,-1.89045942,0.47299396,-0.46887406,0.89639543,-0.86515405,0.13476308,-0.13696818,0.00056806,-0.00057784,0.06165595,-0.06105823,1.13254864,-1.11527538
-5.72386193,1.90949243,-1.89983699,0.47092143,-0.47054623,0.90013684,-0.87724214,0.13228551,-0.13589894,0.00056031,-0.00057104,0.06130750,-0.06148103,1.13243545,-1.12372771
-5.71785893,1.89730261,-1.90194307,0.46753503,-0.47046381,0.90077904,-0.88581862,0.12918117,-0.13409698,0.00055252,-0.00056320,0.06063260,-0.06156070,1.12947978,-1.12839126
-5.71185593,1.88073514,-1.89754317,0.46321834,-0.46886659,0.89882536,-0.89104818,0.12554111,-0.13161994,0.00054537,-0.00055488,0.05965680,-0.06130266,1.12455687,-1.12974798
-5.70585293,1.86144067,-1.88771238,0.45841051,-0.46606673,0.89490916,-0.89324661,0.12146935,-0.12854296,0.00053965,-0.00054669,0.05841342,-0.06072143,1.11869697,-1.12847181
-5.69984992,1.84126894,-1.87380581,0.45359315,-0.46244036,0.88977395,-0.89287244,0.11707957,-0.12495628,0.00053616,-0.00053937,0.05694244,-0.05984006,1.11305508,-1.12541113
-5.69384692,1.82221176,-1.85741963,0.44927536,-0.45841691,0.88424932,-0.89051353,0.11249146,-0.12096235,0.00053574,-0.00053368,0.05528903,-0.05868937,1.10887581,-1.12156521
-5.68784392,1.80633995,-1.84034333,0.44597743,-0.45446622,0.87922337,-0.88686896,0.10782700,-0.11667259,0.00053923,-0.00053045,0.05350209,-0.05730689,1.10745417,-1.11805491
-5.68184092,1.79573640,-1.82450457,0.44421364,-0.45108393,0.87561263,-0.88272659,0.10320672,-0.11220384,0.00054741,-0.00053049,0.05163257,-0.05573562,1.11009350,-1.11608851
-5.67583792,1.79242717,-1.81190801,0.44447465,-0.44877544,0.87433033,-0.87893690,0.09874600,-0.10767480,0.00056105,-0.00053462,0.04973175,-0.05402249,1.11806171,-1.11692334
-5.66983492,1.79831284,-1.80456995,0.44721029,-0.44803900,0.87625437,-0.87638409,0.09455176,-0.10320237,0.00058080,-0.00054363,0.04784960,-0.05221690,1.13254724,-1.12182439
-5.66383192,1.81510240,-1.80445082,0.45281301,-0.44934841,0.88219602,-0.87595518,0.09071933,-0.09889815,0.00060725,-0.00055824,0.04603318,-0.05036900,1.15461617,-1.13202110
-5.65782891,1.84425199,-1.81338747,0.46160288,-0.45313592,0.89287058,-0.87850838,0.08732985,-0.09486518,0.00064084,-0.00057908,0.04432521,-0.04852806,1.18517207,-1.14866366
-5.65182591,1.88691051,-1.83302775,0.47381454,-0.45977588,0.90887124,-0.88484193,0.08444815,-0.09119493,0.00068187,-0.00060668,0.04276278,-0.04674094,1.22491983,-1.17278027
-5.64582291,1.94387436,-1.86476957,0.48958675,-0.46956990,0.93064705,-0.89566438,0.08212120,-0.08796482,0.00073050,-0.00064145,0.04137638,-0.04505056,1.27433514,-1.20523702
-5.63981991,2.01555296,-1.90970664,0.50895497,-0.48273387,0.95848604,-0.91156782,0.08037712,-0.08523615,0.00078672,-0.00068365,0.04018914,-0.04349467,1.33364067,-1.24670166
-5.63381691,2.10194663,-1.96858309,0.53184743,-0.49938773,0.99250418,-0.93300497,0.07922486,-0.08305258,0.00085033,-0.00073338,0.03921638,-0.04210474,1.40279032,-1.29761300
-5.62781391,2.20263797,-2.04175898,0.55808490,-0.51954821,1.03264063,-0.96027114,0.07865446,-0.08143923,0.00092095,-0.00079057,0.03846549,-0.04090518,1.48146218,-1.35815715
-5.62181091,2.31679756,-2.12918815,0.58738459,-0.54312515,1.07865971,-0.99349200,0.07863788,-0.08040235,0.00099803,-0.00085497,0.03793605,-0.03991277,1.56906106,-1.42825190
-5.61580790,2.44320408,-2.23040990,0.61936794,-0.56992172,1.13015939,-1.03261771,0.07913040,-0.07992961,0.00108085,-0.00092615,0.03762024,-0.03913647,1.66473074,-1.50754011
-5.60980490,2.58027870,-2.34455524,0.65357249,-0.59963875,1.18658617,-1.07742374,0.08007255,-0.07999095,0.00116851,-0.00100353,0.03750359,-0.03857745,1.76737601,-1.59539301
-5.60380190,2.72613290,-2.47036801,0.68946735,-0.63188318,1.24725568,-1.12751861,0.08139238,-0.08054001,0.00125999,-0.00108631,0.03756578,-0.03822944,1.87569398,-1.69092346
-5.59779890,2.87862825,-2.60624081,0.72647212,-0.66618066,1.31137823,-1.18235819,0.08300817,-0.08151606,0.00135412,-0.00117359,0.03778176,-0.03807935,1.98821393,-1.79300945
-5.59179590,3.03544633,-2.75026464,0.76397841,-0.70199189,1.37808830,-1.24126610,0.08483135,-0.08284633,0.00144966,-0.00126428,0.03812293,-0.03810809,2.10334432,-1.90032716
-5.58579290,3.19416636,-2.90029107,0.80137343,-0.73873242,1.44647652,-1.30345957,0.08676953,-0.08444868,0.00154528,-0.00135722,0.03855838,-0.03829160,2.21942564,-2.01139281
-5.57978989,3.35234760,-3.05400476,0.83806481,-0.77579513,1.51562296,-1.36807944,0.08872967,-0.08623461,0.00163964,-0.00145114,0.03905613,-0.03860203,2.33478690,-2.12461190
-5.57378689,3.50761352,-3.20900382,0.87350553,-0.81257478,1.58463015,-1.43422321,0.09062113,-0.08811234,0.00173137,-0.00154473,0.03958442,-0.03900896,2.44780381,-2.23833428
-5.56778389,3.65773433,-3.36288497,0.90721814,-0.84849353,1.65265434,-1.50097967,0.09235857,-0.08998993,0.00181918,-0.00163666,0.04011278,-0.03948073,2.55695632,-2.35091278
-5.56178089,3.80070446,-3.51333017,0.93881716,-0.88302661,1.71893357,-1.56746341,0.09386460,-0.09177841,0.00190181,-0.00172560,0.04061308,-0.03998565,2.66088293,-2.46076335
-5.55577789,3.93481177,-3.65819103,0.96802864,-0.91572689,1.78281139,-1.63284774,0.09507207,-0.09339466,0.00197814,-0.00181028,0.04106036,-0.04049320,2.75842971,-2.56642393
-5.54977489,4.05869548,-3.79556760,0.99470591,-0.94624738,1.84375498,-1.69639448,0.09592594,-0.09476406,0.00204717,-0.00188954,0.04143349,-0.04097512,2.84869166,-2.66660971
-5.54377189,4.17139021,-3.92387777,1.01884083,-0.97436046,1.90136707,-1.75747906,0.09638466,-0.09582273,0.00210807,-0.00196232,0.04171561,-0.04140628,2.93104451,-2.76026219
-5.53776888,4.27235424,-4.04191435,1.04056976,-0.99997300,1.95539105,-1.81560985,0.09642104,-0.09651938,0.00216017,-0.00202770,0.04189436,-0.04176539,3.00516555,-2.84658970
-5.53176588,4.36148055,-4.14888696,1.06017382,-1.02313644,2.00570927,-1.87044076,0.09602262,-0.09681659,0.00220303,-0.00208494,0.04196195,-0.04203552,3.07104226,-2.92509747
-5.52576288,4.43909011,-4.24444669,1.07807322,-1.04405110,2.05233467,-1.92177647,0.09519138,-0.09669156,0.00223638,-0.00213350,0.04191494,-0.04220435,3.12896831,-2.99560554
-5.51975988,4.50590773,-4.32869221,1.09481567,-1.06306446,2.09539641,-1.96957010,0.09394312,-0.09613636,0.00226018,-0.00217302,0.04175394,-0.04226424,3.17952696,-3.05825360
-5.51375688,4.56302143,-4.40215680,1.11105909,-1.08066301,2.13512042,-2.01391353,0.09230625,-0.09515758,0.00227456,-0.00220336,0.04148311,-0.04221206,3.22356234,-3.11349211
-5.50775388,4.61182707,-4.46577670,1.12754914,-1.09745789,2.17180602,-2.05502088,0.09032024,-0.09377544,0.00227985,-0.00222458,0.04110962,-0.04204890,3.26213989,-3.16205998
-5.50175088,4.65396087,-4.52084203,1.14509228,-1.11416455,2.20580004,-2.09320613,0.08803378,-0.09202251,0.00227654,-0.00223690,0.04064296,-0.04177948,3.29649753,-3.20494946
-5.49574787,4.69122264,-4.56893234,1.16452532,-1.13157717,2.23746989,-2.12885617,0.08550267,-0.08994197,0.00226526,-0.00224074,0.04009429,-0.04141162,3.32798967,-3.24335973
-5.48974487,4.72549320,-4.61183962,1.18668249,-1.15053849,2.26717728,-2.16240072,0.08278766,-0.08758565,0.00224675,-0.00223667,0.03947572,-0.04095550,3.35802650,-3.27864101
-5.48374187,4.75864966,-4.65148227,1.21236134,-1.17190638,2.29525384,-2.19428093,0.07995216,-0.08501182,0.00222186,-0.00222537,0.03879972,-0.04042292,3.38801106,-3.31223172
-5.47773887,4.79248235,-4.68981382,1.24228875,-1.19651824,2.32198029,-2.22491825,0.07706015,-0.08228283,0.00219146,-0.00220762,0.03807850,-0.03982658,3.41927699,-3.34559122
-5.47173587,4.82861680,-4.72873048,1.27708842,-1.22515461,2.34757006,-2.25468547,0.07417413,-0.07946291,0.00215649,-0.00218427,0.03732356,-0.03917934,3.45302958,-3.38013138
-5.46573287,4.86844450,-4.76998194,1.31725114,-1.25850363,2.37215841,-2.28388157,0.07135334,-0.07661590,0.00211785,-0.00215620,0.03654524,-0.03849361,3.49029266,-3.41714987
-5.45972986,4.91306503,-4.81508923,1.36310920,-1.29712765,2.39579757,-2.31271164,0.06865225,-0.07380327,0.00207646,-0.00212428,0.03575252,-0.03778082,3.53186370,-3.45776820
-5.45372686,4.96324231,-4.86527359,1.41481607,-1.34143358,2.41845804,-2.34127313,0.06611939,-0.07108238,0.00203315,-0.00208939,0.03495275,-0.03705097,3.57827905,-3.50287752
-5.44772386,5.01937663,-4.92139952,1.47233232,-1.39164832,2.44003605,-2.36954930,0.06379647,-0.06850503,0.00198872,-0.00205233,0.03415167,-0.03631233,3.62979096,-3.55309447
-5.44172086,5.08149350,-4.98393458,1.53541864,-1.44780043,2.46036673,-2.39741011,0.06171787,-0.06611638,0.00194388,-0.00201387,0.03335338,-0.03557129,3.68635715,-3.60872938
-5.43571786,5.14924994,-5.05292802,1.60363642,-1.50970918,2.47924203,-2.42462063,0.05991047,-0.06395422,0.00189928,-0.00197467,0.03256045,-0.03483229,3.74764377,-3.66976828
-5.42971486,5.22195752,-5.12800891,1.67635617,-1.57698152,2.49643266,-2.45085666,0.05839374,-0.06204862,0.00185544,-0.00193532,0.03177410,-0.03409787,3.81304135,-3.73586967
-5.42371186,5.29862117,-5.20840429,1.75277367,-1.64901753,2.51171258,-2.47572665,0.05718013,-0.06042189,0.00181283,-0.00189633,0.03099442,-0.03336887,3.88169320,-3.80637646
-5.41770885,5.37799188,-5.29297617,1.83193345,-1.72502440,2.52488479,-2.49879882,0.05627565,-0.05908890,0.00177180,-0.00185808,0.03022057,-0.03264461,3.95253507,-3.88034252
-5.41170585,5.45863073,-5.38027605,1.91275873,-1.80403862,2.53580686,-2.51963219,0.05568060,-0.05805759,0.00173266,-0.00182090,0.02945109,-0.03192325,4.02434412,-3.95657292
-5.40570285,5.53898124,-5.46861417,1.99408683,-1.88495567,2.54441482,-2.53780969,0.05539037,-0.05732970,0.00169560,-0.00178503,0.02868413,-0.03120204,4.09579521,-4.03367612
-5.39969985,5.61744646,-5.55614051,2.07470850,-1.96656624,2.55074382,-2.55297179,0.05539636,-0.05690168,0.00166079,-0.00175062,0.02791766,-0.03047773,4.16552156,-4.11012572
-5.39369685,5.69246714,-5.64093354,2.15340960,-2.04759747,2.55494445,-2.56484865,0.05568681,-0.05676563,0.00162832,-0.00171780,0.02714973,-0.02974687,4.23217720,-4.18432902
-5.38769385,5.76259687,-5.72109257,2.22901317,-2.12675753,2.55729321,-2.57328905,0.05624758,-0.05691022,0.00159824,-0.00168661,0.02637860,-0.02900612,4.29449787,-4.25469920
-5.38169085,5.82657052,-5.79482913,2.30041996,-2.20278170,2.55819661,-2.57828451,0.05706288,-0.05732166,0.00157056,-0.00165709,0.02560294,-0.02825252,4.35135745,-4.31972761
-5.37568784,5.88336216,-5.86055287,2.36664547,-2.27447762,2.55818784,-2.57998684,0.05811581,-0.05798447,0.00154527,-0.00162924,0.02482191,-0.02748374,4.40181691,-4.37805270
-5.36968484,5.93222942,-5.91694757,2.42685167,-2.34076785,2.55791584,-2.57871814,0.05938883,-0.05888221,0.00152233,-0.00160304,0.02403522,-0.02669822,4.44516309,-4.42852199
-5.36368184,5.97274164,-5.96303326,2.48037166,-2.40072735,2.55812681,-2.57497209,0.06086406,-0.05999802,0.00150169,-0.00157849,0.02324319,-0.02589529,4.48093531,-4.47024402
-5.35767884,6.00479015,-5.99821113,2.52672612,-2.45361431,2.55963824,-2.56940618,0.06252346,-0.06131497,0.00148325,-0.00155555,0.02244675,-0.02507526,4.50893794,-4.50262735
-5.35167584,6.02857971,-6.02228866,2.56563059,-2.49889243,2.56330652,-2.56282458,0.06434898,-0.06281639,0.00146693,-0.00153421,0.02164741,-0.02423938,4.52923827,-4.52540453
-5.34567284,6.04460156,-6.03548330,2.59699323,-2.53624371,2.56998899,-2.55615198,0.06632253,-0.06448591,0.00145262,-0.00151444,0.02084723,-0.02338983,4.54214963,-4.53863943
-5.33966983,6.05358916,-6.03840438,2.62090323,-2.56557081,2.58050191,-2.55039925,0.06842613,-0.06630753,0.00144016,-0.00149621,0.02004871,-0.02252963,4.54820034,-4.54271752
-5.33366683,6.05645904,-6.03201380,2.63761062,-2.58698908,2.59557631,-2.54662199,0.07064193,-0.06826559,0.00142940,-0.00147947,0.01925480,-0.02166250,4.54809036,-4.53831917
-5.32766383,6.05424019,-6.01756736,2.64749867,-2.60080851,2.61581344,-2.54587359,0.07295243,-0.07034482,0.00142012,-0.00146416,0.01846872,-0.02079278,4.54263785,-4.52637739
-5.32166083,6.04799583,-5.99653987,2.65105058,-2.60750660,2.64164221,-2.54915477,0.07534087,-0.07253032,0.00141209,-0.00145020,0.01769396,-0.01992523,4.53271881,-4.50802191
-5.31565783,6.03874245,-5.97053774,2.64881265,-2.60769392,2.67328089,-2.55736184,0.07779171,-0.07480788,0.00140503,-0.00143746,0.01693417,-0.01906493,4.51920326,-4.48451274
-5.30965483,6.02737106,-5.94120400,2.64135596,-2.60207394,2.71070509,-2.57123598,0.08029148,-0.07716422,0.00139862,-0.00142580,0.01619309,-0.01821709,4.50289196,-4.45716655
-5.30365183,6.01457549,-5.91012086,2.62923919,-2.59139987,2.75362430,-2.59131624,0.08282971,-0.07958767,0.00139250,-0.00141500,0.01547451,-0.01738698,4.48445735,-4.42728008
-5.29764882,6.00079259,-5.87871547,2.61297473,-2.57643068,2.80146860,-2.61789854,0.08540021,-0.08206899,0.00138627,-0.00140482,0.01478226,-0.01657977,4.46439259,-4.39605473
-5.29164582,5.98615822,-5.84817411,2.59300014,-2.55788901,2.85338695,-2.65100306,0.08800251,-0.08460237,0.00137951,-0.00139496,0.01412015,-0.01580050,4.44297196,-4.36452660
-5.28564282,5.97048222,-5.81936992,2.56965681,-2.53642334,2.90825788,-2.69035201,0.09064340,-0.08718680,0.00137178,-0.00138509,0.01349201,-0.01505402,4.42022505,-4.33350605
-5.27963982,5.95324429,-5.79280841,2.54317683,-2.51257658,2.96471284,-2.73535932,0.09333856,-0.08982751,0.00136262,-0.00137483,0.01290171,-0.01434494,4.39592686,-4.30353016
-5.27363682,5.93361154,-5.76859409,2.51367887,-2.48676273,3.02117174,-2.78513349,0.09611420,-0.09253754,0.00135158,-0.00136378,0.01235317,-0.01367772,4.36960422,-4.27483091
-5.26763382,5.91047700,-5.74642013,2.48117312,-2.45925294,3.07588978,-2.83849374,0.09900846,-0.09533937,0.00133824,-0.00135152,0.01185047,-0.01305663,4.34055873,-4.24732088
-5.26163082,5.88251718,-5.72558192,2.44557470,-2.43017148,3.12701364,-2.89399969,0.10207257,-0.09826640,0.00132220,-0.00133764,0.01139782,-0.01248583,4.30790461,-4.22059737
-5.25562781,5.84826532,-5.70501382,2.40672439,-2.39950158,3.17264502,-2.94999334,0.10537162,-0.10136428,0.00130313,-0.00132173,0.01099967,-0.01196947,4.27061962,-4.19396470
-5.24962481,5.80619635,-5.68334698,2.36441525,-2.36710065,3.21090861,-3.00465208,0.10898465,-0.10469181,0.00128078,-0.00130343,0.01066072,-0.01151173,4.22760584,-4.16647327
-5.24362181,5.75481837,-5.65898506,2.31842311,-2.33272347,3.24002159,-3.05605049,0.11300428,-0.10832138,0.00125494,-0.00128242,0.01038593,-0.01111688,4.17775682,-4.13697332
-5.23761881,5.69276538,-5.63019341,2.26853872,-2.29605182,3.25836145,-3.10222841,0.11753536,-0.11233881,0.00122554,-0.00125846,0.01018051,-0.01078935,4.12002718,-4.10418018
-5.23161581,5.61888580,-5.59519670,2.21459954,-2.25672852,3.26452885,-3.14126224,0.12269294,-0.11684245,0.00119259,-0.00123135,0.01004987,-0.01053374,4.05350052,-4.06674726
-5.22561281,5.53232152,-5.55227944,2.15651884,-2.21439346,3.25740271,-3.17133628,0.12859931,-0.12194143,0.00115622,-0.00120103,0.00999956,-0.01035481,3.97745171,-4.02334269
-5.21960980,5.43257303,-5.49988378,2.09431040,-2.16871956,3.23618489,-3.19081098,0.13538023,-0.12775314,0.00111665,-0.00116752,0.01003510,-0.01025744,3.89140012,-3.97272548
-5.21360680,5.31954671,-5.43669913,2.02810708,-2.11944618,3.20043238,-3.19828486,0.14316036,-0.13439975,0.00107423,-0.00113092,0.01016186,-0.01024652,3.79515082,-3.91381683
-5.20760380,5.19358197,-5.36173883,1.95817225,-2.06640814,3.15007547,-3.19264738,0.15205808,-0.14200401,0.00102937,-0.00109145,0.01038482,-0.01032684,3.68882148,-3.84576297
-5.20160080,5.05545664,-5.27439989,1.88490352,-2.00955869,3.08542152,-3.17312045,0.16217978,-0.15068431,0.00098259,-0.00104945,0.01070837,-0.01050289,3.57285399,-3.76798633
-5.19559780,4.90637063,-5.17450280,1.80882838,-1.94898506,3.00714389,-3.13928665,0.17361388,-0.16054911,0.00093448,-0.00100531,0.01113606,-0.01077870,3.44801010,-3.68022259
-5.18959480,4.74790909,-5.06230978,1.73059252,-1.88491602,2.91625730,-3.09110336,0.18642481,-0.17169111,0.00088568,-0.00095952,0.01167031,-0.01115751,3.31535195,-3.58254198
-5.18359180,4.58198736,-4.93852100,1.65094124,-1.81772114,2.81408064,-3.02890211,0.20064729,-0.18418122,0.00083685,-0.00091263,0.01231219,-0.01164164,3.17620875,-3.47535423
-5.17758879,4.41078095,-4.80424954,1.57069557,-1.74790210,2.70218957,-2.95337375,0.21628107,-0.19806265,0.00078869,-0.00086525,0.01306114,-0.01223212,3.03213176,-3.35939754
-5.17158579,4.23664463,-4.66097708,1.49072417,-1.67607669,2.58236117,-2.86554039,0.23328652,-0.21334552,0.00074187,-0.00081801,0.01391481,-0.01292857,2.88484027,-3.23571249
-5.16558279,4.06202509,-4.51049329,1.41191298,-1.60295681,2.45651353,-2.76671573,0.25158133,-0.23000205,0.00069707,-0.00077155,0.01486887,-0.01372886,2.73616161,-3.10560303
