energy_ev,total_up,Ir_p_up,Ir_d_up,N_s_up,N_p_up,Ni_p_up,Ni_d_up,Te_p_up,Te_d_up
-5.86793397,2.06322497,0.28554941,0.94252592,0.00755494,0.05809809,0.41418307,0.51823896,0.82132456,0.00000000
-5.86193097,2.06695949,0.28351739,0.95378950,0.00715880,0.05540895,0.41198089,0.51784055,0.81241022,0.00000000
-5.85592796,2.07311750,0.28273951,0.96621541,0.00676028,0.05323969,0.41058288,0.51730195,0.80421578,0.00000000
-5.84992496,2.08156201,0.28305289,0.97977452,0.00636386,0.05152794,0.40992150,0.51663654,0.79675585,0.00000000
-5.84392196,2.09217483,0.28429605,0.99443030,0.00597357,0.05021646,0.40992821,0.51587548,0.79005946,0.00000000
-5.83791896,2.10483769,0.28630947,1.01012897,0.00559295,0.04925269,0.41053165,0.51506228,0.78416289,0.00000000
-5.83191596,2.11941331,0.28893623,1.02679030,0.00522500,0.04858835,0.41165586,0.51424681,0.77910232,0.00000000
-5.82591296,2.13572777,0.29202260,1.04429935,0.00487218,0.04817885,0.41321871,0.51347937,0.77490668,0.00000000
-5.81990995,2.15355539,0.29541893,1.06250015,0.00453643,0.04798281,0.41513072,0.51280491,0.77159112,0.00000000
-5.81390695,2.17260731,0.29898057,1.08119149,0.00421912,0.04796162,0.41729425,0.51225800,0.76915158,0.00000000
-5.80790395,2.19252450,0.30256915,1.10012552,0.00392114,0.04807912,0.41960345,0.51185854,0.76756059,0.00000000
-5.80190095,2.21287604,0.30605397,1.11900929,0.00364291,0.04830143,0.42194478,0.51160870,0.76676477,0.00000000
-5.79589795,2.23316275,0.30931360,1.13750931,0.00338444,0.04859680,0.42419827,0.51149102,0.76668389,0.00000000
-5.78989495,2.25282631,0.31223755,1.15525916,0.00314533,0.04893578,0.42623949,0.51146795,0.76721177,0.00000000
-5.78389195,2.27126338,0.31472801,1.17186981,0.00292491,0.04929134,0.42794214,0.51148269,0.76821872,0.00000000
-5.77788894,2.28784407,0.31670150,1.18694216,0.00272223,0.04963915,0.42918120,0.51146129,0.76955552,0.00000000
-5.77188594,2.30193381,0.31809033,1.20008126,0.00253615,0.04995791,0.42983643,0.51131593,0.77105860,0.00000000
-5.76588294,2.31291728,0.31884380,1.21091143,0.00236538,0.05022968,0.42979616,0.51094900,0.77255609,0.00000000
-5.75987994,2.32022304,0.31892906,1.21909148,0.00220856,0.05044021,0.42896099,0.51025790,0.77387440,0.00000000
-5.75387694,2.32334749,0.31833147,1.22432906,0.00206428,0.05057914,0.42724740,0.50914014,0.77484490,0.00000000
-5.74787394,2.32187645,0.31705444,1.22639345,0.00193118,0.05064018,0.42459089,0.50749842,0.77531033,0.00000000
-5.74187094,2.31550333,0.31511875,1.22512588,0.00180791,0.05062106,0.42094848,0.50524548,0.77513047,0.00000000
-5.73586793,2.30404242,0.31256117,1.22044677,0.00169325,0.05052345,0.41630053,0.50230837,0.77418683,0.00000000
-5.72986493,2.28743665,0.30943263,1.21235945,0.00158607,0.05035258,0.41065151,0.49863182,0.77238606,0.00000000
-5.72386193,2.26575916,0.30579576,1.20095004,0.00148539,0.05011678,0.40402989,0.49418072,0.76966184,0.00000000
-5.71785893,2.23920869,0.30172200,1.18638353,0.00139037,0.04982685,0.39648695,0.48894146,0.76597527,0.00000000
-5.71185593,2.20809882,0.29728837,1.16889616,0.00130032,0.04949531,0.38809466,0.48292214,0.76131376,0.00000000
-5.70585293,2.17284200,0.29257396,1.14878462,0.00121471,0.04913551,0.37894259,0.47615162,0.75568847,0.00000000
-5.69984992,2.13392907,0.28765641,1.12639272,0.00113313,0.04876080,0.36913423,0.46867775,0.74913067,0.00000000
-5.69384692,2.09190582,0.28260844,1.10209616,0.00105531,0.04838356,0.35878262,0.46056461,0.74168720,0.00000000
-5.68784392,2.04734784,0.27749465,1.07628660,0.00098107,0.04801435,0.34800586,0.45188936,0.73341555,0.00000000
-5.68184092,2.00083537,0.27236873,1.04935565,0.00091034,0.04766122,0.33692243,0.44273860,0.72437880,0.00000000
-5.67583792,1.95292959,0.26727131,1.02167992,0.00084308,0.04732900,0.32564678,0.43320487,0.71464087,0.00000000
-5.66983492,1.90415188,0.26222841,0.99360791,0.00077932,0.04701895,0.31428540,0.42338317,0.70426261,0.00000000
-5.66383192,1.85496713,0.25725076,0.96544949,0.00071909,0.04672844,0.30293349,0.41336805,0.69329874,0.00000000
-5.65782891,1.80577204,0.25233391,0.93746836,0.00066244,0.04645106,0.29167247,0.40325123,0.68179611,0.00000000
-5.65182591,1.75688900,0.24745921,0.90987798,0.00060939,0.04617673,0.28056841,0.39311997,0.66979336,0.00000000
-5.64582291,1.70856549,0.24259559,0.88284088,0.00055995,0.04589222,0.26967142,0.38305620,0.65732187,0.00000000
-5.63981991,1.66097897,0.23770202,0.85647134,0.00051408,0.04558173,0.25901604,0.37313642,0.64440803,0.00000000
-5.63381691,1.61424643,0.23273056,0.83084084,0.00047172,0.04522771,0.24862244,0.36343222,0.63107655,0.00000000
-5.62781391,1.56843768,0.22762987,0.80598603,0.00043276,0.04481176,0.23849841,0.35401137,0.61735452,0.00000000
-5.62181091,1.52359131,0.22234884,0.78191815,0.00039704,0.04431559,0.22864193,0.34493915,0.60327592,0.00000000
-5.61580790,1.47973173,0.21684032,0.75863348,0.00036438,0.04372197,0.21904410,0.33627990,0.58888596,0.00000000
-5.60980490,1.43688618,0.21106462,0.73612375,0.00033458,0.04301572,0.20969220,0.32809830,0.57424517,0.00000000
-5.60380190,1.39510013,0.20499258,0.71438585,0.00030741,0.04218449,0.20057274,0.32046047,0.55943250,0.00000000
-5.59779890,1.35445001,0.19860821,0.69343011,0.00028262,0.04121949,0.19167423,0.31343442,0.54454732,0.00000000
-5.59179590,1.31505236,0.19191043,0.67328663,0.00025998,0.04011600,0.18298952,0.30708992,0.52971006,0.00000000
-5.58579290,1.27706855,0.18491421,0.65400916,0.00023924,0.03887371,0.17451756,0.30149763,0.51506113,0.00000000
-5.57978989,1.24070489,0.17765071,0.63567647,0.00022017,0.03749679,0.16626451,0.29672743,0.50075838,0.00000000
-5.57378689,1.20620816,0.17016668,0.61839095,0.00020258,0.03599386,0.15824418,0.29284613,0.48697288,0.00000000
-5.56778389,1.17385662,0.16252293,0.60227488,0.00018627,0.03437763,0.15047773,0.28991451,0.47388344,0.00000000
-5.56178089,1.14394753,0.15479223,0.58746437,0.00017108,0.03266447,0.14299275,0.28798399,0.46166994,0.00000000
-5.55577789,1.11678156,0.14705645,0.57410168,0.00015687,0.03087376,0.13582185,0.28709308,0.45050596,0.00000000
-5.54977489,1.09264558,0.13940338,0.56232630,0.00014354,0.02902717,0.12900072,0.28726383,0.44055111,0.00000000
-5.54377189,1.07179450,0.13192322,0.55226543,0.00013100,0.02714783,0.12256598,0.28849858,0.43194330,0.00000000
-5.53776888,1.05443367,0.12470496,0.54402450,0.00011918,0.02525954,0.11655286,0.29077712,0.42479166,0.00000000
-5.53176588,1.04070263,0.11783284,0.53767824,0.00010804,0.02338591,0.11099290,0.29405462,0.41917023,0.00000000
-5.52576288,1.03066133,0.11138308,0.53326292,0.00009755,0.02154959,0.10591184,0.29826042,0.41511295,0.00000000
-5.51975988,1.02427954,0.10542095,0.53077010,0.00008769,0.01977160,0.10132767,0.30329770,0.41261010,0.00000000
-5.51375688,1.02143005,0.09999840,0.53014230,0.00007845,0.01807068,0.09724924,0.30904437,0.41160645,0.00000000
-5.50775388,1.02188596,0.09515218,0.53127076,0.00006983,0.01646288,0.09367514,0.31535482,0.41200115,0.00000000
-5.50175088,1.02532230,0.09090271,0.53399541,0.00006182,0.01496121,0.09059315,0.32206282,0.41364951,0.00000000
-5.49574787,1.03132175,0.08725359,0.53810698,0.00005442,0.01357540,0.08798023,0.32898521,0.41636634,0.00000000
-5.48974487,1.03938429,0.08419177,0.54335125,0.00004763,0.01231187,0.08580294,0.33592645,0.41993104,0.00000000
-5.48374187,1.04894020,0.08168833,0.54943512,0.00004143,0.01117379,0.08401832,0.34268366,0.42409389,0.00000000
-5.47773887,1.05936596,0.07969990,0.55603419,0.00003581,0.01016121,0.08257520,0.34905209,0.42858350,0.00000000
-5.47173587,1.07000225,0.07817054,0.56280175,0.00003076,0.00927135,0.08141583,0.35483078,0.43311506,0.00000000
-5.46573287,1.08017333,0.07703400,0.56937847,0.00002625,0.00849892,0.08047771,0.35982815,0.43739903,0.00000000
-5.45972986,1.08920720,0.07621629,0.57540275,0.00002226,0.00783650,0.07969564,0.36386738,0.44114997,0.00000000
-5.45372686,1.09645550,0.07563847,0.58052111,0.00001874,0.00727495,0.07900375,0.36679142,0.44409522,0.00000000
-5.44772386,1.10131275,0.07521947,0.58439841,0.00001568,0.00680390,0.07833760,0.36846734,0.44598309,0.00000000
-5.44172086,1.10323404,0.07487887,0.58672743,0.00001302,0.00641211,0.07763611,0.36879006,0.44659031,0.00000000
-5.43571786,1.10175081,0.07453952,0.58723761,0.00001075,0.00608792,0.07684333,0.36768524,0.44572847,0.00000000
-5.42971486,1.09648395,0.07412999,0.58570264,0.00000880,0.00581966,0.07590997,0.36511126,0.44324928,0.00000000
-5.42371186,1.08715416,0.07358665,0.58194661,0.00000716,0.00559594,0.07479466,0.36106034,0.43904853,0.00000000
-5.41770885,1.07358900,0.07285535,0.57584860,0.00000579,0.00540600,0.07346489,0.35555858,0.43306854,0.00000000
-5.41170585,1.05572659,0.07189275,0.56734560,0.00000464,0.00523995,0.07189757,0.34866519,0.42529912,0.00000000
-5.40570285,1.03361580,0.07066711,0.55643360,0.00000370,0.00508893,0.07007932,0.34047067,0.41577706,0.00000000
-5.39969985,1.00741312,0.06915868,0.54316690,0.00000293,0.00494530,0.06800633,0.33109420,0.40458408,0.00000000
-5.39369685,0.97737609,0.06735962,0.52765564,0.00000230,0.00480266,0.06568397,0.32068019,0.39184349,0.00000000
-5.38769385,0.94385382,0.06527348,0.51006169,0.00000179,0.00465597,0.06312611,0.30939410,0.37771551,0.00000000
-5.38169085,0.90727479,0.06291430,0.49059299,0.00000139,0.00450143,0.06035413,0.29741778,0.36239164,0.00000000
-5.37568784,0.86813239,0.06030544,0.46949659,0.00000107,0.00433654,0.05739581,0.28494421,0.34608806,0.00000000
-5.36968484,0.82696878,0.05747805,0.44705070,0.00000081,0.00415990,0.05428403,0.27217204,0.32903856,0.00000000
-5.36368184,0.78435761,0.05446948,0.42355590,0.00000062,0.00397118,0.05105536,0.25929997,0.31148702,0.00000000
-5.35767884,0.74088622,0.05132149,0.39932599,0.00000046,0.00377094,0.04774868,0.24652112,0.29367986,0.00000000
-5.35167584,0.69713798,0.04807847,0.37467869,0.00000035,0.00356048,0.04440380,0.23401769,0.27585870,0.00000000
-5.34567284,0.65367544,0.04478573,0.34992661,0.00000026,0.00334168,0.04106010,0.22195594,0.25825341,0.00000000
-5.33966983,0.61102470,0.04148786,0.32536878,0.00000019,0.00311688,0.03775534,0.21048178,0.24107596,0.00000000
-5.33366683,0.56966184,0.03822728,0.30128304,0.00000014,0.00288867,0.03452465,0.19971707,0.22451504,0.00000000
-5.32766383,0.53000151,0.03504305,0.27791944,0.00000010,0.00265978,0.03139964,0.18975673,0.20873178,0.00000000
-5.32166083,0.49238829,0.03196982,0.25549508,0.00000007,0.00243296,0.02840774,0.18066685,0.19385669,0.00000000
-5.31565783,0.45709093,0.02903717,0.23419026,0.00000005,0.00221088,0.02557175,0.17248376,0.17998775,0.00000000
-5.30965483,0.42429952,0.02626917,0.21414617,0.00000004,0.00199603,0.02290963,0.16521425,0.16718979,0.00000000
-5.30365183,0.39412573,0.02368417,0.19546407,0.00000003,0.00179066,0.02043440,0.15883669,0.15549507,0.00000000
-5.29764882,0.36660575,0.02129492,0.17820592,0.00000002,0.00159679,0.01815432,0.15330325,0.14490502,0.00000000
-5.29164582,0.34170585,0.01910882,0.16239629,0.00000001,0.00141612,0.01607321,0.14854296,0.13539292,0.00000000
-5.28564282,0.31933016,0.01712848,0.14802545,0.00000001,0.00125013,0.01419083,0.14446555,0.12690748,0.00000000
-5.27963982,0.29933009,0.01535229,0.13505339,0.00000001,0.00110003,0.01250347,0.14096585,0.11937702,0.00000000
-5.27363682,0.28151520,0.01377526,0.12341453,0.00000001,0.00096688,0.01100454,0.13792870,0.11271414,0.00000000
-5.26763382,0.26566477,0.01238977,0.11302292,0.00000001,0.00085160,0.00968523,0.13523396,0.10682062,0.00000000
-5.26163082,0.25153960,0.01118653,0.10377767,0.00000001,0.00075507,0.00853520,0.13276164,0.10159235,0.00000000
-5.25562781,0.23889377,0.01015540,0.09556832,0.00000001,0.00067825,0.00754323,0.13039681,0.09692410,0.00000000
-5.24962481,0.22748556,0.00928624,0.08828010,0.00000002,0.00062220,0.00669787,0.12803407,0.09271398,0.00000000
-5.24362181,0.21708755,0.00856976,0.08179872,0.00000002,0.00058826,0.00598803,0.12558166,0.08886742,0.00000000
-5.23761881,0.20749528,0.00799821,0.07601464,0.00000003,0.00057809,0.00540355,0.12296469,0.08530055,0.00000000
-5.23161581,0.19853451,0.00756602,0.07082682,0.00000005,0.00059383,0.00493560,0.12012780,0.08194289,0.00000000
-5.22561281,0.19006672,0.00727036,0.06614567,0.00000007,0.00063812,0.00457718,0.11703686,0.07873940,0.00000000
-5.21960980,0.18199301,0.00711153,0.06189542,0.00000010,0.00071423,0.00432334,0.11367989,0.07565166,0.00000000
-5.21360680,0.17425633,0.00709333,0.05801577,0.00000014,0.00082615,0.00417153,0.11006719,0.07265848,0.00000000
-5.20760380,0.16684219,0.00722321,0.05446291,0.00000021,0.00097858,0.00412175,0.10623058,0.06975576,0.00000000
-5.20160080,0.15977797,0.00751239,0.05121007,0.00000029,0.00117703,0.00417666,0.10222212,0.06695571,0.00000000
-5.19559780,0.15313107,0.00797575,0.04824758,0.00000041,0.00142780,0.00434167,0.09811211,0.06428567,0.00000000
-5.18959480,0.14700620,0.00863174,0.04558255,0.00000057,0.00173797,0.00462494,0.09398677,0.06178637,0.00000000
-5.18359180,0.14154188,0.00950204,0.04323841,0.00000079,0.00211533,0.00503733,0.08994552,0.05950995,0.00000000
-5.17758879,0.13690660,0.01061118,0.04125418,0.00000109,0.00256833,0.00559232,0.08609812,0.05751776,0.00000000
-5.17158579,0.13329470,0.01198602,0.03968379,0.00000148,0.00310592,0.00630589,0.08256184,0.05587797,0.00000000
-5.16558279,0.13092229,0.01365513,0.03859531,0.00000200,0.00373742,0.00719635,0.07945860,0.05466323,0.00000000
-5.15957979,0.13002329,0.01564808,0.03807031,0.00000269,0.00447230,0.00828412,0.07691242,0.05394834,0.00000000
-5.15357679,0.13084574,0.01799465,0.03820323,0.00000360,0.00531998,0.00959153,0.07504707,0.05380807,0.00000000
-5.14757379,0.13364846,0.02072396,0.03910086,0.00000477,0.00628952,0.01114256,0.07398412,0.05431515,0.00000000
-5.14157079,0.13869810,0.02386362,0.04088179,0.00000627,0.00738938,0.01296252,0.07384128,0.05553851,0.00000000
-5.13556778,0.14626651,0.02743882,0.04367595,0.00000819,0.00862712,0.01507779,0.07473124,0.05754180,0.00000000
-5.12956478,0.15662846,0.03147150,0.04762392,0.00001062,0.01000909,0.01751544,0.07676079,0.06038217,0.00000000
-5.12356178,0.17005949,0.03597951,0.05287619,0.00001368,0.01154013,0.02030294,0.08003033,0.06410941,0.00000000
-5.11755878,0.18683391,0.04097596,0.05959206,0.00001749,0.01322333,0.02346768,0.08463362,0.06876536,0.00000000
-5.11155578,0.20722263,0.04646866,0.06793816,0.00002219,0.01505980,0.02703664,0.09065776,0.07438361,0.00000000
-5.10555278,0.23149083,0.05245970,0.07808652,0.00002796,0.01704848,0.03103592,0.09818331,0.08098953,0.00000000
-5.09954977,0.25989507,0.05894524,0.09021201,0.00003498,0.01918600,0.03549023,0.10728437,0.08860044,0.00000000
-5.09354677,0.29267993,0.06591551,0.10448915,0.00004345,0.02146667,0.04042237,0.11802860,0.09722607,0.00000000
-5.08754377,0.33007371,0.07335497,0.12108823,0.00005358,0.02388242,0.04585259,0.13047703,0.10686903,0.00000000
-5.08154077,0.37228330,0.08124265,0.14017067,0.00006561,0.02642295,0.05179800,0.14468353,0.11752542,0.00000000
-5.07553777,0.41948803,0.08955269,0.16188366,0.00007975,0.02907584,0.05827176,0.16069393,0.12918539,0.00000000
-5.06953477,0.47183236,0.09825490,0.18635426,0.00009625,0.03182674,0.06528229,0.17854459,0.14183353,0.00000000
-5.06353177,0.52941756,0.10731546,0.21368285,0.00011533,0.03465966,0.07283240,0.19826046,0.15544912,0.00000000
-5.05752876,0.59229249,0.11669756,0.24393636,0.00013721,0.03755724,0.08091836,0.21985255,0.17000611,0.00000000
-5.05152576,0.66044357,0.12636201,0.27714122,0.00016208,0.04050104,0.08952891,0.24331492,0.18547269,0.00000000
-5.04552276,0.73378434,0.13626768,0.31327661,0.00019008,0.04347186,0.09864438,0.26862110,0.20181058,0.00000000
-5.03951976,0.81214503,0.14637185,0.35226800,0.00022134,0.04645006,0.10823571,0.29572028,0.21897386,0.00000000
-5.03351676,0.89526265,0.15663027,0.39398159,0.00025591,0.04941581,0.11826377,0.32453322,0.23690745,0.00000000
-5.02751376,0.98277221,0.16699708,0.43821987,0.00029378,0.05234938,0.12867877,0.35494831,0.25554534,0.00000000
-5.02151076,1.07419981,0.17742444,0.48471864,0.00033487,0.05523136,0.13941993,0.38681792,0.27480860,0.00000000
-5.01550775,1.16895826,0.18786209,0.53314602,0.00037900,0.05804285,0.15041564,0.41995543,0.29460336,0.00000000
-5.00950475,1.26634612,0.19825672,0.58310351,0.00042593,0.06076569,0.16158393,0.45413321,0.31481896,0.00000000
-5.00350175,1.36555062,0.20855142,0.63412961,0.00047531,0.06338263,0.17283352,0.48908200,0.33532647,0.00000000
-4.99749875,1.46565529,0.21868516,0.68570596,0.00052671,0.06587754,0.18406546,0.52449182,0.35597776,0.00000000
-4.99149575,1.56565255,0.22859247,0.73726619,0.00057961,0.06823565,0.19517532,0.56001483,0.37660545,0.00000000
-4.98549275,1.66446157,0.23820349,0.78820741,0.00063339,0.07044386,0.20605603,0.59527023,0.39702385,0.00000000
-4.97948974,1.76095128,0.24744442,0.83790408,0.00068741,0.07249103,0.21660123,0.62985133,0.41703105,0.00000000
-4.97348674,1.85396827,0.25623845,0.88572402,0.00074093,0.07436842,0.22670919,0.66333474,0.43641237,0.00000000
-4.96748374,1.94236881,0.26450733,0.93104607,0.00079321,0.07607014,0.23628696,0.69529152,0.45494502,0.00000000
-4.96148074,2.02505405,0.27217341,0.97327870,0.00084348,0.07759366,0.24525483,0.72529995,0.47240411,0.00000000
-4.95547774,2.10100721,0.27916226,1.01187904,0.00089099,0.07894033,0.25355068,0.75295954,0.48856973,0.00000000
-4.94947474,2.16933096,0.28540576,1.04637136,0.00093501,0.08011590,0.26113420,0.77790574,0.50323489,0.00000000
-4.94347174,2.22928362,0.29084545,1.07636427,0.00097488,0.08113103,0.26799051,0.79982457,0.51621404,0.00000000
-4.93746873,2.28031201,0.29543607,1.10156580,0.00101001,0.08200163,0.27413314,0.81846664,0.52735171,0.00000000
-4.93146573,2.32207940,0.29914899,1.12179545,0.00103993,0.08274910,0.27960595,0.83365962,0.53653092,0.00000000
-4.92546273,2.35448672,0.30197540,1.13699266,0.00106426,0.08340044,0.28448394,0.84531865,0.54368079,0.00000000
-4.91945973,2.37768549,0.30392894,1.14722102,0.00108276,0.08398798,0.28887263,0.85345383,0.54878295,0.00000000
-4.91345673,2.39208149,0.30504760,1.15266782,0.00109533,0.08454903,0.29290606,0.85817434,0.55187630,0.00000000
-4.90745373,2.39832826,0.30539479,1.15363881,0.00110198,0.08512509,0.29674318,0.85968882,0.55305980,0.00000000
-4.90145073,2.39731027,0.30505915,1.15054821,0.00110287,0.08576085,0.30056287,0.85830170,0.55249294,0.00000000
-4.89544772,2.39011598,0.30415344,1.14390418,0.00109829,0.08650292,0.30455750,0.85440548,0.55039374,0.00000000
-4.88944472,2.37800164,0.30281206,1.13429039,0.00108862,0.08739828,0.30892548,0.84846919,0.54703427,0.00000000
-4.88344172,2.36234716,0.30118756,1.12234423,0.00107433,0.08849258,0.31386279,0.84102331,0.54273372,0.00000000
-4.87743872,2.34460573,0.29944602,1.10873288,0.00105597,0.08982829,0.31955409,0.83264188,0.53784932,0.00000000
-4.87143572,2.32624948,0.29776174,1.09412792,0.00103410,0.09144284,0.32616364,0.82392237,0.53276525,0.00000000
-4.86543272,2.30871346,0.29631110,1.07917995,0.00100934,0.09336680,0.33382656,0.81546429,0.52788018,0.00000000
-4.85942971,2.29334056,0.29526629,1.06449414,0.00098228,0.09562218,0.34264075,0.80784735,0.52359376,0.00000000
-4.85342671,2.28132976,0.29478882,1.05060796,0.00095349,0.09822107,0.35266004,0.80161031,0.52029276,0.00000000
-4.84742371,2.27369029,0.29502334,1.03797200,0.00092349,0.10116448,0.36388881,0.79723121,0.51833726,0.00000000
-4.84142071,2.27120356,0.29609201,1.02693485,0.00089274,0.10444164,0.37627853,0.79511014,0.51804764,0.00000000
-4.83541771,2.27439472,0.29808957,1.01773260,0.00086163,0.10802981,0.38972636,0.79555495,0.51969271,0.00000000
-4.82941471,2.28351507,0.30107955,1.01048338,0.00083048,0.11189443,0.40407607,0.79877083,0.52347956,0.00000000
-4.82341171,2.29853587,0.30509150,1.00518718,0.00079951,0.11598989,0.41912117,0.80485391,0.52954552,0.00000000
-4.81740870,2.31915392,0.31011956,1.00173075,0.00076890,0.12026072,0.43461044,0.81378931,0.53795242,0.00000000
-4.81140570,2.34480827,0.31612239,0.99989733,0.00073873,0.12464312,0.45025533,0.82545345,0.54868345,0.00000000
-4.80540270,2.37470717,0.32302421,0.99938052,0.00070904,0.12906700,0.46573928,0.83962067,0.56164259,0.00000000
-4.79939970,2.40786396,0.33071726,0.99980166,0.00067981,0.13345812,0.48072841,0.85597368,0.57665677,0.00000000
-4.79339670,2.44313996,0.33906512,1.00072975,0.00065101,0.13774048,0.49488316,0.87411729,0.59348034,0.00000000
-4.78739370,2.47929249,0.34790699,1.00170288,0.00062259,0.14183874,0.50787041,0.89359501,0.61180202,0.00000000
-4.78139070,2.51502567,0.35706273,1.00225024,0.00059450,0.14568058,0.51937555,0.91390754,0.63125377,0.00000000
-4.77538769,2.54904197,0.36633823,1.00191361,0.00056671,0.14919888,0.52911399,0.93453254,0.65142132,0.00000000
-4.76938469,2.58009211,0.37553110,1.00026746,0.00053920,0.15233365,0.53684165,0.95494491,0.67185603,0.00000000
-4.76338169,2.60702155,0.38443642,0.99693681,0.00051200,0.15503361,0.54236393,0.97463663,0.69208768,0.00000000
-4.75737869,2.62881176,0.39285224,0.99161213,0.00048519,0.15725738,0.54554287,0.99313559,0.71163767,0.00000000
-4.75137569,2.64461475,0.40058487,0.98406083,0.00045888,0.15897425,0.54630218,1.01002272,0.73003226,0.00000000
-4.74537269,2.65377996,0.40745355,0.97413505,0.00043326,0.16016447,0.54463005,1.02494668,0.74681548,0.00000000
-4.73936968,2.65587278,0.41329473,0.96177545,0.00040853,0.16081911,0.54057960,1.03763595,0.76156125,0.00000000
-4.73336668,2.65068433,0.41796551,0.94701123,0.00038495,0.16093962,0.53426703,1.04790760,0.77388439,0.00000000
-4.72736368,2.63823265,0.42134652,0.92995653,0.00036284,0.16053687,0.52586766,1.05567280,0.78345024,0.00000000
-4.72136068,2.61875572,0.42334399,0.91080346,0.00034254,0.15963008,0.51561006,1.06093889,0.78998253,0.00000000
-4.71535768,2.59269692,0.42389119,0.88981248,0.00032439,0.15824544,0.50376855,1.06380790,0.79326942,0.00000000
-4.70935468,2.56068390,0.42294906,0.86730034,0.00030879,0.15641464,0.49065441,1.06447185,0.79316753,0.00000000
-4.70335168,2.52350203,0.42050631,0.84362654,0.00029611,0.15417339,0.47660628,1.06320495,0.78960382,0.00000000
-4.69734867,2.48206358,0.41657881,0.81917873,0.00028675,0.15155993,0.46197998,1.06035310,0.78257551,0.00000000
-4.69134567,2.43737398,0.41120844,0.79435770,0.00028108,0.14861365,0.44713823,1.05632108,0.77214785,0.00000000
-4.68534267,2.39049652,0.40446147,0.76956277,0.00027946,0.14537384,0.43244069,1.05155789,0.75845017,0.00000000
-4.67933967,2.34251677,0.39642646,0.74517777,0.00028222,0.14187871,0.41823447,1.04654093,0.74167020,0.00000000
-4.67333667,2.29450793,0.38721176,0.72155850,0.00028966,0.13816457,0.40484552,1.04175936,0.72204696,0.00000000
-4.66733367,2.24749824,0.37694271,0.69902178,0.00030202,0.13426521,0.39257112,1.03769741,0.69986262,0.00000000
-4.66133067,2.20244154,0.36575861,0.67783654,0.00031951,0.13021162,0.38167352,1.03481815,0.67543350,0.00000000
-4.65532766,2.16019160,0.35380942,0.65821718,0.00034227,0.12603184,0.37237504,1.03354829,0.64910065,0.00000000
-4.64932466,2.12148116,0.34125247,0.64031918,0.00037036,0.12175104,0.36485444,1.03426440,0.62122035,0.00000000
-4.64332166,2.08690584,0.32824898,0.62423724,0.00040379,0.11739176,0.35924482,1.03728124,0.59215480,0.00000000
