energy_ev,total_up,Li_s_up,N_s_up,N_p_up,S_s_up,S_p_up,V_p_up,V_d_up
-5.38769385,3.28485863,0.32377896,0.00549423,0.93568235,0.03181305,1.10148230,1.64800815,0.81523550
-5.38169085,3.20398680,0.31839734,0.00546873,0.89023453,0.03112817,1.09900698,1.62517669,0.77653999
-5.37568784,3.12074619,0.31259474,0.00541937,0.84545886,0.03034727,1.09420216,1.60225463,0.73787123
-5.36968484,3.03555007,0.30641999,0.00534636,0.80161775,0.02948089,1.08705465,1.57926042,0.69944827
-5.36368184,2.94877829,0.29991794,0.00525023,0.75893718,0.02854109,1.07756926,1.55615203,0.66147972
-5.35767884,2.86078315,0.29313097,0.00513192,0.71760426,0.02754143,1.06577484,1.53283035,0.62416270
-5.35167584,2.77189770,0.28610087,0.00499273,0.67776631,0.02649685,1.05173048,1.50914622,0.58768214
-5.34567284,2.68244580,0.27887069,0.00483430,0.63953140,0.02542361,1.03553117,1.48491089,0.55221029
-5.33966983,2.59275347,0.27148657,0.00465861,0.60297029,0.02433902,1.01731287,1.45990933,0.51790657
-5.33366683,2.50316055,0.26399933,0.00446790,0.56811968,0.02326123,0.99725647,1.43391586,0.48491757
-5.32766383,2.41403202,0.25646577,0.00426468,0.53498646,0.02220894,0.97559042,1.40671131,0.45337728
-5.32166083,2.32576824,0.24894951,0.00405164,0.50355280,0.02120099,0.95259184,1.37810074,0.42340740
-5.31565783,2.23881321,0.24152139,0.00383161,0.47378179,0.02025600,0.92858588,1.34793079,0.39511770
-5.30965483,2.15366033,0.23425934,0.00360750,0.44562318,0.01939193,0.90394329,1.31610562,0.36860647
-5.30365183,2.07085497,0.22724775,0.00338225,0.41901919,0.01862560,0.87907602,1.28260061,0.34396078
-5.29764882,1.99099347,0.22057626,0.00315878,0.39390977,0.01797224,0.85443106,1.24747286,0.32125674
-5.29164582,1.91471831,0.21433824,0.00293994,0.37023737,0.01744504,0.83048246,1.21086792,0.30055954
-5.28564282,1.84270925,0.20862873,0.00272848,0.34795073,0.01705475,0.80772169,1.17302227,0.28192327
-5.27963982,1.77567066,0.20354221,0.00252702,0.32700786,0.01680924,0.78664666,1.13426121,0.26539052
-5.27363682,1.71431532,0.19917015,0.00233804,0.30737774,0.01671326,0.76774961,1.09499237,0.25099177
-5.26763382,1.65934519,0.19559847,0.00216384,0.28904109,0.01676812,0.75150420,1.05569480,0.23874444
-5.26163082,1.61142989,0.19290507,0.00200657,0.27199002,0.01697156,0.73835225,1.01690438,0.22865184
-5.25562781,1.57118370,0.19115760,0.00186821,0.25622671,0.01731769,0.72869058,0.97919604,0.22070191
-5.24962481,1.53914219,0.19041141,0.00175059,0.24176131,0.01779702,0.72285838,0.94316379,0.21486588
-5.24362181,1.51573950,0.19070798,0.00165537,0.22860926,0.01839660,0.72112563,0.90939930,0.21109697
-5.23761881,1.50128731,0.19207376,0.00158410,0.21678809,0.01910030,0.72368306,0.87847029,0.20932921
-5.23161581,1.49595670,0.19451956,0.00153817,0.20631415,0.01988915,0.73063402,0.85089948,0.20947646
-5.22561281,1.49976381,0.19804047,0.00151885,0.19719926,0.02074184,0.74198885,0.82714531,0.21143190
-5.21960980,1.51256014,0.20261623,0.00152728,0.18944760,0.02163524,0.75766182,0.80758507,0.21506782
-5.21360680,1.53402807,0.20821221,0.00156443,0.18305298,0.02254508,0.77747105,0.79250127,0.22023612
-5.20760380,1.56368212,0.21478070,0.00163114,0.17799663,0.02344660,0.80114147,0.78207171,0.22676939
-5.20160080,1.60087590,0.22226249,0.00172803,0.17424552,0.02431529,0.82831079,0.77636367,0.23448261
-5.19559780,1.64481475,0.23058875,0.00185550,0.17175144,0.02512762,0.85853827,0.77533220,0.24317562
-5.18959480,1.69457346,0.23968286,0.00201365,0.17045064,0.02586174,0.89131615,0.77882256,0.25263621
-5.18359180,1.74911862,0.24946223,0.00220227,0.17026418,0.02649816,0.92608318,0.78657648,0.26264374
-5.17758879,1.80733439,0.25983994,0.00242076,0.17109880,0.02702035,0.96223986,0.79824175,0.27297329
-5.17158579,1.86805088,0.27072605,0.00266807,0.17284835,0.02741519,0.99916466,0.81338466,0.28340016
-5.16558279,1.93007381,0.28202864,0.00294266,0.17539560,0.02767342,1.03623074,0.83150458,0.29370448
-5.15957979,1.99221424,0.29365436,0.00324245,0.17861434,0.02778981,1.07282235,0.85204997,0.30367591
-5.15357679,2.05331721,0.30550867,0.00356476,0.18237175,0.02776331,1.10835030,0.87443500,0.31311805
-5.14757379,2.11228802,0.31749572,0.00390632,0.18653078,0.02759699,1.14226596,0.89805625,0.32185257
-5.14157079,2.16811544,0.32951789,0.00426324,0.19095263,0.02729786,1.17407318,0.92230861,0.32972277
-5.13556778,2.21989072,0.34147519,0.00463106,0.19549913,0.02687651,1.20333774,0.94659997,0.33659643
-5.12956478,2.26682217,0.35326469,0.00500476,0.20003503,0.02634668,1.22969404,0.97036424,0.34236789
-5.12356178,2.30824478,0.36477989,0.00537883,0.20443012,0.02572470,1.25284896,0.99307224,0.34695926
-5.11755878,2.34362489,0.37591042,0.00574740,0.20856114,0.02502888,1.27258275,1.01424041,0.35032070
-5.11155578,2.37256016,0.38654204,0.00610431,0.21231352,0.02427879,1.28874723,1.03343716,0.35242984
-5.10555278,2.39477521,0.39655709,0.00644328,0.21558286,0.02349456,1.30126146,1.05028697,0.35329028
-5.09954977,2.41011343,0.40583537,0.00675807,0.21827624,0.02269620,1.31010542,1.06447237,0.35292938
-5.09354677,2.41852594,0.41425568,0.00704262,0.22031325,0.02190291,1.31531198,1.07573402,0.35139544
-5.08754377,2.42005823,0.42169770,0.00729125,0.22162685,0.02113243,1.31695786,1.08386922,0.34875432
-5.08154077,2.41483564,0.42804441,0.00749882,0.22216394,0.02040058,1.31515404,1.08872921,0.34508575
-5.07553777,2.40304829,0.43318483,0.00766092,0.22188585,0.01972073,1.31003614,1.09021554,0.34047958
-5.06953477,2.38493650,0.43701695,0.00777397,0.22076844,0.01910350,1.30175543,1.08827592,0.33503194
-5.06353177,2.36077719,0.43945076,0.00783537,0.21880210,0.01855655,1.29047074,1.08289986,0.32884165
-5.05752876,2.33087208,0.44041119,0.00784359,0.21599148,0.01808443,1.27634173,1.07411434,0.32200698
-5.05152576,2.29553792,0.43984077,0.00779823,0.21235505,0.01768864,1.25952381,1.06197978,0.31462286
-5.04552276,2.25509922,0.43770199,0.00770002,0.20792438,0.01736774,1.24016485,1.04658639,0.30677862
-5.03951976,2.20988355,0.43397910,0.00755085,0.20274325,0.01711758,1.21840371,1.02805105,0.29855645
-5.03351676,2.16021934,0.42867936,0.00735362,0.19686663,0.01693162,1.19437059,1.00651477,0.29003039
-5.02751376,2.10643615,0.42183372,0.00711227,0.19035939,0.01680137,1.16818909,0.98214056,0.28126611
-5.02151076,2.04886701,0.41349676,0.00683154,0.18329498,0.01671683,1.13997964,0.95511186,0.27232119
-5.01550775,1.98785255,0.40374611,0.00651692,0.17575396,0.01666704,1.10986413,0.92563120,0.26324608
-5.00950475,1.92374638,0.39268126,0.00617440,0.16782249,0.01664061,1.07797133,0.89391910,0.25408545
-5.00350175,1.85692138,0.38042187,0.00581038,0.15959079,0.01662630,1.04444274,0.86021304,0.24487996
-4.99749875,1.78777610,0.36710571,0.00543141,0.15115162,0.01661353,1.00943847,0.82476627,0.23566828
-4.99149575,1.71674106,0.35288623,0.00504409,0.14259887,0.01659295,0.97314275,0.78784653,0.22648919
-4.98549275,1.64428418,0.33792998,0.00465488,0.13402617,0.01655686,0.93576881,0.74973431,0.21738373
-4.97948974,1.57091505,0.32241384,0.00426995,0.12552566,0.01649969,0.89756262,0.71072089,0.20839717
-4.97348674,1.49718750,0.30652223,0.00389511,0.11718692,0.01641825,0.85880538,0.67110580,0.19958074
-4.96748374,1.42370023,0.29044429,0.00353568,0.10909601,0.01631204,0.81981450,0.63119399,0.19099297
-4.96148074,1.35109527,0.27437116,0.00319643,0.10133467,0.01618334,0.78094288,0.59129252,0.18270058
-4.95547774,1.28005395,0.25849328,0.00288157,0.09397972,0.01603730,0.74257642,0.55170697,0.17477885
-4.94947474,1.21129058,0.24299778,0.00259474,0.08710246,0.01588180,0.70512985,0.51273761,0.16731139
-4.94347174,1.14554361,0.22806602,0.00233902,0.08076836,0.01572732,0.66904083,0.47467543,0.16038927
-4.93746873,1.08356466,0.21387112,0.00211693,0.07503667,0.01558665,0.63476254,0.43779819,0.15410967
-4.93146573,1.02610549,0.20057567,0.00193054,0.06996015,0.01547447,0.60275487,0.40236661,0.14857380
-4.92546273,0.97390322,0.18832943,0.00178145,0.06558487,0.01540691,0.57347457,0.36862080,0.14388443
-4.91945973,0.92766437,0.17726717,0.00167092,0.06194993,0.01540103,0.54736455,0.33677704,0.14014293
-4.91345673,0.88804790,0.16750657,0.00159986,0.05908722,0.01547419,0.52484265,0.30702508,0.13744595
-4.90745373,0.85564795,0.15914622,0.00156889,0.05702114,0.01564341,0.50629037,0.27952590,0.13588195
-4.90145073,0.83097675,0.15226385,0.00157841,0.05576824,0.01592480,0.49204163,0.25441011,0.13552751
-4.89544772,0.81444813,0.14691459,0.00162857,0.05533688,0.01633283,0.48237221,0.23177690,0.13644381
-4.88944472,0.80636238,0.14312967,0.00171930,0.05572681,0.01687979,0.47749002,0.21169364,0.13867322
-4.88344172,0.80689281,0.14091525,0.00185030,0.05692877,0.01757517,0.47752654,0.19419594,0.14223621
-4.87743872,0.81607455,0.14025172,0.00202101,0.05892407,0.01842521,0.48252983,0.17928837,0.14712877
-4.87143572,0.83379619,0.14109341,0.00223055,0.06168431,0.01943247,0.49245928,0.16694548,0.15332034
-4.86543272,0.85979444,0.14336873,0.00247772,0.06517104,0.02059550,0.50718233,0.15711333,0.16075251
-4.85942971,0.89365231,0.14698093,0.00276087,0.06933569,0.02190869,0.52647341,0.14971127,0.16933847
-4.85342671,0.93480112,0.15180931,0.00307794,0.07411964,0.02336217,0.55001513,0.14463400,0.17896328
-4.84742371,0.98252628,0.15771116,0.00342632,0.07945444,0.02494186,0.57740188,0.14175388,0.18948507
-4.84142071,1.03597713,0.16452413,0.00380288,0.08526241,0.02662966,0.60814574,0.14092334,0.20073716
-4.83541771,1.09418073,0.17206926,0.00420389,0.09145742,0.02840380,0.64168484,0.14197751,0.21253096
-4.82941471,1.15605937,0.18015445,0.00462505,0.09794605,0.03023922,0.67739377,0.14473698,0.22465976
-4.82341171,1.22045160,0.18857842,0.00506148,0.10462907,0.03210812,0.71459609,0.14901070,0.23690322
-4.81740870,1.28613630,0.19713497,0.00550779,0.11140319,0.03398062,0.75257860,0.15459904,0.24903247
-4.81140570,1.35185934,0.20561748,0.00595811,0.11816315,0.03582543,0.79060696,0.16129711,0.26081567
-4.80540270,1.41636209,0.21382358,0.00640623,0.12480410,0.03761062,0.82794245,0.16889819,0.27202384
-4.79939970,1.47841124,0.22155970,0.00684570,0.13122410,0.03930439,0.86385932,0.17719741,0.28243679
-4.79339670,1.53682881,0.22864554,0.00726997,0.13732683,0.04087588,0.89766226,0.18599569,0.29184906
-4.78739370,1.59052187,0.23491826,0.00767256,0.14302438,0.04229588,0.92870363,0.19510370,0.30007541
-4.78139070,1.63851080,0.24023615,0.00804725,0.14823995,0.04353762,0.95639980,0.20434611,0.30695600
-4.77538769,1.67995533,0.24448189,0.00838824,0.15291046,0.04457734,0.98024620,0.21356573,0.31236082
-4.76938469,1.71417751,0.24756510,0.00869035,0.15698892,0.04539491,0.99983060,0.22262763,0.31619337
-4.76338169,1.74068088,0.24942423,0.00894914,0.16044647,0.04597427,1.01484416,0.23142299,0.31839346
-4.75737869,1.75916507,0.25002767,0.00916115,0.16327396,0.04630378,1.02508996,0.23987267,0.31893887
-4.75137569,1.76953530,0.24937413,0.00932393,0.16548309,0.04637644,1.03048857,0.24793006,0.31784607
-4.74537269,1.77190653,0.24749217,0.00943621,0.16710689,0.04618998,1.03108067,0.25558336,0.31516982
-4.73936968,1.76660174,0.24443904,0.00949788,0.16819959,0.04574687,1.02702635,0.26285690,0.31100165
-4.73336668,1.75414462,0.24029884,0.00951010,0.16883582,0.04505411,1.01860124,0.26981135,0.30546741
-4.72736368,1.73524649,0.23517998,0.00947516,0.16910913,0.04412303,1.00618948,0.27654291,0.29872385
-4.72136068,1.71078801,0.22921216,0.00939650,0.16912990,0.04296890,0.99027374,0.28318112,0.29095444
-4.71535768,1.68179602,0.22254285,0.00927855,0.16902258,0.04161046,0.97142255,0.28988547,0.28236457
-4.70935468,1.64941631,0.21533347,0.00912659,0.16892242,0.04006945,0.95027526,0.29684078,0.27317616
-4.70335168,1.61488296,0.20775534,0.00894656,0.16897180,0.03836999,0.92752518,0.30425133,0.26362209
-4.69734867,1.57948532,0.19998546,0.00874486,0.16931623,0.03653798,0.90390127,0.31233413,0.25394043
-4.69134567,1.54453356,0.19220234,0.00852814,0.17010011,0.03460050,0.88014902,0.32131122,0.24436866
-4.68534267,1.51132387,0.18458189,0.00830303,0.17146248,0.03258513,0.85701108,0.33140157,0.23513821
-4.67933967,1.48110437,0.17729347,0.00807595,0.17353291,0.03051939,0.83520818,0.34281266,0.22646923
-4.67333667,1.45504277,0.17049635,0.00785290,0.17642756,0.02843013,0.81542094,0.35573209,0.21856590
-4.66733367,1.43419682,0.16433632,0.00763922,0.18024566,0.02634303,0.79827310,0.37031971,0.21161235
-4.66133067,1.41948836,0.15894298,0.00743948,0.18506652,0.02428210,0.78431672,0.38670040,0.20576921
-4.65532766,1.41168181,0.15442726,0.00725729,0.19094711,0.02226932,0.77401964,0.40495794,0.20117094
-4.64932466,1.41136769,0.15087972,0.00709527,0.19792034,0.02032430,0.76775573,0.42513020,0.19792388
-4.64332166,1.41895169,0.14836920,0.00695494,0.20599421,0.01846404,0.76579802,0.44720595,0.19610525
-4.63731866,1.43464942,0.14694222,0.00683678,0.21515159,0.01670279,0.76831497,0.47112332,0.19576276
-4.63131566,1.45848717,0.14662289,0.00674019,0.22535096,0.01505198,0.77537004,0.49677017,0.19691514
-4.62531266,1.49030835,0.14741345,0.00666362,0.23652788,0.01352020,0.78692425,0.52398626,0.19955338
-4.61930965,1.52978546,0.14929534,0.00660468,0.24859721,0.01211334,0.80284193,0.55256729,0.20364265
-4.61330665,1.57643716,0.15223084,0.00656024,0.26145600,0.01083470,0.82289920,0.58227059,0.20912482
-4.60730365,1.62964969,0.15616521,0.00652663,0.27498698,0.00968521,0.84679493,0.61282222,0.21592160
-4.60130065,1.68870202,0.16102921,0.00649980,0.28906250,0.00866368,0.87416386,0.64392538,0.22393807
-4.59529765,1.75279376,0.16674201,0.00647549,0.30354882,0.00776710,0.90459123,0.67526961,0.23306657
-4.58929465,1.82107479,0.17321432,0.00644947,0.31831051,0.00699097,0.93762861,0.70654052,0.24319084
-4.58329165,1.89267562,0.18035171,0.00641762,0.33321500,0.00632960,0.97281017,0.73742964,0.25419023
-4.57728864,1.96673729,0.18805793,0.00637618,0.34813680,0.00577647,1.00966880,0.76764388,0.26594389
-4.57128564,2.04243961,0.19623816,0.00632184,0.36296155,0.00532456,1.04775162,0.79691441,0.27833472
-4.56528264,2.11902671,0.20480207,0.00625186,0.37758946,0.00496663,1.08663399,0.82500421,0.29125303
-4.55927964,2.19582869,0.21366655,0.00616415,0.39193818,0.00469553,1.12593172,0.85171434,0.30459968
-4.55327664,2.27227853,0.22275792,0.00605736,0.40594481,0.00450447,1.16531065,0.87688827,0.31828850
-4.54727364,2.34792332,0.23201371,0.00593087,0.41956700,0.00438720,1.20449347,0.90041433,0.33224806
-4.54127064,2.42242938,0.24138374,0.00578481,0.43278306,0.00433820,1.24326314,0.92222586,0.34642240
-4.53526763,2.49558060,0.25083046,0.00561999,0.44559099,0.00435282,1.28146289,0.94229930,0.36077090
-4.52926463,2.56727033,0.26032867,0.00543793,0.45800648,0.00442737,1.31899273,0.96064999,0.37526709
-4.52326163,2.63748672,0.26986445,0.00524071,0.47005983,0.00455912,1.35580250,0.97732615,0.38989646
-4.51725863,2.70629226,0.27943338,0.00503089,0.48179204,0.00474630,1.39188184,0.99240100,0.40465334
-4.51125563,2.77379844,0.28903824,0.00481145,0.49325005,0.00498807,1.42724757,1.00596373,0.41953703
-4.50525263,2.84013665,0.29868609,0.00458567,0.50448148,0.00528435,1.46192903,1.01810947,0.43454717
-4.49924962,2.90542693,0.30838512,0.00435698,0.51552899,0.00563573,1.49595234,1.02892908,0.44967885
-4.49324662,2.96974621,0.31814119,0.00412888,0.52642470,0.00604322,1.52932432,1.03849912,0.46491746
