energy_ev,total_up,Ag_p_up,Ag_d_up,C_s_up,C_p_up,Ni_p_up,Ni_d_up,S_s_up,S_p_up
-5.86793397,5.38572225,1.10495477,3.36452357,0.00389448,0.41525721,0.69039059,0.66124354,0.00427440,0.99933595
-5.86193097,5.22392702,1.06853443,3.27361887,0.00354913,0.40221829,0.66853554,0.63271749,0.00432651,0.96488835
-5.85592796,5.05014906,1.02961718,3.17360025,0.00322463,0.38765239,0.64590995,0.60404594,0.00438332,0.92962807
-5.84992496,4.86564889,0.98847542,3.06537114,0.00292125,0.37174179,0.62261553,0.57531808,0.00444115,0.89363550
-5.84392196,4.67192850,0.94544488,2.94999440,0.00263902,0.35469277,0.59877547,0.54663765,0.00449643,0.85702815
-5.83791896,4.47068542,0.90091092,2.82866236,0.00237768,0.33672917,0.57453001,0.51812013,0.00454577,0.81995538
-5.83191596,4.26376245,0.85529393,2.70266418,0.00213677,0.31808562,0.55003155,0.48988943,0.00458605,0.78259209
-5.82591296,4.05309524,0.80903426,2.57335200,0.00191562,0.29900081,0.52543965,0.46207418,0.00461447,0.74513176
-5.81990995,3.84066004,0.76257753,2.44210735,0.00171340,0.27971089,0.50091592,0.43480397,0.00462861,0.70777925
-5.81390695,3.62842376,0.71636070,2.31030892,0.00152915,0.26044336,0.47661929,0.40820566,0.00462654,0.67074371
-5.80790395,3.41829790,0.67079946,2.17930292,0.00136186,0.24141158,0.45270149,0.38240004,0.00460681,0.63423193
-5.80190095,3.21209796,0.62627741,2.05037669,0.00121042,0.22281017,0.42930321,0.35749888,0.00456853,0.59844234
-5.79589795,3.01150920,0.58313714,1.92473629,0.00107375,0.20481132,0.40655081,0.33360252,0.00451141,0.56355984
-5.78989495,2.81805933,0.54167355,1.80348842,0.00095074,0.18756204,0.38455379,0.31079804,0.00443570,0.52975169
-5.78389195,2.63309851,0.50212938,1.68762667,0.00084033,0.17118260,0.36340301,0.28915806,0.00434224,0.49716441
-5.77788894,2.45778627,0.46469302,1.57802210,0.00074149,0.15576579,0.34316967,0.26874007,0.00423243,0.46592171
-5.77188594,2.29308510,0.42949835,1.47541776,0.00065327,0.14137723,0.32390507,0.24958630,0.00410815,0.43612344
-5.76588294,2.13975990,0.39662653,1.38042689,0.00057478,0.12805654,0.30564099,0.23172409,0.00397171,0.40784543
-5.75987994,1.99838253,0.36610947,1.29353401,0.00050520,0.11581912,0.28839079,0.21516657,0.00382580,0.38114016
-5.75387694,1.86934044,0.33793460,1.21509863,0.00044378,0.10465859,0.27215094,0.19991366,0.00367335,0.35603806
-5.74787394,1.75284844,0.31205072,1.14536070,0.00038986,0.09454967,0.25690308,0.18595330,0.00351750,0.33254933
-5.74187094,1.64896269,0.28837453,1.08444747,0.00034284,0.08545125,0.24261631,0.17326277,0.00336142,0.31066616
-5.73586793,1.55759596,0.26679750,1.03238113,0.00030219,0.07730966,0.22924975,0.16181014,0.00320828,0.29036521
-5.72986493,1.47853355,0.24719284,0.98908688,0.00026745,0.07006188,0.21675518,0.15155571,0.00306112,0.27161026
-5.72386193,1.41144910,0.22942220,0.95440101,0.00023821,0.06363868,0.20507964,0.14245346,0.00292276,0.25435482
-5.71785893,1.35591986,0.21334191,0.92807889,0.00021411,0.05796743,0.19416796,0.13445252,0.00279573,0.23854486
-5.71185593,1.31144117,0.19880849,0.90980258,0.00019483,0.05297473,0.18396507,0.12749855,0.00268221,0.22412124
-5.70585293,1.27743980,0.18568343,0.89918811,0.00018009,0.04858855,0.17441805,0.12153509,0.00258393,0.21102216
-5.69984992,1.25328621,0.17383692,0.89579242,0.00016965,0.04474005,0.16547785,0.11650490,0.00250223,0.19918527
-5.69384692,1.23830552,0.16315066,0.89911995,0.00016328,0.04136493,0.15710065,0.11235122,0.00243792,0.18854959
-5.68784392,1.23178753,0.15351969,0.90862912,0.00016077,0.03840446,0.14924881,0.10901894,0.00239136,0.17905717
-5.68184092,1.23299565,0.14485319,0.92373860,0.00016192,0.03580601,0.14189147,0.10645576,0.00236246,0.17065434
-5.67583792,1.24117493,0.13707452,0.94383377,0.00016654,0.03352332,0.13500466,0.10461314,0.00235064,0.16329274
-5.66983492,1.25555948,0.13012043,0.96827307,0.00017443,0.03151641,0.12857119,0.10344720,0.00235495,0.15692995
-5.66383192,1.27537907,0.12393961,0.99639471,0.00018538,0.02975128,0.12258006,0.10291939,0.00237403,0.15152971
-5.65782891,1.29986529,0.11849084,1.02752345,0.00019916,0.02819940,0.11702572,0.10299699,0.00240622,0.14706189
-5.65182591,1.32825714,0.11374075,1.06097752,0.00021553,0.02683706,0.11190696,0.10365334,0.00244960,0.14350191
-5.64582291,1.35980617,0.10966139,1.09607566,0.00023421,0.02564460,0.10722577,0.10486778,0.00250201,0.14083004
-5.63981991,1.39378112,0.10622782,1.13214418,0.00025491,0.02460568,0.10298598,0.10662534,0.00256117,0.13903016
-5.63381691,1.42947200,0.10341576,1.16852380,0.00027727,0.02370652,0.09919195,0.10891609,0.00262468,0.13808836
-5.62781391,1.46619369,0.10119946,1.20457627,0.00030095,0.02293515,0.09584714,0.11173423,0.00269013,0.13799131
-5.62181091,1.50328901,0.09954991,1.23969055,0.00032553,0.02228082,0.09295292,0.11507680,0.00275511,0.13872443
-5.61580790,1.54013110,0.09843342,1.27328849,0.00035060,0.02173344,0.09050735,0.11894233,0.00281730,0.14026995
-5.60980490,1.57612541,0.09781058,1.30482973,0.00037570,0.02128316,0.08850418,0.12332913,0.00287449,0.14260505
-5.60380190,1.61071112,0.09763577,1.33381601,0.00040037,0.02092008,0.08693208,0.12823356,0.00292462,0.14570001
-5.59779890,1.64336210,0.09785700,1.35979465,0.00042413,0.02063403,0.08577404,0.13364829,0.00296585,0.14951661
-5.59179590,1.67358772,0.09841630,1.38236118,0.00044652,0.02041450,0.08500701,0.13956053,0.00299656,0.15400672
-5.58579290,1.70093334,0.09925036,1.40116140,0.00046708,0.02025065,0.08460182,0.14595052,0.00301540,0.15911133
-5.57978989,1.72498097,0.10029168,1.41589263,0.00048539,0.02013143,0.08452338,0.15279020,0.00302129,0.16475996
-5.57378689,1.74534998,0.10146981,1.42630450,0.00050104,0.02004571,0.08473100,0.16004220,0.00301346,0.17087054
-5.56778389,1.76169817,0.10271293,1.43219922,0.00051369,0.01998250,0.08517915,0.16765928,0.00299144,0.17734987
-5.56178089,1.77372332,0.10394948,1.43343163,0.00052307,0.01993120,0.08581821,0.17558421,0.00295508,0.18409455
-5.55577789,1.78116522,0.10510990,1.42990895,0.00052895,0.01988184,0.08659563,0.18375006,0.00290454,0.19099251
-5.54977489,1.78380831,0.10612832,1.42159041,0.00053120,0.01982531,0.08745709,0.19208108,0.00284028,0.19792499
-5.54377189,1.78148482,0.10694421,1.40848688,0.00052976,0.01975362,0.08834788,0.20049397,0.00276308,0.20476903
-5.53776888,1.77407838,0.10750385,1.39066038,0.00052465,0.01966006,0.08921440,0.20889960,0.00267399,0.21140024
-5.53176588,1.76152792,0.10776164,1.36822359,0.00051596,0.01953940,0.09000562,0.21720510,0.00257429,0.21769599
-5.52576288,1.74383162,0.10768126,1.34133926,0.00050389,0.01938799,0.09067466,0.22531619,0.00246553,0.22353863
-5.51975988,1.72105078,0.10723647,1.31021936,0.00048869,0.01920386,0.09118032,0.23313974,0.00234947,0.22881887
-5.51375688,1.69331316,0.10641173,1.27512404,0.00047067,0.01898673,0.09148850,0.24058629,0.00222801,0.23343901
-5.50775388,1.66081567,0.10520255,1.23636015,0.00045022,0.01873804,0.09157355,0.24757268,0.00210323,0.23731602
-5.50175088,1.62382605,0.10361556,1.19427918,0.00042775,0.01846089,0.09141948,0.25402441,0.00197732,0.24038431
-5.49574787,1.58268329,0.10166831,1.14927468,0.00040371,0.01815999,0.09102097,0.25987788,0.00185257,0.24259801
-5.48974487,1.53779669,0.09938888,1.10177884,0.00037859,0.01784155,0.09038410,0.26508223,0.00173132,0.24393283
-5.48374187,1.48964332,0.09681524,1.05225846,0.00035286,0.01751317,0.08952694,0.26960090,0.00161596,0.24438727
-5.47773887,1.43876388,0.09399442,1.00120997,0.00032702,0.01718374,0.08847974,0.27341276,0.00150890,0.24398324
-5.47173587,1.38575696,0.09098153,0.94915388,0.00030155,0.01686326,0.08728488,0.27651284,0.00141254,0.24276601
-5.46573287,1.33127177,0.08783864,0.89662841,0.00027692,0.01656272,0.08599648,0.27891262,0.00132929,0.24080353
-5.45972986,1.27599946,0.08463350,0.84418267,0.00025358,0.01629394,0.08467964,0.28063998,0.00126153,0.23818509
-5.45372686,1.22066323,0.08143825,0.79236930,0.00023195,0.01606938,0.08340941,0.28173873,0.00121158,0.23501941
-5.44772386,1.16600748,0.07832797,0.74173695,0.00021244,0.01590198,0.08226934,0.28226783,0.00118174,0.23143215
-5.44172086,1.11278622,0.07537925,0.69282264,0.00019544,0.01580496,0.08134976,0.28230027,0.00117420,0.22756305
-5.43571786,1.06175093,0.07266861,0.64614419,0.00018132,0.01579159,0.08074571,0.28192171,0.00119111,0.22356254
-5.42971486,1.01363832,0.07027105,0.60219296,0.00017042,0.01587495,0.08055458,0.28122887,0.00123444,0.21958815
-5.42371186,0.96915800,0.06825843,0.56142705,0.00016311,0.01606764,0.08087354,0.28032764,0.00130607,0.21580061
-5.41770885,0.92898045,0.06669796,0.52426506,0.00015971,0.01638150,0.08179666,0.27933105,0.00140763,0.21235987
-5.41170585,0.89372552,0.06565061,0.49108060,0.00016058,0.01682723,0.08341199,0.27835709,0.00154053,0.20942105
-5.40570285,0.86395153,0.06516965,0.46219760,0.00016605,0.01741408,0.08579848,0.27752625,0.00170588,0.20713039
-5.39969985,0.84014539,0.06529920,0.43788657,0.00017648,0.01814938,0.08902293,0.27695905,0.00190441,0.20562142
-5.39369685,0.82271382,0.06607286,0.41836182,0.00019223,0.01903823,0.09313705,0.27677348,0.00213640,0.20501131
-5.38769385,0.81197585,0.06751251,0.40377975,0.00021365,0.02008306,0.09817467,0.27708238,0.00240163,0.20539755
-5.38169085,0.80815707,0.06962731,0.39423814,0.00024112,0.02128328,0.10414934,0.27799092,0.00269930,0.20685509
-5.37568784,0.81138558,0.07241284,0.38977666,0.00027498,0.02263498,0.11105232,0.27959419,0.00302797,0.20943407
-5.36968484,0.82169009,0.07585064,0.39037833,0.00031558,0.02413067,0.11885117,0.28197511,0.00338550,0.21315812
-5.36368184,0.83900031,0.07990801,0.39597222,0.00036322,0.02575918,0.12748895,0.28520262,0.00376905,0.21802346
-5.35767884,0.86314976,0.08453821,0.40643719,0.00041818,0.02750560,0.13688427,0.28933045,0.00417502,0.22399886
-5.35167584,0.89388131,0.08968112,0.42160662,0.00048067,0.02935143,0.14693214,0.29439633,0.00459911,0.23102642
-5.34567284,0.93085519,0.09526435,0.44127410,0.00055083,0.03127487,0.15750575,0.30042198,0.00503634,0.23902337
-5.33966983,0.97365973,0.10120477,0.46520000,0.00062869,0.03325127,0.16845912,0.30741368,0.00548113,0.24788471
-5.33366683,1.02182434,0.10741058,0.49311862,0.00071420,0.03525373,0.17963070,0.31536360,0.00592742,0.25748684
-5.32766383,1.07483458,0.11378376,0.52474580,0.00080719,0.03725388,0.19084772,0.32425180,0.00636876,0.26769190
-5.32166083,1.13214865,0.12022287,0.55978669,0.00090732,0.03922281,0.20193125,0.33404866,0.00679852,0.27835283
-5.31565783,1.19321482,0.12662624,0.59794345,0.00101414,0.04113205,0.21270179,0.34471790,0.00721007,0.28931895
-5.30965483,1.25748895,0.13289521,0.63892236,0.00112704,0.04295470,0.22298519,0.35621970,0.00759695,0.30044171
-5.30365183,1.32445129,0.13893759,0.68244022,0.00124525,0.04466649,0.23261866,0.36851390,0.00795310,0.31158057
-5.29764882,1.39362167,0.14467093,0.72822954,0.00136785,0.04624691,0.24145659,0.38156295,0.00827305,0.32260859
-5.29164582,1.46457224,0.15002566,0.77604221,0.00149379,0.04768017,0.24937600,0.39533445,0.00855213,0.33341752
-5.28564282,1.53693697,0.15494782,0.82565149,0.00162188,0.04895611,0.25628129,0.40980296,0.00878665,0.34392209
-5.27963982,1.61041737,0.15940143,0.87685203,0.00175083,0.05007085,0.26210808,0.42495102,0.00897402,0.35406333
-5.27363682,1.68478374,0.16337009,0.92945784,0.00187925,0.05102724,0.26682599,0.44076918,0.00911289,0.36381072
-5.26763382,1.75987209,0.16685807,0.98329837,0.00200569,0.05183511,0.27044012,0.45725498,0.00920321,0.37316299
-5.26163082,1.83557650,0.16989053,1.03821269,0.00212866,0.05251116,0.27299131,0.47441097,0.00924624,0.38214753
-5.25562781,1.91183745,0.17251301,1.09404218,0.00224669,0.05307860,0.27455491,0.49224172,0.00924453,0.39081852
-5.24962481,1.98862668,0.17479018,1.15062215,0.00235830,0.05356652,0.27523838,0.51075020,0.00920186,0.39925370
-5.24362181,2.06592946,0.17680378,1.20777285,0.00246210,0.05400898,0.27517757,0.52993358,0.00912313,0.40755005
-5.23761881,2.14372542,0.17864998,1.26529054,0.00255679,0.05444388,0.27453204,0.54977880,0.00901419,0.41581855
-5.23161581,2.22196902,0.18043616,1.32293925,0.00264118,0.05491170,0.27347948,0.57025832,0.00888165,0.42417830
-5.22561281,2.30057106,0.18227725,1.38044389,0.00271422,0.05545402,0.27220962,0.59132623,0.00873271,0.43275024
-5.21960980,2.37938247,0.18429181,1.43748535,0.00277505,0.05611205,0.27091774,0.61291513,0.00857490,0.44165090
-5.21360680,2.45818144,0.18659792,1.49369808,0.00282298,0.05692513,0.26979815,0.63493399,0.00841590,0.45098630
-5.20760380,2.53666487,0.18930919,1.54867069,0.00285751,0.05792931,0.26903794,0.65726729,0.00826327,0.46084641
-5.20160080,2.61444500,0.19253079,1.60194962,0.00287836,0.05915597,0.26881103,0.67977543,0.00812433,0.47130039
-5.19559780,2.69105125,0.19635587,1.65304620,0.00288546,0.06063070,0.26927304,0.70229659,0.00800590,0.48239271
-5.18959480,2.76593779,0.20086231,1.70144683,0.00287895,0.06237230,0.27055683,0.72464984,0.00791421,0.49414039
-5.18359180,2.83849606,0.20610996,1.74662595,0.00285916,0.06439208,0.27276902,0.74663953,0.00785475,0.50653136
-5.17758879,2.90807198,0.21213842,1.78806144,0.00282664,0.06669333,0.27598747,0.76806057,0.00783218,0.51952395
-5.17158579,2.97398678,0.21896542,1.82525155,0.00278209,0.06927112,0.28025973,0.78870434,0.00785032,0.53304746
-5.16558279,3.03556025,0.22658575,1.85773281,0.00272642,0.07211227,0.28560249,0.80836501,0.00791204,0.54700372
-5.15957979,3.09213524,0.23497080,1.88509779,0.00266065,0.07519564,0.29200190,0.82684578,0.00801933,0.56126946
-5.15357679,3.14310195,0.24406867,1.90701197,0.00258598,0.07849256,0.29941463,0.84396468,0.00817330,0.57569937
-5.14757379,3.18792066,0.25380484,1.92322876,0.00250368,0.08196746,0.30776975,0.85955973,0.00837417,0.59012966
-5.14157079,3.22614173,0.26408329,1.93360179,0.00241514,0.08557870,0.31697105,0.87349308,0.00862137,0.60438194
-5.13556778,3.25742175,0.27478819,1.93809390,0.00232183,0.08927943,0.32689993,0.88565397,0.00891353,0.61826722
-5.12956478,3.28153506,0.28578589,1.93678216,0.00222527,0.09301862,0.33741852,0.89596038,0.00924859,0.63159004
-5.12356178,3.29838021,0.29692740,1.92985874,0.00212701,0.09674214,0.34837319,0.90435932,0.00962377,0.64415238
-5.11755878,3.30798118,0.30805122,1.91762752,0.00202861,0.10039382,0.35959815,0.91082595,0.01003567,0.65575757
-5.11155578,3.31048344,0.31898642,1.90049641,0.00193163,0.10391664,0.37091924,0.91536145,0.01048031,0.66621389
-5.10555278,3.30614554,0.32955611,1.87896610,0.00183761,0.10725380,0.38215775,0.91799010,0.01095312,0.67533807
-5.09954977,3.29532680,0.33958109,1.85361541,0.00174803,0.11034988,0.39313438,0.91875565,0.01144905,0.68295846
-5.09354677,3.27847221,0.34888374,1.82508434,0.00166430,0.11315196,0.40367312,0.91771738,0.01196258,0.68891819
-5.08754377,3.25609557,0.35729207,1.79405543,0.00158774,0.11561065,0.41360521,0.91494617,0.01248781,0.69307806
-5.08154077,3.22876211,0.36464381,1.76123457,0.00151955,0.11768118,0.42277308,0.91052083,0.01301849,0.69531937
-5.07553777,3.19707167,0.37079056,1.72733210,0.00146082,0.11932440,0.43103412,0.90452494,0.01354817,0.69554662
-5.06953477,3.16164359,0.37560180,1.69304512,0.00141247,0.12050770,0.43826447,0.89704452,0.01407030,0.69369007
-5.06353177,3.12310402,0.37896869,1.65904196,0.00137525,0.12120586,0.44436249,0.88816649,0.01457833,0.68970822
-5.05752876,3.08207652,0.38080758,1.62594935,0.00134974,0.12140182,0.44925198,0.87797822,0.01506589,0.68358998
-5.05152576,3.03917614,0.38106299,1.59434288,0.00133631,0.12108735,0.45288504,0.86656793,0.01552694,0.67535658
-5.04552276,2.99500718,0.37971008,1.56474105,0.00133515,0.12026343,0.45524438,0.85402607,0.01595595,0.66506320
-5.03951976,2.95016444,0.37675638,1.53760298,0.00134622,0.11894065,0.45634507,0.84044731,0.01634809,0.65279994
-5.03351676,2.90523747,0.37224270,1.51332963,0.00136928,0.11713926,0.45623550,0.82593315,0.01669934,0.63869228
-5.02751376,2.86081721,0.36624323,1.49226823,0.00140390,0.11488902,0.45499763,0.81059474,0.01700671,0.62290086
-5.02151076,2.81750414,0.35886459,1.47471938,0.00144945,0.11222889,0.45274625,0.79455573,0.01726836,0.60562038
-5.01550775,2.77591698,0.35024411,1.46094610,0.00150512,0.10920636,0.44962740,0.77795484,0.01748365,0.58707775
-5.00950475,2.73670086,0.34054702,1.45118412,0.00156996,0.10587661,0.44581582,0.76094790,0.01765326,0.56752927
-5.00350175,2.70053413,0.32996293,1.44565253,0.00164287,0.10230143,0.44151143,0.74370909,0.01777917,0.54725700
-4.99749875,2.66813260,0.31870148,1.44456391,0.00172267,0.09854789,0.43693506,0.72643134,0.01786462,0.52656431
-4.99149575,2.64025069,0.30698742,1.44813305,0.00180809,0.09468687,0.43232332,0.70932552,0.01791404,0.50577064
-4.98549275,2.61767855,0.29505521,1.45658374,0.00189785,0.09079145,0.42792290,0.69261858,0.01793293,0.48520569
-4.97948974,2.60123503,0.28314332,1.47015257,0.00199063,0.08693523,0.42398432,0.67655050,0.01792763,0.46520311
-4.97348674,2.59175603,0.27148846,1.48908972,0.00208517,0.08319052,0.42075544,0.66137011,0.01790515,0.44609388
-4.96748374,2.59007838,0.26031989,1.51365605,0.00218024,0.07962671,0.41847473,0.64733001,0.01787288,0.42819958
-4.96148074,2.59701961,0.24985397,1.54411659,0.00227472,0.07630858,0.41736473,0.63468063,0.01783832,0.41182562
-4.95547774,2.61335401,0.24028916,1.58073043,0.00236755,0.07329481,0.41762562,0.62366369,0.01780882,0.39725480
-4.94947474,2.63978582,0.23180149,1.62373736,0.00245784,0.07063662,0.41942925,0.61450541,0.01779127,0.38474113
-4.94347174,2.67692038,0.22454083,1.67334174,0.00254479,0.06837671,0.42291376,0.60740951,0.01779182,0.37450427
-4.93746873,2.72523453,0.21862775,1.72969426,0.00262774,0.06654832,0.42817894,0.60255056,0.01781568,0.36672455
-4.93146573,2.78504728,0.21415134,1.79287250,0.00270618,0.06517467,0.43528236,0.60006778,0.01786686,0.36153874
-4.92546273,2.85649213,0.21116767,1.86286117,0.00277968,0.06426866,0.44423652,0.60005958,0.01794806,0.35903672
-4.91945973,2.93949244,0.20969925,1.93953318,0.00284795,0.06383276,0.45500706,0.60257911,0.01806052,0.35925903
-4.91345673,3.03374095,0.20973518,2.02263247,0.00291078,0.06385935,0.46751202,0.60763106,0.01820399,0.36219532
-4.90745373,3.13868486,0.21123209,2.11175985,0.00296803,0.06433112,0.48162225,0.61516975,0.01837673,0.36778389
-4.90145073,3.25351735,0.21411582,2.20636267,0.00301961,0.06522189,0.49716305,0.62509877,0.01857560,0.37591223
-4.89544772,3.37717649,0.21828372,2.30572925,0.00306546,0.06649748,0.51391693,0.63727207,0.01879615,0.38641855
-4.88944472,3.50835214,0.22360751,2.40898883,0.00310554,0.06811686,0.53162748,0.65149662,0.01903283,0.39909437
-4.88344172,3.64550113,0.22993665,2.51511734,0.00313979,0.07003338,0.55000435,0.66753647,0.01927918,0.41368822
-4.87743872,3.78687074,0.23710214,2.62294939,0.00316814,0.07219608,0.56872925,0.68511817,0.01952808,0.42991019
-4.87143572,3.93053005,0.24492058,2.73119629,0.00319051,0.07455105,0.58746277,0.70393728,0.01977205,0.44743755
-4.86543272,4.07440857,0.25319849,2.83846983,0.00320677,0.07704283,0.60585199,0.72366581,0.02000348,0.46592113
-4.85942971,4.21634105,0.26173676,2.94331122,0.00321679,0.07961572,0.62353864,0.74396037,0.02021494,0.48499257
-4.85342671,4.35411717,0.27033511,3.04422418,0.00322041,0.08221503,0.64016765,0.76447053,0.02039943,0.50427209
-4.84742371,4.48553452,0.27879647,3.13971126,0.00321748,0.08478823,0.65539577,0.78484747,0.02055060,0.52337678
-4.84142071,4.60845315,0.28693121,3.22831202,0.00320784,0.08728597,0.66890015,0.80475218,0.02066297,0.54192910
-4.83541771,4.72084985,0.29456112,3.30864170,0.00319138,0.08966294,0.68038661,0.82386338,0.02073208,0.55956545
-4.82941471,4.82087021,0.30152297,3.37942899,0.00316802,0.09187851,0.68959716,0.84188455,0.02075461,0.57594454
-4.82341171,4.90687687,0.30767172,3.43955153,0.00313775,0.09389734,0.69631681,0.85855013,0.02072842,0.59075524
-4.81740870,4.97749208,0.31288320,3.48806781,0.00310065,0.09568962,0.70037927,0.87363060,0.02065259,0.60372381
-4.81140570,5.03163350,0.31705619,3.52424433,0.00305686,0.09723137,0.70167130,0.88693648,0.02052741,0.61462014
-4.80540270,5.06854186,0.32011408,3.54757717,0.00300665,0.09850442,0.70013581,0.89832105,0.02035428,0.62326288
-4.79939970,5.08779996,0.32200576,3.55780726,0.00295039,0.09949636,0.69577332,0.90768200,0.02013560,0.62952321
-4.79339670,5.08934260,0.32270609,3.55492894,0.00288856,0.10020041,0.68864198,0.91496201,0.01987473,0.63332726
-4.78739370,5.07345735,0.32221572,3.53919171,0.00282173,0.10061517,0.67885595,0.92014839,0.01957574,0.63465694
-4.78139070,5.04077667,0.32056043,3.51109538,0.00275057,0.10074434,0.66658251,0.92327190,0.01924335,0.63354936
-4.77538769,4.99226186,0.31779003,3.47137887,0.00267583,0.10059649,0.65203767,0.92440501,0.01888276,0.63009474
-4.76938469,4.92917983,0.31397682,3.42100341,0.00259832,0.10018469,0.63548081,0.92365969,0.01849950,0.62443299
-4.76338169,4.85307368,0.30921375,3.36113074,0.00251888,0.09952630,0.61720825,0.92118492,0.01809932,0.61674916
-4.75737869,4.76572834,0.30361224,3.29309729,0.00243841,0.09864265,0.59754631,0.91716395,0.01768812,0.60726782
-4.75137569,4.66913230,0.29729982,3.21838510,0.00235775,0.09755879,0.57684376,0.91181159,0.01727179,0.59624681
-4.74537269,4.56543664,0.29041753,3.13859046,0.00227777,0.09630320,0.55546418,0.90537133,0.01685622,0.58397030
-4.73936968,4.45691242,0.28311724,3.05539105,0.00219927,0.09490751,0.53377831,0.89811249,0.01644722,0.57074173
-4.73336668,4.34590727,0.27555873,2.97051248,0.00212299,0.09340611,0.51215662,0.89032720,0.01605048,0.55687657
-4.72736368,4.23480194,0.26790673,2.88569474,0.00204963,0.09183577,0.49096231,0.88232725,0.01567155,0.54269526
-4.72136068,4.12596746,0.26032783,2.80265930,0.00197977,0.09023510,0.47054477,0.87444055,0.01531583,0.52851645
-4.71535768,4.02172338,0.25298727,2.72307726,0.00191394,0.08864392,0.45123365,0.86700727,0.01498851,0.51465063
-4.70935468,3.92429732,0.24604566,2.64853901,0.00185255,0.08710255,0.43333360,0.86037535,0.01469457,0.50139431
-4.70335168,3.83578638,0.23965565,2.58052573,0.00179594,0.08565090,0.41711963,0.85489550,0.01443873,0.48902476
-4.69734867,3.75812051,0.23395848,2.52038308,0.00174438,0.08432751,0.40283317,0.85091542,0.01422538,0.47779534
-4.69134567,3.69302821,0.22908070,2.46929727,0.00169805,0.08316850,0.39067868,0.84877340,0.01405851,0.46793142
-4.68534267,3.64200496,0.22513082,2.42827397,0.00165705,0.08220642,0.38082098,0.84879131,0.01394165,0.45962691
-4.67933967,3.60628482,0.22219626,2.39812022,0.00162145,0.08146913,0.37338299,0.85126707,0.01387776,0.45304140
-4.67333667,3.58681575,0.22034052,2.37942972,0.00159126,0.08097872,0.36844417,0.85646687,0.01386914,0.44829777
-4.66733367,3.58423925,0.21960077,2.37257191,0.00156644,0.08075048,0.36603945,0.86461727,0.01391733,0.44548046
-4.66133067,3.59887506,0.21998599,2.37768505,0.00154691,0.08079211,0.36615871,0.87589760,0.01402305,0.44463429
-4.65532766,3.63071157,0.22147577,2.39467374,0.00153257,0.08110309,0.36874698,0.89043288,0.01418609,0.44576389
-4.64932466,3.67940258,0.22401979,2.42321102,0.00152328,0.08167429,0.37370517,0.90828763,0.01440529,0.44883377
-4.64332166,3.74427099,0.22753828,2.46274540,0.00151888,0.08248795,0.38089156,0.92946093,0.01467850,0.45376912
