energy_ev,total_up,N_s_up,N_p_up,Se_s_up,Se_p_up,W_p_up,W_d_up,Zn_p_up,Zn_d_up
-5.63981991,1.25853952,0.00769816,0.09701575,0.00892814,0.48601482,0.21088291,0.35597437,0.41449863,0.06895690
-5.63381691,1.23804636,0.00761548,0.09704952,0.00868376,0.47552791,0.20774523,0.35322575,0.40502868,0.06685701
-5.62781391,1.21723510,0.00748588,0.09756226,0.00844000,0.46519875,0.20482239,0.34974423,0.39589850,0.06477325
-5.62181091,1.19692132,0.00731161,0.09863989,0.00820349,0.45539492,0.20225686,0.34569665,0.38740624,0.06275776
-5.61580790,1.17788226,0.00709577,0.10035643,0.00798040,0.44646446,0.20017769,0.34125603,0.37982156,0.06085830
-5.60980490,1.16083815,0.00684225,0.10277188,0.00777632,0.43872823,0.19869751,0.33659690,0.37337968,0.05911720
-5.60380190,1.14643572,0.00655563,0.10593048,0.00759617,0.43247348,0.19791008,0.33189056,0.36827678,0.05757046
-5.59779890,1.13523410,0.00624108,0.10985938,0.00744413,0.42794831,0.19788850,0.32730063,0.36466679,0.05624720
-5.59179590,1.12769354,0.00590415,0.11456764,0.00732353,0.42535745,0.19868407,0.32297882,0.36265961,0.05516919
-5.58579290,1.12416706,0.00555071,0.12004573,0.00723686,0.42485909,0.20032579,0.31906120,0.36232060,0.05435074
-5.57978989,1.12489509,0.00518675,0.12626541,0.00718574,0.42656289,0.20282040,0.31566512,0.36367131,0.05379870
-5.57378689,1.13000305,0.00481823,0.13317990,0.00717094,0.43052907,0.20615301,0.31288669,0.36669128,0.05351272
-5.56778389,1.13950190,0.00445098,0.14072459,0.00719236,0.43676851,0.21028819,0.31079914,0.37132071,0.05348565
-5.56178089,1.15329141,0.00409057,0.14881791,0.00724913,0.44524392,0.21517138,0.30945197,0.37746389,0.05370410
-5.55577789,1.17116592,0.00374217,0.15736267,0.00733963,0.45587168,0.22073068,0.30887087,0.38499306,0.05414911
-5.54977489,1.19282251,0.00341053,0.16624763,0.00746151,0.46852472,0.22687890,0.30905849,0.39375277,0.05479692
-5.54377189,1.21787108,0.00309987,0.17534933,0.00761184,0.48303590,0.23351570,0.30999597,0.40356428,0.05561979
-5.53776888,1.24584621,0.00281386,0.18453420,0.00778709,0.49920224,0.24052996,0.31164508,0.41423019,0.05658693
-5.53176588,1.27622044,0.00255558,0.19366095,0.00798327,0.51678956,0.24780224,0.31395102,0.42553893,0.05766532
-5.52576288,1.30841859,0.00232753,0.20258305,0.00819602,0.53553779,0.25520721,0.31684562,0.43726921,0.05882066
-5.51975988,1.34183300,0.00213166,0.21115155,0.00842062,0.55516660,0.26261632,0.32025091,0.44919429,0.06001824
-5.51375688,1.37583904,0.00196932,0.21921788,0.00865218,0.57538146,0.26990033,0.32408286,0.46108617,0.06122372
-5.50775388,1.40981093,0.00184135,0.22663691,0.00888564,0.59587999,0.27693205,0.32825518,0.47271948,0.06240397
-5.50175088,1.44313728,0.00174810,0.23326997,0.00911594,0.61635840,0.28358902,0.33268314,0.48387529,0.06352779
-5.49574787,1.47523608,0.00168942,0.23898794,0.00933809,0.63651804,0.28975622,0.33728707,0.49434472,0.06456648
-5.48974487,1.50556890,0.00166474,0.24367419,0.00954727,0.65607180,0.29532886,0.34199570,0.50393236,0.06549448
-5.48374187,1.53365380,0.00167305,0.24722745,0.00973893,0.67475025,0.30021508,0.34674901,0.51245953,0.06628980
-5.47773887,1.55907680,0.00171296,0.24956441,0.00990892,0.69230733,0.30433855,0.35150064,0.51976727,0.06693439
-5.47173587,1.58150138,0.00178269,0.25062197,0.01005354,0.70852545,0.30764096,0.35621976,0.52571908,0.06741439
-5.46573287,1.60067592,0.00188008,0.25035913,0.01016969,0.72321972,0.31008425,0.36089236,0.53020337,0.06772028
-5.45972986,1.61643875,0.00200265,0.24875834,0.01025492,0.73624129,0.31165251,0.36552189,0.53313542,0.06784695
-5.45372686,1.62872059,0.00214754,0.24582631,0.01030748,0.74747960,0.31235351,0.37012930,0.53445897,0.06779358
-5.44772386,1.63754431,0.00231161,0.24159415,0.01032643,0.75686342,0.31221965,0.37475244,0.53414714,0.06756350
-5.44172086,1.64302204,0.00249141,0.23611687,0.01031163,0.76436076,0.31130835,0.37944486,0.53220282,0.06716386
-5.43571786,1.64534961,0.00268323,0.22947225,0.01026379,0.76997745,0.30970179,0.38427406,0.52865840,0.06660531
-5.42971486,1.64479853,0.00288315,0.22175896,0.01018443,0.77375478,0.30750593,0.38931928,0.52357473,0.06590149
-5.42371186,1.64170583,0.00308708,0.21309417,0.01007590,0.77576593,0.30484874,0.39466878,0.51703951,0.06506852
-5.41770885,1.63646209,0.00329084,0.20361054,0.00994130,0.77611175,0.30187777,0.40041687,0.50916495,0.06412444
-5.41170585,1.62949809,0.00349025,0.19345286,0.00978442,0.77491585,0.29875698,0.40666065,0.50008486,0.06308859
-5.40570285,1.62127060,0.00368117,0.18277425,0.00960966,0.77231935,0.29566294,0.41349658,0.48995129,0.06198100
-5.39969985,1.61224779,0.00385964,0.17173229,0.00942193,0.76847552,0.29278047,0.42101705,0.47893071,0.06082183
-5.39369685,1.60289490,0.00402198,0.16048506,0.00922654,0.76354458,0.29029787,0.42930697,0.46719999,0.05963073
-5.38769385,1.59366052,0.00416483,0.14918725,0.00902904,0.75768886,0.28840181,0.43844046,0.45494220,0.05842642
-5.38169085,1.58496404,0.00428532,0.13798657,0.00883515,0.75106860,0.28727213,0.44847786,0.44234243,0.05722618
-5.37568784,1.57718466,0.00438111,0.12702043,0.00865059,0.74383843,0.28707655,0.45946295,0.42958376,0.05604550
-5.36968484,1.57065219,0.00445047,0.11641315,0.00848096,0.73614470,0.28796563,0.47142063,0.41684343,0.05489782
-5.36368184,1.56563990,0.00449235,0.10627370,0.00833164,0.72812371,0.29006802,0.48435500,0.40428939,0.05379434
-5.35767884,1.56235962,0.00450642,0.09669402,0.00820765,0.71990078,0.29348612,0.49824796,0.39207724,0.05274390
-5.35167584,1.56095901,0.00449305,0.08774794,0.00811355,0.71159016,0.29829252,0.51305835,0.38034768,0.05175299
-5.34567284,1.56152091,0.00445337,0.07949074,0.00805341,0.70329554,0.30452701,0.52872166,0.36922446,0.05082582
-5.33966983,1.56406493,0.00438920,0.07195936,0.00803064,0.69511126,0.31219461,0.54515044,0.35881289,0.04996446
-5.33366683,1.56855075,0.00430299,0.06517304,0.00804804,0.68712374,0.32126448,0.56223520,0.34919890,0.04916901
-5.32766383,1.57488315,0.00419779,0.05913453,0.00810772,0.67941324,0.33166986,0.57984612,0.34044863,0.04843790
-5.32166083,1.58291849,0.00407714,0.05383166,0.00821105,0.67205563,0.34330914,0.59783522,0.33260863,0.04776811
-5.31565783,1.59247234,0.00394495,0.04923925,0.00835873,0.66512407,0.35604795,0.61603927,0.32570642,0.04715548
-5.30965483,1.60332791,0.00380542,0.04532121,0.00855075,0.65869041,0.36972231,0.63428321,0.31975165,0.04659505
-5.30365183,1.61524523,0.00366290,0.04203282,0.00878644,0.65282633,0.38414278,0.65238400,0.31473762,0.04608130
-5.29764882,1.62797050,0.00352178,0.03932299,0.00906449,0.64760407,0.39909943,0.67015493,0.31064311,0.04560849
-5.29164582,1.64124560,0.00338633,0.03713657,0.00938300,0.64309665,0.41436761,0.68741015,0.30743458,0.04517092
-5.28564282,1.65481731,0.00326064,0.03541651,0.00973956,0.63937780,0.42971418,0.70396933,0.30506858,0.04476315
-5.27963982,1.66844608,0.00314846,0.03410591,0.01013123,0.63652137,0.44490412,0.71966233,0.30349425,0.04438028
-5.27363682,1.68191405,0.00305309,0.03314985,0.01055467,0.63460048,0.45970723,0.73433362,0.30265591,0.04401807
-5.26763382,1.69503221,0.00297737,0.03249704,0.01100610,0.63368639,0.47390466,0.74784636,0.30249566,0.04367315
-5.26163082,1.70764647,0.00292352,0.03210118,0.01148140,0.63384725,0.48729505,0.76008604,0.30295582,0.04334314
-5.25562781,1.71964256,0.00289312,0.03192215,0.01197611,0.63514676,0.49970013,0.77096343,0.30398121,0.04302671
-5.24962481,1.73094967,0.00288710,0.03192685,0.01248547,0.63764297,0.51096939,0.78041688,0.30552122,0.04272371
-5.24362181,1.74154296,0.00290569,0.03208995,0.01300445,0.64138726,0.52098382,0.78841380,0.30753152,0.04243516
-5.23761881,1.75144482,0.00294843,0.03239428,0.01352772,0.64642361,0.52965864,0.79495145,0.30997553,0.04216330
-5.23161581,1.76072523,0.00301420,0.03283108,0.01404975,0.65278833,0.53694472,0.80005699,0.31282548,0.04191159
-5.22561281,1.76950126,0.00310126,0.03340005,0.01456479,0.66051026,0.54282902,0.80378687,0.31606323,0.04168471
-5.21960980,1.77793585,0.00320732,0.03410923,0.01506693,0.66961146,0.54733383,0.80622574,0.31968067,0.04148852
-5.21360680,1.78623630,0.00332960,0.03497467,0.01555014,0.68010851,0.55051509,0.80748494,0.32367995,0.04133005
-5.20760380,1.79465233,0.00346495,0.03601997,0.01600836,0.69201421,0.55245978,0.80770078,0.32807339,0.04121745
-5.20160080,1.80347405,0.00360994,0.03727568,0.01643560,0.70533976,0.55328273,0.80703262,0.33288322,0.04115996
-5.19559780,1.81302973,0.00376099,0.03877851,0.01682603,0.72009713,0.55312286,0.80566101,0.33814114,0.04116785
-5.18959480,1.82368327,0.00391450,0.04057035,0.01717415,0.73630149,0.55213907,0.80378571,0.34388771,0.04125229
-5.18359180,1.83583136,0.00406698,0.04269720,0.01747490,0.75397352,0.55050602,0.80162378,0.35017157,0.04142532
-5.17758879,1.84989970,0.00421516,0.04520781,0.01772383,0.77314112,0.54840980,0.79940754,0.35704850,0.04169966
-5.17158579,1.86633821,0.00435614,0.04815223,0.01791727,0.79384052,0.54604366,0.79738234,0.36458020,0.04208851
-5.16558279,1.88561464,0.00448751,0.05158008,0.01805249,0.81611628,0.54360380,0.79580391,0.37283286,0.04260532
-5.15957979,1.90820611,0.00460739,0.05553872,0.01812779,0.84001998,0.54128534,0.79493513,0.38187534,0.04326349
-5.15357679,1.93458832,0.00471461,0.06007125,0.01814267,0.86560751,0.53927831,0.79504197,0.39177698,0.04407591
-5.14757379,1.96522197,0.00480869,0.06521429,0.01809788,0.89293471,0.53776377,0.79638849,0.40260499,0.04505458
-5.14157079,2.00053657,0.00488991,0.07099587,0.01799546,0.92205146,0.53690997,0.79923068,0.41442133,0.04621005
-5.13556778,2.04091143,0.00495934,0.07743314,0.01783873,0.95299426,0.53686849,0.80380916,0.42727918,0.04755079
-5.12956478,2.08665454,0.00501880,0.08453029,0.01763226,0.98577768,0.53777050,0.81034071,0.44121906,0.04908264
-5.12356178,2.13797987,0.00507086,0.09227660,0.01738177,1.02038486,0.53972301,0.81900897,0.45626459,0.05080809
-5.11755878,2.19498403,0.00511876,0.10064477,0.01709398,1.05675779,0.54280536,0.82995439,0.47241824,0.05272573
-5.11155578,2.25762364,0.00516637,0.10958973,0.01677644,1.09478792,0.54706587,0.84326409,0.48965707,0.05482964
-5.10555278,2.32569468,0.00521806,0.11904784,0.01643737,1.13430764,0.55251906,0.85896194,0.50792887,0.05710895
-5.09954977,2.39881543,0.00527866,0.12893682,0.01608542,1.17508353,0.55914336,0.87699964,0.52714888,0.05954748
-5.09354677,2.47641447,0.00535332,0.13915628,0.01572944,1.21681193,0.56687975,0.89724943,0.54719741,0.06212364
-5.08754377,2.55772508,0.00544742,0.14958902,0.01537831,1.25911751,0.57563135,0.91949894,0.56791855,0.06481040
-5.08154077,2.64178731,0.00556645,0.16010311,0.01504073,1.30155517,0.58526420,0.94344896,0.58912029,0.06757563
-5.07553777,2.72745848,0.00571590,0.17055461,0.01472506,1.34361568,0.59560934,0.96871450,0.61057617,0.07038261
-5.06953477,2.81343247,0.00590120,0.18079103,0.01443913,1.38473515,0.60646628,0.99482954,0.63202852,0.07319075
-5.06353177,2.89826767,0.00612755,0.19065532,0.01419022,1.42430793,0.61760774,1.02125550,0.65319335,0.07595658
-5.05752876,2.98042302,0.00639984,0.19999027,0.01398487,1.46170287,0.62878571,1.04739355,0.67376675,0.07863493
-5.05152576,3.05830069,0.00672257,0.20864313,0.01382891,1.49628199,0.63973842,1.07260030,0.69343260,0.08118019
-5.04552276,3.13029400,0.00709970,0.21647024,0.01372739,1.52742085,0.65019817,1.09620645,0.71187131,0.08354771
-5.03951976,3.19483820,0.00753456,0.22334157,0.01368450,1.55452966,0.65989954,1.11753758,0.72876919,0.08569522
-5.03351676,3.25046185,0.00802971,0.22914471,0.01370366,1.57707387,0.66858760,1.13593634,0.74382800,0.08758413
-5.02751376,3.29583625,0.00858683,0.23378842,0.01378738,1.59459327,0.67602577,1.15078481,0.75677431,0.08918080
-5.02151076,3.32982038,0.00920656,0.23720532,0.01393728,1.60671850,0.68200294,1.16152625,0.76736798,0.09045755
-5.01550775,3.35149898,0.00988837,0.23935367,0.01415403,1.61318395,0.68633936,1.16768486,0.77540960,0.09139347
-5.00950475,3.36021196,0.01063042,0.24021826,0.01443725,1.61383641,0.68889119,1.16888289,0.78074620,0.09197494
-5.00350175,3.35557343,0.01142944,0.23981018,0.01478548,1.60863894,0.68955340,1.16485396,0.78327530,0.09219580
-4.99749875,3.33747960,0.01228062,0.23816561,0.01519601,1.59766975,0.68826090,1.15545215,0.78294671,0.09205729
-4.99149575,3.30610527,0.01317749,0.23534379,0.01566481,1.58111622,0.68498795,1.14065637,0.77976234,0.09156758
-4.98549275,3.26188927,0.01411192,0.23142406,0.01618647,1.55926447,0.67974597,1.12056972,0.77377399,0.09074112
-4.97948974,3.20550992,0.01507409,0.22650239,0.01675408,1.53248503,0.67257996,1.09541421,0.76507925,0.08959774
-4.97348674,3.13785213,0.01605255,0.22068745,0.01735918,1.50121579,0.66356377,1.06552091,0.75381582,0.08816150
-4.96748374,3.05996806,0.01703436,0.21409648,0.01799185,1.46594290,0.65279473,1.03131633,0.74015478,0.08645959
-4.96148074,2.97303390,0.01800524,0.20685113,0.01864069,1.42718116,0.64038783,0.99330566,0.72429302,0.08452108
-4.95547774,2.87830486,0.01894986,0.19907356,0.01929298,1.38545466,0.62647005,0.95205386,0.70644549,0.08237574
-4.94947474,2.77707117,0.01985216,0.19088290,0.01993491,1.34127905,0.61117503,0.90816557,0.68683758,0.08005300
-4.94347174,2.67061700,0.02069573,0.18239229,0.02055185,1.29514615,0.59463853,0.86226482,0.66569814,0.07758105
-4.93746873,2.56018440,0.02146426,0.17370642,0.02112865,1.24751169,0.57699480,0.81497543,0.64325342,0.07498608
-4.93146573,2.44694357,0.02214196,0.16491997,0.02165011,1.19878669,0.55837408,0.76690304,0.61972223,0.07229184
-4.92546273,2.33197048,0.02271411,0.15611654,0.02210135,1.14933253,0.53890126,0.71861945,0.59531241,0.06951935
-4.91945973,2.21623224,0.02316749,0.14736837,0.02246837,1.09945987,0.51869563,0.67064968,0.57021873,0.06668685
-4.91345673,2.10058003,0.02349083,0.13873668,0.02273841,1.04943088,0.49787161,0.62346222,0.54462208,0.06380998
-4.90745373,1.98574911,0.02367525,0.13027237,0.02290049,0.99946441,0.47654026,0.57746247,0.51868982,0.06090205
-4.90145073,1.87236482,0.02371455,0.12201725,0.02294580,0.94974338,0.45481124,0.53298943,0.49257713,0.05797450
-4.89544772,1.76095339,0.02360544,0.11400543,0.02286801,0.90042358,0.43279514,0.49031528,0.46642902,0.05503741
-4.88944472,1.65195600,0.02334777,0.10626488,0.02266356,0.85164313,0.41060560,0.44964762,0.44038263,0.05210000
-4.88344172,1.54574472,0.02294444,0.09881893,0.02233186,0.80353176,0.38836126,0.41113381,0.41456975,0.04917114
-4.87743872,1.44263877,0.02240146,0.09168772,0.02187527,0.75621917,0.36618709,0.37486696,0.38911899,0.04625980
-4.87143572,1.34291991,0.02172767,0.08488943,0.02129913,0.70984205,0.34421503,0.34089300,0.36415763,0.04337537
-4.86543272,1.24684582,0.02093448,0.07844128,0.02061158,0.66454909,0.32258386,0.30921836,0.33981281,0.04052794
-4.85942971,1.15466076,0.02003555,0.07236022,0.01982328,0.62050390,0.30143818,0.27981771,0.31621195,0.03772838
-4.85342671,1.06660302,0.01904629,0.06666332,0.01894711,0.57788573,0.28092662,0.25264148,0.29348256,0.03498832
-4.84742371,0.98290904,0.01798340,0.06136795,0.01799772,0.53688797,0.26119925,0.22762276,0.27175112,0.03232006
-4.84142071,0.90381423,0.01686436,0.05649160,0.01699110,0.49771484,0.24240444,0.20468337,0.25114148,0.02973633
-4.83541771,0.82955097,0.01570692,0.05205154,0.01594408,0.46057641,0.22468533,0.18373903,0.23177264,0.02725000
-4.82941471,0.76034425,0.01452858,0.04806434,0.01487382,0.42568259,0.20817603,0.16470355,0.21375617,0.02487374
-4.82341171,0.69640572,0.01334613,0.04454526,0.01379735,0.39323633,0.19299778,0.14749210,0.19719354,0.02261970
-4.81740870,0.63792675,0.01217526,0.04150758,0.01273111,0.36342678,0.17925539,0.13202360,0.18217330,0.02049912
-4.81140570,0.58507134,0.01103019,0.03896192,0.01169056,0.33642257,0.16703392,0.11822248,0.16876866,0.01852206
-4.80540270,0.53796961,0.00992345,0.03691568,0.01068986,0.31236591,0.15639600,0.10601987,0.15703517,0.01669713
-4.79939970,0.49671229,0.00886566,0.03537248,0.00974156,0.29136763,0.14737971,0.09535442,0.14700907,0.01503130
-4.79339670,0.46134684,0.00786542,0.03433171,0.00885649,0.27350352,0.13999728,0.08617293,0.13870615,0.01352980
-4.78739370,0.43187550,0.00692933,0.03378827,0.00804356,0.25881214,0.13423460,0.07843094,0.13212118,0.01219606
-4.78139070,0.40825539,0.00606198,0.03373242,0.00730979,0.24729415,0.13005150,0.07209339,0.12722808,0.01103176
-4.77538769,0.39040073,0.00526609,0.03414973,0.00666032,0.23891309,0.12738291,0.06713538,0.12398073,0.01003696
-4.76938469,0.37818712,0.00454268,0.03502120,0.00609844,0.23359771,0.12614083,0.06354314,0.12231439,0.00921020
-4.76338169,0.37145753,0.00389120,0.03632352,0.00562579,0.23124544,0.12621693,0.06131523,0.12214763,0.00854875
-4.75737869,0.37002982,0.00330982,0.03802939,0.00524247,0.23172696,0.12748590,0.06046378,0.12338478,0.00804882
-4.75137569,0.37370520,0.00279563,0.04010795,0.00494723,0.23489156,0.12980917,0.06101592,0.12591871,0.00770579
-4.74537269,0.38227731,0.00234486,0.04252529,0.00473768,0.24057297,0.13303914,0.06301507,0.12963379,0.00751442
-4.73936968,0.39554126,0.00195313,0.04524496,0.00461046,0.24859543,0.13702356,0.06652208,0.13440904,0.00746911
-4.73336668,0.41330220,0.00161564,0.04822855,0.00456145,0.25877952,0.14161001,0.07161611,0.14012122,0.00756399
-4.72736368,0.43538278,0.00132738,0.05143618,0.00458593,0.27094772,0.14665025,0.07839486,0.14664771,0.00779315
-4.72136068,0.46162918,0.00108330,0.05482706,0.00467874,0.28492907,0.15200439,0.08697424,0.15386923,0.00815065
-4.71535768,0.49191496,0.00087843,0.05835995,0.00483440,0.30056304,0.15754458,0.09748715,0.16167208,0.00863060
-4.70935468,0.52614271,0.00070798,0.06199352,0.00504725,0.31770210,0.16315806,0.11008122,0.16994998,0.00922710
-4.70335168,0.56424295,0.00056746,0.06568672,0.00531150,0.33621303,0.16874968,0.12491544,0.17860534,0.00993424
-4.69734867,0.60617022,0.00045273,0.06939901,0.00562134,0.35597681,0.17424340,0.14215564,0.18755001,0.01074592
-4.69134567,0.65189634,0.00036001,0.07309054,0.00597095,0.37688706,0.17958304,0.16196857,0.19670536,0.01165578
-4.68534267,0.70140094,0.00028594,0.07672228,0.00635452,0.39884721,0.18473201,0.18451487,0.20600187,0.01265698
-4.67933967,0.75465953,0.00022752,0.08025607,0.00676634,0.42176635,0.18967220,0.20994083,0.21537814,0.01374207
-4.67333667,0.81162951,0.00018219,0.08365466,0.00720071,0.44555418,0.19440187,0.23836921,0.22477950,0.01490278
-4.66733367,0.87223472,0.00014770,0.08688174,0.00765203,0.47011522,0.19893292,0.26988933,0.23415624,0.01612988
-4.66133067,0.93634930,0.00012217,0.08990198,0.00811476,0.49534265,0.20328732,0.30454676,0.24346158,0.01741303
-4.65532766,1.00378152,0.00010402,0.09268117,0.00858343,0.52111223,0.20749326,0.34233304,0.25264961,0.01874068
-4.64932466,1.07425863,0.00009192,0.09518631,0.00905264,0.54727664,0.21158094,0.38317583,0.26167319,0.02010005
-4.64332166,1.14741360,0.00008478,0.09738591,0.00951708,0.57366066,0.21557832,0.42693014,0.27048205,0.02147710
