energy_ev,total_up,Mn_p_up,Mn_d_up,N_s_up,N_p_up,Ru_p_up,Ru_d_up,Te_p_up,Te_d_up
-5.81390695,2.58199098,0.82949365,0.36245741,0.00396969,0.36096158,0.89700155,0.85651588,1.17434885,0.00000000
-5.80790395,2.60090871,0.83654957,0.36546243,0.00420594,0.36813950,0.89823021,0.86610812,1.18094640,0.00000000
-5.80190095,2.61715000,0.84213419,0.36868712,0.00448385,0.37486930,0.90032225,0.87345527,1.18610440,0.00000000
-5.79589795,2.63003641,0.84603405,0.37206035,0.00479885,0.38104324,0.90307521,0.87833133,1.18953332,0.00000000
-5.78989495,2.63901858,0.84808216,0.37552758,0.00514585,0.38657189,0.90627750,0.88058141,1.19100377,0.00000000
-5.78389195,2.64370251,0.84816646,0.37905388,0.00551925,0.39138650,0.90971902,0.88012965,1.19035879,0.00000000
-5.77788894,2.64386847,0.84623619,0.38262582,0.00591302,0.39544063,0.91320124,0.87698359,1.18752278,0.00000000
-5.77188594,2.63948200,0.84230577,0.38625233,0.00632081,0.39871080,0.91654658,0.87123505,1.18250688,0.00000000
-5.76588294,2.63069679,0.83645614,0.38996434,0.00673600,0.40119638,0.91960673,0.86305747,1.17541066,0.00000000
-5.75987994,2.61785002,0.82883372,0.39381350,0.00715186,0.40291880,0.92226963,0.85270003,1.16642016,0.00000000
-5.75387694,2.60145074,0.81964696,0.39786988,0.00756171,0.40392013,0.92446510,0.84047894,1.15580266,0.00000000
-5.74787394,2.58216219,0.80916084,0.40221907,0.00795903,0.40426131,0.92616883,0.82676650,1.14389855,0.00000000
-5.74187094,2.56077952,0.79768962,0.40695856,0.00833765,0.40402004,0.92740487,0.81197837,1.13111067,0.00000000
-5.73586793,2.53820389,0.78558817,0.41219391,0.00869185,0.40328859,0.92824640,0.79655997,1.11789184,0.00000000
-5.72986493,2.51541435,0.77324228,0.41803461,0.00901659,0.40217154,0.92881503,0.78097241,1.10473114,0.00000000
-5.72386193,2.49343872,0.76105826,0.42459000,0.00930754,0.40078357,0.92927851,0.76567873,1.09213929,0.00000000
-5.71785893,2.47332442,0.74945227,0.43196531,0.00956125,0.39924735,0.92984694,0.75113083,1.08063395,0.00000000
-5.71185593,2.45611018,0.73883958,0.44025791,0.00977519,0.39769149,0.93076764,0.73775765,1.07072510,0.00000000
-5.70585293,2.44279919,0.72962413,0.44955397,0.00994779,0.39624862,0.93231871,0.72595487,1.06290103,0.00000000
-5.69984992,2.43433421,0.72218846,0.45992546,0.01007847,0.39505337,0.93480135,0.71607618,1.05761523,0.00000000
-5.69384692,2.43157486,0.71688434,0.47142761,0.01016760,0.39424036,0.93853125,0.70842643,1.05527425,0.00000000
-5.68784392,2.43527718,0.71402406,0.48409675,0.01021644,0.39394205,0.94382897,0.70325645,1.05622691,0.00000000
-5.68184092,2.44607548,0.71387267,0.49794857,0.01022704,0.39428633,0.95100970,0.70075943,1.06075479,0.00000000
-5.67583792,2.46446648,0.71664102,0.51297680,0.01020216,0.39539389,0.96037251,0.70106885,1.06906411,0.00000000
-5.66983492,2.49079557,0.72247996,0.52915221,0.01014508,0.39737536,0.97218931,0.70425752,1.08127916,0.00000000
-5.66383192,2.52524531,0.73147547,0.54642185,0.01005951,0.40032809,0.98669394,0.71033777,1.09743725,0.00000000
-5.65782891,2.56782618,0.74364511,0.56470873,0.00994940,0.40433284,1.00407152,0.71926237,1.11748529,0.00000000
-5.65182591,2.61836971,0.75893560,0.58391163,0.00981877,0.40945034,1.02444844,0.73092621,1.14127802,0.00000000
-5.64582291,2.67652421,0.77722181,0.60390526,0.00967163,0.41571788,1.04788339,0.74516849,1.16857812,0.00000000
-5.63981991,2.74175347,0.79830723,0.62454067,0.00951177,0.42314618,1.07435964,0.76177547,1.19905811,0.00000000
-5.63381691,2.81333878,0.82192588,0.64564601,0.00934271,0.43171658,1.10377895,0.78048370,1.23230424,0.00000000
-5.62781391,2.89038459,0.84774585,0.66702753,0.00916756,0.44137890,1.13595740,0.80098383,1.26782239,0.00000000
-5.62181091,2.97182824,0.87537447,0.68847111,0.00898900,0.45205002,1.17062337,0.82292499,1.30504602,0.00000000
-5.61580790,3.05645397,0.90436502,0.70974410,0.00880918,0.46361351,1.20741791,0.84591994,1.34334602,0.00000000
-5.60980490,3.14291144,0.93422505,0.73059773,0.00862979,0.47592021,1.24589761,0.86955101,1.38204256,0.00000000
-5.60380190,3.22973866,0.96442602,0.75077004,0.00845196,0.48879009,1.28554006,0.89337687,1.42041859,0.00000000
-5.59779890,3.31538928,0.99441423,0.76998930,0.00827640,0.50201523,1.32575197,0.91694023,1.45773476,0.00000000
-5.59179590,3.39826374,1.02362272,0.78797813,0.00810336,0.51536400,1.36587970,0.93977644,1.49324556,0.00000000
-5.58579290,3.47674366,1.05148382,0.80445806,0.00793271,0.52858628,1.40522220,0.96142284,1.52621608,0.00000000
-5.57978989,3.54922873,1.07744210,0.81915464,0.00776406,0.54141959,1.44304600,0.98142881,1.55593912,0.00000000
-5.57378689,3.61417513,1.10096724,0.83180307,0.00759676,0.55359595,1.47860194,0.99936617,1.58175205,0.00000000
-5.56778389,3.67013422,1.12156655,0.84215404,0.00743001,0.56484910,1.51114321,1.01483985,1.60305290,0.00000000
-5.56178089,3.71579033,1.13879668,0.84997982,0.00726292,0.57492202,1.53994413,1.02749828,1.61931523,0.00000000
-5.55577789,3.74999643,1.15227414,0.85508039,0.00709461,0.58357418,1.56431927,1.03704333,1.63010129,0.00000000
-5.54977489,3.77180640,1.16168436,0.85728931,0.00692421,0.59058841,1.58364214,1.04323934,1.63507299,0.00000000
-5.54377189,3.78050258,1.16678901,0.85647928,0.00675095,0.59577714,1.59736298,1.04592085,1.63400034,0.00000000
-5.53776888,3.77561781,1.16743127,0.85256694,0.00657420,0.59898755,1.60502497,1.04499884,1.62676711,0.00000000
-5.53176588,3.75695095,1.16353901,0.84551697,0.00639347,0.60010573,1.60627828,1.04046497,1.61337355,0.00000000
-5.52576288,3.72457520,1.15512574,0.83534500,0.00620847,0.59905939,1.60089148,1.03239382,1.59393601,0.00000000
-5.51975988,3.67883901,1.14228931,0.82211934,0.00601909,0.59581938,1.58875985,1.02094276,1.56868358,0.00000000
-5.51375688,3.62035935,1.12520854,0.80596133,0.00582540,0.59039968,1.56991013,1.00634961,1.53795186,0.00000000
-5.50775388,3.55000753,1.10413774,0.78704418,0.00562770,0.58285613,1.54450168,0.98892787,1.50217407,0.00000000
-5.50175088,3.46888797,1.07939949,0.76559034,0.00542643,0.57328393,1.51282375,0.96905977,1.46186980,0.00000000
-5.49574787,3.37831056,1.05137582,0.74186734,0.00522222,0.56181401,1.47528897,0.94718720,1.41763176,0.00000000
-5.48974487,3.27975745,1.02049804,0.71618226,0.00501585,0.54860852,1.43242319,0.92380089,1.37011097,0.00000000
-5.48374187,3.17484521,0.98723565,0.68887490,0.00480824,0.53385561,1.38485200,0.89942790,1.32000076,0.00000000
-5.47773887,3.06528360,0.95208446,0.66030992,0.00460040,0.51776373,1.33328431,0.87461798,1.26802006,0.00000000
-5.47173587,2.95283187,0.91555445,0.63086814,0.00439343,0.50055570,1.27849353,0.84992902,1.21489645,0.00000000
-5.46573287,2.83925413,0.87815744,0.60093730,0.00418852,0.48246262,1.22129696,0.82591199,1.16134931,0.00000000
-5.45972986,2.72627470,0.84039519,0.57090253,0.00398685,0.46371805,1.16253403,0.80309570,1.10807357,0.00000000
-5.45372686,2.61553484,0.80274782,0.54113701,0.00378963,0.44455233,1.10304421,0.78197200,1.05572434,0.00000000
-5.44772386,2.50855195,0.76566326,0.51199286,0.00359805,0.42518745,1.04364515,0.76298146,1.00490286,0.00000000
-5.44172086,2.40668225,0.72954767,0.48379276,0.00341321,0.40583239,0.98511193,0.74650024,0.95614404,0.00000000
-5.43571786,2.31108806,0.69475711,0.45682258,0.00323617,0.38667909,0.92815798,0.73282833,0.90990577,0.00000000
-5.42971486,2.22271045,0.66159085,0.43132504,0.00306784,0.36789911,0.87341831,0.72217963,0.86656046,0.00000000
-5.42371186,2.14224810,0.63028625,0.40749489,0.00290902,0.34964100,0.82143550,0.71467417,0.82638877,0.00000000
-5.41770885,2.07014307,0.60101545,0.38547545,0.00276030,0.33202842,0.77264907,0.71033279,0.78957582,0.00000000
-5.41170585,2.00657382,0.57388396,0.36535688,0.00262213,0.31515898,0.72738815,0.70907461,0.75620996,0.00000000
-5.40570285,1.95145594,0.54893121,0.34717599,0.00249473,0.29910381,0.68586805,0.71071738,0.72628413,0.00000000
-5.39969985,1.90445063,0.52613295,0.33091771,0.00237809,0.28390791,0.64819035,0.71498102,0.69969981,0.00000000
-5.39369685,1.86498079,0.50540555,0.31651807,0.00227203,0.26959110,0.61434671,0.72149424,0.67627349,0.00000000
-5.38769385,1.83225440,0.48661195,0.30386864,0.00217611,0.25614965,0.58422600,0.72980433,0.65574543,0.00000000
-5.38169085,1.80529457,0.46956914,0.29282213,0.00208970,0.24355852,0.55762449,0.73938981,0.63779058,0.00000000
-5.37568784,1.78297529,0.45405691,0.28319914,0.00201201,0.23177401,0.53425855,0.74967572,0.62203125,0.00000000
-5.36968484,1.76406191,0.43982751,0.27479553,0.00194206,0.22073697,0.51377946,0.76005116,0.60805117,0.00000000
-5.36368184,1.74725481,0.42661593,0.26739048,0.00187876,0.21037618,0.49578954,0.76988835,0.59541047,0.00000000
-5.35767884,1.73123495,0.41415040,0.26075465,0.00182093,0.20061206,0.47985923,0.77856280,0.58366111,0.00000000
-5.35167584,1.71470942,0.40216264,0.25465829,0.00176735,0.19136030,0.46554413,0.78547367,0.57236216,0.00000000
-5.34567284,1.69645549,0.39039768,0.24887904,0.00171678,0.18253558,0.45240168,0.79006359,0.56109440,0.00000000
-5.33966983,1.67536139,0.37862260,0.24320908,0.00166803,0.17405501,0.44000666,0.79183719,0.54947369,0.00000000
-5.33366683,1.65046231,0.36663413,0.23746140,0.00161998,0.16584127,0.42796510,0.79037756,0.53716277,0.00000000
-5.32766383,1.62097022,0.35426468,0.23147507,0.00157162,0.15782533,0.41592609,0.78535993,0.52388077,0.00000000
-5.32166083,1.58629649,0.34138664,0.22511924,0.00152209,0.14994865,0.40359117,0.77656204,0.50941042,0.00000000
-5.31565783,1.54606651,0.32791495,0.21829585,0.00147069,0.14216477,0.39072108,0.76387077,0.49360257,0.00000000
-5.30965483,1.50012590,0.31380772,0.21094103,0.00141693,0.13444035,0.37713982,0.74728476,0.47637799,0.00000000
-5.30365183,1.44853840,0.29906516,0.20302512,0.00136047,0.12675546,0.36273589,0.72691306,0.45772639,0.00000000
-5.29764882,1.39157576,0.28372687,0.19455149,0.00130121,0.11910334,0.34746106,0.70296980,0.43770304,0.00000000
-5.29164582,1.32970042,0.26786766,0.18555420,0.00123920,0.11148965,0.33132673,0.67576537,0.41642302,0.00000000
-5.28564282,1.26354211,0.25159236,0.17609474,0.00117468,0.10393108,0.31439841,0.64569446,0.39405359,0.00000000
-5.27963982,1.19386957,0.23502966,0.16625803,0.00110804,0.09645377,0.29678850,0.61322163,0.37080519,0.00000000
-5.27363682,1.12155902,0.21832563,0.15614786,0.00103979,0.08909136,0.27864801,0.57886521,0.34692137,0.00000000
-5.26763382,1.04756091,0.20163696,0.14588210,0.00097056,0.08188286,0.26015768,0.54318010,0.32266842,0.00000000
-5.26163082,0.97286640,0.18512447,0.13558781,0.00090101,0.07487065,0.24151879,0.50674043,0.29832499,0.00000000
-5.25562781,0.89847523,0.16894707,0.12539656,0.00083188,0.06809838,0.22294429,0.47012271,0.27417224,0.00000000
-5.24962481,0.82536616,0.15325643,0.11544009,0.00076389,0.06160923,0.20465060,0.43389011,0.25048502,0.00000000
-5.24362181,0.75447099,0.13819250,0.10584644,0.00069774,0.05544430,0.18685028,0.39857857,0.22752426,0.00000000
-5.23761881,0.68665321,0.12388018,0.09673677,0.00063411,0.04964145,0.16974598,0.36468493,0.20553094,0.00000000
-5.23161581,0.62269145,0.11042690,0.08822281,0.00057359,0.04423444,0.15352569,0.33265758,0.18472175,0.00000000
-5.22561281,0.56326830,0.09792151,0.08040513,0.00051672,0.03925252,0.13835955,0.30288959,0.16528642,0.00000000
-5.21960980,0.50896416,0.08643398,0.07337206,0.00046393,0.03472032,0.12439797,0.27571448,0.14738687,0.00000000
-5.21360680,0.46025601,0.07601623,0.06719934,0.00041557,0.03065820,0.11177122,0.25140440,0.13115779,0.00000000
-5.20760380,0.41752045,0.06670366,0.06195033,0.00037187,0.02708281,0.10059024,0.23017049,0.11670875,0.00000000
-5.20160080,0.38104043,0.05851736,0.05767682,0.00033299,0.02400798,0.09094846,0.21216516,0.10412735,0.00000000
-5.19559780,0.35101489,0.05146677,0.05442013,0.00029898,0.02144577,0.08292448,0.19748600,0.09348326,0.00000000
-5.18959480,0.32757036,0.04555260,0.05221253,0.00026982,0.01940757,0.07658530,0.18618074,0.08483283,0.00000000
-5.18359180,0.31077379,0.04076994,0.05107885,0.00024540,0.01790536,0.07198982,0.17825310,0.07822389,0.00000000
-5.17758879,0.30064575,0.03711115,0.05103805,0.00022557,0.01695273,0.06919247,0.17366902,0.07370054,0.00000000
-5.17158579,0.29717325,0.03456864,0.05210471,0.00021011,0.01656598,0.06824650,0.17236303,0.07130747,0.00000000
-5.16558279,0.30032142,0.03313720,0.05429036,0.00019875,0.01676483,0.06920694,0.17424437,0.07109374,0.00000000
-5.15957979,0.31004369,0.03281594,0.05760450,0.00019123,0.01757303,0.07213284,0.17920279,0.07311570,0.00000000
-5.15357679,0.32628976,0.03360957,0.06205527,0.00018723,0.01901853,0.07708872,0.18711367,0.07743877,0.00000000
-5.14757379,0.34901130,0.03552910,0.06764975,0.00018643,0.02113337,0.08414502,0.19784251,0.08413815,0.00000000
-5.14157079,0.37816500,0.03859188,0.07439380,0.00018854,0.02395317,0.09337760,0.21124860,0.09329818,0.00000000
-5.13556778,0.41371296,0.04282102,0.08229147,0.00019325,0.02751623,0.10486610,0.22718786,0.10501048,0.00000000
-5.12956478,0.45562047,0.04824402,0.09134403,0.00020028,0.03186219,0.11869118,0.24551499,0.11937078,0.00000000
-5.12356178,0.50385138,0.05489096,0.10154857,0.00020935,0.03703037,0.13493083,0.26608482,0.13647451,0.00000000
-5.11755878,0.55836125,0.06279210,0.11289635,0.00022024,0.04305776,0.15365569,0.28875300,0.15641147,0.00000000
-5.11155578,0.61908872,0.07197494,0.12537085,0.00023274,0.04997671,0.17492365,0.31337623,0.17925953,0.00000000
-5.10555278,0.68594565,0.08246114,0.13894577,0.00024670,0.05781241,0.19877386,0.33981202,0.20507780,0.00000000
-5.09954977,0.75880636,0.09426309,0.15358295,0.00026197,0.06658029,0.22522043,0.36791820,0.23389949,0.00000000
-5.09354677,0.83749688,0.10738047,0.16923047,0.00027848,0.07628331,0.25424611,0.39755238,0.26572473,0.00000000
-5.08754377,0.92178470,0.12179701,0.18582105,0.00029619,0.08690949,0.28579617,0.42857138,0.30051388,0.00000000
-5.08154077,1.01136976,0.13747745,0.20327077,0.00031509,0.09842948,0.31977290,0.46083094,0.33818150,0.00000000
-5.07553777,1.10587731,0.15436496,0.22147841,0.00033525,0.11079468,0.35603104,0.49418581,0.37859145,0.00000000
-5.06953477,1.20485344,0.17237923,0.24032547,0.00035674,0.12393564,0.39437437,0.52849023,0.42155349,0.00000000
-5.06353177,1.30776351,0.19141525,0.25967688,0.00037972,0.13776113,0.43455378,0.56359911,0.46682156,0.00000000
-5.05752876,1.41399430,0.21134305,0.27938257,0.00040436,0.15215794,0.47626712,0.59936981,0.51409410,0.00000000
-5.05152576,1.52285971,0.23200836,0.29927990,0.00043089,0.16699130,0.51916086,0.63566453,0.56301651,0.00000000
-5.04552276,1.63361048,0.25323432,0.31919684,0.00045956,0.18210621,0.56283383,0.67235337,0.61318582,0.00000000
-5.03951976,1.74544748,0.27482423,0.33895587,0.00049065,0.19732956,0.60684286,0.70931782,0.66415754,0.00000000
-5.03351676,1.85753850,0.29656536,0.35837857,0.00052448,0.21247301,0.65071050,0.74645468,0.71545459,0.00000000
-5.02751376,1.96903776,0.31823354,0.37729051,0.00056136,0.22733667,0.69393432,0.78367999,0.76657800,0.00000000
-5.02151076,2.07910753,0.33959875,0.39552644,0.00060161,0.24171339,0.73599789,0.82093297,0.81701910,0.00000000
-5.01550775,2.18694100,0.36043114,0.41293539,0.00064554,0.25539362,0.77638280,0.85817944,0.86627273,0.00000000
-5.00950475,2.29178527,0.38050757,0.42938552,0.00069344,0.26817058,0.81458156,0.89541470,0.91385096,0.00000000
-5.00350175,2.39296353,0.39961825,0.44476840,0.00074556,0.27984567,0.85011067,0.93266536,0.95929682,0.00000000
-4.99749875,2.48989531,0.41757329,0.45900257,0.00080208,0.29023390,0.88252368,0.96999008,1.00219749,0.00000000
-4.99149575,2.58211386,0.43420891,0.47203602,0.00086312,0.29916904,0.91142340,1.00747896,1.04219629,0.00000000
-4.98549275,2.66927976,0.44939294,0.48384762,0.00092872,0.30650848,0.93647307,1.04525152,1.07900311,0.00000000
-4.97948974,2.75119011,0.46302947,0.49444726,0.00099881,0.31213741,0.95740589,1.08345321,1.11240275,0.00000000
-4.97348674,2.82778283,0.47506238,0.50387473,0.00107319,0.31597228,0.97403256,1.12225062,1.14226071,0.00000000
-4.96748374,2.89913588,0.48547756,0.51219739,0.00115156,0.31796342,0.98624655,1.16182546,1.16852646,0.00000000
-4.96148074,2.96546136,0.49430369,0.51950668,0.00123347,0.31809660,0.99402678,1.20236759,1.19123372,0.00000000
-4.95547774,3.02709482,0.50161155,0.52591372,0.00131835,0.31639354,0.99743783,1.24406746,1.21049793,0.00000000
-4.94947474,3.08448027,0.50751171,0.53154414,0.00140550,0.31291140,0.99662736,1.28710821,1.22651102,0.00000000
-4.94347174,3.13815157,0.51215085,0.53653247,0.00149407,0.30774113,0.99182109,1.33165787,1.23953357,0.00000000
-4.93746873,3.18871097,0.51570658,0.54101637,0.00158315,0.30100489,0.98331544,1.37786204,1.24988481,0.00000000
-4.93146573,3.23680574,0.51838114,0.54513090,0.00167171,0.29285251,0.97146806,1.42583719,1.25793079,0.00000000
-4.92546273,3.28310384,0.52039400,0.54900327,0.00175866,0.28345730,0.95668675,1.47566504,1.26407118,0.00000000
-4.91945973,3.32826948,0.52197378,0.55274810,0.00184287,0.27301109,0.93941705,1.52738814,1.26872523,0.00000000
-4.91345673,3.37293937,0.52334969,0.55646354,0.00192321,0.26171903,0.92012903,1.58100658,1.27231737,0.00000000
-4.90745373,3.41770051,0.52474277,0.56022839,0.00199859,0.24979397,0.89930371,1.63647603,1.27526295,0.00000000
-4.90145073,3.46306998,0.52635739,0.56410011,0.00206796,0.23745101,0.87741965,1.69370697,1.27795463,0.00000000
-4.89544772,3.50947727,0.52837324,0.56811397,0.00213037,0.22490195,0.85494008,1.75256479,1.28074974,0.00000000
-4.88944472,3.55724940,0.53093804,0.57228308,0.00218498,0.21235028,0.83230101,1.81287077,1.28395910,0.00000000
-4.88344172,3.60659901,0.53416149,0.57659935,0.00223109,0.19998648,0.80990065,1.87440356,1.28783752,0.00000000
-4.87743872,3.65761557,0.53811047,0.58103512,0.00226818,0.18798400,0.78809054,1.93690099,1.29257622,0.00000000
-4.87143572,3.71025955,0.54280575,0.58554530,0.00229589,0.17649588,0.76716841,2.00006189,1.29829729,0.00000000
-4.86543272,3.76435961,0.54822048,0.59006990,0.00231403,0.16565218,0.74737317,2.06354789,1.30505035,0.00000000
-4.85942971,3.81961252,0.55428036,0.59453665,0.00232260,0.15555814,0.72888179,2.12698503,1.31281134,0.00000000
-4.85342671,3.87558596,0.56086551,0.59886362,0.00232176,0.14629324,0.71180838,2.18996511,1.32148345,0.00000000
-4.84742371,3.93172376,0.56781419,0.60296174,0.00231183,0.13791092,0.69620516,2.25204697,1.33090010,0.00000000
-4.84142071,3.98735379,0.57492792,0.60673692,0.00229324,0.13043913,0.68206525,2.31275768,1.34082983,0.00000000
-4.83541771,4.04169817,0.58197807,0.61009201,0.00226656,0.12388149,0.66932714,2.37159400,1.35098286,0.00000000
-4.82941471,4.09388592,0.58871353,0.61292830,0.00223244,0.11821905,0.65788055,2.42802425,1.36101935,0.00000000
-4.82341171,4.14296792,0.59486921,0.61514679,0.00219155,0.11341253,0.64757339,2.48149092,1.37055880,0.00000000
-4.81740870,4.18793402,0.60017509,0.61664923,0.00214465,0.10940488,0.63821964,2.53141426,1.37919077,0.00000000
-4.81140570,4.22773234,0.60436534,0.61733897,0.00209245,0.10612424,0.62960773,2.57719720,1.38648623,0.00000000
-4.80540270,4.26129045,0.60718735,0.61712184,0.00203568,0.10348695,0.62150923,2.61823167,1.39200963,0.00000000
-4.79939970,4.28753826,0.60841019,0.61590710,0.00197504,0.10140067,0.61368749,2.65390648,1.39533123,0.00000000
-4.79339670,4.30543215,0.60783223,0.61360848,0.00191116,0.09976752,0.60590608,2.68361687,1.39603944,0.00000000
-4.78739370,4.31398011,0.60528771,0.61014561,0.00184464,0.09848708,0.59793660,2.70677552,1.39375282,0.00000000
-4.78139070,4.31226710,0.60065198,0.60544561,0.00177600,0.09745922,0.58956592,2.72282496,1.38813152,0.00000000
-4.77538769,4.29948018,0.59384528,0.59944503,0.00170572,0.09658673,0.58060242,2.73125095,1.37888778,0.00000000
-4.76938469,4.27493263,0.58483497,0.59209206,0.00163421,0.09577767,0.57088129,2.73159651,1.36579523,0.00000000
-4.76338169,4.23808617,0.57363614,0.58334885,0.00156183,0.09494740,0.56026861,2.72347618,1.34869663,0.00000000
-4.75737869,4.18857081,0.56031070,0.57319392,0.00148890,0.09402026,0.54866439,2.70658973,1.32750988,0.00000000
-4.75137569,4.12620113,0.54496505,0.56162446,0.00141571,0.09293094,0.53600428,2.68073508,1.30223202,0.00000000
-4.74537269,4.05098863,0.52774634,0.54865842,0.00134251,0.09162541,0.52226020,2.64581947,1.27294099,0.00000000
-4.73936968,3.96314926,0.50883772,0.53433608,0.00126955,0.09006159,0.50743971,2.60186859,1.23979518,0.00000000
-4.73336668,3.86310578,0.48845258,0.51872115,0.00119705,0.08820958,0.49158443,2.54903306,1.20303057,0.00000000
-4.72736368,3.75148453,0.46682822,0.50190102,0.00112524,0.08605157,0.47476743,2.48759174,1.16295552,0.00000000
-4.72136068,3.62910641,0.44421899,0.48398632,0.00105436,0.08358144,0.45708978,2.41795170,1.11994341,0.00000000
-4.71535768,3.49697234,0.42088937,0.46510950,0.00098462,0.08080407,0.43867641,2.34064452,1.07442323,0.00000000
-4.70935468,3.35624322,0.39710698,0.44542251,0.00091625,0.07773441,0.41967141,2.25631901,1.02686845,0.00000000
-4.70335168,3.20821516,0.37313601,0.42509373,0.00084949,0.07439628,0.40023302,2.16573026,0.97778451,0.00000000
-4.69734867,3.05429051,0.34923094,0.40430396,0.00078457,0.07082102,0.38052834,2.06972557,0.92769535,0.00000000
-4.69134567,2.89594583,0.32563104,0.38324201,0.00072171,0.06704607,0.36072802,1.96922734,0.87712951,0.00000000
-4.68534267,2.73469765,0.30255554,0.36209970,0.00066112,0.06311341,0.34100119,1.86521371,0.82660618,0.00000000
-4.67933967,2.57206740,0.28019969,0.34106670,0.00060301,0.05906801,0.32151054,1.75869757,0.77662182,0.00000000
-4.67333667,2.40954664,0.25873170,0.32032543,0.00054756,0.05495626,0.30240799,1.65070450,0.72763785,0.00000000
-4.66733367,2.24856390,0.23829070,0.30004616,0.00049493,0.05082457,0.28383089,1.54225068,0.68006968,0.00000000
-4.66133067,2.09045418,0.21898556,0.28038261,0.00044524,0.04671800,0.26589884,1.43432130,0.63427779,0.00000000
-4.65532766,1.93643232,0.20089473,0.26146821,0.00039860,0.04267906,0.24871140,1.32785045,0.59056081,0.00000000
-4.64932466,1.78757100,0.18406688,0.24341325,0.00035507,0.03874672,0.23234651,1.22370296,0.54915108,0.00000000
-4.64332166,1.64478407,0.16852236,0.22630291,0.00031469,0.03495562,0.21685980,1.12265901,0.51021268,0.00000000
