energy_ev,total_up,C_s_up,C_p_up,Cu_p_up,Cu_d_up,Re_p_up,Re_d_up,Te_p_up,Te_d_up
-5.75987994,6.06088668,0.04542844,0.54594625,1.07783337,0.83750798,2.40146851,2.05212868,2.70812634,0.00000000
-5.75387694,6.14239766,0.04685721,0.55316140,1.08916921,0.84300270,2.41717686,2.09004578,2.73950541,0.00000000
-5.74787394,6.22001370,0.04825843,0.56058693,1.09988883,0.84757946,2.43157924,2.12811735,2.76808518,0.00000000
-5.74187094,6.29343418,0.04962120,0.56808419,1.10999026,0.85133000,2.44479379,2.16600198,2.79397776,0.00000000
-5.73586793,6.36247422,0.05093452,0.57552464,1.11949223,0.85436598,2.45698149,2.20337099,2.81735527,0.00000000
-5.72986493,6.42703539,0.05218723,0.58278964,1.12842820,0.85681205,2.46833019,2.23990485,2.83843035,0.00000000
-5.72386193,6.48707379,0.05336803,0.58977019,1.13683985,0.85879841,2.47903826,2.27528928,2.85743545,0.00000000
-5.71785893,6.54256770,0.05446559,0.59636642,1.14477047,0.86045314,2.48929906,2.30921155,2.87460224,0.00000000
-5.71185593,6.59348722,0.05546852,0.60248716,1.15225872,0.86189481,2.49928686,2.34135762,2.89014238,0.00000000
-5.70585293,6.63976779,0.05636558,0.60804953,1.15933305,0.86322579,2.50914493,2.37141052,2.90423069,0.00000000
-5.69984992,6.68128958,0.05714580,0.61297863,1.16600715,0.86452648,2.51897641,2.39905048,2.91699173,0.00000000
-5.69384692,6.71786385,0.05779866,0.61720741,1.17227663,0.86585099,2.52883809,2.42395699,2.92849042,0.00000000
-5.68784392,6.74922719,0.05831437,0.62067678,1.17811714,0.86722430,2.53873737,2.44581297,2.93872709,0.00000000
-5.68184092,6.77504373,0.05868408,0.62333575,1.18348386,0.86864099,2.54863222,2.46431089,2.94763708,0.00000000
-5.67583792,6.79491495,0.05890019,0.62514184,1.18831236,0.87006573,2.55843373,2.47916067,2.95509464,0.00000000
-5.66983492,6.80839609,0.05895659,0.62606147,1.19252068,0.87143529,2.56801096,2.49009887,2.96092055,0.00000000
-5.66383192,6.81501774,0.05884898,0.62607039,1.19601249,0.87266186,2.57719736,2.49689859,2.96489290,0.00000000
-5.65782891,6.81431097,0.05857505,0.62515409,1.19868083,0.87363769,2.58579817,2.49937953,2.96675997,0.00000000
-5.65182591,6.80583386,0.05813474,0.62330793,1.20041247,0.87424038,2.59359819,2.49741741,2.96625434,0.00000000
-5.64582291,6.78919777,0.05753032,0.62053724,1.20109231,0.87433885,2.60036927,2.49095213,2.96310721,0.00000000
-5.63981991,6.76409127,0.05676652,0.61685702,1.20060768,0.87379945,2.60587707,2.47999401,2.95706206,0.00000000
-5.63381691,6.73030027,0.05585050,0.61229143,1.19885234,0.87249198,2.60988677,2.46462762,2.94788680,0.00000000
-5.62781391,6.68772318,0.05479177,0.60687299,1.19572986,0.87029528,2.61216746,2.44501287,2.93538381,0.00000000
-5.62181091,6.63638024,0.05360208,0.60064149,1.19115641,0.86710230,2.61249522,2.42138308,2.91939756,0.00000000
-5.61580790,6.57641683,0.05229512,0.59364271,1.18506278,0.86282429,2.61065498,2.39404019,2.89981954,0.00000000
-5.60980490,6.50810078,0.05088629,0.58592696,1.17739573,0.85739417,2.60644141,2.36334721,2.87659060,0.00000000
-5.60380190,6.43181441,0.04939231,0.57754760,1.16811863,0.85076895,2.59965918,2.32971819,2.84970087,0.00000000
-5.59779890,6.34804215,0.04783084,0.56855950,1.15721164,0.84293125,2.59012288,2.29360646,2.81918780,0.00000000
-5.59179590,6.25735485,0.04622005,0.55901767,1.14467131,0.83388988,2.57765712,2.25549153,2.78513255,0.00000000
-5.58579290,6.16039217,0.04457823,0.54897606,1.13051007,0.82367974,2.56209705,2.21586532,2.74765557,0.00000000
-5.57978989,6.05784419,0.04292337,0.53848654,1.11475538,0.81236100,2.54328963,2.17521860,2.70691163,0.00000000
-5.57378689,5.95043371,0.04127277,0.52759831,1.09744898,0.80001774,2.52109580,2.13402797,2.66308495,0.00000000
-5.56778389,5.83889993,0.03964267,0.51635752,1.07864618,0.78675620,2.49539365,2.09274421,2.61638481,0.00000000
-5.56178089,5.72398464,0.03804801,0.50480731,1.05841520,0.77270271,2.46608263,2.05178230,2.56704182,0.00000000
-5.55577789,5.60642120,0.03650215,0.49298813,1.03683678,0.75800143,2.43308839,2.01151348,2.51530516,0.00000000
-5.54977489,5.48692673,0.03501672,0.48093834,1.01400392,0.74281194,2.39636840,1.97225963,2.46144071,0.00000000
-5.54377189,5.36619729,0.03360147,0.46869512,0.99002177,0.72730686,2.35591763,1.93428981,2.40572999,0.00000000
-5.53776888,5.24490602,0.03226429,0.45629544,0.96500759,0.71166939,2.31177430,1.89781924,2.34846988,0.00000000
-5.53176588,5.12370359,0.03101113,0.44377729,0.93909080,0.69609091,2.26402509,1.86301023,2.28997269,0.00000000
-5.52576288,5.00322060,0.02984612,0.43118082,0.91241300,0.68076868,2.21280965,1.82997502,2.23056646,0.00000000
-5.51975988,4.88407115,0.02877166,0.41854953,0.88512783,0.66590356,2.15832396,1.79878014,2.17059521,0.00000000
-5.51375688,4.76685713,0.02778853,0.40593138,0.85740072,0.65169782,2.10082244,1.76945202,2.11041877,0.00000000
-5.50775388,4.65217245,0.02689613,0.39337976,0.82940845,0.63835303,2.04061858,1.74198338,2.05041215,0.00000000
-5.50175088,4.54060695,0.02609257,0.38095425,0.80133841,0.62606805,1.97808404,1.71634025,1.99096417,0.00000000
-5.49574787,4.43274933,0.02537498,0.36872126,0.77338754,0.61503707,1.91364605,1.69246910,1.93247529,0.00000000
-5.48974487,4.32918895,0.02473964,0.35675432,0.74576108,0.60544764,1.84778345,1.67030393,1.87535465,0.00000000
-5.48374187,4.23051615,0.02418228,0.34513420,0.71867088,0.59747876,1.78102110,1.64977297,1.82001625,0.00000000
-5.47773887,4.13732087,0.02369820,0.33394876,0.69233347,0.59129893,1.71392312,1.63080484,1.76687433,0.00000000
-5.47173587,4.05018962,0.02328257,0.32329239,0.66696778,0.58706413,1.64708481,1.61333393,1.71633809,0.00000000
-5.46573287,3.96970054,0.02293055,0.31326531,0.64279251,0.58491564,1.58112367,1.59730479,1.66880581,0.00000000
-5.45972986,3.89641655,0.02263751,0.30397239,0.62002329,0.58497772,1.51666947,1.58267552,1.62465841,0.00000000
-5.45372686,3.83087662,0.02239915,0.29552179,0.59886942,0.58735506,1.45435369,1.56941991,1.58425268,0.00000000
-5.44772386,3.77358519,0.02221165,0.28802311,0.57953044,0.59213000,1.39479837,1.55752837,1.54791420,0.00000000
-5.44172086,3.72499977,0.02207173,0.28158533,0.56219234,0.59935948,1.33860464,1.54700750,1.51593005,0.00000000
-5.43571786,3.68551695,0.02197674,0.27631438,0.54702368,0.60907184,1.28634099,1.53787847,1.48854160,0.00000000
-5.42971486,3.65545710,0.02192462,0.27231038,0.53417149,0.62126344,1.23853155,1.53017401,1.46593726,0.00000000
-5.42371186,3.63504821,0.02191392,0.26966472,0.52375713,0.63589531,1.19564462,1.52393441,1.44824563,0.00000000
-5.41770885,3.62440928,0.02194371,0.26845691,0.51587217,0.65288994,1.15808163,1.51920251,1.43552906,0.00000000
-5.41170585,3.62353425,0.02201345,0.26875141,0.51057457,0.67212843,1.12616678,1.51601789,1.42777803,0.00000000
-5.40570285,3.63227700,0.02212289,0.27059444,0.50788508,0.69344831,1.10013791,1.51441077,1.42490648,0.00000000
-5.39969985,3.65033865,0.02227184,0.27401107,0.50778423,0.71664216,1.08013866,1.51439565,1.42674849,0.00000000
-5.39369685,3.67725804,0.02246001,0.27900262,0.51021009,0.74145744,1.06621249,1.51596538,1.43305659,0.00000000
-5.38769385,3.71240651,0.02268682,0.28554457,0.51505687,0.76759772,1.05829894,1.51908577,1.44350206,0.00000000
-5.38169085,3.75498795,0.02295115,0.29358524,0.52217469,0.79472557,1.05623235,1.52369138,1.45767746,0.00000000
-5.37568784,3.80404507,0.02325121,0.30304525,0.53137064,0.82246720,1.05974353,1.52968270,1.47510160,0.00000000
-5.36968484,3.85847240,0.02358432,0.31381808,0.54241122,0.85041906,1.06846452,1.53692506,1.49522726,0.00000000
-5.36368184,3.91703659,0.02394685,0.32577169,0.55502632,0.87815632,1.08193665,1.54524960,1.51745153,0.00000000
-5.35767884,3.97840397,0.02433413,0.33875129,0.56891472,0.90524319,1.09962188,1.55445633,1.54112884,0.00000000
-5.35167584,4.04117498,0.02474040,0.35258345,0.58375106,0.93124472,1.12091744,1.56431937,1.56558641,0.00000000
-5.34567284,4.10392493,0.02515894,0.36708115,0.59919419,0.95574004,1.14517329,1.57459428,1.59014191,0.00000000
-5.33966983,4.16524961,0.02558212,0.38204999,0.61489668,0.97833631,1.17171223,1.58502725,1.61412266,0.00000000
-5.33366683,4.22381465,0.02600159,0.39729515,0.63051523,0.99868306,1.19985186,1.59536575,1.63688599,0.00000000
-5.32766383,4.27840629,0.02640855,0.41262893,0.64572160,1.01648635,1.22892778,1.60537038,1.65783989,0.00000000
-5.32166083,4.32798190,0.02679399,0.42787847,0.66021372,1.03152203,1.25831717,1.61482710,1.67646330,0.00000000
-5.31565783,4.37171769,0.02714901,0.44289345,0.67372646,1.04364757,1.28746172,1.62355950,1.69232516,0.00000000
-5.30965483,4.40905144,0.02746516,0.45755315,0.68604164,1.05281197,1.31588904,1.63144029,1.70510142,0.00000000
-5.30365183,4.43971802,0.02773478,0.47177266,0.69699688,1.05906289,1.34323140,1.63840150,1.71458922,0.00000000
-5.29764882,4.46377567,0.02795127,0.48550778,0.70649270,1.06255105,1.36924106,1.64444269,1.72071763,0.00000000
-5.29164582,4.48162143,0.02810944,0.49875826,0.71449760,1.06353102,1.39380117,1.64963674,1.72355425,0.00000000
-5.28564282,4.49399435,0.02820566,0.51156912,0.72105087,1.06235871,1.41693169,1.65413271,1.72330738,0.00000000
-5.27963982,4.50196588,0.02823812,0.52402986,0.72626268,1.05948514,1.43878976,1.65815548,1.72032342,0.00000000
-5.27363682,4.50691708,0.02820685,0.53627147,0.73031160,1.05544677,1.45966441,1.66200214,1.71507955,0.00000000
-5.26763382,4.51050334,0.02811381,0.54846124,0.73343942,1.05085258,1.47996558,1.66603493,1.70817171,0.00000000
-5.26163082,4.51460731,0.02796279,0.56079559,0.73594338,1.04636839,1.50020771,1.67067114,1.70029840,0.00000000
-5.25562781,4.52128195,0.02775929,0.57349105,0.73816614,1.04269872,1.52098865,1.67637016,1.69224071,0.00000000
-5.24962481,4.53268551,0.02751035,0.58677397,0.74048383,1.04056714,1.54296456,1.68361819,1.68483923,0.00000000
-5.24362181,4.55101110,0.02722426,0.60086920,0.74329260,1.04069546,1.56682196,1.69291131,1.67896884,0.00000000
-5.23761881,4.57841354,0.02691027,0.61598846,0.74699420,1.04378278,1.59324814,1.70473755,1.67551205,0.00000000
-5.23161581,4.61693634,0.02657826,0.63231895,0.75198125,1.05048498,1.62290113,1.71955872,1.67533198,0.00000000
-5.22561281,4.66844184,0.02623840,0.65001268,0.75862269,1.06139544,1.65638080,1.73779281,1.67924594,0.00000000
-5.21960980,4.73454717,0.02590081,0.66917723,0.76725006,1.07702767,1.69420218,1.75979781,1.68800038,0.00000000
-5.21360680,4.81656852,0.02557523,0.68986835,0.77814517,1.09780038,1.73677226,1.78585739,1.70224818,0.00000000
-5.20760380,4.91547585,0.02527073,0.71208481,0.79152959,1.12402555,1.78437131,1.81616938,1.72252895,0.00000000
-5.20160080,5.03185953,0.02499548,0.73576585,0.80755640,1.15589972,1.83713949,1.85083722,1.74925285,0.00000000
-5.19559780,5.16590993,0.02475655,0.76079131,0.82630448,1.19349881,1.89506917,1.88986478,1.78268852,0.00000000
-5.18959480,5.31741038,0.02455978,0.78698450,0.84777546,1.23677655,1.95800318,1.93315478,1.82295510,0.00000000
-5.18359180,5.48574322,0.02440969,0.81411752,0.87189343,1.28556629,2.02563894,1.98051061,1.87001876,0.00000000
-5.17758879,5.66990820,0.02430954,0.84191905,0.89850732,1.33958619,2.09753796,2.03164137,1.92369333,0.00000000
-5.17158579,5.86855198,0.02426125,0.87008374,0.92739567,1.39844730,2.17314010,2.08616995,1.98364508,0.00000000
-5.16558279,6.08000695,0.02426562,0.89828318,0.95827358,1.46166424,2.25178180,2.14364347,2.04940119,0.00000000
-5.15957979,6.30233759,0.02432236,0.92617751,0.99080150,1.52866796,2.33271706,2.20354570,2.12036147,0.00000000
-5.15357679,6.53339207,0.02443030,0.95342721,1.02459524,1.59882012,2.41514034,2.26531078,2.19581291,0.00000000
-5.14757379,6.77085710,0.02458756,0.97970456,1.05923701,1.67142847,2.49821004,2.32833778,2.27494651,0.00000000
-5.14157079,7.01231399,0.02479170,1.00470407,1.09428678,1.74576294,2.58107174,2.39200546,2.35687584,0.00000000
-5.13556778,7.25529396,0.02503994,1.02815156,1.12929365,1.82107173,2.66288006,2.45568671,2.44065677,0.00000000
-5.12956478,7.49733122,0.02532931,1.04981145,1.16380688,1.89659718,2.74281861,2.51876245,2.52530795,0.00000000
-5.12356178,7.73601256,0.02565679,1.06949201,1.19738608,1.97159092,2.82011722,2.58063446,2.60983150,0.00000000
-5.11755878,7.96902241,0.02601945,1.08704860,1.22961044,2.04532817,2.89406635,2.64073704,2.69323349,0.00000000
-5.11155578,8.19418282,0.02641451,1.10238470,1.26008675,2.11712073,2.96402829,2.69854736,2.77454387,0.00000000
-5.10555278,8.40948794,0.02683944,1.11545110,1.28845609,2.18632862,3.02944534,2.75359440,2.85283531,0.00000000
-5.09954977,8.61313291,0.02729193,1.12624320,1.31439922,2.25237025,3.08984504,2.80546639,2.92724089,0.00000000
-5.09354677,8.80353711,0.02776991,1.13479707,1.33764054,2.31473084,3.14484288,2.85381697,2.99696999,0.00000000
-5.08754377,8.97936185,0.02827151,1.14118430,1.35795088,2.37296911,3.19414261,2.89836975,3.06132232,0.00000000
-5.08154077,9.13952269,0.02879496,1.14550618,1.37514903,2.42672219,3.23753488,2.93892155,3.11969969,0.00000000
-5.07553777,9.28319642,0.02933848,1.14788751,1.38910232,2.47570856,3.27489420,2.97534417,3.17161523,0.00000000
-5.06953477,9.40982278,0.02990020,1.14847040,1.39972622,2.51972907,3.30617481,3.00758453,3.21669991,0.00000000
-5.06353177,9.51910098,0.03047797,1.14740826,1.40698316,2.55866598,3.33140565,3.03566336,3.25470603,0.00000000
-5.05752876,9.61098103,0.03106925,1.14486026,1.41088069,2.59248000,3.35068450,3.05967200,3.28550768,0.00000000
-5.05152576,9.68564986,0.03167095,1.14098636,1.41146903,2.62120544,3.36417153,3.07976765,3.30909806,0.00000000
-5.04552276,9.74351241,0.03227930,1.13594298,1.40883811,2.64494347,3.37208221,3.09616664,3.32558365,0.00000000
-5.03951976,9.78516785,0.03288973,1.12987934,1.40311416,2.66385377,3.37467972,3.10913599,3.33517551,0.00000000
-5.03351676,9.81138141,0.03349680,1.12293442,1.39445593,2.67814475,3.37226660,3.11898330,3.33817783,0.00000000
-5.02751376,9.82305228,0.03409413,1.11523454,1.38305045,2.68806262,3.36517603,3.12604506,3.33497424,0.00000000
-5.02151076,9.82117857,0.03467441,1.10689136,1.36910859,2.69387983,3.35376238,3.13067384,3.32601221,0.00000000
-5.01550775,9.80682018,0.03522943,1.09800039,1.35286024,2.69588313,3.33839152,3.13322455,3.31178630,0.00000000
-5.00950475,9.78106100,0.03575020,1.08863985,1.33454937,2.69436195,3.31943079,3.13404037,3.29282068,0.00000000
-5.00350175,9.74497161,0.03622709,1.07886978,1.31442887,2.68959733,3.29723905,3.13343879,3.26965170,0.00000000
-4.99749875,9.69957398,0.03665005,1.06873162,1.29275548,2.68185218,3.27215704,3.13169842,3.24281117,0.00000000
-4.99149575,9.64580965,0.03700889,1.05824799,1.26978462,2.67136302,3.24449844,3.12904695,3.21281080,0.00000000
-4.98549275,9.58451256,0.03729354,1.04742298,1.24576559,2.65833379,3.21454198,3.12565103,3.18012854,0.00000000
-4.97948974,9.51638770,0.03749441,1.03624272,1.22093695,2.64293183,3.18252502,3.12160834,3.14519709,0.00000000
-4.97348674,9.44199647,0.03760277,1.02467661,1.19552243,2.62528629,3.14863886,3.11694232,3.10839502,0.00000000
-4.96748374,9.36174934,0.03761104,1.01267896,1.16972735,2.60548897,3.11302601,3.11159982,3.07004058,0.00000000
-4.96148074,9.27590590,0.03751317,1.00019119,1.14373572,2.58359752,3.07577979,3.10545184,3.03038836,0.00000000
-4.95547774,9.18458235,0.03730492,0.98714470,1.11770810,2.55964071,3.03694600,3.09829729,2.98962872,0.00000000
-4.94947474,9.08776584,0.03698414,0.97346410,1.09178020,2.53362561,2.99652694,3.08986980,2.94788981,0.00000000
-4.94347174,8.98533504,0.03655090,0.95907100,1.06606237,2.50554614,2.95448736,3.07984712,2.90524193,0.00000000
-4.93746873,8.87708578,0.03600770,0.94388804,1.04063988,2.47539261,2.91076225,3.06786310,2.86170406,0.00000000
-4.93146573,8.76276088,0.03535938,0.92784312,1.01557402,2.44316179,2.86526603,3.05352157,2.81725195,0.00000000
-4.92546273,8.64208256,0.03461318,0.91087369,0.99090387,2.40886700,2.81790275,3.03641169,2.77182771,0.00000000
-4.91945973,8.51478636,0.03377853,0.89293075,0.96664886,2.37254768,2.76857682,3.01612439,2.72535029,0.00000000
-4.91345673,8.38065509,0.03286683,0.87398256,0.94281169,2.33427823,2.71720386,2.99226922,2.67772661,0.00000000
-4.90745373,8.23955161,0.03189121,0.85401782,0.91938188,2.29417546,2.66372115,2.96449109,2.62886297,0.00000000
-4.90145073,8.09144914,0.03086615,0.83304814,0.89633943,2.25240462,2.60809727,2.93248635,2.57867630,0.00000000
-4.89544772,7.93645811,0.02980708,0.81110973,0.87365877,2.20918355,2.55034056,2.89601774,2.52710513,0.00000000
-4.88944472,7.77484848,0.02873000,0.78826420,0.85131265,2.16478492,2.49050604,2.85492759,2.47411965,0.00000000
-4.88344172,7.60706677,0.02765107,0.76459852,0.82927584,2.11953638,2.42870069,2.80914896,2.41973089,0.00000000
-4.87743872,7.43374704,0.02658617,0.74022398,0.80752864,2.07381868,2.36508662,2.75871416,2.36399838,0.00000000
-4.87143572,7.25571537,0.02555052,0.71527444,0.78605986,2.02806162,2.29988239,2.70376036,2.30703627,0.00000000
-4.86543272,7.07398736,0.02455838,0.68990373,0.76486929,1.98273805,2.23336217,2.64453207,2.24901743,0.00000000
-4.85942971,6.88975864,0.02362272,0.66428251,0.74396954,1.93835604,2.16585289,2.58138011,2.19017539,0.00000000
-4.85342671,6.70438828,0.02275502,0.63859449,0.72338704,1.89544935,2.09772955,2.51475729,2.13080395,0.00000000
-4.84742371,6.51937546,0.02196506,0.61303251,0.70316240,1.85456643,2.02940868,2.44521044,2.07125420,0.00000000
-4.84142071,6.33632996,0.02126085,0.58779419,0.68334980,1.81625836,1.96134035,2.37336934,2.01192913,0.00000000
-4.83541771,6.15693707,0.02064854,0.56307773,0.66401574,1.78106599,1.89399880,2.29993248,1.95327565,0.00000000
-4.82941471,5.98291831,0.02013247,0.53907769,0.64523696,1.74950665,1.82787228,2.22565037,1.89577446,0.00000000
-4.82341171,5.81598877,0.01971522,0.51598103,0.62709776,1.72206097,1.76345205,2.15130673,1.83992784,0.00000000
-4.81740870,5.65781313,0.01939768,0.49396344,0.60968685,1.69916013,1.70122129,2.07769836,1.78624593,0.00000000
-4.81140570,5.50996148,0.01917920,0.47318617,0.59309378,1.68117413,1.64164411,2.00561428,1.73523198,0.00000000
-4.80540270,5.37386711,0.01905780,0.45379330,0.57740538,1.66840154,1.58515500,1.93581515,1.68736714,0.00000000
-4.79939970,5.25078787,0.01903026,0.43590956,0.56270205,1.66106111,1.53214936,1.86901354,1.64309545,0.00000000
-4.79339670,5.14177279,0.01909237,0.41963883,0.54905454,1.65928563,1.48297514,1.80585605,1.60280979,0.00000000
-4.78739370,5.04763561,0.01923911,0.40506317,0.53652106,1.66311855,1.43792624,1.74690784,1.56683927,0.00000000
-4.78139070,4.96893635,0.01946483,0.39224254,0.52514509,1.67251328,1.39723763,1.69264032,1.53543885,0.00000000
-4.77538769,4.90597209,0.01976342,0.38121516,0.51495402,1.68733563,1.36108264,1.64342241,1.50878154,0.00000000
-4.76938469,4.85877732,0.02012846,0.37199841,0.50595869,1.70736921,1.32957240,1.59951570,1.48695370,0.00000000
-4.76338169,4.82713410,0.02055341,0.36459033,0.49815388,1.73232368,1.30275739,1.56107368,1.46995353,0.00000000
-4.75737869,4.81059157,0.02103169,0.35897161,0.49151977,1.76184570,1.28063112,1.52814492,1.45769303,0.00000000
-4.75137569,4.80849423,0.02155681,0.35510799,0.48602435,1.79553214,1.26313577,1.50068006,1.45000314,0.00000000
-4.74537269,4.82001739,0.02212243,0.35295298,0.48162656,1.83294512,1.25016936,1.47854206,1.44664195,0.00000000
-4.73936968,4.84420857,0.02272247,0.35245077,0.47828005,1.87362826,1.24159419,1.46151926,1.44730555,0.00000000
-4.73336668,4.88003264,0.02335108,0.35353926,0.47593730,1.91712352,1.23724618,1.44934049,1.45164097,0.00000000
-4.72736368,4.92641866,0.02400274,0.35615299,0.47455388,1.96298794,1.23694446,1.44169147,1.45926062,0.00000000
-4.72136068,4.98230621,0.02467224,0.36022596,0.47409257,2.01080958,1.24050088,1.43823169,1.46975755,0.00000000
-4.71535768,5.04668896,0.02535467,0.36569405,0.47452697,2.06022184,1.24772886,1.43861093,1.48272072,0.00000000
-4.70935468,5.11865315,0.02604542,0.37249704,0.47584448,2.11091567,1.25845111,1.44248465,1.49774967,0.00000000
-4.70335168,5.19740934,0.02674018,0.38058006,0.47804827,2.16264893,1.27250581,1.44952756,1.51446784,0.00000000
-4.69734867,5.28231558,0.02743492,0.38989437,0.48115814,2.21525240,1.28975099,1.45944473,1.53253389,0.00000000
-4.69134567,5.37289086,0.02812587,0.40039752,0.48521004,2.26863216,1.31006673,1.47197979,1.55165067,0.00000000
-4.68534267,5.46881803,0.02880950,0.41205263,0.49025432,2.32276800,1.33335515,1.48691997,1.57157121,0.00000000
-4.67933967,5.56993608,0.02948254,0.42482711,0.49635257,2.37770789,1.35953814,1.50409779,1.59210172,0.00000000
-4.67333667,5.67622188,0.03014197,0.43869057,0.50357321,2.43355855,1.38855295,1.52338947,1.61310141,0.00000000
-4.66733367,5.78776241,0.03078501,0.45361225,0.51198605,2.49047246,1.42034585,1.54471026,1.63447923,0.00000000
-4.66133067,5.90471863,0.03140917,0.46955792,0.52165596,2.54863176,1.45486415,1.56800707,1.65618776,0.00000000
-4.65532766,6.02728294,0.03201222,0.48648649,0.53263597,2.60822979,1.49204715,1.59324893,1.67821463,0.00000000
-4.64932466,6.15563236,0.03259224,0.50434657,0.54496026,2.66945091,1.53181633,1.62041581,1.70057203,0.00000000
-4.64332166,6.28987981,0.03314759,0.52307294,0.55863723,2.73244962,1.57406547,1.64948664,1.72328488,0.00000000
