energy_ev,total_up,total_down,Fe_p_up,Fe_p_down,Fe_d_up,Fe_d_down,N_s_up,N_s_down,N_p_up,N_p_down,S_s_up,S_s_down,S_p_up,S_p_down
-5.81990995,1.31486577,-0.77366025,0.22965198,-0.19006039,0.43225648,-0.06516849,0.01425812,-0.00044585,0.27140411,-0.16389130,0.00149450,-0.00086116,0.21602292,-0.17075074
-5.81390695,1.26959815,-0.76066749,0.22419703,-0.18509084,0.41686547,-0.06369698,0.01359269,-0.00050640,0.26083662,-0.15863430,0.00130110,-0.00079166,0.21062831,-0.17106101
-5.80790395,1.22352406,-0.74697462,0.21928237,-0.17989696,0.40108450,-0.06225898,0.01287965,-0.00058384,0.25051895,-0.15344285,0.00115151,-0.00073802,0.20466538,-0.17094938
-5.80190095,1.17760335,-0.73274674,0.21510365,-0.17459627,0.38525133,-0.06087275,0.01213184,-0.00068074,0.24066732,-0.14839770,0.00104408,-0.00070087,0.19827285,-0.17039874
-5.79589795,1.13282057,-0.71821313,0.21185540,-0.16932050,0.36971391,-0.05956221,0.01136244,-0.00079995,0.23149828,-0.14359040,0.00097746,-0.00068082,0.19159836,-0.16941025
-5.78989495,1.09016134,-0.70367531,0.20972638,-0.16421642,0.35482202,-0.05835790,0.01058460,-0.00094460,0.22322394,-0.13912496,0.00095064,-0.00067854,0.18479433,-0.16800515
-5.78389195,1.05058779,-0.68951323,0.20889454,-0.15944648,0.34091873,-0.05729776,0.00981112,-0.00111812,0.21604700,-0.13511922,0.00096301,-0.00069479,0.17801363,-0.16622602
-5.77788894,1.01501365,-0.67618910,0.20952160,-0.15518923,0.32833179,-0.05642782,0.00905405,-0.00132419,0.21015576,-0.13170614,0.00101441,-0.00073047,0.17140521,-0.16413722
-5.77188594,0.98427990,-0.66424891,0.21174763,-0.15163941,0.31736529,-0.05580254,0.00832446,-0.00156680,0.20571905,-0.12903457,0.00110508,-0.00078667,0.16510986,-0.16182457
-5.76588294,0.95913152,-0.65432118,0.21568549,-0.14900769,0.30829172,-0.05548500,0.00763217,-0.00185019,0.20288143,-0.12726975,0.00123563,-0.00086474,0.15925630,-0.15939425
-5.75987994,0.94019627,-0.64711297,0.22141564,-0.14751980,0.30134476,-0.05554672,0.00698560,-0.00217879,0.20175868,-0.12659318,0.00140700,-0.00096634,0.15395775,-0.15697101
-5.75387694,0.92796616,-0.64340323,0.22898135,-0.14741512,0.29671295,-0.05606728,0.00639162,-0.00255726,0.20243367,-0.12720197,0.00162038,-0.00109347,0.14930904,-0.15469580
-5.74787394,0.92278237,-0.64403332,0.23838462,-0.14894459,0.29453448,-0.05713358,0.00585550,-0.00299032,0.20495293,-0.12930752,0.00187705,-0.00124855,0.14538461,-0.15272276
-5.74187094,0.92482416,-0.64989500,0.24958309,-0.15236779,0.29489323,-0.05883881,0.00538089,-0.00348276,0.20932387,-0.13313347,0.00217834,-0.00143450,0.14223721,-0.15121598
-5.73586793,0.93410231,-0.66191585,0.26248807,-0.15794920,0.29781620,-0.06128111,0.00496986,-0.00403929,0.21551301,-0.13891292,0.00252547,-0.00165469,0.13989762,-0.15034576
-5.72986493,0.95045761,-0.68104242,0.27696404,-0.16595364,0.30327253,-0.06456193,0.00462297,-0.00466448,0.22344506,-0.14688478,0.00291940,-0.00191308,0.13837527,-0.15028489
-5.72386193,0.97356438,-0.70822110,0.29282959,-0.17664076,0.31117409,-0.06878405,0.00433939,-0.00536258,0.23300327,-0.15728934,0.00336072,-0.00221416,0.13765974,-0.15120476
-5.71785893,1.00293944,-0.74437719,0.30986011,-0.19025870,0.32137765,-0.07404934,0.00411703,-0.00613741,0.24403084,-0.17036298,0.00384955,-0.00256302,0.13772315,-0.15327151
-5.71185593,1.03795604,-0.79039209,0.32779210,-0.20703695,0.33368872,-0.08045628,0.00395269,-0.00699222,0.25633369,-0.18633213,0.00438536,-0.00296527,0.13852333,-0.15664230
-5.70585293,1.07786281,-0.84707913,0.34632917,-0.22717853,0.34786696,-0.08809712,0.00384222,-0.00792951,0.26968431,-0.20540644,0.00496693,-0.00342700,0.14000755,-0.16146169
-5.69984992,1.12180688,-0.91515837,0.36514953,-0.25085172,0.36363293,-0.09705499,0.00378072,-0.00895087,0.28382690,-0.22777142,0.00559226,-0.00395473,0.14211670,-0.16785832
-5.69384692,1.16886074,-0.99523069,0.38391483,-0.27818146,0.38067615,-0.10740074,0.00376269,-0.01005685,0.29848351,-0.25358055,0.00625854,-0.00455525,0.14478972,-0.17594172
-5.68784392,1.21805180,-1.08775188,0.40228008,-0.30924074,0.39866417,-0.11918976,0.00378220,-0.01124679,0.31336118,-0.28294716,0.00696213,-0.00523546,0.14796802,-0.18579938
-5.68184092,1.26839370,-1.19300728,0.41990427,-0.34404241,0.41725242,-0.13245883,0.00383308,-0.01251871,0.32815971,-0.31593630,0.00769854,-0.00600218,0.15159971,-0.19749420
-5.67583792,1.31891827,-1.31108784,0.43646134,-0.38253159,0.43609444,-0.14722302,0.00390905,-0.01386920,0.34258002,-0.35255694,0.00846259,-0.00686186,0.15564342,-0.21106209
-5.66983492,1.36870691,-1.44186840,0.45165105,-0.42457927,0.45485230,-0.16347290,0.00400388,-0.01529339,0.35633264,-0.39275476,0.00924839,-0.00782032,0.16007142,-0.22651008
-5.66383192,1.41692029,-1.58498927,0.46520937,-0.46997731,0.47320673,-0.18117209,0.00411155,-0.01678491,0.36914622,-0.43640594,0.01004953,-0.00888244,0.16487208,-0.24381466
-5.65782891,1.46282518,-1.73984214,0.47691793,-0.51843546,0.49086668,-0.20025526,0.00422631,-0.01833595,0.38077557,-0.48331231,0.01085921,-0.01005176,0.17005130,-0.26292068
-5.65182591,1.50581748,-1.90556131,0.48661218,-0.56958051,0.50757794,-0.22062686,0.00434286,-0.01993735,0.39100914,-0.53319827,0.01167040,-0.01133018,0.17563303,-0.28374076
-5.64582291,1.54544055,-2.08102124,0.49418791,-0.62295805,0.52313053,-0.24216054,0.00445641,-0.02157877,0.39967543,-0.58570969,0.01247602,-0.01271759,0.18165875,-0.30615529
-5.63981991,1.58139836,-2.26484138,0.49960592,-0.67803701,0.53736472,-0.26469953,0.00456276,-0.02324891,0.40664837,-0.64041528,0.01326915,-0.01421154,0.18818601,-0.33001311
-5.63381691,1.61356287,-2.45539883,0.50289463,-0.73421702,0.55017522,-0.28805785,0.00465835,-0.02493576,0.41185119,-0.69681039,0.01404317,-0.01580695,0.19528608,-0.35513303
-5.62781391,1.64197580,-2.65084930,0.50415060,-0.79083862,0.56151382,-0.31202270,0.00474035,-0.02662696,0.41525888,-0.75432358,0.01479199,-0.01749591,0.20304093,-0.38130609
-5.62181091,1.66684475,-2.84915636,0.50353694,-0.84719618,0.57139007,-0.33635774,0.00480665,-0.02831015,0.41689905,-0.81232581,0.01551013,-0.01926754,0.21153963,-0.40829872
-5.61580790,1.68853419,-3.04812876,0.50127975,-0.90255321,0.57987032,-0.36080740,0.00485586,-0.02997338,0.41685120,-0.87014222,0.01619291,-0.02110792,0.22087448,-0.43585675
-5.60980490,1.70755195,-3.24546485,0.49766275,-0.95615956,0.58707511,-0.38510212,0.00488734,-0.03160546,0.41524449,-0.92706611,0.01683653,-0.02300020,0.23113707,-0.46371018
-5.60380190,1.72453195,-3.43880324,0.49302042,-1.00727007,0.59317510,-0.40896427,0.00490114,-0.03319635,0.41225413,-0.98237490,0.01743814,-0.02492473,0.24241447,-0.49157864
-5.59779890,1.74021418,-3.62577778,0.48772981,-1.05516383,0.59838589,-0.43211465,0.00489800,-0.03473755,0.40809654,-1.03534742,0.01799590,-0.02685945,0.25478583,-0.51917743
-5.59179590,1.75542272,-3.80407516,0.48220141,-1.09916352,0.60296178,-0.45427935,0.00487923,-0.03622232,0.40302350,-1.08528201,0.01850896,-0.02878023,0.26831942,-0.54622381
-5.58579290,1.77104285,-3.97149288,0.47686937,-1.13865377,0.60718899,-0.47519664,0.00484671,-0.03764591,0.39731552,-1.13151460,0.01897749,-0.03066148,0.28307044,-0.57244342
-5.57978989,1.78799793,-4.12599524,0.47218133,-1.17309805,0.61137844,-0.49462363,0.00480275,-0.03900571,0.39127471,-1.17343628,0.01940261,-0.03247672,0.29907940,-0.59757657
-5.57378689,1.80722687,-4.26576496,0.46858811,-1.20205313,0.61585844,-0.51234246,0.00475005,-0.04030118,0.38521731,-1.21050937,0.01978636,-0.03419933,0.31637124,-0.62138396
-5.56778389,1.82966254,-4.38924814,0.46653348,-1.22518056,0.62096742,-0.52816573,0.00469159,-0.04153384,0.37946621,-1.24228148,0.02013163,-0.03580322,0.33495505,-0.64365176
-5.56178089,1.85621139,-4.49519074,0.46644409,-1.24225468,0.62704690,-0.54194085,0.00463051,-0.04270700,0.37434354,-1.26839686,0.02044209,-0.03726365,0.35482421,-0.66419567
-5.55577789,1.88773460,-4.58266463,0.46871978,-1.25316678,0.63443480,-0.55355328,0.00457005,-0.04382542,0.37016358,-1.28860461,0.02072211,-0.03855790,0.37595682,-0.68286388
-5.54977489,1.92503034,-4.65108243,0.47372414,-1.25792521,0.64345913,-0.56292837,0.00451344,-0.04489498,0.36722611,-1.30276333,0.02097666,-0.03966594,0.39831614,-0.69953859
-5.54377189,1.96881730,-4.70020032,0.48177568,-1.25665157,0.65443208,-0.57003183,0.00446382,-0.04592213,0.36581024,-1.31084208,0.02121124,-0.04057104,0.42185090,-0.71413632
-5.53776888,2.01971904,-4.73010906,0.49313927,-1.24957310,0.66764452,-0.57486879,0.00442416,-0.04691340,0.36616884,-1.31291773,0.02143181,-0.04126019,0.44649523,-0.72660675
-5.53176588,2.07824900,-4.74121387,0.50801821,-1.23701182,0.68336075,-0.57748159,0.00439713,-0.04787487,0.36852362,-1.30916872,0.02164465,-0.04172450,0.47216800,-0.73693041
-5.52576288,2.14479611,-4.73420446,0.52654694,-1.21937088,0.70181366,-0.57794640,0.00438513,-0.04881164,0.37306084,-1.29986576,0.02185625,-0.04195930,0.49877160,-0.74511528
-5.51975988,2.21961082,-4.71001704,0.54878439,-1.19711887,0.72320007,-0.57636884,0.00439016,-0.04972738,0.37992768,-1.28535998,0.02207328,-0.04196425,0.52619009,-0.75119266
-5.51375688,2.30279200,-4.66979049,0.57470839,-1.17077294,0.74767648,-0.57287901,0.00441379,-0.05062395,0.38922942,-1.26606903,0.02230235,-0.04174319,0.55428676,-0.75521249
-5.50775388,2.39427491,-4.61481921,0.60421121,-1.14088143,0.77535512,-0.56762607,0.00445714,-0.05150112,0.40102725,-1.24246200,0.02254994,-0.04130388,0.58290139,-0.75723859
-5.50175088,2.49382096,-4.54650507,0.63709664,-1.10800693,0.80630045,-0.56077267,0.00452082,-0.05235648,0.41533695,-1.21504382,0.02282225,-0.04065764,0.61184741,-0.75734410
-5.49574787,2.60101010,-4.46631100,0.67307883,-1.07271043,0.84052635,-0.55248964,0.00460497,-0.05318537,0.43212836,-1.18433987,0.02312501,-0.03981886,0.64090929,-0.75560741
-5.48974487,2.71523663,-4.37571838,0.71178336,-1.03553727,0.87799403,-0.54295102,0.00470921,-0.05398109,0.45132582,-1.15088153,0.02346332,-0.03880446,0.66984068,-0.75210891
-5.48374187,2.83570956,-4.27619008,0.75275073,-0.99700532,0.91861097,-0.53232977,0.00483268,-0.05473517,0.47280950,-1.11519311,0.02384151,-0.03763330,0.69836352,-0.74692869
-5.47773887,2.96145825,-4.16914047,0.79544255,-0.95759574,0.96223099,-0.52079422,0.00497403,-0.05543778,0.49641779,-1.07778082,0.02426296,-0.03632555,0.72616865,-0.74014542
-5.47173587,3.09134426,-4.05591315,0.83925063,-0.91774655,1.00865568,-0.50850543,0.00513148,-0.05607821,0.52195065,-1.03912378,0.02472998,-0.03490215,0.75291826,-0.73183624
-5.46573287,3.22407971,-3.93776666,0.88350897,-0.87784885,1.05763721,-0.49561541,0.00530288,-0.05664552,0.54917403,-0.99966753,0.02524369,-0.03338420,0.77825029,-0.72207780
-5.45972986,3.35825235,-3.81586767,0.92750849,-0.83824571,1.10888262,-0.48226614,0.00548570,-0.05712908,0.57782519,-0.95981974,0.02580394,-0.03179251,0.80178499,-0.71094815
-5.45372686,3.49235710,-3.69129102,0.97051431,-0.79923322,1.16205955,-0.46858940,0.00567716,-0.05751922,0.60761890,-0.91994816,0.02640932,-0.03014714,0.82313361,-0.69852924
-5.44772386,3.62483325,-3.56502499,1.01178506,-0.76106343,1.21680316,-0.45470710,0.00587427,-0.05780776,0.63825426,-0.88038043,0.02705712,-0.02846708,0.84190898,-0.68490981
-5.44172086,3.75410616,-3.43798062,1.05059355,-0.72394865,1.27272408,-0.44073214,0.00607388,-0.05798853,0.66942204,-0.84140542,0.02774345,-0.02677000,0.85773759,-0.67018833
-5.43571786,3.87863191,-3.31100314,1.08624830,-0.68806652,1.32941712,-0.42676937,0.00627280,-0.05805774,0.70081223,-0.80327574,0.02846335,-0.02507207,0.87027287,-0.65447556
-5.42971486,3.99694304,-3.18488397,1.11811472,-0.65356547,1.38647023,-0.41291668,0.00646786,-0.05801421,0.73212153,-0.76621086,0.02921097,-0.02338784,0.87920875,-0.63789657
-5.42371186,4.10769322,-3.06037168,1.14563543,-0.62057001,1.44347341,-0.39926595,0.00665597,-0.05785949,0.76306045,-0.73040062,0.02997980,-0.02173026,0.88429307,-0.62059186
-5.41770885,4.20969887,-2.93818065,1.16834849,-0.58918551,1.50002714,-0.38590375,0.00683421,-0.05759781,0.79335986,-0.69600857,0.03076293,-0.02011065,0.88534003,-0.60271747
-5.41170585,4.30197544,-2.81899653,1.18590293,-0.55950212,1.55574990,-0.37291164,0.00699987,-0.05723589,0.82277655,-0.66317499,0.03155330,-0.01853884,0.88224095,-0.58444386
-5.40570285,4.38376686,-2.70347783,1.19807085,-0.53159767,1.61028456,-0.36036615,0.00715053,-0.05678261,0.85109774,-0.63201931,0.03234407,-0.01702320,0.87497263,-0.56595367
-5.39969985,4.45456634,-2.59225360,1.20475531,-0.50553946,1.66330332,-0.34833828,0.00728406,-0.05624860,0.87814431,-0.60264184,0.03312886,-0.01557082,0.86360301,-0.54743837
-5.39369685,4.51412792,-2.48591743,1.20599392,-0.48138498,1.71451114,-0.33689267,0.00739870,-0.05564567,0.90377271,-0.57512478,0.03390203,-0.01418761,0.84829344,-0.52909396
-5.38769385,4.56246814,-2.38501828,1.20195788,-0.45918160,1.76364775,-0.32608647,0.00749306,-0.05498630,0.92787551,-0.54953251,0.03465895,-0.01287842,0.82929758,-0.51111592
-5.38169085,4.59985801,-2.29004923,1.19294648,-0.43896553,1.81048817,-0.31596807,0.00756609,-0.05428297,0.95038068,-0.52591144,0.03539618,-0.01164723,0.80695679,-0.49369387
-5.37568784,4.62680619,-2.20143495,1.17937753,-0.42076021,1.85484233,-0.30657568,0.00761715,-0.05354766,0.97124988,-0.50428938,0.03611165,-0.01049719,0.78169233,-0.47700594
-5.36968484,4.64403446,-2.11951929,1.16177417,-0.40457441,1.89655376,-0.29793611,0.00764594,-0.05279125,0.99047574,-0.48467484,0.03680468,-0.00943079,0.75399447,-0.46121353
-5.36368184,4.65244732,-2.04455405,1.14074880,-0.39040038,1.93549815,-0.29006368,0.00765251,-0.05202309,1.00807873,-0.46705633,0.03747610,-0.00844994,0.72440934,-0.44645651
-5.35767884,4.65309759,-1.97669002,1.11698481,-0.37821222,1.97158186,-0.28295949,0.00763723,-0.05125061,1.02410363,-0.45140196,0.03812810,-0.00755606,0.69352390,-0.43284931
-5.35167584,4.64715031,-1.91597117,1.09121724,-0.36796482,2.00474121,-0.27661109,0.00760076,-0.05047907,1.03861607,-0.43765944,0.03876417,-0.00675014,0.66194986,-0.42047805
-5.34567284,4.63584692,-1.86233269,1.06421303,-0.35959339,2.03494257,-0.27099267,0.00754404,-0.04971144,1.05169947,-0.42575667,0.03938894,-0.00603286,0.63030727,-0.40939886
-5.33966983,4.62047180,-1.81560327,1.03675180,-0.35301387,2.06218381,-0.26606578,0.00746821,-0.04894835,1.06345249,-0.41560298,0.04000790,-0.00540460,0.59920846,-0.39963758
-5.33366683,4.60232292,-1.77551159,1.00960788,-0.34812413,2.08649728,-0.26178050,0.00737466,-0.04818826,1.07398731,-0.40709103,0.04062721,-0.00486554,0.56924297,-0.39119070
-5.32766383,4.58268779,-1.74169699,0.98353420,-0.34480603,2.10795427,-0.25807721,0.00726491,-0.04742761,1.08342879,-0.40009938,0.04125332,-0.00441566,0.54096413,-0.38402765
-5.32166083,4.56282565,-1.71372375,0.95924851,-0.34292820,2.12667090,-0.25488866,0.00714065,-0.04666120,1.09191463,-0.39449558,0.04189274,-0.00405480,0.51487751,-0.37809411
-5.31565783,4.54395611,-1.69109816,0.93742206,-0.34234948,2.14281536,-0.25214246,0.00700367,-0.04588257,1.09959640,-0.39013973,0.04255167,-0.00378267,0.49143172,-0.37331633
-5.30965483,4.52725417,-1.67328766,0.91867096,-0.34292275,2.15661582,-0.24976368,0.00685586,-0.04508443,1.10664130,-0.38688824,0.04323573,-0.00359885,0.47101156,-0.36960599
-5.30365183,4.51385077,-1.65974090,0.90355003,-0.34449906,2.16836882,-0.24767762,0.00669914,-0.04425917,1.11323455,-0.38459775,0.04394966,-0.00350275,0.45393355,-0.36686553
-5.29764882,4.50483798,-1.64990773,0.89254889,-0.34693175,2.17844733,-0.24581245,0.00653547,-0.04339933,1.11958205,-0.38312882,0.04469710,-0.00349361,0.44044369,-0.36499352
-5.29164582,4.50127717,-1.64325790,0.88609001,-0.35008037,2.18730793,-0.24410161,0.00636677,-0.04249807,1.12591299,-0.38234938,0.04548037,-0.00357041,0.43071716,-0.36388981
-5.28564282,4.50420885,-1.63929771,0.88452820,-0.35381418,2.19549634,-0.24248605,0.00619493,-0.04154962,1.13248215,-0.38213766,0.04630026,-0.00373179,0.42485974,-0.36346016
-5.27963982,4.51466223,-1.63758358,0.88815123,-0.35801515,2.20365082,-0.24091583,0.00602174,-0.04054958,1.13957146,-0.38238444,0.04715602,-0.00397593,0.42291052,-0.36362016
-5.27363682,4.53366308,-1.63773198,0.89718097,-0.36258018,2.21250262,-0.23935131,0.00584887,-0.03949524,1.14749062,-0.38299460,0.04804518,-0.00430048,0.42484547,-0.36429820
-5.26763382,4.56223838,-1.63942535,0.91177483,-0.36742251,2.22287310,-0.23776381,0.00567781,-0.03838578,1.15657640,-0.38388784,0.04896362,-0.00470238,0.43058175,-0.36543743
-5.26163082,4.60141655,-1.64241368,0.93202713,-0.37247239,2.23566723,-0.23613556,0.00550988,-0.03722230,1.16719048,-0.38499852,0.04990556,-0.00517774,0.43998221,-0.36699649
-5.25562781,4.65222249,-1.64651195,0.95797021,-0.37767685,2.25186300,-0.23445912,0.00534613,-0.03600787,1.17971568,-0.38627479,0.05086368,-0.00572174,0.45286003,-0.36894925
-5.24962481,4.71566690,-1.65159385,0.98957523,-0.38299869,2.27249691,-0.23273631,0.00518740,-0.03474736,1.19455046,-0.38767692,0.05182916,-0.00632850,0.46898331,-0.37128342
-5.24362181,4.79272992,-1.65758209,1.02675260,-0.38841490,2.29864552,-0.23097655,0.00503422,-0.03344728,1.21210192,-0.38917515,0.05279193,-0.00699097,0.48807949,-0.37399825
-5.23761881,4.88433945,-1.66443623,1.06935233,-0.39391451,2.33140332,-0.22919494,0.00488686,-0.03211551,1.23277708,-0.39074702,0.05374077,-0.00770093,0.50983977,-0.37710159
-5.23161581,4.99134475,-1.67213887,1.11716434,-0.39949607,2.37185740,-0.22741003,0.00474531,-0.03076092,1.25697299,-0.39237450,0.05466359,-0.00844896,0.53392339,-0.38060631
-5.22561281,5.11448639,-1.68068106,1.16991901,-0.40516501,2.42105946,-0.22564150,0.00460929,-0.02939309,1.28506570,-0.39404109,0.05554761,-0.00922447,0.55996200,-0.38452654
-5.21960980,5.25436378,-1.69004798,1.22728832,-0.41093094,2.47999581,-0.22390786,0.00447827,-0.02802186,1.31739841,-0.39572900,0.05637965,-0.01001581,0.58756436,-0.38887391
-5.21360680,5.41140154,-1.70020569,1.28888774,-0.41680511,2.54955603,-0.22222430,0.00435154,-0.02665699,1.35426927,-0.39741670,0.05714636,-0.01081046,0.61632128,-0.39365396
-5.20760380,5.58581612,-1.71108989,1.35427909,-0.42279814,2.63050139,-0.22060078,0.00422820,-0.02530783,1.39591908,-0.39907690,0.05783452,-0.01159517,0.64581104,-0.39886306
-5.20160080,5.77758405,-1.72259722,1.42297446,-0.42891816,2.72343349,-0.21904058,0.00410722,-0.02398302,1.44251929,-0.40067517,0.05843132,-0.01235632,0.67560546,-0.40448589
-5.19559780,5.98641294,-1.73457963,1.49444126,-0.43516939,2.82876437,-0.21753926,0.00398756,-0.02269023,1.49416067,-0.40216912,0.05892464,-0.01308014,0.70527629,-0.41049381
-5.18959480,6.21171644,-1.74684208,1.56810835,-0.44155113,2.94668866,-0.21608410,0.00386813,-0.02143606,1.55084293,-0.40350840,0.05930329,-0.01375315,0.73440234,-0.41684392
-5.18359180,6.45259400,-1.75914364,1.64337298,-0.44805731,3.07715885,-0.21465416,0.00374792,-0.02022592,1.61246579,-0.40463530,0.05955732,-0.01436243,0.76257667,-0.42347912
-5.17758879,6.70781624,-1.77120176,1.71960839,-0.45467634,3.21986429,-0.21322080,0.00362602,-0.01906402,1.67882152,-0.40548601,0.05967822,-0.01489605,0.78941415,-0.43032892
-5.17158579,6.97581633,-1.78269947,1.79617174,-0.46139142,3.37421490,-0.21174868,0.00350169,-0.01795347,1.74958942,-0.40599248,0.05965911,-0.01534343,0.81455871,-0.43731106
-5.16558279,7.25468800,-1.79329502,1.87241194,-0.46818098,3.53933011,-0.21019725,0.00337436,-0.01689640,1.82433242,-0.40608470,0.05949499,-0.01569563,0.83769033,-0.44433376
