energy_ev,total_up,Ca_p_up,Ca_d_up,Hf_p_up,Hf_d_up,N_s_up,N_p_up,Te_p_up,Te_d_up
-5.66983492,1.42578678,0.01324067,0.00000000,1.01641421,0.33201867,0.00861431,0.14498407,0.83591042,0.00000000
-5.66383192,1.39490125,0.01307107,0.00000000,1.02528662,0.32652073,0.00844531,0.14369190,0.81170220,0.00000000
-5.65782891,1.36445994,0.01288698,0.00000000,1.03346917,0.32155136,0.00829035,0.14251959,0.78763478,0.00000000
-5.65182591,1.33455678,0.01269055,0.00000000,1.04063698,0.31706579,0.00815357,0.14139914,0.76392252,0.00000000
-5.64582291,1.30522387,0.01248380,0.00000000,1.04646290,0.31299600,0.00803849,0.14025768,0.74074123,0.00000000
-5.63981991,1.27643968,0.01226858,0.00000000,1.05062917,0.30925552,0.00794791,0.13902070,0.71822836,0.00000000
-5.63381691,1.24813908,0.01204661,0.00000000,1.05283876,0.30574479,0.00788389,0.13761530,0.69648465,0.00000000
-5.62781391,1.22022468,0.01181945,0.00000000,1.05282635,0.30235687,0.00784769,0.13597330,0.67557703,0.00000000
-5.62181091,1.19257915,0.01158853,0.00000000,1.05036831,0.29898320,0.00783973,0.13403409,0.65554264,0.00000000
-5.61580790,1.16507771,0.01135516,0.00000000,1.04529162,0.29551922,0.00785967,0.13174712,0.63639369,0.00000000
-5.60980490,1.13760048,0.01112057,0.00000000,1.03748121,0.29186958,0.00790638,0.12907406,0.61812288,0.00000000
-5.60380190,1.11004390,0.01088594,0.00000000,1.02688550,0.28795265,0.00797803,0.12599032,0.60070925,0.00000000
-5.59779890,1.08233098,0.01065240,0.00000000,1.01352009,0.28370432,0.00807215,0.12248622,0.58412394,0.00000000
-5.59179590,1.05441979,0.01042110,0.00000000,0.99746930,0.27908081,0.00818569,0.11856753,0.56833571,0.00000000
-5.58579290,1.02630996,0.01019320,0.00000000,0.97888560,0.27406041,0.00831512,0.11425558,0.55331601,0.00000000
-5.57978989,0.99804705,0.00996991,0.00000000,0.95798707,0.26864431,0.00845652,0.10958682,0.53904328,0.00000000
-5.57378689,0.96972457,0.00975248,0.00000000,0.93505301,0.26285628,0.00860569,0.10461212,0.52550634,0.00000000
-5.56778389,0.94148398,0.00954225,0.00000000,0.91041802,0.25674158,0.00875821,0.09939562,0.51270689,0.00000000
-5.56178089,0.91351258,0.00934059,0.00000000,0.88446485,0.25036495,0.00890955,0.09401345,0.50066087,0.00000000
-5.55577789,0.88603979,0.00914893,0.00000000,0.85761652,0.24380808,0.00905518,0.08855227,0.48939890,0.00000000
-5.54977489,0.85933212,0.00896873,0.00000000,0.83032815,0.23716658,0.00919067,0.08310781,0.47896581,0.00000000
-5.54377189,0.83368722,0.00880144,0.00000000,0.80307890,0.23054675,0.00931172,0.07778352,0.46941933,0.00000000
-5.53776888,0.80942743,0.00864851,0.00000000,0.77636444,0.22406229,0.00941436,0.07268922,0.46082817,0.00000000
-5.53176588,0.78689335,0.00851129,0.00000000,0.75069038,0.21783111,0.00949493,0.06794013,0.45326964,0.00000000
-5.52576288,0.76643761,0.00839105,0.00000000,0.72656680,0.21197245,0.00955027,0.06365595,0.44682699,0.00000000
-5.51975988,0.74841922,0.00828895,0.00000000,0.70450408,0.20660434,0.00957774,0.05996031,0.44158666,0.00000000
-5.51375688,0.73319866,0.00820596,0.00000000,0.68500993,0.20184153,0.00957533,0.05698028,0.43763551,0.00000000
-5.50775388,0.72113368,0.00814287,0.00000000,0.66858756,0.19779386,0.00954174,0.05484613,0.43505827,0.00000000
-5.50175088,0.71257582,0.00810028,0.00000000,0.65573466,0.19456504,0.00947643,0.05369103,0.43393515,0.00000000
-5.49574787,0.70786743,0.00807854,0.00000000,0.64694270,0.19225190,0.00937969,0.05365077,0.43433979,0.00000000
-5.48974487,0.70733896,0.00807779,0.00000000,0.64269618,0.19094380,0.00925262,0.05486321,0.43633732,0.00000000
-5.48374187,0.71130609,0.00809790,0.00000000,0.64347114,0.19072228,0.00909721,0.05746744,0.43998285,0.00000000
-5.47773887,0.72006644,0.00813853,0.00000000,0.64973247,0.19166072,0.00891623,0.06160241,0.44531987,0.00000000
-5.47173587,0.73389544,0.00819909,0.00000000,0.66192934,0.19382387,0.00871327,0.06740509,0.45237892,0.00000000
-5.46573287,0.75304098,0.00827876,0.00000000,0.68048847,0.19726725,0.00849256,0.07500779,0.46117612,0.00000000
-5.45972986,0.77771667,0.00837651,0.00000000,0.70580474,0.20203609,0.00825896,0.08453488,0.47171165,0.00000000
-5.45372686,0.80809351,0.00849108,0.00000000,0.73822910,0.20816405,0.00801773,0.09609866,0.48396801,0.00000000
-5.44772386,0.84428998,0.00862103,0.00000000,0.77805378,0.21567145,0.00777445,0.10979457,0.49790816,0.00000000
-5.44172086,0.88636075,0.00876470,0.00000000,0.82549516,0.22456309,0.00753477,0.12569582,0.51347342,0.00000000
-5.43571786,0.93428427,0.00892025,0.00000000,0.88067471,0.23482585,0.00730425,0.14384751,0.53058115,0.00000000
-5.42971486,0.98794980,0.00908566,0.00000000,0.94359889,0.24642597,0.00708816,0.16426067,0.54912246,0.00000000
-5.42371186,1.04714450,0.00925871,0.00000000,1.01413895,0.25930640,0.00689127,0.18690629,0.56895994,0.00000000
-5.41770885,1.11154149,0.00943701,0.00000000,1.09201176,0.27338417,0.00671770,0.21170983,0.58992562,0.00000000
-5.41170585,1.18068955,0.00961800,0.00000000,1.17676297,0.28854820,0.00657072,0.23854647,0.61181935,0.00000000
-5.40570285,1.25400561,0.00979893,0.00000000,1.26775383,0.30465766,0.00645264,0.26723756,0.63440790,0.00000000
-5.39969985,1.33077079,0.00997691,0.00000000,1.36415307,0.32154107,0.00636473,0.29754853,0.65742493,0.00000000
-5.39369685,1.41013090,0.01014890,0.00000000,1.46493477,0.33899648,0.00630711,0.32918858,0.68057206,0.00000000
-5.38769385,1.49110208,0.01031174,0.00000000,1.56888356,0.35679276,0.00627880,0.36181256,0.70352127,0.00000000
-5.38169085,1.57258197,0.01046220,0.00000000,1.67460747,0.37467220,0.00627773,0.39502490,0.72591874,0.00000000
-5.37568784,1.65336678,0.01059701,0.00000000,1.78055909,0.39235438,0.00630081,0.42838599,0.74739021,0.00000000
-5.36968484,1.73217396,0.01071289,0.00000000,1.88506467,0.40954144,0.00634408,0.46142071,0.76754787,0.00000000
-5.36368184,1.80767027,0.01080669,0.00000000,1.98636088,0.42592455,0.00640284,0.49362899,0.78599863,0.00000000
-5.35767884,1.87850431,0.01087537,0.00000000,2.08263797,0.44119133,0.00647189,0.52449819,0.80235370,0.00000000
-5.35167584,1.94334257,0.01091616,0.00000000,2.17208814,0.45503424,0.00654570,0.55351666,0.81623898,0.00000000
-5.34567284,2.00090758,0.01092662,0.00000000,2.25295720,0.46715931,0.00661869,0.58018824,0.82730621,0.00000000
-5.33966983,2.05001668,0.01090470,0.00000000,2.32359748,0.47729508,0.00668543,0.60404685,0.83524409,0.00000000
-5.33366683,2.08961973,0.01084889,0.00000000,2.38251966,0.48520127,0.00674088,0.62467071,0.83978920,0.00000000
-5.32766383,2.11883401,0.01075825,0.00000000,2.42844127,0.49067678,0.00678063,0.64169545,0.84073601,0.00000000
-5.32166083,2.13697483,0.01063248,0.00000000,2.46032970,0.49356672,0.00680108,0.65482564,0.83794564,0.00000000
-5.31565783,2.14358024,0.01047201,0.00000000,2.47743747,0.49376800,0.00679960,0.66384406,0.83135288,0.00000000
-5.30965483,2.13842885,0.01027803,0.00000000,2.47932835,0.49123337,0.00677463,0.66861841,0.82097107,0.00000000
-5.30365183,2.12154976,0.01005245,0.00000000,2.46589292,0.48597358,0.00672580,0.66910515,0.80689471,0.00000000
-5.29764882,2.09322432,0.00979797,0.00000000,2.43735302,0.47805764,0.00665391,0.66535023,0.78929948,0.00000000
-5.29164582,2.05397967,0.00951798,0.00000000,2.39425483,0.46761118,0.00656097,0.65748690,0.76843987,0.00000000
-5.28564282,2.00457438,0.00921657,0.00000000,2.33745112,0.45481297,0.00645008,0.64573067,0.74464435,0.00000000
-5.27963982,1.94597729,0.00889837,0.00000000,2.26807363,0.43988977,0.00632534,0.63037164,0.71830846,0.00000000
-5.27363682,1.87934031,0.00856853,0.00000000,2.18749704,0.42310998,0.00619174,0.61176488,0.68988608,0.00000000
-5.26763382,1.80596699,0.00823259,0.00000000,2.09729634,0.40477608,0.00605494,0.59031909,0.65987943,0.00000000
-5.26163082,1.72727810,0.00789631,0.00000000,1.99919973,0.38521659,0.00592109,0.56648437,0.62882810,0.00000000
-5.25562781,1.64477604,0.00756561,0.00000000,1.89503924,0.36477764,0.00579660,0.54073948,0.59729777,0.00000000
-5.24962481,1.56000957,0.00724642,0.00000000,1.78670122,0.34381479,0.00568797,0.51357929,0.56586907,0.00000000
-5.24362181,1.47454022,0.00694454,0.00000000,1.67607876,0.32268515,0.00560153,0.48550292,0.53512691,0.00000000
-5.23761881,1.38991169,0.00666555,0.00000000,1.56502782,0.30174035,0.00554323,0.45700283,0.50565070,0.00000000
-5.23161581,1.30762297,0.00641473,0.00000000,1.45532852,0.28132042,0.00551851,0.42855555,0.47800577,0.00000000
-5.22561281,1.22910585,0.00619691,0.00000000,1.34865248,0.26174870,0.00553209,0.40061379,0.45273593,0.00000000
-5.21960980,1.15570695,0.00601649,0.00000000,1.24653696,0.24332799,0.00558788,0.37360044,0.43035745,0.00000000
-5.21360680,1.08867413,0.00587735,0.00000000,1.15036584,0.22633768,0.00568886,0.34790415,0.41135416,0.00000000
-5.20760380,1.02914701,0.00578280,0.00000000,1.06135723,0.21103201,0.00583705,0.32387652,0.39617355,0.00000000
-5.20160080,0.97815070,0.00573560,0.00000000,0.98055702,0.19763905,0.00603349,0.30183061,0.38522372,0.00000000
-5.19559780,0.93659217,0.00573797,0.00000000,0.90883779,0.18636045,0.00627825,0.28204052,0.37887072,0.00000000
-5.18959480,0.90525823,0.00579155,0.00000000,0.84690172,0.17737152,0.00657048,0.26474176,0.37743605,0.00000000
-5.18359180,0.88481426,0.00589745,0.00000000,0.79528669,0.17082158,0.00690849,0.25013209,0.38119414,0.00000000
-5.17758879,0.87580290,0.00605627,0.00000000,0.75437434,0.16683426,0.00728989,0.23837248,0.39036927,0.00000000
-5.17158579,0.87864205,0.00626811,0.00000000,0.72439914,0.16550768,0.00771163,0.22958804,0.40513213,0.00000000
-5.16558279,0.89362167,0.00653259,0.00000000,0.70545765,0.16691416,0.00817021,0.22386863,0.42559564,0.00000000
-5.15957979,0.92089926,0.00684888,0.00000000,0.69751731,0.17109975,0.00866176,0.22126912,0.45181025,0.00000000
-5.15357679,0.96049393,0.00721566,0.00000000,0.70042437,0.17808315,0.00918217,0.22180912,0.48375878,0.00000000
-5.14757379,1.01227947,0.00763117,0.00000000,0.71391071,0.18785438,0.00972721,0.22547231,0.52135106,0.00000000
-5.14157079,1.07597691,0.00809317,0.00000000,0.73759967,0.20037309,0.01029263,0.23220545,0.56441875,0.00000000
-5.13556778,1.15114732,0.00859894,0.00000000,0.77101105,0.21556679,0.01087425,0.24191722,0.61271073,0.00000000
-5.12956478,1.23718557,0.00914525,0.00000000,0.81356557,0.23332912,0.01146797,0.25447697,0.66588954,0.00000000
-5.12356178,1.33331620,0.00972832,0.00000000,0.86458929,0.25351836,0.01206986,0.26971388,0.72352926,0.00000000
-5.11755878,1.43859220,0.01034388,0.00000000,0.92331846,0.27595642,0.01267613,0.28741654,0.78511547,0.00000000
-5.11155578,1.55189750,0.01098706,0.00000000,0.98890518,0.30042852,0.01328317,0.30733326,0.85004752,0.00000000
-5.10555278,1.67195412,0.01165244,0.00000000,1.06042429,0.32668370,0.01388749,0.32917341,0.91764340,0.00000000
-5.09954977,1.79733426,0.01233407,0.00000000,1.13688181,0.35443639,0.01448575,0.35260981,0.98714756,0.00000000
-5.09354677,1.92647775,0.01302547,0.00000000,1.21722498,0.38336902,0.01507472,0.37728248,1.05774160,0.00000000
-5.08754377,2.05771486,0.01371969,0.00000000,1.30035404,0.41313581,0.01565129,0.40280358,1.12855768,0.00000000
-5.08154077,2.18929415,0.01440941,0.00000000,1.38513555,0.44336771,0.01621248,0.42876376,1.19869454,0.00000000
-5.07553777,2.31941473,0.01508696,0.00000000,1.47041712,0.47367836,0.01675546,0.45473959,1.26723561,0.00000000
-5.06953477,2.44626217,0.01574451,0.00000000,1.55504301,0.50367093,0.01727765,0.48030214,1.33326861,0.00000000
-5.06353177,2.56804692,0.01637415,0.00000000,1.63787051,0.53294577,0.01777676,0.50502625,1.39590619,0.00000000
-5.05752876,2.68304404,0.01696808,0.00000000,1.71778635,0.56110846,0.01825093,0.52850032,1.45430668,0.00000000
-5.05152576,2.78963280,0.01751873,0.00000000,1.79372288,0.58777818,0.01869888,0.55033634,1.50769425,0.00000000
-5.04552276,2.88633477,0.01801896,0.00000000,1.86467365,0.61259594,0.01911997,0.57017962,1.55537788,0.00000000
-5.03951976,2.97184909,0.01846224,0.00000000,1.92970777,0.63523259,0.01951445,0.58771807,1.59676818,0.00000000
-5.03351676,3.04508356,0.01884279,0.00000000,1.98798315,0.65539617,0.01988349,0.60269044,1.63139159,0.00000000
-5.02751376,3.10518044,0.01915576,0.00000000,2.03875798,0.67283850,0.02022934,0.61489343,1.65890152,0.00000000
-5.02151076,3.15153618,0.01939736,0.00000000,2.08140069,0.68736071,0.02055536,0.62418719,1.67908587,0.00000000
-5.01550775,3.18381423,0.01956503,0.00000000,2.11539797,0.69881758,0.02086605,0.63049911,1.69187080,0.00000000
-5.00950475,3.20195082,0.01965748,0.00000000,2.14036112,0.70712057,0.02116698,0.63382564,1.69732079,0.00000000
-5.00350175,3.20615332,0.01967480,0.00000000,2.15603049,0.71223947,0.02146463,0.63423217,1.69563490,0.00000000
-4.99749875,3.19689168,0.01961852,0.00000000,2.16227820,0.71420267,0.02176623,0.63185091,1.68713960,0.00000000
-4.99149575,3.17488312,0.01949156,0.00000000,2.15910900,0.71309604,0.02207947,0.62687680,1.67227847,0.00000000
-4.98549275,3.14107092,0.01929830,0.00000000,2.14665946,0.70906047,0.02241209,0.61956175,1.65159930,0.00000000
-4.97948974,3.09659809,0.01904442,0.00000000,2.12519525,0.70228829,0.02277156,0.61020722,1.62573898,0.00000000
-4.97348674,3.04277684,0.01873692,0.00000000,2.09510669,0.69301848,0.02316457,0.59915566,1.59540701,0.00000000
-4.96748374,2.98105511,0.01838393,0.00000000,2.05690234,0.68153109,0.02359658,0.58678088,1.56136793,0.00000000
-4.96148074,2.91298104,0.01799461,0.00000000,2.01120076,0.66814082,0.02407139,0.57347784,1.52442348,0.00000000
-4.95547774,2.84016670,0.01757896,0.00000000,1.95872035,0.65318999,0.02459071,0.55965221,1.48539495,0.00000000
-4.94947474,2.76425201,0.01714770,0.00000000,1.90026726,0.63704121,0.02515378,0.54570994,1.44510620,0.00000000
-4.94347174,2.68686995,0.01671200,0.00000000,1.83672165,0.62006973,0.02575718,0.53204728,1.40436785,0.00000000
-4.93746873,2.60961376,0.01628331,0.00000000,1.76902224,0.60265575,0.02639458,0.51904144,1.36396286,0.00000000
-4.93146573,2.53400704,0.01587317,0.00000000,1.69814966,0.58517690,0.02705683,0.50704224,1.32463386,0.00000000
-4.92546273,2.46147727,0.01549296,0.00000000,1.62510875,0.56800090,0.02773199,0.49636489,1.28707237,0.00000000
-4.91945973,2.39333299,0.01515368,0.00000000,1.55091032,0.55147869,0.02840567,0.48728397,1.25190991,0.00000000
-4.91345673,2.33074518,0.01486578,0.00000000,1.47655288,0.53593800,0.02906141,0.48002892,1.21971106,0.00000000
-4.90745373,2.27473259,0.01463894,0.00000000,1.40300477,0.52167761,0.02968122,0.47478075,1.19096836,0.00000000
-4.90145073,2.22615119,0.01448188,0.00000000,1.33118726,0.50896223,0.03024624,0.47167022,1.16609890,0.00000000
-4.89544772,2.18568736,0.01440216,0.00000000,1.26195912,0.49801819,0.03073745,0.47077728,1.14544231,0.00000000
-4.88944472,2.15385460,0.01440607,0.00000000,1.19610300,0.48902990,0.03113646,0.47213159,1.12926013,0.00000000
-4.88344172,2.13099326,0.01449845,0.00000000,1.13431415,0.48213710,0.03142626,0.47571419,1.11773604,0.00000000
-4.87743872,2.11727295,0.01468262,0.00000000,1.07719152,0.47743302,0.03159200,0.48145995,1.11097687,0.00000000
-4.87143572,2.11269712,0.01496022,0.00000000,1.02523155,0.47496325,0.03162167,0.48926071,1.10901423,0.00000000
-4.86543272,2.11710933,0.01533119,0.00000000,0.97882456,0.47472553,0.03150665,0.49896896,1.11180632,0.00000000
-4.85942971,2.13020095,0.01579374,0.00000000,0.93825367,0.47667024,0.03124219,0.51040193,1.11924009,0.00000000
-4.85342671,2.15151990,0.01634430,0.00000000,0.90369609,0.48070172,0.03082766,0.52334587,1.13113344,0.00000000
-4.84742371,2.18048013,0.01697758,0.00000000,0.87522643,0.48668028,0.03026672,0.53756051,1.14723761,0.00000000
-4.84142071,2.21637199,0.01768657,0.00000000,0.85282172,0.49442500,0.02956723,0.55278353,1.16723971,0.00000000
-4.83541771,2.25837311,0.01846271,0.00000000,0.83636776,0.50371710,0.02874106,0.56873508,1.19076555,0.00000000
-4.82941471,2.30556018,0.01929593,0.00000000,0.82566645,0.51430410,0.02780366,0.58512228,1.21738293,0.00000000
-4.82341171,2.35692143,0.02017483,0.00000000,0.82044369,0.52590451,0.02677355,0.60164368,1.24660553,0.00000000
-4.81740870,2.41137026,0.02108689,0.00000000,0.82035757,0.53821313,0.02567170,0.61799364,1.27789760,0.00000000
-4.81140570,2.46775991,0.02201861,0.00000000,0.82500657,0.55090684,0.02452076,0.63386681,1.31067970,0.00000000
-4.80540270,2.52489944,0.02295584,0.00000000,0.83393764,0.56365091,0.02334431,0.64896257,1.34433544,0.00000000
-4.79939970,2.58157099,0.02388393,0.00000000,0.84665398,0.57610559,0.02216603,0.66298939,1.37821956,0.00000000
-4.79339670,2.63654837,0.02478810,0.00000000,0.86262250,0.58793303,0.02100894,0.67566934,1.41166713,0.00000000
-4.78739370,2.68861672,0.02565364,0.00000000,0.88128104,0.59880424,0.01989467,0.68674243,1.44400398,0.00000000
-4.78139070,2.73659317,0.02646625,0.00000000,0.90204539,0.60840612,0.01884275,0.69597099,1.47455808,0.00000000
-4.77538769,2.77934796,0.02721228,0.00000000,0.92431623,0.61644822,0.01787008,0.70314378,1.50267184,0.00000000
-4.76938469,2.81582570,0.02787903,0.00000000,0.94748616,0.62266919,0.01699048,0.70808003,1.52771475,0.00000000
-4.76338169,2.84506625,0.02845498,0.00000000,0.97094692,0.62684267,0.01621433,0.71063298,1.54909637,0.00000000
-4.75737869,2.86622450,0.02893002,0.00000000,0.99409702,0.62878250,0.01554840,0.71069313,1.56627895,0.00000000
-4.75137569,2.87858871,0.02929565,0.00000000,1.01634972,0.62834700,0.01499576,0.70819086,1.57878952,0.00000000
-4.74537269,2.88159654,0.02954515,0.00000000,1.03714156,0.62544230,0.01455588,0.70309848,1.58623097,0.00000000
-4.73936968,2.87484853,0.02967366,0.00000000,1.05594128,0.62002452,0.01422480,0.69543141,1.58829169,0.00000000
-4.73336668,2.85811836,0.02967834,0.00000000,1.07225912,0.61210077,0.01399540,0.68524872,1.58475363,0.00000000
-4.72736368,2.83135971,0.02955833,0.00000000,1.08565628,0.60172890,0.01385782,0.67265264,1.57549831,0.00000000
-4.72136068,2.79470933,0.02931479,0.00000000,1.09575435,0.58901601,0.01379990,0.65778727,1.56051072,0.00000000
-4.71535768,2.74848628,0.02895088,0.00000000,1.10224434,0.57411587,0.01380774,0.64083630,1.53988103,0.00000000
-4.70935468,2.69318739,0.02847163,0.00000000,1.10489503,0.55722512,0.01386621,0.62201999,1.51380389,0.00000000
-4.70335168,2.62947894,0.02788386,0.00000000,1.10356017,0.53857865,0.01395957,0.60159113,1.48257566,0.00000000
-4.69734867,2.55818483,0.02719604,0.00000000,1.09818426,0.51844408,0.01407202,0.57983047,1.44658929,0.00000000
-4.69134567,2.48027155,0.02641812,0.00000000,1.08880639,0.49711562,0.01418830,0.55704128,1.40632735,0.00000000
-4.68534267,2.39683033,0.02556131,0.00000000,1.07556193,0.47490755,0.01429415,0.53354361,1.36235324,0.00000000
-4.67933967,2.30905677,0.02463791,0.00000000,1.05868173,0.45214737,0.01437684,0.50966795,1.31530078,0.00000000
-4.67333667,2.21822858,0.02366108,0.00000000,1.03848860,0.42916899,0.01442551,0.48574875,1.26586257,0.00000000
-4.66733367,2.12568175,0.02264460,0.00000000,1.01539111,0.40630599,0.01443152,0.46211782,1.21477723,0.00000000
-4.66133067,2.03278573,0.02160264,0.00000000,0.98987467,0.38388515,0.01438868,0.43909773,1.16281597,0.00000000
-4.65532766,1.94091805,0.02054953,0.00000000,0.96249001,0.36222053,0.01429334,0.41699546,1.11076857,0.00000000
-4.64932466,1.85143897,0.01949953,0.00000000,0.93383950,0.34160795,0.01414447,0.39609638,1.05942922,0.00000000
-4.64332166,1.76566649,0.01846661,0.00000000,0.90456152,0.32232027,0.01394356,0.37665867,1.00958242,0.00000000
