energy_ev,total_up,C_s_up,C_p_up,Ni_p_up,Ni_d_up,Se_s_up,Se_p_up,W_p_up,W_d_up
-5.74187094,2.53529808,0.00141326,0.45806388,0.69620521,0.56866225,0.01810288,1.01441514,1.13193021,0.54908726
-5.73586793,2.51662952,0.00141077,0.44923588,0.68211370,0.56910878,0.01885371,1.01214960,1.08918536,0.54704597
-5.72986493,2.50143669,0.00142905,0.44064971,0.66874966,0.57071451,0.01960715,1.01192109,1.04776820,0.54557080
-5.72386193,2.48954196,0.00146769,0.43229897,0.65620207,0.57344206,0.02034756,1.01369517,1.00785329,0.54457338
-5.71785893,2.48069237,0.00152637,0.42416889,0.64453561,0.57723536,0.02105898,1.01739079,0.96959979,0.54395522
-5.71185593,2.47457398,0.00160487,0.41623970,0.63379144,0.58202128,0.02172551,1.02288349,0.93315043,0.54361311
-5.70585293,2.47082957,0.00170294,0.40849037,0.62398886,0.58771199,0.02233170,1.03001036,0.89863128,0.54344507
-5.69984992,2.46907845,0.00182031,0.40090276,0.61512768,0.59420791,0.02286306,1.03857641,0.86615252,0.54335650
-5.69384692,2.46893742,0.00195660,0.39346569,0.60719105,0.60140099,0.02330644,1.04836209,0.83580990,0.54326609
-5.68784392,2.47004155,0.00211129,0.38617886,0.60014859,0.60917825,0.02365050,1.05913136,0.80768684,0.54311130
-5.68184092,2.47206339,0.00228360,0.37905615,0.59395959,0.61742525,0.02388606,1.07063998,0.78185683,0.54285285
-5.67583792,2.47472940,0.00247251,0.37212817,0.58857599,0.62602930,0.02400644,1.08264345,0.75838582,0.54247809
-5.66983492,2.47783267,0.00267662,0.36544380,0.58394507,0.63488226,0.02400770,1.09490425,0.73733429,0.54200289
-5.66383192,2.48124085,0.00289419,0.35907053,0.58001167,0.64388266,0.02388877,1.10719789,0.71875882,0.54147193
-5.65782891,2.48489900,0.00312308,0.35309352,0.57671975,0.65293721,0.02365154,1.11931772,0.70271272,0.54095735
-5.65182591,2.48882718,0.00336074,0.34761339,0.57401355,0.66196150,0.02330070,1.13107817,0.68924574,0.54055569
-5.64582291,2.49311286,0.00360421,0.34274269,0.57183795,0.67088000,0.02284365,1.14231655,0.67840266,0.54038341
-5.63981991,2.49789882,0.00385016,0.33860137,0.57013862,0.67962552,0.02229018,1.15289343,0.67022080,0.54057103
-5.63381691,2.50336738,0.00409493,0.33531119,0.56886157,0.68813809,0.02165210,1.16269192,0.66472657,0.54125634
-5.62781391,2.50972207,0.00433460,0.33298964,0.56795268,0.69636366,0.02094279,1.17161605,0.66193115,0.54257697
-5.62181091,2.51716793,0.00456508,0.33174339,0.56735707,0.70425267,0.02017674,1.17958862,0.66182575,0.54466266
-5.61580790,2.52589183,0.00478218,0.33166181,0.56701862,0.71175888,0.01936898,1.18654894,0.66437648,0.54762775
-5.60980490,2.53604401,0.00498175,0.33281081,0.56687966,0.71883840,0.01853459,1.19245070,0.66951950,0.55156421
-5.60380190,2.54772205,0.00515978,0.33522730,0.56688103,0.72544939,0.01768817,1.19726035,0.67715649,0.55653544
-5.59779890,2.56095824,0.00531255,0.33891470,0.56696244,0.73155229,0.01684337,1.20095604,0.68715101,0.56257142
-5.59179590,2.57571090,0.00543669,0.34383957,0.56706316,0.73711071,0.01601251,1.20352742,0.69932594,0.56966513
-5.58579290,2.59186017,0.00552936,0.34992973,0.56712315,0.74209299,0.01520625,1.20497603,0.71346214,0.57777050
-5.57978989,2.60920831,0.00558830,0.35707386,0.56708419,0.74647422,0.01443332,1.20531642,0.72929878,0.58680206
-5.57378689,2.62748414,0.00561192,0.36512267,0.56689134,0.75023863,0.01370041,1.20457758,0.74653505,0.59663601
-5.56778389,2.64635137,0.00559935,0.37389167,0.56649419,0.75338212,0.01301212,1.20280452,0.76483357,0.60711284
-5.56178089,2.66541984,0.00555049,0.38316535,0.56584804,0.75591460,0.01237097,1.20005963,0.78382524,0.61804128
-5.55577789,2.68425901,0.00546601,0.39270264,0.56491475,0.75786202,0.01177757,1.19642352,0.80311539,0.62920324
-5.54977489,2.70241265,0.00534731,0.40224342,0.56366321,0.75926762,0.01123079,1.19199495,0.82229109,0.64035973
-5.54377189,2.71941386,0.00519650,0.41151591,0.56206936,0.76019242,0.01072804,1.18688986,0.84092938,0.65125728
-5.53776888,2.73479953,0.00501629,0.42024440,0.56011578,0.76071463,0.01026554,1.18123895,0.85860591,0.66163477
-5.53176588,2.74812348,0.00480996,0.42815730,0.55779072,0.76092787,0.00983865,1.17518423,0.87490405,0.67123031
-5.52576288,2.75896785,0.00458120,0.43499501,0.55508688,0.76093829,0.00944220,1.16887416,0.88942388,0.67978799
-5.51975988,2.76695207,0.00433399,0.44051741,0.55199988,0.76086061,0.00907082,1.16245792,0.90179086,0.68706431
-5.51375688,2.77173963,0.00407254,0.44451064,0.54852658,0.76081317,0.00871925,1.15607885,0.91166403,0.69283414
-5.50775388,2.77304233,0.00380108,0.44679300,0.54466338,0.76091232,0.00838255,1.14986752,0.91874334,0.69689593
-5.50175088,2.77062241,0.00352381,0.44721971,0.54040479,0.76126639,0.00805643,1.14393490,0.92277611,0.69907638
-5.49574787,2.76429275,0.00324475,0.44568656,0.53574219,0.76196950,0.00773734,1.13836583,0.92356227,0.69923413
-5.48974487,2.75391563,0.00296767,0.44213214,0.53066310,0.76309573,0.00742267,1.13321358,0.92095848,0.69726273
-5.48374187,2.73940053,0.00269599,0.43653882,0.52515085,0.76469383,0.00711082,1.12849552,0.91488091,0.69309271
-5.47773887,2.72070127,0.00243273,0.42893240,0.51918488,0.76678288,0.00680124,1.12419045,0.90530668,0.68669278
-5.47173587,2.69781313,0.00218047,0.41938054,0.51274151,0.76934915,0.00649445,1.12023776,0.89227403,0.67807021
-5.46573287,2.67077006,0.00194130,0.40799008,0.50579528,0.77234444,0.00619199,1.11653843,0.87588110,0.66727039
-5.45972986,2.63964247,0.00171687,0.39490331,0.49832056,0.77568595,0.00589638,1.11295807,0.85628348,0.65437557
-5.45372686,2.60453555,0.00150833,0.38029355,0.49029361,0.77925783,0.00561101,1.10933168,0.83369060,0.63950295
-5.44772386,2.56558827,0.00131641,0.36435993,0.48169470,0.78291435,0.00534005,1.10547009,0.80836093,0.62280202
-5.44172086,2.52297303,0.00114143,0.34732190,0.47251024,0.78648454,0.00508833,1.10116760,0.78059628,0.60445132
-5.43571786,2.47689568,0.00098336,0.32941331,0.46273483,0.78977817,0.00486118,1.09621068,0.75073518,0.58465469
-5.42971486,2.42759591,0.00084185,0.31087655,0.45237300,0.79259283,0.00466434,1.09038703,0.71914559,0.56363712
-5.42371186,2.37534753,0.00071631,0.29195672,0.44144054,0.79472171,0.00450376,1.08349479,0.68621706,0.54164019
-5.41770885,2.32045857,0.00060593,0.27289608,0.42996543,0.79596176,0.00438547,1.07535134,0.65235258,0.51891738
-5.41170585,2.26327080,0.00050978,0.25392885,0.41798818,0.79612190,0.00431546,1.06580129,0.61796021,0.49572922
-5.40570285,2.20415851,0.00042680,0.23527656,0.40556163,0.79503092,0.00429946,1.05472332,0.58344483,0.47233845
-5.39969985,2.14352626,0.00035591,0.21714399,0.39275018,0.79254459,0.00434281,1.04203557,0.54920008,0.44900536
-5.39369685,2.08180551,0.00029598,0.19971567,0.37962857,0.78855177,0.00445026,1.02769929,0.51560078,0.42598328
-5.38769385,2.01945006,0.00024594,0.18315321,0.36628013,0.78297930,0.00462586,1.01172072,0.48299597,0.40351443
-5.38169085,1.95693029,0.00020473,0.16759323,0.35279473,0.77579528,0.00487270,0.99415108,0.45170270,0.38182622
-5.37568784,1.89472612,0.00017137,0.15314605,0.33926643,0.76701080,0.00519279,0.97508463,0.42200077,0.36112789
-5.36968484,1.83331915,0.00014495,0.13989501,0.32579092,0.75668001,0.00558689,0.95465518,0.39412851,0.34160779
-5.36368184,1.77318382,0.00012467,0.12789653,0.31246300,0.74489847,0.00605433,0.93303093,0.36827960,0.32343111
-5.35767884,1.71477814,0.00010980,0.11718069,0.29937405,0.73180002,0.00659289,0.91040817,0.34460109,0.30673817
-5.35167584,1.65853419,0.00009970,0.10775234,0.28660959,0.71755233,0.00719869,0.88700401,0.32319258,0.29164323
-5.34567284,1.60484870,0.00009383,0.09959281,0.27424719,0.70235121,0.00786613,0.86304853,0.30410650,0.27823382
-5.33966983,1.55407425,0.00009175,0.09266186,0.26235458,0.68641417,0.00858783,0.83877679,0.28734947,0.26657047
-5.33366683,1.50651121,0.00009305,0.08690016,0.25098819,0.66997339,0.00935470,0.81442089,0.27288472,0.25668692
-5.32766383,1.46240095,0.00009742,0.08223185,0.24019208,0.65326845,0.01015599,0.79020270,0.26063534,0.24859067
-5.32166083,1.42192055,0.00010459,0.07856750,0.22999730,0.63653913,0.01097945,0.76632724,0.25048841,0.24226382
-5.31565783,1.38517919,0.00011433,0.07580706,0.22042170,0.62001849,0.01181155,0.74297722,0.24229969,0.23766426
-5.30965483,1.35221643,0.00012644,0.07384294,0.21147018,0.60392655,0.01263772,0.72030881,0.23589897,0.23472697
-5.30365183,1.32300247,0.00014075,0.07256316,0.20313537,0.58846470,0.01344273,0.69844875,0.23109566,0.23336568
-5.29764882,1.29744027,0.00015708,0.07185433,0.19539866,0.57381092,0.01421102,0.67749278,0.22768473,0.23347453
-5.29164582,1.27536953,0.00017525,0.07160465,0.18823154,0.56011597,0.01492715,0.65750555,0.22545273,0.23493004
-5.28564282,1.25657232,0.00019509,0.07170669,0.18159722,0.54750054,0.01557622,0.63852155,0.22418373,0.23759317
-5.27963982,1.24078008,0.00021638,0.07206003,0.17545240,0.53605328,0.01614431,0.62054723,0.22366515,0.24131149
-5.27363682,1.22768178,0.00023889,0.07257359,0.16974922,0.52582971,0.01661892,0.60356385,0.22369333,0.24592166
-5.26763382,1.21693291,0.00026237,0.07316777,0.16443707,0.51685199,0.01698934,0.58753098,0.22407871,0.25125193
-5.26163082,1.20816506,0.00028653,0.07377633,0.15946453,0.50910927,0.01724701,0.57239021,0.22465061,0.25712495
-5.25562781,1.20099576,0.00031104,0.07434785,0.15478105,0.50255887,0.01738581,0.55806912,0.22526147,0.26336074
-5.24962481,1.19503844,0.00033557,0.07484707,0.15033854,0.49712784,0.01740221,0.54448509,0.22579061,0.26977991
-5.24362181,1.18991232,0.00035975,0.07525580,0.14609271,0.49271522,0.01729542,0.53154877,0.22614746,0.27620711
-5.23761881,1.18525211,0.00038320,0.07557368,0.14200414,0.48919474,0.01706738,0.51916740,0.22627417,0.28247461
-5.23161581,1.18071755,0.00040551,0.07581857,0.13803913,0.48641804,0.01672269,0.50724754,0.22614778,0.28842622
-5.22561281,1.17600258,0.00042631,0.07602688,0.13417032,0.48421845,0.01626841,0.49569753,0.22578189,0.29392115
-5.21960980,1.17084445,0.00044522,0.07625360,0.13037706,0.48241527,0.01571382,0.48442956,0.22522777,0.29883816
-5.21360680,1.16503244,0.00046188,0.07657223,0.12664562,0.48081856,0.01507009,0.47336151,0.22457520,0.30307946
-5.20760380,1.15841635,0.00047598,0.07707454,0.12296920,0.47923451,0.01434988,0.46241855,0.22395270,0.30657465
-5.20160080,1.15091473,0.00048724,0.07787026,0.11934792,0.47747114,0.01356696,0.45153480,0.22352758,0.30928431
-5.19559780,1.14252250,0.00049543,0.07908657,0.11578866,0.47534447,0.01273572,0.44065492,0.22350534,0.31120320
-5.18959480,1.13331796,0.00050041,0.08086753,0.11230496,0.47268477,0.01187077,0.42973582,0.22412880,0.31236286
-5.18359180,1.12346871,0.00050209,0.08337324,0.10891686,0.46934288,0.01098650,0.41874846,0.22567663,0.31283349
-5.17758879,1.11323629,0.00050044,0.08677884,0.10565078,0.46519636,0.01009673,0.40767976,0.22846132,0.31272493
-5.17158579,1.10297896,0.00049553,0.09127318,0.10253938,0.46015509,0.00921435,0.39653449,0.23282643,0.31218663
-5.16558279,1.09315226,0.00048747,0.09705711,0.09962148,0.45416622,0.00835106,0.38533712,0.23914309,0.31140642
-5.15957979,1.08430690,0.00047648,0.10434137,0.09694187,0.44721806,0.00751714,0.37413340,0.24780551,0.31060802
-5.15357679,1.07708357,0.00046280,0.11334387,0.09455111,0.43934286,0.00672135,0.36299161,0.25922554,0.31004733
-5.14757379,1.07220434,0.00044674,0.12428647,0.09250521,0.43061802,0.00597081,0.35200322,0.27382603,0.31000731
-5.14157079,1.07046042,0.00042866,0.13739106,0.09086516,0.42116588,0.00527103,0.34128289,0.29203310,0.31079168
-5.13556778,1.07269633,0.00040894,0.15287497,0.08969619,0.41115177,0.00462591,0.33096768,0.31426713,0.31271740
-5.12956478,1.07979032,0.00038799,0.17094574,0.08906689,0.40078049,0.00403786,0.32121527,0.34093264,0.31610612
-5.12356178,1.09263169,0.00036621,0.19179526,0.08904801,0.39029116,0.00350793,0.31220128,0.37240710,0.32127488
-5.11755878,1.11209501,0.00034400,0.21559336,0.08971097,0.37995072,0.00303595,0.30411561,0.40902886,0.32852608
-5.11155578,1.13901231,0.00032175,0.24248100,0.09112612,0.37004615,0.00262072,0.29715785,0.45108435,0.33813730
-5.10555278,1.17414363,0.00029982,0.27256323,0.09336071,0.36087582,0.00226018,0.29153192,0.49879504,0.35035094
-5.09954977,1.21814701,0.00027852,0.30590204,0.09647663,0.35274017,0.00195160,0.28743995,0.55230429,0.36536432
-5.09354677,1.27154899,0.00025814,0.34250953,0.10052799,0.34593204,0.00169171,0.28507582,0.61166475,0.38332034
-5.08754377,1.33471631,0.00023888,0.38234140,0.10555861,0.34072714,0.00147693,0.28461827,0.67682651,0.40429914
-5.08154077,1.40783034,0.00022094,0.42529128,0.11159942,0.33737474,0.00130344,0.28622405,0.74762678,0.42831104
-5.07553777,1.49086478,0.00020443,0.47118603,0.11866601,0.33608907,0.00116733,0.29002123,0.82378134,0.45529114
-5.06953477,1.58356794,0.00018942,0.51978233,0.12675630,0.33704165,0.00106469,0.29610295,0.90487842,0.48509566
-5.06353177,1.68545028,0.00017593,0.57076486,0.13584849,0.34035469,0.00099167,0.30452171,0.99037532,0.51750042
-5.05752876,1.79577798,0.00016394,0.62374618,0.14589943,0.34609589,0.00094454,0.31528472,1.07959838,0.55220151
-5.05152576,1.91357310,0.00015338,0.67826865,0.15684341,0.35427470,0.00091977,0.32835009,1.17174632,0.58881831
-5.04552276,2.03762069,0.00014417,0.73380835,0.16859165,0.36484007,0.00091397,0.34362440,1.26589749,0.62689876
-5.03951976,2.16648313,0.00013618,0.78978114,0.18103228,0.37767996,0.00092397,0.36096157,1.36102097,0.66592709
-5.03351676,2.29852160,0.00012927,0.84555093,0.19403122,0.39262238,0.00094678,0.38016326,1.45599150,0.70533356
-5.02751376,2.43192438,0.00012329,0.90043990,0.20743375,0.40943817,0.00097963,0.40098082,1.54960827,0.74450630
-5.02151076,2.56474173,0.00011809,0.95374067,0.22106686,0.42784540,0.00101991,0.42311892,1.64061704,0.78280485
-5.01550775,2.69492649,0.00011350,1.00473006,0.23474243,0.44751521,0.00106522,0.44624078,1.72773539,0.81957498
-5.00950475,2.82037947,0.00010939,1.05268427,0.24826112,0.46807931,0.00111334,0.46997500,1.80968036,0.85416462
-5.00350175,2.93899876,0.00010562,1.09689489,0.26141693,0.48913858,0.00116221,0.49392394,1.88519784,0.88594020
-4.99749875,3.04873141,0.00010205,1.13668548,0.27400236,0.51027304,0.00120997,0.51767339,1.95309286,0.91430310
-4.99149575,3.14762622,0.00009860,1.17142820,0.28581392,0.53105267,0.00125494,0.54080344,2.01225993,0.93870556
-4.98549275,3.23388597,0.00009517,1.20055980,0.29665792,0.55104892,0.00129562,0.56290022,2.06171235,0.95866569
-4.97948974,3.30591754,0.00009169,1.22359668,0.30635639,0.56984673,0.00133074,0.58356810,2.10060950,0.97378093
-4.97348674,3.36237818,0.00008812,1.24014834,0.31475272,0.58705657,0.00135923,0.60244213,2.12828126,0.98373967
-4.96748374,3.40221642,0.00008444,1.24992866,0.32171703,0.60232619,0.00138024,0.61920007,2.14424840,0.98833045
-4.96148074,3.42470599,0.00008064,1.25276484,0.32715088,0.61535170,0.00139315,0.63357377,2.14823824,0.98744868
-4.95547774,3.42947150,0.00007672,1.24860321,0.33099126,0.62588760,0.00139758,0.64535918,2.14019490,0.98110031
-4.94947474,3.41650468,0.00007271,1.23751207,0.33321347,0.63375521,0.00139342,0.65442474,2.12028351,0.96940271
-4.94347174,3.38617051,0.00006865,1.21968105,0.33383294,0.63884933,0.00138077,0.66071754,2.08888820,0.95258240
-4.93746873,3.33920261,0.00006458,1.19541716,0.33290572,0.64114260,0.00135996,0.66426701,2.04660374,0.93096989
-4.93146573,3.27668791,0.00006057,1.16513743,0.33052769,0.64068745,0.00133159,0.66518575,1.99422103,0.90499188
-4.92546273,3.20004084,0.00005668,1.12935859,0.32683228,0.63761529,0.00129643,0.66366734,1.93270688,0.87516093
-4.91945973,3.11096776,0.00005298,1.08868391,0.32198697,0.63213303,0.00125546,0.65998114,1.86317866,0.84206306
-4.91345673,3.01142277,0.00004953,1.04378774,0.31618852,0.62451684,0.00120981,0.65446399,1.78687491,0.80634378
-4.90745373,2.90355617,0.00004643,0.99539829,0.30965709,0.61510336,0.00116078,0.64750921,1.70512265,0.76869290
-4.90145073,2.78965738,0.00004374,0.94427933,0.30262946,0.60427853,0.00110975,0.63955307,1.61930282,0.72982858
-4.89544772,2.67209422,0.00004154,0.89121119,0.29535165,0.59246465,0.00105820,0.63105939,1.53081492,0.69048128
-4.88944472,2.55325046,0.00003992,0.83697211,0.28807112,0.58010581,0.00100763,0.62250262,1.44104218,0.65137781
-4.88344172,2.43546385,0.00003894,0.78232025,0.28102885,0.56765255,0.00095958,0.61435036,1.35131843,0.61322609
-4.87743872,2.32096656,0.00003867,0.72797701,0.27445170,0.55554621,0.00091557,0.60704568,1.26289771,0.57670084
-4.87143572,2.21182988,0.00003920,0.67461234,0.26854519,0.54420356,0.00087704,0.60099037,1.17692768,0.54243046
-4.86543272,2.10991496,0.00004058,0.62283220,0.26348713,0.53400248,0.00084537,0.59652952,1.09442743,0.51098544
-4.85942971,2.01683077,0.00004289,0.57316862,0.25942215,0.52526906,0.00082184,0.59393828,1.01627043,0.48286823
-4.85342671,1.93390069,0.00004617,0.52607251,0.25645751,0.51826685,0.00080757,0.59341131,0.94317264,0.45850487
-4.84742371,1.86213806,0.00005047,0.48190923,0.25466028,0.51318856,0.00080352,0.59505545,0.87568616,0.43823815
-4.84142071,1.80223144,0.00005584,0.44095691,0.25405587,0.51015049,0.00081048,0.59888582,0.81419803,0.42232253
-4.83541771,1.75453930,0.00006229,0.40340734,0.25462810,0.50918996,0.00082902,0.60482567,0.75893392,0.41092059
-4.82941471,1.71909408,0.00006983,0.36936909,0.25632070,0.51026581,0.00085947,0.61270982,0.70996619,0.40410109
-4.82341171,1.69561488,0.00007846,0.33887277,0.25904016,0.51326170,0.00090195,0.62229164,0.66722571,0.40183854
-4.81740870,1.68352805,0.00008815,0.31187775,0.26265974,0.51799224,0.00095629,0.63325319,0.63051652,0.40401424
-4.81140570,1.68199459,0.00009886,0.28828022,0.26702459,0.52421144,0.00102206,0.64521800,0.59953275,0.41041891
-4.80540270,1.68994326,0.00011049,0.26792201,0.27195760,0.53162319,0.00109857,0.65776601,0.57387693,0.42075670
-4.79939970,1.70610814,0.00012297,0.25059988,0.27726583,0.53989312,0.00118485,0.67044986,0.55307890,0.43465081
-4.79339670,1.72906940,0.00013616,0.23607498,0.28274723,0.54866153,0.00127966,0.68281193,0.53661461,0.45165064
-4.78739370,1.75729592,0.00014991,0.22408200,0.28819739,0.55755656,0.00138153,0.69440126,0.52392436,0.47124048
-4.78139070,1.78918874,0.00016405,0.21433798,0.29341607,0.56620732,0.00148873,0.70478970,0.51442982,0.49284978
-4.77538769,1.82312398,0.00017838,0.20655044,0.29821329,0.57425624,0.00159936,0.71358665,0.50754951,0.51586482
-4.76938469,1.85749434,0.00019268,0.20042473,0.30241477,0.58137037,0.00171133,0.72045169,0.50271260,0.53964183
-4.76338169,1.89074823,0.00020673,0.19567054,0.30586654,0.58725119,0.00182244,0.72510488,0.49937067,0.56352120
-4.75737869,1.92142568,0.00022027,0.19200754,0.30843870,0.59164255,0.00193044,0.72733416,0.49700760,0.58684258
-4.75137569,1.94819035,0.00023308,0.18917008,0.31002812,0.59433675,0.00203305,0.72699988,0.49514749,0.60896052
-4.74537269,1.96985720,0.00024491,0.18691108,0.31056017,0.59517848,0.00212804,0.72403637,0.49336080,0.62926022
-4.73936968,1.98541519,0.00025552,0.18500511,0.30998942,0.59406684,0.00221330,0.71845064,0.49126873,0.64717288
-4.73336668,1.99404484,0.00026471,0.18325064,0.30829947,0.59095528,0.00228688,0.71031859,0.48854624,0.66219019
-4.72736368,1.99513041,0.00027229,0.18147174,0.30550182,0.58584987,0.00234706,0.69977898,0.48492359,0.67387738
-4.72136068,1.98826660,0.00027808,0.17951904,0.30163412,0.57880602,0.00239241,0.68702555,0.48018682,0.68188431
-4.71535768,1.97325986,0.00028198,0.17727020,0.29675774,0.56992394,0.00242181,0.67229800,0.47417718,0.68595416
-4.70935468,1.95012431,0.00028390,0.17462982,0.29095488,0.55934305,0.00243451,0.65587205,0.46678970,0.68592940
-4.70335168,1.91907269,0.00028378,0.17152889,0.28432531,0.54723582,0.00243011,0.63804917,0.45797095,0.68175455
-4.69734867,1.88050258,0.00028164,0.16792382,0.27698300,0.53380114,0.00240864,0.61914655,0.44771610,0.67347586
-4.69134567,1.83497844,0.00027752,0.16379501,0.26905246,0.51925752,0.00237047,0.59948738,0.43606535,0.66123766
-4.68534267,1.78320986,0.00027150,0.15914510,0.26066532,0.50383639,0.00231637,0.57939202,0.42309978,0.64527557
-4.67933967,1.72602686,0.00026372,0.15399681,0.25195672,0.48777563,0.00224741,0.55917010,0.40893656,0.62590692
-4.67333667,1.66435283,0.00025432,0.14839054,0.24306210,0.47131348,0.00216499,0.53911371,0.39372375,0.60351871
-4.66733367,1.59917592,0.00024351,0.14238161,0.23411399,0.45468285,0.00207072,0.51949177,0.37763461,0.57855357
-4.66133067,1.53151965,0.00023149,0.13603743,0.22523911,0.43810626,0.00196643,0.50054544,0.36086157,0.55149438
-4.65532766,1.46241364,0.00021849,0.12943442,0.21655569,0.42179124,0.00185406,0.48248464,0.34360992,0.52284818
-4.64932466,1.39286520,0.00020474,0.12265490,0.20817113,0.40592632,0.00173563,0.46548543,0.32609146,0.49312998
-4.64332166,1.32383268,0.00019048,0.11578401,0.20017981,0.39067763,0.00161316,0.44968830,0.30851807,0.46284707
