energy_ev,total_up,N_s_up,N_p_up,Na_s_up,S_s_up,S_p_up,Zn_p_up,Zn_d_up
-5.77188594,0.60707014,0.01410424,0.00265643,0.00562266,0.00552463,0.02861412,0.03986957,0.51049400
-5.76588294,0.53173142,0.01261394,0.00319321,0.00588137,0.00466822,0.02672975,0.03941702,0.44232770
-5.75987994,0.46606036,0.01123591,0.00382718,0.00632424,0.00394666,0.02533904,0.03963823,0.38224265
-5.75387694,0.40923768,0.00996707,0.00456739,0.00695505,0.00334784,0.02443904,0.04056758,0.32944749
-5.74787394,0.36048995,0.00880378,0.00542251,0.00777738,0.00285980,0.02402557,0.04223674,0.28319810
-5.74187094,0.31909391,0.00774193,0.00640040,0.00879420,0.00247104,0.02409301,0.04467325,0.24280264
-5.73586793,0.28437766,0.00677707,0.00750780,0.01000746,0.00217062,0.02463394,0.04789888,0.20762400
-5.72986493,0.25571928,0.00590446,0.00874982,0.01141758,0.00194833,0.02563862,0.05192780,0.17708006
-5.72386193,0.23254361,0.00511911,0.01012961,0.01302291,0.00179474,0.02709440,0.05676481,0.15064240
-5.71785893,0.21431761,0.00441589,0.01164792,0.01481919,0.00170118,0.02898510,0.06240355,0.12783373
-5.71185593,0.20054521,0.00378952,0.01330272,0.01679905,0.00165977,0.03129038,0.06882494,0.10822458
-5.70585293,0.19076177,0.00323465,0.01508895,0.01895156,0.00166337,0.03398520,0.07599583,0.09142964
-5.69984992,0.18452896,0.00274590,0.01699825,0.02126188,0.00170550,0.03703940,0.08386813,0.07710380
-5.69384692,0.18143010,0.00231792,0.01901887,0.02371102,0.00178032,0.04041751,0.09237839,0.06493837
-5.68784392,0.18106653,0.00194540,0.02113570,0.02627580,0.00188251,0.04407874,0.10144797,0.05465743
-5.68184092,0.18305490,0.00162317,0.02333041,0.02892892,0.00200724,0.04797725,0.11098388,0.04601452
-5.67583792,0.18702577,0.00134622,0.02558174,0.03163932,0.00215012,0.05206272,0.12088024,0.03878963
-5.66983492,0.19262322,0.00110972,0.02786599,0.03437263,0.00230714,0.05628118,0.13102054,0.03278656
-5.66383192,0.19950577,0.00090911,0.03015760,0.03709191,0.00247466,0.06057613,0.14128040,0.02783058
-5.65782891,0.20734809,0.00074008,0.03242984,0.03975851,0.00264939,0.06488990,0.15153096,0.02376647
-5.65182591,0.21584366,0.00059865,0.03465567,0.04233306,0.00282837,0.06916515,0.16164270,0.02045672
-5.64582291,0.22470789,0.00048113,0.03680859,0.04477669,0.00300901,0.07334658,0.17148946,0.01777999
-5.63981991,0.23368156,0.00038416,0.03886356,0.04705211,0.00318908,0.07738254,0.18095262,0.01562977
-5.63381691,0.24253426,0.00030471,0.04079787,0.04912492,0.00336674,0.08122673,0.18992506,0.01391313
-5.62781391,0.25106745,0.00024009,0.04259194,0.05096469,0.00354054,0.08483961,0.19831477,0.01254959
-5.62181091,0.25911702,0.00018791,0.04423002,0.05254605,0.00370943,0.08818968,0.20604795,0.01147005
-5.61580790,0.26655494,0.00014608,0.04570070,0.05384956,0.00387276,0.09125436,0.21307125,0.01061581
-5.60980490,0.27328982,0.00011279,0.04699728,0.05486240,0.00403027,0.09402050,0.21935313,0.00993758
-5.60380190,0.27926640,0.00008649,0.04811782,0.05557880,0.00418204,0.09648447,0.22488413,0.00939462
-5.59779890,0.28446358,0.00006587,0.04906504,0.05600019,0.00432846,0.09865175,0.22967610,0.00895378
-5.59179590,0.28889139,0.00004982,0.04984599,0.05613511,0.00447013,0.10053607,0.23376027,0.00858870
-5.58579290,0.29258661,0.00003742,0.05047139,0.05599880,0.00460782,0.10215815,0.23718436,0.00827899
-5.57978989,0.29560754,0.00002791,0.05095493,0.05561260,0.00474237,0.10354403,0.24000878,0.00800940
-5.57378689,0.29802795,0.00002067,0.05131230,0.05500303,0.00487457,0.10472320,0.24230219,0.00776918
-5.56778389,0.29993058,0.00001521,0.05156017,0.05420083,0.00500507,0.10572649,0.24413663,0.00755131
-5.56178089,0.30140057,0.00001111,0.05171515,0.05323977,0.00513429,0.10658396,0.24558249,0.00735194
-5.55577789,0.30251915,0.00000806,0.05179274,0.05215552,0.00526233,0.10732284,0.24670371,0.00716980
-5.54977489,0.30335788,0.00000580,0.05180636,0.05098440,0.00538892,0.10796574,0.24755335,0.00700569
-5.54377189,0.30397388,0.00000415,0.05176658,0.04976235,0.00551331,0.10852913,0.24816996,0.00686206
-5.53776888,0.30440622,0.00000295,0.05168048,0.04852387,0.00563434,0.10902225,0.24857489,0.00674265
-5.53176588,0.30467374,0.00000209,0.05155131,0.04730127,0.00575035,0.10944651,0.24877074,0.00665217
-5.52576288,0.30477434,0.00000148,0.05137832,0.04612398,0.00585927,0.10979549,0.24874095,0.00659605
-5.51975988,0.30468585,0.00000104,0.05115689,0.04501813,0.00595868,0.11005532,0.24845081,0.00658026
-5.51375688,0.30436832,0.00000075,0.05087900,0.04400635,0.00604588,0.11020576,0.24784952,0.00661121
-5.50775388,0.30376759,0.00000056,0.05053373,0.04310769,0.00611800,0.11022157,0.24687338,0.00669560
-5.50175088,0.30281999,0.00000045,0.05010817,0.04233778,0.00617213,0.11007434,0.24544988,0.00684042
-5.49574787,0.30145774,0.00000041,0.04958828,0.04170904,0.00620548,0.10973449,0.24350232,0.00705292
-5.48974487,0.29961476,0.00000043,0.04895996,0.04123103,0.00621549,0.10917350,0.24095488,0.00734060
-5.48374187,0.29723257,0.00000051,0.04821008,0.04091078,0.00619997,0.10836604,0.23773767,0.00771129
-5.47773887,0.29426593,0.00000067,0.04732748,0.04075320,0.00615724,0.10729202,0.23379149,0.00817316
-5.47173587,0.29068787,0.00000093,0.04630385,0.04076131,0.00608623,0.10593841,0.22907214,0.00873482
-5.46573287,0.28649386,0.00000131,0.04513452,0.04093661,0.00598655,0.10430070,0.22355389,0.00940545
-5.45972986,0.28170499,0.00000186,0.04381904,0.04127912,0.00585858,0.10238398,0.21723202,0.01019484
-5.45372686,0.27637003,0.00000263,0.04236148,0.04178758,0.00570344,0.10020356,0.21012432,0.01111367
-5.44772386,0.27056625,0.00000373,0.04077064,0.04245936,0.00552305,0.09778519,0.20227144,0.01217362
-5.44172086,0.26439922,0.00000524,0.03905992,0.04329051,0.00532006,0.09516481,0.19373615,0.01338770
-5.43571786,0.25800161,0.00000731,0.03724706,0.04427562,0.00509780,0.09238790,0.18460161,0.01477048
-5.42971486,0.25153118,0.00001015,0.03535370,0.04540782,0.00486022,0.08950865,0.17496874,0.01633857
-5.42371186,0.24516824,0.00001397,0.03340473,0.04667882,0.00461175,0.08658877,0.16495291,0.01811095
-5.41770885,0.23911277,0.00001911,0.03142760,0.04807899,0.00435725,0.08369627,0.15468015,0.02010957
-5.41170585,0.23358151,0.00002595,0.02945158,0.04959771,0.00410185,0.08090417,0.14428309,0.02235981
-5.40570285,0.22880517,0.00003499,0.02750691,0.05122376,0.00385086,0.07828935,0.13389688,0.02489114
-5.39969985,0.22502602,0.00004683,0.02562411,0.05294601,0.00360967,0.07593143,0.12365527,0.02773768
-5.39369685,0.22249595,0.00006225,0.02383321,0.05475426,0.00338364,0.07391200,0.11368705,0.03093884
-5.38769385,0.22147512,0.00008215,0.02216316,0.05664026,0.00317802,0.07231398,0.10411300,0.03453985
-5.38169085,0.22223118,0.00010764,0.02064128,0.05859895,0.00299790,0.07122128,0.09504341,0.03859228
-5.37568784,0.22503906,0.00014004,0.01929291,0.06062972,0.00284813,0.07071877,0.08657632,0.04315445
-5.36968484,0.23018120,0.00018090,0.01814104,0.06273786,0.00273331,0.07089238,0.07879639,0.04829165
-5.36368184,0.23794807,0.00023203,0.01720623,0.06493586,0.00265777,0.07182942,0.07177442,0.05407626
-5.35767884,0.24863885,0.00029549,0.01650647,0.06724474,0.00262555,0.07361906,0.06556755,0.06058764
-5.35167584,0.26256202,0.00037364,0.01605726,0.06969519,0.00264044,0.07635272,0.06021984,0.06791182
-5.34567284,0.28003573,0.00046912,0.01587167,0.07232844,0.00270596,0.08012452,0.05576342,0.07614093
-5.33966983,0.30138757,0.00058483,0.01596051,0.07519687,0.00282542,0.08503158,0.05221976,0.08537248
-5.33366683,0.32695384,0.00072392,0.01633251,0.07836416,0.00300190,0.09117405,0.04960125,0.09570826
-5.32766383,0.35707789,0.00088976,0.01699456,0.08190511,0.00323832,0.09865490,0.04791280,0.10725318
-5.32166083,0.39210748,0.00108587,0.01795185,0.08590488,0.00353740,0.10757937,0.04715334,0.12011374
-5.31565783,0.43239110,0.00131587,0.01920813,0.09045779,0.00390173,0.11805397,0.04731728,0.13439638
-5.30965483,0.47827306,0.00158336,0.02076578,0.09566551,0.00433372,0.13018508,0.04839566,0.15020556
-5.30365183,0.53008729,0.00189182,0.02262603,0.10163481,0.00483563,0.14407703,0.05037711,0.16764165
-5.29764882,0.58814992,0.00224450,0.02478893,0.10847477,0.00540947,0.15982973,0.05324845,0.18679865
-5.29164582,0.65275039,0.00264426,0.02725342,0.11629352,0.00605702,0.17753577,0.05699499,0.20776161
-5.28564282,0.72414135,0.00309342,0.03001722,0.12519457,0.00677976,0.19727712,0.06160051,0.23060385
-5.27963982,0.80252719,0.00359360,0.03307675,0.13527279,0.00757872,0.21912130,0.06704687,0.25538398
-5.27363682,0.88805148,0.00414558,0.03642688,0.14661022,0.00845446,0.24311726,0.07331340,0.28214259
-5.26763382,0.98078328,0.00474913,0.04006067,0.15927162,0.00940690,0.26929096,0.08037595,0.31089875
-5.26163082,1.08070281,0.00540288,0.04396904,0.17330010,0.01043520,0.29764072,0.08820586,0.34164627
-5.25562781,1.18768651,0.00610422,0.04814030,0.18871289,0.01153760,0.32813258,0.09676863,0.37434976
-5.24962481,1.30149231,0.00684921,0.05255974,0.20549733,0.01271131,0.36069577,0.10602264,0.40894068
-5.24362181,1.42174532,0.00763258,0.05720908,0.22360744,0.01395229,0.39521846,0.11591781,0.44531334
-5.23761881,1.54792492,0.00844773,0.06206596,0.24296103,0.01525518,0.43154411,0.12639435,0.48332118
-5.23161581,1.67935371,0.00928677,0.06710345,0.26343772,0.01661312,0.46946853,0.13738167,0.52277340
-5.22561281,1.81518958,0.01014071,0.07228956,0.28487786,0.01801768,0.50873799,0.14879753,0.56343231
-5.21960980,1.95442132,0.01099959,0.07758692,0.30708272,0.01945876,0.54904861,0.16054755,0.60501155
-5.21360680,2.09586906,0.01185274,0.08295250,0.32981587,0.02092462,0.59004717,0.17252508,0.64717557
-5.20760380,2.23819006,0.01268907,0.08833761,0.35280590,0.02240188,0.63133368,0.18461163,0.68954051
-5.20160080,2.37989067,0.01349737,0.09368799,0.37575067,0.02387567,0.67246570,0.19667771,0.73167690
-5.19559780,2.51934483,0.01426670,0.09894428,0.39832279,0.02532974,0.71296460,0.20858432,0.77311416
-5.18959480,2.65481931,0.01498670,0.10404266,0.42017651,0.02674678,0.75232369,0.22018501,0.81334723
-5.18359180,2.78450559,0.01564799,0.10891586,0.44095569,0.02810869,0.79001813,0.23132839,0.85184515
-5.17758879,2.90655782,0.01624253,0.11349437,0.46030278,0.02939698,0.82551641,0.24186129,0.88806169
-5.17158579,3.01913608,0.01676387,0.11770802,0.47786837,0.03059322,0.85829317,0.25163221,0.92144767
-5.16558279,3.12045358,0.01720745,0.12148765,0.49332112,0.03167954,0.88784285,0.26049518,0.95146471
-5.15957979,3.20882633,0.01757081,0.12476716,0.50635762,0.03263916,0.91369384,0.26831377,0.97760003
-5.15357679,3.28272347,0.01785370,0.12748542,0.51671180,0.03345687,0.93542244,0.27496518,0.99938162
-5.14757379,3.34081616,0.01805815,0.12958846,0.52416347,0.03411966,0.95266626,0.28034414,1.01639334
-5.14157079,3.38202302,0.01818845,0.13103141,0.52854572,0.03461714,0.96513632,0.28436662,1.02828912
-5.13556778,3.40555011,0.01825107,0.13178039,0.52975072,0.03494199,0.97262748,0.28697303,1.03480581
-5.12956478,3.41092352,0.01825449,0.13181412,0.52773364,0.03509039,0.97502655,0.28813090,1.03577392
-5.12356178,3.39801294,0.01820904,0.13112523,0.52251468,0.03506227,0.97231793,0.28783675,1.03112570
-5.11755878,3.36704524,0.01812661,0.12972116,0.51417885,0.03486150,0.96458621,0.28611727,1.02090027
-5.11155578,3.31860689,0.01802039,0.12762463,0.50287372,0.03449602,0.95201598,0.28302958,1.00524535
-5.10555278,3.25363546,0.01790464,0.12487359,0.48880509,0.03397772,0.93488841,0.27866060,0.98441546
-5.09954977,3.17340004,0.01779434,0.12152076,0.47223080,0.03332240,0.91357514,0.27312565,0.95876675
-5.09354677,3.07947164,0.01770502,0.11763256,0.45345305,0.03254945,0.88852953,0.26656610,0.92874851
-5.08754377,2.97368475,0.01765245,0.11328775,0.43280945,0.03168154,0.86027565,0.25914647,0.89489172
-5.08154077,2.85809153,0.01765251,0.10857558,0.41066318,0.03074419,0.82939564,0.25105085,0.85779523
-5.07553777,2.73491078,0.01772102,0.10359359,0.38739284,0.02976528,0.79651575,0.24247884,0.81810999
-5.06953477,2.60647343,0.01787357,0.09844532,0.36338224,0.02877451,0.76229177,0.23364122,0.77652213
-5.06353177,2.47516692,0.01812547,0.09323767,0.33901054,0.02780283,0.72739438,0.22475547,0.73373543
-5.05752876,2.34338026,0.01849160,0.08807837,0.31464319,0.02688186,0.69249479,0.21604117,0.69045402
-5.05152576,2.21345168,0.01898635,0.08307339,0.29062395,0.02604332,0.65825126,0.20771556,0.64736573
-5.04552276,2.08762044,0.01962348,0.07832446,0.26726804,0.02531844,0.62529675,0.19998931,0.60512681
-5.03951976,1.96798397,0.02041597,0.07392686,0.24485692,0.02473740,0.59422805,0.19306250,0.56434840
-5.03351676,1.85646124,0.02137584,0.06996730,0.22363437,0.02432886,0.56559643,0.18712103,0.52558505
-5.02751376,1.75476280,0.02251386,0.06652227,0.20380421,0.02411946,0.53989997,0.18233339,0.48932559
-5.02151076,1.66436784,0.02383923,0.06365655,0.18552941,0.02413332,0.51757751,0.17884781,0.45598642
-5.01550775,1.58650780,0.02535926,0.06142219,0.16893247,0.02439175,0.49900412,0.17678998,0.42590708
-5.00950475,1.52215651,0.02707883,0.05985774,0.15409705,0.02491276,0.48448802,0.17626105,0.39934821
-5.00350175,1.47202607,0.02900003,0.05898789,0.14107043,0.02571082,0.47426864,0.17733622,0.37649151
-4.99749875,1.43656790,0.03112159,0.05882341,0.12986683,0.02679653,0.46851583,0.18006374,0.35744164
-4.99149575,1.41597829,0.03343843,0.05936143,0.12047118,0.02817639,0.46732996,0.18446435,0.34222957
-4.98549275,1.41020776,0.03594125,0.06058600,0.11284326,0.02985259,0.47074275,0.19053128,0.33081734
-4.97948974,1.41897358,0.03861611,0.06246894,0.10692202,0.03182285,0.47871881,0.19823075,0.32310374
-4.97348674,1.44177507,0.04144425,0.06497091,0.10262982,0.03408034,0.49115777,0.20750293,0.31893082
-4.96748374,1.47791110,0.04440195,0.06804270,0.09987666,0.03661359,0.50789706,0.21826360,0.31809087
-4.96148074,1.52649957,0.04746060,0.07162672,0.09856405,0.03940657,0.52871524,0.23040624,0.32033370
-4.95547774,1.58649864,0.05058698,0.07565862,0.09858868,0.04243873,0.55333599,0.24380487,0.32537417
-4.94947474,1.65672947,0.05374372,0.08006906,0.09984575,0.04568520,0.58143286,0.25831731,0.33289966
-4.94347174,1.73590031,0.05688999,0.08478550,0.10223181,0.04911703,0.61263461,0.27378910,0.34257746
-4.93746873,1.82263188,0.05998236,0.08973408,0.10564741,0.05270153,0.64653151,0.29005792,0.35406207
-4.93146573,1.91548364,0.06297590,0.09484147,0.10999922,0.05640266,0.68268225,0.30695829,0.36700213
-4.92546273,2.01298090,0.06582535,0.10003665,0.11520187,0.06018157,0.72062165,0.32432674,0.38104715
-4.91945973,2.11364225,0.06848644,0.10525266,0.12117941,0.06399714,0.75986904,0.34200702,0.39585381
-4.91345673,2.21600700,0.07091728,0.11042812,0.12786644,0.06780664,0.79993718,0.35985535,0.41109181
-4.90745373,2.31866216,0.07307973,0.11550862,0.13520891,0.07156639,0.84034150,0.37774547,0.42644922
-4.90145073,2.42026829,0.07494069,0.12044786,0.14316460,0.07523256,0.88060959,0.39557333,0.44163730
-4.89544772,2.51958377,0.07647333,0.12520858,0.15170333,0.07876189,0.92029053,0.41326121,0.45639461
-4.88944472,2.61548684,0.07765808,0.12976311,0.16080678,0.08211251,0.95896402,0.43076104,0.47049049
-4.88344172,2.70699475,0.07848347,0.13409372,0.17046810,0.08524473,0.99624884,0.44805685,0.48372765
-4.87743872,2.79327971,0.07894665,0.13819262,0.18069121,0.08812178,1.03181043,0.46516608,0.49594414
-4.87143572,2.87368091,0.07905369,0.14206163,0.19148978,0.09071053,1.06536751,0.48213974,0.50701432
-4.86543272,2.94771242,0.07881947,0.14571163,0.20288596,0.09298224,1.09669722,0.49906127,0.51684907
-4.85942971,3.01506671,0.07826740,0.14916166,0.21490889,0.09491307,1.12563887,0.51604406,0.52539512
-4.85342671,3.07561364,0.07742874,0.15243788,0.22759288,0.09648465,1.15209597,0.53322773,0.53263365
-4.84742371,3.12939493,0.07634171,0.15557226,0.24097544,0.09768451,1.17603655,0.55077314,0.53857803
-4.84142071,3.17661435,0.07505037,0.15860119,0.25509506,0.09850635,1.19749171,0.56885632,0.54327099
-4.83541771,3.21762383,0.07360328,0.16156396,0.26998886,0.09895022,1.21655238,0.58766137,0.54678112
-4.82941471,3.25290595,0.07205206,0.16450119,0.28569003,0.09902263,1.23336443,0.60737272,0.54919900
-4.82341171,3.28305341,0.07044989,0.16745332,0.30222522,0.09873641,1.24812226,0.62816682,0.55063287
-4.81740870,3.30874587,0.06884998,0.17045908,0.31961183,0.09811051,1.26106098,0.65020356,0.55120416
-4.81140570,3.33072510,0.06730407,0.17355412,0.33785525,0.09716967,1.27244750,0.67361785,0.55104293
-4.80540270,3.34976891,0.06586105,0.17676974,0.35694619,0.09594395,1.28257073,0.69851148,0.55028331
-4.79939970,3.36666475,0.06456568,0.18013178,0.37685802,0.09446809,1.29173120,0.72494564,0.54905914
-4.79339670,3.38218361,0.06345754,0.18365969,0.39754431,0.09278088,1.30023040,0.75293442,0.54749992
-4.78739370,3.39705491,0.06257007,0.18736585,0.41893663,0.09092430,1.30836018,0.78243945,0.54572705
-4.78139070,3.41194306,0.06192996,0.19125497,0.44094260,0.08894272,1.31639246,0.81336603,0.54385065
-4.77538769,3.42742622,0.06155662,0.19532385,0.46344445,0.08688191,1.32456956,0.84556080,0.54196679
-4.76938469,3.44397767,0.06146193,0.19956114,0.48629809,0.08478808,1.33309546,0.87881121,0.54015534
-4.76338169,3.46195039,0.06165020,0.20394747,0.50933271,0.08270694,1.34212818,0.91284671,0.53847837
-4.75737869,3.48156487,0.06211822,0.20845560,0.53235130,0.08068264,1.35177353,0.94734181,0.53697909
-4.75137569,3.50290062,0.06285560,0.21305081,0.55513179,0.07875682,1.36208027,0.98192094,0.53568140
-4.74537269,3.52589132,0.06384512,0.21769131,0.57742927,0.07696767,1.37303700,1.01616491,0.53458987
-4.73936968,3.55032371,0.06506331,0.22232889,0.59897899,0.07534902,1.38457068,1.04961891,0.53369020
-4.73336668,3.57584024,0.06648100,0.22690959,0.61950043,0.07392955,1.39654692,1.08180179,0.53295008
-4.72736368,3.60194524,0.06806409,0.23137444,0.63870226,0.07273205,1.40877188,1.11221639,0.53232045
-4.72136068,3.62801463,0.06977423,0.23566036,0.65628815,0.07177278,1.42099605,1.14036067,0.53173691
-4.71535768,3.65330882,0.07156968,0.23970104,0.67196336,0.07106104,1.43291936,1.16573923,0.53112153
-4.70935468,3.67698868,0.07340612,0.24342801,0.68544186,0.07059877,1.44419803,1.18787501,0.53038475
-4.70335168,3.69813422,0.07523753,0.24677163,0.69645388,0.07038038,1.45445250,1.20632078,0.52942750
-4.69734867,3.71576571,0.07701711,0.24966231,0.70475353,0.07039278,1.46327675,1.22067016,0.52814341
-4.69134567,3.72886685,0.07869815,0.25203169,0.71012629,0.07061555,1.47024835,1.23056776,0.52642124
-4.68534267,3.73640955,0.08023499,0.25381394,0.71239602,0.07102131,1.47493943,1.23571827,0.52414728
-4.67933967,3.73737990,0.08158390,0.25494710,0.71143125,0.07157635,1.47692799,1.23589417,0.52120804
-4.67333667,3.73080479,0.08270399,0.25537441,0.70715038,0.07224141,1.47580950,1.23094186,0.51749282
-4.66733367,3.71577850,0.08355808,0.25504573,0.69952562,0.07297264,1.47120833,1.22078599,0.51289651
-4.66133067,3.69148872,0.08411349,0.25391885,0.68858540,0.07372280,1.46278889,1.20543201,0.50732229
-4.65532766,3.65724119,0.08434275,0.25196082,0.67441518,0.07444256,1.45026593,1.18496663,0.50068442
-4.64932466,3.61248232,0.08422428,0.24914907,0.65715640,0.07508187,1.43341396,1.15955638,0.49291082
-4.64332166,3.55681898,0.08374285,0.24547245,0.63700378,0.07559149,1.41207526,1.12944415,0.48394562
-4.63731866,3.49003479,0.08288995,0.24093204,0.61420096,0.07592449,1.38616626,1.09494393,0.47375139
-4.63131566,3.41210219,0.08166404,0.23554171,0.58903453,0.07603766,1.35568217,1.05643382,0.46231103
-4.62531266,3.32318981,0.08007053,0.22932835,0.56182687,0.07589293,1.32069946,1.01434755,0.44962928
-4.61930965,3.22366462,0.07812168,0.22233184,0.53292792,0.07545855,1.28137620,0.96916475,0.43573367
-4.61330665,3.11408865,0.07583630,0.21460460,0.50270624,0.07471011,1.23795014,0.92140026,0.42067491
-4.60730365,2.99521023,0.07323920,0.20621084,0.47153981,0.07363133,1.19073452,0.87159287,0.40452665
-4.60130065,2.86794974,0.07036062,0.19722545,0.43980679,0.07221451,1.14011172,0.82029370,0.38738451
-4.59529765,2.73338045,0.06723543,0.18773257,0.40787662,0.07046076,1.08652499,0.76805469,0.36936447
-4.58929465,2.59270478,0.06390224,0.17782386,0.37610189,0.06837984,1.03046835,0.71541751,0.35060064
-4.58329165,2.44722700,0.06040245,0.16759659,0.34481109,0.06598979,0.97247523,0.66290310,0.33124239
-4.57728864,2.29832304,0.05677926,0.15715152,0.31430255,0.06331616,0.91310601,0.61100235,0.31145102
-4.57128564,2.14740870,0.05307665,0.14659070,0.28483971,0.06039111,0.85293503,0.56016789,0.29139601
-4.56528264,1.99590721,0.04933842,0.13601531,0.25664775,0.05725223,0.79253750,0.51080738,0.27125112
-4.55927964,1.84521746,0.04560727,0.12552351,0.22991177,0.05394123,0.73247671,0.46327834,0.25119031
-4.55327664,1.69668387,0.04192401,0.11520842,0.20477614,0.05050258,0.67329209,0.41788458,0.23138376
-4.54727364,1.55156906,0.03832682,0.10515642,0.18134534,0.04698205,0.61548833,0.37487430,0.21199413
-4.54127064,1.41103013,0.03485075,0.09544557,0.15968575,0.04342534,0.55952615,0.33443971,0.19317315
-4.53526763,1.27609926,0.03152725,0.08614444,0.13982854,0.03987676,0.50581478,0.29671813,0.17505869
-4.52926463,1.14766917,0.02838401,0.07731127,0.12177312,0.03637808,0.45470634,0.26179442,0.15777246
-4.52326163,1.02648371,0.02544479,0.06899344,0.10549135,0.03296755,0.40649239,0.22970452,0.14141825
-4.51725863,0.91313346,0.02272951,0.06122732,0.09093186,0.02967906,0.36140242,0.20043992,0.12608089
-4.51125563,0.80805644,0.02025446,0.05403846,0.07802459,0.02654162,0.31960432,0.17395276,0.11182591
-4.50525263,0.71154315,0.01803252,0.04744205,0.06668534,0.02357896,0.28120667,0.15016147,0.09869977
-4.49924962,0.62374572,0.01607363,0.04144368,0.05681992,0.02080943,0.24626251,0.12895661,0.08673069
-4.49324662,0.54469020,0.01438513,0.03604024,0.04832816,0.01824606,0.21477442,0.11020668,0.07592994
