energy_ev,total_up,C_s_up,C_p_up,Cr_p_up,Cr_d_up,S_s_up,S_p_up,V_p_up,V_d_up
-5.78989495,1.06759870,0.00053841,0.01635411,0.67039271,0.11088192,0.01715140,0.70174059,0.22202875,0.12136615
-5.78389195,1.03919868,0.00047619,0.01516503,0.65197210,0.10753823,0.01688643,0.68465523,0.21074018,0.11922436
-5.77788894,1.01075798,0.00041847,0.01398970,0.63483180,0.10431240,0.01655232,0.66761201,0.20019520,0.11689066
-5.77188594,0.98232495,0.00036535,0.01283883,0.61894510,0.10119724,0.01615185,0.65062881,0.19043031,0.11436637
-5.76588294,0.95394973,0.00031688,0.01172204,0.60426319,0.09818642,0.01568881,0.63372307,0.18146579,0.11165679
-5.75987994,0.92568060,0.00027301,0.01064772,0.59071432,0.09527404,0.01516796,0.61690965,0.17330501,0.10877077
-5.75387694,0.89756105,0.00023364,0.00962290,0.57820400,0.09245417,0.01459491,0.60019913,0.16593443,0.10572032
-5.74787394,0.86962776,0.00019859,0.00865323,0.56661612,0.08972066,0.01397606,0.58359665,0.15932418,0.10252014
-5.74187094,0.84190926,0.00016766,0.00774300,0.55581498,0.08706693,0.01331842,0.56710137,0.15342930,0.09918711
-5.73586793,0.81442548,0.00014059,0.00689518,0.54564810,0.08448602,0.01262952,0.55070638,0.14819131,0.09573984
-5.72986493,0.78718809,0.00011710,0.00611157,0.53594985,0.08197070,0.01191723,0.53439921,0.14354045,0.09219814
-5.72386193,0.76020163,0.00009690,0.00539284,0.52654568,0.07951370,0.01118962,0.51816290,0.13939806,0.08858256
-5.71785893,0.73346549,0.00007966,0.00473878,0.51725703,0.07710819,0.01045481,0.50197763,0.13567934,0.08491396
-5.71185593,0.70697664,0.00006510,0.00414840,0.50790661,0.07474827,0.00972083,0.48582283,0.13229624,0.08121317
-5.70585293,0.68073315,0.00005291,0.00362014,0.49832407,0.07242960,0.00899546,0.46967990,0.12916043,0.07750070
-5.69984992,0.65473838,0.00004281,0.00315208,0.48835191,0.07015026,0.00828613,0.45353530,0.12618627,0.07379654
-5.69384692,0.62900580,0.00003455,0.00274203,0.47785123,0.06791148,0.00759983,0.43738403,0.12329362,0.07012014
-5.68784392,0.60356413,0.00002789,0.00238783,0.46670747,0.06571867,0.00694305,0.42123333,0.12041049,0.06649040
-5.68184092,0.57846281,0.00002262,0.00208740,0.45483556,0.06358228,0.00632170,0.40510653,0.11747538,0.06292579
-5.67583792,0.55377736,0.00001856,0.00183896,0.44218454,0.06151877,0.00574117,0.38904678,0.11443928,0.05944463
-5.66983492,0.52961457,0.00001555,0.00164115,0.42874130,0.05955151,0.00520629,0.37312051,0.11126721,0.05606530
-5.66383192,0.50611707,0.00001348,0.00149314,0.41453326,0.05771152,0.00472139,0.35742051,0.10793930,0.05280659
-5.65782891,0.48346708,0.00001224,0.00139474,0.39962986,0.05603818,0.00429040,0.34206826,0.10445141,0.04968806
-5.65182591,0.46188906,0.00001177,0.00134647,0.38414277,0.05457967,0.00391688,0.32721555,0.10081516,0.04673028
-5.64582291,0.44165096,0.00001204,0.00134962,0.36822468,0.05339314,0.00360414,0.31304502,0.09705753,0.04395517
-5.63981991,0.42306396,0.00001301,0.00140629,0.35206677,0.05254473,0.00335531,0.29976964,0.09321986,0.04138610
-5.63381691,0.40648028,0.00001470,0.00151935,0.33589475,0.05210909,0.00317346,0.28763090,0.08935651,0.03904800
-5.62781391,0.39228927,0.00001714,0.00169245,0.31996380,0.05216868,0.00306162,0.27689582,0.08553304,0.03696728
-5.62181091,0.38091143,0.00002037,0.00192990,0.30455232,0.05281258,0.00302284,0.26785260,0.08182409,0.03517162
-5.61580790,0.37279046,0.00002446,0.00223661,0.28995485,0.05413496,0.00306021,0.26080502,0.07831096,0.03368961
-5.60980490,0.36838349,0.00002951,0.00261791,0.27647435,0.05623305,0.00317682,0.25606563,0.07507907,0.03255024
-5.60380190,0.36814949,0.00003562,0.00307935,0.26441400,0.05920483,0.00337571,0.25394793,0.07221525,0.03178219
-5.59779890,0.37253614,0.00004292,0.00362649,0.25406889,0.06314618,0.00365977,0.25475758,0.06980499,0.03141308
-5.59179590,0.38196552,0.00005155,0.00426460,0.24571776,0.06814786,0.00403158,0.25878293,0.06792984,0.03146851
-5.58579290,0.39681892,0.00006168,0.00499836,0.23961512,0.07429212,0.00449324,0.26628515,0.06666485,0.03197107
-5.57978989,0.41742122,0.00007348,0.00583155,0.23598391,0.08164922,0.00504616,0.27748820,0.06607623,0.03293927
-5.57378689,0.44402547,0.00008718,0.00676667,0.23500895,0.09027385,0.00569084,0.29256899,0.06621927,0.03438649
-5.56778389,0.47679816,0.00010302,0.00780459,0.23683143,0.10020170,0.00642659,0.31164819,0.06713659,0.03631993
-5.56178089,0.51580590,0.00012125,0.00894422,0.24154454,0.11144625,0.00725135,0.33478190,0.06885675,0.03873965
-5.55577789,0.56100416,0.00014221,0.01018220,0.24919041,0.12399602,0.00816140,0.36195485,0.07139327,0.04163778
-5.54977489,0.61222873,0.00016624,0.01151261,0.25975859,0.13781238,0.00915124,0.39307529,0.07474410,0.04499790
-5.54377189,0.66919055,0.00019377,0.01292680,0.27318591,0.15282814,0.01021337,0.42797209,0.07889156,0.04879460
-5.53776888,0.73147445,0.00022528,0.01441327,0.28935809,0.16894711,0.01133828,0.46639429,0.08380275,0.05299343
-5.53176588,0.79854230,0.00026134,0.01595762,0.30811276,0.18604462,0.01251439,0.50801345,0.08943046,0.05755104
-5.52576288,0.86974067,0.00030261,0.01754269,0.32924418,0.20396920,0.01372814,0.55242877,0.09571457,0.06241576
-5.51975988,0.94431324,0.00034984,0.01914876,0.35250914,0.22254545,0.01496417,0.59917510,0.10258386,0.06752841
-5.51375688,1.02141765,0.00040390,0.02075386,0.37763426,0.24157797,0.01620558,0.64773376,0.10995813,0.07282355
-5.50775388,1.10014644,0.00046578,0.02233426,0.40432408,0.26085635,0.01743423,0.69754567,0.11775078,0.07823096
-5.50175088,1.17955127,0.00053658,0.02386501,0.43226990,0.28016100,0.01863124,0.74802651,0.12587145,0.08367734
-5.49574787,1.25866962,0.00061753,0.02532060,0.46115874,0.29926960,0.01977740,0.79858324,0.13422880,0.08908833
-5.48974487,1.33655264,0.00070996,0.02667569,0.49068223,0.31796398,0.02085378,0.84863128,0.14273329,0.09439046
-5.48374187,1.41229305,0.00081530,0.02790586,0.52054488,0.33603688,0.02184223,0.89761146,0.15129972,0.09951328
-5.47773887,1.48505150,0.00093506,0.02898837,0.55047123,0.35329846,0.02272602,0.94500599,0.15984956,0.10439134
-5.47173587,1.55408019,0.00107075,0.02990294,0.58021172,0.36958216,0.02349031,0.99035249,0.16831273,0.10896594
-5.46573287,1.61874234,0.00122389,0.03063238,0.60954663,0.38474945,0.02412267,1.03325545,0.17662898,0.11318674
-5.45972986,1.67852646,0.00139592,0.03116323,0.63828821,0.39869333,0.02461349,1.07339430,0.18474855,0.11701292
-5.45372686,1.73305467,0.00158815,0.03148621,0.66628053,0.41134031,0.02495627,1.11052776,0.19263221,0.12041395
-5.44772386,1.78208449,0.00180166,0.03159653,0.69339744,0.42265067,0.02514786,1.14449421,0.20025064,0.12337000
-5.44172086,1.82550416,0.00203726,0.03149407,0.71953841,0.43261711,0.02518849,1.17520799,0.20758318,0.12587176
-5.43571786,1.86332178,0.00229535,0.03118335,0.74462299,0.44126169,0.02508171,1.20265208,0.21461607,0.12791997
-5.42971486,1.89564905,0.00257590,0.03067339,0.76858398,0.44863140,0.02483422,1.22686756,0.22134021,0.12952440
-5.42371186,1.92268073,0.00287832,0.02997731,0.79136004,0.45479250,0.02445557,1.24794068,0.22774875,0.13070270
-5.41770885,1.94467139,0.00320140,0.02911192,0.81288843,0.45982408,0.02395772,1.26598847,0.23383460,0.13147884
-5.41170585,1.96191087,0.00354330,0.02809704,0.83309832,0.46381124,0.02335457,1.28114393,0.23958806,0.13188158
-5.40570285,1.97470041,0.00390144,0.02695490,0.85190550,0.46683828,0.02266142,1.29354196,0.24499484,0.13194282
-5.39969985,1.98333099,0.00427255,0.02570931,0.86920901,0.46898246,0.02189439,1.30330699,0.25003456,0.13169612
-5.39369685,1.98806553,0.00465264,0.02438496,0.88488999,0.47030864,0.02106982,1.31054338,0.25467999,0.13117540
-5.38769385,1.98912602,0.00503707,0.02300666,0.89881326,0.47086522,0.02020377,1.31532918,0.25889702,0.13041395
-5.38169085,1.98668671,0.00542062,0.02159861,0.91083155,0.47068165,0.01931151,1.31771383,0.26264550,0.12944374
-5.37568784,1.98087351,0.00579758,0.02018381,0.92079233,0.46976758,0.01840709,1.31772001,0.26588090,0.12829513
-5.36968484,1.97176974,0.00616189,0.01878351,0.92854686,0.46811387,0.01750302,1.31534941,0.26855678,0.12699696
-5.36368184,1.95942759,0.00650731,0.01741684,0.93396108,0.46569518,0.01661004,1.31059203,0.27062780,0.12557695
-5.35767884,1.94388431,0.00682757,0.01610045,0.93692749,0.46247410,0.01573700,1.30343833,0.27205325,0.12406242
-5.35167584,1.92518183,0.00711657,0.01484840,0.93737729,0.45840640,0.01489081,1.29389320,0.27280081,0.12248111
-5.34567284,1.90338808,0.00736857,0.01367209,0.93529201,0.45344708,0.01407654,1.28199069,0.27285017,0.12086219
-5.33966983,1.87861836,0.00757840,0.01258028,0.93071359,0.44755685,0.01329750,1.26780823,0.27219651,0.11923716
-5.33366683,1.85105483,0.00774161,0.01157932,0.92375222,0.44070838,0.01255553,1.25147930,0.27085328,0.11764066
-5.32766383,1.82096258,0.00785462,0.01067327,0.91459123,0.43289209,0.01185116,1.23320321,0.26885435,0.11611102
-5.32166083,1.78870066,0.00791489,0.00986426,0.90348843,0.42412099,0.01118395,1.21325138,0.26625509,0.11469045
-5.31565783,1.75472719,0.00792096,0.00915271,0.89077374,0.41443418,0.01055275,1.19196914,0.26313244,0.11342492
-5.30965483,1.71959765,0.00787256,0.00853771,0.87684277,0.40389886,0.00995599,1.16977292,0.25958383,0.11236353
-5.30365183,1.68395627,0.00777057,0.00801729,0.86214682,0.39261062,0.00939186,1.14714253,0.25572491,0.11155750
-5.29764882,1.64852074,0.00761703,0.00758872,0.84717932,0.38069207,0.00885863,1.12460896,0.25168634,0.11105876
-5.29164582,1.61406091,0.00741504,0.00724875,0.83245965,0.36828982,0.00835471,1.10273821,0.24760953,0.11091821
-5.28564282,1.58137261,0.00716869,0.00699388,0.81851486,0.35557001,0.00787884,1.08211177,0.24364181,0.11118373
-5.27963982,1.55124805,0.00688287,0.00682044,0.80586023,0.34271269,0.00743012,1.06330515,0.23993098,0.11189803
-5.27363682,1.52444436,0.00656313,0.00672485,0.79497974,0.32990534,0.00700803,1.04686513,0.23661981,0.11309659
-5.26763382,1.50165208,0.00621552,0.00670361,0.78630717,0.31733592,0.00661244,1.03328737,0.23384048,0.11480554
-5.26163082,1.48346527,0.00584634,0.00675343,0.78020898,0.30518588,0.00624353,1.02299531,0.23170945,0.11703999
-5.25562781,1.47035494,0.00546201,0.00687127,0.77696963,0.29362339,0.00590174,1.01632146,0.23032287,0.11980251
-5.24962481,1.46264712,0.00506883,0.00705435,0.77678007,0.28279732,0.00558761,1.01349223,0.22975282,0.12308222
-5.24362181,1.46050676,0.00467285,0.00730018,0.77972983,0.27283207,0.00530176,1.01461678,0.23004456,0.12685431
-5.23761881,1.46392813,0.00427972,0.00760659,0.78580306,0.26382359,0.00504475,1.01968056,0.23121476,0.13108013
-5.23161581,1.47273222,0.00389452,0.00797172,0.79487863,0.25583676,0.00481697,1.02854372,0.23325096,0.13570788
-5.22561281,1.48657109,0.00352175,0.00839411,0.80673406,0.24890409,0.00461862,1.04094441,0.23611214,0.14067385
-5.21960980,1.50493883,0.00316518,0.00887268,0.82105317,0.24302582,0.00444960,1.05650664,0.23973033,0.14590412
-5.21360680,1.52718853,0.00282788,0.00940683,0.83743690,0.23817131,0.00430948,1.07475237,0.24401322,0.15131673
-5.20760380,1.55255420,0.00251217,0.00999649,0.85541672,0.23428162,0.00419752,1.09511705,0.24884758,0.15682417
-5.20160080,1.58017669,0.00221968,0.01064216,0.87447017,0.23127303,0.00411264,1.11696797,0.25410333,0.16233610
-5.19559780,1.60913233,0.00195137,0.01134500,0.89403759,0.22904128,0.00405346,1.13962444,0.25963806,0.16776210
-5.18959480,1.63846288,0.00170759,0.01210683,0.91353956,0.22746641,0.00401834,1.16237912,0.26530181,0.17301454
-5.18359180,1.66720573,0.00148817,0.01293018,0.93239439,0.22641780,0.00400541,1.18451948,0.27094191,0.17801111
-5.17758879,1.69442304,0.00129247,0.01381824,0.95003480,0.22575928,0.00401267,1.20534868,0.27640768,0.18267729
-5.17158579,1.71922884,0.00111950,0.01477485,0.96592368,0.22535405,0.00403800,1.22420512,0.28155486,0.18694829
-5.16558279,1.74081315,0.00096799,0.01580432,0.97956802,0.22506930,0.00407925,1.24048011,0.28624957,0.19077072
-5.15957979,1.75846250,0.00083645,0.01691131,0.99053105,0.22478032,0.00413429,1.25363320,0.29037179,0.19410367
-5.15357679,1.77157634,0.00072328,0.01810060,0.99844213,0.22437394,0.00420107,1.26320465,0.29381810,0.19691934
-5.14757379,1.77967896,0.00062680,0.01937678,1.00300430,0.22375138,0.00427761,1.26882511,0.29650382,0.19920313
-5.14157079,1.78242706,0.00054533,0.02074394,1.00399938,0.22283039,0.00436207,1.27022208,0.29836440,0.20095321
-5.13556778,1.77961269,0.00047723,0.02220529,1.00129069,0.22154654,0.00445276,1.26722346,0.29935608,0.20217970
-5.12956478,1.77116220,0.00042093,0.02376273,0.99482353,0.21985406,0.00454810,1.25975810,0.29945588,0.20290337
-5.12356178,1.75713121,0.00037494,0.02541646,0.98462330,0.21772581,0.00464666,1.24785356,0.29866094,0.20315406
-5.11755878,1.73769634,0.00033789,0.02716456,0.97079187,0.21515284,0.00474708,1.23163147,0.29698731,0.20296889
-5.11155578,1.71314406,0.00030853,0.02900265,0.95350199,0.21214344,0.00484810,1.21130067,0.29446821,0.20239024
-5.10555278,1.68385747,0.00028574,0.03092358,0.93299040,0.20872181,0.00494849,1.18714854,0.29115195,0.20146381
-5.09954977,1.65030148,0.00026849,0.03291723,0.90954966,0.20492645,0.00504702,1.15953096,0.28709955,0.20023670
-5.09354677,1.61300724,0.00025589,0.03497043,0.88351910,0.20080842,0.00514246,1.12886131,0.28238216,0.19875564
-5.08754377,1.57255633,0.00024715,0.03706702,0.85527535,0.19642949,0.00523348,1.09559884,0.27707852,0.19706552
-5.08154077,1.52956542,0.00024155,0.03918807,0.82522250,0.19186033,0.00531870,1.06023701,0.27127238,0.19520827
-5.07553777,1.48467193,0.00023847,0.04131224,0.79378248,0.18717883,0.00539667,1.02329201,0.26505010,0.19322207
-5.06953477,1.43852119,0.00023737,0.04341634,0.76138578,0.18246856,0.00546583,0.98529202,0.25849855,0.19114105
-5.06353177,1.39175542,0.00023778,0.04547604,0.72846282,0.17781741,0.00552459,0.94676734,0.25170326,0.18899541
-5.05752876,1.34500480,0.00023927,0.04746668,0.69543628,0.17331654,0.00557129,0.90824172,0.24474700,0.18681194
-5.05152576,1.29888085,0.00024148,0.04936423,0.66271437,0.16905955,0.00560433,0.87022518,0.23770866,0.18461496
-5.04552276,1.25397191,0.00024412,0.05114628,0.63068542,0.16514184,0.00562214,0.83320815,0.23066258,0.18242755
-5.03951976,1.21084071,0.00024693,0.05279303,0.59971354,0.16166024,0.00562331,0.79765718,0.22367827,0.18027303
-5.03351676,1.17002365,0.00024971,0.05428832,0.57013563,0.15871268,0.00560661,0.76401203,0.21682031,0.17817650
-5.02751376,1.13203152,0.00025231,0.05562048,0.54225940,0.15639809,0.00557111,0.73268393,0.21014868,0.17616643
-5.02151076,1.09735100,0.00025463,0.05678311,0.51636245,0.15481611,0.00551621,0.70405495,0.20371907,0.17427611
-5.01550775,1.06644670,0.00025663,0.05777561,0.49269221,0.15406691,0.00544172,0.67847804,0.19758338,0.17254487
-5.00950475,1.03976290,0.00025832,0.05860353,0.47146647,0.15425077,0.00534793,0.65627750,0.19179018,0.17101893
-5.00350175,1.01772481,0.00025975,0.05927861,0.45287432,0.15546744,0.00523562,0.63774971,0.18638503,0.16975180
-4.99749875,1.00073871,0.00026104,0.05981861,0.43707730,0.15781528,0.00510611,0.62316357,0.18141074,0.16880420
-4.99149575,0.98919075,0.00026234,0.06024678,0.42421065,0.16139007,0.00496127,0.61276071,0.17690729,0.16824341
-4.98549275,0.98344419,0.00026383,0.06059112,0.41438426,0.16628356,0.00480347,0.60675506,0.17291162,0.16814210
-4.97948974,0.98383506,0.00026575,0.06088340,0.40768352,0.17258164,0.00463562,0.60533181,0.16945715,0.16857662
-4.97348674,0.99066618,0.00026832,0.06115793,0.40416971,0.18036235,0.00446107,0.60864564,0.16657312,0.16962481
-4.96748374,1.00419996,0.00027182,0.06145025,0.40388008,0.18969357,0.00428355,0.61681831,0.16428369,0.17136344
-4.96148074,1.02465003,0.00027649,0.06179568,0.40682762,0.20063070,0.00410712,0.62993567,0.16260702,0.17386547
-4.95547774,1.05217240,0.00028260,0.06222789,0.41300049,0.21321421,0.00393608,0.64804429,0.16155434,0.17719700
-4.94947474,1.08685635,0.00029035,0.06277747,0.42236130,0.22746725,0.00377483,0.67114788,0.16112896,0.18141439
-4.94347174,1.12871573,0.00029995,0.06347062,0.43484629,0.24339344,0.00362783,0.69920373,0.16132553,0.18656137
-4.93746873,1.17768101,0.00031154,0.06432805,0.45036457,0.26097491,0.00349944,0.73211945,0.16212947,0.19266651
-4.93146573,1.23359261,0.00032519,0.06536401,0.46879744,0.28017061,0.00339384,0.76975012,0.16351663,0.19974098
-4.92546273,1.29619580,0.00034095,0.06658563,0.48999802,0.30091510,0.00331494,0.81189615,0.16545321,0.20777682
-4.91945973,1.36513755,0.00035874,0.06799252,0.51379116,0.32311776,0.00326622,0.85830190,0.16789614,0.21674573
-4.91345673,1.43996535,0.00037845,0.06957665,0.53997367,0.34666252,0.00325071,0.90865530,0.17079358,0.22659849
-4.90745373,1.52012834,0.00039986,0.07132253,0.56831503,0.37140811,0.00327081,0.96258839,0.17408580,0.23726487
-4.90145073,1.60498056,0.00042270,0.07320765,0.59855846,0.39718889,0.00332831,1.01967893,0.17770635,0.24865431
-4.89544772,1.69378635,0.00044661,0.07520318,0.63042234,0.42381614,0.00342421,1.07945303,0.18158330,0.26065707
-4.88944472,1.78572778,0.00047117,0.07727491,0.66360208,0.45107998,0.00355875,1.14138875,0.18564074,0.27314594
-4.88344172,1.87991394,0.00049591,0.07938431,0.69777231,0.47875161,0.00373128,1.20492071,0.18980029,0.28597847
-4.87743872,1.97539199,0.00052034,0.08148979,0.73258941,0.50658620,0.00394029,1.26944560,0.19398265,0.29899959
-4.87143572,2.07115966,0.00054391,0.08354802,0.76769438,0.53432606,0.00418336,1.33432858,0.19810915,0.31204460
-4.86543272,2.16617921,0.00056609,0.08551529,0.80271606,0.56170426,0.00445719,1.39891053,0.20210319,0.32494241
-4.85942971,2.25939263,0.00058636,0.08734889,0.83727472,0.58844859,0.00475760,1.46251625,0.20589161,0.33751898
-4.85342671,2.34973784,0.00060424,0.08900838,0.87098604,0.61428587,0.00507957,1.52446330,0.20940601,0.34960089
-4.84742371,2.43616598,0.00061929,0.09045689,0.90346554,0.63894642,0.00541740,1.58407191,0.21258386,0.36101891
-4.84142071,2.51765940,0.00063114,0.09166219,0.93433345,0.66216894,0.00576470,1.64067542,0.21536960,0.37161164
-4.83541771,2.59325032,0.00063950,0.09259769,0.96322010,0.68370538,0.00611463,1.69363165,0.21771555,0.38122893
-4.82941471,2.66203994,0.00064419,0.09324322,0.98977172,0.70332608,0.00645996,1.74233474,0.21958282,0.38973522
-4.82341171,2.72321756,0.00064512,0.09358569,1.01365669,0.72082480,0.00679334,1.78622748,0.22094207,0.39701265
-4.81740870,2.77607945,0.00064233,0.09361949,1.03457215,0.73602377,0.00710740,1.82481384,0.22177424,0.40296385
-4.81140570,2.82004703,0.00063596,0.09334674,1.05225073,0.74877849,0.00739502,1.85767137,0.22207113,0.40751437
-4.80540270,2.85468361,0.00062626,0.09277732,1.06646732,0.75898216,0.00764952,1.88446305,0.22183593,0.41061471
-4.79939970,2.87970934,0.00061360,0.09192872,1.07704553,0.76656967,0.00786483,1.90494825,0.22108362,0.41224184
-4.79339670,2.89501336,0.00059845,0.09082572,1.08386363,0.77152074,0.00803572,1.91899210,0.21984112,0.41240022
-4.78739370,2.90066273,0.00058135,0.08949986,1.08685966,0.77386236,0.00815794,1.92657293,0.21814737,0.41112216
-4.78139070,2.89690722,0.00056293,0.08798883,1.08603530,0.77366998,0.00822836,1.92778708,0.21605306,0.40846758
-4.77538769,2.88417942,0.00054387,0.08633568,1.08145835,0.77106753,0.00824508,1.92285068,0.21362012,0.40452311
-4.76938469,2.86308966,0.00052488,0.08458794,1.07326330,0.76622601,0.00820748,1.91209796,0.21092089,0.39940049
-4.76338169,2.83441539,0.00050669,0.08279667,1.06165010,0.75936058,0.00811626,1.89597574,0.20803693,0.39323430
-4.75737869,2.79908480,0.00049003,0.08101546,1.04688069,0.75072609,0.00797338,1.87503399,0.20505754,0.38617907
-4.75137569,2.75815491,0.00047561,0.07929936,1.02927340,0.74061105,0.00778202,1.84991251,0.20207786,0.37840577
-4.74537269,2.71278439,0.00046407,0.07770385,1.00919533,0.72933013,0.00754646,1.82132381,0.19919671,0.37009782
-4.73936968,2.66420186,0.00045602,0.07628382,0.98705271,0.71721538,0.00727191,1.79003279,0.19651421,0.36144669
-4.73336668,2.61367063,0.00045197,0.07509253,0.96327974,0.70460640,0.00696438,1.75683376,0.19412907,0.35264718
-4.72736368,2.56245090,0.00045232,0.07418067,0.93832615,0.69183977,0.00663044,1.72252556,0.19213593,0.34389264
-4.72136068,2.51176100,0.00045739,0.07359547,0.91264401,0.67923815,0.00627703,1.68788584,0.19062253,0.33537008
-4.71535768,2.46273901,0.00046736,0.07337984,0.88667434,0.66709941,0.00591125,1.65364549,0.18966701,0.32725554
-4.70935468,2.41640651,0.00048227,0.07357163,0.86083402,0.65568639,0.00554013,1.62046427,0.18933543,0.31970972
-4.70335168,2.37363584,0.00050205,0.07420296,0.83550365,0.64521759,0.00517046,1.58890893,0.18967952,0.31287408
-4.69734867,2.33512241,0.00052647,0.07529956,0.81101681,0.63585933,0.00480857,1.55943463,0.19073480,0.30686750
-4.69134567,2.30136339,0.00055517,0.07688036,0.78765121,0.62771979,0.00446023,1.53237065,0.19251916,0.30178368
-4.68534267,2.27264370,0.00058768,0.07895693,0.76562217,0.62084517,0.00413048,1.50791114,0.19503204,0.29768930
-4.67933967,2.24902996,0.00062337,0.08153329,0.74507857,0.61521825,0.00382357,1.48611132,0.19825407,0.29462293
-4.67333667,2.23037299,0.00066154,0.08460557,0.72610157,0.61075950,0.00354289,1.46688938,0.20214745,0.29259497
-4.66733367,2.21631846,0.00070137,0.08816203,0.70870597,0.60733075,0.00329092,1.45003401,0.20665686,0.29158827
-4.66133067,2.20632567,0.00074199,0.09218306,0.69284418,0.60474119,0.00306926,1.43521728,0.21171109,0.29155968
-4.65532766,2.19969342,0.00078247,0.09664147,0.67841258,0.60275563,0.00287869,1.42201226,0.21722520,0.29244235
-4.64932466,2.19559203,0.00082186,0.10150293,0.66525988,0.60110455,0.00271914,1.40991455,0.22310334,0.29414875
-4.64332166,2.19310015,0.00085921,0.10672668,0.65319708,0.59949561,0.00258988,1.39836682,0.22924200,0.29657424
