energy_ev,total_up,C_s_up,C_p_up,Mo_p_up,Mo_d_up,S_s_up,S_p_up,Ti_p_up,Ti_d_up
-5.82591296,10.65793106,0.03122031,1.27173239,3.98909867,3.12216493,0.11093169,5.07868962,1.57600279,0.58429369
-5.81990995,10.48301634,0.03114563,1.20390034,3.96613382,3.01735705,0.10744433,5.06337004,1.57667823,0.58643069
-5.81390695,10.29533175,0.03104941,1.13891145,3.93705804,2.91454509,0.10376914,5.03566634,1.57342901,0.58698394
-5.80790395,10.09912311,0.03094465,1.07780910,3.90344043,2.81561508,0.09995577,4.99677428,1.56681716,0.58597625
-5.80190095,9.89865615,0.03084355,1.02155119,3.86690814,2.72233676,0.09605811,4.94802738,1.55746452,0.58344563
-5.79589795,9.69813000,0.03075703,0.97100022,3.82910573,2.63634238,0.09213237,4.89085838,1.54603408,0.57944411
-5.78989495,9.50159531,0.03069443,0.92691567,3.79165574,2.55910902,0.08823506,4.82676021,1.53321039,0.57403666
-5.78389195,9.31287823,0.03066326,0.88994835,3.75612143,2.49194403,0.08442113,4.75724767,1.51967971,0.56729995
-5.77788894,9.13551060,0.03066895,0.86063623,3.72397225,2.43597270,0.08074214,4.68382042,1.50611036,0.55932106
-5.77188594,8.97266658,0.03071478,0.83940131,3.69655244,2.39212763,0.07724460,4.60792809,1.49313375,0.55019606
-5.76588294,8.82710572,0.03080189,0.82654723,3.67505300,2.36113910,0.07396860,4.53093788,1.48132672,0.54002849
-5.75987994,8.70112267,0.03092928,0.82225708,3.66048713,2.34352601,0.07094670,4.45410519,1.47119552,0.52892764
-5.75387694,8.59650341,0.03109399,0.82659145,3.65366918,2.33958729,0.06820316,4.37854756,1.46316189,0.51700655
-5.74787394,8.51448859,0.03129129,0.83948646,3.65519704,2.34939364,0.06575339,4.30522230,1.45755171,0.50438003
-5.74187094,8.45574451,0.03151493,0.86075195,3.66543799,2.37278016,0.06360386,4.23490811,1.45458651,0.49116233
-5.73586793,8.42034256,0.03175744,0.89006989,3.68451828,2.40934008,0.06175218,4.16819125,1.45437802,0.47746493
-5.72986493,8.40774843,0.03201045,0.92699359,3.71231640,2.45842075,0.06018757,4.10545635,1.45692616,0.46339421
-5.72386193,8.41682227,0.03226508,0.97094784,3.74846048,2.51912244,0.05889150,4.04688247,1.46212037,0.44904935
-5.71785893,8.44583105,0.03251220,1.02123075,3.79233012,2.59030117,0.05783862,3.99244454,1.46974431,0.43452041
-5.71185593,8.49247444,0.03274289,1.07701767,3.84306307,2.67057643,0.05699780,3.94192044,1.47948384,0.41988678
-5.70585293,8.55392491,0.03294865,1.13736775,3.89956709,2.75834452,0.05633336,3.89490371,1.49093797,0.40521609
-5.69984992,8.62688252,0.03312176,1.20123352,3.96053729,2.85179846,0.05580638,3.85082165,1.50363234,0.39056362
-5.69384692,8.70764421,0.03325548,1.26747394,4.02447907,2.94895442,0.05537604,3.80895854,1.51703486,0.37597234
-5.68784392,8.79218666,0.03334427,1.33487087,4.08973676,3.04768508,0.05500098,3.76848321,1.53057269,0.36147343
-5.68184092,8.87626128,0.03338390,1.40214913,4.15452744,3.14575934,0.05464064,3.72848010,1.54365019,0.34708746
-5.67583792,8.95549878,0.03337149,1.46799983,4.21697968,3.24088773,0.05425648,3.68798284,1.55566690,0.33282599
-5.66983492,9.02552068,0.03330558,1.53110652,4.27517623,3.33077245,0.05381312,3.64600898,1.56603497,0.31869361
-5.66383192,9.08205410,0.03318599,1.59017357,4.32719964,3.41316063,0.05327932,3.60159468,1.57419544,0.30469016
-5.65782891,9.12104630,0.03301372,1.64395588,4.37117975,3.48589909,0.05262882,3.55382800,1.57963274,0.29081323
-5.65182591,9.13877482,0.03279078,1.69128906,4.40534141,3.54698872,0.05184092,3.50187960,1.58188700,0.27706051
-5.64582291,9.13194958,0.03251999,1.73111892,4.42805114,3.59463666,0.05090094,3.44502966,1.58056387,0.26343204
-5.63981991,9.09780331,0.03220474,1.76252925,4.43786110,3.62730415,0.04980038,3.38269028,1.57534168,0.24993218
-5.63381691,9.03416723,0.03184872,1.78476675,4.43354910,3.64374841,0.04853699,3.31442264,1.56597596,0.23657123
-5.62781391,8.93952947,0.03145576,1.79726215,4.41415318,3.64305684,0.04711452,3.23994864,1.55230134,0.22336657
-5.62181091,8.81307459,0.03102955,1.79964652,4.37899974,3.62467223,0.04554240,3.15915690,1.53423122,0.21034327
-5.61580790,8.65470318,0.03057357,1.79176234,4.32772434,3.58840803,0.04383520,3.07210341,1.51175551,0.19753434
-5.60980490,8.46503143,0.03009093,1.77366847,4.26028465,3.53445324,0.04201204,2.97900733,1.48493672,0.18498042
-5.60380190,8.24537156,0.02958437,1.74563918,4.17696516,3.46336658,0.04009583,2.88024246,1.45390501,0.17272905
-5.59779890,7.99769414,0.02905628,1.70815693,4.07837378,3.37606048,0.03811251,2.77632530,1.41885247,0.16083372
-5.59179590,7.72457474,0.02850884,1.66189949,3.96543056,3.27377550,0.03609027,2.66790045,1.38002708,0.14935262
-5.58579290,7.42912714,0.02794413,1.60772162,3.83934926,3.15804626,0.03405876,2.55572430,1.33772659,0.13834723
-5.57978989,7.11492601,0.02736441,1.54663229,3.70161232,3.03066029,0.03204834,2.44064768,1.29229261,0.12788097
-5.57378689,6.78592205,0.02677232,1.47976825,3.55394055,2.89361148,0.03008940,2.32359832,1.24410497,0.11801780
-5.56778389,6.44635270,0.02617119,1.40836487,3.39825829,2.74904976,0.02821173,2.20556359,1.19357649,0.10882102
-5.56178089,6.10065121,0.02556526,1.33372558,3.23665549,2.59922890,0.02644401,2.08757401,1.14114807,0.10035219
-5.55577789,5.75335681,0.02495994,1.25719068,3.07134777,2.44645425,0.02481334,1.97068778,1.08728397,0.09267029
-5.54977489,5.40902843,0.02436197,1.18010693,2.90463558,2.29303199,0.02334486,1.85597658,1.03246738,0.08583106
-5.54377189,5.07216381,0.02377955,1.10379854,2.73886366,2.14122148,0.02206152,1.74451253,0.97719582,0.07988662
-5.53776888,4.74712561,0.02322238,1.02954055,2.57638158,1.99319195,0.02098378,1.63735640,0.92197657,0.07488515
-5.53176588,4.43807569,0.02270154,0.95853530,2.41950622,1.85098449,0.02012948,1.53554687,0.86732187,0.07087085
-5.52576288,4.14891807,0.02222942,0.89189228,2.27048685,1.71647998,0.01951370,1.44009069,0.81374381,0.06788385
-5.51975988,3.88325101,0.02181937,0.83061173,2.13147312,1.59137343,0.01914863,1.35195366,0.76174911,0.06596020
-5.51375688,3.64432796,0.02148541,0.77557213,2.00448635,1.47715481,0.01904346,1.27205216,0.71183364,0.06513195
-5.50775388,3.43502706,0.02124177,0.72752132,1.89139402,1.37509606,0.01920433,1.20124521,0.66447691,0.06542693
-5.50175088,3.25782853,0.02110241,0.68707118,1.79388759,1.28624397,0.01963416,1.14032694,0.62013665,0.06686871
-5.49574787,3.11479914,0.02108050,0.65469543,1.71346334,1.21141831,0.02033262,1.09001946,0.57924362,0.06947617
-5.48974487,3.00758289,0.02118785,0.63073007,1.65140597,1.15121444,0.02129598,1.05096602,0.54219690,0.07326314
-5.48374187,2.93739695,0.02143437,0.61537610,1.60877472,1.10600963,0.02251701,1.02372470,0.50935976,0.07823780
-5.47773887,2.90503211,0.02182758,0.60870397,1.58639175,1.07597224,0.02398493,1.00876245,0.48105627,0.08440197
-5.47173587,2.91085683,0.02237213,0.61065927,1.58483237,1.06107302,0.02568532,1.00644979,0.45756873,0.09175040
-5.46573287,2.95482436,0.02306944,0.62106941,1.60441727,1.06109769,0.02760012,1.01705610,0.43913606,0.10026991
-5.45972986,3.03648255,0.02391741,0.63965083,1.64520642,1.07566043,0.02970767,1.04074566,0.42595301,0.10993867
-5.45372686,3.15498600,0.02491028,0.66601657,1.70699508,1.10421757,0.03198278,1.07757456,0.41817020,0.12072542
-5.44772386,3.30911047,0.02603854,0.69968417,1.78931183,1.14608132,0.03439698,1.12748853,0.41589493,0.13258892
-5.44172086,3.49726977,0.02728904,0.74008376,1.89141947,1.20043338,0.03691871,1.19032174,0.41919248,0.14547751
-5.43571786,3.71753522,0.02864519,0.78656648,2.01231887,1.26633829,0.03951376,1.26579672,0.42808781,0.15932895
-5.42971486,3.96765810,0.03008730,0.83841327,2.15075680,1.34275672,0.04214571,1.35352527,0.44256743,0.17407040
-5.42371186,4.24509537,0.03159300,0.89484435,2.30523800,1.42855889,0.04477645,1.45301059,0.46258123,0.18961884
-5.41770885,4.54703892,0.03313781,0.95502935,2.47404243,1.52253820,0.04736689,1.56365033,0.48804412,0.20588161
-5.41170585,4.87044865,0.03469573,1.01809846,2.65524789,1.62342549,0.04987762,1.68474085,0.51883721,0.22275732
-5.40570285,5.21208946,0.03623991,1.08315457,2.84675859,1.72990401,0.05226970,1.81548231,0.55480867,0.24013699
-5.39969985,5.56857186,0.03774339,1.14928655,3.04633953,1.84062533,0.05450549,1.95498476,0.59577385,0.25790533
-5.39369685,5.93639604,0.03917979,1.21558358,3.25165658,1.95422626,0.05654943,2.10227498,0.64151505,0.27594228
-5.38769385,6.31199874,0.04052399,1.28115037,3.46032168,2.06934662,0.05836885,2.25630401,0.69178066,0.29412460
-5.38169085,6.69180199,0.04175280,1.34512312,3.66994228,2.18464786,0.05993473,2.41595538,0.74628410,0.31232742
-5.37568784,7.07226298,0.04284552,1.40668579,3.87817358,2.29883209,0.06122237,2.58005376,0.80470252,0.33042595
-5.36968484,7.44992368,0.04378444,1.46508624,4.08277231,2.41066116,0.06221199,2.74737419,0.86667562,0.34829690
-5.36368184,7.82145899,0.04455520,1.51965177,4.28164987,2.51897536,0.06288917,2.91665173,0.93180482,0.36581995
-5.35767884,8.18372231,0.04514709,1.56980352,4.47292310,2.62271102,0.06324517,3.08659165,0.99965312,0.38287897
-5.35167584,8.53378712,0.04555314,1.61506901,4.65496041,2.72091653,0.06327709,3.25588014,1.06974585,0.39936312
-5.34567284,8.86898372,0.04577018,1.65509240,4.82642135,2.81276616,0.06298788,3.42319567,1.14157267,0.41516771
-5.33966983,9.18693003,0.04579870,1.68964193,4.98628769,2.89757114,0.06238618,3.58722123,1.21459095,0.43019505
-5.33366683,9.48555594,0.04564265,1.71861400,5.13388440,2.97478756,0.06148596,3.74665731,1.28823077,0.44435502
-5.32766383,9.76312085,0.04530914,1.74203373,5.26888938,3.04402069,0.06030609,3.90023598,1.36190158,0.45756571
-5.32166083,10.01822419,0.04480802,1.76005171,5.39133121,3.10502574,0.05886972,4.04673598,1.43500038,0.46975392
-5.31565783,10.24980917,0.04415150,1.77293702,5.50157467,3.15770474,0.05720358,4.18499875,1.50692147,0.48085573
-5.30965483,10.45716012,0.04335362,1.78106653,5.60029450,3.20209997,0.05533720,4.31394533,1.57706737,0.49081711
-5.30365183,10.63989400,0.04242978,1.78491101,5.68843835,3.23838407,0.05330211,4.43259379,1.64486051,0.49959462
-5.29764882,10.79794666,0.04139627,1.78501834,5.76718043,3.26684729,0.05113094,4.54007680,1.70975539,0.50715614
-5.29164582,10.93155483,0.04026987,1.78199448,5.83786782,3.28788253,0.04885669,4.63565877,1.77125053,0.51348170
-5.28564282,11.04123438,0.03906735,1.77648299,5.90196185,3.30196862,0.04651186,4.71875181,1.82889963,0.51856439
-5.27963982,11.12775576,0.03780523,1.76914384,5.96097721,3.30965273,0.04412784,4.78892998,1.88232149,0.52241115
-5.27363682,11.19211719,0.03649940,1.76063232,6.01642138,3.31153248,0.04173423,4.84594067,1.93120795,0.52504354
-5.26763382,11.23551627,0.03516497,1.75157888,6.06973736,3.30823835,0.03935839,4.88971269,1.97532951,0.52649832
-5.26163082,11.25932057,0.03381605,1.74257079,6.12225198,3.30041713,0.03702507,4.92036003,2.01453821,0.52682776
-5.25562781,11.26503752,0.03246568,1.73413612,6.17513232,3.28871682,0.03475612,4.93818100,2.04876746,0.52609961
-5.24962481,11.25428415,0.03112573,1.72673086,6.22935186,3.27377342,0.03257039,4.94365214,2.07802885,0.52439672
-5.24362181,11.22875697,0.02980690,1.72072938,6.28566779,3.25619989,0.03048368,4.93741686,2.10240598,0.52181606
-5.23761881,11.19020235,0.02851872,1.71641865,6.34461014,3.23657738,0.02850885,4.92026899,2.12204564,0.51846744
-5.23161581,11.14038770,0.02726956,1.71399631,6.40648284,3.21544888,0.02665597,4.89313148,2.13714667,0.51447154
-5.22561281,11.08107395,0.02606669,1.71357238,6.47137601,3.19331507,0.02493252,4.85703112,2.14794717,0.50995766
-5.21960980,11.01398940,0.02491629,1.71517443,6.53918844,3.17063224,0.02334371,4.81307003,2.15471080,0.50506093
-5.21360680,10.94080549,0.02382349,1.71875581,6.60965834,3.14781199,0.02189272,4.76239512,2.15771266,0.49991925
-5.20760380,10.86311458,0.02279243,1.72420617,6.68240016,3.12522231,0.02058104,4.70616660,2.15722578,0.49467006
-5.20160080,10.78240996,0.02182625,1.73136384,6.75694494,3.10318963,0.01940873,4.64552705,2.15350874,0.48944694
-5.19559780,10.70006828,0.02092718,1.74002903,6.83278122,3.08200141,0.01837472,4.58157195,2.14679509,0.48437628
-5.18959480,10.61733417,0.02009652,1.74997735,6.90939391,3.06190873,0.01747703,4.51532314,2.13728513,0.47957416
-5.18359180,10.53530727,0.01933472,1.76097249,6.98629816,3.04312860,0.01671299,4.44770592,2.12514030,0.47514341
-5.17758879,10.45493124,0.01864140,1.77277773,7.06306603,3.02584543,0.01607938,4.37953076,2.11048036,0.47117125
-5.17158579,10.37698473,0.01801545,1.78516529,7.13934381,3.01021148,0.01557258,4.31148006,2.09338355,0.46772728
-5.16558279,10.30207418,0.01745508,1.79792330,7.21485892,2.99634604,0.01518864,4.24410032,2.07388933,0.46486218
-5.15957979,10.23062827,0.01695793,1.81085990,7.28941558,2.98433324,0.01492340,4.17779979,2.05200358,0.46260704
-5.15357679,10.16289415,0.01652118,1.82380436,7.36287959,2.97421861,0.01477246,4.11285143,2.02770589,0.46097337
-5.14757379,10.09893580,0.01614165,1.83660550,7.43515322,2.96600457,0.01473133,4.04940093,2.00095827,0.45995392
-5.14157079,10.03863473,0.01581598,1.84912741,7.50614214,2.95964520,0.01479534,3.98747927,1.97171512,0.45952408
-5.13556778,9.98169400,0.01554076,1.86124321,7.57571681,2.95504086,0.01495981,3.92701925,1.93993355,0.45964416
-5.12956478,9.92764614,0.01531263,1.87282740,7.64367169,2.95203322,0.01522001,3.86787546,1.90558395,0.46026215
-5.12356178,9.87586595,0.01512847,1.88374764,7.70968568,2.95040139,0.01557130,3.80984682,1.86866016,0.46131714
-5.11755878,9.82558921,0.01498553,1.89385682,7.77328765,2.94985994,0.01600917,3.75270103,1.82918894,0.46274324
-5.11155578,9.77593803,0.01488150,1.90298631,7.83383050,2.95005945,0.01652936,3.69620030,1.78723851,0.46447376
-5.10555278,9.72595338,0.01481465,1.91094126,7.89047733,2.95059024,0.01712800,3.64012728,1.74292592,0.46644566
-5.09954977,9.67463507,0.01478388,1.91749862,7.94220207,2.95098971,0.01780165,3.58431072,1.69642310,0.46860404
-5.09354677,9.62098872,0.01478879,1.92240859,7.98780664,2.95075367,0.01854751,3.52864972,1.64796148,0.47090639
-5.08754377,9.56407891,0.01482966,1.92539960,8.02595529,2.94935148,0.01936340,3.47313589,1.59783522,0.47332653
-5.08154077,9.50308687,0.01490746,1.92618725,8.05522570,2.94624501,0.02024791,3.41787246,1.54640284,0.47585802
-5.07553777,9.43737051,0.01502379,1.92448660,8.07417533,2.94091056,0.02120038,3.36308945,1.49408741,0.47851664
-5.06953477,9.36652406,0.01518080,1.92002768,8.08142016,2.93286317,0.02222087,3.30915403,1.44137504,0.48134201
-5.06353177,9.29043404,0.01538109,1.91257329,8.07572194,2.92168212,0.02331006,3.25657542,1.38881184,0.48439800
-5.05752876,9.20932806,0.01562754,1.90193810,8.05607910,2.90703627,0.02446911,3.20600344,1.33699911,0.48777186
-5.05152576,9.12381294,0.01592315,1.88800799,8.02181619,2.88870791,0.02569940,3.15822046,1.28658680,0.49157197
-5.04552276,9.03489874,0.01627084,1.87075826,7.97266590,2.86661363,0.02700227,3.11412637,1.23826518,0.49592426
-5.03951976,8.94400579,0.01667322,1.85026956,7.90883816,2.84082076,0.02837861,3.07471665,1.19275465,0.50096728
-5.03351676,8.85295250,0.01713238,1.82674009,7.83107119,2.81155814,0.02982849,3.04105379,1.15079385,0.50684605
-5.02751376,8.76392253,0.01764963,1.80049330,7.74065999,2.77922024,0.03135072,3.01423298,1.11312598,0.51370497
-5.02151076,8.67941116,0.01822525,1.77197987,7.63945900,2.74436373,0.03294237,2.99534272,1.08048360,0.52168005
-5.01550775,8.60215160,0.01885832,1.74177369,7.52985679,2.70769648,0.03459839,2.98542204,1.05357218,0.53089070
-5.00950475,8.53502339,0.01954646,1.71056139,7.41472260,2.67005874,0.03631119,2.98541571,1.03305265,0.54143159
-5.00350175,8.48094599,0.02028571,1.67912558,7.29732539,2.63239729,0.03807033,2.99612932,1.01952336,0.55336494
-4.99749875,8.44276182,0.02107037,1.64832230,7.18122852,2.59573326,0.03986232,3.01818620,1.01350206,0.56671360
-4.99149575,8.42311356,0.02189298,1.61905342,7.07016379,2.56112510,0.04167053,3.05198812,1.01540829,0.58145540
-4.98549275,8.42432139,0.02274431,1.59223517,6.96789047,2.52962810,0.04347523,3.09768162,1.02554693,0.59751906
-4.97948974,8.44826577,0.02361341,1.56876400,6.87804557,2.50225242,0.04525382,3.15513177,1.04409337,0.61478200
-4.97348674,8.49628143,0.02448780,1.54948159,6.80399225,2.47992145,0.04698117,3.22390482,1.07108107,0.63307010
-4.96748374,8.56906800,0.02535365,1.53514030,6.74867381,2.46343239,0.04863018,3.30326069,1.10639198,0.65215975
-4.96148074,8.66662161,0.02619610,1.52637092,6.71448003,2.45342095,0.05017243,3.39215617,1.14975037,0.67178198
-4.95547774,8.78819145,0.02699959,1.52365418,6.70313274,2.45033178,0.05157896,3.48925890,1.20072047,0.69162862
-4.94947474,8.93226347,0.02774829,1.52729738,6.71559606,2.45439591,0.05282114,3.59297185,1.25870833,0.71136030
-4.94347174,9.09657288,0.02842650,1.53741737,6.75201596,2.46561626,0.05387161,3.70146773,1.32296790,0.73061594
-4.93746873,9.27814505,0.02901912,1.55393058,6.81169219,2.48376192,0.05470522,3.81273185,1.39261158,0.74902332
-4.93146573,9.47336378,0.02951211,1.57655083,6.89308406,2.50837125,0.05529991,3.92461224,1.46662495,0.76621031
-4.92546273,9.67806416,0.02989291,1.60479488,6.99385019,2.53876376,0.05563755,4.03487484,1.54388544,0.78181636
-4.91945973,9.88764650,0.03015083,1.63799565,7.11092026,2.57406021,0.05570462,4.14126187,1.62318458,0.79550351
-4.91345673,10.09720689,0.03027740,1.67532253,7.24059582,2.61320994,0.05549280,4.24155125,1.70325308,0.80696682
-4.90745373,10.30167904,0.03026661,1.71580792,7.37867559,2.65502435,0.05499930,4.33361477,1.78278820,0.81594346
-4.90145073,10.49598214,0.03011511,1.75837885,7.52059956,2.69821507,0.05422705,4.41547296,1.86048246,0.82222037
-4.89544772,10.67516889,0.02982230,1.80189245,7.66160583,2.74143534,0.05318464,4.48534496,1.93505291,0.82564004
-4.88944472,10.83456832,0.02939033,1.84517366,7.79689314,2.78332294,0.05188611,4.54169145,2.00526986,0.82610435
-4.88344172,10.96991816,0.02882401,1.88705371,7.92178235,2.82254303,0.05035048,4.58324960,2.06998439,0.82357632
-4.87743872,11.07748223,0.02813063,1.92640786,8.03187024,2.85782944,0.04860113,4.60905910,2.12815355,0.81807984
-4.87143572,11.15414910,0.02731973,1.96219079,8.12316940,2.88802281,0.04666509,4.61847849,2.17886243,0.80969743
-4.86543272,11.19750885,0.02640278,1.99346843,8.19222906,2.91210448,0.04457217,4.61119202,2.22134258,0.79856628
-4.85942971,11.20590619,0.02539280,2.01944497,8.23623242,2.92922486,0.04235404,4.58720691,2.25498600,0.78487276
-4.85342671,11.17846864,0.02430404,2.03948423,8.25306771,2.93872569,0.04004330,4.54684186,2.27935442,0.76884574
-4.84742371,11.11510995,0.02315150,2.05312463,8.24137091,2.94015533,0.03767256,4.49070743,2.29418359,0.75074900
-4.84142071,11.01650949,0.02195059,2.06008750,8.20053995,2.93327701,0.03527356,4.41967967,2.29938267,0.73087315
-4.83541771,10.88406944,0.02071674,2.06027859,8.13072117,2.91806987,0.03287644,4.33486800,2.29502875,0.70952725
-4.82941471,10.71985221,0.01946503,2.05378303,8.03277005,2.89472302,0.03050902,4.23757908,2.28135697,0.68703058
-4.82341171,10.52650137,0.01820991,2.04085427,7.90818936,2.86362315,0.02819631,4.12927780,2.25874664,0.66370479
-4.81740870,10.30714943,0.01696492,2.02189772,7.75904854,2.82533633,0.02596010,4.01154709,2.22770425,0.63986666
-4.81140570,10.06531668,0.01574251,1.99744995,7.58788886,2.78058493,0.02381871,3.88604795,2.18884384,0.61582160
-4.80540270,9.80480496,0.01455386,1.96815461,7.39761909,2.73022069,0.02178692,3.75448082,2.14286587,0.59185824
-4.79939970,9.52959050,0.01340883,1.93473625,7.19140664,2.67519516,0.01987592,3.61854968,2.09053517,0.56824396
-4.79339670,9.24371967,0.01231589,1.89797311,6.97256885,2.61652863,0.01809355,3.47992964,2.03265913,0.54522163
-4.78739370,8.95121118,0.01128216,1.85867014,6.74446873,2.55527894,0.01644445,3.34023898,1.97006661,0.52300736
-4.78139070,8.65596790,0.01031342,1.81763336,6.51041891,2.49251123,0.01493043,3.20101594,1.90358854,0.50178944
-4.77538769,8.36170053,0.00941425,1.77564634,6.27359697,2.42926985,0.01355081,3.06370084,1.83404064,0.48172826
-4.76938469,8.07186525,0.00858811,1.73344979,6.03697416,2.36655324,0.01230284,2.92962335,1.76220872,0.46295719
-4.76338169,7.78961612,0.00783751,1.69172459,5.80325902,2.30529270,0.01118211,2.79999491,1.68883685,0.44558419
-4.75737869,7.51777277,0.00716415,1.65107887,5.57485643,2.24633537,0.01018298,2.67590590,1.61461857,0.42969415
-4.75137569,7.25880273,0.00656907,1.61203895,5.35384177,2.19043197,0.00929896,2.55832689,1.54019093,0.41535176
-4.74537269,7.01481753,0.00605283,1.57504433,5.14194925,2.13822900,0.00852308,2.44811351,1.46613136,0.40260454
-4.73936968,6.78758057,0.00561562,1.54044624,4.94057294,2.09026551,0.00784825,2.34601384,1.39295698,0.39148625
-4.73336668,6.57852481,0.00525744,1.50850940,4.75077838,2.04697373,0.00726751,2.25267755,1.32112583,0.38202004
-4.72736368,6.38877747,0.00497821,1.47941633,4.57332272,2.00868309,0.00677430,2.16866588,1.25103984,0.37422150
-4.72136068,6.21918928,0.00477785,1.45327371,4.40868091,1.97562674,0.00636265,2.09446143,1.18304871,0.36810133
-4.71535768,6.07036521,0.00465635,1.43011985,4.25707576,1.94794989,0.00602731,2.03047685,1.11745456,0.36366737
-4.70935468,5.94269435,0.00461383,1.40993290,4.11850959,1.92571882,0.00576388,1.97706188,1.05451660,0.36092613
-4.70335168,5.83637642,0.00465055,1.39263891,3.99279571,1.90893003,0.00556891,1.93450775,0.99445568,0.35988337
-4.69734867,5.75144326,0.00476687,1.37811949,3.87958816,1.89751852,0.00543987,1.90304888,0.93745827,0.36054401
-4.69134567,5.68777368,0.00496321,1.36621847,3.77840866,1.89136477,0.00537521,1.88286121,0.88367976,0.36291116
-4.68534267,5.64510126,0.00523998,1.35674739,3.68866994,1.89029990,0.00537433,1.87405759,0.83324683,0.36698429
-4.67933967,5.62301489,0.00559747,1.34948980,3.60969520,1.89410892,0.00543756,1.87667997,0.78625910,0.37275674
-4.67333667,5.62095265,0.00603568,1.34420426,3.54073384,1.90253186,0.00556608,1.89068924,0.74278986,0.38021261
-4.66733367,5.63819028,0.00655425,1.34062627,3.48097369,1.91526333,0.00576189,1.91595316,0.70288626,0.38932314
-4.66133067,5.67382589,0.00715221,1.33846946,3.42955041,1.93195061,0.00602770,1.95223325,0.66656890,0.40004299
-4.65532766,5.72676324,0.00782788,1.33742627,3.38555492,1.95219107,0.00636687,1.99917185,0.63383133,0.41230640
-4.64932466,5.79569569,0.00857865,1.33716859,3.34803958,1.97552943,0.00678328,2.05628019,0.60463944,0.42602372
-4.64332166,5.87909371,0.00940091,1.33734879,3.31602416,2.00145580,0.00728127,2.12292895,0.57893111,0.44107848
