energy_ev,total_up,Cr_p_up,Cr_d_up,N_s_up,N_p_up,Ru_p_up,Ru_d_up,Se_s_up,Se_p_up
-5.05152576,1.95232743,0.61983712,0.35053199,0.00101748,0.02642933,0.44872448,0.65280445,0.00150364,1.16380218
-5.04552276,1.91206970,0.60113900,0.34265798,0.00087211,0.02601504,0.44188456,0.64253673,0.00168399,1.13787753
-5.03951976,1.86989011,0.58244311,0.33423109,0.00074229,0.02575581,0.43440425,0.63142370,0.00190592,1.11071653
-5.03351676,1.82622001,0.56389362,0.32535062,0.00062739,0.02564617,0.42634579,0.61960155,0.00217161,1.08259324
-5.02751376,1.78153567,0.54563339,0.31612548,0.00052663,0.02568146,0.41779027,0.60722793,0.00248283,1.05380106
-5.02151076,1.73635115,0.52780185,0.30667286,0.00043905,0.02585727,0.40883514,0.59447980,0.00284080,1.02464868
-5.01550775,1.69120926,0.51053265,0.29711662,0.00036360,0.02616899,0.39959100,0.58155031,0.00324605,0.99545492
-5.00950475,1.64667033,0.49395113,0.28758543,0.00029917,0.02661132,0.39017755,0.56864476,0.00369829,0.96654260
-5.00350175,1.60329913,0.47817148,0.27821048,0.00024464,0.02717784,0.38071912,0.55597576,0.00419625,0.93823160
-4.99749875,1.56165029,0.46329378,0.26912304,0.00019889,0.02786060,0.37133966,0.54375769,0.00473764,0.91083103
-4.99149575,1.52225260,0.44940105,0.26045176,0.00016085,0.02864980,0.36215765,0.53220057,0.00531897,0.88463110
-4.98549275,1.48559295,0.43655632,0.25231970,0.00012951,0.02953344,0.35328100,0.52150380,0.00593553,0.85989472
-4.97948974,1.45210044,0.42480004,0.24484145,0.00010393,0.03049720,0.34480229,0.51184977,0.00658139,0.83684935
-4.97348674,1.42213140,0.41414789,0.23812008,0.00008325,0.03152421,0.33679466,0.50339778,0.00724934,0.81567943
-4.96748374,1.39595619,0.40458919,0.23224430,0.00006669,0.03259518,0.32930839,0.49627847,0.00793104,0.79651974
-4.96148074,1.37374818,0.39608613,0.22728576,0.00005359,0.03368844,0.32236862,0.49058904,0.00861710,0.77945018
-4.95547774,1.35557579,0.38857383,0.22329674,0.00004333,0.03478023,0.31597414,0.48638943,0.00929724,0.76449207
-4.94947474,1.34139774,0.38196145,0.22030815,0.00003540,0.03584515,0.31009744,0.48369969,0.00996053,0.75160652
-4.94347174,1.33106212,0.37613421,0.21832812,0.00002937,0.03685664,0.30468601,0.48249860,0.01059567,0.74069471
-4.93746873,1.32430919,0.37095650,0.21734116,0.00002485,0.03778765,0.29966490,0.48272361,0.01119123,0.73160043
-4.93146573,1.32077797,0.36627581,0.21730793,0.00002154,0.03861140,0.29494022,0.48427221,0.01173603,0.72411470
-4.92546273,1.32001641,0.36192753,0.21816577,0.00001918,0.03930218,0.29040366,0.48700443,0.01221946,0.71798235
-4.91945973,1.32149476,0.35774024,0.21982986,0.00001755,0.03983617,0.28593756,0.49074664,0.01263181,0.71291044
-4.91345673,1.32462162,0.35354144,0.22219514,0.00001650,0.04019231,0.28142046,0.49529633,0.01296456,0.70857807
-4.90745373,1.32876215,0.34916342,0.22513894,0.00001586,0.04035299,0.27673268,0.50042770,0.01321072,0.70464729
-4.90145073,1.33325763,0.34444898,0.22852420,0.00001555,0.04030482,0.27176181,0.50589801,0.01336503,0.70077465
-4.89544772,1.33744584,0.33925676,0.23220325,0.00001546,0.04003912,0.26640765,0.51145427,0.01342414,0.69662303
-4.88944472,1.34068139,0.33346601,0.23602205,0.00001552,0.03955235,0.26058658,0.51684025,0.01338677,0.69187318
-4.88344172,1.34235541,0.32698057,0.23982481,0.00001569,0.03884629,0.25423505,0.52180344,0.01325369,0.68623460
-4.87743872,1.34191398,0.31973182,0.24345872,0.00001592,0.03792813,0.24731207,0.52610201,0.01302774,0.67945538
-4.87143572,1.33887470,0.31168069,0.24677885,0.00001617,0.03681024,0.23980064,0.52951128,0.01271372,0.67133066
-4.86543272,1.33284093,0.30281851,0.24965284,0.00001642,0.03550990,0.23170816,0.53182984,0.01231818,0.66170941
-4.85942971,1.32351344,0.29316673,0.25196533,0.00001665,0.03404872,0.22306577,0.53288502,0.01184925,0.65049935
-4.85342671,1.31069899,0.28277570,0.25362194,0.00001683,0.03245205,0.21392686,0.53253753,0.01131634,0.63766987
-4.84742371,1.29431578,0.27172246,0.25455267,0.00001697,0.03074820,0.20436468,0.53068538,0.01072978,0.62325288
-4.84142071,1.27439564,0.26010775,0.25471447,0.00001705,0.02896764,0.19446948,0.52726672,0.01010058,0.60734168
-4.83541771,1.25108288,0.24805235,0.25409297,0.00001705,0.02714214,0.18434511,0.52226164,0.00944000,0.59008781
-4.82941471,1.22462990,0.23569310,0.25270318,0.00001699,0.02530390,0.17410546,0.51569290,0.00875926,0.57169608
-4.82341171,1.19538960,0.22317846,0.25058919,0.00001685,0.02348480,0.16387082,0.50762535,0.00806925,0.55241801
-4.81740870,1.16380493,0.21066414,0.24782269,0.00001664,0.02171564,0.15376436,0.49816425,0.00738022,0.53254385
-4.81140570,1.13039560,0.19830867,0.24450052,0.00001635,0.02002549,0.14390880,0.48745229,0.00670155,0.51239336
-4.80540270,1.09574255,0.18626927,0.24074112,0.00001599,0.01844118,0.13442351,0.47566540,0.00604160,0.49230589
-4.79939970,1.06047041,0.17469795,0.23668017,0.00001556,0.01698689,0.12542194,0.46300750,0.00540753,0.47262969
-4.79339670,1.02522850,0.16373810,0.23246536,0.00001507,0.01568387,0.11700955,0.44970427,0.00480526,0.45371120
-4.78739370,0.99067091,0.15352144,0.22825075,0.00001453,0.01455024,0.10928219,0.43599604,0.00423942,0.43588421
-4.78139070,0.95743627,0.14416557,0.22419061,0.00001394,0.01360093,0.10232488,0.42213020,0.00371337,0.41945957
-4.77538769,0.92612783,0.13577197,0.22043333,0.00001331,0.01284770,0.09621099,0.40835320,0.00322926,0.40471554
-4.76938469,0.89729462,0.12842457,0.21711540,0.00001267,0.01229923,0.09100177,0.39490270,0.00278813,0.39188913
-4.76338169,0.87141423,0.12218877,0.21435575,0.00001201,0.01196122,0.08674609,0.38199985,0.00239002,0.38116877
-4.75737869,0.84887795,0.11711094,0.21225092,0.00001136,0.01183658,0.08348042,0.36984240,0.00203411,0.37268840
-4.75137569,0.82997894,0.11321838,0.21087092,0.00001073,0.01192557,0.08122890,0.35859875,0.00171885,0.36652338
-4.74537269,0.81490366,0.11051963,0.21025623,0.00001014,0.01222597,0.08000346,0.34840320,0.00144215,0.36268810
-4.73936968,0.80372734,0.10900522,0.21041604,0.00000961,0.01273326,0.07980403,0.33935289,0.00120145,0.36113559
-4.73336668,0.79641334,0.10864861,0.21132766,0.00000915,0.01344066,0.08061867,0.33150624,0.00099395,0.36175908
-4.72736368,0.79281679,0.10940753,0.21293736,0.00000879,0.01433931,0.08242374,0.32488342,0.00081666,0.36439536
-4.72136068,0.79269221,0.11122548,0.21516234,0.00000856,0.01541828,0.08518401,0.31946843,0.00066654,0.36883005
-4.71535768,0.79570493,0.11403341,0.21789402,0.00000847,0.01666465,0.08885287,0.31521308,0.00054058,0.37480433
-4.70935468,0.80144587,0.11775165,0.22100228,0.00000854,0.01806352,0.09337247,0.31204242,0.00043588,0.38202310
-4.70335168,0.80944903,0.12229186,0.22434057,0.00000881,0.01959811,0.09867405,0.30986148,0.00034973,0.39016424
-4.69734867,0.81921104,0.12755911,0.22775162,0.00000930,0.02124977,0.10467838,0.30856304,0.00027959,0.39888853
-4.69134567,0.83021182,0.13345398,0.23107356,0.00001004,0.02299810,0.11129641,0.30803582,0.00022317,0.40785001
-4.68534267,0.84193566,0.13987467,0.23414605,0.00001106,0.02482111,0.11843017,0.30817292,0.00017845,0.41670645
-4.67933967,0.85389170,0.14671914,0.23681641,0.00001237,0.02669543,0.12597401,0.30887986,0.00014362,0.42512935
-4.67333667,0.86563294,0.15388706,0.23894513,0.00001402,0.02859657,0.13381611,0.31008183,0.00011715,0.43281345
-4.66733367,0.87677315,0.16128180,0.24041094,0.00001603,0.03049928,0.14184046,0.31172984,0.00009773,0.43948522
-4.66133067,0.88700086,0.16881219,0.24111501,0.00001841,0.03237802,0.14992908,0.31380526,0.00008427,0.44491018
-4.65532766,0.89608997,0.17639421,0.24098412,0.00002120,0.03420744,0.15796469,0.31632267,0.00007588,0.44889883
-4.64932466,0.90390660,0.18395246,0.23997291,0.00002440,0.03596300,0.16583359,0.31933063,0.00007184,0.45131111
-4.64332166,0.91041209,0.19142145,0.23806500,0.00002803,0.03762156,0.17342876,0.32291051,0.00007161,0.45205921
