energy_ev,total_up,Hg_p_up,Hg_d_up,N_s_up,N_p_up,Te_p_up,Te_d_up,Ti_p_up,Ti_d_up
-4.96148074,1.00890000,0.56416510,0.12474876,0.02562862,0.14892108,0.44170829,0.00000000,0.21572577,0.13818526
-4.95547774,0.98231354,0.54937147,0.12121666,0.02373759,0.14602600,0.43451864,0.00000000,0.21242773,0.13306546
-4.94947474,0.95619774,0.53452840,0.11765658,0.02187936,0.14305966,0.42751176,0.00000000,0.20936690,0.12810127
-4.94347174,0.93092971,0.51977923,0.11411896,0.02007673,0.14005580,0.42079994,0.00000000,0.20658400,0.12339004
-4.93746873,0.90684170,0.50523250,0.11064903,0.01835100,0.13704031,0.41447689,0.00000000,0.20411102,0.11902674
-4.93146573,0.88422369,0.49096120,0.10728691,0.01672192,0.13403100,0.40861958,0.00000000,0.20197378,0.11510402
-4.92546273,0.86332922,0.47700410,0.10406811,0.01520769,0.13103778,0.40329144,0.00000000,0.20019541,0.11171265
-4.91945973,0.84438420,0.46336913,0.10102432,0.01382506,0.12806352,0.39854696,0.00000000,0.19880047,0.10894218
-4.91345673,0.82759789,0.45003851,0.09818461,0.01258948,0.12510519,0.39443708,0.00000000,0.19781956,0.10688180
-4.90745373,0.81317529,0.43697512,0.09557669,0.01151527,0.12215543,0.39101523,0.00000000,0.19729415,0.10562126
-4.90145073,0.80133000,0.42412986,0.09322842,0.01061591,0.11920434,0.38834341,0.00000000,0.19728138,0.10525171
-4.89544772,0.79229652,0.41144934,0.09116920,0.00990417,0.11624133,0.38649787,0.00000000,0.19785853,0.10586632
-4.88944472,0.78634106,0.39888350,0.08943138,0.00939240,0.11325697,0.38557394,0.00000000,0.19912686,0.10756060
-4.88344172,0.78376974,0.38639258,0.08805127,0.00909268,0.11024467,0.38568954,0.00000000,0.20121452,0.11043220
-4.87743872,0.78493359,0.37395313,0.08707004,0.00901699,0.10720207,0.38698699,0.00000000,0.20427819,0.11458023
-4.87143572,0.79022939,0.36156264,0.08653399,0.00917724,0.10413209,0.38963295,0.00000000,0.20850340,0.12010387
-4.86543272,0.80009626,0.34924249,0.08649451,0.00958528,0.10104359,0.39381607,0.00000000,0.21410314,0.12710043
-4.85942971,0.81500739,0.33703918,0.08700741,0.01025282,0.09795151,0.39974259,0.00000000,0.22131470,0.13566265
-4.85342671,0.83545737,0.32502377,0.08813178,0.01119114,0.09487658,0.40762974,0.00000000,0.23039482,0.14587553
-4.84742371,0.86194510,0.31328957,0.08992824,0.01241085,0.09184465,0.41769730,0.00000000,0.24161290,0.15781258
-4.84142071,0.89495314,0.30194831,0.09245683,0.01392143,0.08888559,0.43015756,0.00000000,0.25524267,0.17153176
-4.83541771,0.93492415,0.29112503,0.09577437,0.01573072,0.08603190,0.44520419,0.00000000,0.27155225,0.18707121
-4.82941471,0.98223550,0.28095205,0.09993161,0.01784431,0.08331720,0.46300048,0.00000000,0.29079307,0.20444510
-4.82341171,1.03717316,0.27156232,0.10497016,0.02026490,0.08077450,0.48366758,0.00000000,0.31318786,0.22363958
-4.81740870,1.09990623,0.26308266,0.11091934,0.02299159,0.07843459,0.50727334,0.00000000,0.33891814,0.24460934
-4.81140570,1.17046323,0.25562710,0.11779323,0.02601922,0.07632447,0.53382228,0.00000000,0.36811179,0.26727481
-4.80540270,1.24871146,0.24929087,0.12558785,0.02933767,0.07446597,0.56324737,0.00000000,0.40083102,0.29152023
-4.79939970,1.33434069,0.24414514,0.13427889,0.03293131,0.07287468,0.59540400,0.00000000,0.43706146,0.31719279
-4.79339670,1.42685193,0.24023291,0.14381984,0.03677851,0.07155914,0.63006663,0.00000000,0.47670277,0.34410299
-4.78739370,1.52555226,0.23756616,0.15414090,0.04085134,0.07052041,0.66692829,0.00000000,0.51956136,0.37202622
-4.78139070,1.62955624,0.23612436,0.16514863,0.04511540,0.06975194,0.70560318,0.00000000,0.56534575,0.40070554
-4.77538769,1.73779413,0.23585434,0.17672633,0.04952993,0.06923985,0.74563235,0.00000000,0.61366479,0.42985583
-4.76938469,1.84902684,0.23667156,0.18873546,0.05404808,0.06896345,0.78649226,0.00000000,0.66402930,0.45916888
-4.76338169,1.96186760,0.23846259,0.20101777,0.05861750,0.06889604,0.82760603,0.00000000,0.71585721,0.48831951
-4.75737869,2.07480933,0.24108862,0.21339832,0.06318109,0.06900591,0.86835692,0.00000000,0.76848219,0.51697243
-4.75137569,2.18625731,0.24438997,0.22568923,0.06767808,0.06925750,0.90810363,0.00000000,0.82116596,0.54478953
-4.74537269,2.29456578,0.24819111,0.23769411,0.07204525,0.06961261,0.94619670,0.00000000,0.87311376,0.57143744
-4.73936968,2.39807740,0.25230618,0.24921285,0.07621834,0.07003162,0.98199554,0.00000000,0.92349278,0.59659497
-4.73336668,2.49516410,0.25654471,0.26004690,0.08013364,0.07047472,1.01488532,0.00000000,0.97145297,0.61996027
-4.72736368,2.58426804,0.26071720,0.27000453,0.08372960,0.07090299,1.04429313,0.00000000,1.01614951,0.64125734
-4.72136068,2.66394100,0.26464052,0.27890612,0.08694850,0.07127944,1.06970288,0.00000000,1.05676627,0.66024172
-4.71535768,2.73288114,0.26814279,0.28658914,0.08973805,0.07156978,1.09066823,0.00000000,1.09253922,0.67670525
-4.70935468,2.78996548,0.27106779,0.29291270,0.09205294,0.07174322,1.10682331,0.00000000,1.12277909,0.69047956
-4.70335168,2.83427736,0.27327851,0.29776144,0.09385612,0.07177289,1.11789080,0.00000000,1.14689219,0.70143849
-4.69734867,2.86512771,0.27466008,0.30104865,0.09511992,0.07163631,1.12368720,0.00000000,1.16439872,0.70949917
-4.69134567,2.88206966,0.27512174,0.30271853,0.09582691,0.07131558,1.12412513,0.00000000,1.17494753,0.71462196
-4.68534267,2.88490594,0.27459817,0.30274737,0.09597038,0.07079749,1.11921282,0.00000000,1.17832704,0.71680923
-4.67933967,2.87368915,0.27304990,0.30114386,0.09555450,0.07007361,1.10905093,0.00000000,1.17447148,0.71610317
-4.67333667,2.84871502,0.27046308,0.29794821,0.09459416,0.06914017,1.09382679,0.00000000,1.16346252,0.71258275
-4.66733367,2.81050897,0.26684863,0.29323048,0.09311447,0.06799798,1.07380673,0.00000000,1.14552591,0.70635998
-4.66133067,2.75980696,0.26224087,0.28708792,0.09114983,0.06665233,1.04932659,0.00000000,1.12102354,0.69757572
-4.65532766,2.69753117,0.25669571,0.27964159,0.08874288,0.06511279,1.02078107,0.00000000,1.09044108,0.68639520
-4.64932466,2.62476193,0.25028861,0.27103237,0.08594307,0.06339312,0.98861230,0.00000000,1.05437194,0.67300335
-4.64332166,2.54270674,0.24311235,0.26141657,0.08280512,0.06151112,0.95329811,0.00000000,1.01349815,0.65760025
