energy_ev,total_up,total_down,Fe_p_up,Fe_p_down,Fe_d_up,Fe_d_down,N_s_up,N_s_down,N_p_up,N_p_down,Te_p_up,Te_p_down,Te_d_up,Te_d_down
-5.55577789,1.84435203,-0.32596586,0.74847049,-0.13281477,0.79317089,-0.05162234,0.00036854,-0.00112377,0.63333618,-0.07981574,0.28302473,-0.11550644,0.00000000,-0.00000000
-5.54977489,1.65666086,-0.29881397,0.67290112,-0.12192289,0.71353045,-0.04654145,0.00033117,-0.00093751,0.56954384,-0.07221569,0.25273831,-0.10739671,0.00000000,-0.00000000
-5.54377189,1.47914046,-0.27532384,0.60131982,-0.11222108,0.63809462,-0.04214337,0.00029574,-0.00077965,0.50914158,-0.06558109,0.22426727,-0.10045587,0.00000000,-0.00000000
-5.53776888,1.31272030,-0.25523847,0.53411565,-0.10360899,0.56725998,-0.03837720,0.00026247,-0.00064749,0.45244361,-0.05984233,0.19775411,-0.09460277,0.00000000,-0.00000000
-5.53176588,1.15804064,-0.23835384,0.47156190,-0.09600354,0.50130438,-0.03519832,0.00023153,-0.00053842,0.39966877,-0.05493881,0.17328954,-0.08978121,0.00000000,-0.00000000
-5.52576288,1.01547159,-0.22452024,0.41382299,-0.08933941,0.44039425,-0.03256940,0.00020304,-0.00044996,0.35094637,-0.05082043,0.15091695,-0.08595858,0.00000000,-0.00000000
-5.51975988,0.88513767,-0.21364099,0.36096365,-0.08356880,0.38459406,-0.03046083,0.00017704,-0.00037979,0.30632376,-0.04744839,0.13063786,-0.08312373,0.00000000,-0.00000000
-5.51375688,0.76694627,-0.20566897,0.31295982,-0.07866028,0.33387746,-0.02885091,0.00015356,-0.00032576,0.26577524,-0.04479538,0.11241794,-0.08128406,0.00000000,-0.00000000
-5.50775388,0.66061876,-0.20060103,0.26971063,-0.07459704,0.28813963,-0.02772548,0.00013257,-0.00028595,0.22921190,-0.04284532,0.09619348,-0.08046195,0.00000000,-0.00000000
-5.50175088,0.56572278,-0.19847076,0.23105104,-0.07137461,0.24721007,-0.02707741,0.00011403,-0.00025864,0.19649181,-0.04159252,0.08187786,-0.08069071,0.00000000,-0.00000000
-5.49574787,0.48170459,-0.19933972,0.19676465,-0.06899806,0.21086555,-0.02690570,0.00009785,-0.00024231,0.16743037,-0.04104055,0.06936793,-0.08201001,0.00000000,-0.00000000
-5.48974487,0.40792044,-0.20328781,0.16659609,-0.06747904,0.17884280,-0.02721443,0.00008396,-0.00023563,0.14181034,-0.04120073,0.05855003,-0.08446116,0.00000000,-0.00000000
-5.48374187,0.34366609,-0.21040278,0.14026289,-0.06683263,0.15085045,-0.02801153,0.00007226,-0.00023743,0.11939130,-0.04209046,0.04930560,-0.08808223,0.00000000,-0.00000000
-5.47773887,0.28820389,-0.22076962,0.11746639,-0.06707417,0.12658006,-0.02930752,0.00006268,-0.00024671,0.09991841,-0.04373135,0.04151615,-0.09290313,0.00000000,-0.00000000
-5.47173587,0.24078686,-0.23445998,0.09790143,-0.06821630,0.10571604,-0.03111411,0.00005512,-0.00026255,0.08313020,-0.04614731,0.03506767,-0.09894096,0.00000000,-0.00000000
-5.46573287,0.20067953,-0.25152199,0.08126494,-0.07026616,0.08794429,-0.03344293,0.00004952,-0.00028416,0.06876533,-0.04936265,0.02985435,-0.10619572,0.00000000,-0.00000000
-5.45972986,0.16717546,-0.27197101,0.06726308,-0.07322303,0.07295942,-0.03630420,0.00004586,-0.00031080,0.05656829,-0.05340020,0.02578157,-0.11464641,0.00000000,-0.00000000
-5.45372686,0.13961126,-0.29578150,0.05561706,-0.07707643,0.06047073,-0.03970563,0.00004410,-0.00034176,0.04629404,-0.05827962,0.02276833,-0.12424797,0.00000000,-0.00000000
-5.44772386,0.11737742,-0.32288034,0.04606776,-0.08180475,0.05020680,-0.04365129,0.00004425,-0.00037638,0.03771156,-0.06401586,0.02074895,-0.13492888,0.00000000,-0.00000000
-5.44172086,0.09992592,-0.35314196,0.03837901,-0.08737452,0.04191875,-0.04814083,0.00004636,-0.00041397,0.03060648,-0.07061779,0.01967423,-0.14658978,0.00000000,-0.00000000
-5.43571786,0.08677505,-0.38638546,0.03233979,-0.09374044,0.03538247,-0.05316878,0.00005049,-0.00045386,0.02478278,-0.07808721,0.01951198,-0.15910311,0.00000000,-0.00000000
-5.42971486,0.07751158,-0.42237390,0.02776550,-0.10084605,0.03039966,-0.05872408,0.00005673,-0.00049533,0.02006372,-0.08641804,0.02024709,-0.17231395,0.00000000,-0.00000000
-5.42371186,0.07179065,-0.46081592,0.02449825,-0.10862522,0.02679802,-0.06478991,0.00006520,-0.00053766,0.01629210,-0.09559598,0.02188102,-0.18604185,0.00000000,-0.00000000
-5.41770885,0.06933361,-0.50136974,0.02240645,-0.11700436,0.02443063,-0.07134370,0.00007605,-0.00058010,0.01332999,-0.10559841,0.02443091,-0.20008405,0.00000000,-0.00000000
-5.41170585,0.06992422,-0.54364944,0.02138383,-0.12590535,0.02317459,-0.07835747,0.00008942,-0.00062188,0.01105797,-0.11639474,0.02792818,-0.21421960,0.00000000,-0.00000000
-5.40570285,0.07340334,-0.58723349,0.02134790,-0.13524911,0.02292921,-0.08579840,0.00010549,-0.00066223,0.00937405,-0.12794715,0.03241676,-0.22821464,0.00000000,-0.00000000
-5.39969985,0.07966251,-0.63167524,0.02223799,-0.14495972,0.02361372,-0.09362962,0.00012440,-0.00070038,0.00819239,-0.14021167,0.03795096,-0.24182842,0.00000000,-0.00000000
-5.39369685,0.08863662,-0.67651510,0.02401305,-0.15496898,0.02516468,-0.10181134,0.00014633,-0.00073558,0.00744180,-0.15313970,0.04459295,-0.25482004,0.00000000,-0.00000000
-5.38769385,0.10029585,-0.72129410,0.02664917,-0.16522118,0.02753319,-0.11030210,0.00017139,-0.00076713,0.00706417,-0.16667981,0.05241001,-0.26695557,0.00000000,-0.00000000
-5.38169085,0.11463728,-0.76556824,0.03013693,-0.17567803,0.03068203,-0.11906035,0.00019970,-0.00079438,0.00701290,-0.18077994,0.06147147,-0.27801534,0.00000000,-0.00000000
-5.37568784,0.13167616,-0.80892321,0.03447870,-0.18632331,0.03458274,-0.12804605,0.00023130,-0.00081677,0.00725132,-0.19538974,0.07184551,-0.28780105,0.00000000,-0.00000000
-5.36968484,0.15143730,-0.85098900,0.03968579,-0.19716735,0.03921282,-0.13722251,0.00026622,-0.00083381,0.00775116,-0.21046326,0.08359580,-0.29614243,0.00000000,-0.00000000
-5.36368184,0.17394658,-0.89145374,0.04577563,-0.20825067,0.04455308,-0.14655829,0.00030439,-0.00084515,0.00849115,-0.22596154,0.09677821,-0.30290324,0.00000000,-0.00000000
-5.35767884,0.19922294,-0.93007623,0.05276899,-0.21964698,0.05058522,-0.15602908,0.00034567,-0.00085054,0.00945566,-0.24185543,0.11143749,-0.30798625,0.00000000,-0.00000000
-5.35167584,0.22727104,-0.96669682,0.06068717,-0.23146500,0.05728973,-0.16561956,0.00038986,-0.00084988,0.01063346,-0.25812810,0.12760416,-0.31133701,0.00000000,-0.00000000
-5.34567284,0.25807469,-1.00124598,0.06954937,-0.24384908,0.06464411,-0.17532519,0.00043664,-0.00084317,0.01201665,-0.27477751,0.14529168,-0.31294628,0.00000000,-0.00000000
-5.33966983,0.29159133,-1.03375025,0.07937011,-0.25697833,0.07262153,-0.18515379,0.00048563,-0.00083057,0.01359965,-0.29181836,0.16449400,-0.31285105,0.00000000,-0.00000000
-5.33366683,0.32774767,-1.06433536,0.09015682,-0.27106431,0.08118991,-0.19512684,0.00053636,-0.00081235,0.01537833,-0.30928375,0.18518357,-0.31113395,0.00000000,-0.00000000
-5.32766383,0.36643661,-1.09322617,0.10190770,-0.28634702,0.09031145,-0.20528054,0.00058826,-0.00078893,0.01734927,-0.32722605,0.20730989,-0.30792132,0.00000000,-0.00000000
-5.32166083,0.40751558,-1.12074350,0.11460974,-0.30308943,0.09994260,-0.21566641,0.00064069,-0.00076079,0.01950912,-0.34571727,0.23079872,-0.30337977,0.00000000,-0.00000000
-5.31565783,0.45080618,-1.14729771,0.12823708,-0.32157039,0.11003450,-0.22635148,0.00069297,-0.00072851,0.02185413,-0.36484843,0.25555190,-0.29771162,0.00000000,-0.00000000
-5.30965483,0.49609538,-1.17337928,0.14274974,-0.34207626,0.12053373,-0.23741791,0.00074435,-0.00069277,0.02437967,-0.38472827,0.28144786,-0.29114922,0.00000000,-0.00000000
-5.30365183,0.54313794,-1.19954659,0.15809273,-0.36489141,0.13138353,-0.24896218,0.00079406,-0.00065424,0.02708008,-0.40548094,0.30834286,-0.28394847,0.00000000,-0.00000000
-5.29764882,0.59166007,-1.22641116,0.17419557,-0.39028789,0.14252510,-0.26109357,0.00084135,-0.00061366,0.02994839,-0.42724286,0.33607277,-0.27638177,0.00000000,-0.00000000
-5.29164582,0.64136427,-1.25462085,0.19097237,-0.41851462,0.15389927,-0.27393222,0.00088547,-0.00057177,0.03297641,-0.45015876,0.36445550,-0.26873068,0.00000000,-0.00000000
-5.28564282,0.69193493,-1.28484153,0.20832240,-0.44978652,0.16544805,-0.28760653,0.00092570,-0.00052926,0.03615475,-0.47437700,0.39329386,-0.26127846,0.00000000,-0.00000000
-5.27963982,0.74304469,-1.31773764,0.22613127,-0.48427401,0.17711636,-0.30225015,0.00096144,-0.00048682,0.03947310,-0.50004426,0.42237894,-0.25430273,0.00000000,-0.00000000
-5.27363682,0.79436115,-1.35395232,0.24427261,-0.52209334,0.18885348,-0.31799847,0.00099214,-0.00044508,0.04292057,-0.52729987,0.45149363,-0.24806857,0.00000000,-0.00000000
-5.26763382,0.84555385,-1.39408777,0.26261037,-0.56329809,0.20061435,-0.33498482,0.00101739,-0.00040460,0.04648617,-0.55626996,0.48041643,-0.24282210,0.00000000,-0.00000000
-5.26163082,0.89630113,-1.43868635,0.28100170,-0.60787248,0.21236063,-0.35333647,0.00103690,-0.00036586,0.05015942,-0.58706161,0.50892530,-0.23878462,0.00000000,-0.00000000
-5.25562781,0.94629667,-1.48821302,0.29930026,-0.65572655,0.22406131,-0.37317048,0.00105055,-0.00032929,0.05393104,-0.61975736,0.53680143,-0.23614767,0.00000000,-0.00000000
-5.24962481,0.99525560,-1.54303978,0.31735995,-0.70669369,0.23569302,-0.39458959,0.00105835,-0.00029521,0.05779375,-0.65441023,0.56383290,-0.23506880,0.00000000,-0.00000000
-5.24362181,1.04291988,-1.60343250,0.33503903,-0.76053069,0.24723989,-0.41767838,0.00106048,-0.00026386,0.06174305,-0.69103951,0.58981810,-0.23566821,0.00000000,-0.00000000
-5.23761881,1.08906275,-1.66954053,0.35220435,-0.81692031,0.25869300,-0.44249961,0.00105730,-0.00023540,0.06577811,-0.72962756,0.61456883,-0.23802633,0.00000000,-0.00000000
-5.23161581,1.13349234,-1.74138953,0.36873553,-0.87547638,0.27004946,-0.46909108,0.00104929,-0.00020992,0.06990251,-0.77011771,0.63791299,-0.24218232,0.00000000,-0.00000000
-5.22561281,1.17605406,-1.81887760,0.38452914,-0.93575133,0.28131120,-0.49746295,0.00103709,-0.00018744,0.07412498,-0.81241331,0.65969692,-0.24813338,0.00000000,-0.00000000
-5.21960980,1.21663185,-1.90177479,0.39950231,-0.99724584,0.29248339,-0.52759576,0.00102145,-0.00016791,0.07845992,-0.85637808,0.67978722,-0.25583508,0.00000000,-0.00000000
-5.21360680,1.25514824,-1.98972609,0.41359589,-1.05942021,0.30357281,-0.55943903,0.00100325,-0.00015124,0.08292771,-0.90183764,0.69807208,-0.26520254,0.00000000,-0.00000000
-5.20760380,1.29156316,-2.08225760,0.42677677,-1.12170714,0.31458594,-0.59291054,0.00098341,-0.00013728,0.08755480,-0.94858209,0.71446214,-0.27611247,0.00000000,-0.00000000
-5.20160080,1.32587144,-2.17878567,0.43903923,-1.18352528,0.32552713,-0.62789638,0.00096294,-0.00012588,0.09237334,-0.99636955,0.72889084,-0.28840621,0.00000000,-0.00000000
-5.19559780,1.35809914,-2.27862869,0.45040516,-1.24429307,0.33639676,-0.66425157,0.00094288,-0.00011683,0.09742052,-1.04493047,0.74131422,-0.30189347,0.00000000,-0.00000000
-5.18959480,1.38829875,-2.38102107,0.46092306,-1.30344241,0.34718951,-0.70180134,0.00092426,-0.00010993,0.10273743,-1.09397242,0.75171031,-0.31635709,0.00000000,-0.00000000
-5.18359180,1.41654326,-2.48512900,0.47066571,-1.36043149,0.35789283,-0.74034296,0.00090811,-0.00010497,0.10836754,-1.14318515,0.76007804,-0.33155845,0.00000000,-0.00000000
-5.17758879,1.44291935,-2.59006737,0.47972661,-1.41475649,0.36848559,-0.77964812,0.00089543,-0.00010175,0.11435466,-1.19224580,0.76643567,-0.34724357,0.00000000,-0.00000000
-5.17158579,1.46751994,-2.69491754,0.48821512,-1.46596164,0.37893702,-0.81946565,0.00088717,-0.00010007,0.12074061,-1.24082390,0.77081894,-0.36314993,0.00000000,-0.00000000
-5.16558279,1.49043616,-2.79874523,0.49625065,-1.51364747,0.38920602,-0.85952473,0.00088423,-0.00009975,0.12756251,-1.28858618,0.77327890,-0.37901353,0.00000000,-0.00000000
