energy_ev,total_up,Cu_p_up,Cu_d_up,Ir_p_up,Ir_d_up,N_s_up,N_p_up,Se_s_up,Se_p_up
-5.57378689,0.75519959,0.22670423,0.27960657,0.20388250,0.17688180,0.00013284,0.09816865,0.00399092,0.15611899
-5.56778389,0.80174744,0.23644640,0.30791620,0.20912093,0.18669408,0.00015499,0.09981304,0.00362873,0.16335139
-5.56178089,0.85307970,0.24733096,0.33834607,0.21462051,0.19814997,0.00018043,0.10165094,0.00332566,0.17123873
-5.55577789,0.90886374,0.25935150,0.37072246,0.22033809,0.21117948,0.00020934,0.10365374,0.00307746,0.17968710
-5.54977489,0.96869600,0.27248916,0.40482766,0.22622798,0.22569537,0.00024190,0.10579242,0.00287954,0.18859295
-5.54377189,1.03210039,0.28670911,0.44040043,0.23224095,0.24159221,0.00027821,0.10803720,0.00272714,0.19784359
-5.53776888,1.09852900,0.30195723,0.47713827,0.23832345,0.25874582,0.00031834,0.11035737,0.00261542,0.20731807
-5.53176588,1.16736576,0.31815744,0.51470151,0.24441714,0.27701324,0.00036230,0.11272107,0.00253957,0.21688845
-5.52576288,1.23793342,0.33520984,0.55271942,0.25045886,0.29623329,0.00041005,0.11509535,0.00249488,0.22642165
-5.51975988,1.30950408,0.35299001,0.59079819,0.25638132,0.31622784,0.00046146,0.11744638,0.00247677,0.23578188
-5.51375688,1.38131328,0.37134961,0.62853070,0.26211434,0.33680391,0.00051634,0.11973993,0.00248088,0.24483347
-5.50775388,1.45257750,0.39011837,0.66550781,0.26758683,0.35775654,0.00057441,0.12194209,0.00250306,0.25344427
-5.50175088,1.52251454,0.40910750,0.70133086,0.27272937,0.37887238,0.00063532,0.12402029,0.00253946,0.26148932
-5.49574787,1.59036616,0.42811450,0.73562491,0.27747740,0.39993395,0.00069864,0.12594449,0.00258646,0.26885480
-5.48974487,1.65542209,0.44692918,0.76805236,0.28177470,0.42072423,0.00076389,0.12768857,0.00264079,0.27544192
-5.48374187,1.71704429,0.46534050,0.79832617,0.28557713,0.44103171,0.00083050,0.12923175,0.00269949,0.28117072
-5.47773887,1.77469054,0.48314420,0.82622244,0.28885627,0.46065525,0.00089787,0.13055999,0.00275993,0.28598349
-5.47173587,1.82793588,0.50015050,0.85159150,0.29160279,0.47940892,0.00096535,0.13166737,0.00281987,0.28984763
-5.46573287,1.87649114,0.51619177,0.87436727,0.29382923,0.49712618,0.00103229,0.13255711,0.00287741,0.29275773
-5.45972986,1.92021714,0.53112944,0.89457429,0.29557200,0.51366356,0.00109801,0.13324235,0.00293103,0.29473676
-5.45372686,1.95913412,0.54486011,0.91233213,0.29689240,0.52890332,0.00116188,0.13374654,0.00297962,0.29583626
-5.44772386,1.99342549,0.55732022,0.92785697,0.29787643,0.54275521,0.00122330,0.13410327,0.00302241,0.29613535
-5.44172086,2.02343577,0.56848918,0.94146020,0.29863341,0.55515706,0.00128171,0.13435572,0.00305901,0.29573872
-5.43571786,2.04966252,0.57839084,0.95354412,0.29929327,0.56607434,0.00133667,0.13455548,0.00308935,0.29477343
-5.42971486,2.07274280,0.58709305,0.96459481,0.30000266,0.57549873,0.00138784,0.13476089,0.00311366,0.29338480
-5.42371186,2.09343448,0.59470556,0.97517253,0.30091986,0.58344570,0.00143499,0.13503503,0.00313246,0.29173135
-5.41770885,2.11259342,0.60137635,0.98589996,0.30220886,0.58995147,0.00147806,0.13544312,0.00314647,0.28997920
-5.41170585,2.13114752,0.60728662,0.99744878,0.30403268,0.59506952,0.00151714,0.13604991,0.00315657,0.28829590
-5.40570285,2.15006886,0.61264484,1.01052505,0.30654641,0.59886679,0.00155248,0.13691665,0.00316379,0.28684417
-5.39969985,2.17034521,0.61768014,1.02585393,0.30989000,0.60142002,0.00158452,0.13809823,0.00316920,0.28577564
-5.39369685,2.19295220,0.62263563,1.04416437,0.31418158,0.60281237,0.00161390,0.13964037,0.00317393,0.28522504
-5.38769385,2.21882724,0.62776188,1.06617404,0.31951115,0.60313051,0.00164141,0.14157701,0.00317906,0.28530490
-5.38169085,2.24884643,0.63331098,1.09257513,0.32593536,0.60246247,0.00166802,0.14392818,0.00318567,0.28610110
-5.37568784,2.28380505,0.63953154,1.12402126,0.33347342,0.60089623,0.00169488,0.14669829,0.00319475,0.28766950
-5.36968484,2.32440229,0.64666475,1.16111577,0.34210443,0.59851910,0.00172324,0.14987508,0.00320722,0.29003368
-5.36368184,2.37123053,0.65494168,1.20440151,0.35176629,0.59541797,0.00175450,0.15342912,0.00322392,0.29318400
-5.35767884,2.42476908,0.66458179,1.25435218,0.36235628,0.59168008,0.00179010,0.15731415,0.00324565,0.29707797
-5.35167584,2.48538200,0.67579247,1.31136517,0.37373327,0.58739444,0.00183155,0.16146797,0.00327312,0.30164188
-5.34567284,2.55331969,0.68876962,1.37575574,0.38572156,0.58265332,0.00188036,0.16581412,0.00330702,0.30677369
-5.33966983,2.62872325,0.70369866,1.44775245,0.39811609,0.57755392,0.00193796,0.17026407,0.00334804,0.31234698
-5.33366683,2.71163091,0.72075600,1.52749346,0.41068892,0.57219961,0.00200571,0.17471999,0.00339685,0.31821582
-5.32766383,2.80198556,0.74011026,1.61502363,0.42319662,0.56670080,0.00208480,0.17907795,0.00345416,0.32422032
-5.32166083,2.89964251,0.76192317,1.71029225,0.43538834,0.56117498,0.00217621,0.18323130,0.00352071,0.33019258
-5.31565783,3.00437662,0.78634963,1.81315120,0.44701407,0.55574585,0.00228068,0.18707426,0.00359727,0.33596288
-5.30965483,3.11588822,0.81353683,1.92335350,0.45783296,0.55054155,0.00239862,0.19050548,0.00368462,0.34136572
-5.30365183,3.23380740,0.84362216,2.04055241,0.46762111,0.54569179,0.00253009,0.19343141,0.00378356,0.34624553
-5.29764882,3.35769638,0.87672987,2.16430102,0.47617869,0.54132403,0.00267479,0.19576934,0.00389486,0.35046180
-5.29164582,3.48705009,0.91296660,2.29405281,0.48333602,0.53755893,0.00283197,0.19745007,0.00401923,0.35389338
-5.28564282,3.62129525,0.95241583,2.42916315,0.48895842,0.53450515,0.00300048,0.19841995,0.00415728,0.35644189
-5.27963982,3.75978845,0.99513159,2.56889236,0.49294966,0.53225389,0.00317873,0.19864240,0.00430947,0.35803405
-5.27363682,3.90181398,1.04113167,2.71241049,0.49525383,0.53087349,0.00336474,0.19809873,0.00447604,0.35862289
-5.26763382,4.04658210,1.09039084,2.85880422,0.49585578,0.53040440,0.00355612,0.19678825,0.00465701,0.35818790
-5.26163082,4.19322872,1.14283437,3.00708616,0.49477995,0.53085489,0.00375016,0.19472776,0.00485211,0.35673416
-5.25562781,4.34081723,1.19833237,3.15620662,0.49208796,0.53219785,0.00394386,0.19195046,0.00506075,0.35429046
-5.24962481,4.48834327,1.25669529,3.30506808,0.48787486,0.53436901,0.00413402,0.18850427,0.00528204,0.35090673
-5.24362181,4.63474290,1.31767096,3.45254212,0.48226442,0.53726658,0.00431729,0.18444970,0.00551472,0.34665084
-5.23761881,4.77890458,1.38094338,3.59748861,0.47540377,0.54075284,0.00449033,0.17985749,0.00575725,0.34160496
-5.23161581,4.91968510,1.44613359,3.73877678,0.46745737,0.54465726,0.00464980,0.17480589,0.00600777,0.33586182
-5.22561281,5.05592911,1.51280254,3.87530766,0.45860101,0.54878149,0.00479258,0.16937802,0.00626422,0.32952092
-5.21960980,5.18649196,1.58045608,4.00603705,0.44901566,0.55290582,0.00491575,0.16365910,0.00652431,0.32268493
-5.21360680,5.31026508,1.64855196,4.12999853,0.43888180,0.55679703,0.00501676,0.15773399,0.00678566,0.31545648
-5.20760380,5.42620300,1.71650866,4.24632539,0.42837417,0.56021710,0.00509346,0.15168483,0.00704584,0.30793545
-5.20160080,5.53335089,1.78371578,4.35427087,0.41765730,0.56293268,0.00514421,0.14558909,0.00730244,0.30021678
-5.19559780,5.63087155,1.84954571,4.45322576,0.40688183,0.56472465,0.00516789,0.13951795,0.00755320,0.29238895
-5.18959480,5.71807052,1.91336622,4.54273269,0.39618177,0.56539747,0.00516396,0.13353510,0.00779604,0.28453304
-5.18359180,5.79441818,1.97455360,4.62249651,0.38567271,0.56478777,0.00513245,0.12769595,0.00802913,0.27672241
-5.17758879,5.85956778,2.03250590,4.69239017,0.37545097,0.56277195,0.00507401,0.12204725,0.00825097,0.26902291
-5.17158579,5.91336844,2.08665595,4.75245588,0.36559361,0.55927223,0.00498982,0.11662708,0.00846044,0.26149344
-5.16558279,5.95587232,2.13648363,4.80290142,0.35615924,0.55426102,0.00488159,0.11146516,0.00865680,0.25418691
-5.15957979,5.98733563,2.18152711,4.84409157,0.34718947,0.54776331,0.00475149,0.10658346,0.00883971,0.24715129
-5.15357679,6.00821304,2.22139270,4.87653496,0.33871092,0.53985699,0.00460210,0.10199698,0.00900922,0.24043076
-5.14757379,6.01914566,2.25576285,4.90086674,0.33073749,0.53067119,0.00443630,0.09771469,0.00916577,0.23406676
-5.14157079,6.02094286,2.28440217,4.91782765,0.32327289,0.52038249,0.00425722,0.09374056,0.00931011,0.22809883
-5.13556778,6.01455844,2.30716127,4.92824016,0.31631315,0.50920941,0.00406809,0.09007454,0.00944326,0.22256520
-5.12956478,6.00106198,2.32397802,4.93298253,0.30984898,0.49740531,0.00387223,0.08671360,0.00956647,0.21750302
-5.12356178,5.98160646,2.33487654,4.93296163,0.30386793,0.48524993,0.00367290,0.08365251,0.00968109,0.21294821
-5.11755878,5.95739313,2.33996363,4.92908563,0.29835612,0.47304015,0.00347325,0.08088468,0.00978851,0.20893487
-5.11155578,5.92963511,2.33942298,4.92223728,0.29329958,0.46108009,0.00327622,0.07840268,0.00989008,0.20549443
-5.10555278,5.89952101,2.33350722,4.91324895,0.28868507,0.44967122,0.00308453,0.07619867,0.00998705,0.20265439
-5.09954977,5.86818004,2.32252827,4.90288022,0.28450042,0.43910257,0.00290056,0.07426470,0.01008043,0.20043688
-5.09354677,5.83664983,2.30684641,4.89179898,0.28073448,0.42964165,0.00272637,0.07259271,0.01017098,0.19885708
-5.08754377,5.80584847,2.28685838,4.88056653,0.27737656,0.42152633,0.00256368,0.07117457,0.01025915,0.19792165
-5.08154077,5.77655174,2.26298535,4.86962754,0.27441567,0.41495788,0.00241381,0.07000183,0.01034500,0.19762721
-5.07553777,5.74937643,2.23566096,4.85930499,0.27183949,0.41009545,0.00227776,0.06906554,0.01042824,0.19795913
-5.06953477,5.72477069,2.20532035,4.84980045,0.26963326,0.40705220,0.00215616,0.06835593,0.01050816,0.19889063
-5.06353177,5.70301142,2.17239036,4.84119965,0.26777881,0.40589303,0.00204936,0.06786213,0.01058371,0.20038232
-5.05752876,5.68420918,2.13728151,4.83348301,0.26625363,0.40663402,0.00195743,0.06757186,0.01065350,0.20238229
-5.05152576,5.66831999,2.10038200,4.82654068,0.26503028,0.40924355,0.00188020,0.06747126,0.01071584,0.20482679
-5.04552276,5.65516367,2.06205390,4.82019136,0.26407619,0.41364489,0.00181737,0.06754474,0.01076883,0.20764143
-5.03951976,5.64444764,2.02263161,4.81420406,0.26335382,0.41972025,0.00176850,0.06777495,0.01081043,0.21074306
-5.03351676,5.63579508,1.98242233,4.80832156,0.26282136,0.42731590,0.00173309,0.06814287,0.01083855,0.21404206
-5.02751376,5.62877588,1.94170840,4.80228458,0.26243373,0.43624829,0.00171063,0.06862801,0.01085112,0.21744515
-5.02151076,5.62293885,1.90075111,4.79585529,0.26214416,0.44631079,0.00170064,0.06920869,0.01084621,0.22085842
-5.01550775,5.61784347,1.85979534,4.78883888,0.26190595,0.45728083,0.00170273,0.06986246,0.01082210,0.22419060
-5.00950475,5.61308948,1.81907468,4.78110220,0.26167446,0.46892709,0.00171661,0.07056656,0.01077735,0.22735626
-5.00350175,5.60834269,1.77881622,4.77258821,0.26140930,0.48101650,0.00174211,0.07129839,0.01071088,0.23027891
-4.99749875,5.60335563,1.73924472,4.76332551,0.26107633,0.49332077,0.00177918,0.07203607,0.01062203,0.23289369
-4.99149575,5.59798180,1.70058549,4.75343227,0.26064952,0.50562227,0.00182791,0.07275892,0.01051059,0.23514964
-4.98549275,5.59218280,1.66306564,4.74311434,0.26011249,0.51771887,0.00188851,0.07344790,0.01037680,0.23701135
-4.97948974,5.58602776,1.62691356,4.73265725,0.25945960,0.52942795,0.00196124,0.07408601,0.01022137,0.23845982
-4.97348674,5.57968517,1.59235637,4.72241268,0.25869644,0.54058901,0.00204641,0.07465858,0.01004548,0.23949269
-4.96748374,5.57340736,1.55961556,4.71277972,0.25783971,0.55106530,0.00214433,0.07515340,0.00985069,0.24012354
-4.96148074,5.56750849,1.52890094,4.70418186,0.25691655,0.56074419,0.00225521,0.07556084,0.00963893,0.24038049
-4.95547774,5.56233721,1.50040333,4.69704078,0.25596310,0.56953644,0.00237913,0.07587378,0.00941243,0.24030415
-4.94947474,5.55824542,1.47428633,4.69174826,0.25502259,0.57737455,0.00251600,0.07608745,0.00917362,0.23994487
-4.94347174,5.55555486,1.45067792,4.68863746,0.25414289,0.58421034,0.00266543,0.07619917,0.00892508,0.23935965
-4.93746873,5.55452348,1.42966229,4.68795525,0.25337371,0.59001196,0.00282673,0.07620807,0.00866943,0.23860876
-4.93146573,5.55531332,1.41127253,4.68983682,0.25276357,0.59476062,0.00299885,0.07611472,0.00840925,0.23775216
-4.92546273,5.55796207,1.39548485,4.69428416,0.25235676,0.59844722,0.00318034,0.07592072,0.00814701,0.23684615
-4.91945973,5.56235986,1.38221456,4.70114955,0.25219033,0.60106926,0.00336934,0.07562836,0.00788499,0.23594022
-4.91345673,5.56823283,1.37131448,4.71012508,0.25229146,0.60262817,0.00356357,0.07524029,0.00762521,0.23507428
-4.90745373,5.57513480,1.36257571,4.72073910,0.25267522,0.60312724,0.00376040,0.07475918,0.00736938,0.23427656
-4.90145073,5.58244775,1.35573112,4.73235995,0.25334289,0.60257042,0.00395681,0.07418756,0.00711888,0.23356212
-4.89544772,5.58939150,1.35046128,4.74420727,0.25428097,0.60096200,0.00414953,0.07352765,0.00687472,0.23293209
-4.88944472,5.59504262,1.34640288,4.75537055,0.25546094,0.59830720,0.00433509,0.07278132,0.00663755,0.23237368
-4.88344172,5.59836178,1.34315907,4.76483448,0.25683977,0.59461368,0.00450993,0.07195013,0.00640768,0.23186098
-4.87743872,5.59822872,1.34031151,4.77151018,0.25836116,0.58989385,0.00467046,0.07103545,0.00618506,0.23135636
-4.87143572,5.59348329,1.33743348,4.77427109,0.25995748,0.58416779,0.00481328,0.07003866,0.00596938,0.23081255
-4.86543272,5.58297073,1.33410348,4.77199217,0.26155233,0.57746657,0.00493518,0.06896139,0.00576008,0.23017517
-4.85942971,5.56558914,1.32991884,4.76359060,0.26306350,0.56983577,0.00503333,0.06780577,0.00555644,0.22938555
-4.85342671,5.54033691,1.32450852,4.74806641,0.26440633,0.56133879,0.00510538,0.06657477,0.00535761,0.22838386
-4.84742371,5.50635784,1.31754485,4.72454113,0.26549714,0.55205978,0.00514952,0.06527245,0.00516269,0.22711214
-4.84142071,5.46298158,1.30875341,4.69229277,0.26625667,0.54210587,0.00516457,0.06390422,0.00497083,0.22551731
-4.83541771,5.40975758,1.29792081,4.65078549,0.26661337,0.53160840,0.00515002,0.06247706,0.00478122,0.22355383
-4.82941471,5.34648070,1.28490010,4.59969275,0.26650623,0.52072307,0.00510606,0.06099964,0.00459322,0.22118611
-4.82341171,5.27320712,1.26961346,4.53891263,0.26588726,0.50962874,0.00503358,0.05948241,0.00440635,0.21839029
-4.81740870,5.19025994,1.25205230,4.46857501,0.26472327,0.49852491,0.00493412,0.05793754,0.00422035,0.21515560
-4.81140570,5.09822389,1.23227470,4.38904000,0.26299705,0.48762785,0.00480984,0.05637885,0.00403520,0.21148513
-4.80540270,4.99792968,1.21040049,4.30088794,0.26070787,0.47716557,0.00466342,0.05482155,0.00385114,0.20739590
-4.79939970,4.89042863,1.18660419,4.20490164,0.25787120,0.46737160,0.00449798,0.05328204,0.00366862,0.20291856
-4.79339670,4.77695899,1.16110623,4.10204157,0.25451787,0.45847810,0.00431694,0.05177747,0.00348837,0.19809639
-4.78739370,4.65890554,1.13416299,3.99341553,0.25069261,0.45070842,0.00412396,0.05032538,0.00331128,0.19298395
-4.78139070,4.53775472,1.10605597,3.88024422,0.24645208,0.44426944,0.00392276,0.04894328,0.00313845,0.18764540
-4.77538769,4.41504739,1.07708091,3.76382443,0.24186260,0.43934430,0.00371705,0.04764815,0.00297110,0.18215246
-4.76938469,4.29233155,1.04753706,3.64549162,0.23699758,0.43608558,0.00351038,0.04645601,0.00281054,0.17658229
-4.76338169,4.17111737,1.01771733,3.52658366,0.23193490,0.43460952,0.00330609,0.04538154,0.00265815,0.17101532
-4.75737869,4.05283648,0.98789957,3.40840714,0.22675430,0.43499151,0.00310721,0.04443769,0.00251530,0.16553307
-4.75137569,3.93880722,0.95833941,3.29220779,0.22153498,0.43726308,0.00291640,0.04363540,0.00238335,0.16021618
-4.74537269,3.83020732,0.92926481,3.17914586,0.21635338,0.44141066,0.00273591,0.04298344,0.00226360,0.15514255
-4.73936968,3.72805460,0.90087252,3.07027719,0.21128140,0.44737609,0.00256759,0.04248826,0.00215722,0.15038582
-4.73336668,3.63319611,0.87332638,2.96654021,0.20638495,0.45505899,0.00241287,0.04215405,0.00206532,0.14601411
-4.72736368,3.54630539,0.84675742,2.86874881,0.20172299,0.46432070,0.00227275,0.04198280,0.00198883,0.14208903
-4.72136068,3.46788716,0.82126548,2.77759043,0.19734689,0.47498989,0.00214793,0.04197451,0.00192856,0.13866504
-4.71535768,3.39828805,0.79692215,2.69362871,0.19330030,0.48686913,0.00203873,0.04212743,0.00188518,0.13578903
-4.70935468,3.33771211,0.77377463,2.61730956,0.18961926,0.49974247,0.00194524,0.04243841,0.00185916,0.13350013
-4.70335168,3.28623895,0.75185011,2.54896949,0.18633264,0.51338334,0.00186734,0.04290317,0.00185087,0.13182967
-4.69734867,3.24384299,0.73116029,2.48884478,0.18346270,0.52756237,0.00180475,0.04351670,0.00186047,0.13080130
-4.69134567,3.21041163,0.71170566,2.43708053,0.18102573,0.54205488,0.00175709,0.04427350,0.00188799,0.13043107
-4.68534267,3.18576098,0.69347925,2.39373813,0.17903273,0.55664730,0.00172390,0.04516781,0.00193328,0.13072749
-4.67933967,3.16964755,0.67646942,2.35880058,0.17748995,0.57114250,0.00170471,0.04619377,0.00199601,0.13169162
-4.67333667,3.16177512,0.66066171,2.33217493,0.17639925,0.58536353,0.00169902,0.04734544,0.00207568,0.13331688
-4.66733367,3.16179612,0.64603946,2.31369158,0.17575827,0.59915570,0.00170636,0.04861673,0.00217158,0.13558889
-4.66133067,3.16930784,0.63258340,2.30310065,0.17556034,0.61238698,0.00172623,0.05000116,0.00228280,0.13848507
-4.65532766,3.18384378,0.62027008,2.30006579,0.17579415,0.62494668,0.00175811,0.05149159,0.00240819,0.14197416
-4.64932466,3.20486136,0.60906961,2.30415628,0.17644319,0.63674274,0.00180145,0.05307979,0.00254638,0.14601576
-4.64332166,3.23172747,0.59894268,2.31483853,0.17748508,0.64769777,0.00185563,0.05475598,0.00269573,0.15055974
