energy_ev,total_up,N_s_up,N_p_up,S_s_up,S_p_up,Ti_p_up,Ti_d_up,Zr_p_up,Zr_d_up
-5.90395198,2.25694242,0.00610458,0.46930758,0.00387576,1.06116291,0.56003653,0.16552143,0.48533194,0.55925777
-5.89794897,2.27191290,0.00624438,0.46227699,0.00357786,1.08109324,0.57408336,0.16792022,0.50056524,0.55260894
-5.89194597,2.28176375,0.00636202,0.45343377,0.00332697,1.09941232,0.58682942,0.17028047,0.51418212,0.54393497
-5.88594297,2.28609654,0.00645800,0.44287795,0.00311922,1.11571238,0.59802668,0.17254223,0.52599855,0.53332757
-5.87993997,2.28457630,0.00653356,0.43073680,0.00295033,1.12960009,0.60744189,0.17464602,0.53585099,0.52090654
-5.87393697,2.27694283,0.00659065,0.41716130,0.00281583,1.14070876,0.61486313,0.17653515,0.54360101,0.50681651
-5.86793397,2.26302165,0.00663196,0.40232206,0.00271117,1.14871092,0.62010627,0.17815809,0.54913987,0.49122341
-5.86193097,2.24273409,0.00666085,0.38640511,0.00263193,1.15333057,0.62302109,0.17947084,0.55239286,0.47431060
-5.85592796,2.21610644,0.00668137,0.36960740,0.00257389,1.15435485,0.62349692,0.18043917,0.55332312,0.45627492
-5.84992496,2.18327735,0.00669819,0.35213252,0.00253321,1.15164443,0.62146749,0.18104069,0.55193494,0.43732282
-5.84392196,2.14450324,0.00671652,0.33418640,0.00250644,1.14514229,0.61691481,0.18126649,0.54827606,0.41766650
-5.83791896,2.10016098,0.00674206,0.31597345,0.00249061,1.13488019,0.60987170,0.18112244,0.54243899,0.39752033
-5.83191596,2.05074743,0.00678088,0.29769299,0.00248327,1.12098248,0.60042303,0.18062987,0.53456096,0.37709753
-5.82591296,1.99687534,0.00683927,0.27953606,0.00248250,1.10366680,0.58870522,0.17982570,0.52482263,0.35660710
-5.81990995,1.93926528,0.00692366,0.26168281,0.00248688,1.08324144,0.57490417,0.17876180,0.51344514,0.33625104
-5.81390695,1.87873342,0.00704038,0.24430018,0.00249547,1.06009921,0.55925141,0.17750371,0.50068577,0.31622190
-5.80790395,1.81617526,0.00719556,0.22754020,0.00250777,1.03470786,0.54201862,0.17612860,0.48683214,0.29670059
-5.80190095,1.75254550,0.00739482,0.21153858,0.00252366,1.00759730,0.52351075,0.17472262,0.47219506,0.27785442
-5.79589795,1.68883462,0.00764315,0.19641373,0.00254330,0.97934407,0.50405771,0.17337760,0.45710029,0.25983540
-5.78989495,1.62604291,0.00794465,0.18226616,0.00256707,0.95055352,0.48400528,0.17218740,0.44187949,0.24277879
-5.78389195,1.56515295,0.00830228,0.16917812,0.00259547,0.92184060,0.46370534,0.17124383,0.42686066,0.22680186
-5.77788894,1.50710158,0.00871769,0.15721363,0.00262907,0.89381001,0.44350588,0.17063259,0.41235849,0.21200284
-5.77188594,1.45275270,0.00919099,0.14641862,0.00266837,0.86703651,0.42374135,0.17042922,0.39866502,0.19846026
-5.76588294,1.40287215,0.00972061,0.13682143,0.00271378,0.84204665,0.40472358,0.17069538,0.38604100,0.18623245
-5.75987994,1.35810586,0.01030315,0.12843356,0.00276552,0.81930233,0.38673377,0.17147564,0.37470839,0.17535747
-5.75387694,1.31896246,0.01093337,0.12125052,0.00282361,0.79918748,0.37001589,0.17279492,0.36484430,0.16585336
-5.74787394,1.28580116,0.01160408,0.11525304,0.00288780,0.78199800,0.35477167,0.17465683,0.35657668,0.15771882
-5.74187094,1.25882565,0.01230630,0.11040852,0.00295759,0.76793590,0.34115745,0.17704289,0.34998199,0.15093429
-5.73586793,1.23808436,0.01302934,0.10667259,0.00303221,0.75710743,0.32928291,0.17991289,0.34508491,0.14546343
-5.72986493,1.22347699,0.01376101,0.10399098,0.00311069,0.74952554,0.31921168,0.18320611,0.34186016,0.14125511
-5.72386193,1.21476701,0.01448792,0.10230160,0.00319185,0.74511631,0.31096362,0.18684368,0.34023628,0.13824559
-5.71785893,1.21159944,0.01519580,0.10153661,0.00327439,0.74372876,0.30451874,0.19073169,0.34010118,0.13636116
-5.71185593,1.21352290,0.01586990,0.10162476,0.00335699,0.74514767,0.29982220,0.19476513,0.34130922,0.13552087
-5.70585293,1.22001466,0.01649544,0.10249357,0.00343830,0.74910837,0.29679031,0.19883224,0.34368939,0.13563942
-5.69984992,1.23050734,0.01705805,0.10407159,0.00351711,0.75531266,0.29531692,0.20281923,0.34705413,0.13662998
-5.69384692,1.24441567,0.01754426,0.10629034,0.00359240,0.76344497,0.29527998,0.20661501,0.35120849,0.13840689
-5.68784392,1.26116194,0.01794192,0.10908609,0.00366338,0.77318776,0.29654775,0.21011574,0.35595890,0.14088805
-5.68184092,1.28019871,0.01824062,0.11240131,0.00372960,0.78423532,0.29898451,0.21322891,0.36112139,0.14399688
-5.67583792,1.30102763,0.01843204,0.11618559,0.00379097,0.79630529,0.30245531,0.21587677,0.36652863,0.14766387
-5.66983492,1.32321348,0.01851026,0.12039620,0.00384781,0.80914736,0.30682977,0.21799900,0.37203557,0.15182746
-5.66383192,1.34639297,0.01847193,0.12499806,0.00390083,0.82254880,0.31198465,0.21955438,0.37752341,0.15643436
-5.65782891,1.37027797,0.01831639,0.12996319,0.00395118,0.83633685,0.31780540,0.22052155,0.38290178,0.16143929
-5.65182591,1.39465357,0.01804567,0.13526972,0.00400038,0.85037801,0.32418665,0.22089872,0.38810907,0.16680412
-5.64582291,1.41937143,0.01766444,0.14090042,0.00405029,0.86457468,0.33103187,0.22070251,0.39311104,0.17249657
-5.63981991,1.44433943,0.01717975,0.14684085,0.00410306,0.87885985,0.33825242,0.21996602,0.39789792,0.17848851
-5.63381691,1.46950864,0.01660086,0.15307739,0.00416108,0.89319032,0.34576643,0.21873619,0.40248022,0.18475410
-5.62781391,1.49485921,0.01593886,0.15959507,0.00422688,0.90753949,0.35349760,0.21707088,0.40688370,0.19126785
-5.62181091,1.52038622,0.01520630,0.16637552,0.00430307,0.92189041,0.36137441,0.21503557,0.41114387,0.19800279
-5.61580790,1.54608717,0.01441679,0.17339508,0.00439229,0.93623001,0.36932991,0.21270025,0.41530047,0.20492896
-5.60980490,1.57195216,0.01358457,0.18062331,0.00449709,0.95054503,0.37730240,0.21013637,0.41939234,0.21201233
-5.60380190,1.59795767,0.01272409,0.18802199,0.00461992,0.96482028,0.38523696,0.20741432,0.42345310,0.21921422
-5.59779890,1.62406471,0.01184963,0.19554460,0.00476305,0.97903943,0.39308807,0.20460138,0.42750790,0.22649141
-5.59179590,1.65022148,0.01097492,0.20313658,0.00492855,0.99318845,0.40082304,0.20176035,0.43157148,0.23379686
-5.58579290,1.67637035,0.01011287,0.21073611,0.00511825,1.00726142,0.40842616,0.19894877,0.43564776,0.24108107
-5.57978989,1.70245864,0.00927529,0.21827562,0.00533371,1.02126819,0.41590326,0.19621886,0.43973079,0.24829396
-5.57378689,1.72845224,0.00847275,0.22568381,0.00557623,1.03524341,0.42328636,0.19361799,0.44380708,0.25538723
-5.56778389,1.75435066,0.00771441,0.23288806,0.00584680,1.04925572,0.43063780,0.19118962,0.44785900,0.26231686
-5.56178089,1.78020226,0.00700799,0.23981723,0.00614613,1.06341652,0.43805362,0.18897453,0.45186908,0.26904576
-5.55577789,1.80611774,0.00635977,0.24640450,0.00647460,1.07788691,0.44566552,0.18701212,0.45582453,0.27554620
-5.54977489,1.83228050,0.00577459,0.25259009,0.00683227,1.09288209,0.45364113,0.18534170,0.45972190,0.28180180
-5.54377189,1.85895240,0.00525598,0.25832376,0.00721884,1.10867223,0.46218214,0.18400350,0.46357118,0.28780898
-5.53776888,1.88647350,0.00480625,0.26356684,0.00763360,1.12557909,0.47152007,0.18303925,0.46739896,0.29357755
-5.53176588,1.91525515,0.00442655,0.26829359,0.00807537,1.14396808,0.48190958,0.18249223,0.47125036,0.29913052
-5.52576288,1.94576588,0.00411708,0.27249183,0.00854251,1.16423547,0.49361936,0.18240674,0.47518932,0.30450276
-5.51975988,1.97851026,0.00387713,0.27616286,0.00903278,1.18679114,0.50692076,0.18282683,0.47929720,0.30973880
-5.51375688,2.01400121,0.00370524,0.27932037,0.00954333,1.21203717,0.52207454,0.18379450,0.48366942,0.31488964
-5.50775388,2.05272708,0.00359926,0.28198874,0.01007063,1.24034340,0.53931628,0.18534730,0.48841048,0.32000883
-5.50175088,2.09511493,0.00355644,0.28420056,0.01061045,1.27202088,0.55884102,0.18751550,0.49362730,0.32514791
-5.49574787,2.14149204,0.00357345,0.28599362,0.01115779,1.30729478,0.58078792,0.19031908,0.49942143,0.33035158
-5.48974487,2.19204790,0.00364648,0.28740758,0.01170694,1.34627810,0.60522578,0.19376457,0.50588037,0.33565280
-5.48374187,2.24679907,0.00377118,0.28848046,0.01225146,1.38894803,0.63214018,0.19784219,0.51306871,0.34106813
-5.47773887,2.30555926,0.00394275,0.28924530,0.01278430,1.43512627,0.66142305,0.20252326,0.52101957,0.34659378
-5.47173587,2.36791680,0.00415589,0.28972701,0.01329786,1.48446500,0.69286552,0.20775832,0.52972686,0.35220238
-5.46573287,2.43322155,0.00440486,0.28993993,0.01378418,1.53643955,0.72615452,0.21347597,0.53913911,0.35784106
-5.45972986,2.50058251,0.00468345,0.28988597,0.01423505,1.59034874,0.76087363,0.21958272,0.54915513,0.36343068
-5.45372686,2.56887721,0.00498507,0.28955370,0.01464231,1.64532348,0.79650851,0.22596379,0.55962219,0.36886667
-5.44772386,2.63677301,0.00530275,0.28891827,0.01499798,1.70034369,0.83245683,0.23248504,0.57033666,0.37402121
-5.44172086,2.70276011,0.00562926,0.28794238,0.01529458,1.75426318,0.86804265,0.23899597,0.58104761,0.37874698
-5.43571786,2.76519495,0.00595716,0.28657813,0.01552535,1.80584180,0.90253464,0.24533360,0.59146293,0.38288207
-5.42971486,2.82235261,0.00627897,0.28476963,0.01568448,1.85378352,0.93516773,0.25132728,0.60125819,0.38625604
-5.42371186,2.87248578,0.00658725,0.28245630,0.01576733,1.89677909,0.96516710,0.25680400,0.61008754,0.38869678
-5.41770885,2.91388774,0.00687480,0.27957665,0.01577062,1.93355122,0.99177377,0.26159422,0.61759639,0.39003775
-5.41170585,2.94495652,0.00713479,0.27607229,0.01569258,1.96290041,1.01427053,0.26553775,0.62343512,0.39012538
-5.40570285,2.96425702,0.00736096,0.27189186,0.01553299,1.98374934,1.03200709,0.26848955,0.62727327,0.38882612
-5.39969985,2.97057843,0.00754775,0.26699486,0.01529329,1.99518366,1.04442349,0.27032502,0.62881346,0.38603288
-5.39369685,2.96298396,0.00769045,0.26135490,0.01497650,1.99648747,1.05107052,0.27094480,0.62780431,0.38167050
-5.38769385,2.94085079,0.00778537,0.25496242,0.01458716,1.98717178,1.05162636,0.27027855,0.62405179,0.37569993
-5.38169085,2.90389830,0.00782991,0.24782662,0.01413117,1.96699467,1.04590870,0.26828782,0.61742841,0.36812107
-5.37568784,2.85220351,0.00782263,0.23997645,0.01361566,1.93597246,1.03388180,0.26496768,0.60787985,0.35897398
-5.36968484,2.78620319,0.00776334,0.23146080,0.01304869,1.89438136,1.01565833,0.26034728,0.59542870,0.34833857
-5.36368184,2.70668281,0.00765305,0.22234778,0.01243908,1.84274986,0.99149589,0.25448910,0.58017523,0.33633274
-5.35767884,2.61475334,0.00749395,0.21272315,0.01179609,1.78184233,0.96178853,0.24748723,0.56229519,0.32310914
-5.35167584,2.51181703,0.00728935,0.20268811,0.01112915,1.71263495,0.92705374,0.23946457,0.54203490,0.30885082
-5.34567284,2.39952450,0.00704359,0.19235645,0.01044765,1.63628512,0.88791569,0.23056928,0.51970383,0.29376581
-5.33966983,2.27972504,0.00676186,0.18185141,0.00976064,1.55409616,0.84508544,0.22097059,0.49566519,0.27808123
-5.33366683,2.15441281,0.00645011,0.17130220,0.00907664,1.46747884,0.79933919,0.21085424,0.47032502,0.26203693
-5.32766383,2.02567144,0.00611482,0.16084058,0.00840349,1.37791168,0.75149551,0.20041770,0.44412034,0.24587912
-5.32166083,1.89561936,0.00576287,0.15059748,0.00774819,1.28690170,0.70239251,0.18986546,0.41750688,0.22985427
-5.31565783,1.76635805,0.00540136,0.14069989,0.00711682,1.19594718,0.65286600,0.17940453,0.39094696,0.21420338
-5.30965483,1.63992518,0.00503739,0.13126816,0.00651450,1.10650374,0.60372920,0.16924024,0.36489798,0.19915701
-5.30365183,1.51825388,0.00467799,0.12241366,0.00594540,1.01995491,0.55575491,0.15957264,0.33980189,0.18493098
-5.29764882,1.40313912,0.00432991,0.11423700,0.00541280,0.93758776,0.50966043,0.15059332,0.31607605,0.17172302
-5.29164582,1.29621172,0.00399951,0.10682671,0.00491912,0.86057401,0.46609555,0.14248287,0.29410553,0.15971017
-5.28564282,1.19891990,0.00369271,0.10025846,0.00446610,0.78995661,0.42563377,0.13540887,0.27423704,0.14904718
-5.27963982,1.11251791,0.00341483,0.09459469,0.00405485,0.72664155,0.38876657,0.12952443,0.25677453,0.13986548
-5.27363682,1.03806103,0.00317063,0.08988467,0.00368606,0.67139425,0.35590054,0.12496706,0.24197624,0.13227297
-5.26763382,0.97640595,0.00296418,0.08616497,0.00336013,0.62483985,0.32735709,0.12185793,0.23005318,0.12635422
-5.26163082,0.92821518,0.00279891,0.08346014,0.00307729,0.58746649,0.30337409,0.12030139,0.22116887,0.12217115
-5.25562781,0.89396442,0.00267756,0.08178363,0.00283779,0.55963064,0.28410921,0.12038449,0.21544002,0.11976387
-5.24962481,0.87395168,0.00260219,0.08113898,0.00264198,0.54156353,0.26964430,0.12217662,0.21293797,0.11915173
-5.24362181,0.86830698,0.00257418,0.08152103,0.00249044,0.53337791,0.25999042,0.12572904,0.21369075,0.12033444
-5.23761881,0.87700185,0.00259422,0.08291725,0.00238409,0.53507434,0.25509307,0.13107433,0.21768561,0.12329305
-5.23161581,0.89985799,0.00266235,0.08530920,0.00232420,0.54654664,0.25483736,0.13822569,0.22487167,0.12799100
-5.22561281,0.93655457,0.00277791,0.08867392,0.00231247,0.56758600,0.25905290,0.14717611,0.23516290,0.13437499
-5.21960980,0.98663430,0.00293957,0.09298540,0.00235100,0.59788381,0.26751816,0.15789746,0.24844113,0.14237582
-5.21360680,1.04950810,0.00314535,0.09821605,0.00244228,0.63703324,0.27996448,0.17033953,0.26455926,0.15190920
-5.20760380,1.12445905,0.00339257,0.10433806,0.00258911,0.68452996,0.29607967,0.18442912,0.28334445,0.16287650
-5.20160080,1.21064581,0.00367785,0.11132480,0.00279452,0.73977236,0.31551136,0.20006926,0.30460165,0.17516572
-5.19559780,1.30710640,0.00399720,0.11915201,0.00306166,0.80206201,0.33787032,0.21713873,0.32811714,0.18865241
-5.18959480,1.41276297,0.00434596,0.12779891,0.00339360,0.87060484,0.36273406,0.23549185,0.35366247,0.20320089
-5.18359180,1.52642818,0.00471885,0.13724915,0.00379322,0.94451397,0.38965080,0.25495886,0.38099859,0.21866570
-5.17758879,1.64681392,0.00511005,0.14749143,0.00426298,1.02281453,0.41814410,0.27534675,0.40988029,0.23489321
-5.17158579,1.77254293,0.00551327,0.15851995,0.00480472,1.10445131,0.44771836,0.29644079,0.44006090,0.25172366
-5.16558279,1.90216361,0.00592182,0.17033453,0.00541944,1.18829940,0.47786529,0.31800674,0.47129730,0.26899334
-5.15957979,2.03416826,0.00632875,0.18294040,0.00610709,1.27317828,0.50807132,0.33979373,0.50335513,0.28653712
-5.15357679,2.16701480,0.00672694,0.19634775,0.00686637,1.35786924,0.53782596,0.36153795,0.53601408,0.30419110
-5.14757379,2.29915166,0.00710933,0.21057096,0.00769457,1.44113596,0.56663097,0.38296685,0.56907325,0.32179556
-5.14157079,2.42904548,0.00746900,0.22562769,0.00858738,1.52174797,0.59401014,0.40380409,0.60235652,0.33919786
-5.13556778,2.55521095,0.00779937,0.24153777,0.00953886,1.59850616,0.61951936,0.42377485,0.63571762,0.35625548
-5.12956478,2.67624204,0.00809439,0.25832219,0.01054130,1.67026974,0.64275655,0.44261157,0.66904504,0.37283897
-5.12356178,2.79084359,0.00834867,0.27600208,0.01158533,1.73598349,0.66337127,0.46005980,0.70226646,0.38883474
-5.11755878,2.89786225,0.00855766,0.29459796,0.01265993,1.79470444,0.68107342,0.47588409,0.73535270,0.40414771
-5.11155578,2.99631571,0.00871773,0.31412936,0.01375265,1.84562664,0.69564063,0.48987366,0.76832100,0.41870362
-5.10555278,3.08541892,0.00882634,0.33461474,0.01484978,1.88810304,0.70692412,0.50184766,0.80123753,0.43245098
-5.09954977,3.16460633,0.00888206,0.35607203,0.01593671,1.92166344,0.71485255,0.51165984,0.83421901,0.44536261
-5.09354677,3.23354910,0.00888462,0.37851957,0.01699823,1.94602749,0.71943371,0.51920235,0.86743325,0.45743669
-5.08754377,3.29216620,0.00883492,0.40197749,0.01801900,1.96111205,0.72075382,0.52440867,0.90109842,0.46869722
-5.08154077,3.34062891,0.00873501,0.42646947,0.01898399,1.96703246,0.71897448,0.52725533,0.93548103,0.47919390
-5.07553777,3.37935788,0.00858797,0.45202470,0.01987889,1.96409734,0.71432720,0.52776248,0.97089215,0.48900134
-5.06953477,3.40901268,0.00839784,0.47867970,0.02069067,1.95279706,0.70710578,0.52599313,1.00768206,0.49821755
-5.06353177,3.43047359,0.00816949,0.50647999,0.02140792,1.93378618,0.69765670,0.52205123,1.04623279,0.50696178
-5.05752876,3.44481601,0.00790843,0.53548113,0.02202130,1.90786045,0.68636789,0.51607836,1.08694874,0.51537149
-5.05152576,3.45327792,0.00762068,0.56574886,0.02252387,1.87592924,0.67365633,0.50824944,1.13024516,0.52359877
-5.04552276,3.45722130,0.00731254,0.59735825,0.02291128,1.83898457,0.65995491,0.49876740,1.17653450,0.53180592
-5.03951976,3.45808847,0.00699044,0.63039142,0.02318196,1.79806785,0.64569906,0.48785708,1.22621093,0.54016048
-5.03351676,3.45735493,0.00666070,0.66493388,0.02333714,1.75423595,0.63131370,0.47575860,1.27963313,0.54882967
-5.02751376,3.45648017,0.00632944,0.70106934,0.02338076,1.70852771,0.61720095,0.46272046,1.33710594,0.55797449
-5.02151076,3.45685813,0.00600232,0.73887318,0.02331934,1.66193254,0.60372911,0.44899260,1.39886129,0.56774356
-5.01550775,3.45976948,0.00568448,0.77840463,0.02316162,1.61536232,0.59122334,0.43481980,1.46503939,0.57826689
-5.00950475,3.46633731,0.00538039,0.81969821,0.02291827,1.56962761,0.57995830,0.42043551,1.53567083,0.58964992
-5.00350175,3.47748828,0.00509374,0.86275469,0.02260140,1.52541929,0.57015303,0.40605658,1.61066073,0.60196797
-4.99749875,3.49392103,0.00482743,0.90753223,0.02222415,1.48329607,0.56196828,0.39187884,1.68977591,0.61526150
-4.99149575,3.51608310,0.00458350,0.95393834,0.02180012,1.44367832,0.55550620,0.37807379,1.77263612,0.62953224
-4.98549275,3.54415786,0.00436316,1.00182317,0.02134295,1.40684820,0.55081242,0.36478658,1.85871028,0.64474076
-4.97948974,3.57806193,0.00416677,1.05097497,0.02086579,1.37295584,0.54788029,0.35213507,1.94731852,0.66080532
-4.97348674,3.61745375,0.00399394,1.10111808,0.02038098,1.34203095,0.54665708,0.34021013,2.03764057,0.67760248
-4.96748374,3.66175283,0.00384359,1.15191397,0.01989961,1.31399908,0.54705172,0.32907701,2.12873080,0.69496946
-4.96148074,3.71016921,0.00371403,1.20296568,0.01943134,1.28870135,0.54894363,0.31877764,2.21953982,0.71270811
-4.95547774,3.76174184,0.00360309,1.25382564,0.01898417,1.26591673,0.55219237,0.30933360,2.30894215,0.73059075
-4.94947474,3.81538424,0.00350821,1.30400680,0.01856443,1.24538528,0.55664736,0.30074971,2.39576915,0.74836736
-4.94347174,3.86993527,0.00342661,1.35299675,0.01817671,1.22683131,0.56215739,0.29301774,2.47884599,0.76577416
-4.93746873,3.92421283,0.00335538,1.40027420,0.01782398,1.20998516,0.56857932,0.28612033,2.55703105,0.78254301
-4.93146573,3.97706765,0.00329162,1.44532709,0.01750777,1.19460247,0.57578567,0.28003458,2.62925610,0.79841134
-4.92546273,4.02743472,0.00323257,1.48767143,0.01722832,1.18048014,0.58367062,0.27473529,2.69456515,0.81313216
-4.91945973,4.07437972,0.00317569,1.52686986,0.01698483,1.16746818,0.59215423,0.27019768,2.75215009,0.82648361
-4.91345673,4.11713811,0.00311876,1.56254889,0.01677572,1.15547707,0.60118464,0.26639940,2.80138120,0.83827753
-4.90745373,4.15514498,0.00305997,1.59441374,0.01659883,1.14448054,0.61073824,0.26332178,2.84183080,0.84836675
-4.90145073,4.18805408,0.00299797,1.62225999,0.01645167,1.13451375,0.62081781,0.26095036,2.87328871,0.85665052
-4.89544772,4.21574518,0.00293189,1.64598118,0.01633161,1.12566727,0.63144871,0.25927470,2.89576860,0.86307793
-4.88944472,4.23831942,0.00286138,1.66557192,0.01623596,1.11807753,0.64267346,0.25828743,2.90950463,0.86764902
-4.88344172,4.25608307,0.00278655,1.68112616,0.01616218,1.11191425,0.65454498,0.25798290,2.91493868,0.87041352
-4.87743872,4.26952069,0.00270800,1.69283071,0.01610781,1.10736599,0.66711888,0.25835531,2.91269864,0.87146732
-4.87143572,4.27925919,0.00262677,1.70095431,0.01607056,1.10462448,0.68044526,0.25939664,2.90356884,0.87094676
-4.86543272,4.28602511,0.00254422,1.70583278,0.01604828,1.10386895,0.69456051,0.26109455,2.88845448,0.86902117
-4.85942971,4.29059725,0.00246203,1.70785119,0.01603887,1.10525107,0.70947952,0.26343021,2.86834159,0.86588388
-4.85342671,4.29375772,0.00238207,1.70742393,0.01604025,1.10888160,0.72518889,0.26637657,2.84425508,0.86174237
-4.84742371,4.29624391,0.00230634,1.70497403,0.01605025,1.11481922,0.74164141,0.26989679,2.81721684,0.85680801
-4.84142071,4.29870432,0.00223685,1.70091270,0.01606662,1.12306222,0.75875228,0.27394325,2.78820639,0.85128594
-4.83541771,4.30166056,0.00217556,1.69562057,0.01608691,1.13354333,0.77639726,0.27845709,2.75812589,0.84536565
-4.82941471,4.30547780,0.00212429,1.68943145,0.01610850,1.14612800,0.79441299,0.28336824,2.72777153,0.83921287
-4.82341171,4.31034526,0.00208462,1.68261973,0.01612858,1.16061599,0.81259946,0.28859614,2.69781245,0.83296302
-4.81740870,4.31626774,0.00205785,1.67539216,0.01614425,1.17674622,0.83072475,0.29405092,2.66877834,0.82671674
-4.81140570,4.32306881,0.00204492,1.66788422,0.01615253,1.19420458,0.84853165,0.29963516,2.64105583,0.82053757
-4.80540270,4.33040521,0.00204640,1.66016155,0.01615051,1.21263425,0.86574617,0.30524606,2.61489381,0.81445198
-4.79939970,4.33779180,0.00206243,1.65222603,0.01613546,1.23164812,0.88208737,0.31077793,2.59041686,0.80845166
-4.79339670,4.34463561,0.00209273,1.64402615,0.01610502,1.25084249,0.89727825,0.31612498,2.56764565,0.80249785
-4.78739370,4.35027692,0.00213658,1.63547104,0.01605731,1.26981182,0.91105713,0.32118419,2.54652299,0.79652746
-4.78139070,4.35403514,0.00219286,1.62644699,0.01599111,1.28816350,0.92318896,0.32585828,2.52694353,0.79046059
-4.77538769,4.35525691,0.00226005,1.61683565,0.01590603,1.30553235,0.93347619,0.33005847,2.50878525,0.78420893
-4.76938469,4.35336353,0.00233633,1.60653242,0.01580259,1.32159402,0.94176847,0.33370719,2.49194064,0.77768449
-4.76338169,4.34789511,0.00241955,1.59546400,0.01568237,1.33607696,0.94797082,0.33674038,2.47634557,0.77080818
-4.75737869,4.33854888,0.00250739,1.58360387,0.01554808,1.34877231,0.95204980,0.33910951,2.46200395,0.76351772
-4.75137569,4.32520920,0.00259735,1.57098456,0.01540356,1.35954137,0.95403724,0.34078300,2.44900668,0.75577424
-4.74537269,4.30796766,0.00268688,1.55770600,0.01525383,1.36832039,0.95403149,0.34174730,2.43754350,0.74756737
-4.73936968,4.28713169,0.00277344,1.54393919,0.01510498,1.37512232,0.95219566,0.34200719,2.42790701,0.73891834
-4.73336668,4.26322102,0.00285456,1.52992487,0.01496414,1.38003553,0.94875326,0.34158565,2.42048833,0.72988100
-4.72736368,4.23695192,0.00292793,1.51596716,0.01483929,1.38321932,0.94398092,0.34052298,2.41576457,0.72054054
-4.72136068,4.20920957,0.00299149,1.50242238,0.01473911,1.38489650,0.93819868,0.33887536,2.41427855,0.71101024
-4.71535768,4.18100985,0.00304344,1.48968366,0.01467277,1.38534305,0.93175810,0.33671277,2.41661183,0.70142608
-4.70935468,4.15345223,0.00308234,1.47816199,0.01464965,1.38487533,0.92502853,0.33411646,2.42335233,0.69193978
-4.70335168,4.12766601,0.00310709,1.46826490,0.01467907,1.38383523,0.91838225,0.33117581,2.43505821,0.68271064
-4.69734867,4.10475250,0.00311701,1.46037381,0.01477001,1.38257376,0.91217898,0.32798493,2.45222008,0.67389646
-4.69134567,4.08572605,0.00311179,1.45482139,0.01493075,1.38143380,0.90675038,0.32463901,2.47522337,0.66564429
-4.68534267,4.07145704,0.00309153,1.45187021,0.01516853,1.38073268,0.90238535,0.32123046,2.50431327,0.65808149
-4.67933967,4.06261961,0.00305670,1.45169393,0.01548928,1.38074532,0.89931663,0.31784524,2.53956401,0.65130750
-4.67333667,4.05964725,0.00300810,1.45436209,0.01589725,1.38168877,0.89770940,0.31455927,2.58085455,0.64538698
-4.66733367,4.06269842,0.00294681,1.45982959,0.01639474,1.38370887,0.89765243,0.31143529,2.62785220,0.64034463
-4.66133067,4.07163452,0.00287417,1.46793144,0.01698182,1.38686978,0.89915221,0.30852024,2.68000549,0.63616205
-4.65532766,4.08601142,0.00279168,1.47838329,0.01765616,1.39114684,0.90213041,0.30584333,2.73654705,0.63277682
-4.64932466,4.10508556,0.00270098,1.49078789,0.01841287,1.39642350,0.90642473,0.30341485,2.79650699,0.63008394
-4.64332166,4.12783463,0.00260375,1.50464728,0.01924441,1.40249237,0.91179342,0.30122591,2.85873645,0.62793950
