energy_ev,total_up,Cd_p_up,Cd_d_up,N_s_up,N_p_up,Na_s_up,Te_p_up,Te_d_up
-5.84392196,0.64746962,0.42016835,0.04678153,0.01083284,0.06749192,0.12426273,0.35488939,0.00000000
-5.83791896,0.63148479,0.41562216,0.04566764,0.01139762,0.06594940,0.12550219,0.34640505,0.00000000
-5.83191596,0.61487726,0.40948500,0.04454872,0.01194487,0.06416009,0.12619019,0.33766865,0.00000000
-5.82591296,0.59805023,0.40195819,0.04346457,0.01247638,0.06215621,0.12639121,0.32889209,0.00000000
-5.81990995,0.58142723,0.39328138,0.04245739,0.01299672,0.05997452,0.12619023,0.32029542,0.00000000
-5.81390695,0.56544634,0.38372667,0.04157106,0.01351347,0.05765551,0.12569085,0.31210413,0.00000000
-5.80790395,0.55055331,0.37359127,0.04085046,0.01403731,0.05524244,0.12501258,0.30454580,0.00000000
-5.80190095,0.53719391,0.36318907,0.04034056,0.01458201,0.05278028,0.12428755,0.29784635,0.00000000
-5.79589795,0.52580512,0.35284131,0.04008554,0.01516432,0.05031464,0.12365656,0.29222563,0.00000000
-5.78989495,0.51680571,0.34286688,0.04012776,0.01580364,0.04789053,0.12326472,0.28789272,0.00000000
-5.78389195,0.51058611,0.33357239,0.04050670,0.01652166,0.04555125,0.12325679,0.28504075,0.00000000
-5.77788894,0.50749805,0.32524267,0.04125793,0.01734169,0.04333728,0.12377228,0.28384163,0.00000000
-5.77188594,0.50784436,0.31813197,0.04241200,0.01828803,0.04128528,0.12494068,0.28444073,0.00000000
-5.76588294,0.51186914,0.31245628,0.04399349,0.01938503,0.03942725,0.12687664,0.28695188,0.00000000
-5.75987994,0.51974903,0.30838714,0.04602003,0.02065617,0.03778980,0.12967572,0.29145281,0.00000000
-5.75387694,0.53158586,0.30604727,0.04850153,0.02212297,0.03639372,0.13341037,0.29798150,0.00000000
-5.74787394,0.54740103,0.30550803,0.05143956,0.02380389,0.03525369,0.13812663,0.30653336,0.00000000
-5.74187094,0.56713231,0.30678918,0.05482691,0.02571324,0.03437829,0.14384157,0.31705981,0.00000000
-5.73586793,0.59063298,0.30986064,0.05864735,0.02786006,0.03377014,0.15054144,0.32946823,0.00000000
-5.72986493,0.61767374,0.31464637,0.06287574,0.03024714,0.03342639,0.15818085,0.34362333,0.00000000
-5.72386193,0.64794750,0.32103014,0.06747831,0.03287018,0.03333931,0.16668284,0.35935025,0.00000000
-5.71785893,0.68107680,0.32886293,0.07241323,0.03571711,0.03349706,0.17593990,0.37643902,0.00000000
-5.71185593,0.71662390,0.33797166,0.07763148,0.03876766,0.03388460,0.18581610,0.39465054,0.00000000
-5.70585293,0.75410301,0.34816870,0.08307787,0.04199321,0.03448469,0.19614998,0.41372365,0.00000000
-5.69984992,0.79299444,0.35926185,0.08869240,0.04535691,0.03527889,0.20675851,0.43338321,0.00000000
-5.69384692,0.83275983,0.37106416,0.09441161,0.04881421,0.03624856,0.21744170,0.45334865,0.00000000
-5.68784392,0.87285810,0.38340319,0.10017019,0.05231362,0.03737578,0.22798791,0.47334282,0.00000000
-5.68184092,0.91276117,0.39612903,0.10590253,0.05579784,0.03864415,0.23817967,0.49310051,0.00000000
-5.67583792,0.95196891,0.40912085,0.11154432,0.05920522,0.04003943,0.24779974,0.51237639,0.00000000
-5.66983492,0.99002242,0.42229144,0.11703402,0.06247138,0.04154998,0.25663736,0.53095185,0.00000000
-5.66383192,1.02651526,0.43558949,0.12231419,0.06553114,0.04316698,0.26449433,0.54864050,0.00000000
-5.65782891,1.06110181,0.44899946,0.12733265,0.06832048,0.04488440,0.27119075,0.56529192,0.00000000
-5.65182591,1.09350258,0.46253892,0.13204336,0.07077860,0.04669873,0.27657029,0.58079360,0.00000000
-5.64582291,1.12350610,0.47625356,0.13640700,0.07284994,0.04860853,0.28050462,0.59507080,0.00000000
-5.63981991,1.15096741,0.49021002,0.14039127,0.07448606,0.05061367,0.28289702,0.60808460,0.00000000
-5.63381691,1.17580336,0.50448683,0.14397092,0.07564728,0.05271455,0.28368488,0.61982798,0.00000000
-5.62781391,1.19798490,0.51916420,0.14712744,0.07630416,0.05491107,0.28284112,0.63032048,0.00000000
-5.62181091,1.21752714,0.53431295,0.14984856,0.07643847,0.05720165,0.28037434,0.63960154,0.00000000
-5.61580790,1.23447775,0.54998346,0.15212748,0.07604391,0.05958220,0.27632792,0.64772315,0.00000000
-5.60980490,1.24890448,0.56619520,0.15396210,0.07512630,0.06204523,0.27077789,0.65474216,0.00000000
-5.60380190,1.26088282,0.58292765,0.15535406,0.07370350,0.06457905,0.26382990,0.66071293,0.00000000
-5.59779890,1.27048460,0.60011322,0.15630785,0.07180472,0.06716729,0.25561525,0.66568067,0.00000000
-5.59179590,1.27776851,0.61763263,0.15683007,0.06946967,0.06978864,0.24628637,0.66967612,0.00000000
-5.58579290,1.28277311,0.63531347,0.15692877,0.06674727,0.07241690,0.23601175,0.67271184,0.00000000
-5.57978989,1.28551311,0.65293196,0.15661302,0.06369413,0.07502145,0.22497076,0.67478059,0.00000000
-5.57378689,1.28597933,0.67021819,0.15589279,0.06037292,0.07756811,0.21334841,0.67585582,0.00000000
-5.56778389,1.28414236,0.68686479,0.15477907,0.05685059,0.08002024,0.20133041,0.67589451,0.00000000
-5.56178089,1.27995994,0.70253859,0.15328420,0.05319665,0.08234033,0.18909867,0.67484209,0.00000000
-5.55577789,1.27338783,0.71689504,0.15142257,0.04948153,0.08449177,0.17682730,0.67263940,0.00000000
-5.54977489,1.26439338,0.72959464,0.14921144,0.04577500,0.08644087,0.16467945,0.66923115,0.00000000
-5.54377189,1.25297114,0.74032059,0.14667192,0.04214496,0.08815897,0.15280487,0.66457552,0.00000000
-5.53776888,1.23915961,0.74879689,0.14383001,0.03865631,0.08962466,0.14133832,0.65865431,0.00000000
-5.53176588,1.22305797,0.75480587,0.14071762,0.03537021,0.09082579,0.13039873,0.65148295,0.00000000
-5.52576288,1.20484161,0.75820432,0.13737350,0.03234352,0.09176140,0.12008917,0.64311979,0.00000000
-5.51975988,1.18477556,0.75893722,0.13384392,0.02962858,0.09244328,0.11049742,0.63367403,0.00000000
-5.51375688,1.16322455,0.75704837,0.13018313,0.02727312,0.09289715,0.10169701,0.62331172,0.00000000
-5.50775388,1.14065903,0.75268724,0.12645338,0.02532040,0.09316333,0.09374867,0.61225926,0.00000000
-5.50175088,1.11765620,0.74611149,0.12272466,0.02380947,0.09329690,0.08670196,0.60080413,0.00000000
-5.49574787,1.09489575,0.73768494,0.11907392,0.02277541,0.09336720,0.08059691,0.58929258,0.00000000
-5.48974487,1.07315009,0.72787085,0.11558384,0.02224969,0.09345671,0.07546561,0.57812408,0.00000000
-5.48374187,1.05326898,0.71722072,0.11234128,0.02226033,0.09365933,0.07133349,0.56774273,0.00000000
-5.47773887,1.03615902,0.70635888,0.10943523,0.02283196,0.09407806,0.06822026,0.55862577,0.00000000
-5.47173587,1.02275850,0.69596338,0.10695454,0.02398581,0.09482212,0.06614044,0.55126957,0.00000000
-5.46573287,1.01400856,0.68674408,0.10498528,0.02573932,0.09600364,0.06510343,0.54617353,0.00000000
-5.45972986,1.01082155,0.67941849,0.10360812,0.02810570,0.09773399,0.06511304,0.54382258,0.00000000
-5.45372686,1.01404782,0.67468662,0.10289549,0.03109318,0.10011993,0.06616662,0.54466886,0.00000000
-5.44772386,1.02444236,0.67320558,0.10290890,0.03470410,0.10325961,0.06825381,0.54911348,0.00000000
-5.44172086,1.04263255,0.67556513,0.10369644,0.03893385,0.10723871,0.07135497,0.55748881,0.00000000
-5.43571786,1.06908839,0.68226515,0.10529051,0.04376977,0.11212680,0.07543941,0.57004250,0.00000000
-5.42971486,1.10409663,0.69369587,0.10770598,0.04918995,0.11797407,0.08046368,0.58692347,0.00000000
-5.42371186,1.14774003,0.71012185,0.11093883,0.05516215,0.12480863,0.08636988,0.60817097,0.00000000
-5.41770885,1.19988263,0.73167030,0.11496526,0.06164293,0.13263447,0.09308430,0.63370691,0.00000000
-5.41170585,1.26016222,0.75832427,0.11974153,0.06857693,0.14143021,0.10051645,0.66333214,0.00000000
-5.40570285,1.32799020,0.78992112,0.12520433,0.07589657,0.15114873,0.10855867,0.69672688,0.00000000
-5.39969985,1.40255958,0.82615631,0.13127185,0.08352210,0.16171772,0.11708635,0.73345540,0.00000000
-5.39369685,1.48286066,0.86659242,0.13784545,0.09136215,0.17304117,0.12595896,0.77297499,0.00000000
-5.38769385,1.56770438,0.91067305,0.14481193,0.09931479,0.18500175,0.13502182,0.81464896,0.00000000
-5.38169085,1.65575240,0.95774107,0.15204629,0.10726906,0.19746402,0.14410865,0.85776321,0.00000000
-5.37568784,1.74555303,1.00706039,0.15941500,0.11510704,0.21027831,0.15304487,0.90154589,0.00000000
-5.36968484,1.83558158,1.05784034,0.16677945,0.12270632,0.22328517,0.16165154,0.94518934,0.00000000
-5.36368184,1.92428359,1.10926149,0.17399970,0.12994291,0.23632015,0.16974978,0.98787352,0.00000000
-5.35767884,2.01011920,1.16050188,0.18093822,0.13669434,0.24921865,0.17716564,1.02878992,0.00000000
-5.35167584,2.09160680,1.21076222,0.18746355,0.14284296,0.26182072,0.18373496,1.06716505,0.00000000
-5.34567284,2.16736417,1.25928916,0.19345375,0.14827928,0.27397545,0.18930826,1.10228245,0.00000000
-5.33966983,2.23614520,1.30539536,0.19879941,0.15290512,0.28554480,0.19375535,1.13350239,0.00000000
-5.33366683,2.29687093,1.34847548,0.20340624,0.15663656,0.29640672,0.19696937,1.16027841,0.00000000
-5.32766383,2.34865337,1.38801762,0.20719708,0.15940644,0.30645730,0.19887017,1.18216995,0.00000000
-5.32166083,2.39081142,1.42360950,0.21011317,0.16116636,0.31561198,0.19940681,1.19885082,0.00000000
-5.31565783,2.42287829,1.45493959,0.21211490,0.16188809,0.32380570,0.19855906,1.21011306,0.00000000
-5.30965483,2.44460055,1.48179325,0.21318169,0.16156430,0.33099213,0.19633782,1.21586630,0.00000000
-5.30365183,2.45592911,1.50404441,0.21331140,0.16020855,0.33714193,0.19278452,1.21613278,0.00000000
-5.29764882,2.45700314,1.52164366,0.21251901,0.15785463,0.34224042,0.18796934,1.21103855,0.00000000
-5.29164582,2.44812805,1.53460372,0.21083488,0.15455522,0.34628457,0.18198857,1.20080142,0.00000000
-5.28564282,2.42974913,1.54298343,0.20830260,0.15037997,0.34927992,0.17496101,1.18571643,0.00000000
-5.27963982,2.40242246,1.54687157,0.20497661,0.14541302,0.35123727,0.16702384,1.16613978,0.00000000
-5.27363682,2.36678499,1.54637157,0.20091966,0.13975025,0.35216979,0.15832790,1.14247214,0.00000000
-5.26763382,2.32352530,1.54158838,0.19620028,0.13349618,0.35209050,0.14903270,1.11514207,0.00000000
-5.26163082,2.27335672,1.53261819,0.19089042,0.12676077,0.35101040,0.13930153,1.08459063,0.00000000
-5.25562781,2.21699405,1.51954183,0.18506325,0.11965631,0.34893737,0.12929654,1.05125764,0.00000000
-5.24962481,2.15513478,1.50242212,0.17879135,0.11229438,0.34587602,0.11917434,1.01557019,0.00000000
-5.24362181,2.08844542,1.48130519,0.17214519,0.10478305,0.34182825,0.10908205,0.97793385,0.00000000
-5.23761881,2.01755300,1.45622546,0.16519202,0.09722451,0.33679468,0.09915393,0.93872652,0.00000000
-5.23161581,1.94304172,1.42721381,0.15799519,0.08971297,0.33077670,0.08950888,0.89829507,0.00000000
-5.22561281,1.86545389,1.39430801,0.15061374,0.08233317,0.32377897,0.08024856,0.85695435,0.00000000
-5.21960980,1.78529461,1.35756455,0.14310243,0.07515923,0.31581217,0.07145638,0.81498846,0.00000000
-5.21360680,1.70303899,1.31707067,0.13551188,0.06825400,0.30689577,0.06319713,0.77265353,0.00000000
-5.20760380,1.61914080,1.27295571,0.12788896,0.06166886,0.29706053,0.05551740,0.73018172,0.00000000
-5.20160080,1.53404155,1.22540061,0.12027731,0.05544387,0.28635059,0.04844645,0.68778577,0.00000000
-5.19559780,1.44817882,1.17464490,0.11271781,0.04960831,0.27482489,0.04199764,0.64566357,0.00000000
-5.18959480,1.36199301,1.12099041,0.10524910,0.04418145,0.26255786,0.03617015,0.60400245,0.00000000
-5.18359180,1.27593192,1.06480144,0.09790790,0.03917350,0.24963925,0.03095100,0.56298262,0.00000000
-5.17758879,1.19045264,1.00650124,0.09072938,0.03458677,0.23617306,0.02631713,0.52277969,0.00000000
-5.17158579,1.10602071,0.94656499,0.08374718,0.03041684,0.22227577,0.02223754,0.48356598,0.00000000
-5.16558279,1.02310652,0.88550962,0.07699350,0.02665378,0.20807372,0.01867538,0.44551076,0.00000000
-5.15957979,0.94217944,0.82388118,0.07049886,0.02328331,0.19370005,0.01558984,0.40877930,0.00000000
-5.15357679,0.86370002,0.76224038,0.06429188,0.02028791,0.17929114,0.01293788,0.37353113,0.00000000
-5.14757379,0.78811091,0.70114728,0.05839891,0.01764784,0.16498293,0.01067580,0.33991747,0.00000000
-5.14157079,0.71582727,0.64114584,0.05284365,0.01534200,0.15090726,0.00876040,0.30807831,0.00000000
-5.13556778,0.64722723,0.58274924,0.04764672,0.01334868,0.13718831,0.00715008,0.27813928,0.00000000
-5.12956478,0.58264297,0.52642672,0.04282528,0.01164616,0.12393953,0.00580555,0.25020863,0.00000000
-5.12356178,0.52235318,0.47259242,0.03839270,0.01021319,0.11126100,0.00469037,0.22437446,0.00000000
-5.11755878,0.46657704,0.42159681,0.03435827,0.00902931,0.09923742,0.00377131,0.20070247,0.00000000
-5.11155578,0.41547014,0.37372083,0.03072704,0.00807503,0.08793677,0.00301852,0.17923436,0.00000000
-5.10555278,0.36912241,0.32917287,0.02749974,0.00733199,0.07740964,0.00240551,0.15998680,0.00000000
-5.09954977,0.32755801,0.28808864,0.02467278,0.00678295,0.06768920,0.00190910,0.14295116,0.00000000
-5.09354677,0.29073720,0.25053343,0.02223838,0.00641166,0.05879187,0.00150922,0.12809394,0.00000000
-5.08754377,0.25855971,0.21650670,0.02018474,0.00620284,0.05071834,0.00118869,0.11535771,0.00000000
-5.08154077,0.23086961,0.18594843,0.01849629,0.00614190,0.04345520,0.00093297,0.10466263,0.00000000
-5.07553777,0.20746110,0.15874676,0.01715400,0.00621480,0.03697677,0.00072985,0.09590837,0.00000000
-5.06953477,0.18808510,0.13474656,0.01613575,0.00640786,0.03124713,0.00056915,0.08897627,0.00000000
-5.06353177,0.17245628,0.11375833,0.01541669,0.00670749,0.02622229,0.00044251,0.08373184,0.00000000
-5.05752876,0.16026013,0.09556714,0.01496961,0.00710007,0.02185233,0.00034306,0.08002725,0.00000000
-5.05152576,0.15116010,0.07994112,0.01476541,0.00757179,0.01808342,0.00026524,0.07770397,0.00000000
-5.04552276,0.14480440,0.06663933,0.01477346,0.00810853,0.01485967,0.00020454,0.07659543,0.00000000
-5.03951976,0.14083256,0.05541880,0.01496206,0.00869581,0.01212483,0.00015736,0.07652957,0.00000000
-5.03351676,0.13888149,0.04604043,0.01529888,0.00931881,0.00982367,0.00012083,0.07733150,0.00000000
-5.02751376,0.13859118,0.03827396,0.01575137,0.00996244,0.00790315,0.00009268,0.07882601,0.00000000
-5.02151076,0.13960994,0.03190178,0.01628726,0.01061144,0.00631329,0.00007112,0.08084010,0.00000000
-5.01550775,0.14159920,0.02672171,0.01687499,0.01125058,0.00500778,0.00005479,0.08320546,0.00000000
-5.00950475,0.14423794,0.02254891,0.01748419,0.01186491,0.00394446,0.00004261,0.08576084,0.00000000
-5.00350175,0.14722665,0.01921688,0.01808614,0.01244000,0.00308547,0.00003382,0.08835444,0.00000000
-4.99749875,0.15029100,0.01657778,0.01865421,0.01296223,0.00239728,0.00002787,0.09084608,0.00000000
-4.99149575,0.15318492,0.01450226,0.01916432,0.01341914,0.00185066,0.00002440,0.09310927,0.00000000
-4.98549275,0.15569331,0.01287874,0.01959532,0.01379968,0.00142041,0.00002326,0.09503312,0.00000000
-4.97948974,0.15763426,0.01161243,0.01992930,0.01409451,0.00108515,0.00002449,0.09652385,0.00000000
-4.97348674,0.15886057,0.01062420,0.02015195,0.01429626,0.00082698,0.00002830,0.09750614,0.00000000
-4.96748374,0.15926077,0.00984924,0.02025272,0.01439970,0.00063115,0.00003513,0.09792400,0.00000000
-4.96148074,0.15875941,0.00923576,0.02022491,0.01440188,0.00048575,0.00004566,0.09774125,0.00000000
-4.95547774,0.15731666,0.00874370,0.02006577,0.01430217,0.00038138,0.00006084,0.09694157,0.00000000
-4.94947474,0.15492723,0.00834349,0.01977639,0.01410227,0.00031086,0.00008197,0.09552812,0.00000000
-4.94347174,0.15161861,0.00801497,0.01936152,0.01380611,0.00026901,0.00011075,0.09352263,0.00000000
-4.93746873,0.14744870,0.00774643,0.01882934,0.01341967,0.00025241,0.00014936,0.09096418,0.00000000
-4.93146573,0.14250293,0.00753373,0.01819115,0.01295078,0.00025924,0.00020055,0.08790753,0.00000000
-4.92546273,0.13689096,0.00737966,0.01746091,0.01240881,0.00028918,0.00026776,0.08442125,0.00000000
-4.91945973,0.13074303,0.00729340,0.01665484,0.01180433,0.00034329,0.00035519,0.08058553,0.00000000
-4.91345673,0.12420628,0.00729010,0.01579094,0.01114879,0.00042397,0.00046800,0.07648997,0.00000000
-4.90745373,0.11744093,0.00739060,0.01488850,0.01045413,0.00053496,0.00061234,0.07223123,0.00000000
-4.90145073,0.11061665,0.00762120,0.01396764,0.00973243,0.00068133,0.00079554,0.06791087,0.00000000
-4.89544772,0.10390911,0.00801357,0.01304881,0.00899552,0.00086946,0.00102619,0.06363316,0.00000000
-4.88944472,0.09749686,0.00860463,0.01215247,0.00825473,0.00110711,0.00131424,0.05950316,0.00000000
-4.88344172,0.09155858,0.00943639,0.01129864,0.00752057,0.00140338,0.00167109,0.05562505,0.00000000
-4.87743872,0.08627062,0.01055583,0.01050665,0.00680252,0.00176871,0.00210961,0.05210060,0.00000000
-4.87143572,0.08180493,0.01201456,0.00979487,0.00610884,0.00221487,0.00264407,0.04902796,0.00000000
-4.86543272,0.07832731,0.01386843,0.00918049,0.00544651,0.00275478,0.00329016,0.04650060,0.00000000
-4.85942971,0.07599573,0.01617687,0.00867939,0.00482112,0.00340246,0.00406472,0.04460642,0.00000000
-4.85342671,0.07495888,0.01900196,0.00830599,0.00423690,0.00417272,0.00498558,0.04342700,0.00000000
-4.84742371,0.07535454,0.02240728,0.00807316,0.00369674,0.00508093,0.00607113,0.04303679,0.00000000
-4.84142071,0.07730788,0.02645642,0.00799211,0.00320228,0.00614259,0.00733997,0.04350235,0.00000000
-4.83541771,0.08092952,0.03121106,0.00807226,0.00275403,0.00737288,0.00881026,0.04488147,0.00000000
-4.82941471,0.08631314,0.03672888,0.00832116,0.00235153,0.00878613,0.01049913,0.04722205,0.00000000
-4.82341171,0.09353286,0.04306105,0.00874431,0.00199343,0.01039513,0.01242190,0.05056097,0.00000000
-4.81740870,0.10264015,0.05024953,0.00934499,0.00167772,0.01221051,0.01459126,0.05492264,0.00000000
-4.81140570,0.11366050,0.05832416,0.01012407,0.00140188,0.01423995,0.01701640,0.06031744,0.00000000
-4.80540270,0.12658983,0.06729971,0.01107978,0.00116298,0.01648747,0.01970210,0.06674006,0.00000000
-4.79939970,0.14139100,0.07717298,0.01220749,0.00095786,0.01895265,0.02264789,0.07416780,0.00000000
-4.79339670,0.15799038,0.08792010,0.01349946,0.00078325,0.02163001,0.02584719,0.08255899,0.00000000
-4.78739370,0.17627494,0.09949423,0.01494470,0.00063588,0.02450837,0.02928662,0.09185159,0.00000000
-4.78139070,0.19609009,0.11182372,0.01652882,0.00051252,0.02757043,0.03294548,0.10196211,0.00000000
-4.77538769,0.21723844,0.12481102,0.01823390,0.00041013,0.03079244,0.03679538,0.11278512,0.00000000
-4.76938469,0.23947984,0.13833247,0.02003863,0.00032584,0.03414419,0.04080015,0.12419330,0.00000000
-4.76338169,0.26253294,0.15223891,0.02191834,0.00025701,0.03758915,0.04491607,0.13603825,0.00000000
-4.75737869,0.28607830,0.16635752,0.02384534,0.00020127,0.04108489,0.04909234,0.14815219,0.00000000
-4.75137569,0.30976336,0.18049458,0.02578934,0.00015648,0.04458379,0.05327193,0.16035048,0.00000000
-4.74537269,0.33320899,0.19443947,0.02771795,0.00012079,0.04803400,0.05739271,0.17243503,0.00000000
-4.73936968,0.35601781,0.20796953,0.02959738,0.00009257,0.05138068,0.06138889,0.18419860,0.00000000
-4.73336668,0.37778389,0.22085593,0.03139327,0.00007043,0.05456742,0.06519276,0.19542978,0.00000000
-4.72736368,0.39810356,0.23287015,0.03307153,0.00005320,0.05753785,0.06873652,0.20591859,0.00000000
-4.72136068,0.41658708,0.24379101,0.03459934,0.00003990,0.06023736,0.07195437,0.21546245,0.00000000
-4.71535768,0.43287057,0.25341185,0.03594610,0.00002971,0.06261490,0.07478459,0.22387238,0.00000000
-4.70935468,0.44662778,0.26154765,0.03708441,0.00002196,0.06462475,0.07717160,0.23097902,0.00000000
-4.70335168,0.45758118,0.26804179,0.03799098,0.00001612,0.06622812,0.07906789,0.23663838,0.00000000
-4.69734867,0.46551192,0.27277207,0.03864746,0.00001174,0.06739471,0.08043574,0.24073695,0.00000000
-4.69134567,0.47026807,0.27565582,0.03904109,0.00000850,0.06810392,0.08124870,0.24319595,0.00000000
-4.68534267,0.47177092,0.27665386,0.03916522,0.00000610,0.06834586,0.08149262,0.24397462,0.00000000
-4.67933967,0.47001897,0.27577301,0.03901968,0.00000435,0.06812193,0.08116635,0.24307219,0.00000000
-4.67333667,0.46508929,0.27306725,0.03861081,0.00000308,0.06744510,0.08028197,0.24052865,0.00000000
-4.66733367,0.45713650,0.26863729,0.03795144,0.00000217,0.06633982,0.07886461,0.23642422,0.00000000
-4.66133067,0.44638908,0.26262865,0.03706055,0.00000151,0.06484154,0.07695174,0.23087736,0.00000000
-4.65532766,0.43314339,0.25522840,0.03596279,0.00000105,0.06299585,0.07459216,0.22404179,0.00000000
-4.64932466,0.41775563,0.24666059,0.03468776,0.00000072,0.06085741,0.07184460,0.21610224,0.00000000
-4.64332166,0.40063205,0.23718065,0.03326927,0.00000049,0.05848851,0.06877597,0.20726944,0.00000000
-4.63731866,0.38221783,0.22706895,0.03174437,0.00000033,0.05595751,0.06545946,0.19777434,0.00000000
-4.63131566,0.36298515,0.21662377,0.03015235,0.00000022,0.05333707,0.06197249,0.18786195,0.00000000
-4.62531266,0.34342075,0.20615390,0.02853374,0.00000015,0.05070237,0.05839460,0.17778489,0.00000000
-4.61930965,0.32401357,0.19597116,0.02692927,0.00000010,0.04812924,0.05480537,0.16779702,0.00000000
-4.61330665,0.30524271,0.18638295,0.02537883,0.00000007,0.04569237,0.05128235,0.15814715,0.00000000
-4.60730365,0.28756613,0.17768514,0.02392060,0.00000004,0.04346354,0.04789932,0.14907318,0.00000000
-4.60130065,0.27141026,0.17015527,0.02259012,0.00000003,0.04151001,0.04472453,0.14079673,0.00000000
-4.59529765,0.25716080,0.16404632,0.02141955,0.00000002,0.03989299,0.04181936,0.13351835,0.00000000
-4.58929465,0.24515472,0.15958105,0.02043700,0.00000001,0.03866630,0.03923706,0.12741330,0.00000000
-4.58329165,0.23567361,0.15694694,0.01966597,0.00000001,0.03787519,0.03702188,0.12262809,0.00000000
-4.57728864,0.22893835,0.15629185,0.01912489,0.00000000,0.03755532,0.03520837,0.11927768,0.00000000
-4.57128564,0.22510501,0.15772030,0.01882679,0.00000000,0.03773187,0.03382094,0.11744331,0.00000000
-4.56528264,0.22426213,0.16129053,0.01877906,0.00000000,0.03841895,0.03287363,0.11717102,0.00000000
-4.55927964,0.22642916,0.16701225,0.01898329,0.00000000,0.03961902,0.03237015,0.11847079,0.00000000
-4.55327664,0.23155609,0.17484527,0.01943529,0.00000000,0.04132268,0.03230400,0.12131634,0.00000000
-4.54727364,0.23952437,0.18469897,0.02012508,0.00000000,0.04350855,0.03265884,0.12564548,0.00000000
-4.54127064,0.25014892,0.19643270,0.02103714,0.00000000,0.04614342,0.03340905,0.13136124,0.00000000
-4.53526763,0.26318156,0.20985729,0.02215062,0.00000000,0.04918266,0.03452035,0.13833351,0.00000000
-4.52926463,0.27831555,0.22473765,0.02343975,0.00000000,0.05257084,0.03595062,0.14640145,0.00000000
-4.52326163,0.29519154,0.24079656,0.02487435,0.00000000,0.05624264,0.03765090,0.15537654,0.00000000
-4.51725863,0.31340482,0.25771972,0.02642040,0.00000001,0.06012411,0.03956645,0.16504641,0.00000000
-4.51125563,0.33251384,0.27516201,0.02804077,0.00000001,0.06413413,0.04163796,0.17517924,0.00000000
-4.50525263,0.35204998,0.29275500,0.02969606,0.00000001,0.06818616,0.04380294,0.18552894,0.00000000
-4.49924962,0.37152834,0.31011537,0.03134546,0.00000002,0.07219024,0.04599711,0.19584077,0.00000000
-4.49324662,0.39045941,0.32685437,0.03294779,0.00000003,0.07605520,0.04815597,0.20585749,0.00000000
