energy_ev,total_up,C_s_up,C_p_up,Os_p_up,Os_d_up,Se_s_up,Se_p_up,Ti_p_up,Ti_d_up
-5.68784392,3.94545305,0.00606826,0.46279180,1.03207297,1.62336013,0.00796017,1.52024820,0.87625827,0.41573760
-5.68184092,4.00810701,0.00584525,0.47088629,1.03525747,1.66005754,0.00790944,1.53851449,0.88238096,0.42233893
-5.67583792,4.06500292,0.00563055,0.47749318,1.03635824,1.69504155,0.00785815,1.55451251,0.88670959,0.42822746
-5.66983492,4.11511857,0.00542427,0.48258117,1.03524361,1.72780223,0.00780277,1.56778652,0.88911281,0.43328563
-5.66383192,4.15759053,0.00522740,0.48616226,1.03186668,1.75786446,0.00774052,1.57795160,0.88951875,0.43740704
-5.65782891,4.19171249,0.00504161,0.48828963,1.02625972,1.78479026,0.00766938,1.58469290,0.88791131,0.44049710
-5.65182591,4.21693092,0.00486916,0.48905417,1.01852623,1.80818139,0.00758810,1.58776371,0.88432457,0.44247368
-5.64582291,4.23283904,0.00471276,0.48857998,1.00883094,1.82768219,0.00749611,1.58698281,0.87883612,0.44326782
-5.63981991,4.23917026,0.00457545,0.48701893,0.99738861,1.84298293,0.00739352,1.58223148,0.87155962,0.44282439
-5.63381691,4.23579164,0.00446046,0.48454480,0.98445226,1.85382366,0.00728092,1.57345068,0.86263721,0.44110302
-5.62781391,4.22269812,0.00437108,0.48134694,0.97030133,1.85999840,0.00715939,1.56063851,0.85223213,0.43807896
-5.62181091,4.20000758,0.00431063,0.47762401,0.95523038,1.86135959,0.00703027,1.54384824,0.84052209,0.43374399
-5.61580790,4.16795683,0.00428230,0.47357781,0.93953875,1.85782238,0.00689514,1.52318678,0.82769344,0.42810732
-5.60980490,4.12689831,0.00428917,0.46940747,0.92352147,1.84936853,0.00675566,1.49881357,0.81393660,0.42119629
-5.60380190,4.07729685,0.00433406,0.46530411,0.90746157,1.83604948,0.00661348,1.47093962,0.79944264,0.41305693
-5.59779890,4.01972615,0.00441959,0.46144608,0.89162392,1.81798820,0.00647015,1.43982635,0.78440107,0.40375407
-5.59179590,3.95486400,0.00454807,0.45799482,0.87625045,1.79537960,0.00632709,1.40578411,0.76899859,0.39337116
-5.58579290,3.88348589,0.00472149,0.45509132,0.86155677,1.76848902,0.00618552,1.36916969,0.75341879,0.38200949
-5.57978989,3.80645610,0.00494149,0.45285328,0.84772984,1.73764882,0.00604642,1.33038292,0.73784231,0.36978696
-5.57378689,3.72471615,0.00520932,0.45137284,0.83492664,1.70325289,0.00591056,1.28986176,0.72244729,0.35683624
-5.56778389,3.63927025,0.00552574,0.45071488,0.82327344,1.66574915,0.00577852,1.24807602,0.70740985,0.34330243
-5.56178089,3.55116777,0.00589101,0.45091596,0.81286563,1.62563029,0.00565069,1.20551951,0.69290417,0.32934016
-5.55577789,3.46148322,0.00630482,0.45198380,0.80376792,1.58342284,0.00552731,1.16270085,0.67910213,0.31511035
-5.54977489,3.37129414,0.00676616,0.45389728,0.79601475,1.53967529,0.00540856,1.12013308,0.66617229,0.30077666
-5.54377189,3.28165788,0.00727325,0.45660719,0.78961098,1.49494544,0.00529457,1.07832253,0.65427815,0.28650173
-5.53776888,3.19358816,0.00782350,0.46003750,0.78453285,1.44978765,0.00518549,1.03775723,0.64357572,0.27244344
-5.53176588,3.10803265,0.00841336,0.46408744,0.78072924,1.40474057,0.00508152,0.99889562,0.63421053,0.25875135
-5.52576288,3.02585263,0.00903833,0.46863432,0.77812354,1.36031582,0.00498294,0.96215582,0.62631429,0.24556336
-5.51975988,2.94780589,0.00969285,0.47353711,0.77661606,1.31698811,0.00489015,0.92790623,0.62000135,0.23300284
-5.51375688,2.87453389,0.01037034,0.47864091,0.77608724,1.27518736,0.00480367,0.89645782,0.61536533,0.22117635
-5.50775388,2.80655399,0.01106322,0.48378218,0.77640175,1.23529286,0.00472411,0.86805852,0.61247616,0.21017195
-5.50175088,2.74425712,0.01176296,0.48879469,0.77741350,1.19763007,0.00465219,0.84289014,0.61137780,0.20005825
-5.49574787,2.68791126,0.01246021,0.49351613,0.77897156,1.16246971,0.00458867,0.82106774,0.61208679,0.19088420
-5.48974487,2.63767050,0.01314498,0.49779514,0.78092686,1.13002940,0.00453433,0.80264170,0.61459193,0.18267951
-5.48374187,2.59358912,0.01380682,0.50149859,0.78313953,1.10047743,0.00448993,0.78760225,0.61885501,0.17545587
-5.47773887,2.55563997,0.01443509,0.50451876,0.78548647,1.07393843,0.00445611,0.77588610,0.62481273,0.16920857
-5.47173587,2.52373595,0.01501921,0.50678020,0.78786890,1.05050047,0.00443337,0.76738492,0.63237952,0.16391869
-5.46573287,2.49775321,0.01554902,0.50824593,0.79021949,1.03022307,0.00442201,0.76195497,0.64145130,0.15955558
-5.45972986,2.47755460,0.01601500,0.50892253,0.79250841,1.01314549,0.00442210,0.75942747,0.65190975,0.15607949
-5.45372686,2.46301188,0.01640866,0.50886390,0.79474811,0.99929479,0.00443340,0.75961891,0.66362690,0.15344426
-5.44772386,2.45402492,0.01672277,0.50817340,0.79699622,0.98869292,0.00445535,0.76234076,0.67646964,0.15159982
-5.44172086,2.45053678,0.01695160,0.50700400,0.79935624,0.98136253,0.00448710,0.76740802,0.69030384,0.15049451
-5.43571786,2.45254328,0.01709116,0.50555641,0.80197582,0.97733069,0.00452744,0.77464606,0.70499787,0.15007699
-5.42971486,2.46009623,0.01713932,0.50407493,0.80504233,0.97663055,0.00457488,0.78389533,0.72042503,0.15029765
-5.42371186,2.47329992,0.01709584,0.50284119,0.80877586,0.97930043,0.00462763,0.79501375,0.73646499,0.15110962
-5.41770885,2.49230056,0.01696244,0.50216574,0.81341972,0.98538038,0.00468368,0.80787667,0.75300389,0.15246909
-5.41170585,2.51726916,0.01674271,0.50237773,0.81922864,0.99490632,0.00474083,0.82237436,0.76993326,0.15433528
-5.40570285,2.54837850,0.01644192,0.50381296,0.82645527,1.00790199,0.00479679,0.83840738,0.78714777,0.15666977
-5.39969985,2.58577536,0.01606689,0.50680080,0.83533547,1.02436910,0.00484919,0.85588002,0.80454196,0.15943552
-5.39369685,2.62954942,0.01562569,0.51165019,0.84607297,1.04427623,0.00489573,0.87469249,0.82200639,0.16259556
-5.38769385,2.67970070,0.01512736,0.51863560,0.85882431,1.06754718,0.00493418,0.89473220,0.83942330,0.16611149
-5.38169085,2.73610727,0.01458160,0.52798314,0.87368469,1.09404946,0.00496248,0.91586501,0.85666234,0.16994186
-5.37568784,2.79849542,0.01399842,0.53985771,0.89067560,1.12358363,0.00497881,0.93792689,0.87357676,0.17404075
-5.36968484,2.86641413,0.01338786,0.55435166,0.90973486,1.15587446,0.00498163,0.96071684,0.89000029,0.17835637
-5.36368184,2.93921576,0.01275960,0.57147537,0.93070981,1.19056439,0.00496973,0.98399151,0.90574531,0.18283013
-5.35767884,3.01604451,0.01212282,0.59115052,0.95335403,1.22721013,0.00494223,1.00746213,0.92060237,0.18739605
-5.35167584,3.09583388,0.01148583,0.61320621,0.97732803,1.26528283,0.00489866,1.03079411,0.93434147,0.19198067
-5.34567284,3.17731407,0.01085599,0.63737833,1.00220402,1.30417214,0.00483888,1.05360950,0.94671504,0.19650349
-5.33966983,3.25902958,0.01023957,0.66331239,1.02747479,1.34319439,0.00476315,1.07549259,0.95746280,0.20087800
-5.33366683,3.33936694,0.00964165,0.69056979,1.05256637,1.38160480,0.00467204,1.09599822,0.96631821,0.20501321
-5.32766383,3.41659178,0.00906613,0.71863746,1.07685418,1.41861348,0.00456645,1.11466295,0.97301645,0.20881572
-5.32166083,3.48889420,0.00851576,0.74694064,1.09968194,1.45340473,0.00444755,1.13101832,0.97730347,0.21219217
-5.31565783,3.55444067,0.00799223,0.77485834,1.12038270,1.48515895,0.00431673,1.14460585,0.97894579,0.21505201
-5.30965483,3.61143039,0.00749628,0.80174108,1.13830105,1.51307640,0.00417559,1.15499302,0.97774049,0.21731043
-5.30365183,3.65815391,0.00702784,0.82693013,1.15281561,1.53640170,0.00402584,1.16178954,0.97352495,0.21889137
-5.29764882,3.69305123,0.00658617,0.84977767,1.16336087,1.55444825,0.00386928,1.16466298,0.96618572,0.21973044
-5.29164582,3.71476696,0.00617005,0.86966696,1.16944727,1.56662119,0.00370776,1.16335316,0.95566606,0.21977748
-5.28564282,3.72219993,0.00577793,0.88603187,1.17067894,1.57243812,0.00354314,1.15768434,0.94197175,0.21899886
-5.27963982,3.71454490,0.00540806,0.89837482,1.16676797,1.57154642,0.00337722,1.14757477,0.92517459,0.21737916
-5.27363682,3.69132438,0.00505867,0.90628257,1.15754490,1.56373649,0.00321176,1.13304284,0.90541357,0.21492226
-5.26763382,3.65240907,0.00472803,0.90943909,1.14296478,1.54895006,0.00304840,1.11420965,0.88289333,0.21165178
-5.26163082,3.59802575,0.00441455,0.90763507,1.12310874,1.52728337,0.00288868,1.09129762,0.85787998,0.20761073
-5.25562781,3.52875229,0.00411686,0.90077370,1.09818089,1.49898489,0.00273400,1.06462531,0.83069442,0.20286044
-5.24962481,3.44549994,0.00383384,0.88887248,1.06850082,1.46444760,0.00258561,1.03459845,0.80170334,0.19747882
-5.24362181,3.34948364,0.00356462,0.87206108,1.03449213,1.42419635,0.00244458,1.00169768,0.77130823,0.19155799
-5.23761881,3.24218167,0.00330858,0.85057543,0.99666749,1.37887068,0.00231182,0.96646346,0.73993296,0.18520133
-5.23161581,3.12528661,0.00306533,0.82474832,0.95561096,1.32920395,0.00218804,0.92947889,0.70801046,0.17852020
-5.22561281,3.00064968,0.00283467,0.79499699,0.91195843,1.27599971,0.00207379,0.89135110,0.67596896,0.17163033
-5.21960980,2.87022104,0.00261654,0.76180832,0.86637704,1.22010630,0.00196940,0.85269213,0.64421858,0.16464815
-5.21360680,2.73598867,0.00241096,0.72572234,0.81954440,1.16239088,0.00187500,0.81410010,0.61313876,0.15768719
-5.20760380,2.59991844,0.00221803,0.68731470,0.77212866,1.10371382,0.00179055,0.77614150,0.58306711,0.15085464
-5.20160080,2.46389781,0.00203779,0.64717895,0.72476995,1.04490469,0.00171580,0.73933527,0.55429011,0.14424830
-5.19559780,2.32968548,0.00187026,0.60590922,0.67806408,0.98674058,0.00165032,0.70413937,0.52703617,0.13795399
-5.18959480,2.19886853,0.00171539,0.56408410,0.63254899,0.92992762,0.00159350,0.67094034,0.50147111,0.13204354
-5.18359180,2.07282884,0.00157299,0.52225215,0.58869417,0.87508626,0.00154458,0.64004597,0.47769634,0.12657339
-5.17758879,1.95271915,0.00144276,0.48091955,0.54689344,0.82274062,0.00150266,0.61168151,0.45574975,0.12158382
-5.17158579,1.83944946,0.00132427,0.44054020,0.50746098,0.77331209,0.00146673,0.58598918,0.43560902,0.11709894
-5.16558279,1.73368338,0.00121697,0.40150843,0.47063058,0.72711712,0.00143569,0.56303079,0.41719727,0.11312713
-5.15957979,1.63584382,0.00112018,0.36415441,0.43655771,0.68436890,0.00140839,0.54279334,0.40039062,0.10966221
-5.15357679,1.54612687,0.00103313,0.32874207,0.40532414,0.64518251,0.00138366,0.52519679,0.38502718,0.10668492
-5.14757379,1.46452260,0.00095497,0.29546955,0.37694459,0.60958296,0.00136034,0.51010378,0.37091710,0.10416491
-5.14157079,1.39084106,0.00088480,0.26447162,0.35137488,0.57751550,0.00133733,0.49733054,0.35785307,0.10206279
-5.13556778,1.32474178,0.00082171,0.23582402,0.32852104,0.54885750,0.00131360,0.48665837,0.34562077,0.10033250
-5.12956478,1.26576519,0.00076478,0.20954912,0.30824888,0.52343111,0.00128825,0.47784521,0.33400885,0.09892353
-5.12356178,1.21336410,0.00071313,0.18562256,0.29039358,0.50101624,0.00126049,0.47063671,0.32281791,0.09778316
-5.11755878,1.16693411,0.00066593,0.16398058,0.27476879,0.48136304,0.00122972,0.46477632,0.31186822,0.09685841
-5.11155578,1.12584149,0.00062242,0.14452749,0.26117501,0.46420360,0.00119548,0.46001420,0.30100592,0.09609784
-5.10555278,1.08944789,0.00058193,0.12714309,0.24940693,0.44926240,0.00115751,0.45611459,0.29010739,0.09545295
-5.09954977,1.05713111,0.00054389,0.11168973,0.23925973,0.43626528,0.00111570,0.45286162,0.27908194,0.09487938
-5.09354677,1.02830182,0.00050782,0.09801872,0.23053411,0.42494682,0.00107015,0.45006348,0.26787271,0.09433762
-5.08754377,1.00241613,0.00047334,0.08597607,0.22304018,0.41505620,0.00102108,0.44755518,0.25645590,0.09379359
-5.08154077,0.97898429,0.00044017,0.07540734,0.21660031,0.40636149,0.00096887,0.44519995,0.24483861,0.09321882
-5.07553777,0.95757599,0.00040813,0.06616160,0.21105103,0.39865261,0.00091400,0.44288952,0.23305551,0.09259047
-5.06953477,0.93782275,0.00037709,0.05809456,0.20624420,0.39174321,0.00085706,0.44054357,0.22116456,0.09189118
-5.06353177,0.91941802,0.00034703,0.05107081,0.20204750,0.38547153,0.00079870,0.43810861,0.20924220,0.09110874
-5.05752876,0.90211559,0.00031794,0.04496538,0.19834461,0.37970068,0.00073959,0.43555641,0.19737821,0.09023580
-5.05152576,0.88572678,0.00028988,0.03966455,0.19503502,0.37431827,0.00068042,0.43288222,0.18567059,0.08926946
-5.04552276,0.87011693,0.00026293,0.03506622,0.19203374,0.36923580,0.00062187,0.43010293,0.17422071,0.08821086
-5.03951976,0.85520144,0.00023717,0.03107971,0.18927086,0.36438766,0.00056457,0.42725515,0.16312886,0.08706491
-5.03351676,0.84094150,0.00021271,0.02762541,0.18669115,0.35972999,0.00050910,0.42439329,0.15249041,0.08583992
-5.02751376,0.82733968,0.00018965,0.02463401,0.18425357,0.35523924,0.00045598,0.42158754,0.14239269,0.08454729
-5.02151076,0.81443523,0.00016805,0.02204569,0.18193075,0.35091057,0.00040564,0.41892165,0.13291260,0.08320129
-5.01550775,0.80229908,0.00014798,0.01980929,0.17970842,0.34675578,0.00035842,0.41649056,0.12411487,0.08181871
-5.00950475,0.79102839,0.00012949,0.01788133,0.17758467,0.34280105,0.00031459,0.41439756,0.11605117,0.08041857
-5.00350175,0.78074045,0.00011260,0.01622515,0.17556912,0.33908405,0.00027434,0.41275118,0.10875965,0.07902178
-4.99749875,0.77156603,0.00009731,0.01481017,0.17368186,0.33565084,0.00023778,0.41166152,0.10226514,0.07765066
-4.99149575,0.76364215,0.00008359,0.01361106,0.17195224,0.33255216,0.00020494,0.41123632,0.09657975,0.07632848
-4.98549275,0.75710429,0.00007142,0.01260722,0.17041742,0.32983953,0.00017584,0.41157668,0.09170371,0.07507893
-4.97948974,0.75207847,0.00006073,0.01178215,0.16912092,0.32756109,0.00015042,0.41277268,0.08762659,0.07392547
-4.97348674,0.74867340,0.00005148,0.01112307,0.16811096,0.32575742,0.00012864,0.41489915,0.08432854,0.07289075
-4.96748374,0.74697312,0.00004361,0.01062055,0.16743896,0.32445759,0.00011044,0.41801177,0.08178171,0.07199599
-4.96148074,0.74703076,0.00003705,0.01026821,0.16715802,0.32367560,0.00009578,0.42214377,0.07995169,0.07126046
-4.95547774,0.74886364,0.00003175,0.01006252,0.16732170,0.32340755,0.00008468,0.42730371,0.07879897,0.07070097
-4.94947474,0.75245034,0.00002768,0.01000263,0.16798304,0.32362963,0.00007720,0.43347423,0.07828039,0.07033157
-4.94347174,0.75773007,0.00002483,0.01009026,0.16919392,0.32429734,0.00007350,0.44061235,0.07835054,0.07016344
-4.93746873,0.76460447,0.00002320,0.01032957,0.17100481,0.32534581,0.00007384,0.44865110,0.07896324,0.07020482
-4.93146573,0.77294204,0.00002284,0.01072713,0.17346492,0.32669149,0.00007864,0.45750273,0.08007284,0.07046133
-4.92546273,0.78258499,0.00002382,0.01129176,0.17662267,0.32823514,0.00008843,0.46706328,0.08163558,0.07093634
-4.91945973,0.79335833,0.00002628,0.01203452,0.18052643,0.32986594,0.00010396,0.47721834,0.08361078,0.07163154
-4.91345673,0.80508067,0.00003038,0.01296855,0.18522549,0.33146666,0.00012617,0.48784980,0.08596204,0.07254772
-4.90745373,0.81757616,0.00003636,0.01410890,0.19077099,0.33291953,0.00015624,0.49884301,0.08865816,0.07368547
-4.90145073,0.83068680,0.00004449,0.01547239,0.19721684,0.33411258,0.00019557,0.51009416,0.09167396,0.07504610
-4.89544772,0.84428442,0.00005512,0.01707733,0.20462035,0.33494596,0.00024585,0.52151718,0.09499089,0.07663235
-4.88944472,0.85828136,0.00006866,0.01894320,0.21304247,0.33533807,0.00030903,0.53304986,0.09859725,0.07844909
-4.88344172,0.87263925,0.00008559,0.02109031,0.22254755,0.33523088,0.00038735,0.54465865,0.10248820,0.08050381
-4.87743872,0.88737509,0.00010643,0.02353932,0.23320247,0.33459429,0.00048331,0.55634180,0.10666542,0.08280688
-4.87143572,0.90256413,0.00013179,0.02631076,0.24507517,0.33342915,0.00059967,0.56813060,0.11113635,0.08537157
-4.86543272,0.91833917,0.00016231,0.02942444,0.25823241,0.33176876,0.00073941,0.58008840,0.11591316,0.08821373
-4.85942971,0.93488608,0.00019866,0.03289878,0.27273698,0.32967867,0.00090570,0.59230764,0.12101132,0.09135122
-4.85342671,0.95243570,0.00024156,0.03675021,0.28864436,0.32725472,0.00110178,0.60490461,0.12644797,0.09480299
-4.84742371,0.97125226,0.00029174,0.04099231,0.30599884,0.32461952,0.00133098,0.61801250,0.13223998,0.09858790
-4.84142071,0.99161881,0.00034988,0.04563518,0.32482945,0.32191728,0.00159650,0.63177285,0.13840188,0.10272335
-4.83541771,1.01382039,0.00041666,0.05068456,0.34514573,0.31930742,0.00190138,0.64632583,0.14494377,0.10722373
-4.82941471,1.03812558,0.00049266,0.05614111,0.36693356,0.31695711,0.00224832,0.66179993,0.15186918,0.11209874
-4.82341171,1.06476738,0.00057837,0.06199962,0.39015128,0.31503321,0.00263955,0.67830150,0.15917310,0.11735172
-4.81740870,1.09392433,0.00067413,0.06824835,0.41472626,0.31369389,0.00307664,0.69590467,0.16684019,0.12297809
-4.81140570,1.12570274,0.00078012,0.07486831,0.44055215,0.31308038,0.00356040,0.71464225,0.17484327,0.12896382
-4.80540270,1.16012093,0.00089629,0.08183273,0.46748680,0.31330925,0.00409066,0.73449791,0.18314224,0.13528426
-4.79939970,1.19709633,0.00102238,0.08910662,0.49535127,0.31446555,0.00466615,0.75540025,0.19168339,0.14190317
-4.79339670,1.23643595,0.00115784,0.09664642,0.52392967,0.31659717,0.00528439,0.77721885,0.20039915,0.14877216
-4.78739370,1.27783101,0.00130183,0.10439985,0.55297029,0.31971067,0.00594158,0.79976274,0.20920840,0.15583050
-4.78139070,1.32085578,0.00145322,0.11230599,0.58218765,0.32376877,0.00663253,0.82278122,0.21801725,0.16300540
-4.77538769,1.36497115,0.00161057,0.12029552,0.61126584,0.32868970,0.00735066,0.84596713,0.22672036,0.17021272
-4.76938469,1.40953271,0.00177214,0.12829124,0.63986285,0.33434837,0.00808805,0.86896255,0.23520272,0.17735817
-4.76338169,1.45380324,0.00193591,0.13620882,0.66761596,0.34057934,0.00883551,0.89136660,0.24334179,0.18433892
-4.75737869,1.49696937,0.00209963,0.14395790,0.69414812,0.34718160,0.00958272,0.91274520,0.25101018,0.19104565
-4.75137569,1.53816173,0.00226084,0.15144337,0.71907510,0.35392480,0.01031850,0.93264237,0.25807844,0.19736496
-4.74537269,1.57647806,0.00241694,0.15856703,0.74201335,0.36055677,0.01103097,0.95059285,0.26441827,0.20318203
-4.73936968,1.61100858,0.00256528,0.16522937,0.76258830,0.36681210,0.01170796,0.96613535,0.26990569,0.20838354
-4.73336668,1.64086246,0.00270316,0.17133171,0.78044304,0.37242125,0.01233725,0.97882624,0.27442435,0.21286072
-4.72736368,1.66519482,0.00282800,0.17677840,0.79524697,0.37712000,0.01290701,0.98825295,0.27786878,0.21651237
-4.72136068,1.68323295,0.00293735,0.18147920,0.80670429,0.38065873,0.01340612,0.99404687,0.28014737,0.21924787
-4.71535768,1.69430102,0.00302903,0.18535160,0.81456205,0.38281123,0.01382453,0.99589507,0.28118518,0.22098988
-4.70935468,1.69784212,0.00310113,0.18832320,0.81861740,0.38338259,0.01415362,0.99355054,0.28092634,0.22167688
-4.70335168,1.69343696,0.00315216,0.19033387,0.81872387,0.38221597,0.01438648,0.98684056,0.27933593,0.22126517
-4.69734867,1.68081835,0.00318101,0.19133769,0.81479641,0.37919790,0.01451816,0.97567287,0.27640137,0.21973049
-4.69134567,1.65988097,0.00318707,0.19130458,0.80681491,0.37426188,0.01454584,0.96003942,0.27213321,0.21706899
-4.68534267,1.63068598,0.00317022,0.19022153,0.79482602,0.36739026,0.01446891,0.94001753,0.26656522,0.21329765
-4.67933967,1.59346023,0.00313080,0.18809335,0.77894330,0.35861432,0.01428903,0.91576851,0.25975388,0.20845408
-4.67333667,1.54859022,0.00306968,0.18494291,0.75934535,0.34801250,0.01401005,0.88753362,0.25177711,0.20259557
-4.66733367,1.49661098,0.00298813,0.18081087,0.73627222,0.33570703,0.01363787,0.85562770,0.24273249,0.19579770
-4.66133067,1.43819035,0.00288786,0.17575480,0.71002000,0.32185904,0.01318025,0.82043060,0.23273486,0.18815225
-4.65532766,1.37410931,0.00277091,0.16984784,0.68093380,0.30666255,0.01264650,0.78237674,0.22191338,0.17976472
-4.64932466,1.30523920,0.00263961,0.16317687,0.64939942,0.29033739,0.01204723,0.74194337,0.21040833,0.17075148
-4.64332166,1.23251677,0.00249647,0.15584024,0.61583388,0.27312169,0.01139395,0.69963767,0.19836755,0.16123656
