energy_ev,total_up,Cd_p_up,Cd_d_up,N_s_up,N_p_up,Na_s_up,Se_s_up,Se_p_up
-5.87393697,2.57642840,0.41121336,0.47912114,0.01410410,0.11287326,0.39940119,0.05080360,1.11051211
-5.86793397,2.63644865,0.41983749,0.48965829,0.01438478,0.11447281,0.40902983,0.05206420,1.13828638
-5.86193097,2.68166995,0.42619027,0.49747714,0.01457090,0.11555880,0.41629421,0.05304295,1.15945019
-5.85592796,2.71122850,0.43015641,0.50239914,0.01465912,0.11610376,0.42105421,0.05372099,1.17363163
-5.84992496,2.72461694,0.43167834,0.50430888,0.01464853,0.11609319,0.42323059,0.05408670,1.18061847
-5.84392196,2.72170550,0.43075946,0.50315858,0.01454072,0.11552640,0.42280792,0.05413632,1.18036704
-5.83791896,2.70275018,0.42746531,0.49897001,0.01433983,0.11441682,0.41983567,0.05387435,1.17300551
-5.83191596,2.66838765,0.42192271,0.49183401,0.01405251,0.11279170,0.41442733,0.05331367,1.15883140
-5.82591296,2.61961729,0.41431681,0.48190749,0.01368787,0.11069136,0.40675755,0.05247541,1.13830349
-5.81990995,2.55777123,0.40488634,0.46940818,0.01325728,0.10816794,0.39705759,0.05138852,1.11202858
-5.81390695,2.48447404,0.39391723,0.45460733,0.01277424,0.10528377,0.38560920,0.05008913,1.08074369
-5.80790395,2.40159400,0.38173489,0.43782080,0.01225418,0.10210938,0.37273716,0.04861969,1.04529470
-5.80190095,2.31118838,0.36869561,0.41939893,0.01171417,0.09872134,0.35880104,0.04702791,1.00661232
-5.79589795,2.21544525,0.35517732,0.39971573,0.01117277,0.09519997,0.34418623,0.04536561,0.96568657
-5.78989495,2.11662425,0.34157021,0.37915784,0.01064980,0.09162707,0.32929492,0.04368746,0.92354081
-5.78389195,2.01699892,0.32826742,0.35811379,0.01016612,0.08808366,0.31453705,0.04204970,0.88120632
-5.77788894,1.91880256,0.31565634,0.33696391,0.00974347,0.08464801,0.30032175,0.04050885,0.83969843
-5.77188594,1.82417951,0.30411042,0.31607143,0.00940437,0.08139383,0.28704940,0.03912046,0.79999492
-5.76588294,1.73514309,0.29398207,0.29577480,0.00917194,0.07838874,0.27510448,0.03793792,0.76301709
-5.75987994,1.65354096,0.28559634,0.27638171,0.00906983,0.07569314,0.26484923,0.03701137,0.72961414
-5.75387694,1.58102836,0.27924586,0.25816466,0.00912217,0.07335928,0.25661835,0.03638671,0.70055064
-5.74787394,1.51904895,0.27518664,0.24135819,0.00935339,0.07143077,0.25071435,0.03610471,0.67649729
-5.74187094,1.46882275,0.27363498,0.22615770,0.00978818,0.06994228,0.24740384,0.03620025,0.65802462
-5.73586793,1.43134033,0.27476515,0.21271962,0.01045130,0.06891953,0.24691428,0.03670168,0.64559919
-5.72986493,1.40736221,0.27870803,0.20116274,0.01136736,0.06837953,0.24943132,0.03763028,0.63958207
-5.72386193,1.39742232,0.28555029,0.19157050,0.01256057,0.06833096,0.25509642,0.03899979,0.64022887
-5.71785893,1.40183426,0.29533440,0.18399389,0.01405432,0.06877467,0.26400477,0.04081618,0.64769108
-5.71185593,1.42069959,0.30805901,0.17845471,0.01587071,0.06970434,0.27620329,0.04307738,0.66201818
-5.70585293,1.45391699,0.32368010,0.17494903,0.01803001,0.07110719,0.29168883,0.04577320,0.68316017
-5.69984992,1.50119180,0.34211253,0.17345046,0.02054990,0.07296473,0.31040658,0.04888542,0.71097051
-5.69384692,1.56204560,0.36323226,0.17391325,0.02344480,0.07525360,0.33224867,0.05238788,0.74520905
-5.68784392,1.63582549,0.38687918,0.17627495,0.02672492,0.07794644,0.35705328,0.05624685,0.78554524
-5.68184092,1.72171344,0.41286053,0.18045867,0.03039543,0.08101273,0.38460428,0.06042145,0.83156146
-5.67583792,1.81873564,0.44095515,0.18637476,0.03445550,0.08441981,0.41463170,0.06486425,0.88275693
-5.66983492,1.92577259,0.47091820,0.19392213,0.03889747,0.08813378,0.44681324,0.06952203,0.93855211
-5.66383192,2.04157015,0.50248667,0.20298911,0.04370599,0.09212052,0.48077700,0.07433668,0.99829409
-5.65782891,2.16475215,0.53538534,0.21345398,0.04885737,0.09634666,0.51610548,0.07924621,1.06126306
-5.65182591,2.29383500,0.56933319,0.22518529,0.05431907,0.10078058,0.55234124,0.08418591,1.12668014
-5.64582291,2.42724456,0.60404995,0.23804209,0.06004937,0.10539329,0.58899388,0.08908958,1.19371664
-5.63981991,2.56333555,0.63926268,0.25187420,0.06599744,0.11015929,0.62554863,0.09389084,1.26150495
-5.63381691,2.70041352,0.67471200,0.26652254,0.07210356,0.11505722,0.66147616,0.09852446,1.32915086
-5.62781391,2.83675916,0.71015790,0.28181974,0.07829979,0.12007042,0.69624357,0.10292767,1.39574738
-5.62181091,2.97065490,0.74538453,0.29759110,0.08451095,0.12518722,0.72932607,0.10704150,1.46038980
-5.61580790,3.10041300,0.78020414,0.31365586,0.09065588,0.13040101,0.76021917,0.11081192,1.52219164
-5.60980490,3.22440491,0.81445960,0.32982891,0.09664916,0.13571003,0.78845078,0.11419100,1.58030134
-5.60380190,3.34109097,0.84802577,0.34592296,0.10240295,0.14111688,0.81359287,0.11713788,1.63391903
-5.59779890,3.44904980,0.88080923,0.36175103,0.10782919,0.14662788,0.83527216,0.11961959,1.68231317
-5.59179590,3.54700660,0.91274692,0.37712942,0.11284187,0.15225204,0.85317949,0.12161170,1.72483649
-5.58579290,3.63385951,0.94380330,0.39188083,0.11735945,0.15800000,0.86707741,0.12309882,1.76094072
-5.57978989,3.70870324,0.97396671,0.40583780,0.12130715,0.16388278,0.87680565,0.12407490,1.79018968
-5.57378689,3.77084929,1.00324489,0.41884619,0.12461927,0.16991054,0.88228434,0.12454335,1.81227038
-5.56778389,3.81984199,1.03166002,0.43076855,0.12724119,0.17609131,0.88351477,0.12451698,1.82700152
-5.56178089,3.85546979,1.05924375,0.44148748,0.12913113,0.18242992,0.88057772,0.12401778,1.83433922
-5.55577789,3.87777128,1.08603241,0.45090845,0.13026150,0.18892708,0.87362938,0.12307653,1.83437957
-5.54977489,3.88703556,1.11206270,0.45896239,0.13061986,0.19557867,0.86289517,0.12173226,1.82735790
-5.54377189,3.88379663,1.13736810,0.46560751,0.13020932,0.20237538,0.84866165,0.12003150,1.81364451
-5.53776888,3.86882170,1.16197620,0.47083049,0.12904849,0.20930261,0.83126685,0.11802749,1.79373684
-5.53176588,3.84309333,1.18590680,0.47464690,0.12717091,0.21634068,0.81108960,0.11577911,1.76824829
-5.52576288,3.80778574,1.20917100,0.47710066,0.12462397,0.22346526,0.78853805,0.11334980,1.73789364
-5.51975988,3.76423538,1.23177087,0.47826268,0.12146737,0.23064802,0.76403799,0.11080623,1.70347149
-5.51375688,3.71390643,1.25369971,0.47822849,0.11777126,0.23785745,0.73802139,0.10821696,1.66584400
-5.50775388,3.65835183,1.27494242,0.47711507,0.11361401,0.24505961,0.71091533,0.10565086,1.62591452
-5.50175088,3.59917079,1.29547578,0.47505681,0.10907980,0.25221892,0.68313200,0.10317559,1.58460354
-5.49574787,3.53796366,1.31526844,0.47220077,0.10425609,0.25929876,0.65505971,0.10085588,1.54282373
-5.48974487,3.47628557,1.33428014,0.46870143,0.09923106,0.26626182,0.62705521,0.09875188,1.50145476
-5.48374187,3.41560007,1.35246027,0.46471496,0.09409116,0.27307024,0.59943761,0.09691746,1.46131854
-5.47773887,3.35723422,1.36974551,0.46039343,0.08891882,0.27968547,0.57248365,0.09539862,1.42315594
-5.47173587,3.30233673,1.38605675,0.45587896,0.08379038,0.28606772,0.54642458,0.09423198,1.38760543
-5.46573287,3.25184074,1.40129539,0.45129828,0.07877441,0.29217535,0.52144445,0.09344348,1.35518476
-5.45972986,3.20643266,1.41533941,0.44675768,0.07393032,0.29796395,0.49767989,0.09304725,1.32627607
-5.45372686,3.16652852,1.42803963,0.44233884,0.06930741,0.30338549,0.47522095,0.09304486,1.30111525
-5.44772386,3.13225915,1.43921660,0.43809556,0.06494434,0.30838743,0.45411329,0.09342484,1.27978591
-5.44172086,3.10346502,1.44865869,0.43405166,0.06086895,0.31291210,0.43436119,0.09416260,1.26221845
-5.43571786,3.07970156,1.45612186,0.43020015,0.05709855,0.31689644,0.41593148,0.09522085,1.24819422
-5.42971486,3.06025501,1.46133157,0.42650374,0.05364046,0.32027211,0.39875814,0.09655030,1.23735493
-5.42371186,3.04416883,1.46398703,0.42289678,0.05049300,0.32296624,0.38274742,0.09809094,1.22921700
-5.41770885,3.03027996,1.46376814,0.41928850,0.04764658,0.32490271,0.36778339,0.09977371,1.22319042
-5.41170585,3.01726368,1.46034483,0.41556742,0.04508507,0.32600404,0.35373371,0.10152243,1.21860161
-5.40570285,3.00368578,1.45338883,0.41160693,0.04278731,0.32619390,0.34045549,0.10325621,1.21471929
-5.39969985,2.98805975,1.44258713,0.40727152,0.04072863,0.32540001,0.32780109,0.10489199,1.21078260
-5.39369685,2.96890702,1.42765682,0.40242368,0.03888238,0.32355743,0.31562379,0.10634727,1.20603024
-5.38769385,2.94481744,1.40836030,0.39693089,0.03722145,0.32061198,0.30378296,0.10754283,1.19972954
-5.38169085,2.91450768,1.38452008,0.39067258,0.03571958,0.31652367,0.29214890,0.10840544,1.19120425
-5.37568784,2.87687470,1.35603239,0.38354654,0.03435261,0.31126977,0.28060691,0.10887036,1.17986003
-5.36968484,2.83104210,1.32287854,0.37547461,0.03309942,0.30484760,0.26906068,0.10888351,1.16520630
-5.36368184,2.77639710,1.28513340,0.36640731,0.03194277,0.29727648,0.25743482,0.10840335,1.14687394
-5.35767884,2.71261665,1.24297031,0.35632712,0.03086973,0.28859901,0.24567648,0.10740217,1.12462778
-5.35167584,2.63968128,1.19666208,0.34525038,0.02987202,0.27888140,0.23375604,0.10586695,1.09837358
-5.34567284,2.55787641,1.14657775,0.33322763,0.02894593,0.26821282,0.22166684,0.10379966,1.06815926
-5.33966983,2.46778100,1.09317530,0.32034236,0.02809216,0.25670371,0.20942401,0.10121691,1.03417040
-5.33366683,2.37024420,1.03699044,0.30670840,0.02731528,0.24448330,0.19706259,0.09814917,0.99672031
-5.32766383,2.26635145,0.97862221,0.29246583,0.02662313,0.23169620,0.18463479,0.09463938,0.95623530
-5.32166083,2.15738156,0.91871585,0.27777593,0.02602598,0.21849832,0.17220690,0.09074125,0.91323583
-5.31565783,2.04475699,0.85794389,0.26281514,0.02553559,0.20505246,0.15985563,0.08651707,0.86831456
-5.30965483,1.92998981,0.79698636,0.24776856,0.02516421,0.19152343,0.14766439,0.08203543,0.82211231
-5.30365183,1.81462578,0.73651109,0.23282318,0.02492355,0.17807332,0.13571948,0.07736867,0.77529315
-5.29764882,1.70018911,0.67715487,0.21816118,0.02482379,0.16485684,0.12410639,0.07259043,0.72851953
-5.29164582,1.58813036,0.61950642,0.20395360,0.02487260,0.15201711,0.11290650,0.06777318,0.68242879
-5.28564282,1.47977949,0.56409183,0.19035473,0.02507435,0.13968194,0.10219403,0.06298599,0.63761177
-5.27963982,1.37630595,0.51136286,0.17749726,0.02542941,0.12796086,0.09203372,0.05829256,0.59459444
-5.27363682,1.27868716,0.46168863,0.16548860,0.02593363,0.11694296,0.08247890,0.05374961,0.55382315
-5.26763382,1.18768620,0.41535071,0.15440829,0.02657805,0.10669550,0.07357027,0.04940556,0.51565393
-5.26163082,1.10383922,0.37254165,0.14430663,0.02734884,0.09726342,0.06533530,0.04529971,0.48034596
-5.25562781,1.02745234,0.33336672,0.13520460,0.02822739,0.08866972,0.05778817,0.04146179,0.44805940
-5.24962481,0.95860779,0.29784851,0.12709478,0.02919073,0.08091646,0.05093024,0.03791192,0.41885717
-5.24362181,0.89717821,0.26593410,0.11994349,0.03021204,0.07398656,0.04475103,0.03466091,0.39271047
-5.23761881,0.84284802,0.23750403,0.11369368,0.03126144,0.06784605,0.03922944,0.03171087,0.36950749
-5.23161581,0.79514045,0.21238275,0.10826863,0.03230691,0.06244670,0.03433535,0.02905615,0.34906471
-5.22561281,0.75344864,0.19034986,0.10357607,0.03331531,0.05772900,0.03003135,0.02668439,0.33114016
-5.21960980,0.71706934,0.17115172,0.09951266,0.03425346,0.05362517,0.02627451,0.02457780,0.31544778
-5.21360680,0.68523735,0.15451277,0.09596863,0.03508931,0.05006221,0.02301819,0.02271437,0.30167247
-5.20760380,0.65715954,0.14014633,0.09283215,0.03579304,0.04696480,0.02021373,0.02106927,0.28948481
-5.20160080,0.63204683,0.12776437,0.08999363,0.03633809,0.04425801,0.01781202,0.01961605,0.27855519
-5.19559780,0.60914312,0.11708617,0.08734942,0.03670211,0.04186961,0.01576492,0.01832780,0.26856651
-5.18959480,0.58775017,0.10784544,0.08480509,0.03686771,0.03973212,0.01402633,0.01717821,0.25922528
-5.18359180,0.56724784,0.09979609,0.08227801,0.03682307,0.03778440,0.01255324,0.01614244,0.25027070
-5.17758879,0.54710921,0.09271641,0.07969923,0.03656229,0.03597280,0.01130632,0.01519777,0.24148147
-5.17158579,0.52691047,0.08641181,0.07701468,0.03608558,0.03425192,0.01025046,0.01432418,0.23268034
-5.16558279,0.50633560,0.08071619,0.07418570,0.03539912,0.03258495,0.00935500,0.01350462,0.22373642
-5.15957979,0.48517626,0.07549209,0.07118880,0.03451484,0.03094365,0.00859381,0.01272523,0.21456525
-5.15357679,0.46332724,0.07062980,0.06801498,0.03344988,0.02930801,0.00794517,0.01197529,0.20512701
-5.14757379,0.44077819,0.06604556,0.06466842,0.03222589,0.02766564,0.00739157,0.01124710,0.19542294
-5.14157079,0.41760233,0.06167914,0.06116487,0.03086826,0.02601091,0.00691939,0.01053576,0.18549053
-5.13556778,0.39394292,0.05749096,0.05752969,0.02940518,0.02434403,0.00651846,0.00983885,0.17539751
-5.12956478,0.36999838,0.05345888,0.05379574,0.02786667,0.02266996,0.00618165,0.00915600,0.16523536
-5.12356178,0.34600672,0.04957493,0.05000121,0.02628358,0.02099731,0.00590440,0.00848850,0.15511238
-5.11755878,0.32223020,0.04584209,0.04618750,0.02468661,0.01933727,0.00568426,0.00783890,0.14514684
-5.11155578,0.29894074,0.04227118,0.04239718,0.02310546,0.01770260,0.00552050,0.00721056,0.13546046
-5.10555278,0.27640674,0.03887812,0.03867226,0.02156797,0.01610672,0.00541370,0.00660726,0.12617247
-5.09954977,0.25488164,0.03568151,0.03505259,0.02009951,0.01456289,0.00536546,0.00603289,0.11739443
-5.09354677,0.23459472,0.03270060,0.03157469,0.01872243,0.01308360,0.00537816,0.00549115,0.10922603
-5.08754377,0.21574414,0.02995373,0.02827085,0.01745573,0.01168006,0.00545479,0.00498532,0.10175192
-5.08154077,0.19849241,0.02745724,0.02516852,0.01631485,0.01036183,0.00559890,0.00451805,0.09503966
-5.07553777,0.18296425,0.02522479,0.02229009,0.01531168,0.00913668,0.00581463,0.00409132,0.08913869
-5.06953477,0.16924662,0.02326716,0.01965291,0.01445468,0.00801049,0.00610681,0.00370634,0.08408038
-5.06353177,0.15739082,0.02159234,0.01726956,0.01374918,0.00698733,0.00648114,0.00336357,0.07987907
-5.05752876,0.14741631,0.02020611,0.01514840,0.01319777,0.00606963,0.00694450,0.00306274,0.07653385
-5.05152576,0.13931591,0.01911278,0.01329416,0.01280077,0.00525844,0.00750527,0.00280298,0.07403112
-5.04552276,0.13306211,0.01831628,0.01170872,0.01255684,0.00455371,0.00817373,0.00258288,0.07234767
-5.03951976,0.12861406,0.01782139,0.01039197,0.01246355,0.00395471,0.00896250,0.00240065,0.07145410
-5.03351676,0.12592489,0.01763512,0.00934262,0.01251798,0.00346035,0.00988696,0.00225429,0.07131849
-5.02751376,0.12494904,0.01776818,0.00855898,0.01271729,0.00306961,0.01096570,0.00214169,0.07191011
-5.02151076,0.12564926,0.01823651,0.00803976,0.01305926,0.00278191,0.01222091,0.00206084,0.07320290
-5.01550775,0.12800292,0.01906273,0.00778469,0.01354272,0.00259750,0.01367869,0.00200995,0.07517886
-5.00950475,0.13200752,0.02027762,0.00779506,0.01416787,0.00251779,0.01536935,0.00198762,0.07783083
-5.00350175,0.13768506,0.02192137,0.00807410,0.01493647,0.00254563,0.01732743,0.00199293,0.08116486
-4.99749875,0.14508510,0.02404474,0.00862726,0.01585195,0.00268563,0.01959176,0.00202560,0.08520193
-4.99149575,0.15428648,0.02671001,0.00946229,0.01691927,0.00294433,0.02220521,0.00208607,0.08997894
-4.98549275,0.16539764,0.02999160,0.01058923,0.01814473,0.00333036,0.02521426,0.00217558,0.09554896
-4.97948974,0.17855532,0.03397642,0.01202021,0.01953557,0.00385453,0.02866850,0.00229627,0.10198077
-4.97348674,0.19392202,0.03876382,0.01376913,0.02109951,0.00452987,0.03261970,0.00245118,0.10935758
-4.96748374,0.21168199,0.04446513,0.01585127,0.02284411,0.00537158,0.03712089,0.00264430,0.11777508
-4.96148074,0.23203609,0.05120268,0.01828277,0.02477610,0.00639687,0.04222508,0.00288062,0.12733885
-4.95547774,0.25519559,0.05910838,0.02108001,0.02690074,0.00762475,0.04798391,0.00316607,0.13816122
-4.94947474,0.28137523,0.06832168,0.02425900,0.02922102,0.00907571,0.05444606,0.00350750,0.15035767
-4.94347174,0.31078559,0.07898693,0.02783467,0.03173710,0.01077133,0.06165560,0.00391267,0.16404294
-4.93746873,0.34362520,0.09125023,0.03182018,0.03444567,0.01273369,0.06965027,0.00439013,0.17932694
-4.93146573,0.38007256,0.10525557,0.03622628,0.03733955,0.01498479,0.07845969,0.00494915,0.19631064
-4.92546273,0.42027829,0.12114058,0.04106055,0.04040744,0.01754583,0.08810360,0.00559958,0.21508202
-4.91945973,0.46435763,0.13903157,0.04632687,0.04363378,0.02043635,0.09859022,0.00635168,0.23571224
-4.91345673,0.51238357,0.15903838,0.05202479,0.04699893,0.02367337,0.10991473,0.00721593,0.25825209
-4.90745373,0.56438062,0.18124874,0.05814903,0.05047949,0.02727041,0.12205785,0.00820279,0.28272888
-4.90145073,0.62031948,0.20572262,0.06468900,0.05404884,0.03123650,0.13498480,0.00932242,0.30914378
-4.89544772,0.68011265,0.23248654,0.07162845,0.05767787,0.03557520,0.14864440,0.01058437,0.33746961
-4.88944472,0.74361100,0.26152813,0.07894513,0.06133588,0.04028364,0.16296860,0.01199723,0.36764919
-4.88344172,0.81060137,0.29279119,0.08661052,0.06499150,0.04535163,0.17787229,0.01356824,0.39959428
-4.87743872,0.88080523,0.32617141,0.09458970,0.06861378,0.05076088,0.19325354,0.01530287,0.43318489
-4.87143572,0.95387838,0.36151305,0.10284116,0.07217320,0.05648444,0.20899417,0.01720438,0.46826930
-4.86543272,1.02941163,0.39860683,0.11131684,0.07564259,0.06248625,0.22496085,0.01927344,0.50466439
-4.85942971,1.10693259,0.43718919,0.11996214,0.07899803,0.06872105,0.24100649,0.02150765,0.54215657
-4.85342671,1.18590855,0.47694309,0.12871610,0.08221945,0.07513448,0.25697211,0.02390120,0.58050314
-4.84742371,1.26575037,0.51750062,0.13751158,0.08529109,0.08166352,0.27268908,0.02644450,0.61943416
-4.84142071,1.34581758,0.55844726,0.14627576,0.08820172,0.08823725,0.28798170,0.02912394,0.65865474
-4.83541771,1.42542468,0.59932803,0.15493057,0.09094457,0.09477793,0.30267013,0.03192176,0.69784791
-4.82941471,1.50384859,0.63965522,0.16339347,0.09351703,0.10120238,0.31657357,0.03481592,0.73667790
-4.82341171,1.58033742,0.67891785,0.17157830,0.09592010,0.10742366,0.32951367,0.03778028,0.77479404
-4.81740870,1.65412047,0.71659225,0.17939638,0.09815766,0.11335292,0.34131804,0.04078474,0.81183508
-4.81140570,1.72441937,0.75215386,0.18675781,0.10023559,0.11890157,0.35182386,0.04379568,0.84743409
-4.80540270,1.79046033,0.78508954,0.19357290,0.10216073,0.12398341,0.36088138,0.04677647,0.88122376
-4.79939970,1.85148728,0.81491028,0.19975391,0.10393992,0.12851692,0.36835737,0.04968816,0.91284212
-4.79339670,1.90677567,0.84116365,0.20521680,0.10557892,0.13242746,0.37413823,0.05249026,0.94193853
-4.78739370,1.95564657,0.86344570,0.20988316,0.10708156,0.13564938,0.37813283,0.05514170,0.96817991
-4.78139070,1.99748083,0.88141179,0.21368217,0.10844890,0.13812791,0.38027489,0.05760180,0.99125694
-4.77538769,2.03173270,0.89478604,0.21655259,0.10967869,0.13982079,0.38052482,0.05983134,1.01089014
-4.76938469,2.05794273,0.90336899,0.21844456,0.11076493,0.14069961,0.37887094,0.06179359,1.02683572
-4.76338169,2.07574920,0.90704323,0.21932134,0.11169781,0.14075069,0.37533007,0.06345539,1.03889084
-4.75737869,2.08489798,0.90577681,0.21916076,0.11246374,0.13997563,0.36994744,0.06478802,1.04689833
-4.75137569,2.08525023,0.89962433,0.21795639,0.11304573,0.13839134,0.36279582,0.06576812,1.05075054
-4.74537269,2.07678768,0.88872573,0.21571828,0.11342401,0.13602974,0.35397406,0.06637837,1.05039234
-4.73936968,2.05961538,0.87330281,0.21247334,0.11357670,0.13293698,0.34360484,0.06660794,1.04582302
-4.73336668,2.03396156,0.85365367,0.20826524,0.11348082,0.12917225,0.33183199,0.06645293,1.03709717
-4.72736368,2.00017488,0.83014534,0.20315380,0.11311326,0.12480634,0.31881716,0.06591636,1.02432443
-4.72136068,1.95871877,0.80320487,0.19721401,0.11245190,0.11991986,0.30473621,0.06500816,1.00766816
-4.71535768,1.91016334,0.77330920,0.19053450,0.11147670,0.11460126,0.28977524,0.06374481,0.98734303
-4.70935468,1.85517490,0.74097417,0.18321568,0.11017077,0.10894473,0.27412652,0.06214887,0.96361157
-4.70335168,1.79450344,0.70674308,0.17536755,0.10852132,0.10304800,0.25798441,0.06024827,0.93677993
-4.69734867,1.72896848,0.67117505,0.16710718,0.10652055,0.09701017,0.24154132,0.05807554,0.90719267
-4.69134567,1.65944352,0.63483359,0.15855608,0.10416629,0.09092959,0.22498398,0.05566686,0.87522698
-4.68534267,1.58683961,0.59827558,0.14983743,0.10146251,0.08490184,0.20849003,0.05306108,0.84128619
-4.67933967,1.51208840,0.56204095,0.14107334,0.09841957,0.07901790,0.19222495,0.05029870,0.80579287
-4.67333667,1.43612490,0.52664317,0.13238215,0.09505428,0.07336252,0.17633962,0.04742089,0.76918152
-4.66733367,1.35987055,0.49256079,0.12387594,0.09138971,0.06801277,0.16096827,0.04446843,0.73189105
-4.66133067,1.28421667,0.46022995,0.11565820,0.08745481,0.06303691,0.14622706,0.04148092,0.69435709
-4.65532766,1.21000878,0.43003803,0.10782188,0.08328375,0.05849340,0.13221322,0.03849588,0.65700434
-4.64932466,1.13803195,0.40231843,0.10044766,0.07891518,0.05443022,0.11900469,0.03554809,0.62023901
-4.64332166,1.06899752,0.37734637,0.09360273,0.07439125,0.05088442,0.10666025,0.03266903,0.58444158
-4.63731866,1.00353145,0.35533583,0.08733981,0.06975660,0.04788183,0.09522015,0.02988644,0.54995998
-4.63131566,0.94216440,0.33643751,0.08169667,0.06505724,0.04543704,0.08470702,0.02722402,0.51710337
-4.62531266,0.88532394,0.32073777,0.07669601,0.06033938,0.04355349,0.07512723,0.02470124,0.48613674
-4.61930965,0.83332898,0.30825861,0.07234571,0.05564833,0.04222383,0.06647235,0.02233335,0.45727636
-4.61330665,0.78638656,0.29895871,0.06863947,0.05102744,0.04143034,0.05872087,0.02013140,0.43068645
-4.60730365,0.74459128,0.29273538,0.06555771,0.04651712,0.04114562,0.05184003,0.01810240,0.40647697
-4.60130065,0.70792727,0.28942764,0.06306889,0.04215403,0.04133328,0.04578763,0.01624962,0.38470292
-4.59529765,0.67627289,0.28882037,0.06113095,0.03797039,0.04194893,0.04051390,0.01457284,0.36536492
-4.58929465,0.64940803,0.29064943,0.05969304,0.03399350,0.04294121,0.03596330,0.01306877,0.34841141
-4.58329165,0.62702387,0.29460796,0.05869743,0.03024538,0.04425298,0.03207621,0.01173139,0.33374217
-4.57728864,0.60873496,0.30035366,0.05808142,0.02674268,0.04582264,0.02879056,0.01055244,0.32121334
-4.57128564,0.59409329,0.30751704,0.05777946,0.02349668,0.04758556,0.02604329,0.00952181,0.31064358
-4.56528264,0.58260386,0.31571047,0.05772511,0.02051352,0.04947565,0.02377174,0.00862795,0.30182135
-4.55927964,0.57374152,0.32453796,0.05785306,0.01779452,0.05142692,0.02191481,0.00785833,0.29451292
-4.55327664,0.56696830,0.33360538,0.05810099,0.01533665,0.05337514,0.02041411,0.00719982,0.28847103
-4.54727364,0.56175079,0.34253081,0.05841122,0.01313307,0.05525952,0.01921484,0.00663903,0.28344366
-4.54127064,0.55757704,0.35095496,0.05873222,0.01117369,0.05702432,0.01826666,0.00616270,0.27918277
-4.53526763,0.55397228,0.35855100,0.05901978,0.00944589,0.05862037,0.01752439,0.00575792,0.27545258
-4.52926463,0.55051301,0.36503374,0.05923798,0.00793505,0.06000650,0.01694860,0.00541246,0.27203719
-4.52326163,0.54683896,0.37016780,0.05935972,0.00662527,0.06115077,0.01650612,0.00511493,0.26874717
-4.51725863,0.54266261,0.37377433,0.05936702,0.00549986,0.06203151,0.01617044,0.00485497,0.26542495
-4.51125563,0.53777584,0.37573624,0.05925095,0.00454193,0.06263805,0.01592198,0.00462337,0.26194889
-4.50525263,0.53205378,0.37600154,0.05901126,0.00373484,0.06297127,0.01574837,0.00441216,0.25823583
-4.49924962,0.52545563,0.37458489,0.05865569,0.00306254,0.06304373,0.01564450,0.00421460,0.25424218
-4.49324662,0.51802266,0.37156707,0.05819912,0.00250997,0.06287959,0.01561256,0.00402525,0.24996358
