energy_ev,total_up,C_s_up,C_p_up,Ir_p_up,Ir_d_up,Ni_p_up,Ni_d_up,Se_s_up,Se_p_up
-5.74187094,7.06858097,0.06096521,0.90539211,2.22884854,2.39846842,0.57037925,0.39832610,0.09351444,2.88808511
-5.73586793,7.14862666,0.06181046,0.90309132,2.23922413,2.41364362,0.56837642,0.40834541,0.09417443,2.94213115
-5.72986493,7.22008096,0.06257938,0.89874053,2.24918985,2.42614020,0.56608794,0.41767627,0.09471702,2.99310117
-5.72386193,7.28124456,0.06326094,0.89249672,2.25852988,2.43558895,0.56332544,0.42617456,0.09513254,3.03973113
-5.71785893,7.33064052,0.06384396,0.88454872,2.26705698,2.44171167,0.55992173,0.43370057,0.09541340,3.08083884
-5.71185593,7.36704359,0.06431763,0.87510869,2.27461182,2.44432397,0.55573559,0.44012192,0.09555406,3.11535395
-5.70585293,7.38949949,0.06467195,0.86440293,2.28105978,2.44333449,0.55065511,0.44531646,0.09555088,3.14234347
-5.69984992,7.39733424,0.06489822,0.85266243,2.28628551,2.43874101,0.54459939,0.44917503,0.09540180,3.16103215
-5.69384692,7.39015421,0.06498934,0.84011353,2.29018607,2.43062373,0.53751865,0.45160422,0.09510611,3.17081744
-5.68784392,7.36783796,0.06494013,0.82696932,2.29266313,2.41913659,0.52939312,0.45252886,0.09466405,3.17127879
-5.68184092,7.33052112,0.06474741,0.81342203,2.29361527,2.40449716,0.52023062,0.45189433,0.09407643,3.16218163
-5.67583792,7.27857608,0.06441014,0.79963694,2.29293095,2.38697587,0.51006336,0.44966844,0.09334435,3.14347599
-5.66983492,7.21258797,0.06392931,0.78574794,2.29048293,2.36688530,0.49894410,0.44584310,0.09246886,3.11529057
-5.66383192,7.13332899,0.06330782,0.77185509,2.28612494,2.34457020,0.48694200,0.44043529,0.09145079,3.07792264
-5.65782891,7.04173238,0.06255032,0.75802423,2.27969086,2.32039874,0.47413853,0.43348764,0.09029058,3.03182453
-5.65182591,6.93886779,0.06166289,0.74428859,2.27099689,2.29475547,0.46062358,0.42506840,0.08898826,2.97758753
-5.64582291,6.82591899,0.06065283,0.73065235,2.25984680,2.26803630,0.44649204,0.41527069,0.08754354,2.91592387
-5.63981991,6.70416480,0.05952839,0.71709595,2.24604005,2.24064546,0.43184110,0.40421121,0.08595598,2.84764751
-5.63381691,6.57496358,0.05829846,0.70358273,2.22938255,2.21299458,0.41676816,0.39202823,0.08422523,2.77365453
-5.62781391,6.43974132,0.05697239,0.69006666,2.20969937,2.18550334,0.40136960,0.37887908,0.08235139,2.69490352
-5.62181091,6.29998272,0.05555983,0.67650057,2.18684881,2.15860146,0.38574017,0.36493699,0.08033542,2.61239649
-5.61580790,6.15722442,0.05407055,0.66284448,2.16073676,2.13273134,0.36997311,0.35038760,0.07817949,2.52716066
-5.60980490,6.01304934,0.05251443,0.64907350,2.13133054,2.10835061,0.35416067,0.33542502,0.07588743,2.44023132
-5.60380190,5.86908054,0.05090139,0.63518484,2.09867108,2.08593384,0.33839495,0.32024772,0.07346513,2.35263570
-5.59779890,5.72697324,0.04924138,0.62120348,2.06288252,2.06597267,0.32276888,0.30505426,0.07092078,2.26537809
-5.59179590,5.58840353,0.04754443,0.60718608,2.02417846,2.04897350,0.30737712,0.29003910,0.06826516,2.17942582
-5.58579290,5.45505242,0.04582070,0.59322293,1.98286392,2.03545235,0.29231664,0.27538845,0.06551174,2.09569621
-5.57978989,5.32858438,0.04408044,0.57943777,1.93933286,2.02592612,0.27768701,0.26127641,0.06267665,2.01504421
-5.57378689,5.21061978,0.04233405,0.56598526,1.89406076,2.02090046,0.26359005,0.24786147,0.05977857,1.93825070
-5.56778389,5.10270124,0.04059198,0.55304642,1.84759254,2.02085401,0.25012901,0.23528337,0.05683845,1.86601135
-5.56178089,5.00625460,0.03886475,0.54082202,1.80052613,2.02621955,0.23740704,0.22366051,0.05387913,1.79892613
-5.55577789,4.92254554,0.03716273,0.52952433,1.75349235,2.03736277,0.22552527,0.21308785,0.05092482,1.73748971
-5.54977489,4.85263397,0.03549608,0.51936766,1.70713207,2.05455966,0.21458028,0.20363542,0.04800052,1.68208279
-5.54377189,4.79732829,0.03387452,0.51055807,1.66207172,2.07797372,0.20466134,0.19534749,0.04513139,1.63296503
-5.53776888,4.75714244,0.03230711,0.50328296,1.61889855,2.10763461,0.19584745,0.18824228,0.04234204,1.59026983
-5.53176588,4.73225872,0.03080212,0.49770101,1.57813685,2.14341970,0.18820441,0.18231234,0.03965589,1.55400156
-5.52576288,4.72249945,0.02936675,0.49393312,1.54022662,2.18504020,0.18178211,0.17752559,0.03709451,1.52403582
-5.51975988,4.72731049,0.02800705,0.49205484,1.50550580,2.23203338,0.17661221,0.17382694,0.03467707,1.50012308
-5.51375688,4.74575904,0.02672772,0.49209086,1.47419734,2.28376233,0.17270647,0.17114051,0.03241985,1.48189634
-5.50775388,4.77654790,0.02553212,0.49401195,1.44640176,2.33942403,0.17005570,0.16937242,0.03033594,1.46888288
-5.50175088,4.81804731,0.02442227,0.49773458,1.42209594,2.39806666,0.16862966,0.16841410,0.02843497,1.46052030
-5.49574787,4.86834471,0.02339890,0.50312344,1.40113829,2.45861615,0.16837781,0.16814603,0.02672312,1.45617674
-5.48974487,4.92531187,0.02246163,0.50999695,1.38328015,2.51991155,0.16923105,0.16844191,0.02520318,1.45517490
-5.48374187,4.98668752,0.02160922,0.51813542,1.36818310,2.58074843,0.17110433,0.16917303,0.02387486,1.45681927
-5.47773887,5.05017286,0.02083982,0.52729183,1.35544121,2.63992873,0.17390011,0.17021288,0.02273512,1.46042570
-5.47173587,5.11353626,0.02015130,0.53720461,1.34460727,2.69631520,0.17751253,0.17144183,0.02177876,1.46535225
-5.46573287,5.17472268,0.01954164,0.54761201,1.33522169,2.74888799,0.18183213,0.17275163,0.02099901,1.47103021
-5.45972986,5.23196286,0.01900923,0.55826732,1.32684251,2.79680072,0.18675084,0.17404973,0.02038825,1.47699369
-5.45372686,5.28387676,0.01855324,0.56895421,1.31907507,2.83943333,0.19216712,0.17526325,0.01993870,1.48290670
-5.44772386,5.32956608,0.01817391,0.57950155,1.31159965,2.87643857,0.19799090,0.17634229,0.01964319,1.48858605
-5.44172086,5.36869044,0.01787275,0.58979672,1.30419576,2.90777978,0.20414814,0.17726265,0.01949587,1.49401895
-5.43571786,5.40152263,0.01765273,0.59979679,1.29676156,2.93375710,0.21058462,0.17802769,0.01949280,1.49937419
-5.42971486,5.42897906,0.01751826,0.60953683,1.28932749,2.95502040,0.21726888,0.17866929,0.01963246,1.50500595
-5.42371186,5.45262246,0.01747523,0.61913476,1.28206311,2.97256735,0.22419405,0.17924772,0.01991618,1.51144962
-5.41770885,5.47463504,0.01753076,0.62879221,1.27527676,2.98772568,0.23137833,0.17985058,0.02034830,1.51940956
-5.41170585,5.49776188,0.01769296,0.63879122,1.26940778,3.00211968,0.23886416,0.18059054,0.02093623,1.52973865
-5.40570285,5.52522525,0.01797058,0.64948644,1.26501152,3.01762152,0.24671589,0.18160210,0.02169025,1.54341021
-5.39969985,5.56061246,0.01837251,0.66129308,1.26273766,3.03628859,0.25501613,0.18303736,0.02262313,1.56148314
-5.39369685,5.60774062,0.01890731,0.67467080,1.26330263,3.06028912,0.26386073,0.18506089,0.02374954,1.58506135
-5.38769385,5.67050330,0.01958256,0.69010399,1.26745726,3.09181857,0.27335267,0.18784386,0.02508529,1.61524891
-5.38169085,5.75270474,0.02040432,0.70807920,1.27595108,3.13301008,0.28359508,0.19155760,0.02664636,1.65310267
-5.37568784,5.85788819,0.02137653,0.72906045,1.28949462,3.18584242,0.29468365,0.19636684,0.02844783,1.69958404
-5.36968484,5.98916540,0.02250042,0.75346351,1.30872159,3.25204935,0.30669880,0.20242273,0.03050268,1.75551200
-5.36368184,6.14905442,0.02377406,0.78163014,1.33415224,3.33303410,0.31969800,0.20985601,0.03282060,1.82151916
-5.35767884,6.33933281,0.02519189,0.81380363,1.36615997,3.42979280,0.33370864,0.21877054,0.03540673,1.89801268
-5.35167584,6.56091285,0.02674447,0.85010659,1.40494228,3.54285034,0.34872173,0.22923735,0.03826050,1.98514194
-5.34567284,6.81374469,0.02841829,0.89052232,1.45049776,3.67221154,0.36468698,0.24128958,0.04137463,2.08277424
-5.33966983,7.09675227,0.03019576,0.93488076,1.50261005,3.81733036,0.38150938,0.25491845,0.04473425,2.19047975
-5.33366683,7.40780575,0.03205529,0.98284978,1.56083968,3.97709866,0.39904765,0.27007043,0.04831630,2.30752668
-5.32766383,7.74373247,0.03397169,1.03393273,1.62452447,4.14985558,0.41711468,0.28664583,0.05208918,2.43288689
-5.32166083,8.10036734,0.03591650,1.08747248,1.69278841,4.33341775,0.43548007,0.30449886,0.05601280,2.56525213
-5.31565783,8.47264139,0.03785868,1.14266225,1.76455917,4.52512944,0.45387468,0.32343922,0.06003889,2.70306049
-5.30965483,8.85470606,0.03976531,1.19856302,1.83859351,4.72193114,0.47199718,0.34323530,0.06411174,2.84453211
-5.30365183,9.24008899,0.04160245,1.25412708,1.91350984,4.92044415,0.48952226,0.36361880,0.06816926,2.98771313
-5.29764882,9.62187575,0.04333605,1.30822694,1.98782677,5.11706814,0.50611030,0.38429075,0.07214437,3.13052622
-5.29164582,9.99291074,0.04493296,1.35968864,2.06000614,5.30808783,0.52141796,0.40492882,0.07596675,3.27082586
-5.28564282,10.34600984,0.04636192,1.40732807,2.12849900,5.48978496,0.53510949,0.42519544,0.07956471,3.40645647
-5.27963982,10.67417641,0.04759457,1.44998897,2.19179271,5.65855106,0.54686802,0.44474681,0.08286732,3.53531108
-5.27363682,10.97081253,0.04860637,1.48658089,2.24845731,5.81099666,0.55640650,0.46324218,0.08580660,3.65538856
-5.26763382,11.22991725,0.04937746,1.51611571,2.29718943,5.94405296,0.56347778,0.48035335,0.08831968,3.76484721
-5.26163082,11.44626431,0.04989339,1.53774101,2.33685196,6.05506192,0.56788336,0.49577374,0.09035086,3.86205294
-5.25562781,11.61555283,0.05014565,1.55076889,2.36650803,6.14185168,0.56948046,0.50922707,0.09185354,3.94562022
-5.24962481,11.73452551,0.05013216,1.55469915,2.38544795,6.20279461,0.56818712,0.52047499,0.09279177,4.01444468
-5.24362181,11.80105049,0.04985738,1.54923564,2.39320828,6.23684631,0.56398505,0.52932367,0.09314159,4.06772626
-5.23761881,11.81416466,0.04933239,1.53429539,2.38958231,6.24356450,0.55692031,0.53562887,0.09289184,4.10498253
-5.23161581,11.77407776,0.04857462,1.51001007,2.37462182,6.22310800,0.54710157,0.53929957,0.09204462,4.12605186
-5.22561281,11.68213859,0.04760752,1.47671991,2.34863020,6.17621634,0.53469632,0.54029983,0.09061526,4.13108706
-5.21960980,11.54076594,0.04645988,1.43496044,2.31214752,6.10417186,0.51992505,0.53864901,0.08863184,4.12053986
-5.21360680,11.35334829,0.04516513,1.38544293,2.26592835,6.00874642,0.50305385,0.53442022,0.08613430,4.09513749
-5.20760380,11.12411771,0.04376040,1.32902934,2.21091345,5.89213565,0.48438564,0.52773726,0.08317313,4.05585247
-5.20160080,10.85800378,0.04228547,1.26670312,2.14819669,5.75688381,0.46425057,0.51877013,0.07980782,4.00386729
-5.19559780,10.56047422,0.04078170,1.19953728,2.07898864,5.60580271,0.44299590,0.50772922,0.07610496,3.94053524
-5.18959480,10.23736876,0.03929082,1.12866094,2.00457837,5.44188794,0.42097595,0.49485857,0.07213625,3.86733932
-5.18359180,9.89473282,0.03785381,1.05522595,1.92629497,5.26823579,0.39854224,0.48042845,0.06797643,3.78585057
-5.17758879,9.53865686,0.03650972,0.98037482,1.84547018,5.08796354,0.37603456,0.46472743,0.06370117,3.69768732
-5.17158579,9.17512660,0.03529464,0.90521112,1.76340351,4.90413579,0.35377290,0.44805430,0.05938508,3.60447653
-5.16558279,8.80988853,0.03424070,0.83077326,1.68133074,4.71969864,0.33205071,0.43071020,0.05509989,3.50781847
-5.15957979,8.44833368,0.03337523,0.75801252,1.60039683,4.53742328,0.31112953,0.41299100,0.05091278,3.40925520
-5.15357679,8.09540202,0.03272009,0.68777557,1.52163369,4.35985981,0.29123514,0.39518038,0.04688505,3.31024371
-5.14757379,7.75550833,0.03229118,0.62079201,1.44594325,4.18930146,0.27255513,0.37754363,0.04307103,3.21213384
-5.14157079,7.43248969,0.03209808,0.55766652,1.37408580,4.02775930,0.25523794,0.36032238,0.03951724,3.11615108
-5.13556778,7.12957361,0.03214398,0.49887578,1.30667358,3.87694663,0.23939312,0.34373043,0.03626193,3.02338419
-5.12956478,6.84936527,0.03242574,0.44476942,1.24416924,3.73827222,0.22509272,0.32795055,0.03333485,2.93477726
-5.12356178,6.59385164,0.03293420,0.39557468,1.18688868,3.61284117,0.21237363,0.31313247,0.03075728,2.85112580
-5.11755878,6.36442000,0.03365458,0.35140397,1.13500771,3.50146221,0.20124058,0.29939193,0.02854225,2.77307642
-5.11155578,6.16188811,0.03456720,0.31226485,1.08857187,3.40465993,0.19166960,0.28681075,0.02669502,2.70112947
-5.10555278,5.98654326,0.03564816,0.27807153,1.04750878,3.32269075,0.18361187,0.27543784,0.02521359,2.63564407
-5.09954977,5.83818763,0.03687025,0.24865747,1.01164220,3.25556137,0.17699753,0.26529106,0.02408942,2.57684502
-5.09354677,5.71618753,0.03820390,0.22378836,0.98070741,3.20304859,0.17173959,0.25635977,0.02330819,2.52483108
-5.08754377,5.61952460,0.03961817,0.20317506,0.95436708,3.16471983,0.16773766,0.24860798,0.02285050,2.47958410
-5.08154077,5.54684715,0.04108171,0.18648613,0.93222741,3.13995344,0.16488136,0.24197792,0.02269274,2.44097877
-5.07553777,5.49652055,0.04256377,0.17335959,0.91385392,3.12795865,0.16305363,0.23639389,0.02280783,2.40879269
-5.06953477,5.46667584,0.04403503,0.16341390,0.89878669,3.12779478,0.16213371,0.23176635,0.02316598,2.38271650
-5.06353177,5.45525602,0.04546845,0.15625776,0.88655493,3.13838981,0.16199982,0.22799593,0.02373545,2.36236414
-5.05752876,5.46006013,0.04683989,0.15149907,0.87669044,3.15855834,0.16253178,0.22497751,0.02448318,2.34728319
-5.05152576,5.47878513,0.04812870,0.14875277,0.86874027,3.18701937,0.16361337,0.22260408,0.02537552,2.33696534
-5.04552276,5.50906597,0.04931804,0.14764773,0.86227825,3.22241409,0.16513466,0.22077036,0.02637883,2.33085711
-5.03951976,5.54851449,0.05039518,0.14783289,0.85691549,3.26332412,0.16699425,0.21937617,0.02746007,2.32837108
-5.03351676,5.59475738,0.05135153,0.14898242,0.85230997,3.30829058,0.16910162,0.21832945,0.02858743,2.32889759
-5.02751376,5.64547391,0.05218259,0.15080038,0.84817502,3.35583410,0.17137932,0.21754899,0.02973080,2.33181723
-5.02151076,5.69843341,0.05288778,0.15302450,0.84428695,3.40447616,0.17376531,0.21696674,0.03086239,2.33651393
-5.01550775,5.75153284,0.05347016,0.15542947,0.84049151,3.45276155,0.17621520,0.21652974,0.03195717,2.34238889
-5.00950475,5.80283399,0.05393602,0.15782950,0.83670940,3.49928194,0.17870447,0.21620179,0.03299336,2.34887495
-5.00350175,5.85059996,0.05429447,0.16008028,0.83294049,3.54270015,0.18123043,0.21596460,0.03395284,2.35545140
-4.99749875,5.89333011,0.05455698,0.16208014,0.82926678,3.58177456,0.18381401,0.21581871,0.03482151,2.36165861
-4.99149575,5.92979233,0.05473683,0.16377060,0.82585371,3.61538310,0.18650110,0.21578395,0.03558959,2.36711223
-4.98549275,5.95905140,0.05484863,0.16513596,0.82294989,3.64254591,0.18936340,0.21589951,0.03625181,2.37151613
-4.97948974,5.98049193,0.05490779,0.16620215,0.82088476,3.66244569,0.19249860,0.21622366,0.03680752,2.37467372
-4.97348674,5.99383451,0.05493007,0.16703466,0.82006410,3.67444497,0.19602980,0.21683293,0.03726067,2.37649663
-4.96748374,5.99914335,0.05493102,0.16773552,0.82096321,3.67809929,0.20010400,0.21782089,0.03761970,2.37701037
-4.96148074,5.99682443,0.05492557,0.16843941,0.82411757,3.67316541,0.20488967,0.21929645,0.03789724,2.37635617
-4.95547774,5.98761290,0.05492755,0.16930896,0.83011085,3.65960394,0.21057326,0.22138158,0.03810976,2.37478854
-4.94947474,5.97254924,0.05494927,0.17052916,0.83956051,3.63757599,0.21735462,0.22420853,0.03827701,2.37266827
-4.94347174,5.95294408,0.05500109,0.17230112,0.85310085,3.60743351,0.22544149,0.22791656,0.03842141,2.37045064
-4.93746873,5.93033208,0.05509109,0.17483531,0.87136394,3.56970355,0.23504302,0.23264819,0.03856727,2.36866903
-4.93146573,5.90641591,0.05522466,0.17834429,0.89495878,3.52506683,0.24636250,0.23854496,0.03874001,2.36791423
-4.92546273,5.88300207,0.05540430,0.18303530,0.92444921,3.47433126,0.25958950,0.24574291,0.03896522,2.36881005
-4.91945973,5.86193062,0.05562932,0.18910281,0.96033128,3.41840157,0.27489175,0.25436785,0.03926778,2.37198626
-4.91345673,5.84500162,0.05589579,0.19672120,1.00301071,3.35824620,0.29240690,0.26453046,0.03967092,2.37804969
-4.90745373,5.83390123,0.05619649,0.20603794,1.05278157,3.29486290,0.31223463,0.27632158,0.04019535,2.38755497
-4.90145073,5.83013087,0.05652101,0.21716737,1.10980675,3.22924454,0.33442945,0.28980770,0.04085845,2.40097625
-4.89544772,5.83494251,0.05685606,0.23018533,1.17410149,3.16234674,0.35899452,0.30502691,0.04167356,2.41868109
-4.88944472,5.84928344,0.05718585,0.24512486,1.24552061,3.09505862,0.38587689,0.32198544,0.04264938,2.44090822
-4.88344172,5.87375314,0.05749266,0.26197310,1.32375036,3.02817821,0.41496450,0.34065514,0.04378958,2.46775004
-4.87743872,5.90857473,0.05775757,0.28066961,1.40830552,2.96239325,0.44608520,0.36097170,0.04509255,2.49914119
-4.87143572,5.95358240,0.05796130,0.30110606,1.49853223,2.89826843,0.47900804,0.38283410,0.04655132,2.53485364
-4.86543272,6.00822589,0.05808517,0.32312753,1.59361676,2.83623927,0.51344688,0.40610511,0.04815368,2.57449898
-4.85942971,6.07159176,0.05811209,0.34653521,1.69260024,2.77661275,0.54906646,0.43061288,0.04988254,2.61753777
-4.85342671,6.14244085,0.05802764,0.37109059,1.79439896,2.71957443,0.58549069,0.45615372,0.05171639,2.66329572
-4.84742371,6.21925993,0.05782105,0.39652095,1.89782974,2.66520118,0.62231307,0.48249584,0.05362990,2.71098596
-4.84142071,6.30032530,0.05748612,0.42252591,2.00163940,2.61347883,0.65910877,0.50938395,0.05559476,2.75973641
-4.83541771,6.38377508,0.05702204,0.44878492,2.10453738,2.56432333,0.69544802,0.53654463,0.05758049,2.80862089
-4.82941471,6.46768670,0.05643395,0.47496535,2.20523002,2.51760413,0.73091020,0.56369216,0.05955537,2.85669261
-4.82341171,6.55015578,0.05573331,0.50073084,2.30245532,2.47316844,0.76509807,0.59053467,0.06148736,2.90301820
-4.81740870,6.62937260,0.05493805,0.52574977,2.39501654,2.43086478,0.79765139,0.61678035,0.06334506,2.94671080
-4.81140570,6.70369240,0.05407237,0.54970322,2.48181342,2.39056464,0.82825941,0.64214355,0.06509856,2.98696062
-4.80540270,6.77169633,0.05316627,0.57229254,2.56186955,2.35218100,0.85667144,0.66635058,0.06672019,3.02306148
-4.79939970,6.83224023,0.05225483,0.59324584,2.63435490,2.31568276,0.88270511,0.68914499,0.06818530,3.05443228
-4.79339670,6.88448936,0.05137719,0.61232359,2.69860267,2.28110441,0.90625172,0.71029229,0.06947273,3.08063243
-4.78739370,6.92793760,0.05057537,0.62932283,2.75411982,2.24855047,0.92727845,0.72958407,0.07056524,3.10137081
-4.78139070,6.96241091,0.04989282,0.64408021,2.80059120,2.21819461,0.94582724,0.74684132,0.07144983,3.11650805
-4.77538769,6.98805541,0.04937295,0.65647354,2.83787729,2.19027364,0.96201032,0.76191711,0.07211784,3.12605236
-4.76938469,7.00531113,0.04905759,0.66642220,2.86600607,2.16507668,0.97600266,0.77469857,0.07256491,3.13014947
-4.76338169,7.01487339,0.04898538,0.67388623,2.88515966,2.14293023,0.98803146,0.78510819,0.07279090,3.12906737
-4.75737869,7.01764409,0.04919032,0.67886444,2.89565674,2.12417990,0.99836353,0.79310461,0.07279964,3.12317710
-4.75137569,7.01467561,0.04970048,0.68139166,2.89793185,2.10916981,1.00729074,0.79868272,0.07259855,3.11293052
-4.74537269,7.00711039,0.05053677,0.68153531,2.89251263,2.09822058,1.01511461,0.80187334,0.07219827,3.09883643
-4.73936968,6.99611890,0.05171213,0.67939150,2.87999636,2.09160710,1.02213058,0.80274236,0.07161222,3.08143626
-4.73336668,6.98283920,0.05323081,0.67508092,2.86102671,2.08953704,1.02861275,0.80138939,0.07085603,3.06128043
-4.72736368,6.96832041,0.05508811,0.66874458,2.83627189,2.09213113,1.03479987,0.79794585,0.06994710,3.03890639
-4.72136068,6.95347250,0.05727026,0.66053970,2.80640472,2.09940617,1.04088314,0.79257266,0.06890404,3.01481919
-4.71535768,6.93902438,0.05975476,0.65063571,2.77208552,2.11126151,1.04699648,0.78545729,0.06774620,2.98947513
-4.70935468,6.92549137,0.06251086,0.63921055,2.73394783,2.12746968,1.05320959,0.77681029,0.06649313,2.96326899
-4.70335168,6.91315337,0.06550038,0.62644729,2.69258745,2.14767177,1.05952411,0.76686136,0.06516419,2.93652494
-4.69734867,6.90204385,0.06867874,0.61253105,2.64855447,2.17137775,1.06587297,0.75585487,0.06377809,2.90949115
-4.69134567,6.89194990,0.07199608,0.59764631,2.60234823,2.19797199,1.07212297,0.74404503,0.06235255,2.88233796
-4.68534267,6.88242296,0.07539864,0.58197451,2.55441488,2.22672396,1.07808028,0.73169074,0.06090400,2.85515939
-4.67933967,6.87279948,0.07883011,0.56569196,2.50514710,2.25680381,1.08349867,0.71905037,0.05944732,2.82797753
-4.67333667,6.86223062,0.08223303,0.54896810,2.45488565,2.28730252,1.08808989,0.70637655,0.05799571,2.80074951
-4.66733367,6.84971972,0.08555021,0.53196404,2.40392229,2.31725597,1.09153591,0.69391124,0.05656051,2.77337659
-4.66133067,6.83416632,0.08872602,0.51483135,2.35250384,2.34567218,1.09350223,0.68188139,0.05515125,2.74571498
-4.65532766,6.81441498,0.09170767,0.49771130,2.30083704,2.37156092,1.09365191,0.67049516,0.05377569,2.71758803
-4.64932466,6.78930754,0.09444626,0.48073428,2.24909398,2.39396454,1.09165949,0.65993916,0.05243990,2.68879941
-4.64332166,6.75773691,0.09689780,0.46401972,2.19741813,2.41198898,1.08722455,0.65037671,0.05114852,2.65914700
