energy_ev,total_up,C_s_up,C_p_up,Cr_p_up,Cr_d_up,Rh_p_up,Rh_d_up,Se_s_up,Se_p_up
-5.62181091,1.93596812,0.00531152,0.22278543,0.89154338,0.27363225,1.26133915,0.62515725,0.00471004,0.77886810
-5.61580790,2.02884102,0.00552642,0.23544606,0.93160333,0.28836155,1.30814603,0.65919348,0.00520825,0.81070330
-5.60980490,2.12857697,0.00575117,0.24907451,0.97476503,0.30429712,1.35780061,0.69564004,0.00576755,0.84464267
-5.60380190,2.23418375,0.00598203,0.26358752,1.02059783,0.32129756,1.40977995,0.73416564,0.00638873,0.88026284
-5.59779890,2.34469173,0.00621544,0.27890113,1.06868631,0.33922138,1.46359537,0.77444253,0.00707212,0.91716268
-5.59179590,2.45916348,0.00644810,0.29493072,1.11863521,0.35792808,1.51880089,0.81614865,0.00781736,0.95496952
-5.58579290,2.57669687,0.00667701,0.31159039,1.17007089,0.37727839,1.57499707,0.85896807,0.00862330,0.99334214
-5.57978989,2.69642189,0.00689949,0.32879172,1.22263947,0.39713353,1.63183004,0.90258960,0.00948777,1.03197069
-5.57378689,2.81749155,0.00711318,0.34644209,1.27600187,0.41735375,1.68898572,0.94670391,0.01040743,1.07057356
-5.56778389,2.93906801,0.00731600,0.36444249,1.32982616,0.43779621,1.74617960,0.99099932,0.01137761,1.10889165
-5.56178089,3.06030511,0.00750613,0.38268514,1.38377805,0.45831248,1.80314296,1.03515680,0.01239220,1.14668052
-5.55577789,3.18032920,0.00768197,0.40105104,1.43751021,0.47874589,1.85960654,1.07884467,0.01344354,1.18370125
-5.54977489,3.29822000,0.00784204,0.41940771,1.49065153,0.49892906,1.91528289,1.12171356,0.01452237,1.21971061
-5.54377189,3.41299361,0.00798498,0.43760727,1.54279720,0.51868184,1.96984889,1.16339221,0.01561788,1.25445158
-5.53776888,3.52358953,0.00810945,0.45548533,1.59350062,0.53781003,2.02292991,1.20348472,0.01671775,1.28764508
-5.53176588,3.62886347,0.00821414,0.47286054,1.64226819,0.55610501,2.07408708,1.24156971,0.01780832,1.31898358
-5.52576288,3.72758747,0.00829770,0.48953540,1.68855750,0.57334460,2.12280883,1.27720180,0.01887479,1.34812740
-5.51975988,3.81845823,0.00835878,0.50529806,1.73177974,0.58929516,2.16850795,1.30991579,0.01990153,1.37470423
-5.51375688,3.90011424,0.00839599,0.51992547,1.77130645,0.60371506,2.21052462,1.33923343,0.02087238,1.39831208
-5.50775388,3.97116166,0.00840796,0.53318772,1.80648071,0.61635946,2.24813596,1.36467296,0.02177112,1.41852592
-5.50175088,4.03020819,0.00839340,0.54485349,1.83663262,0.62698621,2.28057191,1.38576105,0.02258184,1.43490770
-5.49574787,4.07590393,0.00835112,0.55469652,1.86109838,0.63536270,2.30703694,1.40204674,0.02328946,1.44701948
-5.48974487,4.10698716,0.00828014,0.56250273,1.87924224,0.64127343,2.32673668,1.41311683,0.02388020,1.45443899
-5.48374187,4.12233330,0.00817975,0.56807792,1.89048037,0.64452781,2.33890830,1.41861204,0.02434200,1.45677690
-5.47773887,4.12100427,0.00804959,0.57125539,1.89430544,0.64496789,2.34285302,1.41824316,0.02466499,1.45369483
-5.47173587,4.10229592,0.00788971,0.57190342,1.89031061,0.64247559,2.33796908,1.41180633,0.02484182,1.44492317
-5.46573287,4.06578071,0.00770066,0.56993208,1.87821178,0.63697907,2.32378338,1.39919676,0.02486802,1.43027764
-5.45972986,4.01134360,0.00748350,0.56529900,1.85786675,0.62845784,2.29998009,1.38041994,0.02474215,1.40967367
-5.45372686,3.93920858,0.00723985,0.55801385,1.82929029,0.61694626,2.26642454,1.35559991,0.02446597,1.38313778
-5.44772386,3.84995469,0.00697188,0.54814127,1.79266427,0.60253531,2.22318104,1.32498389,0.02404444,1.35081522
-5.44172086,3.74452003,0.00668231,0.53580194,1.74834207,0.58537244,2.17052354,1.28894300,0.02348561,1.31297344
-5.43571786,3.62419344,0.00637434,0.52117186,1.69684703,0.56565942,2.10893851,1.24796898,0.02280049,1.27000108
-5.42971486,3.49059390,0.00605163,0.50447964,1.63886491,0.54364831,2.03911967,1.20266680,0.02200270,1.22240253
-5.42371186,3.34563846,0.00571819,0.48600203,1.57523036,0.51963569,1.96195476,1.15374348,0.02110815,1.17078821
-5.41770885,3.19149981,0.00537831,0.46605764,1.50690829,0.49395545,1.87850481,1.10199360,0.02013460,1.11586107
-5.41170585,3.03055543,0.00503645,0.44499935,1.43497052,0.46697034,1.78997698,1.04828192,0.01910122,1.05839988
-5.40570285,2.86533031,0.00469712,0.42320541,1.36056893,0.43906276,1.69769194,0.99352382,0.01802801,0.99924012
-5.39969985,2.69843567,0.00436481,0.40106975,1.28490612,0.41062522,1.60304741,0.93866444,0.01693539,0.93925330
-5.39369685,2.53250610,0.00404387,0.37899182,1.20920472,0.38205071,1.50747935,0.88465714,0.01584363,0.87932566
-5.38769385,2.37013756,0.00373842,0.35736632,1.13467659,0.35372354,1.41242233,0.83244215,0.01477244,0.82033706
-5.38169085,2.21382843,0.00345226,0.33657309,1.06249308,0.32601096,1.31927085,0.78292616,0.01374048,0.76314097
-5.37568784,2.06592574,0.00318885,0.31696772,0.99375727,0.29925580,1.22934295,0.73696341,0.01276507,0.70854629
-5.36968484,1.92857810,0.00295119,0.29887288,0.92947927,0.27377038,1.14384739,0.69533895,0.01186180,0.65730153
-5.36368184,1.80369662,0.00274184,0.28257089,0.87055510,0.24983190,1.06385556,0.65875440,0.01104434,0.61008187
-5.35767884,1.69292461,0.00256289,0.26829752,0.81774991,0.22767932,0.99027888,0.62781648,0.01032426,0.56747931
-5.35167584,1.59761645,0.00241596,0.25623725,0.77168557,0.20751170,0.92385218,0.60302857,0.00971089,0.52999608
-5.34567284,1.51882547,0.00230220,0.24652007,0.73283309,0.18948802,0.86512339,0.58478514,0.00921127,0.49804113
-5.33966983,1.45730056,0.00222232,0.23921980,0.70150946,0.17372820,0.81444946,0.57336914,0.00883016,0.47192969
-5.33366683,1.41349063,0.00217661,0.23435389,0.67787893,0.16031522,0.77199825,0.56895192,0.00857007,0.45188531
-5.32766383,1.38755601,0.00216499,0.23188475,0.66195825,0.14929814,0.73775602,0.57159562,0.00843132,0.43804425
-5.32166083,1.37938554,0.00218704,0.23172227,0.65362536,0.14069560,0.71153971,0.58125748,0.00841215,0.43046144
-5.31565783,1.38861818,0.00224203,0.23372773,0.65263101,0.13449977,0.69301346,0.59779585,0.00850885,0.42911779
-5.30965483,1.41466771,0.00232896,0.23771857,0.65861271,0.13068030,0.68170837,0.62097736,0.00871587,0.43392810
-5.30365183,1.45674940,0.00244659,0.24347416,0.67111025,0.12918817,0.67704456,0.65048499,0.00902599,0.44474915
-5.29764882,1.51390730,0.00259347,0.25074221,0.68958236,0.12995917,0.67835481,0.68592658,0.00943047,0.46138759
-5.29164582,1.58504128,0.00276793,0.25924573,0.71342366,0.13291692,0.68490869,0.72684357,0.00991918,0.48360711
-5.28564282,1.66893271,0.00296812,0.26869023,0.74198156,0.13797523,0.69593637,0.77271956,0.01048079,0.51113472
-5.27963982,1.76426834,0.00319200,0.27877116,0.77457234,0.14503979,0.71065142,0.82298859,0.01110296,0.54366581
-5.27363682,1.86966162,0.00343733,0.28918117,0.81049631,0.15400910,0.72827178,0.87704297,0.01177249,0.58086791
-5.26763382,1.98367142,0.00370167,0.29961724,0.84905130,0.16477483,0.74803843,0.93424062,0.01247554,0.62238322
-5.26163082,2.10481784,0.00398236,0.30978739,0.88954460,0.17722142,0.76923119,0.99391184,0.01319781,0.66782974
-5.25562781,2.23159542,0.00427652,0.31941679,0.93130287,0.19122528,0.79118151,1.05536560,0.01392481,0.71680145
-5.24962481,2.36248393,0.00458101,0.32825322,0.97368012,0.20665356,0.81328187,1.11789554,0.01464205,0.76886755
-5.24362181,2.49595723,0.00489245,0.33607177,1.01606371,0.22336272,0.83499191,1.18078573,0.01533533,0.82357120
-5.23761881,2.63049072,0.00520723,0.34267859,1.05787853,0.24119710,0.85584137,1.24331640,0.01599092,0.88042804
-5.23161581,2.76456816,0.00552150,0.34791371,1.09858944,0.25998763,0.87543006,1.30476984,0.01659592,0.93892494
-5.22561281,2.89668836,0.00583118,0.35165294,1.13770243,0.27955085,0.89342531,1.36443671,0.01713841,0.99851934
-5.21960980,3.02537258,0.00613204,0.35380866,1.17476450,0.29968855,0.90955727,1.42162285,0.01760776,1.05863955
-5.21360680,3.14917316,0.00641974,0.35432976,1.20936298,0.32018798,0.92361269,1.47565674,0.01799483,1.11868648
-5.20760380,3.26668401,0.00668988,0.35320068,1.24112435,0.34082287,0.93542773,1.52589772,0.01829216,1.17803689
-5.20160080,3.37655315,0.00693807,0.35043951,1.26971299,0.36135534,0.94488040,1.57174485,0.01849415,1.23604860
-5.19559780,3.47749767,0.00716008,0.34609556,1.29483026,0.38153869,0.95188316,1.61264648,0.01859715,1.29206763
-5.18959480,3.56832096,0.00735188,0.34024614,1.31621406,0.40112106,0.95637632,1.64811025,0.01859957,1.34543725
-5.18359180,3.64793198,0.00750979,0.33299307,1.33363905,0.41984991,0.95832241,1.67771327,0.01850189,1.39550890
-5.17758879,3.71536606,0.00763056,0.32445875,1.34691772,0.43747714,0.95770209,1.70111221,0.01830662,1.44165473
-5.17158579,3.76980654,0.00771146,0.31478212,1.35590219,0.45376482,0.95451161,1.71805282,0.01801826,1.48328119
-5.16558279,3.81060635,0.00775042,0.30411458,1.36048674,0.46849111,0.94876184,1.72837855,0.01764313,1.51984347
-5.15957979,3.83730850,0.00774607,0.29261601,1.36061081,0.48145631,0.94047899,1.73203770,0.01718922,1.55085994
-5.15357679,3.84966433,0.00769780,0.28045109,1.35626226,0.49248867,0.92970649,1.72908876,0.01666596,1.57592613
-5.14757379,3.84764850,0.00760582,0.26778581,1.34748056,0.50144974,0.91650798,1.71970343,0.01608400,1.59472752
-5.14157079,3.83146945,0.00747114,0.25478456,1.33435951,0.50823903,0.90097097,1.70416708,0.01545491,1.60705045
-5.13556778,3.80157466,0.00729558,0.24160757,1.31704922,0.51279758,0.88321061,1.68287622,0.01479089,1.61279061
-5.12956478,3.75864971,0.00708171,0.22840895,1.29575692,0.51511050,0.86337339,1.65633311,0.01410452,1.61195855
-5.12356178,3.70361084,0.00683282,0.21533526,1.27074633,0.51520810,0.84164015,1.62513715,0.01340841,1.60468185
-5.11755878,3.63759073,0.00655276,0.20252461,1.24233543,0.51316560,0.81822827,1.58997349,0.01271491,1.59120362
-5.11155578,3.56191773,0.00624592,0.19010633,1.21089242,0.50910144,0.79339255,1.55159887,0.01203589,1.57187742
-5.10555278,3.47808888,0.00591703,0.17820112,1.17682987,0.50317414,0.76742493,1.51082526,0.01138243,1.54715845
-5.09954977,3.38773773,0.00557109,0.16692171,1.14059718,0.49557783,0.74065273,1.46850171,0.01076463,1.51759157
-5.09354677,3.29259785,0.00521318,0.15637388,1.10267152,0.48653671,0.71343567,1.42549505,0.01019138,1.48379637
-5.08754377,3.19446352,0.00484837,0.14665783,1.06354754,0.47629852,0.68616166,1.38267011,0.00967021,1.44644999
-5.08154077,3.09514897,0.00448156,0.13786989,1.02372625,0.46512734,0.65924176,1.34087026,0.00920716,1.40626835
-5.07553777,2.99644786,0.00411741,0.13010433,0.98370349,0.45329608,0.63310446,1.30089886,0.00880667,1.36398662
-5.06953477,2.90009449,0.00376017,0.12345529,0.94395852,0.44107879,0.60818964,1.26350246,0.00847155,1.32033967
-5.06353177,2.80772830,0.00341366,0.11801875,0.90494318,0.42874325,0.58494248,1.22935627,0.00820292,1.27604326
-5.05752876,2.72086289,0.00308118,0.11389431,0.86707206,0.41654407,0.56380765,1.19905250,0.00800024,1.23177689
-5.05152576,2.64086076,0.00276548,0.11118684,0.83071415,0.40471649,0.54522386,1.17309187,0.00786139,1.18816871
-5.04552276,2.56891435,0.00246874,0.11000768,0.79618630,0.39347115,0.52961899,1.15187872,0.00778272,1.14578317
-5.03951976,2.50603393,0.00219256,0.11047544,0.76374868,0.38299004,0.51740580,1.13571951,0.00775923,1.10511175
-5.03351676,2.45304228,0.00193799,0.11271621,0.73360244,0.37342353,0.50897814,1.12482485,0.00778467,1.06656690
-5.02751376,2.41057583,0.00170555,0.11686303,0.70588957,0.36488884,0.50470755,1.11931466,0.00785178,1.03047929
-5.02151076,2.37909157,0.00149530,0.12305455,0.68069482,0.35746955,0.50493994,1.11922598,0.00795249,0.99709823
-5.01550775,2.35887865,0.00130688,0.13143284,0.65804951,0.35121646,0.50999220,1.12452299,0.00807817,0.96659488
-5.00950475,2.35007358,0.00113956,0.14214020,0.63793699,0.34614937,0.52014836,1.13510826,0.00821988,0.93906797
-5.00350175,2.35267739,0.00099233,0.15531499,0.62029924,0.34225983,0.53565505,1.15083479,0.00836861,0.91455140
-4.99749875,2.36657351,0.00086397,0.17108655,0.60504430,0.33951451,0.55671608,1.17151770,0.00851559,0.89302321
-4.99149575,2.39154472,0.00075308,0.18956918,0.59205403,0.33785909,0.58348590,1.19694507,0.00865250,0.87441527
-4.98549275,2.42728794,0.00065816,0.21085543,0.58119183,0.33722239,0.61606196,1.22688692,0.00877175,0.85862310
-4.97948974,2.47342580,0.00057768,0.23500881,0.57230975,0.33752054,0.65447615,1.26110196,0.00886663,0.84551523
-4.97348674,2.52951402,0.00051008,0.26205615,0.56525482,0.33866094,0.69868538,1.29934155,0.00893153,0.83494165
-4.96748374,2.59504435,0.00045387,0.29198010,0.55987420,0.34054594,0.74856183,1.34135055,0.00896207,0.82674095
-4.96148074,2.66944285,0.00040762,0.32471182,0.55601900,0.34307590,0.80388334,1.38686521,0.00895517,0.82074575
-4.95547774,2.75206394,0.00036997,0.36012454,0.55354663,0.34615175,0.86432460,1.43560809,0.00890909,0.81678647
-4.94947474,2.84218102,0.00033970,0.39802824,0.55232178,0.34967680,0.92944975,1.48728060,0.00882344,0.81469319
-4.94347174,2.93897472,0.00031570,0.43816587,0.55221601,0.35355784,0.99870728,1.54155375,0.00869912,0.81429590
-4.93746873,3.04152010,0.00029696,0.48021145,0.55310635,0.35770564,1.07142779,1.59805780,0.00853817,0.81542322
-4.93146573,3.14877464,0.00028262,0.52377042,0.55487284,0.36203476,1.14682537,1.65637201,0.00834371,0.81789995
-4.92546273,3.25956844,0.00027192,0.56838250,0.55739576,0.36646291,1.22400310,1.71601527,0.00811971,0.82154386
-4.91945973,3.37259842,0.00026420,0.61352704,0.56055248,0.37090993,1.30196296,1.77643874,0.00787081,0.82616216
-4.91345673,3.48642796,0.00025890,0.65863108,0.56421457,0.37529663,1.37962033,1.83702138,0.00760212,0.83154810
-4.90745373,3.59949325,0.00025555,0.70307986,0.56824533,0.37954344,1.45582303,1.89706928,0.00731901,0.83747811
-4.90145073,3.71011714,0.00025373,0.74622968,0.57249817,0.38356939,1.52937439,1.95581923,0.00702690,0.84370998
-4.89544772,3.81653076,0.00025310,0.78742263,0.57681581,0.38729116,1.59905993,2.01244696,0.00673108,0.84998229
-4.88944472,3.91690308,0.00025336,0.82600276,0.58103075,0.39062269,1.66367659,2.06608013,0.00643652,0.85601542
-4.88344172,4.00937731,0.00025424,0.86133317,0.58496679,0.39347516,1.72206370,2.11581567,0.00614775,0.86151425
-4.87743872,4.09211341,0.00025552,0.89281330,0.58844169,0.39575762,1.77313430,2.16074103,0.00586875,0.86617246
-4.87143572,4.16333469,0.00025697,0.91989580,0.59127087,0.39737804,1.81590572,2.19995837,0.00560285,0.86967851
-4.86543272,4.22137681,0.00025843,0.94210221,0.59327178,0.39824504,1.84952794,2.23261078,0.00535268,0.87172285
-4.85942971,4.26473672,0.00025970,0.95903694,0.59426894,0.39826992,1.87330870,2.25790898,0.00512018,0.87200618
-4.85342671,4.29211929,0.00026063,0.97039881,0.59409907,0.39736914,1.88673417,2.27515751,0.00490661,0.87024831
-4.84742371,4.30247935,0.00026108,0.97598976,0.59261622,0.39546694,1.88948415,2.28377879,0.00471253,0.86619713
-4.84142071,4.29505689,0.00026092,0.97572032,0.58969648,0.39249804,1.88144139,2.28333391,0.00453791,0.85963724
-4.83541771,4.26940364,0.00026004,0.96961166,0.58524197,0.38841029,1.86269433,2.27353901,0.00438219,0.85039779
-4.82941471,4.22539969,0.00025834,0.95779410,0.57918398,0.38316695,1.83353340,2.25427644,0.00424432,0.83835906
-4.82341171,4.16325923,0.00025576,0.94050225,0.57148498,0.37674868,1.79444095,2.22560003,0.00412287,0.82345737
-4.81740870,4.08352514,0.00025224,0.91806693,0.56213946,0.36915500,1.74607524,2.18773431,0.00401611,0.80568823
-4.81140570,3.98705259,0.00024775,0.89090432,0.55117362,0.36040513,1.68924943,2.14106769,0.00392209,0.78510730
-4.80540270,3.87498267,0.00024230,0.85950280,0.53864380,0.35053821,1.62490627,2.08614000,0.00383868,0.76182935
-4.79939970,3.74870718,0.00023590,0.82440808,0.52463401,0.33961283,1.55408975,2.02362519,0.00376372,0.73602505
-4.79339670,3.60982644,0.00022859,0.78620717,0.50925251,0.32770596,1.47791484,1.95430999,0.00369499,0.70791603
-4.78739370,3.46010201,0.00022045,0.74551196,0.49262782,0.31491125,1.39753658,1.87906962,0.00363032,0.67776809
-4.78139070,3.30140657,0.00021155,0.70294293,0.47490432,0.30133685,1.31411962,1.79884190,0.00356766,0.64588333
-4.77538769,3.13567306,0.00020199,0.65911365,0.45623762,0.28710281,1.22880939,1.71460082,0.00350504,0.61259115
-4.76938469,2.96484529,0.00019189,0.61461654,0.43679015,0.27233818,1.14270589,1.62733079,0.00344070,0.57823885
-4.76338169,2.79083174,0.00018136,0.57001036,0.41672686,0.25717793,1.05684067,1.53800260,0.00337305,0.54318207
-4.75737869,2.61546424,0.00017052,0.52580972,0.39621151,0.24175984,0.97215791,1.44755201,0.00330075,0.50777552
-4.75137569,2.44046269,0.00015950,0.48247683,0.37540338,0.22622141,0.88949961,1.35686152,0.00322269,0.47236430
-4.74537269,2.26740664,0.00014842,0.44041559,0.35445474,0.21069700,0.80959532,1.26674586,0.00313801,0.43727615
-4.73936968,2.09771409,0.00013740,0.39996799,0.33350880,0.19531516,0.73305618,1.17794130,0.00304615,0.40281481
-4.73336668,1.93262758,0.00012655,0.36141275,0.31269843,0.18019629,0.66037316,1.09109884,0.00294680,0.36925469
-4.72736368,1.77320718,0.00011596,0.32496596,0.29214532,0.16545074,0.59191899,1.00678099,0.00283991,0.33683691
-4.72136068,1.62032981,0.00010572,0.29078345,0.27195970,0.15117723,0.52795342,0.92546184,0.00272573,0.30576666
-4.71535768,1.47469409,0.00009590,0.25896474,0.25224033,0.13746175,0.46863116,0.84752983,0.00260472,0.27621194
-4.70935468,1.33682962,0.00008657,0.22955800,0.23307483,0.12437684,0.41401184,0.77329284,0.00247758,0.24830352
-4.70335168,1.20710988,0.00007776,0.20256586,0.21454014,0.11198130,0.36407148,0.70298488,0.00234522,0.22213595
-4.69734867,1.08576754,0.00006951,0.17795180,0.19670306,0.10032030,0.31871484,0.63677385,0.00220868,0.19776953
-4.69134567,0.97291136,0.00006184,0.15564657,0.17962076,0.08942576,0.27778797,0.57476999,0.00206918,0.17523302
-4.68534267,0.86854379,0.00005476,0.13555471,0.16334136,0.07931708,0.24109070,0.51703440,0.00192799,0.15452687
-4.67933967,0.77257855,0.00004827,0.11756072,0.14790429,0.07000216,0.20838854,0.46358745,0.00178645,0.13562692
-4.67333667,0.68485765,0.00004236,0.10153473,0.13334074,0.06147853,0.17942364,0.41441672,0.00164591,0.11848824
-4.66733367,0.60516743,0.00003701,0.08733776,0.11967394,0.05373475,0.15392475,0.36948431,0.00150770,0.10304909
-4.66133067,0.53325334,0.00003220,0.07482616,0.10691953,0.04675186,0.13161591,0.32873345,0.00137307,0.08923489
-4.65532766,0.46883332,0.00002791,0.06385551,0.09508589,0.04050493,0.11222382,0.29209434,0.00124320,0.07696200
-4.64932466,0.41160974,0.00002411,0.05428376,0.08417454,0.03496464,0.09548399,0.25948923,0.00111917,0.06614131
-4.64332166,0.36127982,0.00002077,0.04597379,0.07418065,0.03009889,0.08114566,0.23083674,0.00100190,0.05668166
