energy_ev,total_up,Ir_p_up,Ir_d_up,Mg_p_up,Mg_d_up,N_s_up,N_p_up,S_s_up,S_p_up
-5.61580790,1.64250918,0.84206289,0.69777396,0.19153768,0.00000000,0.00089409,0.25986470,0.00331493,0.56347991
-5.60980490,1.59901040,0.82174128,0.66239057,0.21026785,0.00000000,0.00086493,0.25364360,0.00390877,0.55188935
-5.60380190,1.55961908,0.80154589,0.62834031,0.23223975,0.00000000,0.00086845,0.24765445,0.00457843,0.54128797
-5.59779890,1.52605951,0.78235565,0.59632107,0.25775099,0.00000000,0.00090421,0.24217053,0.00532643,0.53226689
-5.59179590,1.49995015,0.76503257,0.56697073,0.28706868,0.00000000,0.00097205,0.23745555,0.00615394,0.52539784
-5.58579290,1.48275377,0.75039387,0.54085212,0.32041660,0.00000000,0.00107207,0.23375520,0.00706056,0.52121400
-5.57978989,1.47573086,0.73918517,0.51844014,0.35796215,0.00000000,0.00120460,0.23128911,0.00804402,0.52019157
-5.57378689,1.47989793,0.73205561,0.50011163,0.39980361,0.00000000,0.00137015,0.23024349,0.00910004,0.52273236
-5.56778389,1.49599204,0.72953580,0.48613791,0.44595818,0.00000000,0.00156933,0.23076473,0.01022215,0.52914849
-5.56178089,1.52444264,0.73201943,0.47668020,0.49635142,0.00000000,0.00180279,0.23295417,0.01140159,0.53964930
-5.55577789,1.56535180,0.73974910,0.47178781,0.55080870,0.00000000,0.00207111,0.23686420,0.01262734,0.55433132
-5.54977489,1.61848354,0.75280695,0.47139922,0.60904912,0.00000000,0.00237471,0.24249588,0.01388616,0.57317153
-5.54377189,1.68326283,0.77111044,0.47534571,0.67068250,0.00000000,0.00271379,0.24979821,0.01516276,0.59602421
-5.53776888,1.75878458,0.79441345,0.48335752,0.73520981,0.00000000,0.00308818,0.25866900,0.01644008,0.62262173
-5.53176588,1.84383244,0.82231275,0.49507241,0.80202735,0.00000000,0.00349729,0.26895746,0.01769961,0.65257916
-5.52576288,1.93690729,0.85425969,0.51004614,0.87043485,0.00000000,0.00394005,0.28046836,0.01892185,0.68540291
-5.51975988,2.03626470,0.88957677,0.52776493,0.93964741,0.00000000,0.00441483,0.29296769,0.02008681,0.72050298
-5.51375688,2.13996048,0.92747862,0.54765930,1.00881130,0.00000000,0.00491941,0.30618967,0.02117457,0.75720860
-5.50775388,2.24590300,0.96709665,0.56911918,1.07702300,0.00000000,0.00545098,0.31984491,0.02216586,0.79478698
-5.50175088,2.35191092,1.00750679,0.59150985,1.14335115,0.00000000,0.00600611,0.33362935,0.02304268,0.83246427
-5.49574787,2.45577444,1.04775906,0.61418831,1.20686066,0.00000000,0.00658085,0.34723386,0.02378890,0.86944843
-5.48974487,2.55531819,1.08690835,0.63651968,1.26663806,0.00000000,0.00717072,0.36035404,0.02439076,0.90495290
-5.48374187,2.64846363,1.12404499,0.65789322,1.32181726,0.00000000,0.00777085,0.37269987,0.02483739,0.93822058
-5.47773887,2.73328888,1.15832424,0.67773753,1.37160472,0.00000000,0.00837604,0.38400502,0.02512115,0.96854696
-5.47173587,2.80808382,1.18899345,0.69553452,1.41530291,0.00000000,0.00898091,0.39403527,0.02523792,0.99530171
-5.46573287,2.87139840,1.21541604,0.71083163,1.45233124,0.00000000,0.00958002,0.40259582,0.02518724,1.01794793
-5.45972986,2.92208259,1.23709117,0.72325213,1.48224340,0.00000000,0.01016799,0.40953729,0.02497234,1.03605816
-5.45372686,2.95931618,1.25366858,0.73250300,1.50474056,0.00000000,0.01073962,0.41475995,0.02459997,1.04932670
-5.44772386,2.98262751,1.26495773,0.73838025,1.51967960,0.00000000,0.01129004,0.41821629,0.02408018,1.05757763
-5.44172086,2.99190043,1.27093112,0.74077145,1.52707620,0.00000000,0.01181479,0.41991161,0.02342597,1.06076820
-5.43571786,2.98736907,1.27172153,0.73965546,1.52710247,0.00000000,0.01230988,0.41990268,0.02265278,1.05898761
-5.42971486,2.96960088,1.26761326,0.73509941,1.52007935,0.00000000,0.01277189,0.41829455,0.02177796,1.05245097
-5.42371186,2.93946861,1.25902787,0.72725299,1.50646393,0.00000000,0.01319791,0.41523560,0.02082018,1.04148899
-5.41770885,2.89811232,1.24650484,0.71634034,1.48683231,0.00000000,0.01358564,0.41091108,0.01979883,1.02653367
-5.41170585,2.84689317,1.23067807,0.70264993,1.46185870,0.00000000,0.01393323,0.40553527,0.01873336,1.00810056
-5.40570285,2.78734071,1.21224916,0.68652276,1.43229165,0.00000000,0.01423934,0.39934281,0.01764270,0.98676853
-5.39969985,2.72109603,1.19195854,0.66833939,1.39892830,0.00000000,0.01450296,0.39257932,0.01654478,0.96315768
-5.39369685,2.64985285,1.17055569,0.64850633,1.36258783,0.00000000,0.01472338,0.38549178,0.01545599,0.93790640
-5.38769385,2.57529914,1.14876963,0.62744232,1.32408510,0.00000000,0.01490009,0.37831911,0.01439087,0.91164858
-5.38169085,2.49906123,1.12728085,0.60556506,1.28420551,0.00000000,0.01503265,0.37128324,0.01336180,0.88499169
-5.37568784,2.42265282,1.10669589,0.58327882,1.24368210,0.00000000,0.01512067,0.36458101,0.01237886,0.85849675
-5.36968484,2.34743057,1.08752538,0.56096344,1.20317561,0.00000000,0.01516372,0.35837727,0.01144972,0.83266084
-5.36368184,2.27455783,1.07016665,0.53896507,1.16325829,0.00000000,0.01516131,0.35279939,0.01057971,0.80790284
-5.35767884,2.20497777,1.05489117,0.51758895,1.12440189,0.00000000,0.01511291,0.34793343,0.00977191,0.78455280
-5.35167584,2.13939648,1.04183762,0.49709444,1.08697017,0.00000000,0.01501794,0.34382194,0.00902736,0.76284526
-5.34567284,2.07827645,1.03101044,0.47769227,1.05121604,0.00000000,0.01487586,0.34046374,0.00834528,0.74291674
-5.33966983,2.02184023,1.02228407,0.45954416,1.01728315,0.00000000,0.01468626,0.33781526,0.00772340,0.72480719
-5.33366683,1.97008375,1.01541235,0.44276454,0.98521178,0.00000000,0.01444893,0.33579381,0.00715824,0.70846537
-5.32766383,1.92279828,1.01004277,0.42742424,0.95494850,0.00000000,0.01416399,0.33428217,0.00664545,0.69375764
-5.32166083,1.87959978,1.00573482,0.41355576,0.92635905,0.00000000,0.01383204,0.33313470,0.00618014,0.68047981
-5.31565783,1.83996412,1.00198153,0.40115983,0.89924375,0.00000000,0.01345420,0.33218432,0.00575717,0.66837136
-5.30965483,1.80326637,0.99823331,0.39021284,0.87335463,0.00000000,0.01303226,0.33125044,0.00537142,0.65713139
-5.30365183,1.76882239,0.99392311,0.38067463,0.84841360,0.00000000,0.01256871,0.33014713,0.00501800,0.64643556
-5.29764882,1.73593072,0.98849163,0.37249631,0.82413070,0.00000000,0.01206683,0.32869153,0.00469250,0.63595333
-5.29164582,1.70391301,0.98141175,0.36562758,0.80022182,0.00000000,0.01153062,0.32671188,0.00439107,0.62536478
-5.28564282,1.67215135,0.97221109,0.36002326,0.77642510,0.00000000,0.01096483,0.32405507,0.00411054,0.61437623
-5.27963982,1.64012081,0.96049178,0.35564858,0.75251534,0.00000000,0.01037487,0.32059321,0.00384849,0.60273418
-5.27363682,1.60741604,0.94594671,0.35248317,0.72831607,0.00000000,0.00976670,0.31622914,0.00360323,0.59023702
-5.26763382,1.57377102,0.92837177,0.35052329,0.70370875,0.00000000,0.00914674,0.31090053,0.00337380,0.57674402
-5.26163082,1.53907122,0.90767350,0.34978254,0.67863890,0.00000000,0.00852168,0.30458255,0.00315992,0.56218146
-5.25562781,1.50335793,0.88387210,0.35029074,0.65311909,0.00000000,0.00789834,0.29728889,0.00296190,0.54654561
-5.24962481,1.46682488,0.85709982,0.35209136,0.62722871,0.00000000,0.00728351,0.28907130,0.00278054,0.52990264
-5.24362181,1.42980753,0.82759476,0.35523742,0.60111076,0.00000000,0.00668378,0.28001746,0.00261706,0.51238543
-5.23761881,1.39276571,0.79569076,0.35978639,0.57496582,0.00000000,0.00610540,0.27024754,0.00247294,0.49418770
-5.23161581,1.35626064,0.76180362,0.36579410,0.54904368,0.00000000,0.00555416,0.25990941,0.00234986,0.47555558
-5.22561281,1.32092754,0.72641463,0.37330839,0.52363294,0.00000000,0.00503524,0.24917293,0.00224952,0.45677715
-5.21960980,1.28744509,0.69005192,0.38236249,0.49904906,0.00000000,0.00455319,0.23822337,0.00217359,0.43817036
-5.21360680,1.25650330,0.65327067,0.39296892,0.47562156,0.00000000,0.00411182,0.22725432,0.00212359,0.42006995
-5.20760380,1.22877120,0.61663290,0.40511390,0.45368064,0.00000000,0.00371422,0.21646053,0.00210080,0.40281382
-5.20160080,1.20486568,0.58068771,0.41875297,0.43354402,0.00000000,0.00336274,0.20603064,0.00210614,0.38672941
-5.19559780,1.18532302,0.54595273,0.43380787,0.41550427,0.00000000,0.00305904,0.19614048,0.00214019,0.37212067
-5.18959480,1.17057400,0.51289745,0.45016496,0.39981724,0.00000000,0.00280413,0.18694682,0.00220302,0.35925611
-5.18359180,1.16092390,0.48192903,0.46767535,0.38669200,0.00000000,0.00259843,0.17858211,0.00229424,0.34835827
-5.17758879,1.15653776,0.45338099,0.48615681,0.37628254,0.00000000,0.00244186,0.17115018,0.00241292,0.33959511
-5.17158579,1.15743170,0.42750506,0.50539729,0.36868156,0.00000000,0.00233395,0.16472310,0.00255756,0.33307349
-5.16558279,1.16347040,0.40446644,0.52516012,0.36391652,0.00000000,0.00227389,0.15933936,0.00272616,0.32883508
-5.15957979,1.17437073,0.38434235,0.54519052,0.36194807,0.00000000,0.00226067,0.15500332,0.00291616,0.32685460
-5.15357679,1.18971119,0.36712392,0.56522317,0.36267076,0.00000000,0.00229314,0.15168588,0.00312451,0.32704068
-5.14757379,1.20894683,0.35272096,0.58499064,0.36591618,0.00000000,0.00237011,0.14932648,0.00334772,0.32923903
-5.14157079,1.23142870,0.34096951,0.60423208,0.37145807,0.00000000,0.00249043,0.14783615,0.00358194,0.33323787
-5.13556778,1.25642710,0.33164160,0.62270201,0.37901946,0.00000000,0.00265304,0.14710149,0.00382303,0.33877541
-5.12956478,1.28315761,0.32445677,0.64017863,0.38828133,0.00000000,0.00285705,0.14698953,0.00406664,0.34554897
-5.12356178,1.31080872,0.31909481,0.65647139,0.39889256,0.00000000,0.00310177,0.14735308,0.00430838,0.35322552
-5.11755878,1.33856995,0.31520924,0.67142742,0.41048073,0.00000000,0.00338673,0.14803648,0.00454387,0.36145300
-5.11155578,1.36565932,0.31244098,0.68493652,0.42266338,0.00000000,0.00371173,0.14888148,0.00476893,0.36987228
-5.10555278,1.39134910,0.31043153,0.69693458,0.43505927,0.00000000,0.00407682,0.14973301,0.00497967,0.37812900
-5.09954977,1.41498881,0.30883548,0.70740507,0.44729927,0.00000000,0.00448226,0.15044457,0.00517260,0.38588513
-5.09354677,1.43602456,0.30733169,0.71637877,0.45903644,0.00000000,0.00492855,0.15088321,0.00534478,0.39282954
-5.08754377,1.45401423,0.30563288,0.72393158,0.46995506,0.00000000,0.00541635,0.15093370,0.00549388,0.39868745
-5.08154077,1.46863767,0.30349338,0.73018046,0.47977816,0.00000000,0.00594641,0.15050190,0.00561827,0.40322835
-5.07553777,1.47970206,0.30071481,0.73527791,0.48827346,0.00000000,0.00651952,0.14951718,0.00571710,0.40627202
-5.06953477,1.48714198,0.29714971,0.73940494,0.49525763,0.00000000,0.00713640,0.14793390,0.00579028,0.40769272
-5.06353177,1.49101473,0.29270301,0.74276296,0.50059856,0.00000000,0.00779762,0.14573176,0.00583852,0.40742126
-5.05752876,1.49149103,0.28733144,0.74556502,0.50421605,0.00000000,0.00850344,0.14291529,0.00586329,0.40544509
-5.05152576,1.48884191,0.28104120,0.74802661,0.50608067,0.00000000,0.00925374,0.13951235,0.00586677,0.40180645
-5.04552276,1.48342238,0.27388394,0.75035650,0.50621120,0.00000000,0.01004787,0.13557193,0.00585179,0.39659873
-5.03951976,1.47565290,0.26595142,0.75274805,0.50467081,0.00000000,0.01088449,0.13116121,0.00582170,0.38996141
-5.03351676,1.46599952,0.25736924,0.75537127,0.50156216,0.00000000,0.01176151,0.12636217,0.00578032,0.38207370
-5.02751376,1.45495367,0.24828985,0.75836606,0.49702195,0.00000000,0.01267593,0.12126792,0.00573174,0.37314731
-5.02151076,1.44301249,0.23888524,0.76183681,0.49121486,0.00000000,0.01362378,0.11597884,0.00568026,0.36341870
-5.01550775,1.43066066,0.22933971,0.76584866,0.48432757,0.00000000,0.01460001,0.11059878,0.00563022,0.35314109
-5.00950475,1.41835428,0.21984284,0.77042552,0.47656268,0.00000000,0.01559847,0.10523149,0.00558591,0.34257651
-5.00350175,1.40650748,0.21058300,0.77554989,0.46813309,0.00000000,0.01661190,0.09997727,0.00555143,0.33198831
-4.99749875,1.39548207,0.20174162,0.78116441,0.45925672,0.00000000,0.01763195,0.09493013,0.00553059,0.32163415
-4.99149575,1.38558027,0.19348822,0.78717515,0.45015180,0.00000000,0.01864924,0.09017542,0.00552685,0.31175980
-4.98549275,1.37704075,0.18597639,0.79345626,0.44103271,0.00000000,0.01965350,0.08578794,0.00554321,0.30259375
-4.97948974,1.37003739,0.17934057,0.79985580,0.43210628,0.00000000,0.02063366,0.08183067,0.00558219,0.29434271
-4.97348674,1.36468074,0.17369383,0.80620244,0.42356862,0.00000000,0.02157811,0.07835392,0.00564579,0.28718803
-4.96748374,1.36102133,0.16912626,0.81231263,0.41560223,0.00000000,0.02247490,0.07539503,0.00573542,0.28128284
-4.96148074,1.35905457,0.16570417,0.81799788,0.40837343,0.00000000,0.02331199,0.07297839,0.00585197,0.27675007
-4.95547774,1.35872637,0.16346967,0.82307176,0.40202985,0.00000000,0.02407753,0.07111585,0.00599572,0.27368098
-4.94947474,1.35993905,0.16244083,0.82735630,0.39669802,0.00000000,0.02476018,0.06980735,0.00616641,0.27213430
-4.94347174,1.36255702,0.16261203,0.83068755,0.39248094,0.00000000,0.02534938,0.06904172,0.00636323,0.27213575
-4.93746873,1.36641167,0.16395455,0.83291991,0.38945564,0.00000000,0.02583563,0.06879759,0.00658481,0.27367792
-4.93146573,1.37130542,0.16641735,0.83392924,0.38767078,0.00000000,0.02621081,0.06904437,0.00682926,0.27672050
-4.92546273,1.37701461,0.16992794,0.83361462,0.38714430,0.00000000,0.02646836,0.06974317,0.00709417,0.28119070
-4.91945973,1.38329137,0.17439336,0.83189878,0.38786138,0.00000000,0.02660351,0.07084780,0.00737663,0.28698406
-4.91345673,1.38986462,0.17970135,0.82872724,0.38977280,0.00000000,0.02661339,0.07230565,0.00767324,0.29396554
-4.90745373,1.39644050,0.18572173,0.82406643,0.39279384,0.00000000,0.02649717,0.07405864,0.00798014,0.30197108
-4.90145073,1.40270266,0.19230799,0.81790108,0.39680406,0.00000000,0.02625607,0.07604408,0.00829302,0.31080962
-4.89544772,1.40831286,0.19929930,0.81023089,0.40164805,0.00000000,0.02589330,0.07819563,0.00860719,0.32026576
-4.88944472,1.41291234,0.20652288,0.80106715,0.40713728,0.00000000,0.02541401,0.08044424,0.00891758,0.33010307
-4.88344172,1.41612444,0.21379680,0.79042935,0.41305328,0.00000000,0.02482511,0.08271923,0.00921885,0.34006809
-4.87743872,1.41755873,0.22093332,0.77834221,0.41915210,0.00000000,0.02413508,0.08494941,0.00950544,0.34989514
-4.87143572,1.41681702,0.22774256,0.76483324,0.42516998,0.00000000,0.02335377,0.08706426,0.00977168,0.35931179
-4.86543272,1.41350122,0.23403665,0.74993122,0.43083031,0.00000000,0.02249205,0.08899530,0.01001193,0.36804497
-4.85942971,1.40722296,0.23963415,0.73366546,0.43585146,0.00000000,0.02156159,0.09067746,0.01022063,0.37582753
-4.85342671,1.39761482,0.24436457,0.71606615,0.43995536,0.00000000,0.02057455,0.09205045,0.01039254,0.38240518
-4.84742371,1.38434261,0.24807293,0.69716546,0.44287647,0.00000000,0.01954326,0.09306022,0.01052280,0.38754342
-4.84142071,1.36711823,0.25062413,0.67699953,0.44437073,0.00000000,0.01847998,0.09366027,0.01060713,0.39103428
-4.83541771,1.34571240,0.25190692,0.65561097,0.44422412,0.00000000,0.01739663,0.09381287,0.01064196,0.39270257
-4.82941471,1.31996656,0.25183724,0.63305176,0.44226045,0.00000000,0.01630455,0.09349010,0.01062453,0.39241136
-4.82341171,1.28980317,0.25036089,0.60938620,0.43834795,0.00000000,0.01521434,0.09267463,0.01055305,0.39006639
-4.81740870,1.25523379,0.24745520,0.58469364,0.43240438,0.00000000,0.01413572,0.09136020,0.01042675,0.38561923
-4.81140570,1.21636429,0.24312978,0.55907075,0.42440033,0.00000000,0.01307737,0.08955182,0.01024594,0.37906894
-4.80540270,1.17339683,0.23742612,0.53263309,0.41436074,0.00000000,0.01204695,0.08726555,0.01001202,0.37046218
-4.79939970,1.12662822,0.23041619,0.50551576,0.40236419,0.00000000,0.01105098,0.08452798,0.00972750,0.35989174
-4.79339670,1.07644476,0.22219994,0.47787304,0.38854042,0.00000000,0.01009491,0.08137532,0.00939588,0.34749344
-4.78739370,1.02331348,0.21290193,0.44987698,0.37306587,0.00000000,0.00918311,0.07785225,0.00902163,0.33344164
-4.78139070,0.96777036,0.20266720,0.42171488,0.35615763,0.00000000,0.00831892,0.07401044,0.00861001,0.31794353
-4.77538769,0.91040584,0.19165648,0.39358589,0.33806601,0.00000000,0.00750477,0.06990689,0.00816694,0.30123233
-4.76938469,0.85184831,0.18004111,0.36569677,0.31906615,0.00000000,0.00674220,0.06560218,0.00769884,0.28355990
-4.76338169,0.79274643,0.16799778,0.33825707,0.29944897,0.00000000,0.00603198,0.06115862,0.00721241,0.26518892
-4.75737869,0.73375093,0.15570330,0.31147394,0.27951196,0.00000000,0.00537418,0.05663845,0.00671449,0.24638509
-4.75137569,0.67549679,0.14332971,0.28554692,0.25955007,0.00000000,0.00476827,0.05210214,0.00621182,0.22740954
-4.74537269,0.61858652,0.13103985,0.26066280,0.23984719,0.00000000,0.00421324,0.04760682,0.00571091,0.20851197
-4.73936968,0.56357516,0.11898357,0.23699103,0.22066848,0.00000000,0.00370759,0.04320498,0.00521783,0.18992442
-4.73336668,0.51095767,0.10729461,0.21467960,0.20225372,0.00000000,0.00324952,0.03894337,0.00473813,0.17185631
-4.72736368,0.46115898,0.09608839,0.19385188,0.18481204,0.00000000,0.00283691,0.03486222,0.00427668,0.15449041
-4.72136068,0.41452703,0.08546058,0.17460429,0.16851794,0.00000000,0.00246742,0.03099475,0.00383763,0.13798023
-4.71535768,0.37132885,0.07548647,0.15700497,0.15350888,0.00000000,0.00213856,0.02736693,0.00342433,0.12244851
-4.70935468,0.33174971,0.06622120,0.14109360,0.13988417,0.00000000,0.00184770,0.02399753,0.00303934,0.10798697
-4.70335168,0.29589499,0.05770053,0.12688202,0.12770522,0.00000000,0.00159216,0.02089844,0.00268440,0.09465710
-4.69734867,0.26379469,0.04994237,0.11435595,0.11699709,0.00000000,0.00136923,0.01807512,0.00236049,0.08249189
-4.69134567,0.23541005,0.04294859,0.10347747,0.10775100,0.00000000,0.00117621,0.01552731,0.00206792,0.07149832
-4.68534267,0.21064192,0.03670729,0.09418817,0.09992776,0.00000000,0.00101046,0.01324973,0.00180632,0.06166040
-4.67933967,0.18934041,0.03119523,0.08641293,0.09346193,0.00000000,0.00086942,0.01123299,0.00157481,0.05294268
-4.67333667,0.17131539,0.02638032,0.08006405,0.08826641,0.00000000,0.00075062,0.00946440,0.00137202,0.04529385
-4.66733367,0.15634735,0.02222408,0.07504558,0.08423739,0.00000000,0.00065174,0.00792889,0.00119627,0.03865045
-4.66133067,0.14419832,0.01868406,0.07125786,0.08125940,0.00000000,0.00057062,0.00660979,0.00104560,0.03294046
-4.65532766,0.13462234,0.01571600,0.06860181,0.07921039,0.00000000,0.00050527,0.00548960,0.00091788,0.02808666
-4.64932466,0.12737533,0.01327571,0.06698317,0.07796651,0.00000000,0.00045388,0.00455068,0.00081093,0.02400963
-4.64332166,0.12222396,0.01132077,0.06631630,0.07740675,0.00000000,0.00041485,0.00377583,0.00072257,0.02063044
