energy_ev,total_up,Hf_p_up,Hf_d_up,N_s_up,N_p_up,Te_p_up,Te_d_up,V_p_up,V_d_up
-5.78389195,2.00337939,1.19636392,0.37690387,0.02203489,0.26501372,1.17154725,0.00000000,0.60007858,0.37311877
-5.77788894,2.06117667,1.22907720,0.38808829,0.02283798,0.27497223,1.20087430,0.00000000,0.61313386,0.38297744
-5.77188594,2.11085825,1.25877589,0.39810040,0.02354670,0.28488241,1.22389784,0.00000000,0.62286092,0.39074925
-5.76588294,2.15172614,1.28508288,0.40680752,0.02415567,0.29461387,1.24027294,0.00000000,0.62917232,0.39628471
-5.75987994,2.18331333,1.30773178,0.41411374,0.02466230,0.30405341,1.24981165,0.00000000,0.63206127,0.39948668
-5.75387694,2.20539602,1.32657109,0.41996197,0.02506683,0.31310781,1.25248839,0.00000000,0.63160102,0.40031353
-5.74787394,2.21799671,1.34156328,0.42433439,0.02537222,0.32170549,1.24843972,0.00000000,0.62794144,0.39878060
-5.74187094,2.22137799,1.35277926,0.42725138,0.02558395,0.32979720,1.23795834,0.00000000,0.62130275,0.39495970
-5.73586793,2.21602809,1.36038883,0.42876910,0.02570964,0.33735574,1.22148178,0.00000000,0.61196695,0.38897672
-5.72986493,2.20263882,1.36464800,0.42897593,0.02575871,0.34437482,1.19957642,0.00000000,0.60026724,0.38100767
-5.72386193,2.18207763,1.36588413,0.42798795,0.02574174,0.35086735,1.17291772,0.00000000,0.58657605,0.37127312
-5.71785893,2.15535548,1.36448001,0.42594399,0.02567003,0.35686334,1.14226758,0.00000000,0.57129226,0.36003154
-5.71185593,2.12359213,1.36085799,0.42300033,0.02555492,0.36240761,1.10845003,0.00000000,0.55482816,0.34757166
-5.70585293,2.08798102,1.35546521,0.41932556,0.02540727,0.36755761,1.07232642,0.00000000,0.53759687,0.33420440
-5.69984992,2.04975522,1.34876067,0.41509576,0.02523690,0.37238144,1.03477109,0.00000000,0.52000073,0.32025452
-5.69384692,2.01015609,1.34120492,0.41049022,0.02505216,0.37695633,0.99664864,0.00000000,0.50242106,0.30605245
-5.68784392,1.97040580,1.33325275,0.40568799,0.02485954,0.38136756,0.95879361,0.00000000,0.48520978,0.29192654
-5.68184092,1.93168446,1.32534879,0.40086508,0.02466343,0.38570793,0.92199311,0.00000000,0.46868304,0.27819593
-5.67583792,1.89511224,1.31792611,0.39619263,0.02446598,0.39007760,0.88697288,0.00000000,0.45311694,0.26516423
-5.66983492,1.86173640,1.31140707,0.39183559,0.02426716,0.39458436,0.85438684,0.00000000,0.43874545,0.25311416
-5.66383192,1.83252274,1.30620590,0.38795218,0.02406485,0.39934391,0.82481012,0.00000000,0.42576018,0.24230307
-5.65782891,1.80835066,1.30273201,0.38469347,0.02385511,0.40448012,0.79873527,0.00000000,0.41431187,0.23295945
-5.65182591,1.79001081,1.30139316,0.38220330,0.02363253,0.41012490,0.77657107,0.00000000,0.40451325,0.22528026
-5.64582291,1.77820415,1.30259744,0.38061796,0.02339067,0.41641752,0.75864364,0.00000000,0.39644272,0.21942901
-5.63981991,1.77354125,1.30675315,0.38006559,0.02312253,0.42350307,0.74519892,0.00000000,0.39014877,0.21553447
-5.63381691,1.77654080,1.31426588,0.38066511,0.02282103,0.43152990,0.73640613,0.00000000,0.38565428,0.21368991
-5.62781391,1.78762643,1.32553230,0.38252453,0.02247949,0.44064602,0.73236164,0.00000000,0.38296078,0.21395273
-5.62181091,1.80712140,1.34093027,0.38573857,0.02209209,0.45099434,0.73309262,0.00000000,0.38205210,0.21634435
-5.61580790,1.83524088,1.36080562,0.39038573,0.02165424,0.46270694,0.73856035,0.00000000,0.38289723,0.22085051
-5.60980490,1.87208211,1.38545576,0.39652479,0.02116286,0.47589842,0.74866295,0.00000000,0.38545237,0.22742174
-5.60380190,1.91761297,1.41511107,0.40419111,0.02061660,0.49065876,0.76323742,0.00000000,0.38966206,0.23597413
-5.59779890,1.97165999,1.44991492,0.41339272,0.02001592,0.50704597,0.78206137,0.00000000,0.39545948,0.24639053
-5.59179590,2.03389680,1.48990369,0.42410684,0.01936308,0.52507900,0.80485436,0.00000000,0.40276603,0.25852223
-5.58579290,2.10383452,1.53498800,0.43627677,0.01866207,0.54473132,0.83127954,0.00000000,0.41149046,0.27219108
-5.57978989,2.18081547,1.58493674,0.44980981,0.01791837,0.56592576,0.86094575,0.00000000,0.42152775,0.28719242
-5.57378689,2.26401134,1.63936510,0.46457619,0.01713876,0.58853088,0.89341057,0.00000000,0.43275795,0.30329868
-5.56778389,2.35242724,1.69772783,0.48040951,0.01633093,0.61235949,0.92818460,0.00000000,0.44504546,0.32026374
-5.56178089,2.44491220,1.75931885,0.49710858,0.01550325,0.63716937,0.96473737,0.00000000,0.45823863,0.33782813
-5.55577789,2.54017666,1.82327765,0.51444095,0.01466434,0.66266655,1.00250491,0.00000000,0.47217025,0.35572495
-5.54977489,2.63681708,1.88860291,0.53214801,0.01382277,0.68851113,1.04089901,0.00000000,0.48665872,0.37368640
-5.54377189,2.73334705,1.95417315,0.54995144,0.01298679,0.71432556,1.07931818,0.00000000,0.50151027,0.39145071
-5.53776888,2.82823403,2.01877399,0.56756100,0.01216403,0.73970507,1.11715988,0.00000000,0.51652196,0.40876942
-5.53176588,2.91994061,2.08113098,0.58468316,0.01136131,0.76422997,1.15383374,0.00000000,0.53148554,0.42541450
-5.52576288,3.00696836,2.13994678,0.60103031,0.01058449,0.78747930,1.18877531,0.00000000,0.54619200,0.44118518
-5.51975988,3.08790265,2.19394130,0.61633012,0.00983838,0.80904511,1.22145974,0.00000000,0.56043666,0.45591418
-5.51375688,3.16145624,2.24189288,0.63033455,0.00912673,0.82854696,1.25141485,0.00000000,0.57402443,0.46947294
-5.50775388,3.22650984,2.28267880,0.64282828,0.00845221,0.84564570,1.27823306,0.00000000,0.58677529,0.48177569
-5.50175088,3.28214757,2.31531337,0.65363593,0.00781652,0.86005612,1.30158160,0.00000000,0.59852943,0.49278206
-5.49574787,3.32768579,2.33898179,0.66262787,0.00722045,0.87155763,1.32121070,0.00000000,0.60915201,0.50249806
-5.48974487,3.36269390,2.35306843,0.66972444,0.00666403,0.88000272,1.33695925,0.00000000,0.61853736,0.51097540
-5.48374187,3.38700629,2.35717822,0.67489813,0.00614667,0.88532251,1.34875790,0.00000000,0.62661224,0.51830899
-5.47773887,3.40072474,2.35115039,0.67817398,0.00566727,0.88752943,1.35662934,0.00000000,0.63333825,0.52463281
-5.47173587,3.40421151,2.33506398,0.67962788,0.00522438,0.88671667,1.36068597,0.00000000,0.63871314,0.53011423
-5.46573287,3.39807323,2.30923521,0.67938317,0.00481631,0.88305460,1.36112483,0.00000000,0.64277099,0.53494693
-5.45972986,3.38313662,2.27420681,0.67760544,0.00444127,0.87678440,1.35822038,0.00000000,0.64558126,0.53934277
-5.45372686,3.36041710,2.23073018,0.67449599,0.00409738,0.86820896,1.35231507,0.00000000,0.64724681,0.54352294
-5.44772386,3.33108170,2.17974121,0.67028415,0.00378281,0.85768192,1.34380826,0.00000000,0.64790071,0.54770863
-5.44172086,3.29640794,2.12233100,0.66521881,0.00349578,0.84559493,1.33314390,0.00000000,0.64770221,0.55211170
-5.43571786,3.25774025,2.05971287,0.65955950,0.00323460,0.83236401,1.32079720,0.00000000,0.64683180,0.55692568
-5.42971486,3.21644590,1.99318700,0.65356747,0.00299767,0.81841551,1.30726088,0.00000000,0.64548557,0.56231747
-5.42371186,3.17387177,1.92410431,0.64749687,0.00278348,0.80417221,1.29303126,0.00000000,0.64386901,0.56842003
-5.41770885,3.13130374,1.85383075,0.64158668,0.00259057,0.79004012,1.27859460,0.00000000,0.64219043,0.57532635
-5.41170585,3.08992990,1.78371336,0.63605333,0.00241758,0.77639651,1.26441411,0.00000000,0.64065423,0.58308498
-5.40570285,3.05080869,1.71504905,0.63108445,0.00226314,0.76357950,1.25091783,0.00000000,0.63945421,0.59169719
-5.39969985,3.01484281,1.64905709,0.62683380,0.00212594,0.75187947,1.23848768,0.00000000,0.63876711,0.60111597
-5.39369685,2.98275958,1.58685565,0.62341761,0.00200466,0.74153264,1.22745011,0.00000000,0.63874670,0.61124671
-5.38769385,2.95509788,1.52944302,0.62091227,0.00189797,0.73271667,1.21806839,0.00000000,0.63951846,0.62194973
-5.38169085,2.93220193,1.47768340,0.61935350,0.00180458,0.72554855,1.21053682,0.00000000,0.64117529,0.63304444
-5.37568784,2.91422163,1.43229738,0.61873686,0.00172319,0.72008451,1.20497703,0.00000000,0.64377427,0.64431487
-5.36968484,2.90111914,1.39385673,0.61901962,0.00165251,0.71632184,1.20143648,0.00000000,0.64733460,0.65551656
-5.36368184,2.89268113,1.36278314,0.62012382,0.00159131,0.71420249,1.19988917,0.00000000,0.65183703,0.66638433
-5.35767884,2.88853600,1.33935053,0.62194041,0.00153844,0.71361814,1.20023868,0.00000000,0.65722459,0.67664080
-5.35167584,2.88817531,1.32369017,0.62433423,0.00149279,0.71441652,1.20232321,0.00000000,0.66340481,0.68600523
-5.34567284,2.89097846,1.31579834,0.62714968,0.00145339,0.71640871,1.20592285,0.00000000,0.67025329,0.69420240
-5.33966983,2.89623969,1.31554566,0.63021693,0.00141938,0.71937706,1.21076842,0.00000000,0.67761851,0.70097130
-5.33366683,2.90319653,1.32268784,0.63335830,0.00139004,0.72308368,1.21655194,0.00000000,0.68532773,0.70607317
-5.32766383,2.91105853,1.33687716,0.63639472,0.00136480,0.72727903,1.22293814,0.00000000,0.69319370,0.70929875
-5.32166083,2.91903562,1.35767453,0.63915203,0.00134323,0.73171059,1.22957673,0.00000000,0.70102198,0.71047459
-5.31565783,2.92636497,1.38456155,0.64146683,0.00132504,0.73613119,1.23611482,0.00000000,0.70861845,0.70946799
-5.30965483,2.93233585,1.41695259,0.64319182,0.00131009,0.74030705,1.24220926,0.00000000,0.71579689,0.70619072
-5.30365183,2.93631156,1.45420658,0.64420039,0.00129835,0.74402520,1.24753820,0.00000000,0.72238608,0.70060129
-5.29764882,2.93774816,1.49563852,0.64439039,0.00128987,0.74710019,1.25181159,0.00000000,0.72823633,0.69270583
-5.29164582,2.93620940,1.54053070,0.64368690,0.00128481,0.74937993,1.25478031,0.00000000,0.73322508,0.68255756
-5.28564282,2.93137771,1.58814355,0.64204403,0.00128333,0.75075058,1.25624347,0.00000000,0.73726141,0.67025499
-5.27963982,2.92306112,1.63772643,0.63944572,0.00128566,0.75114033,1.25605385,0.00000000,0.74028933,0.65593892
-5.27363682,2.91119619,1.68852815,0.63590555,0.00129200,0.75052198,1.25412127,0.00000000,0.74228966,0.63978846
-5.26763382,2.89584699,1.73980756,0.63146562,0.00130253,0.74891433,1.25041397,0.00000000,0.74328070,0.62201621
-5.26163082,2.87720064,1.79084403,0.62619459,0.00131742,0.74638215,1.24495804,0.00000000,0.74331750,0.60286279
-5.25562781,2.85555952,1.84094802,0.62018504,0.00133677,0.74303490,1.23783511,0.00000000,0.74249002,0.58259101
-5.24962481,2.83133075,1.88947151,0.61355020,0.00136067,0.73902398,1.22917852,0.00000000,0.74092027,0.56147973
-5.24362181,2.80501342,1.93581834,0.60642036,0.00138916,0.73453874,1.21916828,0.00000000,0.73875852,0.53981775
-5.23761881,2.77718393,1.97945411,0.59893886,0.00142227,0.72980115,1.20802508,0.00000000,0.73617897,0.51789790
-5.23161581,2.74848002,2.01991548,0.59125803,0.00146005,0.72505934,1.19600381,0.00000000,0.73337486,0.49601130
-5.22561281,2.71958393,2.05681852,0.58353515,0.00150260,0.72058001,1.18338658,0.00000000,0.73055340,0.47444223
-5.21960980,2.69120500,2.08986571,0.57592840,0.00155007,0.71664010,1.17047589,0.00000000,0.72793056,0.45346339
-5.21360680,2.66406224,2.11885126,0.56859312,0.00160275,0.71351770,1.15758779,0.00000000,0.72572587,0.43333186
-5.20760380,2.63886694,2.14366431,0.56167828,0.00166107,0.71148257,1.14504534,0.00000000,0.72415744,0.41428565
-5.20160080,2.61630586,2.16428966,0.55532322,0.00172565,0.71078666,1.13317246,0.00000000,0.72343710,0.39654100
-5.19559780,2.59702494,2.18080584,0.54965481,0.00179733,0.71165465,1.12228808,0.00000000,0.72376581,0.38029019
-5.18959480,2.58161400,2.19338020,0.54478493,0.00187716,0.71427512,1.11270070,0.00000000,0.72532939,0.36570008
-5.18359180,2.57059238,2.20226112,0.54080827,0.00196645,0.71879251,1.10470318,0.00000000,0.72829438,0.35291119
-5.17758879,2.56439594,2.20776732,0.53780050,0.00206671,0.72530029,1.09856769,0.00000000,0.73280423,0.34203718
-5.17158579,2.56336542,2.21027460,0.53581681,0.00217968,0.73383543,1.09454087,0.00000000,0.73897568,0.33316485
-5.16558279,2.56773651,2.21020041,0.53489078,0.00230725,0.74437477,1.09283897,0.00000000,0.74689540,0.32635443
-5.15957979,2.57763180,2.20798679,0.53503354,0.00245141,0.75683310,1.09364306,0.00000000,0.75661682,0.32164011
-5.15357679,2.59305481,2.20408236,0.53623337,0.00261420,0.77106337,1.09709421,0.00000000,0.76815725,0.31903078
-5.14757379,2.61388637,2.19892420,0.53845550,0.00279755,0.78685900,1.10328885,0.00000000,0.78149538,0.31851087
-5.14157079,2.63988351,2.19292035,0.54164247,0.00300328,0.80395817,1.11227427,0.00000000,0.79656915,0.32004129
-5.13556778,2.67068104,2.18643379,0.54571467,0.00323290,0.82205013,1.12404448,0.00000000,0.81327422,0.32356037
-5.12956478,2.70579591,2.17976867,0.55057137,0.00348753,0.84078328,1.13853672,0.00000000,0.83146303,0.32898490
-5.12356178,2.74463443,2.17315947,0.55609213,0.00376780,0.85977465,1.15562864,0.00000000,0.85094466,0.33621110
-5.11755878,2.78650225,2.16676364,0.56213854,0.00407372,0.87862057,1.17513671,0.00000000,0.87148569,0.34511570
-5.11155578,2.83061708,2.16065802,0.56855641,0.00440458,0.89690809,1.19681577,0.00000000,0.89281199,0.35555716
-5.10555278,2.87612384,2.15483935,0.57517830,0.00475891,0.91422668,1.22036028,0.00000000,0.91461174,0.36737688
-5.09954977,2.92211213,2.14922867,0.58182635,0.00513443,0.93017986,1.24540721,0.00000000,0.93653967,0.38040070
-5.09354677,2.96763542,2.14367954,0.58831549,0.00552796,0.94439623,1.27154089,0.00000000,0.95822249,0.39444061
-5.08754377,3.01173178,2.13798961,0.59445688,0.00593554,0.95653964,1.29829979,0.00000000,0.97926569,0.40929670
-5.08154077,3.05344551,2.13191482,0.60006157,0.00635240,0.96631806,1.32518528,0.00000000,0.99926140,0.42475946
-5.07553777,3.09184924,2.12518576,0.60494431,0.00677307,0.97349093,1.35167213,0.00000000,1.01779737,0.44061237
-5.06953477,3.12606583,2.11752503,0.60892746,0.00719152,0.97787480,1.37722077,0.00000000,1.03446678,0.45663484
-5.06353177,3.15528958,2.10866510,0.61184500,0.00760127,0.97934712,1.40129067,0.00000000,1.04887869,0.47260539
-5.05752876,3.17880610,2.09836534,0.61354630,0.00799561,0.97784813,1.42335471,0.00000000,1.06066877,0.48830508
-5.05152576,3.19601025,2.08642775,0.61389994,0.00836779,0.97338103,1.44291385,0.00000000,1.06950997,0.50352106
-5.04552276,3.20642161,2.07271029,0.61279717,0.00871122,0.96601028,1.45951167,0.00000000,1.07512276,0.51805011
-5.03951976,3.20969685,2.05713728,0.61015500,0.00901968,0.95585847,1.47274805,0.00000000,1.07728455,0.53170217
-5.03351676,3.20563864,2.03970627,0.60591888,0.00928756,0.94310167,1.48229154,0.00000000,1.07583779,0.54430352
-5.02751376,3.19420058,2.02049106,0.60006481,0.00951004,0.92796372,1.48788971,0.00000000,1.07069650,0.55569967
-5.02151076,3.17548801,1.99964057,0.59260073,0.00968326,0.91070947,1.48937715,0.00000000,1.06185081,0.56575775
-5.01550775,3.14975435,1.97737369,0.58356717,0.00980443,0.89163741,1.48668051,0.00000000,1.04936926,0.57436828
-5.00950475,3.11739319,1.95397033,0.57303709,0.00987199,0.87107163,1.47982051,0.00000000,1.03339871,0.58144635
-5.00350175,3.07892607,1.92975901,0.56111474,0.00988559,0.84935359,1.46891068,0.00000000,1.01416176,0.58693209
-4.99749875,3.03498653,1.90510164,0.54793377,0.00984615,0.82683373,1.45415287,0.00000000,0.99195173,0.59079047
-4.99149575,2.98630075,1.88037633,0.53365428,0.00975579,0.80386310,1.43582981,0.00000000,0.96712536,0.59301054
-4.98549275,2.93366563,1.85595890,0.51845925,0.00961775,0.78078534,1.41429497,0.00000000,0.94009345,0.59360406
-4.97948974,2.87792508,1.83220428,0.50255007,0.00943623,0.75792893,1.38996031,0.00000000,0.91130992,0.59260381
-4.97348674,2.81994539,1.80942863,0.48614162,0.00921629,0.73560013,1.36328239,0.00000000,0.88125953,0.59006156
-4.96748374,2.76059084,1.78789314,0.46945686,0.00896358,0.71407655,1.33474766,0.00000000,0.85044497,0.58604597
-4.96148074,2.70070032,1.76779051,0.45272130,0.00868421,0.69360172,1.30485744,0.00000000,0.81937369,0.58064041
-4.95547774,2.64106607,1.74923466,0.43615734,0.00838444,0.67438055,1.27411334,0.00000000,0.78854500,0.57394104
-4.94947474,2.58241521,1.73225445,0.41997886,0.00807055,0.65657600,1.24300377,0.00000000,0.75843806,0.56605492
-4.94347174,2.52539477,1.71679166,0.40438628,0.00774857,0.64030700,1.21199189,0.00000000,0.72950092,0.55709853
-4.93746873,2.47056068,1.70270330,0.38956199,0.00742414,0.62564760,1.18150552,0.00000000,0.70214118,0.54719651
-4.93146573,2.41837084,1.68976842,0.37566668,0.00710231,0.61262746,1.15192927,0.00000000,0.67671839,0.53648058
-4.92546273,2.36918234,1.67769873,0.36283637,0.00678745,0.60123357,1.12359880,0.00000000,0.65353838,0.52508868
-4.91945973,2.32325245,1.66615273,0.35118027,0.00648313,0.59141327,1.09679744,0.00000000,0.63284941,0.51316421
-4.91345673,2.28074312,1.65475252,0.34077964,0.00619207,0.58307818,1.07175472,0.00000000,0.61484031,0.50085512
-4.90745373,2.24172813,1.64310242,0.33168733,0.00591618,0.57610914,1.04864681,0.00000000,0.59964015,0.48831296
-4.90145073,2.20620234,1.63080836,0.32392822,0.00565648,0.57036179,1.02759832,0.00000000,0.58731957,0.47569153
-4.89544772,2.17409218,1.61749722,0.31750028,0.00541325,0.56567256,1.00868518,0.00000000,0.57789314,0.46314527
-4.88944472,2.14526665,1.60283492,0.31237616,0.00518607,0.56186488,0.99193829,0.00000000,0.57132274,0.45082719
-4.88344172,2.11954806,1.58654248,0.30850533,0.00497391,0.55875534,0.97734738,0.00000000,0.56752162,0.43888637
-4.87743872,2.09672199,1.56840930,0.30581634,0.00477530,0.55615949,0.96486504,0.00000000,0.56635879,0.42746507
-4.87143572,2.07654587,1.54830290,0.30421943,0.00458841,0.55389720,0.95441046,0.00000000,0.56766365,0.41669557
-4.86543272,2.05875610,1.52617492,0.30360914,0.00441120,0.55179727,0.94587290,0.00000000,0.57123067,0.40669672
-4.85942971,2.04307339,1.50206293,0.30386693,0.00424154,0.54970127,0.93911472,0.00000000,0.57682390,0.39757060
-4.85342671,2.02920650,1.47608826,0.30486376,0.00407736,0.54746649,0.93397402,0.00000000,0.58418146,0.38939915
-4.84742371,2.01685457,1.44844991,0.30646254,0.00391672,0.54496797,0.93026697,0.00000000,0.59301986,0.38224127
-4.84142071,2.00570827,1.41941501,0.30852056,0.00375789,0.54209966,0.92778999,0.00000000,0.60303823,0.37613036
-4.83541771,1.99545031,1.38930644,0.31089172,0.00359948,0.53877476,0.92632187,0.00000000,0.61392248,0.37107253
-4.82941471,1.98575570,1.35848807,0.31342880,0.00344040,0.53492536,0.92562605,0.00000000,0.62534962,0.36704567
-4.82341171,1.97629213,1.32734865,0.31598555,0.00327997,0.53050148,0.92545324,0.00000000,0.63699208,0.36399938
-4.81740870,1.96672102,1.29628503,0.31841885,0.00311785,0.52546975,0.92554444,0.00000000,0.64852228,0.36185589
-4.81140570,1.95669940,1.26568545,0.32059083,0.00295409,0.51981174,0.92563455,0.00000000,0.65961742,0.36051197
-4.80540270,1.94588302,1.23591381,0.32237093,0.00278906,0.51352216,0.92545648,0.00000000,0.66996441,0.35984166
-4.79939970,1.93393067,1.20729560,0.32363803,0.00262345,0.50660712,0.92474592,0.00000000,0.67926504,0.35970000
-4.79339670,1.92050979,1.18010596,0.32428246,0.00245815,0.49908243,0.92324645,0.00000000,0.68724118,0.35992725
-4.78739370,1.90530320,1.15456058,0.32420797,0.00229429,0.49097212,0.92071510,0.00000000,0.69364001,0.36035380
-4.78139070,1.88801675,1.13080953,0.32333355,0.00213308,0.48230718,0.91692807,0.00000000,0.69823896,0.36080534
-4.77538769,1.86838753,1.10893439,0.32159508,0.00197584,0.47312459,0.91168636,0.00000000,0.70085039,0.36110819
-4.76938469,1.84619229,1.08894861,0.31894665,0.00182389,0.46346662,0.90482120,0.00000000,0.70132569,0.36109457
-4.76338169,1.82125564,1.07080100,0.31536163,0.00167849,0.45338039,0.89619896,0.00000000,0.69955867,0.36060758
-4.75737869,1.79345754,1.05438203,0.31083328,0.00154086,0.44291754,0.88572532,0.00000000,0.69548808,0.35950581
-4.75137569,1.76273974,1.03953260,0.30537495,0.00141209,0.43213417,0.87334857,0.00000000,0.68909910,0.35766730
-4.74537269,1.72911068,1.02605472,0.29901978,0.00129312,0.42109080,0.85906176,0.00000000,0.68042371,0.35499278
-4.73936968,1.69264858,1.01372356,0.29181995,0.00118474,0.40985225,0.84290368,0.00000000,0.66953988,0.35140817
-4.73336668,1.65350254,1.00230014,0.28384532,0.00108755,0.39848759,0.82495852,0.00000000,0.65656954,0.34686615
-4.72736368,1.61189137,0.99154408,0.27518179,0.00100201,0.38706987,0.80535423,0.00000000,0.64167537,0.34134687
-4.72136068,1.56810020,0.98122581,0.26592905,0.00092836,0.37567565,0.78425959,0.00000000,0.62505655,0.33485781
-4.71535768,1.52247495,0.97113756,0.25619814,0.00086669,0.36438442,0.76188016,0.00000000,0.60694351,0.32743277
-4.70935468,1.47541481,0.96110267,0.24610866,0.00081693,0.35327764,0.73845316,0.00000000,0.58759194,0.31913016
-4.70335168,1.42736299,0.95098298,0.23578585,0.00077885,0.34243767,0.71424154,0.00000000,0.56727619,0.31003063
-4.69734867,1.37879621,0.94068381,0.22535764,0.00075208,0.33194647,0.68952746,0.00000000,0.54628238,0.30023417
-4.69134567,1.33021330,0.93015666,0.21495172,0.00073610,0.32188416,0.66460555,0.00000000,0.52490144,0.28985681
-4.68534267,1.28212350,0.91939964,0.20469283,0.00073028,0.31232747,0.63977604,0.00000000,0.50342229,0.27902706
-4.67933967,1.23503497,0.90845573,0.19470034,0.00073389,0.30334832,0.61533830,0.00000000,0.48212554,0.26788234
-4.67333667,1.18944404,0.89740940,0.18508615,0.00074607,0.29501241,0.59158487,0.00000000,0.46127783,0.25656533
-4.66733367,1.14582588,0.88638184,0.17595310,0.00076589,0.28737813,0.56879645,0.00000000,0.44112706,0.24522057
-4.66133067,1.10462681,0.87552549,0.16739384,0.00079232,0.28049577,0.54723786,0.00000000,0.42189874,0.23399138
-4.65532766,1.06625894,0.86501830,0.15949027,0.00082427,0.27440713,0.52715533,0.00000000,0.40379345,0.22301714
-4.64932466,1.03109708,0.85505828,0.15231351,0.00086057,0.26914570,0.50877514,0.00000000,0.38698565,0.21243108
-4.64332166,0.99947832,0.84585874,0.14592437,0.00090003,0.26473730,0.49230358,0.00000000,0.37162367,0.20235858
