energy_ev,total_up,total_down,Mn_p_up,Mn_p_down,Mn_d_up,Mn_d_down,N_s_up,N_s_down,N_p_up,N_p_down,Se_s_up,Se_s_down,Se_p_up,Se_p_down,V_p_up,V_p_down,V_d_up,V_d_down
-5.48374187,1.31838544,-0.98070836,0.34484848,-0.51377957,0.32461881,-0.23974072,0.00633322,-0.01220997,0.14088629,-0.36010795,0.00532898,-0.00380310,0.65790728,-0.23543642,0.25010150,-0.11152944,0.15177457,-0.09843891
-5.47773887,1.36831342,-0.95394446,0.35736557,-0.49153184,0.34060684,-0.22794995,0.00563787,-0.01236550,0.14638748,-0.34113113,0.00557685,-0.00352631,0.68330654,-0.23839543,0.26122793,-0.10928988,0.15291324,-0.10336152
-5.47173587,1.41881250,-0.92666367,0.36989149,-0.46882591,0.35675498,-0.21611236,0.00498354,-0.01249678,0.15197501,-0.32195022,0.00579921,-0.00325734,0.70879614,-0.24125640,0.27267681,-0.10711923,0.15445136,-0.10803578
-5.46573287,1.46939521,-0.89907590,0.38233586,-0.44592743,0.37288469,-0.20435304,0.00437423,-0.01259907,0.15757389,-0.30278659,0.00599180,-0.00299948,0.73414960,-0.24392586,0.28435848,-0.10501859,0.15638545,-0.11237000
-5.45972986,1.51962034,-0.87138127,0.39462324,-0.42308048,0.38883110,-0.19279154,0.00381256,-0.01266740,0.16311179,-0.28384589,0.00615093,-0.00275573,0.75916899,-0.24632272,0.29619174,-0.10298945,0.15870833,-0.11627894
-5.45372686,1.56911343,-0.84377021,0.40669844,-0.40050356,0.40444872,-0.18153919,0.00329990,-0.01269675,0.16852169,-0.26531355,0.00627356,-0.00252874,0.78369501,-0.24838273,0.30810759,-0.10103470,0.16141094,-0.11968667
-5.44772386,1.61758313,-0.81642676,0.41853065,-0.37838764,0.41961615,-0.17069740,0.00283647,-0.01268241,0.17374413,-0.24735182,0.00635746,-0.00232083,0.80761477,-0.25006336,0.32005205,-0.09915997,0.16448380,-0.12252952
-5.44172086,1.66483232,-0.78953436,0.43011626,-0.35689615,0.43423935,-0.16035700,0.00242150,-0.01262012,0.17872911,-0.23009848,0.00640127,-0.00213404,0.83086678,-0.25134855,0.33198811,-0.09737518,0.16791809,-0.12475872
-5.43571786,1.71076324,-0.76328342,0.44147981,-0.33616660,0.44825344,-0.15059841,0.00205337,-0.01250640,0.18343736,-0.21366691,0.00640458,-0.00197009,0.85344277,-0.25225308,0.34389647,-0.09569609,0.17170632,-0.12634270
-5.42971486,1.75537616,-0.73787949,0.45267319,-0.31631344,0.46162283,-0.14149243,0.00172979,-0.01233869,0.18784109,-0.19814731,0.00636791,-0.00183050,0.87538613,-0.25282624,0.35577511,-0.09414581,0.17584237,-0.12726883
-5.42371186,1.79876153,-0.71355123,0.46377282,-0.29743176,0.47433966,-0.13310155,0.00144796,-0.01211559,0.19192397,-0.18360883,0.00629275,-0.00171663,0.89678699,-0.25315431,0.36763763,-0.09275600,0.18032111,-0.12754464
-5.41770885,1.84108610,-0.69055705,0.47487510,-0.27960138,0.48642067,-0.12548142,0.00120472,-0.01183691,0.19568054,-0.17010226,0.00618154,-0.00162968,0.91777421,-0.25336170,0.37951044,-0.09156776,0.18513742,-0.12719819
-5.41170585,1.88257386,-0.66918975,0.48609018,-0.26289093,0.49790275,-0.11868237,0.00099670,-0.01150379,0.19911498,-0.15766302,0.00603754,-0.00157081,0.93850477,-0.25361052,0.39142902,-0.09063193,0.19028489,-0.12627782
-5.40570285,1.92348298,-0.64977820,0.49753437,-0.24736156,0.50883736,-0.11275079,0.00082044,-0.01111867,0.20223934,-0.14631421,0.00586481,-0.00154108,0.95915113,-0.25409823,0.40343348,-0.09000884,0.19575422,-0.12485098
-5.39969985,1.96408029,-0.63268584,0.50932177,-0.23306992,0.51928420,-0.10773003,0.00067249,-0.01068527,0.20507146,-0.13606935,0.00566807,-0.00154159,0.97988750,-0.25505350,0.41556361,-0.08976742,0.20153143,-0.12300237
-5.39369685,2.00461499,-0.61830545,0.52155540,-0.22007030,0.52930465,-0.10366095,0.00054951,-0.01020846,0.20763251,-0.12693480,0.00545260,-0.00157335,1.00087580,-0.25673017,0.42785388,-0.08998358,0.20759622,-0.12083128
-5.38769385,2.04529341,-0.60705024,0.53431851,-0.20841563,0.53895528,-0.10058184,0.00044835,-0.00969410,0.20994455,-0.11891153,0.00522414,-0.00163737,1.02225228,-0.25939943,0.44032865,-0.09073798,0.21392042,-0.11844838
-5.38169085,2.08625661,-0.59934147,0.54766651,-0.19815743,0.54828202,-0.09852773,0.00036605,-0.00914887,0.21202813,-0.11199634,0.00498876,-0.00173458,1.04411576,-0.26334041,0.45299796,-0.09211316,0.22046692,-0.11597189
-5.37568784,2.12756228,-0.59559297,0.56162014,-0.18934463,0.55731523,-0.09752912,0.00029993,-0.00858002,0.21390011,-0.10618230,0.00475274,-0.00186577,1.06651817,-0.26882955,0.46585424,-0.09419020,0.22718905,-0.11352348
-5.36968484,2.16917240,-0.59619319,0.57616021,-0.18202154,0.56606614,-0.09761022,0.00024758,-0.00799516,0.21557199,-0.10145871,0.00452252,-0.00203154,1.08945817,-0.27612889,0.47887003,-0.09704489,0.23403058,-0.11122383
-5.36368184,2.21094756,-0.60148560,0.59122440,-0.17622490,0.57452491,-0.09878669,0.00020690,-0.00740198,0.21704864,-0.09781034,0.00430462,-0.00223218,1.11287821,-0.28547400,0.49199717,-0.10074379,0.24092644,-0.10918824
-5.35767884,2.25264842,-0.61174838,0.60670630,-0.17198052,0.58266031,-0.10106319,0.00017603,-0.00680804,0.21832778,-0.09521640,0.00410558,-0.00246765,1.13666537,-0.29706184,0.50516726,-0.10534013,0.24780408,-0.10752233
-5.35167584,2.29394438,-0.62717446,0.62245686,-0.16929962,0.59042131,-0.10443069,0.00015342,-0.00622055,0.21940005,-0.09364906,0.00393196,-0.00273740,1.16065577,-0.31103913,0.51829360,-0.11086988,0.25458554,-0.10631809
-5.34567284,2.33442902,-0.64785304,0.63828823,-0.16817518,0.59774026,-0.10886401,0.00013777,-0.00564618,0.22024985,-0.09307200,0.00379034,-0.00304033,1.18464247,-0.32749179,0.53127444,-0.11734817,0.26119004,-0.10565029
