energy_ev,total_up,Pb_p_up,Pb_d_up,Pd_p_up,Pd_d_up,Te_p_up,Te_d_up
-5.81990995,7.08724150,1.32033284,0.00656459,2.90162081,4.77817431,1.09382498,0.00000000
-5.81390695,7.30685607,1.35518097,0.00670116,3.01663932,4.93335686,1.12638214,0.00000000
-5.80790395,7.52066420,1.38861320,0.00683773,3.13240025,5.08389361,1.15858175,0.00000000
-5.80190095,7.72613950,1.42034971,0.00697383,3.24756741,5.22808423,1.18995946,0.00000000
-5.79589795,7.92077060,1.45012693,0.00710914,3.36077249,5.36425155,1.22003635,0.00000000
-5.78989495,8.10214117,1.47770536,0.00724357,3.47065656,5.49079543,1.24833320,0.00000000
-5.78389195,8.26801037,1.50287739,0.00737725,3.57591184,5.60624674,1.27438539,0.00000000
-5.77788894,8.41638986,1.52547450,0.00751056,3.67532156,5.70931883,1.29775774,0.00000000
-5.77188594,8.54561354,1.54537365,0.00764417,3.76779623,5.79895397,1.31805861,0.00000000
-5.76588294,8.65439632,1.56250208,0.00777903,3.85240446,5.87436219,1.33495268,0.00000000
-5.75987994,8.74187906,1.57684045,0.00791630,3.92839682,5.93505077,1.34817177,0.00000000
-5.75387694,8.80765735,1.58842383,0.00805737,3.99522199,5.98084267,1.35752329,0.00000000
-5.74787394,8.85179282,1.59734059,0.00820373,4.05253436,6.01188305,1.36289603,0.00000000
-5.74187094,8.87480647,1.60372898,0.00835697,4.10019318,6.02863371,1.36426306,0.00000000
-5.73586793,8.87765478,1.60777180,0.00851860,4.13825361,6.03185568,1.36168168,0.00000000
-5.72986493,8.86169012,1.60968920,0.00869005,4.16695052,6.02258127,1.35529063,0.00000000
-5.72386193,8.82860778,1.60973011,0.00887248,4.18667640,6.00207702,1.34530481,0.00000000
-5.71785893,8.78038281,1.60816284,0.00906675,4.19795474,5.97179964,1.33200781,0.00000000
-5.71185593,8.71920007,1.60526525,0.00927329,4.20141086,5.93334742,1.31574277,0.00000000
-5.70585293,8.64738126,1.60131516,0.00949206,4.19774177,5.88840946,1.29690205,0.00000000
-5.69984992,8.56731247,1.59658138,0.00972247,4.18768689,5.83871519,1.27591629,0.00000000
-5.69384692,8.48137557,1.59131599,0.00996337,4.17200115,5.78598645,1.25324325,0.00000000
-5.68784392,8.39188628,1.58574793,0.01021304,4.15143167,5.73189386,1.22935692,0.00000000
-5.68184092,8.30104095,1.58007842,0.01046918,4.12669906,5.67801909,1.20473723,0.00000000
-5.67583792,8.21087336,1.57447809,0.01072904,4.09848355,5.62582371,1.17986068,0.00000000
-5.66983492,8.12322211,1.56908575,0.01098942,4.06741641,5.57662504,1.15519192,0.00000000
-5.66383192,8.03970838,1.56400874,0.01124679,4.03407601,5.53157901,1.13117637,0.00000000
-5.65782891,7.96172297,1.55932446,0.01149742,3.99898812,5.49166909,1.10823392,0.00000000
-5.65182591,7.89042149,1.55508272,0.01173748,3.96262953,5.45770082,1.08675342,0.00000000
-5.64582291,7.82672583,1.55130866,0.01196317,3.92543398,5.43030056,1.06708800,0.00000000
-5.63981991,7.77133019,1.54800564,0.01217086,3.88779930,5.40991745,1.04955093,0.00000000
-5.63381691,7.72470994,1.54515797,0.01235723,3.85009490,5.39682764,1.03441188,0.00000000
-5.62781391,7.68713208,1.54273316,0.01251931,3.81266866,5.39113983,1.02189363,0.00000000
-5.62181091,7.65866613,1.54068349,0.01265464,3.77585261,5.39280176,1.01216898,0.00000000
-5.61580790,7.63919520,1.53894698,0.01276131,3.73996717,5.40160734,1.00535806,0.00000000
-5.60980490,7.62842718,1.53744770,0.01283802,3.70532362,5.41720475,1.00152612,0.00000000
-5.60380190,7.62590654,1.53609582,0.01288411,3.67222514,5.43910582,1.00068200,0.00000000
-5.59779890,7.63102781,1.53478737,0.01289958,3.64096671,5.46669746,1.00277746,0.00000000
-5.59179590,7.64305157,1.53340432,0.01288505,3.61183425,5.49925594,1.00770774,0.00000000
-5.58579290,7.66112426,1.53181501,0.01284179,3.58510373,5.53596469,1.01531353,0.00000000
-5.57978989,7.68430266,1.52987548,0.01277163,3.56104056,5.57593628,1.02538459,0.00000000
-5.57378689,7.71158370,1.52743165,0.01267695,3.53989978,5.61823888,1.03766524,0.00000000
-5.56778389,7.74193963,1.52432270,0.01256065,3.52192723,5.66192709,1.05186168,0.00000000
-5.56178089,7.77435826,1.52038551,0.01242604,3.50736180,5.70607667,1.06765111,0.00000000
-5.55577789,7.80788702,1.51546015,0.01227684,3.49643851,5.74982214,1.08469252,0.00000000
-5.54977489,7.84167934,1.50939606,0.01211709,3.48939203,5.79239588,1.10263874,0.00000000
-5.54377189,7.87504113,1.50205879,0.01195113,3.48646023,5.83316703,1.12114927,0.00000000
-5.53776888,7.90747489,1.49333671,0.01178351,3.48788687,5.87167805,1.13990354,0.00000000
-5.53176588,7.93871876,1.48314739,0.01161895,3.49392307,5.90767706,1.15861371,0.00000000
-5.52576288,7.96877811,1.47144318,0.01146230,3.50482666,5.94114375,1.17703654,0.00000000
-5.51975988,7.99794707,1.45821560,0.01131847,3.52085918,5.97230734,1.19498364,0.00000000
-5.51375688,8.02681847,1.44349821,0.01119234,3.54228016,6.00165488,1.21232950,0.00000000
-5.50775388,8.05628075,1.42736778,0.01108873,3.56933861,6.02992931,1.22901678,0.00000000
-5.50175088,8.08750162,1.40994363,0.01101232,3.60226222,6.05811675,1.24505854,0.00000000
-5.49574787,8.12189862,1.39138524,0.01096759,3.64124455,6.08742340,1.26053719,0.00000000
-5.48974487,8.16109790,1.37188818,0.01095870,3.68643118,6.11924298,1.27560002,0.00000000
-5.48374187,8.20688296,1.35167875,0.01098950,3.73790562,6.15511608,1.29045165,0.00000000
-5.47773887,8.26113586,1.33100752,0.01106340,3.79567619,6.19668328,1.30534343,0.00000000
-5.47173587,8.32577364,1.31014238,0.01118336,3.85966474,6.24563424,1.32056060,0.00000000
-5.46573287,8.40268306,1.28936127,0.01135181,3.92969830,6.30365509,1.33640743,0.00000000
-5.45972986,8.49365656,1.26894522,0.01157065,4.00550446,6.37237631,1.35319135,0.00000000
-5.45372686,8.60033239,1.24917186,0.01184122,4.08671085,6.45332334,1.37120661,0.00000000
-5.44772386,8.72414109,1.23030981,0.01216432,4.17284925,6.54787170,1.39071836,0.00000000
-5.44172086,8.86626044,1.21261411,0.01254018,4.26336403,6.65720816,1.41194778,0.00000000
-5.43571786,9.02758005,1.19632277,0.01296853,4.35762464,6.78229893,1.43505905,0.00000000
-5.42971486,9.20867627,1.18165436,0.01344865,4.45494161,6.92386545,1.46014866,0.00000000
-5.42371186,9.40979761,1.16880672,0.01397936,4.55458502,7.08236798,1.48723755,0.00000000
-5.41770885,9.63086009,1.15795648,0.01455915,4.65580454,7.25799667,1.51626639,0.00000000
-5.41170585,9.87145175,1.14925913,0.01518618,4.75785005,7.45066956,1.54709422,0.00000000
-5.40570285,10.13084499,1.14284955,0.01585836,4.85999155,7.66003673,1.57950044,0.00000000
-5.39969985,10.40801558,1.13884267,0.01657339,4.96153772,7.88548963,1.61318998,0.00000000
-5.39369685,10.70166669,1.13733391,0.01732876,5.06185216,8.12617475,1.64780154,0.00000000
-5.38769385,11.01025665,1.13839938,0.01812186,5.16036671,8.38101049,1.68291830,0.00000000
-5.38169085,11.33202916,1.14209565,0.01894987,5.25659168,8.64870659,1.71808091,0.00000000
-5.37568784,11.66504489,1.14845894,0.01980987,5.35012263,8.92778525,1.75280195,0.00000000
-5.36968484,12.00721347,1.15750378,0.02069875,5.44064405,9.21660342,1.78658139,0.00000000
-5.36368184,12.35632532,1.16922121,0.02161319,5.52792988,9.51337584,1.81892246,0.00000000
-5.35767884,12.71008258,1.18357658,0.02254966,5.61184151,9.81619839,1.84934724,0.00000000
-5.35167584,13.06612899,1.20050712,0.02350435,5.69232346,10.12307160,1.87741141,0.00000000
-5.34567284,13.42207823,1.21991946,0.02447312,5.76939734,10.43192400,1.90271758,0.00000000
-5.33966983,13.77554050,1.24168736,0.02545148,5.84315426,10.74063524,1.92492679,0.00000000
-5.33366683,14.12414721,1.26564970,0.02643456,5.91374623,11.04705864,1.94376773,0.00000000
-5.32766383,14.46557352,1.29160912,0.02741707,5.98137657,11.34904318,1.95904345,0.00000000
-5.32166083,14.79755854,1.31933126,0.02839328,6.04628963,11.64445452,1.97063531,0.00000000
-5.31565783,15.11792311,1.34854495,0.02935708,6.10875971,11.93119502,1.97850416,0.00000000
-5.30965483,15.42458508,1.37894326,0.03030192,6.16907948,12.20722255,1.98268881,0.00000000
-5.30365183,15.71557213,1.41018566,0.03122094,6.22754761,12.47056797,1.98330195,0.00000000
-5.29764882,15.98903220,1.44190116,0.03210696,6.28445598,12.71935128,1.98052376,0.00000000
-5.29164582,16.24324190,1.47369247,0.03295257,6.34007647,12.95179650,1.97459362,0.00000000
-5.28564282,16.47661334,1.50514120,0.03375025,6.39464762,13.16624545,1.96580036,0.00000000
-5.27963982,16.68769977,1.53581397,0.03449246,6.44836154,13.36117052,1.95447144,0.00000000
-5.27363682,16.87520075,1.56526924,0.03517174,6.50135161,13.53518691,1.94096161,0.00000000
-5.26763382,17.03796744,1.59306488,0.03578087,6.55368145,13.68706438,1.92564166,0.00000000
-5.26163082,17.17500858,1.61876619,0.03631300,6.60533580,13.81573890,1.90888742,0.00000000
-5.25562781,17.28549762,1.64195423,0.03676176,6.65621410,13.92032432,1.89106976,0.00000000
-5.24962481,17.36878124,1.66223424,0.03712144,6.70612701,14.00012400,1.87254563,0.00000000
-5.24362181,17.42438929,1.67924391,0.03738710,6.75479673,14.05464226,1.85365064,0.00000000
-5.23761881,17.45204589,1.69266123,0.03755469,6.80186097,14.08359541,1.83469307,0.00000000
-5.23161581,17.45168116,1.70221175,0.03762120,6.84688097,14.08692163,1.81594956,0.00000000
-5.22561281,17.42344259,1.70767486,0.03758473,6.88935326,14.06478918,1.79766237,0.00000000
-5.21960980,17.36770527,1.70888904,0.03744455,6.92872466,14.01760196,1.78003803,0.00000000
-5.21360680,17.28507945,1.70575562,0.03720121,6.96441000,13.94600173,1.76324730,0.00000000
-5.20760380,17.17641446,1.69824116,0.03685652,6.99581163,13.85086596,1.74742603,0.00000000
-5.20160080,17.04279768,1.68637797,0.03641356,7.02233972,13.73330064,1.73267691,0.00000000
-5.19559780,16.88554759,1.67026307,0.03587666,7.04343239,13.59462761,1.71907161,0.00000000
-5.18959480,16.70620022,1.65005529,0.03525132,7.05857440,13.43636600,1.70665320,0.00000000
-5.18359180,16.50648878,1.62597067,0.03454412,7.06731370,13.26020788,1.69543860,0.00000000
-5.17758879,16.28831647,1.59827638,0.03376261,7.06927478,13.06798868,1.68542095,0.00000000
-5.17158579,16.05372324,1.56728323,0.03291515,7.06416838,12.86165299,1.67657178,0.00000000
-5.16558279,15.80484752,1.53333721,0.03201074,7.05179717,12.64321699,1.66884292,0.00000000
-5.15957979,15.54388437,1.49681014,0.03105884,7.03205725,12.41472894,1.66216827,0.00000000
-5.15357679,15.27304206,1.45809012,0.03006917,7.00493590,12.17822938,1.65646536,0.00000000
-5.14757379,14.99449880,1.41757186,0.02905153,6.97050579,11.93571259,1.65163704,0.00000000
-5.14157079,14.71036198,1.37564744,0.02801561,6.92891653,11.68909141,1.64757313,0.00000000
-5.13556778,14.42263183,1.33269778,0.02697080,6.88038431,11.44016655,1.64415249,0.00000000
-5.12956478,14.13317126,1.28908515,0.02592602,6.82518053,11.19060223,1.64124535,0.00000000
-5.12356178,13.84368338,1.24514698,0.02488962,6.76362035,10.94190876,1.63871618,0.00000000
-5.11755878,13.55569769,1.20119110,0.02386925,6.69605198,10.69543306,1.63642705,0.00000000
-5.11155578,13.27056548,1.15749252,0.02287176,6.62284750,10.45235705,1.63424151,0.00000000
-5.10555278,12.98946427,1.11429180,0.02190321,6.54439562,10.21370380,1.63202886,0.00000000
-5.09954977,12.71341078,1.07179487,0.02096881,6.46109679,9.98035075,1.62966883,0.00000000
-5.09354677,12.44328126,1.03017421,0.02007293,6.37336067,9.75304881,1.62705630,0.00000000
-5.08754377,12.17983773,0.98957120,0.01921919,6.28160585,9.53244603,1.62410603,0.00000000
-5.08154077,11.92375808,0.95009929,0.01841049,6.18626149,9.31911427,1.62075707,0.00000000
-5.07553777,11.67566822,0.91184790,0.01764909,6.08777029,9.11357694,1.61697653,0.00000000
-5.06953477,11.43617385,0.87488657,0.01693669,5.98659216,8.91633616,1.61276270,0.00000000
-5.06353177,11.20588999,0.83926928,0.01627456,5.88320794,8.72789763,1.60814694,0.00000000
-5.05752876,10.98546615,0.80503854,0.01566362,5.77812246,8.54879168,1.60319452,0.00000000
-5.05152576,10.77560566,0.77222914,0.01510450,5.67186621,8.37958920,1.59800402,0.00000000
-5.04552276,10.57707779,0.74087136,0.01459764,5.56499520,8.22091151,1.59270529,0.00000000
-5.03951976,10.39072194,0.71099355,0.01414336,5.45808852,8.07343371,1.58745604,0.00000000
-5.03351676,10.21744342,0.68262397,0.01374187,5.35174358,7.93788109,1.58243701,0.00000000
-5.02751376,10.05820116,0.65579195,0.01339331,5.24656879,7.81501899,1.57784598,0.00000000
-5.02151076,9.91398784,0.63052839,0.01309777,5.14317420,7.70563661,1.57389074,0.00000000
-5.01550775,9.78580352,0.60686560,0.01285524,5.04216022,7.61052561,1.57078134,0.00000000
-5.00950475,9.67462433,0.58483665,0.01266560,4.94410530,7.53045468,1.56872201,0.00000000
-5.00350175,9.58136773,0.56447438,0.01252861,4.84955308,7.46614149,1.56790290,0.00000000
-4.99749875,9.50685644,0.54581008,0.01244381,4.75899986,7.41822345,1.56849230,0.00000000
-4.99149575,9.45178281,0.52887206,0.01241050,4.67288337,7.38722875,1.57062945,0.00000000
-4.98549275,9.41667565,0.51368415,0.01242767,4.59157339,7.37354936,1.57441842,0.00000000
-4.97948974,9.40187120,0.50026433,0.01249399,4.51536512,7.37741696,1.57992337,0.00000000
-4.97348674,9.40748965,0.48862342,0.01260775,4.44447572,7.39888327,1.58716528,0.00000000
-4.96748374,9.43341837,0.47876401,0.01276680,4.37904439,7.43780539,1.59612050,0.00000000
-4.96148074,9.47930235,0.47067960,0.01296862,4.31913610,7.49383671,1.60672097,0.00000000
-4.95547774,9.54454212,0.46435393,0.01321024,4.26474865,7.56642352,1.61885628,0.00000000
-4.94947474,9.62829875,0.45976051,0.01348828,4.21582277,7.65480719,1.63237726,0.00000000
-4.94347174,9.72950517,0.45686235,0.01379899,4.17225442,7.75803128,1.64710092,0.00000000
-4.93746873,9.84688264,0.45561177,0.01413829,4.13390842,7.87495282,1.66281651,0.00000000
-4.93146573,9.97896093,0.45595029,0.01450177,4.10063224,8.00425683,1.67929220,0.00000000
-4.92546273,10.12410066,0.45780852,0.01488480,4.07226887,8.14447280,1.69628204,0.00000000
-4.91945973,10.28051606,0.46110606,0.01528254,4.04866760,8.29399226,1.71353282,0.00000000
-4.91345673,10.44629689,0.46575133,0.01569000,4.02969156,8.45108618,1.73079034,0.00000000
-4.90745373,10.61942812,0.47164135,0.01610212,4.01522133,8.61392160,1.74780484,0.00000000
-4.90145073,10.79780664,0.47866148,0.01651378,4.00515382,8.78057686,1.76433530,0.00000000
-4.89544772,10.97925482,0.48668517,0.01691983,3.99939651,8.94905528,1.78015237,0.00000000
-4.88944472,11.16153087,0.49557378,0.01731520,3.99785684,9.11729749,1.79504002,0.00000000
-4.88344172,11.34233692,0.50517652,0.01769485,4.00042770,9.28319292,1.80879588,0.00000000
-4.87743872,11.51932597,0.51533065,0.01805385,4.00696972,9.44459132,1.82123037,0.00000000
-4.87143572,11.69010927,0.52586206,0.01838736,4.01729181,9.59931537,1.83216505,0.00000000
-4.86543272,11.85226580,0.53658623,0.01869073,4.03113144,9.74517556,1.84143048,0.00000000
-4.85942971,12.00335588,0.54730977,0.01895948,4.04813644,9.87998859,1.84886388,0.00000000
-4.85342671,12.14094042,0.55783254,0.01918935,4.06785005,10.00160013,1.85430710,0.00000000
-4.84742371,12.26260717,0.56795044,0.01937635,4.08970079,10.10791291,1.85760533,0.00000000
-4.84142071,12.36600489,0.57745878,0.01951682,4.11299864,10.19692032,1.85860670,0.00000000
-4.83541771,12.44888553,0.58615631,0.01960748,4.13693849,10.26674533,1.85716321,0.00000000
-4.82941471,12.50915394,0.59384964,0.01964550,4.16061143,10.31568416,1.85313295,0.00000000
-4.82341171,12.54492371,0.60035811,0.01962860,4.18302400,10.34225325,1.84638382,0.00000000
-4.81740870,12.55457705,0.60551878,0.01955506,4.20312467,10.34523787,1.83679839,0.00000000
-4.81140570,12.53682607,0.60919139,0.01942386,4.21983679,10.32373990,1.82427989,0.00000000
-4.80540270,12.49077210,0.61126301,0.01923470,4.23209604,10.27722250,1.80875876,0.00000000
-4.79939970,12.41595951,0.61165224,0.01898806,4.23889081,10.20554863,1.79019950,0.00000000
-4.79339670,12.31242050,0.61031252,0.01868526,4.23930295,10.10901088,1.76860722,0.00000000
-4.78739370,12.18070723,0.60723461,0.01832844,4.23254660,9.98835012,1.74403343,0.00000000
-4.78139070,12.02190856,0.60244776,0.01792058,4.21800283,9.84476075,1.71658050,0.00000000
-4.77538769,11.83764887,0.59601967,0.01746545,4.19524781,9.67988119,1.68640447,0.00000000
-4.76938469,11.63006764,0.58805512,0.01696757,4.16407281,9.49576881,1.65371575,0.00000000
-4.76338169,11.40177947,0.57869314,0.01643211,4.12449462,9.29485922,1.61877764,0.00000000
-4.75737869,11.15581515,0.56810301,0.01586482,4.07675575,9.07991106,1.58190239,0.00000000
-4.75137569,10.89554575,0.55647911,0.01527184,4.02131427,8.85393785,1.54344503,0.00000000
-4.74537269,10.62459260,0.54403480,0.01465964,3.95882380,8.62012964,1.50379516,0.00000000
-4.73936968,10.34672700,0.53099577,0.01403480,3.89010492,8.38176758,1.46336693,0.00000000
-4.73336668,10.06576411,0.51759300,0.01340390,3.81610960,8.14213518,1.42258791,0.00000000
-4.72736368,9.78545608,0.50405571,0.01277337,3.73788081,7.90443019,1.38188709,0.00000000
-4.72136068,9.50938930,0.49060474,0.01214932,3.65650976,7.67168127,1.34168289,0.00000000
-4.71535768,9.24089089,0.47744654,0.01153743,3.57309318,7.44667305,1.30237167,0.00000000
-4.70935468,8.98294853,0.46476810,0.01094285,3.48869315,7.23188312,1.26431721,0.00000000
-4.70335168,8.73814746,0.45273315,0.01037012,3.40430166,7.02943358,1.22784188,0.00000000
-4.69734867,8.50862702,0.44147959,0.00982308,3.32081180,6.84105905,1.19321976,0.00000000
-4.69134567,8.29605841,0.43111841,0.00930489,3.23899678,6.66809204,1.16067192,0.00000000
-4.68534267,8.10164353,0.42173399,0.00881798,3.15949784,6.51146559,1.13036428,0.00000000
-4.67933967,7.92613406,0.41338576,0.00836409,3.08282091,6.37173219,1.10240767,0.00000000
-4.67333667,7.76986833,0.40611089,0.00794432,3.00934189,6.24909681,1.07686020,0.00000000
-4.66733367,7.63282281,0.39992802,0.00755917,2.93931930,6.14346142,1.05373164,0.00000000
-4.66133067,7.51467406,0.39484149,0.00720865,2.87291316,6.05447754,1.03298922,0.00000000
-4.65532766,7.41486673,0.39084588,0.00689230,2.81020803,5.98160308,1.01456468,0.00000000
-4.64932466,7.33268263,0.38793051,0.00660934,2.75123838,5.92415967,0.99836183,0.00000000
-4.64332166,7.26730655,0.38608350,0.00635872,2.69601418,5.88138667,0.98426431,0.00000000
-4.63731866,7.21788441,0.38529516,0.00613918,2.64454470,5.85248865,0.97214287,0.00000000
-4.63131566,7.18357039,0.38556047,0.00594935,2.59685873,5.83667349,0.96186200,0.00000000
-4.62531266,7.16356057,0.38688042,0.00578778,2.55301987,5.83317931,0.95328536,0.00000000
-4.61930965,7.15711147,0.38926216,0.00565299,2.51313572,5.84128889,0.94627987,0.00000000
-4.61330665,7.16354331,0.39271797,0.00554350,2.47736059,5.86033175,0.94071847,0.00000000
-4.60730365,7.18222873,0.39726310,0.00545781,2.44589152,5.88967438,0.93648128,0.00000000
-4.60130065,7.21256895,0.40291267,0.00539443,2.41895821,5.92870041,0.93345559,0.00000000
-4.59529765,7.25396002,0.40967782,0.00535187,2.39680760,5.97678304,0.93153454,0.00000000
-4.58929465,7.30575271,0.41756153,0.00532858,2.37968439,6.03325252,0.93061517,0.00000000
-4.58329165,7.36720994,0.42655422,0.00532298,2.36780910,6.09736197,0.93059575,0.00000000
-4.57728864,7.43746579,0.43662975,0.00533340,2.36135518,6.16825491,0.93137308,0.00000000
-4.57128564,7.51548999,0.44774190,0.00535808,2.36042705,6.24493756,0.93283992,0.00000000
-4.56528264,7.60006157,0.45982177,0.00539513,2.36504070,6.32625903,0.93488296,0.00000000
-4.55927964,7.68975452,0.47277637,0.00544257,2.37510821,6.41090152,0.93738156,0.00000000
-4.55327664,7.78293762,0.48648839,0.00549827,2.39042761,6.49738247,0.94020751,0.00000000
-4.54727364,7.87778982,0.50081755,0.00556002,2.41067879,6.58406950,0.94322587,0.00000000
-4.54127064,7.97233106,0.51560322,0.00562553,2.43542594,6.66920825,0.94629705,0.00000000
-4.53526763,8.06446815,0.53066841,0.00569247,2.46412675,6.75096242,0.94927987,0.00000000
-4.52926463,8.15205348,0.54582498,0.00575852,2.49614773,6.82746456,0.95203572,0.00000000
-4.52326163,8.23295439,0.56087960,0.00582140,2.53078510,6.89687535,0.95443336,0.00000000
-4.51725863,8.30512939,0.57564044,0.00587898,2.56729006,6.95744855,0.95635422,0.00000000
-4.51125563,8.36670789,0.58992401,0.00592929,2.60489701,7.00759863,0.95769786,0.00000000
-4.50525263,8.41606880,0.60356183,0.00597059,2.64285316,7.04596741,0.95838709,0.00000000
-4.49924962,8.45191432,0.61640664,0.00600145,2.68044781,7.07148647,0.95837271,0.00000000
-4.49324662,8.47333443,0.62833762,0.00602078,2.71703969,7.08343194,0.95763705,0.00000000
-4.48724362,8.47985898,0.63926455,0.00602786,2.75208062,7.08146871,0.95619656,0.00000000
-4.48124062,8.47149400,0.64913039,0.00602240,2.78513422,7.06568158,0.95410268,0.00000000
-4.47523762,8.44874018,0.65791238,0.00600451,2.81588853,7.03659156,0.95144123,0.00000000
-4.46923462,8.41259228,0.66562140,0.00597476,2.84416179,6.99515613,0.94832997,0.00000000
-4.46323162,8.36451891,0.67229973,0.00593410,2.86990098,6.94275313,0.94491452,0.00000000
-4.45722861,8.30642331,0.67801727,0.00588388,2.89317323,6.88114862,0.94136262,0.00000000
-4.45122561,8.24058675,0.68286644,0.00582578,2.91415062,6.81245005,0.93785706,0.00000000
-4.44522261,8.16959675,0.68695600,0.00576176,2.93308914,6.73904636,0.93458742,0.00000000
-4.43921961,8.09626317,0.69040425,0.00569403,2.95030315,6.66353758,0.93174119,0.00000000
-4.43321661,8.02352586,0.69333176,0.00562492,2.96613680,6.58865668,0.92949447,0.00000000
-4.42721361,7.95435751,0.69585430,0.00555686,2.98093400,6.51718684,0.92800291,0.00000000
-4.42121061,7.89166595,0.69807604,0.00549229,2.99500891,6.45187724,0.92739314,0.00000000
-4.41520760,7.83819969,0.70008370,0.00543355,3.00861842,6.39536069,0.92775532,0.00000000
-4.40920460,7.79646027,0.70194161,0.00538287,3.02193846,6.35007593,0.92913710,0.00000000
-4.40320160,7.76862479,0.70368824,0.00534227,3.03504549,6.31819727,0.93153929,0.00000000
-4.39719860,7.75648109,0.70533416,0.00531355,3.04790412,6.30157383,0.93491363,0.00000000
-4.39119560,7.76137748,0.70686153,0.00529818,3.06036188,6.30167996,0.93916263,0.00000000
-4.38519260,7.78418841,0.70822522,0.00529733,3.07215119,6.31957809,0.94414163,0.00000000
-4.37918959,7.82529642,0.70935537,0.00531186,3.08289865,6.35589453,0.94966304,0.00000000
-4.37318659,7.88459022,0.71016125,0.00534225,3.09214109,6.41080849,0.95550242,0.00000000
-4.36718359,7.96147818,0.71053625,0.00538869,3.09934753,6.48405377,0.96140633,0.00000000
-4.36118059,8.05491579,0.71036364,0.00545102,3.10394584,6.57493257,0.96710145,0.00000000
-4.35517759,8.16344550,0.70952286,0.00552881,3.10535279,6.68234028,0.97230460,0.00000000
-4.34917459,8.28524690,0.70789598,0.00562136,3.10300565,6.80480004,0.97673324,0.00000000
-4.34317159,8.41819510,0.70537408,0.00572776,3.09639394,6.94050575,0.98011591,0.00000000
-4.33716858,8.55992511,0.70186308,0.00584691,3.08508950,7.08737188,0.98220221,0.00000000
-4.33116558,8.70790007,0.69728903,0.00597756,3.06877330,7.24308876,0.98277188,0.00000000
-4.32516258,8.85948122,0.69160229,0.00611836,3.04725774,7.40518184,0.98164251,0.00000000
-4.31915958,9.01199770,0.68478079,0.00626791,3.02050319,7.57107339,0.97867579,0.00000000
-4.31315658,9.16281447,0.67683189,0.00642476,2.98862796,7.73814519,0.97378186,0.00000000
-4.30715358,9.30939662,0.66779311,0.00658748,2.95191123,7.90380100,0.96692171,0.00000000
