energy_ev,total_up,C_s_up,C_p_up,Hf_p_up,Hf_d_up,Na_s_up,S_s_up,S_p_up
-5.68784392,5.39418849,0.04984931,0.35777823,1.46961508,0.91419549,0.98401627,0.03846587,2.77779734
-5.68184092,5.20512714,0.04823175,0.34847454,1.42667090,0.88192224,0.96910333,0.03734225,2.67570908
-5.67583792,5.02223425,0.04649433,0.33867739,1.38634205,0.84995874,0.95390818,0.03628611,2.57848230
-5.66983492,4.84855597,0.04466848,0.32852496,1.34949641,0.81884064,0.93888865,0.03532316,2.48778289
-5.66383192,4.68683237,0.04278750,0.31815114,1.31690382,0.78906976,0.92447546,0.03447901,2.40508670
-5.65782891,4.53943870,0.04088569,0.30768124,1.28921929,0.76110202,0.91105802,0.03377844,2.33165077
-5.65182591,4.40833883,0.03899733,0.29722840,1.26696977,0.73533703,0.89897210,0.03324473,2.26849100
-5.64582291,4.29505135,0.03715579,0.28689073,1.25054462,0.71210939,0.88848970,0.03289900,2.21636685
-5.63981991,4.20062889,0.03539260,0.27674926,1.24018989,0.69168210,0.87981162,0.03275958,2.17577278
-5.63381691,4.12565038,0.03373661,0.26686685,1.23600648,0.67424204,0.87306289,0.03284141,2.14693642
-5.62781391,4.07022587,0.03221329,0.25728792,1.23795198,0.65989770,0.86829109,0.03315558,2.12982304
-5.62181091,4.03401273,0.03084407,0.24803909,1.24584593,0.64867900,0.86546760,0.03370879,2.12414566
-5.61580790,4.01624215,0.02964584,0.23913052,1.25937811,0.64053926,0.86449150,0.03450301,2.12938029
-5.60980490,4.01575426,0.02863064,0.23055789,1.27811951,0.63535898,0.86519570,0.03553516,2.14478532
-5.60380190,4.03104022,0.02780543,0.22230485,1.30153524,0.63295131,0.86735511,0.03679694,2.16942436
-5.59779890,4.06028953,0.02717205,0.21434582,1.32899908,0.63306893,0.87069601,0.03827465,2.20219158
-5.59179590,4.10144067,0.02672730,0.20664887,1.35980890,0.63541202,0.87490643,0.03994930,2.24183882
-5.58579290,4.15223368,0.02646315,0.19917862,1.39320264,0.63963712,0.87964680,0.04179665,2.28700361
-5.57978989,4.21026308,0.02636713,0.19189893,1.42837427,0.64536647,0.88456058,0.04378755,2.33623767
-5.57378689,4.27302996,0.02642272,0.18477533,1.46448943,0.65219769,0.88928434,0.04588828,2.38803508
-5.56778389,4.33799244,0.02660992,0.17777709,1.50070050,0.65971346,0.89345707,0.04806113,2.44086008
-5.56178089,4.40261386,0.02690588,0.17087878,1.53616086,0.66749111,0.89672850,0.05026502,2.49317392
-5.55577789,4.46440824,0.02728550,0.16406148,1.57003841,0.67511183,0.89876638,0.05245635,2.54346083
-5.54977489,4.52098292,0.02772222,0.15731349,1.60152817,0.68216947,0.89926253,0.05458982,2.59025290
-5.54377189,4.57007843,0.02818867,0.15063061,1.62986422,0.68827877,0.89793797,0.05661955,2.63215391
-5.53776888,4.60960538,0.02865741,0.14401618,1.65433089,0.69308291,0.89454707,0.05850004,2.66786196
-5.53176588,4.63767875,0.02910166,0.13748073,1.67427344,0.69626041,0.88888082,0.06018739,2.69619094
-5.52576288,4.65264918,0.02949594,0.13104153,1.68910816,0.69753119,0.88076953,0.06164036,2.71609065
-5.51975988,4.65313129,0.02981672,0.12472198,1.69833193,0.69666177,0.87008490,0.06282152,2.72666534
-5.51375688,4.63802866,0.03004297,0.11855094,1.70153124,0.69346959,0.85674168,0.06369828,2.72719032
-5.50775388,4.60655485,0.03015664,0.11256204,1.69839043,0.68782631,0.84069879,0.06424380,2.71712631
-5.50175088,4.55824990,0.03014308,0.10679306,1.68869888,0.67966000,0.82196010,0.06443781,2.69613094
-5.49574787,4.49299153,0.02999131,0.10128534,1.67235701,0.66895624,0.80057463,0.06426716,2.66406697
-5.48974487,4.41100009,0.02969422,0.09608315,1.64938051,0.65575793,0.77663619,0.06372630,2.62100663
-5.48374187,4.31283673,0.02924867,0.09123320,1.61990266,0.64016389,0.75028226,0.06281736,2.56723160
-5.47773887,4.19939380,0.02865545,0.08678400,1.58417415,0.62232611,0.72169216,0.06155013,2.50322830
-5.47173587,4.07187736,0.02791913,0.08278527,1.54256032,0.60244576,0.69108423,0.05994174,2.42967808
-5.46573287,3.93178133,0.02704784,0.07928716,1.49553535,0.58076786,0.65871210,0.05801610,2.34744253
-5.45972986,3.78085360,0.02605295,0.07633940,1.44367349,0.55757493,0.62486001,0.05580320,2.25754365
-5.45372686,3.62105454,0.02494865,0.07399024,1.38763725,0.53317949,0.58983721,0.05333812,2.16113965
-5.44772386,3.45450891,0.02375149,0.07228525,1.32816277,0.50791578,0.55397160,0.05066004,2.05949662
-5.44172086,3.28345236,0.02247990,0.07126585,1.26604264,0.48213095,0.51760275,0.04781104,1.95395721
-5.43571786,3.11017419,0.02115363,0.07096777,1.20210677,0.45617577,0.48107451,0.04483493,1.84590695
-5.42971486,2.93695820,0.01979326,0.07141939,1.13720183,0.43039538,0.44472753,0.04177606,1.73673963
-5.42371186,2.76602371,0.01841968,0.07263991,1.07217002,0.40512031,0.40889187,0.03867820,1.62782282
-5.41770885,2.59946895,0.01705361,0.07463772,1.00782799,0.38065796,0.37388010,0.03558347,1.52046473
-5.41170585,2.43921879,0.01571522,0.07740871,0.94494663,0.35728507,0.33998100,0.03253149,1.41588365
-5.40570285,2.28697893,0.01442377,0.08093496,0.88423267,0.33524118,0.30745428,0.02955865,1.31518113
-5.39969985,2.14419820,0.01319727,0.08518370,0.82631268,0.31472351,0.27652625,0.02669753,1.21931972
-5.39369685,2.01204052,0.01205237,0.09010670,0.77172020,0.29588343,0.24738681,0.02397661,1.12910610
-5.38769385,1.89136747,0.01100415,0.09564027,0.72088649,0.27882443,0.22018758,0.02142012,1.04518010
-5.38169085,1.78273219,0.01006607,0.10170590,0.67413526,0.26360203,0.19504142,0.01904808,0.96800988
-5.37568784,1.68638465,0.00925001,0.10821155,0.63168142,0.25022524,0.17202294,0.01687659,0.89789327
-5.36968484,1.60228808,0.00856625,0.11505375,0.59363404,0.23865978,0.15117020,0.01491821,0.83496499
-5.36368184,1.53014573,0.00802360,0.12212039,0.56000319,0.22883285,0.13248724,0.01318251,0.77920935
-5.35767884,1.46943680,0.00762950,0.12929425,0.53071032,0.22063918,0.11594730,0.01167674,0.73047763
-5.35167584,1.41945993,0.00739015,0.13645715,0.50560166,0.21394824,0.10149651,0.01040653,0.68850933
-5.34567284,1.37938245,0.00731064,0.14349457,0.48446408,0.20861231,0.08905791,0.00937667,0.65295627
-5.33966983,1.34829337,0.00739502,0.15030070,0.46704261,0.20447502,0.07853557,0.00859190,0.62340859
-5.33366683,1.32525781,0.00764649,0.15678361,0.45305884,0.20138014,0.06981854,0.00805764,0.59942127
-5.32766383,1.30937069,0.00806740,0.16287041,0.44222955,0.19918023,0.06278476,0.00778068,0.58054039
-5.32166083,1.29980763,0.00865933,0.16851213,0.43428455,0.19774481,0.05730449,0.00776981,0.56632787
-5.31565783,1.29587080,0.00942311,0.17368815,0.42898330,0.19696778,0.05324354,0.00803630,0.55638388
-5.30965483,1.29702817,0.01035883,0.17840986,0.42612935,0.19677384,0.05046595,0.00859424,0.55036602
-5.30365183,1.30294436,0.01146578,0.18272351,0.42558232,0.19712356,0.04883645,0.00946079,0.54800467
-5.29764882,1.31350221,0.01274248,0.18671181,0.42726678,0.19801706,0.04822240,0.01065614,0.54911400
-5.29164582,1.32881393,0.01418654,0.19049445,0.43117786,0.19949602,0.04849555,0.01220341,0.55359837
-5.28564282,1.34922168,0.01579466,0.19422715,0.43738330,0.20164406,0.04953352,0.01412821,0.56145388
-5.27963982,1.37528737,0.01756258,0.19809940,0.44602203,0.20458537,0.05122104,0.01645813,0.57276537
-5.27363682,1.40777223,0.01948497,0.20233076,0.45729917,0.20848176,0.05345113,0.01922191,0.58769880
-5.26763382,1.44760669,0.02155546,0.20716587,0.47147782,0.21352806,0.05612612,0.02244850,0.60648967
-5.26163082,1.49585186,0.02376656,0.21286818,0.48886793,0.21994612,0.05915868,0.02616588,0.62942780
-5.25562781,1.55365383,0.02610963,0.21971262,0.50981245,0.22797757,0.06247271,0.03039974,0.65683925
-5.24962481,1.62219242,0.02857494,0.22797738,0.53467151,0.23787556,0.06600415,0.03517205,0.68906599
-5.24362181,1.70262628,0.03115161,0.23793508,0.56380488,0.24989573,0.06970170,0.04049952,0.72644416
-5.23761881,1.79603598,0.03382767,0.24984344,0.59755350,0.26428668,0.07352734,0.04639206,0.76928173
-5.23161581,1.90336738,0.03659006,0.26393600,0.63622057,0.28128019,0.07745659,0.05285122,0.81783637
-5.22561281,2.02537695,0.03942469,0.28041285,0.68005271,0.30108153,0.08147842,0.05986876,0.87229436
-5.21960980,2.16258115,0.04231652,0.29943196,0.72922207,0.32386015,0.08559487,0.06742539,0.93275123
-5.21360680,2.31521151,0.04524956,0.32110126,0.78380977,0.34974099,0.08982014,0.07548968,0.99919496
-5.20760380,2.48317726,0.04820699,0.34547175,0.84379136,0.37879667,0.09417917,0.08401736,1.07149235
-5.20160080,2.66603685,0.05117129,0.37253199,0.90902484,0.41104094,0.09870586,0.09295088,1.14937900
-5.19559780,2.86297967,0.05412427,0.40220417,0.97924187,0.44642343,0.10344067,0.10221953,1.23245350
-5.18959480,3.07281896,0.05704729,0.43434190,1.05404255,0.48482614,0.10842787,0.11173991,1.32017606
-5.18359180,3.29399670,0.05992141,0.46873006,1.13289419,0.52606165,0.11371246,0.12141691,1.41187190
-5.17758879,3.52460078,0.06272758,0.50508671,1.21513458,0.56987339,0.11933681,0.13114527,1.50673930
-5.17158579,3.76239464,0.06544689,0.54306708,1.29997980,0.61593794,0.12533732,0.14081155,1.60386255
-5.16558279,4.00485903,0.06806083,0.58226986,1.38653682,0.66386954,0.13174111,0.15029658,1.70222934
-5.15957979,4.24924521,0.07055164,0.62224547,1.47382085,0.71322669,0.13856299,0.15947833,1.80075245
-5.15357679,4.49263872,0.07290255,0.66250640,1.56077731,0.76352098,0.14580295,0.16823508,1.89829527
-5.14757379,4.73203201,0.07509825,0.70253920,1.64630793,0.81422781,0.15344421,0.17644878,1.99370044
-5.14157079,4.96440429,0.07712513,0.74181801,1.72930061,0.86479897,0.16145213,0.18400861,2.08582103
-5.13556778,5.18680644,0.07897175,0.77981917,1.80866217,0.91467672,0.16977392,0.19081437,2.17355330
-5.12956478,5.39644819,0.08062912,0.81603636,1.88335314,0.96330896,0.17833940,0.19677986,2.25587009
-5.12356178,5.59078504,0.08209107,0.84999604,1.95242336,1.01016512,0.18706270,0.20183585,2.33185385
-5.11755878,5.76760162,0.08335448,0.88127237,2.01504727,1.05475215,0.19584490,0.20593268,2.40072794
-5.11155578,5.92508852,0.08441954,0.90950111,2.07055733,1.09663010,0.20457752,0.20904233,2.46188532
-5.10555278,6.06190913,0.08528989,0.93439207,2.11847419,1.13542661,0.21314671,0.21115974,2.51491313
-5.09954977,6.17725371,0.08597267,0.95573925,2.15853219,1.17084959,0.22143791,0.21230351,2.55961211
-5.09354677,6.27087750,0.08647848,0.97342846,2.19069865,1.20269761,0.22934076,0.21251569,2.59600988
-5.08754377,6.34312071,0.08682122,0.98744174,2.21518576,1.23086720,0.23675402,0.21186087,2.62436682
-5.08154077,6.39490824,0.08701785,0.99785837,2.23245399,1.25535670,0.24359011,0.21042434,2.64517418
-5.07553777,6.42772810,0.08708801,1.00485228,2.24320618,1.27626621,0.24977918,0.20830956,2.65914359
-5.06953477,6.44358787,0.08705348,1.00868567,2.24837199,1.29379331,0.25527233,0.20563484,2.66718798
-5.06353177,6.44495000,0.08693761,1.00969911,2.24908259,1.30822466,0.26004375,0.20252952,2.67039398
-5.05752876,6.43464703,0.08676464,1.00829822,2.24663601,1.31992342,0.26409175,0.19912960,2.66998634
-5.05152576,6.41577950,0.08655886,1.00493754,2.24245405,1.32931297,0.26743857,0.19557309,2.66728526
-5.04552276,6.39159973,0.08634384,1.00010208,2.23803209,1.33685745,0.27012879,0.19199520,2.66365810
-5.03951976,6.36538567,0.08614156,0.99428724,2.23488347,1.34303987,0.27222669,0.18852360,2.66046692
-5.03351676,6.34030989,0.08597153,0.98797811,2.23448055,1.34833873,0.27381244,0.18527389,2.65901398
-5.02751376,6.31930911,0.08585005,0.98162887,2.23819492,1.35320426,0.27497747,0.18234544,2.66048746
-5.02151076,6.30495981,0.08578942,0.97564334,2.24723911,1.35803532,0.27581928,0.17981792,2.66590958
-5.01550775,6.29936586,0.08579738,0.97035750,2.26261260,1.36315826,0.27643587,0.17774845,2.67608966
-5.00950475,6.30406340,0.08587665,0.96602495,2.28505455,1.36880877,0.27692028,0.17616968,2.69158440
-5.00350175,6.31994773,0.08602462,0.96280591,2.31500555,1.37511769,0.27735545,0.17508879,2.71266730
-4.99749875,6.34722621,0.08623332,0.96076037,2.35258055,1.38210182,0.27780970,0.17448748,2.73930915
-4.99149575,6.38539982,0.08648953,0.95984577,2.39755422,1.38966000,0.27833320,0.17432298,2.77117063
-4.98549275,6.43327496,0.08677513,0.95991945,2.44936011,1.39757516,0.27895550,0.17453007,2.80760790
-4.97948974,6.48900531,0.08706770,0.96074554,2.50710364,1.40552203,0.27968436,0.17502392,2.84769120
-4.97348674,6.55016243,0.08734125,0.96200635,2.56958894,1.41308042,0.28050591,0.17570375,2.89023589
-4.96748374,6.61383210,0.08756717,0.96331735,2.63535835,1.41975343,0.28138612,0.17645711,2.93384486
-4.96148074,6.67673211,0.08771523,0.96424535,2.70274326,1.42498967,0.28227346,0.17716460,2.97696040
-4.95547774,6.73534623,0.08775475,0.96432871,2.76992396,1.42820845,0.28310258,0.17770482,3.01792345
-4.94947474,6.78606816,0.08765572,0.96309888,2.83499599,1.42882665,0.28379885,0.17795928,3.05503736
-4.94347174,6.82534867,0.08738994,0.96010193,2.89604013,1.42628594,0.28428334,0.17781721,3.08663345
-4.93746873,6.84983926,0.08693203,0.95491930,2.95119271,1.42007892,0.28447797,0.17717991,3.11113528
-4.93146573,6.85652570,0.08626042,0.94718661,2.99871336,1.40977297,0.28431064,0.17596447,3.12711874
-4.92546273,6.84284542,0.08535804,0.93660972,3.03704697,1.39503064,0.28371978,0.17410681,3.13336519
-4.91945973,6.80678382,0.08421293,0.92297736,3.06487732,1.37562550,0.28265827,0.17156386,3.12890556
-4.91345673,6.74694547,0.08281859,0.90616978,3.08117002,1.35145304,0.28109636,0.16831476,3.11305335
-4.90745373,6.66259788,0.08117411,0.88616313,3.08520315,1.32253589,0.27902349,0.16436112,3.08542550
-4.90145073,6.55368665,0.07928413,0.86302958,3.07658455,1.28902363,0.27644886,0.15972639,3.04595061
-4.89544772,6.42082259,0.07715854,0.83693321,3.05525527,1.25118710,0.27340077,0.15445431,2.99486442
-4.88944472,6.26524268,0.07481205,0.80812215,3.02147980,1.20940797,0.26992481,0.14860664,2.93269356
-4.88344172,6.08874792,0.07226360,0.77691757,2.97582382,1.16416409,0.26608101,0.14226024,2.86022870
-4.87743872,5.89362240,0.06953567,0.74370000,2.91912126,1.11601176,0.26194006,0.13550371,2.77848902
-4.87143572,5.68253836,0.06665353,0.70889407,2.85243275,1.06556578,0.25757904,0.12843378,2.68868013
-4.86543272,5.45845265,0.06364443,0.67295222,2.77699783,1.01347847,0.25307679,0.12115155,2.59214781
-4.85942971,5.22450017,0.06053685,0.63633848,2.69418366,0.96041878,0.24850921,0.11375890,2.49033002
-4.85342671,4.98388937,0.05735971,0.59951284,2.60543298,0.90705241,0.24394493,0.10635506,2.38470967
-4.84742371,4.73980476,0.05414172,0.56291719,2.51221383,0.85402389,0.23944143,0.09903362,2.27677019
-4.84142071,4.49532052,0.05091077,0.52696315,2.41597344,0.80194128,0.23504196,0.09188001,2.16795593
-4.83541771,4.25332831,0.04769342,0.49202236,2.31809830,0.75136407,0.23077348,0.08496959,2.05963879
-4.82941471,4.01648145,0.04451449,0.45841953,2.21988190,0.70279450,0.22664556,0.07836627,1.95309215
-4.82341171,3.78715668,0.04139678,0.42642817,2.12250105,0.65667242,0.22265051,0.07212188,1.84947257
-4.81740870,3.56743335,0.03836086,0.39626918,2.02700135,0.61337355,0.21876457,0.06627602,1.74980952
-4.81140570,3.35908924,0.03542499,0.36811191,1.93429144,0.57321079,0.21495011,0.06085654,1.65500240
-4.80540270,3.16361111,0.03260507,0.34207751,1.84514560,0.53643822,0.21115872,0.05588042,1.56582440
-4.79939970,2.98221746,0.02991475,0.31824401,1.76021329,0.50325706,0.20733502,0.05135510,1.48293176
-4.79339670,2.81589045,0.02736551,0.29665284,1.68003437,0.47382308,0.20342083,0.04728005,1.40687731
-4.78739370,2.66541376,0.02496685,0.27731610,1.60505806,0.44825472,0.19935959,0.04364853,1.33812651
-4.78139070,2.53141283,0.02272653,0.26022415,1.53566393,0.42664119,0.19510070,0.04044936,1.27707459
-4.77538769,2.41439427,0.02065075,0.24535303,1.47218273,0.40905010,0.19060357,0.03766875,1.22406316
-4.76938469,2.31478132,0.01874446,0.23267121,1.41491561,0.39553384,0.18584101,0.03529193,1.17939500
-4.76338169,2.23294303,0.01701159,0.22214537,1.36414981,0.38613449,0.18080204,0.03330459,1.14334569
-4.75737869,2.16921485,0.01545528,0.21374477,1.32016977,0.38088688,0.17549366,0.03169410,1.11617130
-4.75137569,2.12390960,0.01407815,0.20744425,1.28326265,0.37981951,0.16994177,0.03045041,1.09811157
-4.74537269,2.09731805,0.01288251,0.20322544,1.25371776,0.38295351,0.16419096,0.02956658,1.08938818
-4.73936968,2.08969930,0.01187046,0.20107648,1.23181985,0.39029960,0.15830336,0.02903906,1.09019842
-4.73336668,2.10126163,0.01104413,0.20099007,1.21783681,0.40185328,0.15235660,0.02886760,1.10070446
-4.72736368,2.13213535,0.01040566,0.20296018,1.21200225,0.41758867,0.14644082,0.02905485,1.12101921
-4.72136068,2.18233950,0.00995729,0.20697767,1.21449451,0.43745142,0.14065516,0.02960571,1.15118944
-4.71535768,2.25174481,0.00970128,0.21302495,1.22541311,0.46135105,0.13510369,0.03052643,1.19117762
-4.70935468,2.34003532,0.00963985,0.22107027,1.24475466,0.48915350,0.12989104,0.03182361,1.24084349
-4.70335168,2.44667166,0.00977500,0.23106180,1.27238964,0.52067418,0.12511802,0.03350297,1.29992690
-4.69734867,2.57085833,0.01010829,0.24292198,1.30804189,0.55567219,0.12087728,0.03556815,1.36803296
-4.69134567,2.71151775,0.01064060,0.25654257,1.35127241,0.59384615,0.11724931,0.03801948,1.44462088
-4.68534267,2.86727306,0.01137180,0.27178058,1.40146888,0.63483202,0.11429896,0.04085280,1.52899734
-4.67933967,3.03644138,0.01230041,0.28845557,1.45784189,0.67820313,0.11207248,0.04405843,1.62031513
-4.67333667,3.21703886,0.01342326,0.30634842,1.51942883,0.72347283,0.11059539,0.04762025,1.71757760
-4.66733367,3.40679795,0.01473511,0.32520187,1.58510564,0.77009952,0.10987108,0.05151507,1.81964898
-4.66133067,3.60319689,0.01622836,0.34472279,1.65360636,0.81749425,0.10988031,0.05571214,1.92527048
-4.65532766,3.80350076,0.01789270,0.36458637,1.72355010,0.86503056,0.11058153,0.06017307,2.03308171
-4.64932466,4.00481278,0.01971492,0.38444194,1.79347432,0.91205629,0.11191206,0.06485191,2.14164656
-4.64332166,4.20413405,0.02167872,0.40392044,1.86187332,0.95790692,0.11379005,0.06969563,2.24948272
-4.63731866,4.39842958,0.02376464,0.42264321,1.92724027,1.00192007,0.11611706,0.07464482,2.35509368
-4.63131566,4.58469800,0.02595013,0.44023172,1.98811108,1.04345042,0.11878135,0.07963472,2.45700179
-4.62531266,4.76004230,0.02820964,0.45631800,2.04310818,1.08188465,0.12166151,0.08459650,2.55378145
-4.61930965,4.92173892,0.03051495,0.47055524,2.09098234,1.11665582,0.12463047,0.08945865,2.64409077
-4.61330665,5.06730256,0.03283552,0.48262815,2.13065081,1.14725650,0.12755968,0.09414873,2.72670097
-4.60730365,5.19454443,0.03513896,0.49226267,2.16123014,1.17325041,0.13032324,0.09859501,2.80052236
-4.60130065,5.30162200,0.03739169,0.49923458,2.18206243,1.19428205,0.13280199,0.10272835,2.86462617
-4.59529765,5.38707871,0.03955956,0.50337662,2.19273399,1.21008394,0.13488725,0.10648393,2.91826185
-4.58929465,5.44987275,0.04160861,0.50458391,2.19308600,1.22048157,0.13648413,0.10980303,2.96086949
-4.58329165,5.48939434,0.04350586,0.50281732,2.18321689,1.22539569,0.13751441,0.11263454,2.99208739
-4.57728864,5.50547171,0.04522004,0.49810472,2.16347666,1.22484214,0.13791874,0.11493643,3.01175506
-4.57128564,5.49836613,0.04672246,0.49054013,2.13445392,1.21892940,0.13765812,0.11667688,3.01991183
-4.56528264,5.46875704,0.04798763,0.48028063,2.09695633,1.20785397,0.13671477,0.11783520,3.01679184
-4.55927964,5.41771834,0.04899399,0.46754144,2.05198567,1.19189386,0.13509216,0.11840236,3.00281570
-4.55327664,5.34668722,0.04972445,0.45258918,2.00070880,1.17140073,0.13281443,0.11838132,2.97857948
-4.54727364,5.25742698,0.05016682,0.43573374,1.94442581,1.14679067,0.12992506,0.11778693,2.94484158
-4.54127064,5.15198517,0.05031416,0.41731905,1.88453658,1.11853433,0.12648496,0.11664555,2.90250774
-4.53526763,5.03264827,0.05016493,0.39771311,1.82250710,1.08714641,0.12257010,0.11499432,2.85261458
-4.52926463,4.90189419,0.04972304,0.37729778,1.75983628,1.05317498,0.11826868,0.11288021,2.79631181
-4.52326163,4.76234328,0.04899775,0.35645853,1.69802443,1.01719075,0.11367798,0.11035870,2.73484319
-4.51725863,4.61670873,0.04800337,0.33557460,1.63854373,0.97977661,0.10890110,0.10749235,2.66952617
-4.51125563,4.46774680,0.04675895,0.31500994,1.58281120,0.94151737,0.10404358,0.10434915,2.60173017
-4.50525263,4.31820747,0.04528774,0.29510495,1.53216445,0.90299006,0.09921009,0.10100073,2.53285356
-4.49924962,4.17078576,0.04361662,0.27616957,1.48784015,0.86475464,0.09450129,0.09752053,2.46429923
-4.49324662,4.02807430,0.04177547,0.25847744,1.45095528,0.82734539,0.09001093,0.09398192,2.39744890
