energy_ev,total_up,Au_p_up,Au_d_up,Fe_p_up,Fe_d_up,N_s_up,N_p_up,S_s_up,S_p_up
-5.66983492,1.33059994,0.17362919,0.69583449,0.35505628,0.22732431,0.00015961,0.09365406,0.00075784,0.36563551
-5.66383192,1.30107585,0.16799449,0.67944438,0.34842489,0.22370558,0.00016074,0.09090514,0.00065011,0.35944590
-5.65782891,1.26960978,0.16218701,0.66204620,0.34103113,0.21966753,0.00016094,0.08809442,0.00055615,0.35261344
-5.65182591,1.23634292,0.15625678,0.64359197,0.33298082,0.21528416,0.00016018,0.08524827,0.00047475,0.34525536
-5.64582291,1.20152763,0.15026439,0.62408885,0.32441109,0.21065157,0.00015845,0.08239926,0.00040465,0.33752517
-5.63981991,1.16552538,0.14427967,0.60360180,0.31548718,0.20588626,0.00015574,0.07958561,0.00034462,0.32960917
-5.63381691,1.12879860,0.13838007,0.58225317,0.30639792,0.20112218,0.00015210,0.07685041,0.00029344,0.32172135
-5.62781391,1.09189701,0.13264850,0.56021901,0.29735007,0.19650685,0.00014757,0.07424043,0.00024997,0.31409668
-5.62181091,1.05543876,0.12717087,0.53772267,0.28856166,0.19219649,0.00014222,0.07180469,0.00021315,0.30698313
-5.61580790,1.02008730,0.12203338,0.51502574,0.28025457,0.18835035,0.00013615,0.06959284,0.00018203,0.30063267
-5.60980490,0.98652506,0.11731962,0.49241706,0.27264661,0.18512466,0.00012945,0.06765325,0.00015573,0.29529151
-5.60380190,0.95542508,0.11310753,0.47020036,0.26594330,0.18266619,0.00012224,0.06603113,0.00013350,0.29119003
-5.59779890,0.92742190,0.10946648,0.44868111,0.26032987,0.18110582,0.00011463,0.06476658,0.00011468,0.28853283
-5.59179590,0.90308323,0.10645447,0.42815336,0.25596355,0.18055252,0.00010676,0.06389263,0.00009870,0.28748925
-5.58579290,0.88288354,0.10411553,0.40888718,0.25296672,0.18108771,0.00009875,0.06343362,0.00008510,0.28818475
-5.57978989,0.86718095,0.10247762,0.39111737,0.25142099,0.18276058,0.00009070,0.06340359,0.00007347,0.29069374
-5.57378689,0.85619858,0.10155085,0.37503390,0.25136267,0.18558447,0.00008275,0.06380517,0.00006350,0.29503388
-5.56778389,0.85001119,0.10132640,0.36077472,0.25277984,0.18953440,0.00007498,0.06462872,0.00005493,0.30116246
-5.56178089,0.84853788,0.10177600,0.34842096,0.25561100,0.19454614,0.00006750,0.06585198,0.00004753,0.30897490
-5.55577789,0.85154126,0.10285211,0.33799503,0.25974574,0.20051669,0.00006038,0.06744016,0.00004115,0.31830564
-5.54977489,0.85863334,0.10448880,0.32946148,0.26502715,0.20730634,0.00005369,0.06934647,0.00003566,0.32893127
-5.54377189,0.86928780,0.10660334,0.32273063,0.27125616,0.21474223,0.00004750,0.07151320,0.00003095,0.34057615
-5.53776888,0.88285849,0.10909844,0.31766475,0.27819759,0.22262329,0.00004184,0.07387326,0.00002696,0.35292010
-5.53176588,0.89860331,0.11186515,0.31408652,0.28558770,0.23072648,0.00003676,0.07635207,0.00002363,0.36560813
-5.52576288,0.91571248,0.11478619,0.31178934,0.29314307,0.23881405,0.00003228,0.07886990,0.00002091,0.37826173
-5.51975988,0.93334037,0.11773973,0.31054898,0.30057038,0.24664156,0.00002842,0.08134438,0.00001881,0.39049141
-5.51375688,0.95063918,0.12060346,0.31013612,0.30757681,0.25396637,0.00002521,0.08369331,0.00001730,0.40190994
-5.50775388,0.96679350,0.12325871,0.31032919,0.31388057,0.26055633,0.00002265,0.08583743,0.00001639,0.41214590
-5.50175088,0.98105406,0.12559460,0.31092691,0.31922125,0.26619817,0.00002078,0.08770325,0.00001612,0.42085681
-5.49574787,0.99276930,0.12751187,0.31176003,0.32336943,0.27070539,0.00001961,0.08922568,0.00001650,0.42774151
-5.48974487,1.00141358,0.12892651,0.31270172,0.32613533,0.27392531,0.00001918,0.09035038,0.00001759,0.43255117
-5.48374187,1.00661070,0.12977269,0.31367618,0.32737601,0.27574487,0.00001952,0.09103585,0.00001944,0.43509845
-5.47773887,1.00815173,0.13000524,0.31466511,0.32700093,0.27609514,0.00002069,0.09125496,0.00002214,0.43526461
-5.47173587,1.00600663,0.12960130,0.31571170,0.32497562,0.27495418,0.00002274,0.09099605,0.00002577,0.43300407
-5.46573287,1.00032878,0.12856119,0.31692193,0.32132331,0.27234821,0.00002576,0.09026349,0.00003043,0.42834639
-5.45972986,0.99145262,0.12690847,0.31846313,0.31612456,0.26835107,0.00002982,0.08907761,0.00003623,0.42139563
-5.45372686,0.97988424,0.12468921,0.32055981,0.30951485,0.26308198,0.00003503,0.08747409,0.00004330,0.41232701
-5.44772386,0.96628531,0.12197042,0.32348677,0.30168026,0.25670169,0.00004152,0.08550287,0.00005177,0.40138124
-5.44172086,0.95145107,0.11883784,0.32755981,0.29285156,0.24940724,0.00004939,0.08322645,0.00006179,0.38885655
-5.43571786,0.93628318,0.11539300,0.33312424,0.28329681,0.24142547,0.00005880,0.08071795,0.00007350,0.37509904
-5.42971486,0.92175841,0.11174991,0.34054167,0.27331289,0.23300565,0.00006988,0.07805861,0.00008706,0.36049152
-5.42371186,0.90889443,0.10803130,0.35017545,0.26321630,0.22441140,0.00008278,0.07533529,0.00010261,0.34544143
-5.41770885,0.89871389,0.10436467,0.36237520,0.25333347,0.21591231,0.00009765,0.07263765,0.00012031,0.33036824
-5.41170585,0.89220809,0.10087818,0.37746121,0.24399106,0.20777552,0.00011464,0.07005536,0.00014029,0.31569084
-5.40570285,0.89030155,0.09769674,0.39570901,0.23550646,0.20025754,0.00013386,0.06767539,0.00016269,0.30181528
-5.39969985,0.89381862,0.09493815,0.41733482,0.22817883,0.19359653,0.00015543,0.06557943,0.00018763,0.28912326
-5.39369685,0.90345330,0.09270955,0.44248250,0.22228094,0.18800542,0.00017945,0.06384146,0.00021520,0.27796176
-5.38769385,0.91974325,0.09110435,0.47121237,0.21805193,0.18366584,0.00020597,0.06252577,0.00024551,0.26863390
-5.38169085,0.94304877,0.09019950,0.50349257,0.21569127,0.18072324,0.00023501,0.06168515,0.00027864,0.26139147
-5.37568784,0.97353747,0.09005339,0.53919322,0.21535387,0.17928312,0.00026655,0.06135957,0.00031464,0.25642896
-5.36968484,1.01117493,0.09070421,0.57808376,0.21714653,0.17940852,0.00030052,0.06157522,0.00035357,0.25387945
-5.36368184,1.05572183,0.09216897,0.61983380,0.22112567,0.18111877,0.00033680,0.06234397,0.00039548,0.25381210
-5.35767884,1.10673741,0.09444306,0.66401734,0.22729634,0.18438953,0.00037520,0.06366319,0.00044040,0.25623145
-5.35167584,1.16358915,0.09750037,0.71012052,0.23561253,0.18915400,0.00041547,0.06551606,0.00048838,0.26107820
-5.34567284,1.22546844,0.10129396,0.75755271,0.24597861,0.19530529,0.00045731,0.06787212,0.00053948,0.26823167
-5.33966983,1.29141145,0.10575728,0.80566044,0.25825191,0.20269979,0.00050035,0.07068829,0.00059373,0.27751352
-5.33366683,1.36032483,0.11080582,0.85374400,0.27224629,0.21116153,0.00054415,0.07391008,0.00065122,0.28869283
-5.32766383,1.43101505,0.11633918,0.90107591,0.28773665,0.22048721,0.00058824,0.07747309,0.00071203,0.30149227
-5.32166083,1.50222062,0.12224355,0.94692066,0.30446422,0.23045197,0.00063208,0.08130478,0.00077626,0.31559524
-5.31565783,1.57264600,0.12839448,0.99055501,0.32214246,0.24081553,0.00067510,0.08532633,0.00084403,0.33065379
-5.30965483,1.64099613,0.13465986,1.03128803,0.34046356,0.25132866,0.00071670,0.08945461,0.00091545,0.34629724
-5.30365183,1.70601028,0.14090311,1.06848009,0.35910526,0.26173969,0.00075628,0.09360428,0.00099064,0.36214112
-5.29764882,1.76649434,0.14698649,1.10156001,0.37773790,0.27180102,0.00079323,0.09768977,0.00106972,0.37779645
-5.29164582,1.82135023,0.15277433,1.13003979,0.39603153,0.28127524,0.00082695,0.10162735,0.00115274,0.39287898
-5.28564282,1.86960162,0.15813631,1.15352625,0.41366286,0.28994092,0.00085688,0.10533698,0.00123974,0.40701825
-5.27963982,1.91041523,0.16295052,1.17172925,0.43032199,0.29759769,0.00088249,0.10874406,0.00133067,0.41986624
-5.27363682,1.94311700,0.16710628,1.18446611,0.44571858,0.30407063,0.00090335,0.11178095,0.00142539,0.43110536
-5.26763382,1.96720282,0.17050671,1.19166236,0.45958750,0.30921378,0.00091905,0.11438836,0.00152365,0.44045556
-5.26163082,1.98234375,0.17307087,1.19334875,0.47169368,0.31291269,0.00092932,0.11651629,0.00162505,0.44768044
-5.25562781,1.98838573,0.17473547,1.18965494,0.48183608,0.31508600,0.00093395,0.11812490,0.00172905,0.45259207
-5.24962481,1.98534426,0.17545610,1.18080025,0.48985079,0.31568599,0.00093284,0.11918491,0.00183493,0.45505444
-5.24362181,1.97339439,0.17520792,1.16708213,0.49561305,0.31469817,0.00092600,0.11967783,0.00194181,0.45498548
-5.23761881,1.95285703,0.17398584,1.14886301,0.49903833,0.31213995,0.00091355,0.11959583,0.00204863,0.45235757
-5.23161581,1.92418217,0.17180410,1.12655618,0.50008231,0.30805850,0.00089571,0.11894139,0.00215415,0.44719651
-5.22561281,1.88793006,0.16869541,1.10061162,0.49874012,0.30252794,0.00087279,0.11772671,0.00225699,0.43957906
-5.21960980,1.84475131,0.16470959,1.07150227,0.49504450,0.29564592,0.00084518,0.11597287,0.00235564,0.42962920
-5.21360680,1.79536680,0.15991173,1.03971155,0.48906348,0.28752993,0.00081337,0.11370896,0.00244851,0.41751322
-5.20760380,1.74054828,0.15438012,1.00572251,0.48089722,0.27831334,0.00077790,0.11097091,0.00253396,0.40343381
-5.20160080,1.68110037,0.14820381,0.97000901,0.47067462,0.26814136,0.00073936,0.10780045,0.00261037,0.38762348
-5.19559780,1.61784455,0.14148007,0.93302922,0.45854950,0.25716721,0.00069835,0.10424390,0.00267615,0.37033760
-5.18959480,1.55160559,0.13431178,0.89522139,0.44469665,0.24554843,0.00065552,0.10035103,0.00272986,0.35184711
-5.18359180,1.48320059,0.12680479,0.85700186,0.42930792,0.23344366,0.00061149,0.09617400,0.00277022,0.33243152
-5.17758879,1.41343076,0.11906545,0.81876516,0.41258835,0.22100976,0.00056689,0.09176636,0.00279621,0.31237206
-5.17158579,1.34307582,0.11119833,0.78088574,0.39475256,0.20839956,0.00052230,0.08718219,0.00280708,0.29194556
-5.16558279,1.27289081,0.10330421,0.74372102,0.37602141,0.19576008,0.00047826,0.08247529,0.00280240,0.27141902
-5.15957979,1.20360499,0.09547838,0.70761533,0.35661901,0.18323135,0.00043528,0.07769864,0.00278215,0.25104508
-5.15357679,1.13592245,0.08780933,0.67290427,0.33677016,0.17094576,0.00039379,0.07290390,0.00274666,0.23105854
-5.14757379,1.07052393,0.08037784,0.63991903,0.31669815,0.15902788,0.00035417,0.06814112,0.00269672,0.21167397
-5.14157079,1.00806958,0.07325645,0.60899041,0.29662303,0.14759482,0.00031674,0.06345853,0.00263349,0.19308428
-5.13556778,0.94920215,0.06650932,0.58045207,0.27676023,0.13675684,0.00028174,0.05890252,0.00255856,0.17546045
-5.12956478,0.89455017,0.06019243,0.55464296,0.25731959,0.12661836,0.00024937,0.05451768,0.00247391,0.15895208
-5.12356178,0.84473104,0.05435416,0.53190864,0.23850475,0.11727914,0.00021976,0.05034694,0.00238187,0.14368885
-5.11755878,0.80035351,0.04903603,0.51260149,0.22051280,0.10883557,0.00019299,0.04643182,0.00228510,0.12978257
-5.11155578,0.76201945,0.04427374,0.49707983,0.20353421,0.10138198,0.00016909,0.04281267,0.00218651,0.11732978
-5.10555278,0.73032475,0.04009824,0.48570590,0.18775288,0.09501191,0.00014806,0.03952898,0.00208928,0.10641458
-5.09954977,0.70585907,0.03653697,0.47884282,0.17334638,0.08981916,0.00012986,0.03661963,0.00199674,0.09711165
-5.09354677,0.68920436,0.03361496,0.47685066,0.16048612,0.08589863,0.00011441,0.03412313,0.00191235,0.08948904
-5.08754377,0.68093189,0.03135589,0.48008160,0.14933750,0.08334673,0.00010164,0.03207781,0.00183963,0.08361082
-5.08154077,0.68159771,0.02978298,0.48887430,0.14005989,0.08226145,0.00009145,0.03052185,0.00178210,0.07953912
-5.07553777,0.69173625,0.02891965,0.50354739,0.13280626,0.08274175,0.00008373,0.02949321,0.00174326,0.07733561
-5.06953477,0.71185182,0.02878983,0.52439234,0.12772245,0.08488654,0.00007836,0.02902942,0.00172646,0.07706215
-5.06353177,0.74240803,0.02941803,0.55166529,0.12494603,0.08879285,0.00007523,0.02916710,0.00173493,0.07878067
-5.05752876,0.78381475,0.03082893,0.58557827,0.12460439,0.09455344,0.00007422,0.02994135,0.00177163,0.08255195
-5.05152576,0.83641273,0.03304663,0.62628942,0.12681240,0.10225369,0.00007522,0.03138485,0.00183925,0.08843355
-5.04552276,0.90045588,0.03609357,0.67389252,0.13166917,0.11196784,0.00007809,0.03352679,0.00194011,0.09647674
-5.03951976,0.97609151,0.03998895,0.72840581,0.13925435,0.12375468,0.00008272,0.03639153,0.00207611,0.10672261
-5.03351676,1.06333889,0.04474696,0.78976036,0.14962361,0.13765280,0.00008899,0.03999711,0.00224864,0.11919734
-5.02751376,1.16206681,0.05037467,0.85778829,0.16280380,0.15367552,0.00009674,0.04435361,0.00245853,0.13390705
-5.02151076,1.27197104,0.05686980,0.93221126,0.17878765,0.17180574,0.00010585,0.04946144,0.00270596,0.15083220
-5.01550775,1.39255268,0.06421839,1.01262993,0.19752844,0.19199092,0.00011615,0.05530958,0.00299040,0.16992203
-5.00950475,1.52309885,0.07239254,1.09851484,0.21893489,0.21413857,0.00012748,0.06187395,0.00331056,0.19108923
-5.00350175,1.66266694,0.08134842,1.18919961,0.24286647,0.23811233,0.00013966,0.06911599,0.00366433,0.21420528
-4.99749875,1.81007409,0.09102447,1.28387730,0.26912969,0.26372919,0.00015249,0.07698147,0.00404876,0.23909667
-4.99149575,1.96389318,0.10134027,1.38160059,0.29747564,0.29075799,0.00016577,0.08539975,0.00446006,0.26554254
-4.98549275,2.12245691,0.11219587,1.48128661,0.32759904,0.31891946,0.00017928,0.09428360,0.00489358,0.29327382
-4.97948974,2.28387086,0.12347195,1.58172695,0.35913928,0.34788812,0.00019279,0.10352948,0.00534389,0.32197432
-4.97348674,2.44603646,0.13503080,1.68160334,0.39168366,0.37729609,0.00020607,0.11301866,0.00580485,0.35128393
-4.96748374,2.60668425,0.14671809,1.77950912,0.42477285,0.40673888,0.00021889,0.12261887,0.00626969,0.38080384
-4.96148074,2.76341717,0.15836565,1.87397634,0.45790885,0.43578322,0.00023103,0.13218682,0.00673118,0.41010405
-4.95547774,2.91376330,0.16979505,1.96350812,0.49056523,0.46397663,0.00024228,0.14157126,0.00718176,0.43873290
-4.94947474,3.05523673,0.18082193,2.04661544,0.52219942,0.49085872,0.00025245,0.15061676,0.00761378,0.46622830
-4.94347174,3.18540473,0.19126103,2.12185724,0.55226687,0.51597357,0.00026138,0.15916789,0.00801967,0.49213056
-4.93746873,3.30195887,0.20093166,2.18788254,0.58023645,0.53888308,0.00026893,0.16707381,0.00839218,0.51599606
-4.93146573,3.40278741,0.20966342,2.24347282,0.60560662,0.55918049,0.00027503,0.17419300,0.00872463,0.53741146
-4.92546273,3.48604592,0.21730200,2.28758301,0.62792166,0.57650375,0.00027962,0.18039798,0.00901110,0.55600770
-4.91945973,3.55022295,0.22371465,2.31937923,0.64678728,0.59054797,0.00028274,0.18557979,0.00924665,0.57147326
-4.91345673,3.59419773,0.22879521,2.33827145,0.66188485,0.60107653,0.00028442,0.18965200,0.00942751,0.58356592
-4.90745373,3.61728695,0.23246837,2.34393945,0.67298365,0.60793020,0.00028481,0.19255413,0.00955125,0.59212262
-4.90145073,3.61927822,0.23469299,2.33635064,0.67995032,0.61103390,0.00028407,0.19425413,0.00961685,0.59706660
-4.89544772,3.60044816,0.23546421,2.31576877,0.68275528,0.61040069,0.00028245,0.19475004,0.00962479,0.59841182
-4.88944472,3.56156390,0.23481434,2.28275262,0.68147536,0.60613275,0.00028024,0.19407045,0.00957705,0.59626387
-4.88344172,3.50386748,0.23281235,2.23814466,0.67629278,0.59841931,0.00027777,0.19227391,0.00947707,0.59081775
-4.87743872,3.42904328,0.22956198,2.18304976,0.66749019,0.58753139,0.00027542,0.18944723,0.00932966,0.58235204
-4.87143572,3.33916962,0.22519859,2.11880466,0.65544195,0.57381379,0.00027364,0.18570261,0.00914082,0.57122005
-4.86543272,3.23665624,0.21988477,2.04693929,0.64060209,0.55767435,0.00027286,0.18117394,0.00891763,0.55783798
-4.85942971,3.12417010,0.21380496,1.96913144,0.62348919,0.53957113,0.00027356,0.17601221,0.00866792,0.54267069
-4.85342671,3.00455232,0.20715923,1.88715654,0.60466904,0.51999787,0.00027624,0.17038030,0.00840009,0.52621570
-4.84742371,2.88072980,0.20015653,1.80283449,0.58473563,0.49946845,0.00028139,0.16444739,0.00812280,0.50898590
-4.84142071,2.75562468,0.19300772,1.71797560,0.56429127,0.47850078,0.00028948,0.15838316,0.00784470,0.49149188
-4.83541771,2.63206554,0.18591855,1.63432785,0.54392671,0.45760101,0.00030100,0.15235208,0.00757415,0.47422452
-4.82941471,2.51270347,0.17908299,1.55352720,0.52420207,0.43724837,0.00031637,0.14650799,0.00731893,0.45763848
-4.82341171,2.39993626,0.17267706,1.47705304,0.50562920,0.41788145,0.00033600,0.14098913,0.00708606,0.44213742
-4.81740870,2.29584343,0.16685352,1.40619014,0.48865633,0.39988628,0.00036022,0.13591395,0.00688150,0.42806138
-4.81140570,2.20213421,0.16173749,1.34199841,0.47365541,0.38358657,0.00038933,0.13137768,0.00671008,0.41567686
-4.80540270,2.12011011,0.15742320,1.28529134,0.46091265,0.36923653,0.00042355,0.12744992,0.00657529,0.40516999
-4.79939970,2.05064309,0.15397195,1.23662367,0.45062252,0.35701630,0.00046301,0.12417322,0.00647925,0.39664287
-4.79339670,1.99416955,0.15141132,1.19628835,0.44288528,0.34703024,0.00050778,0.12156270,0.00642265,0.39011336
-4.78739370,1.95069978,0.14973562,1.16432260,0.43770819,0.33930780,0.00055782,0.11960675,0.00640480,0.38551803
-4.78139070,1.91984210,0.14890755,1.14052258,0.43500997,0.33380706,0.00061301,0.11826860,0.00642368,0.38271827
-4.77538769,1.90084008,0.14886088,1.12446553,0.43462843,0.33042054,0.00067314,0.11748888,0.00647606,0.38150906
-4.76938469,1.89262096,0.14950406,1.11553857,0.43633074,0.32898301,0.00073788,0.11718885,0.00655764,0.38163009
-4.76338169,1.89385300,0.15072469,1.11297254,0.43982588,0.32928102,0.00080685,0.11727419,0.00666321,0.38277860
-4.75737869,1.90300925,0.15239443,1.11587954,0.44477863,0.33106348,0.00087957,0.11763928,0.00678690,0.38462343
-4.75137569,1.91843489,0.15437434,1.12329251,0.45082460,0.33405317,0.00095548,0.11817164,0.00692235,0.38681967
-4.74537269,1.93841560,0.15652035,1.13420532,0.45758545,0.33795840,0.00103396,0.11875650,0.00706298,0.38902318
-4.73936968,1.96124414,0.15868873,1.14761169,0.46468397,0.34248455,0.00111434,0.11928115,0.00720218,0.39090445
-4.73336668,1.98528260,0.16074116,1.16254168,0.47175817,0.34734510,0.00119593,0.11963903,0.00733354,0.39216123
-4.72736368,2.00901814,0.16254956,1.17809410,0.47847397,0.35227152,0.00127800,0.11973346,0.00745106,0.39252939
-4.72136068,2.03111034,0.16400015,1.19346416,0.48453606,0.35702205,0.00135982,0.11948066,0.00754935,0.39179166
-4.71535768,2.05042854,0.16499694,1.20796510,0.48969653,0.36138872,0.00144069,0.11881227,0.00762373,0.38978394
-4.70935468,2.06607832,0.16546430,1.22104348,0.49376106,0.36520273,0.00151993,0.11767701,0.00767039,0.38639899
-4.70335168,2.07741655,0.16534876,1.23228774,0.49659255,0.36833791,0.00159690,0.11604174,0.00768649,0.38158749
-4.69734867,2.08405506,0.16461986,1.24143008,0.49811217,0.37071230,0.00167101,0.11389168,0.00767017,0.37535655
-4.69134567,2.08585350,0.16327018,1.24834198,0.49829799,0.37228791,0.00174175,0.11122997,0.00762059,0.36776592
-4.68534267,2.08290237,0.16131452,1.25302404,0.49718143,0.37306873,0.00180867,0.10807660,0.00753794,0.35892204
-4.67933967,2.07549778,0.15878835,1.25559091,0.49484175,0.37309735,0.00187140,0.10446676,0.00742333,0.34897062
-4.67333667,2.06410957,0.15574562,1.25625247,0.49139916,0.37245028,0.00192962,0.10044876,0.00727878,0.33808790
-4.66733367,2.04934496,0.15225609,1.25529250,0.48700682,0.37123245,0.00198310,0.09608167,0.00710706,0.32647133
-4.66133067,2.03190984,0.14840228,1.25304604,0.48184241,0.36957105,0.00203167,0.09143266,0.00691161,0.31433005
-4.65532766,2.01256987,0.14427612,1.24987686,0.47609957,0.36760928,0.00207520,0.08657438,0.00669641,0.30187568
-4.64932466,1.99211347,0.13997566,1.24615631,0.46997982,0.36550016,0.00211360,0.08158226,0.00646584,0.28931386
-4.64332166,1.97131855,0.13560175,1.24224450,0.46368531,0.36340079,0.00214682,0.07653208,0.00622454,0.27683695
