energy_ev,total_up,Mo_p_up,Mo_d_up,N_s_up,N_p_up,Se_s_up,Se_p_up,Ti_p_up,Ti_d_up
-5.84392196,2.71125302,1.22920078,0.70074399,0.00445481,0.67737343,0.00972645,1.11219384,0.72192014,0.21497593
-5.83791896,2.78473637,1.27410044,0.71680825,0.00468710,0.69302247,0.01057751,1.14676763,0.74343307,0.22548274
-5.83191596,2.86494305,1.32220703,0.73417857,0.00494208,0.70828369,0.01145028,1.18629700,0.76779530,0.23679363
-5.82591296,2.95088552,1.37288695,0.75260198,0.00521816,0.72300950,0.01233488,1.23028136,0.79468675,0.24882843
-5.81990995,3.04147741,1.42546491,0.77180211,0.00551323,0.73707213,0.01322056,1.27813506,0.82373855,0.26149751
-5.81390695,3.13556072,1.47923846,0.79148688,0.00582471,0.75036815,0.01409587,1.32920066,0.85454222,0.27470256
-5.80790395,3.23193368,1.53349303,0.81135638,0.00614959,0.76282201,0.01494893,1.38276373,0.88665952,0.28833756
-5.80190095,3.32937826,1.58751703,0.83111077,0.00648449,0.77438841,0.01576773,1.43806851,0.91963258,0.30228974
-5.79589795,3.42668630,1.64061656,0.85045783,0.00682575,0.78505324,0.01654038,1.49433410,0.95299397,0.31644052
-5.78989495,3.52268337,1.69212935,0.86911982,0.00716951,0.79483301,0.01725547,1.55077050,0.98627633,0.33066664
-5.78389195,3.61624953,1.74143740,0.88683946,0.00751181,0.80377279,0.01790235,1.60659404,1.01902125,0.34484118
-5.77788894,3.70633632,1.78797783,0.90338478,0.00784869,0.81194268,0.01847142,1.66104183,1.05078715,0.35883471
-5.77188594,3.79197954,1.83125174,0.91855267,0.00817627,0.81943285,0.01895439,1.71338461,1.08115602,0.37251646
-5.76588294,3.87230761,1.87083054,0.93217102,0.00849085,0.82634746,0.01934452,1.76293791,1.10973885,0.38575546
-5.75987994,3.94654541,1.90635971,0.94409949,0.00878901,0.83279754,0.01963679,1.80907123,1.13617973,0.39842181
-5.75387694,4.01401405,1.93755983,0.95422886,0.00906767,0.83889329,0.01982798,1.85121501,1.16015876,0.41038784
-5.74787394,4.07412681,1.96422492,0.96247921,0.00932414,0.84473612,0.01991677,1.88886560,1.18139371,0.42152938
-5.74187094,4.12638210,1.98621835,0.96879694,0.00955615,0.85041071,0.01990373,1.92158819,1.19964076,0.43172701
-5.73586793,4.17035421,2.00346644,0.97315113,0.00976189,0.85597766,0.01979120,1.94901789,1.21469450,0.44086730
-5.72986493,4.20568284,2.01595047,0.97552923,0.00994000,0.86146695,0.01958323,1.97085933,1.22638726,0.44884402
-5.72386193,4.23206237,2.02369737,0.97593263,0.01008954,0.86687279,0.01928533,1.98688504,1.23458821,0.45555947
-5.71785893,4.24923194,2.02676988,0.97437231,0.01020999,0.87214995,0.01890434,1.99693284,1.23920233,0.46092569
-5.71185593,4.25696717,2.02525665,0.97086490,0.01030114,0.87721203,0.01844808,2.00090287,1.24016933,0.46486568
-5.70585293,4.25507443,2.01926310,0.96542941,0.01036308,0.88193167,0.01792518,1.99875426,1.23746290,0.46731467
-5.69984992,4.24338807,2.00890340,0.95808482,0.01039614,0.88614304,0.01734475,1.99050197,1.23109003,0.46822128
-5.69384692,4.22177111,1.99429422,0.94884878,0.01040078,0.88964620,0.01671613,1.97621382,1.22109078,0.46754867
-5.68784392,4.19011940,1.97555053,0.93773733,0.01037757,0.89221363,0.01604867,1.95600806,1.20753813,0.46527561
-5.68184092,4.14836913,1.95278369,0.92476579,0.01032713,0.89359834,0.01535149,1.93005132,1.19053807,0.46139742
-5.67583792,4.09650720,1.92610193,0.90995067,0.01025008,0.89354346,0.01463329,1.89855714,1.17022969,0.45592680
-5.66983492,4.03458373,1.89561300,0.89331245,0.01014700,0.89179277,0.01390223,1.86178476,1.14678518,0.44889444
-5.66383192,3.96272602,1.86142891,0.87487900,0.01001847,0.88810175,0.01316585,1.82003833,1.12040949,0.44034943
-5.65782891,3.88115279,1.82367216,0.85468944,0.00986502,0.88224866,0.01243094,1.77366598,1.09133971,0.43035939
-5.65182591,3.79018771,1.78248310,0.83279804,0.00968716,0.87404505,0.01170359,1.72305891,1.05984377,0.41901027
-5.64582291,3.69027122,1.73802776,0.80927796,0.00948545,0.86334525,0.01098917,1.66864998,1.02621852,0.40640587
-5.63981991,3.58196950,1.69050551,0.78422455,0.00926050,0.85005446,0.01029241,1.61091176,0.99078713,0.39266694
-5.63381691,3.46597999,1.64015600,0.75775782,0.00901304,0.83413488,0.00961743,1.55035385,0.95389572,0.37792997
-5.62781391,3.34313252,1.58726471,0.73002404,0.00874398,0.81560971,0.00896787,1.48751931,0.91590927,0.36234556
-5.62181091,3.21438592,1.53216673,0.70119622,0.00845445,0.79456484,0.00834699,1.42298011,0.87720686,0.34607650
-5.61580790,3.08081972,1.47524828,0.67147343,0.00814584,0.77114810,0.00775774,1.35733172,0.83817642,0.32929548
-5.60980490,2.94362126,1.41694587,0.64107886,0.00781987,0.74556616,0.00720291,1.29118671,0.79920907,0.31218260
-5.60380190,2.80406841,1.35774282,0.61025692,0.00747858,0.71807927,0.00668522,1.22516769,0.76069325,0.29492264
-5.59779890,2.66350866,1.29816341,0.57926924,0.00712436,0.68899403,0.00620737,1.15989963,0.72300878,0.27770221
-5.59179590,2.52333537,1.23876478,0.54838988,0.00675993,0.65865466,0.00577217,1.09600181,0.68652119,0.26070684
-5.58579290,2.38496199,1.18012687,0.51790005,0.00638835,0.62743314,0.00538254,1.03407970,0.65157633,0.24411814
-5.57978989,2.24979555,1.12284097,0.48808246,0.00601293,0.59571864,0.00504157,0.97471700,0.61849553,0.22811100
-5.57378689,2.11921026,1.06749726,0.45921566,0.00563725,0.56390684,0.00475251,0.91846804,0.58757151,0.21285103
-5.56778389,1.99452229,1.01467200,0.43156857,0.00526504,0.53238942,0.00451878,0.86585089,0.55906500,0.19849218
-5.56178089,1.87696678,0.96491499,0.40539550,0.00490014,0.50154438,0.00434390,0.81734129,0.53320234,0.18517477
-5.55577789,1.76767763,0.91873760,0.38093178,0.00454641,0.47172730,0.00423143,0.77336761,0.51017392,0.17302374
-5.54977489,1.66767090,0.87660219,0.35839020,0.00420767,0.44326398,0.00418491,0.73430692,0.49013360,0.16214732
-5.54377189,1.57783202,0.83891302,0.33795842,0.00388762,0.41644473,0.00420769,0.70048218,0.47319899,0.15263606
-5.53776888,1.49890709,0.80600916,0.31979724,0.00358977,0.39152011,0.00430285,0.67216065,0.45945242,0.14456230
-5.53176588,1.43149816,0.77815955,0.30403984,0.00331736,0.36869855,0.00447301,0.64955334,0.44894277,0.13797982
-5.52576288,1.37606237,0.75556018,0.29079194,0.00307335,0.34814543,0.00472020,0.63281543,0.44168763,0.13292405
-5.51975988,1.33291442,0.73833361,0.28013269,0.00286031,0.32998367,0.00504566,0.62204754,0.43767595,0.12941235
-5.51375688,1.30223196,0.72653046,0.27211617,0.00268045,0.31429559,0.00544965,0.61729764,0.43687087,0.12744468
-5.50775388,1.28406327,0.72013281,0.26677344,0.00253553,0.30112572,0.00593133,0.61856352,0.43921256,0.12700444
-5.50175088,1.27833656,0.71905925,0.26411481,0.00242689,0.29048442,0.00648853,0.62579540,0.44462099,0.12805944
-5.49574787,1.28487024,0.72317114,0.26413221,0.00235545,0.28235193,0.00711767,0.63889888,0.45299845,0.13056307
-5.48974487,1.30338367,0.73227986,0.26680158,0.00232162,0.27668262,0.00781364,0.65773773,0.46423172,0.13445545
-5.48374187,1.33350760,0.74615458,0.27208500,0.00232543,0.27340916,0.00856972,0.68213666,0.47819379,0.13966476
-5.47773887,1.37479414,0.76453028,0.27993245,0.00236641,0.27244653,0.00937757,0.71188384,0.49474519,0.14610853
-5.47173587,1.42672571,0.78711558,0.29028321,0.00244368,0.27369547,0.01022726,0.74673321,0.51373472,0.15369494
-5.46573287,1.48872283,0.81360023,0.30306668,0.00255594,0.27704555,0.01110738,0.78640658,0.53499989,0.16232415
-5.45972986,1.56015066,0.84366180,0.31820280,0.00270147,0.28237749,0.01200521,0.83059548,0.55836686,0.17188958
-5.45372686,1.64032433,0.87697159,0.33560186,0.00287812,0.28956497,0.01290692,0.87896286,0.58365016,0.18227922
-5.44772386,1.72851304,0.91319938,0.35516395,0.00308337,0.29847580,0.01379785,0.93114482,0.61065223,0.19337687
-5.44172086,1.82394345,0.95201715,0.37677804,0.00331435,0.30897259,0.01466288,0.98675227,0.63916290,0.20506334
-5.43571786,1.92580229,0.99310156,0.40032079,0.00356778,0.32091290,0.01548676,1.04537282,0.66895905,0.21721770
-5.42971486,2.03323883,1.03613540,0.42565535,0.00384008,0.33414922,0.01625458,1.10657298,0.69980446,0.22971838
-5.42371186,2.14536744,1.08080793,0.45263014,0.00412738,0.34852862,0.01695210,1.16990066,0.73145014,0.24244438
-5.41770885,2.26127067,1.12681435,0.48107788,0.00442551,0.36389242,0.01756625,1.23488828,0.76363514,0.25527635
-5.41170585,2.38000319,1.17385458,0.51081507,0.00473010,0.38007588,0.01808548,1.30105640,0.79608801,0.26809770
-5.40570285,2.50059689,1.22163155,0.54164192,0.00503661,0.39690809,0.01850012,1.36791800,0.82852896,0.28079566
-5.39969985,2.62206745,1.26984917,0.57334294,0.00534038,0.41421210,0.01880269,1.43498341,0.86067276,0.29326238
-5.39369685,2.74342241,1.31821037,0.60568832,0.00563670,0.43180542,0.01898813,1.50176592,0.89223234,0.30539591
-5.38769385,2.86367096,1.36641530,0.63843602,0.00592094,0.44950084,0.01905392,1.56778786,0.92292298,0.31710126
-5.38169085,2.98183515,1.41416000,0.67133472,0.00618855,0.46710765,0.01900019,1.63258723,0.95246709,0.32829132
-5.37568784,3.09696249,1.46113569,0.70412743,0.00643520,0.48443322,0.01882964,1.69572449,0.98059935,0.33888782
-5.36968484,3.20813952,1.50702887,0.73655577,0.00665686,0.50128495,0.01854747,1.75678955,1.00707189,0.34882217
-5.36368184,3.31450589,1.55152224,0.76836469,0.00684989,0.51747238,0.01816112,1.81540838,1.03165959,0.35803619
-5.35767884,3.41526849,1.59429662,0.79930749,0.00701113,0.53280958,0.01768006,1.87124933,1.05416486,0.36648280
-5.35167584,3.50971488,1.63503369,0.82915085,0.00713794,0.54711762,0.01711538,1.92402852,1.07442202,0.37412646
-5.34567284,3.59722556,1.67341966,0.85767971,0.00722833,0.56022695,0.01647947,1.97351425,1.09230076,0.38094350
-5.33966983,3.67728424,1.70914959,0.88470169,0.00728097,0.57197984,0.01578557,2.01953003,1.10770861,0.38692219
-5.33366683,3.74948573,1.74193222,0.91005081,0.00729521,0.58223254,0.01504735,2.06195606,1.12059229,0.39206259
-5.32766383,3.81354088,1.77149526,0.93359039,0.00727116,0.59085724,0.01427856,2.10072897,1.13093773,0.39637617
-5.32166083,3.86927818,1.79759069,0.95521485,0.00720962,0.59774377,0.01349255,2.13583977,1.13876878,0.39988507
-5.31565783,3.91664195,1.81999999,0.97485046,0.00711212,0.60280093,0.01270200,2.16733001,1.14414466,0.40262118
-5.30965483,3.95568712,1.83853908,0.99245492,0.00698081,0.60595755,0.01191861,2.19528620,1.14715623,0.40462496
-5.30365183,3.98657066,1.85306269,1.00801576,0.00681845,0.60716314,0.01115285,2.21983285,1.14792127,0.40594399
-5.29764882,4.00954026,1.86346796,1.02154784,0.00662827,0.60638826,0.01041380,2.24112425,1.14657895,0.40663134
-5.29164582,4.02492060,1.86969724,1.03308993,0.00641395,0.60362467,0.00970905,2.25933548,1.14328391,0.40674393
-5.28564282,4.03309799,1.87173987,1.04270072,0.00617944,0.59888506,0.00904468,2.27465305,1.13820006,0.40634063
-5.27963982,4.03450417,1.86963284,1.05045438,0.00592886,0.59220278,0.00842526,2.28726560,1.13149451,0.40548059
-5.27363682,4.02959988,1.86346043,1.05643610,0.00566642,0.58363115,0.00785395,2.29735515,1.12333197,0.40422143
-5.26763382,4.01885909,1.85335263,1.06073765,0.00539625,0.57324280,0.00733260,2.30508921,1.11386978,0.40261777
-5.26163082,4.00275451,1.83948253,1.06345336,0.00512232,0.56112872,0.00686194,2.31061428,1.10325375,0.40071976
-5.25562781,3.98174495,1.82206270,1.06467660,0.00484833,0.54739728,0.00644175,2.31405077,1.09161514,0.39857203
-5.24962481,3.95626486,1.80134052,1.06449692,0.00457763,0.53217295,0.00607107,2.31548973,1.07906864,0.39621279
-5.24362181,3.92671637,1.77759277,1.06299797,0.00431312,0.51559501,0.00574839,2.31499127,1.06571150,0.39367322
-5.23761881,3.89346379,1.75111945,1.06025610,0.00405727,0.49781595,0.00547184,2.31258472,1.05162364,0.39097722
-5.23161581,3.85683047,1.72223708,1.05633967,0.00381202,0.47899969,0.00523941,2.30827022,1.03686868,0.38814134
-5.22561281,3.81709787,1.69127150,1.05130899,0.00357879,0.45931958,0.00504906,2.30202177,1.02149574,0.38517495
-5.21960980,3.77450622,1.65855060,1.04521668,0.00335853,0.43895615,0.00489891,2.29379107,1.00554168,0.38208068
-5.21360680,3.72925663,1.62439695,1.03810837,0.00315168,0.41809461,0.00478729,2.28351218,0.98903373,0.37885489
-5.20760380,3.68151395,1.58912062,1.03002350,0.00295828,0.39692217,0.00471284,2.27110633,0.97199207,0.37548837
-5.20160080,3.63141018,1.55301249,1.02099621,0.00277798,0.37562514,0.00467450,2.25648683,0.95443245,0.37196702
-5.19559780,3.57904780,1.51633811,1.01105604,0.00261013,0.35438592,0.00467157,2.23956367,0.93636836,0.36827261
-5.18959480,3.52450306,1.47933248,1.00022845,0.00245383,0.33337997,0.00470360,2.22024753,0.91781288,0.36438348
-5.18359180,3.46782871,1.44219580,0.98853516,0.00230803,0.31277283,0.00477037,2.19845334,0.89877997,0.36027533
-5.17758879,3.40905650,1.40509048,0.97599412,0.00217157,0.29271719,0.00487175,2.17410300,0.87928532,0.35592194
-5.17158579,3.34819910,1.36813944,0.96261943,0.00204328,0.27335036,0.00500763,2.14712757,0.85934656,0.35129583
-5.16558279,3.28525198,1.33142574,0.94842106,0.00192200,0.25479192,0.00517774,2.11746881,0.83898320,0.34636899
-5.15957979,3.22019510,1.29499376,0.93340454,0.00180665,0.23714189,0.00538152,2.08508043,0.81821607,0.34111359
-5.15357679,3.15299501,1.25885161,0.91757076,0.00169629,0.22047940,0.00561802,2.04992893,0.79706666,0.33550271
-5.14757379,3.08360719,1.22297490,0.90091604,0.00159010,0.20486189,0.00588569,2.01199453,0.77555629,0.32951106
-5.14157079,3.01197932,1.18731162,0.88343237,0.00148744,0.19032489,0.00618233,1.97127207,0.75370541,0.32311582
-5.13556778,2.93805515,1.15178784,0.86510821,0.00138785,0.17688247,0.00650498,1.92777222,0.73153298,0.31629745
-5.12956478,2.86177948,1.11631421,0.84592956,0.00129100,0.16452813,0.00684984,1.88152296,0.70905616,0.30904053
-5.12356178,2.78310387,1.08079276,0.82588155,0.00119677,0.15323642,0.00721226,1.83257140,0.68629034,0.30133465
-5.11755878,2.70199329,1.04512377,0.80495051,0.00110512,0.14296481,0.00758675,1.78098598,0.66324948,0.29317519
-5.11155578,2.61843318,1.00921256,0.78312623,0.00101616,0.13365615,0.00796703,1.72685878,0.63994689,0.28456418
-5.10555278,2.53243693,0.97297571,0.76040465,0.00093009,0.12524128,0.00834618,1.67030802,0.61639629,0.27551096
-5.09954977,2.44405326,0.93634665,0.73679052,0.00084716,0.11764190,0.00871670,1.61148046,0.59261315,0.26603275
-5.09354677,2.35337316,0.89928029,0.71230017,0.00076764,0.11077351,0.00907077,1.55055347,0.56861624,0.25615506
-5.08754377,2.26053599,0.86175660,0.68696402,0.00069184,0.10454830,0.00940041,1.48773668,0.54442920,0.24591194
-5.08154077,2.16573449,0.82378307,0.66082890,0.00062003,0.09887794,0.00969775,1.42327289,0.52008213,0.23534594
-5.07553777,2.06921815,0.78539589,0.63395979,0.00055246,0.09367617,0.00995523,1.35743819,0.49561299,0.22450792
-5.06953477,1.97129487,0.74665995,0.60644110,0.00048934,0.08886106,0.01016591,1.29054104,0.47106877,0.21345656
-5.06353177,1.87233068,0.70766767,0.57837728,0.00043079,0.08435694,0.01032364,1.22292032,0.44650625,0.20225768
-5.05752876,1.77274734,0.66853685,0.54989271,0.00037690,0.08009600,0.01042333,1.15494232,0.42199239,0.19098332
-5.05152576,1.67301796,0.62940751,0.52113092,0.00032769,0.07601940,0.01046109,1.08699659,0.39760424,0.17971066
-5.04552276,1.57366065,0.59043805,0.49225300,0.00028309,0.07207799,0.01043441,1.01949090,0.37342829,0.16852078
-5.03951976,1.47523039,0.55180083,0.46343543,0.00024299,0.06823262,0.01034222,0.95284532,0.34955945,0.15749725
-5.03351676,1.37830946,0.51367737,0.43486727,0.00020723,0.06445412,0.01018495,0.88748562,0.32609947,0.14672475
-5.02751376,1.28349659,0.47625341,0.40674685,0.00017558,0.06072287,0.00996451,0.82383622,0.30315502,0.13628752
-5.02151076,1.19139534,0.43971394,0.37927804,0.00014781,0.05702807,0.00968421,0.76231287,0.28083547,0.12626795
-5.01550775,1.10260209,0.40423851,0.35266632,0.00012362,0.05336686,0.00934866,0.70331532,0.25925041,0.11674511
-5.00950475,1.01769382,0.36999675,0.32711464,0.00010274,0.04974316,0.00896360,0.64722016,0.23850706,0.10779339
-5.00350175,0.93721637,0.33714453,0.30281935,0.00008485,0.04616645,0.00853568,0.59437402,0.21870770,0.09948124
-4.99749875,0.86167322,0.30582061,0.27996618,0.00006966,0.04265049,0.00807226,0.54508736,0.19994718,0.09187003
-4.99149575,0.79151537,0.27614403,0.25872659,0.00005686,0.03921200,0.00758116,0.49962899,0.18231056,0.08501300
-4.98549275,0.72713234,0.24821212,0.23925432,0.00004618,0.03586950,0.00707039,0.45822135,0.16587108,0.07895443
-4.97948974,0.66884475,0.22209945,0.22168257,0.00003736,0.03264210,0.00654796,0.42103678,0.15068847,0.07372888
-4.97348674,0.61689844,0.19785729,0.20612155,0.00003015,0.02954853,0.00602160,0.38819473,0.13680761,0.06936065
-4.96748374,0.57146041,0.17551400,0.19265674,0.00002433,0.02660632,0.00549858,0.35976004,0.12425765,0.06586336
-4.96148074,0.53261657,0.15507593,0.18134774,0.00001972,0.02383114,0.00498557,0.33574227,0.11305156,0.06323975
-4.95547774,0.50037140,0.13652901,0.17222777,0.00001614,0.02123631,0.00448845,0.31609606,0.10318613,0.06148158
-4.94947474,0.47464942,0.11984082,0.16530386,0.00001346,0.01883250,0.00401228,0.30072260,0.09464242,0.06056982
-4.94347174,0.45529855,0.10496304,0.16055771,0.00001157,0.01662767,0.00356116,0.28947209,0.08738658,0.06047494
-4.93746873,0.44209519,0.09183428,0.15794712,0.00001036,0.01462706,0.00313830,0.28214731,0.08137109,0.06115748
-4.93146573,0.43475093,0.08038303,0.15740808,0.00000978,0.01283340,0.00274598,0.27850804,0.07653631,0.06256879
-4.92546273,0.43292068,0.07053076,0.15885728,0.00000977,0.01124718,0.00238559,0.27827654,0.07281225,0.06465201
-4.91945973,0.43621215,0.06219495,0.16219505,0.00001030,0.00986705,0.00205773,0.28114371,0.07012064,0.06734324
-4.91345673,0.44419621,0.05529209,0.16730865,0.00001137,0.00869023,0.00176228,0.28677615,0.06837708,0.07057290
-4.90745373,0.45641804,0.04974034,0.17407563,0.00001297,0.00771296,0.00149849,0.29482364,0.06749332,0.07426732
-4.90145073,0.47240856,0.04546206,0.18236727,0.00001511,0.00693096,0.00126511,0.30492712,0.06737947,0.07835037
-4.89544772,0.49169589,0.04238582,0.19205187,0.00001782,0.00633985,0.00106046,0.31672686,0.06794628,0.08274528
-4.88944472,0.51381628,0.04044811,0.20299770,0.00002112,0.00593556,0.00088261,0.32987054,0.06910718,0.08737636
-4.88344172,0.53832425,0.03959454,0.21507552,0.00002506,0.00571457,0.00072937,0.34402105,0.07078017,0.09217083
-4.87743872,0.56480134,0.03978052,0.22816045,0.00002966,0.00567424,0.00059848,0.35886371,0.07288941,0.09706042
-4.87143572,0.59286329,0.04097149,0.24213318,0.00003496,0.00581287,0.00048763,0.37411254,0.07536661,0.10198279
-4.86543272,0.62216512,0.04314259,0.25688031,0.00004099,0.00612981,0.00039454,0.38951554,0.07815188,0.10688282
-4.85942971,0.65240401,0.04627784,0.27229387,0.00004778,0.00662540,0.00031703,0.40485843,0.08119433,0.11171335
-4.85342671,0.68331975,0.05036887,0.28827001,0.00005532,0.00730085,0.00025304,0.41996702,0.08445215,0.11643583
-4.84742371,0.71469286,0.05541321,0.30470698,0.00006362,0.00815797,0.00020064,0.43470782,0.08789233,0.12102033
-4.84142071,0.74634037,0.06141221,0.32150239,0.00007266,0.00919893,0.00015809,0.44898703,0.09148994,0.12544530
-4.83541771,0.77810963,0.06836868,0.33855021,0.00008240,0.01042587,0.00012384,0.46274787,0.09522700,0.12969693
-4.82941471,0.80987052,0.07628434,0.35573743,0.00009279,0.01184045,0.00009649,0.47596651,0.09909113,0.13376812
-4.82341171,0.84150654,0.08515713,0.37294099,0.00010375,0.01344349,0.00007485,0.48864667,0.10307385,0.13765719
-4.81740870,0.87290553,0.09497857,0.39002494,0.00011517,0.01523443,0.00005787,0.50081335,0.10716876,0.14136645
-4.81140570,0.90395043,0.10573120,0.40683841,0.00012694,0.01721089,0.00004467,0.51250597,0.11136968,0.14490062
-4.80540270,0.93451101,0.11738628,0.42321453,0.00013890,0.01936829,0.00003450,0.52377130,0.11566879,0.14826526
-4.79939970,0.96443696,0.12990179,0.43897045,0.00015091,0.02169945,0.00002673,0.53465662,0.12005498,0.15146529
-4.79339670,0.99355309,0.14322096,0.45390876,0.00016277,0.02419427,0.00002087,0.54520346,0.12451239,0.15450381
-4.78739370,1.02165686,0.15727121,0.46782035,0.00017431,0.02683954,0.00001648,0.55544233,0.12901934,0.15738101
-4.78139070,1.04851863,0.17196379,0.48048853,0.00018532,0.02961879,0.00001323,0.56538862,0.13354764,0.16009360
-4.77538769,1.07388469,0.18719405,0.49169454,0.00019562,0.03251232,0.00001086,0.57503994,0.13806235,0.16263454
-4.76938469,1.09748281,0.20284240,0.50122404,0.00020500,0.03549730,0.00000914,0.58437493,0.14252208,0.16499308
-4.76338169,1.11903030,0.21877591,0.50887430,0.00021330,0.03854800,0.00000791,0.59335369,0.14687971,0.16715526
-4.75737869,1.13824381,0.23485060,0.51446187,0.00022033,0.04163615,0.00000704,0.60191950,0.15108360,0.16910467
-4.75137569,1.15485055,0.25091431,0.51783011,0.00022597,0.04473145,0.00000642,0.61000193,0.15507920,0.17082347
-4.74537269,1.16860009,0.26681013,0.51885627,0.00023008,0.04780208,0.00000599,0.61752094,0.15881091,0.17229356
-4.73936968,1.17927611,0.28238017,0.51745775,0.00023259,0.05081543,0.00000569,0.62439166,0.16222430,0.17349787
-4.73336668,1.18670748,0.29746967,0.51359699,0.00023343,0.05373879,0.00000548,0.63052967,0.16526836,0.17442158
-4.72736368,1.19077783,0.31193132,0.50728490,0.00023260,0.05654014,0.00000532,0.63585636,0.16789774,0.17505336
-4.72136068,1.19143342,0.32562953,0.49858248,0.00023011,0.05918895,0.00000521,0.64030415,0.17007502,0.17538633
-4.71535768,1.18868853,0.33844464,0.48760054,0.00022601,0.06165700,0.00000513,0.64382123,0.17177263,0.17541889
-4.70935468,1.18262853,0.35027685,0.47449761,0.00022040,0.06391911,0.00000508,0.64637567,0.17297459,0.17515530
-4.70335168,1.17341026,0.36104976,0.45947602,0.00021338,0.06595389,0.00000506,0.64795874,0.17367784,0.17460597
-4.69734867,1.16125997,0.37071345,0.44277649,0.00020512,0.06774437,0.00000509,0.64858734,0.17389314,0.17378753
-4.69134567,1.14646898,0.37924678,0.42467147,0.00019576,0.06927854,0.00000519,0.64830542,0.17364554,0.17272263
-4.68534267,1.12938738,0.38665916,0.40545758,0.00018550,0.07054978,0.00000537,0.64718451,0.17297433,0.17143957
-4.67933967,1.11041618,0.39299127,0.38544760,0.00017453,0.07155713,0.00000567,0.64532328,0.17193250,0.16997175
-4.67333667,1.08999834,0.39831510,0.36496232,0.00016306,0.07230545,0.00000612,0.64284621,0.17058580,0.16835703
-4.66733367,1.06860903,0.40273288,0.34432280,0.00015127,0.07280537,0.00000678,0.63990151,0.16901131,0.16663694
-4.66133067,1.04674558,0.40637510,0.32384319,0.00013936,0.07307314,0.00000768,0.63665820,0.16729559,0.16485591
-4.65532766,1.02491743,0.40939761,0.30382449,0.00012751,0.07313022,0.00000890,0.63330251,0.16553258,0.16306044
-4.64932466,1.00363626,0.41197767,0.28454943,0.00011589,0.07300282,0.00001052,0.63003372,0.16382112,0.16129820
-4.64332166,0.98340648,0.41430913,0.26627861,0.00010466,0.07272116,0.00001261,0.62705923,0.16226234,0.15961725
