energy_ev,total_up,total_down,C_s_up,C_s_down,C_p_up,C_p_down,Li_s_up,Li_s_down,Ni_p_up,Ni_p_down,Ni_d_up,Ni_d_down,Se_s_up,Se_s_down,Se_p_up,Se_p_down
-5.78389195,2.58218999,-1.76883381,0.03164270,-0.01706982,0.35083165,-0.24612865,0.40011433,-0.30031282,0.84134663,-0.61469402,0.47476790,-0.28912350,0.04827149,-0.03080072,1.07008553,-0.73111719
-5.77788894,2.68058285,-1.86473154,0.03392907,-0.01825622,0.36410833,-0.25927645,0.41008073,-0.31232231,0.86862050,-0.64994659,0.49931382,-0.30485486,0.05038662,-0.03314836,1.11000052,-0.77193264
-5.77188594,2.77126676,-1.96331931,0.03621069,-0.01964836,0.37633999,-0.27277923,0.41880271,-0.32403719,0.89254441,-0.68499454,0.52325248,-0.32211500,0.05231722,-0.03554684,1.14647835,-0.81364813
-5.76588294,2.85290413,-2.06363246,0.03844893,-0.02123340,0.38734707,-0.28649375,0.42619399,-0.33537637,0.91279843,-0.71941687,0.54622568,-0.34077144,0.05403284,-0.03797262,1.17898228,-0.85585376
-5.75987994,2.92429765,-2.16461149,0.04060466,-0.02299459,0.39696692,-0.30026884,0.43218861,-0.34625948,0.92913424,-0.75278553,0.56787852,-0.36066266,0.05550619,-0.04039957,1.20704490,-0.89809593
-5.75387694,2.98442915,-2.26511504,0.04263919,-0.02491131,0.40505829,-0.31394671,0.43674336,-0.35660741,0.94138426,-0.78467411,0.58786877,-0.38159742,0.05671409,-0.04279926,1.23028477,-0.93988483
-5.74787394,3.03249593,-2.36393708,0.04451529,-0.02695924,0.41150591,-0.32736460,0.43983989,-0.36634311,0.94946886,-0.81466709,0.60587692,-0.40335490,0.05763832,-0.04514150,1.24842156,-0.98070388
-5.74187094,3.06794337,-2.45982860,0.04619813,-0.02911058,0.41622467,-0.34035678,0.44148643,-0.37539246,0.95340141,-0.84236946,0.62161653,-0.42568596,0.05826641,-0.04739492,1.26128865,-1.02002133
-5.73586793,3.09049194,-2.55152346,0.04765630,-0.03133446,0.41916342,-0.35275699,0.44171893,-0.38368543,0.95329084,-0.86741660,0.63484448,-0.44831561,0.05859221,-0.04952771,1.26884286,-1.05730348
-5.72986493,3.10015717,-2.63776820,0.04886278,-0.03359737,0.42030807,-0.36440135,0.44060157,-0.39115745,0.94934156,-0.88948407,0.64537062,-0.47094697,0.05861632,-0.05150846,1.27117052,-1.09202951
-5.72386193,3.09726145,-2.71735521,0.04979570,-0.03586375,0.41968387,-0.37513173,0.43822651,-0.39775100,0.94185043,-0.90829712,0.65306633,-0.49326648,0.05834632,-0.05330710,1.26848946,-1.12370736
-5.71785893,3.08243633,-2.78915815,0.05043911,-0.03809667,0.41735671,-0.38479945,0.43471282,-0.40341744,0.93120101,-0.92363960,0.65787160,-0.51495065,0.05779674,-0.05489584,1.26114675,-1.15189014
-5.71185593,3.05661495,-2.85216857,0.05078351,-0.04025862,0.41343321,-0.39326932,0.43020453,-0.40811906,0.91785487,-0.93536199,0.65980012,-0.53567393,0.05698880,-0.05625016,1.24961183,-1.17619245
-5.70585293,3.02101407,-2.90553222,0.05082622,-0.04231234,0.40805959,-0.40042381,0.42486769,-0.41183110,0.90234037,-0.94338811,0.65894211,-0.55511763,0.05594990,-0.05734975,1.23446533,-1.19630592
-5.69984992,2.97710604,-2.94858349,0.05057152,-0.04422173,0.40141929,-0.40616726,0.41888670,-0.41454385,0.88523912,-0.94772035,0.65546458,-0.57297959,0.05471293,-0.05817937,1.21638371,-1.21201324
-5.69384692,2.92658134,-2.98087623,0.05003062,-0.04595275,0.39372920,-0.41042983,0.41245967,-0.41626450,0.86717044,-0.94844298,0.64960894,-0.58898403,0.05331531,-0.05872959,1.19612019,-1.22319995
-5.68784392,2.87130273,-3.00220926,0.04922133,-0.04747439,0.38523477,-0.41317110,0.40579324,-0.41701879,0.84877441,-0.94572329,0.64168578,-0.60289147,0.05179787,-0.05899733,1.17448274,-1.22986330
-5.68184092,2.81325251,-3.01264511,0.04816763,-0.04875947,0.37620394,-0.41438302,0.39909675,-0.41685210,0.83069406,-0.93981040,0.63206718,-0.61450791,0.05020371,-0.05898623,1.15230967,-1.23211753
-5.67583792,2.75447480,-3.01252038,0.04689892,-0.04978551,0.36692014,-0.41409210,0.39257614,-0.41583001,0.81355719,-0.93103154,0.62117650,-0.62369307,0.04857677,-0.05870680,1.13044412,-1.23019525
-5.66983492,2.69701477,-3.00244701,0.04544920,-0.05053537,0.35767458,-0.41236052,0.38642782,-0.41403811,0.79795856,-0.91978576,0.60947615,-0.63036713,0.04696060,-0.05817625,1.10970796,-1.22444438
-5.66383192,2.64285728,-2.98330343,0.04385606,-0.05099782,0.34875808,-0.40928620,0.38083260,-0.41158100,0.78444304,-0.90653508,0.59745367,-0.63451557,0.04539695,-0.05741813,1.09087648,-1.21532076
-5.65782891,2.59386689,-2.95621578,0.04215959,-0.05116793,0.34045266,-0.40500158,0.37595006,-0.40858045,0.77349021,-0.89179329,0.58560670,-0.63619193,0.04392457,-0.05646170,1.07465465,-1.20337639
-5.65182591,2.55173171,-2.92252910,0.04040118,-0.05104727,0.33302324,-0.39967118,0.37191363,-0.40517267,0.76550107,-0.87611269,0.57442730,-0.63551807,0.04257803,-0.05534104,1.06165584,-1.18924371
-5.64582291,2.51791302,-2.88376960,0.03862239,-0.05064397,0.32670976,-0.39348783,0.36882646,-0.40150478,0.76078724,-0.86006904,0.56438625,-0.63268208,0.04138680,-0.05409401,1.05238382,-1.17361629
-5.63981991,2.49360224,-2.84159914,0.03686373,-0.04997246,0.32171987,-0.38666788,0.36675837,-0.39773056,0.75956289,-0.84424527,0.55591786,-0.62793354,0.04037443,-0.05276099,1.04721863,-1.15722689
-5.63381691,2.47968697,-2.79776354,0.03516358,-0.04905314,0.31822261,-0.37944521,0.36574399,-0.39400563,0.76193982,-0.82921454,0.54940578,-0.62157665,0.03955802,-0.05138356,1.04640665,-1.14082346
-5.62781391,2.47672683,-2.75403692,0.03355714,-0.04791185,0.31634320,-0.37206463,0.36578206,-0.39048233,0.76792558,-0.81552315,0.54517051,-0.61396107,0.03894789,-0.05000308,1.05005530,-1.12514435
-5.62181091,2.48493982,-2.71216409,0.03207557,-0.04657906,0.31615906,-0.36477450,0.36683610,-0.38730434,0.77742472,-0.80367412,0.54345866,-0.60547109,0.03854751,-0.04865935,1.05813216,-1.11089350
-5.61580790,2.50419944,-2.67380358,0.03074515,-0.04508910,0.31769740,-0.35781922,0.36883615,-0.38460158,0.79024302,-0.79411179,0.54443475,-0.59651347,0.03835367,-0.04738923,1.07046855,-1.09871686
-5.60980490,2.53404211,-2.64047348,0.02958679,-0.04347914,0.32093420,-0.35143160,0.37168170,-0.38248529,0.80609440,-0.78720841,0.54817540,-0.58750441,0.03835687,-0.04622547,1.08676715,-1.08918088
-5.60380190,2.57368451,-2.61350239,0.02861550,-0.04178816,0.32579477,-0.34582560,0.37524551,-0.38104389,0.82461021,-0.78325291,0.55466638,-0.57885612,0.03854192,-0.04519569,1.10661312,-1.08275411
-5.59779890,2.62204984,-2.59398736,0.02784023,-0.04005588,0.33215587,-0.34118961,0.37937813,-0.38033953,0.84535049,-0.78244252,0.56380239,-0.57096359,0.03888872,-0.04432155,1.12948836,-1.07979240
-5.59179590,2.67780168,-2.58276050,0.02726376,-0.03832169,0.33984918,-0.33768061,0.38391305,-0.38040571,0.86781677,-0.78487737,0.57538972,-0.56419203,0.03937316,-0.04361818,1.15478806,-1.08052851
-5.58579290,2.73938436,-2.58036533,0.02688281,-0.03662357,0.34866615,-0.33541938,0.38867199,-0.38124595,0.89146589,-0.79055846,0.58915152,-0.55886535,0.03996812,-0.04309393,1.18183889,-1.08506627
-5.57978989,2.80506809,-2.58704356,0.02668836,-0.03499712,0.35836397,-0.33448691,0.39347041,-0.38283370,0.91572443,-0.79938883,0.60473559,-0.55525615,0.04064451,-0.04275029,1.20991829,-1.09337940
-5.57378689,2.87299749,-2.60273247,0.02666603,-0.03347471,0.36867248,-0.33492225,0.39812274,-0.38511336,0.94000327,-0.81117787,0.62172448,-0.55357748,0.04137238,-0.04258222,1.23827401,-1.10531498
-5.56778389,2.94124187,-2.62707263,0.02679669,-0.03208462,0.37930185,-0.33672165,0.40244737,-0.38800241,0.96371185,-0.82564863,0.63964739,-0.55397659,0.04212187,-0.04257856,1.26614354,-1.12060111
-5.56178089,3.00784591,-2.65942513,0.02705713,-0.03085047,0.38995064,-0.33983918,0.40627108,-0.39139455,0.98627181,-0.84244760,0.65799375,-0.55653087,0.04286424,-0.04272284,1.29277263,-1.13885823
-5.55577789,3.07087918,-2.69889708,0.02742087,-0.02979066,0.40031418,-0.34418862,0.40943298,-0.39516356,1.00712960,-0.86115653,0.67622786,-0.56124588,0.04357263,-0.04299411,1.31743272,-1.15961355
-5.54977489,3.12848343,-2.74437420,0.02785900,-0.02891805,0.41009282,-0.34964657,0.41178766,-0.39916785,1.02576801,-0.88130580,0.69380418,-0.56805558,0.04422280,-0.04336803,1.33943684,-1.18231777
-5.54377189,3.17891633,-2.79455856,0.02834108,-0.02823979,0.41899990,-0.35605663,0.41320774,-0.40325528,1.04171608,-0.90238868,0.71018289,-0.57682458,0.04479366,-0.04381795,1.35815367,-1.20636322
-5.53776888,3.22059085,-2.84800989,0.02883613,-0.02775723,0.42676918,-0.36323435,0.41358570,-0.40726814,1.05455766,-0.92387600,0.72484513,-0.58735232,0.04526765,-0.04431607,1.37301964,-1.23110270
-5.53176588,3.25210937,-2.90318877,0.02931350,-0.02746607,0.43316145,-0.37097291,0.41283507,-0.41104800,1.06393816,-0.94523049,0.73730746,-0.59937883,0.04563086,-0.04483450,1.38354893,-1.25586824
-5.52576288,3.27229194,-2.95849990,0.02974379,-0.02735660,0.43797019,-0.37904909,0.41089098,-0.41444024,1.06956973,-0.96592049,0.74713518,-0.61259204,0.04587313,-0.04534636,1.38934137,-1.27998905
-5.51975988,3.28019817,-3.01233414,0.03009969,-0.02741413,0.44102609,-0.38722956,0.40771024,-0.41729814,1.07123470,-0.98543248,0.75395397,-0.62663626,0.04598787,-0.04582661,1.39008812,-1.30280815
-5.51375688,3.27514248,-3.06310807,0.03035672,-0.02761945,0.44220037,-0.39527701,0.40327093,-0.41948625,1.06878734,-1.00328210,0.75745956,-0.64112161,0.04597178,-0.04625285,1.38557525,-1.32369730
-5.50775388,3.25670256,-3.10930008,0.03049391,-0.02794950,0.44140674,-0.40295616,0.39757167,-0.42088321,1.06215408,-1.01902353,0.75742517,-0.65563415,0.04582447,-0.04660584,1.37568529,-1.34206977
-5.50175088,3.22472116,-3.14948229,0.03049427,-0.02837805,0.43860204,-0.41003932,0.39063053,-0.42138371,1.05133219,-1.03225697,0.75370634,-0.66974646,0.04554800,-0.04686986,1.36039666,-1.35739098
-5.49574787,3.17930124,-3.18234799,0.03034521,-0.02887653,0.43378564,-0.41631156,0.38248376,-0.42089986,1.03638705,-1.04263436,0.74624332,-0.68302843,0.04514640,-0.04703291,1.33978132,-1.36918702
-5.48974487,3.12079507,-3.20673439,0.03003874,-0.02941481,0.42699760,-0.42157514,0.37318430,-0.41936183,1.01744823,-1.04986323,0.73506068,-0.69505798,0.04462511,-0.04708662,1.31400059,-1.37705088
-5.48374187,3.04978763,-3.22164068,0.02957155,-0.02996213,0.41831572,-0.42565337,0.36280022,-0.41671798,0.99470432,-1.05370899,0.72026443,-0.70543155,0.04399053,-0.04702607,1.28329927,-1.38064689
-5.47773887,2.96707514,-3.22624165,0.02894493,-0.03048796,0.40785173,-0.42839372,0.35141294,-0.41293453,0.96839697,-1.05399576,0.70203680,-0.71377402,0.04324953,-0.04684944,1.24799839,-1.37971340
-5.47173587,2.87363931,-3.21989714,0.02816450,-0.03096284,0.39574665,-0.42967023,0.33911552,-0.40799486,0.93881397,-1.05060592,0.68062875,-0.71974800,0.04240912,-0.04655755,1.20848655,-1.37406395
-5.46573287,2.77061839,-3.20215770,0.02723990,-0.03135926,0.38216573,-0.42938519,0.32601075,-0.40189863,0.90628195,-1.04347875,0.65635089,-0.72306206,0.04147617,-0.04615333,1.16521024,-1.36358727
-5.45972986,2.65927588,-3.17276675,0.02618423,-0.03165234,0.36729296,-0.42747017,0.31220929,-0.39466068,0.87115852,-1.03260820,0.62956285,-0.72347784,0.04045718,-0.04564123,1.11866332,-1.34824622
-5.45372686,2.54096785,-3.13165958,0.02501357,-0.03182055,0.35132554,-0.42388639,0.29782773,-0.38631003,0.83382432,-1.01804019,0.60066178,-0.72081592,0.03935823,-0.04502672,1.06937588,-1.32807591
-5.44772386,2.41710995,-3.07895946,0.02374624,-0.03184624,0.33446840,-0.41862443,0.28298670,-0.37688873,0.79467505,-0.99986937,0.57007036,-0.71495997,0.03818500,-0.04431577,1.01790275,-1.30318113
-5.44172086,2.28914498,-3.01497108,0.02240217,-0.03171608,0.31692902,-0.41170349,0.26780890,-0.36645088,0.75411366,-0.97823569,0.53822471,-0.70585945,0.03694280,-0.04351437,0.96481204,-1.27373310
-5.43571786,2.15851184,-2.94017149,0.02100222,-0.03142130,0.29891264,-0.40317004,0.25241732,-0.35506161,0.71254297,-0.95332065,0.50556272,-0.69353045,0.03563676,-0.04262827,0.91067388,-1.23996560
-5.42971486,2.02661682,-2.85519860,0.01956746,-0.03095786,0.28061799,-0.39309606,0.23693334,-0.34279618,0.67035871,-0.92534344,0.47251314,-0.67805478,0.03427203,-0.04166272,0.85604959,-1.20217055
-5.42371186,1.89480759,-2.76083739,0.01811860,-0.03032638,0.26223372,-0.38157687,0.22147514,-0.32973901,0.62794331,-0.89455686,0.43948575,-0.65957729,0.03285394,-0.04062234,0.80148165,-1.16069286
-5.41770885,1.76435062,-2.65800395,0.01667534,-0.02953201,0.24393534,-0.36872864,0.20615607,-0.31598275,0.58566033,-0.86124313,0.40686287,-0.63830151,0.03138827,-0.03951117,0.74748463,-1.11592468
-5.41170585,1.63641228,-2.54772751,0.01525595,-0.02858404,0.22588303,-0.35468548,0.19108330,-0.30162727,0.54384976,-0.82570939,0.37499240,-0.61448369,0.02988138,-0.03833274,0.69453720,-1.06829889
-5.40570285,1.51204377,-2.43113056,0.01387685,-0.02749552,0.20821998,-0.33959647,0.17635660,-0.28677853,0.50282418,-0.78828309,0.34418251,-0.58842556,0.02834038,-0.03709027,0.64307539,-1.01828202
-5.39969985,1.39217009,-2.30940751,0.01255228,-0.02628266,0.19107138,-0.32362231,0.16206742,-0.27154730,0.46286573,-0.74930709,0.31469789,-0.56046586,0.02677321,-0.03578688,0.59348730,-0.96636642
-5.39369685,1.27758278,-2.18380213,0.01129415,-0.02496421,0.17454404,-0.30693203,0.14829813,-0.25604786,0.42422403,-0.70913458,0.28675773,-0.53097115,0.02518866,-0.03442590,0.54610912,-0.91306197
-5.38769385,1.16893648,-2.05558421,0.01011191,-0.02356078,0.15872644,-0.28969951,0.13512152,-0.24039638,0.38711486,-0.66812381,0.26053514,-0.50032612,0.02359635,-0.03301108,0.50122266,-0.85888737
-5.38169085,1.06674885,-1.92602604,0.00901254,-0.02209412,0.14368923,-0.27210012,0.12260064,-0.22470940,0.35171965,-0.62663277,0.23615795,-0.46892367,0.02200660,-0.03154690,0.45905423,-0.80436119
-5.37568784,0.97140364,-1.79637918,0.00800065,-0.02058643,0.12948605,-0.25430738,0.11078876,-0.20910200,0.31818568,-0.58501375,0.21371072,-0.43715528,0.02043029,-0.03003873,0.41977490,-0.74999293
-5.36968484,0.88315652,-1.66785211,0.00707858,-0.01905968,0.11615462,-0.23648989,0.09972969,-0.19368617,0.28662694,-0.54360809,0.19323771,-0.40540177,0.01887866,-0.02849299,0.38350196,-0.69627429
-5.36368184,0.80214324,-1.54158948,0.00624663,-0.01753498,0.10371801,-0.21880835,0.08945818,-0.17856904,0.25712553,-0.50274111,0.17474670,-0.37402495,0.01736307,-0.02691722,0.35030160,-0.64367088
-5.35767884,0.72838976,-1.41865323,0.00550329,-0.01603206,0.09218602,-0.20141302,0.08000064,-0.16385133,0.22973358,-0.46271744,0.15821324,-0.34336024,0.01589474,-0.02532007,0.32019252,-0.59261467
-5.35167584,0.66182382,-1.30000640,0.00484551,-0.01456881,0.08155665,-0.18444149,0.07137591,-0.14962584,0.20447547,-0.42381675,0.14358547,-0.31371055,0.01448451,-0.02371121,0.29315039,-0.54349733
-5.34567284,0.60228775,-1.18649980,0.00426894,-0.01316094,0.07181755,-0.16801682,0.06359611,-0.13597629,0.18135048,-0.38629023,0.13078895,-0.28534151,0.01314261,-0.02210118,0.26911299,-0.49666469
-5.33966983,0.54955180,-1.07886195,0.00376829,-0.01182171,0.06294747,-0.15224617,0.05666770,-0.12297634,0.16033555,-0.35035766,0.11973156,-0.25847810,0.01187844,-0.02050116,0.24798590,-0.45241247
-5.33366683,0.50332793,-0.97769239,0.00333751,-0.01056183,0.05491772,-0.13721984,0.05059231,-0.11068897,0.14138819,-0.31620538,0.11030832,-0.23330276,0.01070038,-0.01892274,0.22964839,-0.41098336
-5.32766383,0.46328342,-0.88345857,0.00297012,-0.00938937,0.04769347,-0.12301080,0.04536779,-0.09916614,0.12444951,-0.28398507,0.10240586,-0.20995486,0.00961567,-0.01737760,0.21395948,-0.37256552
-5.32166083,0.42905405,-0.79649608,0.00265940,-0.00830986,0.04123505,-0.10967467,0.04098891,-0.08844887,0.10944707,-0.25381339,0.09590654,-0.18853142,0.00863031,-0.01587724,0.20076388,-0.33729248
-5.31565783,0.40025647,-0.71701218,0.00239861,-0.00732637,0.03549913,-0.09725006,0.03744814,-0.07856756,0.09629779,-0.22577253,0.09069212,-0.16908904,0.00774901,-0.01443269,0.18989771,-0.30524445
-5.30965483,0.37649941,-0.64509228,0.00218116,-0.00643973,0.03043978,-0.08575935,0.03473612,-0.06954266,0.08491053,-0.19991148,0.08664691,-0.15164674,0.00697514,-0.01305422,0.18119361,-0.27645082
-5.30365183,0.35739352,-0.58070899,0.00200077,-0.00564876,0.02600950,-0.07520979,0.03284192,-0.06138558,0.07518849,-0.17624808,0.08366024,-0.13618964,0.00631080,-0.01175119,0.17448537,-0.25089387
-5.29764882,0.34255943,-0.52373336,0.00185154,-0.00495054,0.02216007,-0.06559484,0.03175317,-0.05409981,0.06703136,-0.15477169,0.08162845,-0.12267316,0.00575683,-0.01053178,0.16961168,-0.22851331
-5.29164582,0.33163407,-0.47394783,0.00172810,-0.00434071,0.01884336,-0.05689572,0.03145580,-0.04768216,0.06033706,-0.13544628,0.08045609,-0.11102770,0.00531287,-0.00940298,0.16641898,-0.20921173
-5.28564282,0.32427490,-0.43106018,0.00162560,-0.00381376,0.01601192,-0.04908315,0.03193363,-0.04212406,0.05500314,-0.11821395,0.08005663,-0.10116334,0.00497743,-0.00837039,0.16476335,-0.19286043
-5.27963982,0.32016210,-0.39471828,0.00153979,-0.00336332,0.01361965,-0.04211912,0.03316768,-0.03741289,0.05092783,-0.10299860,0.08035246,-0.09297478,0.00474796,-0.00743834,0.16451143,-0.17930569
-5.27363682,0.31899889,-0.36452481,0.00146698,-0.00298246,0.01162214,-0.03595866,0.03513535,-0.03353320,0.04801074,-0.08970966,0.08127441,-0.08634586,0.00462090,-0.00660982,0.16554023,-0.16837502
-5.26763382,0.32050986,-0.34005157,0.00140409,-0.00266391,0.00997709,-0.03055164,0.03780931,-0.03046779,0.04615319,-0.07824575,0.08276068,-0.08115399,0.00459176,-0.00588659,0.16773612,-0.15988335
-5.26163082,0.32443779,-0.32085300,0.00134857,-0.00240032,0.00864456,-0.02584437,0.04115651,-0.02819855,0.04525824,-0.06849812,0.08475549,-0.07727407,0.00465514,-0.00526927,0.17099294,-0.15363878
