energy_ev,total_up,Se_s_up,Se_p_up,Sn_p_up,Sn_d_up,Ti_p_up,Ti_d_up
-5.06953477,0.15470689,0.00054910,0.00629260,0.11004552,0.00000026,0.06581059,0.03107772
-5.06353177,0.16595022,0.00059224,0.00609117,0.11869227,0.00000019,0.07036544,0.03329872
-5.05752876,0.17703649,0.00063420,0.00601213,0.12710072,0.00000014,0.07490009,0.03549560
-5.05152576,0.18772990,0.00067426,0.00601987,0.13512861,0.00000010,0.07930424,0.03761948
-5.04552276,0.19780141,0.00071170,0.00608502,0.14263270,0.00000007,0.08347288,0.03962318
-5.03951976,0.20703308,0.00074583,0.00618345,0.14947293,0.00000005,0.08730759,0.04146202
-5.03351676,0.21522273,0.00077599,0.00629549,0.15551674,0.00000004,0.09071816,0.04309472
-5.02751376,0.22218869,0.00080157,0.00640524,0.16064324,0.00000003,0.09362421,0.04448430
-5.02151076,0.22777444,0.00082205,0.00650009,0.16474728,0.00000002,0.09595694,0.04559895
-5.01550775,0.23185285,0.00083700,0.00657022,0.16774298,0.00000001,0.09766065,0.04641286
-5.00950475,0.23432964,0.00084610,0.00660830,0.16956673,0.00000001,0.09869403,0.04690691
-5.00350175,0.23514602,0.00084915,0.00660920,0.17017943,0.00000001,0.09903114,0.04706912
-4.99749875,0.23428023,0.00084610,0.00656972,0.16956785,0.00000000,0.09866197,0.04689499
-4.99149575,0.23174784,0.00083701,0.00648842,0.16774517,0.00000000,0.09759247,0.04638753
-4.98549275,0.22760092,0.00082206,0.00636538,0.16475042,0.00000000,0.09584412,0.04555710
-4.97948974,0.22192591,0.00080159,0.00620202,0.16064714,0.00000000,0.09345300,0.04442093
-4.97348674,0.21484036,0.00077601,0.00600091,0.15552115,0.00000000,0.09046840,0.04300251
-4.96748374,0.20648874,0.00074586,0.00576559,0.14947752,0.00000000,0.08695100,0.04133074
-4.96148074,0.19703742,0.00071172,0.00550035,0.14263702,0.00000000,0.08297074,0.03943889
-4.95547774,0.18666902,0.00067428,0.00521004,0.13513212,0.00000000,0.07860446,0.03736352
-4.94947474,0.17557659,0.00063421,0.00489988,0.12710273,0.00000000,0.07393340,0.03514324
-4.94347174,0.16395760,0.00059224,0.00457526,0.11869192,0.00000000,0.06904067,0.03281757
-4.93746873,0.15200814,0.00054908,0.00424158,0.11004171,0.00000000,0.06400883,0.03042577
-4.93146573,0.13991761,0.00050541,0.00390406,0.10128928,0.00000000,0.05891761,0.02800573
-4.92546273,0.12786393,0.00046187,0.00356764,0.09256347,0.00000000,0.05384193,0.02559308
-4.91945973,0.11600956,0.00041905,0.00323682,0.08398189,0.00000000,0.04885019,0.02322032
-4.91345673,0.10449839,0.00037747,0.00291561,0.07564873,0.00000000,0.04400297,0.02091626
-4.90745373,0.09345347,0.00033757,0.00260742,0.06765309,0.00000000,0.03935208,0.01870552
-4.90145073,0.08297576,0.00029972,0.00231507,0.06006805,0.00000000,0.03494005,0.01660832
-4.89544772,0.07314372,0.00026421,0.00204075,0.05295042,0.00000000,0.03079990,0.01464035
-4.88944472,0.06401368,0.00023123,0.00178601,0.04634098,0.00000000,0.02695535,0.01281289
-4.88344172,0.05562096,0.00020091,0.00155185,0.04026530,0.00000000,0.02342129,0.01113302
-4.87743872,0.04798154,0.00017332,0.00133870,0.03473495,0.00000000,0.02020442,0.00960392
-4.87143572,0.04109414,0.00014844,0.00114654,0.02974900,0.00000000,0.01730422,0.00822535
-4.86543272,0.03494262,0.00012622,0.00097491,0.02529577,0.00000000,0.01471390,0.00699407
-4.85942971,0.02949857,0.00010655,0.00082302,0.02135470,0.00000000,0.01242148,0.00590439
-4.85342671,0.02472387,0.00008931,0.00068980,0.01789819,0.00000000,0.01041091,0.00494870
-4.84742371,0.02057321,0.00007431,0.00057400,0.01489342,0.00000000,0.00866312,0.00411791
-4.84142071,0.01699642,0.00006139,0.00047420,0.01230410,0.00000000,0.00715698,0.00340198
-4.83541771,0.01394064,0.00005036,0.00038895,0.01009196,0.00000000,0.00587023,0.00279034
-4.82941471,0.01135215,0.00004101,0.00031673,0.00821809,0.00000000,0.00478025,0.00227223
-4.82341171,0.00917790,0.00003315,0.00025607,0.00664410,0.00000000,0.00386470,0.00183704
-4.81740870,0.00736680,0.00002661,0.00020554,0.00533300,0.00000000,0.00310207,0.00147453
-4.81140570,0.00587063,0.00002121,0.00016379,0.00424988,0.00000000,0.00247205,0.00117506
-4.80540270,0.00464473,0.00001678,0.00012959,0.00336243,0.00000000,0.00195583,0.00092969
-4.79939970,0.00364845,0.00001318,0.00010179,0.00264119,0.00000000,0.00153631,0.00073027
-4.79339670,0.00284530,0.00001028,0.00007938,0.00205977,0.00000000,0.00119811,0.00056952
-4.78739370,0.00220304,0.00000796,0.00006146,0.00159482,0.00000000,0.00092765,0.00044097
-4.78139070,0.00169356,0.00000612,0.00004725,0.00122598,0.00000000,0.00071310,0.00033900
-4.77538769,0.00129261,0.00000467,0.00003606,0.00093572,0.00000000,0.00054425,0.00025876
-4.76938469,0.00097962,0.00000354,0.00002733,0.00070911,0.00000000,0.00041242,0.00019614
-4.76338169,0.00073725,0.00000266,0.00002056,0.00053363,0.00000000,0.00031031,0.00014766
-4.75737869,0.00055114,0.00000199,0.00001536,0.00039885,0.00000000,0.00023186,0.00011046
-4.75137569,0.00040947,0.00000148,0.00001140,0.00029622,0.00000000,0.00017209,0.00008218
-4.74537269,0.00030269,0.00000109,0.00000841,0.00021880,0.00000000,0.00012694,0.00006093
-4.73936968,0.00022314,0.00000080,0.00000618,0.00016105,0.00000000,0.00009317,0.00004519
-4.73336668,0.00016483,0.00000058,0.00000453,0.00011858,0.00000000,0.00006821,0.00003380
-4.72736368,0.00012315,0.00000043,0.00000333,0.00008803,0.00000000,0.00005004,0.00002587
-4.72136068,0.00009469,0.00000031,0.00000248,0.00006687,0.00000001,0.00003715,0.00002078
-4.71535768,0.00007709,0.00000024,0.00000190,0.00005329,0.00000001,0.00002840,0.00001815
-4.70935468,0.00006891,0.00000019,0.00000156,0.00004617,0.00000002,0.00002301,0.00001782
-4.70335168,0.00006961,0.00000016,0.00000140,0.00004494,0.00000002,0.00002049,0.00001984
-4.69734867,0.00007954,0.00000016,0.00000143,0.00004963,0.00000003,0.00002063,0.00002454
-4.69134567,0.00009998,0.00000017,0.00000165,0.00006087,0.00000005,0.00002349,0.00003248
-4.68534267,0.00013329,0.00000021,0.00000209,0.00007996,0.00000007,0.00002939,0.00004460
-4.67933967,0.00018310,0.00000027,0.00000278,0.00010897,0.00000010,0.00003895,0.00006222
-4.67333667,0.00025456,0.00000037,0.00000380,0.00015089,0.00000015,0.00005317,0.00008716
-4.66733367,0.00035476,0.00000051,0.00000526,0.00020986,0.00000021,0.00007342,0.00012193
-4.66133067,0.00049315,0.00000070,0.00000728,0.00029144,0.00000029,0.00010160,0.00016979
-4.65532766,0.00068211,0.00000097,0.00001005,0.00040293,0.00000040,0.00014023,0.00023506
-4.64932466,0.00093772,0.00000133,0.00001381,0.00055380,0.00000055,0.00019259,0.00032327
-4.64332166,0.00128051,0.00000182,0.00001885,0.00075616,0.00000075,0.00026286,0.00044153
-4.63731866,0.00173647,0.00000247,0.00002556,0.00102537,0.00000101,0.00035637,0.00059881
-4.63131566,0.00233816,0.00000332,0.00003441,0.00138062,0.00000136,0.00047980,0.00080634
-4.62531266,0.00312590,0.00000444,0.00004600,0.00184574,0.00000182,0.00064141,0.00107802
-4.61930965,0.00414913,0.00000590,0.00006105,0.00244990,0.00000242,0.00085135,0.00143091
-4.61330665,0.00546782,0.00000777,0.00008046,0.00322853,0.00000319,0.00112192,0.00188569
-4.60730365,0.00715391,0.00001016,0.00010527,0.00422410,0.00000417,0.00146787,0.00246718
-4.60130065,0.00929276,0.00001320,0.00013674,0.00548700,0.00000542,0.00190672,0.00320482
-4.59529765,0.01198440,0.00001703,0.00017634,0.00707631,0.00000699,0.00245900,0.00413309
-4.58929465,0.01534469,0.00002180,0.00022579,0.00906042,0.00000895,0.00314847,0.00529196
-4.58329165,0.01950608,0.00002771,0.00028702,0.01151755,0.00001138,0.00400232,0.00672711
-4.57728864,0.02461795,0.00003498,0.00036224,0.01453590,0.00001436,0.00505118,0.00849005
-4.57128564,0.03084634,0.00004383,0.00045388,0.01821352,0.00001799,0.00632914,0.01063806
-4.56528264,0.03837298,0.00005452,0.00056464,0.02265769,0.00002238,0.00787348,0.01323379
-4.55927964,0.04739334,0.00006734,0.00069737,0.02798385,0.00002764,0.00972431,0.01634466
-4.55327664,0.05811378,0.00008257,0.00085511,0.03431384,0.00003389,0.01192396,0.02004185
-4.54727364,0.07074746,0.00010052,0.00104101,0.04177352,0.00004126,0.01451618,0.02439886
-4.54127064,0.08550915,0.00012149,0.00125823,0.05048970,0.00004987,0.01754503,0.02948976
-4.53526763,0.10260873,0.00014578,0.00150985,0.06058631,0.00005985,0.02105357,0.03538693
-4.52926463,0.12224356,0.00017368,0.00179878,0.07217988,0.00007130,0.02508231,0.04215844
-4.52326163,0.14458982,0.00020543,0.00212761,0.08537444,0.00008433,0.02966739,0.04986505
-4.51725863,0.16979286,0.00024124,0.00249850,0.10025582,0.00009903,0.03483865,0.05855687
-4.51125563,0.19795716,0.00028125,0.00291297,0.11688569,0.00011546,0.04061750,0.06826995
-4.50525263,0.22913586,0.00032555,0.00337184,0.13529545,0.00013364,0.04701488,0.07902260
-4.49924962,0.26332072,0.00037412,0.00387498,0.15548022,0.00015358,0.05402909,0.09081198
-4.49324662,0.30043270,0.00042685,0.00442126,0.17739332,0.00017522,0.06164393,0.10361082
-4.48724362,0.34031385,0.00048351,0.00500840,0.20094151,0.00019848,0.06982699,0.11736464
-4.48124062,0.38272110,0.00054376,0.00563284,0.22598124,0.00022322,0.07852843,0.13198960
-4.47523762,0.42732244,0.00060713,0.00628979,0.25231648,0.00024923,0.08768016,0.14737117
-4.46923462,0.47369596,0.00067302,0.00697312,0.27969809,0.00027628,0.09719564,0.16336382
-4.46323162,0.52133227,0.00074070,0.00767547,0.30782529,0.00030406,0.10697041,0.17979183
-4.45722861,0.56964042,0.00080934,0.00838832,0.33634915,0.00033223,0.11688330,0.19645135
-4.45122561,0.61795765,0.00087799,0.00910217,0.36487829,0.00036041,0.12679843,0.21311372
-4.44522261,0.66556263,0.00094563,0.00980675,0.39298678,0.00038816,0.13656794,0.22953009
-4.43921961,0.71169229,0.00101118,0.01049128,0.42022403,0.00041506,0.14603546,0.24543713
-4.43321661,0.75556138,0.00107351,0.01114483,0.44612632,0.00044063,0.15504015,0.26056385
-4.42721361,0.79638455,0.00113153,0.01175664,0.47022987,0.00046443,0.16342120,0.27463914
-4.42121061,0.83339976,0.00118413,0.01231658,0.49208466,0.00048599,0.17102274,0.28739987
-4.41520760,0.86589241,0.00123032,0.01281552,0.51126861,0.00050491,0.17769873,0.29859914
-4.40920460,0.89321884,0.00126917,0.01324579,0.52740154,0.00052080,0.18331789,0.30801442
-4.40320160,0.91482858,0.00129992,0.01360159,0.54015824,0.00053335,0.18776829,0.31545514
-4.39719860,0.93028392,0.00132193,0.01387938,0.54928001,0.00054228,0.19096136,0.32076942
-4.39119560,0.93927616,0.00133478,0.01407828,0.55458431,0.00054742,0.19283535,0.32384967
-4.38519260,0.94163771,0.00133822,0.01420035,0.55597181,0.00054866,0.19335786,0.32463666
-4.37918959,0.93734941,0.00133225,0.01425088,0.55343076,0.00054598,0.19252736,0.32312203
-4.37318659,0.92654275,0.00131705,0.01423856,0.54703827,0.00053945,0.19037378,0.31934901
-4.36718359,0.90949698,0.00129303,0.01417565,0.53695856,0.00052922,0.18695796,0.31341135
-4.36118059,0.88663111,0.00126080,0.01407799,0.52343827,0.00051551,0.18237008,0.30545053
-4.35517759,0.85849132,0.00122114,0.01396501,0.50679900,0.00049862,0.17672716,0.29565134
-4.34917459,0.82573437,0.00117499,0.01385958,0.48742745,0.00047893,0.17016970,0.28423614
-4.34317159,0.78910769,0.00112344,0.01378786,0.46576374,0.00045684,0.16285766,0.27145796
-4.33716858,0.74942724,0.00106767,0.01377903,0.44228826,0.00043280,0.15496592,0.25759284
-4.33116558,0.70755389,0.00100891,0.01386489,0.41750775,0.00040729,0.14667946,0.24293172
-4.32516258,0.66436945,0.00094844,0.01407946,0.39194114,0.00038078,0.13818836,0.22777217
-4.31915958,0.62075326,0.00088753,0.01445842,0.36610573,0.00035376,0.12968295,0.21241040
-4.31315658,0.57755999,0.00082742,0.01503846,0.34050413,0.00032669,0.12134912,0.19713373
-4.30715358,0.53559968,0.00076928,0.01585660,0.31561243,0.00030000,0.11336401,0.18221381
