energy_ev,total_up,C_s_up,C_p_up,Cr_p_up,Cr_d_up,Re_p_up,Re_d_up,Te_p_up,Te_d_up
-5.86793397,6.14644657,0.05994740,1.14875282,2.09686555,0.57215911,2.85670422,2.16616446,2.26507531,0.00000000
-5.86193097,6.17416803,0.06039727,1.14749364,2.11803249,0.57553308,2.85715080,2.18163998,2.28044880,0.00000000
-5.85592796,6.20028644,0.06080945,1.14593337,2.13909389,0.57840231,2.85899708,2.19669394,2.29535102,0.00000000
-5.84992496,6.22479692,0.06117869,1.14416755,2.15988981,0.58076343,2.86246321,2.21130847,2.30969995,0.00000000
-5.84392196,6.24751848,0.06149822,1.14224393,2.18018221,0.58260809,2.86759840,2.22541258,2.32336033,0.00000000
-5.83791896,6.26811272,0.06176020,1.14016337,2.19966619,0.58392506,2.87428816,2.23888646,2.33615313,0.00000000
-5.83191596,6.28611035,0.06195613,1.13788329,2.21798479,0.58470249,2.88226929,2.25156776,2.34786710,0.00000000
-5.82591296,6.30094381,0.06207742,1.13532327,2.23474650,0.58493029,2.89115178,2.26325981,2.35827167,0.00000000
-5.81990995,6.31198427,0.06211585,1.13237256,2.24954455,0.58460246,2.90044626,2.27374098,2.36713047,0.00000000
-5.81390695,6.31858083,0.06206414,1.12889894,2.26197700,0.58371927,2.90959540,2.28277503,2.37421494,0.00000000
-5.80790395,6.32009998,0.06191640,1.12475855,2.27166647,0.58228904,2.91800745,2.29012166,2.37931705,0.00000000
-5.80190095,6.31596325,0.06166851,1.11980595,2.27827881,0.58032962,2.92509029,2.29554706,2.38226080,0.00000000
-5.79589795,6.30568118,0.06131846,1.11390404,2.28153943,0.57786932,2.93028404,2.29883371,2.38291189,0.00000000
-5.78989495,6.28888215,0.06086653,1.10693324,2.28124696,0.57494736,2.93309059,2.29978933,2.38118506,0.00000000
-5.78389195,6.26533470,0.06031537,1.09879946,2.27728331,0.57161375,2.93309875,2.29825437,2.37704908,0.00000000
-5.77788894,6.23496267,0.05966995,1.08944048,2.26961996,0.56792873,2.93000372,2.29410804,2.37052902,0.00000000
-5.77188594,6.19785252,0.05893746,1.07883049,2.25832024,0.56396167,2.92362027,2.28727253,2.36170597,0.00000000
-5.76588294,6.15425298,0.05812696,1.06698266,2.24353754,0.55978957,2.91388900,2.27771556,2.35071433,0.00000000
-5.75987994,6.10456740,0.05724909,1.05394954,2.22550988,0.55549529,2.90087586,2.26545114,2.33773686,0.00000000
-5.75387694,6.04933939,0.05631561,1.03982155,2.20455095,0.55116541,2.88476514,2.25053870,2.32299792,0.00000000
-5.74787394,5.98923284,0.05533894,1.02472357,2.18103841,0.54688805,2.86584655,2.23308082,2.30675519,0.00000000
-5.74187094,5.92500763,0.05433170,1.00880987,2.15539990,0.54275051,2.84449735,2.21321964,2.28929037,0.00000000
-5.73586793,5.85749211,0.05330616,0.99225787,2.12809750,0.53883702,2.82116069,2.19113238,2.27089938,0.00000000
-5.72986493,5.78755393,0.05227389,0.97526080,2.09961142,0.53522652,2.79632128,2.16702602,2.25188237,0.00000000
-5.72386193,5.71607056,0.05124529,0.95801994,2.07042349,0.53199057,2.77047985,2.14113159,2.23253396,0.00000000
-5.71785893,5.64390065,0.05022931,0.94073661,2.04100128,0.52919151,2.74412764,2.11369815,2.21313419,0.00000000
-5.71185593,5.57185742,0.04923326,0.92360434,2.01178328,0.52688086,2.71772211,2.08498676,2.19394036,0.00000000
-5.70585293,5.50068502,0.04826263,0.90680169,1.98316572,0.52509795,2.69166514,2.05526454,2.17518003,0.00000000
-5.69984992,5.43103855,0.04732113,0.89048573,1.95549154,0.52386888,2.66628445,2.02479909,2.15704539,0.00000000
-5.69384692,5.36346827,0.04641071,0.87478678,1.92904156,0.52320570,2.64181928,1.99385323,2.13968902,0.00000000
-5.68784392,5.29840828,0.04553175,0.85980429,1.90402836,0.52310602,2.61841054,1.96268020,2.12322119,0.00000000
-5.68184092,5.23616983,0.04468331,0.84560418,1.88059274,0.52355272,2.59609604,1.93151942,2.10770864,0.00000000
-5.67583792,5.17693908,0.04386338,0.83221758,1.85880287,0.52451415,2.57481066,1.90059278,2.09317480,0.00000000
-5.66983492,5.12077927,0.04306925,0.81964103,1.83865602,0.52594446,2.55439150,1.87010145,2.07960134,0.00000000
-5.66383192,5.06763670,0.04229780,0.80783813,1.82008279,0.52778427,2.53458754,1.84022334,2.06693102,0.00000000
-5.65782891,5.01735038,0.04154591,0.79674235,1.80295348,0.52996162,2.51507331,1.81111108,2.05507158,0.00000000
-5.65182591,4.96966450,0.04081070,0.78626106,1.78708642,0.53239313,2.49546601,1.78289058,2.04390058,0.00000000
-5.64582291,4.92424357,0.04008986,0.77628047,1.77225799,0.53498551,2.47534514,1.75566018,2.03327106,0.00000000
-5.63981991,4.88068925,0.03938185,0.76667125,1.75821376,0.53763725,2.45427387,1.72949045,2.02301773,0.00000000
-5.63381691,4.83855865,0.03868607,0.75729464,1.74468056,0.54024054,2.43182120,1.70442449,2.01296361,0.00000000
-5.62781391,4.79738330,0.03800299,0.74800883,1.73137894,0.54268350,2.40758395,1.68047900,2.00292683,0.00000000
-5.62181091,4.75668847,0.03733418,0.73867524,1.71803563,0.54485254,2.38120777,1.65764592,1.99272751,0.00000000
-5.61580790,4.71601220,0.03668230,0.72916465,1.70439563,0.54663491,2.35240630,1.63589477,1.98219448,0.00000000
-5.60980490,4.67492378,0.03605105,0.71936279,1.69023341,0.54792136,2.32097781,1.61517573,1.97117166,0.00000000
-5.60380190,4.63304114,0.03544508,0.70917540,1.67536300,0.54860893,2.28681874,1.59542340,1.95952399,0.00000000
-5.59779890,4.59004703,0.03486988,0.69853241,1.65964652,0.54860371,2.24993380,1.57656131,1.94714279,0.00000000
-5.59179590,4.54570360,0.03433161,0.68739138,1.64300095,0.54782359,2.21044232,1.55850700,1.93395031,0.00000000
-5.58579290,4.49986514,0.03383699,0.67573992,1.62540288,0.54620082,2.16858085,1.54117786,1.91990354,0.00000000
-5.57978989,4.45248891,0.03339314,0.66359720,1.60689118,0.54368448,2.12470219,1.52449734,1.90499700,0.00000000
-5.57378689,4.40364373,0.03300746,0.65101459,1.58756735,0.54024260,2.07927094,1.50840157,1.88926467,0.00000000
-5.56778389,4.35351630,0.03268751,0.63807540,1.56759376,0.53586387,2.03285617,1.49284615,1.87278073,0.00000000
-5.56178089,4.30241489,0.03244086,0.62489380,1.54718967,0.53055902,1.98612144,1.47781283,1.85565932,0.00000000
-5.55577789,4.25077048,0.03227507,0.61161312,1.52662518,0.52436161,1.93981293,1.46331582,1.83805309,0.00000000
-5.54977489,4.19913483,0.03219753,0.59840346,1.50621346,0.51732824,1.89474590,1.44940746,1.82015064,0.00000000
-5.54377189,4.14817556,0.03221543,0.58545886,1.48630121,0.50953819,1.85179026,1.43618280,1.80217279,0.00000000
-5.53776888,4.09866794,0.03233562,0.57299399,1.46725784,0.50109238,1.81185537,1.42378289,1.78436772,0.00000000
-5.53176588,4.05148326,0.03256455,0.56124049,1.44946370,0.49211169,1.77587476,1.41239638,1.76700506,0.00000000
-5.52576288,4.00757379,0.03290813,0.55044299,1.43329752,0.48273461,1.74479060,1.40225915,1.75036889,0.00000000
-5.51975988,3.96795423,0.03337163,0.54085485,1.41912363,0.47311438,1.71953846,1.39365183,1.73474998,0.00000000
-5.51375688,3.93367994,0.03395949,0.53273366,1.40727924,0.46341548,1.70103219,1.38689498,1.72043720,0.00000000
-5.50775388,3.90582219,0.03467522,0.52633654,1.39806226,0.45380982,1.69014903,1.38234201,1.70770859,0.00000000
-5.50175088,3.88544077,0.03552115,0.52191514,1.39172000,0.44447248,1.68771486,1.38036988,1.69682206,0.00000000
-5.49574787,3.87355485,0.03649829,0.51971056,1.38843917,0.43557733,1.69448966,1.38136779,1.68800631,0.00000000
-5.48974487,3.87111253,0.03760617,0.51994808,1.38833755,0.42729255,1.71115304,1.38572418,1.68145204,0.00000000
-5.48374187,3.87896030,0.03884263,0.52283182,1.39145767,0.41977628,1.73828999,1.39381249,1.67730401,0.00000000
-5.47773887,3.89781312,0.04020369,0.52853948,1.39776274,0.41317246,1.77637688,1.40597627,1.67565420,0.00000000
-5.47173587,3.92822656,0.04168349,0.53721717,1.40713505,0.40760711,1.82576802,1.42251406,1.67653629,0.00000000
-5.46573287,3.97057168,0.04327418,0.54897456,1.41937700,0.40318504,1.88668297,1.44366485,1.67992198,0.00000000
-5.45972986,4.02501406,0.04496593,0.56388048,1.43421468,0.39998732,1.95919512,1.46959469,1.68571910,0.00000000
-5.45372686,4.09149781,0.04674703,0.58195920,1.45130405,0.39806930,2.04322186,1.50038499,1.69377182,0.00000000
-5.44772386,4.16973531,0.04860394,0.60318751,1.47023943,0.39745962,2.13851702,1.53602325,1.70386290,0.00000000
-5.44172086,4.25920349,0.05052153,0.62749284,1.49056405,0.39815986,2.24466606,1.57639652,1.71571808,0.00000000
-5.43571786,4.35914699,0.05248333,0.65475258,1.51178242,0.40014517,2.36108443,1.62128804,1.72901237,0.00000000
-5.42971486,4.46858847,0.05447180,0.68479466,1.53337385,0.40336570,2.48701976,1.67037736,1.74337804,0.00000000
-5.42371186,4.58634590,0.05646867,0.71739962,1.55480688,0.40774877,2.62155810,1.72324397,1.75841422,0.00000000
-5.41770885,4.71105671,0.05845534,0.75230401,1.57555400,0.41320183,2.76363439,1.77937449,1.77369755,0.00000000
-5.41170585,4.84120806,0.06041329,0.78920529,1.59510615,0.41961601,2.91204743,1.83817324,1.78879379,0.00000000
-5.40570285,4.97517263,0.06232442,0.82776797,1.61298663,0.42687019,3.06547891,1.89897584,1.80326987,0.00000000
-5.39969985,5.11124880,0.06417149,0.86763095,1.62876390,0.43483549,3.22251636,1.96106557,1.81670616,0.00000000
-5.39369685,5.24770414,0.06593847,0.90841570,1.64206299,0.44338002,3.38167945,2.02369184,1.82870860,0.00000000
-5.38769385,5.38282088,0.06761086,0.94973516,1.65257517,0.45237364,3.54144871,2.08609023,1.83892031,0.00000000
-5.38169085,5.51494190,0.06917601,0.99120282,1.66006578,0.46169277,3.70029597,2.14750335,1.84703256,0.00000000
-5.37568784,5.64251583,0.07062330,1.03244185,1.66438000,0.47122489,3.85671534,2.20720202,1.85279477,0.00000000
-5.36968484,5.76413965,0.07194436,1.07309369,1.66544654,0.48087269,4.00925359,2.26450570,1.85602328,0.00000000
-5.36368184,5.87859743,0.07313315,1.11282586,1.66327930,0.49055768,4.15653889,2.31880179,1.85660884,0.00000000
-5.35767884,5.98489364,0.07418602,1.15133867,1.65797706,0.50022306,4.29730658,2.36956284,1.85452246,0.00000000
-5.35167584,6.08227998,0.07510170,1.18837038,1.64972121,0.50983585,4.43042116,2.41636122,1.84981960,0.00000000
-5.34567284,6.17027447,0.07588120,1.22370079,1.63877169,0.51938805,4.55489354,2.45888064,1.84264243,0.00000000
-5.33966983,6.24867205,0.07652772,1.25715296,1.62546135,0.52889686,4.66989284,2.49692404,1.83322015,0.00000000
-5.33366683,6.31754619,0.07704642,1.28859308,1.61018864,0.53840387,4.77475249,2.53041772,1.82186710,0.00000000
-5.32766383,6.37724121,0.07744425,1.31792854,1.59340906,0.54797327,4.86897049,2.55941134,1.80897869,0.00000000
-5.32166083,6.42835558,0.07772962,1.34510432,1.57562520,0.55768910,4.95220396,2.58407394,1.79502508,0.00000000
-5.31565783,6.47171661,0.07791218,1.37009790,1.55737571,0.56765159,5.02425858,2.60468616,1.78054257,0.00000000
-5.30965483,6.50834751,0.07800242,1.39291318,1.53922334,0.57797292,5.08507376,2.62162882,1.76612291,0.00000000
-5.30365183,6.53942793,0.07801142,1.41357350,1.52174206,0.58877222,5.13470430,2.63536851,1.75240054,0.00000000
-5.29764882,6.56624956,0.07795044,1.43211451,1.50550370,0.60017040,5.17330013,2.64644060,1.74003805,0.00000000
-5.29164582,6.59016840,0.07783059,1.44857706,1.49106415,0.61228467,5.20108491,2.65543041,1.72971032,0.00000000
-5.28564282,6.61255559,0.07766253,1.46300071,1.47894938,0.62522322,5.21833529,2.66295322,1.72208748,0.00000000
-5.27963982,6.63474866,0.07745610,1.47541812,1.46964178,0.63908013,5.22536160,2.66963385,1.71781736,0.00000000
-5.27363682,6.65800499,0.07722003,1.48585079,1.46356690,0.65393078,5.22249141,2.67608658,1.71750788,0.00000000
-5.26763382,6.68345922,0.07696170,1.49430627,1.46108104,0.66982790,5.21005652,2.68289593,1.72170989,0.00000000
-5.26163082,6.71208597,0.07668688,1.50077701,1.46246010,0.68679847,5.18838420,2.69059908,1.73090106,0.00000000
-5.25562781,6.74466921,0.07639953,1.50524091,1.46788999,0.70484142,5.15779274,2.69967022,1.74547134,0.00000000
-5.24962481,6.78177891,0.07610171,1.50766351,1.47745891,0.72392643,5.11859143,2.71050735,1.76571042,0.00000000
-5.24362181,6.82375571,0.07579346,1.50800158,1.49115191,0.74399369,5.07108448,2.72342168,1.79179779,0.00000000
-5.23761881,6.87070360,0.07547284,1.50620790,1.50884791,0.76495462,5.01557834,2.73862981,1.82379558,0.00000000
-5.23161581,6.92249058,0.07513588,1.50223675,1.53031948,0.78669357,4.95239136,2.75624869,1.86164455,0.00000000
-5.22561281,6.97875663,0.07477679,1.49605000,1.55523540,0.80907042,4.88186505,2.77629342,1.90516338,0.00000000
-5.21960980,7.03892863,0.07438809,1.48762298,1.58316616,0.83192387,4.80437549,2.79867751,1.95405134,0.00000000
-5.21360680,7.10224109,0.07396085,1.47695010,1.61359233,0.85507546,4.72034409,2.82321582,2.00789423,0.00000000
-5.20760380,7.16776176,0.07348498,1.46404958,1.64591562,0.87833401,4.63024642,2.84962957,2.06617344,0.00000000
-5.20160080,7.23442131,0.07294957,1.44896707,1.67947253,0.90150052,4.53461840,2.87755358,2.12827801,0.00000000
-5.19559780,7.30104564,0.07234332,1.43177795,1.71355010,0.92437319,4.43405912,2.90654534,2.19351904,0.00000000
-5.18959480,7.36639017,0.07165489,1.41258804,1.74740351,0.94675256,4.32922992,2.93609573,2.26114636,0.00000000
-5.18359180,7.42917487,0.07087337,1.39153282,1.78027496,0.96844648,4.22084951,2.96564127,2.33036665,0.00000000
-5.17758879,7.48811927,0.06998872,1.36877504,1.81141332,0.98927493,4.10968540,2.99457771,2.40036258,0.00000000
-5.17158579,7.54197652,0.06899223,1.34450102,1.84009393,1.00907429,3.99654193,3.02227456,2.47031241,0.00000000
-5.16558279,7.58956574,0.06787685,1.31891577,1.86563801,1.02770119,3.88224554,3.04809058,2.53940925,0.00000000
-5.15957979,7.62980196,0.06663764,1.29223724,1.88743096,1.04503564,3.76762804,3.07138968,2.60687954,0.00000000
-5.15357679,7.66172303,0.06527206,1.26469000,1.90493902,1.06098327,3.65350878,3.09155708,2.67200003,0.00000000
-5.14757379,7.68451267,0.06378020,1.23649881,1.91772375,1.07547682,3.54067664,3.10801524,2.73411275,0.00000000
-5.14157079,7.69751946,0.06216497,1.20788232,1.92545375,1.08847656,3.42987277,3.12023905,2.79263745,0.00000000
-5.13556778,7.70027095,0.06043219,1.17904721,1.92791334,1.09996979,3.32177480,3.12776999,2.84708116,0.00000000
-5.12956478,7.69248272,0.05859055,1.15018322,1.92500781,1.10996925,3.21698348,3.13022857,2.89704453,0.00000000
-5.12356178,7.67406194,0.05665156,1.12145906,1.91676508,1.11851067,3.11601208,3.12732463,2.94222491,0.00000000
-5.11755878,7.64510550,0.05462924,1.09301959,1.90333373,1.12564946,3.01927902,3.11886517,2.98241590,0.00000000
-5.11155578,7.60589245,0.05253994,1.06498414,1.88497751,1.13145666,2.92710406,3.10475912,3.01750382,0.00000000
-5.10555278,7.55687127,0.05040188,1.03744615,1.86206637,1.13601433,2.83970785,3.08501897,3.04746107,0.00000000
-5.09954977,7.49864206,0.04823472,1.01047396,1.83506461,1.13941068,2.75721488,3.05975908,3.07233693,0.00000000
-5.09354677,7.43193463,0.04605904,0.98411272,1.80451624,1.14173508,2.67965940,3.02919065,3.09224630,0.00000000
-5.08754377,7.35758294,0.04389582,0.95838715,1.77102839,1.14307321,2.60699400,2.99361355,3.10735688,0.00000000
-5.08154077,7.27649718,0.04176585,0.93330504,1.73525304,1.14350263,2.53910022,2.95340539,3.11787558,0.00000000
-5.07553777,7.18963442,0.03968918,0.90886118,1.69786801,1.14308903,2.47580073,2.90900829,3.12403476,0.00000000
-5.06953477,7.09796917,0.03768460,0.88504158,1.65955760,1.14188323,2.41687240,2.86091395,3.12607904,0.00000000
-5.06353177,7.00246493,0.03576910,0.86182765,1.62099366,1.13991923,2.36205971,2.80964776,3.12425326,0.00000000
-5.05752876,6.90404815,0.03395753,0.83920025,1.58281772,1.13721334,2.31108799,2.75575267,3.11879224,0.00000000
-5.05152576,6.80358541,0.03226218,0.81714330,1.54562469,1.13376446,2.26367586,2.69977357,3.10991273,0.00000000
-5.04552276,6.70186493,0.03069256,0.79564690,1.50994867,1.12955540,2.21954656,2.64224297,3.09780790,0.00000000
-5.03951976,6.59958299,0.02925526,0.77470978,1.47625130,1.12455534,2.17843779,2.58366844,3.08264452,0.00000000
-5.03351676,6.49733577,0.02795387,0.75434110,1.44491300,1.11872304,2.14010972,2.52452250,3.06456281,0.00000000
-5.02751376,6.39561658,0.02678909,0.73456142,1.41622728,1.11201084,2.10435115,2.46523513,3.04367891,0.00000000
-5.02151076,6.29481846,0.02575880,0.71540295,1.39039828,1.10436903,2.07098360,2.40618921,3.02008953,0.00000000
-5.01550775,6.19524164,0.02485839,0.69690912,1.36754149,1.09575050,2.03986345,2.34771874,2.99387851,0.00000000
-5.00950475,6.09710511,0.02408102,0.67913344,1.34768764,1.08611531,2.01088223,2.29010981,2.96512458,0.00000000
-5.00350175,6.00056149,0.02341803,0.66213773,1.33078939,1.07543493,1.98396513,2.23360386,2.93390990,0.00000000
-4.99749875,5.90571413,0.02285935,0.64599002,1.31673073,1.06369603,1.95906817,2.17840285,2.90032874,0.00000000
-4.99149575,5.81263530,0.02239393,0.63076187,1.30533838,1.05090356,1.93617413,2.12467582,2.86449554,0.00000000
-4.98549275,5.72138441,0.02201026,0.61652561,1.29639505,1.03708296,1.91528773,2.07256619,2.82655207,0.00000000
-4.97948974,5.63202523,0.02169672,0.60335137,1.28965375,1.02228159,1.89643034,2.02219932,2.78667299,0.00000000
-4.97348674,5.54464117,0.02144208,0.59130413,1.28485264,1.00656906,1.87963463,1.97368972,2.74506955,0.00000000
-4.96748374,5.45934800,0.02123584,0.58044097,1.28172994,0.99003689,1.86493946,1.92714747,2.70199127,0.00000000
-4.96148074,5.37630336,0.02106855,0.57080849,1.28003808,0.97279716,1.85238544,1.88268356,2.65772532,0.00000000
-4.95547774,5.29571287,0.02093206,0.56244069,1.27955664,0.95498056,1.84201131,1.84041379,2.61259385,0.00000000
-4.94947474,5.21783272,0.02081976,0.55535735,1.28010351,0.93673387,1.83385135,1.80046118,2.56694928,0.00000000
-4.94347174,5.14296893,0.02072663,0.54956291,1.28154376,0.91821698,1.82793404,1.76295697,2.52116786,0.00000000
-4.93746873,5.07147339,0.02064935,0.54504605,1.28379585,0.89959969,1.82428180,1.72804008,2.47564191,0.00000000
-4.93146573,5.00373735,0.02058625,0.54177991,1.28683488,0.88105829,1.82291189,1.69585555,2.43077099,0.00000000
-4.92546273,4.94018256,0.02053721,0.53972295,1.29069277,0.86277218,1.82383807,1.66655185,2.38695266,0.00000000
-4.91945973,4.88125079,0.02050354,0.53882046,1.29545524,0.84492054,1.82707290,1.64027767,2.34457295,0.00000000
-4.91345673,4.82739205,0.02048779,0.53900658,1.30125580,0.82767904,1.83263019,1.61717812,2.30399726,0.00000000
-4.90745373,4.77905210,0.02049347,0.54020680,1.30826693,0.81121676,1.84052718,1.59739100,2.26556178,0.00000000
-4.90145073,4.73665950,0.02052478,0.54234067,1.31668887,0.79569321,1.85078601,1.58104286,2.22956585,0.00000000
-4.89544772,4.70061266,0.02058635,0.54532470,1.32673648,0.78125549,1.86343410,1.56824553,2.19626547,0.00000000
-4.88944472,4.67126700,0.02068287,0.54907521,1.33862482,0.76803552,1.87850290,1.55909274,2.16586808,0.00000000
-4.88344172,4.64892254,0.02081883,0.55351094,1.35255408,0.75614744,1.89602490,1.55365719,2.13852873,0.00000000
-4.87743872,4.63381201,0.02099814,0.55855520,1.36869457,0.74568502,1.91602876,1.55198801,2.11434767,0.00000000
-4.87143572,4.62608973,0.02122389,0.56413760,1.38717259,0.73671927,1.93853234,1.55410842,2.09336934,0.00000000
-4.86543272,4.62582146,0.02149808,0.57019503,1.40805779,0.72929615,1.96353426,1.56001374,2.07558271,0.00000000
-4.85942971,4.63297541,0.02182136,0.57667196,1.43135274,0.72343457,1.99100392,1.56966959,2.06092292,0.00000000
-4.85342671,4.64741477,0.02219289,0.58352003,1.45698521,0.71912474,2.02087088,1.58301031,2.04927409,0.00000000
-4.84742371,4.66889218,0.02261020,0.59069695,1.48480366,0.71632699,2.05301424,1.59993749,2.04047333,0.00000000
-4.84142071,4.69704635,0.02306914,0.59816481,1.51457617,0.71497122,2.08725266,1.62031883,2.03431556,0.00000000
-4.83541771,4.73140138,0.02356388,0.60588796,1.54599299,0.71495708,2.12333615,1.64398716,2.03055941,0.00000000
-4.82941471,4.77136912,0.02408702,0.61383067,1.57867256,0.71615505,2.16094027,1.67073991,2.02893365,0.00000000
-4.82341171,4.81625474,0.02462970,0.62195472,1.61217084,0.71840848,2.19966356,1.70033901,2.02914435,0.00000000
-4.81740870,4.86526574,0.02518185,0.63021717,1.64599350,0.72153657,2.23902884,1.73251135,2.03088233,0.00000000
-4.81140570,4.91752447,0.02573245,0.63856850,1.67961040,0.72533844,2.27848868,1.76694997,2.03383081,0.00000000
-4.80540270,4.97208374,0.02626988,0.64695132,1.71247168,0.72959803,2.31743521,1.80331589,2.03767303,0.00000000
-4.79939970,5.02794532,0.02678224,0.65529975,1.74402475,0.73408984,2.35521411,1.84124084,2.04209951,0.00000000
-4.79339670,5.08408056,0.02725775,0.66353960,1.77373118,0.73858518,2.39114227,1.88033063,2.04681475,0.00000000
-4.78739370,5.13945251,0.02768515,0.67158921,1.80108291,0.74285889,2.42452834,1.92016928,2.05154304,0.00000000
-4.78139070,5.19303837,0.02805403,0.67936115,1.82561681,0.74669591,2.45469530,1.96032377,2.05603323,0.00000000
-4.77538769,5.24385156,0.02835519,0.68676443,1.84692706,0.74989780,2.48100373,2.00034926,2.06006215,0.00000000
-4.76938469,5.29096221,0.02858092,0.69370717,1.86467469,0.75228855,2.50287450,2.03979461,2.06343653,0.00000000
-4.76338169,5.33351522,0.02872522,0.70009950,1.87859402,0.75371962,2.51980976,2.07820819,2.06599349,0.00000000
-4.75737869,5.37074527,0.02878393,0.70585643,1.88849571,0.75407386,2.53141076,2.11514365,2.06759946,0.00000000
-4.75137569,5.40198802,0.02875483,0.71090054,1.89426661,0.75326822,2.53739161,2.15016579,2.06814774,0.00000000
-4.74537269,5.42668743,0.02863762,0.71516420,1.89586638,0.75125503,2.53758809,2.18285626,2.06755491,0.00000000
-4.73936968,5.44439917,0.02843382,0.71859117,1.89332155,0.74802194,2.53196108,2.21281923,2.06575645,0.00000000
-4.73336668,5.45479048,0.02814662,0.72113744,1.88671737,0.74359054,2.52059429,2.23968692,2.06270189,0.00000000
-4.72736368,5.45763700,0.02778066,0.72277135,1.87618825,0.73801377,2.50368672,2.26312526,2.05834998,0.00000000
-4.72136068,5.45281744,0.02734178,0.72347284,1.86190744,0.73137243,2.48154010,2.28283943,2.05266443,0.00000000
-4.71535768,5.44030703,0.02683673,0.72323203,1.84407674,0.72377097,2.45454239,2.29857961,2.04561047,0.00000000
-4.70935468,5.42017069,0.02627287,0.72204723,1.82291695,0.71533285,2.42314831,2.31014684,2.03715292,0.00000000
-4.70335168,5.39255681,0.02565789,0.71992255,1.79865966,0.70619591,2.38785813,2.31739898,2.02725573,0.00000000
-4.69734867,5.35769255,0.02499954,0.71686538,1.77154082,0.69650789,2.34919604,2.32025659,2.01588350,0.00000000
-4.69134567,5.31588101,0.02430540,0.71288393,1.74179660,0.68642238,2.30768941,2.31870879,2.00300483,0.00000000
-4.68534267,5.26750075,0.02358271,0.70798508,1.70966139,0.67609555,2.26385012,2.31281845,1.98859739,0.00000000
-4.67933967,5.21300740,0.02283825,0.70217274,1.67536815,0.66568356,2.21815889,2.30272679,1.97265457,0.00000000
-4.67333667,5.15293712,0.02207824,0.69544690,1.63915074,0.65534081,2.17105343,2.28865667,1.95519310,0.00000000
-4.66733367,5.08791111,0.02130833,0.68780349,1.60124787,0.64521906,2.12292072,2.27091433,1.93626131,0.00000000
-4.66133067,5.01864036,0.02053367,0.67923507,1.56190818,0.63546714,2.07409373,2.24988906,1.91594719,0.00000000
-4.65532766,4.94592937,0.01975888,0.66973226,1.52139577,0.62623118,2.02485221,2.22605048,1.89438574,0.00000000
-4.64932466,4.87067785,0.01898827,0.65928604,1.47999565,0.61765512,1.97542726,2.19994308,1.87176488,0.00000000
-4.64332166,4.79387908,0.01822583,0.64789045,1.43801835,0.60988120,1.92600888,2.17217786,1.84832927,0.00000000
