energy_ev,total_up,total_down,Cr_p_up,Cr_p_down,Cr_d_up,Cr_d_down,Li_s_up,Li_s_down,N_s_up,N_s_down,N_p_up,N_p_down,Se_s_up,Se_s_down,Se_p_up,Se_p_down
-5.92796398,1.18474201,-0.97172204,0.51286909,-0.71397594,0.46310858,-0.09599525,0.11732043,-0.16953112,0.00479458,-0.00594703,0.36728510,-0.14507866,0.00628080,-0.01229851,0.26351947,-0.46086217
-5.92196098,1.13932883,-0.91081392,0.48854859,-0.64484937,0.44039262,-0.09596374,0.11914646,-0.15899927,0.00460637,-0.00589416,0.34512055,-0.13764649,0.00675453,-0.01104445,0.26238635,-0.42844507
-5.91595798,1.09560023,-0.85526552,0.46695592,-0.58064861,0.41747354,-0.09682557,0.12134368,-0.14879585,0.00440131,-0.00581866,0.32294053,-0.13164914,0.00729135,-0.00986387,0.26243012,-0.39794599
-5.90995498,1.05413407,-0.80521065,0.44825360,-0.52159812,0.39477876,-0.09859078,0.12386308,-0.13894838,0.00418252,-0.00572002,0.30112952,-0.12712570,0.00788137,-0.00876214,0.26352649,-0.36942534
-5.90395198,1.01548094,-0.76068149,0.43261698,-0.46782647,0.37272026,-0.10125446,0.12664894,-0.12948007,0.00395335,-0.00559814,0.28006807,-0.12409170,0.00851371,-0.00774318,0.26554174,-0.34290110
-5.89794897,0.98014577,-0.72161618,0.42022858,-0.41937137,0.35168507,-0.10479678,0.12963812,-0.12041095,0.00371720,-0.00545340,0.26012468,-0.12253893,0.00917659,-0.00680949,0.26833165,-0.31835386
-5.89194597,0.94857305,-0.68786972,0.41127285,-0.37618748,0.33202763,-0.10918358,0.13275997,-0.11175902,0.00347743,-0.00528663,0.24164900,-0.12243605,0.00985745,-0.00596229,0.27174108,-0.29573313
-5.88594297,0.92113645,-0.65922752,0.40593159,-0.33815663,0.31406406,-0.11436761,0.13593659,-0.10354144,0.00323727,-0.00509915,0.22496623,-0.12373003,0.01054311,-0.00520165,0.27560449,-0.27496455
-5.87993997,0.89813291,-0.63542078,0.40437997,-0.30509968,0.29806858,-0.12029025,0.13908381,-0.09577565,0.00299971,-0.00489271,0.21037280,-0.12634847,0.01122005,-0.00452664,0.27974755,-0.25595750
-5.87393697,0.87978140,-0.61614316,0.40678332,-0.27678946,0.28427189,-0.12688392,0.14211264,-0.08848029,0.00276745,-0.00466950,0.19813338,-0.13020252,0.01187459,-0.00393553,0.28398974,-0.23861276
-5.86793397,0.86622576,-0.60106793,0.41329448,-0.25296427,0.27286124,-0.13407485,0.14493139,-0.08167593,0.00254281,-0.00443204,0.18847897,-0.13519062,0.01249327,-0.00342601,0.28814810,-0.22282970
-5.86193097,0.85754123,-0.58986486,0.42405152,-0.23334123,0.26398220,-0.14178636,0.14744816,-0.07538566,0.00232775,-0.00418315,0.18160594,-0.14120265,0.01306315,-0.00299540,0.29204186,-0.20851278
-5.85592796,0.85374386,-0.58221621,0.43917565,-0.21762897,0.25774143,-0.14994242,0.14957376,-0.06963525,0.00212378,-0.00392586,0.17767583,-0.14812461,0.01357212,-0.00264081,0.29549783,-0.19557705
-5.84992496,0.85480182,-0.57783130,0.45876915,-0.20553932,0.25421042,-0.15847135,0.15122482,-0.06445313,0.00193205,-0.00366332,0.17681567,-0.15584346,0.01400929,-0.00235933,0.29835625,-0.18395239
-5.84392196,0.86064775,-0.57645891,0.48291300,-0.19679744,0.25342965,-0.16730950,0.15232703,-0.05987012,0.00175329,-0.00339871,0.17911869,-0.16425197,0.01436529,-0.00214817,0.30047675,-0.17358644
-5.83791896,0.87119122,-0.57789730,0.51166415,-0.19115019,0.25541296,-0.17640479,0.15281820,-0.05591882,0.00158789,-0.00313514,0.18464508,-0.17325346,0.01463260,-0.00200480,0.30174419,-0.16444608
-5.83191596,0.88633041,-0.58200117,0.54505243,-0.18837253,0.26015175,-0.18571974,0.15265111,-0.05263280,0.00143593,-0.00287562,0.19342294,-0.18276596,0.01480572,-0.00192696,0.30207403,-0.15651756
-5.82591296,0.90596239,-0.58868552,0.58307696,-0.18827167,0.26761882,-0.19523397,0.15179594,-0.05004560,0.00129723,-0.00262291,0.20544913,-0.19272580,0.01488147,-0.00191275,0.30141679,-0.14980525
-5.81990995,0.92999148,-0.59792602,0.62570247,-0.19068908,0.27777171,-0.20494582,0.15024218,-0.04818944,0.00117139,-0.00237954,0.22069005,-0.20309022,0.01485902,-0.00196061,0.29976163,-0.14432925
-5.81390695,0.95833532,-0.60975582,0.67285551,-0.19550025,0.29055543,-0.21487293,0.14799984,-0.04709391,0.00105786,-0.00214769,0.23908249,-0.21383879,0.01474002,-0.00206924,0.29713850,-0.14012192
-5.80790395,0.99092860,-0.62425878,0.72442110,-0.20261225,0.30590459,-0.22505175,0.14510003,-0.04678439,0.00095599,-0.00192920,0.26053450,-0.22497361,0.01452849,-0.00223756,0.29361906,-0.13722362
-5.80190095,1.02772457,-0.64155936,0.78024000,-0.21195936,0.32374490,-0.23553572,0.14159480,-0.04728050,0.00086506,-0.00172553,0.28492639,-0.23651798,0.01423080,-0.00246459,0.28931606,-0.13567776
-5.79589795,1.06869440,-0.66180926,0.84010711,-0.22349689,0.34399420,-0.24639214,0.13755623,-0.04859444,0.00078435,-0.00153775,0.31211208,-0.24851366,0.01385544,-0.00274928,0.28438136,-0.13552555
-5.78989495,1.11382498,-0.68517138,0.90377135,-0.23719352,0.36656306,-0.25769786,0.13307494,-0.05072932,0.00071314,-0.00136658,0.34192080,-0.26101662,0.01341279,-0.00309039,0.27900257,-0.13680054
-5.78389195,1.16311528,-0.71180168,0.97093722,-0.25302253,0.39135515,-0.26953373,0.12825793,-0.05367763,0.00065078,-0.00121235,0.37415923,-0.27409148,0.01291483,-0.00348629,0.27339852,-0.13952330
-5.77788894,1.21657198,-0.74182951,1.04126832,-0.27095230,0.41826739,-0.28197825,0.12322601,-0.05741973,0.00059667,-0.00107507,0.40861420,-0.28780483,0.01237482,-0.00393482,0.26781371,-0.14369643
-5.77188594,1.27420449,-0.77533760,1.11439292,-0.29093667,0.44719006,-0.29510040,0.11811079,-0.06192262,0.00055027,-0.00095444,0.44505588,-0.30221775,0.01180692,-0.00443309,0.26251195,-0.14930008
-5.76588294,1.33601986,-0.81234235,1.18991127,-0.31290551,0.47800686,-0.30895233,0.11305141,-0.06713890,0.00051115,-0.00084993,0.48324148,-0.31737784,0.01122581,-0.00497739,0.25776943,-0.15628834
-5.75987994,1.40201772,-0.85277581,1.26740470,-0.33675625,0.51059501,-0.32356205,0.10819119,-0.07300615,0.00047893,-0.00076073,0.52291927,-0.33331133,0.01064635,-0.00556301,0.25386740,-0.16458650
-5.75387694,1.47218525,-0.89647019,1.34644574,-0.36234671,0.54482528,-0.33892673,0.10367417,-0.07944667,0.00045334,-0.00068591,0.56383275,-0.35001566,0.01008318,-0.00618420,0.25108484,-0.17408952
-5.74787394,1.54649237,-0.94314620,1.42660901,-0.38948995,0.58056203,-0.35500699,0.09964168,-0.08636772,0.00043415,-0.00062437,0.60572496,-0.36745302,0.00955044,-0.00683415,0.24969102,-0.18466166
-5.74187094,1.62488686,-0.99240600,1.50748200,-0.41795148,0.61766306,-0.37172263,0.09622907,-0.09366229,0.00042118,-0.00057492,0.64834240,-0.38554547,0.00906141,-0.00750496,0.24993846,-0.19613752
-5.73586793,1.70728928,-1.04373178,1.58867511,-0.44744927,0.65597927,-0.38895015,0.09356259,-0.10121051,0.00041432,-0.00053633,0.69143856,-0.40417185,0.00862830,-0.00818774,0.25205615,-0.20832446
-5.72986493,1.79358764,-1.09649039,1.66983029,-0.47765687,0.69535400,-0.40652251,0.09175648,-0.10888153,0.00041348,-0.00050735,0.73477678,-0.42316713,0.00826200,-0.00887275,0.25624339,-0.22100629
-5.72386193,1.88363144,-1.14994439,1.75062748,-0.50820968,0.73562208,-0.42423113,0.09091033,-0.11653610,0.00041860,-0.00048672,0.77813216,-0.44232413,0.00797196,-0.00954957,0.26266415,-0.23394836
-5.71785893,1.97722522,-1.20326967,1.83078849,-0.53871457,0.77660846,-0.44183035,0.09110664,-0.12402961,0.00042962,-0.00047326,0.82129255,-0.46139803,0.00776601,-0.01020734,0.27144225,-0.24690365
-5.71185593,2.07412145,-1.25557895,1.91007784,-0.56876236,0.81812646,-0.45904434,0.09240872,-0.13121557,0.00044653,-0.00046585,0.86405836,-0.48011341,0.00765032,-0.01083505,0.28265723,-0.25961996
-5.70585293,2.17401315,-1.30595079,1.98830037,-0.59794311,0.85997589,-0.47557611,0.09485890,-0.13794953,0.00046931,-0.00046345,0.90624138,-0.49817381,0.00762940,-0.01142188,0.29634129,-0.27184765
-5.69984992,2.27652637,-1.35346286,2.06529587,-0.62586353,0.90194089,-0.49111843,0.09847705,-0.14409313,0.00049794,-0.00046515,0.94766254,-0.51527335,0.00770604,-0.01195754,0.31247706,-0.28334783
-5.69384692,2.38121317,-1.39722813,2.14093086,-0.65216582,0.94378792,-0.50536621,0.10325944,-0.14951819,0.00053247,-0.00047018,0.98814897,-0.53111004,0.00788141,-0.01243262,0.33099661,-0.29390065
-5.68784392,2.48754566,-1.43643249,2.21508820,-0.67654728,0.98526409,-0.51802964,0.10917813,-0.15411085,0.00057292,-0.00047787,1.02753043,-0.54540010,0.00815516,-0.01283898,0.35178159,-0.30331317
-5.68184092,2.59491182,-1.47037194,2.28765523,-0.69877970,1.02609591,-0.52884763,0.11618072,-0.15777519,0.00061939,-0.00048774,1.06563553,-0.55789273,0.00852547,-0.01317007,0.37466473,-0.31142675
-5.67583792,2.70261395,-1.49848768,2.35851142,-0.71872762,1.06598901,-0.53760080,0.12419071,-0.16043664,0.00067202,-0.00049946,1.10228808,-0.56838446,0.00898930,-0.01342125,0.39943272,-0.31812327
-5.66983492,2.80987038,-1.52039721,2.42751647,-0.73636465,1.10462887,-0.54412337,0.13310841,-0.16204461,0.00073102,-0.00051284,1.13730391,-0.57673245,0.00954247,-0.01359006,0.42583051,-0.32333023
-5.66383192,2.91582119,-1.53591992,2.49449995,-0.75178682,1.14168282,-0.54831331,0.14281257,-0.16257446,0.00079667,-0.00052786,1.17048848,-0.58286606,0.01017993,-0.01367640,0.45356711,-0.32702417
-5.65782891,3.01953837,-1.54509577,2.55925346,-0.76522238,1.17680354,-0.55014022,0.15316257,-0.16202865,0.00086937,-0.00054467,1.20163571,-0.58679590,0.01089593,-0.01368268,0.48232279,-0.32923248
-5.65182591,3.12004072,-1.54819595,2.62152614,-0.77703733,1.20963403,-0.54965050,0.16400143,-0.16043693,0.00094960,-0.00056354,1.23052815,-0.58862000,0.01168430,-0.01361387,0.51175757,-0.33003334
-5.64582291,3.21631342,-1.54572493,2.68102420,-0.78773624,1.23981405,-0.54696954,0.17515936,-0.15785571,0.00103797,-0.00058491,1.25693872,-0.58852676,0.01253863,-0.01347749,0.54152084,-0.32955381
-5.63981991,3.30733190,-1.53841365,2.73741485,-0.79795828,1.26698796,-0.54230063,0.18645801,-0.15436644,0.00113518,-0.00060933,1.28063402,-0.58679420,0.01345256,-0.01328346,0.57126181,-0.32796624
-5.63381691,3.39208939,-1.52720393,2.79033468,-0.80846818,1.29081358,-0.53592092,0.19771518,-0.15007322,0.00124206,-0.00063746,1.30137933,-0.58378585,0.01441997,-0.01304395,0.60064046,-0.32548293
-5.62781391,3.46962704,-1.51322480,2.83940231,-0.82014259,1.31097194,-0.52817422,0.20874989,-0.14509971,0.00135954,-0.00067007,1.31894484,-0.57994305,0.01543518,-0.01277310,0.62933853,-0.32234957
-5.62181091,3.53906544,-1.49776178,2.88423464,-0.83395208,1.32717729,-0.51946129,0.21938766,-0.13958540,0.00148861,-0.00070799,1.33311311,-0.57577427,0.01649315,-0.01248670,0.65707016,-0.31883744
-5.61580790,3.59963581,-1.48222027,2.92446586,-0.85093935,1.33918700,-0.51022789,0.22946575,-0.13368142,0.00163032,-0.00075211,1.34368728,-0.57184164,0.01758957,-0.01220181,0.68359157,-0.31523496
-5.60980490,3.65070945,-1.46808467,2.95976812,-0.87219446,1.34681082,-0.50095115,0.23883819,-0.12754619,0.00178574,-0.00080334,1.35049948,-0.56874547,0.01872091,-0.01193630,0.70870932,-0.31183868
-5.60380190,3.69182351,-1.45687495,2.98987237,-0.89882772,1.34991900,-0.49212500,0.24738028,-0.12134088,0.00195590,-0.00086259,1.35341918,-0.56710718,0.01988448,-0.01170844,0.73228670,-0.30894439
-5.59779890,3.72270165,-1.45010232,3.01458811,-0.93194132,1.34844869,-0.48424507,0.25499242,-0.11522496,0.00214174,-0.00093075,1.35236078,-0.56755151,0.02107834,-0.01153637,0.75424776,-0.30683834
-5.59179590,3.74326795,-1.44922573,3.03382041,-0.97260037,1.34240834,-0.47779391,0.26160304,-0.10935202,0.00234405,-0.00100865,1.34728998,-0.57068861,0.02230114,-0.01143765,0.77457868,-0.30578913
-5.58579290,3.75365308,-1.45561072,3.04758291,-1.02180424,1.33187960,-0.47322698,0.26717039,-0.10386590,0.00256343,-0.00109703,1.33822858,-0.57709662,0.02355195,-0.01142877,0.79332620,-0.30604047
-5.57978989,3.75419187,-1.47049193,3.05600563,-1.08045909,1.31701674,-0.47095994,0.27168319,-0.09889738,0.00280019,-0.00119651,1.32525724,-0.58730536,0.02482997,-0.01152471,0.81059318,-0.30780501
-5.57378689,3.74541192,-1.49494049,3.05933661,-1.14935194,1.29804328,-0.47135761,0.27515995,-0.09456136,0.00305429,-0.00130760,1.30851603,-0.60178162,0.02613423,-0.01173849,0.82653122,-0.31125934
-5.56778389,3.72801355,-1.52983690,3.05793683,-1.22912721,1.27524602,-0.47472504,0.27764705,-0.09095470,0.00332530,-0.00143061,1.28820251,-0.62091643,0.02746322,-0.01208082,0.84133060,-0.31654044
-5.56178089,3.70284167,-1.57584993,3.05226834,-1.32026579,1.24896679,-0.48130059,0.27921562,-0.08815475,0.00361234,-0.00156567,1.26456759,-0.64501444,0.02881455,-0.01255976,0.85520810,-0.32374339
-5.55577789,3.67085077,-1.63342182,3.04287576,-1.42306712,1.21959202,-0.49125138,0.27995733,-0.08621852,0.00391401,-0.00171271,1.23790896,-0.67428572,0.03018452,-0.01318047,0.86839299,-0.33292058
-5.54977489,3.63306472,-1.70275960,3.03036203,-1.53763442,1.18754092,-0.50467079,0.27997932,-0.08518249,0.00422840,-0.00187142,1.20856277,-0.70883980,0.03156787,-0.01394501,0.88111212,-0.34408208
-5.54377189,3.59053323,-1.78383225,3.01535946,-1.66386312,1.15325252,-0.52157799,0.27939854,-0.08506305,0.00455305,-0.00204128,1.17689357,-0.74868201,0.03295743,-0.01485226,0.89357466,-0.35719746
-5.53776888,3.54428728,-1.87637319,2.99849757,-1.80143266,1.11717247,-0.54191927,0.27833565,-0.08585756,0.00488495,-0.00222151,1.14328336,-0.79371186,0.03434393,-0.01589784,0.90595743,-0.37219856
-5.53176588,3.49529583,-1.97988763,2.98036958,-1.94980147,1.07974005,-0.56557084,0.27690901,-0.08754589,0.00522059,-0.00241114,1.10812000,-0.84372331,0.03571593,-0.01707424,0.91839152,-0.38898334
-5.52576288,3.44442604,-2.09366398,2.96149948,-2.10820543,1.04137605,-0.59234284,0.27522887,-0.09009235,0.00555601,-0.00260893,1.07178575,-0.89840676,0.03705976,-0.01837094,0.93095109,-0.40742060
-5.51975988,3.39240930,-2.21678884,2.94231151,-2.27565971,1.00247214,-0.62198424,0.27339212,-0.09344807,0.00588682,-0.00281349,1.03464642,-0.95735240,0.03835970,-0.01977463,0.94364490,-0.42735535
-5.51375688,3.33981478,-2.34816487,2.92310427,-2.45096417,0.96338214,-0.65418846,0.27147792,-0.09755365,0.00620835,-0.00302323,0.99704176,-1.02005492,0.03959818,-0.02126958,0.95641119,-0.44861475
-5.50775388,3.28703196,-2.48653111,2.90403092,-2.63271258,0.92441560,-0.68859940,0.26954433,-0.10234198,0.00651571,-0.00323644,0.95927737,-1.08591947,0.04075622,-0.02283798,0.96911630,-0.47101437
-5.50175088,3.23426333,-2.63048532,2.88508695,-2.81930579,0.88583378,-0.72481768,0.26762618,-0.10774117,0.00680392,-0.00345129,0.92161870,-1.15426864,0.04181384,-0.02446046,0.98155723,-0.49436462
-5.49574787,3.18152725,-2.77850808,2.86610661,-3.00896933,0.84784831,-0.76240724,0.26573427,-0.11367754,0.00706808,-0.00366593,0.88428718,-1.22435073,0.04275072,-0.02611650,0.99346811,-0.51847716
-5.48974487,3.12867130,-2.92898831,2.84676840,-3.19977545,0.81062227,-0.80090193,0.26385581,-0.12007851,0.00730345,-0.00387845,0.84745869,-1.29534924,0.04354683,-0.02778505,1.00453040,-0.54317108
-5.48374187,3.07539492,-3.08025025,2.82660970,-3.38967005,0.77427357,-0.83981241,0.26195624,-0.12687529,0.00750560,-0.00408702,0.81126426,-1.36639367,0.04418309,-0.02944500,1.01438641,-0.56827860
-5.47773887,3.02128043,-3.23058154,2.80504994,-3.57650444,0.73888035,-0.87863322,0.25998216,-0.13400534,0.00767058,-0.00428985,0.77579294,-1.43657189,0.04464217,-0.03107570,1.02265555,-0.59365010
-5.47173587,2.96583058,-3.37826238,2.78142128,-3.75807187,0.70448782,-0.91685022,0.25786525,-0.14141447,0.00779502,-0.00448529,0.74109639,-1.50494404,0.04490916,-0.03265750,1.02895258,-0.61915824
-5.46573287,2.90851059,-3.52159545,2.75500539,-3.93214859,0.67111629,-0.95394840,0.25552704,-0.14905846,0.00787621,-0.00467180,0.70719504,-1.57055811,0.04497217,-0.03417211,1.03290695,-0.64470107
-5.45972986,2.84879242,-3.65893630,2.72507429,-4.09653859,0.63876958,-0.98942004,0.25288407,-0.15690416,0.00791225,-0.00484805,0.67408513,-1.63246703,0.04482302,-0.03560296,1.03418242,-0.67020372
-5.45372686,2.78619892,-3.78872362,2.69093326,-4.24912139,0.60744363,-1.02277346,0.24985344,-0.16493001,0.00790208,-0.00501285,0.64174644,-1.68974717,0.04445758,-0.03693550,1.03249591,-0.69561874
-5.44772386,2.72034547,-3.90950886,2.65196350,-4.38790128,0.57713448,-1.05354186,0.24635821,-0.17312592,0.00784549,-0.00516521,0.61014998,-1.74151801,0.04387620,-0.03815734,1.02763466,-0.72092491
-5.44172086,2.65097700,-4.01998424,2.60766226,-4.51105673,0.54784543,-1.08129258,0.24233260,-0.18149250,0.00774322,-0.00530432,0.57926543,-1.78696226,0.04308387,-0.03925831,1.01947094,-0.74612440
-5.43571786,2.57799844,-4.11900845,2.55767830,-4.61698798,0.51959290,-1.10563607,0.23772654,-0.19003957,0.00759685,-0.00542953,0.54906768,-1.82534619,0.04209026,-0.04023046,1.00797346,-0.77123845
-5.42971486,2.50149705,-4.20562882,2.50184074,-4.70436087,0.49241076,-1.12623470,0.23250963,-0.19878411,0.00740882,-0.00554033,0.51954241,-1.85603905,0.04090963,-0.04106791,0.99321496,-0.79630152
-5.42371186,2.42175564,-4.27909901,2.44017985,-4.77214495,0.46635291,-1.14281066,0.22667401,-0.20774763,0.00718235,-0.00563632,0.49069026,-1.87853109,0.03956053,-0.04176670,0.97537565,-0.82135429
-5.41770885,2.33925596,-4.33889131,2.37293853,-4.81964369,0.44149410,-1.15515284,0.22023638,-0.21695297,0.00692131,-0.00571717,0.46252955,-1.89244908,0.03806547,-0.04232451,0.95474210,-0.84643552
-5.41170585,2.25467230,-4.38470263,2.30057404,-4.84651522,0.41792899,-1.16312216,0.21323887,-0.22642092,0.00663017,-0.00578262,0.43509743,-1.89756864,0.03645032,-0.04274041,0.93170183,-0.87157342
-5.40570285,2.16885557,-4.41645360,2.22374973,-4.85278206,0.39576957,-1.16665492,0.20574888,-0.23616646,0.00631383,-0.00583241,0.40844959,-1.89382252,0.03474377,-0.04301454,0.90673362,-0.89677664
-5.39969985,2.08280880,-4.43428050,2.14331737,-4.83882888,0.37514116,-1.16576403,0.19785788,-0.24619508,0.00597750,-0.00586632,0.38265855,-1.88130422,0.03297662,-0.04314788,0.88039413,-0.92202563
-5.39369685,1.99765540,-4.43852003,2.06029094,-4.80538785,0.35617722,-1.16053777,0.18967931,-0.25649919,0.00562657,-0.00588406,0.35781076,-1.86026651,0.03118102,-0.04314200,0.85330120,-0.94726458
-5.38769385,1.91460150,-4.42968728,1.97581317,-4.75351186,0.33901330,-1.15113605,0.18134577,-0.26705494,0.00526647,-0.00588537,0.33400279,-1.83111472,0.02938977,-0.04299882,0.82611477,-0.97239464
-5.38169085,1.83489455,-4.40844796,1.89111672,-4.68453651,0.32378045,-1.13778414,0.17300543,-0.27781952,0.00490253,-0.00586993,0.31133684,-1.79439469,0.02763550,-0.04272054,0.79951605,-0.99726876
-5.37568784,1.75977973,-4.37558591,1.80748167,-4.60003228,0.31059848,-1.12076418,0.16481814,-0.28872919,0.00453990,-0.00583746,0.28991583,-1.75077598,0.02595001,-0.04230957,0.77418597,-1.02168867
-5.36968484,1.69045647,-4.33196748,1.72619167,-4.50174917,0.29956934,-1.10040477,0.15695120,-0.29969828,0.00418337,-0.00578766,0.26983847,-1.70103072,0.02436354,-0.04176849,0.75078364,-1.04540419
-5.36368184,1.62803679,-4.27850467,1.64849058,-4.39155622,0.29077099,-1.07706898,0.14957502,-0.31061903,0.00383737,-0.00572031,0.25119448,-1.64600925,0.02290416,-0.04110020,0.72992588,-1.06811529
-5.35767884,1.57350722,-4.21611893,1.57554170,-4.27137893,0.28425206,-1.05114156,0.14285887,-0.32136271,0.00350588,-0.00563526,0.23406030,-1.58661329,0.02159721,-0.04030798,0.71216837,-1.08947684
-5.35167584,1.52769591,-4.14570750,1.50839129,-4.14313750,0.28002749,-1.02301581,0.13696682,-0.33178174,0.00319234,-0.00553251,0.21849542,-1.52376817,0.02046484,-0.03939567,0.69798941,-1.10910614
-5.34567284,1.49124608,-4.06811423,1.44793787,-4.00868900,0.27807536,-0.99308084,0.13205398,-0.34171300,0.00289970,-0.00541220,0.20453951,-1.45839521,0.01952556,-0.03836789,0.68777652,-1.12659314
-5.33966983,1.46459662,-3.98410641,1.39490838,-3.86977615,0.27833507,-0.96170984,0.12826312,-0.35098216,0.00263038,-0.00527468,0.19221054,-1.39138550,0.01879399,-0.03723016,0.68181655,-1.14151278
-5.33366683,1.44797052,-3.89435889,1.34984199,-3.72798501,0.28070695,-0.92924994,0.12572180,-0.35940895,0.00238631,-0.00512054,0.18150372,-1.32357640,0.01828056,-0.03598912,0.68028941,-1.15343941
-5.32766383,1.44137117,-3.79944619,1.31308166,-3.58471352,0.28505325,-0.89601415,0.12453992,-0.36681314,0.00216894,-0.00495060,0.17239162,-1.25573152,0.01799136,-0.03465265,0.68326552,-1.16196241
-5.32166083,1.44458625,-3.69984298,1.28477351,-3.44115180,0.29120051,-0.86227567,0.12480782,-0.37302108,0.00197934,-0.00476595,0.16482501,-1.18852517,0.01792811,-0.03322994,0.69070684,-1.16670256
-5.31565783,1.45719892,-3.59593252,1.26487343,-3.29827472,0.29894323,-0.82826482,0.12659478,-0.37787245,0.00181821,-0.00456794,0.15873468,-1.12253163,0.01808807,-0.03173152,0.70247141,-1.16732844
-5.30965483,1.47860524,-3.48802248,1.25316003,-3.15684645,0.30804861,-0.79416852,0.12994810,-0.38122696,0.00168598,-0.00435815,0.15403386,-1.05821956,0.01846416,-0.03016923,0.71832076,-1.16357209
-5.30365183,1.50803691,-3.37636660,1.24925286,-3.01743571,0.31826227,-0.76013232,0.13489249,-0.38297074,0.00158290,-0.00413840,0.15062124,-0.99595136,0.01904510,-0.02855613,0.73793002,-1.15524325
-5.29764882,1.54458817,-3.26119087,1.25263469,-2.88044031,0.32931462,-0.72626452,0.14142989,-0.38302211,0.00150906,-0.00391068,0.14838437,-0.93598725,0.01981558,-0.02690629,0.76089992,-1.14224157
-5.29164582,1.58724541,-3.14272212,1.26267631,-2.74611875,0.34092773,-0.69264214,0.14953968,-0.38133633,0.00146451,-0.00367714,0.14720322,-0.87849334,0.02075663,-0.02523465,0.78677032,-1.12456602
-5.28564282,1.63491835,-3.02121707,1.27866253,-2.61462638,0.35282229,-0.65931808,0.15917915,-0.37790934,0.00144927,-0.00343999,0.14695383,-0.82355306,0.02184593,-0.02355672,0.81503451,-1.10232132
-5.27963982,1.68647132,-2.89698988,1.29981810,-2.48605361,0.36472461,-0.62632908,0.17028425,-0.37278002,0.00146344,-0.00320151,0.14751168,-0.77118090,0.02305829,-0.02188835,0.84515379,-1.07572079
-5.27363682,1.74075362,-2.77043625,1.32533224,-2.36046360,0.37637319,-0.59370381,0.18277061,-0.36603106,0.00150714,-0.00296396,0.14875495,-0.72133753,0.02436619,-0.02024541,0.87657179,-1.04508562
-5.26763382,1.79662773,-2.64205257,1.35438078,-2.23792699,0.38752477,-0.56147060,0.19653480,-0.35778822,0.00158063,-0.00272953,0.15056713,-0.67394546,0.02574041,-0.01864359,0.90872805,-1.01084049
-5.26163082,1.85299467,-2.51244879,1.38614531,-2.11855172,0.39795963,-0.52966432,0.21145579,-0.34821814,0.00168421,-0.00250031,0.15283931,-0.62890407,0.02715063,-0.01709806,0.94107045,-0.97350569
