energy_ev,total_up,C_s_up,C_p_up,Cr_p_up,Cr_d_up,Te_p_up,Te_d_up,V_p_up,V_d_up
-5.89794897,4.43013800,0.01660980,0.68116250,1.67163076,0.46900132,1.97023368,0.00000000,1.52839529,0.95732602
-5.89194597,4.40925430,0.01613199,0.69322339,1.60005683,0.47327653,1.93219951,0.00000000,1.51584540,0.97207148
-5.88594297,4.39818302,0.01569643,0.70737715,1.53225991,0.47802422,1.89754077,0.00000000,1.50603474,0.99027510
-5.87993997,4.39706685,0.01530501,0.72361048,1.46885135,0.48314342,1.86642052,0.00000000,1.49908813,1.01201032
-5.87393697,4.40573566,0.01495863,0.74185357,1.41029758,0.48851599,1.83887909,0.00000000,1.49501986,1.03726318
-5.86793397,4.42372181,0.01465716,0.76198410,1.35691786,0.49400893,1.81483878,0.00000000,1.49374171,1.06593507
-5.86193097,4.45028652,0.01439951,0.78383292,1.30888742,0.49947729,1.79411315,0.00000000,1.49507467,1.09784830
-5.85592796,4.48445576,0.01418369,0.80719123,1.26624550,0.50476783,1.77642032,0.00000000,1.49876339,1.13275424
-5.84992496,4.52506334,0.01400690,0.83181879,1.22890770,0.50972306,1.76139945,0.00000000,1.50449255,1.17034334
-5.84392196,4.57079910,0.01386569,0.85745257,1.19668169,0.51418566,1.74862959,0.00000000,1.51190428,1.21025664
-5.83791896,4.62025965,0.01375608,0.88381559,1.16928563,0.51800291,1.73764982,0.00000000,1.52061555,1.25209775
-5.83191596,4.67199932,0.01367375,0.91062527,1.14636808,0.52103113,1.72798005,0.00000000,1.53023488,1.29544500
-5.82591296,4.72457919,0.01361414,0.93760108,1.12752876,0.52313975,1.71914129,0.00000000,1.54037744,1.33986297
-5.81990995,4.77661216,0.01357262,0.96447097,1.11233908,0.52421509,1.71067486,0.00000000,1.55067815,1.38491285
-5.81390695,4.82680247,0.01354465,0.99097656,1.10036179,0.52416357,1.70215981,0.00000000,1.56080211,1.43016130
-5.80790395,4.87397841,0.01352583,1.01687667,1.09116890,0.52291424,1.69322791,0.00000000,1.57045227,1.47518737
-5.80190095,4.91711746,0.01351202,1.04194944,1.08435736,0.52042069,1.68357580,0.00000000,1.57937425,1.51958752
-5.79589795,4.95536328,0.01349943,1.06599282,1.07956199,0.51666219,1.67297406,0.00000000,1.58735824,1.56297851
-5.78989495,4.98803469,0.01348461,1.08882381,1.07646538,0.51164403,1.66127291,0.00000000,1.59423838,1.60499838
-5.78389195,5.01462688,0.01346456,1.11027651,1.07480444,0.50539717,1.64840452,0.00000000,1.59988986,1.64530582
-5.77788894,5.03480549,0.01343666,1.13019946,1.07437368,0.49797718,1.63438201,0.00000000,1.60422416,1.68357821
-5.77188594,5.04839461,0.01339872,1.14845238,1.07502516,0.48946247,1.61929523,0.00000000,1.60718309,1.71950873
-5.76588294,5.05535967,0.01334898,1.16490291,1.07666551,0.47995197,1.60330364,0.00000000,1.60873190,1.75280316
-5.75987994,5.05578665,0.01328607,1.17942357,1.07925003,0.46956235,1.58662660,0.00000000,1.60885225,1.78317673
-5.75387694,5.04985890,0.01320898,1.19188921,1.08277469,0.45842476,1.56953163,0.00000000,1.60753540,1.81035152
-5.74787394,5.03783291,0.01311706,1.20217537,1.08726621,0.44668134,1.55232099,0.00000000,1.60477603,1.83405488
-5.74187094,5.02001443,0.01301002,1.21015773,1.09277101,0.43448157,1.53531733,0.00000000,1.60056719,1.85401917
-5.73586793,4.99673617,0.01288784,1.21571263,1.09934361,0.42197855,1.51884893,0.00000000,1.59489656,1.86998306
-5.72986493,4.96833802,0.01275079,1.21871885,1.10703511,0.40932537,1.50323524,0.00000000,1.58774430,1.88169450
-5.72386193,4.93515085,0.01259942,1.21906062,1.11588242,0.39667163,1.48877320,0.00000000,1.57908236,1.88891532
-5.71785893,4.89748436,0.01243448,1.21663158,1.12589885,0.38416033,1.47572520,0.00000000,1.56887558,1.89142744
-5.71185593,4.85561949,0.01225693,1.21133956,1.13706648,0.37192510,1.46430891,0.00000000,1.55708414,1.88904026
-5.70585293,4.80980543,0.01206789,1.20311200,1.14933095,0.36008787,1.45468958,0.00000000,1.54366733,1.88159897
-5.69984992,4.76026112,0.01186864,1.19190153,1.16259871,0.34875713,1.44697515,0.00000000,1.52858835,1.86899336
-5.69384692,4.70718087,0.01166051,1.17769144,1.17673709,0.33802667,1.44121421,0.00000000,1.51181985,1.85116650
-5.68784392,4.65074348,0.01144491,1.16050075,1.19157709,0.32797492,1.43739697,0.00000000,1.49334978,1.82812296
-5.68184092,4.59112402,0.01122326,1.14038848,1.20691887,0.31866479,1.43545908,0.00000000,1.47318731,1.79993583
-5.67583792,4.52850753,0.01099695,1.11745684,1.22253951,0.31014403,1.43528806,0.00000000,1.45136838,1.76675230
-5.66983492,4.46310342,0.01076730,1.09185321,1.23820274,0.30244601,1.43673197,0.00000000,1.42796059,1.72879719
-5.66383192,4.39515975,0.01053551,1.06377052,1.25367007,0.29559091,1.43960975,0.00000000,1.40306721,1.68637428
-5.65782891,4.32497629,0.01030266,1.03344628,1.26871279,0.28958711,1.44372281,0.00000000,1.37682995,1.63986509
-5.65182591,4.25291561,0.01006965,1.00115987,1.28312413,0.28443279,1.44886706,0.00000000,1.34943051,1.58972517
-5.64582291,4.17941127,0.00983723,0.96722848,1.29673088,0.28011770,1.45484498,0.00000000,1.32109063,1.53647788
-5.63981991,4.10497271,0.00960592,0.93200167,1.30940403,0.27662480,1.46147684,0.00000000,1.29207076,1.48070579
-5.63381691,4.03018629,0.00937609,0.89585481,1.32106761,0.27393194,1.46861077,0.00000000,1.26266739,1.42304008
-5.62781391,3.95571242,0.00914793,0.85918168,1.33170541,0.27201333,1.47613094,0.00000000,1.23320899,1.36414824
-5.62181091,3.88227869,0.00892146,0.82238644,1.34136507,0.27084084,1.48396369,0.00000000,1.20405092,1.30472056
-5.61580790,3.81066922,0.00869660,0.78587539,1.35015934,0.27038503,1.49208115,0.00000000,1.17556938,1.24545594
-5.60980490,3.74171073,0.00847317,0.75004878,1.35826432,0.27061599,1.50050231,0.00000000,1.14815458,1.18704744
-5.60380190,3.67625572,0.00825095,0.71529294,1.36591475,0.27150388,1.50929138,0.00000000,1.12220349,1.13016822
-5.59779890,3.61516339,0.00802973,0.68197304,1.37339634,0.27301918,1.51855380,0.00000000,1.09811226,1.07545829
-5.59179590,3.55927932,0.00780933,0.65042673,1.38103562,0.27513278,1.52842982,0.00000000,1.07626869,1.02351258
-5.58579290,3.50941432,0.00758966,0.62095881,1.38918745,0.27781587,1.53908617,0.00000000,1.05704481,0.97487059
-5.57978989,3.46632370,0.00737079,0.59383712,1.39822082,0.28103963,1.55070626,0.00000000,1.04078988,0.93000810
-5.57378689,3.43068750,0.00715291,0.56928963,1.40850353,0.28477497,1.56347931,0.00000000,1.02782401,0.88933100
-5.56778389,3.40309269,0.00693644,0.54750297,1.42038620,0.28899209,1.57758896,0.00000000,1.01843252,0.85317152
-5.56178089,3.38401810,0.00672201,0.52862216,1.43418642,0.29366021,1.59320213,0.00000000,1.01286120,0.82178675
-5.55577789,3.37382277,0.00651048,0.51275170,1.45017366,0.29874733,1.61045849,0.00000000,1.01131269,0.79535962
-5.54977489,3.37273827,0.00630297,0.49995781,1.46855550,0.30422022,1.62946116,0.00000000,1.01394402,0.77400203
-5.54377189,3.38086571,0.00610081,0.49027170,1.48946594,0.31004460,1.65026931,0.00000000,1.02086548,0.75776009
-5.53776888,3.39817755,0.00590559,0.48369393,1.51295623,0.31618552,1.67289289,0.00000000,1.03214091,0.74662125
-5.53176588,3.42452445,0.00571910,0.48019936,1.53898860,0.32260815,1.69728989,0.00000000,1.04778943,0.74052290
-5.52576288,3.45964720,0.00554335,0.47974287,1.56743340,0.32927873,1.72336650,0.00000000,1.06778863,0.73936240
-5.51975988,3.50319342,0.00538049,0.48226545,1.59806973,0.33616585,1.75097994,0.00000000,1.09207922,0.74300784
-5.51375688,3.55473847,0.00523283,0.48770045,1.63058964,0.34324192,1.77994423,0.00000000,1.12057110,0.75130950
-5.50775388,3.61380993,0.00510279,0.49598000,1.66460580,0.35048479,1.81003833,0.00000000,1.15315046,0.76411141
-5.50175088,3.67991462,0.00499283,0.50704105,1.69966246,0.35787948,1.84101657,0.00000000,1.18968800,0.78126265
-5.49574787,3.75256696,0.00490542,0.52083106,1.73524925,0.36541978,1.87262062,0.00000000,1.23004767,0.80262798
-5.48974487,3.83131731,0.00484303,0.53731307,1.77081726,0.37310973,1.90459242,0.00000000,1.27409568,0.82809752
-5.48374187,3.91577872,0.00480800,0.55646978,1.80579682,0.38096478,1.93668736,0.00000000,1.32170922,0.85759478
-5.47773887,4.00565064,0.00480255,0.57830655,1.83961614,0.38901243,1.96868689,0.00000000,1.37278450,0.89108299
-5.47173587,4.10073792,0.00482866,0.60285310,1.87172017,0.39729239,2.00040973,0.00000000,1.42724343,0.92856915
-5.46573287,4.20096360,0.00488805,0.63016368,1.90158862,0.40585600,2.03172095,0.00000000,1.48503837,0.97010558
-5.45972986,4.30637443,0.00498210,0.66031556,1.92875256,0.41476481,2.06253820,0.00000000,1.54615460,1.01578866
-5.45372686,4.41713782,0.00511177,0.69340577,1.95280872,0.42408848,2.09283460,0.00000000,1.61060979,1.06575473
-5.44772386,4.53352992,0.00527754,0.72954603,1.97343088,0.43390174,2.12263781,0.00000000,1.67845036,1.12017281
-5.44172086,4.65591430,0.00547937,0.76885590,1.99037789,0.44428064,2.15202527,0.00000000,1.74974433,1.17923443
-5.43571786,4.78471184,0.00571665,0.81145412,2.00349794,0.45529809,2.18111554,0.00000000,1.82457070,1.24314044
-5.42971486,4.92036238,0.00598811,0.85744857,2.01272893,0.46701899,2.21005613,0.00000000,1.90300551,1.31208532
-5.42371186,5.06327955,0.00629186,0.90692482,2.01809508,0.47949491,2.23900832,0.00000000,1.98510497,1.38623909
-5.41770885,5.21380058,0.00662536,0.95993377,2.01969994,0.49275884,2.26812985,0.00000000,2.07088612,1.46572768
-5.41170585,5.37213328,0.00698542,1.01647883,2.01771631,0.50682009,2.29755618,0.00000000,2.16030604,1.55061201
-5.40570285,5.53830276,0.00736822,1.07650302,2.01237368,0.52165970,2.32738178,0.00000000,2.25324035,1.64086705
-5.39969985,5.71210074,0.00776940,1.13987667,2.00394396,0.53722667,2.35764220,0.00000000,2.34946236,1.73636121
-5.39369685,5.89304027,0.00818411,1.20638625,1.99272631,0.55343524,2.38829846,0.00000000,2.44862392,1.83683748
-5.38769385,6.08031872,0.00860711,1.27572493,1.97903189,0.57016348,2.41922453,0.00000000,2.55023942,1.94189701
-5.38169085,6.27279186,0.00903285,1.34748566,1.96316956,0.58725343,2.45019918,0.00000000,2.65367398,2.05098628
-5.37568784,6.46896097,0.00945566,1.42115711,1.94543314,0.60451276,2.48090272,0.00000000,2.75813722,2.16338879
-5.36968484,6.66697520,0.00986981,1.49612320,1.92609107,0.62171823,2.51091930,0.00000000,2.86268332,2.27822208
-5.36368184,6.86464993,0.01026967,1.57166652,1.90537879,0.63862068,2.53974492,0.00000000,2.96621831,2.39444092
-5.35767884,7.05950181,0.01064986,1.64697593,1.88349447,0.65495154,2.56680104,0.00000000,3.06751475,2.51084704
-5.35167584,7.24880003,0.01100534,1.72115857,1.86059786,0.67043070,2.59145337,0.00000000,3.16523402,2.62610573
-5.34567284,7.42963247,0.01133156,1.79325607,1.83681245,0.68477528,2.61303505,0.00000000,3.25795574,2.73876930
-5.33966983,7.59898487,0.01162453,1.86226479,1.81223050,0.69770909,2.63087317,0.00000000,3.34421358,2.84730702
-5.33366683,7.75383006,0.01188089,1.92715957,1.78692034,0.70897234,2.64431737,0.00000000,3.42253630,2.95014082
-5.32766383,7.89122386,0.01209799,1.98692031,1.76093559,0.71833106,2.65276901,0.00000000,3.49149247,3.04568575
-5.32166083,8.00840371,0.01227389,2.04056063,1.73432514,0.72558594,2.65570942,0.00000000,3.54973714,3.13239391
-5.31565783,8.10288563,0.01240738,2.08715731,1.70714338,0.73058004,2.65272570,0.00000000,3.59605833,3.20880016
-5.30965483,8.17255533,0.01249798,2.12587963,1.67945970,0.73320503,2.64353264,0.00000000,3.62942136,3.27356784
-5.30365183,8.21574908,0.01254586,2.15601732,1.65136650,0.73340565,2.62798946,0.00000000,3.64900895,3.32553266
-5.29764882,8.23132053,0.01255183,2.17700580,1.62298516,0.73118217,2.60611047,0.00000000,3.65425491,3.36374267
-5.29164582,8.21869017,0.01251725,2.18844764,1.59446924,0.72659064,2.57806899,0.00000000,3.64487000,3.38749261
-5.28564282,8.17787506,0.01244398,2.19012926,1.56600490,0.71974100,2.54419422,0.00000000,3.62085844,3.39635088
-5.27963982,8.10949701,0.01233429,2.18203185,1.53780818,0.71079310,2.50496118,0.00000000,3.58252413,3.39017775
-5.27363682,8.01476904,0.01219078,2.16433607,1.51011940,0.69995086,2.46097433,0.00000000,3.53046629,3.36913392
-5.26763382,7.89546039,0.01201632,2.13742010,1.48319502,0.68745476,2.41294556,0.00000000,3.46556447,3.33367882
-5.26163082,7.75384192,0.01181401,2.10185102,1.45729740,0.67357325,2.36166798,0.00000000,3.38895366,3.28455854
-5.25562781,7.59261433,0.01158707,2.05836982,1.43268324,0.65859326,2.30798668,0.00000000,3.30199056,3.22278399
-5.24962481,7.41482282,0.01133887,2.00787064,1.40959142,0.64281057,2.25276827,0.00000000,3.20621263,3.14960010
-5.24362181,7.22376200,0.01107284,1.95137508,1.38823104,0.62652025,2.19687059,0.00000000,3.10329172,3.06644753
-5.23761881,7.02287566,0.01079249,1.89000257,1.36877056,0.61000782,2.14111436,0.00000000,2.99498431,2.97491850
-5.23161581,6.81565581,0.01050139,1.82493819,1.35132873,0.59354150,2.08625809,0.00000000,2.88308074,2.87670884
-5.22561281,6.60554540,0.01020315,1.75739916,1.33596790,0.57736575,2.03297746,0.00000000,2.76935541,2.77356829
-5.21960980,6.39584871,0.00990149,1.68860133,1.32269026,0.56169659,1.98185002,0.00000000,2.65551994,2.66725126
-5.21360680,6.18965276,0.00960018,1.61972705,1.31143716,0.54671862,1.93334580,0.00000000,2.54318117,2.55947000
-5.20760380,5.98976227,0.00930311,1.55189549,1.30209164,0.53258383,1.88782390,0.00000000,2.43380529,2.45185200
-5.20160080,5.79864992,0.00901427,1.48613648,1.29448397,0.51941217,1.84553491,0.00000000,2.32868898,2.34590313
-5.19559780,5.61842249,0.00873778,1.42336860,1.28839977,0.50729366,1.80662851,0.00000000,2.22893843,2.24297770
-5.18959480,5.45080284,0.00847788,1.36438199,1.28359037,0.49629168,1.77116540,0.00000000,2.13545598,2.14425589
-5.18359180,5.29712656,0.00823893,1.30982636,1.27978443,0.48644723,1.73913238,0.00000000,2.04893449,2.05072913
-5.17758879,5.15835160,0.00802542,1.26020395,1.27670046,0.47778374,1.71045952,0.00000000,1.96985858,1.96319297
-5.17158579,5.03507856,0.00784190,1.21586747,1.27405916,0.47031195,1.68503780,0.00000000,1.89851197,1.88224712
-5.16558279,4.92757915,0.00769294,1.17702255,1.27159505,0.46403459,1.66273623,0.00000000,1.83498999,1.80830169
-5.15957979,4.83583003,0.00758313,1.14373421,1.26906673,0.45895039,1.64341717,0.00000000,1.77921596,1.74158869
-5.15357679,4.75954941,0.00751692,1.11593670,1.26626518,0.45505734,1.62694881,0.00000000,1.73096040,1.68217755
-5.14757379,4.69823421,0.00749857,1.09344614,1.26301988,0.45235464,1.61321438,0.00000000,1.68986206,1.62999339
-5.14157079,4.65119573,0.00753205,1.07597512,1.25920243,0.45084364,1.60211735,0.00000000,1.65544977,1.58483696
-5.13556778,4.61759251,0.00762090,1.06314877,1.25472788,0.45052740,1.59358282,0.00000000,1.62716432,1.54640508
-5.12956478,4.59645949,0.00776808,1.05452168,1.24955374,0.45140912,1.58755512,0.00000000,1.60437993,1.51431079
-5.12356178,4.58673318,0.00797588,1.04959504,1.24367713,0.45348955,1.58399215,0.00000000,1.58642472,1.48810228
-5.11755878,4.58727294,0.00824571,1.04783370,1.23713043,0.45676361,1.58285723,0.00000000,1.57260004,1.46728038
-5.11155578,4.59687911,0.00857803,1.04868270,1.22997598,0.46121654,1.58410913,0.00000000,1.56219859,1.45131409
-5.10555278,4.61430865,0.00897215,1.05158302,1.22230022,0.46681983,1.58769150,0.00000000,1.55452116,1.43965420
-5.09954977,4.63828938,0.00942617,1.05598625,1.21420791,0.47352737,1.59352244,0.00000000,1.54889215,1.43174496
-5.09354677,4.66753383,0.00993688,1.06136806,1.20581670,0.48127208,1.60148522,0.00000000,1.54467370,1.42703401
-5.08754377,4.70075348,0.01049969,1.06724028,1.19725247,0.48996332,1.61142102,0.00000000,1.54127863,1.42498082
-5.08154077,4.73667407,0.01110862,1.07316140,1.18864552,0.49948542,1.62312414,0.00000000,1.53818188,1.42506391
-5.07553777,4.77405235,0.01175635,1.07874539,1.18012778,0.50969738,1.63634033,0.00000000,1.53493048,1.42678703
-5.06953477,4.81169415,0.01243427,1.08366862,1.17183090,0.52043394,1.65076826,0.00000000,1.53115165,1.42968459
-5.06353177,4.84847348,0.01313259,1.08767492,1.16388508,0.53150799,1.66606409,0.00000000,1.52655893,1.43332641
-5.05752876,4.88335191,0.01384057,1.09057840,1.15641834,0.54271428,1.68184903,0.00000000,1.52095584,1.43732187
-5.05152576,4.91539730,0.01454669,1.09226417,1.14955597,0.55383434,1.69771923,0.00000000,1.51423702,1.44132341
-5.04552276,4.94380082,0.01523891,1.09268674,1.14341974,0.56464220,1.71325752,0.00000000,1.50638632,1.44502933
-5.03951976,4.96789097,0.01590502,1.09186621,1.13812672,0.57491093,1.72804617,0.00000000,1.49747195,1.44818568
-5.03351676,4.98714364,0.01653289,1.08988225,1.13378728,0.58441939,1.74168002,0.00000000,1.48763852,1.45058712
-5.02751376,5.00118713,0.01711084,1.08686602,1.13050232,0.59295910,1.75377910,0.00000000,1.47709604,1.45207664
-5.02151076,5.00980165,0.01762794,1.08299036,1.12835956,0.60034068,1.76400009,0.00000000,1.46610636,1.45254384
-5.01550775,5.01291276,0.01807435,1.07845847,1.12742909,0.60639977,1.77204605,0.00000000,1.45496726,1.45192194
-5.00950475,5.01057902,0.01844157,1.07349152,1.12775831,0.61100195,1.77767384,0.00000000,1.44399504,1.45018341
-5.00350175,5.00297438,0.01872271,1.06831587,1.12936681,0.61404658,1.78069918,0.00000000,1.43350617,1.44733431
-4.99749875,4.99036610,0.01891267,1.06315010,1.13224126,0.61546935,1.78099900,0.00000000,1.42379903,1.44340766
-4.99149575,4.97308954,0.01900827,1.05819283,1.13633127,0.61524348,1.77851140,0.00000000,1.41513644,1.43845610
-4.98549275,4.95152157,0.01900835,1.05361156,1.14154626,0.61337957,1.77323327,0.00000000,1.40773011,1.43254418
-4.97948974,4.92605395,0.01891372,1.04953341,1.14775414,0.60992411,1.76521611,0.00000000,1.40172767,1.42574091
-4.97348674,4.89706892,0.01872715,1.04603796,1.15478206,0.60495701,1.75456055,0.00000000,1.39720315,1.41811275
-4.96748374,4.86491833,0.01845325,1.04315281,1.16241949,0.59858799,1.74140990,0.00000000,1.39415148,1.40971783
-4.96148074,4.82990800,0.01809825,1.04085202,1.17042382,0.59095237,1.72594364,0.00000000,1.39248721,1.40060157
-4.95547774,4.79228839,0.01766986,1.03905763,1.17852842,0.58220645,1.70837101,0.00000000,1.39204796,1.39079417
-4.94947474,4.75225241,0.01717695,1.03764415,1.18645293,0.57252251,1.68892539,0.00000000,1.39260210,1.38031020
-4.94347174,4.70994036,0.01662933,1.03644590,1.19391534,0.56208407,1.66785964,0.00000000,1.39386062,1.36915023
-4.93746873,4.66545199,0.01603744,1.03526692,1.20064543,0.55108122,1.64544269,0.00000000,1.39549253,1.35730475
-4.93146573,4.61886465,0.01541210,1.03389279,1.20639872,0.53970644,1.62195730,0.00000000,1.39714287,1.34475980
-4.92546273,4.57025632,0.01476422,1.03210388,1.21097030,0.52815095,1.59769900,0.00000000,1.39845266,1.33150427
-4.91945973,4.51973186,0.01410454,1.02968937,1.21420769,0.51660165,1.57297587,0.00000000,1.39907956,1.31753821
-4.91345673,4.46745040,0.01344346,1.02646114,1.21602192,0.50523863,1.54810887,0.00000000,1.39871816,1.30288162
-4.90745373,4.41365190,0.01279080,1.02226701,1.21639618,0.49423330,1.52343236,0.00000000,1.39711896,1.28758311
-4.90145073,4.35868075,0.01215566,1.01700233,1.21539144,0.48374691,1.49929430,0.00000000,1.39410487,1.27172767
-4.89544772,4.30300436,0.01154631,1.01061955,1.21314861,0.47392957,1.47605574,0.00000000,1.38958452,1.25544309
-4.88944472,4.24722519,0.01097006,1.00313501,1.20988706,0.46491946,1.45408930,0.00000000,1.38356149,1.23890426
-4.88344172,4.19208502,0.01043326,0.99463279,1.20589944,0.45684220,1.43377640,0.00000000,1.37613925,1.22233502
-4.87743872,4.13846046,0.00994120,0.98526509,1.20154311,0.44981032,1.41550296,0.00000000,1.36752129,1.20600723
-4.87143572,4.08734980,0.00949815,0.97524934,1.19722847,0.44392266,1.39965376,0.00000000,1.35800657,1.19023680
-4.86543272,4.03985123,0.00910734,0.96486199,1.19340481,0.43926366,1.38660544,0.00000000,1.34798055,1.17537686
-4.85942971,3.99713353,0.00877100,0.95442935,1.19054447,0.43590268,1.37671848,0.00000000,1.33790214,1.16180813
-4.85342671,3.96040038,0.00849037,0.94431578,1.18912595,0.43389311,1.37032851,0.00000000,1.32828725,1.14992692
-4.84742371,3.93085013,0.00826580,0.93490986,1.18961690,0.43327157,1.36773729,0.00000000,1.31968980,1.14013124
-4.84142071,3.90963282,0.00809675,0.92660920,1.19245772,0.43405703,1.36920396,0.00000000,1.31268079,1.13280569
-4.83541771,3.89780664,0.00798188,0.91980441,1.19804653,0.43625016,1.37493693,0.00000000,1.30782670,1.12830575
-4.82941471,3.89629595,0.00791908,0.91486311,1.20672604,0.43983285,1.38508683,0.00000000,1.30566784,1.12694236
-4.82341171,3.90585262,0.00790561,0.91211456,1.21877286,0.44476805,1.39974103,0.00000000,1.30669765,1.12896733
-4.81740870,3.92702264,0.00793811,0.91183562,1.23438943,0.45099991,1.41891969,0.00000000,1.31134376,1.13456050
-4.81140570,3.96011921,0.00801268,0.91423850,1.25369880,0.45845440,1.44257384,0.00000000,1.31995139,1.14381911
-4.80540270,4.00520349,0.00812500,0.91946090,1.27674207,0.46704034,1.47058521,0.00000000,1.33276969,1.15674993
-4.79939970,4.06207347,0.00827038,0.92755876,1.30347845,0.47665079,1.50276793,0.00000000,1.34994140,1.17326458
-4.79339670,4.13026132,0.00844385,0.93850200,1.33378747,0.48716490,1.53887182,0.00000000,1.37149606,1.19317818
-4.78739370,4.20903891,0.00864024,0.95217318,1.36747313,0.49844999,1.57858699,0.00000000,1.39734685,1.21621145
-4.78139070,4.29743101,0.00885428,0.96836922,1.40426936,0.51036391,1.62154948,0.00000000,1.42729106,1.24199611
-4.77538769,4.39423545,0.00908064,0.98680604,1.44384653,0.52275750,1.66734757,0.00000000,1.46101403,1.27008349
-4.76938469,4.49804911,0.00931406,1.00712579,1.48581858,0.53547705,1.71552846,0.00000000,1.49809620,1.29995574
-4.76338169,4.60729878,0.00954939,1.02890650,1.52975031,0.54836679,1.76560497,0.00000000,1.53802323,1.33103947
-4.75737869,4.72027563,0.00978167,1.05167373,1.57516475,0.56127111,1.81706208,0.00000000,1.58019848,1.36272109
-4.75137569,4.83517217,0.01000618,1.07491384,1.62155040,0.57403670,1.86936323,0.00000000,1.62395771,1.39436328
-4.74537269,4.95012078,0.01021853,1.09808840,1.66836817,0.58651439,1.92195619,0.00000000,1.66858547,1.42532220
-4.73936968,5.06323273,0.01041466,1.12064933,1.71505818,0.59856076,1.97427861,0.00000000,1.71333283,1.45496461
-4.73336668,5.17263708,0.01059093,1.14205437,1.76104653,0.61003961,2.02576343,0.00000000,1.75743604,1.48268453
-4.72736368,5.27651876,0.01074416,1.16178237,1.80575200,0.62082319,2.07584427,0.00000000,1.80013565,1.50791901
-4.72136068,5.37315548,0.01087164,1.17934809,1.84859311,0.63079342,2.12396100,0.00000000,1.84069588,1.53016247
-4.71535768,5.46095302,0.01097117,1.19431611,1.88899556,0.63984305,2.16956586,0.00000000,1.87842373,1.54897945
-4.70935468,5.53847869,0.01104108,1.20631346,1.92640022,0.64787698,2.21213028,0.00000000,1.91268762,1.56401550
-4.70335168,5.60449286,0.01108028,1.21504088,1.96027182,0.65481364,2.25115262,0.00000000,1.94293500,1.57500608
-4.69734867,5.65797813,0.01108825,1.22028221,1.99010834,0.66058671,2.28616699,0.00000000,1.96870884,1.58178336
-4.69134567,5.69816601,0.01106507,1.22191188,2.01545111,0.66514697,2.31675305,0.00000000,1.98966237,1.58428104
-4.68534267,5.72456072,0.01101140,1.21990029,2.03589530,0.66846446,2.34254689,0.00000000,2.00557186,1.58253700
-4.67933967,5.73695953,0.01092852,1.21431687,2.05110085,0.67053080,2.36325250,0.00000000,2.01634697,1.57669407
-4.67333667,5.73546909,0.01081830,1.20533084,2.06080324,0.67136166,2.37865378,0.00000000,2.02203827,1.56699873
-4.66733367,5.72051692,0.01068320,1.19320947,2.06482379,0.67099909,2.38862620,0.00000000,2.02284159,1.55379797
-4.66133067,5.69285715,0.01052621,1.17831388,2.06307911,0.66951374,2.39314785,0.00000000,2.01909872,1.53753422
-4.65532766,5.65356967,0.01035086,1.16109244,2.05558901,0.66700657,2.39230899,0.00000000,2.01129422,1.51873831
-4.64932466,5.60405147,0.01016115,1.14207163,2.04248239,0.66361002,2.38631930,0.00000000,2.00004810,1.49802058
-4.64332166,5.54599961,0.00996147,1.12184467,2.02400070,0.65948814,2.37551220,0.00000000,1.98610399,1.47605999
