energy_ev,total_up,Cr_p_up,Cr_d_up,N_s_up,N_p_up,Te_p_up,Te_d_up,Ti_p_up,Ti_d_up
-5.89794897,2.12388175,1.07182508,0.45428833,0.00228312,0.32982955,1.06074378,0.00000000,0.74085418,0.38513780
-5.89194597,2.24922643,1.11711202,0.47847301,0.00252056,0.35678567,1.11350674,0.00000000,0.78853060,0.41058036
-5.88594297,2.37670434,1.16042189,0.50220427,0.00277423,0.38489913,1.16603543,0.00000000,0.83633449,0.43677188
-5.87993997,2.50439266,1.20102403,0.52515141,0.00304230,0.41374514,1.21753833,0.00000000,0.88357352,0.46330397
-5.87393697,2.63033549,1.23825973,0.54699402,0.00332254,0.44286168,1.26725303,0.00000000,0.92954748,0.48974910
-5.86793397,2.75257522,1.27155405,0.56742724,0.00361234,0.47175801,1.31445737,0.00000000,0.97356163,0.51566807
-5.86193097,2.86918436,1.30042450,0.58616643,0.00390875,0.49992476,1.35847891,0.00000000,1.01494020,0.54061812
-5.85592796,2.97829751,1.32448652,0.60295127,0.00420847,0.52684527,1.39870275,0.00000000,1.05304012,0.56416166
-5.84992496,3.07814304,1.34345578,0.61754915,0.00450790,0.55200787,1.43457769,0.00000000,1.08726424,0.58587520
-5.84392196,3.16707414,1.35714748,0.62975810,0.00480323,0.57491884,1.46562089,0.00000000,1.11707393,0.60535862
-5.83791896,3.24359855,1.36547291,0.63940901,0.00509045,0.59511551,1.49142133,0.00000000,1.14200055,0.62224414
-5.83191596,3.30640632,1.36843363,0.64636736,0.00536551,0.61217902,1.51164206,0.00000000,1.16165545,0.63620501
-5.82591296,3.35439508,1.36611366,0.65053447,0.00562431,0.62574626,1.52602154,0.00000000,1.17573809,0.64696343
-5.81990995,3.38669180,1.35867027,0.65184828,0.00586288,0.63552049,1.53437414,0.00000000,1.18404207,0.65429749
-5.81390695,3.40267051,1.34632372,0.65028360,0.00607746,0.64128007,1.53659003,0.00000000,1.18645877,0.65804681
-5.80790395,3.40196513,1.32934646,0.64585206,0.00626456,0.64288509,1.53263436,0.00000000,1.18297843,0.65811665
-5.80190095,3.38447678,1.30805228,0.63860148,0.00642110,0.64028136,1.52254594,0.00000000,1.17368865,0.65448020
-5.79589795,3.35037526,1.28278575,0.62861494,0.00654448,0.63350171,1.50643521,0.00000000,1.15877035,0.64717911
-5.78989495,3.30009410,1.25391220,0.61600920,0.00663263,0.62266449,1.48448163,0.00000000,1.13849127,0.63632194
-5.78389195,3.23431935,1.22180867,0.60093282,0.00668411,0.60796927,1.45693026,0.00000000,1.11319731,0.62208077
-5.77788894,3.15397217,1.18685585,0.58356356,0.00669810,0.58968997,1.42408761,0.00000000,1.08330206,0.60468603
-5.77188594,3.06018555,1.14943120,0.56410549,0.00667447,0.56816573,1.38631660,0.00000000,1.04927476,0.58441954
-5.76588294,2.95427598,1.10990325,0.54278538,0.00661374,0.54378987,1.34403060,0.00000000,1.01162743,0.56160640
-5.75987994,2.83771078,1.06862717,0.51984878,0.00651707,0.51699745,1.29768665,0.00000000,0.97090133,0.53660565
-5.75387694,2.71207231,1.02594143,0.49555565,0.00638623,0.48825203,1.24777784,0.00000000,0.92765352,0.50980033
-5.74787394,2.57902014,0.98216558,0.47017561,0.00622353,0.45803202,1.19482505,0.00000000,0.88244385,0.48158719
-5.74187094,2.44025256,0.93759894,0.44398309,0.00603176,0.42681736,1.13936807,0.00000000,0.83582275,0.45236652
-5.73586793,2.29746867,0.89252012,0.41725232,0.00581410,0.39507685,1.08195654,0.00000000,0.78832043,0.42253237
-5.72986493,2.15233236,0.84718724,0.39025242,0.00557401,0.36325678,1.02314071,0.00000000,0.74043744,0.39246360
-5.72386193,2.00643917,0.80183865,0.36324268,0.00531518,0.33177101,0.96346247,0.00000000,0.69263715,0.36251594
-5.71785893,1.86128719,0.75669399,0.33646825,0.00504140,0.30099293,0.90344678,0.00000000,0.64533992,0.33301537
-5.71185593,1.71825264,0.71195559,0.31015623,0.00475647,0.27124941,0.84359386,0.00000000,0.59891927,0.30425293
-5.70585293,1.57857059,0.66780980,0.28451243,0.00446414,0.24281677,0.78437222,0.00000000,0.55369973,0.27648097
-5.69984992,1.44332124,0.62442852,0.25971880,0.00416800,0.21591881,0.72621283,0.00000000,0.50995648,0.24991102
-5.69384692,1.31342170,0.58197038,0.23593162,0.00387143,0.19072677,0.66950448,0.00000000,0.46791638,0.22471301
-5.68784392,1.18962306,0.54058196,0.21328039,0.00357754,0.16736093,0.61459048,0.00000000,0.42776028,0.20101593
-5.68184092,1.07251239,0.50039858,0.19186757,0.00328917,0.14589377,0.56176652,0.00000000,0.38962626,0.17890956
-5.67583792,0.96251914,0.46154493,0.17176901,0.00300877,0.12635429,0.51127997,0.00000000,0.35361375,0.15844731
-5.66983492,0.85992518,0.42413543,0.15303502,0.00273847,0.10873324,0.46333022,0.00000000,0.31978799,0.13964972
-5.66383192,0.76487790,0.38827427,0.13569203,0.00248006,0.09298899,0.41807021,0.00000000,0.28818483,0.12250865
-5.65782891,0.67740544,0.35405542,0.11974475,0.00223494,0.07905365,0.37560876,0.00000000,0.25881568,0.10699168
-5.65182591,0.59743349,0.32156231,0.10517863,0.00200422,0.06683941,0.33601384,0.00000000,0.23167230,0.09304679
-5.64582291,0.52480282,0.29086770,0.09196266,0.00178867,0.05624456,0.29931630,0.00000000,0.20673151,0.08060699
-5.63981991,0.45928707,0.26203344,0.08005225,0.00158879,0.04715938,0.26551424,0.00000000,0.18395966,0.06959474
-5.63381691,0.40061016,0.23511046,0.06939217,0.00140482,0.03947144,0.23457753,0.00000000,0.16331681,0.05992619
-5.62781391,0.34846298,0.21013897,0.05991945,0.00123683,0.03307044,0.20645261,0.00000000,0.14476071,0.05151501
-5.62181091,0.30251906,0.18714899,0.05156619,0.00108468,0.02785241,0.18106738,0.00000000,0.12825044,0.04427583
-5.61580790,0.26244892,0.16616115,0.04426216,0.00094813,0.02372332,0.15833601,0.00000000,0.11374986,0.03812722
-5.60980490,0.22793300,0.14718797,0.03793717,0.00082685,0.02060210,0.13816359,0.00000000,0.10123087,0.03299432
-5.60380190,0.19867317,0.13023543,0.03252327,0.00072048,0.01842301,0.12045072,0.00000000,0.09067640,0.02881091
-5.59779890,0.17440263,0.11530490,0.02795656,0.00062866,0.01713754,0.10509766,0.00000000,0.08208323,0.02552118
-5.59179590,0.15489436,0.10239531,0.02417882,0.00055107,0.01671578,0.09200829,0.00000000,0.07546462,0.02308106
-5.58579290,0.13996806,0.09150556,0.02113882,0.00048751,0.01714730,0.08109367,0.00000000,0.07085261,0.02145920
-5.57978989,0.12949560,0.08263685,0.01879339,0.00043787,0.01844167,0.07227508,0.00000000,0.06830004,0.02063764
-5.57378689,0.12340502,0.07579507,0.01710816,0.00040225,0.02062860,0.06548667,0.00000000,0.06788221,0.02061214
-5.56778389,0.12168310,0.07099290,0.01605807,0.00038092,0.02375765,0.06067755,0.00000000,0.06969801,0.02139230
-5.56178089,0.12437648,0.06825151,0.01562762,0.00037441,0.02789772,0.05781327,0.00000000,0.07387049,0.02300130
-5.55577789,0.13159118,0.06760176,0.01581087,0.00038349,0.03313606,0.05687665,0.00000000,0.08054680,0.02547543
-5.54977489,0.14349073,0.06908479,0.01661113,0.00040921,0.03957708,0.05786804,0.00000000,0.08989728,0.02886338
-5.54377189,0.16029263,0.07275180,0.01804040,0.00045292,0.04734072,0.06080474,0.00000000,0.10211381,0.03322516
-5.53776888,0.18226323,0.07866299,0.02011861,0.00051627,0.05656049,0.06571982,0.00000000,0.11740714,0.03863083
-5.53176588,0.20971100,0.08688564,0.02287245,0.00060116,0.06738113,0.07266013,0.00000000,0.13600338,0.04515891
-5.52576288,0.24297812,0.09749129,0.02633408,0.00070979,0.07995589,0.08168371,0.00000000,0.15813942,0.05289448
-5.51975988,0.28243053,0.11055203,0.03053945,0.00084456,0.09444344,0.09285647,0.00000000,0.18405751,0.06192706
-5.51375688,0.32844638,0.12613602,0.03552646,0.00100804,0.11100432,0.10624830,0.00000000,0.21399894,0.07234815
-5.50775388,0.38140317,0.14430241,0.04133282,0.00120290,0.12979709,0.12192869,0.00000000,0.24819690,0.08424852
-5.50175088,0.44166355,0.16509568,0.04799380,0.00143182,0.15097404,0.13996193,0.00000000,0.28686876,0.09771529
-5.49574787,0.50956015,0.18853978,0.05553971,0.00169740,0.17467666,0.16040211,0.00000000,0.33020778,0.11282876
-5.48974487,0.58537965,0.21463217,0.06399346,0.00200200,0.20103072,0.18328791,0.00000000,0.37837456,0.12965909
-5.48374187,0.66934639,0.24333804,0.07336794,0.00234767,0.23014122,0.20863747,0.00000000,0.43148838,0.14826284
-5.47773887,0.76160589,0.27458509,0.08366357,0.00273593,0.26208712,0.23644354,0.00000000,0.48961861,0.16867949
-5.47173587,0.86220873,0.30825897,0.09486602,0.00316769,0.29691608,0.26666888,0.00000000,0.55277652,0.19092794
-5.46573287,0.97109518,0.34419969,0.10694410,0.00364307,0.33463918,0.29924225,0.00000000,0.62090760,0.21500305
-5.45972986,1.08808100,0.38219931,0.11984814,0.00416127,0.37522592,0.33405511,0.00000000,0.69388476,0.24087251
-5.45372686,1.21284501,0.42200096,0.13350870,0.00472044,0.41859949,0.37095906,0.00000000,0.77150249,0.26847377
-5.44772386,1.34491880,0.46329940,0.14783593,0.00531760,0.46463259,0.40976427,0.00000000,0.85347232,0.29771157
-5.44172086,1.48367917,0.50574323,0.16271947,0.00594853,0.51314393,0.45023883,0.00000000,0.93941977,0.32845585
-5.43571786,1.62834375,0.54893866,0.17802910,0.00660778,0.56389568,0.49210924,0.00000000,1.02888298,0.36054032
-5.42971486,1.77797025,0.59245494,0.19361604,0.00728867,0.61659204,0.53506193,0.00000000,1.12131322,0.39376180
-5.42371186,1.93145980,0.63583119,0.20931501,0.00798330,0.67087910,0.57874594,0.00000000,1.21607747,0.42788044
-5.41770885,2.08756469,0.67858454,0.22494697,0.00868273,0.72634638,0.62277661,0.00000000,1.31246327,0.46262091
-5.41170585,2.24490090,0.72021942,0.24032248,0.00937711,0.78253003,0.66674038,0.00000000,1.40968587,0.49767476
-5.40570285,2.40196547,0.76023756,0.25524566,0.01005585,0.83891800,0.71020048,0.00000000,1.50689794,0.53270389
-5.39969985,2.55715888,0.79814858,0.26951862,0.01070794,0.89495720,0.75270362,0.00000000,1.60320177,0.56734529
-5.39369685,2.70881218,0.83348069,0.28294610,0.01132217,0.95006276,0.79378739,0.00000000,1.69766394,0.60121705
-5.38769385,2.85521875,0.86579136,0.29534045,0.01188750,1.00362928,0.83298837,0.00000000,1.78933242,0.63392548
-5.38169085,2.99467008,0.89467743,0.30652643,0.01239335,1.05504395,0.86985082,0.00000000,1.87725592,0.66507346
-5.37568784,3.12549477,0.91978455,0.31634601,0.01282993,1.10370130,0.90393569,0.00000000,1.96050504,0.69426961
-5.36968484,3.24610005,0.94081554,0.32466270,0.01318856,1.14901924,0.93482991,0.00000000,2.03819495,0.72113824
-5.36368184,3.35501438,0.95753750,0.33136546,0.01346198,1.19045587,0.96215565,0.00000000,2.10950892,0.74532975
-5.35767884,3.45093003,0.96978741,0.33637195,0.01364455,1.22752648,0.98557937,0.00000000,2.17372205,0.76653111
-5.35167584,3.53274397,0.97747612,0.33963100,0.01373248,1.25982024,1.00482047,0.00000000,2.23022441,0.78447601
-5.34567284,3.59959555,0.98059063,0.34112426,0.01372394,1.28701564,1.01965912,0.00000000,2.27854265,0.79895445
-5.33966983,3.65089935,0.97919452,0.34086685,0.01361915,1.30889419,1.02994320,0.00000000,2.31835918,0.80982107
-5.33366683,3.68637164,0.97342657,0.33890718,0.01342033,1.32535155,1.03559392,0.00000000,2.34952791,0.81700205
-5.32766383,3.70604891,0.96349766,0.33532570,0.01313168,1.33640536,1.03660995,0.00000000,2.37208566,0.82050008
-5.32166083,3.71029739,0.94968592,0.33023287,0.01275917,1.34219949,1.03306973,0.00000000,2.38625834,0.82039716
-5.31565783,3.69981245,0.93233033,0.32376619,0.01231039,1.34300387,1.02513185,0.00000000,2.39246129,0.81685484
-5.30965483,3.67560749,0.91182293,0.31608661,0.01179427,1.33921007,1.01303338,0.00000000,2.39129324,0.81011198
-5.30365183,3.63899207,0.88859985,0.30737429,0.01122078,1.33132222,0.99708592,0.00000000,2.38352357,0.80047975
-5.29764882,3.59153965,0.86313137,0.29782392,0.01060063,1.31994359,0.97766956,0.00000000,2.37007310,0.78833413
-5.29164582,3.53504573,0.83591133,0.28763980,0.00994492,1.30575909,0.95522478,0.00000000,2.35198855,0.77410598
-5.28564282,3.47147764,0.80744611,0.27703075,0.00926484,1.28951426,0.93024244,0.00000000,2.33041147,0.75826907
-5.27963982,3.40291764,0.77824359,0.26620513,0.00857133,1.27199151,0.90325225,0.00000000,2.30654256,0.74132639
-5.27363682,3.33150141,0.74880232,0.25536600,0.00787483,1.25398442,0.87480997,0.00000000,2.28160264,0.72379528
-5.26763382,3.25935409,0.71960128,0.24470673,0.00718501,1.23627109,0.84548390,0.00000000,2.25679170,0.70619193
-5.26163082,3.18852639,0.69109042,0.23440701,0.00651058,1.21958772,0.81584094,0.00000000,2.23324768,0.68901577
-5.25562781,3.12093330,0.66368236,0.22462948,0.00585916,1.20460332,0.78643305,0.00000000,2.21200673,0.67273439
-5.24962481,3.05829757,0.63774546,0.21551705,0.00523714,1.19189666,0.75778424,0.00000000,2.19396657,0.65776954
-5.24362181,3.00210039,0.61359837,0.20719091,0.00464967,1.18193642,0.73037882,0.00000000,2.17985462,0.64448470
-5.23761881,2.95354108,0.59150630,0.19974927,0.00410061,1.17506537,0.70465131,0.00000000,2.17020237,0.63317473
-5.23161581,2.91350721,0.57167890,0.19326688,0.00359264,1.17148910,0.68097819,0.00000000,2.16532714,0.62405789
-5.22561281,2.88255626,0.55426999,0.18779517,0.00312725,1.17126992,0.65967201,0.00000000,2.16532208,0.61727054
-5.21960980,2.86090945,0.53937887,0.18336309,0.00270493,1.17432600,0.64097771,0.00000000,2.17005497,0.61286471
-5.21360680,2.84845758,0.52705315,0.17997853,0.00232523,1.18043584,0.62507154,0.00000000,2.17917589,0.61080845
-5.20760380,2.84477849,0.51729293,0.17763015,0.00198691,1.18924779,0.61206213,0.00000000,2.19213347,0.61098907
-5.20160080,2.84916524,0.51005608,0.17628964,0.00168813,1.20029429,0.60199385,0.00000000,2.20819903,0.61321890
-5.19559780,2.86066352,0.50526433,0.17591425,0.00142654,1.21301009,0.59485205,0.00000000,2.22649755,0.61724349
-5.18959480,2.87811662,0.50280992,0.17644945,0.00119944,1.22675375,0.59056982,0.00000000,2.24604413,0.62275179
-5.18359180,2.90021600,0.50256247,0.17783168,0.00100390,1.24083161,0.58903598,0.00000000,2.26578434,0.62938792
-5.17758879,2.92555534,0.50437578,0.17999105,0.00083690,1.25452309,0.59010373,0.00000000,2.28463676,0.63676410
-5.17158579,2.95268576,0.50809433,0.18285394,0.00069540,1.26710660,0.59359970,0.00000000,2.30153582,0.64447431
-5.16558279,2.98017021,0.51355913,0.18634540,0.00057644,1.27788481,0.59933280,0.00000000,2.31547320,0.65210801
-5.15957979,3.00663490,0.52061290,0.19039126,0.00047718,1.28620856,0.60710261,0.00000000,2.32553619,0.65926371
-5.15357679,3.03081594,0.52910421,0.19492006,0.00039499,1.29149851,0.61670695,0.00000000,2.33094125,0.66556171
-5.14757379,3.05159971,0.53889071,0.19986457,0.00032745,1.29326372,0.62794835,0.00000000,2.33106181,0.67065571
-5.14157079,3.06805565,0.54984127,0.20516304,0.00027237,1.29111669,0.64063918,0.00000000,2.32544916,0.67424291
-5.13556778,3.07946061,0.56183710,0.21076013,0.00022782,1.28478442,0.65460554,0.00000000,2.31384578,0.67607232
-5.12956478,3.08531444,0.57477200,0.21660755,0.00019212,1.27411513,0.66968962,0.00000000,2.29619100,0.67595105
-5.12356178,3.08534647,0.58855182,0.22266446,0.00016382,1.25908069,0.68575080,0.00000000,2.27261883,0.67374840
-5.11755878,3.07951339,0.60309330,0.22889761,0.00014169,1.23977473,0.70266554,0.00000000,2.24344849,0.66939778
-5.11155578,3.06798891,0.61832248,0.23528136,0.00012472,1.21640675,0.72032623,0.00000000,2.20916828,0.66289647
-5.10555278,3.05114635,0.63417302,0.24179751,0.00011206,1.18929253,0.73863933,0.00000000,2.17041374,0.65430318
-5.09954977,3.02953505,0.65058450,0.24843504,0.00010304,1.15884140,0.75752289,0.00000000,2.12794115,0.64373386
-5.09354677,3.00385202,0.66750091,0.25518989,0.00009712,1.12554101,0.77690394,0.00000000,2.08259778,0.63135574
-5.08754377,2.97491025,0.68486963,0.26206454,0.00009388,1.08994007,0.79671577,0.00000000,2.03529009,0.61738002
-5.08154077,2.94360501,0.70264087,0.26906771,0.00009300,1.05263002,0.81689549,0.00000000,1.98695127,0.60205356
-5.07553777,2.91087959,0.72076768,0.27621394,0.00009422,1.01422613,0.83738195,0.00000000,1.93850949,0.58564984
-5.06953477,2.87769175,0.73920661,0.28352317,0.00009735,0.97534879,0.85811418,0.00000000,1.89085786,0.56845958
-5.06353177,2.84498199,0.75791876,0.29102022,0.00010225,0.93660566,0.87903042,0.00000000,1.84482734,0.55078141
-5.05752876,2.81364455,0.77687135,0.29873412,0.00010881,0.89857514,0.90006767,0.00000000,1.80116329,0.53291283
-5.05152576,2.78450195,0.79603937,0.30669732,0.00011693,0.86179170,0.92116172,0.00000000,1.76050637,0.51514182
-5.04552276,2.75828332,0.81540723,0.31494455,0.00012652,0.82673348,0.94224760,0.00000000,1.72337814,0.49773925
-5.03951976,2.73560704,0.83497011,0.32351156,0.00013751,0.79381224,0.96326016,0.00000000,1.69017156,0.48095231
-5.03351676,2.71696743,0.85473465,0.33243333,0.00014981,0.76336602,0.98413464,0.00000000,1.66114636,0.46499919
-5.02751376,2.70272561,0.87471893,0.34174211,0.00016332,0.73565434,1.00480706,0.00000000,1.63642903,0.45006481
-5.02151076,2.69310397,0.89495122,0.35146502,0.00017794,0.71085602,1.02521424,0.00000000,1.61601693,0.43629790
-5.01550775,2.68818415,0.91546759,0.36162139,0.00019354,0.68906938,1.04529322,0.00000000,1.59978612,0.42380922
-5.00950475,2.68790778,0.93630822,0.37221984,0.00021000,0.67031456,1.06498009,0.00000000,1.58750216,0.41267091
-5.00350175,2.69207993,0.95751233,0.38325524,0.00022715,0.65453787,1.08420808,0.00000000,1.57883319,0.40291684
-4.99749875,2.70037446,0.97911195,0.39470576,0.00024483,0.64161758,1.10290504,0.00000000,1.57336456,0.39454387
-4.99149575,2.71234139,1.00112478,0.40653001,0.00026286,0.63137104,1.12099038,0.00000000,1.57061440,0.38751393
-4.98549275,2.72741574,1.02354634,0.41866461,0.00028103,0.62356278,1.13837165,0.00000000,1.57004935,0.38175668
-4.97948974,2.74492788,1.04634199,0.43102237,0.00029915,0.61791321,1.15494101,0.00000000,1.57110001,0.37717276
-4.97348674,2.76411539,1.06943919,0.44349120,0.00031701,0.61410764,1.17057193,0.00000000,1.57317568,0.37363746
-4.96748374,2.78413639,1.09272064,0.45593402,0.00033438,0.61180558,1.18511644,0.00000000,1.57567793,0.37100469
-4.96148074,2.80408446,1.11601881,0.46818971,0.00035106,0.61064982,1.19840322,0.00000000,1.57801301,0.36911129
-4.95547774,2.82300538,1.13911232,0.48007533,0.00036685,0.61027539,1.21023695,0.00000000,1.57960283,0.36778144
-4.94947474,2.83991557,1.16172488,0.49138959,0.00038154,0.61031814,1.22039908,0.00000000,1.57989464,0.36683128
-4.94347174,2.85382245,1.18352679,0.50191750,0.00039497,0.61042286,1.22865040,0.00000000,1.57836954,0.36607355
-4.93746873,2.86374649,1.20413961,0.51143625,0.00040697,0.61025093,1.23473535,0.00000000,1.57454993,0.36532229
-4.93146573,2.86874482,1.22314390,0.51972201,0.00041741,0.60948736,1.23838823,0.00000000,1.56800614,0.36439750
-4.92546273,2.86793598,1.24008990,0.52655759,0.00042620,0.60784726,1.23934112,0.00000000,1.55836242,0.36312966
-4.91945973,2.86052533,1.25451104,0.53174056,0.00043329,0.60508160,1.23733342,0.00000000,1.54530255,0.36136407
-4.91345673,2.84583048,1.26593972,0.53509157,0.00043866,0.60098229,1.23212252,0.00000000,1.52857502,0.35896497
-4.90745373,2.82330591,1.27392488,0.53646258,0.00044237,0.59538646,1.22349532,0.00000000,1.50799812,0.35581926
-4.90145073,2.79256595,1.27805041,0.53574454,0.00044452,0.58817995,1.21128002,0.00000000,1.48346454,0.35183972
-4.89544772,2.75340514,1.27795384,0.53287428,0.00044528,0.57929986,1.19535767,0.00000000,1.45494572,0.34696775
-4.88944472,2.70581519,1.27334431,0.52784024,0.00044488,0.56873613,1.17567292,0.00000000,1.42249556,0.34117539
-4.88344172,2.64999754,1.26401883,0.52068681,0.00044365,0.55653216,1.15224325,0.00000000,1.38625327,0.33446668
-4.87743872,2.58637090,1.24987625,0.51151701,0.00044198,0.54278421,1.12516646,0.00000000,1.34644508,0.32687816
-4.87143572,2.51557305,1.23092798,0.50049345,0.00044036,0.52763984,1.09462560,0.00000000,1.30338451,0.31847860
-4.86543272,2.43845663,1.20730499,0.48783737,0.00043933,0.51129510,1.06089140,0.00000000,1.25747089,0.30936782
-4.85942971,2.35607873,1.17926065,0.47382596,0.00043957,0.49399062,1.02432156,0.00000000,1.20918579,0.29967477
-4.85342671,2.26968425,1.14716919,0.45878772,0.00044178,0.47600667,0.98535720,0.00000000,1.15908728,0.28955473
-4.84742371,2.18068342,1.11151969,0.44309639,0.00044678,0.45765716,0.94451623,0.00000000,1.10780180,0.27918582
-4.84142071,2.09062400,1.07290601,0.42716322,0.00045545,0.43928274,0.90238401,0.00000000,1.05601379,0.26876486
-4.83541771,2.00115886,1.03201280,0.41142815,0.00046870,0.42124320,0.85960153,0.00000000,1.00445293,0.25850273
-4.82941471,1.91400975,0.98959834,0.39634997,0.00048753,0.40390915,0.81685158,0.00000000,0.95387955,0.24861929
-4.82341171,1.83092852,0.94647485,0.38239580,0.00051293,0.38765338,0.77484337,0.00000000,0.90506824,0.23933804
-4.81740870,1.75365654,0.90348706,0.37003015,0.00054590,0.37284194,0.73429621,0.00000000,0.85879030,0.23088071
-4.81140570,1.68388375,0.86148985,0.35970390,0.00058742,0.35982520,0.69592275,0.00000000,0.81579544,0.22346173
-4.80540270,1.62320832,0.82132596,0.35184342,0.00063841,0.34892913,0.66041253,0.00000000,0.77679333,0.21728301
-4.79939970,1.57309809,0.78380435,0.34684006,0.00069973,0.34044699,0.62841613,0.00000000,0.74243561,0.21252890
-4.79339670,1.53485474,0.74968020,0.34504037,0.00077209,0.33463165,0.60053067,0.00000000,0.71329893,0.20936155
-4.78739370,1.50958175,0.71963705,0.34673712,0.00085607,0.33168879,0.57728687,0.00000000,0.68986960,0.20791686
-4.78139070,1.49815687,0.69427159,0.35216143,0.00095206,0.33177104,0.55913819,0.00000000,0.67253044,0.20830096
-4.77538769,1.50120991,0.67408156,0.36147618,0.00106022,0.33497348,0.54645214,0.00000000,0.66155027,0.21058748
-4.76938469,1.51910638,0.65945702,0.37477072,0.00118046,0.34133040,0.53950394,0.00000000,0.65707637,0.21481550
-4.76338169,1.55193739,0.65067494,0.39205731,0.00131241,0.35081365,0.53847267,0.00000000,0.65913035,0.22098842
-4.75737869,1.59951626,0.64789725,0.41326904,0.00145542,0.36333251,0.54343978,0.00000000,0.66760742,0.22907367
-4.75137569,1.66138167,0.65117212,0.43825968,0.00160850,0.37873532,0.55438988,0.00000000,0.68227928,0.23900330
-4.74537269,1.73680770,0.66043818,0.46680521,0.00177036,0.39681270,0.57121366,0.00000000,0.70280049,0.25067553
-4.73936968,1.82482013,0.67553144,0.49860727,0.00193941,0.41730242,0.59371272,0.00000000,0.72871811,0.26395707
-4.73336668,1.92421894,0.69619437,0.53329841,0.00211376,0.43989577,0.62160595,0.00000000,0.75948437,0.27868635
-4.72736368,2.03360615,0.72208679,0.57044902,0.00229126,0.46424532,0.65453738,0.00000000,0.79447184,0.29467744
-4.72136068,2.15141829,0.75279795,0.60957592,0.00246956,0.48997369,0.69208488,0.00000000,0.83299064,0.31172456
-4.71535768,2.27596261,0.78785944,0.65015231,0.00264612,0.51668331,0.73376968,0.00000000,0.87430708,0.32960711
-4.70935468,2.40545578,0.82675828,0.69161891,0.00281831,0.54396649,0.77906631,0.00000000,0.91766286,0.34809495
-4.70335168,2.53806377,0.86894976,0.73339591,0.00298345,0.57141575,0.82741246,0.00000000,0.96229442,0.36695387
-4.69734867,2.67194190,0.91386956,0.77489544,0.00313891,0.59863381,0.87821889,0.00000000,1.00745140,0.38595085
-4.69134567,2.80527326,0.96094483,0.81553420,0.00328215,0.62524294,0.93087871,0.00000000,1.05241364,0.40485918
-4.68534267,2.93630458,1.00960379,0.85474570,0.00341083,0.65089323,0.98477617,0.00000000,1.09650616,0.42346295
-4.67933967,3.06337820,1.05928365,0.89199200,0.00352285,0.67526953,1.03929455,0.00000000,1.13911145,0.44156094
-4.67333667,3.18495907,1.10943677,0.92677425,0.00361643,0.69809671,1.09382322,0.00000000,1.17967866,0.45896975
-4.66733367,3.29965612,1.15953492,0.95864192,0.00369013,0.71914312,1.14776371,0.00000000,1.21772963,0.47552587
-4.66133067,3.40623745,1.20907172,0.98720039,0.00374296,0.73822208,1.20053477,0.00000000,1.25286144,0.49108691
-4.65532766,3.50363910,1.25756353,1.01211661,0.00377430,0.75519152,1.25157660,0.00000000,1.28474580,0.50553182
-4.64932466,3.59096766,1.30454886,1.03312289,0.00378403,0.76995177,1.30035415,0.00000000,1.31312539,0.51876012
-4.64332166,3.66749707,1.34958679,1.05001854,0.00377241,0.78244176,1.34635978,0.00000000,1.33780776,0.53069036
