energy_ev,total_up,N_s_up,N_p_up,Na_s_up,Pd_p_up,Pd_d_up,Te_p_up,Te_d_up
-5.69984992,0.88524534,0.02529318,0.03568757,0.31255264,0.56762212,0.48150044,0.33145799,0.00000000
-5.69384692,0.89099427,0.02488648,0.03531760,0.29983693,0.56602455,0.48371116,0.34245081,0.00000000
-5.68784392,0.90248153,0.02444078,0.03527339,0.28604577,0.56483478,0.49044610,0.35511810,0.00000000
-5.68184092,0.91974277,0.02397390,0.03558120,0.27147666,0.56427425,0.50148306,0.36955103,0.00000000
-5.67583792,0.94279978,0.02350300,0.03626853,0.25643120,0.56456233,0.51658907,0.38583241,0.00000000
-5.66983492,0.97164158,0.02304393,0.03736249,0.24120572,0.56590301,0.53551471,0.40402772,0.00000000
-5.66383192,1.00620708,0.02261070,0.03888813,0.22608277,0.56847314,0.55798934,0.42417687,0.00000000
-5.65782891,1.04636967,0.02221499,0.04086672,0.21132333,0.57241249,0.58371719,0.44628707,0.00000000
-5.65182591,1.09192423,0.02186582,0.04331403,0.19716039,0.57781605,0.61237465,0.47032665,0.00000000
-5.64582291,1.14257688,0.02156931,0.04623865,0.18379377,0.58472851,0.64360855,0.49622036,0.00000000
-5.63981991,1.19793768,0.02132866,0.04964058,0.17138646,0.59314106,0.67703562,0.52384601,0.00000000
-5.63381691,1.25751644,0.02114412,0.05350990,0.16006244,0.60299036,0.71224304,0.55303248,0.00000000
-5.62781391,1.32072167,0.02101316,0.05782582,0.14990596,0.61415950,0.74879003,0.58355932,0.00000000
-5.62181091,1.38686277,0.02093077,0.06255595,0.14096219,0.62648082,0.78621037,0.61515766,0.00000000
-5.61580790,1.45515520,0.02088976,0.06765601,0.13323910,0.63974015,0.82401603,0.64751262,0.00000000
-5.60980490,1.52472884,0.02088118,0.07306993,0.12671038,0.65368238,0.86170150,0.68026707,0.00000000
-5.60380190,1.59463914,0.02089476,0.07873034,0.12131928,0.66801791,0.89874911,0.71302657,0.00000000
-5.59779890,1.66388106,0.02091938,0.08455949,0.11698306,0.68242992,0.93463511,0.74536569,0.00000000
-5.59179590,1.73140558,0.02094352,0.09047059,0.11359790,0.69658199,0.96883656,0.77683530,0.00000000
-5.58579290,1.79613845,0.02095570,0.09636957,0.11104403,0.71012608,1.00083889,0.80697091,0.00000000
-5.57978989,1.85700099,0.02094488,0.10215712,0.10919101,0.72271061,1.03014417,0.83530195,0.00000000
-5.57378689,1.91293243,0.02090082,0.10773109,0.10790281,0.73398851,1.05627991,0.86136165,0.00000000
-5.56778389,1.96291341,0.02081436,0.11298900,0.10704266,0.74362517,1.07880828,0.88469750,0.00000000
-5.56178089,2.00599007,0.02067768,0.11783079,0.10647754,0.75130612,1.09733560,0.90488198,0.00000000
-5.55577789,2.04129803,0.02048441,0.12216154,0.10608220,0.75674444,1.11152176,0.92152330,0.00000000
-5.54977489,2.06808571,0.02022981,0.12589410,0.10574262,0.75968766,1.12108948,0.93427586,0.00000000
-5.54377189,2.08573603,0.01991077,0.12895157,0.10535883,0.75992415,1.12583290,0.94285014,0.00000000
-5.53776888,2.09378594,0.01952580,0.13126956,0.10484718,0.75728882,1.12562529,0.94702157,0.00000000
-5.53176588,2.09194276,0.01907502,0.13279803,0.10414189,0.75166791,1.12042548,0.94663818,0.00000000
-5.52576288,2.08009688,0.01856005,0.13350272,0.10319594,0.74300291,1.11028268,0.94162665,0.00000000
-5.51975988,2.05832993,0.01798388,0.13336613,0.10198144,0.73129325,1.09533932,0.93199642,0.00000000
-5.51375688,2.02691814,0.01735072,0.13238790,0.10048922,0.71659774,1.07583175,0.91784172,0.00000000
-5.50775388,1.98633041,0.01666587,0.13058480,0.09872804,0.69903466,1.05208852,0.89934134,0.00000000
-5.50175088,1.93722106,0.01593552,0.12799000,0.09672316,0.67878040,1.02452619,0.87675594,0.00000000
-5.49574787,1.88041731,0.01516658,0.12465201,0.09451452,0.65606661,0.99364265,0.85042319,0.00000000
-5.48974487,1.81690176,0.01436646,0.12063310,0.09215453,0.63117603,0.96000808,0.82075056,0.00000000
-5.48374187,1.74779052,0.01354296,0.11600734,0.08970556,0.60443691,0.92425376,0.78820621,0.00000000
-5.47773887,1.67430760,0.01270401,0.11085838,0.08723721,0.57621639,0.88705909,0.75330813,0.00000000
-5.47173587,1.59775650,0.01185757,0.10527701,0.08482342,0.54691295,0.84913720,0.71661205,0.00000000
-5.46573287,1.51949012,0.01101142,0.09935867,0.08253957,0.51694826,0.81121965,0.67869853,0.00000000
-5.45972986,1.44087992,0.01017304,0.09320087,0.08045962,0.48675864,0.77404073,0.64015960,0.00000000
-5.45372686,1.36328557,0.00934949,0.08690082,0.07865332,0.45678661,0.73832202,0.60158569,0.00000000
-5.44772386,1.28802617,0.00854729,0.08055315,0.07718379,0.42747279,0.70475749,0.56355309,0.00000000
-5.44172086,1.21635399,0.00777231,0.07424799,0.07610521,0.39924833,0.67399999,0.52661253,0.00000000
-5.43571786,1.14943154,0.00702974,0.06806924,0.07546110,0.37252835,0.64664920,0.49127929,0.00000000
-5.42971486,1.08831276,0.00632401,0.06209332,0.07528282,0.34770646,0.62324160,0.45802502,0.00000000
-5.42371186,1.03392871,0.00565881,0.05638824,0.07558882,0.32515060,0.60424270,0.42727161,0.00000000
-5.41770885,0.98707795,0.00503705,0.05101307,0.07638420,0.30520012,0.59004149,0.39938715,0.00000000
-5.41170585,0.94842172,0.00446091,0.04601779,0.07766099,0.28816441,0.58094730,0.37468404,0.00000000
-5.40570285,0.91848365,0.00393189,0.04144347,0.07939889,0.27432266,0.57718884,0.35341915,0.00000000
-5.39969985,0.89765361,0.00345087,0.03732278,0.08156665,0.26392487,0.57891534,0.33579582,0.00000000
-5.39369685,0.88619508,0.00301817,0.03368078,0.08412385,0.25719387,0.58619941,0.32196746,0.00000000
-5.38769385,0.88425543,0.00263370,0.03053580,0.08702318,0.25432800,0.59904139,0.31204246,0.00000000
-5.38169085,0.89187823,0.00229700,0.02790060,0.09021305,0.25550437,0.61737471,0.30609001,0.00000000
-5.37568784,0.90901694,0.00200740,0.02578347,0.09364046,0.26088221,0.64107209,0.30414644,0.00000000
-5.36968484,0.93554888,0.00176412,0.02418938,0.09725392,0.27060618,0.66995197,0.30622171,0.00000000
-5.36368184,0.97128910,0.00156636,0.02312113,0.10100650,0.28480932,0.70378510,0.31230568,0.00000000
-5.35767884,1.01600310,0.00141341,0.02258025,0.10485854,0.30361527,0.74230089,0.32237375,0.00000000
-5.35167584,1.06941811,0.00130475,0.02256789,0.10878018,0.32713965,0.78519330,0.33639169,0.00000000
-5.34567284,1.13123229,0.00124012,0.02308540,0.11275343,0.35549042,0.83212635,0.35431920,0.00000000
-5.33966983,1.20112162,0.00121956,0.02413469,0.11677361,0.38876688,0.88273884,0.37611226,0.00000000
-5.33366683,1.27874423,0.00124348,0.02571843,0.12085021,0.42705743,0.93664867,0.40172392,0.00000000
-5.32766383,1.36374225,0.00131266,0.02783987,0.12500688,0.47043592,0.99345643,0.43110359,0.00000000
-5.32166083,1.45574097,0.00142820,0.03050245,0.12928077,0.51895661,1.05274863,0.46419488,0.00000000
-5.31565783,1.55434579,0.00159157,0.03370921,0.13372091,0.57264782,1.11410042,0.50093186,0.00000000
-5.30965483,1.65913699,0.00180448,0.03746190,0.13838594,0.63150438,1.17707808,0.54123421,0.00000000
-5.30365183,1.76966271,0.00206882,0.04175994,0.14334106,0.69547909,1.24124124,0.58500110,0.00000000
-5.29764882,1.88543063,0.00238659,0.04659923,0.14865441,0.76447349,1.30614483,0.63210439,0.00000000
-5.29164582,2.00589873,0.00275972,0.05197087,0.15439305,0.83832813,1.37134096,0.68238130,0.00000000
-5.28564282,2.13046570,0.00318999,0.05785985,0.16061859,0.91681297,1.43638062,0.73562692,0.00000000
-5.27963982,2.25846156,0.00367888,0.06424376,0.16738288,0.99961810,1.50081518,0.79158705,0.00000000
-5.27363682,2.38913910,0.00422738,0.07109160,0.17472375,1.08634549,1.56419776,0.84995177,0.00000000
-5.26763382,2.52166678,0.00483590,0.07836283,0.18266117,1.17650224,1.62608439,0.91035016,0.00000000
-5.26163082,2.65512388,0.00550412,0.08600656,0.19119405,1.26949589,1.68603507,0.97234671,0.00000000
-5.25562781,2.78849827,0.00623084,0.09396117,0.20029775,1.36463238,1.74361470,1.03543977,0.00000000
-5.24962481,2.92068778,0.00701394,0.10215422,0.20992261,1.46111708,1.79839407,1.09906240,0.00000000
-5.24362181,3.05050546,0.00785025,0.11050280,0.21999351,1.55805950,1.84995098,1.16258609,0.00000000
-5.23761881,3.17668931,0.00873559,0.11891436,0.23041062,1.65448183,1.89787164,1.22532733,0.00000000
-5.23161581,3.29791671,0.00966472,0.12728797,0.24105131,1.74933164,1.94175266,1.28655729,0.00000000
-5.22561281,3.41282370,0.01063140,0.13551598,0.25177324,1.84149866,1.98120372,1.34551450,0.00000000
-5.21960980,3.52002896,0.01162849,0.14348623,0.26241846,1.92983544,2.01585115,1.40142031,0.00000000
-5.21360680,3.61816196,0.01264811,0.15108448,0.27281845,2.01318162,2.04534247,1.45349677,0.00000000
-5.20760380,3.70589487,0.01368173,0.15819721,0.28279984,2.09039093,2.06935207,1.50098632,0.00000000
-5.20160080,3.78197690,0.01472046,0.16471457,0.29219062,2.16036034,2.08758790,1.54317275,0.00000000
-5.19559780,3.84527016,0.01575522,0.17053345,0.30082651,2.22206017,2.09979905,1.57940248,0.00000000
-5.18959480,3.89478537,0.01677699,0.17556049,0.30855726,2.27456406,2.10578397,1.60910527,0.00000000
-5.18359180,3.92971594,0.01777706,0.17971487,0.31525260,2.31707752,2.10539898,1.63181350,0.00000000
-5.17758879,3.94946878,0.01874730,0.18293088,0.32080742,2.34896381,2.09856661,1.64717900,0.00000000
-5.17158579,3.95369010,0.01968032,0.18516005,0.32514616,2.36976592,2.08528324,1.65498655,0.00000000
-5.16558279,3.94228478,0.02056973,0.18637275,0.32822603,2.37922350,2.06562555,1.65516336,0.00000000
-5.15957979,3.91542803,0.02141023,0.18655919,0.33003895,2.37728392,2.03975516,1.64778382,0.00000000
-5.15357679,3.87356840,0.02219776,0.18572982,0.33061217,2.36410659,2.00792105,1.63306922,0.00000000
-5.14757379,3.81742154,0.02292954,0.18391497,0.33000745,2.34006044,1.97045934,1.61138229,0.00000000
-5.14157079,3.74795469,0.02360403,0.18116391,0.32831900,2.30571426,1.92779018,1.58321661,0.00000000
-5.13556778,3.66636224,0.02422091,0.17754319,0.32567013,2.26182033,1.88041163,1.54918131,0.00000000
-5.12956478,3.57403321,0.02478091,0.17313449,0.32220886,2.20929194,1.82889058,1.50998173,0.00000000
-5.12356178,3.47251204,0.02528567,0.16803192,0.31810274,2.14917573,1.77385109,1.46639673,0.00000000
-5.11755878,3.36345421,0.02573749,0.16233905,0.31353311,2.08261995,1.71596031,1.41925387,0.00000000
-5.11155578,3.24857873,0.02613908,0.15616562,0.30868907,2.01084016,1.65591287,1.36940335,0.00000000
-5.10555278,3.12961962,0.02649334,0.14962424,0.30376143,1.93508368,1.59441414,1.31769205,0.00000000
-5.09954977,3.00827851,0.02680302,0.14282709,0.29893702,1.85659446,1.53216331,1.26493879,0.00000000
-5.09354677,2.88618040,0.02707053,0.13588282,0.29439344,1.77657965,1.46983692,1.21191176,0.00000000
-5.08754377,2.76483455,0.02729768,0.12889378,0.29029455,1.69617939,1.40807381,1.15930929,0.00000000
-5.08154077,2.64560204,0.02748551,0.12195357,0.28678696,1.61644083,1.34746194,1.10774444,0.00000000
-5.07553777,2.52967110,0.02763416,0.11514520,0.28399727,1.53829726,1.28852783,1.05773412,0.00000000
-5.06953477,2.41804109,0.02774285,0.10853968,0.28203051,1.46255299,1.23172898,1.00969292,0.00000000
-5.06353177,2.31151530,0.02780985,0.10219518,0.28096943,1.38987417,1.17744954,0.96393158,0.00000000
-5.05752876,2.21070230,0.02783259,0.09615675,0.28087466,1.32078566,1.12599929,0.92066006,0.00000000
-5.05152576,2.11602531,0.02780783,0.09045659,0.28178561,1.25567334,1.07761577,0.87999453,0.00000000
-5.04552276,2.02773832,0.02773186,0.08511471,0.28372195,1.19479159,1.03246933,0.84196777,0.00000000
-5.03951976,1.94594773,0.02760078,0.08014006,0.28668535,1.13827486,0.99067051,0.80654209,0.00000000
-5.03351676,1.87063784,0.02741082,0.07553189,0.29066144,1.08615248,0.95227934,0.77362400,0.00000000
-5.02751376,1.80169844,0.02715866,0.07128136,0.29562173,1.03836574,0.91731565,0.74307965,0.00000000
-5.02151076,1.73895289,0.02684173,0.06737326,0.30152529,0.99478591,0.88576988,0.71475016,0.00000000
-5.01550775,1.68218481,0.02645857,0.06378775,0.30832014,0.95523247,0.85761360,0.68846603,0.00000000
-5.00950475,1.63116222,0.02600901,0.06050202,0.31594420,0.91949039,0.83280895,0.66406004,0.00000000
-5.00350175,1.58565776,0.02549445,0.05749186,0.32432589,0.88732577,0.81131669,0.64137787,0.00000000
-4.99749875,1.54546410,0.02491797,0.05473293,0.33338431,0.85849913,0.79310207,0.62028630,0.00000000
-4.99149575,1.51040413,0.02428434,0.05220193,0.34302909,0.83277609,0.77813843,0.60067859,0.00000000
-4.98549275,1.48033564,0.02360005,0.04987735,0.35316016,0.80993498,0.76640835,0.58247715,0.00000000
-4.97948974,1.45515077,0.02287313,0.04774011,0.36366742,0.78977159,0.75790222,0.56563355,0.00000000
-4.97348674,1.43477057,0.02211298,0.04577379,0.37443056,0.77210112,0.75261450,0.55012613,0.00000000
-4.96748374,1.41913550,0.02133005,0.04396468,0.38531923,0.75675757,0.75053797,0.53595565,0.00000000
-4.96148074,1.40819280,0.02053554,0.04230165,0.39619360,0.74359113,0.75165638,0.52313935,0.00000000
-4.95547774,1.40188177,0.01974099,0.04077578,0.40690552,0.73246403,0.75593596,0.51170408,0.00000000
-4.94947474,1.40011801,0.01895788,0.03937994,0.41730023,0.72324529,0.76331651,0.50167873,0.00000000
-4.94347174,1.40277785,0.01819720,0.03810821,0.42721873,0.71580509,0.77370251,0.49308676,0.00000000
-4.93746873,1.40968385,0.01746907,0.03695536,0.43650071,0.71000912,0.78695497,0.48593912,0.00000000
-4.93146573,1.42059251,0.01678240,0.03591627,0.44498784,0.70571342,0.80288449,0.48022789,0.00000000
-4.92546273,1.43518464,0.01614453,0.03498546,0.45252752,0.70276015,0.82124609,0.47592114,0.00000000
-4.91945973,1.45305925,0.01556102,0.03415668,0.45897660,0.70097440,0.84173609,0.47295903,0.00000000
-4.91345673,1.47373116,0.01503549,0.03342257,0.46420509,0.70016241,0.86399154,0.47125148,0.00000000
-4.90745373,1.49663261,0.01456951,0.03277451,0.46809958,0.70011120,0.88759206,0.47067727,0.00000000
-4.90145073,1.52111879,0.01416263,0.03220253,0.47056609,0.70058962,0.91206447,0.47108480,0.00000000
-4.89544772,1.54647721,0.01381242,0.03169538,0.47153243,0.70135080,0.93688989,0.47229425,0.00000000
-4.88944472,1.57194059,0.01351467,0.03124070,0.47094963,0.70213587,0.96151330,0.47410106,0.00000000
-4.88344172,1.59670269,0.01326357,0.03082525,0.46879268,0.70267871,0.98535514,0.47628063,0.00000000
-4.87743872,1.61993681,0.01305201,0.03043532,0.46506040,0.70271171,1.00782470,0.47859404,0.00000000
-4.87143572,1.64081615,0.01287188,0.03005706,0.45977454,0.70197209,1.02833483,0.48079443,0.00000000
-4.86543272,1.65853538,0.01271442,0.02967698,0.45297819,0.70020875,1.04631743,0.48263407,0.00000000
-4.85942971,1.67233293,0.01257053,0.02928239,0.44473370,0.69718935,1.06123926,0.48387163,0.00000000
-4.85342671,1.68151302,0.01243119,0.02886184,0.43512019,0.69270731,1.07261753,0.48427963,0.00000000
-4.84742371,1.68546700,0.01228769,0.02840555,0.42423083,0.68658867,1.08003472,0.48365162,0.00000000
-4.84142071,1.68369306,0.01213199,0.02790579,0.41217022,0.67869850,1.08315214,0.48180905,0.00000000
-4.83541771,1.67581393,0.01195695,0.02735720,0.39905171,0.66894659,1.08172178,0.47860755,0.00000000
-4.82941471,1.66159179,0.01175654,0.02675709,0.38499513,0.65729242,1.07559605,0.47394228,0.00000000
-4.82341171,1.64093993,0.01152601,0.02610555,0.37012474,0.64374907,1.06473500,0.46775241,0.00000000
-4.81740870,1.61393076,0.01126197,0.02540561,0.35456760,0.62838602,1.04921096,0.46002434,0.00000000
-4.81140570,1.58079980,0.01096244,0.02466327,0.33845227,0.61133066,1.02921023,0.45079361,0.00000000
-4.80540270,1.54194551,0.01062687,0.02388738,0.32190790,0.59276843,1.00503189,0.44014548,0.00000000
-4.79939970,1.49792479,0.01025605,0.02308960,0.30506359,0.57294164,0.97708375,0.42821399,0.00000000
-4.79339670,1.44944430,0.00985205,0.02228412,0.28804787,0.55214676,0.94587557,0.41517956,0.00000000
-4.78739370,1.39734772,0.00941805,0.02148741,0.27098835,0.53073038,0.91200969,0.40126521,0.00000000
-4.78139070,1.34259942,0.00895824,0.02071794,0.25401139,0.50908384,0.87616950,0.38673141,0.00000000
-4.77538769,1.28626477,0.00847755,0.01999575,0.23724161,0.48763657,0.83910604,0.37186973,0.00000000
-4.76938469,1.22948778,0.00798154,0.01934207,0.22080137,0.46684841,0.80162298,0.35699553,0.00000000
-4.76338169,1.17346672,0.00747616,0.01877891,0.20480997,0.44720096,0.76456064,0.34243977,0.00000000
-4.75737869,1.11942819,0.00696757,0.01832855,0.18938271,0.42918817,0.72877929,0.32854033,0.00000000
-4.75137569,1.06860050,0.00646194,0.01801311,0.17462976,0.41330638,0.69514206,0.31563296,0.00000000
-4.74537269,1.02218688,0.00596531,0.01785409,0.16065487,0.40004400,0.66449798,0.30404229,0.00000000
-4.73936968,0.98133918,0.00548340,0.01787189,0.14755390,0.38987095,0.63766539,0.29407298,0.00000000
-4.73336668,0.94713264,0.00502151,0.01808537,0.13541340,0.38322814,0.61541579,0.28600136,0.00000000
-4.72736368,0.92054216,0.00458441,0.01851139,0.12430907,0.38051711,0.59845867,0.28006782,0.00000000
-4.72136068,0.90242047,0.00417626,0.01916446,0.11430443,0.38209001,0.58742708,0.27647009,0.00000000
-4.71535768,0.89347860,0.00380056,0.02005629,0.10544950,0.38824002,0.58286438,0.27535758,0.00000000
-4.70935468,0.89426878,0.00346013,0.02119549,0.09777972,0.39919249,0.58521202,0.27682700,0.00000000
-4.70335168,0.90517018,0.00315710,0.02258721,0.09131511,0.41509688,0.59479851,0.28091931,0.00000000
-4.69734867,0.92637747,0.00289296,0.02423288,0.08605968,0.43601972,0.61182972,0.28761806,0.00000000
-4.69134567,0.95789249,0.00266855,0.02612999,0.08200111,0.46193875,0.63638054,0.29684922,0.00000000
-4.68534267,0.99951923,0.00248417,0.02827186,0.07911082,0.49273858,0.66838810,0.30848250,0.00000000
-4.67933967,1.05086215,0.00233964,0.03064755,0.07734425,0.52820799,0.70764687,0.32233414,0.00000000
-4.67333667,1.11132829,0.00223439,0.03324178,0.07664156,0.56803912,0.75380566,0.33817110,0.00000000
-4.66733367,1.18013309,0.00216758,0.03603493,0.07692860,0.61182894,0.80636715,0.35571664,0.00000000
-4.66133067,1.25631035,0.00213820,0.03900312,0.07811825,0.65908307,0.86469007,0.37465717,0.00000000
-4.65532766,1.33872642,0.00214520,0.04211842,0.08011201,0.70922223,0.92799443,0.39465013,0.00000000
-4.64932466,1.42609870,0.00218763,0.04534908,0.08280191,0.76159132,0.99537023,0.41533296,0.00000000
-4.64332166,1.51701849,0.00226478,0.04865992,0.08607273,0.81547142,1.06578968,0.43633273,0.00000000
-4.63731866,1.60997810,0.00237630,0.05201283,0.08980438,0.87009425,1.13812336,0.45727633,0.00000000
-4.63131566,1.70340177,0.00252236,0.05536736,0.09387454,0.92465922,1.21116005,0.47780091,0.00000000
-4.62531266,1.79568010,0.00270378,0.05868141,0.09816137,0.97835245,1.28363026,0.49756423,0.00000000
-4.61930965,1.88520713,0.00292212,0.06191202,0.10254635,1.03036746,1.35423297,0.51625470,0.00000000
-4.61330665,1.97041908,0.00317983,0.06501629,0.10691698,1.07992665,1.42166510,0.53360062,0.00000000
-4.60730365,2.04983380,0.00348027,0.06795227,0.11116952,1.12630299,1.48465282,0.54937840,0.00000000
-4.60130065,2.12208941,0.00382781,0.07067998,0.11521137,1.16884095,1.54198384,0.56341928,0.00000000
-4.59529765,2.18598072,0.00422776,0.07316235,0.11896318,1.20697574,1.59253945,0.57561439,0.00000000
-4.58929465,2.24049209,0.00468640,0.07536619,0.12236052,1.24025006,1.63532519,0.58591772,0.00000000
-4.58329165,2.28482506,0.00521081,0.07726308,0.12535512,1.26832729,1.66949883,0.59434684,0.00000000
-4.57728864,2.31841952,0.00580874,0.07883009,0.12791535,1.29100055,1.69439446,0.60098123,0.00000000
-4.57128564,2.34096729,0.00648837,0.08005047,0.13002626,1.30819699,1.70954152,0.60595821,0.00000000
-4.56528264,2.35241718,0.00725801,0.08091401,0.13168888,1.31997694,1.71467794,0.60946641,0.00000000
-4.55927964,2.35297120,0.00812572,0.08141733,0.13291887,1.32652775,1.70975651,0.61173706,0.00000000
-4.55327664,2.34307166,0.00909896,0.08156387,0.13374465,1.32815267,1.69494433,0.61303336,0.00000000
-4.54727364,2.32337983,0.01018404,0.08136367,0.13420498,1.32525498,1.67061495,0.61363831,0.00000000
-4.54127064,2.29474667,0.01138571,0.08083294,0.13434621,1.31831841,1.63733387,0.61384151,0.00000000
-4.53526763,2.25817727,0.01270661,0.07999339,0.13421923,1.30788447,1.59583760,0.61392555,0.00000000
-4.52926463,2.21479034,0.01414681,0.07887142,0.13387638,1.29452827,1.54700759,0.61415255,0.00000000
-4.52326163,2.16577486,0.01570336,0.07749717,0.13336842,1.27883369,1.49183996,0.61475161,0.00000000
-4.51725863,2.11234596,0.01736989,0.07590347,0.13274173,1.26136963,1.43141256,0.61590775,0.00000000
-4.51125563,2.05570207,0.01913634,0.07412472,0.13203596,1.24266837,1.36685082,0.61775304,0.00000000
-4.50525263,1.99698571,0.02098878,0.07219593,0.13128213,1.22320741,1.29929394,0.62036027,0.00000000
-4.49924962,1.93724944,0.02290940,0.07015165,0.13050146,1.20339567,1.22986287,0.62373983,0.00000000
-4.49324662,1.87742894,0.02487659,0.06802522,0.12970476,1.18356489,1.15963145,0.62783977,0.00000000
