energy_ev,total_up,Cd_p_up,Cd_d_up,Mg_p_up,Mg_d_up,N_s_up,N_p_up,Se_s_up,Se_p_up
-5.78389195,1.57758814,0.44418894,0.25322823,0.56593050,0.00000000,0.03743828,0.10777927,0.09935731,0.69877930
-5.77788894,1.59175799,0.44304135,0.25526161,0.56928590,0.00000000,0.03789790,0.10772809,0.10130554,0.70587513
-5.77188594,1.59761330,0.43996205,0.25581545,0.56969949,0.00000000,0.03808975,0.10712238,0.10281374,0.70946745
-5.76588294,1.59464983,0.43484417,0.25483110,0.56703074,0.00000000,0.03801004,0.10594484,0.10381613,0.70929601
-5.75987994,1.58258789,0.42764194,0.25228672,0.56122126,0.00000000,0.03766092,0.10419399,0.10425989,0.70519836
-5.75387694,1.56138355,0.41837373,0.24819806,0.55229850,0.00000000,0.03705036,0.10188448,0.10410692,0.69711634
-5.74787394,1.53123117,0.40712261,0.24261790,0.54037630,0.00000000,0.03619196,0.09904692,0.10333480,0.68509859
-5.74187094,1.49255744,0.39403457,0.23563409,0.52565249,0.00000000,0.03510446,0.09572704,0.10193741,0.66929938
-5.73586793,1.44600732,0.37931446,0.22736642,0.50840376,0.00000000,0.03381115,0.09198440,0.09992474,0.64997373
-5.72986493,1.39242302,0.36322004,0.21796248,0.48897801,0.00000000,0.03233914,0.08789064,0.09732227,0.62746922
-5.72386193,1.33281701,0.34605457,0.20759262,0.46778474,0.00000000,0.03071849,0.08352744,0.09416973,0.60221507
-5.71785893,1.26834048,0.32815814,0.19644448,0.44528392,0.00000000,0.02898132,0.07898422,0.09051948,0.57470888
-5.71185593,1.20024890,0.30989835,0.18471714,0.42197384,0.00000000,0.02716088,0.07435573,0.08643439,0.54550181
-5.70585293,1.12986597,0.29166072,0.17261518,0.39837845,0.00000000,0.02529066,0.06973965,0.08198563,0.51518280
-5.69984992,1.05854761,0.27383905,0.16034311,0.37503468,0.00000000,0.02340352,0.06523426,0.07725010,0.48436254
-5.69384692,0.98764730,0.25682627,0.14810001,0.35248007,0.00000000,0.02153096,0.06093622,0.07230796,0.45365758
-5.68784392,0.91848374,0.24100579,0.13607497,0.33124119,0.00000000,0.01970243,0.05693860,0.06724014,0.42367546
-5.68184092,0.85231195,0.22674375,0.12444309,0.31182286,0.00000000,0.01794482,0.05332912,0.06212599,0.39500086
-5.67583792,0.79029818,0.21438202,0.11336239,0.29469855,0.00000000,0.01628208,0.05018866,0.05704118,0.36818338
-5.66983492,0.73349914,0.20423216,0.10297150,0.28030182,0.00000000,0.01473493,0.04759002,0.05205595,0.34372703
-5.66383192,0.68284556,0.19657028,0.09338823,0.26901891,0.00000000,0.01332075,0.04559689,0.04723356,0.32208148
-5.65782891,0.63912988,0.19163253,0.08470890,0.26118231,0.00000000,0.01205355,0.04426303,0.04262929,0.30363508
-5.65182591,0.60299794,0.18961144,0.07700832,0.25706536,0.00000000,0.01094405,0.04363166,0.03828965,0.28870959
-5.64582291,0.57494394,0.19065275,0.07034039,0.25687752,0.00000000,0.00999980,0.04373493,0.03425207,0.27755645
-5.63981991,0.55530853,0.19485276,0.06473920,0.26076048,0.00000000,0.00922543,0.04459354,0.03054483,0.27035435
-5.63381691,0.54427914,0.20225614,0.06022034,0.26878491,0.00000000,0.00862284,0.04621642,0.02718742,0.26720809
-5.62781391,0.54189251,0.21285414,0.05678258,0.28094782,0.00000000,0.00819147,0.04860050,0.02419097,0.26814835
-5.62181091,0.54803856,0.22658334,0.05440950,0.29717069,0.00000000,0.00792853,0.05173058,0.02155904,0.27313244
-5.61580790,0.56246581,0.24332486,0.05307125,0.31729838,0.00000000,0.00782923,0.05557923,0.01928841,0.28204581
-5.60980490,0.58478777,0.26290435,0.05272614,0.34109900,0.00000000,0.00788694,0.06010685,0.01737008,0.29470436
-5.60380190,0.61449055,0.28509275,0.05332214,0.36826506,0.00000000,0.00809341,0.06526190,0.01579017,0.31085755
-5.59779890,0.65094160,0.30960799,0.05479831,0.39841589,0.00000000,0.00843885,0.07098125,0.01453095,0.33019228
-5.59179590,0.69339965,0.33611795,0.05708591,0.43110175,0.00000000,0.00891208,0.07719079,0.01357168,0.35233775
-5.58579290,0.74102619,0.36424457,0.06010954,0.46580967,0.00000000,0.00950056,0.08380628,0.01288949,0.37687127
-5.57978989,0.79289834,0.39356936,0.06378799,0.50197129,0.00000000,0.01019055,0.09073451,0.01246008,0.40332503
-5.57378689,0.84802350,0.42364025,0.06803512,0.53897246,0.00000000,0.01096711,0.09787462,0.01225837,0.43119404
-5.56778389,0.90535556,0.45397977,0.07276061,0.57616489,0.00000000,0.01181424,0.10511986,0.01225901,0.45994501
-5.56178089,0.96381275,0.48409432,0.07787074,0.61287932,0.00000000,0.01271502,0.11235945,0.01243676,0.48902622
-5.55577789,1.02229673,0.51348445,0.08326919,0.64844010,0.00000000,0.01365169,0.11948077,0.01276684,0.51787813
-5.54977489,1.07971279,0.54165571,0.08885780,0.68218083,0.00000000,0.01460593,0.12637154,0.01322511,0.54594464
-5.54377189,1.13499058,0.56812986,0.09453759,0.71346030,0.00000000,0.01555905,0.13292226,0.01378822,0.57268453
-5.53776888,1.18710481,0.59245585,0.10020965,0.74167844,0.00000000,0.01649225,0.13902851,0.01443368,0.59758295
-5.53176588,1.23509540,0.61422040,0.10577630,0.76629148,0.00000000,0.01738700,0.14459318,0.01513993,0.62016240
-5.52576288,1.27808635,0.63305755,0.11114225,0.78682587,0.00000000,0.01822532,0.14952860,0.01588632,0.63999299
-5.51975988,1.31530274,0.64865690,0.11621581,0.80289017,0.00000000,0.01899020,0.15375834,0.01665313,0.65670152
-5.51375688,1.34608531,0.66077029,0.12091021,0.81418466,0.00000000,0.01966594,0.15721872,0.01742159,0.66997905
-5.50775388,1.36990201,0.66921650,0.12514484,0.82050809,0.00000000,0.02023851,0.15985999,0.01817387,0.67958675
-5.50175088,1.38635633,0.67388397,0.12884659,0.82176129,0.00000000,0.02069591,0.16164703,0.01889315,0.68535974
-5.49574787,1.39519195,0.67473147,0.13195100,0.81794773,0.00000000,0.02102843,0.16255971,0.01956368,0.68720892
-5.48974487,1.39629389,0.67178667,0.13440339,0.80917070,0.00000000,0.02122893,0.16259281,0.02017087,0.68512060
-5.48374187,1.38968592,0.66514280,0.13615981,0.79562765,0.00000000,0.02129299,0.16175557,0.02070143,0.67915418
-5.47773887,1.37552478,0.65495368,0.13718784,0.77760166,0.00000000,0.02121900,0.16007087,0.02114350,0.66943785
-5.47173587,1.35409118,0.64142725,0.13746715,0.75545078,0.00000000,0.02100816,0.15757414,0.02148682,0.65616270
-5.46573287,1.32577841,0.62481812,0.13698988,0.72959545,0.00000000,0.02066444,0.15431202,0.02172287,0.63957541
-5.45972986,1.29107864,0.60541928,0.13576067,0.70050477,0.00000000,0.02019441,0.15034085,0.02184506,0.61996985
-5.45372686,1.25056787,0.58355347,0.13379656,0.66868220,0.00000000,0.01960699,0.14572506,0.02184886,0.59767804
-5.44772386,1.20488977,0.55956453,0.13112647,0.63465109,0.00000000,0.01891314,0.14053549,0.02173190,0.57306067
-5.44172086,1.15473914,0.53380888,0.12779053,0.59894082,0.00000000,0.01812556,0.13484771,0.02149407,0.54649768
-5.43571786,1.10084539,0.50664758,0.12383913,0.56207382,0.00000000,0.01725824,0.12874043,0.02113753,0.51837903
-5.42971486,1.04395656,0.47843906,0.11933167,0.52455405,0.00000000,0.01632605,0.12229391,0.02066669,0.48909609
-5.42371186,0.98482426,0.44953269,0.11433525,0.48685699,0.00000000,0.01534434,0.11558858,0.02008813,0.45903377
-5.41770885,0.92418978,0.42026321,0.10892307,0.44942162,0.00000000,0.01432851,0.10870371,0.01941044,0.42856361
-5.41170585,0.86277167,0.39094620,0.10317281,0.41264423,0.00000000,0.01329358,0.10171625,0.01864405,0.39803787
-5.40570285,0.80125501,0.36187449,0.09716493,0.37687425,0.00000000,0.01225392,0.09469981,0.01780098,0.36778481
-5.39969985,0.74028236,0.33331549,0.09098094,0.34241183,0.00000000,0.01122284,0.08772380,0.01689452,0.33810509
-5.39369685,0.68044653,0.30550937,0.08470174,0.30950728,0.00000000,0.01021243,0.08085274,0.01593896,0.30926921
-5.38769385,0.62228523,0.27866811,0.07840608,0.27836189,0.00000000,0.00923332,0.07414562,0.01494924,0.28151615
-5.38169085,0.56627735,0.25297514,0.07216910,0.24913010,0.00000000,0.00829455,0.06765556,0.01394060,0.25505287
-5.37568784,0.51284112,0.22858571,0.06606114,0.22192268,0.00000000,0.00740353,0.06142944,0.01292826,0.23005475
-5.36968484,0.46233368,0.20562776,0.06014671,0.19681075,0.00000000,0.00656600,0.05550777,0.01192715,0.20666682
-5.36368184,0.41505219,0.18420320,0.05448373,0.17383024,0.00000000,0.00578612,0.04992471,0.01095160,0.18500552
-5.35767884,0.37123618,0.16438958,0.04912297,0.15298674,0.00000000,0.00506651,0.04470807,0.01001510,0.16516107
-5.35167584,0.33107094,0.14624204,0.04410785,0.13426038,0.00000000,0.00440839,0.03987961,0.00913019,0.14720009
-5.34567284,0.29469175,0.12979544,0.03947431,0.11761069,0.00000000,0.00381174,0.03545525,0.00830824,0.13116851
-5.33966983,0.26218874,0.11506657,0.03525103,0.10298116,0.00000000,0.00327550,0.03144554,0.00755941,0.11709446
-5.33366683,0.23361203,0.10205648,0.03145979,0.09030349,0.00000000,0.00279769,0.02785603,0.00689261,0.10499114
-5.32766383,0.20897693,0.09075259,0.02811589,0.07950127,0.00000000,0.00237566,0.02468780,0.00631546,0.09485945
-5.32166083,0.18826905,0.08113088,0.02522881,0.07049326,0.00000000,0.00200626,0.02193797,0.00583434,0.08669030
-5.31565783,0.17144886,0.07315765,0.02280280,0.06319595,0.00000000,0.00168598,0.01960018,0.00545445,0.08046648
-5.30965483,0.15845572,0.06679116,0.02083758,0.05752559,0.00000000,0.00141119,0.01766509,0.00517981,0.07616402
-5.30365183,0.14921106,0.06198288,0.01932889,0.05339958,0.00000000,0.00117821,0.01612080,0.00501336,0.07375295
-5.29764882,0.14362061,0.05867839,0.01826914,0.05073725,0.00000000,0.00098351,0.01495324,0.00495699,0.07319751
-5.29164582,0.14157576,0.05681788,0.01764784,0.04946013,0.00000000,0.00082378,0.01414643,0.00501155,0.07445571
-5.28564282,0.14295381,0.05633628,0.01745198,0.04949167,0.00000000,0.00069606,0.01368272,0.00517691,0.07747841
-5.27963982,0.14761744,0.05716305,0.01766637,0.05075666,0.00000000,0.00059781,0.01354290,0.00545194,0.08220782
-5.27363682,0.15541342,0.05922169,0.01827373,0.05318020,0.00000000,0.00052695,0.01370625,0.00583446,0.08857582
-5.26763382,0.16617073,0.06242900,0.01925488,0.05668662,0.00000000,0.00048197,0.01415054,0.00632125,0.09650188
-5.26163082,0.17969850,0.06669427,0.02058870,0.06119821,0.00000000,0.00046191,0.01485194,0.00690798,0.10589112
-5.25562781,0.19578392,0.07191842,0.02225212,0.06663404,0.00000000,0.00046638,0.01578501,0.00758920,0.11663244
-5.24962481,0.21419052,0.07799333,0.02422017,0.07290900,0.00000000,0.00049561,0.01692252,0.00835828,0.12859705
-5.24362181,0.23465709,0.08480136,0.02646590,0.07993305,0.00000000,0.00055042,0.01823549,0.00920743,0.14163753
-5.23761881,0.25689765,0.09221526,0.02896049,0.08761097,0.00000000,0.00063217,0.01969317,0.01012771,0.15558766
-5.23161581,0.28060251,0.10009853,0.03167335,0.09584255,0.00000000,0.00074277,0.02126314,0.01110911,0.17026310
-5.22561281,0.30544082,0.10830638,0.03457237,0.10452332,0.00000000,0.00088459,0.02291151,0.01214063,0.18546315
-5.21960980,0.33106457,0.11668723,0.03762426,0.11354594,0.00000000,0.00106040,0.02460324,0.01321042,0.20097339
-5.21360680,0.35711413,0.12508484,0.04079496,0.12280214,0.00000000,0.00127330,0.02630255,0.01430601,0.21656959
-5.20760380,0.38322521,0.13334106,0.04405021,0.13218524,0.00000000,0.00152655,0.02797352,0.01541452,0.23202241
-5.20160080,0.40903701,0.14129902,0.04735617,0.14159313,0.00000000,0.00182351,0.02958071,0.01652292,0.24710304
-5.19559780,0.43420138,0.14880681,0.05068005,0.15093174,0.00000000,0.00216745,0.03108994,0.01761829,0.26158954
-5.18959480,0.45839249,0.15572144,0.05399089,0.16011865,0.00000000,0.00256139,0.03246905,0.01868818,0.27527350
-5.18359180,0.48131673,0.16191285,0.05726015,0.16908686,0.00000000,0.00300791,0.03368881,0.01972084,0.28796695
-5.17758879,0.50272227,0.16726789,0.06046240,0.17778857,0.00000000,0.00350900,0.03472365,0.02070550,0.29950904
-5.17158579,0.52240784,0.17169405,0.06357583,0.18619859,0.00000000,0.00406584,0.03555249,0.02163262,0.30977224
-5.16558279,0.54023031,0.17512276,0.06658265,0.19431741,0.00000000,0.00467861,0.03615942,0.02249406,0.31866782
-5.15957979,0.55611067,0.17751196,0.06946941,0.20217370,0.00000000,0.00534636,0.03653420,0.02328323,0.32615018
-5.15357679,0.57003797,0.17884806,0.07222708,0.20982595,0.00000000,0.00606684,0.03667267,0.02399515,0.33221991
-5.14757379,0.58207112,0.17914684,0.07485099,0.21736335,0.00000000,0.00683637,0.03657697,0.02462644,0.33692535
-5.14157079,0.59233825,0.17845356,0.07734062,0.22490554,0.00000000,0.00764982,0.03625551,0.02517530,0.34036252
-5.13556778,0.60103374,0.17684187,0.07969926,0.23260141,0.00000000,0.00850057,0.03572278,0.02564134,0.34267336
-5.12956478,0.60841286,0.17441195,0.08193355,0.24062662,0.00000000,0.00938058,0.03499893,0.02602551,0.34404233
-5.12356178,0.61478414,0.17128750,0.08405284,0.24918006,0.00000000,0.01028047,0.03410915,0.02632983,0.34469140
-5.11755878,0.62049992,0.16761209,0.08606868,0.25847913,0.00000000,0.01118974,0.03308291,0.02655722,0.34487362
-5.11155578,0.62594516,0.16354469,0.08799407,0.26875387,0.00000000,0.01209701,0.03195305,0.02671127,0.34486546
-5.10555278,0.63152497,0.15925469,0.08984293,0.28024015,0.00000000,0.01299032,0.03075470,0.02679607,0.34495814
-5.09954977,0.63765134,0.15491658,0.09162945,0.29317189,0.00000000,0.01385756,0.02952426,0.02681599,0.34544820
-5.09354677,0.64472932,0.15070443,0.09336760,0.30777253,0.00000000,0.01468684,0.02829822,0.02677557,0.34662774
-5.08754377,0.65314317,0.14678646,0.09507069,0.32424597,0.00000000,0.01546696,0.02711209,0.02667940,0.34877445
-5.08154077,0.66324293,0.14331973,0.09675102,0.34276720,0.00000000,0.01618790,0.02599932,0.02653208,0.35214188
-5.07553777,0.67533173,0.14044530,0.09841959,0.36347278,0.00000000,0.01684130,0.02499037,0.02633819,0.35695019
-5.06953477,0.68965425,0.13828389,0.10008599,0.38645175,0.00000000,0.01742091,0.02411184,0.02610232,0.36337773
-5.06353177,0.70638670,0.13693226,0.10175823,0.41173699,0.00000000,0.01792299,0.02338578,0.02582914,0.37155364
-5.05752876,0.72562871,0.13646035,0.10344277,0.43929778,0.00000000,0.01834670,0.02282918,0.02552346,0.38155187
-5.05152576,0.74739735,0.13690935,0.10514452,0.46903356,0.00000000,0.01869440,0.02245361,0.02519034,0.39338672
-5.04552276,0.77162360,0.13829066,0.10686694,0.50076971,0.00000000,0.01897179,0.02226505,0.02483519,0.40701019
-5.03951976,0.79815153,0.14058587,0.10861216,0.53425536,0.00000000,0.01918811,0.02226394,0.02446385,0.42231129
-5.03351676,0.82674034,0.14374765,0.11038117,0.56916380,0.00000000,0.01935604,0.02244534,0.02408264,0.43911742
-5.02751376,0.85706938,0.14770169,0.11217404,0.60509569,0.00000000,0.01949169,0.02279935,0.02369845,0.45719790
-5.02151076,0.88874616,0.15234935,0.11399016,0.64158521,0.00000000,0.01961429,0.02331160,0.02331869,0.47626962
-5.01550775,0.92131723,0.15757132,0.11582860,0.67810923,0.00000000,0.01974592,0.02396392,0.02295129,0.49600477
-5.00950475,0.95428186,0.16323177,0.11768845,0.71409943,0.00000000,0.01991107,0.02473507,0.02260467,0.51604050
-5.00350175,0.98710797,0.16918318,0.11956926,0.74895706,0.00000000,0.02013609,0.02560162,0.02228758,0.53599015
-4.99749875,1.01925007,0.17527151,0.12147145,0.78207002,0.00000000,0.02044867,0.02653878,0.02200903,0.55545596
-4.99149575,1.05016843,0.18134155,0.12339682,0.81283170,0.00000000,0.02087708,0.02752128,0.02177811,0.57404258
-4.98549275,1.07934893,0.18724238,0.12534903,0.84066083,0.00000000,0.02144955,0.02852430,0.02160380,0.59137107
-4.97948974,1.10632273,0.19283250,0.12733404,0.86502170,0.00000000,0.02219350,0.02952419,0.02149482,0.60709288
-4.97348674,1.13068494,0.19798480,0.12936048,0.88544374,0.00000000,0.02313479,0.03049929,0.02145939,0.62090309
-4.96748374,1.15211154,0.20259072,0.13144003,0.90153974,0.00000000,0.02429700,0.03143049,0.02150505,0.63255262
-4.96148074,1.17037363,0.20656397,0.13358753,0.91302174,0.00000000,0.02570073,0.03230173,0.02163845,0.64185857
-4.95547774,1.18534848,0.20984312,0.13582108,0.91971394,0.00000000,0.02736295,0.03310039,0.02186514,0.64871253
-4.94947474,1.19702671,0.21239348,0.13816188,0.92156186,0.00000000,0.02929647,0.03381744,0.02218944,0.65308622
-4.94347174,1.20551517,0.21420777,0.14063395,0.91863733,0.00000000,0.03150942,0.03444748,0.02261423,0.65503434
-4.93746873,1.21103550,0.21530588,0.14326363,0.91113905,0.00000000,0.03400493,0.03498866,0.02314084,0.65469438
-4.93146573,1.21391808,0.21573356,0.14607892,0.89938845,0.00000000,0.03678094,0.03544240,0.02376896,0.65228338
-4.92546273,1.21459190,0.21556018,0.14910864,0.88382116,0.00000000,0.03983003,0.03581305,0.02449658,0.64809172
-4.91945973,1.21357047,0.21487566,0.15238156,0.86497433,0.00000000,0.04313958,0.03610741,0.02531992,0.64247420
-4.91345673,1.21143441,0.21378667,0.15592526,0.84347016,0.00000000,0.04669193,0.03633417,0.02623351,0.63583868
-4.90745373,1.20881145,0.21241238,0.15976510,0.81999661,0.00000000,0.05046476,0.03650339,0.02723022,0.62863269
-4.90145073,1.20635450,0.21087972,0.16392306,0.79528565,0.00000000,0.05443151,0.03662587,0.02830137,0.62132859
-4.89544772,1.20471860,0.20931855,0.16841661,0.77009026,0.00000000,0.05856203,0.03671259,0.02943684,0.61440768
-4.88944472,1.20453766,0.20785679,0.17325759,0.74516077,0.00000000,0.06282314,0.03677415,0.03062529,0.60834389
-4.88344172,1.20640152,0.20661573,0.17845121,0.72122150,0.00000000,0.06717937,0.03682033,0.03185433,0.60358753
-4.87743872,1.21083433,0.20570561,0.18399504,0.69894852,0.00000000,0.07159361,0.03685965,0.03311072,0.60054966
-4.87143572,1.21827457,0.20522167,0.18987813,0.67894917,0.00000000,0.07602780,0.03689904,0.03438063,0.59958755
-4.86543272,1.22905751,0.20524074,0.19608018,0.66174407,0.00000000,0.08044348,0.03694360,0.03564981,0.60099159
-4.85942971,1.24340043,0.20581846,0.20257088,0.64775202,0.00000000,0.08480233,0.03699648,0.03690383,0.60497417
-4.85342671,1.26139102,0.20698715,0.20930933,0.63727820,0.00000000,0.08906656,0.03705875,0.03812821,0.61166072
-4.84742371,1.28297926,0.20875445,0.21624365,0.63050606,0.00000000,0.09319916,0.03712942,0.03930865,0.62108317
-4.84142071,1.30797308,0.21110268,0.22331071,0.62749287,0.00000000,0.09716412,0.03720556,0.04043108,0.63317624
-4.83541771,1.33603795,0.21398899,0.23043616,0.62816918,0.00000000,0.10092647,0.03728233,0.04148184,0.64777641
-4.82941471,1.36670053,0.21734622,0.23753470,0.63234195,0.00000000,0.10445224,0.03735325,0.04244766,0.66462390
-4.82341171,1.39935657,0.22108454,0.24451068,0.63970140,0.00000000,0.10770851,0.03741037,0.04331583,0.68336766
-4.81740870,1.43328289,0.22509374,0.25125912,0.64983126,0.00000000,0.11066328,0.03744452,0.04407419,0.70357315
-4.81140570,1.46765351,0.22924620,0.25766707,0.66222204,0.00000000,0.11328547,0.03744563,0.04471119,0.72473307
-4.80540270,1.50155959,0.23340046,0.26361550,0.67628720,0.00000000,0.11554506,0.03740299,0.04521600,0.74628055
-4.79939970,1.53403291,0.23740529,0.26898160,0.69138141,0.00000000,0.11741320,0.03730561,0.04557862,0.76760476
-4.79339670,1.56407229,0.24110415,0.27364157,0.70682072,0.00000000,0.11886256,0.03714257,0.04578997,0.78806828
-4.78739370,1.59067238,0.24433995,0.27747371,0.72190374,0.00000000,0.11986781,0.03690332,0.04584209,0.80702597
-4.78139070,1.61285388,0.24695993,0.28036191,0.73593346,0.00000000,0.12040622,0.03657810,0.04572833,0.82384456
-4.77538769,1.62969420,0.24882058,0.28219926,0.74823874,0.00000000,0.12045841,0.03615823,0.04544359,0.83792245
-4.76938469,1.64035762,0.24979233,0.28289174,0.75819505,0.00000000,0.12000913,0.03563652,0.04498457,0.84870891
-4.76338169,1.64412358,0.24976384,0.28236181,0.76524352,0.00000000,0.11904818,0.03500747,0.04435003,0.85572203
-4.75737869,1.64041208,0.24864593,0.28055166,0.76890776,0.00000000,0.11757125,0.03426766,0.04354098,0.85856467
-4.75137569,1.62880507,0.24637459,0.27742607,0.76880785,0.00000000,0.11558065,0.03341589,0.04256099,0.85693781
-4.74537269,1.60906281,0.24291340,0.27297459,0.76467098,0.00000000,0.11308600,0.03245335,0.04141627,0.85065072
-4.73936968,1.58113452,0.23825491,0.26721302,0.75633834,0.00000000,0.11010465,0.03138375,0.04011580,0.83962746
-4.73336668,1.54516270,0.23242105,0.26018403,0.74376818,0.00000000,0.10666185,0.03021331,0.03867138,0.82390966
-4.72736368,1.50148098,0.22546259,0.25195679,0.72703477,0.00000000,0.10279069,0.02895067,0.03709753,0.80365518
-4.72136068,1.45060552,0.21745759,0.24262583,0.70632364,0.00000000,0.09853170,0.02760679,0.03541139,0.77913305
-4.71535768,1.39322044,0.20850898,0.23230881,0.68192315,0.00000000,0.09393217,0.02619467,0.03363245,0.75071478
-4.70935468,1.33015790,0.19874137,0.22114373,0.65421306,0.00000000,0.08904520,0.02472913,0.03178225,0.71886253
-4.70335168,1.26237379,0.18829718,0.20928525,0.62365048,0.00000000,0.08392846,0.02322643,0.02988401,0.68411479
-4.69734867,1.19092027,0.17733241,0.19690066,0.59075407,0.00000000,0.07864286,0.02170388,0.02796219,0.64707016
-4.69134567,1.11691630,0.16601213,0.18416545,0.55608701,0.00000000,0.07325099,0.02017949,0.02604207,0.60837007
-4.68534267,1.04151752,0.15450588,0.17125884,0.52023970,0.00000000,0.06781554,0.01867154,0.02414924,0.56868114
-4.67933967,0.96588687,0.14298328,0.15835929,0.48381270,0.00000000,0.06239778,0.01719818,0.02230916,0.52867795
-4.67333667,0.89116680,0.13160993,0.14564033,0.44740081,0.00000000,0.05705609,0.01577714,0.02054673,0.48902688
-4.66733367,0.81845446,0.12054380,0.13326685,0.41157856,0.00000000,0.05184460,0.01442537,0.01888592,0.45037154
-4.66133067,0.74878030,0.10993217,0.12139180,0.37688779,0.00000000,0.04681212,0.01315883,0.01734939,0.41332024
-4.65532766,0.68309071,0.09990929,0.11015371,0.34382750,0.00000000,0.04200125,0.01199230,0.01595824,0.37843574
-4.64932466,0.62223493,0.09059466,0.09967468,0.31284606,0.00000000,0.03744779,0.01093928,0.01473177,0.34622743
-4.64332166,0.56695623,0.08209205,0.09005921,0.28433596,0.00000000,0.03318040,0.01001195,0.01368729,0.31714584
