energy_ev,total_up,Ag_p_up,Ag_d_up,N_s_up,N_p_up,Ni_p_up,Ni_d_up,Te_p_up,Te_d_up
-5.69984992,3.34017567,0.37281957,2.57318973,0.00367906,0.08936931,0.25106241,0.43370174,0.33892848,0.00000000
-5.69384692,3.46104424,0.38925108,2.65113404,0.00407035,0.09299310,0.26552376,0.46186240,0.35238154,0.00000000
-5.68784392,3.58249613,0.40566835,2.72775237,0.00447650,0.09659552,0.28033097,0.49187410,0.36572738,0.00000000
-5.68184092,3.70366269,0.42185264,2.80251102,0.00489285,0.10013120,0.29532199,0.52361410,0.37880612,0.00000000
-5.67583792,3.82355740,0.43757034,2.87480064,0.00531420,0.10355260,0.31032411,0.55692579,0.39145072,0.00000000
-5.66983492,3.94108680,0.45257951,2.94394003,0.00573493,0.10681128,0.32515800,0.59161936,0.40349139,0.00000000
-5.66383192,4.05506743,0.46663731,3.00918518,0.00614910,0.10985933,0.33964192,0.62747308,0.41476054,0.00000000
-5.65782891,4.16424894,0.47950811,3.06974366,0.00655056,0.11265088,0.35359611,0.66423512,0.42509790,0.00000000
-5.65182591,4.26734263,0.49097204,3.12479386,0.00693316,0.11514364,0.36684718,0.70162612,0.43435584,0.00000000
-5.64582291,4.36305491,0.50083345,3.17350879,0.00729086,0.11730044,0.37923237,0.73934238,0.44240446,0.00000000
-5.63981991,4.45012440,0.50892931,3.21508326,0.00761797,0.11909076,0.39060363,0.77706010,0.44913650,0.00000000
-5.63381691,4.52736163,0.51513674,3.24876348,0.00790930,0.12049200,0.40083135,0.81444032,0.45447172,0.00000000
-5.62781391,4.59368957,0.51937971,3.27387769,0.00816035,0.12149073,0.40980762,0.85113488,0.45836062,0.00000000
-5.62181091,4.64818346,0.52163430,3.28986616,0.00836746,0.12208354,0.41744907,0.88679333,0.46078738,0.00000000
-5.61580790,4.69010812,0.52193243,3.29630942,0.00852800,0.12227766,0.42369898,0.92107054,0.46177183,0.00000000
-5.60980490,4.71895107,0.52036374,3.29295279,0.00864041,0.12209127,0.42852889,0.95363510,0.46137034,0.00000000
-5.60380190,4.73444984,0.51707539,3.27972618,0.00870436,0.12155338,0.43193937,0.98417806,0.45967557,0.00000000
-5.59779890,4.73661195,0.51226986,3.25675786,0.00872075,0.12070332,0.43396015,1.01242189,0.45681509,0.00000000
-5.59179590,4.72572648,0.50620064,3.22438141,0.00869170,0.11958992,0.43464949,1.03812917,0.45294868,0.00000000
-5.58579290,4.70236636,0.49916581,3.18313519,0.00862055,0.11827016,0.43409273,1.06111061,0.44826462,0.00000000
-5.57978989,4.66738078,0.49149989,3.13375432,0.00851175,0.11680767,0.43240023,1.08123210,0.44297479,0.00000000
-5.57378689,4.62187783,0.48356393,3.07715514,0.00837071,0.11527072,0.42970451,1.09842010,0.43730882,0.00000000
-5.56778389,4.56719766,0.47573444,3.01441291,0.00820369,0.11373014,0.42615678,1.11266522,0.43150742,0.00000000
-5.56178089,4.50487676,0.46839119,2.94673345,0.00801759,0.11225691,0.42192289,1.12402339,0.42581513,0.00000000
-5.55577789,4.43660476,0.46190461,2.87541993,0.00781970,0.11091978,0.41717882,1.13261458,0.42047249,0.00000000
-5.54977489,4.36417507,0.45662302,2.80183614,0.00761754,0.10978282,0.41210570,1.13861880,0.41570827,0.00000000
-5.54377189,4.28943113,0.45286019,2.72736769,0.00741855,0.10890301,0.40688464,1.14226941,0.41173152,0.00000000
-5.53776888,4.21421035,0.45088378,2.65338280,0.00722991,0.10832809,0.40169146,1.14384388,0.40872421,0.00000000
-5.53176588,4.14028771,0.45090492,2.58119405,0.00705827,0.10809461,0.39669140,1.14365240,0.40683438,0.00000000
-5.52576288,4.06932126,0.45306957,2.51202253,0.00690960,0.10822633,0.39203413,1.14202469,0.40617022,0.00000000
-5.51975988,4.00280149,0.45745172,2.44696582,0.00678895,0.10873300,0.38784914,1.13929568,0.40679536,0.00000000
-5.51375688,3.94200664,0.46404907,2.38697066,0.00670033,0.10960971,0.38424168,1.13579068,0.40872551,0.00000000
-5.50775388,3.88796554,0.47278111,2.33281123,0.00664660,0.11083661,0.38128958,1.13181090,0.41192669,0.00000000
-5.50175088,3.84142946,0.48348993,2.28507362,0.00662940,0.11237930,0.37904082,1.12761997,0.41631520,0.00000000
-5.49574787,3.80285397,0.49594375,2.24414671,0.00664909,0.11418968,0.37751237,1.12343231,0.42175936,0.00000000
-5.48974487,3.77239165,0.50984311,2.21021954,0.00670481,0.11620739,0.37668998,1.11940387,0.42808310,0.00000000
-5.48374187,3.74989555,0.52482961,2.18328501,0.00679448,0.11836168,0.37652932,1.11562601,0.43507123,0.00000000
-5.47773887,3.73493369,0.54049689,2.16314937,0.00691493,0.12057379,0.37695824,1.11212263,0.44247642,0.00000000
-5.47173587,3.72681353,0.55640362,2.14944717,0.00706201,0.12275967,0.37788024,1.10885097,0.45002747,0.00000000
-5.46573287,3.72461580,0.57208791,2.14166067,0.00723074,0.12483290,0.37917896,1.10570599,0.45743885,0.00000000
-5.45972986,3.72723621,0.58708286,2.13914326,0.00741549,0.12670788,0.38072356,1.10252812,0.46442095,0.00000000
-5.45372686,3.73343341,0.60093244,2.14114578,0.00761018,0.12830297,0.38237471,1.09911408,0.47069075,0.00000000
-5.44772386,3.74188153,0.61320738,2.14684505,0.00780848,0.12954366,0.38399115,1.09523014,0.47598262,0.00000000
-5.44172086,3.75122526,0.62352028,2.15537369,0.00800400,0.13036537,0.38543621,1.09062717,0.48005858,0.00000000
-5.43571786,3.76013547,0.63153950,2.16585039,0.00819052,0.13071614,0.38658430,1.08505669,0.48271783,0.00000000
-5.42971486,3.76736335,0.63700115,2.17740985,0.00836215,0.13055871,0.38732690,1.07828718,0.48380505,0.00000000
-5.42371186,3.77179123,0.63971888,2.18923161,0.00851351,0.12987224,0.38757788,1.07011966,0.48321718,0.00000000
-5.41770885,3.77247812,0.63959096,2.20056694,0.00863990,0.12865334,0.38727776,1.06040198,0.48090829,0.00000000
-5.41170585,3.76869853,0.63660442,2.21076320,0.00873740,0.12691656,0.38639686,1.04904092,0.47689249,0.00000000
-5.40570285,3.75997309,0.63083608,2.21928491,0.00880300,0.12469414,0.38493714,1.03601158,0.47124455,0.00000000
-5.39969985,3.74608992,0.62245042,2.22573098,0.00883461,0.12203528,0.38293256,1.02136379,0.46409839,0.00000000
-5.39369685,3.72711595,0.61169438,2.22984737,0.00883116,0.11900458,0.38044803,1.00522490,0.45564330,0.00000000
-5.38769385,3.70339768,0.59888931,2.23153490,0.00879256,0.11568015,0.37757698,0.98779920,0.44611811,0.00000000
-5.38169085,3.67555121,0.58442033,2.23085159,0.00871971,0.11215108,0.37443760,0.96936373,0.43580353,0.00000000
-5.37568784,3.64444185,0.56872356,2.22800943,0.00861440,0.10851458,0.37116795,0.95026075,0.42501289,0.00000000
-5.36968484,3.61115365,0.55227157,2.22336526,0.00847927,0.10487289,0.36792013,0.93088727,0.41408159,0.00000000
-5.36368184,3.57694985,0.53555779,2.21740601,0.00831773,0.10132991,0.36485379,0.91168191,0.40335572,0.00000000
-5.35767884,3.54322543,0.51908022,2.21072838,0.00813376,0.09798782,0.36212917,0.89310966,0.39318018,0.00000000
-5.35167584,3.51145323,0.50332508,2.20401364,0.00793187,0.09494383,0.35990010,0.87564518,0.38388670,0.00000000
-5.34567284,3.48312538,0.48875102,2.19799811,0.00771691,0.09228696,0.35830703,0.85975519,0.37578226,0.00000000
-5.33966983,3.45969219,0.47577425,2.19344042,0.00749392,0.09009519,0.35747064,0.84588064,0.36913820,0.00000000
-5.33366683,3.44250066,0.46475530,2.19108670,0.00726800,0.08843291,0.35748602,0.83441931,0.36418053,0.00000000
-5.32766383,3.43273490,0.45598753,2.19163510,0.00704416,0.08734885,0.35841783,0.82570940,0.36108155,0.00000000
-5.32166083,3.43136099,0.44968801,2.19570109,0.00682717,0.08687446,0.36029659,0.82001496,0.35995343,0.00000000
-5.31565783,3.43907855,0.44599092,2.20378524,0.00662148,0.08702285,0.36311621,0.81751336,0.36084353,0.00000000
-5.30965483,3.45628124,0.44494360,2.21624494,0.00643104,0.08778831,0.36683290,0.81828566,0.36373210,0.00000000
-5.30365183,3.48302823,0.44650548,2.23327159,0.00625929,0.08914640,0.37136546,0.82231010,0.36853208,0.00000000
-5.29764882,3.51902820,0.45054988,2.25487447,0.00610907,0.09105462,0.37659704,0.82945905,0.37509128,0.00000000
-5.29164582,3.56363697,0.45686857,2.28087252,0.00598257,0.09345364,0.38237822,0.83949976,0.38319680,0.00000000
-5.28564282,3.61586958,0.46517890,2.31089438,0.00588137,0.09626906,0.38853132,0.85209892,0.39258160,0.00000000
-5.27963982,3.67442653,0.47513341,2.34438727,0.00580643,0.09941361,0.39485586,0.86683095,0.40293295,0.00000000
-5.27363682,3.73773379,0.48633148,2.38063444,0.00575818,0.10278981,0.40113481,0.88318999,0.41390259,0.00000000
-5.26763382,3.80399515,0.49833262,2.41878053,0.00573656,0.10629283,0.40714161,0.90060512,0.42511822,0.00000000
-5.26163082,3.87125496,0.51067105,2.45786393,0.00574120,0.10981370,0.41264750,0.91845841,0.43619589,0.00000000
-5.25562781,3.93746885,0.52287099,2.49685460,0.00577148,0.11324255,0.41742898,0.93610514,0.44675280,0.00000000
-5.24962481,4.00057946,0.53446212,2.53469573,0.00582675,0.11647189,0.42127516,0.95289557,0.45642025,0.00000000
-5.24362181,4.05859380,0.54499479,2.57034711,0.00590641,0.11939980,0.42399454,0.96819723,0.46485593,0.00000000
-5.23761881,4.10965898,0.55405424,2.60282826,0.00601011,0.12193290,0.42542125,0.98141707,0.47175534,0.00000000
-5.23161581,4.15213275,0.56127346,2.63125908,0.00613789,0.12398901,0.42542024,0.99202243,0.47686179,0.00000000
-5.22561281,4.18464568,0.56634430,2.65489608,0.00629028,0.12549940,0.42389141,0.99955996,0.47997454,0.00000000
-5.21960980,4.20615209,0.56902621,2.67316231,0.00646841,0.12641066,0.42077246,1.00367171,0.48095486,0.00000000
-5.21360680,4.21596748,0.56915253,2.68566976,0.00667410,0.12668590,0.41604048,1.00410763,0.47972975,0.00000000
-5.20760380,4.21379068,0.56663413,2.69223278,0.00690984,0.12630551,0.40971213,1.00073399,0.47629314,0.00000000
-5.20160080,4.19970989,0.56146014,2.69287239,0.00717879,0.12526733,0.40184249,0.99353724,0.47070464,0.00000000
-5.19559780,4.17419249,0.55369606,2.68781101,0.00748471,0.12358622,0.39252279,0.98262328,0.46308590,0.00000000
-5.18959480,4.13805933,0.54347923,2.67745826,0.00783184,0.12129313,0.38187700,0.96821209,0.45361476,0.00000000
-5.18359180,4.09244491,0.53101207,2.66238858,0.00822475,0.11843373,0.37005750,0.95062800,0.44251752,0.00000000
-5.17758879,4.03874583,0.51655328,2.64331204,0.00866811,0.11506660,0.35724020,0.93028622,0.43005980,0.00000000
-5.17158579,3.97855993,0.50040762,2.62103994,0.00916649,0.11126113,0.34361909,0.90767609,0.41653620,0.00000000
-5.16558279,3.91361946,0.48291458,2.59644708,0.00972411,0.10709521,0.32940071,0.88334208,0.40225951,0.00000000
-5.15957979,3.84572165,0.46443660,2.57043264,0.01034455,0.10265275,0.31479858,0.85786326,0.38754979,0.00000000
-5.15357679,3.77665984,0.44534721,2.54388182,0.01103051,0.09802125,0.30002798,0.83183246,0.37272382,0.00000000
-5.14757379,3.70815873,0.42601963,2.51762991,0.01178357,0.09328934,0.28530108,0.80583579,0.35808545,0.00000000
-5.14157079,3.64181635,0.40681626,2.49243081,0.01260399,0.08854458,0.27082273,0.78043374,0.34391703,0.00000000
-5.13556778,3.57905542,0.38807941,2.46893108,0.01349052,0.08387135,0.25678695,0.75614444,0.33047248,0.00000000
-5.12956478,3.52108586,0.37012354,2.44765079,0.01444029,0.07934915,0.24337419,0.73342983,0.31797194,0.00000000
-5.12356178,3.46887958,0.35322913,2.42897173,0.01544876,0.07505105,0.23074933,0.71268534,0.30659832,0.00000000
-5.11755878,3.42315804,0.33763846,2.41313316,0.01650971,0.07104265,0.21906048,0.69423309,0.29649563,0.00000000
-5.11155578,3.38439238,0.32355305,2.40023486,0.01761531,0.06738123,0.20843846,0.67831897,0.28776908,0.00000000
-5.10555278,3.35281498,0.31113284,2.39024691,0.01875626,0.06411532,0.19899681,0.66511326,0.28048669,0.00000000
-5.09954977,3.32844116,0.30049687,2.38302511,0.01992197,0.06128450,0.19083232,0.65471463,0.27468232,0.00000000
-5.09354677,3.31109871,0.29172528,2.37833087,0.02110079,0.05891952,0.18402581,0.64715681,0.27035966,0.00000000
-5.08754377,3.30046313,0.28486230,2.37585397,0.02228029,0.05704264,0.17864309,0.64241757,0.26749698,0.00000000
-5.08154077,3.29609582,0.27991990,2.37523682,0.02344754,0.05566809,0.17473596,0.64042906,0.26605219,0.00000000
-5.07553777,3.29748277,0.27688198,2.37609841,0.02458941,0.05480266,0.17234305,0.64108894,0.26596793,0.00000000
-5.06953477,3.30407111,0.27570848,2.37805660,0.02569290,0.05444639,0.17149051,0.64427143,0.26717641,0.00000000
-5.06353177,3.31530146,0.27633949,2.38074747,0.02674539,0.05459321,0.17219232,0.64983764,0.26960364,0.00000000
-5.05752876,3.33063427,0.27869882,2.38384062,0.02773491,0.05523158,0.17445035,0.65764453,0.27317282,0.00000000
-5.05152576,3.34956880,0.28269709,2.38704967,0.02865035,0.05634505,0.17825407,0.66755213,0.27780692,0.00000000
-5.04552276,3.37165407,0.28823407,2.39013770,0.02948167,0.05791269,0.18357992,0.67942842,0.28343006,0.00000000
-5.03951976,3.39649165,0.29520031,2.39291752,0.03021997,0.05990947,0.19039048,0.69315210,0.28996806,0.00000000
-5.03351676,3.42373077,0.30347799,2.39524716,0.03085762,0.06230644,0.19863354,0.70861283,0.29734785,0.00000000
-5.02751376,3.45305675,0.31294123,2.39702130,0.03138832,0.06507093,0.20824114,0.72570939,0.30549618,0.00000000
-5.02151076,3.48417426,0.32345576,2.39815951,0.03180706,0.06816658,0.21912872,0.74434599,0.31433764,0.00000000
-5.01550775,3.51678714,0.33487838,2.39859251,0.03211012,0.07155333,0.23119459,0.76442714,0.32379233,0.00000000
-5.00950475,3.55057686,0.34705624,2.39824768,0.03229505,0.07518746,0.24431978,0.78585160,0.33377329,0.00000000
-5.00350175,3.58518179,0.35982623,2.39703514,0.03236060,0.07902167,0.25836838,0.80850611,0.34418422,0.00000000
-4.99749875,3.62017910,0.37301468,2.39483558,0.03230665,0.08300517,0.27318858,0.83225942,0.35491745,0.00000000
-4.99149575,3.65507134,0.38643764,2.39149095,0.03213420,0.08708398,0.28861419,0.85695715,0.36585261,0.00000000
-4.98549275,3.68927886,0.39990180,2.38679877,0.03184526,0.09120134,0.30446698,0.88241818,0.37685619,0.00000000
-4.97948974,3.72213939,0.41320617,2.38051077,0.03144287,0.09529835,0.32055952,0.90843280,0.38778193,0.00000000
-4.97348674,3.75291497,0.42614466,2.37233598,0.03093106,0.09931476,0.33669859,0.93476316,0.39847239,0.00000000
-4.96748374,3.78080648,0.43850949,2.36194818,0.03031481,0.10318993,0.35268899,0.96114590,0.40876155,0.00000000
-4.96148074,3.80497505,0.45009529,2.34899748,0.02960004,0.10686406,0.36833760,0.98729725,0.41847842,0.00000000
-4.95547774,3.82456927,0.46070387,2.33312519,0.02879360,0.11027942,0.38345746,1.01292031,0.42745147,0.00000000
-4.94947474,3.83875697,0.47014932,2.31398110,0.02790323,0.11338173,0.39787183,1.03771430,0.43551387,0.00000000
-4.94347174,3.84675951,0.47826335,2.29124223,0.02693754,0.11612160,0.41141785,1.06138524,0.44250910,0.00000000
-4.93746873,3.84788701,0.48490042,2.26463172,0.02590592,0.11845582,0.42394978,1.08365783,0.44829675,0.00000000
-4.93146573,3.84157217,0.48994255,2.23393681,0.02481843,0.12034866,0.43534161,1.10428761,0.45275828,0.00000000
-4.92546273,3.82740102,0.49330342,2.19902484,0.02368575,0.12177287,0.44548898,1.12307304,0.45580230,0.00000000
-4.91945973,3.80513883,0.49493166,2.15985617,0.02251896,0.12271057,0.45431024,1.13986675,0.45736929,0.00000000
-4.91345673,3.77474964,0.49481290,2.11649343,0.02132944,0.12315374,0.46174687,1.15458543,0.45743528,0.00000000
-4.90745373,3.73640855,0.49297076,2.06910649,0.02012862,0.12310444,0.46776303,1.16721776,0.45601450,0.00000000
-4.90145073,3.69050592,0.48946645,2.01797287,0.01892781,0.12257474,0.47234447,1.17782999,0.45316079,0.00000000
-4.89544772,3.63764347,0.48439711,1.96347367,0.01773797,0.12158620,0.47549697,1.18656886,0.44896754,0.00000000
-4.88944472,3.57862231,0.47789299,1.90608514,0.01656953,0.12016918,0.47724427,1.19366145,0.44356644,0.00000000
-4.88344172,3.51442371,0.47011350,1.84636653,0.01543215,0.11836176,0.47762581,1.19941221,0.43712475,0.00000000
-4.87743872,3.44618333,0.46124245,1.78494469,0.01433456,0.11620850,0.47669437,1.20419677,0.42984144,0.00000000
-4.87143572,3.37516015,0.45148258,1.72249626,0.01328443,0.11375902,0.47451373,1.20845303,0.42194223,0.00000000
-4.86543272,3.30270152,0.44104982,1.65972838,0.01228821,0.11106648,0.47115651,1.21266953,0.41367371,0.00000000
-4.85942971,3.23020547,0.43016730,1.59735861,0.01135108,0.10818608,0.46670231,1.21737157,0.40529685,0.00000000
-4.85342671,3.15908201,0.41905958,1.53609506,0.01047688,0.10517351,0.46123606,1.22310540,0.39708001,0.00000000
-4.84742371,3.09071439,0.40794712,1.47661731,0.00966814,0.10208363,0.45484678,1.23042097,0.38929171,0.00000000
-4.84142071,3.02642173,0.39704135,1.41955900,0.00892606,0.09896917,0.44762657,1.23985378,0.38219347,0.00000000
-4.83541771,2.96742395,0.38654029,1.36549230,0.00825063,0.09587971,0.43966988,1.25190619,0.37603282,0.00000000
-4.82941471,2.91480981,0.37662497,1.31491495,0.00764072,0.09286081,0.43107294,1.26702904,0.37103666,0.00000000
-4.82341171,2.86950882,0.36745642,1.26823984,0.00709414,0.08995334,0.42193327,1.28560384,0.36740520,0.00000000
-4.81740870,2.83226736,0.35917354,1.22578745,0.00660786,0.08719304,0.41234914,1.30792622,0.36530661,0.00000000
-4.81140570,2.80362956,0.35189146,1.18778095,0.00617812,0.08461024,0.40241903,1.33419125,0.36487237,0.00000000
-4.80540270,2.78392305,0.34570049,1.15434403,0.00580057,0.08222971,0.39224086,1.36448105,0.36619350,0.00000000
-4.79939970,2.77324982,0.34066551,1.12550118,0.00547045,0.08007065,0.38191109,1.39875526,0.36931776,0.00000000
-4.79339670,2.77148238,0.33682572,1.10118030,0.00518275,0.07814675,0.37152364,1.43684488,0.37424783,0.00000000
-4.78739370,2.77826521,0.33419458,1.08121736,0.00493232,0.07646630,0.36116863,1.47844992,0.38094039,0.00000000
-4.78139070,2.79302166,0.33276000,1.06536290,0.00471404,0.07503232,0.35093112,1.52314105,0.38930645,0.00000000
-4.77538769,2.81496643,0.33248470,1.05329021,0.00452294,0.07384273,0.34088973,1.57036579,0.39921256,0.00000000
-4.76938469,2.84312342,0.33330672,1.04460488,0.00435429,0.07289047,0.33111548,1.61945908,0.41048322,0.00000000
-4.76338169,2.87634907,0.33514017,1.03885563,0.00420374,0.07216370,0.32167077,1.66965847,0.42290438,0.00000000
-4.75737869,2.91336086,0.33787626,1.03554618,0.00406738,0.07164596,0.31260873,1.72012357,0.43622789,0.00000000
-4.75137569,2.95277075,0.34138474,1.03414794,0.00394182,0.07131640,0.30397297,1.76995956,0.45017713,0.00000000
-4.74537269,2.99312281,0.34551581,1.03411343,0.00382427,0.07115007,0.29579781,1.81824406,0.46445344,0.00000000
-4.73936968,3.03293460,0.35010261,1.03489008,0.00371261,0.07111827,0.28810907,1.86405677,0.47874347,0.00000000
-4.73336668,3.07074097,0.35496437,1.03593419,0.00360542,0.07118905,0.28092536,1.90651082,0.49272713,0.00000000
-4.72736368,3.10513939,0.35991025,1.03672483,0.00350201,0.07132783,0.27425991,1.94478487,0.50608615,0.00000000
-4.72136068,3.13483525,0.36474388,1.03677723,0.00340249,0.07149810,0.26812280,1.97815465,0.51851269,0.00000000
-4.71535768,3.15868562,0.36926850,1.03565547,0.00330779,0.07166232,0.26252351,2.00602282,0.52971817,0.00000000
-4.70935468,3.17573992,0.37329272,1.03298392,0.00321964,0.07178292,0.25747373,2.02794559,0.53944162,0.00000000
-4.70335168,3.18527570,0.37663650,1.02845721,0.00314062,0.07182332,0.25299008,2.04365518,0.54745746,0.00000000
-4.69734867,3.18682812,0.37913743,1.02184834,0.00307417,0.07174912,0.24909678,2.05307666,0.55358248,0.00000000
-4.69134567,3.18021158,0.38065687,1.01301464,0.00302454,0.07152919,0.24582801,2.05633839,0.55768145,0.00000000
-4.68534267,3.16553240,0.38108567,1.00190126,0.00299682,0.07113681,0.24322976,2.05377524,0.55967144,0.00000000
-4.67933967,3.14319168,0.38034941,0.98854224,0.00299687,0.07055063,0.24136108,2.04592413,0.55952442,0.00000000
-4.67333667,3.11387790,0.37841258,0.97305880,0.00303132,0.06975552,0.24029467,2.03351169,0.55726811,0.00000000
-4.66733367,3.07854917,0.37528178,0.95565521,0.00310745,0.06874328,0.24011654,2.01743440,0.55298499,0.00000000
-4.66133067,3.03840568,0.37100752,0.93661208,0.00323317,0.06751300,0.24092493,1.99873144,0.54680948,0.00000000
-4.65532766,2.99485307,0.36568456,0.91627760,0.00341687,0.06607129,0.24282834,1.97855149,0.53892346,0.00000000
-4.64932466,2.94945808,0.35945080,0.89505682,0.00366731,0.06443213,0.24594275,1.95811428,0.52955020,0.00000000
-4.64332166,2.90389814,0.35248456,0.87339950,0.00399342,0.06261653,0.25038809,1.93866863,0.51894704,0.00000000
