energy_ev,total_up,Ag_p_up,Ag_d_up,Hf_p_up,Hf_d_up,N_s_up,N_p_up,Te_p_up,Te_d_up
-5.18359180,2.43656936,2.38477722,0.47666494,1.62276388,0.38619460,0.00267803,0.44026126,0.94006351,0.00000000
-5.17758879,2.50024622,2.42708124,0.49245048,1.66078229,0.39723219,0.00284884,0.44799146,0.96423764,0.00000000
-5.17158579,2.55223862,2.45434569,0.50574101,1.69077866,0.40667659,0.00301302,0.45468830,0.98273398,0.00000000
-5.16558279,2.59153654,2.46599600,0.51626256,1.71218819,0.41434547,0.00316770,0.46026017,0.99517723,0.00000000
-5.15957979,2.61739621,2.46177779,0.52379502,1.72464094,0.42009392,0.00331006,0.46464953,1.00131315,0.00000000
-5.15357679,2.62935978,2.44176541,0.52817819,1.72797028,0.42381831,0.00343738,0.46783331,1.00101636,0.00000000
-5.14757379,2.62726521,2.40635893,0.52931599,1.72221394,0.42545873,0.00354714,0.46982170,0.99429387,0.00000000
-5.14157079,2.61124584,2.35627002,0.52717859,1.70760741,0.42499999,0.00363710,0.47065543,0.98128413,0.00000000
-5.13556778,2.58171981,2.29249719,0.52180247,1.68457037,0.42247095,0.00370537,0.47040159,0.96225170,0.00000000
-5.12956478,2.53936994,2.21629169,0.51328844,1.65368666,0.41794238,0.00375043,0.46914842,0.93757778,0.00000000
-5.12356178,2.48511496,2.12911562,0.50179760,1.61567901,0.41152345,0.00377124,0.46699906,0.90774702,0.00000000
-5.11755878,2.42007374,2.03259428,0.48754555,1.57137981,0.40335692,0.00376723,0.46406491,0.87333129,0.00000000
-5.11155578,2.34552408,1.92846484,0.47079516,1.52169921,0.39361343,0.00373833,0.46045874,0.83497116,0.00000000
-5.10555278,2.26285810,1.81852358,0.45184801,1.46759233,0.38248503,0.00368502,0.45628804,0.79335581,0.00000000
-5.09954977,2.17353624,1.70457405,0.43103516,1.41002684,0.37017839,0.00360822,0.45164902,0.74920239,0.00000000
-5.09354677,2.07904190,1.58837804,0.40870741,1.34995252,0.35690788,0.00350936,0.44662147,0.70323547,0.00000000
-5.08754377,1.98083860,1.47161129,0.38522555,1.28827396,0.34288894,0.00339029,0.44126489,0.65616769,0.00000000
-5.08154077,1.88033142,1.35582535,0.36095092,1.22582740,0.32833191,0.00325321,0.43561599,0.60868194,0.00000000
-5.07553777,1.77883389,1.24241677,0.33623670,1.16336254,0.31343668,0.00310063,0.42968774,0.56141598,0.00000000
-5.06953477,1.67754157,1.13260416,0.31142009,1.10152965,0.29838824,0.00293529,0.42346999,0.51494974,0.00000000
-5.06353177,1.57751277,1.02741356,0.28681569,1.04087223,0.28335334,0.00276007,0.41693154,0.46979567,0.00000000
-5.05752876,1.47965670,0.92767172,0.26271023,0.98182496,0.26847828,0.00257793,0.41002358,0.42639223,0.00000000
-5.05152576,1.38472882,0.83400712,0.23935862,0.92471660,0.25388781,0.00239181,0.40268424,0.38510050,0.00000000
-5.04552276,1.29333298,0.74685764,0.21698157,0.86977715,0.23968515,0.00220459,0.39484392,0.34620379,0.00000000
-5.03951976,1.20592943,0.66648407,0.19576442,0.81714851,0.22595297,0.00201899,0.38643115,0.30990986,0.00000000
-5.03351676,1.12284774,0.59298825,0.17585739,0.76689776,0.21275513,0.00183758,0.37737863,0.27635548,0.00000000
-5.02751376,1.04430349,0.52633460,0.15737680,0.71903197,0.20013913,0.00166266,0.36762901,0.24561293,0.00000000
-5.02151076,0.97041740,0.46637375,0.14040735,0.67351386,0.18813893,0.00149634,0.35714022,0.21769778,0.00000000
-5.01550775,0.90123576,0.41286726,0.12500504,0.63027714,0.17677795,0.00134043,0.34589003,0.19257773,0.00000000
-5.00950475,0.83675090,0.36551212,0.11120064,0.58924108,0.16607217,0.00119649,0.33387951,0.17018180,0.00000000
-5.00350175,0.77692077,0.32396432,0.09900344,0.55032341,0.15603300,0.00106587,0.32113546,0.15040965,0.00000000
-4.99749875,0.72168665,0.28786055,0.08840508,0.51345122,0.14666982,0.00094965,0.30771150,0.13314051,0.00000000
-4.99149575,0.67098831,0.25683744,0.07938335,0.47856954,0.13799209,0.00084878,0.29368794,0.11824150,0.00000000
-4.98549275,0.62477619,0.23054801,0.07190564,0.44564739,0.13001097,0.00076402,0.27917040,0.10557495,0.00000000
-4.97948974,0.58302028,0.20867493,0.06593214,0.41468137,0.12274024,0.00069601,0.26428739,0.09500477,0.00000000
-4.97348674,0.54571553,0.19094051,0.06141843,0.38569679,0.11619675,0.00064534,0.24918690,0.08640147,0.00000000
-4.96748374,0.51288404,0.17711336,0.05831761,0.35874666,0.11040022,0.00061254,0.23403225,0.07964604,0.00000000
-4.96148074,0.48457394,0.16701185,0.05658185,0.33390874,0.10537257,0.00059812,0.21899740,0.07463241,0.00000000
-4.95547774,0.46085566,0.16050452,0.05616330,0.31128104,0.10113678,0.00060259,0.20426197,0.07126884,0.00000000
-4.94947474,0.44181560,0.15750761,0.05701447,0.29097608,0.09771541,0.00062650,0.19000610,0.06947803,0.00000000
-4.94347174,0.42754792,0.15798007,0.05908806,0.27311423,0.09512885,0.00067038,0.17640544,0.06919623,0.00000000
-4.93746873,0.41814482,0.16191623,0.06233634,0.25781658,0.09339348,0.00073478,0.16362641,0.07037145,0.00000000
-4.93146573,0.41368575,0.16933659,0.06671010,0.24519745,0.09251974,0.00082020,0.15182177,0.07296086,0.00000000
-4.92546273,0.41422614,0.18027693,0.07215732,0.23535701,0.09251028,0.00092712,0.14112683,0.07692759,0.00000000
-4.91945973,0.41978601,0.19477634,0.07862162,0.22837413,0.09335828,0.00105587,0.13165608,0.08223708,0.00000000
-4.91345673,0.43033890,0.21286433,0.08604056,0.22429965,0.09504596,0.00120664,0.12350063,0.08885314,0.00000000
-4.90745373,0.44580167,0.23454765,0.09434404,0.22315036,0.09754345,0.00137940,0.11672610,0.09673396,0.00000000
-4.90145073,0.46602533,0.25979723,0.10345267,0.22490371,0.10080792,0.00157381,0.11137126,0.10582811,0.00000000
-4.89544772,0.49078758,0.28853573,0.11327642,0.22949355,0.10478320,0.00178920,0.10744731,0.11607084,0.00000000
-4.88944472,0.51978706,0.32062628,0.12371364,0.23680693,0.10939972,0.00202448,0.10493770,0.12738089,0.00000000
-4.88344172,0.55264005,0.35586282,0.13465033,0.24668203,0.11457494,0.00227810,0.10379862,0.13965775,0.00000000
-4.87743872,0.58887948,0.39396277,0.14596005,0.25890761,0.12021420,0.00254801,0.10395994,0.15277979,0.00000000
-4.87143572,0.62795686,0.43456226,0.15750426,0.27322371,0.12621195,0.00283165,0.10532682,0.16660325,0.00000000
-4.86543272,0.66924711,0.47721454,0.16913335,0.28932406,0.13245350,0.00312591,0.10778175,0.18096227,0.00000000
-4.85942971,0.71205644,0.52139183,0.18068821,0.30685993,0.13881704,0.00342721,0.11118716,0.19566998,0.00000000
-4.85342671,0.75563334,0.56649079,0.19200247,0.32544565,0.14517608,0.00373147,0.11538842,0.21052073,0.00000000
-4.84742371,0.79918249,0.61184172,0.20290533,0.34466573,0.15140216,0.00403424,0.12021737,0.22529349,0.00000000
-4.84142071,0.84188144,0.65672136,0.21322488,0.36408329,0.15736783,0.00433075,0.12549624,0.23975626,0.00000000
-4.83541771,0.88289960,0.70036906,0.22279192,0.38324987,0.16294978,0.00461602,0.13104181,0.25367153,0.00000000
-4.82941471,0.92141911,0.74200569,0.23144405,0.40171626,0.16803206,0.00488503,0.13666998,0.26680247,0.00000000
-4.82341171,0.95665689,0.78085493,0.23903002,0.41904392,0.17250934,0.00513279,0.14220035,0.27891978,0.00000000
-4.81740870,0.98788717,0.81616586,0.24541405,0.43481686,0.17629006,0.00535455,0.14746093,0.28980878,0.00000000
-4.81140570,1.01446364,0.84723615,0.25048005,0.44865330,0.17929932,0.00554589,0.15229267,0.29927662,0.00000000
-4.80540270,1.03584029,0.87343478,0.25413550,0.46021679,0.18148156,0.00570293,0.15655380,0.30715923,0.00000000
-4.79939970,1.05159014,0.89422332,0.25631484,0.46922633,0.18280278,0.00582239,0.16012368,0.31332759,0.00000000
-4.79339670,1.06142103,0.90917481,0.25698225,0.47546500,0.18325220,0.00590177,0.16290614,0.31769322,0.00000000
-4.78739370,1.06518749,0.91798927,0.25613362,0.47878668,0.18284343,0.00593938,0.16483206,0.32021246,0.00000000
-4.78139070,1.06289846,0.92050535,0.25379760,0.47912064,0.18161493,0.00593443,0.16586117,0.32088928,0.00000000
-4.77538769,1.05472002,0.91670719,0.25003577,0.47647364,0.17962971,0.00588706,0.16598287,0.31977669,0.00000000
-4.76938469,1.04097314,0.90672654,0.24494176,0.47092956,0.17697438,0.00579834,0.16521607,0.31697624,0.00000000
-4.76338169,1.02212634,0.89083981,0.23863941,0.46264634,0.17375747,0.00567022,0.16360805,0.31263604,0.00000000
-4.75737869,0.99878354,0.86946029,0.23128012,0.45185062,0.17010700,0.00550549,0.16123233,0.30694696,0.00000000
-4.75137569,0.97166742,0.84312587,0.22303928,0.43883004,0.16616751,0.00530765,0.15818565,0.30013739,0.00000000
-4.74537269,0.94159905,0.81248291,0.21411214,0.42392372,0.16209656,0.00508084,0.15458411,0.29246664,0.00000000
-4.73936968,0.90947458,0.77826705,0.20470912,0.40751128,0.15806074,0.00482971,0.15055872,0.28421730,0.00000000
-4.73336668,0.87623988,0.74128169,0.19505092,0.39000083,0.15423156,0.00455926,0.14625050,0.27568679,0.00000000
-4.72736368,0.84286419,0.70237523,0.18536339,0.37181654,0.15078106,0.00427468,0.14180522,0.26717860,0.00000000
-4.72136068,0.81031377,0.66241800,0.17587259,0.35338622,0.14787756,0.00398129,0.13736821,0.25899333,0.00000000
-4.71535768,0.77952658,0.62227971,0.16680000,0.33512955,0.14568156,0.00368432,0.13307928,0.25142018,0.00000000
-4.70935468,0.75138899,0.58280829,0.15835823,0.31744718,0.14434196,0.00338889,0.12906800,0.24472892,0.00000000
-4.70335168,0.72671512,0.54481089,0.15074715,0.30071138,0.14399270,0.00309984,0.12544954,0.23916289,0.00000000
-4.69734867,0.70622959,0.50903733,0.14415068,0.28525827,0.14475000,0.00282170,0.12232129,0.23493304,0.00000000
-4.69134567,0.69055416,0.47616661,0.13873413,0.27138202,0.14671020,0.00255868,0.11976017,0.23221347,0.00000000
-4.68534267,0.68019829,0.44679652,0.13464232,0.25933099,0.14994818,0.00231457,0.11782107,0.23113829,0.00000000
-4.67933967,0.67555390,0.42143635,0.13199814,0.24930592,0.15451658,0.00209282,0.11653604,0.23180007,0.00000000
-4.67333667,0.67689405,0.40050264,0.13090175,0.24145994,0.16044555,0.00189655,0.11591463,0.23424981,0.00000000
-4.66733367,0.68437520,0.38431770,0.13143026,0.23590034,0.16774307,0.00172856,0.11594505,0.23849828,0.00000000
-4.66133067,0.69804270,0.37311057,0.13363772,0.23269177,0.17639585,0.00159147,0.11659621,0.24451872,0.00000000
-4.65532766,0.71783881,0.36702001,0.13755536,0.23186061,0.18637052,0.00148772,0.11782047,0.25225058,0.00000000
-4.64932466,0.74361278,0.36609926,0.14319210,0.23340018,0.19761518,0.00141968,0.11955704,0.26160423,0.00000000
-4.64332166,0.77513211,0.37032210,0.15053501,0.23727637,0.21006103,0.00138976,0.12173570,0.27246624,0.00000000
