energy_ev,total_up,Hf_p_up,Hf_d_up,N_s_up,N_p_up,Ni_p_up,Ni_d_up,Te_p_up,Te_d_up
-5.35167584,3.92427683,3.37812456,0.70335593,0.00361856,1.33256421,1.16449561,0.66646134,1.33387266,0.00000000
-5.34567284,3.83818607,3.29990278,0.68198133,0.00349964,1.30123993,1.13932445,0.66299365,1.30636460,0.00000000
-5.33966983,3.74543393,3.21241998,0.65933993,0.00336946,1.26689709,1.11074250,0.66064329,1.27642168,0.00000000
-5.33366683,3.64771423,3.11696108,0.63575005,0.00322988,1.23004809,1.07920873,0.65978581,1.24466511,0.00000000
-5.32766383,3.54677482,3.01484906,0.61153479,0.00308281,1.19121991,1.04521605,0.66081021,1.21174501,0.00000000
-5.32166083,3.44437633,2.90741579,0.58701443,0.00293013,1.15094201,1.00927876,0.66410997,1.17832421,0.00000000
-5.31565783,3.34225250,2.79597591,0.56249918,0.00277367,1.10973504,0.97192001,0.67007332,1.14506206,0.00000000
-5.30965483,3.24207271,2.68180443,0.53828267,0.00261517,1.06810076,0.93365975,0.67907316,1.11259885,0.00000000
-5.30365183,3.14540786,2.56611847,0.51463626,0.00245622,1.02651325,0.89500328,0.69145666,1.08154097,0.00000000
-5.29764882,3.05370013,2.45006313,0.49180433,0.00229827,0.98541181,0.85643092,0.70753472,1.05244747,0.00000000
-5.29164582,2.96823712,2.33470151,0.47000059,0.00214263,0.94519539,0.81838888,0.72757161,1.02581799,0.00000000
-5.28564282,2.89013067,2.22100839,0.44940548,0.00199041,0.90621866,0.78128159,0.75177484,1.00208257,0.00000000
-5.27963982,2.82030050,2.10986716,0.43016470,0.00184257,0.86878964,0.74546562,0.78028575,0.98159339,0.00000000
-5.27363682,2.75946280,2.00206935,0.41238862,0.00169991,0.83316871,0.71124511,0.81317091,0.96461851,0.00000000
-5.26763382,2.70812367,1.89831612,0.39615277,0.00156309,0.79956889,0.67886903,0.85041485,0.95133796,0.00000000
-5.26163082,2.66657736,1.79922110,0.38149916,0.00143261,0.76815721,0.64852990,0.89191444,0.94184197,0.00000000
-5.25562781,2.63490930,1.70531395,0.36843829,0.00130886,0.73905686,0.62036424,0.93747528,0.93613162,0.00000000
-5.24962481,2.61300370,1.61704426,0.35695184,0.00119215,0.71235012,0.59445440,0.98681052,0.93412177,0.00000000
-5.24362181,2.60055552,1.53478531,0.34699584,0.00108266,0.68808168,0.57083185,1.03954249,0.93564622,0.00000000
-5.23761881,2.59708676,1.45883762,0.33850425,0.00098052,0.66626232,0.54948158,1.09520735,0.94046513,0.00000000
-5.23161581,2.60196655,1.38943204,0.33139273,0.00088579,0.64687278,0.53034769,1.15326294,0.94827443,0.00000000
-5.22561281,2.61443486,1.32673251,0.32556263,0.00079849,0.62986762,0.51333966,1.21309991,0.95871710,0.00000000
-5.21960980,2.63362912,1.27083857,0.32090495,0.00071857,0.61517906,0.49833932,1.27405604,0.97139586,0.00000000
-5.21360680,2.65861337,1.22178776,0.31730421,0.00064598,0.60272072,0.48520822,1.33543326,0.98588714,0.00000000
-5.20760380,2.68840885,1.17955821,0.31464223,0.00058060,0.59239113,0.47379500,1.39651710,1.00175568,0.00000000
-5.20160080,2.72202537,1.14407160,0.31280153,0.00052232,0.58407709,0.46394273,1.45659773,1.01856939,0.00000000
-5.19559780,2.75849232,1.11519668,0.31166851,0.00047097,0.57765677,0.45549577,1.51499180,1.03591382,0.00000000
-5.18959480,2.79688827,1.09275348,0.31113612,0.00042636,0.57300258,0.44830603,1.57106408,1.05340576,0.00000000
-5.18359180,2.83636793,1.07651847,0.31110618,0.00038830,0.56998390,0.44223832,1.62424785,1.07070526,0.00000000
-5.17758879,2.87618547,1.06623042,0.31149113,0.00035654,0.56846950,0.43717466,1.67406300,1.08752566,0.00000000
-5.17158579,2.91571318,1.06159708,0.31221535,0.00033082,0.56832984,0.43301739,1.72013064,1.10364110,0.00000000
-5.16558279,2.95445442,1.06230246,0.31321588,0.00031086,0.56943912,0.42969090,1.76218356,1.11889104,0.00000000
-5.15957979,2.99205049,1.06801452,0.31444266,0.00029634,0.57167722,0.42714215,1.80007160,1.13318168,0.00000000
-5.15357679,3.02828076,1.07839280,0.31585829,0.00028691,0.57493130,0.42533969,1.83376144,1.14648403,0.00000000
-5.14757379,3.06305613,1.09309600,0.31743733,0.00028221,0.57909726,0.42427158,1.86333087,1.15882881,0.00000000
-5.14157079,3.09640602,1.11178874,0.31916506,0.00028184,0.58408087,0.42394207,1.88895727,1.17029829,0.00000000
-5.13556778,3.12845950,1.13414748,0.32103607,0.00028538,0.58979854,0.42436747,1.91090123,1.18101554,0.00000000
-5.12956478,3.15942143,1.15986510,0.32305236,0.00029240,0.59617775,0.42557125,1.92948567,1.19113166,0.00000000
-5.12356178,3.18954479,1.18865398,0.32522124,0.00030245,0.60315698,0.42757873,1.94507187,1.20081155,0.00000000
-5.11755878,3.21910069,1.22024726,0.32755315,0.00031506,0.61068516,0.43041168,1.95803357,1.21021907,0.00000000
-5.11155578,3.24834757,1.25439839,0.33005930,0.00032977,0.61872059,0.43408302,1.96873057,1.21950243,0.00000000
-5.10555278,3.27750126,1.29087881,0.33274930,0.00034611,0.62722931,0.43859197,1.97748346,1.22878048,0.00000000
-5.09954977,3.30670753,1.32947401,0.33562897,0.00036361,0.63618304,0.44391991,1.98455096,1.23813086,0.00000000
-5.09354677,3.33601859,1.36997818,0.33869821,0.00038185,0.64555655,0.45002713,1.99011107,1.24758045,0.00000000
-5.08754377,3.36537504,1.41218776,0.34194921,0.00040038,0.65532479,0.45685067,1.99424742,1.25709892,0.00000000
-5.08154077,3.39459398,1.45589441,0.34536495,0.00041882,0.66545976,0.46430340,1.99694153,1.26659553,0.00000000
-5.07553777,3.42336436,1.50087775,0.34891812,0.00043681,0.67592729,0.47227432,1.99807143,1.27591950,0.00000000
-5.06953477,3.45124957,1.54689846,0.35257051,0.00045405,0.68668400,0.48063010,1.99741686,1.28486389,0.00000000
-5.06353177,3.47769733,1.59369214,0.35627288,0.00047028,0.69767447,0.48921792,1.99467080,1.29317280,0.00000000
-5.05752876,3.50205635,1.64096442,0.35996540,0.00048530,0.70882897,0.49786924,1.98945644,1.30055144,0.00000000
-5.05152576,3.52359892,1.68838770,0.36357860,0.00049899,0.72006178,0.50640454,1.98134892,1.30667867,0.00000000
-5.04552276,3.54154821,1.73559962,0.36703484,0.00051128,0.73127025,0.51463874,1.96990037,1.31122115,0.00000000
-5.03951976,3.55510883,1.78220361,0.37025024,0.00052220,0.74233472,0.52238697,1.95466684,1.31384844,0.00000000
-5.03351676,3.56349917,1.82777138,0.37313699,0.00053183,0.75311937,0.52947065,1.93523571,1.31424835,0.00000000
-5.02751376,3.56598367,1.87184726,0.37560604,0.00054034,0.76347380,0.53572330,1.91125191,1.31214151,0.00000000
-5.02151076,3.56190362,1.91395427,0.37756985,0.00054800,0.77323555,0.54099613,1.88244163,1.30729471,0.00000000
-5.01550775,3.55070469,1.95360152,0.37894534,0.00055513,0.78223318,0.54516293,1.84863222,1.29953219,0.00000000
-5.00950475,3.53196020,1.99029263,0.37965668,0.00056213,0.79029000,0.54812427,1.80976724,1.28874442,0.00000000
-5.00350175,3.50538878,2.02353476,0.37963798,0.00056948,0.79722805,0.54981060,1.76591612,1.27489403,0.00000000
-4.99749875,3.47086602,2.05284797,0.37883558,0.00057772,0.80287232,0.55018435,1.71727784,1.25801862,0.00000000
-4.99149575,3.42842948,2.07777435,0.37721000,0.00058743,0.80705502,0.54924086,1.66417878,1.23823046,0.00000000
-4.98549275,3.37827725,2.09788690,0.37473730,0.00059927,0.80961959,0.54700805,1.60706481,1.21571317,0.00000000
-4.97948974,3.32076027,2.11279768,0.37140995,0.00061389,0.81042451,0.54354505,1.54648846,1.19071563,0.00000000
-4.97348674,3.25636914,2.12216526,0.36723704,0.00063199,0.80934663,0.53893963,1.48309161,1.16354341,0.00000000
-4.96748374,3.18571618,2.12570121,0.36224394,0.00065425,0.80628404,0.53330472,1.41758501,1.13454837,0.00000000
-4.96148074,3.10951386,2.12317571,0.35647131,0.00068135,0.80115843,0.52677414,1.35072542,1.10411664,0.00000000
-4.95547774,3.02855077,2.11442227,0.34997365,0.00071393,0.79391689,0.51949758,1.28329167,1.07265583,0.00000000
-4.94947474,2.94366617,2.09934149,0.34281734,0.00075253,0.78453313,0.51163522,1.21606070,1.04058183,0.00000000
-4.94347174,2.85572448,2.07790396,0.33507840,0.00079767,0.77300823,0.50335203,1.14978447,1.00830575,0.00000000
-4.93746873,2.76559054,2.05015225,0.32683988,0.00084969,0.75937086,0.49481208,1.08516886,0.97622153,0.00000000
-4.93146573,2.67410667,2.01620199,0.31818923,0.00090885,0.74367704,0.48617295,1.02285513,0.94469455,0.00000000
-4.92546273,2.58207231,1.97624194,0.30921558,0.00097522,0.72600945,0.47758050,0.96340464,0.91405176,0.00000000
-4.91945973,2.49022669,1.93053304,0.30000712,0.00104869,0.70647628,0.46916424,0.90728705,0.88457338,0.00000000
-4.91345673,2.39923497,1.87940614,0.29064863,0.00112897,0.68520971,0.46103328,0.85487249,0.85648656,0.00000000
-4.90745373,2.30967809,1.82325861,0.28121934,0.00121555,0.66236394,0.45327322,0.80642745,0.82996106,0.00000000
-4.90145073,2.22204630,1.76254944,0.27179110,0.00130769,0.63811280,0.44594392,0.76211450,0.80510706,0.00000000
-4.89544772,2.13673640,1.69779297,0.26242693,0.00140446,0.61264706,0.43907840,0.72199550,0.78197501,0.00000000
-4.88944472,2.05405233,1.62955125,0.25318003,0.00150468,0.58617123,0.43268268,0.68603801,0.76055761,0.00000000
-4.88344172,1.97420912,1.55842508,0.24409327,0.00160701,0.55890021,0.42673694,0.65412442,0.74079366,0.00000000
-4.87743872,1.89733951,1.48504392,0.23519908,0.00170992,0.53105561,0.42119758,0.62606343,0.72257380,0.00000000
-4.87143572,1.82350323,1.41005499,0.22651987,0.00181174,0.50286184,0.41600042,0.60160321,0.70574774,0.00000000
-4.86543272,1.75269817,1.33411179,0.21806875,0.00191073,0.47454232,0.41106483,0.58044586,0.69013293,0.00000000
-4.85942971,1.68487328,1.25786261,0.20985074,0.00200505,0.44631555,0.40629856,0.56226243,0.67552417,0.00000000
-4.85342671,1.61994241,1.18193917,0.20186423,0.00209292,0.41839145,0.40160322,0.54670816,0.66170402,0.00000000
-4.84742371,1.55779882,1.10694608,0.19410261,0.00217258,0.39096802,0.39688008,0.53343716,0.64845347,0.00000000
-4.84142071,1.49832966,1.03345130,0.18655619,0.00224238,0.36422832,0.39203604,0.52211630,0.63556266,0.00000000
-4.83541771,1.44142973,0.96197803,0.17921405,0.00230087,0.33833799,0.38698928,0.51243757,0.62284096,0.00000000
-4.82941471,1.38701425,0.89299819,0.17206592,0.00234680,0.31344332,0.38167465,0.50412866,0.61012631,0.00000000
-4.82341171,1.33502968,0.82692771,0.16510393,0.00237916,0.28966994,0.37604813,0.49696140,0.59729321,0.00000000
-4.81740870,1.28546234,0.76412357,0.15832407,0.00239729,0.26712203,0.37009046,0.49075763,0.58425904,0.00000000
-4.81140570,1.23834418,0.70488262,0.15172747,0.00240080,0.24588220,0.36380945,0.48539253,0.57098841,0.00000000
-4.80540270,1.19375543,0.64944189,0.14532119,0.00238967,0.22601183,0.35724099,0.48079517,0.55749540,0.00000000
-4.79939970,1.15182386,0.59798025,0.13911865,0.00236419,0.20755184,0.35044856,0.47694629,0.54384335,0.00000000
-4.79339670,1.11272049,0.55062112,0.13313963,0.00232498,0.19052385,0.34352125,0.47387365,0.53014237,0.00000000
-4.78739370,1.07665203,0.50743584,0.12740976,0.00227297,0.17493157,0.33657034,0.47164491,0.51654446,0.00000000
-4.78139070,1.04385013,0.46844749,0.12195962,0.00220933,0.16076236,0.32972458,0.47035864,0.50323657,0.00000000
-4.77538769,1.01455802,0.43363472,0.11682344,0.00213546,0.14798882,0.32312436,0.47013382,0.49043184,0.00000000
-4.76938469,0.98901517,0.40293557,0.11203745,0.00205291,0.13657040,0.31691503,0.47109836,0.47835935,0.00000000
-4.76338169,0.96744073,0.37625093,0.10763799,0.00196335,0.12645495,0.31123973,0.47337728,0.46725297,0.00000000
-4.75737869,0.95001660,0.35344757,0.10365951,0.00186850,0.11758018,0.30623211,0.47708103,0.45733966,0.00000000
-4.75137569,0.93687116,0.33436085,0.10013249,0.00177007,0.10987499,0.30200920,0.48229481,0.44882798,0.00000000
-4.74537269,0.92806444,0.31879693,0.09708140,0.00166971,0.10326069,0.29866493,0.48906909,0.44189714,0.00000000
-4.73936968,0.92357574,0.30653483,0.09452295,0.00156897,0.09765220,0.29626458,0.49741223,0.43668727,0.00000000
-4.73336668,0.92329445,0.29732833,0.09246448,0.00146923,0.09295915,0.29484043,0.50728518,0.43329123,0.00000000
-4.72736368,0.92701456,0.29090789,0.09090281,0.00137172,0.08908698,0.29438893,0.51859890,0.43174850,0.00000000
-4.72136068,0.93443340,0.28698289,0.08982348,0.00127746,0.08593807,0.29486942,0.53121436,0.43204122,0.00000000
-4.71535768,0.94515480,0.28524421,0.08920043,0.00118724,0.08341291,0.29620462,0.54494525,0.43409278,0.00000000
-4.70935468,0.95869648,0.28536737,0.08899626,0.00110167,0.08141139,0.29828271,0.55956323,0.43776876,0.00000000
-4.70335168,0.97450153,0.28701626,0.08916285,0.00102114,0.07983409,0.30096109,0.57480529,0.44288041,0.00000000
-4.69734867,0.99195347,0.28984758,0.08964258,0.00094584,0.07858368,0.30407143,0.59038306,0.44919019,0.00000000
-4.69134567,1.01039403,0.29351580,0.09036981,0.00087579,0.07756638,0.30742599,0.60599330,0.45641935,0.00000000
-4.68534267,1.02914312,0.29767876,0.09127283,0.00081089,0.07669343,0.31082465,0.62132916,0.46425707,0.00000000
-4.67933967,1.04751972,0.30200353,0.09227597,0.00075089,0.07588243,0.31406252,0.63609155,0.47237067,0.00000000
-4.67333667,1.06486295,0.30617255,0.09330188,0.00069549,0.07505874,0.31693772,0.65000008,0.48041656,0.00000000
-4.66733367,1.08055226,0.30988966,0.09427394,0.00064430,0.07415661,0.31925881,0.66280290,0.48805134,0.00000000
-4.66133067,1.09402578,0.31288594,0.09511851,0.00059691,0.07312018,0.32085186,0.67428511,0.49494266,0.00000000
-4.65532766,1.10479619,0.31492489,0.09576712,0.00055292,0.07190420,0.32156642,0.68427521,0.50077935,0.00000000
-4.64932466,1.11246330,0.31580698,0.09615844,0.00051192,0.07047447,0.32128062,0.69264941,0.50528048,0.00000000
-4.64332166,1.11672300,0.31537314,0.09623991,0.00047356,0.06880801,0.31990477,0.69933360,0.50820300,0.00000000
