energy_ev,total_up,total_down,N_s_up,N_s_down,N_p_up,N_p_down,Ni_p_up,Ni_p_down,Ni_d_up,Ni_d_down,Se_s_up,Se_s_down,Se_p_up,Se_p_down,Ti_p_up,Ti_p_down,Ti_d_up,Ti_d_down
-5.86793397,2.87144580,-2.87144580,0.00398525,-0.00398525,0.29422804,-0.29422804,1.49324731,-1.49324731,0.62888248,-0.62888248,0.01530133,-0.01530133,1.46939269,-1.46939269,0.79264298,-0.79264298,0.13926281,-0.13926281
-5.86193097,2.91022765,-2.91022765,0.00454980,-0.00454980,0.29926107,-0.29926107,1.51114785,-1.51114785,0.63643083,-0.63643083,0.01661716,-0.01661716,1.48785485,-1.48785485,0.79869800,-0.79869800,0.14234221,-0.14234221
-5.85592796,2.93822178,-2.93822178,0.00518758,-0.00518758,0.30286631,-0.30286631,1.52095579,-1.52095579,0.64229672,-0.64229672,0.01799776,-0.01799776,1.50096780,-1.50096780,0.80131936,-0.80131936,0.14506978,-0.14506978
-5.84992496,2.95544024,-2.95544024,0.00590151,-0.00590151,0.30502887,-0.30502887,1.52253862,-1.52253862,0.64653771,-0.64653771,0.01944021,-0.01944021,1.50874282,-1.50874282,0.80051626,-0.80051626,0.14745271,-0.14745271
-5.84392196,2.96209358,-2.96209358,0.00669322,-0.00669322,0.30576350,-0.30576350,1.51591594,-1.51591594,0.64924422,-0.64924421,0.02094034,-0.02094034,1.51128543,-1.51128543,0.79635972,-0.79635972,0.14950466,-0.14950466
-5.83791896,2.95858281,-2.95858281,0.00756283,-0.00756283,0.30511429,-0.30511429,1.50125983,-1.50125983,0.65053734,-0.65053734,0.02249249,-0.02249249,1.50879092,-1.50879092,0.78898057,-0.78898057,0.15124481,-0.15124481
-5.83191596,2.94548480,-2.94548480,0.00850870,-0.00850870,0.30315344,-0.30315344,1.47889048,-1.47889048,0.65056563,-0.65056563,0.02408927,-0.02408927,1.50153682,-1.50153682,0.77856564,-0.77856564,0.15269665,-0.15269665
-5.82591296,2.92353174,-2.92353174,0.00952719,-0.00952719,0.29997913,-0.29997913,1.44926724,-1.44926724,0.64950075,-0.64950075,0.02572138,-0.02572138,1.48987254,-1.48987254,0.76535223,-0.76535223,0.15388660,-0.15388660
-5.81990995,2.89358546,-2.89358546,0.01061258,-0.01061258,0.29571246,-0.29571246,1.41297543,-1.41297543,0.64753228,-0.64753228,0.02737750,-0.02737750,1.47420674,-1.47420674,0.74962108,-0.74962108,0.15484245,-0.15484245
-5.81390695,2.85660787,-2.85660787,0.01175689,-0.01175689,0.29049387,-0.29049387,1.37070942,-1.37070942,0.64486186,-0.64486186,0.02904418,-0.02904418,1.45499279,-1.45499279,0.73168805,-0.73168805,0.15559182,-0.15559182
-5.80790395,2.81362883,-2.81362883,0.01294989,-0.01294989,0.28447885,-0.28447885,1.32325273,-1.32325273,0.64169702,-0.64169702,0.03070583,-0.03070583,1.43271325,-1.43271325,0.71189503,-0.71189503,0.15616059,-0.15616059
-5.80190095,2.76571310,-2.76571310,0.01417914,-0.01417914,0.27783355,-0.27783355,1.27145596,-1.27145596,0.63824501,-0.63824501,0.03234486,-0.03234486,1.40786390,-1.40786390,0.69060022,-0.69060022,0.15657154,-0.15657154
-5.79589795,2.71392806,-2.71392806,0.01543012,-0.01543012,0.27073009,-0.27073009,1.21621341,-1.21621341,0.63470696,-0.63470695,0.03394182,-0.03394182,1.38093839,-1.38093839,0.66816843,-0.66816843,0.15684318,-0.15684318
-5.78989495,2.65931380,-2.65931380,0.01668644,-0.01668644,0.26334217,-0.26334217,1.15843953,-1.15843953,0.63127279,-0.63127279,0.03547574,-0.03547574,1.35241394,-1.35241394,0.64496171,-0.64496171,0.15698886,-0.15698886
-5.78389195,2.60285699,-2.60285699,0.01793016,-0.01793016,0.25584087,-0.25584087,1.09904595,-1.09904595,0.62811725,-0.62811725,0.03692453,-0.03692453,1.32273915,-1.32273915,0.62133068,-0.62133068,0.15701625,-0.15701625
-5.77788894,2.54546985,-2.54546985,0.01914215,-0.01914215,0.24839114,-0.24839114,1.03892007,-1.03892007,0.62539710,-0.62539710,0.03826543,-0.03826543,1.29232412,-1.29232412,0.59760696,-0.59760696,0.15692727,-0.15692727
-5.77188594,2.48797510,-2.48797510,0.02030260,-0.02030260,0.24114875,-0.24114875,0.97890595,-0.97890595,0.62324994,-0.62324994,0.03947567,-0.03947567,1.26153361,-1.26153361,0.57409689,-0.57409689,0.15671832,-0.15671832
-5.76588294,2.43109719,-2.43109719,0.02139147,-0.02139147,0.23425821,-0.23425821,0.91978815,-0.91978815,0.62179444,-0.62179444,0.04053304,-0.04053304,1.23068315,-1.23068315,0.55107684,-0.55107684,0.15638095,-0.15638095
-5.75987994,2.37546008,-2.37546008,0.02238910,-0.02238910,0.22785134,-0.22785134,0.86227877,-0.86227877,0.62113213,-0.62113213,0.04141666,-0.04141666,1.20003834,-1.20003834,0.52879000,-0.52879000,0.15590293,-0.15590293
-5.75387694,2.32159098,-2.32159098,0.02327677,-0.02327677,0.22204676,-0.22204676,0.80700814,-0.80700814,0.62135045,-0.62135045,0.04210756,-0.04210756,1.16981692,-1.16981692,0.50744482,-0.50744482,0.15526950,-0.15526950
-5.74787394,2.26992928,-2.26992928,0.02403725,-0.02403725,0.21695006,-0.21695006,0.75451901,-0.75451901,0.62252678,-0.62252678,0.04258945,-0.04258945,1.14019332,-1.14019332,0.48721481,-0.48721481,0.15446487,-0.15446487
-5.74187094,2.22083949,-2.22083949,0.02465537,-0.02465537,0.21265456,-0.21265456,0.70526413,-0.70526413,0.62473310,-0.62473310,0.04284928,-0.04284928,1.11130514,-1.11130514,0.46823972,-0.46823972,0.15347381,-0.15347381
-5.73586793,2.17462675,-2.17462674,0.02511850,-0.02511850,0.20924255,-0.20924255,0.65960684,-0.65960684,0.62804079,-0.62804079,0.04287779,-0.04287779,1.08326079,-1.08326079,0.45062752,-0.45062752,0.15228321,-0.15228321
-5.72986493,2.13155329,-2.13155329,0.02541696,-0.02541696,0.20678681,-0.20678681,0.61782427,-0.61782427,0.63252505,-0.63252505,0.04266991,-0.04266991,1.05614766,-1.05614766,0.43445727,-0.43445727,0.15088348,-0.15088348
-5.72386193,2.09185429,-2.09185429,0.02554438,-0.02554438,0.20535212,-0.20535212,0.58011255,-0.58011255,0.63826853,-0.63826853,0.04222506,-0.04222506,1.03003996,-1.03003996,0.41978216,-0.41978216,0.14926982,-0.14926982
-5.71785893,2.05575154,-2.05575154,0.02549786,-0.02549786,0.20499667,-0.20499667,0.54659340,-0.54659340,0.64536354,-0.64536354,0.04154724,-0.04154724,1.00500567,-1.00500567,0.40663273,-0.40663273,0.14744308,-0.14744308
-5.71185593,2.02346364,-2.02346363,0.02527810,-0.02527810,0.20577306,-0.20577306,0.51732153,-0.51732153,0.65391276,-0.65391276,0.04064503,-0.04064503,0.98111199,-0.98111199,0.39501982,-0.39501982,0.14541027,-0.14541027
-5.70585293,1.99521180,-1.99521180,0.02488939,-0.02488939,0.20772891,-0.20772891,0.49229228,-0.49229228,0.66402789,-0.66402788,0.03953139,-0.03953139,0.95842874,-0.95842874,0.38493707,-0.38493707,0.14318472,-0.14318472
-5.69984992,1.97122061,-1.97122061,0.02433943,-0.02433943,0.21090673,-0.21090673,0.47144900,-0.47144900,0.67582636,-0.67582636,0.03822329,-0.03822329,0.93702967,-0.93702967,0.37636284,-0.37636284,0.14078575,-0.14078575
-5.69384692,1.95171357,-1.95171357,0.02363909,-0.02363909,0.21534324,-0.21534324,0.45468981,-0.45468981,0.68942607,-0.68942606,0.03674126,-0.03674126,0.91699149,-0.91699149,0.36926144,-0.36926144,0.13823795,-0.13823795
-5.68784392,1.93690391,-1.93690391,0.02280203,-0.02280203,0.22106797,-0.22106797,0.44187349,-0.44187349,0.70493835,-0.70493835,0.03510874,-0.03510874,0.89839071,-0.89839071,0.36358368,-0.36358368,0.13557019,-0.13557019
-5.68184092,1.92698113,-1.92698113,0.02184427,-0.02184427,0.22810135,-0.22810135,0.43282427,-0.43282427,0.72245961,-0.72245961,0.03335142,-0.03335142,0.88129890,-0.88129890,0.35926694,-0.35926694,0.13281427,-0.13281427
-5.67583792,1.92209467,-1.92209467,0.02078366,-0.02078366,0.23645229,-0.23645229,0.42733576,-0.42733576,0.74206211,-0.74206211,0.03149648,-0.03149648,0.86577645,-0.86577645,0.35623472,-0.35623472,0.13000343,-0.13000343
-5.66983492,1.92233588,-1.92233587,0.01963932,-0.01963932,0.24611553,-0.24611553,0.42517385,-0.42517385,0.76378445,-0.76378444,0.02957182,-0.02957182,0.85186585,-0.85186585,0.35439604,-0.35439604,0.12717080,-0.12717080
-5.66383192,1.92771991,-1.92771991,0.01843110,-0.01843110,0.25706891,-0.25706891,0.42607900,-0.42607900,0.78762255,-0.78762255,0.02760528,-0.02760528,0.83958481,-0.83958481,0.35364485,-0.35364485,0.12434787,-0.12434787
-5.65782891,1.93816926,-1.93816926,0.01717894,-0.01717894,0.26927086,-0.26927086,0.42976813,-0.42976813,0.81352173,-0.81352172,0.02562390,-0.02562390,0.82892006,-0.82892006,0.35385974,-0.35385974,0.12156311,-0.12156311
-5.65182591,1.95350030,-1.95350030,0.01590242,-0.01590242,0.28265823,-0.28265823,0.43593634,-0.43593634,0.84137044,-0.84137044,0.02365331,-0.02365331,0.81982249,-0.81982249,0.35490413,-0.35490413,0.11884080,-0.11884080
-5.64582291,1.97341430,-1.97341430,0.01462020,-0.01462020,0.29714478,-0.29714478,0.44425889,-0.44425889,0.87099644,-0.87099644,0.02171708,-0.02171708,0.81220408,-0.81220408,0.35662723,-0.35662723,0.11620023,-0.11620023
-5.63981991,1.99749391,-1.99749390,0.01334962,-0.01334962,0.31262048,-0.31262048,0.45439367,-0.45439367,0.90216550,-0.90216549,0.01983633,-0.01983633,0.80593699,-0.80593699,0.35886575,-0.35886575,0.11365517,-0.11365517
-5.63381691,2.02520583,-2.02520583,0.01210634,-0.01210634,0.32895172,-0.32895172,0.46598428,-0.46598428,0.93458322,-0.93458322,0.01802932,-0.01802932,0.80085525,-0.80085525,0.36144670,-0.36144670,0.11121385,-0.11121385
-5.62781391,2.05590989,-2.05590989,0.01090407,-0.01090407,0.34598251,-0.34598251,0.47866404,-0.47866404,0.96789980,-0.96789979,0.01631126,-0.01631126,0.79675889,-0.79675889,0.36419095,-0.36419095,0.10887926,-0.10887926
-5.62181091,2.08887429,-2.08887429,0.00975443,-0.00975443,0.36353674,-0.36353674,0.49206082,-0.49206082,1.00171764,-1.00171764,0.01469419,-0.01469419,0.79342052,-0.79342052,0.36691778,-0.36691778,0.10664979,-0.10664979
-5.61580790,2.12329647,-2.12329646,0.00866679,-0.00866679,0.38142132,-0.38142132,0.50580274,-0.50580274,1.03560166,-1.03560165,0.01318700,-0.01318700,0.79059405,-0.79059405,0.36945010,-0.36945010,0.10452030,-0.10452030
-5.60980490,2.15832853,-2.15832852,0.00764832,-0.00764832,0.39943018,-0.39943018,0.51952453,-0.51952453,1.06909151,-1.06909151,0.01179554,-0.01179554,0.78802504,-0.78802504,0.37162016,-0.37162016,0.10248329,-0.10248329
-5.60380190,2.19310594,-2.19310593,0.00670401,-0.00670401,0.41734892,-0.41734892,0.53287445,-0.53287445,1.10171546,-1.10171545,0.01052279,-0.01052279,0.78546224,-0.78546224,0.37327547,-0.37327547,0.10053037,-0.10053037
-5.59779890,2.22677797,-2.22677797,0.00583683,-0.00583683,0.43495988,-0.43495988,0.54552137,-0.54552137,1.13300485,-1.13300484,0.00936919,-0.00936919,0.78266949,-0.78266949,0.37428471,-0.37428471,0.09865370,-0.09865370
-5.59179590,2.25853826,-2.25853825,0.00504789,-0.00504789,0.45204741,-0.45204741,0.55716170,-0.55716170,1.16250874,-1.16250874,0.00833290,-0.00833290,0.77943753,-0.77943753,0.37454323,-0.37454323,0.09684742,-0.09684742
-5.58579290,2.28765382,-2.28765382,0.00433663,-0.00433663,0.46840314,-0.46840314,0.56752598,-0.56752597,1.18980778,-1.18980778,0.00741019,-0.00741019,0.77559484,-0.77559483,0.37397785,-0.37397785,0.09510901,-0.09510901
-5.57978989,2.31349115,-2.31349114,0.00370112,-0.00370112,0.48383093,-0.48383092,0.57638456,-0.57638456,1.21452672,-1.21452672,0.00659580,-0.00659580,0.77101698,-0.77101698,0.37255072,-0.37255072,0.09344036,-0.09344036
-5.57378689,2.33553794,-2.33553794,0.00313824,-0.00313824,0.49815134,-0.49815134,0.58355237,-0.58355237,1.23634504,-1.23634504,0.00588329,-0.00588329,0.76563399,-0.76563399,0.37026200,-0.37026200,0.09184863,-0.09184863
-5.56778389,2.35341959,-2.35341958,0.00264397,-0.00264397,0.51120557,-0.51120557,0.58889226,-0.58889226,1.25500522,-1.25500522,0.00526542,-0.00526542,0.75943516,-0.75943516,0.36715109,-0.36715109,0.09034673,-0.09034673
-5.56178089,2.36690960,-2.36690959,0.00221365,-0.00221365,0.52285855,-0.52285855,0.59231693,-0.59231693,1.27031843,-1.27031843,0.00473445,-0.00473445,0.75247129,-0.75247129,0.36329647,-0.36329647,0.08895345,-0.08895345
-5.55577789,2.37593380,-2.37593380,0.00184215,-0.00184215,0.53300129,-0.53300129,0.59378931,-0.59378931,1.28216756,-1.28216756,0.00428243,-0.00428243,0.74485389,-0.74485389,0.35881391,-0.35881391,0.08769324,-0.08769324
-5.54977489,2.38056825,-2.38056825,0.00152412,-0.00152412,0.54155238,-0.54155238,0.59332137,-0.59332137,1.29050752,-1.29050752,0.00390144,-0.00390144,0.73675169,-0.73675169,0.35385323,-0.35385323,0.08659558,-0.08659558
-5.54377189,2.38103117,-2.38103117,0.00125414,-0.00125414,0.54845875,-0.54845875,0.59097143,-0.59097143,1.29536326,-1.29536326,0.00358380,-0.00358380,0.72838440,-0.72838440,0.34859366,-0.34859366,0.08569402,-0.08569402
-5.53776888,2.37766964,-2.37766964,0.00102688,-0.00102688,0.55369567,-0.55369567,0.58684015,-0.58684015,1.29682556,-1.29682556,0.00332221,-0.00332221,0.72001414,-0.72001414,0.34323796,-0.34323796,0.08502492,-0.08502492
-5.53176588,2.37094190,-2.37094190,0.00083721,-0.00083721,0.55726619,-0.55726619,0.58106542,-0.58106542,1.29504516,-1.29504516,0.00310988,-0.00310988,0.71193480,-0.71193480,0.33800547,-0.33800547,0.08462592,-0.08462592
-5.52576288,2.36139612,-2.36139612,0.00068029,-0.00068029,0.55920001,-0.55920001,0.57381633,-0.57381633,1.29022558,-1.29022558,0.00294058,-0.00294058,0.70446002,-0.70446002,0.33312449,-0.33312449,0.08453427,-0.08453427
-5.51975988,2.34964687,-2.34964687,0.00055162,-0.00055162,0.55955200,-0.55955200,0.56528657,-0.56528657,1.28261514,-1.28261514,0.00280865,-0.00280865,0.69791000,-0.69791000,0.32882413,-0.32882413,0.08478501,-0.08478501
-5.51375688,2.33635031,-2.33635031,0.00044711,-0.00044711,0.55840035,-0.55840035,0.55568754,-0.55568754,1.27249850,-1.27249850,0.00270908,-0.00270908,0.69259810,-0.69259810,0.32532598,-0.32532598,0.08540917,-0.08540917
-5.50775388,2.32217917,-2.32217917,0.00036308,-0.00036308,0.55584454,-0.55584454,0.54524146,-0.54524146,1.26018815,-1.26018815,0.00263738,-0.00263738,0.68881735,-0.68881735,0.32283593,-0.32283593,0.08643195,-0.08643195
-5.50175088,2.30779843,-2.30779844,0.00029624,-0.00029624,0.55200310,-0.55200310,0.53417465,-0.53417465,1.24601616,-1.24601616,0.00258964,-0.00258964,0.68682778,-0.68682778,0.32153642,-0.32153642,0.08787108,-0.08787108
-5.49574787,2.29384263,-2.29384263,0.00024372,-0.00024372,0.54701130,-0.54701130,0.52271138,-0.52271138,1.23032630,-1.23032630,0.00256239,-0.00256239,0.68684485,-0.68684485,0.32157936,-0.32157936,0.08973540,-0.08973540
-5.48974487,2.28089535,-2.28089536,0.00020302,-0.00020302,0.54101861,-0.54101861,0.51106834,-0.51106835,1.21346686,-1.21346686,0.00255260,-0.00255260,0.68902950,-0.68902950,0.32308005,-0.32308005,0.09202363,-0.09202363
-5.48374187,2.26947171,-2.26947171,0.00017198,-0.00017198,0.53418615,-0.53418615,0.49944991,-0.49944991,1.19578405,-1.19578405,0.00255759,-0.00255759,0.69348017,-0.69348017,0.32611220,-0.32611220,0.09472355,-0.09472355
-5.47773887,2.26000392,-2.26000392,0.00014878,-0.00014878,0.52668400,-0.52668400,0.48804435,-0.48804435,1.17761615,-1.17761616,0.00257494,-0.00257494,0.70022710,-0.70022710,0.33070433,-0.33070433,0.09781149,-0.09781149
-5.47173587,2.25283062,-2.25283063,0.00013185,-0.00013185,0.51868836,-0.51868836,0.47702097,-0.47702097,1.15928838,-1.15928839,0.00260250,-0.00260250,0.70922920,-0.70922920,0.33683758,-0.33683758,0.10125225,-0.10125225
-5.46573287,2.24818980,-2.24818980,0.00011990,-0.00011990,0.51037860,-0.51037860,0.46652824,-0.46652825,1.14110842,-1.14110842,0.00263826,-0.00263826,0.72037348,-0.72037348,0.34444512,-0.34444512,0.10499945,-0.10499945
-5.45972986,2.24621563,-2.24621563,0.00011184,-0.00011184,0.50193431,-0.50193431,0.45669290,-0.45669290,1.12336259,-1.12336259,0.00268038,-0.00268038,0.73347716,-0.73347716,0.35341307,-0.35341307,0.10899633,-0.10899633
-5.45372686,2.24693914,-2.24693914,0.00010675,-0.00010675,0.49353217,-0.49353217,0.44761986,-0.44761986,1.10631273,-1.10631273,0.00272708,-0.00272708,0.74829250,-0.74829250,0.36358302,-0.36358302,0.11317691,-0.11317691
-5.44772386,2.25029257,-2.25029257,0.00010390,-0.00010390,0.48534293,-0.48534293,0.43939304,-0.43939304,1.09019367,-1.09019367,0.00277672,-0.00277672,0.76451401,-0.76451401,0.37475602,-0.37475602,0.11746762,-0.11746762
-5.44172086,2.25611718,-2.25611718,0.00010267,-0.00010267,0.47752839,-0.47752839,0.43207676,-0.43207676,1.07521136,-1.07521136,0.00282771,-0.00282771,0.78178803,-0.78178803,0.38669796,-0.38669796,0.12178925,-0.12178925
-5.43571786,2.26417433,-2.26417433,0.00010255,-0.00010255,0.47023859,-0.47023859,0.42571780,-0.42571780,1.06154164,-1.06154164,0.00287856,-0.00287856,0.79972418,-0.79972418,0.39914610,-0.39914610,0.12605919,-0.12605919
-5.42971486,2.27415928,-2.27415929,0.00010314,-0.00010314,0.46360917,-0.46360917,0.42034776,-0.42034776,1.04932974,-1.04932974,0.00292784,-0.00292784,0.81790841,-0.81790841,0.41181670,-0.41181670,0.13019386,-0.13019386
-5.42371186,2.28571721,-2.28571721,0.00010409,-0.00010409,0.45775909,-0.45775909,0.41598575,-0.41598575,1.03869037,-1.03869038,0.00297429,-0.00297429,0.83591715,-0.83591715,0.42441338,-0.42441338,0.13411133,-0.13411133
-5.41770885,2.29846082,-2.29846082,0.00010516,-0.00010516,0.45278869,-0.45278869,0.41264113,-0.41264113,1.02970849,-1.02970849,0.00301676,-0.00301676,0.85333203,-0.85333203,0.43663592,-0.43663592,0.13773394,-0.13773394
-5.41170585,2.31198877,-2.31198877,0.00010612,-0.00010612,0.44877811,-0.44877811,0.41031615,-0.41031615,1.02244051,-1.02244051,0.00305427,-0.00305427,0.86975458,-0.86975458,0.44818931,-0.44818931,0.14099080,-0.14099080
-5.40570285,2.32590411,-2.32590411,0.00010683,-0.00010683,0.44578623,-0.44578623,0.40900835,-0.40900835,1.01691607,-1.01691608,0.00308604,-0.00308604,0.88482036,-0.88482036,0.45879271,-0.45879271,0.14382021,-0.14382021
-5.39969985,2.33983175,-2.33983175,0.00010717,-0.00010717,0.44384995,-0.44384995,0.40871246,-0.40871246,1.01313999,-1.01313999,0.00311152,-0.00311152,0.89821190,-0.89821190,0.46818786,-0.46818786,0.14617168,-0.14617168
-5.39369685,2.35343416,-2.35343416,0.00010707,-0.00010707,0.44298385,-0.44298385,0.40942188,-0.40942188,1.01109430,-1.01109430,0.00313040,-0.00313040,0.90966991,-0.90966991,0.47614689,-0.47614689,0.14800770,-0.14800770
-5.38769385,2.36642433,-2.36642433,0.00010647,-0.00010647,0.44318025,-0.44318025,0.41112930,-0.41112930,1.01074016,-1.01074016,0.00314263,-0.00314263,0.91900224,-0.91900224,0.48247895,-0.48247895,0.14930494,-0.14930494
-5.38169085,2.37857525,-2.37857525,0.00010538,-0.00010538,0.44440945,-0.44440945,0.41382671,-0.41382671,1.01201951,-1.01201951,0.00314844,-0.00314844,0.92609003,-0.92609003,0.48703562,-0.48703562,0.15005499,-0.15005499
-5.37568784,2.38972530,-2.38972530,0.00010380,-0.00010380,0.44662024,-0.44662024,0.41750453,-0.41750452,1.01485607,-1.01485607,0.00314831,-0.00314831,0.93089097,-0.93089097,0.48971484,-0.48971484,0.15026449,-0.15026449
-5.36968484,2.39977902,-2.39977902,0.00010177,-0.00010177,0.44974058,-0.44974058,0.42214992,-0.42214992,1.01915579,-1.01915579,0.00314296,-0.00314296,0.93343915,-0.93343915,0.49046312,-0.49046312,0.14995474,-0.14995474
-5.36368184,2.40870319,-2.40870319,0.00009935,-0.00009935,0.45367828,-0.45367828,0.42774452,-0.42774452,1.02480654,-1.02480654,0.00313336,-0.00313336,0.93384169,-0.93384169,0.48927599,-0.48927599,0.14916065,-0.14916065
-5.35767884,2.41651829,-2.41651829,0.00009662,-0.00009662,0.45832194,-0.45832194,0.43426140,-0.43426140,1.03167703,-1.03167703,0.00312063,-0.00312063,0.93227203,-0.93227204,0.48619677,-0.48619677,0.14792919,-0.14792919
-5.35167584,2.42328574,-2.42328574,0.00009366,-0.00009366,0.46354187,-0.46354187,0.44166176,-0.44166176,1.03961520,-1.03961520,0.00310605,-0.00310605,0.92896035,-0.92896035,0.48131355,-0.48131355,0.14631736,-0.14631736
-5.34567284,2.42909164,-2.42909164,0.00009058,-0.00009058,0.46919127,-0.46919127,0.44989137,-0.44989137,1.04844610,-1.04844610,0.00309097,-0.00309097,0.92418122,-0.92418122,0.47475459,-0.47475460,0.14438976,-0.14438976
