energy_ev,total_up,Cr_p_up,Cr_d_up,N_s_up,N_p_up,Pt_p_up,Pt_d_up,Te_p_up,Te_d_up
-5.71785893,1.68000718,1.18496928,0.23644188,0.00334581,0.09503595,0.73526578,0.74527715,0.65543116,0.00000000
-5.71185593,1.65086786,1.17304081,0.23645032,0.00320904,0.09408287,0.73231683,0.72266649,0.65070690,0.00000000
-5.70585293,1.61841856,1.15850186,0.23569943,0.00307844,0.09290287,0.72715732,0.69927804,0.64438216,0.00000000
-5.69984992,1.58260302,1.14106383,0.23412016,0.00295130,0.09146955,0.71959921,0.67527814,0.63629189,0.00000000
-5.69384692,1.54345972,1.12051001,0.23166452,0.00282550,0.08976382,0.70951511,0.65085437,0.62632500,0.00000000
-5.68784392,1.50112743,1.09670271,0.22830699,0.00269946,0.08777452,0.69684199,0.62621679,0.61442782,0.00000000
-5.68184092,1.45584796,1.06958764,0.22404528,0.00257213,0.08549869,0.68158285,0.60159874,0.60060568,0.00000000
-5.67583792,1.40796575,1.03919551,0.21890034,0.00244295,0.08294159,0.66380623,0.57725718,0.58492255,0.00000000
-5.66983492,1.35792425,1.00564106,0.21291572,0.00231186,0.08011643,0.64364373,0.55347214,0.56749874,0.00000000
-5.66383192,1.30625940,0.96911932,0.20615611,0.00217916,0.07704384,0.62128569,0.53054551,0.54850692,0.00000000
-5.65782891,1.25359008,0.92989970,0.19870545,0.00204552,0.07375113,0.59697515,0.50879876,0.52816644,0.00000000
-5.65182591,1.20060593,0.88831789,0.19066436,0.00191186,0.07027135,0.57100043,0.48856979,0.50673645,0.00000000
-5.64582291,1.14805287,0.84476606,0.18214720,0.00177932,0.06664225,0.54368659,0.47020871,0.48450788,0.00000000
-5.63981991,1.09671669,0.79968166,0.17327881,0.00164918,0.06290507,0.51538614,0.45407262,0.46179457,0.00000000
-5.63381691,1.04740515,0.75353536,0.16419101,0.00152283,0.05910339,0.48646919,0.44051953,0.43892409,0.00000000
-5.62781391,1.00092909,0.70681837,0.15501906,0.00140166,0.05528186,0.45731353,0.42990137,0.41622822,0.00000000
-5.62181091,0.95808303,0.66002971,0.14589808,0.00128710,0.05148504,0.42829487,0.42255643,0.39403374,0.00000000
-5.61580790,0.91962583,0.61366373,0.13695966,0.00118052,0.04775629,0.39977751,0.41880117,0.37265351,0.00000000
-5.60980490,0.88626187,0.56819843,0.12832869,0.00108324,0.04413672,0.37210572,0.41892179,0.35237834,0.00000000
-5.60380190,0.85862326,0.52408460,0.12012048,0.00099649,0.04066432,0.34559608,0.42316577,0.33346974,0.00000000
-5.59779890,0.83725351,0.48173642,0.11243825,0.00092143,0.03737320,0.32053094,0.43173347,0.31615382,0.00000000
-5.59179590,0.82259312,0.44152347,0.10537115,0.00085909,0.03429295,0.29715306,0.44477032,0.30061637,0.00000000
-5.58579290,0.81496745,0.40376438,0.09899259,0.00081043,0.03144821,0.27566164,0.46235958,0.28699937,0.00000000
-5.57978989,0.81457713,0.36872226,0.09335921,0.00077627,0.02885833,0.25620962,0.48451616,0.27539893,0.00000000
-5.57378689,0.82149133,0.33660181,0.08851017,0.00075734,0.02653722,0.23890248,0.51118170,0.26586452,0.00000000
-5.56778389,0.83564399,0.30754814,0.08446708,0.00075424,0.02449332,0.22379816,0.54222096,0.25839972,0.00000000
-5.56178089,0.85683315,0.28164719,0.08123423,0.00076745,0.02272969,0.21090838,0.57742002,0.25296412,0.00000000
-5.55577789,0.88472347,0.25892745,0.07879927,0.00079731,0.02124422,0.20020097,0.61648621,0.24947646,0.00000000
-5.54977489,0.91885166,0.23936310,0.07713429,0.00084401,0.02002995,0.19160320,0.65904991,0.24781878,0.00000000
-5.54377189,0.95863500,0.22287798,0.07619714,0.00090755,0.01907544,0.18500598,0.70466841,0.24784127,0.00000000
-5.53776888,1.00338253,0.20935048,0.07593304,0.00098775,0.01836523,0.18026866,0.75283160,0.24936787,0.00000000
-5.53176588,1.05230859,0.19861898,0.07627635,0.00108420,0.01788036,0.17722434,0.80296955,0.25220213,0.00000000
-5.52576288,1.10454860,0.19048769,0.07715255,0.00119625,0.01759889,0.17568549,0.85446181,0.25613338,0.00000000
-5.51975988,1.15917638,0.18473262,0.07848019,0.00132297,0.01749653,0.17544970,0.90664810,0.26094269,0.00000000
-5.51375688,1.21522281,0.18110767,0.08017298,0.00146315,0.01754720,0.17630532,0.95884026,0.26640872,0.00000000
-5.50775388,1.27169509,0.17935058,0.08214176,0.00161528,0.01772364,0.17803704,1.01033505,0.27231306,0.00000000
-5.50175088,1.32759633,0.17918863,0.08429652,0.00177754,0.01799804,0.18043098,1.06042739,0.27844501,0.00000000
-5.49574787,1.38194477,0.18034415,0.08654823,0.00194778,0.01834258,0.18327939,1.10842380,0.28460564,0.00000000
-5.48974487,1.43379225,0.18253960,0.08881056,0.00212361,0.01873004,0.18638482,1.15365543,0.29061107,0.00000000
-5.48374187,1.48224143,0.18550227,0.09100147,0.00230234,0.01913430,0.18956353,1.19549060,0.29629489,0.00000000
-5.47773887,1.52646132,0.18896863,0.09304459,0.00248109,0.01953083,0.19264830,1.23334613,0.30150978,0.00000000
-5.47173587,1.56570088,0.19268817,0.09487042,0.00265679,0.01989717,0.19549051,1.26669754,0.30612828,0.00000000
-5.46573287,1.59930031,0.19642686,0.09641732,0.00282629,0.02021322,0.19796145,1.29508759,0.31004287,0.00000000
-5.45972986,1.62669999,0.19997011,0.09763229,0.00298642,0.02046163,0.19995304,1.31813311,0.31316539,0.00000000
-5.45372686,1.64744686,0.20312530,0.09847152,0.00313406,0.02062800,0.20137778,1.33553007,0.31542598,0.00000000
-5.44772386,1.66119834,0.20572380,0.09890075,0.00326625,0.02070101,0.20216828,1.34705669,0.31677163,0.00000000
-5.44172086,1.66772386,0.20762255,0.09889541,0.00338025,0.02067251,0.20227628,1.35257482,0.31716457,0.00000000
-5.43571786,1.66690407,0.20870508,0.09844060,0.00347365,0.02053753,0.20167124,1.35202955,0.31658050,0.00000000
-5.42971486,1.65872812,0.20888205,0.09753083,0.00354444,0.02029415,0.20033874,1.34544729,0.31500697,0.00000000
-5.42371186,1.64328902,0.20809129,0.09616963,0.00359104,0.01994336,0.19827873,1.33293241,0.31244187,0.00000000
-5.41770885,1.62077758,0.20629728,0.09436897,0.00361241,0.01948882,0.19550366,1.31466272,0.30889216,0.00000000
-5.41170585,1.59147502,0.20349017,0.09214862,0.00360806,0.01893658,0.19203668,1.29088400,0.30437294,0.00000000
-5.40570285,1.55574461,0.19968434,0.08953530,0.00357802,0.01829473,0.18790995,1.26190373,0.29890678,0.00000000
-5.39969985,1.51402255,0.19491644,0.08656176,0.00352293,0.01757305,0.18316303,1.22808421,0.29252341,0.00000000
-5.39369685,1.46680831,0.18924315,0.08326588,0.00344391,0.01678262,0.17784153,1.18983528,0.28525961,0.00000000
-5.38769385,1.41465459,0.18273854,0.07968954,0.00334261,0.01593541,0.17199591,1.14760679,0.27715933,0.00000000
-5.38169085,1.35815709,0.17549117,0.07587763,0.00322110,0.01504391,0.16568043,1.10188079,0.26827384,0.00000000
-5.37568784,1.29794414,0.16760112,0.07187698,0.00308181,0.01412078,0.15895235,1.05316377,0.25866197,0.00000000
-5.36968484,1.23466639,0.15917678,0.06773528,0.00292745,0.01317847,0.15187119,1.00197881,0.24839023,0.00000000
-5.36368184,1.16898658,0.15033177,0.06350011,0.00276092,0.01222893,0.14449810,0.94885776,0.23753270,0.00000000
-5.35767884,1.10156952,0.14118188,0.05921800,0.00258522,0.01128340,0.13689530,0.89433364,0.22617074,0.00000000
-5.35167584,1.03307230,0.13184219,0.05493354,0.00240338,0.01035213,0.12912551,0.83893310,0.21439238,0.00000000
-5.34567284,0.96413500,0.12242441,0.05068864,0.00221833,0.00944427,0.12125140,0.78316926,0.20229138,0.00000000
-5.33966983,0.89537179,0.11303457,0.04652188,0.00203286,0.00856774,0.11333498,0.72753477,0.18996594,0.00000000
-5.33366683,0.82736275,0.10377099,0.04246796,0.00184955,0.00772919,0.10543692,0.67249547,0.17751723,0.00000000
-5.32766383,0.76064648,0.09472265,0.03855733,0.00167072,0.00693394,0.09761589,0.61848447,0.16504750,0.00000000
-5.32166083,0.69571355,0.08596798,0.03481588,0.00149837,0.00618605,0.08992781,0.56589697,0.15265821,0.00000000
-5.31565783,0.63300109,0.07757401,0.03126483,0.00133417,0.00548834,0.08242511,0.51508595,0.14044795,0.00000000
-5.30965483,0.57288851,0.06959591,0.02792072,0.00117945,0.00484251,0.07515600,0.46635859,0.12851041,0.00000000
-5.30365183,0.51569455,0.06207694,0.02479546,0.00103520,0.00424918,0.06816380,0.41997383,0.11693252,0.00000000
-5.29764882,0.46167565,0.05504867,0.02189658,0.00090208,0.00370810,0.06148632,0.37614093,0.10579270,0.00000000
-5.29164582,0.41102566,0.04853150,0.01922749,0.00078044,0.00321818,0.05515541,0.33501908,0.09515939,0.00000000
-5.28564282,0.36387692,0.04253547,0.01678785,0.00067036,0.00277771,0.04919659,0.29671815,0.08508999,0.00000000
-5.27963982,0.32030267,0.03706121,0.01457400,0.00057169,0.00238442,0.04362891,0.26130041,0.07563011,0.00000000
-5.27363682,0.28032057,0.03210103,0.01257938,0.00048404,0.00203564,0.03846486,0.22878324,0.06681319,0.00000000
-5.26763382,0.24389727,0.02764013,0.01079505,0.00040689,0.00172842,0.03371061,0.19914268,0.05866057,0.00000000
-5.26163082,0.21095383,0.02365779,0.00921015,0.00033958,0.00145963,0.02936628,0.17231769,0.05118189,0.00000000
-5.25562781,0.18137173,0.02012866,0.00781235,0.00028138,0.00122606,0.02542643,0.14821488,0.04437584,0.00000000
-5.24962481,0.15499939,0.01702392,0.00658835,0.00023148,0.00102447,0.02188067,0.12671367,0.03823118,0.00000000
-5.24362181,0.13165877,0.01431237,0.00552428,0.00018906,0.00085174,0.01871435,0.10767160,0.03272799,0.00000000
-5.23761881,0.11115208,0.01196150,0.00460607,0.00015331,0.00070486,0.01590939,0.09092964,0.02783905,0.00000000
-5.23161581,0.09326818,0.00993839,0.00381981,0.00012343,0.00058101,0.01344504,0.07631736,0.02353135,0.00000000
-5.22561281,0.07778869,0.00821053,0.00315204,0.00009866,0.00047759,0.01129879,0.06365782,0.01976763,0.00000000
-5.21960980,0.06449356,0.00674644,0.00259003,0.00007829,0.00039229,0.00944722,0.05277201,0.01650787,0.00000000
-5.21360680,0.05316605,0.00551630,0.00212194,0.00006169,0.00032306,0.00786675,0.04348287,0.01371074,0.00000000
-5.20760380,0.04359704,0.00449235,0.00173706,0.00004826,0.00026818,0.00653453,0.03561868,0.01133493,0.00000000
-5.20160080,0.03558871,0.00364925,0.00142592,0.00003748,0.00022628,0.00542907,0.02901595,0.00934040,0.00000000
-5.19559780,0.02895748,0.00296432,0.00118039,0.00002891,0.00019634,0.00453098,0.02352172,0.00768941,0.00000000
-5.18959480,0.02353630,0.00241769,0.00099380,0.00002214,0.00017772,0.00382357,0.01899525,0.00634750,0.00000000
-5.18359180,0.01917641,0.00199247,0.00086103,0.00001684,0.00017018,0.00329343,0.01530929,0.00528424,0.00000000
-5.17758879,0.01574854,0.00167475,0.00077856,0.00001273,0.00017394,0.00293088,0.01235086,0.00447393,0.00000000
-5.17158579,0.01314362,0.00145364,0.00074454,0.00000957,0.00018967,0.00273051,0.01002157,0.00389611,0.00000000
-5.16558279,0.01127323,0.00132131,0.00075886,0.00000717,0.00021853,0.00269158,0.00823773,0.00353599,0.00000000
-5.15957979,0.01006960,0.00127289,0.00082319,0.00000536,0.00026222,0.00281835,0.00693011,0.00338481,0.00000000
-5.15357679,0.00948553,0.00130651,0.00094107,0.00000403,0.00032301,0.00312048,0.00604356,0.00344006,0.00000000
-5.14757379,0.00949396,0.00142322,0.00111796,0.00000307,0.00040378,0.00361326,0.00553643,0.00370563,0.00000000
-5.14157079,0.01008752,0.00162695,0.00136124,0.00000241,0.00050804,0.00431783,0.00537989,0.00419195,0.00000000
-5.13556778,0.01127780,0.00192444,0.00168030,0.00000201,0.00063996,0.00526132,0.00555722,0.00491590,0.00000000
-5.12956478,0.01309456,0.00232516,0.00208650,0.00000181,0.00080437,0.00647686,0.00606304,0.00590074,0.00000000
-5.12356178,0.01558469,0.00284119,0.00259315,0.00000181,0.00100678,0.00800341,0.00690238,0.00717585,0.00000000
-5.11755878,0.01881100,0.00348704,0.00321540,0.00000199,0.00125331,0.00988550,0.00808991,0.00877634,0.00000000
-5.11155578,0.02285071,0.00427950,0.00397014,0.00000238,0.00155071,0.01217269,0.00964889,0.01074248,0.00000000
-5.10555278,0.02779363,0.00523733,0.00487572,0.00000298,0.00190619,0.01491883,0.01161024,0.01311892,0.00000000
-5.09954977,0.03374005,0.00638094,0.00595174,0.00000385,0.00232737,0.01818102,0.01401145,0.01595372,0.00000000
-5.09354677,0.04079819,0.00773200,0.00721857,0.00000503,0.00282209,0.02201827,0.01689535,0.01929709,0.00000000
-5.08754377,0.04908123,0.00931294,0.00869695,0.00000660,0.00339825,0.02648993,0.02030894,0.02319996,0.00000000
-5.08154077,0.05870406,0.01114646,0.01040739,0.00000865,0.00406355,0.03165375,0.02430196,0.02771219,0.00000000
-5.07553777,0.06977964,0.01325488,0.01236955,0.00001129,0.00482526,0.03756373,0.02892552,0.03288073,0.00000000
-5.06953477,0.08241505,0.01565954,0.01460154,0.00001467,0.00568992,0.04426773,0.03423061,0.03874742,0.00000000
-5.06353177,0.09670756,0.01838017,0.01711916,0.00001894,0.00666306,0.05180497,0.04026665,0.04534688,0.00000000
-5.05752876,0.11274056,0.02143428,0.01993516,0.00002431,0.00774887,0.06020342,0.04708005,0.05270418,0.00000000
-5.05152576,0.13057984,0.02483665,0.02305853,0.00003101,0.00894995,0.06947738,0.05471292,0.06083275,0.00000000
-5.04552276,0.15027023,0.02859883,0.02649379,0.00003931,0.01026700,0.07962513,0.06320199,0.06973232,0.00000000
-5.03951976,0.17183288,0.03272898,0.03024049,0.00004951,0.01169868,0.09062701,0.07257774,0.07938733,0.00000000
-5.03351676,0.19526352,0.03723169,0.03429278,0.00006195,0.01324140,0.10244401,0.08286393,0.08976565,0.00000000
-5.02751376,0.22053170,0.04210826,0.03863919,0.00007703,0.01488929,0.11501692,0.09407749,0.10081794,0.00000000
-5.02151076,0.24758137,0.04735703,0.04326270,0.00009517,0.01663424,0.12826635,0.10622894,0.11247764,0.00000000
-5.01550775,0.27633280,0.05297414,0.04814095,0.00011684,0.01846606,0.14209355,0.11932314,0.12466175,0.00000000
-5.00950475,0.30668594,0.05895452,0.05324685,0.00014254,0.02037272,0.15638221,0.13336066,0.13727240,0.00000000
-5.00350175,0.33852506,0.06529303,0.05854933,0.00017279,0.02234076,0.17100117,0.14833943,0.15019923,0.00000000
-4.99749875,0.37172472,0.07198594,0.06401445,0.00020815,0.02435580,0.18580811,0.16425679,0.16332257,0.00000000
-4.99149575,0.40615657,0.07903240,0.06960661,0.00024917,0.02640310,0.20065401,0.18111167,0.17651732,0.00000000
-4.98549275,0.44169683,0.08643597,0.07529001,0.00029641,0.02846821,0.21538828,0.19890686,0.18965733,0.00000000
-4.97948974,0.47823383,0.09420604,0.08103012,0.00035042,0.03053772,0.22986439,0.21765102,0.20262024,0.00000000
-4.97348674,0.51567523,0.10235904,0.08679515,0.00041168,0.03259991,0.24394563,0.23736039,0.21529238,0.00000000
-4.96748374,0.55395431,0.11091924,0.09255749,0.00048066,0.03464544,0.25751088,0.25805982,0.22757355,0.00000000
-4.96148074,0.59303479,0.11991911,0.09829486,0.00055772,0.03666792,0.27045982,0.27978306,0.23938143,0.00000000
-4.95547774,0.63291365,0.12939896,0.10399120,0.00064314,0.03866438,0.28271758,0.30257201,0.25065533,0.00000000
-4.94947474,0.67362156,0.13940604,0.10963724,0.00073708,0.04063555,0.29423817,0.32647488,0.26135892,0.00000000
-4.94347174,0.71522053,0.14999266,0.11523057,0.00083954,0.04258595,0.30500683,0.35154316,0.27148192,0.00000000
-4.93746873,0.75779878,0.16121374,0.12077526,0.00095037,0.04452381,0.31504072,0.37782749,0.28104039,0.00000000
-4.93146573,0.80146272,0.17312347,0.12628101,0.00106926,0.04646071,0.32438807,0.40537244,0.29007568,0.00000000
-4.92546273,0.84632641,0.18577145,0.13176182,0.00119567,0.04841102,0.33312573,0.43421046,0.29865189,0.00000000
-4.91945973,0.89249881,0.19919822,0.13723424,0.00132888,0.05039112,0.34135507,0.46435534,0.30685203,0.00000000
-4.91345673,0.94006972,0.21343066,0.14271535,0.00146798,0.05241851,0.34919652,0.49579547,0.31477304,0.00000000
-4.90745373,0.98909490,0.22847722,0.14822050,0.00161183,0.05451068,0.35678291,0.52848736,0.32251978,0.00000000
-4.90145073,1.03958165,0.24432355,0.15376102,0.00175911,0.05668405,0.36425206,0.56234993,0.33019850,0.00000000
-4.89544772,1.09147554,0.26092854,0.15934198,0.00190836,0.05895279,0.37173888,0.59726003,0.33790999,0.00000000
-4.88944472,1.14464956,0.27822134,0.16496024,0.00205794,0.06132779,0.37936753,0.63304957,0.34574288,0.00000000
-4.88344172,1.19889639,0.29609947,0.17060288,0.00220611,0.06381571,0.38724408,0.66950475,0.35376757,0.00000000
-4.87743872,1.25392470,0.31442820,0.17624620,0.00235107,0.06641820,0.39544992,0.70636758,0.36203094,0.00000000
-4.87143572,1.30935999,0.33304159,0.18185524,0.00249099,0.06913148,0.40403663,0.74333983,0.37055243,0.00000000
-4.86543272,1.36475029,0.35174500,0.18738419,0.00262407,0.07194607,0.41302229,0.78008951,0.37932157,0.00000000
-4.85942971,1.41957662,0.37031927,0.19277733,0.00274859,0.07484691,0.42238964,0.81625960,0.38829721,0.00000000
-4.85342671,1.47326800,0.38852636,0.19797077,0.00286295,0.07781375,0.43208612,0.85147871,0.39740844,0.00000000
-4.84742371,1.52522026,0.40611623,0.20289485,0.00296573,0.08082186,0.44202577,0.88537334,0.40655731,0.00000000
-4.84142071,1.57481779,0.42283484,0.20747694,0.00305573,0.08384293,0.45209291,0.91758082,0.41562295,0.00000000
-4.83541771,1.62145697,0.43843259,0.21164467,0.00313199,0.08684626,0.46214730,0.94776255,0.42446711,0.00000000
-4.82941471,1.66457007,0.45267317,0.21532936,0.00319387,0.08980000,0.47203053,0.97561660,0.43294055,0.00000000
-4.82341171,1.70364816,0.46534205,0.21846934,0.00324099,0.09267250,0.48157315,1.00088890,0.44089009,0.00000000
-4.81740870,1.73826162,0.47625434,0.22101313,0.00327330,0.09543358,0.49060217,1.02338242,0.44816575,0.00000000
-4.81140570,1.76807715,0.48526158,0.22292215,0.00329103,0.09805577,0.49894853,1.04296371,0.45462762,0.00000000
-4.80540270,1.79287002,0.49225705,0.22417285,0.00329470,0.10051534,0.50645404,1.05956629,0.46015209,0.00000000
-4.79939970,1.81253103,0.49717946,0.22475814,0.00328508,0.10279307,0.51297746,1.07319076,0.46463699,0.00000000
-4.79339670,1.82706760,0.50001460,0.22468801,0.00326315,0.10487483,0.51839944,1.08390140,0.46800556,0.00000000
-4.78739370,1.83659907,0.50079520,0.22398928,0.00323003,0.10675180,0.52262614,1.09181969,0.47020883,0.00000000
-4.78139070,1.84134649,0.49959881,0.22270448,0.00318700,0.10842044,0.52559141,1.09711488,0.47122655,0.00000000
-4.77538769,1.84161761,0.49654396,0.22089006,0.00313534,0.10988218,0.52725758,1.09999237,0.47106659,0.00000000
-4.76938469,1.83778819,0.49178492,0.21861382,0.00307639,0.11114292,0.52761488,1.10068054,0.46976300,0.00000000
-4.76338169,1.83028066,0.48550528,0.21595187,0.00301140,0.11221227,0.52667986,1.09941686,0.46737291,0.00000000
-4.75737869,1.81954184,0.47791090,0.21298532,0.00294154,0.11310279,0.52449292,1.09643427,0.46397253,0.00000000
-4.75137569,1.80602090,0.46922249,0.20979672,0.00286786,0.11382915,0.52111534,1.09194849,0.45965270,0.00000000
-4.74537269,1.79014910,0.45966852,0.20646666,0.00279126,0.11440733,0.51662611,1.08614732,0.45451424,0.00000000
-4.73936968,1.77232259,0.44947847,0.20307059,0.00271244,0.11485396,0.51111885,1.07918228,0.44866338,0.00000000
-4.73336668,1.75288918,0.43887716,0.19967608,0.00263195,0.11518581,0.50469912,1.07116343,0.44220780,0.00000000
-4.72736368,1.73213994,0.42808015,0.19634070,0.00255016,0.11541953,0.49748233,1.06215735,0.43525329,0.00000000
-4.72136068,1.71030590,0.41729047,0.19311046,0.00246729,0.11557157,0.48959231,1.05218853,0.42790136,0.00000000
-4.71535768,1.68755990,0.40669675,0.19001914,0.00238340,0.11565839,0.48116067,1.04124398,0.42024784,0.00000000
-4.70935468,1.66402327,0.39647268,0.18708828,0.00229849,0.11569689,0.47232687,1.02928065,0.41238249,0.00000000
-4.70335168,1.63977666,0.38677766,0.18432787,0.00221245,0.11570500,0.46323885,1.01623511,0.40438958,0.00000000
-4.69734867,1.61487400,0.37775841,0.18173773,0.00212517,0.11570240,0.45405402,1.00203490,0.39634921,0.00000000
-4.69134567,1.58935852,0.36955121,0.17930939,0.00203652,0.11571131,0.44494040,0.98661065,0.38833928,0.00000000
-4.68534267,1.56327955,0.36228449,0.17702834,0.00194641,0.11575724,0.43607758,0.96990816,0.38043766,0.00000000
-4.67933967,1.53670869,0.35608135,0.17487648,0.00185480,0.11586961,0.42765716,0.95189970,0.37272455,0.00000000
-4.67333667,1.50975418,0.35106164,0.17283470,0.00176175,0.11608217,0.41988249,0.93259369,0.36528441,0.00000000
-4.66733367,1.48257224,0.34734333,0.17088518,0.00166740,0.11643316,0.41296737,0.91204225,0.35820751,0.00000000
-4.66133067,1.45537456,0.34504279,0.16901361,0.00157199,0.11696510,0.40713353,0.89034591,0.35159064,0.00000000
-4.65532766,1.42843116,0.34427400,0.16721083,0.00147588,0.11772415,0.40260692,0.86765543,0.34553696,0.00000000
-4.64932466,1.40206837,0.34514628,0.16547406,0.00137951,0.11875919,0.39961251,0.84417038,0.34015472,0.00000000
-4.64332166,1.37666175,0.34776082,0.16380748,0.00128338,0.12012029,0.39836807,0.82013469,0.33555504,0.00000000
