energy_ev,total_up,Au_p_up,Au_d_up,Li_s_up,N_s_up,N_p_up,Se_s_up,Se_p_up
0.05102551,1.88628082,0.48274495,0.43338726,0.11852524,0.05666174,0.29559298,0.05432027,1.02016769
0.05702851,1.79894170,0.46157329,0.41292980,0.11341404,0.05566796,0.28251299,0.05158212,0.96967984
0.06303152,1.70442237,0.43842971,0.39092627,0.10777361,0.05429893,0.26822034,0.04868545,0.91550472
0.06903452,1.60427231,0.41370076,0.36772054,0.10170724,0.05258331,0.25295779,0.04567127,0.85854757
0.07503752,1.50007660,0.38778642,0.34366407,0.09532198,0.05055628,0.23697700,0.04258112,0.79971840
0.08104052,1.39341357,0.36108901,0.31910677,0.08872564,0.04825839,0.22053154,0.03945602,0.73990802
0.08704352,1.28581519,0.33400271,0.29438834,0.08202397,0.04573422,0.20387036,0.03633563,0.67996621
0.09304652,1.17873154,0.30690403,0.26983060,0.07531812,0.04303091,0.18723180,0.03325739,0.62068274
0.09904952,1.07350058,0.28014343,0.24573076,0.06870242,0.04019673,0.17083849,0.03025587,0.56277191
0.10505253,0.97132392,0.25403860,0.22235618,0.06226272,0.03727968,0.15489327,0.02736219,0.50686076
0.11105553,0.87324929,0.22886926,0.19994041,0.05607503,0.03432616,0.13957606,0.02460367,0.45348126
0.11705853,0.78015961,0.20487374,0.17868077,0.05020476,0.03137983,0.12504200,0.02200356,0.40306639
0.12306153,0.69276874,0.18224724,0.15873736,0.04470641,0.02848060,0.11142053,0.01958103,0.35594984
0.12906453,0.61162319,0.16114175,0.14023335,0.03962367,0.02566387,0.09881562,0.01735120,0.31236904
0.13506753,0.53710925,0.14166733,0.12325657,0.03498987,0.02295998,0.08730672,0.01532541,0.27247094
0.14107054,0.46946459,0.12389463,0.10786195,0.03082881,0.02039388,0.07695064,0.01351146,0.23632008
0.14707354,0.40879324,0.10785849,0.09407489,0.02715577,0.01798505,0.06778383,0.01191408,0.20390832
0.15307654,0.35508298,0.09356208,0.08189498,0.02397870,0.01574754,0.05982512,0.01053533,0.17516554
0.15907954,0.30822407,0.08098163,0.07130021,0.02129943,0.01369028,0.05307857,0.00937510,0.14997088
0.16508254,0.26802818,0.07007127,0.06225108,0.01911492,0.01181744,0.04753641,0.00843151,0.12816392
0.17108554,0.23424677,0.06076779,0.05469466,0.01741839,0.01012900,0.04318174,0.00770143,0.10955526
0.17708854,0.20658808,0.05299520,0.04856832,0.01620036,0.00862128,0.03999092,0.00718075,0.09393633
0.18309155,0.18473215,0.04666884,0.04380299,0.01544943,0.00728760,0.03793562,0.00686476,0.08108798
0.18909455,0.16834344,0.04169893,0.04032592,0.01515295,0.00611892,0.03698432,0.00674829,0.07078778
0.19509755,0.15708084,0.03799351,0.03806273,0.01529736,0.00510442,0.03710333,0.00682590,0.06281584
0.20110055,0.15060498,0.03546078,0.03693898,0.01586837,0.00423217,0.03825727,0.00709188,0.05695930
0.20710355,0.14858296,0.03401072,0.03688103,0.01685096,0.00348958,0.04040909,0.00754021,0.05301536
0.21310655,0.15069076,0.03355622,0.03781641,0.01822908,0.00286389,0.04351966,0.00816448,0.05079317
0.21910955,0.15661370,0.03401361,0.03967377,0.01998539,0.00234261,0.04754706,0.00895768,0.05011462
0.22511256,0.16604536,0.03530284,0.04238239,0.02210076,0.00191380,0.05244564,0.00991205,0.05081430
0.23111556,0.17868557,0.03734733,0.04587162,0.02455387,0.00156634,0.05816510,0.01101888,0.05273885
0.23711856,0.19423798,0.04007366,0.05007008,0.02732077,0.00129012,0.06464954,0.01226834,0.05574588
0.24312156,0.21240768,0.04341125,0.05490504,0.03037457,0.00107618,0.07183680,0.01364932,0.05970280
0.24912456,0.23289954,0.04729201,0.06030189,0.03368532,0.00091679,0.07965816,0.01514946,0.06448560
0.25512756,0.25541753,0.05165027,0.06618392,0.03722004,0.00080546,0.08803847,0.01675510,0.06997790
0.26113057,0.27966557,0.05642285,0.07247250,0.04094303,0.00073699,0.09689681,0.01845150,0.07607035
0.26713357,0.30534993,0.06154953,0.07908759,0.04481648,0.00070739,0.10614785,0.02022303,0.08266043
0.27313657,0.33218342,0.06697377,0.08594881,0.04880133,0.00071389,0.11570367,0.02205364,0.08965283
0.27913957,0.35989126,0.07264376,0.09297688,0.05285838,0.00075481,0.12547633,0.02392727,0.09696027
0.28514257,0.38821842,0.07851377,0.10009549,0.05694969,0.00082954,0.13538076,0.02582847,0.10450480
0.29114557,0.41693807,0.08454567,0.10723342,0.06104014,0.00093838,0.14533814,0.02774305,0.11221946
0.29714857,0.44586072,0.09071054,0.11432688,0.06509909,0.00108251,0.15527942,0.02965877,0.12005020
0.30315158,0.47484331,0.09699029,0.12132198,0.06910211,0.00126379,0.16514885,0.03156600,0.12795781
0.30915458,0.50379767,0.10337908,0.12817690,0.07303259,0.00148471,0.17490726,0.03345839,0.13591977
0.31515758,0.53269770,0.10988439,0.13486397,0.07688327,0.00174816,0.18453485,0.03533336,0.14393179
0.32116058,0.56158432,0.11652772,0.14137120,0.08065733,0.00205734,0.19403330,0.03719254,0.15200871
0.32716358,0.59056776,0.12334455,0.14770316,0.08436931,0.00241554,0.20342691,0.03904196,0.16018484
0.33316658,0.61982655,0.13038369,0.15388124,0.08804536,0.00282596,0.21276264,0.04089206,0.16851333
0.33916958,0.64960271,0.13770582,0.15994295,0.09172309,0.00329151,0.22210891,0.04275741,0.17706451
0.34517259,0.68019305,0.14538112,0.16594043,0.09545077,0.00381458,0.23155300,0.04465623,0.18592328
0.35117559,0.71193653,0.15348621,0.17193795,0.09928593,0.00439685,0.24119727,0.04660958,0.19518537
0.35717859,0.74519781,0.16210017,0.17800866,0.10329338,0.00503904,0.25115399,0.04864040,0.20495254
0.36318159,0.78034762,0.17130008,0.18423059,0.10754266,0.00574071,0.26153918,0.05077224,0.21532705
0.36918459,0.81774063,0.18115596,0.19068199,0.11210508,0.00650009,0.27246561,0.05302787,0.22640533
0.37518759,0.85769163,0.19172548,0.19743642,0.11705026,0.00731387,0.28403523,0.05542782,0.23827130
0.38119060,0.90045130,0.20304870,0.20455756,0.12244266,0.00817715,0.29633146,0.05798883,0.25098954
0.38719360,0.94618261,0.21514301,0.21209427,0.12833780,0.00908329,0.30941169,0.06072233,0.26459871
0.39319660,0.99493929,0.22799858,0.22007595,0.13477880,0.01002392,0.32330041,0.06363316,0.27910554
0.39919960,1.04664747,0.24157474,0.22850860,0.14179298,0.01098902,0.33798342,0.06671833,0.29447976
0.40520260,1.10109176,0.25579726,0.23737176,0.14938906,0.01196695,0.35340340,0.06996616,0.31065027
0.41120560,1.15790674,0.27055703,0.24661657,0.15755483,0.01294472,0.36945724,0.07335576,0.32750290
0.41720860,1.21657457,0.28571012,0.25616499,0.16625562,0.01390820,0.38599530,0.07685687,0.34487983
0.42321161,1.27642935,0.30107936,0.26591045,0.17543348,0.01484240,0.40282282,0.08043006,0.36258103
0.42921461,1.33666819,0.31645745,0.27571977,0.18500735,0.01573193,0.41970341,0.08402749,0.38036755
0.43521761,1.39636902,0.33161161,0.28543646,0.19487405,0.01656132,0.43636465,0.08759393,0.39796674
0.44122061,1.45451444,0.34628951,0.29488510,0.20491017,0.01731553,0.45250555,0.09106825,0.41507921
0.44722361,1.51002080,0.36022635,0.30387678,0.21497484,0.01798033,0.46780565,0.09438524,0.43138727
0.45322661,1.56177143,0.37315278,0.31221530,0.22491314,0.01854283,0.48193525,0.09747755,0.44656461
0.45922961,1.60865251,0.38480337,0.31970384,0.23456025,0.01899181,0.49456654,0.10027795,0.46028664
0.46523262,1.64959009,0.39492525,0.32615179,0.24374591,0.01931816,0.50538489,0.10272158,0.47224126
0.47123562,1.68358671,0.40328647,0.33138154,0.25229928,0.01951513,0.51410000,0.10474812,0.48213946
0.47723862,1.70975588,0.40968388,0.33523476,0.26005383,0.01957858,0.52045633,0.10630391,0.48972532
0.48324162,1.72735297,0.41395002,0.33757803,0.26685220,0.01950715,0.52424229,0.10734381,0.49478494
0.48924462,1.73580120,0.41595884,0.33830753,0.27255072,0.01930226,0.52529789,0.10783273,0.49715400
0.49524762,1.73471160,0.41562993,0.33735266,0.27702361,0.01896808,0.52352049,0.10774685,0.49672350
0.50125063,1.72389624,0.41293120,0.33467834,0.28016653,0.01851140,0.51886841,0.10707437,0.49344358
0.50725363,1.70337416,0.40787978,0.33028609,0.28189951,0.01794136,0.51136234,0.10581586,0.48732519
0.51325663,1.67337009,0.40054133,0.32421385,0.28216911,0.01726919,0.50108451,0.10398418,0.47843962
0.51925963,1.63430618,0.39102766,0.31653442,0.28094978,0.01650782,0.48817576,0.10160394,0.46691599
0.52526263,1.58678728,0.37949293,0.30735305,0.27824437,0.01567145,0.47283072,0.09871063,0.45293684
0.53126563,1.53158074,0.36612864,0.29680387,0.27408392,0.01477514,0.45529132,0.09534939,0.43673210
0.53726863,1.46959183,0.35115759,0.28504572,0.26852661,0.01383434,0.43583918,0.09157355,0.41857174
0.54327164,1.40183604,0.33482724,0.27225746,0.26165609,0.01286447,0.41478699,0.08744296,0.39875749
0.54927464,1.32940951,0.31740268,0.25863298,0.25357921,0.01188051,0.39246958,0.08302224,0.37761404
0.55527764,1.25345911,0.29915954,0.24437620,0.24442328,0.01089665,0.36923490,0.07837901,0.35548010
0.56128064,1.17515324,0.28037720,0.22969616,0.23433294,0.00992595,0.34543538,0.07358212,0.33269966
0.56728364,1.09565459,0.26133244,0.21480259,0.22346687,0.00898013,0.32141995,0.06870004,0.30961392
0.57328664,1.01609584,0.24229383,0.19990183,0.21199428,0.00806933,0.29752704,0.06379945,0.28655401
0.57928964,0.93755889,0.22351703,0.18519347,0.20009156,0.00720210,0.27407876,0.05894394,0.26383483
0.58529265,0.86105823,0.20524098,0.17086759,0.18793885,0.00638523,0.25137631,0.05419303,0.24175012
0.59129565,0.78752849,0.18768518,0.15710272,0.17571696,0.00562388,0.22969673,0.04960142,0.22056883
0.59729865,0.71781637,0.17104789,0.14406451,0.16360447,0.00492156,0.20929097,0.04521849,0.20053279
0.60330165,0.65267648,0.15550534,0.13190497,0.15177520,0.00428032,0.19038303,0.04108801,0.18185555
0.60930465,0.59277068,0.14121166,0.12076225,0.14039595,0.00370083,0.17317025,0.03724811,0.16472237
0.61530765,0.53867037,0.12829951,0.11076086,0.12962467,0.00318261,0.15782426,0.03373136,0.14929103
0.62131066,0.49086086,0.11688124,0.10201214,0.11960890,0.00272421,0.14449254,0.03056507,0.13569332
0.62731366,0.44974714,0.10705024,0.09461489,0.11048453,0.00232337,0.13330028,0.02777162,0.12403695
0.63331666,0.41566018,0.09888250,0.08865599,0.10237482,0.00197728,0.12435221,0.02536884,0.11440768
0.63931966,0.38886290,0.09243802,0.08421084,0.09538956,0.00168271,0.11773424,0.02337045,0.10687128
0.64532266,0.36955522,0.08776202,0.08134357,0.08962441,0.00143621,0.11351469,0.02178640,0.10147531
0.65132566,0.35787761,0.08488580,0.08010685,0.08516021,0.00123426,0.11174482,0.02062322,0.09825042
0.65732866,0.35391253,0.08382705,0.08054130,0.08206236,0.00107341,0.11245872,0.01988415,0.09721098
0.66333167,0.35768377,0.08458976,0.08267437,0.08038005,0.00095036,0.11567237,0.01956934,0.09835519
0.66933467,0.36915344,0.08716347,0.08651883,0.08014544,0.00086212,0.12138188,0.01967574,0.10166436
0.67533767,0.38821689,0.09152217,0.09207078,0.08137274,0.00080600,0.12956109,0.02019702,0.10710168
0.68134067,0.41469589,0.09762268,0.09930743,0.08405715,0.00077972,0.14015863,0.02112334,0.11461034
0.68734367,0.44833059,0.10540286,0.10818463,0.08817382,0.00078145,0.15309450,0.02244097,0.12411140
0.69334667,0.48877108,0.11477965,0.11863441,0.09367676,0.00080982,0.16825676,0.02413204,0.13550139
0.69934967,0.53556927,0.12564726,0.13056276,0.10049792,0.00086393,0.18549830,0.02617409,0.14865003
0.70535268,0.58817213,0.13787562,0.14384773,0.10854652,0.00094342,0.20463419,0.02853976,0.16339832
0.71135568,0.64591717,0.15130944,0.15833828,0.11770869,0.00104842,0.22543995,0.03119660,0.17955718
0.71735868,0.70803105,0.16576787,0.17385383,0.12784764,0.00117957,0.24765097,0.03410693,0.19690706
0.72336168,0.77363224,0.18104522,0.19018498,0.13880448,0.00133805,0.27096338,0.03722788,0.21519861
0.72936468,0.84173817,0.19691267,0.20709532,0.15039966,0.00152552,0.29503669,0.04051175,0.23415459
0.73536768,0.91127758,0.21312110,0.22432455,0.16243537,0.00174417,0.31949819,0.04390644,0.25347336
0.74137069,0.98110788,0.22940518,0.24159295,0.17469858,0.00199665,0.34394918,0.04735628,0.27283368
0.74737369,1.05003768,0.24548850,0.25860702,0.18696511,0.00228607,0.36797313,0.05080301,0.29190103
0.75337669,1.11685390,0.26108985,0.27506644,0.19900428,0.00261593,0.39114537,0.05418702,0.31033525
0.75937969,1.18035263,0.27593022,0.29067185,0.21058433,0.00299004,0.41304419,0.05744885,0.32779922
0.76538269,1.23937288,0.28974045,0.30513349,0.22147829,0.00341246,0.43326292,0.06053071,0.34396840
0.77138569,1.29283171,0.30226919,0.31818011,0.23147012,0.00388735,0.45142253,0.06337823,0.35854077
0.77738869,1.33975946,0.31329079,0.32956799,0.24036088,0.00441884,0.46718422,0.06594219,0.37124691
0.78339170,1.37933340,0.32261279,0.33908962,0.24797468,0.00501081,0.48026153,0.06818012,0.38185949
0.78939470,1.41090827,0.33008263,0.34658154,0.25416414,0.00566674,0.49043122,0.07005791,0.39020208
0.79539770,1.43404214,0.33559329,0.35193114,0.25881509,0.00638947,0.49754261,0.07155110,0.39615661
0.80140070,1.44851631,0.33908750,0.35508193,0.26185021,0.00718091,0.50152475,0.07264591,0.39966911
0.80740370,1.45434812,0.34056037,0.35603703,0.26323158,0.00804184,0.50239109,0.07334002,0.40075353
0.81340670,1.45179582,0.34006012,0.35486075,0.26296184,0.00897165,0.50024133,0.07364282,0.39949328
0.81940970,1.44135511,0.33768707,0.35167798,0.26108392,0.00996808,0.49526034,0.07357539,0.39604043
0.82541271,1.42374721,0.33359065,0.34667151,0.25767941,0.01102704,0.48771401,0.07316995,0.39061246
0.83141571,1.39989888,0.32796472,0.34007719,0.25286554,0.01214244,0.47794233,0.07246897,0.38348667
0.83741871,1.37091488,0.32104126,0.33217721,0.24679089,0.01330609,0.46634963,0.07152384,0.37499247
0.84342171,1.33804404,0.31308275,0.32329169,0.23963015,0.01450768,0.45339265,0.07039323,0.36550165
0.84942471,1.30264011,0.30437355,0.31376881,0.23157795,0.01573481,0.43956660,0.06914117,0.35541721
0.85542771,1.26611883,0.29521053,0.30397395,0.22284222,0.01697312,0.42538992,0.06783490,0.34516091
0.86143072,1.22991292,0.28589346,0.29427818,0.21363726,0.01820657,0.41138819,0.06654258,0.33516018
0.86743372,1.19542658,0.27671544,0.28504648,0.20417677,0.01941768,0.39807779,0.06533098,0.32583477
0.87343672,1.16399112,0.26795375,0.27662622,0.19466726,0.02058800,0.38594993,0.06426318,0.31758357
0.87943972,1.13682334,0.25986141,0.26933618,0.18530194,0.02169855,0.37545559,0.06339638,0.31077225
0.88544272,1.11498810,0.25265982,0.26345655,0.17625535,0.02273033,0.36699191,0.06277994,0.30572190
0.89144572,1.09936624,0.24653264,0.25922025,0.16767891,0.02366492,0.36089040,0.06245360,0.30269925
0.89744872,1.09062906,0.24162104,0.25680587,0.15969754,0.02448499,0.35740750,0.06244610,0.30190877
0.90345173,1.08921996,0.23802064,0.25633242,0.15240732,0.02517493,0.35671770,0.06277412,0.30348683
0.90945473,1.09534397,0.23577990,0.25785605,0.14587426,0.02572129,0.35890948,0.06344159,0.30749824
0.91545773,1.10896537,0.23490023,0.26136895,0.14013421,0.02611325,0.36398411,0.06443950,0.31393524
0.92146073,1.12981345,0.23533764,0.26680036,0.13519374,0.02634303,0.37185754,0.06574601,0.32271896
0.92746373,1.15739619,0.23700579,0.27401964,0.13103196,0.02640606,0.38236504,0.06732715,0.33370341
0.93346673,1.19102132,0.23978045,0.28284145,0.12760310,0.02630122,0.39526862,0.06913775,0.34668170
0.93946973,1.22982403,0.24350504,0.29303266,0.12483981,0.02603079,0.41026692,0.07112287,0.36139445
0.94547274,1.27280036,0.24799708,0.30432091,0.12265688,0.02560039,0.42700716,0.07321953,0.37754001
0.95147574,1.31884503,0.25305542,0.31640448,0.12095532,0.02501874,0.44509872,0.07535869,0.39478612
0.95747874,1.36679232,0.25846782,0.32896302,0.11962672,0.02429737,0.46412790,0.07746747,0.41278252
0.96348174,1.41545846,0.26401871,0.34166887,0.11855745,0.02345019,0.48367318,0.07947153,0.43117411
0.96948474,1.46368383,0.26949683,0.35419848,0.11763298,0.02249304,0.50332046,0.08129745,0.44961403
0.97548774,1.51037335,0.27470250,0.36624348,0.11674177,0.02144314,0.52267750,0.08287515,0.46777607
0.98149075,1.55453332,0.27945420,0.37752090,0.11577895,0.02031860,0.54138715,0.08414020,0.48536604
0.98749375,1.59530324,0.28359421,0.38778226,0.11464945,0.01913786,0.55913861,0.08503584,0.50213124
0.99349675,1.63198110,0.28699321,0.39682103,0.11327070,0.01791918,0.57567628,0.08551487,0.51786804
0.99949975,1.66404124,0.28955352,0.40447814,0.11157465,0.01668019,0.59080581,0.08554111,0.53242668
1.00550275,1.69114381,0.29121100,0.41064548,0.10950924,0.01543749,0.60439705,0.08509045,0.54571356
1.01150575,1.71313559,0.29193540,0.41526700,0.10703922,0.01420630,0.61638385,0.08415153,0.55769051
1.01750875,1.73004219,0.29172937,0.41833763,0.10414629,0.01300022,0.62676065,0.08272592,0.56837134
1.02351176,1.74205212,0.29062601,0.41990000,0.10082873,0.01183105,0.63557616,0.08082788,0.57781570
1.02951476,1.74949372,0.28868527,0.42003914,0.09710036,0.01070868,0.64292449,0.07848359,0.58612075
1.03551776,1.75280611,0.28598926,0.41887558,0.09298914,0.00964110,0.64893427,0.07573012,0.59341095
1.04152076,1.75250603,0.28263687,0.41655709,0.08853524,0.00863438,0.65375629,0.07261391,0.59982673
1.04752376,1.74915223,0.27873781,0.41324968,0.08378894,0.00769280,0.65755060,0.06918908,0.60551253
1.05352676,1.74330948,0.27440656,0.40912817,0.07880820,0.00681899,0.66047359,0.06551548,0.61060504
1.05952976,1.73551419,0.26975646,0.40436701,0.07365622,0.00601407,0.66266595,0.06165666,0.61522222
1.06553277,1.72624348,0.26489419,0.39913164,0.06839894,0.00527786,0.66424220,0.05767777,0.61945381
1.07153577,1.71588923,0.25991499,0.39357100,0.06310271,0.00460906,0.66528222,0.05364358,0.62335385
1.07753877,1.70473866,0.25489881,0.38781136,0.05783206,0.00400546,0.66582553,0.04961656,0.62693560
1.08354177,1.69296205,0.24990753,0.38195185,0.05264782,0.00346414,0.66586830,0.04565520,0.63016919
1.08954477,1.68060816,0.24498335,0.37606182,0.04760547,0.00298161,0.66536345,0.04181260,0.63298205
1.09554777,1.66760741,0.24014838,0.37018004,0.04275392,0.00255404,0.66422360,0.03813526,0.63526207
1.10155078,1.65378219,0.23540539,0.36431565,0.03813456,0.00217734,0.66232674,0.03466229,0.63686336
1.10755378,1.63886345,0.23073959,0.35845080,0.03378077,0.00184734,0.65952415,0.03142483,0.63761400
1.11355678,1.62251246,0.22612130,0.35254462,0.02971769,0.00155983,0.65565009,0.02844586,0.63732561
1.11955978,1.60434616,0.22150926,0.34653826,0.02596240,0.00131071,0.65053258,0.02574026,0.63580388
1.12556278,1.58396452,0.21685448,0.34036064,0.02252423,0.00109601,0.64400465,0.02331510,0.63285967
1.13156578,1.56097838,0.21210417,0.33393458,0.01940549,0.00091198,0.63591546,0.02117018,0.62831991
1.13756878,1.53503599,0.20720578,0.32718288,0.01660216,0.00075507,0.62614053,0.01929879,0.62203776
1.14357179,1.50584720,0.20211072,0.32003404,0.01410484,0.00062201,0.61459066,0.01768852,0.61390163
1.14957479,1.47320369,0.19677773,0.31242746,0.01189970,0.00050977,0.60121906,0.01632220,0.60384243
1.15557779,1.43699488,0.19117558,0.30431767,0.00996947,0.00041562,0.58602636,0.01517889,0.59183893
1.16158079,1.39721848,0.18528529,0.29567764,0.00829439,0.00033706,0.56906336,0.01423492,0.57792092
1.16758379,1.35398585,0.17910142,0.28650098,0.00685304,0.00027189,0.55043151,0.01346481,0.56217029
1.17358679,1.30752197,0.17263282,0.27680305,0.00562324,0.00021812,0.53028111,0.01284221,0.54471986
1.17958979,1.25816063,0.16590256,0.26662098,0.00458264,0.00017402,0.50880758,0.01234078,0.52575027
1.18559280,1.20633511,0.15894723,0.25601270,0.00370940,0.00013805,0.48624600,0.01193489,0.50548527
1.19159580,1.15256537,0.15181578,0.24505520,0.00298256,0.00010888,0.46286424,0.01160033,0.48418539
1.19759880,1.09744237,0.14456776,0.23384203,0.00238246,0.00008538,0.43895522,0.01131481,0.46214077
1.20360180,1.04161049,0.13727131,0.22248024,0.00189097,0.00006656,0.41482846,0.01105836,0.43966307
1.20960480,0.98574876,0.13000092,0.21108704,0.00149159,0.00005157,0.39080157,0.01081370,0.41707709
1.21560780,0.93055187,0.12283500,0.19978620,0.00116960,0.00003972,0.36719170,0.01056635,0.39471231
1.22161081,0.87671133,0.11585348,0.18870437,0.00091199,0.00003040,0.34430755,0.01030476,0.37289453
1.22761381,0.82489766,0.10913539,0.17796750,0.00070743,0.00002313,0.32244187,0.01002026,0.35193802
1.23361681,0.77574375,0.10275664,0.16769731,0.00054619,0.00001748,0.30186481,0.00970698,0.33213811
1.23961981,0.72982984,0.09678787,0.15800816,0.00041999,0.00001313,0.28281820,0.00936164,0.31376454
1.24562281,0.68767029,0.09129256,0.14900400,0.00032190,0.00000980,0.26551062,0.00898331,0.29705559
1.25162581,0.64970228,0.08632537,0.14077580,0.00024614,0.00000726,0.25011355,0.00857313,0.28221293
1.25762881,0.61627646,0.08193072,0.13339928,0.00018798,0.00000535,0.23675839,0.00813396,0.26939747
1.26363182,0.58764959,0.07814163,0.12693302,0.00014358,0.00000391,0.22553433,0.00767005,0.25872591
1.26963482,0.56397922,0.07497884,0.12141699,0.00010983,0.00000285,0.21648717,0.00718669,0.25026836
1.27563782,0.54532039,0.07245021,0.11687149,0.00008428,0.00000205,0.20961884,0.00668983,0.24404672
1.28164082,0.53162437,0.07055044,0.11329652,0.00006499,0.00000147,0.20488783,0.00618580,0.24003415
1.28764382,0.52273957,0.06926106,0.11067163,0.00005047,0.00000105,0.20221028,0.00568101,0.23815538
1.29364682,0.51841453,0.06855075,0.10895625,0.00003955,0.00000074,0.20146192,0.00518164,0.23828819
1.29964982,0.51830316,0.06837595,0.10809045,0.00003135,0.00000052,0.20248078,0.00469351,0.24026578
1.30565283,0.52197211,0.06868187,0.10799627,0.00002522,0.00000036,0.20507062,0.00422183,0.24388038
1.31165583,0.52891045,0.06940368,0.10857945,0.00002069,0.00000025,0.20900518,0.00377113,0.24888776
1.31765883,0.53854135,0.07046812,0.10973170,0.00001741,0.00000017,0.21403314,0.00334517,0.25501289
1.32366183,0.55023577,0.07179532,0.11133336,0.00001515,0.00000012,0.21988376,0.00294688,0.26195643
1.32966483,0.56332782,0.07330084,0.11325644,0.00001380,0.00000008,0.22627312,0.00257841,0.26940215
1.33566783,0.57713153,0.07489797,0.11536790,0.00001330,0.00000005,0.23291086,0.00224114,0.27702494
1.34167084,0.59095845,0.07650010,0.11753327,0.00001368,0.00000004,0.23950720,0.00193579,0.28449925
1.34767384,0.60413581,0.07802314,0.11962020,0.00001503,0.00000002,0.24578015,0.00166245,0.29150771
1.35367684,0.61602439,0.07938797,0.12150206,0.00001751,0.00000002,0.25146259,0.00142074,0.29774973
1.35967984,0.62603573,0.08052276,0.12306145,0.00002137,0.00000001,0.25630904,0.00120992,0.30294957
1.36568284,0.63364789,0.08136508,0.12419329,0.00002696,0.00000001,0.26010189,0.00102901,0.30686378
1.37168584,0.63841929,0.08186386,0.12480760,0.00003470,0.00000000,0.26265686,0.00087691,0.30928766
1.37768884,0.64000003,0.08198089,0.12483178,0.00004515,0.00000000,0.26382740,0.00075256,0.31006044
1.38369185,0.63814028,0.08169205,0.12421225,0.00005900,0.00000000,0.26350799,0.00065500,0.30906898
1.38969485,0.63269542,0.08098807,0.12291544,0.00007711,0.00000000,0.26163608,0.00058355,0.30624996
1.39569785,0.62362774,0.07987485,0.12092815,0.00010050,0.00000000,0.25819266,0.00053784,0.30159031
1.40170085,0.61100470,0.07837335,0.11825716,0.00013041,0.00000000,0.25320146,0.00051796,0.29512601
1.40770385,0.59499382,0.07651906,0.11492818,0.00016828,0.00000000,0.24672678,0.00052451,0.28693926
1.41370685,0.57585458,0.07436097,0.11098426,0.00021583,0.00000000,0.23887006,0.00055864,0.27715422
1.41970985,0.55392752,0.07196031,0.10648361,0.00027500,0.00000000,0.22976546,0.00062212,0.26593154
1.42571286,0.52962135,0.06938882,0.10149705,0.00034801,0.00000000,0.21957440,0.00071734,0.25346184
1.43171586,0.50339828,0.06672695,0.09610520,0.00043735,0.00000000,0.20847969,0.00084735,0.23995859
1.43771886,0.47575858,0.06406165,0.09039544,0.00054575,0.00000000,0.19667906,0.00101579,0.22565062
1.44372186,0.44722459,0.06148421,0.08445886,0.00067620,0.00000000,0.18437878,0.00122685,0.21077459
1.44972486,0.41832520,0.05908789,0.07838739,0.00083185,0.00000000,0.17178729,0.00148524,0.19556774
1.45572786,0.38958092,0.05696564,0.07227099,0.00101602,0.00000000,0.15910928,0.00179602,0.18026117
1.46173087,0.36149037,0.05520773,0.06619527,0.00123208,0.00000000,0.14654032,0.00216448,0.16507396
1.46773387,0.33451834,0.05389951,0.06023941,0.00148338,0.00000000,0.13426224,0.00259596,0.15020817
1.47373687,0.30908568,0.05311926,0.05447452,0.00177312,0.00000000,0.12243935,0.00309568,0.13584496
1.47973987,0.28556134,0.05293608,0.04896247,0.00210424,0.00000000,0.11121558,0.00366842,0.12214182
1.48574287,0.26425641,0.05340801,0.04375515,0.00247928,0.00000000,0.10071252,0.00431835,0.10923093
1.49174587,0.24542026,0.05458030,0.03889413,0.00290018,0.00000000,0.09102843,0.00504867,0.09721861
1.49774887,0.22923858,0.05648378,0.03441083,0.00336818,0.00000000,0.08223796,0.00586137,0.08618569
1.50375188,0.21583322,0.05913359,0.03032688,0.00388362,0.00000000,0.07439274,0.00675692,0.07618875
1.50975488,0.20526353,0.06252807,0.02665486,0.00444577,0.00000000,0.06752253,0.00773399,0.06726205
1.51575788,0.19752911,0.06664798,0.02339921,0.00505275,0.00000000,0.06163685,0.00878922,0.05941986
1.52176088,0.19257353,0.07145607,0.02055731,0.00570137,0.00000000,0.05672703,0.00991699,0.05265923
1.52776388,0.19028904,0.07689704,0.01812061,0.00638705,0.00000000,0.05276845,0.01110933,0.04696275
1.53376688,0.19052185,0.08289792,0.01607575,0.00710380,0.00000000,0.04972294,0.01235579,0.04230144
1.53976988,0.19307795,0.08936901,0.01440568,0.00784426,0.00000000,0.04754111,0.01364352,0.03863735
1.54577289,0.19772926,0.09620517,0.01309065,0.00859969,0.00000000,0.04616474,0.01495734,0.03592597
1.55177589,0.20421994,0.10328779,0.01210911,0.00936016,0.00000000,0.04552886,0.01627996,0.03411823
1.55777889,0.21227281,0.11048716,0.01143840,0.01011473,0.00000000,0.04556378,0.01759231,0.03316212
1.56378189,0.22159574,0.11766536,0.01105539,0.01085163,0.00000000,0.04619677,0.01887395,0.03300386
1.56978489,0.23188797,0.12467955,0.01093681,0.01155861,0.00000000,0.04735360,0.02010356,0.03358866
1.57578789,0.24284617,0.13138555,0.01105959,0.01222324,0.00000000,0.04895970,0.02125952,0.03486104
1.58179090,0.25417026,0.13764173,0.01140090,0.01283325,0.00000000,0.05094125,0.02232049,0.03676482
1.58779390,0.26556885,0.14331284,0.01193822,0.01337696,0.00000000,0.05322585,0.02326613,0.03924286
1.59379690,0.27676424,0.14827394,0.01264922,0.01384356,0.00000000,0.05574318,0.02407768,0.04223649
