energy_ev,total_up,total_down,C_s_up,C_s_down,C_p_up,C_p_down,Mn_p_up,Mn_p_down,Mn_d_up,Mn_d_down,Se_s_up,Se_s_down,Se_p_up,Se_p_down,Ti_p_up,Ti_p_down,Ti_d_up,Ti_d_down
-5.93996998,4.17076403,-4.17624711,0.02196493,-0.03817554,0.42127099,-0.59661178,1.56979625,-1.41520612,0.62886186,-0.40364474,0.03268893,-0.08657873,1.92107759,-1.85394705,1.14240732,-0.64967393,0.13021503,-0.23977383
-5.93396698,4.12827017,-4.20226518,0.02365457,-0.03900157,0.42414576,-0.59565997,1.58363519,-1.40784105,0.62823272,-0.40837643,0.03329242,-0.08561240,1.89440739,-1.87376522,1.12733161,-0.66921840,0.12793182,-0.24243309
-5.92796398,4.09730838,-4.24595681,0.02560327,-0.04006035,0.42932083,-0.59684897,1.60143385,-1.40558548,0.63077689,-0.41539280,0.03427121,-0.08484645,1.87107224,-1.90190822,1.11201250,-0.69279510,0.12640895,-0.24559736
-5.92196098,4.07955863,-4.30814265,0.02780406,-0.04137933,0.43689356,-0.60045892,1.62378681,-1.40908401,0.63667526,-0.42481134,0.03562153,-0.08428240,1.85196871,-1.93852655,1.09704920,-0.72053846,0.12567690,-0.24927205
-5.91595798,4.07642456,-4.38924099,0.03024711,-0.04298023,0.44692195,-0.60671376,1.65119381,-1.41887051,0.64605145,-0.43669157,0.03733646,-0.08391751,1.83788770,-1.98359309,1.08299858,-0.75249458,0.12575367,-0.25344913
-5.90995498,4.08896377,-4.48923121,0.03291947,-0.04487777,0.45941692,-0.61577207,1.68402418,-1.43534779,0.65896155,-0.45102919,0.03940590,-0.08374535,1.82948236,-2.03689209,1.07035366,-0.78861197,0.12664372,-0.25810624
-5.90395198,4.11783048,-4.60762834,0.03580489,-0.04707861,0.47433590,-0.62771945,1.72248570,-1.45877105,0.67538615,-0.46775181,0.04181660,-0.08375634,1.82724125,-2.09801296,1.05952494,-0.82873516,0.12833740,-0.26320629
-5.89794897,4.16323310,-4.74347063,0.03888371,-0.04958046,0.49157817,-0.64256309,1.76659922,-1.48923631,0.69522489,-0.48671645,0.04455219,-0.08393832,1.83146809,-2.16634955,1.05082552,-0.87260162,0.13081078,-0.26869736
-5.89194597,4.22490887,-4.89532169,0.04213298,-0.05237153,0.51098230,-0.66022856,1.81618063,-1.52667426,0.71829403,-0.50770921,0.04759335,-0.08427703,1.84226869,-2.24110553,1.04446055,-0.91984229,0.13402607,-0.27451323
-5.88594297,4.30211649,-5.06128832,0.04552667,-0.05543027,0.53232574,-0.68055929,1.87083116,-1.57085026,0.74432703,-0.53044713,0.05091795,-0.08475662,1.85954571,-2.32130622,1.04052140,-0.96998606,0.13793234,-0.28057432
-5.87993997,4.39364722,-5.23905439,0.04903598,-0.05872543,0.55532690,-0.70331885,1.92993666,-1.62137050,0.77297835,-0.55458247,0.05450121,-0.08535999,1.88300121,-2.40581684,1.03898466,-1.02246805,0.14246685,-0.28678919
-5.87393697,4.49785367,-5.42593057,0.05262982,-0.06221658,0.57964948,-0.72819593,1.99267608,-1.67769430,0.80383014,-0.57970943,0.05831600,-0.08606919,1.91214670,-2.49336713,1.03971588,-1.07664176,0.14755653,-0.29305657
-5.86793397,4.61269474,-5.61891889,0.05627535,-0.06585488,0.60490910,-0.75481218,2.05803886,-1.73915204,0.83640164,-0.60537311,0.06233301,-0.08686572,1.94631997,-2.58258160,1.04247772,-1.13179452,0.15311991,-0.29926783
-5.86193097,4.73579437,-5.81479037,0.05993855,-0.06958432,0.63068183,-0.78273255,2.12485061,-1.80496795,0.87016085,-0.63108067,0.06652104,-0.08773083,1.98470770,-2.67201468,1.04694193,-1.18716587,0.15906912,-0.30530984
-5.85592796,4.86451122,-6.01017319,0.06358487,-0.07334315,0.65651446,-0.81147784,2.19180588,-1.87428674,0.90453778,-0.65631430,0.07084722,-0.08864582,2.02637255,-2.76018958,1.05270445,-1.24196803,0.16531196,-0.31106822
-5.84992496,4.99601579,-6.20164825,0.06717982,-0.07706573,0.68193591,-0.84053899,2.25750663,-1.94620270,0.93893886,-0.68054561,0.07527717,-0.08959228,2.07028335,-2.84563937,1.05930283,-1.29540787,0.17175401,-0.31643077
-5.84392196,5.12737132,-6.38584856,0.07068952,-0.08068445,0.70646936,-0.86939264,2.32050457,-2.01978983,0.97276177,-0.70325089,0.07977520,-0.09055248,2.11534683,-2.92694881,1.06623503,-1.34670917,0.17830050,-0.32129091
-5.83791896,5.25561495,-6.55955819,0.07408121,-0.08413187,0.72964466,-0.89751717,2.37934567,-2.09413144,1.00540996,-0.72392678,0.08430435,-0.09150962,2.16043934,-3.00279511,1.07297863,-1.39513444,0.18485802,-0.32555123
-5.83191596,5.37783550,-6.71980678,0.07732360,-0.08734289,0.75101039,-0.92440865,2.43261465,-2.16834759,1.03630646,-0.74210564,0.08882647,-0.09244822,2.20443734,-3.07198596,1.07900973,-1.44000538,0.19133589,-0.32912671
-5.82591296,5.49124508,-6.86395537,0.08038722,-0.09025685,0.77014516,-0.94959593,2.47897772,-2.24161903,1.06490628,-0.75736992,0.09330223,-0.09335449,2.24624531,-3.13349305,1.08382053,-1.48072086,0.19764721,-0.33194766
-5.81990995,5.59324185,-6.98976979,0.08324452,-0.09281955,0.78666776,-0.97265412,2.51722180,-2.31320614,1.09070705,-0.76936510,0.09769112,-0.09421668,2.28482026,-3.18647976,1.08693517,-1.51677194,0.20370960,-0.33396220
-5.81390695,5.68146238,-7.09547824,0.08587001,-0.09498504,0.80024572,-0.99321599,2.54628868,-2.38246222,1.11325779,-0.77781042,0.10195141,-0.09502544,2.31919220,-3.23032161,1.08792311,-1.54775318,0.20944554,-0.33513813
-5.80790395,5.75382248,-7.17981047,0.08824022,-0.09671711,0.81060208,-1.01098062,2.56530290,-2.44884010,1.13216538,-0.78250707,0.10604023,-0.09577416,2.34848024,-3.26461864,1.08640985,-1.57336977,0.21478245,-0.33546410
-5.80190095,5.80854640,-7.24201705,0.09033366,-0.09799046,0.81752029,-1.02571893,2.57359267,-2.51189225,1.14709905,-0.78334340,0.10991365,-0.09645918,2.37190437,-3.28919921,1.08208489,-1.59344048,0.21965258,-0.33495011
-5.79589795,5.84418468,-7.28186786,0.09213074,-0.09879145,0.82084706,-1.03727605,2.57070326,-2.57126433,1.15779284,-0.78029690,0.11352691,-0.09708001,2.38879321,-3.30411512,1.07470673,-1.60789616,0.22399275,-0.33362712
-5.78989495,5.85962197,-7.29963042,0.09361366,-0.09911841,0.82049330,-1.04557026,2.55640286,-2.62668303,1.16404631,-0.77343300,0.11683472,-0.09763933,2.39858820,-3.30962838,1.06410531,-1.61677431,0.22774400,-0.33154596
-5.78389195,5.85407600,-7.29602930,0.09476643,-0.09898153,0.81643330,-1.05058887,2.53068117,-2.67793916,1.16572386,-0.76290061,0.11979184,-0.09814297,2.40084492,-3.30619039,1.05018205,-1.62020990,0.23085140,-0.32877551
-5.77788894,5.82708979,-7.27218925,0.09557484,-0.09840234,0.80870235,-1.05238129,2.49374148,-2.72486743,1.16275291,-0.74892477,0.12235372,-0.09859967,2.39523236,-3.29441468,1.03290778,-1.61842325,0.23326394,-0.32540012
-5.77188594,5.77851870,-7.22956512,0.09602662,-0.09741271,0.79739296,-1.05104983,2.44598684,-2.76732456,1.15512142,-0.73179678,0.12447733,-0.09902072,2.38153072,-3.27504454,1.01231918,-1.61170555,0.23493462,-0.32151660
-5.76588294,5.70851429,-7.16986241,0.09611161,-0.09605356,0.78265011,-1.04673887,2.38800164,-2.80516749,1.14287489,-0.71186226,0.12612222,-0.09941947,2.35962856,-3.24891731,0.98851394,-1.60040287,0.23582090,-0.31723063
-5.75987994,5.61750640,-7.09495275,0.09582209,-0.09437322,0.76466573,-1.03962308,2.32052951,-2.83823340,1.12611331,-0.68950779,0.12725162,-0.09981070,2.32951980,-3.21692691,0.96164508,-1.58489955,0.23588533,-0.31265302
-5.75387694,5.50618475,-7.00678850,0.09515314,-0.09242561,0.74367264,-1.02989553,2.24444883,-2.86632325,1.10498801,-0.66514676,0.12783368,-0.10020985,2.29130091,-3.17998644,0.93191496,-1.56560166,0.23509650,-0.30789569
-5.74787394,5.37548085,-6.90732066,0.09410310,-0.09026823,0.71993830,-1.01775630,2.16074691,-2.88919009,1.07969873,-0.63920504,0.12784269,-0.10063216,2.24516841,-3.13899248,0.89956896,-1.54292145,0.23343024,-0.30306780
-5.74187094,5.22655054,-6.79842390,0.09267399,-0.08796009,0.69375850,-1.00340238,2.07049388,-2.90653340,1.05049071,-0.61210724,0.12726030,-0.10109183,2.19141682,-3.09479256,0.86488936,-1.51726329,0.23087090,-0.29827192
-5.73586793,5.06075714,-6.68183177,0.09087201,-0.08555963,0.66545114,-0.98701931,1.97481721,-2.91799973,1.01765189,-0.58426398,0.12607660,-0.10160102,2.13043664,-3.04815709,0.82818936,-1.48901169,0.22741275,-0.29360055
-5.72986493,4.87965488,-6.55908459,0.08870788,-0.08312283,0.63535023,-0.96877498,1.87487751,-2.92319009,0.98151004,-0.55606074,0.12429102,-0.10216900,2.06271221,-2.99975657,0.78980741,-1.45852173,0.22306126,-0.28913311
-5.72386193,4.68497201,-6.43149151,0.08619715,-0.08070133,0.60380022,-0.94881593,1.77184619,-2.92167346,0.94242958,-0.52784864,0.12191303,-0.10280128,1.98881891,-2.95014477,0.75010191,-1.42611217,0.21783429,-0.28493334
-5.71785893,4.47859278,-6.30010752,0.08336035,-0.07834092,0.57115062,-0.92726599,1.66688546,-2.91300573,0.90080808,-0.49993743,0.11896246,-0.10349888,1.90941921,-2.89974815,0.70944613,-1.39206118,0.21176291,-0.28104737
-5.71185593,4.26253765,-6.16572513,0.08022297,-0.07608026,0.53775098,-0.90422733,1.56113072,-2.89675286,0.85707213,-0.47259075,0.11546959,-0.10425768,1.82525735,-2.84886151,0.66822350,-1.35660470,0.20489190,-0.27750244
-5.70585293,4.03894116,-6.02887986,0.07681528,-0.07394986,0.50394628,-0.87978353,1.45567549,-2.87251666,0.81167256,-0.44602372,0.11147475,-0.10506805,1.73715204,-2.79764946,0.62682306,-1.31993717,0.19727971,-0.27430621
-5.69984992,3.81002685,-5.88986797,0.07317191,-0.07197151,0.47007253,-0.85400427,1.35155898,-2.83996151,0.76507892,-0.42040263,0.10702769,-0.10591458,1.64598713,-2.74615331,0.58563515,-1.28221427,0.18899800,-0.27144681
-5.69384692,3.57807944,-5.74877422,0.06933128,-0.07015797,0.43645283,-0.82695114,1.24975588,-2.79884026,0.71777331,-0.39584663,0.10218654,-0.10677610,1.55270022,-2.69430256,0.54504721,-1.24355737,0.18013061,-0.26889356
-5.68784392,3.34541418,-5.60550755,0.06533488,-0.06851307,0.40339371,-0.79868403,1.15116855,-2.74901768,0.67024346,-0.37243101,0.09701644,-0.10762591,1.45826912,-2.64193018,0.50543975,-1.20405923,0.17077202,-0.26659824
-5.68184092,3.11434394,-5.45984189,0.06122632,-0.06703207,0.37118185,-0.76926755,1.05662103,-2.69048970,0.62297544,-0.35019184,0.09158801,-0.10843229,1.36369669,-2.58879077,0.46718251,-1.16379054,0.16102540,-0.26449701
-5.67583792,2.88714494,-5.31145973,0.05705038,-0.06570244,0.34008114,-0.73877684,0.96685492,-2.62339749,0.57644611,-0.32913138,0.08597554,-0.10915923,1.26999425,-2.53458079,0.43063070,-1.12280677,0.15100021,-0.26251277
-5.66983492,2.66602186,-5.15999609,0.05285195,-0.06450475,0.31033019,-0.70730252,0.88252667,-2.54803528,0.53111549,-0.30922422,0.08025514,-0.10976738,1.17816419,-2.47895969,0.39612160,-1.08115509,0.14080963,-0.26055799
-5.66383192,2.45307361,-5.00508084,0.04867498,-0.06341392,0.28214023,-0.67495425,0.80420616,-2.46485163,0.48741947,-0.29042344,0.07450284,-0.11021523,1.08918245,-2.42157150,0.36397127,-1.03888094,0.13056782,-0.25853785
-5.65782891,2.25026082,-4.84637756,0.04456142,-0.06240055,0.25569348,-0.64186279,0.73237623,-2.37444390,0.44576303,-0.27266675,0.06879270,-0.11046038,1.00398125,-2.36206573,0.33447166,-0.99603396,0.12038712,-0.25635363
-5.65182591,2.05937616,-4.68361764,0.04055032,-0.06143236,0.23114208,-0.60818039,0.66743310,-2.27754650,0.40651420,-0.25588217,0.06319516,-0.11046106,0.92343291,-2.30011724,0.30788799,-0.95267303,0.11037540,-0.25390621
-5.64582291,1.88201838,-4.51662869,0.03667700,-0.06047572,0.20860737,-0.57407961,0.60968722,-2.17501350,0.36999906,-0.23999320,0.05777541,-0.11017753,0.84833522,-2.23544418,0.28445645,-0.90887034,0.10063369,-0.25109960
-5.63981991,1.71957094,-4.34535656,0.03297241,-0.05949710,0.18817982,-0.53975059,0.55936472,-2.06779667,0.33649782,-0.22492319,0.05259213,-0.10957363,0.77939869,-2.16782389,0.26438223,-0.86471426,0.09125406,-0.24784439
-5.63381691,1.57318565,-4.16988081,0.02946261,-0.05846453,0.16991931,-0.50539712,0.51660897,-1.95692017,0.30624211,-0.21059892,0.04769643,-0.10861816,0.71723623,-2.09710597,0.24783786,-0.82031117,0.08231801,-0.24406091
-5.62781391,1.44377169,-3.99042365,0.02616848,-0.05734888,0.15385598,-0.47123180,0.48148243,-1.84345330,0.27941357,-0.19695338,0.04313113,-0.10728620,0.66235527,-2.02322257,0.23496176,-0.77578598,0.07389523,-0.23968218
-5.62181091,1.33199001,-3.80735259,0.02310565,-0.05612493,0.13999134,-0.43747058,0.45396858,-1.72848249,0.25614359,-0.18392771,0.03893027,-0.10556021,0.61515254,-1.94619547,0.22585703,-0.73128166,0.06604300,-0.23465631
-5.61580790,1.23825290,-3.62117726,0.02028448,-0.05477238,0.12829983,-0.40432702,0.43397392,-1.61308413,0.23651416,-0.17147239,0.03511893,-0.10343089,0.57591143,-1.86613986,0.22059043,-0.68695768,0.05880598,-0.22894845
-5.60980490,1.16272854,-3.43254104,0.01771039,-0.05327644,0.11873065,-0.37200673,0.42133019,-1.49829912,0.22055979,-0.15954774,0.03171338,-0.10089775,0.54480190,-1.78326491,0.21919149,-0.64298763,0.05221657,-0.22254216
-5.60380190,1.10534997,-3.24220814,0.01538413,-0.05162831,0.11120979,-0.34070219,0.41579678,-1.38511032,0.20827019,-0.14812399,0.02872133,-0.09796943,0.52188266,-1.69787104,0.22165172,-0.59955611,0.04629570,-0.21544006
-5.59779890,1.06582800,-3.05104688,0.01330232,-0.04982534,0.10564225,-0.31058832,0.41706352,-1.27442353,0.19959375,-0.13718073,0.02614245,-0.09466357,0.50710553,-1.61034415,0.22792408,-0.55685497,0.04105401,-0.20766390
-5.59179590,1.04366764,-2.86001010,0.01145794,-0.04787096,0.10191446,-0.28181880,0.42475414,-1.16705258,0.19444146,-0.12670619,0.02396910,-0.09100649,0.50032176,-1.52114704,0.23792257,-0.51507933,0.03649333,-0.19925393
-5.58579290,1.03818754,-2.67011334,0.00984100,-0.04577438,0.09989671,-0.25452355,0.43843042,-1.06370862,0.19269137,-0.11669624,0.02218703,-0.08703247,0.50128997,-1.43080835,0.25152218,-0.47442330,0.03260850,-0.19026759
-5.57978989,1.04854198,-2.48241179,0.00843910,-0.04355008,0.09944573,-0.22880720,0.45759748,-0.96499384,0.19419318,-0.10715330,0.02077628,-0.08278280,0.50968576,-1.33990958,0.26855924,-0.43507582,0.02938921,-0.18077770
-5.57378689,1.07374524,-2.29797681,0.00723807,-0.04121714,0.10040736,-0.20474861,0.48171036,-0.87139924,0.19877325,-0.09808528,0.01971209,-0.07830458,0.52511255,-1.24907052,0.28883235,-0.39721661,0.02682207,-0.17087007
-5.56778389,1.11269788,-2.11787280,0.00622255,-0.03879844,0.10261923,-0.18240148,0.51018199,-0.78330612,0.20623953,-0.08950454,0.01896575,-0.07364934,0.54711375,-1.15893390,0.31210397,-0.36101259,0.02489258,-0.16064085
-5.56178089,1.16421486,-1.94313533,0.00537650,-0.03631974,0.10591362,-0.16179575,0.54239299,-0.70099092,0.21638679,-0.08142700,0.01850558,-0.06887153,0.57518596,-1.07014964,0.33810295,-0.32661477,0.02358706,-0.15019343
-5.55577789,1.22705509,-1.77475110,0.00468373,-0.03380884,0.11012027,-0.14293990,0.57770299,-0.62463265,0.22900173,-0.07387144,0.01829775,-0.06402702,0.60879311,-0.98335956,0.36652794,-0.29415579,0.02289450,-0.13963536
-5.54977489,1.29995233,-1.61364054,0.00412825,-0.03129459,0.11506943,-0.12582374,0.61546378,-0.55432248,0.24386830,-0.06685901,0.01830714,-0.05917157,0.64738140,-0.89918288,0.39705193,-0.26374826,0.02280811,-0.12907519
-5.54377189,1.38164676,-1.46064346,0.00369462,-0.02880608,0.12059482,-0.11042167,0.65503392,-0.49007480,0.26077280,-0.06041298,0.01849815,-0.05435939,0.69039474,-0.81820335,0.42932788,-0.23548377,0.02332669,-0.11861942
-5.53776888,1.47091701,-1.31650827,0.00336822,-0.02637184,0.12653677,-0.09669630,0.69579455,-0.43183913,0.27950906,-0.05455865,0.01883546,-0.04964184,0.73729046,-0.74095811,0.46299541,-0.20943279,0.02445565,-0.10836975
-5.53176588,1.56661175,-1.18188485,0.00313544,-0.02401921,0.13274521,-0.08460203,0.73716606,-0.37951239,0.29988342,-0.04932361,0.01928470,-0.04506632,0.78755486,-0.66792902,0.49768842,-0.18564534,0.02620776,-0.09842060
-5.52576288,1.66768006,-1.05732136,0.00298379,-0.02177379,0.13908276,-0.07408872,0.77862496,-0.33295107,0.32171935,-0.04473807,0.01981321,-0.04067536,0.84071823,-0.59953624,0.53304352,-0.16415223,0.02860339,-0.08885709
-5.51975988,1.77319965,-0.94326458,0.00290199,-0.01965907,0.14542752,-0.06510511,0.81972028,-0.29198277,0.34486175,-0.04083544,0.02039057,-0.03650599,0.89636875,-0.53613458,0.56870890,-0.14496705,0.03167047,-0.07975349
-5.51375688,1.88240172,-0.84006375,0.00287997,-0.01769621,0.15167576,-0.05760201,0.86008883,-0.25641687,0.36918057,-0.03765295,0.02098931,-0.03258929,0.95416463,-0.47801216,0.60435334,-0.12808847,0.03544393,-0.07117214
-5.50775388,1.99469123,-0.74797725,0.00290885,-0.01590395,0.15774418,-0.05153504,0.89946840,-0.22605401,0.39457379,-0.03523235,0.02158536,-0.02895024,1.01384400,-0.42539152,0.63967501,-0.11350292,0.03996476,-0.06316288
-5.50175088,2.10966154,-0.66718149,0.00298088,-0.01429865,0.16357176,-0.04686698,0.93770817,-0.20069415,0.42096925,-0.03362062,0.02215867,-0.02560772,1.07523183,-0.37843257,0.67440949,-0.10118730,0.04527855,-0.05576300
-5.49574787,2.22710209,-0.59778137,0.00308939,-0.01289442,0.16912111,-0.04356952,0.97477550,-0.18014299,0.44832556,-0.03287052,0.02269359,-0.02257484,1.13824330,-0.33723726,0.70833664,-0.09111170,0.05143368,-0.04899755
-5.48974487,2.34699832,-0.53982137,0.00322863,-0.01170339,0.17437912,-0.04162448,1.01075850,-0.16421681,0.47663160,-0.03304101,0.02317935,-0.01985925,1.20288325,-0.30185526,0.74128592,-0.08324181,0.05847908,-0.04288009
-5.48374187,2.46952310,-0.49329644,0.00339370,-0.01073597,0.17935697,-0.04102437,1.04586374,-0.15274545,0.50590476,-0.03419740,0.02361040,-0.01746374,1.26924118,-0.27229026,0.77313971,-0.07754096,0.06646162,-0.03741366
-5.47773887,2.59501938,-0.45816194,0.00358040,-0.01000116,0.18408935,-0.04177236,1.08040893,-0.14557359,0.53618775,-0.03641113,0.02398666,-0.01538679,1.33748184,-0.24850645,0.80383431,-0.07397157,0.07542324,-0.03259207
-5.47173587,2.72397407,-0.43434167,0.00378512,-0.00950685,0.18863291,-0.04388156,1.11481023,-0.14256029,0.56754411,-0.03975920,0.02431378,-0.01362327,1.40783144,-0.23043446,0.83335851,-0.07249599,0.08539792,-0.02840125
-5.46573287,2.85698384,-0.42173365,0.00400467,-0.00926006,0.19306402,-0.04737367,1.14956457,-0.14357699,0.60005256,-0.04432308,0.02460316,-0.01216505,1.48055962,-0.21797671,0.86174960,-0.07307662,0.09640849,-0.02482069
-5.45972986,2.99471386,-0.42021294,0.00423623,-0.00926718,0.19747572,-0.05227704,1.18522724,-0.14850397,0.63380035,-0.05018719,0.02487199,-0.01100166,1.55595798,-0.21101148,0.88908690,-0.07567521,0.10846354,-0.02182483
-5.45372686,3.13785087,-0.42963135,0.00447715,-0.00953407,0.20197419,-0.05862417,1.22238539,-0.15722563,0.66887600,-0.05743678,0.02514310,-0.01012081,1.63431591,-0.20939577,0.91548311,-0.08025159,0.12155445,-0.01938448
-5.44772386,3.28705283,-0.44981413,0.00472492,-0.01006607,0.20667462,-0.06644869,1.26162858,-0.16962482,0.70536173,-0.06615537,0.02544467,-0.00950890,1.71589460,-0.21296671,0.94107370,-0.08676160,0.13565282,-0.01746797
-5.44172086,3.44289708,-0.48055361,0.00497702,-0.01086797,0.21169684,-0.07578201,1.30351725,-0.18557652,0.74332606,-0.07642169,0.02580985,-0.00915142,1.80090069,-0.22154164,0.96600506,-0.09515463,0.15070828,-0.01604228
-5.43571786,3.60582980,-0.52160055,0.00523090,-0.01194378,0.21716070,-0.08664962,1.34855072,-0.20494128,0.78281696,-0.08830630,0.02627613,-0.00903322,1.88946066,-0.23491694,0.99042184,-0.10537079,0.16664699,-0.01507389
-5.42971486,3.77611931,-0.57265371,0.00548386,-0.01329649,0.22318149,-0.09906735,1.39713585,-0.22755893,0.82385608,-0.10186788,0.02688469,-0.00913872,1.98159752,-0.25286600,1.01445425,-0.11733786,0.18337078,-0.01452954
-5.42371186,3.95381556,-0.63334849,0.00573311,-0.01492768,0.22986558,-0.11303757,1.44955824,-0.25324278,0.86643434,-0.11714941,0.02767944,-0.00945204,2.07721097,-0.27513666,1.03820606,-0.13096849,0.20075722,-0.01437673
-5.41770885,4.13871848,-0.70324584,0.00597566,-0.01683717,0.23730641,-0.12854573,1.50595706,-0.28177502,0.91050930,-0.13417441,0.02870598,-0.00995704,2.17606236,-0.30144854,1.06174401,-0.14615759,0.21866055,-0.01458415
-5.41170585,4.33035674,-0.78182237,0.00620839,-0.01902246,0.24558100,-0.14555715,1.56630512,-0.31290358,0.95600446,-0.15294335,0.03001042,-0.01063732,2.27776542,-0.33149079,1.08508920,-0.16278039,0.23691362,-0.01512190
-5.40570285,4.52797872,-0.86846278,0.00642810,-0.02147834,0.25474714,-0.16401450,1.63039535,-0.34634092,1.00281062,-0.17343058,0.03163801,-0.01147614,2.38178359,-0.36492073,1.10821119,-0.18069131,0.25533065,-0.01596167
-5.39969985,4.73055625,-0.96245577,0.00663151,-0.02419642,0.26484133,-0.18383596,1.69783450,-0.38176498,1.05078926,-0.19558171,0.03363166,-0.01245646,2.48743427,-0.40136393,1.13102508,-0.19972387,0.27371104,-0.01707680
-5.39369685,4.93680142,-1.06299420,0.00681538,-0.02716467,0.27587754,-0.20491434,1.76804483,-0.41882261,1.09977775,-0.21931198,0.03603036,-0.01356081,2.59390017,-0.44041594,1.15339191,-0.21969176,0.29184388,-0.01844242
-5.38769385,5.14519584,-1.16918022,0.00697656,-0.03036718,0.28784674,-0.22711712,1.84027399,-0.45713546,1.14959598,-0.24450539,0.03886757,-0.01477132,2.70024748,-0.48164620,1.17512247,-0.24039121,0.30951311,-0.02003542
-5.38169085,5.35403109,-1.28003588,0.00711214,-0.03378386,0.30071730,-0.25028759,1.91361300,-0.49630833,1.20005414,-0.27101508,0.04216953,-0.01606976,2.80545005,-0.52460412,1.19598434,-0.26160471,0.32650323,-0.02183465
-5.37568784,5.56145857,-1.39451914,0.00721949,-0.03739034,0.31443606,-0.27424712,1.98702176,-0.53593975,1.25096083,-0.29866471,0.04595363,-0.01743760,2.90841879,-0.56882746,1.21571184,-0.28310595,0.34260519,-0.02382102
-5.36968484,5.76554625,-1.51154525,0.00729641,-0.04115807,0.32892999,-0.29879837,2.05936128,-0.57563445,1.30213120,-0.32725105,0.05022690,-0.01885618,3.00803488,-0.61385279,1.23401849,-0.30466593,0.35762241,-0.02597771
-5.36368184,5.96433964,-1.63001258,0.00734121,-0.04505440,0.34410840,-0.32372949,2.12943125,-0.61501719,1.35339424,-0.35654770,0.05498464,-0.02030689,3.10318522,-0.65922788,1.25061122,-0.32606006,0.37137652,-0.02829054
-5.35767884,6.15592392,-1.74883237,0.00735276,-0.04904296,0.35986537,-0.34881905,2.19601154,-0.65374723,1.40459875,-0.38630981,0.06020922,-0.02177142,3.19279882,-0.70452535,1.26520563,-0.34707580,0.38371271,-0.03074825
-5.35167584,6.33848433,-1.86696068,0.00733065,-0.05308413,0.37608239,-0.37384152,2.25790570,-0.69153288,1.45561754,-0.41627959,0.06586928,-0.02323211,3.27588206,-0.74935724,1.27754154,-0.36752075,0.39450435,-0.03334299
-5.34567284,6.51036193,-1.98343148,0.00727514,-0.05713556,0.39263112,-0.39857306,2.31398465,-0.72814513,1.50634936,-0.44619251,0.07191925,-0.02467221,3.35155157,-0.79338968,1.28739787,-0.38723059,0.40365689,-0.03607078
